Hybridization REF	TCGA-AA-A02E-01A-01R-A00A-07
CD209	0.18725
CYB5R2	1.60875
DNTTIP2	0.0776666666666667
CSGlcA-T	0.47625
GABRB3	-2.069
PCBD1	1.08916666666667
TAF3	0.152083333333333
HOXD3	-1.33633333333333
GIPC3	-0.181333333333333
P11	-0.0412
BFSP1	1.36275
LCP2	-0.25925
TAS2R8	0.077
SEZ6L	-1.08825
NR2C1	-0.041125
EXDL2	0.0464
TNFRSF13B	-2.065
MKI67	-0.72875
GLS	0.349416666666667
C7orf54	-0.3322
LGALS13	-0.210666666666667
IL4R	1.10675
SEC11A	-1.094
SPP2	0.166333333333333
C18orf32	-0.418
CLSPN	-0.855333333333333
SPAG1	2.0785
C9orf82	0.967
TM4SF1	-0.327666666666667
EMILIN2	1.35775
SMG7	0.797333333333333
TAS2R13	0.3985
ZNF628	-0.3285
DZIP1L	-0.408333333333333
ANKRD13A	0.2673
VASP	2.274
ZCCHC11	-1.827
SYPL1	0.39675
MGC34774	-0.458
C4orf28	0.20475
KIAA1211	0.0176666666666667
RPS27L	0.13425
TATDN3	-1.498
PDCD1	-1.15225
OR5P2	0.497
IFIT1L	-0.0265
MIPOL1	-1.91975
OR51D1	-0.2745
C1orf92	-0.425166666666667
LAMP2	0.127166666666667
CAT	0.931166666666667
C16orf80	-0.5625
C15orf32	0.783
ZNF746	0.2435
C1orf76	-0.621
ATXN1	0.12975
LAMC2	3.5585
SLC2A7	-0.121
CPOX	-1.32025
APH1B	0.258833333333333
LOC442245	-0.776
CTNND1	1.74977777777778
GABRG2	-0.370625
MADCAM1	-0.00483333333333333
F5	-2.5865
SEMA4F	-1.193
NUDCD3	0.088375
PDZD11	0.0565
TRIML1	-0.4095
GCNT3	2.49183333333333
TMEM120A	0.97975
CNDP1	0.5875
N4BP1	0.220625
SLC35F2	0.69225
LCP1	-2.06216666666667
IGBP1	0.6966
DCAKD	-0.29175
ELA2A	-0.228
C12orf56	-1.12025
PITRM1	0.250214285714286
GUK1	-0.200666666666667
RASSF8	-1.096375
OR2A14	0.58175
ADM	-1.26222222222222
FGD3	0.528166666666667
GHRHR	0.142333333333333
RHPN2	1.4705
C4orf39	0.560666666666667
VPS72	-0.5645
SERF2	0.183
CD22	-0.724666666666667
CD47	0.4082
PPIC	1.75433333333333
IMPDH1	0.16075
ACP6	-0.2825
PRKACA	-0.539
PPP1R1A	-1.485125
TRPV3	0.14375
ASXL1	-0.255625
C17orf55	-0.744666666666667
FXYD1	0.216
LMOD2	0.352
ANKRD33	-0.2735
LCE2C	-0.222875
ZNF620	-0.244
DKFZP566E164	-0.40475
VSIG2	3.639
KIAA1128	1.0515
USO1	-0.63
NUDT4	2.31228571428571
CLDN1	3.546
OR4Q3	1.2205
FASTK	-0.890333333333333
ICOS	0.484
LDB1	-0.494
GSTA5	-0.43
ABCC1	-1.192
FAM54A	-0.27225
PCBP2	-0.879833333333333
NUP205	-1.32975
ACTA1	-1.91916666666667
GABBR2	-1.60625
PIP5K1B	3.37183333333333
AGXT	-1.014
RNF181	0.02375
ATP8A2	-0.987
AFTPH	1.0998125
FGF21	-0.0735
FCER1G	0.8635
SNTB1	0.068
SLC24A3	0.444
TXNL4B	-0.4911
RPL10L	-0.259166666666667
LOC389517	-0.4854
TSGA13	0.2255
SHOX2	-2.394
ITGA7	0.2843
KCNIP2	-0.183333333333333
KLF13	0.0797
ZFAND2A	-0.7895
CEACAM1	2.66692857142857
PFKFB4	-2.34233333333333
MED19	0.17
LRRC57	0.642
RNF11	-0.48675
ANKRD32	-2.15775
P117	0.96125
OBFC2A	0.452666666666667
POLD3	-0.118416666666667
RAB18	0.512625
TPH2	-0.1846
PHB	0.2154
JDP2	1.32233333333333
MORF4L1	-1.1141
POU2F1	0.05725
CNNM2	-0.1255
LOXHD1	-0.0898333333333333
ZC3H15	0.1055
ELK3	-0.3605
FAM111B	0.826
CBLC	4.56266666666667
SBNO1	0.837
ANKMY2	-0.278
PLEKHA5	0.054
DHX58	1.05583333333333
ARCN1	0.00783333333333334
TREML1	-0.316
KNCN	0.033
SEC24A	-0.310125
PSCA	-0.811
MGC24125	0.471166666666667
DNA2L	-1.02675
CIB4	1.21
HIGD2A	1.10783333333333
TBX6	-0.1105
TTLL5	-0.891166666666667
SGK3	0.619833333333333
GCN1L1	-0.2705
AMOT	1.7916
LDOC1	-1.73383333333333
NRK	-0.1994
ASB9	0.1965
NAT1	0.6267
TRAFD1	-1.13925
PEAR1	-0.1295
FAM36A	0.684
OR1S2	0.487333333333333
LOC388323	-1.693
PGS1	-0.637333333333333
LEPREL1	-2.74725
TFF1	-3.8435
HAP1	0.20975
EPHB2	3.506
ACTG1	0.612
ZFP42	-0.811666666666667
HAVCR2	-0.2117
NME1	-0.3145
SNX26	-0.366916666666667
LACTB	-0.204166666666667
ZKSCAN2	-0.5845
C5orf35	0.5115
ANKS3	-0.04525
RBM28	-0.6185
DKFZP586P0123	-0.26175
HNRNPA1	-0.191333333333333
BCAS3	-2.19783333333333
FLJ20184	-0.026
POLA2	-0.957
TMC7	1.70933333333333
HSD17B6	0.9975
ZNF658B	-0.0648333333333333
TTTY10	-0.229333333333333
RANBP9	-0.188333333333333
CPNE7	-0.746333333333333
EVL	-1.32905882352941
LNX1	0.441416666666667
IFNA21	-0.0795
CFD	-1.42425
PYCARD	2.0885
MYBPC2	-2.072
ENPP3	2.45366666666667
ACSL4	-0.755
LOC440258	-0.7165
TMEM176B	4.1985
SOX2	-5.08975
SCO1	-0.575
COMT	0.64875
AOC2	-0.2135
PDLIM5	1.01835714285714
SPHK2	0.555666666666667
NXPH2	0.7795
GPR108	-0.262166666666667
RAD51L1	-0.2735
TMEM54	2.29975
LETMD1	0.139888888888889
SLC6A17	0.4025
KRT75	-0.693
STT3B	0.637833333333333
CD3EAP	0.892
TMEM63A	1.66225
DUSP13	-3.53375
CD1C	-1.21916666666667
LASS2	-0.418833333333333
AVP	0.6845
PITPNM1	-0.047875
FLJ22795	-2.2735
MCTP1	-2.269
TRIM68	1.381
UCK2	-0.7875
ABHD1	-1.22225
FAM50A	0.0425
RNASEH1	-0.852166666666667
PCP2	-0.726166666666667
OR52H1	0.587
C20orf149	0.7915
RBP5	-1.6275
HYAL3	1.202
CLPB	-0.5995
SMNDC1	-0.4465
DONSON	-1.02366666666667
FLJ27523	-0.033
BARHL2	-0.236
SLC30A9	0.112
TMPRSS11B	0.308
E2F8	0.1435
CCDC25	-0.50125
C14orf48	0.0125
C20orf116	0.7495
TSPAN11	-0.2435
YIF1B	-1.054
FAM12B	0.3625
OR1L6	-0.23
HPN	-3.9002
NBN	0.647
C14orf94	-0.634833333333333
OCLM	-0.085
ZSCAN18	-0.4371
L3MBTL	-0.102
TSTA3	0.800166666666667
RAC1	0.6055
C19orf15	-0.116333333333333
NFE2	-5.41375
KLK14	-0.0735
ARSF	-0.385
MAST2	0.0571666666666667
AMICA1	1.75233333333333
GTF2A1	0.24775
ATP1A3	1.57575
TC2N	1.1372
PNKP	-0.83425
ODZ2	-1.92825
MATR3	0.1975
S100P	1.887
KRT82	0.2345
CA13	1.2883
PROZ	-0.735166666666667
AASDH	-0.403875
C19orf40	-0.883833333333333
DCK	-0.682230769230769
FAM5C	-0.65275
SLC6A4	1.559
MID1IP1	-0.37725
TESSP5	-0.036
TMOD4	-0.222
DOCK2	-2.01266666666667
TUG1	0.1995
NUP214	-0.848
DPYSL2	-0.0267727272727273
GOLM1	1.35991666666667
MPFL	0.1455
SOX13	-0.04025
SDCCAG8	0.3022
KEL	-2.60466666666667
NUP210L	-2.2015
GK	0.431875
DNAJB1	1.3505
ALPK3	1.668
CHID1	0.6382
CYLC2	0.635833333333333
IKZF5	0.12375
C8orf51	1.30366666666667
PPM1J	-0.50025
GIMAP8	1.37983333333333
GPR101	-0.449
NR2F1	-0.067
ACAD8	0.57975
RBM35A	1.04925
GNAI2	-1.28916666666667
METTL8	-0.243833333333333
SLC39A7	1.38
FBXO8	-0.207
CAMK1	-1.026
RFC3	0.112625
FAM129A	-1.27957142857143
ILF2	-0.91625
FGFBP3	-0.877875
NOM1	0.418666666666667
PSMA3	-0.34125
ASCC3	0.9118
ZYG11A	-3.79825
SOX21	-1.088125
LYRM1	0.5595
DEFB1	3.8085
LOC91431	-2.05466666666667
OR7C2	2.8385
FAM46B	-2.04
TMEM18	-0.59275
ARHGAP30	-0.5175
TMEM86A	0.740583333333333
EPHA2	0.296
C10orf46	0.53455
TCHH	-0.716166666666667
C3orf30	-0.291666666666667
LOC285636	0.119166666666667
PAIP2	-0.016
CYP2U1	-0.7725
C12orf34	1.355
SARS2	-0.0885
ZCWPW1	0.39475
SAMD12	1.669125
KIAA1430	0.132125
ACAT1	-1.457
MEOX1	0.261666666666667
ADAMDEC1	4.9245
PHKA2	-0.87725
CARD11	-2.141
CALML4	3.174
TSSC1	-0.2085
TMEM45A	-1.63033333333333
MPP7	2.197125
POU1F1	0.10825
SLC2A13	0.2788
FBN2	0.27
ZC3H7A	-0.5205
LAIR2	-0.0015
ST3GAL1	-1.601
LCT	-1.349
GEMIN8	0.201
KLF16	0.3983
HIF3A	0.1783
FAM44A	-0.0496428571428571
AQP10	-1.1769
PLA2G2A	-0.2995
FOLH1	0.3705
C20orf186	0.001
MAPKAP1	-0.251
SPRR2D	-0.78575
UBQLN4	-0.658166666666667
RSHL1	-0.109666666666667
PIAS3	-0.8465
MRPL24	-0.08625
GREB1	-4.471
FAM27E3	-0.7605
NUP62CL	-0.05725
NEUROG3	0.5105
REEP3	0.8605
MARK1	-0.7335
LMBRD1	1.2055
PRPF19	-0.6995
PNMT	-1.40083333333333
CTGLF1	-1.146
SLC25A16	0.0245
EIF2B3	-1.1505
RPA2	-1.00475
PAK6	0.296
CCDC26	-3.1795
SEMA3E	-0.646
MXD4	-0.1723
TNFSF10	2.6135
SMARCB1	-0.350166666666667
DTX3L	1.69483333333333
PLA2G4E	0.411
PPAP2A	0.7805
ULK1	-0.717333333333333
TAS1R3	-0.314
SLC2A3	-2.96018181818182
ARID3A	-0.3245
GNG5	0.3755
ACOX1	1.022
KIF5B	0.515
NUP153	-0.46825
MUC7	-0.2575
CSDE1	-0.462071428571429
CLPTM1	-0.12425
C3orf23	0.343375
LRRC17	-1.45183333333333
TTYH3	-0.49925
ATP5B	-1.215
ELF3	2.8357
CPSF3L	-0.663666666666667
ZNF665	0.0268333333333333
TLR6	-0.5549
GPI	-0.305625
RAD9A	-0.3555
NDST4	-2.47266666666667
AGPAT3	0.8175
MAGI3	0.553666666666667
ADORA2A	-1.61525
CACNG7	-0.4245
CAMK2D	0.0185
CCHCR1	-0.45975
RPS27A	-0.02325
OR10G7	-0.126166666666667
GCM2	-0.2175
FAM135B	-0.0457
E2F1	-0.36525
PLCB3	1.214
OR2AE1	0.548
COIL	-0.0366666666666667
CDC25C	-0.357
RAB11FIP2	0.203166666666667
TSC2	-0.39575
CTGLF5	-1.3095
CCDC108	0.1568
OR13C4	0.1775
C10orf81	5.09725
PTPRB	1.77025
ACP2	-0.3555
LAG3	-0.68925
MRPL54	0.2435
LOC201175	0.993
ITGB1BP3	-0.94975
SPTAN1	0.406833333333333
SIPA1L2	-0.658
RCAN2	-0.3525
CDX2	4.735
ECOP	0.3225
ACTR1A	0.509571428571429
PPARG	2.50666666666667
BBS10	0.469666666666667
TMEM44	0.35325
BPIL2	0.625
CITED1	-1.5125
IRF6	3.1875
PRDM4	0.659833333333333
RRP9	-0.00333333333333334
OR10H4	0.4195
IL31RA	-0.68175
GNB1L	-0.767833333333333
MYBL2	-1.041875
ZNF407	0.808
PPIG	0.0761666666666667
TTC18	0.4165
RPSA	0.2115
MAPT	-0.865
MRE11A	0.0685
C8orf37	-1.049
RASGEF1C	-0.345166666666667
STBD1	0.226
CTAG2	-0.2418
MGAT5B	-2.941
ECM1	0.535375
RLN1	0.738
PARP14	1.210625
EPB41L1	2.1625
HOXA3	1.45275
MAGEA9	-2.7855
RPS8	-0.523166666666667
RPS19BP1	0.195
FOXJ2	0.00362499999999999
C10orf76	0.30325
IL17RE	1.5535
C10orf65	-1.40975
ZNF343	0.334333333333333
FBXO33	0.30375
UHMK1	-0.3077
LY6G6C	0.0935
FGF19	-0.749
C14orf128	0.276666666666667
IFIT2	1.153875
TIGD1	-0.09175
S100G	0.671
GUCY1B3	1.899
NR3C1	-2.0686
CORO1B	0.136333333333333
PARP11	0.480583333333333
DNALI1	1.706
OR4N4	0.17475
MAP2K6	1.1575
FSTL4	-0.68875
ANKRD47	0.063125
TMEM171	1.869
PNLIP	0.34175
YY1	-0.624
CCDC138	-1.001
AASDHPPT	-0.5019
CKS1B	-0.0278
MCM3	-0.333333333333333
ANAPC7	-0.359666666666667
FAM110A	1.46225
CDC37L1	0.708833333333333
THTPA	-0.604
NBPF20	-1.394
WDR24	-0.70925
NPTX2	-0.812
CBLB	0.900166666666667
CETN1	0.311166666666667
RPUSD1	0.14475
FAF1	-0.68425
CDK6	-0.8811
HMX2	0.474
CSK	-1.0085
TEAD2	0.02225
SNAP25	-0.6915
TUFT1	0.9354
TMTC3	0.0961666666666667
LCK	-2.56175
SGOL1	0.114333333333333
AKTIP	0.41425
FURIN	0.1315
SOX12	-1.03433333333333
DEFB103A	0.39575
RAMP1	1.00875
KIR3DX1	0.5385
GAS2L3	0.714
PDE8A	-0.5935
EDN3	2.88
GMIP	1.39325
SF3A2	0.10775
FN3KRP	-0.0345
SMAD7	-0.39875
RHBDD2	-0.16025
OR11H6	0.659
PPP1R3B	0.6107
C9orf23	0.45925
CADPS	3.389
GOLGA8A	-3.415375
TMEM57	0.597166666666667
RGL3	-2.285
S100A14	1.32175
FGFR2	-0.1391875
XRCC3	-0.57125
RTN4RL2	-0.00174999999999999
MGC3771	-0.4695
GH2	-0.0956666666666667
BTBD2	-0.34425
LMO2	-1.31825
RDBP	-0.4405
ACRBP	-1.726
AMY2A	1.74225
DUOXA1	0.5735
PTK7	0.359
TWF2	-0.382
FAM80A	2.06275
TNNI2	-3.80183333333333
GLT25D1	-0.108333333333333
OCC-1	0.65925
CYC1	-0.118833333333333
RPL22	0.297818181818182
MORN3	-0.482333333333333
DISP1	-0.31725
PRB2	-0.452
CHUK	-0.26625
HR	0.624125
CCDC134	-0.06475
DENND4B	-1.266
C14orf130	-1.10725
RAB33A	-1.999
DCST2	0.305
TNMD	1.36525
PEX7	1.49675
FAM62A	-0.0685
SRD5A2L	-0.00300000000000002
IL22	-0.09725
RPS26	0.4775
HOXC5	-0.268
SPATA6	0.07575
FLJ38482	0.596375
ZNF234	1.4865
C18orf22	0.5075
SPATA22	-0.11475
THOC1	-1.04925
CYP7B1	1.815
KCNC3	-0.017
C8orf42	-1.765
ALDH1B1	1.6445
CCDC100	0.2393
ARMC4	-1.645
FAM18B2	-0.13975
SLC44A1	1.127125
FBXO17	-1.86683333333333
C6orf107	0.27075
C19orf29	-0.348
ZC3HAV1L	0.409
PARP6	-0.5169
SULT2A1	-2.972125
C1orf159	0.01
TMC1	-0.58575
CHST14	-1.273125
GAMT	-3.911
SMCP	-0.2465
TSPAN33	0.700083333333333
MIDN	0.40025
NOX4	1.5775
RNASEN	-0.095
TBX1	-2.6748
SALL2	-3.167
C10orf35	0.719
CYP2E1	-0.70375
LRFN2	0.946
ACO1	-0.459333333333333
IQCG	-0.499
MEGF9	0.46325
TM7SF4	0.261
PLEKHA1	1.865
STK33	-2.1005
C1orf210	1.49625
SNUPN	-0.8831
KIAA0406	-0.6666
C20orf29	1.3125
TMEM55B	-0.31025
OSTM1	-0.6938125
CLCN7	-0.02675
OTP	0.04275
FLJ23049	-0.42
HEATR4	-0.0455
MAP3K10	0.367833333333333
PCDHGA9	-0.072
AMDHD2	-0.92775
LCTL	-0.514
PDCD2L	0.51625
CABLES2	-0.4325
SLC5A9	0.25075
CLCA2	-1.19866666666667
MGC16025	-0.7495
STRAP	0.4815
C20orf196	-0.231
RRBP1	2.09083333333333
NAT13	-0.25825
MAT2B	0.8155
CSNK1D	-0.947333333333333
KIR3DL1	-0.22675
PRKAG3	0.1945
ZNF599	-0.467
PRM3	-0.1725
PER2	0.6145
ASPHD1	-0.497
PRMT6	-0.60475
KCNE1L	-0.293
FAM118A	-0.395333333333333
TAF4	0.7005
NDUFB6	0.0515
TRIM9	-0.671454545454546
PMFBP1	0.56475
KY	0.2105
DKFZp762E1312	-1.24136363636364
CSMD1	-0.83525
TBP	0.0561666666666667
OR1Q1	0.178833333333333
RETNLB	1.6425
HPGD	0.864357142857143
DNAJC12	-2.30816666666667
FKBP1B	-0.593
ANKRD24	-0.628333333333333
CXXC5	0.983
IL3	0.30575
DRAM	0.899
PTCH1	0.897375
TP53BP1	-0.56675
SLC17A7	-0.011625
COL25A1	-0.871777777777778
AMACR	2.776
RHCG	2.81325
VPS13A	1.00925
FAM55D	5.68
PRPF38B	-0.263916666666667
OSBPL6	-2.04975
PFDN5	0.3032
CMTM6	1.26
KCNK12	-1.589
RP2	0.84175
C16orf52	-0.8335
PICK1	0.8055
IFNE1	-0.6964
SEMA4B	-0.1935
TYRO3	-2.16225
OR12D2	-0.069
CSNK1A1	0.45745
FANCF	2.0835
LONP2	0.627625
TBL1Y	-0.9445
LDOC1L	-0.3695
CCNC	0.04525
C3orf60	-0.000499999999999994
CHKA	-0.89025
UBAP1	0.04575
MAP3K1	-0.163
ANKRD9	-0.48375
FAM92A1	0.436833333333333
GAB2	0.491875
AZU1	-0.222
DIS3	0.401166666666667
C21orf109	-0.99525
IQCB1	0.4525
SPATS2	-0.7825
EFCAB3	0.3225
PRB3	0.1545
FUZ	-1.47433333333333
ZNF813	0.22075
BMPER	-0.5435
HEG1	-0.645625
ALS2CR11	-1.184
SURF2	-0.1375
PSMC1	-0.522916666666667
OR2D2	0.318
SLC7A8	0.504833333333333
C4orf40	0.21
SPATA7	-0.308
MAZ	-0.53575
PIN4	0.47
PDE1A	-0.610125
TAF6L	-0.317
OR2T34	0.179
KIAA0284	-0.05925
ACADS	0.799545454545455
MKRN2	-0.487
C18orf56	-1.7885
MS4A6E	-0.378
GALNT4	1.8498
C22orf31	0.185
FLJ36070	0.0255
PSME4	-0.24675
TFG	-0.0228
EPHX2	0.884125
ANXA5	-0.505875
KRTAP1-1	0.048
BATF	-1.014
KARS	-0.68975
MSTP9	-0.1235
GPR26	-0.06525
CCDC72	0.4265
TEF	0.439
FOXK1	0.3483
PRLHR	0.2995
EMX1	0.04375
C11orf30	-0.4715
ICK	0.812625
THSD7B	0.257333333333333
C21orf100	-1.1705
DUOX1	0.32
EFCAB4B	-0.09825
UBE2G2	-0.716
C3orf54	-0.24925
PARP1	-1.777
FAM60A	0.318583333333333
C6orf146	-0.01275
OR9K2	0.275
DDX55	-0.657
RPS15	0.54
ZNF618	-0.5945625
DKFZp686D0972	0.73675
SSPO	-0.4795
SHFM3P1	-0.805833333333333
CPA6	2.1075
JAG2	0.562
DEFA3	0.97875
PPBPL2	0.0326666666666667
CD34	3.01975
SLCO4A1	0.647125
AFG3L1	-1.42833333333333
SHD	1.734
RP13-122B23.3	-0.737
PRKCSH	-0.451
DPH5	-0.5515
HLA-F	1.80425
TBC1D4	0.996
RIG	0.286
GLUD1	-0.142833333333333
HNRPCL1	-0.6565
HBXIP	0.06875
RNF207	-0.708
APIP	1.14375
PLA2G3	0.752666666666667
CCDC84	-0.32925
MYLIP	-0.289692307692308
PHIP	-0.39675
AARS2	-0.374666666666667
DHX32	0.4
SCAPER	-0.315
MEN1	-0.118875
NIP7	0.295
FLJ25404	0.5245
FASTKD3	-0.10875
TMEM158	-1.52366666666667
RARA	0.636
BDH1	1.3755
ANKRD16	-0.044
CARM1	1.545
SS18	-0.571333333333333
IKZF2	-1.33166666666667
MYD88	0.359625
PML	0.51365
TAF1A	-0.933
CBFB	0.36425
HIST1H3H	-0.9145
C7orf29	-0.30175
COMMD4	-0.9875
DPP3	0.684
DAB2	1.038625
LOC388882	-0.2545
YPEL4	-0.684375
AGBL3	0.3565
LRP6	0.6597
SERPINH1	0.0158333333333333
TLE1	0.29
CD244	0.289166666666667
ZDHHC15	-0.81225
MGLL	0.9195
PLDN	-0.591
LOC654346	2.5865
FAP	2.47075
GPR37	-0.778
SCARA5	-0.579333333333333
EBF4	0.268818181818182
LSM6	-0.00225000000000001
MLLT1	-0.4423125
SLC5A12	-0.1085
A2BP1	-0.980833333333333
COPS5	-0.0981666666666667
TPM4	0.604714285714286
TNFSF4	0.8145
ACADSB	-0.428
HERPUD1	-0.2515
BCL2L11	-1.13127777777778
CEP78	-1.069375
CDCA3	-0.411875
WBSCR19	-0.0611
MYO1A	4.546
PPEF1	1.13766666666667
LOC440348	-0.901
CPEB2	0.16525
BPTF	-0.608083333333333
RPL21	1.3426875
GSX2	-0.3775
ADPRH	0.416333333333333
C17orf68	-0.726333333333333
KCNS1	-0.6515
MLLT6	-0.1596
PIWIL4	3.2405
RNF26	-0.56475
RAP1B	0.432625
ADAMTS1	-2.8266
ZNF571	0.0875
P2RY6	-0.93475
TRIM21	1.94016666666667
CADM3	-0.098
NLRC5	0.899
ADRA2B	-0.4555
LOC90835	-0.698875
PCF11	-0.54125
LOC400451	-1.0245
GLTSCR1	0.1709
C17orf88	-0.541666666666667
CDH16	0.49575
FGF7	1.181625
PCSK4	1.62416666666667
NPC1L1	-0.345666666666667
TAT	-0.191
TBCA	-0.22675
MGC33407	-0.06225
GPR115	1.10025
CYGB	0.0615
FNBP4	-0.452
C12orf43	-0.006
CBL	0.015
CLECL1	0.0805
PPAPDC1A	2.35525
WDR25	-0.419333333333333
SGCA	1.1865
C22orf29	-0.3295
YIPF1	0.7815
GALK2	-0.67075
RAB3B	-2.17641666666667
LOC440087	-0.2825
UCP1	-0.2155
REEP5	1.133375
FADD	-0.4346
FOXA1	-4.677375
CACNA1A	-0.3795
ABI1	0.682833333333333
GRIN2D	0.08075
SLC1A4	0.0553333333333333
LOC401127	0.29275
HINT2	-0.17125
PLD4	-0.409833333333333
ZNF286A	-0.71825
ENY2	0.0375
IL1F6	0.0865
PXDNL	0.107
C20orf79	-0.428
TNFSF13B	1.73783333333333
DENND3	0.593
JARID1D	0.6005
HIST1H2AK	0.45075
LOC93349	-0.0458888888888889
SSH1	-0.4825
ENSA	-0.52475
LOC219854	-0.042
CKAP2	0.7157
DKFZP564J102	-0.3475
MGC87315	0.360166666666667
HNRPAB	0.37525
AMH	-2.837
ZNF526	0.8375
BRUNOL5	-0.1182
CACNG3	0.0898333333333334
TRPM1	-1.491
PPP2R1A	-0.387
COL2A1	-1.5465
DDN	-0.193333333333333
FLJ25770	0.152666666666667
HK2	-0.8585
ELOVL6	-0.86675
MDK	-0.63325
EPHX1	-1.146
RASSF2	-0.050875
DKFZP434B0335	-0.28625
DLX3	-0.0955
PRTN3	-0.7135
AVPR1A	0.5735
C21orf125	-0.91375
TNFAIP8	-0.759
GNB2L1	-0.60375
CALCRL	1.22625
SCGB2A2	0.226
UBXD7	0.11525
ZNF674	-0.367
TMEM35	1.098125
BRSK2	0.747875
HECTD3	0.0558333333333333
TMEM188	-0.08375
LGALS9	2.627125
SCARB2	0.0339166666666667
USP34	-0.507833333333333
C17orf28	-0.143666666666667
ZDHHC23	1.31075
AQP12B	3.7485
SLC16A3	-0.314375
APLP2	0.3705
ITIH2	-6.7235
MICAL3	0.32125
TNNI3K	0.1528
HDAC2	0.143625
PRR7	0.1427
THBS2	0.535875
LOC751071	-0.323666666666667
CA2	-1.49766666666667
RANBP17	1.0285
RLN3	0.027
CRYZ	0.0986666666666667
GBAS	-0.206333333333333
TAS1R1	-0.949
MPZL3	0.61
PCDH8	0.53375
HSP90B1	-0.09575
KCNK15	-0.9545
TNIP2	-0.325
GPR146	-1.1715
NOL6	-0.197375
SPC25	-0.877111111111111
STEAP2	2.5975
VAMP3	0.433166666666667
TCIRG1	-0.37975
ZP4	-0.263833333333333
PARL	-0.11075
TRIM39	0.175333333333333
KIAA1305	1.615
CRNN	0.0473333333333333
GRN	-0.282
HSH2D	0.51075
SCAMP1	0.555375
KIAA1913	3.56875
PTS	0.214
BANP	-0.433142857142857
PRKACG	-0.257
ADCY6	0.455833333333333
C16orf46	0.3845
CYP51A1	0.678625
DDC	3.92725
ANPEP	0.108833333333333
PROM1	0.990166666666667
SIGLEC10	0.43625
COPG	0.607
FAM26E	0.591
TRIP4	-0.08175
SNX3	-0.0555
C1orf175	0.809333333333333
PPY2	-0.2775
C14orf152	0.357
FTSJ1	-1.29983333333333
DST	0.2962
LOC554235	-0.00650000000000001
GLRX5	-0.83125
C20orf12	1.0612
CAB39	0.390333333333333
MSH2	-1.02533333333333
PIP4K2C	1.09
CYLD	0.263875
WTAP	0.7923125
MGAT4A	0.553888888888889
TSC22D4	-0.718
CHRM2	1.7245
PPYR1	-0.0363333333333333
CCNH	0.0118333333333333
RRM1	-0.489
ECAT8	-2.94625
LOC400120	-0.64225
GABRA4	0.34625
C14orf4	-0.0651666666666667
C1orf59	0.7155
CTDSPL	1.26383333333333
NHEDC2	-1.0765
PDE11A	0.3086875
KLHL29	1.10025
CD5	-0.2365
TSPAN9	0.6135
WDR67	-0.47825
THUMPD1	0.0302
C18orf17	-1.41475
CLYBL	1.7275
FLJ13231	-1.0535
CMBL	1.31375
LECT2	0.5235
NKAPL	0.8465
LOC654780	0.5875
OR4C6	-0.2715
RAB30	-0.349666666666667
TSSK4	-0.163
TMEM163	0.2815
OSBPL11	0.824583333333333
GNB5	-2.00183333333333
CCL21	0.37925
C1orf121	0.534166666666667
FMO2	0.5145
RPTN	0.2995
MSTN	0.68
VCL	0.469428571428571
FYTTD1	-0.165
C11orf1	-0.06025
CCDC88C	0.00731250000000002
HFE	0.0359444444444445
MOGAT1	2.6375
FAM125B	0.889166666666667
IRGQ	0.2695
RAVER2	1.69125
AKAP5	-1.438
SSSCA1	-0.00725
C11orf63	0.737
ACTG2	2.9438
PORCN	-1.6855
DTL	-1.25709090909091
TMEM151	0.15825
FAM122C	0.31025
RSAD2	2.3756
BAT4	-0.571
KRTDAP	-1.22716666666667
MYH8	-0.168
CRTC3	-0.5505
LRRFIP2	0.5889
INTS4	-0.4945
TTN	-0.942666666666667
SLC26A5	0.3185
PLLP	-1.782
RGS6	-0.549
SRGAP3	0.4245
ZNF525	0.1265
NBR2	0.270666666666667
C13orf1	2.336
ZNF137	-0.3365
CEP27	-1.13225
BEST2	0.0035
RNF121	0.26975
DMRTC2	0.309333333333333
C8orf76	-0.17825
BCCIP	-0.3565
MEST	0.391
HTRA2	-0.6255
ANGPTL2	0.66675
ILKAP	-0.141666666666667
ERAS	0.2825
HBS1L	-0.313375
CPA5	0.01
TMEM30A	0.173333333333333
CD300LF	1.29266666666667
WISP3	-0.15
CRK	-0.382857142857143
PDS5A	-0.6559
BRPF3	0.114166666666667
NEDD9	0.120875
SMPDL3B	1.6395
PSG6	1.012
PSMD13	0.01025
ETV5	-2.3699375
OR51A4	-0.333
BTBD7	0.386416666666667
GSTO1	-0.404875
hCG_16001	0.8735
MAD2L1BP	0.0455
COX6A2	0.039
SCNN1A	2.04266666666667
LSM1	-0.587
UGT2B11	0.66025
IDUA	-0.985
PPP2R3C	-0.5095
COX11	-0.105833333333333
PDZK1	-3.0015
ZNF443	0.694333333333333
MGC21874	-0.394833333333333
ZNF323	0.8358
KRTAP10-10	-0.045
CXCL6	0.405
SLC34A2	0.5687
LOC284402	-0.2565
NPTN	0.32875
UPP1	-1.14833333333333
SLC6A9	-0.629
OR7G3	-0.35075
CISD1	0.3735
ZNF545	-1.0305
SYT14	-0.363
NT5C3L	-1.112
ZNHIT3	-0.0701666666666667
SNRPD3	0.4855
KIAA0701	-0.434625
UNC93B1	0.206166666666667
GMNN	-0.326875
SPCS2	0.488666666666667
LOC388524	0.229
