Hybridization REF	TCGA-AA-A029-01A-01R-A00A-07
RANBP9	-0.493166666666667
CPNE7	-0.508333333333333
EVL	-1.77388235294118
LNX1	0.643
IFNA21	0.053
CFD	3.88675
PYCARD	0.969
MYBPC2	-1.271
ENPP3	-1.80516666666667
ACSL4	-1.844
LOC440258	-1.29033333333333
TMEM176B	4.33283333333333
SOX2	-4.476125
SCO1	-0.0943333333333333
COMT	-0.03
AOC2	0.19075
PDLIM5	1.94742857142857
SPHK2	0.646
NXPH2	0.749
GPR108	-0.217333333333333
RAD51L1	-0.157666666666667
TMEM54	2.99875
LETMD1	1.23433333333333
SLC6A17	0.1675
KRT75	0.6495
STT3B	0.0273333333333333
CD3EAP	1.06733333333333
TMEM63A	0.046
DUSP13	-2.8025
CD1C	-1.578
LASS2	-0.8495
AVP	0.0395
PITPNM1	-0.33075
FLJ22795	-1.757
MCTP1	-2.727
TRIM68	1.57233333333333
UCK2	-0.439333333333333
ABHD1	-0.50325
FAM50A	-0.07875
RNASEH1	-0.498666666666667
PCP2	-0.567
OR52H1	0.847
C20orf149	0.06575
RBP5	-2.01916666666667
HYAL3	0.37175
CLPB	-0.148
SMNDC1	-0.1375
DONSON	-1.78333333333333
FLJ27523	-0.28475
BARHL2	0.115666666666667
SLC30A9	1.21966666666667
TMPRSS11B	-0.788333333333333
E2F8	-0.881333333333333
CCDC25	0.51825
C14orf48	0.288166666666667
C20orf116	0.556625
TSPAN11	0.039
YIF1B	-0.771833333333333
FAM12B	0.38775
OR1L6	-0.112
HPN	-3.6947
NBN	0.55925
C14orf94	-0.624
OCLM	0.415
ZSCAN18	-3.2066
L3MBTL	-2.0591
TSTA3	1.56233333333333
RAC1	1.150625
C19orf15	0.0725
NFE2	-6.268
KLK14	0.3255
ARSF	0.1755
MAST2	0.204
AMICA1	1.43616666666667
GTF2A1	-0.0425
ATP1A3	-0.052
TC2N	2.7973
PNKP	0.54625
ODZ2	-3.5125
MATR3	-0.087875
S100P	3.55525
KRT82	-0.1205
CA13	2.2177
PROZ	-0.789833333333333
AASDH	0.0135714285714286
C19orf40	-0.7135
DCK	0.209384615384615
FAM5C	-0.95725
SLC6A4	-0.2715
MID1IP1	0.4105
TESSP5	0.3595
TMOD4	-0.680333333333333
DOCK2	-1.99666666666667
TUG1	-0.508625
NUP214	-0.86575
DPYSL2	0.0524545454545454
GOLM1	2.14958333333333
MPFL	0.343
SOX13	0.1925
SDCCAG8	-0.1526
KEL	-2.14616666666667
NUP210L	-1.78625
GK	0.905625
DNAJB1	1.533
ALPK3	0.2995
CHID1	-0.2474
CYLC2	0.586666666666667
IKZF5	0.3215
C8orf51	-1.64216666666667
PPM1J	-0.74975
GIMAP8	1.26483333333333
GPR101	-0.3925
NR2F1	-1.1525
ACAD8	0.00975
RBM35A	1.87175
GNAI2	-1.77083333333333
METTL8	0.510166666666667
SLC39A7	0.9295
FBXO8	0.54475
CAMK1	-0.85
RFC3	-1.474875
FAM129A	-2.107
ILF2	-1.49725
FGFBP3	-1.086875
NOM1	0.585833333333333
PSMA3	0.10675
ASCC3	1.1561
ZYG11A	-3.72575
SOX21	-0.596142857142857
LYRM1	-0.01575
DEFB1	4.8155
LOC91431	-1.95983333333333
OR7C2	2.103
FAM46B	-2.298125
TMEM18	-0.56175
ARHGAP30	-1.14483333333333
TMEM86A	0.105666666666667
EPHA2	1.27966666666667
C10orf46	0.94235
TCHH	-0.953
C3orf30	0.0666666666666667
LOC285636	0.107833333333333
PAIP2	-1.02525
CYP2U1	-0.385428571428572
C12orf34	1.0695
SARS2	0.129666666666667
ZCWPW1	-1.792
SAMD12	1.36625
KIAA1430	-0.08825
ACAT1	-0.568
MEOX1	-0.1565
ADAMDEC1	3.58375
PHKA2	-1.92675
CARD11	-2.5555
CALML4	4.264
TSSC1	-0.25125
TMEM45A	0.521888888888889
MPP7	1.668125
POU1F1	-0.239
SLC2A13	0.18
FBN2	-0.796384615384615
ZC3H7A	-0.5509
LAIR2	0.807
ST3GAL1	-2.68516666666667
LCT	-2.236
GEMIN8	-0.286
KLF16	0.8428
HIF3A	-0.2031
FAM44A	-0.00714285714285714
AQP10	-0.6576
PLA2G2A	4.799
FOLH1	0.296833333333333
C20orf186	0.1625
MAPKAP1	-0.749875
SPRR2D	-0.24025
UBQLN4	-0.46
RSHL1	-0.0553333333333333
PIAS3	-1.0425
MRPL24	-0.131
GREB1	-3.81557142857143
FAM27E3	-0.266
NUP62CL	-0.5385
NEUROG3	1.175
REEP3	1.44441666666667
MARK1	-0.365625
LMBRD1	0.44875
PRPF19	-0.625
PNMT	-1.08
CTGLF1	-1.136
SLC25A16	0.145
EIF2B3	-0.768
RPA2	-1.318
PAK6	1.1225
CCDC26	-2.774375
SEMA3E	-0.723142857142857
MXD4	0.2173
TNFSF10	1.726
SMARCB1	-0.1065
DTX3L	1.87116666666667
PLA2G4E	0.3685
PPAP2A	-0.131
ULK1	-1.39641666666667
TAS1R3	0.1575
SLC2A3	-4.04318181818182
ARID3A	-1.6085
GNG5	0.418
ACOX1	0.942
KIF5B	0.837
NUP153	-0.92325
MUC7	0.0385
CSDE1	-0.481214285714286
CLPTM1	0.0155
C3orf23	0.337125
LRRC17	-3.32283333333333
TTYH3	-0.770875
ATP5B	-0.4295
ELF3	3.727
CPSF3L	-0.420833333333333
ZNF665	0.211
TLR6	-0.9987
GPI	-0.349875
RAD9A	-0.559
NDST4	-3.036
AGPAT3	0.24
MAGI3	1.15033333333333
ADORA2A	-1.87975
CACNG7	-0.168
CAMK2D	0.793428571428571
CCHCR1	-1.585
RPS27A	0.28025
OR10G7	0.02
GCM2	0.286
FAM135B	0.187
E2F1	-0.632
PLCB3	1.229
OR2AE1	0.69
COIL	-0.265833333333333
CDC25C	-1.35616666666667
RAB11FIP2	-0.71975
TSC2	-0.79425
CTGLF5	-1.65
CCDC108	0.5025
OR13C4	0.32025
C10orf81	4.49175
PTPRB	2.04375
ACP2	-0.617
LAG3	0.00275
MRPL54	0.9995
LOC201175	1.2135
ITGB1BP3	-1.44675
SPTAN1	0.389166666666667
SIPA1L2	-0.5155
RCAN2	-1.1045
CDX2	5.01
ECOP	-0.3775
ACTR1A	0.126214285714286
PPARG	3.15583333333333
BBS10	-0.0708333333333333
TMEM44	-0.637625
BPIL2	0.96975
CITED1	1.57
IRF6	3.538
PRDM4	0.637166666666667
RRP9	0.0623333333333333
OR10H4	0.59075
IL31RA	0.097
GNB1L	-0.922166666666667
MYBL2	-1.37
ZNF407	0.909333333333333
PPIG	0.237833333333333
TTC18	-0.21575
RPSA	-0.0375
MAPT	-0.31075
MRE11A	0.141357142857143
C8orf37	-1.18466666666667
RASGEF1C	-0.014
STBD1	1.58375
CTAG2	-0.706
MGAT5B	-2.44433333333333
ECM1	-1.081625
RLN1	-0.1055
PARP14	0.511375
EPB41L1	1.8097
HOXA3	-0.0438333333333333
MAGEA9	-2.54675
RPS8	-0.3855
RPS19BP1	0.0335
FOXJ2	-0.1445
C10orf76	0.30425
IL17RE	1.47875
C10orf65	-2.11825
ZNF343	0.1725
FBXO33	0.366625
UHMK1	-0.2206
LY6G6C	1.21075
FGF19	-1.57175
C14orf128	0.928833333333333
IFIT2	-0.158625
TIGD1	-0.39225
S100G	0.256
GUCY1B3	-0.147
NR3C1	-3.599
CORO1B	0.00266666666666667
PARP11	-0.282166666666667
DNALI1	-1.16883333333333
OR4N4	0.20475
MAP2K6	0.240833333333333
FSTL4	-0.3465
ANKRD47	0.038
TMEM171	1.696
PNLIP	0.24775
YY1	-0.106833333333333
CCDC138	-1.082
AASDHPPT	-0.9986
CKS1B	-0.8171
MCM3	-1.2465
ANAPC7	-0.476833333333333
FAM110A	0.13375
CDC37L1	1.10866666666667
THTPA	-0.24175
NBPF20	-1.228
WDR24	-0.7925
NPTX2	-3.23975
CBLB	0.2145
CETN1	0.4538
RPUSD1	0.08475
FAF1	-0.79475
CDK6	-0.8526
HMX2	0.02
CSK	-0.929
TEAD2	-0.58575
SNAP25	-0.5195
TUFT1	0.5183
TMTC3	0.374
LCK	-2.801
SGOL1	-0.677333333333333
AKTIP	0.19275
FURIN	0.06375
SOX12	-1.24616666666667
DEFB103A	1.77275
RAMP1	2.2285
KIR3DX1	0.4715
GAS2L3	0.43975
PDE8A	-0.4423
EDN3	4.47975
GMIP	1.51025
SF3A2	0.37875
FN3KRP	0.017
SMAD7	-0.3235
RHBDD2	0.58275
OR11H6	0.526
PPP1R3B	0.863
C9orf23	0.69175
CADPS	4.15075
GOLGA8A	-2.393375
TMEM57	0.356
RGL3	-2.4495
S100A14	4.07
FGFR2	0.0914
XRCC3	-0.368
RTN4RL2	0.458
MGC3771	-1.06
GH2	0.191166666666667
BTBD2	0.3695
LMO2	-2.84175
RDBP	-0.60675
ACRBP	-1.792
AMY2A	1.22475
DUOXA1	1.105
PTK7	-1.88816666666667
TWF2	-0.992666666666667
FAM80A	1.6095
TNNI2	-3.71583333333333
GLT25D1	-0.184666666666667
OCC-1	0.147
CYC1	0.344833333333333
RPL22	0.624363636363636
MORN3	-0.628666666666667
DISP1	-1.3115
PRB2	-0.2245
CHUK	0.06175
HR	1.676375
CCDC134	0.437625
DENND4B	-1.41875
C14orf130	-1.068375
RAB33A	-1.97875
DCST2	0.4005
TNMD	1.9705
PEX7	1.48
FAM62A	0.062125
SRD5A2L	0.9395
IL22	0.40725
RPS26	-0.384166666666667
HOXC5	0.4505
SPATA6	-0.078
FLJ38482	0.47825
ZNF234	-0.413
C18orf22	0.81175
SPATA22	0.34775
THOC1	-0.66275
CYP7B1	0.07325
KCNC3	0.16175
C8orf42	-1.1755
ALDH1B1	0.991666666666667
CCDC100	0.0853
ARMC4	-1.52275
FAM18B2	0.32325
SLC44A1	0.835
FBXO17	-3.07333333333333
C6orf107	-0.3355
C19orf29	-0.34275
ZC3HAV1L	0.48
PARP6	-0.7491
SULT2A1	-2.45575
C1orf159	-0.4025
TMC1	0.385666666666667
CHST14	-1.867625
GAMT	-4.61266666666667
SMCP	-0.0683333333333333
TSPAN33	0.606916666666667
MIDN	0.915375
NOX4	-1.2385
RNASEN	-0.0413
TBX1	-2.91783333333333
SALL2	-4.216
C10orf35	-0.85675
CYP2E1	-1.187625
LRFN2	-0.412166666666667
ACO1	-0.527333333333333
IQCG	-0.334
MEGF9	-0.033
TM7SF4	0.5305
PLEKHA1	1.6242
STK33	-0.1715
C1orf210	1.5605
SNUPN	-0.4857
KIAA0406	-1.0373
C20orf29	0.9055
TMEM55B	0.01575
OSTM1	-1.186625
CLCN7	-1.154
OTP	0.08925
FLJ23049	-0.14775
HEATR4	0.3595
MAP3K10	0.607833333333333
PCDHGA9	0.6965
AMDHD2	-0.8355
LCTL	-0.7295
PDCD2L	0.698
CABLES2	-1.67525
SLC5A9	0.23
CLCA2	-1.1705
MGC16025	-0.794
STRAP	-0.421333333333333
C20orf196	-0.166
RRBP1	1.04433333333333
NAT13	-0.00275
MAT2B	0.146625
CSNK1D	-0.610333333333333
KIR3DL1	0.1275
PRKAG3	0.6365
ZNF599	-0.3865
PRM3	0.249
PER2	1.01483333333333
ASPHD1	-1.657
PRMT6	-5.20725
KCNE1L	-0.282428571428571
FAM118A	0.1125
TAF4	0.1165
NDUFB6	-0.1255
TRIM9	-0.714083333333333
PMFBP1	-0.04825
KY	-0.6385
DKFZp762E1312	-1.49727272727273
CSMD1	-0.691
TBP	-0.466833333333333
OR1Q1	-0.1175
RETNLB	4.6615
HPGD	2.66607142857143
DNAJC12	-1.91433333333333
FKBP1B	-3.549
ANKRD24	-0.0765
CXXC5	-0.147333333333333
IL3	0.14625
DRAM	-0.0762
PTCH1	0.4625
TP53BP1	-1.31825
SLC17A7	0.0225
COL25A1	-0.142666666666667
AMACR	1.84716666666667
RHCG	0.1635
VPS13A	0.51575
FAM55D	2.7145
PRPF38B	0.03325
OSBPL6	-3.5815
PFDN5	0.3397
CMTM6	0.4425
KCNK12	-1.3845
RP2	0.70925
C16orf52	-0.86025
PICK1	0.53
IFNE1	-0.249833333333333
SEMA4B	0.5905
TYRO3	-0.53975
OR12D2	0.5835
CSNK1A1	0.5697
FANCF	1.43325
LONP2	0.867375
TBL1Y	-0.98175
LDOC1L	-0.387375
CCNC	0.01075
C3orf60	-0.256
CHKA	-0.57475
UBAP1	0.35275
MAP3K1	-0.7825
ANKRD9	0.55775
FAM92A1	0.493333333333333
GAB2	0.29575
AZU1	0.02225
DIS3	-0.306583333333333
C21orf109	-0.92325
IQCB1	-0.66675
SPATS2	-0.371333333333333
EFCAB3	0.32925
PRB3	0.129
FUZ	-1.4855
ZNF813	0.757875
BMPER	-0.591166666666667
HEG1	-1.789625
ALS2CR11	-1.2255
SURF2	0.30775
PSMC1	-0.383416666666667
OR2D2	0.1425
SLC7A8	-0.105333333333333
C4orf40	0.51
SPATA7	0.12775
MAZ	0.445416666666667
PIN4	-0.69525
PDE1A	-1.528875
TAF6L	-0.773833333333333
OR2T34	0.2125
KIAA0284	0.65375
ACADS	1.48209090909091
MKRN2	-0.3145
C18orf56	0.28025
MS4A6E	-0.2786
GALNT4	2.5221
C22orf31	0.2195
FLJ36070	0.0795
PSME4	-0.29625
TFG	0.2423
EPHX2	2.349125
ANXA5	-1.164
KRTAP1-1	0.1382
BATF	-1.59675
KARS	-0.71275
MSTP9	-0.264
GPR26	0.187375
CCDC72	-0.0925
TEF	0.164
FOXK1	0.1687
PRLHR	0.6725
EMX1	1.71225
C11orf30	-1.19375
ICK	0.405625
THSD7B	-0.07175
C21orf100	-0.171
DUOX1	0.385
EFCAB4B	0.064
UBE2G2	-0.9385
C3orf54	-0.859
PARP1	-2.29875
FAM60A	0.848166666666667
C6orf146	0.44675
OR9K2	0.474
DDX55	-0.406833333333333
RPS15	0.990916666666666
ZNF618	-1.443375
DKFZp686D0972	0.505
SSPO	-1.0375
SHFM3P1	-0.954333333333333
CPA6	-0.2175
JAG2	1.30275
DEFA3	0.4575
PPBPL2	0.175
CD34	2.34814285714286
SLCO4A1	1.13075
AFG3L1	-1.51216666666667
SHD	2.13475
RP13-122B23.3	-0.2285
PRKCSH	-0.577666666666667
DPH5	-0.410666666666667
HLA-F	1.83475
TBC1D4	-0.31875
RIG	0.0665
GLUD1	0.0205
HNRPCL1	-0.478875
HBXIP	0.3235
RNF207	-0.783
APIP	-0.619
PLA2G3	1.5885
CCDC84	-1.26025
MYLIP	-1.02476923076923
PHIP	-0.905
AARS2	-0.293
DHX32	0.57575
SCAPER	-0.257333333333333
MEN1	-0.489625
NIP7	-0.213
FLJ25404	0.0955
FASTKD3	-0.1875
TMEM158	-2.9
RARA	0.22875
BDH1	1.554
ANKRD16	0.1335
CARM1	1.7515
SS18	-0.3055
IKZF2	-0.110166666666667
MYD88	0.32375
PML	0.5652
TAF1A	-1.08375
CBFB	-0.5165
HIST1H3H	-1.193
C7orf29	-0.3685
COMMD4	-0.821833333333333
DPP3	0.374
DAB2	-0.16575
LOC388882	-0.249
YPEL4	-1.19625
AGBL3	0.80275
LRP6	0.8246
SERPINH1	-1.47708333333333
TLE1	-0.26025
CD244	-0.107666666666667
ZDHHC15	-0.694
MGLL	1.2395
PLDN	-0.437583333333333
LOC654346	1.849
FAP	0.43075
GPR37	-1.46316666666667
SCARA5	0.0645
EBF4	-0.692090909090909
LSM6	-0.10275
MLLT1	-0.3775
SLC5A12	0.2935
A2BP1	-1.55966666666667
COPS5	-0.0878333333333333
TPM4	0.658
TNFSF4	-1.27833333333333
ACADSB	0.456888888888889
HERPUD1	-0.24475
BCL2L11	-1.16555555555556
CEP78	-0.74925
CDCA3	-0.1
WBSCR19	-0.372
MYO1A	4.948
PPEF1	-0.476833333333333
LOC440348	-1.05825
CPEB2	0.55325
BPTF	-0.612833333333333
RPL21	0.960125
GSX2	-0.3455
ADPRH	-0.345
C17orf68	0.281833333333333
KCNS1	-0.9485
MLLT6	-0.1563
PIWIL4	3.33275
RNF26	-1.0405
RAP1B	0.930875
ADAMTS1	-3.5242
ZNF571	0.51575
P2RY6	-1.47175
TRIM21	1.45633333333333
CADM3	0.0315
NLRC5	1.02916666666667
ADRA2B	-0.103666666666667
LOC90835	-1.137625
PCF11	-0.48325
LOC400451	-1.0525
GLTSCR1	0.3166
C17orf88	-0.861666666666667
CDH16	1.15975
FGF7	-0.3444
PCSK4	-1.14933333333333
NPC1L1	-0.872333333333333
TAT	0.508875
TBCA	-0.31675
MGC33407	0.0925
GPR115	1.32875
CYGB	0.6935
FNBP4	-0.543666666666667
C12orf43	0.34575
CBL	-0.8291
CLECL1	-0.05475
PPAPDC1A	-1.5565
WDR25	-0.348666666666667
SGCA	-0.0665
C22orf29	-0.1485
YIPF1	0.401
GALK2	0.34125
RAB3B	-2.06308333333333
LOC440087	-0.51075
UCP1	-0.8905
REEP5	0.434375
FADD	-0.7264
FOXA1	0.367125
CACNA1A	0.252333333333333
ABI1	0.843166666666667
GRIN2D	0.4375
SLC1A4	-1.21666666666667
LOC401127	0.84025
HINT2	-0.07575
PLD4	0.00700000000000002
ZNF286A	-0.877
ENY2	-0.237
IL1F6	-0.014
PXDNL	-0.35225
C20orf79	-0.25675
TNFSF13B	0.6315
DENND3	0.211625
JARID1D	0.3535
HIST1H2AK	0.312375
LOC93349	-0.0813
SSH1	-0.0116
ENSA	-0.08875
LOC219854	-0.443666666666667
CKAP2	-0.5763
DKFZP564J102	-0.6128
MGC87315	0.468
HNRPAB	-0.036
AMH	-1.529
ZNF526	1.135
BRUNOL5	0.1927
CACNG3	0.150333333333333
TRPM1	-1.034
PPP2R1A	0.482
COL2A1	-1.41
DDN	0.327166666666667
FLJ25770	0.485909090909091
HK2	-0.368071428571429
ELOVL6	-0.130375
MDK	-1.4415
EPHX1	-0.3485
RASSF2	-0.711875
DKFZP434B0335	0.058
DLX3	1.073875
PRTN3	-0.44725
AVPR1A	0.41175
C21orf125	-1.16975
TNFAIP8	0.469166666666667
GNB2L1	-0.37625
CALCRL	0.43475
SCGB2A2	0.5328
UBXD7	-0.817
ZNF674	0.175
TMEM35	-0.745625
BRSK2	-0.639375
HECTD3	0.616
TMEM188	-0.0229166666666667
LGALS9	1.8625
SCARB2	0.428916666666667
USP34	-0.908416666666667
C17orf28	0.264
ZDHHC23	0.111
AQP12B	3.734
SLC16A3	-0.143625
APLP2	0.542125
ITIH2	-6.2225
MICAL3	-0.167
TNNI3K	0.0476
HDAC2	-0.325875
PRR7	0.3885
THBS2	-4.415375
LOC751071	0.0763333333333334
CA2	2.37366666666667
RANBP17	0.52525
RLN3	0.163
CRYZ	-0.341
GBAS	-0.330833333333333
TAS1R1	-0.72325
MPZL3	1.612
PCDH8	-1.46975
HSP90B1	-0.0235833333333333
KCNK15	-0.8755
TNIP2	-0.126166666666667
GPR146	-1.7905
NOL6	0.125625
SPC25	-1.82722222222222
STEAP2	2.32278571428571
VAMP3	1.07683333333333
TCIRG1	-0.07125
ZP4	-0.271166666666667
PARL	-0.06
TRIM39	-0.291166666666667
KIAA1305	0.1325
CRNN	0.255833333333333
GRN	0.00775
HSH2D	0.4355
SCAMP1	0.5063125
KIAA1913	3.03125
PTS	0.59575
BANP	-0.2755
PRKACG	0.1625
ADCY6	0.624666666666667
C16orf46	0.704
CYP51A1	0.75975
DDC	4.609
ANPEP	3.60433333333333
PROM1	-0.432833333333333
SIGLEC10	-0.00225
COPG	0.161
FAM26E	-0.081375
TRIP4	-0.07675
SNX3	0.00800000000000001
C1orf175	0.452666666666667
PPY2	0.3295
C14orf152	0.1585
FTSJ1	-1.20283333333333
DST	-0.1442
LOC554235	0.40525
GLRX5	-0.6845
C20orf12	-0.0351
CAB39	1.08233333333333
MSH2	-1.24033333333333
PIP4K2C	1.544375
CYLD	-0.584125
WTAP	0.15275
MGAT4A	1.51733333333333
TSC22D4	-0.44
CHRM2	-1.302
PPYR1	-0.045
CCNH	-0.424333333333333
RRM1	-0.674
ECAT8	-2.34775
LOC400120	0.4815
GABRA4	0.246857142857143
C14orf4	-0.131
C1orf59	-0.32025
CTDSPL	0.776166666666667
NHEDC2	-0.526
PDE11A	-0.926933333333333
KLHL29	-0.68925
CD5	-0.8257
TSPAN9	-0.321375
WDR67	-0.75875
THUMPD1	-0.1751
C18orf17	-1.334
CLYBL	0.429166666666667
FLJ13231	-0.832375
CMBL	1.166875
LECT2	0.14525
NKAPL	0.285833333333333
LOC654780	0.876
OR4C6	0.5995
RAB30	-0.909666666666667
TSSK4	0.199
TMEM163	0.3865
OSBPL11	0.5375
GNB5	-2.15716666666667
CCL21	0.08875
C1orf121	0.202166666666667
FMO2	-0.00283333333333333
RPTN	0.747
MSTN	0.4835
VCL	-0.0930714285714286
FYTTD1	-0.49625
C11orf1	-0.665
CCDC88C	0.14275
HFE	-0.110222222222222
MOGAT1	-0.287
FAM125B	0.984
IRGQ	0.099
RAVER2	2.19675
AKAP5	-0.033
SSSCA1	-0.25625
C11orf63	-0.56025
ACTG2	-0.2045
PORCN	-1.8925
DTL	-1.68663636363636
TMEM151	0.24775
FAM122C	-1.3615
RSAD2	1.0879
BAT4	-1.0425
KRTDAP	-0.723833333333333
MYH8	0.155285714285714
CRTC3	-0.5665
LRRFIP2	0.7718
INTS4	-0.862333333333333
TTN	-0.458166666666667
SLC26A5	0.407
PLLP	-0.48875
RGS6	-0.3335
SRGAP3	-0.356571428571429
ZNF525	0.115666666666667
NBR2	-0.907833333333333
C13orf1	1.3786
ZNF137	-0.431
CEP27	-0.19025
BEST2	0.7855
RNF121	-0.08625
DMRTC2	0.19975
C8orf76	-0.00775
BCCIP	0.118
MEST	-0.7025
HTRA2	-0.2005
ANGPTL2	-1.6545
ILKAP	0.100333333333333
ERAS	0.1095
HBS1L	-0.672
CPA5	0.3775
TMEM30A	0.532166666666667
CD300LF	0.178666666666667
WISP3	0.2485
CRK	0.519714285714286
PDS5A	-0.0571
BRPF3	0.017
NEDD9	0.58575
SMPDL3B	1.8185
PSG6	1.4385
PSMD13	-0.32175
ETV5	-1.9101875
OR51A4	0.32
BTBD7	0.633583333333333
GSTO1	-1.153
hCG_16001	1.497
MAD2L1BP	-0.122666666666667
COX6A2	0.389
SCNN1A	1.64433333333333
LSM1	0.195
UGT2B11	-0.0645
IDUA	-0.6665
PPP2R3C	-0.511
COX11	-0.296166666666667
PDZK1	-2.28525
ZNF443	0.547666666666667
MGC21874	0.145666666666667
ZNF323	-0.1089
KRTAP10-10	0.731
CXCL6	-0.30225
SLC34A2	0.559
LOC284402	0.2055
NPTN	1.10291666666667
UPP1	-0.426333333333333
SLC6A9	-0.8895
OR7G3	-0.09575
CISD1	0.3295
ZNF545	-1.97633333333333
SYT14	-0.126
NT5C3L	-1.03983333333333
ZNHIT3	-0.2105
SNRPD3	0.07975
KIAA0701	-0.69775
UNC93B1	-0.0671666666666667
GMNN	-0.951125
SPCS2	-0.201
LOC388524	1.4915
NAPRT1	-0.009625
PNLIPRP1	0.40875
OR6V1	0.4045
PRKAB1	1.3485
EYA4	-1.58883333333333
KIF20A	-1.6995
ALG10	-0.88525
ITPKC	1.14566666666667
LMX1B	-0.284833333333333
RPUSD4	0.628833333333333
C7orf34	-0.27
DLGAP2	0.172875
PFN1	-0.0935
MICALL2	0.91
ZNF654	-0.1195
SS18L1	-1.0395
SLC16A8	-0.11275
MKI67IP	-0.503833333333333
ITGB3	-1.22775
TCEA3	1.62391666666667
CEP152	-0.848875
CLIP1	0.70175
ZNF75	0.00250000000000001
ATP5C1	-0.210666666666667
NUDT5	-0.103
PSCDBP	-0.54125
UBP1	0.0765
RBM27	-0.081
C13orf15	0.7805
ZNF282	-0.217
ZNF222	-1.4747
COL10A1	0.6825
PRDM15	-0.56825
TTTY5	0.3905
FAM9C	-0.06825
C20orf67	-0.0195
GNG13	0.1575
F12	1.7785
C1orf41	-1.69425
CPXCR1	0.5755
GSK3A	0.872375
SUPT6H	-0.568166666666667
PI16	-1.266
ELL2	-1.38116666666667
C9orf167	1.26616666666667
PVRL3	1.5784
FLJ38596	0.7115
ADAM20	-0.09
GPR89A	-0.041
GPR87	-2.2415
ZNF30	-0.133
SMR3B	-0.163
ZNF770	0.3185
TRPC4AP	-0.742166666666667
DKFZP686E2158	0.6425
C2orf28	-0.858
FREM1	-1.10916666666667
LAMA4	-0.576333333333333
ADPRHL2	-0.308
EIF4G2	0.564166666666667
GUCA1A	0.277
CTNNA2	-0.659125
NUDT15	0.528
CEPT1	0.4295
ZNFX1	0.8851
CCDC92	0.0235
TDRD1	0.219
KCNK5	0.463166666666667
ETNK1	1.12066666666667
LTA	0.757
TTPA	2.08933333333333
B3GALNT2	0.160375
SC65	-2.2215
PEX5L	-0.810428571428571
EPS15L1	-0.322
MGEA5	-0.13875
HIST1H3A	0.3045
ING1	0.072875
BCAT1	-3.496875
ORC6L	-1.82627272727273
KLK11	-0.048
C19orf28	-0.81775
DNER	-4.20425
MED22	-1.16192857142857
ETV6	1.39241666666667
CHAC2	0.38325
CD300E	-0.1035
CEBPB	-0.334916666666667
ZNF398	-0.23275
LRCH3	-0.3785
HMGA1	0.159666666666667
CAPN7	-0.222666666666667
MGC5566	-2.4605
CCL3	1.9575
NANOS1	-1.283875
ZFYVE19	-0.4585
APITD1	-0.770333333333333
PARD3	-0.19825
IRAK4	0.7365
SERPINI2	-0.4385
CEP170L	-1.958
TTC9	1.2295
MYOM3	1.7965
MLPH	-0.01275
LOC222699	-0.419
NRG1	-0.546166666666667
TBC1D9	-2.06509090909091
TTK	-0.7725
ZNF557	1.1694
DDX41	-1.022
FANK1	0.7325
UBE2D2	0.34025
PSMB10	1.167875
MYH7B	1.1495
GABARAPL2	-0.604
MARVELD2	2.214
DGCR2	0.5805
UNC45A	-0.554
C6orf72	-0.5625
ZNF683	1.32425
GIT2	-0.197625
CASK	1.4645
C14orf161	3.167
LRRC44	-1.713
TIFA	-0.507875
UTP11L	-1.24175
C6orf65	-0.4845
FDPS	-0.03425
DUSP9	-1.8688
SLC17A8	0.655333333333333
OR51G1	0.066
NANS	1.03625
OLFML1	0.44925
ATP10B	4.063
NPAS3	-0.988
PRKCA	-1.1356
GGA2	-0.856125
LCE4A	0.552
SPANXN3	-0.0765
CCDC115	-0.10375
SDCCAG3	-0.08825
GLIPR1L1	0.14575
TTC1	-0.31175
C17orf76	3.30425
MAD2L2	-2.1285
HIPK1	-0.3
LRRC3B	0.0325
CLN3	-0.368681818181818
C17orf47	0.355
FMN2	-1.00075
TUBB1	-0.479
WAPAL	0.251666666666667
C3orf21	-1.11275
SCN5A	-0.141
SMYD1	-0.28875
BEX5	-1.65775
ZNF192	-0.2875
SEC22A	0.0845
GRIA2	-0.106307692307692
KIAA0825	-0.2905
NUSAP1	-1.64363636363636
LANCL1	-0.21375
C15orf40	-0.723
ZNF645	0.120125
GPR61	0.068
NLRP14	-0.1595
SNX21	-0.9486
C1QTNF8	0.518
C17orf46	0.281
IFNA8	-0.0935
SPRR1B	0.0298333333333333
FLRT1	-0.32475
SNX17	-0.727
ASB2	-1.1385
HBG1	-7.9305
RPRML	0.27875
JOSD2	0.892666666666667
PLSCR3	0.03675
SPOCD1	-0.917833333333333
RAB39	0.1395
GHRH	0.0246666666666667
ITIH5L	0.21375
C17orf37	0.7245
SMCR8	0.15775
DPY19L2P3	-0.429166666666667
IL11RA	-1.36116666666667
GDF3	-4.363
RPS6KB1	-1.33333333333333
DNAJC19	-0.1246
TOP1	0.237
CRCT1	-0.362
MPST	1.395125
DPM2	0.5265
FAM38B	-3.27216666666667
SLC18A1	-0.96
FARP1	-1.83
PAX7	-0.0285
TUBD1	-1.77475
GNL3	0.504
BTG2	0.8254
NDUFS6	0.38725
C1orf79	0.00474999999999999
ERAL1	-0.64675
ECHS1	1.38625
VPS4A	-0.0391666666666667
CYP11A1	-0.80675
ABCC6	-0.703928571428571
