Hybridization REF	TCGA-AA-A024-01A-02R-A00A-07
CMBL	1.9425
LECT2	-0.2955
NKAPL	-0.0183333333333334
LOC654780	1.3605
OR4C6	0.5065
RAB30	-0.949333333333333
TSSK4	0.2275
TMEM163	2.745
OSBPL11	0.972
GNB5	-3.289
CCL21	0.52975
C1orf121	-0.203333333333333
FMO2	0.496
RPTN	0.38
MSTN	0.491
VCL	-0.156642857142857
FYTTD1	-0.503
C11orf1	0.56525
CCDC88C	0.2006875
HFE	-0.0679444444444445
MOGAT1	0.323
FAM125B	-0.500833333333333
IRGQ	-0.5655
RAVER2	2.65575
AKAP5	1.045
SSSCA1	-0.71225
C11orf63	-1.0675
ACTG2	0.8161
PORCN	-1.3935
DTL	-2.84390909090909
TMEM151	0.7965
FAM122C	-0.65
RSAD2	0.4634
BAT4	-1.2065
KRTDAP	-1.25066666666667
MYH8	0.04175
CRTC3	0.2105
LRRFIP2	0.5923
INTS4	-0.476666666666667
TTN	-1.28166666666667
SLC26A5	0.477
PLLP	0.4605
RGS6	-0.10325
SRGAP3	0.702125
ZNF525	-0.103666666666667
NBR2	-0.349
C13orf1	1.1413
ZNF137	-0.595
CEP27	-1.7165
BEST2	2.3605
RNF121	-0.359
DMRTC2	0.56025
C8orf76	-0.36
BCCIP	-0.687875
MEST	-0.938
HTRA2	-0.873
ANGPTL2	-1.32675
ILKAP	-0.0925
ERAS	0.2585
HBS1L	-1.192875
CPA5	1.419
TMEM30A	0.609333333333333
CD300LF	0.8695
WISP3	6.7435
CRK	0.300357142857143
PDS5A	-0.4919
BRPF3	0.5755
NEDD9	1.20475
SMPDL3B	3.14075
PSG6	1.28875
PSMD13	-0.48675
ETV5	-2.0183125
OR51A4	0.149
BTBD7	0.981666666666667
GSTO1	-0.673625
hCG_16001	0.9645
MAD2L1BP	-0.0863333333333333
COX6A2	1.3135
SCNN1A	3.22616666666667
LSM1	-0.1235
UGT2B11	-0.09175
IDUA	0.519
PPP2R3C	-0.9605
COX11	0.0415
PDZK1	-3.70075
ZNF443	1.0365
MGC21874	0.5835
ZNF323	0.2722
KRTAP10-10	0.7165
CXCL6	-0.80475
SLC34A2	0.3797
LOC284402	0.6395
NPTN	1.28125
UPP1	-1.50625
SLC6A9	-1.182
OR7G3	0.115333333333333
CISD1	0.118833333333333
ZNF545	-2.83416666666667
SYT14	-0.0705
NT5C3L	-2.01066666666667
ZNHIT3	-0.426
SNRPD3	-0.05175
KIAA0701	-0.821125
UNC93B1	0.880166666666667
GMNN	-1.69371428571429
SPCS2	-0.113166666666667
LOC388524	0.095
NAPRT1	1.022
PNLIPRP1	-0.05325
OR6V1	0.887
PRKAB1	1.3355
EYA4	-2.19116666666667
KIF20A	-2.6285
ALG10	-0.97775
ITPKC	0.437833333333333
LMX1B	0.303333333333333
RPUSD4	-0.145
C7orf34	-0.1435
DLGAP2	0.973
PFN1	0.1888
MICALL2	0.809083333333333
ZNF654	-0.059
SS18L1	-1.500875
SLC16A8	0.63175
MKI67IP	-0.433833333333333
ITGB3	-1.214
TCEA3	3.22558333333333
CEP152	-1.6338
CLIP1	0.429625
ZNF75	-0.01025
ATP5C1	-0.269666666666667
NUDT5	-0.641166666666667
PSCDBP	1.10025
UBP1	0.126
RBM27	-0.3485
C13orf15	0.914875
ZNF282	-0.145166666666667
ZNF222	-0.4795
COL10A1	2.7125
PRDM15	-0.602375
TTTY5	-0.0945
FAM9C	0.0681
C20orf67	-0.0505
GNG13	1.6715
F12	1.3725
C1orf41	-0.99875
CPXCR1	0.00650000000000001
GSK3A	-0.00849999999999999
SUPT6H	-0.209833333333333
PI16	-1.26916666666667
ELL2	-1.01366666666667
C9orf167	2.10233333333333
PVRL3	1.3117
FLJ38596	0.446
ADAM20	-0.1965
GPR89A	-0.786
GPR87	-2.904
ZNF30	-0.186
SMR3B	-0.2045
ZNF770	-0.11675
TRPC4AP	-1.17916666666667
DKFZP686E2158	0.963833333333333
C2orf28	-0.178166666666667
FREM1	0.671833333333333
LAMA4	0.0843333333333333
ADPRHL2	-0.273
EIF4G2	0.597666666666667
GUCA1A	0.29
CTNNA2	-1.528625
NUDT15	-0.194166666666667
CEPT1	0.0583333333333333
ZNFX1	0.2843
CCDC92	0.50125
TDRD1	-0.6245
KCNK5	0.895666666666667
ETNK1	-0.0586666666666667
LTA	0.6155
TTPA	1.86683333333333
B3GALNT2	-0.5305
SC65	-1.13583333333333
PEX5L	-0.928375
EPS15L1	-0.809
MGEA5	-0.26775
HIST1H3A	0.68375
ING1	0.068125
BCAT1	-3.917625
ORC6L	-3.13609090909091
KLK11	-0.980333333333333
C19orf28	-1.352125
DNER	-2.91425
MED22	-1.70257142857143
ETV6	1.22358333333333
CHAC2	-0.8775
CD300E	0.858
CEBPB	-0.2605
ZNF398	-0.65425
LRCH3	-0.661
HMGA1	-0.6995
CAPN7	-0.532333333333333
MGC5566	-3.67125
CCL3	2.09342857142857
NANOS1	-1.745875
ZFYVE19	-0.4825
APITD1	-0.778333333333333
PARD3	0.445
IRAK4	-0.0271666666666667
SERPINI2	-0.719
CEP170L	-1.65525
TTC9	1.720875
MYOM3	0.586
MLPH	0.8405
LOC222699	-1.0615
NRG1	-1.3675
TBC1D9	-3.64845454545455
TTK	-2.69183333333333
ZNF557	0.206
DDX41	-0.812833333333333
FANK1	2.449
UBE2D2	-0.01125
PSMB10	1.764125
MYH7B	3.916
GABARAPL2	-0.3905
MARVELD2	2.347
DGCR2	1.01066666666667
UNC45A	-0.137833333333333
C6orf72	0.4455
ZNF683	1.75425
GIT2	-0.265625
CASK	1.80466666666667
C14orf161	0.6925
LRRC44	-1.381
TIFA	-1.23442857142857
UTP11L	-1.10225
C6orf65	-1.28033333333333
FDPS	-0.794
DUSP9	-1.6504
SLC17A8	0.458833333333333
OR51G1	0.2615
NANS	0.69525
OLFML1	0.28675
ATP10B	4.369625
NPAS3	-2.18625
PRKCA	-0.3224
GGA2	-1.3346875
LCE4A	0.4615
SPANXN3	0.0653333333333333
CCDC115	1.31675
SDCCAG3	-1.186
GLIPR1L1	0.144333333333333
TTC1	0.3855
C17orf76	3.87725
MAD2L2	-2.42875
HIPK1	-0.0577
LRRC3B	0.11
CLN3	-0.157272727272727
C17orf47	0.137
FMN2	-1.353
TUBB1	-1.940875
WAPAL	0.0138333333333333
C3orf21	-0.878375
SCN5A	-0.0438
SMYD1	0.048
BEX5	0.99875
ZNF192	-1.49
SEC22A	-0.560166666666667
GRIA2	0.0965
KIAA0825	-0.77025
NUSAP1	-2.68
LANCL1	-0.42525
C15orf40	-0.6723
ZNF645	0.436142857142857
GPR61	0.981
NLRP14	0.4095
SNX21	-0.6716
C1QTNF8	1.0355
C17orf46	0.62225
IFNA8	-0.712
SPRR1B	-1.0965
FLRT1	-0.3595
SNX17	-0.8475
ASB2	-0.709666666666667
HBG1	-6.7945
RPRML	-1.68525
JOSD2	0.4015
PLSCR3	0.167
SPOCD1	-1.526
RAB39	-0.795
GHRH	-0.176666666666667
ITIH5L	0.2945
C17orf37	0.80125
SMCR8	0.33175
DPY19L2P3	-0.9818
IL11RA	-0.664833333333333
GDF3	-5.32866666666667
RPS6KB1	-1.61525
DNAJC19	-0.2354
TOP1	-0.04475
CRCT1	0.67975
MPST	1.747875
DPM2	-0.085
FAM38B	-3.52883333333333
SLC18A1	2.10683333333333
FARP1	-1.43583333333333
PAX7	0.45525
TUBD1	-1.39675
GNL3	-0.072875
BTG2	3.05526666666667
NDUFS6	-0.18275
C1orf79	-1.49975
ERAL1	-0.72275
ECHS1	1.598
VPS4A	-0.157333333333333
CYP11A1	-0.957125
ABCC6	-0.229428571428571
PBX4	0.5895
MOSC1	1.764
NCF4	-0.785
HYMAI	1.728
NAGPA	-0.09325
OTOP2	0.39625
ACOT12	0.1385
MTHFD2L	-1.054875
LOC441376	-1.366
C19orf34	0.2845
RAB1B	0.00275000000000002
ALDOAP2	-0.253
NTRK1	-1.13883333333333
ARTS-1	-0.2919
SLC6A11	-0.284
NAP1L2	-2.9465
CNGB1	0.0531666666666667
EPB41L4B	2.5276
FAM134B	4.28475
HS3ST3A1	-2.566
CPXM2	1.40825
SIRPB2	0.6245
CHORDC1	-0.711
TRIB3	-2.07066666666667
SLC2A5	0.07775
C2orf49	-0.5715
DDX5	-0.73025
OR5L1	-0.268
ANAPC4	-0.253833333333333
ZSWIM1	0.58075
LOC93622	-0.695875
KCNK3	-0.132
RP11-35N6.1	-0.724375
ZFP161	0.0958333333333334
AQP9	0.56875
SLC15A2	0.138166666666667
MREG	-1.63066666666667
OR9I1	0.7065
PDLIM2	-0.339125
ADAM7	0.63
GSTCD	-0.690333333333333
WDR21A	-0.35
SLC12A8	1.69283333333333
TMEM174	0.0745
IGSF3	-0.0968333333333333
LRRN1	-2.43375
LOC402117	-0.33475
SRPK1	-0.0208333333333333
LY6K	-2.21175
NFIA	2.347
PTCD3	0.04525
LEP	-0.514166666666667
PCDH21	2.27016666666667
MAPKAPK2	-0.421428571428571
NMNAT1	1.21916666666667
LHFPL2	0.77325
C9orf43	-0.5005
DIP2A	-0.703
ACTR8	0.275625
CCDC34	-0.75125
PTPN22	-1.084875
ITGA3	0.635875
FAM129C	-0.08925
RABGGTA	0.508333333333333
UNC45B	-0.22225
KIAA1033	-0.294625
ZNF510	-1.123
CYP2D6	0.275166666666667
SLC26A10	-4.212
STX8	0.35725
LUZP1	1.124875
WDR89	0.108833333333333
EIF4G3	0.3222
C5AR1	0.75975
ZNF623	-0.9175
A2M	-1.6745
TGM7	2.7255
GRPEL1	-0.0763333333333334
LMNB2	-1.0987
ROCK2	1.07533333333333
SNX16	-0.489625
CCDC66	-0.4265
ANXA3	2.68575
KIAA1609	-0.023125
EED	-1.02825
RNF32	0.076
HES1	3.1114
CLC	0.0568333333333333
ISL1	2.16533333333333
KIAA0528	0.2465
MANEA	-0.29875
C1orf61	-2.1215
hCG_2001000	0.79625
RAPGEF6	-0.4078
KIAA0020	0.01
NEIL1	1.25025
C16orf45	-3.379125
RBM10	-0.261166666666667
C10orf125	-0.428875
MRS2L	-0.7675
DNAH17	-1.506375
C19orf10	-0.38775
C1orf160	0.286
SLFN12	-1.11125
EXOC3	-0.208
HIST3H3	0.1915
NCOR2	-0.0628333333333333
TNFRSF9	1.1645
MFSD8	-0.22025
ALX1	-3.6602
NOL1	-1.12725
PODN	1.04175
TIAL1	-0.99625
HIST1H1E	-1.723
NPY6R	0.72025
TM4SF4	2.933
CORO2A	1.17875
ETNK2	-1.9568
APOE	-1.547
ANGPT4	0.6635
HDGF2	-0.56675
G30	0.3405
ST8SIA4	-1.3485
F2RL1	3.252
FAM19A4	-3.65933333333333
CCAR1	-0.68925
B3GNT7	0.49325
OPHN1	-0.1059
DSCR6	-1.99
C21orf13	-0.470166666666667
GAS2L1	0.0199166666666667
RFX3	-0.336333333333333
COPS4	-0.5215
BCHE	-6.028
BCL2	0.28725
HBZ	-3.81833333333333
ARL13B	-1.470625
MAPBPIP	0.79275
MYO15B	2.055875
SPZ1	0.794
KIAA1324	3.02466666666667
PLCL2	0.080125
C4orf29	-0.39175
WDFY2	-1.548625
ZNF284	-1.244
NAALADL1	-1.003
DUSP5	0.409333333333333
PXDN	-1.73914285714286
SLMO1	-1.05025
TNXB	1.3013
BIRC7	-1.47575
A4GALT	-0.970333333333333
TIMM22	-0.67075
FAM110C	2.52
TOMM34	-1.023125
ABHD9	0.494
ADAM32	2.303
CRHBP	-0.94575
AQP2	0.6
LOC130355	-0.27225
ZNF187	-1.08333333333333
ZNF816A	0.5205
F7	-1.12275
CNOT1	-0.0721
SLC13A4	-1.19975
ZBTB11	-0.67425
B3GALT5	3.50225
EXOC2	0.0933333333333333
IRS1	-0.6312
TMEM1	0.3485
MRPL34	0.1615
SAMM50	-0.192
CDC42EP3	0.175125
HSF2	-2.3323
MFN2	0.0175
TSPAN7	-0.803
NUCB1	0.939333333333333
RHOH	-3.2975
ARL16	-0.9495
TACR1	0.1975
SFRS5	-0.556833333333333
SNX25	-0.302
RHBDF1	0.341
PCDH18	1.25383333333333
HMG1L1	-0.3035
MYO5C	1.56125
MAPK10	0.6845
LDHAL6A	0.1846
NUDT12	0.815333333333333
NCAM1	0.283
GLIS2	0.8235
GGTL4	1.926
DAPP1	0.08375
ATF7	0.411875
KIAA0748	-1.731
NFIL3	-0.23325
TM6SF1	-1.33388888888889
SEZ6	0.2435
NANOS3	1.92266666666667
DNAJA3	-0.982333333333333
CLDN6	-1.0955
CIITA	1.2404
EPHA4	1.89566666666667
FANCC	-0.069
CMTM3	-1.960875
PSG3	-0.278625
MRPL15	-0.059
C21orf59	0.14725
PLCXD2	0.56825
C2orf34	0.210625
UBE2L6	0.121
MED14	-0.00566666666666667
HP1BP3	-1.1574
C6orf208	0.1255
TPBG	-1.11625
OSR2	-0.780125
XPC	-0.231
KLHL7	-1.13166666666667
CCR3	0.307
AGTPBP1	-0.915833333333333
PCSK6	1.0632
STAT5A	-1.2275
FAM18B	0.5635
LONRF2	-3.83983333333333
PTPN2	-0.0655
SF3A3	-1.38833333333333
EFCBP2	0.12175
HCFC1	-1.01016666666667
AHNAK	0.37385
ACTR5	-0.961
KIF14	-2.89457142857143
TENC1	0.17675
HEATR5B	0.1915
YIPF2	0.989333333333334
MYEOV2	0.616666666666667
DUSP18	2.4325
KIAA1012	0.3145
AHR	0.533833333333333
C17orf53	-2.2225
PTPRH	1.709
ATP6V1C1	-0.6973
TAS2R3	-0.8455
LOC440356	-1.49833333333333
COQ10B	0.67375
PSMF1	0.2925
SORBS2	1.51525
NFE2L2	0.3535
TMCO7	-0.0425
SH3PXD2A	1.4743
SH2D2A	-0.71675
SPINK5	0.748
MRPS24	-0.724
OPA3	0.698375
TRAF7	0.0648333333333333
C4orf35	0.420333333333333
MT1G	-0.330375
MGC39545	0.82025
HS1BP3	0.5177
OR2B2	0.8685
CHRM4	0.752
SFRP2	-3.653
RIC3	-1.322
ART1	-0.0485
C6orf1	0.062875
DUS4L	-1.604
C10orf104	0.3515
TNFAIP6	-0.97725
RTEL1	0.15825
CCT4	-1.0233
ZNF709	-0.31025
CHMP6	0.0698333333333333
UPP2	0.12125
CYP19A1	-2.80783333333333
CD151	0.0788333333333333
NDUFA13	0.428
ARFRP1	-0.731833333333333
FAM26B	-1.808
CRYBA1	-1.719
MRPL41	0.265166666666667
NPFFR2	-1.359875
HRH2	0.3885
SCAMP3	-0.281
MTMR6	0.1633
MTG1	-0.796
UBTD1	-0.5615
CRABP1	-2.2755
FLJ33790	-1.0062
KIAA1908	-2.29583333333333
GPR158	-0.754
PACSIN3	-3.48983333333333
OMD	-0.3582
CATSPER1	-1.38133333333333
HOXB8	1.783875
FBXO46	1.2065
OAS1	2.41666666666667
SVIL	0.76425
PHB2	-0.66975
ADCY3	-0.493
NDRG2	2.03083333333333
ERMAP	0.137
APBA2	-1.781
IGSF9	1.72525
WNT6	0.773357142857143
MYCBPAP	-0.7425
ATP2B2	-0.4839
CPVL	-2.3835
TRAM2	-0.349333333333333
NOP5/NOP58	-0.29375
ZNRF4	0.75275
TLK1	-0.20075
MTMR12	-0.851214285714286
ZNF384	-0.579833333333333
FAM9B	-2.01525
RPN1	0.8785
PMVK	0.03075
EIF3D	-0.3132
SIX2	-0.811
HPS1	0.881214285714286
RNF7	0.30225
PSKH2	0.1255
KCTD13	-0.226666666666667
CSMD3	-0.285111111111111
FBF1	-0.074
IL8	-1.386125
SERPINB13	0.205
FBXL20	-0.2965
BLR1	0.7335
SH2B1	-0.412166666666667
RFNG	0.292125
RAB20	1.29616666666667
RBM7	-0.10675
POLR1A	-0.274
TMPRSS4	4.736
TAF9	-0.79075
TERF2	-0.0816666666666667
TNFRSF1A	0.618916666666667
ACADVL	0.285
GTF2H5	0.3335
EDG8	-1.27783333333333
C9orf140	-0.22925
UST6	0.999
ZBTB8OS	-0.02675
ZNF710	0.6
GPR174	-1.784
ATP6V0A2	-0.303
KIAA0319L	0.0255
XKRX	-0.6035
DOPEY2	2.3664
SDHD	-0.0234166666666667
SUMF1	2.0285
OSM	2.6525
OPN3	-0.81575
DAGLB	-0.2175
PPFIBP1	0.3083
TRIM63	-4.174
C10orf53	0.7475
LYPD3	-2.19683333333333
BCL7A	-0.12375
AGER	-1.16833333333333
TCF19	-1.8985
SAT2	0.20725
PFTK1	-2.61666666666667
GABRE	-1.118
C15orf38	1.9065
FIS1	-0.2025
KCNV2	0.54475
CLPS	0.89475
PPCDC	-0.590625
FOXN2	1.1135
NT5E	0.011
CD83	-0.4195
IL18	2.668
VPS16	-0.17975
IGFBP2	1.521
NOTCH2	-1.33025
SIGLEC1	0.084
CD93	1.867
SULF2	-0.1885
CEP164	-0.00912499999999999
P53AIP1	-0.073
TOR2A	0.359833333333333
ZNF136	0.23225
MGP	-1.0547
CCDC144A	-1.2278
TRPC1	-3.013
SMS	-0.648333333333333
MAPK7	0.154666666666667
RRAGC	0.0825
PARD6A	0.147666666666667
NUB1	0.456
SYNGR4	1.8035
OR11H12	0.163
WIF1	0.46725
GCH1	1.395
OR11H4	-0.1435
SLC44A5	0.142
GPRIN2	3.59783333333333
LOC401431	-0.707
CPA4	-2.7146
MELK	-2.447
IL15RA	0.76275
CUL3	-0.62275
HMBOX1	0.34475
PODXL	-2.02275
CCT6B	0.073
COMTD1	0.652
MUC20	5.95333333333333
GPX2	4.8395
ITK	-1.7095
FBXL5	0.353
C13orf27	-2.71
DEFA5	8.365
TRHDE	0.587
MTP18	-0.045
UQCRQ	1.0344
ITGB2	-0.504916666666667
CSRP2BP	0.3675
TAS2R44	0.724
PHPT1	0.072875
FAM44C	-0.61
ERH	-0.051
MPHOSPH1	-1.80966666666667
MORC1	0.638
PARVB	-3.0405
LAMA1	-1.54618181818182
PGBD3	0.27125
GIMAP6	1.74375
AREG	1.652
LIPT1	-0.1635
MGC99813	-1.436
C1orf201	1.13466666666667
GRIN2A	-0.830666666666667
MAN2C1	-0.448625
NSUN5	-0.94925
SF3B5	0.4415
MYC	-0.78725
NRXN1	-0.7415
ZNF18	0.7505
SPDYA	-0.282625
SLC37A1	2.196
DECR2	0.71125
ANKRD38	-0.209
SPTLC3	-0.831333333333333
SUPT16H	-0.732125
DTWD2	0.838
ULBP1	-0.433
ZADH1	-0.208833333333333
OIP5	-2.39175
IL10RB	0.530166666666667
OTUB2	1.420875
VWA3A	0.121666666666667
SPIC	-0.101666666666667
OR6C4	0.217
PSCD4	-0.460333333333333
DPY19L2P2	-0.206
TRAPPC6A	0.856833333333333
C21orf2	-0.708
CEMP1	-0.83475
LIN7B	0.2435
E2F7	-2.00233333333333
VCP	0.0270625
LAMA3	2.92516666666667
BGN	-0.11675
GPR160	1.99066666666667
COCH	-3.4205
GPR81	-0.8645
APOBEC3F	-1.196
tcag7.1017	-1.1795
C1orf32	0.7045
SCGB1D2	-0.765
FLJ43987	-0.7155
C6orf170	-0.49675
KLK9	0.7555
GPD1L	1.18575
VPS37B	1.40925
ATG3	-0.154833333333333
ADAMTS17	-0.5275
KLHDC2	-0.2635
NDUFV2	-0.33025
BLK	-2.4815
MATN4	-1.188
GPM6A	-0.623142857142857
GBP4	2.39366666666667
TMEM162	0.661666666666667
PKP2	2.4095
HRASLS	-3.65933333333333
MMP1	-2.212
SFXN3	-0.3925
FSD1	-1.75833333333333
ST6GALNAC3	-1.20266666666667
CA12	3.0749
NCOA6	0.39675
C19orf58	-0.2939
PPP4R1	0.00716666666666667
MAN1A2	0.711666666666667
IKBKAP	-1.39325
UPF1	-0.051
KIAA1219	0.29
WNT16	0.7885
SNW1	-0.203375
IL18RAP	1.95675
RPP30	-0.597428571428572
CDC40	-0.0095
SETD3	1.07516666666667
SLAMF6	0.1655
ELK4	-0.7185
TRIM47	0.580666666666667
ACOX3	1.04625
TRIM6	-2.140375
KIAA0372	-0.545333333333333
TP53AP1	1.2755
SMURF2	-0.763
ADAD1	0.5925
EBP	0.0044
KRTAP13-2	-0.181
FLJ36874	-0.714
TOR1A	-1.15648231731787e-18
P2RY4	1.24
GPBP1	-0.3285
TRPV1	0.013875
ADAMTS12	-0.8142
PES1	-0.6827
ATG4A	0.712333333333333
MAGEA10	-5.10625
WFS1	1.3785
CC2D1B	-0.224333333333333
PABPN1	0.700875
SLC25A30	-0.5975
SLCO1C1	-0.302
SLC22A5	1.96625
KIF23	-3.10966666666667
SYN2	0.303
ASPN	3.04066666666667
CENTG2	0.2505
QSOX2	-1.507
FLJ10815	-0.108166666666667
STK24	0.722375
SPEG	-1.0381
STK10	0.331
DACT2	2.265
AAAS	-0.618
SSX3	-0.877375
ABCD3	0.5937
C4orf12	-1.167375
PARVG	-0.888
FIG4	0.58825
C9orf46	1.7265
TMCO6	-0.254
IGHMBP2	-1.05875
DUS2L	-0.405
FAM3C	-0.0628125
TMEM16D	-1.370375
DCTN4	0.383
KCNH3	-0.09775
EIF2AK2	0.52525
AP1S3	1.15
CST4	3.3785
PAM	-0.4578125
NUTF2	-0.43075
CITED2	-0.9495
SLC39A4	1.184
C2orf52	-0.795
GRM3	0.54075
C12orf49	1.38075
CCDC49	-0.4684
GRAMD1B	-0.81675
FNDC4	-0.88925
SIAH2	-0.570625
GDPD4	0.6975
C21orf87	0.584125
ATP5A1	-0.122666666666667
C16orf63	-0.98675
LOC388135	-1.63516666666667
ATP5J2	-0.129
MMP3	-2.7895
EMID2	-0.029
CRHR1	0.1275
WDR70	-0.3615
C13orf31	2.6255
ZFAND1	-0.106
CCL18	3.232
C3orf49	0.0385
RINT1	-0.913
KIAA0408	-2.4295
F13A1	0.7374
SLC10A1	-0.1335
OGN	-1.03025
GIPC2	2.251
XPO6	-0.826
LCE1A	1.0755
FMR1	-0.0313
LOC374920	0.1075
DUSP3	0.424875
ANKMY1	-0.296
C7orf50	-1.25
BBS9	-0.8743
UNC119B	-1.018625
C9orf72	0.247
MGC35440	-0.59175
ENTPD6	1.1565
PPP1R2P9	0.62625
ERCC4	0.0114999999999999
FAHD2B	-0.775
HMHA1	-0.0665
HACL1	-0.74775
RAD23A	-0.494
FAM83B	1.9965
PPP5C	-1.17266666666667
RNASEH2C	-0.446125
C9orf153	0.28
SCAMP4	0.26625
GHITM	0.4475
NDUFB7	0.490125
ADCYAP1	-0.212166666666667
SP110	0.573666666666667
MAP3K7IP2	0.31875
DHH	0.534
AGRN	0.314928571428571
WDR33	0.100333333333333
CEP290	0.551666666666667
PRPS1L1	-2.73116666666667
KLRA1	-0.565
GPR97	0.3875
CHD7	0.263
TLR10	0.45625
SLC30A8	-1.1415
HIC1	0.363833333333333
IAPP	1.3125
RXFP4	1.5555
GP1BB	0.9935
SHQ1	0.1535
NKX2-3	0.629166666666667
API5	-0.0385
FTHP1	-0.5575
MOV10L1	0.0665
TRIM6-TRIM34	2.66983333333333
ADHFE1	-2.097
FAM117A	-1.67825
DDI1	0.837
CDON	-1.16783333333333
TRIM73	-1.9085
IGKC	1.815
MMP14	-0.392166666666667
DYNC1LI1	-1.361125
C11orf66	0.06375
TRBV3-1	-1.8425
FASTKD5	-0.35025
BIVM	-0.33725
LHX4	0.196
CXCL2	3.6027
RAB2B	-0.0856666666666667
IZUMO1	-0.52225
MAP3K15	-1.475375
FAM19A2	0.061
ZC3H8	-0.603333333333333
ZMAT1	-1.81425
SPINK5L3	-1.90825
SLC10A6	0.586
APPL2	0.78225
CARD10	1.24133333333333
LOC402176	-0.20875
EEF1D	0.1404
RAB6A	0.629
C12orf5	0.115625
PAPOLG	-0.12175
MSRB2	1.60275
BCR	0.880055555555556
PUS3	0.35925
TIAM2	1.72825
ZNF317	0.171166666666667
CHD2	0.018
FZD5	1.79236363636364
NUDT8	1.5955
ZNF763	-0.229
PRC1	-2.58333333333333
ABCB9	-0.424666666666667
SPATA3	0.89925
TRAK2	0.549625
STAB1	1.541125
LRRTM2	-0.3275
psiTPTE22	1.138
DBI	0.3685
SERPINA11	-2.6455
NAT5	-0.67025
C20orf58	-2.64375
RPS6KA4	0.602833333333333
FLJ90650	-0.31575
TGFBRAP1	-0.031
CHRDL2	-0.126625
FAHD2A	-0.8545
CNTN1	0.45425
BBS4	-1.3609
TMEM181	1.2315
MINPP1	-0.325
MPHOSPH6	-0.431583333333333
HOXC10	-1.2707
ITPKB	-0.62875
CLPTM1L	-0.3275
MEOX2	-1.68566666666667
ATP6V0C	0.297125
PRPF8	-0.767
TMC5	4.535
FKBP3	-0.488
PLEKHB2	-0.10025
OR4D6	0.8315
ZNF544	-0.8047
D2HGDH	0.45725
RPL18A	0.0749
HEL308	-0.33375
MPP6	-4.37475
TCERG1	-1.39925
KRT16	-1.31566666666667
KLF17	-0.741
KLF5	3.917875
CDR1	0.047875
VCX3A	-5.5765
FBLN2	-1.360125
C14orf104	0.14925
HBE1	-5.7854
OR4S2	2.5865
C1orf108	-0.878666666666667
ROBO4	2.03366666666667
CPEB4	0.1925
C11orf80	0.232
BCKDHA	-0.445333333333333
MYOC	1.0815
GIF	3.177
CKMT1A	3.55
RPL3	0.5194
THBS1	1.37225
APOO	-0.43525
ARMCX1	-2.7725
HSZFP36	0.86075
SNAPC5	-0.299
EIF4ENIF1	0.916
ZNF433	-1.34475
TNFRSF21	1.80575
TMPRSS7	0.3175
SPATA18	1.8921
HPDL	-0.4315
MKL2	0.259
TBX3	1.74592307692308
C21orf93	1.09866666666667
DAXX	-0.1585
ELMO1	-0.657875
RGS13	2.84266666666667
TAF11	-0.9315
UNC13A	-2.101375
LOC653314	-0.1265
ORC3L	-0.896
IMAA	-1.772
TARBP2	-0.30025
CABIN1	0.3661
TRIOBP	0.9475625
HIST1H2AC	0.398625
RGS22	-2.87066666666667
NCOA1	0.728333333333333
IL25	1.282
SNCG	0.0225
GPR6	0.7225
AMDHD1	-2.60333333333333
CHEK2	-0.684875
C6orf142	0.73225
DRD4	0.252
C14orf68	-0.2205
GDF11	-1.51925
SEMG2	-0.169
CD247	-1.41275
CDAN1	-0.348
RBMX2	-0.179666666666667
TGS1	-0.33675
OIT3	0.16125
SYF2	0.52425
MCM4	-2.086
PKHD1L1	0.091875
CEP192	-0.466
IFT88	0.439
RPL9	0.716785714285714
RAB32	1.4445
DDX43	1.8825
P2RX2	0.5235
OR5D18	0.286
UBE1	-0.40175
SLC24A1	1.185625
ARHGAP5	0.71475
CETP	-1.21
KIAA1731	-0.3025
SLC9A4	0.8655
PTPN6	0.86375
BAHD1	0.3885
GRIK3	0.124
CACNB2	-0.6216
PDE10A	-0.0436666666666667
DGCR14	-0.2515
PCDHB9	-0.1265
RHOQ	-0.297833333333333
MAP3K4	-0.22525
KTI12	-0.5645
RPL23AP13	-1.90575
GNG11	-2.933
CLCN3	1.93316666666667
GPAM	-0.79225
VSTM2A	1.156
SLAMF7	1.27
INTS2	-0.32025
PPP2CA	-0.4493
LRP12	-2.0858
SEC14L2	0.102888888888889
DKFZP586H2123	-0.17075
MC3R	-0.1255
CIRH1A	-1.89633333333333
HIST1H2AB	-0.168166666666667
POLH	-0.85175
MGC16703	-1.31516666666667
SNAPC2	-0.25
FILIP1L	0.3085
RASGRP4	0.391
LRRC1	2.456
GAS1	-3.62075
PRAC	4.5385
DGKA	0.534666666666667
NT5C3	-0.28425
PEG3	-4.16927272727273
NADK	-0.058
PRR17	0.349
LOC374569	0.155
SGSH	0.602666666666667
NLRP8	-0.6915
GALT	-0.126
MCF2	0.509
ZNF263	-0.50775
TACSTD1	4.27216666666667
TYR	-7.0839
ATP6AP2	-0.442
RNUXA	-0.032
ABHD10	0.108222222222222
GDPD2	2.37325
SLC35C1	1.8305
UBE2A	0.437625
HERC5	-2.78266666666667
FAM112B	-5.77016666666667
FBXL16	-4.124
DKFZP434A0131	-0.2905
ELA3A	-1.3405
RBM41	-0.897625
HAO2	0.67
RNH1	-0.236625
SHANK2	0.912833333333333
