Hybridization REF	TCGA-AY-4070-01A-01R-1113-07
TEX14	-0.813125
ZNF385	-0.421833333333333
RRH	0.2675
CDR2L	0.4735
PDZD7	-0.3325
SLC19A1	-0.576
C1orf217	-0.40575
LIMS1	0.90925
FAM89A	1.1785
MFAP3L	2.071
PIK3CD	-0.950071428571429
DERL2	-0.05975
FHL5	0.33075
ACAN	2.83725
BRWD2	0.4085
TINAGL1	0.901
DCUN1D2	-0.11025
C3orf36	0.23825
MGC10850	-0.6575
hCG_31916	0.61625
FHAD1	-0.8415
LCE1C	0.1025
ARPC1A	0.331833333333333
CHST2	-0.93675
SPATA2	1.200875
PGLYRP4	-0.950333333333333
RUFY1	-0.5345
TXNDC12	-0.661
RPS4Y1	-7.141625
TNFRSF8	-1.369
PTGIR	1.06866666666667
FOXE3	-0.0545
ART4	-1.33866666666667
ZC3H12C	1.161
KIAA1841	-0.890625
EVX1	0.466166666666667
WDR38	-0.0975
LOC402057	-0.923
ACAA2	0.462125
GLCE	0.7925
GPR18	2.76525
HIST1H2AG	-0.6097
PIGK	0.12075
C16orf67	-0.334
DAG1	-0.542875
OR4D2	0.16
C21orf81	-1.75225
PLOD2	0.903833333333333
TTC27	-0.848
TSPAN2	0.207166666666667
PI3	4.21775
ZFAND6	-0.02275
C6orf57	-0.0585
NUF2	-1.770625
ARID2	-0.87975
RCC1	0.357
CD86	1.41816666666667
FAM91A1	1.386
CALM2	0.53
GYG2	0.16725
PARS2	0.311666666666667
INTS12	-0.5265
CTSF	1.01875
BNIPL	-0.81925
GNA13	-0.385375
HUNK	0.33625
ZBTB4	0.718375
B4GALT4	1.016375
CHD1L	-0.5275
MSTO1	-1.513
FUT8	0.0137692307692308
AGA	0.12775
TRMT11	0.487166666666667
WWP1	1.0035
B9D2	-0.182333333333333
STAT1	1.4215
PTTG1	-1.984
TMEM62	1.61425
SSBP2	-2.18275
MRFAP1	-0.8405
NME4	-2.468375
LOC55565	0.0943333333333333
DLL4	0.8005
MYOCD	0.353833333333333
HTR3D	-0.603
C9orf156	-0.5505
CHMP4C	3.76966666666667
PROCA1	-0.88125
GCDH	-0.816
APOF	-2.16283333333333
WEE1	-0.267833333333333
SSR4	1.07575
RGS1	8.41425
ACCN4	-1.08883333333333
FLJ20489	-0.38625
ZNF215	1.61883333333333
AGPAT6	-1.87875
PDE7B	-0.75375
BBX	-0.040625
MS4A3	-3.8305
OR4A16	-0.133
EFEMP1	0.64025
TULP2	-0.641833333333333
RERE	0.408
BNC1	-3.539
PIGB	-0.554
COMMD8	0.40275
TRIP11	-0.0618333333333333
FLJ40142	0.131
PCDHB6	3.27475
FKBP8	-1.08333333333333
FLJ12716	-0.2272
POT1	-0.648833333333333
KIAA1109	0.501142857142857
PTPRC	1.0825
UNQ9391	0.9595
CCT7	-0.383
EEF1A2	-4.78225
MIPEP	-0.19525
ZFX	0.0429
UCHL3	1.993
LOC388419	-0.2045
GSG1L	-0.5015
RAB24	-0.518916666666667
SLA2	-0.565
SDS	1.47183333333333
LYPLA3	-0.4265
CASQ1	0.17925
SLC25A40	-0.876833333333333
IRAK1BP1	0.589
ACOT6	-0.9465
COL9A3	-1.43625
ASB11	1.664
C2orf18	0.1535
FOXD2	2.37675
C6orf211	-0.003
OR8G1	-0.0803333333333333
MDGA1	-0.76075
ADARB1	-1.07475
GGT1	0.64125
WNT1	0.4561
DBP	-0.553375
COL5A3	0.525
RHOD	0.60225
COL4A2	1.47725
LOC201164	0.16125
HEBP1	0.58575
LUM	0.76
ZCCHC6	0.67025
PAGE1	3.70883333333333
DTX2	-0.0545
SLC7A13	0.20675
H3F3A	0.480357142857143
RABIF	0.177125
D4S234E	-0.462166666666667
DYRK3	-1.17983333333333
PFAS	-1.127
ALOXE3	-0.109333333333333
RPLP0	-0.366357142857143
RBM34	-0.8795
C12orf28	1.222
U2AF2	-1.209
MKNK2	-0.626625
SEC16A	-0.160833333333333
ZNF44	0.2796
YWHAG	0.822375
IGF2BP2	1.613
OR1D5	0.204
SIX6	-3.937
CCR6	0.60425
PALM	1.06025
PUM2	0.117142857142857
SPRYD5	-1.4905
ALG10B	-0.484875
ZNF365	-0.86225
PHC1	-2.662
KIAA0913	-0.4285
ARX	0.207428571428571
PPP3CB	-0.387166666666667
IRX6	-0.0579
ANGPTL4	-1.6812
LSM14B	1.5349
PCDHGB7	0.528
INSM1	-0.03825
WBP2NL	-1.066
ZNF493	-0.2609375
NGEF	-1.1865
RNASE13	0.2435
SPPL2A	-0.130333333333333
SFXN1	-1.492625
FAM102A	-0.167125
SAPS2	-1.34325
JTV1	-0.462
OR51B4	-0.139
SCGB1A1	0.110833333333333
NEUROD2	0.29775
tAKR	-0.249
C1orf26	1.051
RICH2	0.05275
TEDDM1	0.4375
CYP2S1	1.8525
TBCE	-0.598333333333333
MAPK1	-0.800375
HDHD1A	1.44075
MRM1	0.0005
ATP9A	1.03921428571429
HSD17B3	0.278833333333333
HN1L	0.239166666666667
RNF216	-0.719875
HOXD12	-0.2745
PPP1R14B	-0.121375
SBF1	-2.242
TAS2R42	2.517
USP46	0.574
LILRB3	1.96916666666667
SPI1	-0.286
OXSM	-0.417
GYS2	0.248666666666667
NUPL2	-0.44275
C8orf46	-2.766125
SF3A1	-0.84185
C21orf99	0.5415
HOXB4	0.5152
YRDC	-0.062
GPRC5D	0.409
BLVRA	-2.388625
KIF12	1.5825
LRRC23	0.9
FAM14A	1.26833333333333
RASL12	0.372625
DAZAP2	1.01875
IKBKB	-0.2595
ZNF271	-0.9015
BOK	0.8485
CXorf6	-1.97075
MYEOV	3.27225
BTN2A2	-0.3738
FRG1	-0.38175
HSP90AB6P	-0.24925
ENOX1	-1.38666666666667
ZNF706	0.9508
DOK1	-0.3098
PGAP1	1.29
TMEM136	-0.5875
FSCN1	-2.81775
KIF17	-0.50425
TRIM66	0.5715
CBR3	-2.18883333333333
C13orf24	1.00833333333333
C19orf52	-0.00225
BNIP1	-0.36625
AQP3	-2.2845
KRT6C	-2.4085
SIRPA	-0.192
IGFBP6	-1.494
PLEKHK1	-0.350125
RNASE7	-0.3895
ARHGEF15	0.308
NPHS2	0.528
SRD5A1	-0.6595
REXO4	0.5915
EEF1DP3	-0.12375
SLC37A2	0.4075
ZNF142	0.91575
ANKHD1	-0.3665
MUT	0.049
VPS37A	-0.7415
GPRIN1	-0.46925
SLC38A3	-0.922625
BAZ2B	1.2635
WDR87	0.2435
BRD7	-0.0575
POU6F2	1.048
NISCH	-0.152
TCEB1	0.36825
LINGO2	-3.1245
TAX1BP3	-1.227
RPL34	0.200444444444444
MARK2	0.822333333333333
AKAP12	-2.2018
AMBN	0.4765
SLC25A27	0.298166666666667
FLJ21865	0.906
KIR2DS2	0.231166666666667
WDR77	0.02975
ATF2	-0.52625
ITFG3	-1.09383333333333
SLC39A13	0.85875
ARL6IP5	1.03825
C10orf137	-0.488125
QTRT1	-1.60466666666667
CCNT1	0.30325
DYNLL1	0.9511
WDR53	-0.3685
LIPG	2.9695
ASAH3	0.027
HELB	0.69225
PHACTR2	1.06975
VENTX	-0.264
LAD1	2.47733333333333
PAOX	1.22325
MAPK8	-0.675
CCDC38	-0.2115
DNAJC8	-0.557
RBBP8	-0.892
WNT11	2.5454
KCNJ12	0.824833333333333
HDAC8	-0.524333333333333
STARD4	0.624
ACVR1	0.6825
C14orf65	-0.199416666666667
KLB	-2.831
C1orf65	0.2995
ZFYVE28	-0.261875
NSUN6	2.10625
KIF27	-0.558
SYTL2	0.578833333333333
UBXD2	0.5488
OR6T1	0.414
CCDC91	0.0132857142857143
GRID2	-0.3235
CALN1	-0.36575
ZNF423	0.00125
PSMB4	-0.546166666666667
XPNPEP3	-0.568333333333333
ARPP-21	-2.6731
SART1	-0.003
RACGAP1P	-1.848
SPTA1	-5.90225
C6orf113	0.343
C7orf16	-2.43733333333333
CHST7	-0.9675
C21orf29	0.4285
SEMA6D	-0.372125
PCMTD1	1.4804375
KIAA1754	-0.611166666666667
MYCN	-0.4105
KCNJ3	2.26875
MAPK13	1.837
ERO1LB	0.065
NTF3	0.0676666666666667
NKX6-2	-0.485
GTF2B	-0.15825
GSPT1	-1.4495
GUSB	-0.448
LOC221091	-0.549
LIG1	-1.1315
EXTL3	-0.681166666666667
NID2	-1.27825
TTC29	-1.2975
TMEM97	1.414625
EXTL2	-0.998333333333333
SUZ12	1.633375
IL1F8	0.5205
KRT18	0.237181818181818
MRPS16	-0.493181818181818
PI4K2B	0.089
LACRT	-0.7455
OR51F2	0.0455
JMJD2C	0.376125
KGFLP1	0.5015
CDK5RAP3	-1.0308
YTHDF2	0.147
GGCX	0.6765
ARPC4	0.2655
EGLN2	-0.1415
KBTBD4	0.531571428571429
ROBO3	-0.5693
DEFB118	1.0995
KIAA1543	0.57975
RTCD1	-0.00433333333333334
MZF1	-0.603
C18orf26	0.0545
CNIH4	-0.271833333333333
ZFP2	-0.409166666666667
HTATSF1	0.08
WFDC2	0.663125
NDUFA7	0.4075
TTC22	1.45316666666667
FAM40B	-2.62875
DCPS	-0.40575
SH2D1B	-0.5535
MRGPRE	0.1765
SBK1	0.66125
UNQ6411	0.2485
OSBPL9	-0.57025
NUP107	-0.69075
MYOZ3	-0.2368
PDE4B	-0.5705
FAM113A	-0.4
IDH3G	-0.0565
FBXL7	-0.802875
ARFGAP3	-0.191
MAPRE2	-0.789153846153846
IL1RN	0.4925
KIF13A	-0.94575
RAC3	-0.0465
TCTE1	-0.4335
TMEM14B	0.0931666666666667
ADIPOR1	-0.333833333333333
GRINA	0.5065
CLIP4	-1.62675
LRIT2	0.89
TFPI	-1.719
FABP6	2.53825
SLITRK2	-0.132666666666667
HKR1	-1.082
SMTN	-0.5225
C1orf75	0.5585
CD209	0.264
CYB5R2	1.442
DNTTIP2	-0.512666666666667
CSGlcA-T	0.78675
GABRB3	-0.50825
PCBD1	1.194
TAF3	0.833416666666667
HOXD3	-0.459
GIPC3	0.021
P11	-0.2222
BFSP1	-1.875
LCP2	0.59725
TAS2R8	-0.59
SEZ6L	-1.18
NR2C1	-0.021875
EXDL2	0.1821
TNFRSF13B	-1.10766666666667
MKI67	-2.062
GLS	1.97141666666667
C7orf54	-0.4218
LGALS13	0.301
IL4R	0.557
SEC11A	-0.274333333333333
SPP2	1.31583333333333
C18orf32	-0.13
CLSPN	-1.565
SPAG1	1.874
C9orf82	0.38725
TM4SF1	-1.06966666666667
EMILIN2	1.4165
SMG7	0.2165
TAS2R13	0.5495
ZNF628	-0.0925
DZIP1L	-1.14666666666667
ANKRD13A	0.3965
VASP	2.242
ZCCHC11	-0.987625
SYPL1	0.323375
MGC34774	-0.13575
C4orf28	-0.065875
KIAA1211	0.64075
RPS27L	-0.2875
TATDN3	-1.73525
PDCD1	0.41825
OR5P2	0.5395
IFIT1L	0.065
MIPOL1	0.2205
OR51D1	0.17425
C1orf92	0.0908333333333333
LAMP2	0.844666666666667
CAT	1.2315
C16orf80	-0.26625
C15orf32	0.7585
ZNF746	0.51575
C1orf76	-0.884
ATXN1	0.3085
LAMC2	2.453875
SLC2A7	0.0865
CPOX	-1.1085
APH1B	0.690833333333333
LOC442245	-0.61625
CTNND1	1.60972222222222
GABRG2	-0.35575
MADCAM1	1.40933333333333
F5	-0.098375
SEMA4F	-0.697
NUDCD3	0.0142500000000001
PDZD11	-0.05
TRIML1	-1.463
GCNT3	4.73366666666667
TMEM120A	0.9935
CNDP1	0.2365
N4BP1	-0.368
SLC35F2	0.449625
LCP1	-0.56975
IGBP1	0.2235
DCAKD	-0.804625
ELA2A	-0.1705
C12orf56	3.188125
PITRM1	0.771571428571429
GUK1	0.0236666666666667
RASSF8	-1.966875
OR2A14	0.3825
ADM	0.393111111111111
FGD3	0.719
GHRHR	0.0888333333333334
RHPN2	1.446
C4orf39	-1.67516666666667
VPS72	-0.35375
SERF2	0.828722222222222
CD22	-0.0793333333333333
CD47	-0.9375
PPIC	1.67683333333333
IMPDH1	-1.19758333333333
ACP6	-0.567166666666667
PRKACA	-0.714125
PPP1R1A	-0.131375
TRPV3	0.27825
ASXL1	0.14525
C17orf55	0.643833333333333
FXYD1	0.311833333333333
LMOD2	0.129
ANKRD33	0.2505
LCE2C	-0.16775
ZNF620	-0.721
DKFZP566E164	1.3825
VSIG2	3.0755
KIAA1128	0.36075
USO1	0.127
NUDT4	1.22842857142857
CLDN1	2.75985714285714
OR4Q3	0.3255
FASTK	-0.697166666666667
ICOS	2.788
LDB1	-0.3575
GSTA5	0.724
ABCC1	-1.52916666666667
FAM54A	-0.2075
PCBP2	-0.869166666666667
NUP205	-0.40275
ACTA1	-1.50916666666667
GABBR2	-1.483
PIP5K1B	2.62033333333333
AGXT	-0.859166666666667
RNF181	0.151
ATP8A2	-0.20725
AFTPH	1.0065625
FGF21	0.14975
FCER1G	1.427375
SNTB1	1.354
SLC24A3	-0.04375
TXNL4B	-1.4011
RPL10L	-0.7125
LOC389517	-0.29565
TSGA13	0.594
SHOX2	-1.86083333333333
ITGA7	0.4809
KCNIP2	0.05
KLF13	-0.2276
ZFAND2A	0.41575
CEACAM1	2.67792857142857
PFKFB4	-1.4485
MED19	0.91225
LRRC57	0.499333333333333
RNF11	0.18725
ANKRD32	-2.70275
P117	0.17475
OBFC2A	-0.0108333333333333
POLD3	-0.547166666666667
RAB18	1.477
TPH2	-0.0933333333333333
PHB	-0.1338
JDP2	1.69166666666667
MORF4L1	-0.6074
POU2F1	0.73125
CNNM2	-0.723166666666667
LOXHD1	-0.1762
ZC3H15	0.53375
ELK3	-0.170833333333333
FAM111B	0.28075
CBLC	4.0885
SBNO1	0.62275
ANKMY2	0.18825
PLEKHA5	0.563
DHX58	-0.0573333333333333
ARCN1	-0.582833333333333
TREML1	0.1156
KNCN	-0.3255
SEC24A	0.132125
PSCA	-0.39775
MGC24125	0.803833333333333
DNA2L	-1.4025
CIB4	0.778375
HIGD2A	0.162
TBX6	0.0578333333333333
TTLL5	-0.5715
SGK3	-0.4695
GCN1L1	-0.5875
AMOT	-0.5295
LDOC1	-2.29783333333333
NRK	-0.7535
ASB9	-0.4175
NAT1	0.6228
TRAFD1	-0.9
PEAR1	0.0266666666666667
FAM36A	-0.39925
OR1S2	0.197333333333333
LOC388323	0.1965
PGS1	-0.945166666666667
LEPREL1	-2.271
TFF1	-2.61675
HAP1	0.4515
EPHB2	1.6085
ACTG1	0.179
ZFP42	2.33816666666667
HAVCR2	-0.5084
NME1	-0.107
SNX26	-0.444583333333333
LACTB	0.321
ZKSCAN2	-0.91
C5orf35	-0.12625
ANKS3	-0.52325
RBM28	-0.73125
DKFZP586P0123	-0.49225
HNRNPA1	-0.873666666666667
BCAS3	-2.13133333333333
FLJ20184	0.463
POLA2	-0.971
TMC7	1.4345
HSD17B6	0.432
ZNF658B	-0.7975
TTTY10	-0.1246
RANBP9	-0.34875
CPNE7	-2.22433333333333
EVL	-1.50694117647059
LNX1	0.68225
IFNA21	0.168666666666667
CFD	-0.13025
PYCARD	0.208
MYBPC2	-0.976
ENPP3	-0.698833333333333
ACSL4	-1.2445
LOC440258	0.834333333333333
TMEM176B	3.873
SOX2	-0.644875
SCO1	0.05
COMT	0.1535
AOC2	-0.06675
PDLIM5	0.831928571428571
SPHK2	1.07016666666667
NXPH2	0.105
GPR108	-0.753833333333333
RAD51L1	-0.235166666666667
TMEM54	1.33725
LETMD1	-0.133111111111111
SLC6A17	0.231
KRT75	-0.5995
STT3B	-0.590166666666667
CD3EAP	0.384833333333333
TMEM63A	0.3085
DUSP13	-2.91175
CD1C	-1.245
LASS2	-0.128333333333333
AVP	0.5055
PITPNM1	-0.71425
FLJ22795	-0.279
MCTP1	-2.658
TRIM68	0.474
UCK2	-0.246666666666667
ABHD1	0.3125
FAM50A	-0.25425
RNASEH1	-0.884333333333333
PCP2	-0.526333333333333
OR52H1	0.0855
C20orf149	0.18
RBP5	-0.822833333333333
HYAL3	1.10525
CLPB	0.35525
SMNDC1	-0.49475
DONSON	-1.23666666666667
FLJ27523	-0.135333333333333
BARHL2	-0.113833333333333
SLC30A9	0.4445
TMPRSS11B	0.17825
E2F8	-0.310833333333333
CCDC25	-0.260416666666667
C14orf48	0.435166666666667
C20orf116	-0.222125
TSPAN11	-0.0015
YIF1B	-1.317
FAM12B	0.068
OR1L6	0.2895
HPN	-0.9502
NBN	0.92025
C14orf94	-1.435
OCLM	0.517
ZSCAN18	-1.5883
L3MBTL	-1.0421
TSTA3	1.3485
RAC1	0.16775
C19orf15	-0.297166666666667
NFE2	-3.783
KLK14	0.3435
ARSF	0.331
MAST2	-0.353166666666667
AMICA1	2.84666666666667
GTF2A1	0.882
ATP1A3	-0.82875
TC2N	1.8504
PNKP	-0.86375
ODZ2	-4.170625
MATR3	-0.08525
S100P	2.331125
KRT82	0.3995
CA13	1.3279
PROZ	-1.27983333333333
AASDH	-0.396714285714286
C19orf40	-0.524166666666667
DCK	-0.632384615384616
FAM5C	-0.21775
SLC6A4	0.923
MID1IP1	-1.5275
TESSP5	0.6765
TMOD4	-0.626166666666667
DOCK2	-1.609
TUG1	1.060875
NUP214	-1.5285
DPYSL2	-0.6265
GOLM1	0.9965
MPFL	0.11725
SOX13	-0.1615
SDCCAG8	-0.6127
KEL	-2.728
NUP210L	-2.07825
GK	-1.09442857142857
DNAJB1	1.52225
ALPK3	0.1185
CHID1	-0.035
CYLC2	0.793
IKZF5	0.31175
C8orf51	2.2565
PPM1J	-1.105
GIMAP8	2.7185
GPR101	-0.605
NR2F1	0.1795
ACAD8	1.73025
RBM35A	1.74525
GNAI2	-0.704833333333333
METTL8	0.757333333333333
SLC39A7	0.13825
FBXO8	-0.009
CAMK1	-1.7135
RFC3	-1.325375
FAM129A	-1.14414285714286
ILF2	-0.83525
FGFBP3	-0.66
NOM1	-0.240666666666667
PSMA3	-0.1575
ASCC3	1.1926
ZYG11A	-3.14875
SOX21	-1.12725
LYRM1	0.079
DEFB1	4.092
LOC91431	-1.7135
OR7C2	2.4915
FAM46B	-1.874625
TMEM18	-0.5135
ARHGAP30	-0.355333333333333
TMEM86A	0.990333333333333
EPHA2	0.2265
C10orf46	0.59385
TCHH	-0.620333333333333
C3orf30	0.3515
LOC285636	-0.620833333333333
PAIP2	-0.2445
CYP2U1	-0.284375
C12orf34	0.578
SARS2	-0.431333333333333
ZCWPW1	0.5875
SAMD12	2.06425
KIAA1430	0.08825
ACAT1	-1.0375
MEOX1	-0.003
ADAMDEC1	7.72075
PHKA2	-0.436
CARD11	-1.79266666666667
CALML4	3.877
TSSC1	-0.62325
TMEM45A	-2.47233333333333
MPP7	2.009
POU1F1	-0.6785
SLC2A13	-0.3061
FBN2	0.0654285714285714
ZC3H7A	-0.4453
LAIR2	1.07775
ST3GAL1	-1.78633333333333
LCT	-1.50425
GEMIN8	-0.1095
KLF16	0.4127
HIF3A	1.2497
FAM44A	-0.190642857142857
AQP10	-0.9243
PLA2G2A	1.7245
FOLH1	2.15966666666667
C20orf186	-0.087
MAPKAP1	-1.72025
SPRR2D	-0.55375
UBQLN4	-0.826833333333333
RSHL1	0.294333333333333
PIAS3	-0.59825
MRPL24	-0.80975
GREB1	-3.92725
FAM27E3	-0.5205
NUP62CL	-0.80175
NEUROG3	0.5575
REEP3	0.683833333333333
MARK1	1.140375
LMBRD1	1.05
PRPF19	-1.8125
PNMT	4.01333333333333
CTGLF1	-1.1645
SLC25A16	0.70575
EIF2B3	-1.1315
RPA2	-0.922
PAK6	1.05566666666667
CCDC26	-3.88125
SEMA3E	2.25425
MXD4	0.1567
TNFSF10	1.3554
SMARCB1	-1.3365
DTX3L	1.283
PLA2G4E	0.2835
PPAP2A	0.9585
ULK1	-0.577083333333333
TAS1R3	0.3775
SLC2A3	-1.47890909090909
ARID3A	0.5395
GNG5	0.3935
ACOX1	0.9778
KIF5B	1.07525
NUP153	-0.79875
MUC7	-0.087
CSDE1	-0.711642857142857
CLPTM1	-1.642
C3orf23	-0.84075
LRRC17	-2.51483333333333
TTYH3	-0.071375
ATP5B	-1.464
ELF3	2.873
CPSF3L	-0.8385
ZNF665	0.303
TLR6	-0.3086
GPI	-1.130625
RAD9A	0.17825
NDST4	-2.9555
AGPAT3	0.0963333333333333
MAGI3	0.994833333333333
ADORA2A	-1.161125
CACNG7	-0.9765
CAMK2D	0.659214285714286
CCHCR1	-1.747
RPS27A	-0.276
OR10G7	0.2195
GCM2	0.2
FAM135B	-0.2374
E2F1	-0.97925
PLCB3	0.13725
OR2AE1	0.2865
COIL	0.285166666666667
CDC25C	-1.18816666666667
RAB11FIP2	0.2355
TSC2	-1.37925
CTGLF5	-1.612
CCDC108	0.0873
OR13C4	-0.2435
C10orf81	3.103
PTPRB	2.42575
ACP2	-0.4235
LAG3	0.91025
MRPL54	0.02425
LOC201175	0.835
ITGB1BP3	-0.95
SPTAN1	-0.659
SIPA1L2	-0.7305
RCAN2	-0.482
CDX2	4.278
ECOP	0.17975
ACTR1A	-0.2625
PPARG	2.3965
BBS10	0.653833333333333
TMEM44	-0.4575
BPIL2	0.3505
CITED1	-2.07775
IRF6	3.08275
PRDM4	0.460833333333333
RRP9	-0.4525
OR10H4	-0.05725
IL31RA	0.3655
GNB1L	-0.630166666666667
MYBL2	-1.118375
ZNF407	0.824666666666667
PPIG	0.8315
TTC18	0.7715
RPSA	-0.9525
MAPT	-1.506375
MRE11A	0.563428571428571
C8orf37	0.0195
RASGEF1C	-0.250833333333333
STBD1	0.1795
CTAG2	4.469
MGAT5B	-2.69183333333333
ECM1	-0.74925
RLN1	1.2235
PARP14	1.12825
EPB41L1	2.4304
HOXA3	1.16758333333333
MAGEA9	1.666
RPS8	-0.809833333333333
RPS19BP1	-0.18725
FOXJ2	-0.71525
C10orf76	0.361375
IL17RE	0.80725
C10orf65	-1.97175
ZNF343	-0.781666666666667
FBXO33	0.215125
UHMK1	0.1739
LY6G6C	0.0165
FGF19	-1.25275
C14orf128	1.13783333333333
IFIT2	0.871625
TIGD1	1.17625
S100G	0.066
GUCY1B3	1.4085
NR3C1	-1.8487
CORO1B	-0.388
PARP11	0.6405
DNALI1	4.1965
OR4N4	0.17875
MAP2K6	0.684166666666667
FSTL4	0.016
ANKRD47	0.333125
TMEM171	1.5955
PNLIP	-0.20925
YY1	0.726666666666667
CCDC138	-0.577333333333333
AASDHPPT	-0.2648
CKS1B	-0.0169
MCM3	-0.785666666666667
ANAPC7	-0.2535
FAM110A	0.99325
CDC37L1	0.250666666666667
THTPA	0.42225
NBPF20	-0.574
WDR24	-1.058
NPTX2	1.4365
CBLB	0.0705
CETN1	0.0793333333333334
RPUSD1	-0.37725
FAF1	-1.1975
CDK6	1.0375
HMX2	0.309
CSK	-0.784166666666667
TEAD2	-0.3655
SNAP25	-1.148
TUFT1	0.9708
TMTC3	0.313
LCK	-1.64975
SGOL1	-0.694
AKTIP	-0.0855
FURIN	-0.05775
SOX12	-2.04466666666667
DEFB103A	-0.141
RAMP1	3.2955
KIR3DX1	-0.5675
GAS2L3	1.271
PDE8A	0.4591
EDN3	5.37
GMIP	1.49225
SF3A2	0.1535
FN3KRP	0.27575
SMAD7	-0.2175
RHBDD2	0.164
OR11H6	1.6075
PPP1R3B	1.2079
C9orf23	0.5195
CADPS	0.7255
GOLGA8A	-2.037
TMEM57	-0.190333333333333
RGL3	0.6185
S100A14	3.05075
FGFR2	0.5321875
XRCC3	-0.6165
RTN4RL2	0.3085
MGC3771	-0.3605
GH2	0.415
BTBD2	-1.09275
LMO2	-0.8065
RDBP	-0.231
ACRBP	-2.3515
AMY2A	0.70425
DUOXA1	1.103
PTK7	0.1155
TWF2	-1.0535
FAM80A	-0.02825
TNNI2	-2.48766666666667
GLT25D1	-1.27366666666667
OCC-1	0.16825
CYC1	-0.276333333333333
RPL22	-0.00199999999999997
MORN3	2.43716666666667
DISP1	-0.80025
PRB2	-0.275
CHUK	-0.4895
HR	-0.044
CCDC134	0.346125
DENND4B	-1.01275
C14orf130	-0.749125
RAB33A	-1.00075
DCST2	0.0775
TNMD	-1.114
PEX7	1.23175
FAM62A	-0.485
SRD5A2L	-0.6675
IL22	0.243
RPS26	-0.324
HOXC5	-0.0005
SPATA6	0.13975
FLJ38482	-0.093125
ZNF234	1.7815
C18orf22	0.264
SPATA22	0.00950000000000001
THOC1	-0.44375
CYP7B1	1.67875
KCNC3	0.08925
C8orf42	-1.886
ALDH1B1	0.232833333333333
CCDC100	-0.4771
ARMC4	-0.194
FAM18B2	0.00299999999999999
SLC44A1	0.029875
FBXO17	-0.436666666666667
C6orf107	-0.25025
C19orf29	-0.602
ZC3HAV1L	1.0845
PARP6	-0.6607
SULT2A1	-2.646625
C1orf159	-0.4675
TMC1	0.22175
CHST14	-1.203625
GAMT	-2.9295
SMCP	0.114333333333333
TSPAN33	0.883333333333333
MIDN	0.221375
NOX4	0.1185
RNASEN	-0.7371
TBX1	-2.19883333333333
SALL2	-3.64725
C10orf35	0.47375
CYP2E1	-0.568375
LRFN2	-0.424666666666667
ACO1	-0.694333333333333
IQCG	-0.8833
MEGF9	-0.371
TM7SF4	-0.175
PLEKHA1	1.63633333333333
STK33	-0.2705
C1orf210	2.14375
SNUPN	-0.3202
KIAA0406	-0.6808
C20orf29	0.20075
TMEM55B	0.07425
OSTM1	-0.6711875
CLCN7	-0.90075
OTP	0.084
FLJ23049	-0.22775
HEATR4	0.096
MAP3K10	0.424
PCDHGA9	0.6775
AMDHD2	-0.651
LCTL	-0.997
PDCD2L	0.24725
CABLES2	0.1965
SLC5A9	0.303
CLCA2	-1.66333333333333
MGC16025	2.0945
STRAP	-0.943666666666667
C20orf196	-1.418
RRBP1	1.32766666666667
NAT13	-0.12725
MAT2B	0.02225
CSNK1D	-0.427333333333333
KIR3DL1	-0.1095
PRKAG3	0.583
ZNF599	-0.7505
PRM3	-0.0035
PER2	1.189
ASPHD1	-1.032
PRMT6	0.06675
KCNE1L	0.142
FAM118A	-0.429166666666667
TAF4	0.75325
NDUFB6	-0.52075
TRIM9	-0.634666666666667
PMFBP1	-0.47475
KY	-0.024
DKFZp762E1312	-0.860545454545455
CSMD1	-0.1375
TBP	-0.576333333333333
OR1Q1	0.3155
RETNLB	2.0135
HPGD	2.16335714285714
DNAJC12	-1.71033333333333
FKBP1B	-0.524
ANKRD24	-0.987333333333333
CXXC5	0.670166666666666
IL3	0.106
DRAM	1.0737
PTCH1	0.617
TP53BP1	0.08825
SLC17A7	0.16025
COL25A1	-0.8929
AMACR	1.202
RHCG	2.7015
VPS13A	0.33075
FAM55D	5.4195
PRPF38B	-0.264833333333333
OSBPL6	-2.446
PFDN5	0.1631
CMTM6	0.662375
KCNK12	-1.58175
RP2	0.916
C16orf52	-0.371
PICK1	-1.0805
IFNE1	0.0153333333333333
SEMA4B	-0.4375
TYRO3	-0.5655
OR12D2	0.253
CSNK1A1	-0.2046
FANCF	1.68175
LONP2	0.0815
TBL1Y	-1.66175
LDOC1L	-0.428625
CCNC	0.13675
C3orf60	0.20875
CHKA	0.77575
UBAP1	-0.30475
MAP3K1	1.144
ANKRD9	-0.5555
FAM92A1	0.759666666666667
GAB2	0.162625
AZU1	-0.49775
DIS3	0.345
C21orf109	-1.13125
IQCB1	-0.244
SPATS2	-0.289333333333333
EFCAB3	-0.162
PRB3	0.105625
FUZ	-2.21033333333333
ZNF813	0.664875
BMPER	-0.8765
HEG1	-0.79
ALS2CR11	-2.20875
SURF2	0.77875
PSMC1	-0.34725
OR2D2	0.672
SLC7A8	-0.692666666666667
C4orf40	-0.0485
SPATA7	0.90125
MAZ	-0.546833333333333
PIN4	0.2035
PDE1A	-1.77175
TAF6L	-0.127166666666667
OR2T34	0.2675
KIAA0284	0.60625
ACADS	-0.11
MKRN2	-1.0495
C18orf56	-1.04525
MS4A6E	0.130833333333333
GALNT4	1.3929
C22orf31	-0.521
