Hybridization REF	TCGA-AA-A00F-01A-01R-A002-07
CSGlcA-T	0.9205
GABRB3	-3.05625
PCBD1	0.561333333333333
TAF3	0.4245
HOXD3	-0.746333333333334
GIPC3	0.206833333333333
P11	0.1856
BFSP1	-0.98925
LCP2	-0.0615
TAS2R8	0.136
SEZ6L	-1.737125
NR2C1	-0.441125
EXDL2	0.0716
TNFRSF13B	-2.22333333333333
MKI67	-0.22375
GLS	0.824583333333333
C7orf54	0.8314
LGALS13	0.189333333333333
IL4R	1.42425
SEC11A	-1.14033333333333
SPP2	1.49316666666667
C18orf32	-0.27075
CLSPN	-1.537
SPAG1	1.652875
C9orf82	-0.057
TM4SF1	-1.44941666666667
EMILIN2	1.476
SMG7	0.151
TAS2R13	0.5615
ZNF628	0.366
DZIP1L	-1.36766666666667
ANKRD13A	0.536
VASP	2.695375
ZCCHC11	-1.9225
SYPL1	0.480125
MGC34774	0.02375
C4orf28	-0.27575
KIAA1211	0.605583333333333
RPS27L	-0.50625
TATDN3	-1.69375
PDCD1	-0.58875
OR5P2	0.3885
IFIT1L	0.173
MIPOL1	-1.89125
OR51D1	0.22925
C1orf92	-0.769666666666667
LAMP2	-0.221166666666667
CAT	0.672
C16orf80	-0.37225
C15orf32	0.2055
ZNF746	0.77125
C1orf76	-1.0865
ATXN1	-0.01725
LAMC2	2.517
SLC2A7	-0.7645
CPOX	-1.548
APH1B	-0.138333333333333
LOC442245	-1.19975
CTNND1	1.78072222222222
GABRG2	-0.808714285714286
MADCAM1	1.7145
F5	-2.7135
SEMA4F	-1.28816666666667
NUDCD3	0.692625
PDZD11	0.1035
TRIML1	0.32
GCNT3	5.73
TMEM120A	1.35675
CNDP1	0.1695
N4BP1	0.028625
SLC35F2	-0.627625
LCP1	-2.04058333333333
IGBP1	0.3974
DCAKD	-0.03575
ELA2A	-0.474
C12orf56	2.7815
PITRM1	-0.467928571428571
GUK1	0.0261666666666667
RASSF8	-1.8420625
OR2A14	-0.3145
ADM	-0.115777777777778
FGD3	-0.560833333333333
GHRHR	0.254166666666667
RHPN2	1.18275
C4orf39	-1.9765
VPS72	-0.3775
SERF2	0.175277777777778
CD22	-0.2465
CD47	-0.1597
PPIC	0.487666666666667
IMPDH1	0.61325
ACP6	-0.257333333333333
PRKACA	-0.427375
PPP1R1A	-2.257625
TRPV3	-0.09575
ASXL1	-0.3045
C17orf55	0.150333333333333
FXYD1	-0.307
LMOD2	-0.1625
ANKRD33	0.5305
LCE2C	0.31
ZNF620	-0.1485
DKFZP566E164	-0.37775
VSIG2	4.615
KIAA1128	0.71475
USO1	-0.57
NUDT4	1.23085714285714
CLDN1	2.40285714285714
OR4Q3	-0.083
FASTK	-0.1615
ICOS	1.08866666666667
LDB1	-0.4675
GSTA5	-1.2715
ABCC1	-1.204
FAM54A	0.203
PCBP2	-0.734333333333333
NUP205	-0.77975
ACTA1	-2.3155
GABBR2	-1.99925
PIP5K1B	3.50416666666667
AGXT	-2.13566666666667
RNF181	-0.45175
ATP8A2	-2.014
AFTPH	1.5751875
FGF21	0.2695
FCER1G	1.093375
SNTB1	0.106
SLC24A3	0.557625
TXNL4B	-0.6928
RPL10L	-0.609333333333333
LOC389517	0.07895
TSGA13	0.7155
SHOX2	-2.7445
ITGA7	0.1362
KCNIP2	-0.348
KLF13	0.9697
ZFAND2A	0.84325
CEACAM1	3.32978571428571
PFKFB4	-2.34283333333333
MED19	0.247
LRRC57	0.355666666666667
RNF11	-0.76275
ANKRD32	-2.648
P117	0.554
OBFC2A	0.0916666666666667
POLD3	0.36475
RAB18	0.00887499999999999
TPH2	-0.456
PHB	-0.445
JDP2	1.9365
MORF4L1	-1.2319
POU2F1	-0.283
CNNM2	-0.135083333333333
LOXHD1	0.075
ZC3H15	0.048
ELK3	-0.632833333333333
FAM111B	2.044
CBLC	4.50316666666667
SBNO1	0.4635
ANKMY2	-0.5735
PLEKHA5	0.1865
DHX58	-0.4425
ARCN1	-0.452166666666667
TREML1	0.1628
KNCN	0.329
SEC24A	-1.060375
PSCA	-2.319
MGC24125	0.7605
DNA2L	-1.776
CIB4	0.27275
HIGD2A	0.0471666666666667
TBX6	0.297833333333333
TTLL5	-0.147333333333333
SGK3	-0.190666666666667
GCN1L1	-0.37625
AMOT	1.4506
LDOC1	-2.3385
NRK	-0.0411666666666667
ASB9	0.06975
NAT1	0.7104
TRAFD1	-0.777
PEAR1	-0.106666666666667
FAM36A	0.137
OR1S2	0.3545
LOC388323	-1.7975
PGS1	-1.05533333333333
LEPREL1	-1.132
TFF1	-1.89908333333333
HAP1	0.06225
EPHB2	2.51675
ACTG1	-0.0678333333333334
ZFP42	-1.62633333333333
HAVCR2	-0.9053
NME1	-0.896
SNX26	0.0331666666666666
LACTB	-0.7665
ZKSCAN2	-0.79625
C5orf35	0.0475
ANKS3	0.1835
RBM28	-0.15325
DKFZP586P0123	-0.4875
HNRNPA1	-0.420333333333333
BCAS3	-2.03766666666667
FLJ20184	0.071
POLA2	-0.278166666666667
TMC7	1.82233333333333
HSD17B6	0.1055
ZNF658B	-0.294
TTTY10	0.32
RANBP9	-0.244166666666667
CPNE7	-1.235
EVL	-1.41164705882353
LNX1	0.0349166666666667
IFNA21	-0.121833333333333
CFD	-0.4595
PYCARD	1.25783333333333
MYBPC2	-0.655
ENPP3	0.483666666666667
ACSL4	-1.00225
LOC440258	0.754833333333333
TMEM176B	4.814
SOX2	-5.01475
SCO1	-0.2485
COMT	-0.443
AOC2	-0.41825
PDLIM5	1.28528571428571
SPHK2	1.48116666666667
NXPH2	-0.417
GPR108	-0.306166666666667
RAD51L1	-0.204333333333333
TMEM54	2.54175
LETMD1	-0.685888888888889
SLC6A17	0.87725
KRT75	0.103
STT3B	0.312166666666667
CD3EAP	1.49166666666667
TMEM63A	1.59975
DUSP13	-2.8985
CD1C	-1.581
LASS2	-0.4525
AVP	1.7065
PITPNM1	-0.039625
FLJ22795	-0.9025
MCTP1	-2.3255
TRIM68	1.54516666666667
UCK2	-0.7075
ABHD1	-0.93425
FAM50A	-0.2235
RNASEH1	-0.812333333333333
PCP2	-0.707666666666667
OR52H1	-0.034
C20orf149	1.406
RBP5	-0.726166666666667
HYAL3	0.0755
CLPB	0.02725
SMNDC1	-0.73
DONSON	-1.7605
FLJ27523	0.46425
BARHL2	0.355666666666667
SLC30A9	0.139666666666667
TMPRSS11B	0.17775
E2F8	0.271333333333333
CCDC25	-0.682583333333333
C14orf48	0.542166666666667
C20orf116	-0.15475
TSPAN11	0.608
YIF1B	-1.40616666666667
FAM12B	-0.16125
OR1L6	0.3345
HPN	-2.4767
NBN	-0.58075
C14orf94	-0.964166666666667
OCLM	-0.4005
ZSCAN18	-1.6351
L3MBTL	0.2181
TSTA3	0.692833333333333
RAC1	0.811
C19orf15	-0.0391666666666667
NFE2	-4.7895
KLK14	0.5275
ARSF	0.3875
MAST2	0.508
AMICA1	2.54616666666667
GTF2A1	0.58425
ATP1A3	0.97475
TC2N	2.1872
PNKP	0.39225
ODZ2	-2.425125
MATR3	-0.152
S100P	1.80575
KRT82	0.3655
CA13	1.7039
PROZ	-0.977333333333333
AASDH	-0.522142857142857
C19orf40	-0.768333333333333
DCK	-0.795076923076923
FAM5C	-0.7175
SLC6A4	-1.6935
MID1IP1	-0.476625
TESSP5	0.1795
TMOD4	0.1435
DOCK2	-1.85466666666667
TUG1	0.295125
NUP214	-0.94675
DPYSL2	-0.575727272727273
GOLM1	2.22175
MPFL	0.363
SOX13	-0.1265
SDCCAG8	0.1963
KEL	-2.36366666666667
NUP210L	-2.61
GK	0.729125
DNAJB1	0.78625
ALPK3	2.734
CHID1	0.3796
CYLC2	0.652666666666667
IKZF5	-0.547
C8orf51	-0.9505
PPM1J	-0.43325
GIMAP8	2.426
GPR101	0.0065
NR2F1	0.2425
ACAD8	-0.3475
RBM35A	0.496
GNAI2	-1.0425
METTL8	-0.420166666666667
SLC39A7	1.17025
FBXO8	-0.10125
CAMK1	-1.298
RFC3	-1.202
FAM129A	-1.715
ILF2	-0.769
FGFBP3	-1.225625
NOM1	0.352333333333333
PSMA3	-0.23825
ASCC3	0.8727
ZYG11A	-4.51125
SOX21	-1.5495
LYRM1	0.248
DEFB1	1.915
LOC91431	-1.74366666666667
OR7C2	2.2815
FAM46B	-2.47675
TMEM18	-0.921625
ARHGAP30	-0.5635
TMEM86A	0.70625
EPHA2	0.548166666666667
C10orf46	0.21595
TCHH	-1.00416666666667
C3orf30	-0.0456666666666667
LOC285636	-0.2255
PAIP2	-1.42025
CYP2U1	-0.64275
C12orf34	-0.08425
SARS2	-0.563666666666667
ZCWPW1	-0.0575
SAMD12	1.7625
KIAA1430	-0.0315
ACAT1	-1.5575
MEOX1	1.03516666666667
ADAMDEC1	7.6065
PHKA2	-0.27025
CARD11	0.660833333333333
CALML4	3.0885
TSSC1	-0.625
TMEM45A	-2.58422222222222
MPP7	1.035625
POU1F1	0.1225
SLC2A13	0.1845
FBN2	-1.01778571428571
ZC3H7A	-0.0365
LAIR2	-0.4135
ST3GAL1	-0.9485
LCT	-3.589
GEMIN8	0.411
KLF16	1.171
HIF3A	0.373
FAM44A	0.250428571428571
AQP10	-0.9172
PLA2G2A	4.6435
FOLH1	0.303666666666667
C20orf186	-0.0595
MAPKAP1	-0.512875
SPRR2D	-1.286
UBQLN4	0.00766666666666666
RSHL1	-0.2575
PIAS3	-0.905
MRPL24	-0.2325
GREB1	-4.2905
FAM27E3	-1.8395
NUP62CL	0.81525
NEUROG3	1.9905
REEP3	0.93025
MARK1	-1.947125
LMBRD1	0.777
PRPF19	0.183
PNMT	-1.79716666666667
CTGLF1	-0.667
SLC25A16	0.03575
EIF2B3	-1.659
RPA2	-1.10275
PAK6	1.504
CCDC26	-4.284625
SEMA3E	-1.596375
MXD4	0.0137
TNFSF10	3.0784
SMARCB1	-1.03716666666667
DTX3L	1.125
PLA2G4E	0.248
PPAP2A	0.723
ULK1	-0.855333333333333
TAS1R3	0.319
SLC2A3	-3.279
ARID3A	0.179
GNG5	-0.1305
ACOX1	0.85
KIF5B	0.4395
NUP153	-0.66425
MUC7	-0.2565
CSDE1	-0.567142857142857
CLPTM1	-0.734
C3orf23	0.0545
LRRC17	-2.20233333333333
TTYH3	-0.169
ATP5B	-1.165
ELF3	2.9959
CPSF3L	-0.77
ZNF665	0.460333333333333
TLR6	-1.0107
GPI	-0.812625
RAD9A	0.078
NDST4	-3.7095
AGPAT3	0.818916666666667
MAGI3	1.621
ADORA2A	-1.542875
CACNG7	-0.124
CAMK2D	0.209928571428571
CCHCR1	-0.1975
RPS27A	-0.3005
OR10G7	0.120833333333333
GCM2	-0.0015
FAM135B	0.763
E2F1	-0.926
PLCB3	0.80025
OR2AE1	-0.0155
COIL	-1.071
CDC25C	-0.942
RAB11FIP2	0.172083333333333
TSC2	0.15
CTGLF5	-0.648
CCDC108	0.6423
OR13C4	0.07375
C10orf81	4.48775
PTPRB	2.58625
ACP2	-0.34475
LAG3	-0.0905
MRPL54	-0.37675
LOC201175	1.5875
ITGB1BP3	-1.19925
SPTAN1	0.191166666666667
SIPA1L2	-0.26925
RCAN2	-0.8425
CDX2	5.315
ECOP	0.4145
ACTR1A	-0.285
PPARG	2.453
BBS10	0.0813333333333333
TMEM44	0.4585
BPIL2	0.65
CITED1	-0.8905
IRF6	3.8095
PRDM4	0.722166666666667
RRP9	-0.0386666666666667
OR10H4	0.64325
IL31RA	-0.70825
GNB1L	-0.433333333333333
MYBL2	-0.430875
ZNF407	0.624
PPIG	0.222833333333333
TTC18	-0.476
RPSA	0.4215
MAPT	-1.202625
MRE11A	0.116714285714286
C8orf37	-1.9485
RASGEF1C	-0.7645
STBD1	0.3735
CTAG2	-0.636666666666667
MGAT5B	-2.765
ECM1	0.018875
RLN1	0.138
PARP14	0.412625
EPB41L1	1.9872
HOXA3	2.14716666666667
MAGEA9	-4.1295
RPS8	-0.7215
RPS19BP1	0.019
FOXJ2	-0.308375
C10orf76	0.0845
IL17RE	1.975
C10orf65	-2.43775
ZNF343	-0.896166666666666
FBXO33	-0.15575
UHMK1	-0.0073
LY6G6C	0.11025
FGF19	-0.83625
C14orf128	-0.0693333333333333
IFIT2	0.913
TIGD1	0.1875
S100G	-0.639
GUCY1B3	0.9215
NR3C1	-1.6986
CORO1B	0.417666666666667
PARP11	0.348333333333333
DNALI1	2.00783333333333
OR4N4	0.055125
MAP2K6	1.79533333333333
FSTL4	-0.509
ANKRD47	0.96775
TMEM171	2.87
PNLIP	-0.34375
YY1	0.249333333333333
CCDC138	-1.36716666666667
AASDHPPT	-0.3184
CKS1B	-0.3207
MCM3	-0.300666666666667
ANAPC7	-0.819
FAM110A	0.2965
CDC37L1	0.872333333333333
THTPA	-0.36575
NBPF20	-0.3515
WDR24	-0.209
NPTX2	-2.2165
CBLB	1.073
CETN1	0.473333333333333
RPUSD1	0.2985
FAF1	-0.64475
CDK6	-0.8311
HMX2	0.569
CSK	-0.896833333333333
TEAD2	0.2085
SNAP25	-1.113
TUFT1	1.0814
TMTC3	-0.205
LCK	-2.14775
SGOL1	0.289666666666667
AKTIP	0.0125
FURIN	0.22275
SOX12	-2.37566666666667
DEFB103A	0.24725
RAMP1	0.50975
KIR3DX1	-0.284
GAS2L3	0.67625
PDE8A	-0.19
EDN3	6.825
GMIP	1.5445
SF3A2	1.22325
FN3KRP	-0.606
SMAD7	0.214
RHBDD2	0.30575
OR11H6	0.234
PPP1R3B	0.1449
C9orf23	0.376
CADPS	4.0295
GOLGA8A	-2.496625
TMEM57	0.219166666666667
RGL3	0.2955
S100A14	1.79475
FGFR2	-0.4004375
XRCC3	-0.133
RTN4RL2	0.51575
MGC3771	-1.5135
GH2	0.4795
BTBD2	-0.201
LMO2	-1.23475
RDBP	-0.11375
ACRBP	-2.406
AMY2A	0.8405
DUOXA1	1.3705
PTK7	-1.09566666666667
TWF2	-0.362166666666667
FAM80A	0.35575
TNNI2	-3.639
GLT25D1	-0.597666666666667
OCC-1	-0.03475
CYC1	-1.04716666666667
RPL22	-0.0245454545454545
MORN3	-0.810833333333333
DISP1	-0.24325
PRB2	0.1145
CHUK	-0.686
HR	0.8265
CCDC134	-0.368
DENND4B	-0.5265
C14orf130	-0.25
RAB33A	-2.05325
DCST2	0.461
TNMD	-0.02075
PEX7	1.30525
FAM62A	-0.1085
SRD5A2L	-1.1155
IL22	0.101
RPS26	-0.751833333333333
HOXC5	-0.533
SPATA6	-0.39775
FLJ38482	1.064875
ZNF234	1.0955
C18orf22	0.14375
SPATA22	0.4365
THOC1	-0.787
CYP7B1	1.39625
KCNC3	-0.12425
C8orf42	-2.3065
ALDH1B1	0.925666666666667
CCDC100	-0.5224
ARMC4	-3.62675
FAM18B2	-0.43975
SLC44A1	1.41025
FBXO17	-2.14383333333333
C6orf107	-0.32
C19orf29	-0.32675
ZC3HAV1L	0.6525
PARP6	-0.5127
SULT2A1	-4.836625
C1orf159	-0.47375
TMC1	-0.87225
CHST14	-1.323375
GAMT	-3.22666666666667
SMCP	0.161
TSPAN33	-0.603083333333333
MIDN	1.039375
NOX4	0.8375
RNASEN	-0.7347
TBX1	-2.766
SALL2	-3.196
C10orf35	-0.29825
CYP2E1	-1.30475
LRFN2	2.79466666666667
ACO1	-0.572166666666667
IQCG	-1.261
MEGF9	0.0865
TM7SF4	1.4645
PLEKHA1	1.1092
STK33	-3.38625
C1orf210	3.08975
SNUPN	-0.6035
KIAA0406	-0.8519
C20orf29	-0.54625
TMEM55B	-0.27
OSTM1	-0.93625
CLCN7	-0.173
OTP	0.1065
FLJ23049	-0.62225
HEATR4	-0.071
MAP3K10	1.31416666666667
PCDHGA9	0.33
AMDHD2	-1.255
LCTL	-1.5035
PDCD2L	0.0105
CABLES2	0.60925
SLC5A9	0.34575
CLCA2	-3.097
MGC16025	-0.1445
STRAP	-0.833166666666667
C20orf196	-0.208
RRBP1	1.3115
NAT13	-0.41625
MAT2B	-0.268
CSNK1D	-0.969
KIR3DL1	0.48875
PRKAG3	0.0425
ZNF599	-0.613
PRM3	0.876
PER2	1.204
ASPHD1	-0.418
PRMT6	-0.72
KCNE1L	-0.302357142857143
FAM118A	-0.1095
TAF4	0.71725
NDUFB6	-0.57225
TRIM9	-1.71341666666667
PMFBP1	1.38975
KY	0.137
DKFZp762E1312	-0.460545454545455
CSMD1	-1.7025
TBP	0.00733333333333333
OR1Q1	0.245
RETNLB	4.3255
HPGD	2.81164285714286
DNAJC12	-1.59883333333333
FKBP1B	-0.1445
ANKRD24	-1.52833333333333
CXXC5	0.430666666666667
IL3	-0.00237500000000003
DRAM	-0.1308
PTCH1	1.136375
TP53BP1	-0.76075
SLC17A7	0.15525
COL25A1	-1.7831
AMACR	1.861
RHCG	-0.00675000000000001
VPS13A	0.324833333333333
FAM55D	7.4035
PRPF38B	-0.24275
OSBPL6	-2.76225
PFDN5	-0.1368
CMTM6	1.57075
KCNK12	-1.48825
RP2	0.59525
C16orf52	-1.07625
PICK1	-0.6905
IFNE1	-1.619
SEMA4B	-0.11975
TYRO3	-1.88625
OR12D2	0.1065
CSNK1A1	0.0885
FANCF	1.9965
LONP2	0.5215
TBL1Y	-1.55075
LDOC1L	-0.609875
CCNC	0.2245
C3orf60	0.4295
CHKA	-0.28925
UBAP1	-0.1205
MAP3K1	-0.957
ANKRD9	-0.23975
FAM92A1	-1.3545
GAB2	0.399125
AZU1	-0.61125
DIS3	0.419166666666667
C21orf109	-1.31175
IQCB1	-0.0315
SPATS2	-0.976
EFCAB3	0.49075
PRB3	0.887
FUZ	-1.12483333333333
ZNF813	0.759375
BMPER	-1.792
HEG1	-0.947125
ALS2CR11	-2.3825
SURF2	0.205
PSMC1	0.104083333333333
OR2D2	0.7165
SLC7A8	1.84183333333333
C4orf40	0.4065
SPATA7	0.154
MAZ	0.341083333333333
PIN4	-0.20975
PDE1A	-1.178
TAF6L	-0.00783333333333334
OR2T34	0.4975
KIAA0284	0.8615
ACADS	1.07663636363636
MKRN2	-1.0715
C18orf56	-2.131
MS4A6E	0.175166666666667
GALNT4	2.924
C22orf31	0.407
FLJ36070	0.691
PSME4	-0.241
TFG	0.0487
EPHX2	0.7265
ANXA5	-0.9185
KRTAP1-1	0.1021
BATF	2.4625
KARS	-0.3805
MSTP9	-0.801
GPR26	-0.319625
CCDC72	0.77525
TEF	0.163333333333333
FOXK1	0.6976
PRLHR	0.3435
EMX1	0.634
C11orf30	-0.14225
ICK	0.920875
THSD7B	-0.6385
C21orf100	-0.716
DUOX1	1.428
EFCAB4B	1.04225
UBE2G2	-0.507666666666667
C3orf54	-0.29875
PARP1	-1.631
FAM60A	0.201333333333333
C6orf146	-0.3915
OR9K2	0.4965
DDX55	-0.484666666666667
RPS15	0.500916666666667
ZNF618	-0.3905
DKFZp686D0972	0.432
SSPO	-0.348
SHFM3P1	-0.537333333333333
CPA6	1.66475
JAG2	0.15575
DEFA3	1.46375
PPBPL2	0.306333333333333
CD34	3.526125
SLCO4A1	-0.056
AFG3L1	-0.0303333333333333
SHD	2.54375
RP13-122B23.3	-0.458666666666667
PRKCSH	-0.805666666666667
DPH5	-1.09716666666667
HLA-F	1.597
TBC1D4	1.05825
RIG	0.1545
GLUD1	-0.4855
HNRPCL1	-0.9055
HBXIP	-0.8125
RNF207	-0.992
APIP	-0.4145
PLA2G3	-2.5535
CCDC84	-0.86375
MYLIP	-0.00738461538461541
PHIP	-0.2765
AARS2	-0.0401666666666667
DHX32	0.53975
SCAPER	0.03
MEN1	-0.371625
NIP7	0.1005
FLJ25404	0.925
FASTKD3	-0.84925
TMEM158	-1.55766666666667
RARA	0.801
BDH1	1.504
ANKRD16	-0.20775
CARM1	0.725
SS18	-0.572
IKZF2	-0.721333333333333
MYD88	0.941125
PML	-0.0748
TAF1A	-0.5685
CBFB	0.46475
HIST1H3H	-0.840166666666667
C7orf29	-0.28275
COMMD4	-0.919166666666667
DPP3	0.726
DAB2	0.831
LOC388882	-0.3655
YPEL4	-0.86225
AGBL3	1.225
LRP6	0.785
SERPINH1	0.02725
TLE1	0.82125
CD244	0.396333333333333
ZDHHC15	-2.329
MGLL	1.53
PLDN	-0.459916666666667
LOC654346	2.2075
FAP	1.9845
GPR37	-1.9265
SCARA5	1.32566666666667
EBF4	0.229363636363636
LSM6	-0.03275
MLLT1	-0.223375
SLC5A12	0.17625
A2BP1	-0.4905
COPS5	-0.578666666666667
TPM4	0.0442857142857143
TNFSF4	1.08066666666667
ACADSB	-0.696277777777778
HERPUD1	0.0285
BCL2L11	-0.616055555555555
CEP78	-0.928
CDCA3	0.428
WBSCR19	0.2265
MYO1A	5.204
PPEF1	-0.0866666666666667
LOC440348	0.45825
CPEB2	-0.158375
BPTF	-0.879
RPL21	1.23425
GSX2	-0.016
ADPRH	1.10066666666667
C17orf68	-0.488
KCNS1	-0.397333333333333
MLLT6	0.4974
PIWIL4	4.23675
RNF26	-0.9125
RAP1B	0.431375
ADAMTS1	-2.3917
ZNF571	-0.6685
P2RY6	-0.687
TRIM21	1.45266666666667
CADM3	0.1125
NLRC5	0.794666666666667
ADRA2B	0.0766666666666667
LOC90835	-0.919375
PCF11	0.124
LOC400451	-0.11975
GLTSCR1	1.0767
C17orf88	-0.359666666666667
CDH16	-0.3105
FGF7	1.840875
PCSK4	0.0736666666666667
NPC1L1	-1.17316666666667
TAT	0.095375
TBCA	-1.209
MGC33407	-0.085
GPR115	2.892375
CYGB	0.1515
FNBP4	-0.0533333333333333
C12orf43	-0.34075
CBL	-0.4795
CLECL1	0.16775
PPAPDC1A	0.75225
WDR25	-0.221
SGCA	1.767
C22orf29	-1.58683333333333
YIPF1	0.56
GALK2	-0.60475
RAB3B	-3.26533333333333
LOC440087	-0.685
UCP1	-1.192
REEP5	0.177
FADD	-0.1159
FOXA1	-1.32
CACNA1A	0.3915
ABI1	0.132
GRIN2D	1.35675
SLC1A4	-0.1495
LOC401127	-0.40775
HINT2	-0.1455
PLD4	-0.6345
ZNF286A	-1.37375
ENY2	-0.82925
IL1F6	0.216
PXDNL	-0.787
C20orf79	-0.34325
TNFSF13B	1.41183333333333
DENND3	0.36075
JARID1D	0.366
HIST1H2AK	-0.1145
LOC93349	0.0177
SSH1	-0.3926
ENSA	-0.8185
LOC219854	-0.907333333333333
CKAP2	1.0156
DKFZP564J102	-0.161
MGC87315	1.057
HNRPAB	-0.406
AMH	-1.1455
ZNF526	0.8295
BRUNOL5	-0.2397
CACNG3	0.419833333333333
TRPM1	-1.7545
PPP2R1A	0.22425
COL2A1	-1.741
DDN	0.184166666666667
FLJ25770	0.121166666666667
HK2	-0.3065
ELOVL6	-0.25975
MDK	-0.02625
EPHX1	-1.0655
RASSF2	0.044375
DKFZP434B0335	0.2275
DLX3	0.787125
PRTN3	-0.917
AVPR1A	-0.09175
C21orf125	-1.6415
TNFAIP8	-1.12416666666667
GNB2L1	-1.0825
CALCRL	1.8475
SCGB2A2	-0.1938
UBXD7	-0.358
ZNF674	-0.484
TMEM35	0.48375
BRSK2	-0.410375
HECTD3	0.1375
TMEM188	-0.263833333333333
LGALS9	2.168875
SCARB2	0.171333333333333
USP34	-0.775416666666667
C17orf28	0.06575
ZDHHC23	0.93525
AQP12B	2.462
SLC16A3	-1.247875
APLP2	-0.389125
ITIH2	-4.9625
MICAL3	0.390125
TNNI3K	-0.2853
HDAC2	0.101
PRR7	0.1715
THBS2	-0.57675
LOC751071	-0.584166666666667
CA2	3.408
RANBP17	-1.281
RLN3	0.2995
CRYZ	-0.627666666666667
GBAS	-0.00683333333333334
TAS1R1	-0.4355
MPZL3	0.402
PCDH8	-1.42975
HSP90B1	-0.198833333333333
KCNK15	-0.6325
TNIP2	-0.496833333333333
GPR146	-1.5925
NOL6	0.1965
SPC25	-1.56122222222222
STEAP2	2.68214285714286
VAMP3	-0.411
TCIRG1	0.37575
ZP4	-0.159666666666667
PARL	-0.68025
TRIM39	0.1625
KIAA1305	1.86925
CRNN	0.182333333333333
GRN	0.21225
HSH2D	-0.05625
SCAMP1	-0.4326875
KIAA1913	3.58275
PTS	-0.39925
BANP	-0.0431428571428571
PRKACG	0.26575
ADCY6	0.458166666666667
C16orf46	0.05
CYP51A1	0.79575
DDC	3.92625
ANPEP	1.04433333333333
PROM1	2.92183333333333
SIGLEC10	1.7645
COPG	0.186
FAM26E	0.000875000000000018
TRIP4	-0.05375
SNX3	-0.75
C1orf175	1.53783333333333
PPY2	-0.3895
C14orf152	0.0585
FTSJ1	-0.631333333333333
DST	0.7378
LOC554235	0.293
GLRX5	-0.38925
C20orf12	-0.3289
CAB39	0.898833333333333
MSH2	-1.49166666666667
PIP4K2C	1.306875
CYLD	0.03425
WTAP	0.635
MGAT4A	1.23433333333333
TSC22D4	-0.00629999999999999
CHRM2	2.292
PPYR1	0.558166666666667
CCNH	-1.01566666666667
RRM1	-0.38825
ECAT8	-3.6025
LOC400120	-0.18375
GABRA4	-0.220375
C14orf4	0.6455
C1orf59	-0.00825
CTDSPL	1.23125
NHEDC2	-1.753
PDE11A	-1.12775
KLHL29	-0.6235
CD5	-1.0734
TSPAN9	0.076
WDR67	-0.71975
THUMPD1	0.2803
C18orf17	-1.521
CLYBL	1.65466666666667
FLJ13231	-1.016625
CMBL	0.846625
LECT2	-0.3955
NKAPL	1.01216666666667
LOC654780	0.5745
OR4C6	-0.3585
RAB30	-0.695833333333333
TSSK4	-0.1285
TMEM163	-0.435
OSBPL11	0.363583333333333
GNB5	-2.6075
CCL21	1.4905
C1orf121	0.0498333333333333
FMO2	0.280666666666667
RPTN	-0.196
MSTN	-0.23
VCL	-0.242071428571429
FYTTD1	-0.69675
C11orf1	-0.6995
CCDC88C	0.807875
HFE	-0.0155
MOGAT1	0.9055
FAM125B	0.9355
IRGQ	0.192
RAVER2	1.33175
AKAP5	-0.0255
SSSCA1	0.0255
C11orf63	-0.97375
ACTG2	2.096
PORCN	-1.0535
DTL	-1.40227272727273
TMEM151	0.56925
FAM122C	-0.914
RSAD2	1.1988
BAT4	-0.846
KRTDAP	-2.63516666666667
MYH8	-0.51525
CRTC3	-0.26175
LRRFIP2	0.6585
INTS4	-0.390333333333333
TTN	-1.2155
SLC26A5	0.3875
PLLP	-0.12075
RGS6	-0.62425
SRGAP3	0.032625
ZNF525	0.521666666666667
NBR2	-0.796333333333333
C13orf1	1.7529
ZNF137	0.27
CEP27	-1.071
BEST2	3.4585
RNF121	-0.32075
DMRTC2	-0.051
C8orf76	-0.2215
BCCIP	-0.976375
MEST	0.691
HTRA2	-0.664
ANGPTL2	0.387
ILKAP	0.0946666666666667
ERAS	0.3335
HBS1L	-0.796375
CPA5	0.284
TMEM30A	-0.365666666666667
CD300LF	1.78633333333333
WISP3	-0.463
CRK	-0.0753571428571429
PDS5A	-0.7
BRPF3	0.499833333333333
NEDD9	0.286875
SMPDL3B	1.4445
PSG6	0.417
PSMD13	0.19125
ETV5	-3.0526875
OR51A4	0.5865
BTBD7	0.906083333333333
GSTO1	-1.27525
hCG_16001	0.1505
MAD2L1BP	0.0976666666666667
COX6A2	1.5425
SCNN1A	3.282
LSM1	-0.904666666666667
UGT2B11	-0.33725
IDUA	0.0985
PPP2R3C	-0.6255
COX11	-1.6565
PDZK1	-0.30525
ZNF443	1.14716666666667
MGC21874	-0.0688333333333333
ZNF323	0.2311
KRTAP10-10	0.307
CXCL6	2.172
SLC34A2	0.218
LOC284402	0.104
NPTN	0.492083333333333
UPP1	-0.42375
SLC6A9	-0.5105
OR7G3	-0.05425
CISD1	-0.375333333333333
ZNF545	-2.63683333333333
SYT14	-0.93
NT5C3L	-1.36783333333333
ZNHIT3	-0.932166666666667
SNRPD3	-0.6675
KIAA0701	-0.79025
UNC93B1	0.9555
GMNN	-0.85175
SPCS2	0.168166666666667
LOC388524	0.765
NAPRT1	0.708875
