Hybridization REF	TCGA-AA-A00Q-01A-01R-A002-07
PORCN	-1.3445
DTL	-1.45045454545455
TMEM151	0.73825
FAM122C	-0.82825
RSAD2	1.4427
BAT4	-0.716
KRTDAP	-1.75016666666667
MYH8	-0.220375
CRTC3	-0.02625
LRRFIP2	0.6505
INTS4	-0.7405
TTN	-1.5115
SLC26A5	0.7755
PLLP	-0.98625
RGS6	-0.247
SRGAP3	0.859625
ZNF525	0.469833333333333
NBR2	-0.687666666666667
C13orf1	1.6035
ZNF137	0.2075
CEP27	-1.21525
BEST2	0.5195
RNF121	-0.47625
DMRTC2	-0.902
C8orf76	-0.06875
BCCIP	-0.861125
MEST	0.7345
HTRA2	-0.6035
ANGPTL2	-0.368
ILKAP	0.406166666666667
ERAS	0.0235
HBS1L	-0.53475
CPA5	0.395
TMEM30A	0.501333333333333
CD300LF	1.48433333333333
WISP3	0.1845
CRK	0.31
PDS5A	-0.5028
BRPF3	0.618666666666667
NEDD9	0.118125
SMPDL3B	1.6295
PSG6	0.878
PSMD13	-0.448
ETV5	-2.0745
OR51A4	0.0905
BTBD7	0.6185
GSTO1	-0.389375
hCG_16001	0.6925
MAD2L1BP	0.0956666666666667
COX6A2	0.9565
SCNN1A	2.51916666666667
LSM1	0.043
UGT2B11	-1.6715
IDUA	0.2425
PPP2R3C	-0.392833333333333
COX11	-0.0291666666666667
PDZK1	-0.956
ZNF443	1.079
MGC21874	0.0246666666666667
ZNF323	0.4745
KRTAP10-10	0.407
CXCL6	1.35125
SLC34A2	0.2079
LOC284402	0.3375
NPTN	0.716583333333333
UPP1	-1.03083333333333
SLC6A9	-0.5685
OR7G3	0.4775
CISD1	-0.155333333333333
ZNF545	-3.4215
SYT14	-0.772
NT5C3L	-1.156
ZNHIT3	-0.596
SNRPD3	-0.9415
KIAA0701	-0.768125
UNC93B1	0.370666666666667
GMNN	-1.146
SPCS2	0.0555
LOC388524	0.89
NAPRT1	0.957125
PNLIPRP1	1.06366666666667
OR6V1	0.805
PRKAB1	1.78
EYA4	-2.44283333333333
KIF20A	-1.734
ALG10	-0.415
ITPKC	1.10983333333333
LMX1B	-0.0981666666666667
RPUSD4	0.0658333333333333
C7orf34	0.0995
DLGAP2	-0.393875
PFN1	-0.058
MICALL2	0.66825
ZNF654	0.029
SS18L1	-0.615125
SLC16A8	0.6215
MKI67IP	0.285333333333333
ITGB3	-1.079125
TCEA3	2.87175
CEP152	-1.064875
CLIP1	0.597375
ZNF75	0.646625
ATP5C1	-0.307333333333333
NUDT5	-0.725
PSCDBP	-0.197
UBP1	0.1665
RBM27	-0.35325
C13orf15	1.813125
ZNF282	0.0781666666666667
ZNF222	-0.7091
COL10A1	3.57625
PRDM15	-1.15275
TTTY5	-0.3695
FAM9C	-0.564636363636364
C20orf67	0.47825
GNG13	-0.037
F12	1.60675
C1orf41	-1.28725
CPXCR1	-0.511
GSK3A	0.410625
SUPT6H	-0.576333333333333
PI16	-1.042
ELL2	-1.54558333333333
C9orf167	1.95516666666667
PVRL3	0.6687
FLJ38596	0.46875
ADAM20	-0.01875
GPR89A	0.0175
GPR87	-2.7175
ZNF30	-0.0165
SMR3B	-0.198
ZNF770	0.201375
TRPC4AP	-0.170833333333333
DKFZP686E2158	0.962666666666667
C2orf28	-0.3825
FREM1	0.902833333333333
LAMA4	0.099
ADPRHL2	-0.377
EIF4G2	0.6025
GUCA1A	-0.3495
CTNNA2	-0.775375
NUDT15	-0.394
CEPT1	-0.466666666666667
ZNFX1	0.6622
CCDC92	0.88075
TDRD1	-1.114
KCNK5	1.49716666666667
ETNK1	0.12
LTA	0.1405
TTPA	1.29116666666667
B3GALNT2	-0.3145
SC65	-1.1645
PEX5L	-1.322
EPS15L1	-0.6875
MGEA5	0.2915
HIST1H3A	0.66825
ING1	0.542625
BCAT1	-3.69575
ORC6L	-1.716
KLK11	-4.00816666666667
C19orf28	-0.859875
DNER	-4.019875
MED22	-1.11621428571429
ETV6	1.41608333333333
CHAC2	-1.7255
CD300E	0.214
CEBPB	0.00116666666666667
ZNF398	-0.14025
LRCH3	-0.114
HMGA1	-0.309333333333333
CAPN7	0.0653333333333333
MGC5566	-2.7045
CCL3	2.009125
NANOS1	-1.404375
ZFYVE19	-0.66
APITD1	-0.9205
PARD3	0.208625
IRAK4	0.2735
SERPINI2	-0.2
CEP170L	-1.831
TTC9	0.821125
MYOM3	2.866
MLPH	-1.54075
LOC222699	-0.956
NRG1	-1.94258333333333
TBC1D9	-2.86627272727273
TTK	-1.02716666666667
ZNF557	0.5252
DDX41	-0.831333333333333
FANK1	1.725
UBE2D2	-0.188375
PSMB10	1.760875
MYH7B	1.0755
GABARAPL2	-0.528375
MARVELD2	2.08583333333333
DGCR2	0.309166666666667
UNC45A	-0.232333333333333
C6orf72	-0.4275
ZNF683	2.9065
GIT2	0.0445
CASK	1.6505
C14orf161	1.21366666666667
LRRC44	-0.873
TIFA	-1.344875
UTP11L	-1.584375
C6orf65	-2.49625
FDPS	-0.38325
DUSP9	-1.7586
SLC17A8	-0.260833333333333
OR51G1	0.123
NANS	0.38325
OLFML1	0.9775
ATP10B	4.3545
NPAS3	-1.04475
PRKCA	-0.8318
GGA2	-0.333375
LCE4A	0.4275
SPANXN3	0.3945
CCDC115	0.9605
SDCCAG3	-0.631
GLIPR1L1	0.18025
TTC1	-0.11075
C17orf76	4.0415
MAD2L2	-2.42325
HIPK1	-0.1703
LRRC3B	-0.528166666666667
CLN3	-0.183863636363636
C17orf47	0.02
FMN2	-2.7035
TUBB1	-1.58642857142857
WAPAL	0.139166666666667
C3orf21	-1.163375
SCN5A	-0.4564
SMYD1	0.0673333333333333
BEX5	0.252
ZNF192	-0.1105
SEC22A	-0.271166666666667
GRIA2	0.591571428571429
KIAA0825	-1.341
NUSAP1	-1.39309090909091
LANCL1	-0.694875
C15orf40	-0.4417
ZNF645	0.125
GPR61	0.63675
NLRP14	0.1975
SNX21	0.1607
C1QTNF8	0.224
C17orf46	0.33025
IFNA8	0.1035
SPRR1B	-1.29266666666667
FLRT1	0.052
SNX17	-0.7775
ASB2	0.848166666666667
HBG1	-5.1705
RPRML	-1.94525
JOSD2	0.842833333333333
PLSCR3	0.44825
SPOCD1	-1.40666666666667
RAB39	-1.802
GHRH	-0.0896666666666667
ITIH5L	0.21125
C17orf37	0.25775
SMCR8	0.44175
DPY19L2P3	-1.29383333333333
IL11RA	-0.624833333333333
GDF3	-3.21216666666667
RPS6KB1	-1.52883333333333
DNAJC19	0.1234
TOP1	0.6885
CRCT1	0.735875
MPST	1.191625
DPM2	0.022
FAM38B	-2.6475
SLC18A1	-1.78733333333333
FARP1	0.425666666666667
PAX7	0.61575
TUBD1	-2.04325
GNL3	0.364875
BTG2	1.23706666666667
NDUFS6	-0.60975
C1orf79	-0.8055
ERAL1	-0.601
ECHS1	0.5235
VPS4A	0.0146666666666667
CYP11A1	-0.928875
ABCC6	0.802428571428571
PBX4	0.059
MOSC1	0.372
NCF4	-0.7945
HYMAI	0.3345
NAGPA	-0.37025
OTOP2	0.54125
ACOT12	0.10325
MTHFD2L	-0.533375
LOC441376	-0.966
C19orf34	0.2365
RAB1B	-0.31925
ALDOAP2	-0.46
NTRK1	-2.048
ARTS-1	0.3675
SLC6A11	-0.542
NAP1L2	-3.02775
CNGB1	0.126666666666667
EPB41L4B	1.93016666666667
FAM134B	1.893625
HS3ST3A1	-1.77
CPXM2	3.16725
SIRPB2	0.9685
CHORDC1	-1.285
TRIB3	-1.18566666666667
SLC2A5	0.563
C2orf49	-0.477833333333333
DDX5	-0.859
OR5L1	1.6145
ANAPC4	-0.0683333333333333
ZSWIM1	0.98625
LOC93622	-0.324125
KCNK3	-0.4621
RP11-35N6.1	-0.273625
ZFP161	0.253833333333333
AQP9	2.223
SLC15A2	-0.4015
MREG	-1.18816666666667
OR9I1	0.1305
PDLIM2	-0.174875
ADAM7	0.3895
GSTCD	-0.0958333333333333
WDR21A	0.012125
SLC12A8	1.54916666666667
TMEM174	0.133
IGSF3	-0.735166666666667
LRRN1	-0.969
LOC402117	-0.64
SRPK1	0.738166666666667
LY6K	-1.8770625
NFIA	1.9625
PTCD3	0.107375
LEP	0.0971666666666667
PCDH21	2.90966666666667
MAPKAPK2	-0.1695
NMNAT1	0.459
LHFPL2	-0.015375
C9orf43	0.0315
DIP2A	-0.8315
ACTR8	0.59425
CCDC34	-1.051
PTPN22	-0.9585
ITGA3	0.381125
FAM129C	-0.283
RABGGTA	-0.0165
UNC45B	-0.3275
KIAA1033	0.47175
ZNF510	-0.464333333333333
CYP2D6	0.216333333333333
SLC26A10	-1.988
STX8	-0.14825
LUZP1	0.4855
WDR89	-0.470333333333333
EIF4G3	-0.2158
C5AR1	0.38375
ZNF623	-0.753
A2M	-1.04425
TGM7	0.305
GRPEL1	-0.0298333333333333
LMNB2	-0.2841
ROCK2	1.328
SNX16	-1.25025
CCDC66	-0.33675
ANXA3	2.5815
KIAA1609	0.040875
EED	-0.91025
RNF32	0.678666666666667
HES1	0.4299
CLC	0.453166666666667
ISL1	0.2855
KIAA0528	0.507125
MANEA	0.2165
C1orf61	-2.328
hCG_2001000	0.966
RAPGEF6	-0.6477
KIAA0020	0.386666666666667
NEIL1	1.4225
C16orf45	-2.175
RBM10	-0.016
C10orf125	-0.227625
MRS2L	-0.17525
DNAH17	-1.485375
C19orf10	-0.57575
C1orf160	-0.0175
SLFN12	-1.227
EXOC3	-0.237333333333333
HIST3H3	-0.1275
NCOR2	0.3705
TNFRSF9	1.43925
MFSD8	-0.32675
ALX1	-3.62083333333333
NOL1	-0.40275
PODN	1.59175
TIAL1	-1.25925
HIST1H1E	-2.26925
NPY6R	0.54625
TM4SF4	2.186
CORO2A	1.1305
ETNK2	-2.60916666666667
APOE	-0.6637
ANGPT4	0.304
HDGF2	-0.4045
G30	0.0925
ST8SIA4	-1.47642857142857
F2RL1	3.4035
FAM19A4	-3.27166666666667
CCAR1	-0.6385
B3GNT7	0.73525
OPHN1	-0.2304
DSCR6	0.5385
C21orf13	-0.991
GAS2L1	-0.397333333333333
RFX3	-0.55
COPS4	-1.009125
BCHE	-4.877
BCL2	-1.9245
HBZ	-2.83116666666667
ARL13B	-1.016375
MAPBPIP	0.715
MYO15B	2.357875
SPZ1	-0.23875
KIAA1324	-0.205111111111111
PLCL2	-0.688875
C4orf29	-0.3265
WDFY2	-1.605375
ZNF284	-1.237
NAALADL1	-0.399
DUSP5	-0.875166666666667
PXDN	-1.4375
SLMO1	-0.0685
TNXB	0.7351
BIRC7	-0.852
A4GALT	-0.621833333333333
TIMM22	-0.9995
FAM110C	1.7925
TOMM34	0.32425
ABHD9	0.1865
ADAM32	3.277
CRHBP	-0.7325
AQP2	0.576125
LOC130355	-0.02975
ZNF187	-0.3145
ZNF816A	1.5055
F7	-0.6015
CNOT1	0.6176
SLC13A4	-1.15625
ZBTB11	-0.54125
B3GALT5	1.26025
EXOC2	0.352833333333333
IRS1	0.6069
TMEM1	0.818333333333333
MRPL34	-0.0108333333333333
SAMM50	-0.6545
CDC42EP3	-0.13925
HSF2	-1.3128
MFN2	-0.57725
TSPAN7	-2.32633333333333
NUCB1	0.3725
RHOH	-2.5935
ARL16	-0.2435
TACR1	0.0975
SFRS5	-0.571166666666667
SNX25	0.27
RHBDF1	0.888
PCDH18	1.15683333333333
HMG1L1	0.8035
MYO5C	1.217
MAPK10	0.0785
LDHAL6A	0.279666666666667
NUDT12	0.5145
NCAM1	-0.308375
GLIS2	0.4895
GGTL4	-0.61225
DAPP1	-0.58675
ATF7	0.613625
KIAA0748	-1.29425
NFIL3	-0.634
TM6SF1	-0.5733
SEZ6	0.178875
NANOS3	0.954
DNAJA3	0.1085
CLDN6	-2.169
CIITA	2.2125
EPHA4	-0.979916666666667
FANCC	0.325
CMTM3	-1.86375
PSG3	-0.43175
MRPL15	0.21075
C21orf59	0.20575
PLCXD2	0.35425
C2orf34	0.20925
UBE2L6	0.403875
MED14	0.232666666666667
HP1BP3	-0.8096
C6orf208	0.208
TPBG	-1.01075
OSR2	-1.569125
XPC	0.162666666666667
KLHL7	-0.729583333333333
CCR3	-0.96
AGTPBP1	-0.194333333333333
PCSK6	0.065
STAT5A	-1.2679
FAM18B	0.077
LONRF2	-3.96116666666667
PTPN2	-0.80375
SF3A3	-1.06133333333333
EFCBP2	-0.36275
HCFC1	-0.5775
AHNAK	-0.31775
ACTR5	-0.09375
KIF14	-1.77542857142857
TENC1	0.0685
HEATR5B	0.2445
YIPF2	0.253333333333333
MYEOV2	0.200333333333333
DUSP18	1.92675
KIAA1012	-0.43875
AHR	-0.0483333333333333
C17orf53	-1.6985
PTPRH	1.28375
ATP6V1C1	-0.1923
TAS2R3	-0.0905
LOC440356	-1.217
COQ10B	-0.00625
PSMF1	-0.39025
SORBS2	2.42041666666667
NFE2L2	0.50275
TMCO7	0.3975
SH3PXD2A	-0.1105
SH2D2A	0.1735
SPINK5	0.6905
MRPS24	-0.35275
OPA3	0.6925
TRAF7	-0.3105
C4orf35	0.199166666666667
MT1G	-0.15025
MGC39545	0.49625
HS1BP3	0.0226
OR2B2	0.371
CHRM4	0.2655
SFRP2	-2.417
RIC3	-1.07175
ART1	-0.1635
C6orf1	0.09075
DUS4L	-0.244
C10orf104	0.22425
TNFAIP6	1.29575
RTEL1	0.855
CCT4	-0.4178
ZNF709	0.08
CHMP6	0.0346666666666667
UPP2	0.0465
CYP19A1	-3.5535
CD151	-0.932666666666667
NDUFA13	0.181666666666667
ARFRP1	-0.6945
FAM26B	-0.6925
CRYBA1	-1.7125
MRPL41	0.420833333333333
NPFFR2	-1.134
HRH2	0.2325
SCAMP3	-0.611166666666667
MTMR6	1.144
MTG1	-0.727
UBTD1	-0.7105
CRABP1	-2.087
FLJ33790	0.569
KIAA1908	-1.45183333333333
GPR158	-1.71875
PACSIN3	-2.25116666666667
OMD	-0.0215
CATSPER1	-0.976666666666667
HOXB8	3.561
FBXO46	0.8645
OAS1	1.57283333333333
SVIL	0.34175
PHB2	-0.47625
ADCY3	0.7765
NDRG2	0.962333333333333
ERMAP	-0.2758
APBA2	-1.8
IGSF9	1.513
WNT6	-0.593214285714286
MYCBPAP	-1.497
ATP2B2	-0.2496
CPVL	-2.0525
TRAM2	-0.551416666666667
NOP5/NOP58	0.4235
ZNRF4	0.3475
TLK1	-0.0435
MTMR12	-0.556357142857143
ZNF384	-0.0753333333333333
FAM9B	-2.16425
RPN1	0.0544
PMVK	0.0015
EIF3D	-0.3421
SIX2	-1.39675
HPS1	0.265785714285714
RNF7	0.35125
PSKH2	0.5
KCTD13	-0.3115
CSMD3	-0.4794
FBF1	-0.199
IL8	-2.570875
SERPINB13	-0.0233636363636364
FBXL20	-0.4945
BLR1	0.4465
SH2B1	-0.537833333333333
RFNG	-0.851625
RAB20	1.64833333333333
RBM7	0.18375
POLR1A	-0.118833333333333
TMPRSS4	4.15425
TAF9	-1.069
TERF2	-0.144
TNFRSF1A	0.00283333333333333
ACADVL	0.203166666666667
GTF2H5	-0.20175
EDG8	-1.14633333333333
C9orf140	-0.29425
UST6	1.17425
ZBTB8OS	-0.57975
ZNF710	0.791
GPR174	-2.0075
ATP6V0A2	-0.2175
KIAA0319L	-0.288166666666667
XKRX	2.259
DOPEY2	1.2887
SDHD	-0.222666666666667
SUMF1	1.31125
OSM	1.669
OPN3	-0.432
DAGLB	-0.448
PPFIBP1	-0.0847
TRIM63	-4.01375
C10orf53	0.471
LYPD3	-1.79383333333333
BCL7A	-0.075625
AGER	-0.796
TCF19	-1.109125
SAT2	0.03925
PFTK1	-1.8585
GABRE	-0.010375
C15orf38	0.6204
FIS1	0.256
KCNV2	0.41125
CLPS	0.30775
PPCDC	-0.790375
FOXN2	0.9425
NT5E	0.5063
CD83	0.13
IL18	1.616375
VPS16	-0.958
IGFBP2	-1.05583333333333
NOTCH2	-1.5075
SIGLEC1	1.38725
CD93	4.0855
SULF2	0.99125
CEP164	-0.358375
P53AIP1	-0.1425
TOR2A	0.355666666666667
ZNF136	0.24375
MGP	0.4188
CCDC144A	-0.533
TRPC1	-1.834
SMS	-0.672
MAPK7	-0.185
RRAGC	-0.25475
PARD6A	0.654
NUB1	1.05083333333333
SYNGR4	0.68275
OR11H12	0.3825
WIF1	1.385875
GCH1	0.40625
OR11H4	0.2345
SLC44A5	-1.686
GPRIN2	1.93633333333333
LOC401431	-1.577
CPA4	-2.7759
MELK	-1.08933333333333
IL15RA	0.7485
CUL3	1.15425
HMBOX1	0.17825
PODXL	-1.939
CCT6B	0.611
COMTD1	1.17525
MUC20	5.23033333333333
GPX2	4.07825
ITK	-1.421875
FBXL5	0.438
C13orf27	-1.50225
DEFA5	1.6695
TRHDE	0.858
MTP18	-0.5115
UQCRQ	0.7362
ITGB2	0.519916666666667
CSRP2BP	-0.1585
TAS2R44	0.6715
PHPT1	0.175875
FAM44C	-0.63325
ERH	-0.35275
MPHOSPH1	-1.29816666666667
MORC1	0.013
PARVB	-2.81325
LAMA1	-2.52233333333333
PGBD3	-0.2085
GIMAP6	3.215
AREG	1.524
LIPT1	0.3155
MGC99813	-1.16925
C1orf201	0.115
GRIN2A	-1.05666666666667
MAN2C1	-0.646875
NSUN5	-0.42725
SF3B5	0.171
MYC	0.320875
NRXN1	-0.704166666666667
ZNF18	0.60775
SPDYA	0.17475
SLC37A1	1.193
DECR2	0.76575
ANKRD38	-1.386125
SPTLC3	-2.4655
SUPT16H	-0.775875
DTWD2	0.17275
ULBP1	-0.34
ZADH1	-0.381666666666667
OIP5	-1.65625
IL10RB	-0.124
OTUB2	0.574
VWA3A	0.066
SPIC	-0.187333333333333
OR6C4	-0.009
PSCD4	0.334
DPY19L2P2	-0.958
TRAPPC6A	0.825333333333333
C21orf2	-0.528666666666667
CEMP1	-0.762
LIN7B	0.025
E2F7	-0.987333333333333
VCP	-0.0191875
LAMA3	2.56508333333333
BGN	0.615
GPR160	2.76966666666667
COCH	-1.77716666666667
GPR81	0.2735
APOBEC3F	-1.88225
tcag7.1017	-0.0592500000000001
C1orf32	0.5825
SCGB1D2	-0.85125
FLJ43987	0.6755
C6orf170	-0.23075
KLK9	0.5465
GPD1L	0.532
VPS37B	1.51175
ATG3	0.0181666666666667
ADAMTS17	-0.563
KLHDC2	-0.322666666666667
NDUFV2	-1.13225
BLK	-2.588
MATN4	-0.5315
GPM6A	0.00887500000000001
GBP4	4.00133333333333
TMEM162	0.4275
PKP2	2.714
HRASLS	-3.88088888888889
MMP1	-0.264
SFXN3	-0.3348
FSD1	-1.54583333333333
ST6GALNAC3	-2.365
CA12	1.4209
NCOA6	1.06325
C19orf58	-0.4162
PPP4R1	-0.743333333333333
MAN1A2	-0.396666666666667
IKBKAP	-1.19775
UPF1	0.327833333333333
KIAA1219	0.60475
WNT16	0.1605
SNW1	-0.513375
IL18RAP	2.78625
RPP30	-0.594375
CDC40	0.117071428571429
SETD3	0.244166666666667
SLAMF6	0.315
ELK4	-0.279
TRIM47	-0.171333333333333
ACOX3	0.69075
TRIM6	-2.059125
KIAA0372	-0.333666666666667
TP53AP1	1.16775
SMURF2	-1.01225
ADAD1	0.388
EBP	0.3903
KRTAP13-2	-0.093
FLJ36874	-0.393833333333333
TOR1A	0.0785
P2RY4	1.054
GPBP1	-0.41375
TRPV1	-0.180875
ADAMTS12	-0.668833333333333
PES1	-0.9852
ATG4A	0.0311666666666667
MAGEA10	-3.7935
WFS1	1.28125
CC2D1B	-0.139166666666667
PABPN1	0.20825
SLC25A30	-0.13675
SLCO1C1	0.274333333333333
SLC22A5	0.914
KIF23	-1.59683333333333
SYN2	-0.544833333333333
ASPN	6.06716666666667
CENTG2	0.6455
QSOX2	-0.5261
FLJ10815	0.170833333333333
STK24	0.9801875
SPEG	-0.5193
STK10	-0.302833333333333
DACT2	2.358
AAAS	-0.5475
SSX3	-1.12175
ABCD3	-0.00829999999999998
C4orf12	-1.228625
PARVG	-0.355
FIG4	0.127
C9orf46	1.0335
TMCO6	-0.4545
IGHMBP2	-0.99825
DUS2L	-0.68
FAM3C	0.64575
TMEM16D	-2.361625
DCTN4	0.29
KCNH3	-0.193
EIF2AK2	0.89425
AP1S3	1.207125
CST4	3.022
PAM	0.4250625
NUTF2	0.172
CITED2	-1.3183
SLC39A4	2.009
C2orf52	-1.626
GRM3	-0.09
C12orf49	0.795125
CCDC49	-0.1811
GRAMD1B	-1.3315
FNDC4	-1.239
SIAH2	-0.562125
GDPD4	0.262
C21orf87	0.20725
ATP5A1	-1.102
C16orf63	-0.472625
LOC388135	-0.7435
ATP5J2	0.263375
MMP3	0.639
EMID2	-0.63475
CRHR1	0.2085
WDR70	-0.41975
C13orf31	2.4475
ZFAND1	0.4545
CCL18	4.51666666666667
C3orf49	1.4015
RINT1	0.15
KIAA0408	-2.166
F13A1	2.2814
SLC10A1	-0.08
OGN	-1.48925
GIPC2	2.81866666666667
XPO6	-0.571833333333333
LCE1A	0.9965
FMR1	0.3049
LOC374920	0.09725
DUSP3	-0.12525
ANKMY1	-0.06425
C7orf50	-0.37125
BBS9	-1.0178
UNC119B	-0.3335
C9orf72	0.37225
MGC35440	-0.452
ENTPD6	0.526
PPP1R2P9	0.7375
ERCC4	-0.0685
FAHD2B	-1.4375
HMHA1	0.575
HACL1	-0.09725
RAD23A	-0.0708333333333333
FAM83B	0.97275
PPP5C	-1.12733333333333
RNASEH2C	-0.26325
C9orf153	-0.98025
SCAMP4	0.075
GHITM	0.7591
NDUFB7	0.54725
ADCYAP1	1.70966666666667
SP110	0.289833333333333
MAP3K7IP2	0.25925
DHH	0.441
AGRN	-0.525928571428572
WDR33	0.0908333333333333
CEP290	-0.3195
PRPS1L1	-2.025
KLRA1	-0.0815
GPR97	0.1025
CHD7	0.07725
TLR10	0.324
SLC30A8	-1.01
HIC1	0.6595
IAPP	0.771
RXFP4	1.67125
GP1BB	0.76125
SHQ1	0.1825
NKX2-3	0.864833333333333
API5	-0.00950000000000001
FTHP1	-0.5055
MOV10L1	0.4605
TRIM6-TRIM34	1.833
ADHFE1	-1.445
FAM117A	-1.50675
DDI1	0.289833333333333
CDON	-1.6545
TRIM73	-0.6795
IGKC	3.627
MMP14	-0.26325
DYNC1LI1	-0.782375
C11orf66	0.0515
TRBV3-1	-1.11575
FASTKD5	-0.698
BIVM	0.12175
LHX4	-0.52425
CXCL2	1.7737
RAB2B	-0.683666666666667
IZUMO1	-0.69625
MAP3K15	-1.967375
FAM19A2	-0.0831666666666667
ZC3H8	-0.129
ZMAT1	0.79
SPINK5L3	-2.44475
SLC10A6	0.608
APPL2	0.9735
CARD10	0.776166666666667
LOC402176	0.26225
EEF1D	0.1602
RAB6A	0.475
C12orf5	0.5985
PAPOLG	0.081
MSRB2	1.2545
BCR	0.323888888888889
PUS3	-0.09175
TIAM2	1.18975
ZNF317	0.5035
CHD2	-0.0632142857142857
FZD5	1.79781818181818
NUDT8	0.0325
ZNF763	0.4385
PRC1	-1.50144444444444
ABCB9	-0.362833333333333
SPATA3	0.518
TRAK2	0.176875
STAB1	2.157125
LRRTM2	0.299333333333333
psiTPTE22	0.91925
DBI	1.0375
SERPINA11	-2.99675
NAT5	-1.0955
C20orf58	-1.657
RPS6KA4	0.193
FLJ90650	-0.94925
TGFBRAP1	0.50225
CHRDL2	1.955875
FAHD2A	-1.35466666666667
CNTN1	-0.58725
BBS4	-1.7415
TMEM181	0.85825
MINPP1	-0.53525
MPHOSPH6	-0.267166666666667
HOXC10	-1.7875
ITPKB	-0.5445
CLPTM1L	-0.609375
MEOX2	-1.51183333333333
ATP6V0C	0.2495
PRPF8	-0.569
TMC5	3.7165
FKBP3	-1.3325
PLEKHB2	0.015625
OR4D6	0.1375
ZNF544	-1.1191
D2HGDH	0.12
RPL18A	0.2371
HEL308	-0.504875
MPP6	-1.91325
TCERG1	-0.71675
KRT16	-2.19383333333333
KLF17	-0.6885
KLF5	4.366
CDR1	-0.16
VCX3A	-3.7205
FBLN2	-0.129375
C14orf104	-0.2375
HBE1	-4.3987
OR4S2	0.0515
C1orf108	-1.66966666666667
ROBO4	2.662
CPEB4	-0.968875
C11orf80	-0.6345
BCKDHA	-0.208166666666667
MYOC	0.8065
GIF	2.4845
CKMT1A	2.8765
RPL3	0.2809
THBS1	1.04675
APOO	-0.71925
ARMCX1	-2.044
HSZFP36	0.93875
SNAPC5	-0.42975
EIF4ENIF1	0.152
ZNF433	-1.03125
TNFRSF21	1.1725
TMPRSS7	0.7405
SPATA18	1.9188
HPDL	1.236
MKL2	0.2226
TBX3	-1.64353846153846
C21orf93	0.5305
DAXX	-0.00025
ELMO1	0.40375
RGS13	0.263333333333333
TAF11	-0.756
UNC13A	-2.017125
LOC653314	-0.0851
ORC3L	-0.288
IMAA	-0.6965
TARBP2	-0.27525
CABIN1	-0.2726
TRIOBP	0.1745
HIST1H2AC	-0.590875
RGS22	-3.70083333333333
NCOA1	0.6925
IL25	-0.3215
SNCG	-0.5205
GPR6	0.6595
AMDHD1	-2.26066666666667
CHEK2	-0.6345
C6orf142	-1.48225
DRD4	0.73725
C14orf68	-0.62375
GDF11	-1.2875
SEMG2	-0.4585
CD247	-1.40275
CDAN1	-0.2765
RBMX2	0.1665
TGS1	-0.20375
OIT3	0.3195
SYF2	0.40025
MCM4	-0.796875
PKHD1L1	0.026625
CEP192	-0.829166666666667
IFT88	1.3405
RPL9	0.4945
RAB32	0.946375
DDX43	-3.796
P2RX2	0.502
OR5D18	0.159
UBE1	-0.41475
SLC24A1	0.718375
ARHGAP5	0.607
CETP	-1.936
KIAA1731	-0.677333333333333
SLC9A4	0.205
PTPN6	1.12925
BAHD1	0.53025
GRIK3	-0.1155
CACNB2	-0.5125
PDE10A	-1.03975
DGCR14	-0.5135
PCDHB9	-0.0813333333333333
RHOQ	-0.654
MAP3K4	0.313
KTI12	-0.356666666666667
RPL23AP13	-0.61725
GNG11	-1.8715
CLCN3	1.42116666666667
GPAM	-1.2725
VSTM2A	0.9205
SLAMF7	2.54066666666667
INTS2	-0.9035
PPP2CA	-0.3496
LRP12	-0.931933333333333
SEC14L2	-0.635333333333333
DKFZP586H2123	1.1325
MC3R	-0.048
CIRH1A	-0.814833333333333
HIST1H2AB	-0.356166666666667
POLH	-0.27175
MGC16703	-2.0535
SNAPC2	-0.273
FILIP1L	1.18425
RASGRP4	0.0655
LRRC1	2.37225
GAS1	-2.29725
PRAC	4.78675
DGKA	0.587666666666667
NT5C3	0.35675
PEG3	-4.29091666666667
NADK	-0.861
PRR17	0.34825
LOC374569	-0.4495
SGSH	0.0173333333333333
NLRP8	-0.045
GALT	-0.1558
MCF2	-0.468
ZNF263	0.5445
TACSTD1	4.30833333333333
TYR	-5.8934
ATP6AP2	-0.336
RNUXA	-0.639
ABHD10	-0.0196666666666667
GDPD2	0.5345
SLC35C1	1.018
UBE2A	0.42025
HERC5	-2.23533333333333
FAM112B	-4.2945
FBXL16	-0.0585
DKFZP434A0131	0.2005
ELA3A	-1.625
RBM41	-0.2465
HAO2	0.37425
RNH1	-0.59075
SHANK2	0.324833333333333
OSBP2	-1.52725
DAK	-0.6065
C3orf58	0.245583333333333
TCL1B	-0.379
KBTBD2	-0.122375
SUGT1L1	1.219
UBE2E2	-1.91433333333333
MYL9	1.960875
CDC23	-1.11266666666667
PBXIP1	0.4487
CXorf40B	0.4705
NBL1	0.581
RTBDN	0.479
RAB11FIP5	0.118
TTTY13	-0.1505
SCOTIN	-0.187333333333333
SOHLH1	-1.75
CDKN1A	1.42792857142857
NCK1	-0.09025
ZNF550	-1.0365
SAPS3	0.140583333333333
SPIN3	0.782833333333333
MAGEE2	-0.021
MIS12	-0.660166666666667
OR8H2	0.2425
KIAA0774	-1.41266666666667
UNC5D	-2.546
CUL7	-0.651
LIPC	-3.62916666666667
DIO1	-3.678
