Hybridization REF	TCGA-AA-A01Q-01A-01R-A002-07
C21orf109	-1.5245
IQCB1	0.126
SPATS2	-1.317
EFCAB3	-0.19025
PRB3	1.115875
FUZ	-1.29833333333333
ZNF813	-0.0243749999999999
BMPER	-1.52416666666667
HEG1	-1.12225
ALS2CR11	-1.6065
SURF2	0.1125
PSMC1	-0.127
OR2D2	0.95
SLC7A8	1.10166666666667
C4orf40	0.3415
SPATA7	0.5145
MAZ	0.063
PIN4	-0.3735
PDE1A	-2.145
TAF6L	0.159833333333333
OR2T34	0.364
KIAA0284	0.9775
ACADS	2.11009090909091
MKRN2	-0.606
C18orf56	0.352
MS4A6E	0.348
GALNT4	0.8238
C22orf31	0.473
FLJ36070	1.1935
PSME4	-0.515
TFG	-0.0536
EPHX2	2.914125
ANXA5	-1.634875
KRTAP1-1	-0.2654
BATF	-0.114
KARS	-0.69275
MSTP9	0.229
GPR26	0.12975
CCDC72	0.05025
TEF	1.85216666666667
FOXK1	0.367
PRLHR	0.8815
EMX1	0.99075
C11orf30	-0.45875
ICK	0.65
THSD7B	-1.28075
C21orf100	-0.8775
DUOX1	2.1
EFCAB4B	1.293
UBE2G2	-0.795666666666667
C3orf54	0.398
PARP1	-0.669
FAM60A	-0.830583333333333
C6orf146	0.45025
OR9K2	0.494
DDX55	-0.348
RPS15	0.688416666666666
ZNF618	0.2941875
DKFZp686D0972	0.019
SSPO	-0.581
SHFM3P1	-0.418333333333333
CPA6	-0.76575
JAG2	0.7835
DEFA3	2.836
PPBPL2	0.2085
CD34	2.931875
SLCO4A1	-0.422625
AFG3L1	-1.11083333333333
SHD	1.9215
RP13-122B23.3	-0.263166666666667
PRKCSH	-0.394833333333333
DPH5	-0.244833333333333
HLA-F	1.15325
TBC1D4	-0.97725
RIG	-0.8905
GLUD1	-0.15
HNRPCL1	-0.938125
HBXIP	-0.79975
RNF207	0.00650000000000001
APIP	-0.32625
PLA2G3	1.7435
CCDC84	-0.079
MYLIP	-0.470153846153846
PHIP	-0.43925
AARS2	0.094
DHX32	0.856
SCAPER	-0.1085
MEN1	-0.29325
NIP7	-0.7275
FLJ25404	1.1185
FASTKD3	-0.60925
TMEM158	-2.25
RARA	0.9785
BDH1	2.068
ANKRD16	0.11475
CARM1	0.853
SS18	-0.237333333333333
IKZF2	-0.509583333333333
MYD88	0.24025
PML	1.10155
TAF1A	-1.08475
CBFB	-0.507625
HIST1H3H	-1.087
C7orf29	-1.84425
COMMD4	-0.593166666666667
DPP3	-0.01625
DAB2	-0.6475
LOC388882	-0.2765
YPEL4	-1.038125
AGBL3	1.785
LRP6	0.4843
SERPINH1	-1.23658333333333
TLE1	0.473
CD244	2.02883333333333
ZDHHC15	-2.03975
MGLL	1.2461
PLDN	-0.54575
LOC654346	3.227
FAP	-0.113
GPR37	-2.5155
SCARA5	1.0335
EBF4	-0.000727272727272728
LSM6	0.23825
MLLT1	0.1950625
SLC5A12	0.31125
A2BP1	-1.55383333333333
COPS5	-0.640833333333333
TPM4	-1.0465
TNFSF4	0.324333333333333
ACADSB	0.371333333333333
HERPUD1	-0.19425
BCL2L11	-0.789611111111111
CEP78	-1.150125
CDCA3	-0.8755
WBSCR19	0.1294
MYO1A	5.3675
PPEF1	0.064
LOC440348	0.1705
CPEB2	-0.5165
BPTF	-0.41625
RPL21	0.607125
GSX2	-0.658
ADPRH	0.420666666666667
C17orf68	0.9815
KCNS1	-0.568166666666667
MLLT6	0.9414
PIWIL4	2.05875
RNF26	-0.1615
RAP1B	0.145375
ADAMTS1	-3.3197
ZNF571	-0.0325
P2RY6	-0.435
TRIM21	1.2985
CADM3	0.48
NLRC5	2.7265
ADRA2B	0.1895
LOC90835	-0.487125
PCF11	-0.694
LOC400451	1.07575
GLTSCR1	1.291
C17orf88	0.217333333333333
CDH16	0.139
FGF7	-0.166125
PCSK4	1.42583333333333
NPC1L1	-1.05183333333333
TAT	-0.094625
TBCA	-1.12225
MGC33407	-0.07525
GPR115	-0.69375
CYGB	-0.2995
FNBP4	-0.259666666666667
C12orf43	-0.63525
CBL	-0.2285
CLECL1	0.16125
PPAPDC1A	-2.7085
WDR25	-0.219166666666667
SGCA	0.496
C22orf29	-0.305333333333333
YIPF1	0.5565
GALK2	-0.07825
RAB3B	-2.72675
LOC440087	-0.648
UCP1	-0.745
REEP5	0.677375
FADD	-0.6147
FOXA1	0.657875
CACNA1A	0.175666666666667
ABI1	0.884666666666667
GRIN2D	1.66475
SLC1A4	-0.788666666666667
LOC401127	0.1295
HINT2	0.3755
PLD4	-0.2545
ZNF286A	-1.07175
ENY2	-0.76225
IL1F6	0.4785
PXDNL	0.035
C20orf79	-0.43475
TNFSF13B	2.35533333333333
DENND3	0.3655
JARID1D	-2.46375
HIST1H2AK	-0.787875
LOC93349	1.1302
SSH1	-0.377
ENSA	-0.266
LOC219854	-0.1115
CKAP2	-0.4753
DKFZP564J102	0.879666666666667
MGC87315	0.3805
HNRPAB	-1.18075
AMH	-1.6975
ZNF526	0.659
BRUNOL5	0.3293
CACNG3	0.476
TRPM1	-1.787
PPP2R1A	0.018
COL2A1	-1.778
DDN	0.4175
FLJ25770	0.3367
HK2	-0.966857142857143
ELOVL6	-0.887
MDK	-0.59425
EPHX1	-0.1875
RASSF2	-0.096875
DKFZP434B0335	-0.13
DLX3	0.63
PRTN3	-0.48425
AVPR1A	-0.0715
C21orf125	-1.5505
TNFAIP8	-0.357666666666667
GNB2L1	-0.512
CALCRL	0.3405
SCGB2A2	-0.310333333333333
UBXD7	0.12025
ZNF674	-0.7255
TMEM35	-0.4485
BRSK2	-0.709
HECTD3	0.3345
TMEM188	-0.5675
LGALS9	3.708125
SCARB2	0.0570833333333333
USP34	-0.529583333333333
C17orf28	1.53
ZDHHC23	1.8045
AQP12B	2.2385
SLC16A3	-1.232375
APLP2	-0.720125
ITIH2	-4.48125
MICAL3	0.5125
TNNI3K	-0.4604
HDAC2	0.071125
PRR7	0.853
THBS2	-2.66225
LOC751071	-0.168333333333333
CA2	1.89183333333333
RANBP17	1.4555
RLN3	0.7715
CRYZ	-0.661333333333333
GBAS	0.375166666666667
TAS1R1	-0.451
MPZL3	0.198
PCDH8	-3.46975
HSP90B1	-0.374833333333333
KCNK15	-0.366
TNIP2	-0.3135
GPR146	-1.03375
NOL6	0.358125
SPC25	-1.45477777777778
STEAP2	1.86657142857143
VAMP3	0.0271666666666667
TCIRG1	1.46
ZP4	-0.157833333333333
PARL	0.0985
TRIM39	-0.114333333333333
KIAA1305	0.653
CRNN	0.11
GRN	-0.0275
HSH2D	1.15125
SCAMP1	-0.13075
KIAA1913	-0.18325
PTS	-0.39625
BANP	-0.0305
PRKACG	0.874
ADCY6	0.543166666666667
C16orf46	0.151
CYP51A1	0.90675
DDC	2.3625
ANPEP	0.546666666666667
PROM1	-3.82016666666667
SIGLEC10	1.41625
COPG	1.292
FAM26E	-0.442375
TRIP4	0.051
SNX3	-0.4915
C1orf175	2.172
PPY2	-0.177
C14orf152	0.32175
FTSJ1	-1.07766666666667
DST	-0.6834
LOC554235	0.705
GLRX5	-0.12875
C20orf12	-0.3469
CAB39	0.0445
MSH2	-1.154
PIP4K2C	0.380625
CYLD	-0.061125
WTAP	0.685375
MGAT4A	0.140444444444444
TSC22D4	-0.7625
CHRM2	-0.9795
PPYR1	0.824833333333333
CCNH	-0.9735
RRM1	-0.35375
ECAT8	-3.435
LOC400120	0.207
GABRA4	0.28525
C14orf4	0.429166666666667
C1orf59	-0.263
CTDSPL	1.1065
NHEDC2	-1.3765
PDE11A	-1.391
KLHL29	-1.521
CD5	-0.6933
TSPAN9	-0.063125
WDR67	-0.63025
THUMPD1	0.3314
C18orf17	-1.052
CLYBL	1.94433333333333
FLJ13231	-1.716
CMBL	1.36025
LECT2	-0.44275
NKAPL	1.23066666666667
LOC654780	0.895
OR4C6	0.3595
RAB30	-1.56
TSSK4	-0.1735
TMEM163	-0.51
OSBPL11	0.753833333333333
GNB5	-2.10383333333333
CCL21	0.668
C1orf121	-0.221
FMO2	1.4965
RPTN	0.351
MSTN	0.721
VCL	0.595214285714286
FYTTD1	0.18675
C11orf1	0.82975
CCDC88C	0.8164375
HFE	0.167111111111111
MOGAT1	0.1585
FAM125B	-0.468833333333333
IRGQ	0.266
RAVER2	2.2765
AKAP5	-0.278
SSSCA1	-0.29775
C11orf63	-1.57875
ACTG2	0.4783
PORCN	-1.1375
DTL	-1.58572727272727
TMEM151	1.6125
FAM122C	-1.10325
RSAD2	0.9674
BAT4	-1.038
KRTDAP	-1.93016666666667
MYH8	-0.136857142857143
CRTC3	0.097
LRRFIP2	0.6362
INTS4	-0.513333333333333
TTN	-1.08883333333333
SLC26A5	0.596
PLLP	-0.44625
RGS6	-0.1555
SRGAP3	0.48375
ZNF525	-0.505666666666667
NBR2	-0.168833333333333
C13orf1	0.7616
ZNF137	-1.669
CEP27	-0.86025
BEST2	4.5865
RNF121	-0.25225
DMRTC2	0.03175
C8orf76	-0.3925
BCCIP	-0.4575
MEST	-0.30625
HTRA2	-0.2235
ANGPTL2	-1.00825
ILKAP	-0.0203333333333334
ERAS	0.1325
HBS1L	-0.520625
CPA5	0.6735
TMEM30A	-0.393833333333333
CD300LF	2.382
WISP3	-0.1305
CRK	-0.544
PDS5A	0.0379
BRPF3	0.379666666666667
NEDD9	0.154125
SMPDL3B	0.67775
PSG6	-0.8495
PSMD13	-0.50525
ETV5	0.268
OR51A4	0.5355
BTBD7	0.986333333333333
GSTO1	-1.11525
hCG_16001	0.9095
MAD2L1BP	-0.0661666666666667
COX6A2	1.733
SCNN1A	3.20666666666667
LSM1	-0.277166666666667
UGT2B11	-1.3325
IDUA	0.90475
PPP2R3C	-0.374666666666667
COX11	-0.420666666666667
PDZK1	-3.8
ZNF443	0.232666666666667
MGC21874	0.375333333333333
ZNF323	0.0104
KRTAP10-10	0.55
CXCL6	0.64275
SLC34A2	0.7228
LOC284402	0.4055
NPTN	1.06383333333333
UPP1	-1.5275
SLC6A9	-0.8745
OR7G3	0.17475
CISD1	0.527833333333333
ZNF545	-3.51183333333333
SYT14	-0.728
NT5C3L	-0.906833333333333
ZNHIT3	-0.192333333333333
SNRPD3	-0.13775
KIAA0701	-0.754625
UNC93B1	0.917666666666667
GMNN	-1.071625
SPCS2	-0.2805
LOC388524	0.4605
NAPRT1	1.9025
PNLIPRP1	-0.25825
OR6V1	0.9375
PRKAB1	-0.01975
EYA4	-2.07183333333333
KIF20A	-1.45875
ALG10	-0.7695
ITPKC	0.423
LMX1B	0.251666666666667
RPUSD4	0.5075
C7orf34	0.0805
DLGAP2	-0.0685
PFN1	-0.2095
MICALL2	1.08533333333333
ZNF654	-0.6285
SS18L1	-0.894375
SLC16A8	0.5445
MKI67IP	0.128
ITGB3	-1.648
TCEA3	3.61791666666667
CEP152	-0.227625
CLIP1	-0.253875
ZNF75	0.0505
ATP5C1	-0.340666666666667
NUDT5	-0.401666666666667
PSCDBP	1.33575
UBP1	0.4645
RBM27	-0.189
C13orf15	1.32275
ZNF282	-0.173666666666667
ZNF222	-0.5002
COL10A1	1.96675
PRDM15	-0.290375
TTTY5	0.4345
FAM9C	-0.219333333333333
C20orf67	0.02375
GNG13	0.461
F12	2.16525
C1orf41	-1.00275
CPXCR1	0.319
GSK3A	0.043875
SUPT6H	-0.463166666666667
PI16	-1.74733333333333
ELL2	-2.43508333333333
C9orf167	1.8355
PVRL3	-0.4968
FLJ38596	0.1715
ADAM20	0.21275
GPR89A	-0.27
GPR87	-3.619
ZNF30	-3.2065
SMR3B	0.40525
ZNF770	-0.0878750000000001
TRPC4AP	-0.741166666666667
DKFZP686E2158	0.375333333333333
C2orf28	-0.791666666666667
FREM1	-1.933
LAMA4	-0.213666666666667
ADPRHL2	0.0645
EIF4G2	-0.136
GUCA1A	0.2295
CTNNA2	-1.39025
NUDT15	0.215833333333333
CEPT1	-0.217833333333333
ZNFX1	0.0168
CCDC92	-0.10275
TDRD1	-0.715
KCNK5	0.0776666666666667
ETNK1	0.0460833333333334
LTA	0.6295
TTPA	1.59966666666667
B3GALNT2	-0.26575
SC65	-1.90816666666667
PEX5L	-1.118625
EPS15L1	-1.049
MGEA5	0.055
HIST1H3A	-0.025
ING1	-0.177125
BCAT1	-3.65325
ORC6L	-1.46272727272727
KLK11	-4.22833333333333
C19orf28	-1.0875
DNER	-3.863125
MED22	-1.10571428571429
ETV6	0.943166666666667
CHAC2	-0.63125
CD300E	0.506
CEBPB	-0.3255
ZNF398	-0.55775
LRCH3	0.0895
HMGA1	-0.383
CAPN7	-0.4975
MGC5566	-2.16475
CCL3	3.277
NANOS1	-0.549625
ZFYVE19	-0.5795
APITD1	-0.763166666666667
PARD3	-0.051125
IRAK4	-0.694333333333333
SERPINI2	0.7645
CEP170L	-1.792
TTC9	-1.179375
MYOM3	-1.818
MLPH	0.90275
LOC222699	-0.855
NRG1	-1.95808333333333
TBC1D9	-2.02418181818182
TTK	-0.875
ZNF557	-0.2969
DDX41	-0.522
FANK1	1.078
UBE2D2	-0.230625
PSMB10	2.463125
MYH7B	2.179
GABARAPL2	-0.7805
MARVELD2	1.55516666666667
DGCR2	0.977
UNC45A	-0.315833333333333
C6orf72	-0.445
ZNF683	4.94225
GIT2	0.055375
CASK	1.552
C14orf161	1.08416666666667
LRRC44	-1.55125
TIFA	-0.536125
UTP11L	-0.888125
C6orf65	-2.5935
FDPS	-0.80875
DUSP9	-1.4511
SLC17A8	0.141666666666667
OR51G1	0.462666666666667
NANS	0.83325
OLFML1	0.9685
ATP10B	2.7265
NPAS3	-1.69675
PRKCA	-1.3173
GGA2	-1.2536875
LCE4A	0.4535
SPANXN3	-0.349
CCDC115	0.860375
SDCCAG3	-0.15775
GLIPR1L1	0.188
TTC1	-0.2875
C17orf76	3.4475
MAD2L2	-1.658
HIPK1	-0.7251
LRRC3B	-0.110833333333333
CLN3	-0.580454545454546
C17orf47	0.374
FMN2	-3.626625
TUBB1	-2.14575
WAPAL	-0.2945
C3orf21	0.034375
SCN5A	-0.3267
SMYD1	0.21175
BEX5	2.94625
ZNF192	-0.499
SEC22A	0.0883333333333333
GRIA2	0.104071428571429
KIAA0825	-1.40025
NUSAP1	-1.03
LANCL1	-0.54525
C15orf40	-0.6983
ZNF645	0.25525
GPR61	0.4605
NLRP14	0.0225
SNX21	-0.1597
C1QTNF8	0.5745
C17orf46	0.3085
IFNA8	0.8535
SPRR1B	-1.61133333333333
FLRT1	-1.002
SNX17	-1.37133333333333
ASB2	0.674166666666667
HBG1	-5.3855
RPRML	-1.13975
JOSD2	0.188833333333333
PLSCR3	-0.13725
SPOCD1	-1.39616666666667
RAB39	-0.071
GHRH	-0.0445
ITIH5L	0.22375
C17orf37	0.475
SMCR8	0.06675
DPY19L2P3	-1.34383333333333
IL11RA	0.198333333333333
GDF3	-3.36916666666667
RPS6KB1	-1.19516666666667
DNAJC19	0.4724
TOP1	-0.6365
CRCT1	-0.6075
MPST	1.71825
DPM2	0.03425
FAM38B	-2.51666666666667
SLC18A1	-1.868
FARP1	-2.29116666666667
PAX7	0.277
TUBD1	-2.47125
GNL3	0.277125
BTG2	0.783266666666667
NDUFS6	-0.16225
C1orf79	0.3895
ERAL1	-0.4055
ECHS1	1.34825
VPS4A	-0.0791666666666667
CYP11A1	-0.819
ABCC6	0.0572142857142857
PBX4	1.3355
MOSC1	1.851
NCF4	-0.41775
HYMAI	-0.197
NAGPA	-0.205875
OTOP2	0.859
ACOT12	-0.33625
MTHFD2L	0.142
LOC441376	-1.69525
C19orf34	-0.132
RAB1B	-0.31825
ALDOAP2	-1.1265
NTRK1	-2.17383333333333
ARTS-1	0.0676
SLC6A11	-1.007
NAP1L2	-4.26525
CNGB1	0.0673333333333333
EPB41L4B	0.488416666666667
FAM134B	0.30775
HS3ST3A1	-2.43666666666667
CPXM2	0.32125
SIRPB2	0.46
CHORDC1	-0.463666666666667
TRIB3	-2.80983333333333
SLC2A5	1.44225
C2orf49	-0.4905
DDX5	-1.1285
OR5L1	2.2205
ANAPC4	0.156666666666667
ZSWIM1	1.22175
LOC93622	0.141625
KCNK3	0.0995
RP11-35N6.1	-2.216125
ZFP161	0.2415
AQP9	2.4345
SLC15A2	-0.373
MREG	-1.2565
OR9I1	0.5015
PDLIM2	-0.433375
ADAM7	0.3225
GSTCD	-0.2795
WDR21A	0.769875
SLC12A8	2.055
TMEM174	0.08575
IGSF3	-2.37633333333333
LRRN1	-4.78275
LOC402117	-0.02725
SRPK1	-0.0223333333333333
LY6K	-2.3531875
NFIA	1.836
PTCD3	0.75175
LEP	0.161666666666667
PCDH21	4.39583333333333
MAPKAPK2	-0.388214285714286
NMNAT1	-0.381666666666667
LHFPL2	0.179125
C9orf43	-0.6115
DIP2A	-0.704
ACTR8	0.20125
CCDC34	-1.081
PTPN22	-0.7375
ITGA3	-0.075375
FAM129C	-0.605
RABGGTA	-0.0701666666666667
UNC45B	-0.07325
KIAA1033	-0.4145
ZNF510	-0.549333333333333
CYP2D6	0.662166666666667
SLC26A10	-2.189
STX8	0.33875
LUZP1	0.4815
WDR89	0.417333333333333
EIF4G3	-0.0672
C5AR1	0.85975
ZNF623	-0.4505
A2M	-1.22
TGM7	0.51
GRPEL1	0.459166666666667
LMNB2	-0.1804
ROCK2	-0.380833333333333
SNX16	0.072625
CCDC66	-0.5945
ANXA3	-0.977
KIAA1609	-1.035125
EED	-0.84675
RNF32	0.121166666666667
HES1	0.6154
CLC	0.919666666666667
ISL1	2.13666666666667
KIAA0528	0.931125
MANEA	-0.03075
C1orf61	-2.1415
hCG_2001000	0.64175
RAPGEF6	0.0393
KIAA0020	0.219166666666667
NEIL1	0.90725
C16orf45	-2.55725
RBM10	0.257333333333333
C10orf125	1.014375
MRS2L	0.0525
DNAH17	-1.760625
C19orf10	-0.6665
C1orf160	0.10225
SLFN12	-1.32325
EXOC3	-0.340666666666667
HIST3H3	-0.655
NCOR2	0.0848333333333333
TNFRSF9	1.6665
MFSD8	-1.24
ALX1	-3.635
NOL1	-0.487
PODN	0.93675
TIAL1	-0.81525
HIST1H1E	-1.4825
NPY6R	0.55725
TM4SF4	-0.544
CORO2A	0.45025
ETNK2	-2.42966666666667
APOE	-0.3626
ANGPT4	1.309
HDGF2	-0.4535
G30	-0.901
ST8SIA4	-1.42485714285714
F2RL1	2.068375
FAM19A4	-3.9755
CCAR1	-0.1865
B3GNT7	0.84675
OPHN1	-0.4294
DSCR6	-2.602
C21orf13	-0.650666666666667
GAS2L1	0.534083333333333
RFX3	0.0265
COPS4	-0.38825
BCHE	-5.1665
BCL2	0.61375
HBZ	-2.7295
ARL13B	-0.1085
MAPBPIP	0.296625
MYO15B	1.582875
SPZ1	-0.86125
KIAA1324	3.05866666666667
PLCL2	-0.321875
C4orf29	-0.119
WDFY2	-1.4125
ZNF284	-1.259
NAALADL1	-0.977
DUSP5	-0.189833333333333
PXDN	-2.1915
SLMO1	-0.275
TNXB	1.2224
BIRC7	-0.57475
A4GALT	-1.12666666666667
TIMM22	-0.0935
FAM110C	2.13975
TOMM34	-0.24725
ABHD9	0.4735
ADAM32	-0.018
CRHBP	-0.829
AQP2	0.700125
LOC130355	-0.4045
ZNF187	-0.3285
ZNF816A	0.1645
F7	-0.558
CNOT1	0.1185
SLC13A4	-1.0055
ZBTB11	-0.481
B3GALT5	-0.052
EXOC2	-0.1605
IRS1	-1.5871
TMEM1	0.321833333333333
MRPL34	0.181666666666667
SAMM50	-0.2215
CDC42EP3	-0.712875
HSF2	-0.5176
MFN2	0.223
TSPAN7	-1.18383333333333
NUCB1	0.28425
RHOH	-2.291
ARL16	-0.107
TACR1	-0.31175
SFRS5	-0.356833333333333
SNX25	-1.155625
RHBDF1	-0.955166666666667
PCDH18	0.266166666666667
HMG1L1	0.07125
MYO5C	2.212875
MAPK10	0.089
LDHAL6A	0.0986666666666667
NUDT12	0.872833333333333
NCAM1	-0.05175
GLIS2	1.13
GGTL4	0.22575
DAPP1	-0.0915
ATF7	0.71925
KIAA0748	-1.38375
NFIL3	-0.33975
TM6SF1	-1.594
SEZ6	0.186375
NANOS3	2.262
DNAJA3	-0.362333333333333
CLDN6	-1.903
CIITA	3.9605
EPHA4	0.524083333333333
FANCC	0.83075
CMTM3	-2.2575
PSG3	-0.807714285714286
MRPL15	0.05775
C21orf59	-0.5975
PLCXD2	0.71075
C2orf34	0.042875
UBE2L6	1.61725
MED14	0.718666666666667
HP1BP3	-0.4031
C6orf208	0.405
TPBG	-1.43
OSR2	0.8955
XPC	0.1135
KLHL7	-0.902333333333333
CCR3	-0.653833333333333
AGTPBP1	-0.111166666666667
PCSK6	-0.251066666666667
STAT5A	-0.5552
FAM18B	-0.48025
LONRF2	-4.89383333333333
PTPN2	0.2745
SF3A3	-0.924833333333333
EFCBP2	-0.42875
HCFC1	-0.0988333333333333
AHNAK	-0.01525
ACTR5	-0.343
KIF14	-1.82271428571429
TENC1	-0.186
HEATR5B	0.515
YIPF2	0.1895
MYEOV2	0.1475
DUSP18	1.434
KIAA1012	-0.26525
AHR	0.35
C17orf53	-1.03866666666667
PTPRH	1.5105
ATP6V1C1	-0.484
TAS2R3	0.299
LOC440356	-1.74675
COQ10B	-0.08375
PSMF1	0.223833333333333
SORBS2	0.909166666666667
NFE2L2	-0.144
TMCO7	-0.262
SH3PXD2A	0.544
SH2D2A	0.58925
SPINK5	0.11475
MRPS24	-0.1685
OPA3	1.251
TRAF7	0.387333333333333
C4orf35	0.693333333333333
MT1G	0.24375
MGC39545	0.1625
HS1BP3	0.2663
OR2B2	0.45
CHRM4	0.638
SFRP2	-3.84866666666667
RIC3	-1.48
ART1	-0.192
C6orf1	-0.54675
DUS4L	-1.16975
C10orf104	0.237
TNFAIP6	0.97475
RTEL1	1.185
CCT4	-0.5469
ZNF709	-0.454
CHMP6	-0.054
UPP2	0.0845
CYP19A1	-2.759875
CD151	-0.779166666666667
NDUFA13	0.0223333333333333
ARFRP1	-0.751333333333333
FAM26B	-1.19925
CRYBA1	-1.746
MRPL41	0.592333333333333
NPFFR2	-1.483875
HRH2	0.682
SCAMP3	-0.915
MTMR6	-0.1357
MTG1	-0.219666666666667
UBTD1	-0.7175
CRABP1	-2.335
FLJ33790	-0.3526
KIAA1908	-1.78666666666667
GPR158	2.75075
PACSIN3	-1.79633333333333
OMD	-0.515166666666667
CATSPER1	-1.61516666666667
HOXB8	-0.439
FBXO46	1.6315
OAS1	1.3995
SVIL	-0.703
PHB2	-0.17975
ADCY3	-0.141
NDRG2	1.0375
ERMAP	0.5828
APBA2	-1.93633333333333
IGSF9	0.90375
WNT6	-0.334785714285714
MYCBPAP	-0.7945
ATP2B2	0.1297
CPVL	-2.0955
TRAM2	-0.201166666666667
NOP5/NOP58	0.2545
ZNRF4	0.42925
TLK1	0.340375
MTMR12	-0.610857142857143
ZNF384	-0.223666666666667
FAM9B	-2.86175
RPN1	1.2579
PMVK	-0.33175
EIF3D	0.3629
SIX2	-1.20375
HPS1	0.687285714285714
RNF7	0.26225
PSKH2	1.2805
KCTD13	-0.307
CSMD3	-0.4237
FBF1	-0.5385
IL8	1.040125
SERPINB13	0.5185
FBXL20	-0.9155
BLR1	0.5955
SH2B1	-0.668666666666667
RFNG	0.623125
RAB20	1.08683333333333
RBM7	0.79625
POLR1A	0.108
TMPRSS4	3.8005
TAF9	-0.689375
TERF2	0.0258333333333333
TNFRSF1A	-0.227666666666667
ACADVL	-0.0538333333333333
GTF2H5	-0.042
EDG8	-1.4145
C9orf140	0.381625
UST6	0.7675
ZBTB8OS	-0.27025
ZNF710	0.4765
GPR174	-1.4215
ATP6V0A2	-0.68975
KIAA0319L	-0.367083333333333
XKRX	2.5345
DOPEY2	1.5727
SDHD	0.2995
SUMF1	0.928
OSM	4.70975
OPN3	-2.6125
DAGLB	-0.507333333333333
PPFIBP1	1.0333
TRIM63	-4.58675
C10orf53	-1.0345
LYPD3	-2.014
BCL7A	0.118125
AGER	-0.760166666666667
TCF19	-0.947125
SAT2	0.57125
PFTK1	-2.4455
GABRE	-1.34125
C15orf38	1.8008
FIS1	-0.797
KCNV2	0.658
CLPS	0.58575
PPCDC	-0.231625
FOXN2	1.55516666666667
NT5E	-3.5778
CD83	0.13525
IL18	1.8785
VPS16	0.0445
IGFBP2	-3.467
NOTCH2	-1.747
SIGLEC1	1.513875
CD93	3.89
SULF2	-2.47225
CEP164	-0.07675
P53AIP1	0.330666666666667
TOR2A	0.4845
ZNF136	-0.0355
MGP	-0.7582
CCDC144A	-0.709
TRPC1	-0.710833333333333
SMS	-0.661166666666667
MAPK7	-0.508
RRAGC	-0.1865
PARD6A	1.3485
NUB1	0.881166666666667
SYNGR4	2.45425
OR11H12	0.2475
WIF1	0.451125
GCH1	1.70475
OR11H4	0.021
SLC44A5	0.416
GPRIN2	3.61733333333333
LOC401431	-1.37625
CPA4	-2.7138
MELK	-0.768333333333333
IL15RA	1.6925
CUL3	-0.029875
HMBOX1	-3.02375
PODXL	-1.6195
CCT6B	1.07083333333333
COMTD1	1.699
MUC20	2.30716666666667
GPX2	3.74025
ITK	-1.2395
FBXL5	-0.18025
C13orf27	-1.43125
DEFA5	-0.247
TRHDE	-0.27
MTP18	0.111166666666667
UQCRQ	0.5542
ITGB2	0.0591666666666667
CSRP2BP	0.3155
TAS2R44	0.854
PHPT1	-0.294625
FAM44C	-0.587
ERH	0.1585
MPHOSPH1	-1.96416666666667
MORC1	0.252
PARVB	-1.50175
LAMA1	-2.29683333333333
PGBD3	-0.12975
GIMAP6	3.2955
AREG	-2.05216666666667
LIPT1	-0.0775
MGC99813	-1.5755
C1orf201	0.155333333333333
GRIN2A	-0.9821
MAN2C1	-0.51425
NSUN5	-0.6455
SF3B5	0.61675
MYC	0.7831875
NRXN1	-1.2843
ZNF18	1.01825
SPDYA	0.114375
SLC37A1	1.74
DECR2	0.1395
ANKRD38	-1.747125
SPTLC3	-0.463
SUPT16H	-0.143
DTWD2	0.66975
ULBP1	-1.233
ZADH1	-2.0165
OIP5	-0.97175
IL10RB	-0.527333333333333
OTUB2	-0.116375
VWA3A	-0.0766666666666667
SPIC	0.468166666666667
OR6C4	-0.012
PSCD4	1.13366666666667
DPY19L2P2	-1.755
TRAPPC6A	0.7105
C21orf2	-0.918333333333333
CEMP1	0.262
LIN7B	-0.0915
E2F7	-0.660833333333333
VCP	-0.8510625
LAMA3	0.443333333333333
BGN	0.161
GPR160	1.144
COCH	-2.76766666666667
GPR81	-1.66633333333333
APOBEC3F	-2.84575
tcag7.1017	-0.27
C1orf32	0.778
SCGB1D2	-0.59825
FLJ43987	0.725
C6orf170	0.0795
KLK9	0.419
GPD1L	0.900375
VPS37B	1.71375
ATG3	0.648333333333333
ADAMTS17	-0.518
KLHDC2	-0.3365
NDUFV2	-0.571
BLK	-2.7005
MATN4	0.7795
GPM6A	-0.703714285714286
GBP4	5.5075
TMEM162	0.5205
PKP2	3.0905
HRASLS	-3.146
MMP1	0.3395
SFXN3	-0.3168
FSD1	-1.19833333333333
ST6GALNAC3	-2.49466666666667
CA12	1.7637
NCOA6	0.55325
C19orf58	-0.3014
PPP4R1	-0.667666666666667
MAN1A2	-0.456
IKBKAP	-1.3895
UPF1	0.155166666666667
KIAA1219	-0.34375
WNT16	-0.3755
SNW1	-0.03325
IL18RAP	4.04125
RPP30	-0.392625
CDC40	0.234857142857143
SETD3	0.777166666666667
SLAMF6	-0.08125
ELK4	-0.0695
TRIM47	0.183
ACOX3	1.034875
TRIM6	-2.03125
KIAA0372	-0.7405
TP53AP1	0.026
SMURF2	0.0475
ADAD1	0.57925
EBP	-0.0628
KRTAP13-2	0.1635
FLJ36874	0.0803333333333333
TOR1A	-0.737166666666667
P2RY4	1.526
GPBP1	-0.116
TRPV1	0.60625
ADAMTS12	-1.1035
PES1	-0.3231
