Hybridization REF	TCGA-AA-A01F-01A-01R-A002-07
DNAJC19	-0.485
TOP1	0.982
CRCT1	0.678625
MPST	2.05025
DPM2	-0.637125
FAM38B	-4.03166666666667
SLC18A1	-2.29683333333333
FARP1	0.435333333333333
PAX7	0.81125
TUBD1	-2.11125
GNL3	0.07875
BTG2	1.61606666666667
NDUFS6	-0.30425
C1orf79	-0.53375
ERAL1	0.074
ECHS1	0.8065
VPS4A	-0.00883333333333334
CYP11A1	-1.88675
ABCC6	0.0810714285714286
PBX4	0.151
MOSC1	-0.176875
NCF4	0.3695
HYMAI	0.132
NAGPA	-0.483125
OTOP2	0.63975
ACOT12	-0.65225
MTHFD2L	-0.19175
LOC441376	-1.473
C19orf34	-0.1875
RAB1B	-0.1515
ALDOAP2	-1.049
NTRK1	-2.82783333333333
ARTS-1	0.632
SLC6A11	-0.453
NAP1L2	-4.9165
CNGB1	-0.00466666666666667
EPB41L4B	1.12816666666667
FAM134B	1.723625
HS3ST3A1	-3.13733333333333
CPXM2	0.8715
SIRPB2	-0.3405
CHORDC1	-1.05616666666667
TRIB3	-1.23866666666667
SLC2A5	-0.84425
C2orf49	-0.333833333333333
DDX5	-1.2725
OR5L1	-0.0105
ANAPC4	-0.445166666666667
ZSWIM1	1.064875
LOC93622	-0.8035
KCNK3	-0.575111111111111
RP11-35N6.1	-1.566
ZFP161	-0.104833333333333
AQP9	1.61625
SLC15A2	0.115
MREG	-1.6525
OR9I1	0.923
PDLIM2	-0.12975
ADAM7	0.4875
GSTCD	0.135666666666667
WDR21A	0.09075
SLC12A8	1.64666666666667
TMEM174	-0.165
IGSF3	-0.287416666666667
LRRN1	-3.352
LOC402117	0.28275
SRPK1	0.127
LY6K	-2.5893125
NFIA	2.2795
PTCD3	0.3525
LEP	-0.00799999999999999
PCDH21	2.54683333333333
MAPKAPK2	0.326642857142857
NMNAT1	0.417333333333333
LHFPL2	0.55525
C9orf43	-0.33425
DIP2A	-0.274333333333333
ACTR8	-0.315375
CCDC34	-0.8085
PTPN22	-0.76075
ITGA3	-0.487125
FAM129C	-0.6015
RABGGTA	-0.240833333333333
UNC45B	-0.0235
KIAA1033	0.448375
ZNF510	0.111666666666667
CYP2D6	0.542166666666667
SLC26A10	-2.605
STX8	-0.21825
LUZP1	0.039875
WDR89	-0.0286666666666667
EIF4G3	0.1322
C5AR1	-0.245375
ZNF623	0.277
A2M	-2.2035
TGM7	0.302
GRPEL1	0.153
LMNB2	-0.5231
ROCK2	1.64583333333333
SNX16	0.805625
CCDC66	-0.1745
ANXA3	2.303
KIAA1609	0.137
EED	-1.473
RNF32	2.0865
HES1	1.6568
CLC	0.275333333333333
ISL1	3.36233333333333
KIAA0528	0.344
MANEA	1.185875
C1orf61	-2.7005
hCG_2001000	1.33575
RAPGEF6	-0.1455
KIAA0020	-0.142
NEIL1	1.4375
C16orf45	-3.037875
RBM10	-0.380666666666667
C10orf125	0.933875
MRS2L	0.44975
DNAH17	-1.631125
C19orf10	-0.66775
C1orf160	-0.5315
SLFN12	-2.21225
EXOC3	0.261666666666667
HIST3H3	-0.55725
NCOR2	-0.061
TNFRSF9	0.76725
MFSD8	0.48675
ALX1	-3.56633333333333
NOL1	-0.74475
PODN	1.46175
TIAL1	-0.4035
HIST1H1E	-2.301
NPY6R	0.46025
TM4SF4	2.0965
CORO2A	1.44625
ETNK2	-1.89033333333333
APOE	-2.6193
ANGPT4	0.324
HDGF2	-0.723
G30	0.296
ST8SIA4	-1.8795
F2RL1	2.94025
FAM19A4	-3.96233333333333
CCAR1	0.0785
B3GNT7	1.53075
OPHN1	0.3702
DSCR6	0.3675
C21orf13	-0.670833333333333
GAS2L1	-0.491333333333333
RFX3	-0.234166666666667
COPS4	-0.457625
BCHE	-6.22883333333333
BCL2	-3.57975
HBZ	-3.3715
ARL13B	-0.01575
MAPBPIP	0.94725
MYO15B	1.912625
SPZ1	1.30025
KIAA1324	-0.838888888888889
PLCL2	-2.95675
C4orf29	-0.16525
WDFY2	-0.714
ZNF284	-0.5
NAALADL1	-0.12
DUSP5	-1.97666666666667
PXDN	-2.1935
SLMO1	-0.52325
TNXB	0.2503
BIRC7	-1.53275
A4GALT	-1.49433333333333
TIMM22	-0.39675
FAM110C	1.887
TOMM34	0.735625
ABHD9	-0.18
ADAM32	2.7185
CRHBP	-0.82325
AQP2	0.543125
LOC130355	0.17425
ZNF187	-0.482833333333333
ZNF816A	1.1625
F7	0.040875
CNOT1	0.4678
SLC13A4	-1.51025
ZBTB11	-0.40525
B3GALT5	0.99425
EXOC2	0.792666666666667
IRS1	-0.2158
TMEM1	0.402
MRPL34	-0.0895
SAMM50	-0.36175
CDC42EP3	-0.287625
HSF2	-1.0304
MFN2	-0.60525
TSPAN7	0.0128333333333333
NUCB1	0.27675
RHOH	-3.8975
ARL16	-0.7475
TACR1	-0.38
SFRS5	-0.855166666666667
SNX25	0.4575
RHBDF1	0.442
PCDH18	1.4
HMG1L1	0.9585
MYO5C	0.830875
MAPK10	0.635
LDHAL6A	0.0228333333333333
NUDT12	1.41983333333333
NCAM1	-0.36525
GLIS2	0.332
GGTL4	1.32125
DAPP1	-2.88925
ATF7	0.3835
KIAA0748	-1.37825
NFIL3	0.01825
TM6SF1	-1.9643
SEZ6	-0.141625
NANOS3	-0.529166666666667
DNAJA3	0.156333333333333
CLDN6	-3.4835
CIITA	1.7461
EPHA4	-3.67733333333333
FANCC	-0.45825
CMTM3	-2.49
PSG3	-0.907285714285714
MRPL15	0.09625
C21orf59	-0.1575
PLCXD2	0.50325
C2orf34	1.235375
UBE2L6	-0.800375
MED14	0.510833333333333
HP1BP3	-0.8146
C6orf208	0.0375
TPBG	-3.8625
OSR2	-2.742375
XPC	-0.295
KLHL7	0.326166666666667
CCR3	0.198333333333333
AGTPBP1	0.114333333333333
PCSK6	0.8662
STAT5A	-1.4043
FAM18B	0.05825
LONRF2	-5.246
PTPN2	-0.663625
SF3A3	-0.874166666666667
EFCBP2	-0.462
HCFC1	-0.395166666666667
AHNAK	0.13215
ACTR5	0.5395
KIF14	-0.383428571428571
TENC1	0.24725
HEATR5B	1.118
YIPF2	0.175333333333333
MYEOV2	0.368
DUSP18	2.68525
KIAA1012	0.505
AHR	1.925
C17orf53	-1.30266666666667
PTPRH	1.29725
ATP6V1C1	0.1127
TAS2R3	-0.2625
LOC440356	0.137
COQ10B	0.491
PSMF1	-0.296833333333333
SORBS2	-2.31466666666667
NFE2L2	1.0725
TMCO7	0.4415
SH3PXD2A	0.7227
SH2D2A	-1.08875
SPINK5	-2.41525
MRPS24	0.07
OPA3	0.275625
TRAF7	0.767166666666667
C4orf35	0.101
MT1G	-2.62075
MGC39545	-0.2125
HS1BP3	0.8632
OR2B2	0.744
CHRM4	0.544
SFRP2	-5.268
RIC3	-1.69933333333333
ART1	-0.3675
C6orf1	-0.070375
DUS4L	0.083
C10orf104	-0.0015
TNFAIP6	-1.56875
RTEL1	0.8075
CCT4	-0.3177
ZNF709	0.4175
CHMP6	-0.188166666666667
UPP2	0.49525
CYP19A1	-3.253625
CD151	-0.753333333333333
NDUFA13	-0.3155
ARFRP1	0.0511666666666667
FAM26B	-2.1175
CRYBA1	-1.8825
MRPL41	-0.216166666666667
NPFFR2	-1.437875
HRH2	0.9045
SCAMP3	-0.141833333333333
MTMR6	1.846
MTG1	-0.370333333333333
UBTD1	-0.491
CRABP1	-3.6665
FLJ33790	-0.693
KIAA1908	-2.11416666666667
GPR158	-3.5595
PACSIN3	-1.429
OMD	-0.657166666666667
CATSPER1	-1.277
HOXB8	2.829625
FBXO46	0.6135
OAS1	1.90216666666667
SVIL	0.86475
PHB2	-0.7195
ADCY3	1.2585
NDRG2	0.656833333333333
ERMAP	-0.0887
APBA2	-2.371
IGSF9	2.26925
WNT6	-1.39078571428571
MYCBPAP	-1.3985
ATP2B2	-0.1394
CPVL	-1.7068
TRAM2	-0.696416666666667
NOP5/NOP58	0.49
ZNRF4	0.04275
TLK1	0.761625
MTMR12	0.0776428571428571
ZNF384	-0.626
FAM9B	-3.83
RPN1	0.2947
PMVK	-0.361
EIF3D	0.3866
SIX2	-1.83175
HPS1	0.763857142857143
RNF7	-0.693
PSKH2	0.9385
KCTD13	0.512833333333333
CSMD3	-0.4609
FBF1	0.406
IL8	-2.007375
SERPINB13	0.0411666666666667
FBXL20	0.165
BLR1	0.31475
SH2B1	-0.4755
RFNG	-0.439
RAB20	2.19366666666667
RBM7	-0.86975
POLR1A	0.525666666666667
TMPRSS4	3.70825
TAF9	-0.331375
TERF2	0.710833333333333
TNFRSF1A	-0.2795
ACADVL	-0.44
GTF2H5	-0.21025
EDG8	-2.3364
C9orf140	0.029375
UST6	0.784
ZBTB8OS	-0.357
ZNF710	1.3965
GPR174	-2.1865
ATP6V0A2	-0.46125
KIAA0319L	-0.0281666666666667
XKRX	2.4935
DOPEY2	1.8959
SDHD	-0.298916666666667
SUMF1	-0.026
OSM	2.2045
OPN3	-0.351
DAGLB	-0.611666666666667
PPFIBP1	-0.3518
TRIM63	-5.094
C10orf53	0.976
LYPD3	-1.0945
BCL7A	-0.11375
AGER	-1.48433333333333
TCF19	-0.42375
SAT2	0.15225
PFTK1	-2.01783333333333
GABRE	1.148
C15orf38	0.6013
FIS1	0.114
KCNV2	0.18675
CLPS	0.59525
PPCDC	-0.4095
FOXN2	1.101
NT5E	0.1673
CD83	-0.5395
IL18	1.9045
VPS16	-0.82025
IGFBP2	-2.2585
NOTCH2	-1.44275
SIGLEC1	0.149375
CD93	3.311
SULF2	1.04975
CEP164	-0.00624999999999998
P53AIP1	0.2796
TOR2A	0.358
ZNF136	-0.08675
MGP	-1.4902
CCDC144A	-1.25883333333333
TRPC1	-3.66766666666667
SMS	-0.407166666666667
MAPK7	-0.801333333333333
RRAGC	-0.09475
PARD6A	0.749166666666667
NUB1	1.105
SYNGR4	-0.0225
OR11H12	0.614
WIF1	0.386125
GCH1	0.85625
OR11H4	-0.935
SLC44A5	1.052
GPRIN2	3.2765
LOC401431	0.24225
CPA4	-3.4616
MELK	-1.06244444444444
IL15RA	1.617
CUL3	1.2745
HMBOX1	-0.23875
PODXL	-1.18425
CCT6B	1.32566666666667
COMTD1	1.084
MUC20	4.0615
GPX2	4.236875
ITK	-1.533375
FBXL5	0.2355
C13orf27	-0.487
DEFA5	2.2985
TRHDE	-0.303
MTP18	-0.247166666666667
UQCRQ	0.5562
ITGB2	-0.963083333333333
CSRP2BP	-0.39725
TAS2R44	-0.0445
PHPT1	-0.966125
FAM44C	-0.19425
ERH	-0.192
MPHOSPH1	0.602333333333333
MORC1	-0.4265
PARVB	-3.7215
LAMA1	-2.6
PGBD3	-0.802
GIMAP6	2.06875
AREG	-1.44333333333333
LIPT1	0.376
MGC99813	-0.3405
C1orf201	0.203
GRIN2A	-0.9979
MAN2C1	-0.53
NSUN5	0.154
SF3B5	-0.1955
MYC	0.446
NRXN1	-0.82575
ZNF18	0.28125
SPDYA	-0.301285714285714
SLC37A1	1.8435
DECR2	0.52925
ANKRD38	-2.06028571428571
SPTLC3	-3.78783333333333
SUPT16H	-0.615875
DTWD2	1.46
ULBP1	-0.432
ZADH1	-0.24
OIP5	-2.10225
IL10RB	0.764833333333333
OTUB2	2.786375
VWA3A	0.0976666666666667
SPIC	0.295333333333333
OR6C4	0.316
PSCD4	-0.956333333333333
DPY19L2P2	-0.682
TRAPPC6A	0.485666666666667
C21orf2	-1.18283333333333
CEMP1	-0.6275
LIN7B	0.084
E2F7	-1.73116666666667
VCP	-0.2669375
LAMA3	2.41541666666667
BGN	-0.983
GPR160	1.12416666666667
COCH	-3.09783333333333
GPR81	-2.13433333333333
APOBEC3F	-2.94875
tcag7.1017	-0.42975
C1orf32	0.127
SCGB1D2	-0.85
FLJ43987	-0.438
C6orf170	1.38125
KLK9	0.162
GPD1L	0.126625
VPS37B	0.43525
ATG3	-0.221833333333333
ADAMTS17	-0.911
KLHDC2	-0.813333333333333
NDUFV2	-0.81775
BLK	-3.40325
MATN4	-1.464
GPM6A	-0.153875
GBP4	2.42583333333333
TMEM162	-0.141
PKP2	2.207
HRASLS	-4.365
MMP1	-2.29225
SFXN3	0.5325
FSD1	-2.5325
ST6GALNAC3	-2.67916666666667
CA12	-1.313
NCOA6	1.44425
C19orf58	-0.4292
PPP4R1	0.315666666666667
MAN1A2	0.450833333333333
IKBKAP	-1.30625
UPF1	0.1785
KIAA1219	1.65375
WNT16	-0.0826
SNW1	-0.535875
IL18RAP	2.90625
RPP30	-0.10125
CDC40	0.531714285714286
SETD3	0.574
SLAMF6	0.1555
ELK4	0.557
TRIM47	-0.0988333333333333
ACOX3	0.624875
TRIM6	-3.459
KIAA0372	0.413666666666667
TP53AP1	0.9205
SMURF2	-0.3515
ADAD1	0.4085
EBP	0.94
KRTAP13-2	0.085
FLJ36874	0.7335
TOR1A	-0.834
P2RY4	0.5875
GPBP1	-0.09925
TRPV1	0.319
ADAMTS12	-0.9895
PES1	0.0832
ATG4A	0.668333333333333
MAGEA10	-4.6195
WFS1	1.4505
CC2D1B	-0.213833333333333
PABPN1	-0.078125
SLC25A30	-0.26875
SLCO1C1	-0.118833333333333
SLC22A5	1.45625
KIF23	-0.849
SYN2	-1.1315
ASPN	2.761
CENTG2	0.53825
QSOX2	-0.9288
FLJ10815	0.459666666666667
STK24	1.6213125
SPEG	-1.3285
STK10	-0.0838333333333334
DACT2	0.731
AAAS	-1.03825
SSX3	-1.011875
ABCD3	-0.0743
C4orf12	-0.921625
PARVG	-1.60083333333333
FIG4	1.28375
C9orf46	0.8955
TMCO6	-0.384
IGHMBP2	-0.52775
DUS2L	-0.285333333333333
FAM3C	0.791
TMEM16D	-2.43328571428571
DCTN4	0.70925
KCNH3	-0.44425
EIF2AK2	1.14975
AP1S3	1.702625
CST4	2.7425
PAM	0.1003125
NUTF2	0.0785
CITED2	-2.0776
SLC39A4	1.29725
C2orf52	-1.766
GRM3	-0.057
C12orf49	0.90675
CCDC49	0.5975
GRAMD1B	-1.346875
FNDC4	-0.94675
SIAH2	-0.816
GDPD4	0.4275
C21orf87	-0.3165
ATP5A1	-0.299333333333333
C16orf63	-0.312625
LOC388135	-1.84883333333333
ATP5J2	0.66325
MMP3	-1.23925
EMID2	-0.41675
CRHR1	0.07175
WDR70	-0.20525
C13orf31	2.7605
ZFAND1	0.344
CCL18	3.10383333333333
C3orf49	1.288
RINT1	0.687
KIAA0408	-2.58866666666667
F13A1	0.8644
SLC10A1	-0.2725
OGN	-2.944
GIPC2	2.61566666666667
XPO6	-0.57
LCE1A	0.5
FMR1	0.6922
LOC374920	-0.491
DUSP3	-0.079875
ANKMY1	-0.10525
C7orf50	-0.4405
BBS9	-0.1481
UNC119B	-0.735
C9orf72	0.594125
MGC35440	0.48225
ENTPD6	0.67025
PPP1R2P9	0.362
ERCC4	0.44075
FAHD2B	-0.287
HMHA1	0.013
HACL1	-0.815
RAD23A	-0.175333333333333
FAM83B	2.52925
PPP5C	-0.148
RNASEH2C	-0.614
C9orf153	-0.01075
SCAMP4	0.573625
GHITM	0.9037
NDUFB7	0.14125
ADCYAP1	-0.910166666666667
SP110	-0.0173333333333333
MAP3K7IP2	0.06125
DHH	0.358
AGRN	-0.629357142857143
WDR33	0.195
CEP290	0.00300000000000003
PRPS1L1	-1.03366666666667
KLRA1	-0.407
GPR97	-0.077
CHD7	0.680166666666667
TLR10	-0.228
SLC30A8	-1.1145
HIC1	-0.212
IAPP	0.6665
RXFP4	1.816
GP1BB	0.07375
SHQ1	0.2455
NKX2-3	0.722
API5	0.06775
FTHP1	-0.6225
MOV10L1	-0.277666666666667
TRIM6-TRIM34	1.03566666666667
ADHFE1	-2.044
FAM117A	-1.9885
DDI1	0.513
CDON	-1.59916666666667
TRIM73	0.049
IGKC	0.829
MMP14	-0.791333333333333
DYNC1LI1	-0.711875
C11orf66	-0.28225
TRBV3-1	-1.7485
FASTKD5	-0.47825
BIVM	0.55825
LHX4	-0.59025
CXCL2	4.436
RAB2B	-0.754666666666667
IZUMO1	0.14375
MAP3K15	-1.65525
FAM19A2	-0.0193333333333333
ZC3H8	0.301666666666667
ZMAT1	-0.927375
SPINK5L3	-2.95775
SLC10A6	0.078
APPL2	0.75775
CARD10	1.259
LOC402176	0.554375
EEF1D	0.4968
RAB6A	0.3465
C12orf5	-0.40825
PAPOLG	0.2255
MSRB2	1.06325
BCR	0.943277777777778
PUS3	0.02075
TIAM2	1.40025
ZNF317	0.488166666666667
CHD2	-0.0116428571428571
FZD5	1.71545454545455
NUDT8	0.4615
ZNF763	0.9135
PRC1	-0.931888888888889
ABCB9	-0.484
SPATA3	0.33675
TRAK2	0.45325
STAB1	1.8555
LRRTM2	-0.00416666666666668
psiTPTE22	0.182
DBI	0.5115
SERPINA11	-3.9365
NAT5	-0.8405
C20orf58	-2.7505
RPS6KA4	-0.233
FLJ90650	-1.553
TGFBRAP1	0.64025
CHRDL2	-0.57975
FAHD2A	-0.148166666666667
CNTN1	-0.63275
BBS4	-1.2671
TMEM181	1.261
MINPP1	0.38375
MPHOSPH6	-0.727
HOXC10	-2.3415
ITPKB	-0.045
CLPTM1L	-0.169375
MEOX2	-2.04733333333333
ATP6V0C	0.198
PRPF8	-0.4625
TMC5	4.08525
FKBP3	-1.014
PLEKHB2	0.567125
OR4D6	0.602
ZNF544	-3.9229
D2HGDH	-0.17675
RPL18A	0.2397
HEL308	-0.51275
MPP6	-1.773
TCERG1	-0.322
KRT16	-2.73416666666667
KLF17	-0.56175
KLF5	4.3975
CDR1	0.164625
VCX3A	-5.42
FBLN2	-1.654625
C14orf104	-0.255
HBE1	-4.9368
OR4S2	0.2445
C1orf108	-0.772833333333333
ROBO4	2.23483333333333
CPEB4	0.784625
C11orf80	0.4205
BCKDHA	-0.640333333333333
MYOC	-0.0276666666666667
GIF	1.651
CKMT1A	2.296
RPL3	0.6208
THBS1	-0.73175
APOO	-0.08375
ARMCX1	-3.51725
HSZFP36	1.54475
SNAPC5	-0.33425
EIF4ENIF1	0.959
ZNF433	-0.03725
TNFRSF21	1.187875
TMPRSS7	0.148
SPATA18	1.1466
HPDL	-1.45
MKL2	0.3243
TBX3	0.469307692307692
C21orf93	0.415166666666667
DAXX	-0.11475
ELMO1	-0.437625
RGS13	0.2785
TAF11	-0.588
UNC13A	-2.45725
LOC653314	0.6829
ORC3L	-0.38775
IMAA	-0.919
TARBP2	-1.29525
CABIN1	0.3209
TRIOBP	0.3833125
HIST1H2AC	-1.47175
RGS22	-4.51516666666667
NCOA1	1.15166666666667
IL25	0.0015
SNCG	-1.2435
GPR6	-0.1885
AMDHD1	-1.5155
CHEK2	-0.019
C6orf142	0.67325
DRD4	0.17725
C14orf68	-1.279
GDF11	-2.39075
SEMG2	-0.0225
CD247	-1.93675
CDAN1	0.281
RBMX2	0.506333333333333
TGS1	0.22875
OIT3	0.26625
SYF2	-0.18275
MCM4	-1.380375
PKHD1L1	-0.0815
CEP192	-0.506166666666667
IFT88	2.79875
RPL9	0.0317142857142857
RAB32	0.746625
DDX43	-3.7645
P2RX2	0.0111666666666667
OR5D18	-0.017
UBE1	-0.138083333333333
SLC24A1	0.659125
ARHGAP5	0.98025
CETP	-1.653
KIAA1731	-0.155
SLC9A4	0.817
PTPN6	0.8105
BAHD1	-0.052
GRIK3	-0.131
CACNB2	-0.7683
PDE10A	-1.7065
DGCR14	-0.0755
PCDHB9	0.162666666666667
RHOQ	0.0966666666666666
MAP3K4	0.498
KTI12	-0.375166666666667
RPL23AP13	-2.4415
GNG11	-3.39425
CLCN3	0.812
GPAM	-0.121875
VSTM2A	-0.439
SLAMF7	0.743833333333333
INTS2	-0.92925
PPP2CA	-0.311
LRP12	-2.49573333333333
SEC14L2	0.808333333333333
DKFZP586H2123	0.838
MC3R	0.154
CIRH1A	-0.8505
HIST1H2AB	-0.670833333333333
POLH	-0.496
MGC16703	-2.23833333333333
SNAPC2	-0.4295
FILIP1L	0.67025
RASGRP4	-0.7175
LRRC1	2.273
GAS1	-5.84625
PRAC	-0.403
DGKA	-0.372666666666667
NT5C3	0.864
PEG3	-5.02416666666667
NADK	0.31575
PRR17	-1.865
LOC374569	-0.747
SGSH	-0.498666666666667
NLRP8	0.161
GALT	-0.4769
MCF2	-0.5705
ZNF263	0.4125
TACSTD1	3.8865
TYR	-6.9864
ATP6AP2	0.27
RNUXA	-0.1715
ABHD10	-0.0624
GDPD2	0.4075
SLC35C1	0.995
UBE2A	0.92375
HERC5	-3.58033333333333
FAM112B	-5.51733333333333
FBXL16	-1.01975
DKFZP434A0131	-0.0235
ELA3A	-3.076
RBM41	0.18
HAO2	-0.483
RNH1	-0.915625
SHANK2	0.936333333333333
OSBP2	0.00900000000000001
DAK	-0.620666666666667
C3orf58	-0.123916666666667
TCL1B	-0.5305
KBTBD2	0.56375
SUGT1L1	1.631
UBE2E2	-2.81583333333333
MYL9	0.41425
CDC23	-0.6625
PBXIP1	-0.0396
CXorf40B	-0.164
NBL1	1.32725
RTBDN	-0.172
RAB11FIP5	-0.093
TTTY13	0.917
SCOTIN	-0.366583333333333
SOHLH1	-0.6665
CDKN1A	1.25378571428571
NCK1	-0.6095
ZNF550	-0.38525
SAPS3	0.00925
SPIN3	1.18983333333333
MAGEE2	-0.597666666666667
MIS12	-0.472166666666667
OR8H2	0.0855
KIAA0774	-1.913
UNC5D	-1.957
CUL7	-1.60933333333333
LIPC	-3.88066666666667
DIO1	-3.654
C20orf11	0.6043
CTRL	-0.94375
HS3ST2	-1.31
PAK4	0.7005
CCRL1	0.00849999999999999
RNF10	0.006125
ZNF567	-0.30225
ZNF660	-1.9975
TCEAL3	-2.5135
MAGOH	-1.00133333333333
CENPB	-0.634666666666667
C19orf7	0.282
LOC388965	-0.236
ZCCHC13	0.34
JMJD1A	-0.6006
HIST1H4H	-0.8895
TBRG1	-0.6725
GPC3	-3.98425
TAF1C	-1.190625
EBNA1BP2	-0.944
CIAPIN1	-0.10925
PDGFRA	-1.32422222222222
CSTB	0.106625
CENPI	-0.1365
GTF2E2	0.516166666666667
RPP21	-0.18925
CCNF	-0.245166666666667
KCNQ3	1.2815
FAM79A	1.3465
SLC22A12	0.7645
NOVA1	-1.1725
FZD3	2.2183
AKAP8	-0.26475
SOCS5	0.296875
CFDP1	0.11525
DLG5	0.4515
PGM5	-0.0759166666666667
C1orf144	-0.479916666666667
HDAC10	0.135
RND2	-1.7715
C20orf199	0.39275
RNMT	-0.7365
SLURP1	0.741375
ASTN1	-0.4435
SH3BGR	-1.21075
MYCL1	0.197
ZHX1	-0.173833333333333
CENPK	-0.717
FOSB	-0.6913
LOC643406	0.5875
C2orf59	-1.569375
TMEM135	-1.0105
SLC27A2	0.154
KRT33A	0.606
OVOL1	1.77475
PAMCI	-2.26616666666667
S100A7	-2.2775
ZNF789	0.21
HARS2	0.5135
RPL23A	0.431333333333333
TCF23	-0.44175
UPF3B	-0.82325
C17orf78	-0.197
HLA-DOB	0.249333333333333
C14orf142	-0.377666666666667
TEKT5	0.321
DMWD	0.107
POLD1	-1.14716666666667
GSCL	0.2645
CALD1	-1.6399
SCRT1	0.1165
AIG1	1.12125
UNC84B	-0.127
ZNF404	-2.67375
TMED6	0.352
KIAA1462	-0.05
LRRC27	-0.178
PYGO1	-0.634
PIGU	0.252666666666667
ALAS2	-3.74833333333333
WRNIP1	0.343375
CNNM3	0.0515
ZNF2	-0.07825
ST3GAL5	-2.40233333333333
MRPL23	0.5045
TSSK6	-0.0855
PSMA6	-1.1085
C16orf70	-0.29925
KIAA1602	-1.523
ALMS1	0.191
DCN	-1.379375
TMEM132D	-0.78575
SUCLG2	0.809
ABHD14A	-1.484
DEXI	0.364333333333333
AMPD2	-1.12616666666667
IFNAR2	0.770833333333333
CYB5A	1.1415
TLOC1	0.3528
NXF5	-0.779333333333333
NRBF2	0.211375
KCTD3	0.5585
ITGAE	-0.524333333333333
SLC30A3	-2.2045
ZRF1	0.569
IFRD2	-0.25325
XAB1	-0.1505
PYCR2	-0.822833333333333
SERPINB3	-0.4535
TMLHE	1.424
GEFT	-2.24625
ABCA5	-0.011375
EMR4	0.0921666666666667
TSFM	-0.59375
HIST3H2BB	-2.42875
ARHGEF19	-1.6645
TSPAN17	0.2825
ABCC8	-1.556
MAP1S	-0.130166666666667
C22orf36	1.02025
BNC2	-2.78185714285714
HIST1H4A	-0.24325
NDUFS3	-0.788166666666667
WDR3	-0.1215
XKR4	-0.8585
TTC33	0.455142857142857
STMN2	2.85425
CPN2	-1.209
HSPC105	0.825875
PCOLCE2	-7.04575
C3orf55	0
KLHDC9	1.25283333333333
TBC1D23	0.17025
ATXN2L	-1.01625
MAP2K3	0.75325
SCAP	-0.224
ZNF486	-0.0768333333333333
C20orf96	0.19375
NARS	0.43875
ADAMTSL1	-1.7055
PRCC	0.4565
CCDC126	2.14825
ZNF675	-0.30525
CALCOCO1	0.65425
ANKRD43	4.36825
CWF19L2	-0.6625
ZBTB32	0.6925
BRAF	-0.035
ODF4	0.27825
MGC14376	0.5225
HORMAD1	-2.59966666666667
AAK1	0.240416666666667
PEBP1	-0.354833333333333
TNFSF5IP1	0.1765
DKFZp564N2472	1.05325
RMND1	-0.09725
IGKV1-5	1.59175
COL1A2	-0.350166666666667
SERPINA5	-4.74725
AANAT	0.4575
C19orf21	3.5235
GEMIN5	0.58975
UBR4	-0.0231666666666667
LTBP3	-1.78333333333333
AMHR2	-3.03516666666667
PROCR	1.2675
MYBBP1A	-0.37675
C20orf39	-2.2365
ZNF697	0.41575
PASK	-0.2855
ZNF776	0.155666666666667
RFXDC2	-0.136875
KIAA0467	-0.515
C10orf96	-0.700666666666667
ZNF503	-0.1735
GULP1	-2.5695
KCNE4	-1.90183333333333
DKFZp434K191	-1.947
LOC196913	-0.00800000000000001
BHLHB4	0.2545
CH25H	0.59075
LOC81691	-1.39583333333333
ALPL	-0.875714285714286
COL12A1	-0.196375
FOLR3	-2.36066666666667
GPR123	0.289857142857143
TRIM62	-0.644
ABLIM1	1.639
MAST3	0.70325
RHBDD1	0.625833333333333
LOC338809	0.413
RYBP	-0.03225
TTC26	-0.55875
ZNF22	-0.444
ISCA2	-0.20525
RDM1	-0.79625
PIGM	1.19025
GNB3	-1.916
ACTR2	0.7829
HMGB1	0.93785
EDG1	0.275166666666667
SOAT2	-4.3625
OR10AD1	0.499
RAP1GDS1	0.491166666666667
LCE1F	0.2755
ESM1	-1.684875
RCN3	-0.14175
CREBL1	-0.159
DBNL	0.349
PTGER3	0.198625
USP30	0.500666666666667
BCL2L12	-0.672
KIF26B	2.4085
ZNF416	-0.2995
ZNF225	0.144
C17orf70	-1.024
ZNF554	0.284
RAE1	-0.109166666666667
TNIK	-0.667166666666667
ACTN3	0.213
MGC45922	0.3645
CCNA1	-3.4266
RYK	0.0215
IL26	1.1075
LRP3	0.6845
QARS	0.73225
SOX7	1.698
BID	1.11225
OR2S2	0.2245
CXCL14	4.2275
C11orf47	-0.5855
MGC29891	0.540166666666667
HSPB8	-1.9418
PRDM14	-1.3555
NUFIP2	0.67775
MNAT1	-1.2385
ZDHHC2	1.31091666666667
MBNL2	0.601125
ADD3	1.6815
CSNK2A1P	-1.19125
KLK6	2.53583333333333
TMEM111	-0.9416
KIAA1279	1.0505
NUBP2	-0.587833333333333
RAB42	-4.11525
ID3	-1.0067
TM9SF1	-0.51575
MDP-1	-1.538
POU4F2	0.77925
IQCK	0.52675
C16orf14	0.3405
CAPN3	-0.37625
FAM43B	-0.8605
RECQL	-1.53975
AP1G1	-0.0852857142857143
CTNNBL1	0.5525
ECHDC1	0.298
SMARCC1	0.3736
FOXQ1	2.051625
GNAI3	0.114666666666667
POLG2	-1.19575
CD4	0.75125
ITLN1	-0.5255
EBI2	0.96675
IRF1	1.41275
PTPRE	2.8143
