Hybridization REF	TCGA-07-0249-20A-01R-0905-07
NAPRT1	-2.4415
PNLIPRP1	-0.10825
OR6V1	0.4985
PRKAB1	-0.6575
EYA4	2.19416666666667
KIF20A	-0.37175
ALG10	-0.10775
ITPKC	-0.3845
LMX1B	-0.0568333333333333
RPUSD4	-1.44566666666667
C7orf34	0.362
DLGAP2	0.342375
PFN1	0.2499
MICALL2	-0.67
ZNF654	0.559
SS18L1	-0.44375
SLC16A8	-0.31425
MKI67IP	-0.753333333333333
ITGB3	3.207625
TCEA3	-0.535583333333333
CEP152	-0.85575
CLIP1	1.352625
ZNF75	-0.1809375
ATP5C1	-0.0761666666666667
NUDT5	0.0888333333333333
PSCDBP	-1.6945
UBP1	-0.577
RBM27	0.5335
C13orf15	-1.046
ZNF282	-0.373333333333333
ZNF222	0.5901
COL10A1	4.469
PRDM15	-0.9625
TTTY5	-0.291
FAM9C	-0.235583333333333
C20orf67	0.57775
GNG13	-0.775
F12	-2.998
C1orf41	0.6215
CPXCR1	0.3825
GSK3A	0.63425
SUPT6H	-0.368333333333333
PI16	-2.4395
ELL2	1.88041666666667
C9orf167	-1.61133333333333
PVRL3	1.3699
FLJ38596	0.4155
ADAM20	-0.148
GPR89A	0.1225
GPR87	-3.5915
ZNF30	-1.55925
SMR3B	0.16625
ZNF770	0.469125
TRPC4AP	0.4085
DKFZP686E2158	0.372833333333333
C2orf28	0.672166666666667
FREM1	-4.07833333333333
LAMA4	0.544666666666667
ADPRHL2	0.10825
EIF4G2	0.654166666666667
GUCA1A	-0.4965
CTNNA2	2.431
NUDT15	-1.1945
CEPT1	0.777166666666667
ZNFX1	0.5695
CCDC92	1.39025
TDRD1	-1.1245
KCNK5	-4.4635
ETNK1	0.25475
LTA	0.8205
TTPA	0.339333333333333
B3GALNT2	-0.70225
SC65	0.321666666666667
PEX5L	-0.98475
EPS15L1	0.04775
MGEA5	-1.25725
HIST1H3A	-1.17525
ING1	1.15125
BCAT1	1.07625
ORC6L	-0.908818181818182
KLK11	-6.2175
C19orf28	-0.252625
DNER	4.183
MED22	-0.978785714285714
ETV6	0.327583333333333
CHAC2	-0.56325
CD300E	0.299
CEBPB	1.2665
ZNF398	-0.50325
LRCH3	0.3835
HMGA1	0.286666666666667
CAPN7	0.373
MGC5566	-2.73625
CCL3	3.26125
NANOS1	-0.435125
ZFYVE19	0.39025
APITD1	0.457833333333333
PARD3	0.15625
IRAK4	0.634
SERPINI2	-0.353
CEP170L	1.0585
TTC9	-2.19025
MYOM3	-1.26875
MLPH	1.397125
LOC222699	0.0745
NRG1	2.79558333333333
TBC1D9	0.406090909090909
TTK	-0.8935
ZNF557	0.828
DDX41	-0.596333333333333
FANK1	1.389
UBE2D2	0.395125
PSMB10	0.92825
MYH7B	-0.3555
GABARAPL2	0.60625
MARVELD2	-3.5525
DGCR2	-0.445833333333333
UNC45A	-0.0343333333333333
C6orf72	0.8715
ZNF683	0.34975
GIT2	0.221625
CASK	1.24816666666667
C14orf161	-0.727666666666667
LRRC44	1.1945
TIFA	0.50225
UTP11L	-0.67975
C6orf65	1.22875
FDPS	0.24575
DUSP9	-2.3654
SLC17A8	0.1985
OR51G1	0.2245
NANS	-0.5565
OLFML1	0.19375
ATP10B	-1.29414285714286
NPAS3	-0.933
PRKCA	1.1324
GGA2	-0.625375
LCE4A	0.413
SPANXN3	0.05775
CCDC115	-0.099875
SDCCAG3	-0.779
GLIPR1L1	0.2045
TTC1	0.73375
C17orf76	-1.221
MAD2L2	-0.428
HIPK1	-0.318
LRRC3B	-0.4135
CLN3	-0.727909090909091
C17orf47	0.142
FMN2	2.4605
TUBB1	-0.4005
WAPAL	0.274166666666667
C3orf21	-0.797875
SCN5A	-0.6317
SMYD1	0.40575
BEX5	0.5275
ZNF192	-0.112
SEC22A	1.2845
GRIA2	0.303214285714286
KIAA0825	-2.2305
NUSAP1	-0.320909090909091
LANCL1	0.577875
C15orf40	0.2556
ZNF645	0.163375
GPR61	0.42525
NLRP14	1.537
SNX21	0.9937
C1QTNF8	0.4385
C17orf46	0.3915
IFNA8	0.3505
SPRR1B	-2.4348
FLRT1	-0.51175
SNX17	0.392666666666667
ASB2	-0.580666666666667
HBG1	-6.47
RPRML	-2.085
JOSD2	1.38383333333333
PLSCR3	0.8805
SPOCD1	3.14316666666667
RAB39	0.231
GHRH	-0.0343333333333334
ITIH5L	-0.4555
C17orf37	0.93425
SMCR8	0.59725
DPY19L2P3	0.221833333333333
IL11RA	0.4215
GDF3	-4.13133333333333
RPS6KB1	-1.38991666666667
DNAJC19	-0.4716
TOP1	0.19675
CRCT1	-0.076
MPST	-0.337875
DPM2	0.857625
FAM38B	-5.09333333333333
SLC18A1	-2.77866666666667
FARP1	-0.944833333333333
PAX7	0.318
TUBD1	-1.6565
GNL3	-0.40825
BTG2	-2.42013333333333
NDUFS6	-0.29275
C1orf79	-0.85
ERAL1	-0.742
ECHS1	0.72275
VPS4A	0.1735
CYP11A1	-0.418
ABCC6	-1.25592857142857
PBX4	-0.4525
MOSC1	-4.08525
NCF4	-2.4075
HYMAI	0.233
NAGPA	-1.4925
OTOP2	0.42275
ACOT12	-0.4265
MTHFD2L	3.711
LOC441376	3.412
C19orf34	-0.343
RAB1B	1.4765
ALDOAP2	0.433
NTRK1	-1.6795
ARTS-1	1.1949
SLC6A11	-0.769
NAP1L2	-1.83425
CNGB1	0.312
EPB41L4B	0.403583333333333
FAM134B	2.2665
HS3ST3A1	4.14766666666667
CPXM2	-2.68175
SIRPB2	-0.1815
CHORDC1	-1.42266666666667
TRIB3	-1.57266666666667
SLC2A5	0.58
C2orf49	0.2525
DDX5	-1.245
OR5L1	1.007
ANAPC4	-0.145666666666667
ZSWIM1	-0.056875
LOC93622	-1.334625
KCNK3	-0.1862
RP11-35N6.1	-2.482625
ZFP161	0.302666666666667
AQP9	6.47775
SLC15A2	-1.614
MREG	-1.57783333333333
OR9I1	-0.0185
PDLIM2	1.415125
ADAM7	0.795
GSTCD	0.311333333333333
WDR21A	-0.153375
SLC12A8	1.7775
TMEM174	0.56175
IGSF3	-2.86091666666667
LRRN1	-1.21575
LOC402117	-0.2485
SRPK1	-1.57983333333333
LY6K	-1.793125
NFIA	-1.5895
PTCD3	-0.168125
LEP	0.0325
PCDH21	-0.034
MAPKAPK2	0.125642857142857
NMNAT1	0.206
LHFPL2	2.100625
C9orf43	0.78575
DIP2A	-0.469
ACTR8	0.40475
CCDC34	0.4715
PTPN22	2.1575
ITGA3	2.7495
FAM129C	0.062
RABGGTA	-0.754333333333333
UNC45B	-0.0355
KIAA1033	0.638375
ZNF510	-0.459666666666667
CYP2D6	-1.323
SLC26A10	-2.342
STX8	1.0915
LUZP1	0.00525
WDR89	-0.443666666666667
EIF4G3	0.7639
C5AR1	1.061625
ZNF623	-0.3785
A2M	-8.33425
TGM7	0.306
GRPEL1	0.1995
LMNB2	-0.3761
ROCK2	-0.322666666666667
SNX16	0.951125
CCDC66	-0.33875
ANXA3	-6.2625
KIAA1609	0.232375
EED	-0.99
RNF32	0.0496666666666667
HES1	-2.7425
CLC	0.214666666666667
ISL1	1.10833333333333
KIAA0528	-1.2875
MANEA	1.313625
C1orf61	-2.5865
hCG_2001000	0.59575
RAPGEF6	-0.5821
KIAA0020	-0.187333333333333
NEIL1	-3.632
C16orf45	1.937875
RBM10	-0.754
C10orf125	-1.03725
MRS2L	-2.2595
DNAH17	-1.945
C19orf10	0.7745
C1orf160	0.3935
SLFN12	1.8015
EXOC3	-0.563833333333333
HIST3H3	-0.8895
NCOR2	0.0161666666666667
TNFRSF9	2.44425
MFSD8	0.44275
ALX1	0.087
NOL1	-1.667
PODN	-0.0155
TIAL1	0.13575
HIST1H1E	-1.601
NPY6R	0.284
TM4SF4	-0.13125
CORO2A	-1.94575
ETNK2	-2.09433333333333
APOE	-2.2387
ANGPT4	0.4355
HDGF2	-0.06625
G30	0.279
ST8SIA4	-0.587625
F2RL1	0.810125
FAM19A4	-3.20775
CCAR1	-1.129
B3GNT7	0.1895
OPHN1	-0.3072
DSCR6	-3.9085
C21orf13	1.1395
GAS2L1	0.912666666666667
RFX3	-0.217833333333333
COPS4	0.42075
BCHE	-0.157833333333333
BCL2	-2.324625
HBZ	-3.48483333333333
ARL13B	0.89925
MAPBPIP	0.471125
MYO15B	-1.78675
SPZ1	0.035
KIAA1324	0.0941111111111111
PLCL2	1.122125
C4orf29	-0.64225
WDFY2	0.590375
ZNF284	0.415
NAALADL1	-1.5285
DUSP5	1.26116666666667
PXDN	-2.636375
SLMO1	-0.327
TNXB	0.6252
BIRC7	-1.23225
A4GALT	0.374166666666667
TIMM22	0.067
FAM110C	-1.9575
TOMM34	1.130375
ABHD9	0.225
ADAM32	-0.3755
CRHBP	3.53175
AQP2	0.25675
LOC130355	1.06475
ZNF187	-0.2125
ZNF816A	-3.634
F7	-1.447875
CNOT1	0.2938
SLC13A4	-1.273
ZBTB11	-0.088
B3GALT5	-0.14025
EXOC2	0.0571666666666667
IRS1	1.1218
TMEM1	-0.322833333333333
MRPL34	-0.0675
SAMM50	-0.16625
CDC42EP3	1.004875
HSF2	0.3113
MFN2	-0.31925
TSPAN7	-0.746166666666667
NUCB1	0.54675
RHOH	-5.3825
ARL16	0.2605
TACR1	0.16325
SFRS5	-0.8615
SNX25	0.696875
RHBDF1	-0.544833333333333
PCDH18	2.22133333333333
HMG1L1	-1.412
MYO5C	-4.47175
MAPK10	1.976
LDHAL6A	-0.239833333333333
NUDT12	1.06016666666667
NCAM1	0.749625
GLIS2	0.151
GGTL4	0.34825
DAPP1	-2.26475
ATF7	0.422125
KIAA0748	-1.15275
NFIL3	0.1965
TM6SF1	-0.4633
SEZ6	0.259375
NANOS3	1.26016666666667
DNAJA3	-1.4215
CLDN6	-3.272
CIITA	2.7287
EPHA4	-0.240916666666667
FANCC	-0.174
CMTM3	0.0915
PSG3	0.608875
MRPL15	-0.6245
C21orf59	-0.21925
PLCXD2	0.29175
C2orf34	0.068
UBE2L6	1.454125
MED14	-0.007
HP1BP3	-0.6258
C6orf208	0.0155
TPBG	0.97275
OSR2	-2.009125
XPC	-0.200166666666667
KLHL7	0.412083333333333
CCR3	-0.0646666666666667
AGTPBP1	0.144666666666667
PCSK6	-4.00353333333333
STAT5A	-3.2794
FAM18B	0.5715
LONRF2	-3.22316666666667
PTPN2	-0.06375
SF3A3	-0.887
EFCBP2	2.77
HCFC1	-1.23866666666667
AHNAK	0.42225
ACTR5	-0.93275
KIF14	-0.928571428571429
TENC1	0.51175
HEATR5B	0.21
YIPF2	1.265
MYEOV2	0.610333333333333
DUSP18	2.1965
KIAA1012	0.31825
AHR	0.899166666666667
C17orf53	-0.534333333333333
PTPRH	-0.9435
ATP6V1C1	0.4585
TAS2R3	0.2605
LOC440356	2.283
COQ10B	1.6075
PSMF1	-0.716333333333333
SORBS2	2.66216666666667
NFE2L2	-0.1385
TMCO7	0.12025
SH3PXD2A	0.2157
SH2D2A	-2.84775
SPINK5	-4.32325
MRPS24	0.6725
OPA3	0.343875
TRAF7	-1.23266666666667
C4orf35	0.4925
MT1G	3.006375
MGC39545	0.80775
HS1BP3	0.5853
OR2B2	0.281
CHRM4	-0.3745
SFRP2	-1.89733333333333
RIC3	-1.1735
ART1	-0.9465
C6orf1	0.545
DUS4L	0.33425
C10orf104	-0.13225
TNFAIP6	3.01375
RTEL1	-1.222
CCT4	0.4051
ZNF709	-1.9875
CHMP6	0.309
UPP2	0.440333333333333
CYP19A1	1.041875
CD151	-0.232833333333333
NDUFA13	0.159
ARFRP1	-0.1935
FAM26B	2.169
CRYBA1	-1.203
MRPL41	0.240666666666667
NPFFR2	-2.108125
HRH2	0.5425
SCAMP3	0.298
MTMR6	0.8084
MTG1	-0.89
UBTD1	1.60375
CRABP1	-3.507
FLJ33790	-2.7463
KIAA1908	-0.1915
GPR158	-0.0325
PACSIN3	-0.354333333333333
OMD	-0.383333333333333
CATSPER1	0.488333333333333
HOXB8	-1.029
FBXO46	-0.1815
OAS1	-1.81066666666667
SVIL	2.6565
PHB2	-0.64675
ADCY3	-0.713
NDRG2	-2.67833333333333
ERMAP	0.1767
APBA2	-2.87416666666667
IGSF9	-3.58
WNT6	-1.38728571428571
MYCBPAP	0.13075
ATP2B2	0.0361
CPVL	-4.0089
TRAM2	-0.0820833333333333
NOP5/NOP58	-1.1975
ZNRF4	0.04975
TLK1	0.754
MTMR12	0.269928571428571
ZNF384	-0.8205
FAM9B	-2.21466666666667
RPN1	0.8011
PMVK	-0.16825
EIF3D	0.3883
SIX2	-2.01175
HPS1	1.18735714285714
RNF7	0.4585
PSKH2	0.392
KCTD13	0.5415
CSMD3	-0.4757
FBF1	0.341
IL8	4.848
SERPINB13	-0.161666666666667
FBXL20	0.5635
BLR1	0.1595
SH2B1	-0.947333333333333
RFNG	-0.58725
RAB20	0.844666666666667
RBM7	-0.64875
POLR1A	-0.595166666666667
TMPRSS4	-3.741
TAF9	-0.03975
TERF2	0.222833333333333
TNFRSF1A	0.513416666666667
ACADVL	-0.601833333333333
GTF2H5	0.935
EDG8	-1.09116666666667
C9orf140	-1.117
UST6	0.41725
ZBTB8OS	-0.3515
ZNF710	0.309
GPR174	-2.012
ATP6V0A2	-1.05175
KIAA0319L	-0.56075
XKRX	-1.745
DOPEY2	0.3565
SDHD	-0.780583333333333
SUMF1	1.514
OSM	0.4735
OPN3	-0.32475
DAGLB	-0.229333333333333
PPFIBP1	1.4684
TRIM63	-4.08275
C10orf53	0.209
LYPD3	-2.81516666666667
BCL7A	-1.323875
AGER	-1.61883333333333
TCF19	-0.30725
SAT2	1.4895
PFTK1	0.613
GABRE	-4.4405
C15orf38	0.3452
FIS1	-0.514
KCNV2	-0.0715
CLPS	0.38525
PPCDC	-0.724875
FOXN2	0.429
NT5E	3.0455
CD83	-0.646
IL18	-2.912375
VPS16	-1.2885
IGFBP2	-5.38833333333333
NOTCH2	1.86275
SIGLEC1	0.1465
CD93	-1.656
SULF2	-6.32425
CEP164	-0.66225
P53AIP1	0.0195
TOR2A	-0.369833333333333
ZNF136	-0.37375
MGP	-2.1765
CCDC144A	-1.52833333333333
TRPC1	1.521
SMS	0.879666666666667
MAPK7	0.594333333333333
RRAGC	1.09125
PARD6A	-1.016
NUB1	0.667666666666667
SYNGR4	0.1795
OR11H12	0.743
WIF1	0.284375
GCH1	1.02525
OR11H4	0.2595
SLC44A5	-0.625
GPRIN2	-0.763666666666667
LOC401431	0.80825
CPA4	1.6465
MELK	0.0935555555555556
IL15RA	0.01225
CUL3	0.897625
HMBOX1	-2.4225
PODXL	-2.73025
CCT6B	0.826833333333333
COMTD1	-1.19875
MUC20	-1.33466666666667
GPX2	-4.2915
ITK	-0.13
FBXL5	1.52225
C13orf27	0.87675
DEFA5	1.2855
TRHDE	0.2865
MTP18	-0.155166666666667
UQCRQ	0.6809
ITGB2	-3.33858333333333
CSRP2BP	-1.23925
TAS2R44	0.3075
PHPT1	0.419625
FAM44C	0.1765
ERH	0.29175
MPHOSPH1	0.128
MORC1	1.708
PARVB	1
LAMA1	-1.1995
PGBD3	0.83725
GIMAP6	-0.9645
AREG	-7.1625
LIPT1	0.04325
MGC99813	-1.4805
C1orf201	0.229666666666667
GRIN2A	-0.1515
MAN2C1	-1.6405
NSUN5	-3.106
SF3B5	-0.07175
MYC	-0.9535625
NRXN1	-0.2272
ZNF18	0.5965
SPDYA	0.37575
SLC37A1	-2.714
DECR2	-0.932
ANKRD38	-1.9895
SPTLC3	0.599083333333333
SUPT16H	-1.326
DTWD2	0.9925
ULBP1	0.027
ZADH1	0.549666666666667
OIP5	-1.38975
IL10RB	0.738333333333333
OTUB2	0.9275
VWA3A	-0.0305
SPIC	0.120833333333333
OR6C4	0.4595
PSCD4	1.44516666666667
DPY19L2P2	-0.3575
TRAPPC6A	0.097
C21orf2	-1.0025
CEMP1	-1.5705
LIN7B	0.55
E2F7	0.1225
VCP	0.4969375
LAMA3	-0.01775
BGN	-1.62225
GPR160	-4.1435
COCH	-6.60116666666667
GPR81	-2.52233333333333
APOBEC3F	-0.05125
tcag7.1017	-1.01725
C1orf32	0.238
SCGB1D2	-0.456
FLJ43987	0.4415
C6orf170	1.52675
KLK9	0.8705
GPD1L	-0.3435
VPS37B	-0.06175
ATG3	0.593
ADAMTS17	0.1435
KLHDC2	-0.5875
NDUFV2	0.04825
BLK	2.79775
MATN4	-1.263
GPM6A	1.2045
GBP4	-0.134333333333333
TMEM162	0.409333333333333
PKP2	-3.011
HRASLS	1.40166666666667
MMP1	0.05175
SFXN3	0.1257
FSD1	1.0925
ST6GALNAC3	-3.9136
CA12	3.6107
NCOA6	0.1595
C19orf58	0.309
PPP4R1	0.348
MAN1A2	0.774833333333333
IKBKAP	-0.85925
UPF1	-0.6505
KIAA1219	1.168
WNT16	-0.175833333333333
SNW1	0.119625
IL18RAP	-0.75925
RPP30	0.780875
CDC40	0.458357142857143
SETD3	0.771333333333333
SLAMF6	-0.6635
ELK4	-0.219
TRIM47	0.0195
ACOX3	1.277375
TRIM6	0.510125
KIAA0372	0.326666666666667
TP53AP1	0.0375
SMURF2	1.27125
ADAD1	0.292
EBP	0.8769
KRTAP13-2	-0.524
FLJ36874	0.383833333333333
TOR1A	0.331333333333333
P2RY4	0.707
GPBP1	0.00675000000000001
TRPV1	-0.31925
ADAMTS12	2.56716666666667
PES1	-0.4231
ATG4A	0.946333333333333
MAGEA10	-4.878
WFS1	0.604
CC2D1B	0.213666666666667
PABPN1	-0.730875
SLC25A30	1.012
SLCO1C1	-0.810666666666667
SLC22A5	-0.7035
KIF23	-0.220833333333333
SYN2	-0.303
ASPN	-0.324
CENTG2	1.13675
QSOX2	-0.0794
FLJ10815	0.476166666666667
STK24	0.2319375
SPEG	1.5123
STK10	0.870833333333333
DACT2	-2.8955
AAAS	-0.91225
SSX3	-0.49125
ABCD3	-0.2147
C4orf12	2.00075
PARVG	-2.61433333333333
FIG4	2.02375
C9orf46	1.17475
TMCO6	-0.6535
IGHMBP2	-0.87225
DUS2L	-0.244833333333333
FAM3C	0.983
TMEM16D	-2.5525
DCTN4	1.12075
KCNH3	0.027
EIF2AK2	0.65725
AP1S3	0.289875
CST4	0.1305
PAM	1.9001875
NUTF2	-0.7325
CITED2	0.0939
SLC39A4	-0.1355
C2orf52	0.0115
GRM3	0.02425
C12orf49	1.142125
CCDC49	-0.0862
GRAMD1B	-0.794375
FNDC4	2.52925
SIAH2	-0.666
GDPD4	-0.0545
C21orf87	-0.11175
ATP5A1	-0.545
C16orf63	0.08275
LOC388135	-2.2575
ATP5J2	-0.078625
MMP3	5.841
EMID2	0.0835
CRHR1	0.296
WDR70	-0.20775
C13orf31	1.99475
ZFAND1	-0.3485
CCL18	1.02766666666667
C3orf49	-0.5905
RINT1	-0.189
KIAA0408	2.12983333333333
F13A1	-0.097
SLC10A1	0.219166666666667
OGN	-3.42675
GIPC2	-2.25533333333333
XPO6	-0.578833333333333
LCE1A	0.5095
FMR1	0.0536
LOC374920	-0.687
DUSP3	0.8595
ANKMY1	-0.8665
C7orf50	-1.0185
BBS9	0.985
UNC119B	0.285625
C9orf72	1.765375
MGC35440	0.25175
ENTPD6	-0.493375
PPP1R2P9	-0.10475
ERCC4	1.02975
FAHD2B	-0.3145
HMHA1	-4.405
HACL1	0.14575
RAD23A	0.338166666666667
FAM83B	-3.0605
PPP5C	-0.587
RNASEH2C	0.32
C9orf153	-0.049
SCAMP4	0.289625
GHITM	0.5769
NDUFB7	0.258125
ADCYAP1	-0.8205
SP110	0.389
MAP3K7IP2	1.3305
DHH	0.37
AGRN	-0.990785714285714
WDR33	-0.807166666666667
CEP290	-0.9705
PRPS1L1	-0.4425
KLRA1	-0.5785
GPR97	0.035
CHD7	-1.72983333333333
TLR10	0.334
SLC30A8	-1.5225
HIC1	-1.12266666666667
IAPP	0.7665
RXFP4	0.345
GP1BB	0.58525
SHQ1	0.233
NKX2-3	-0.115833333333333
API5	0.3225
FTHP1	2.928
MOV10L1	0.2342
TRIM6-TRIM34	2.61733333333333
ADHFE1	0.01975
FAM117A	-0.817
DDI1	-0.270166666666667
CDON	-1.16783333333333
TRIM73	-0.788
IGKC	0.302
MMP14	0.767583333333333
DYNC1LI1	-0.376125
C11orf66	0.1385
TRBV3-1	-1.43925
FASTKD5	-1.49825
BIVM	0.1035
LHX4	-1.00875
CXCL2	5.1385
RAB2B	-0.402666666666667
IZUMO1	0.16
MAP3K15	-1.63325
FAM19A2	0.2225
ZC3H8	-0.698333333333333
ZMAT1	-1.181
SPINK5L3	-0.0997500000000001
SLC10A6	-0.089
APPL2	0.71075
CARD10	-0.521833333333333
LOC402176	-0.57525
EEF1D	-0.3188
RAB6A	-0.124
C12orf5	0.40325
PAPOLG	-0.33125
MSRB2	0.2185
BCR	-0.444388888888889
PUS3	-1.22175
TIAM2	-2.20375
ZNF317	0.028
CHD2	0.217
FZD5	-1.50345454545455
NUDT8	-0.44625
ZNF763	-0.6805
PRC1	-0.712
ABCB9	0.403666666666667
SPATA3	0.718
TRAK2	1.36125
STAB1	-0.584625
LRRTM2	-0.088
psiTPTE22	0.61975
DBI	0.98075
SERPINA11	-3.95575
NAT5	-0.86875
C20orf58	-2.5415
RPS6KA4	-0.054
FLJ90650	-0.08425
TGFBRAP1	-0.71725
CHRDL2	-0.884875
FAHD2A	-0.257666666666667
CNTN1	-0.47725
BBS4	-0.3516
TMEM181	-0.0825
MINPP1	0.87675
MPHOSPH6	-0.340583333333333
HOXC10	-1.9588
ITPKB	-2.531375
CLPTM1L	-0.382625
MEOX2	-2.40566666666667
ATP6V0C	0.028375
PRPF8	-0.766833333333333
TMC5	-1.25775
FKBP3	-1.116
PLEKHB2	0.53
OR4D6	0.398
ZNF544	-4.3213
D2HGDH	-0.071375
RPL18A	-0.355
HEL308	0.21525
MPP6	-0.75375
TCERG1	-0.963
KRT16	-2.71783333333333
KLF17	-0.3345
KLF5	-0.2195
CDR1	3.9775
VCX3A	-2.124
FBLN2	-1.221
C14orf104	-1.37525
HBE1	-5.1719
OR4S2	0.4225
C1orf108	0.0608333333333333
ROBO4	0.554
CPEB4	1.266375
C11orf80	-0.754
BCKDHA	0.770833333333333
MYOC	0.434
GIF	0.157
CKMT1A	-2.3655
RPL3	0.1242
THBS1	-1.51775
APOO	0.45525
ARMCX1	1.60575
HSZFP36	-0.21825
SNAPC5	-0.10775
EIF4ENIF1	0.03525
ZNF433	-2.0315
TNFRSF21	-0.91325
TMPRSS7	-0.112
SPATA18	1.8743
HPDL	-4.029
MKL2	0.4348
TBX3	-0.872769230769231
C21orf93	0.412
DAXX	-0.0595
ELMO1	-1.510125
RGS13	0.469833333333333
TAF11	-1.90525
UNC13A	-1.543125
LOC653314	-0.51
ORC3L	0.18375
IMAA	-3.274
TARBP2	-0.22025
CABIN1	-0.4919
TRIOBP	0.7936875
HIST1H2AC	-1.001625
RGS22	-3.67216666666667
NCOA1	-0.0281666666666667
IL25	0.6985
SNCG	-0.698
GPR6	0.332
AMDHD1	-1.32116666666667
CHEK2	0.188375
C6orf142	-0.5175
DRD4	0.53325
C14orf68	-1.18875
GDF11	-0.22925
SEMG2	0.222
CD247	-4.7565
CDAN1	-0.4965
RBMX2	0.5635
TGS1	-0.4635
OIT3	0.0963333333333333
SYF2	0.137
MCM4	-1.294
PKHD1L1	-0.202625
CEP192	-0.544333333333333
IFT88	-0.02925
RPL9	-0.236571428571429
RAB32	2.1805
DDX43	-4.718
P2RX2	1.092
OR5D18	0.744
UBE1	-0.465166666666667
SLC24A1	0.10575
ARHGAP5	-0.20975
CETP	-2.1425
KIAA1731	-1.11183333333333
SLC9A4	0.6255
PTPN6	-2.39625
BAHD1	0.28575
GRIK3	-0.184
CACNB2	-1.6009
PDE10A	-0.6285
DGCR14	-0.14375
PCDHB9	-0.0698333333333333
RHOQ	2.6455
MAP3K4	0.1815
KTI12	0.714333333333333
RPL23AP13	-0.9725
GNG11	3.512
CLCN3	1.5045
GPAM	0.09225
VSTM2A	0.6495
SLAMF7	2.571
INTS2	-0.7695
PPP2CA	0.4711
LRP12	2.02766666666667
SEC14L2	1.88288888888889
DKFZP586H2123	5.41
MC3R	0.7065
CIRH1A	-0.787833333333333
HIST1H2AB	-1.23683333333333
POLH	-0.4155
MGC16703	-0.3175
SNAPC2	0.7005
FILIP1L	-0.3735
RASGRP4	0.358
LRRC1	0.2105
GAS1	-3.01
PRAC	-1.73675
DGKA	0.338166666666667
NT5C3	-1.1425
PEG3	-4.63233333333333
NADK	-0.9035
PRR17	-0.85025
LOC374569	-0.8295
SGSH	-0.968666666666667
NLRP8	0.164
GALT	-0.76
MCF2	-0.928
ZNF263	-1.15825
TACSTD1	-6.1305
TYR	-6.8066
ATP6AP2	0.75925
RNUXA	0.2645
ABHD10	0.732333333333333
GDPD2	-1.2835
SLC35C1	0.40275
UBE2A	0.99525
HERC5	1.31816666666667
FAM112B	-5.64683333333333
FBXL16	-1.4385
DKFZP434A0131	-1.16975
ELA3A	-2.9155
RBM41	-0.384625
HAO2	0.25925
RNH1	0.25675
SHANK2	-2.858
OSBP2	0.350625
DAK	-0.7095
C3orf58	1.84258333333333
TCL1B	-2.379
KBTBD2	-0.23725
SUGT1L1	-0.8645
UBE2E2	1.60433333333333
MYL9	2.741625
CDC23	-0.159333333333333
PBXIP1	-0.0265
CXorf40B	0.796
NBL1	-1.0135
RTBDN	1.688
RAB11FIP5	1.0555
TTTY13	-0.629
SCOTIN	-0.461833333333333
SOHLH1	-0.588666666666667
CDKN1A	2.017
NCK1	0.22125
ZNF550	-0.52675
SAPS3	0.22075
SPIN3	-0.104333333333333
MAGEE2	-0.413
MIS12	-0.144333333333333
OR8H2	0.219
KIAA0774	1.09916666666667
UNC5D	-1.3755
CUL7	-0.573666666666667
LIPC	-1.70616666666667
DIO1	-2.16975
C20orf11	-0.3809
CTRL	-0.432
HS3ST2	0.431
PAK4	0.630333333333333
CCRL1	-0.56975
RNF10	0.5375
ZNF567	-5.657
ZNF660	-2.06
TCEAL3	1.6555
MAGOH	-0.153833333333333
CENPB	-0.384
C19orf7	-0.233
LOC388965	0.0265
ZCCHC13	0.1185
JMJD1A	-0.6612
HIST1H4H	-1.674
TBRG1	-0.1026
GPC3	-6.534
TAF1C	-0.97975
EBNA1BP2	-0.7055
CIAPIN1	-0.259
PDGFRA	-2.58316666666667
CSTB	3.313625
CENPI	0.5135
GTF2E2	0.7235
RPP21	-0.75525
CCNF	-1.13416666666667
KCNQ3	1.284
FAM79A	-0.0045
SLC22A12	0.597
NOVA1	1.39733333333333
FZD3	-1.9593
AKAP8	-0.93125
SOCS5	1.264875
CFDP1	-0.3935
DLG5	0.2015
PGM5	-0.228181818181818
C1orf144	0.500916666666667
HDAC10	-0.4515
RND2	0.76725
C20orf199	-0.1355
RNMT	-0.19325
SLURP1	0.365875
ASTN1	-0.636125
SH3BGR	3.95075
MYCL1	-0.761125
ZHX1	-0.1385
CENPK	-0.10475
FOSB	-0.3032
LOC643406	-0.0692500000000001
C2orf59	-1.3305
TMEM135	-0.434875
SLC27A2	-5.24075
KRT33A	-3.751
OVOL1	-2.548375
PAMCI	-2.75266666666667
S100A7	-0.5575
ZNF789	-2.078
HARS2	-0.04575
RPL23A	-0.751833333333333
TCF23	0.193
UPF3B	-1.079375
C17orf78	0.242
HLA-DOB	-0.315833333333333
C14orf142	0.771166666666667
TEKT5	1.11916666666667
DMWD	0.1745
POLD1	-1.24316666666667
GSCL	0.208
CALD1	0.661
SCRT1	0.418333333333333
AIG1	0.32125
UNC84B	-0.406
ZNF404	1.7485
TMED6	-3.03975
KIAA1462	-0.237
LRRC27	1.3995
PYGO1	1.471
PIGU	0.4325
ALAS2	-4.25016666666667
WRNIP1	-0.918375
CNNM3	-2.295
