Hybridization REF	TCGA-07-0249-20A-01R-0826-07
SOX12	-1.77783333333333
DEFB103A	2.9555
RAMP1	-2.63725
KIR3DX1	-0.1455
GAS2L3	0.28425
PDE8A	0.5556
EDN3	-1.226
GMIP	0.12675
SF3A2	1.16125
FN3KRP	-0.2215
SMAD7	-0.50475
RHBDD2	0.153
OR11H6	0.735
PPP1R3B	0.2592
C9orf23	0.40825
CADPS	4.9695
GOLGA8A	-4.9875
TMEM57	1.22433333333333
RGL3	-1.307
S100A14	-4.862
FGFR2	-3.2686875
XRCC3	-0.7355
RTN4RL2	1.152
MGC3771	-0.3255
GH2	0.441
BTBD2	-0.202
LMO2	-2.369
RDBP	-0.467125
ACRBP	-2.4655
AMY2A	-0.16325
DUOXA1	0.7505
PTK7	-1.03266666666667
TWF2	0.675166666666667
FAM80A	-2.88975
TNNI2	-4.23666666666667
GLT25D1	-0.638833333333333
OCC-1	-0.15225
CYC1	-0.148833333333333
RPL22	-0.5795
MORN3	1.85883333333333
DISP1	0.90575
PRB2	0.577
CHUK	0.38275
HR	-0.417375
CCDC134	0.43225
DENND4B	-0.955
C14orf130	0.63525
RAB33A	1.4665
DCST2	0.1835
TNMD	-3.2895
PEX7	0.28075
FAM62A	0.957
SRD5A2L	1.881
IL22	-0.40375
RPS26	-0.238333333333333
HOXC5	-0.3825
SPATA6	1.95325
FLJ38482	-0.204
ZNF234	0.648
C18orf22	0.22475
SPATA22	-0.11575
THOC1	-0.42475
CYP7B1	-2.1875
KCNC3	1.6255
C8orf42	-2.0105
ALDH1B1	-0.449
CCDC100	0.6676
ARMC4	-2.00375
FAM18B2	0.09275
SLC44A1	0.072625
FBXO17	0.142166666666667
C6orf107	-1.3295
C19orf29	-0.542
ZC3HAV1L	-0.38875
PARP6	-0.1281
SULT2A1	-5.984
C1orf159	-0.5425
TMC1	0.408666666666667
CHST14	0.501375
GAMT	-0.73
SMCP	0.822166666666667
TSPAN33	-2.34983333333333
MIDN	0.281125
NOX4	-2.973
RNASEN	-0.7764
TBX1	-3.083
SALL2	-2.743
C10orf35	-3.3785
CYP2E1	-0.226875
LRFN2	-0.939333333333333
ACO1	0.636666666666667
IQCG	2.9303
MEGF9	0.42275
TM7SF4	3.303
PLEKHA1	1.2334
STK33	1.86225
C1orf210	-1.0035
SNUPN	0.8705
KIAA0406	-0.9578
C20orf29	-0.4745
TMEM55B	-0.39075
OSTM1	1.3026875
CLCN7	-1.342
OTP	0.01175
FLJ23049	1.212
HEATR4	0.2855
MAP3K10	1.63883333333333
PCDHGA9	1.889
AMDHD2	-0.7325
LCTL	2.6355
PDCD2L	-0.2185
CABLES2	0.24725
SLC5A9	-0.52675
CLCA2	-2.92866666666667
MGC16025	-1.288
STRAP	-0.293833333333333
C20orf196	-1.833
RRBP1	-0.0305
NAT13	-0.07525
MAT2B	0.28075
CSNK1D	-0.0276666666666667
KIR3DL1	0.86925
PRKAG3	0.3655
ZNF599	-0.902
PRM3	1.1445
PER2	0.553666666666667
ASPHD1	1.486
PRMT6	-0.5695
KCNE1L	1.38778571428571
FAM118A	-1.09766666666667
TAF4	-0.835
NDUFB6	0.45875
TRIM9	1.54808333333333
PMFBP1	-1.11025
KY	5.3745
DKFZp762E1312	0.424818181818182
CSMD1	-1.084
TBP	-0.0366666666666667
OR1Q1	0.958166666666667
RETNLB	0.8355
HPGD	-0.533571428571428
DNAJC12	-0.846333333333333
FKBP1B	-0.20075
ANKRD24	0.103833333333333
CXXC5	0.7085
IL3	1.096625
DRAM	1.6213
PTCH1	-0.58425
TP53BP1	0.061
SLC17A7	0.406125
COL25A1	-1.0455
AMACR	-1.26566666666667
RHCG	-0.495
VPS13A	0.250916666666667
FAM55D	0.942
PRPF38B	-0.0858333333333333
OSBPL6	2.00325
PFDN5	0.3033
CMTM6	0.352
KCNK12	-1.798
RP2	0.3705
C16orf52	-0.0365
PICK1	0.029
IFNE1	-2.0482
SEMA4B	0.1995
TYRO3	-0.1785
OR12D2	0.233
CSNK1A1	0.846
FANCF	0.7895
LONP2	-0.03925
TBL1Y	1.007
LDOC1L	0.292
CCNC	0.05675
C3orf60	0.354
CHKA	-1.926
UBAP1	0.37725
MAP3K1	-2.477
ANKRD9	-0.5155
FAM92A1	1.27016666666667
GAB2	-0.25725
AZU1	0.17725
DIS3	1.09991666666667
C21orf109	-1.109
IQCB1	-0.47275
SPATS2	-0.121
EFCAB3	0.99675
PRB3	0.5175
FUZ	-0.0825
ZNF813	-3.41325
BMPER	2.99216666666667
HEG1	1.184
ALS2CR11	-2.38925
SURF2	-0.74475
PSMC1	0.298166666666667
OR2D2	0.8545
SLC7A8	-0.428666666666667
C4orf40	0.799
SPATA7	1.07925
MAZ	-0.877
PIN4	1.27175
PDE1A	-0.9735
TAF6L	-0.679833333333333
OR2T34	0.865
KIAA0284	-0.66225
ACADS	0.097
MKRN2	0.1275
C18orf56	-0.07
MS4A6E	0.498666666666667
GALNT4	-0.4682
C22orf31	0.1415
FLJ36070	0.7365
PSME4	-0.80075
TFG	0.3824
EPHX2	-2.7225
ANXA5	1.413
KRTAP1-1	1.7564
BATF	-4.3685
KARS	-1.1645
MSTP9	-1.5175
GPR26	0.077125
CCDC72	0.07925
TEF	1.0605
FOXK1	-0.5817
PRLHR	0.6365
EMX1	0.43475
C11orf30	-1.480375
ICK	-1.144375
THSD7B	-0.47425
C21orf100	1.8615
DUOX1	-0.405
EFCAB4B	-0.939
UBE2G2	-1.11533333333333
C3orf54	1.126
PARP1	-1.7705
FAM60A	-1.1165
C6orf146	0.375
OR9K2	0.3475
DDX55	-1.14183333333333
RPS15	-0.1125
ZNF618	-2.6596875
DKFZp686D0972	0.09275
SSPO	-1.2975
SHFM3P1	-1.24083333333333
CPA6	-0.623
JAG2	-3.22525
DEFA3	0.5445
PPBPL2	0.6495
CD34	-0.771375
SLCO4A1	0.922375
AFG3L1	-2.51083333333333
SHD	-0.446
RP13-122B23.3	-0.235166666666667
PRKCSH	-1.10566666666667
DPH5	0.008
HLA-F	1.76075
TBC1D4	-0.3325
RIG	1.00366666666667
GLUD1	-0.141333333333333
HNRPCL1	-1.487625
HBXIP	1.55375
RNF207	-2.243
APIP	-0.1395
PLA2G3	0.390833333333333
CCDC84	-2.12775
MYLIP	-3.27907692307692
PHIP	-1.6405
AARS2	-0.770666666666667
DHX32	0.4155
SCAPER	-0.744666666666667
MEN1	-0.247875
NIP7	-0.58475
FLJ25404	0.9465
FASTKD3	-0.09475
TMEM158	2.87341666666667
RARA	0.47275
BDH1	-1.3155
ANKRD16	-0.28525
CARM1	1.013
SS18	-0.492
IKZF2	0.17325
MYD88	-0.74025
PML	0.982
TAF1A	-0.037
CBFB	-0.044625
HIST1H3H	-2.138
C7orf29	-7.37075
COMMD4	-0.229333333333333
DPP3	-0.36125
DAB2	2.069375
LOC388882	-0.1185
YPEL4	2.116
AGBL3	1.888
LRP6	-0.1034
SERPINH1	-0.215
TLE1	-0.47525
CD244	-0.882833333333333
ZDHHC15	-2.4655
MGLL	1.8235
PLDN	0.991666666666667
LOC654346	-1.5525
FAP	2.87225
GPR37	-0.355666666666667
SCARA5	-1.04583333333333
EBF4	-1.817
LSM6	0.557
MLLT1	-0.1590625
SLC5A12	0.27175
A2BP1	-1.778
COPS5	-0.0911666666666667
TPM4	1.03342857142857
TNFSF4	-1.98733333333333
ACADSB	-1.03588888888889
HERPUD1	0.27825
BCL2L11	-2.46116666666667
CEP78	-0.2725
CDCA3	-0.29825
WBSCR19	-0.463
MYO1A	-3.412
PPEF1	-0.582
LOC440348	-1.223
CPEB2	1.3085
BPTF	-0.881583333333333
RPL21	0.1373125
GSX2	2.015
ADPRH	2.23566666666667
C17orf68	-0.221333333333333
KCNS1	3.934
MLLT6	-0.2914
PIWIL4	-1.58725
RNF26	-1.0585
RAP1B	1.3015
ADAMTS1	0.3644
ZNF571	-4.40625
P2RY6	-1.61925
TRIM21	0.498166666666667
CADM3	0.14575
NLRC5	1.3645
ADRA2B	-0.413333333333333
LOC90835	0.219375
PCF11	-0.2645
LOC400451	-3.63675
GLTSCR1	0.9277
C17orf88	-1.3675
CDH16	-0.65775
FGF7	5.476
PCSK4	-1.21716666666667
NPC1L1	-1.39833333333333
TAT	0.413875
TBCA	0.33875
MGC33407	0.312
GPR115	3.363875
CYGB	-1.4505
FNBP4	-1.08383333333333
C12orf43	0.0125
CBL	-0.2326
CLECL1	-1.92275
PPAPDC1A	1.66525
WDR25	0.539333333333333
SGCA	0.955
C22orf29	-0.852833333333333
YIPF1	0.97975
GALK2	0.129
RAB3B	3.04708333333333
LOC440087	-1.98175
UCP1	-0.712
REEP5	1.2555
FADD	-0.07
FOXA1	-8.0155
CACNA1A	1.91716666666667
ABI1	0.369833333333333
GRIN2D	1.94025
SLC1A4	-0.794833333333333
LOC401127	-0.5775
HINT2	0.164
PLD4	-1.24183333333333
ZNF286A	-0.027
ENY2	-0.45175
IL1F6	1.0865
PXDNL	1.5875
C20orf79	0.0953333333333333
TNFSF13B	3.08283333333333
DENND3	-1.137875
JARID1D	-2.16525
HIST1H2AK	-1.218125
LOC93349	0.3063
SSH1	0.0803
ENSA	-0.70025
LOC219854	-0.0203333333333333
CKAP2	0.1033
DKFZP564J102	-1.33316666666667
MGC87315	-0.5355
HNRPAB	-0.96525
AMH	-1.6215
ZNF526	0.3985
BRUNOL5	-0.1535
CACNG3	0.0485
TRPM1	-2.1695
PPP2R1A	0.392375
COL2A1	-2.4205
DDN	-0.3595
FLJ25770	0.936363636363636
HK2	0.305785714285714
ELOVL6	0.63375
MDK	-2.6715
EPHX1	-0.83175
RASSF2	-2.710375
DKFZP434B0335	0.35075
DLX3	-0.412
PRTN3	-0.9755
AVPR1A	-0.174
C21orf125	-2.49175
TNFAIP8	0.397166666666667
GNB2L1	-0.45625
CALCRL	-0.51675
SCGB2A2	-0.3574
UBXD7	0.3025
ZNF674	-0.471
TMEM35	2.155875
BRSK2	-1.032375
HECTD3	0.526166666666667
TMEM188	0.9105
LGALS9	-1.565875
SCARB2	1.42916666666667
USP34	0.403083333333333
C17orf28	-0.82175
ZDHHC23	-1.274
AQP12B	-0.83
SLC16A3	0.3965
APLP2	-0.392125
ITIH2	-5.4805
MICAL3	-0.402375
TNNI3K	-0.000199999999999959
HDAC2	0.16
PRR7	1.1747
THBS2	-1.13725
LOC751071	-0.306
CA2	-2.60416666666667
RANBP17	-4.774
RLN3	0.4795
CRYZ	1.21616666666667
GBAS	-0.593333333333333
TAS1R1	0.4025
MPZL3	-0.955
PCDH8	-3.621
HSP90B1	0.759583333333333
KCNK15	-0.4675
TNIP2	-0.0675
GPR146	0.165
NOL6	-0.725
SPC25	0.312555555555556
STEAP2	3.00335714285714
VAMP3	0.462
TCIRG1	0.8585
ZP4	0.545833333333333
PARL	0.39175
TRIM39	-1.0195
KIAA1305	-1.77825
CRNN	0.179666666666667
GRN	0.00125000000000003
HSH2D	-3.7985
SCAMP1	1.05925
KIAA1913	1.57475
PTS	-0.28
BANP	-0.375428571428571
PRKACG	0.40925
ADCY6	0.0628333333333333
C16orf46	-0.5555
CYP51A1	1.180875
DDC	-3.984
ANPEP	-2.20533333333333
PROM1	-2.636
SIGLEC10	0.55125
COPG	0.605
FAM26E	2.42225
TRIP4	0.0015
SNX3	1.00633333333333
C1orf175	0.267166666666667
PPY2	0.62025
C14orf152	-0.05925
FTSJ1	-0.1425
DST	0.9492
LOC554235	0.8595
GLRX5	-0.289
C20orf12	0.4104
CAB39	-0.166833333333333
MSH2	-1.168
PIP4K2C	1.600375
CYLD	1.923625
WTAP	1.033875
MGAT4A	-4.643375
TSC22D4	-0.5578
CHRM2	-1.6385
PPYR1	0.5205
CCNH	0.767166666666667
RRM1	0.38125
ECAT8	-3.50175
LOC400120	-0.3275
GABRA4	0.369142857142857
C14orf4	1.9365
C1orf59	-5.6515
CTDSPL	-0.464833333333333
NHEDC2	-0.2465
PDE11A	-1.00613333333333
KLHL29	2.55975
CD5	-2.4514
TSPAN9	0.6630625
WDR67	-0.52425
THUMPD1	-0.3708
C18orf17	0.30725
CLYBL	0.249166666666667
FLJ13231	-0.17675
CMBL	-0.261
LECT2	0.00725
NKAPL	-0.2125
LOC654780	0.6855
OR4C6	0.2175
RAB30	-2.23566666666667
TSSK4	-0.6245
TMEM163	-2.815
OSBPL11	0.44875
GNB5	1.66333333333333
CCL21	0.5785
C1orf121	-0.026
FMO2	-0.1868
RPTN	2.066
MSTN	0.948
VCL	0.717428571428571
FYTTD1	-0.2975
C11orf1	-0.5905
CCDC88C	-2.820375
HFE	0.0202777777777778
MOGAT1	1.0395
FAM125B	-0.3225
IRGQ	0.785
RAVER2	-0.69225
AKAP5	-0.897
SSSCA1	-0.93725
C11orf63	0.671125
ACTG2	-0.6393
PORCN	1.685
DTL	-1.22136363636364
TMEM151	0.886
FAM122C	-0.71875
RSAD2	-0.6318
BAT4	0.3525
KRTDAP	-1.1765
MYH8	0.13325
CRTC3	-0.5335
LRRFIP2	0.4208
INTS4	-1.3965
TTN	-1.1254
SLC26A5	0.3245
PLLP	-2.461
RGS6	-0.662
SRGAP3	1.1385
ZNF525	-2.41116666666667
NBR2	-0.0273333333333334
C13orf1	0.6285
ZNF137	-2.954
CEP27	-0.09075
BEST2	0.7035
RNF121	0.446
DMRTC2	0.1845
C8orf76	0.326
BCCIP	-0.0515
MEST	-1.0755
HTRA2	-0.043
ANGPTL2	2.243
ILKAP	-0.052
ERAS	0.487
HBS1L	-0.533125
CPA5	-0.1385
TMEM30A	-0.225166666666667
CD300LF	-0.0405
WISP3	0.9985
CRK	0.837785714285714
PDS5A	0.4829
BRPF3	-0.00600000000000004
NEDD9	-4.32325
SMPDL3B	-1.88
PSG6	1.2295
PSMD13	-0.29125
ETV5	1.072875
OR51A4	0.7875
BTBD7	0.3225
GSTO1	1.597375
hCG_16001	1.0785
MAD2L1BP	0.391833333333333
COX6A2	2.133
SCNN1A	-2.70433333333333
LSM1	0.202666666666667
UGT2B11	-2.49625
IDUA	0.49725
PPP2R3C	-0.243166666666667
COX11	0.442333333333333
PDZK1	-4.21825
ZNF443	-1.72233333333333
MGC21874	-0.2645
ZNF323	-1.8267
KRTAP10-10	-0.131
CXCL6	-1.36375
SLC34A2	0.448
LOC284402	0.556
NPTN	1.4475
UPP1	1.96733333333333
SLC6A9	0.3855
OR7G3	0.0455
CISD1	0.398666666666667
ZNF545	-4.59516666666667
SYT14	0.4245
NT5C3L	0.396833333333333
ZNHIT3	0.0136666666666667
SNRPD3	-0.74225
KIAA0701	0.201
UNC93B1	-0.443666666666667
GMNN	-1.426625
SPCS2	-0.6625
LOC388524	0.6295
NAPRT1	-2.340875
PNLIPRP1	0.69825
OR6V1	0.9135
PRKAB1	-0.639
EYA4	3.01433333333333
KIF20A	-0.562
ALG10	0.0515
ITPKC	-0.2705
LMX1B	0.024
RPUSD4	-1.3935
C7orf34	-0.896666666666667
DLGAP2	0.4555
PFN1	-0.2695
MICALL2	-0.553166666666667
ZNF654	0.5355
SS18L1	-0.48975
SLC16A8	-0.12025
MKI67IP	-0.568666666666667
ITGB3	3.94825
TCEA3	-0.53575
CEP152	-0.8411875
CLIP1	1.229875
ZNF75	-0.37125
ATP5C1	-0.360666666666667
NUDT5	0.0568333333333333
PSCDBP	-1.5615
UBP1	-0.684
RBM27	0.9185
C13orf15	-1.731
ZNF282	-0.141166666666667
ZNF222	0.5299
COL10A1	4.98925
PRDM15	-1.039125
TTTY5	0.679
FAM9C	-0.23675
C20orf67	0.2095
GNG13	-0.556
F12	-2.56875
C1orf41	0.60075
CPXCR1	0.2035
GSK3A	0.482375
SUPT6H	-0.426833333333333
PI16	-2.19316666666667
ELL2	1.95541666666667
C9orf167	-1.68283333333333
PVRL3	1.2942
FLJ38596	-0.0445
ADAM20	-0.57475
GPR89A	0.1215
GPR87	-3.469
ZNF30	-1.9565
SMR3B	0.48725
ZNF770	0.48425
TRPC4AP	0.0656666666666667
DKFZP686E2158	0.257833333333333
C2orf28	0.702
FREM1	-4.043
LAMA4	0.722
ADPRHL2	0.353
EIF4G2	0.742
GUCA1A	0.2095
CTNNA2	2.470125
NUDT15	-1.209
CEPT1	0.551166666666667
ZNFX1	0.6213
CCDC92	1.2265
TDRD1	-1.2375
KCNK5	-4.15633333333333
ETNK1	0.358916666666667
LTA	0.8655
TTPA	0.104666666666667
B3GALNT2	-0.654875
SC65	0.493333333333333
PEX5L	-1.33775
EPS15L1	-0.265
MGEA5	-1.033375
HIST1H3A	-0.89375
ING1	1.0095
BCAT1	0.997375
ORC6L	-0.965272727272727
KLK11	-5.863
C19orf28	-0.116375
DNER	4.312625
MED22	-1.087
ETV6	0.529583333333333
CHAC2	-0.6225
CD300E	1.039
CEBPB	1.379
ZNF398	-0.212
LRCH3	0.206
HMGA1	0.616333333333333
CAPN7	0.228
MGC5566	-3.302
CCL3	3.7165
NANOS1	-0.838125
ZFYVE19	0.5395
APITD1	0.339333333333333
PARD3	-0.00175000000000001
IRAK4	0.369833333333333
SERPINI2	-0.307
CEP170L	1.0235
TTC9	-2.387375
MYOM3	-1.17425
MLPH	1.343375
LOC222699	0.0615
NRG1	2.701
TBC1D9	0.361727272727273
TTK	-0.87
ZNF557	0.9113
DDX41	-0.6975
FANK1	1.4095
UBE2D2	0.399625
PSMB10	0.978125
MYH7B	0.327
GABARAPL2	0.4775
MARVELD2	-3.504
DGCR2	-0.287833333333333
UNC45A	0.237333333333333
C6orf72	0.933
ZNF683	0.304
GIT2	0.1705
CASK	1.2785
C14orf161	-1.26716666666667
LRRC44	1.3315
TIFA	0.2355
UTP11L	-0.899875
C6orf65	0.82475
FDPS	0.16025
DUSP9	-1.964
SLC17A8	0.278166666666667
OR51G1	0.349833333333333
NANS	-0.383
OLFML1	0.44975
ATP10B	-1.4165
NPAS3	-1.42075
PRKCA	1.2661
GGA2	-0.45525
LCE4A	0.325
SPANXN3	0.20025
CCDC115	-0.25325
SDCCAG3	-0.59225
GLIPR1L1	-0.2315
TTC1	0.33275
C17orf76	-0.83375
MAD2L2	-0.67125
HIPK1	0.0618
LRRC3B	-0.895666666666667
CLN3	-0.709772727272727
C17orf47	0.298
FMN2	2.339
TUBB1	-0.487375
WAPAL	0.0818333333333333
C3orf21	-0.800625
SCN5A	-0.254
SMYD1	0.354
BEX5	0.70325
ZNF192	-0.656
SEC22A	1.43366666666667
GRIA2	0.515
KIAA0825	-2.98575
NUSAP1	-0.392
LANCL1	0.625125
C15orf40	-0.1031
ZNF645	-0.221
GPR61	0.44025
NLRP14	1.796
SNX21	0.9173
C1QTNF8	0.556
C17orf46	0.38075
IFNA8	-0.5115
SPRR1B	-2.36983333333333
FLRT1	-0.30925
SNX17	0.0331666666666667
ASB2	-0.282
HBG1	-6.4865
RPRML	-1.95675
JOSD2	0.856833333333333
PLSCR3	0.998
SPOCD1	3.44766666666667
RAB39	-0.2235
GHRH	-0.00983333333333333
ITIH5L	0.40775
C17orf37	0.5495
SMCR8	0.77575
DPY19L2P3	0.0583333333333333
IL11RA	0.247666666666667
GDF3	-4.20116666666667
RPS6KB1	-1.49591666666667
DNAJC19	-0.4395
TOP1	0.172
CRCT1	-0.544875
MPST	-0.1845
DPM2	1.1925
FAM38B	-5.17866666666667
SLC18A1	-2.989
FARP1	-0.817333333333333
PAX7	0.60575
TUBD1	-1.69125
GNL3	-0.4185
BTG2	-2.19733333333333
NDUFS6	-0.4095
C1orf79	-0.6165
ERAL1	-1.049
ECHS1	0.617
VPS4A	0.181
CYP11A1	-0.629
ABCC6	-1.24892857142857
PBX4	0.042
MOSC1	-3.593375
NCF4	-3.097
HYMAI	-0.839
NAGPA	-1.30225
OTOP2	0.29525
ACOT12	-0.21825
MTHFD2L	3.611625
LOC441376	3.53575
C19orf34	0.6045
RAB1B	1.18075
ALDOAP2	0.4085
NTRK1	-1.92833333333333
ARTS-1	1.1701
SLC6A11	-0.7475
NAP1L2	-1.744
CNGB1	1.016
EPB41L4B	0.166583333333333
FAM134B	2.515375
HS3ST3A1	4.52366666666667
CPXM2	-3.535
SIRPB2	-0.0265
CHORDC1	-1.5435
TRIB3	-1.329
SLC2A5	0.4955
C2orf49	0.331166666666667
DDX5	-1.17775
OR5L1	3.1095
ANAPC4	0.127166666666667
ZSWIM1	-0.223875
LOC93622	-1.269375
KCNK3	0.00779999999999999
RP11-35N6.1	-2.2545
ZFP161	0.3445
AQP9	7.35025
SLC15A2	-1.8535
MREG	-1.56066666666667
OR9I1	0.6945
PDLIM2	1.38675
ADAM7	0.451
GSTCD	0.256833333333333
WDR21A	0.13275
SLC12A8	1.84633333333333
TMEM174	0.57075
IGSF3	-2.84
LRRN1	-1.10475
LOC402117	0.23125
SRPK1	-1.34216666666667
LY6K	-1.9515
NFIA	-1.286
PTCD3	-0.0205
LEP	0.169833333333333
PCDH21	-0.00666666666666665
MAPKAPK2	0.336857142857143
NMNAT1	0.773333333333333
LHFPL2	2.283
C9orf43	0.597
DIP2A	-0.402833333333333
ACTR8	0.307625
CCDC34	0.37225
PTPN22	1.709875
ITGA3	2.625625
FAM129C	-0.1
RABGGTA	-0.583833333333333
UNC45B	0.62725
KIAA1033	0.640875
ZNF510	-1.1015
CYP2D6	-1.234
SLC26A10	-2.189
STX8	0.735
LUZP1	-0.192
WDR89	-0.512333333333333
EIF4G3	0.8935
C5AR1	1.182875
ZNF623	-0.339
A2M	-8.25925
TGM7	0.5785
GRPEL1	0.0723333333333333
LMNB2	-0.4542
ROCK2	-0.270833333333333
SNX16	0.772375
CCDC66	-0.49075
ANXA3	-6.3335
KIAA1609	0.157375
EED	-0.843
RNF32	-0.4665
HES1	-2.7999
CLC	0.38
ISL1	1.1645
KIAA0528	-1.096875
MANEA	1.28575
C1orf61	-2.995
hCG_2001000	1.369
RAPGEF6	-0.6607
KIAA0020	-0.176
NEIL1	-3.33625
C16orf45	1.963625
RBM10	-0.545166666666667
C10orf125	-1.200375
MRS2L	-2.253
DNAH17	-1.658875
C19orf10	0.86675
C1orf160	0.3815
SLFN12	1.8425
EXOC3	-0.779166666666667
HIST3H3	-0.76625
NCOR2	0.161166666666667
TNFRSF9	2.5405
MFSD8	0.23575
ALX1	0.0281666666666667
NOL1	-1.7285
PODN	-0.66325
TIAL1	-0.0705
HIST1H1E	-1.43175
NPY6R	0.68525
TM4SF4	-0.51475
CORO2A	-1.70875
ETNK2	-2.42583333333333
APOE	-1.9826
ANGPT4	0.3515
HDGF2	-0.00975
G30	0.244
ST8SIA4	-0.649
F2RL1	0.600125
FAM19A4	-5.1875
CCAR1	-1.109
B3GNT7	0.03275
OPHN1	-0.2794
DSCR6	-3.439
C21orf13	1.33933333333333
GAS2L1	0.908666666666667
RFX3	-0.325833333333333
COPS4	0.385375
BCHE	-0.489333333333333
BCL2	-2.02125
HBZ	-3.248
ARL13B	0.75575
MAPBPIP	0.3135
MYO15B	-1.804625
SPZ1	0.224
KIAA1324	0.260333333333333
PLCL2	0.9605
C4orf29	-0.9825
WDFY2	0.642125
ZNF284	0.207
NAALADL1	-1.973
DUSP5	1.29583333333333
PXDN	-3.07071428571429
SLMO1	-0.3205
TNXB	1.0254
BIRC7	-1.317
A4GALT	0.3375
TIMM22	-0.287
FAM110C	-2.0775
TOMM34	1.024375
ABHD9	0.1905
ADAM32	-0.8235
CRHBP	3.754
AQP2	0.494375
LOC130355	1.3495
ZNF187	-0.320333333333333
ZNF816A	-3.517
F7	-1.75775
CNOT1	-0.0159
SLC13A4	-1.21525
ZBTB11	-0.20625
B3GALT5	0.28325
EXOC2	-0.0625
IRS1	1.3783
TMEM1	-0.245166666666667
MRPL34	-0.264333333333333
SAMM50	-0.20875
CDC42EP3	1.12575
HSF2	0.3039
MFN2	-0.2955
TSPAN7	-1.04466666666667
NUCB1	1.08975
RHOH	-5.33875
ARL16	0.152
TACR1	-0.2315
SFRS5	-1.04616666666667
SNX25	0.78825
RHBDF1	-0.4505
PCDH18	1.85233333333333
HMG1L1	-1.39475
MYO5C	-4.371125
MAPK10	2.22
LDHAL6A	-0.108
NUDT12	0.749833333333333
NCAM1	0.735375
GLIS2	1.721
GGTL4	0.6215
DAPP1	-2.62075
ATF7	0.312125
KIAA0748	-1.403
NFIL3	0.34975
TM6SF1	-0.3092
SEZ6	0.36475
NANOS3	1.5825
DNAJA3	-1.31766666666667
CLDN6	-3.2745
CIITA	3.283
EPHA4	-0.270333333333333
FANCC	-0.1215
CMTM3	0.150625
PSG3	0.6
MRPL15	-0.60125
C21orf59	-0.11625
PLCXD2	-0.01425
C2orf34	-0.7115
UBE2L6	1.87
MED14	-0.249
HP1BP3	-0.0511
C6orf208	-0.002
TPBG	0.7425
OSR2	-2.0205
XPC	-0.132333333333333
KLHL7	0.110416666666667
CCR3	0.2452
AGTPBP1	0.3025
PCSK6	-4.11413333333333
STAT5A	-3.1354
FAM18B	0.6595
LONRF2	-3.22033333333333
PTPN2	-0.084375
SF3A3	-0.737666666666667
EFCBP2	2.84525
HCFC1	-1.16083333333333
AHNAK	0.54125
ACTR5	-0.809
KIF14	-0.816857142857143
TENC1	0.55625
HEATR5B	0.09
YIPF2	1.2485
MYEOV2	1.6155
DUSP18	2.47425
KIAA1012	0.162
AHR	0.564333333333333
C17orf53	-0.532166666666667
PTPRH	-1.102
ATP6V1C1	0.3655
TAS2R3	-0.004
LOC440356	2.331
COQ10B	1.4005
PSMF1	-0.816333333333333
SORBS2	2.74175
NFE2L2	-0.26925
TMCO7	0.1725
SH3PXD2A	0.0954
SH2D2A	-2.795
SPINK5	-4.0565
MRPS24	0.8505
OPA3	0.8575
TRAF7	-1.51616666666667
C4orf35	0.512
MT1G	3.337625
MGC39545	-0.5535
HS1BP3	0.7838
OR2B2	1.045
CHRM4	0.3835
SFRP2	-2.17366666666667
RIC3	-2.262
ART1	-1.669
C6orf1	0.649125
DUS4L	0.06025
C10orf104	-0.00824999999999998
TNFAIP6	3.184
RTEL1	-1.2915
CCT4	0.5133
ZNF709	-2.164
CHMP6	0.199833333333333
UPP2	0.24375
CYP19A1	0.994875
CD151	-0.352833333333333
NDUFA13	0.0876666666666667
ARFRP1	-0.383833333333333
FAM26B	2.18875
CRYBA1	-1.6105
MRPL41	0.265666666666667
NPFFR2	-2.081625
HRH2	0.779
SCAMP3	0.1435
MTMR6	0.6943
MTG1	-0.782333333333333
UBTD1	1.76075
CRABP1	-3.36
FLJ33790	-2.5195
KIAA1908	-0.233
GPR158	0.06625
PACSIN3	0.0143333333333333
OMD	-1.1505
CATSPER1	0.4425
HOXB8	-1.5325
FBXO46	-0.0655
OAS1	-1.70333333333333
SVIL	2.3105
PHB2	-0.85025
ADCY3	-0.507
NDRG2	-2.55566666666667
ERMAP	-0.187
APBA2	-3.04333333333333
IGSF9	-3.0735
WNT6	-0.614714285714285
MYCBPAP	0.08175
ATP2B2	0.1416
CPVL	-5.14511111111111
TRAM2	0.138083333333333
NOP5/NOP58	-1.00525
ZNRF4	0.47975
TLK1	0.560625
MTMR12	0.133071428571429
ZNF384	-0.45
FAM9B	-3.2435
RPN1	0.5042
PMVK	-0.35475
EIF3D	0.7173
SIX2	-1.89275
HPS1	1.36014285714286
RNF7	0.10325
PSKH2	0.8475
KCTD13	0.386666666666667
CSMD3	-0.7485
FBF1	0.2575
IL8	4.96575
SERPINB13	0.437666666666667
FBXL20	-0.14875
BLR1	0.5455
SH2B1	-1.033
RFNG	-0.714125
RAB20	0.8585
RBM7	-0.64575
POLR1A	-0.8105
TMPRSS4	-3.55225
TAF9	-0.081
TERF2	-0.301333333333333
TNFRSF1A	0.654083333333333
ACADVL	-0.625
GTF2H5	0.90725
EDG8	-1.36566666666667
C9orf140	-1.039
UST6	0.561
ZBTB8OS	-0.39225
ZNF710	0.3785
GPR174	-2.534
ATP6V0A2	-1.20375
