Hybridization REF	TCGA-AY-4071-01A-01R-1113-07
MGC39545	-0.317
HS1BP3	0.332333333333333
OR2B2	0.36
CHRM4	-0.137
SFRP2	-4.101
RIC3	-1.265
ART1	-1.199
C6orf1	0.137625
DUS4L	-1.167
C10orf104	0.68
TNFAIP6	1.1
RTEL1	2.532
CCT4	-0.6371
ZNF709	0.03125
CHMP6	0.350666666666667
UPP2	-0.08675
CYP19A1	-2.26642857142857
CD151	-0.5535
NDUFA13	0.663
ARFRP1	0.154833333333333
FAM26B	0.017
CRYBA1	-3.6825
MRPL41	-0.0045
NPFFR2	0.11525
HRH2	0.347
SCAMP3	-1.05016666666667
MTMR6	1.7916
MTG1	-0.871333333333333
UBTD1	-0.36225
CRABP1	-2.874
FLJ33790	0.2503
KIAA1908	-1.84816666666667
GPR158	-2.167
PACSIN3	-2.789
OMD	0.66025
CATSPER1	-0.741833333333333
HOXB8	0.789625
FBXO46	0.8145
OAS1	3.42566666666667
SVIL	0.33575
PHB2	-0.64425
ADCY3	0.4755
NDRG2	0.613666666666667
ERMAP	-0.3037
APBA2	-1.332
IGSF9	1.43875
WNT6	-0.999230769230769
MYCBPAP	-0.859
ATP2B2	-1.2756
CPVL	-0.1196
TRAM2	-0.296909090909091
NOP5/NOP58	-0.51225
ZNRF4	-0.039
TLK1	-0.71675
MTMR12	-0.492428571428571
ZNF384	-0.542166666666667
FAM9B	-2.873
RPN1	0.647
PMVK	-0.742
EIF3D	-0.4631
SIX2	-1.135
HPS1	0.696214285714286
RNF7	0.28275
PSKH2	-0.174
KCTD13	0.192166666666667
CSMD3	-0.376666666666667
FBF1	-0.155
IL8	1.009125
SERPINB13	-0.434666666666667
FBXL20	0.5035
BLR1	0.79625
SH2B1	-0.8475
RFNG	-1.062125
RAB20	1.73633333333333
RBM7	0.64675
POLR1A	-0.510166666666667
TMPRSS4	4.71775
TAF9	-0.645125
TERF2	-0.934833333333334
TNFRSF1A	0.770833333333333
ACADVL	-0.144666666666667
GTF2H5	0.14825
EDG8	-1.289
C9orf140	-0.83825
UST6	-0.011
ZBTB8OS	-0.337
ZNF710	-0.0735
GPR174	-0.614
ATP6V0A2	0.3395
KIAA0319L	-0.658166666666667
XKRX	1.6705
DOPEY2	1.2386
SDHD	0.131
SUMF1	1.0485
OSM	3.16675
OPN3	-0.371
DAGLB	-0.122833333333333
PPFIBP1	-0.8213
TRIM63	-0.9435
C10orf53	1.321
LYPD3	-2.984
BCL7A	-1.211625
AGER	-1.0505
TCF19	-1.558875
SAT2	0.7365
PFTK1	-1.21783333333333
GABRE	1.120875
C15orf38	0.7484
FIS1	0.7755
KCNV2	0.20625
CLPS	-0.92875
PPCDC	-0.814875
FOXN2	1.99
NT5E	-1.4829
CD83	0.4715
IL18	2.577875
VPS16	0.616
IGFBP2	-4.71233333333333
NOTCH2	-1.442
SIGLEC1	1.525875
CD93	3.6195
SULF2	0.06625
CEP164	-0.493
P53AIP1	-0.2048
TOR2A	0.105333333333333
ZNF136	-0.59225
MGP	0.281
CCDC144A	-0.5645
TRPC1	-1.49216666666667
SMS	-0.462
MAPK7	-0.091
RRAGC	0.4885
PARD6A	1.22266666666667
NUB1	0.871666666666667
SYNGR4	-0.105
OR11H12	0.2875
WIF1	2.243
GCH1	1.35675
OR11H4	0.4085
SLC44A5	0.3155
GPRIN2	2.85033333333333
LOC401431	-1.86475
CPA4	-2.903
MELK	-1.24466666666667
IL15RA	1.97675
CUL3	0.370375
HMBOX1	-0.28125
PODXL	-3.1505
CCT6B	0.126833333333333
COMTD1	1.5285
MUC20	5.409
GPX2	4.45975
ITK	-0.37275
FBXL5	0.84825
C13orf27	-0.47075
DEFA5	1.459
TRHDE	
MTP18	-0.0995
UQCRQ	1.4674
ITGB2	0.875833333333333
CSRP2BP	0.6595
TAS2R44	0.5965
PHPT1	-0.577875
FAM44C	0.103
ERH	-0.03675
MPHOSPH1	-1.148
MORC1	0.044
PARVB	-2.6605
LAMA1	-2.27316666666667
PGBD3	-0.234
GIMAP6	4.6425
AREG	1.80866666666667
LIPT1	0.872
MGC99813	0.11225
C1orf201	0.653666666666667
GRIN2A	-1.05385714285714
MAN2C1	-1.16075
NSUN5	-0.42525
SF3B5	0.24325
MYC	-0.593625
NRXN1	-0.637125
ZNF18	0.22675
SPDYA	0.8728
SLC37A1	2.0155
DECR2	0.566
ANKRD38	-1.9685
SPTLC3	-2.89058333333333
SUPT16H	-1.551
DTWD2	0.80475
ULBP1	-8.998
ZADH1	-2.313
OIP5	-2.173
IL10RB	1.12666666666667
OTUB2	0.842
VWA3A	-0.0405
SPIC	0.612
OR6C4	0.399
PSCD4	1.1174
DPY19L2P2	-1.0785
TRAPPC6A	0.523666666666667
C21orf2	-0.7185
CEMP1	0.37975
LIN7B	1.201
E2F7	-1.30533333333333
VCP	-0.826333333333333
LAMA3	3.55818181818182
BGN	0.15725
GPR160	4.3095
COCH	-3.132
GPR81	-2.2745
APOBEC3F	-2.14925
tcag7.1017	-0.701
C1orf32	0.9435
SCGB1D2	-0.0680000000000001
FLJ43987	-1.421
C6orf170	-0.6985
KLK9	0.0665
GPD1L	0.944875
VPS37B	1.07975
ATG3	0.506
ADAMTS17	0.112
KLHDC2	0.360666666666667
NDUFV2	-0.80675
BLK	-1.719
MATN4	-1.058
GPM6A	-1.28871428571429
GBP4	4.6645
TMEM162	0.5235
PKP2	2.0625
HRASLS	-3.79866666666667
MMP1	0.91025
SFXN3	-0.2525
FSD1	-1.58916666666667
ST6GALNAC3	-0.2555
CA12	1.075
NCOA6	1.2085
C19orf58	-0.1331
PPP4R1	-0.9555
MAN1A2	-0.049
IKBKAP	-1.4765
UPF1	-0.323166666666667
KIAA1219	0.95775
WNT16	-2.0695
SNW1	-0.685875
IL18RAP	4.85875
RPP30	0.051
CDC40	0.0997142857142857
SETD3	-0.114666666666667
SLAMF6	0.506
ELK4	-0.194
TRIM47	-1.10766666666667
ACOX3	0.59625
TRIM6	-1.96275
KIAA0372	0.0233333333333333
TP53AP1	2.0785
SMURF2	-0.54525
ADAD1	0.72775
EBP	1.2905
KRTAP13-2	0.1745
FLJ36874	-1.04783333333333
TOR1A	-0.335333333333333
P2RY4	0.9485
GPBP1	-0.4815
TRPV1	0.222125
ADAMTS12	-0.892
PES1	-0.9855
ATG4A	1.61066666666667
MAGEA10	-5.466
WFS1	-0.27075
CC2D1B	-0.219833333333333
PABPN1	0.0527499999999999
SLC25A30	-0.636
SLCO1C1	-0.9686
SLC22A5	1.50175
KIF23	-2.47333333333333
SYN2	-0.832
ASPN	5.23125
CENTG2	0.37875
QSOX2	-1.8324
FLJ10815	-0.0988333333333333
STK24	1.44025
SPEG	-1.2617
STK10	-0.294
DACT2	-1.3075
AAAS	-1.24575
SSX3	-0.865125
ABCD3	0.702
C4orf12	-0.61475
PARVG	0.507166666666667
FIG4	0.28375
C9orf46	1.956
TMCO6	-0.276
IGHMBP2	-1.75425
DUS2L	-0.742833333333333
FAM3C	0.551375
TMEM16D	-2.071
DCTN4	0.437
KCNH3	0.149
EIF2AK2	1.18825
AP1S3	0.048625
CST4	2.3495
PAM	-0.248
NUTF2	-0.176
CITED2	-1.2734
SLC39A4	1.28475
C2orf52	-0.337
GRM3	0.07925
C12orf49	1.165
CCDC49	0.1104
GRAMD1B	-1.335
FNDC4	-1.74075
SIAH2	-0.96475
GDPD4	2.204
C21orf87	0.40825
ATP5A1	-0.655333333333333
C16orf63	-0.4445
LOC388135	-1.20683333333333
ATP5J2	0.705125
MMP3	2.79125
EMID2	-0.274666666666667
CRHR1	0.27175
WDR70	-0.4275
C13orf31	3.169
ZFAND1	-0.082
CCL18	5.8805
C3orf49	
RINT1	0.188
KIAA0408	-1.542
F13A1	3.37633333333333
SLC10A1	0.312
OGN	-2.63775
GIPC2	3.59833333333333
XPO6	-1.20716666666667
LCE1A	0.724
FMR1	2.2179
LOC374920	-0.04475
DUSP3	0.134
ANKMY1	-0.236
C7orf50	-0.601
BBS9	0.4767
UNC119B	-0.9348
C9orf72	1.760125
MGC35440	0.075
ENTPD6	2.456
PPP1R2P9	1.777
ERCC4	0.06125
FAHD2B	-1.206
HMHA1	0.7045
HACL1	0.125
RAD23A	-0.386166666666667
FAM83B	0.5785
PPP5C	-1.78
RNASEH2C	-0.27175
C9orf153	-0.39375
SCAMP4	-0.372125
GHITM	0.65
NDUFB7	0.805125
ADCYAP1	1.337
SP110	1.4215
MAP3K7IP2	0.4385
DHH	0.4415
AGRN	-1.09835714285714
WDR33	0.0981666666666667
CEP290	0.00850000000000003
PRPS1L1	-2.12866666666667
KLRA1	-0.7245
GPR97	0.1265
CHD7	-0.314416666666667
TLR10	1.02333333333333
SLC30A8	-1.012
HIC1	0.601833333333333
IAPP	0.704
RXFP4	1.30525
GP1BB	0.64925
SHQ1	0.417
NKX2-3	0.7745
API5	0.169
FTHP1	0.3
MOV10L1	0.1135
TRIM6-TRIM34	2.82383333333333
ADHFE1	-1.0015
FAM117A	-0.85525
DDI1	0.73725
CDON	-1.445
TRIM73	-0.085
IGKC	5.617
MMP14	-0.541833333333333
DYNC1LI1	-0.165125
C11orf66	0.22775
TRBV3-1	-1.50375
FASTKD5	0.21475
BIVM	0.45725
LHX4	-1.287
CXCL2	4.0934
RAB2B	-0.694666666666667
IZUMO1	-1.112
MAP3K15	-1.702875
FAM19A2	0.7055
ZC3H8	-0.530833333333333
ZMAT1	0.030375
SPINK5L3	-3.161
SLC10A6	-3.301
APPL2	0.923625
CARD10	0.5985
LOC402176	1.0945
EEF1D	-0.0831
RAB6A	0.335
C12orf5	0.276875
PAPOLG	0.13475
MSRB2	1.12775
BCR	-0.5935
PUS3	-0.1755
TIAM2	-0.3315
ZNF317	-0.042
CHD2	-0.369833333333333
FZD5	1.71313636363636
NUDT8	-0.58125
ZNF763	0.54
PRC1	-2.50888888888889
ABCB9	-1.29716666666667
SPATA3	0.2075
TRAK2	0.366125
STAB1	2.945625
LRRTM2	0.561333333333333
psiTPTE22	0.49925
DBI	0.8495
SERPINA11	-2.82725
NAT5	-0.37975
C20orf58	-1.82475
RPS6KA4	0.195166666666667
FLJ90650	-0.50625
TGFBRAP1	-0.39575
CHRDL2	2.39675
FAHD2A	-1.09066666666667
CNTN1	-0.379666666666667
BBS4	-1.3105
TMEM181	0.63125
MINPP1	0.25575
MPHOSPH6	-0.00841666666666667
HOXC10	-1.5614
ITPKB	-0.514625
CLPTM1L	-0.427125
MEOX2	-0.7925
ATP6V0C	0.386875
PRPF8	-1.22283333333333
TMC5	5.1395
FKBP3	-1.07125
PLEKHB2	0.400375
OR4D6	0.3695
ZNF544	-1.4843
D2HGDH	-0.262125
RPL18A	0.5866
HEL308	-0.519375
MPP6	-2.578
TCERG1	-1.01325
KRT16	-1.74166666666667
KLF17	-1.13
KLF5	4.93025
CDR1	-0.113
VCX3A	-4.7245
FBLN2	-0.113125
C14orf104	-0.38375
HBE1	-5.6884
OR4S2	-4.455
C1orf108	-0.637833333333333
ROBO4	2.1655
CPEB4	0.557375
C11orf80	-0.689833333333333
BCKDHA	-0.6225
MYOC	-0.112666666666667
GIF	
CKMT1A	2.583
RPL3	-0.4503
THBS1	1.912125
APOO	0.549
ARMCX1	-0.9575
HSZFP36	0.8905
SNAPC5	-1.041
EIF4ENIF1	0.18925
ZNF433	-1.27425
TNFRSF21	0.5785
TMPRSS7	0.772
SPATA18	1.0985
HPDL	-0.0915
MKL2	0.0994
TBX3	-2.13169230769231
C21orf93	-0.130833333333333
DAXX	-0.646
ELMO1	-1.307875
RGS13	0.9255
TAF11	-1.213
UNC13A	-2.2245
LOC653314	0.0982
ORC3L	-0.1315
IMAA	-2.2645
TARBP2	-0.57775
CABIN1	-0.3538
TRIOBP	0.2554375
HIST1H2AC	0.84875
RGS22	-3.469
NCOA1	0.627666666666667
IL25	4.707
SNCG	-0.5625
GPR6	0.681
AMDHD1	-2.23883333333333
CHEK2	-0.223875
C6orf142	-2.3735
DRD4	0.4725
C14orf68	-0.51175
GDF11	-1.83925
SEMG2	-0.565
CD247	0.78375
CDAN1	-0.902
RBMX2	0.5755
TGS1	-0.913
OIT3	1.21
SYF2	0.407
MCM4	-2.746125
PKHD1L1	1.69871428571429
CEP192	-0.749166666666667
IFT88	1.44075
RPL9	0.757928571428572
RAB32	2.62725
DDX43	-2.9585
P2RX2	0.0845
OR5D18	0.1735
UBE1	-0.525
SLC24A1	-0.42075
ARHGAP5	-0.205
CETP	-1.195
KIAA1731	-0.9142
SLC9A4	0.699
PTPN6	0.8385
BAHD1	-0.29925
GRIK3	-0.2275
CACNB2	-0.643666666666667
PDE10A	-0.948
DGCR14	-0.567
PCDHB9	-1.32416666666667
RHOQ	-0.3115
MAP3K4	-0.687
KTI12	-0.004
RPL23AP13	-2.12075
GNG11	-0.9425
CLCN3	1.03466666666667
GPAM	-1.157
VSTM2A	1.464
SLAMF7	4.33033333333333
INTS2	-1.3215
PPP2CA	-0.2517
LRP12	-0.2566
SEC14L2	-0.219777777777778
DKFZP586H2123	2.6085
MC3R	-0.62
CIRH1A	-1.533
HIST1H2AB	-0.280833333333333
POLH	-0.710625
MGC16703	-1.9842
SNAPC2	-0.437
FILIP1L	1.83175
RASGRP4	0.692
LRRC1	2.0985
GAS1	-3.1935
PRAC	2.0775
DGKA	-0.132833333333333
NT5C3	0.6565
PEG3	-3.45763636363636
NADK	-0.7595
PRR17	-0.513
LOC374569	0.54275
SGSH	-0.639666666666667
NLRP8	0.1125
GALT	0.3512
MCF2	1.468
ZNF263	-0.60175
TACSTD1	4.16066666666667
TYR	-6.8742
ATP6AP2	1.192
RNUXA	-0.52975
ABHD10	0.19475
GDPD2	1.92625
SLC35C1	1.03225
UBE2A	1.466625
HERC5	-1.25233333333333
FAM112B	-4.6385
FBXL16	-2.4325
DKFZP434A0131	-0.20275
ELA3A	-1.5435
RBM41	0.34975
HAO2	-0.2315
RNH1	-0.502375
SHANK2	0.296666666666667
OSBP2	-1.115125
DAK	-1.76133333333333
C3orf58	0.664333333333333
TCL1B	0.5345
KBTBD2	0.302
SUGT1L1	1.496
UBE2E2	-1.621
MYL9	2.3575
CDC23	-0.667166666666667
PBXIP1	1.1279
CXorf40B	0.9995
NBL1	2.40225
RTBDN	0.1925
RAB11FIP5	-0.099875
TTTY13	0.217
SCOTIN	-0.4145
SOHLH1	-1.00283333333333
CDKN1A	1.36878571428571
NCK1	0.44375
ZNF550	0.47775
SAPS3	0.353416666666667
SPIN3	1.05683333333333
MAGEE2	0.238333333333333
MIS12	-0.874166666666667
OR8H2	-0.1005
KIAA0774	-2.88875
UNC5D	-1.0085
CUL7	-1.41433333333333
LIPC	-3.731
DIO1	-3.666
C20orf11	0.4752
CTRL	-0.54075
HS3ST2	0.348
PAK4	0.0951666666666667
CCRL1	0.57425
RNF10	-0.046875
ZNF567	-0.587
ZNF660	-2.473
TCEAL3	-1.27675
MAGOH	0.423666666666667
CENPB	0.0685
C19orf7	0.208375
LOC388965	0.66475
ZCCHC13	0.415
JMJD1A	-0.3582
HIST1H4H	0.6835
TBRG1	-0.422
GPC3	-5.253875
TAF1C	-0.940625
EBNA1BP2	-0.617666666666667
CIAPIN1	-0.07375
PDGFRA	0.651111111111111
CSTB	0.969375
CENPI	-0.795666666666667
GTF2E2	-0.074
RPP21	0.47725
CCNF	-1.887
KCNQ3	0.752
FAM79A	1.531
SLC22A12	0.4565
NOVA1	-2.21466666666667
FZD3	0.1525
AKAP8	-0.46075
SOCS5	-0.50875
CFDP1	-0.26275
DLG5	-0.4435
PGM5	0.256333333333333
C1orf144	0.187
HDAC10	0.6415
RND2	-0.49725
C20orf199	-0.16675
RNMT	-1.447375
SLURP1	0.289125
ASTN1	-1.40514285714286
SH3BGR	-0.14025
MYCL1	-0.6115
ZHX1	-0.566
CENPK	-1.183
FOSB	1.9296
LOC643406	0.992625
C2orf59	-0.78675
TMEM135	-1.83925
SLC27A2	1.3185
KRT33A	-0.311
OVOL1	1.26271428571429
PAMCI	-4.59633333333333
S100A7	-0.143
ZNF789	-0.2635
HARS2	0.198
RPL23A	-0.522833333333333
TCF23	0.07325
UPF3B	-0.369625
C17orf78	0.163
HLA-DOB	1.57266666666667
C14orf142	0.584
TEKT5	1.141
DMWD	0.1755
POLD1	-1.86233333333333
GSCL	-0.1025
CALD1	0.1724
SCRT1	0.677
AIG1	1.4465
UNC84B	-1.71075
ZNF404	0.19875
TMED6	-0.0705
KIAA1462	-0.388
LRRC27	-0.2494
PYGO1	0.457
PIGU	0.822166666666667
ALAS2	-4.40166666666667
WRNIP1	0.2305
CNNM3	-0.3735
ZNF2	-0.683333333333333
ST3GAL5	-1.59883333333333
MRPL23	0.3565
TSSK6	-0.19275
PSMA6	-0.12375
C16orf70	-0.2425
KIAA1602	-0.67775
ALMS1	-0.4375
DCN	1.576375
TMEM132D	-0.24125
SUCLG2	0.80625
ABHD14A	-0.6455
DEXI	0.0951666666666666
AMPD2	-1.15066666666667
IFNAR2	0.824333333333333
CYB5A	1.8498
TLOC1	0.4231
NXF5	-0.4218
NRBF2	0.407125
KCTD3	-0.54325
ITGAE	-0.2085
SLC30A3	-2.20016666666667
ZRF1	-0.466
IFRD2	0.1945
XAB1	0.42675
PYCR2	-1.0385
SERPINB3	-2.645
TMLHE	1.7267
GEFT	-2.13425
ABCA5	1.969125
EMR4	-0.226
TSFM	-0.05675
HIST3H2BB	-1.47425
ARHGEF19	-0.85525
TSPAN17	-0.00183333333333333
ABCC8	-0.06125
MAP1S	-0.8675
C22orf36	0.0325
BNC2	-1.35584615384615
HIST1H4A	0.02525
NDUFS3	0.378833333333333
WDR3	-0.831
XKR4	0.659333333333333
TTC33	0.00774999999999998
STMN2	6.1715
CPN2	-0.302166666666667
HSPC105	0.715375
PCOLCE2	-6.088
C3orf55	-0.6475
KLHDC9	1.7295
TBC1D23	0.99975
ATXN2L	-0.841333333333333
MAP2K3	0.942666666666667
SCAP	0.47
ZNF486	-0.304166666666667
C20orf96	1.32175
NARS	-0.31175
ADAMTSL1	-0.495214285714286
PRCC	-0.613666666666667
CCDC126	1.8855
ZNF675	-1.43575
CALCOCO1	0.19775
ANKRD43	5.652
CWF19L2	-0.625166666666667
ZBTB32	2.8466
BRAF	-0.83625
ODF4	0.553
MGC14376	1.10466666666667
HORMAD1	-2.17783333333333
AAK1	0.057125
PEBP1	-0.295083333333333
TNFSF5IP1	0.147666666666667
DKFZp564N2472	0.45
RMND1	-0.244125
IGKV1-5	6.34
COL1A2	0.888333333333333
SERPINA5	-5.813625
AANAT	0.613
C19orf21	3.788
GEMIN5	-1.0875
UBR4	-0.762666666666667
LTBP3	-0.9845
AMHR2	-3.11083333333333
PROCR	2.98375
MYBBP1A	-1.4825
C20orf39	-0.155833333333333
ZNF697	-0.432625
PASK	-0.5087
ZNF776	-0.928833333333333
RFXDC2	-0.089375
KIAA0467	-0.241
C10orf96	-1.60766666666667
ZNF503	0.1115
GULP1	-0.928583333333333
KCNE4	-0.932
DKFZp434K191	-1.482625
LOC196913	-0.0645
BHLHB4	0.711
CH25H	3.72175
LOC81691	-1.63283333333333
ALPL	-0.600857142857143
COL12A1	1.345875
FOLR3	-1.66166666666667
GPR123	-0.496142857142857
TRIM62	-0.422928571428571
ABLIM1	1.17533333333333
MAST3	-0.746
RHBDD1	0.572333333333333
LOC338809	-0.734
RYBP	0.528
TTC26	-1.095
ZNF22	-0.716833333333333
ISCA2	0.08675
RDM1	-1.58025
PIGM	0.126
GNB3	-1.174
ACTR2	0.5214
HMGB1	0.6997
EDG1	1.816
SOAT2	-3.868
OR10AD1	-0.7515
RAP1GDS1	0.229583333333333
LCE1F	0.0615
ESM1	-2.2795
RCN3	1.20375
CREBL1	-0.14625
DBNL	-0.217
PTGER3	0.857333333333333
USP30	0.6395
BCL2L12	-0.0705
KIF26B	0.655
ZNF416	-0.01
ZNF225	-0.9505
C17orf70	-0.9255
ZNF554	0.2325
RAE1	-0.241666666666667
TNIK	-0.7865
ACTN3	-0.5445
MGC45922	0.251
CCNA1	-2.7275
RYK	1.15516666666667
IL26	1.588
LRP3	0.0561666666666667
QARS	-0.15925
SOX7	-0.300642857142857
BID	1.719875
OR2S2	0.048
CXCL14	5.954
C11orf47	-0.242
MGC29891	-0.1405
HSPB8	-0.5117
PRDM14	-1.2445
NUFIP2	0.3475
MNAT1	-0.975428571428571
ZDHHC2	-0.4075
MBNL2	0.562625
ADD3	1.833875
CSNK2A1P	-1.13375
KLK6	-3.01216666666667
TMEM111	0.2088
KIAA1279	-0.243
NUBP2	-0.663666666666667
RAB42	-0.97425
ID3	-0.3539
TM9SF1	-0.96825
MDP-1	-0.5765
POU4F2	0.262666666666667
IQCK	0.1335
C16orf14	1.1865
CAPN3	-0.40825
FAM43B	-1.128875
RECQL	-1.116
AP1G1	0.0770714285714286
CTNNBL1	-0.0936666666666667
ECHDC1	0.584
SMARCC1	0.1664
FOXQ1	0.2025
GNAI3	0.0595
POLG2	-1.241
CD4	1.18725
ITLN1	5.504
EBI2	5.06325
IRF1	1.73425
PTPRE	3.6695
PTK2B	-0.28475
NXNL2	-1.341
SOX4	-0.0849444444444444
TSPAN3	1.54016666666667
SH2D1A	-1.189
C8orf58	-1.4954
USP20	-1.271
DUSP22	0.035
CALB1	-1.1466
L3MBTL2	0.115166666666667
MCRS1	-0.587
TMEM118	-2.14483333333333
C18orf8	0.8035
FLJ10241	-0.062375
GJA12	-0.14875
PKD1	-0.9165
ZFP3	-0.1255
JAM3	-2.1135
LAPTM4A	0.9596
DIRC2	1.13975
KIAA2022	-1.7186
MYOM1	0.902
TRPM8	-3.72316666666667
MOP-1	1.259
PHKG2	-0.309
ZNF650	0.46175
KIAA1522	0.52125
PSG8	-0.4214
DDX19B	-0.111
MOBKL1B	0.45725
DIAPH2	2.13108333333333
PTPN12	0.4405
CLN8	-0.5607
CRYZL1	0.226833333333333
CRY2	-0.296083333333333
FCGR2B	3.19083333333333
PNPLA4	0.84725
ZNF454	-2.317
DKFZp434B1231	-0.172
CLDN11	0.3074
RFWD2	0.845
CIB2	1.51566666666667
MXRA8	1.30525
HRK	-1.21775
MAML2	-0.67125
C4orf31	2.501
C6orf192	-1.081
COG6	3.163
FAM5B	-0.19425
NFATC1	-1.1672
SEPT10	0.6385
SCYL1	-1.5442
RPP40	-0.56375
SCOC	0.2999
KIAA1450	1.08475
CTDSPL2	-0.0415
TBX5	-1.82366666666667
NAPG	0.348375
RHD	-4.4585
C14orf45	-0.176
ZBTB22	0.067
PLCG1	-0.615
ANKRD10	0.78275
AQP7P2	0.089
TAGLN2	-0.451
HTR2C	-1.63916666666667
SLC16A7	-0.758166666666667
C17orf83	-1.224
TSGA14	-0.863083333333333
MDH1	0.09075
PPP3R2	-0.802833333333333
DCBLD2	-2.02085714285714
RBM33	0.937625
DPH3	0.27625
SYT10	-0.927166666666667
FMO4	3.520375
THYN1	-0.7295
DRD5	-0.794
OTOR	0.269857142857143
PGRMC2	-0.6839
KATNAL1	-1.873375
PAQR6	-2.0355
UBE2I	-0.313
C14orf28	-0.2885
C8orf70	0.358
FLYWCH1	-0.49225
ANGPTL3	-0.99375
GLRX2	0.428166666666667
ATP11A	0.427642857142857
ARL5B	1.24525
MUC16	-2.77
SLC25A5	1.2165
ACRC	-0.36475
MYO1C	-0.37925
FAM89B	0.320166666666667
FAS	2.21875
KIFAP3	0.464
GLRA2	3.554
BTN3A2	-0.0784
CNKSR3	-0.11625
CSTF3	-0.899666666666667
ARPM1	1.80725
KIAA1530	-0.772
C9orf150	2.34216666666667
PRKCI	1.45625
tcag7.1015	-0.77475
SOD3	2.592
ZNF574	-0.14
CYP21A2	-0.08475
RPL12	-0.60375
COMMD2	-0.52175
WIZ	-0.696
LOC344405	-0.93
ALDH4A1	-0.787117647058823
CRYAB	1.55875
COPA	-0.234266666666667
PCDHGA7	0.145166666666667
KIF11	-1.22954545454545
RASD2	-0.076375
SLC26A3	3.718
ZNF175	-1.454
JAKMIP2	-2.931
C8orf4	3.16033333333333
PTHLH	0.19075
SLC40A1	4.8675
OR7D4	0.430666666666667
PCDHB17	-1.355
CD36	2.14892307692308
C6orf203	1.0911
PRKG2	2.331
LOC400566	-0.9495
ANAPC13	-0.2
SLCO3A1	-0.98575
ZNF692	-1.85
FANCL	-0.8085
SH3GLB1	1.14275
C12orf61	1.417
KBTBD6	-0.70075
SUPT5H	-0.402625
XRCC6	-0.8962
HUS1B	-0.2269
FAM133B	0.430142857142857
LOC728276	0.7355
KCTD18	0.723
SOS2	1.13016666666667
CCDC99	-1.90525
C1QTNF5	2.8945
NNAT	0.219
USP16	0.80025
LARS	-0.663375
ZBTB2	-0.29625
ABO	0.439666666666667
TRAF3	0.09075
GALNT5	0.239
NAP5	-0.89875
ALG14	0.611333333333333
KIAA0515	-0.800192307692308
WDR75	-0.591666666666667
TEX261	-0.463583333333333
LY86	0.757
LOC389072	-0.207
FLJ13611	0.3585
MRGPRX2	0.6025
SNRPA	-1.54375
OR2G2	0.251
GPRASP2	0.27525
C7orf42	1.2336
C9orf163	-0.019
CYP11B2	0.093
FCRL3	1.2298
PRDX1	-0.65
FGB	-3.82716666666667
COX17	1.30775
C16orf33	-0.3275
PIWIL1	0.705
FOLR1	-2.29933333333333
KIAA0082	-0.302
FREQ	-1.57366666666667
TMCC2	-1.45283333333333
TCF12	-0.453333333333333
ZNF721	-0.0525
FAM130A2	1.26175
POU4F1	-1.79225
SNRPF	-1.03575
SGIP1	1.90366666666667
ZNF641	0.503333333333333
EMG1	-0.026875
PRRG4	1.5465
HIRA	0.75375
MYNN	1.0905
AEBP2	-0.14875
TBXA2R	-0.693833333333333
ISL2	-1.50916666666667
PCDHB11	0.2885
RNF144A	-1.464625
MARCH5	0.13025
DULLARD	-1.06433333333333
DCLRE1B	-1.332
ITGA8	1.47975
TP73	0.16225
PRKCD	1.1725
NDUFB4	0.91825
ATP13A4	1.90628571428571
ANTXR2	-0.328166666666667
COL4A3	0.06475
MYO10	-0.725
SLC6A18	0.4445
PEX1	1.41575
TMEM74	-2.38516666666667
RBM19	-0.38475
TAPBP	0.56675
RUNX1	-0.384125
MID1	1.20366666666667
GPR64	-2.73316666666667
RASEF	3.564
GABRG1	0.757
MYO16	-0.261333333333333
DBF4	-0.648666666666667
TSHZ2	1.0865
RIPK2	-0.287625
PPTC7	0.7855
KIF4B	-1.1
LRRC31	4.54766666666667
ZNF540	-0.87575
EFNB3	-0.0568333333333333
LOH12CR1	0.81175
STON2	1.041
GLP1R	0.929666666666667
CSTF2T	-0.1305
IREB2	-2.39428571428571
GRSF1	-0.7735
PDCD7	-0.557333333333333
LRRC43	0.849
CNR1	-0.0192
IL1F7	0.31
C12orf64	-0.0705
FAM69B	-3.09625
NR2E1	-2.26266666666667
MS4A6A	3.4533
FTL	0.2306
C7orf36	2.90725
PCLO	0.5807
DYRK2	2.15425
ARIH2	-0.078375
SAMD7	-0.2425
SCNN1D	-0.98775
SLC32A1	-1.41075
C22orf25	-1.03083333333333
MRPS18A	0.7369
GPR112	1.523
EARS2	-0.4415
ERN2	2.66
ATPBD3	0.132333333333333
PRH2	0.0075
CDKN2D	0.1865
PGLYRP2	-0.62775
TRIM40	1.46766666666667
SEC14L3	-0.0475
SLC22A1	-0.223
BTN2A3	0.828
RASA4	1.523
CCNL2	-0.109083333333333
MYBPC3	0.901
GJA4	2.5605
CDC42SE1	-0.05225
TRPV2	-0.975
MYPN	-3.408
SIM1	0.385
CDADC1	1.11358333333333
ZFHX4	-1.49075
NIBP	0.529666666666667
ADAMTS19	-1.73625
ABTB2	-0.316
TSPYL2	-0.347125
EIF2S3	-0.535
SOX30	0.333
AP2A1	-0.890166666666667
DKFZP564O0523	-0.540833333333333
LOC285398	-0.15325
CDH18	-5.80233333333333
