Hybridization REF	TCGA-AA-A004-01A-01R-A00A-07
ZFX	-0.6503
UCHL3	0.625875
LOC388419	0.011
GSG1L	-0.641666666666667
RAB24	0.23775
SLA2	-0.53825
SDS	2.1525
LYPLA3	-0.4335
CASQ1	0.11975
SLC25A40	-0.762333333333333
IRAK1BP1	0.8195
ACOT6	-0.122
COL9A3	-2.69825
ASB11	null
C2orf18	0.897166666666667
FOXD2	2.32025
C6orf211	-0.90825
OR8G1	-0.0143333333333333
MDGA1	-0.0355
ADARB1	-1.03625
GGT1	-0.9855
WNT1	0.1746
DBP	-1.054
COL5A3	1.5925
RHOD	-0.33675
COL4A2	2.11725
LOC201164	0.7525
HEBP1	0.24
LUM	-0.499416666666667
ZCCHC6	1.16575
PAGE1	-2.5654
DTX2	1.0575
SLC7A13	0.20475
H3F3A	0.198071428571429
RABIF	0.24225
D4S234E	0.484333333333333
DYRK3	-1.06283333333333
PFAS	-0.824166666666667
ALOXE3	-0.115
RPLP0	0.144
RBM34	-0.1835
C12orf28	0.671
U2AF2	-0.6865
MKNK2	-0.1739375
SEC16A	0.519916666666667
ZNF44	0.2967
YWHAG	0.19275
IGF2BP2	-1.09675
OR1D5	-0.131
SIX6	-3.539
CCR6	1.60175
PALM	-1.5445
PUM2	-0.1035
SPRYD5	-1.605
ALG10B	-1.690125
ZNF365	-1.10366666666667
PHC1	-2.6125
KIAA0913	0.10375
ARX	0.098125
PPP3CB	0.0691666666666667
IRX6	-0.3203
ANGPTL4	-0.3656
LSM14B	0.3294
PCDHGB7	0.986
INSM1	-0.87525
WBP2NL	-0.308
ZNF493	-1.24275
NGEF	0.17475
RNASE13	0.1375
SPPL2A	0.027
SFXN1	-0.96525
FAM102A	1.069625
SAPS2	-0.4125
JTV1	-0.286
OR51B4	-0.771
SCGB1A1	0.0568333333333333
NEUROD2	-0.29925
tAKR	0.92475
C1orf26	0.00350000000000001
RICH2	1.71925
TEDDM1	0.53475
CYP2S1	2.2575
TBCE	-0.3705
MAPK1	-0.78025
HDHD1A	-0.27725
MRM1	0.7725
ATP9A	0.964642857142857
HSD17B3	0.6365
HN1L	0.202666666666667
RNF216	-0.593
HOXD12	-0.00399999999999998
PPP1R14B	-0.838375
SBF1	-1.1035
TAS2R42	0.205
USP46	-0.541833333333333
LILRB3	2.0025
SPI1	0.091
OXSM	-0.588
GYS2	0.0816
NUPL2	-0.11825
C8orf46	-1.8425
SF3A1	-0.57675
C21orf99	0.0265
HOXB4	0.3911
YRDC	-0.273
GPRC5D	-0.139
BLVRA	-1.0815
KIF12	1.1755
LRRC23	-0.9375
FAM14A	1.6995
RASL12	0.72375
DAZAP2	0.9865
IKBKB	-0.198571428571429
ZNF271	0.109333333333333
BOK	0.696
CXorf6	-1.6205
MYEOV	2.02375
BTN2A2	-0.7571
FRG1	0.14525
HSP90AB6P	1.5335
ENOX1	-0.265666666666667
ZNF706	0.8057
DOK1	0.4644
PGAP1	-0.634875
TMEM136	-2.14
FSCN1	-2.498
KIF17	-0.16725
TRIM66	-1.1255
CBR3	-0.9835
C13orf24	-0.189166666666667
C19orf52	-0.01925
BNIP1	-0.144
AQP3	-1.631625
KRT6C	-1.0205
SIRPA	0.133333333333333
IGFBP6	-1.71233333333333
PLEKHK1	-0.70175
RNASE7	0.4985
ARHGEF15	1.05325
NPHS2	-0.08675
SRD5A1	0.591
REXO4	0.4295
EEF1DP3	0.9465
SLC37A2	-0.63925
ZNF142	0.1835
ANKHD1	-0.624
MUT	-0.304
VPS37A	-0.2965
GPRIN1	-0.5655
SLC38A3	-0.875625
BAZ2B	0.3695
WDR87	-0.251166666666667
BRD7	0.081
POU6F2	-0.713
NISCH	-0.75
TCEB1	0.21425
LINGO2	-1.618
TAX1BP3	-0.0385
RPL34	0.526222222222222
MARK2	0.5965
AKAP12	-2.3416
AMBN	-0.064
SLC25A27	0.476666666666667
FLJ21865	1.293125
KIR2DS2	0.0203333333333333
WDR77	-0.08275
ATF2	-1.16558333333333
ITFG3	-0.285333333333333
SLC39A13	0.232
ARL6IP5	-0.00424999999999997
C10orf137	-0.838125
QTRT1	0.806333333333333
CCNT1	0.0735
DYNLL1	0.1711
WDR53	-0.7895
LIPG	2.63866666666667
ASAH3	0.1165
HELB	-0.042
PHACTR2	0.763375
VENTX	-0.70175
LAD1	2.82933333333333
PAOX	0.90925
MAPK8	0.2045
CCDC38	0.253
DNAJC8	-0.5712
RBBP8	-0.4605
WNT11	1.5089
KCNJ12	-2.1475
HDAC8	-0.563166666666667
STARD4	-0.48175
ACVR1	0.257166666666667
C14orf65	1.17175
KLB	-1.9735
C1orf65	-0.059
ZFYVE28	1.012375
NSUN6	1.118
KIF27	0.418666666666667
SYTL2	0.207
UBXD2	0.2676
OR6T1	0.357
CCDC91	0.147357142857143
GRID2	-0.142
CALN1	-0.564375
ZNF423	-0.81175
PSMB4	-0.135166666666667
XPNPEP3	-0.127
ARPP-21	-2.59522222222222
SART1	-0.20125
RACGAP1P	-0.924
SPTA1	-4.808
C6orf113	-0.186333333333333
C7orf16	-0.824
CHST7	-1.42683333333333
C21orf29	0.181833333333333
SEMA6D	1.02125
PCMTD1	0.5708125
KIAA1754	-0.6665
MYCN	-0.666375
KCNJ3	2.296
MAPK13	1.4335
ERO1LB	-1.0385
NTF3	1.1205
NKX6-2	-0.51075
GTF2B	-0.40475
GSPT1	-1.01616666666667
GUSB	0.4935
LOC221091	-0.3205
LIG1	-0.82275
EXTL3	-0.410166666666667
NID2	-0.88725
TTC29	-0.5315
TMEM97	0.755625
EXTL2	-1.391
SUZ12	-0.2515
IL1F8	-0.413
KRT18	0.0614545454545454
MRPS16	0.111
PI4K2B	0.72075
LACRT	-1.1095
OR51F2	0.3145
JMJD2C	0.396875
KGFLP1	1.1105
CDK5RAP3	-0.1995
YTHDF2	0.242333333333333
GGCX	-0.047375
ARPC4	0.12525
EGLN2	0.28
KBTBD4	-0.124714285714286
ROBO3	-0.2016
DEFB118	0.309
KIAA1543	1.7665
RTCD1	0.152666666666667
MZF1	-0.9365
C18orf26	0.834
CNIH4	-0.2555
ZFP2	0.553
HTATSF1	0.36
WFDC2	0.927875
NDUFA7	0.9415
TTC22	0.854833333333333
FAM40B	0.344875
DCPS	-0.5095
SH2D1B	0.0306
MRGPRE	0.306
SBK1	-0.03125
UNQ6411	-0.0925
OSBPL9	-1.7495
NUP107	-0.893
MYOZ3	-0.1728
PDE4B	-0.440416666666667
FAM113A	-0.045
IDH3G	0.315833333333333
FBXL7	-0.582875
ARFGAP3	0.01325
MAPRE2	-0.482846153846154
IL1RN	1.2129
KIF13A	-0.25475
RAC3	-0.5005
TCTE1	-0.0805
TMEM14B	-1.90633333333333
ADIPOR1	-0.667166666666667
GRINA	0.6145
CLIP4	-2.425
LRIT2	-0.523
TFPI	-2.19092857142857
FABP6	2.686
SLITRK2	0.181125
HKR1	-1.682
SMTN	0.1395
C1orf75	-0.133
CD209	0.32825
CYB5R2	-0.715
DNTTIP2	-0.0386666666666667
CSGlcA-T	0.192375
GABRB3	-1.47
PCBD1	1.02766666666667
TAF3	0.737916666666667
HOXD3	-0.1675
GIPC3	0.1845
P11	0.2168
BFSP1	-0.13025
LCP2	1.1215
TAS2R8	0.581
SEZ6L	-1.19242857142857
NR2C1	0.237125
EXDL2	0.4156
TNFRSF13B	-1.28483333333333
MKI67	-0.05125
GLS	0.831166666666667
C7orf54	0.673
LGALS13	-0.6095
IL4R	1.15825
SEC11A	-0.597166666666667
SPP2	1.12266666666667
C18orf32	-0.15175
CLSPN	0.120833333333333
SPAG1	1.52175
C9orf82	0.052
TM4SF1	-1.95708333333333
EMILIN2	1.56575
SMG7	0.3895
TAS2R13	0.4795
ZNF628	0.2955
DZIP1L	-0.7364
ANKRD13A	0.7498
VASP	1.303125
ZCCHC11	-1.5585
SYPL1	0.076375
MGC34774	0.802333333333333
C4orf28	-0.2385
KIAA1211	1.21158333333333
RPS27L	-0.15325
TATDN3	-1.65125
PDCD1	0.42025
OR5P2	-0.1055
IFIT1L	-0.0195
MIPOL1	-0.916
OR51D1	0.344
C1orf92	-0.3905
LAMP2	0.476111111111111
CAT	0.174166666666667
C16orf80	-0.9
C15orf32	0.8525
ZNF746	0.25075
C1orf76	-0.726
ATXN1	-0.5315
LAMC2	2.2475
SLC2A7	-1.521
CPOX	-2.4035
APH1B	0.192
LOC442245	-0.57425
CTNND1	1.04805555555556
GABRG2	-0.0621428571428571
MADCAM1	0.730666666666667
F5	1.988
SEMA4F	-0.6415
NUDCD3	0.4165
PDZD11	0.841
TRIML1	-0.0425
GCNT3	5.30966666666667
TMEM120A	0.83325
CNDP1	-0.324
N4BP1	-0.40925
SLC35F2	-0.252
LCP1	-1.06808333333333
IGBP1	1.0001
DCAKD	0.360625
ELA2A	-0.4535
C12orf56	-0.578
PITRM1	-0.202357142857143
GUK1	0.227333333333333
RASSF8	-1.529875
OR2A14	0.177
ADM	0.310444444444444
FGD3	-0.135333333333333
GHRHR	0.236833333333333
RHPN2	1.38975
C4orf39	-0.456
VPS72	-0.7035
SERF2	0.1275
CD22	0.0671666666666666
CD47	-1.0945
PPIC	-0.279333333333333
IMPDH1	-0.578666666666667
ACP6	-0.225666666666667
PRKACA	-0.363
PPP1R1A	-1.97675
TRPV3	0.01525
ASXL1	0.32075
C17orf55	0.402333333333333
FXYD1	-0.508166666666667
LMOD2	-0.308
ANKRD33	0.1695
LCE2C	0.117875
ZNF620	-0.9835
DKFZP566E164	1.02825
VSIG2	3.42125
KIAA1128	0.034
USO1	-0.382166666666667
NUDT4	0.380071428571429
CLDN1	-0.0189285714285714
OR4Q3	-0.208
FASTK	0.0398333333333333
ICOS	1.10283333333333
LDB1	-0.739
GSTA5	-0.07975
ABCC1	-1.22816666666667
FAM54A	-0.12675
PCBP2	-0.888
NUP205	-0.795
ACTA1	-1.99633333333333
GABBR2	-1.1755
PIP5K1B	3.957
AGXT	-1.64116666666667
RNF181	-0.158
ATP8A2	-1.36475
AFTPH	0.8256875
FGF21	-0.2225
FCER1G	1.034125
SNTB1	0.6615
SLC24A3	-0.523
TXNL4B	-0.8777
RPL10L	0.311833333333333
LOC389517	-0.40805
TSGA13	0.2125
SHOX2	-2.34683333333333
ITGA7	1.0989
KCNIP2	0.1205
KLF13	-0.1291
ZFAND2A	0.592
CEACAM1	3.44357142857143
PFKFB4	-2.54683333333333
MED19	0.3165
LRRC57	0.7095
RNF11	-0.6795
ANKRD32	-2.37975
P117	1.271
OBFC2A	1.0345
POLD3	-0.0553333333333333
RAB18	0.252875
TPH2	0.09
PHB	0.1342
JDP2	1.11766666666667
MORF4L1	-1.0448
POU2F1	-0.06075
CNNM2	-0.00163636363636362
LOXHD1	-0.115
ZC3H15	-0.3785
ELK3	-0.322833333333333
FAM111B	1.05625
CBLC	3.87316666666667
SBNO1	0.14
ANKMY2	0.36725
PLEKHA5	0.197
DHX58	0.339666666666667
ARCN1	-0.469833333333333
TREML1	0.0994
KNCN	-0.6955
SEC24A	-0.566875
PSCA	-0.388333333333333
MGC24125	0.625666666666667
DNA2L	-0.66725
CIB4	0.742714285714286
HIGD2A	0.2435
TBX6	-0.196333333333333
TTLL5	-0.215166666666667
SGK3	0.549333333333333
GCN1L1	-0.45525
AMOT	1.3337
LDOC1	-1.967
NRK	-0.236833333333333
ASB9	-2.2295
NAT1	1.1273
TRAFD1	-0.86375
PEAR1	0.209166666666667
FAM36A	-0.508125
OR1S2	0.623833333333333
LOC388323	-1.0035
PGS1	-0.890333333333333
LEPREL1	-1.8415
TFF1	-1.97033333333333
HAP1	0.0875
EPHB2	3.555
ACTG1	0.00483333333333333
ZFP42	-0.892833333333333
HAVCR2	0.1087
NME1	-0.3
SNX26	0.0855833333333333
LACTB	-0.150666666666667
ZKSCAN2	-0.856125
C5orf35	-0.6175
ANKS3	-0.45075
RBM28	-0.50075
DKFZP586P0123	-0.524
HNRNPA1	-0.206
BCAS3	-1.99783333333333
FLJ20184	0.23
POLA2	-0.758166666666667
TMC7	0.779166666666667
HSD17B6	0.1815
ZNF658B	0.650333333333333
TTTY10	0.336166666666667
RANBP9	-1.32125
CPNE7	0.936666666666667
EVL	-0.795941176470588
LNX1	0.838166666666667
IFNA21	-0.1655
CFD	-0.17625
PYCARD	0.576833333333333
MYBPC2	-0.5725
ENPP3	-0.443166666666667
ACSL4	-1.03775
LOC440258	0.130833333333333
TMEM176B	4.82033333333333
SOX2	-4.388
SCO1	-0.7325
COMT	-0.14775
AOC2	-0.04175
PDLIM5	1.03214285714286
SPHK2	0.151
NXPH2	0.802
GPR108	0.3425
RAD51L1	0.281
TMEM54	2.618
LETMD1	-0.195333333333333
SLC6A17	0.03675
KRT75	0.038
STT3B	-0.71
CD3EAP	1.08783333333333
TMEM63A	1.96575
DUSP13	-3.0345
CD1C	-1.0635
LASS2	-0.830166666666667
AVP	0.454
PITPNM1	-0.071375
FLJ22795	-0.5145
MCTP1	-1.95225
TRIM68	0.6105
UCK2	-0.687666666666667
ABHD1	-0.0545
FAM50A	0.95125
RNASEH1	-0.988333333333333
PCP2	-0.143
OR52H1	-0.316
C20orf149	-0.2055
RBP5	-0.3265
HYAL3	-0.32175
CLPB	-0.14525
SMNDC1	-0.39225
DONSON	-0.829666666666667
FLJ27523	-0.12025
BARHL2	-0.319166666666667
SLC30A9	-0.00483333333333333
TMPRSS11B	-0.0656666666666667
E2F8	0.456
CCDC25	0.1445
C14orf48	0.4925
C20orf116	1.101625
TSPAN11	0.325
YIF1B	-0.967
FAM12B	-0.278333333333333
OR1L6	0.113
HPN	-2.7944
NBN	0.661
C14orf94	-0.3625
OCLM	0.6205
ZSCAN18	-1.9379
L3MBTL	-0.1657
TSTA3	2.18966666666667
RAC1	0.408375
C19orf15	0.181333333333333
NFE2	-5.01775
KLK14	0.2545
ARSF	0.17
MAST2	0.579166666666667
AMICA1	2.58516666666667
GTF2A1	0.290625
ATP1A3	1.2035
TC2N	2.5042
PNKP	-0.05625
ODZ2	-3.110375
MATR3	-0.2675
S100P	0.713125
KRT82	0.4975
CA13	2.2799
PROZ	-0.6642
AASDH	-0.00887500000000001
C19orf40	-0.428
DCK	-0.113307692307692
FAM5C	-0.4925
SLC6A4	-0.332
MID1IP1	-0.800875
TESSP5	0.1885
TMOD4	0.000833333333333329
DOCK2	-1.384
TUG1	0.184875
NUP214	-0.30025
DPYSL2	0.139909090909091
GOLM1	1.84733333333333
MPFL	0.165
SOX13	-0.261
SDCCAG8	0.486
KEL	-2.75366666666667
NUP210L	-1.842
GK	1.297375
DNAJB1	1.098
ALPK3	0.096
CHID1	-0.3828
CYLC2	0.18
IKZF5	-0.34175
C8orf51	-0.5005
PPM1J	-1.31175
GIMAP8	2.81483333333333
GPR101	-0.355
NR2F1	-0.328
ACAD8	0.002
RBM35A	0.99175
GNAI2	-1.48716666666667
METTL8	-0.000666666666666665
SLC39A7	0.55325
FBXO8	0.051
CAMK1	-0.6875
RFC3	-0.1175
FAM129A	-1.21871428571429
ILF2	-1.00825
FGFBP3	-0.73975
NOM1	0.00633333333333333
PSMA3	0.17675
ASCC3	0.912
ZYG11A	-3.02966666666667
SOX21	-0.711375
LYRM1	0.86025
DEFB1	5.2965
LOC91431	-0.8245
OR7C2	1.9685
FAM46B	-2.17225
TMEM18	-0.65625
ARHGAP30	0.326333333333333
TMEM86A	0.748833333333333
EPHA2	0.602833333333333
C10orf46	0.3324
TCHH	-0.4115
C3orf30	0.0236666666666667
LOC285636	-0.633166666666667
PAIP2	-1.20775
CYP2U1	0.089875
C12orf34	1.736
SARS2	-0.726666666666667
ZCWPW1	0.6985
SAMD12	2.036625
KIAA1430	-0.324
ACAT1	-1.514
MEOX1	0.366
ADAMDEC1	5.1925
PHKA2	-1.3335
CARD11	-1.40466666666667
CALML4	3.6805
TSSC1	-0.77025
TMEM45A	-2.86111111111111
MPP7	1.5755
POU1F1	0.09525
SLC2A13	0.2125
FBN2	-0.125714285714286
ZC3H7A	-0.6654
LAIR2	2.82275
ST3GAL1	-0.528
LCT	-1.99875
GEMIN8	-0.001
KLF16	0.8414
HIF3A	-0.00455555555555553
FAM44A	-0.108857142857143
AQP10	-0.9514
PLA2G2A	6.0615
FOLH1	1.75516666666667
C20orf186	-0.4895
MAPKAP1	-0.359125
SPRR2D	-0.7465
UBQLN4	-0.553833333333333
RSHL1	-0.0311666666666667
PIAS3	-1.112125
MRPL24	-0.03675
GREB1	-3.9225
FAM27E3	0.529
NUP62CL	0.58825
NEUROG3	1.1015
REEP3	0.943083333333333
MARK1	-0.128125
LMBRD1	0.2045
PRPF19	-0.104
PNMT	-1.42033333333333
CTGLF1	-0.663
SLC25A16	-0.369
EIF2B3	-0.8265
RPA2	-0.589
PAK6	1.18166666666667
CCDC26	-3.85871428571429
SEMA3E	-0.767125
MXD4	-0.205
TNFSF10	2.2071
SMARCB1	-0.897166666666667
DTX3L	0.989833333333333
PLA2G4E	-0.3175
PPAP2A	0.08725
ULK1	-1.29641666666667
TAS1R3	0.1735
SLC2A3	-3.05281818181818
ARID3A	-0.21625
GNG5	-0.0455
ACOX1	0.494
KIF5B	0.49925
NUP153	-1.71325
MUC7	0.199
CSDE1	-0.981214285714286
CLPTM1	-0.3005
C3orf23	-0.5355
LRRC17	-3.40533333333333
TTYH3	-0.20625
ATP5B	-1.239
ELF3	3.0195
CPSF3L	-0.302333333333333
ZNF665	-0.234166666666667
TLR6	-0.5041
GPI	-0.394875
RAD9A	-0.46725
NDST4	-2.655
AGPAT3	0.123083333333333
MAGI3	1.138
ADORA2A	-0.722
CACNG7	-0.2435
CAMK2D	0.443142857142857
CCHCR1	-1.0915
RPS27A	-0.1565
OR10G7	0.34
GCM2	0.0185
FAM135B	-0.0252
E2F1	0.6955
PLCB3	1.32825
OR2AE1	0.1815
COIL	-0.566833333333333
CDC25C	-0.000666666666666667
RAB11FIP2	-0.274818181818182
TSC2	-0.55575
CTGLF5	-0.2905
CCDC108	0.5143
OR13C4	-0.1685
C10orf81	6.1075
PTPRB	1.269
ACP2	-0.28925
LAG3	1.13775
MRPL54	0.3915
LOC201175	0.5685
ITGB1BP3	-1.05225
SPTAN1	0.4345
SIPA1L2	-0.408
RCAN2	-0.247
CDX2	4.2545
ECOP	0.7225
ACTR1A	0.184285714285714
PPARG	0.470666666666667
BBS10	-0.53
TMEM44	-0.177
BPIL2	0.683
CITED1	-2.2625
IRF6	2.78625
PRDM4	0.205
RRP9	-0.872166666666667
OR10H4	0.241
IL31RA	-0.47075
GNB1L	-0.0263333333333333
MYBL2	0.01175
ZNF407	0.371166666666667
PPIG	-0.0211666666666667
TTC18	1.827
RPSA	-0.932
MAPT	-0.4305
MRE11A	0.0626428571428571
C8orf37	-0.770333333333333
RASGEF1C	-0.458
STBD1	0.09875
CTAG2	-0.0965
MGAT5B	-2.03683333333333
ECM1	-0.33225
RLN1	0.905
PARP14	0.9816875
EPB41L1	2.0472
HOXA3	1.53875
MAGEA9	-2.40625
RPS8	-0.521166666666667
RPS19BP1	0.34475
FOXJ2	-0.330375
C10orf76	0.476875
IL17RE	0.97425
C10orf65	-2.0765
ZNF343	0.306666666666667
FBXO33	-0.00699999999999999
UHMK1	-0.6072
LY6G6C	-0.34625
FGF19	-2.05175
C14orf128	1.02116666666667
IFIT2	0.67875
TIGD1	-0.011
S100G	0.504
GUCY1B3	1.3205
NR3C1	-1.0162
CORO1B	-0.393333333333333
PARP11	0.669416666666667
DNALI1	1.96583333333333
OR4N4	0.276625
MAP2K6	1.66616666666667
FSTL4	0.37075
ANKRD47	0.919
TMEM171	2.151
PNLIP	-0.484
YY1	-0.630166666666667
CCDC138	-1.41333333333333
AASDHPPT	-1.2239
CKS1B	-0.153
MCM3	-0.593166666666667
ANAPC7	-0.835333333333333
FAM110A	1.20325
CDC37L1	0.4475
THTPA	0.093
NBPF20	-0.8145
WDR24	-0.55175
NPTX2	0.76575
CBLB	0.330333333333333
CETN1	0.0352
RPUSD1	0.6585
FAF1	-0.2335
CDK6	-0.4744
HMX2	0.2735
CSK	-0.447833333333333
TEAD2	-1.37325
SNAP25	-0.637
TUFT1	0.4253
TMTC3	0.00733333333333332
LCK	-1.2815
SGOL1	-0.1255
AKTIP	-0.484
FURIN	0.7275
SOX12	-1.13833333333333
DEFB103A	2.1785
RAMP1	-1.40125
KIR3DX1	0.3755
GAS2L3	0.9395
PDE8A	-0.0388
EDN3	4.62
GMIP	1.74375
SF3A2	0.23525
FN3KRP	-0.61275
SMAD7	-0.087
RHBDD2	0.6605
OR11H6	0.684
PPP1R3B	0.4226
C9orf23	0.4685
CADPS	1.9875
GOLGA8A	-1.370625
TMEM57	0.441333333333333
RGL3	-1.484
S100A14	0.535
FGFR2	-1.09373333333333
XRCC3	-0.202
RTN4RL2	0.16775
MGC3771	-1.0445
GH2	0.195833333333333
BTBD2	0.12625
LMO2	-0.27
RDBP	-1.16075
ACRBP	-2.624
AMY2A	1.4915
DUOXA1	1.412
PTK7	-1.35266666666667
TWF2	-1.45733333333333
FAM80A	1.10975
TNNI2	-2.24566666666667
GLT25D1	0.1555
OCC-1	0.61725
CYC1	0.328833333333333
RPL22	0.223636363636364
MORN3	-0.351833333333333
DISP1	0.50425
PRB2	-0.14
CHUK	-0.18075
HR	0.91325
CCDC134	0.574625
DENND4B	-0.89925
C14orf130	0.073875
RAB33A	-1.18575
DCST2	0.2895
TNMD	-1.6875
PEX7	0.49025
FAM62A	-0.650625
SRD5A2L	0.43125
IL22	0.136
RPS26	-0.373166666666667
HOXC5	0.062
SPATA6	0.162
FLJ38482	0.943875
ZNF234	0.171
C18orf22	-0.1175
SPATA22	0.1915
THOC1	-1.26775
CYP7B1	1.51325
KCNC3	-0.1695
C8orf42	-1.343
ALDH1B1	-0.201666666666667
CCDC100	-0.1807
ARMC4	-1.66666666666667
FAM18B2	0.4435
SLC44A1	0.8285
FBXO17	-2.44566666666667
C6orf107	-0.56475
C19orf29	-0.188
ZC3HAV1L	0.06475
PARP6	-0.4749
SULT2A1	1.300875
C1orf159	-0.4125
TMC1	-0.074
CHST14	-1.146875
GAMT	-3.45116666666667
SMCP	-0.0825
TSPAN33	-0.13125
MIDN	0.408
NOX4	0.01875
RNASEN	-0.6162
TBX1	-2.502
SALL2	-3.9895
C10orf35	1.24225
CYP2E1	-0.96025
LRFN2	-0.3475
ACO1	-0.457
IQCG	-0.2561
MEGF9	-0.43175
TM7SF4	0.68475
PLEKHA1	1.7988
STK33	-2.22425
C1orf210	1.54625
SNUPN	-0.5746
KIAA0406	-0.6899
C20orf29	1.14625
TMEM55B	-0.079
OSTM1	-0.982125
CLCN7	-0.1455
OTP	-0.1045
FLJ23049	-0.4665
HEATR4	-0.296
MAP3K10	0.690833333333333
PCDHGA9	-0.073
AMDHD2	0.012
LCTL	-0.956
PDCD2L	-0.04775
CABLES2	-0.52425
SLC5A9	0.06025
CLCA2	-1.2392
MGC16025	0.715
STRAP	-1.28833333333333
C20orf196	0.1585
RRBP1	2.06666666666667
NAT13	-1.4945
MAT2B	0.034875
CSNK1D	-0.926833333333334
KIR3DL1	0.3305
PRKAG3	0.856
ZNF599	-0.376
PRM3	0.188
PER2	0.854
ASPHD1	0.4795
PRMT6	-0.77825
KCNE1L	-0.0427142857142857
FAM118A	-0.00166666666666667
TAF4	0.81
NDUFB6	-0.30625
TRIM9	-1.15072727272727
PMFBP1	1.4465
KY	-0.699
DKFZp762E1312	-0.417
CSMD1	-0.5485
TBP	-0.057
OR1Q1	0.502833333333333
RETNLB	1.757
HPGD	1.89507692307692
DNAJC12	-1.86983333333333
FKBP1B	-1.40875
ANKRD24	0.00250000000000001
CXXC5	-0.299666666666667
IL3	0.072
DRAM	0.8602
PTCH1	0.949125
TP53BP1	-0.593
SLC17A7	-0.018625
COL25A1	-0.573222222222222
AMACR	2.33666666666667
RHCG	0.36875
VPS13A	1.34216666666667
FAM55D	5.0295
PRPF38B	-0.166583333333333
OSBPL6	-3.019
PFDN5	0.1164
CMTM6	-0.16425
KCNK12	-1.70525
RP2	0.0215
C16orf52	-0.88825
PICK1	0.09
IFNE1	-0.544666666666667
SEMA4B	0.131
TYRO3	-0.1345
OR12D2	-0.3205
CSNK1A1	0.22145
FANCF	1.40675
LONP2	-0.160375
TBL1Y	-0.845
LDOC1L	-0.55275
CCNC	-0.762
C3orf60	-1.46
CHKA	-0.45125
UBAP1	-0.55025
MAP3K1	0.4515
ANKRD9	-0.28325
FAM92A1	0.1325
GAB2	-0.319
AZU1	-0.38
DIS3	-0.5
C21orf109	-0.46
IQCB1	-0.5655
SPATS2	-1.101
EFCAB3	0.54225
PRB3	0.62875
FUZ	-1.16133333333333
ZNF813	-0.870375
BMPER	0.793666666666667
HEG1	-0.47775
ALS2CR11	-1.50175
SURF2	1.12
PSMC1	0.0254166666666667
OR2D2	-0.327
SLC7A8	0.663166666666667
C4orf40	-0.0075
SPATA7	-0.32475
MAZ	0.319333333333333
PIN4	0.42225
PDE1A	-1.020625
TAF6L	-0.5245
OR2T34	-0.1005
KIAA0284	0.7565
ACADS	1.00281818181818
MKRN2	-2.093
C18orf56	-0.356
MS4A6E	0.464166666666667
GALNT4	1.4169
C22orf31	-0.1045
FLJ36070	0.1435
PSME4	-0.35925
TFG	-1.0545
EPHX2	1.746375
ANXA5	-1.04975
KRTAP1-1	0.1272
BATF	3.40925
KARS	-1.023
MSTP9	-1.804
GPR26	-0.395714285714286
CCDC72	-0.72125
TEF	-0.127666666666667
FOXK1	0.3707
PRLHR	-0.1215
EMX1	0.7485
C11orf30	-0.880125
ICK	0.707875
THSD7B	-0.573
C21orf100	-0.7475
DUOX1	2.7715
EFCAB4B	0.03275
UBE2G2	-1.23366666666667
C3orf54	0.374
PARP1	-1.2685
FAM60A	-0.34175
C6orf146	0.649
OR9K2	0.2695
DDX55	-0.448166666666667
RPS15	0.7925
ZNF618	-0.2836875
DKFZp686D0972	0.00299999999999999
SSPO	-1.168
SHFM3P1	-0.637666666666667
CPA6	-0.04275
JAG2	-0.52025
DEFA3	0.97725
PPBPL2	0.1535
CD34	4.180125
SLCO4A1	0.569875
AFG3L1	-0.741833333333333
SHD	1.2885
RP13-122B23.3	0.124166666666667
PRKCSH	-0.610333333333333
DPH5	-0.500333333333333
HLA-F	2.41425
TBC1D4	0.494
RIG	0.0508333333333333
GLUD1	-0.443
HNRPCL1	-0.73375
HBXIP	-0.28575
RNF207	-0.2965
APIP	0.06425
PLA2G3	-1.9975
CCDC84	-0.101
MYLIP	-1.245
PHIP	-0.8295
AARS2	1.535
DHX32	0.23675
SCAPER	-0.526166666666667
MEN1	-0.729625
NIP7	-0.482
FLJ25404	-0.443
FASTKD3	-0.33275
TMEM158	-1.84666666666667
RARA	0.64325
BDH1	0.3955
ANKRD16	-0.10125
CARM1	1.475
SS18	-0.43
IKZF2	-1.20241666666667
MYD88	-0.287875
PML	0.93695
TAF1A	-1.46825
CBFB	-0.397625
HIST1H3H	-1.0525
C7orf29	-0.31575
COMMD4	-0.0395
DPP3	0.09225
DAB2	0.351125
LOC388882	0.245
YPEL4	-1.12175
AGBL3	0.53125
LRP6	0.2583
SERPINH1	-0.388916666666667
TLE1	-0.00375
CD244	0.485333333333333
ZDHHC15	-0.79375
MGLL	-0.0564
PLDN	-0.421666666666667
LOC654346	2.549
FAP	0.3665
GPR37	-1.67566666666667
SCARA5	1.2815
EBF4	0.654
LSM6	0.2265
MLLT1	-0.0641875
SLC5A12	-0.0755
A2BP1	-0.6575
COPS5	0.2095
TPM4	0.3525
TNFSF4	-0.541833333333333
ACADSB	-0.303444444444444
HERPUD1	-0.34475
BCL2L11	-0.778833333333333
CEP78	0.265625
CDCA3	-0.530375
WBSCR19	0.2306
MYO1A	3.8165
PPEF1	0.822166666666667
LOC440348	-0.17525
CPEB2	-0.18825
