Hybridization REF	TCGA-AA-A00J-01A-02R-A002-07
FANCF	1.0255
LONP2	0.02875
TBL1Y	0.12725
LDOC1L	0.299375
CCNC	-0.15975
C3orf60	-0.27375
CHKA	-0.61175
UBAP1	-0.352
MAP3K1	-0.3165
ANKRD9	-0.72675
FAM92A1	-0.687166666666667
GAB2	0.640125
AZU1	-0.36925
DIS3	0.48025
C21orf109	-1.69625
IQCB1	0.0735
SPATS2	-0.0201666666666667
EFCAB3	0.00700000000000001
PRB3	0.627375
FUZ	-1.8325
ZNF813	0.29675
BMPER	-0.9805
HEG1	-0.65725
ALS2CR11	-2.13975
SURF2	-0.19225
PSMC1	-0.8025
OR2D2	0.42
SLC7A8	0.221166666666667
C4orf40	0.278
SPATA7	0.1545
MAZ	-0.445833333333333
PIN4	0.611
PDE1A	-1.15925
TAF6L	-0.996
OR2T34	0.3675
KIAA0284	-0.241
ACADS	1.58609090909091
MKRN2	-0.6355
C18orf56	-1.6755
MS4A6E	-0.0293333333333333
GALNT4	3.0572
C22orf31	0.3715
FLJ36070	0.8565
PSME4	-0.51425
TFG	-0.0405
EPHX2	1.499875
ANXA5	-0.526625
KRTAP1-1	-0.0672
BATF	-0.2045
KARS	-1.05925
MSTP9	0.462
GPR26	-0.299125
CCDC72	-0.053
TEF	-0.131666666666667
FOXK1	0.3473
PRLHR	0.638
EMX1	1.883
C11orf30	-0.254
ICK	1.153125
THSD7B	-0.644
C21orf100	-1.5205
DUOX1	-0.082
EFCAB4B	1.743
UBE2G2	-0.782
C3orf54	-0.20675
PARP1	-0.809
FAM60A	-0.169166666666667
C6orf146	0.03275
OR9K2	0.129
DDX55	-0.115166666666667
RPS15	0.742833333333333
ZNF618	1.313125
DKFZp686D0972	0.4495
SSPO	-1.4735
SHFM3P1	-0.0458333333333333
CPA6	-1.172
JAG2	-1.45825
DEFA3	1.31025
PPBPL2	0.288
CD34	3.83625
SLCO4A1	0.822125
AFG3L1	-1.308
SHD	2.689
RP13-122B23.3	-0.388166666666667
PRKCSH	-0.826833333333333
DPH5	-1.47233333333333
HLA-F	1.112625
TBC1D4	0.3225
RIG	-0.731833333333333
GLUD1	0.242833333333333
HNRPCL1	-0.56275
HBXIP	-0.29125
RNF207	-0.309
APIP	-0.175
PLA2G3	-2.84366666666667
CCDC84	-1.11325
MYLIP	-1.31607692307692
PHIP	-0.13975
AARS2	-0.1275
DHX32	0.50325
SCAPER	0.605166666666667
MEN1	-0.3875
NIP7	-0.946
FLJ25404	0.4245
FASTKD3	-0.71325
TMEM158	-1.70016666666667
RARA	0.34775
BDH1	1.422
ANKRD16	-0.22975
CARM1	1.013
SS18	0.0346666666666667
IKZF2	-1.02516666666667
MYD88	0.1725
PML	0.9876
TAF1A	-1.1135
CBFB	-0.075375
HIST1H3H	-0.987833333333333
C7orf29	-0.10825
COMMD4	-0.643333333333333
DPP3	0.1115
DAB2	0.237375
LOC388882	-0.5295
YPEL4	-1.058875
AGBL3	1.318
LRP6	0.8349
SERPINH1	-0.559166666666667
TLE1	-0.266
CD244	0.647166666666667
ZDHHC15	-2.01125
MGLL	0.6582
PLDN	0.370166666666667
LOC654346	2.7025
FAP	2.02325
GPR37	-3.20116666666667
SCARA5	-0.997166666666667
EBF4	0.495727272727273
LSM6	0.169
MLLT1	-0.393875
SLC5A12	0.15425
A2BP1	-1.69866666666667
COPS5	-0.540666666666667
TPM4	-1.28657142857143
TNFSF4	1.15083333333333
ACADSB	0.618388888888889
HERPUD1	-0.01725
BCL2L11	-0.509055555555556
CEP78	-0.899625
CDCA3	-0.304125
WBSCR19	-0.3768
MYO1A	4.57
PPEF1	-0.17
LOC440348	-0.20375
CPEB2	-0.244125
BPTF	-0.586166666666667
RPL21	0.410125
GSX2	0.599
ADPRH	0.766166666666667
C17orf68	0.268333333333333
KCNS1	-1.261
MLLT6	0.4469
PIWIL4	1.52425
RNF26	-0.578
RAP1B	1.12975
ADAMTS1	-2.8404
ZNF571	-1.0415
P2RY6	0.0175
TRIM21	1.188
CADM3	0.35425
NLRC5	1.60583333333333
ADRA2B	-0.1605
LOC90835	-0.817875
PCF11	-0.78025
LOC400451	1.83475
GLTSCR1	0.7133
C17orf88	-0.724666666666667
CDH16	0.00974999999999998
FGF7	0.632875
PCSK4	-1.285
NPC1L1	1.143
TAT	-0.19225
TBCA	-0.667
MGC33407	-0.20275
GPR115	0.563125
CYGB	0.225
FNBP4	-0.679666666666667
C12orf43	-0.2655
CBL	-0.6284
CLECL1	-0.442
PPAPDC1A	0.992
WDR25	-0.556666666666667
SGCA	2.0145
C22orf29	-0.702
YIPF1	0.34675
GALK2	0.41125
RAB3B	-1.58058333333333
LOC440087	-0.791
UCP1	-0.58
REEP5	0.81375
FADD	-0.8749
FOXA1	0.145125
CACNA1A	0.487833333333333
ABI1	0.733833333333333
GRIN2D	1.28325
SLC1A4	-0.757166666666667
LOC401127	0.86525
HINT2	0.22
PLD4	-0.601166666666667
ZNF286A	-0.703
ENY2	-0.50975
IL1F6	0.154
PXDNL	0.918
C20orf79	0.19625
TNFSF13B	2.36
DENND3	0.00137499999999999
JARID1D	1.07125
HIST1H2AK	-0.791625
LOC93349	0.9067
SSH1	0.1844
ENSA	0.13575
LOC219854	-0.274166666666667
CKAP2	-0.4543
DKFZP564J102	2.0365
MGC87315	0.265666666666667
HNRPAB	0.0065
AMH	1.0325
ZNF526	0.7485
BRUNOL5	-0.144
CACNG3	0.146833333333333
TRPM1	-2.912
PPP2R1A	0.518875
COL2A1	-2.0735
DDN	0.367666666666667
FLJ25770	0.554
HK2	-0.4295
ELOVL6	-0.4285
MDK	0.701
EPHX1	-0.5425
RASSF2	-0.01375
DKFZP434B0335	-0.47175
DLX3	0.719125
PRTN3	-0.5955
AVPR1A	0.24
C21orf125	-0.46825
TNFAIP8	0.126333333333333
GNB2L1	-0.501
CALCRL	1.90525
SCGB2A2	0.0511666666666667
UBXD7	0.07325
ZNF674	-0.7905
TMEM35	0.000875000000000015
BRSK2	-1.364875
HECTD3	-0.137666666666667
TMEM188	0.024
LGALS9	3.39675
SCARB2	0.7005
USP34	-0.545083333333333
C17orf28	1.72333333333333
ZDHHC23	1.252
AQP12B	0.078
SLC16A3	-0.91
APLP2	0.756625
ITIH2	-5.358
MICAL3	-0.09425
TNNI3K	-0.0479
HDAC2	0.701875
PRR7	0.2965
THBS2	-0.656375
LOC751071	-1.487
CA2	2.1035
RANBP17	-2.83525
RLN3	-0.02375
CRYZ	0.185833333333333
GBAS	0.157333333333333
TAS1R1	-0.91475
MPZL3	0.9635
PCDH8	-2.981
HSP90B1	0.635666666666667
KCNK15	-0.7145
TNIP2	-0.1925
GPR146	-0.35625
NOL6	-0.099875
SPC25	-0.975111111111111
STEAP2	2.64478571428571
VAMP3	-0.434
TCIRG1	0.83275
ZP4	-0.291
PARL	0.04025
TRIM39	-0.335
KIAA1305	0.23225
CRNN	0.357
GRN	-0.069
HSH2D	1.24675
SCAMP1	0.43675
KIAA1913	0.66575
PTS	0.2125
BANP	-0.155071428571429
PRKACG	0.0125
ADCY6	0.726833333333333
C16orf46	0.6445
CYP51A1	0.746625
DDC	2.2985
ANPEP	-0.928666666666667
PROM1	5.21983333333333
SIGLEC10	2.1515
COPG	1.5565
FAM26E	0.41575
TRIP4	-0.16825
SNX3	-0.268166666666667
C1orf175	0.889
PPY2	0.00025
C14orf152	0.0475
FTSJ1	-1.09516666666667
DST	-0.40485
LOC554235	0.47375
GLRX5	-0.839
C20orf12	-0.3923
CAB39	0.00783333333333333
MSH2	-1.16416666666667
PIP4K2C	0.821
CYLD	0.101125
WTAP	0.7350625
MGAT4A	1.09588888888889
TSC22D4	-0.876
CHRM2	1.005
PPYR1	0.4355
CCNH	-0.167666666666667
RRM1	-0.11625
ECAT8	-3.72425
LOC400120	0.0155
GABRA4	0.545375
C14orf4	0.531166666666667
C1orf59	-3.33125
CTDSPL	2.16733333333333
NHEDC2	-0.841
PDE11A	-0.6660625
KLHL29	1.29725
CD5	2.3605
TSPAN9	0.0241875
WDR67	-0.67275
THUMPD1	-0.0586
C18orf17	-1.21
CLYBL	0.940333333333333
FLJ13231	-2.6665
CMBL	1.2065
LECT2	-0.485
NKAPL	1.28083333333333
LOC654780	0.599
OR4C6	0.1475
RAB30	-0.612166666666667
TSSK4	-0.8405
TMEM163	1.6645
OSBPL11	0.0963333333333333
GNB5	-1.21666666666667
CCL21	1.97275
C1orf121	0.164333333333333
FMO2	0.652166666666667
RPTN	0.5185
MSTN	0.6595
VCL	-0.282214285714286
FYTTD1	-0.889
C11orf1	-0.253
CCDC88C	0.477
HFE	0.285444444444444
MOGAT1	0.189
FAM125B	0.532333333333333
IRGQ	0.387
RAVER2	1.80025
AKAP5	0.7585
SSSCA1	-0.23
C11orf63	-1.81725
ACTG2	2.5853
PORCN	-1.3965
DTL	-0.291727272727273
TMEM151	1.21225
FAM122C	-1.39225
RSAD2	1.2782
BAT4	-0.673
KRTDAP	-1.42983333333333
MYH8	-0.0625
CRTC3	-0.06525
LRRFIP2	-0.1215
INTS4	-0.530166666666667
TTN	-1.71983333333333
SLC26A5	0.2905
PLLP	0.27875
RGS6	0.892375
SRGAP3	0.891625
ZNF525	-0.239166666666667
NBR2	-0.693833333333333
C13orf1	1.0307
ZNF137	-0.694
CEP27	-1.04775
BEST2	0.9575
RNF121	-0.05375
DMRTC2	0.11775
C8orf76	-0.4095
BCCIP	-0.2255
MEST	0.4235
HTRA2	-0.3795
ANGPTL2	0.38875
ILKAP	0.179166666666667
ERAS	0.129
HBS1L	-0.314875
CPA5	0.552
TMEM30A	0.675166666666667
CD300LF	2.64783333333333
WISP3	0.552
CRK	-0.249071428571429
PDS5A	-0.2627
BRPF3	0.156333333333333
NEDD9	0.590875
SMPDL3B	-1.25175
PSG6	-0.72125
PSMD13	-0.224
ETV5	0.7559375
OR51A4	0.2385
BTBD7	-0.262083333333333
GSTO1	-0.216125
hCG_16001	0.727
MAD2L1BP	0.176
COX6A2	1.225
SCNN1A	2.3365
LSM1	-0.219333333333333
UGT2B11	-2.4005
IDUA	-0.4665
PPP2R3C	-0.5675
COX11	0.5985
PDZK1	-4.523
ZNF443	0.404666666666667
MGC21874	0.302333333333333
ZNF323	0.6451
KRTAP10-10	0.167
CXCL6	2.7145
SLC34A2	0.3859
LOC284402	0.137
NPTN	0.958333333333333
UPP1	-0.483916666666667
SLC6A9	-0.549
OR7G3	0.3745
CISD1	0.793166666666667
ZNF545	-3.05866666666667
SYT14	-0.5915
NT5C3L	-1.40683333333333
ZNHIT3	0.152833333333333
SNRPD3	-0.1935
KIAA0701	-0.566625
UNC93B1	0.316833333333333
GMNN	0.017375
SPCS2	0.2325
LOC388524	0.5245
NAPRT1	0.034125
PNLIPRP1	-0.752333333333333
OR6V1	0.7295
PRKAB1	0.88025
EYA4	-2.961
KIF20A	-1.06775
ALG10	-0.0435
ITPKC	0.658666666666667
LMX1B	-0.0296666666666667
RPUSD4	0.108333333333333
C7orf34	0.139833333333333
DLGAP2	-0.00850000000000002
PFN1	-0.3038
MICALL2	-0.38975
ZNF654	-0.3305
SS18L1	-0.837875
SLC16A8	-0.14275
MKI67IP	0.387166666666667
ITGB3	-0.717625
TCEA3	2.98441666666667
CEP152	-0.9001875
CLIP1	0.207625
ZNF75	0.507375
ATP5C1	0.0775
NUDT5	-0.762
PSCDBP	0.21575
UBP1	0.12775
RBM27	0.366
C13orf15	1.522625
ZNF282	-0.0448333333333333
ZNF222	-0.0411
COL10A1	5.088
PRDM15	-0.752
TTTY5	0.4445
FAM9C	-0.577833333333333
C20orf67	-0.129
GNG13	-0.245
F12	2.0015
C1orf41	-1.248
CPXCR1	-0.346
GSK3A	0.27275
SUPT6H	-0.217166666666667
PI16	-1.33616666666667
ELL2	0.11225
C9orf167	0.998
PVRL3	0.0904
FLJ38596	-0.28375
ADAM20	0.181
GPR89A	-0.0585
GPR87	-3.959
ZNF30	-1.72
SMR3B	-0.182
ZNF770	0.18775
TRPC4AP	-0.827166666666667
DKFZP686E2158	0.337
C2orf28	-0.8335
FREM1	1.12833333333333
LAMA4	-0.0881666666666666
ADPRHL2	0.13025
EIF4G2	0.369666666666667
GUCA1A	-0.365
CTNNA2	-1.512
NUDT15	0.8745
CEPT1	1.0515
ZNFX1	-0.3323
CCDC92	0.19825
TDRD1	-1
KCNK5	-1.57483333333333
ETNK1	0.993416666666667
LTA	0.361
TTPA	1.96266666666667
B3GALNT2	0.133375
SC65	-1.37033333333333
PEX5L	-1.415875
EPS15L1	-0.922
MGEA5	-0.293
HIST1H3A	0.3265
ING1	0.6075
BCAT1	-2.582875
ORC6L	-1.03436363636364
KLK11	-3.19183333333333
C19orf28	-1.305375
DNER	-4.60875
MED22	-1.14392857142857
ETV6	1.28966666666667
CHAC2	-0.83575
CD300E	0.366
CEBPB	-0.00758333333333329
ZNF398	-0.351
LRCH3	-0.41
HMGA1	-0.249
CAPN7	-0.373666666666667
MGC5566	-3.425
CCL3	3.664375
NANOS1	-0.26875
ZFYVE19	-0.00825
APITD1	0.00533333333333333
PARD3	0.0955
IRAK4	-0.462666666666667
SERPINI2	0.624
CEP170L	-1.19775
TTC9	0.303375
MYOM3	0.522
MLPH	0.91675
LOC222699	-0.7565
NRG1	-2.39216666666667
TBC1D9	-2.745
TTK	-0.950333333333333
ZNF557	-0.2784
DDX41	-0.7815
FANK1	-0.4955
UBE2D2	-0.090375
PSMB10	1.149375
MYH7B	1.0465
GABARAPL2	-0.132375
MARVELD2	1.77533333333333
DGCR2	0.402
UNC45A	0.0553333333333333
C6orf72	-0.5135
ZNF683	4.5585
GIT2	0.417125
CASK	0.582833333333333
C14orf161	3.0815
LRRC44	-2.61725
TIFA	0.0475
UTP11L	-0.669
C6orf65	-2.04025
FDPS	-0.88975
DUSP9	-2.1684
SLC17A8	-0.197166666666667
OR51G1	0.202
NANS	0.029
OLFML1	1.08675
ATP10B	2.352875
NPAS3	-2.092
PRKCA	0.212
GGA2	-0.4289375
LCE4A	0.441
SPANXN3	0.323
CCDC115	0.7265
SDCCAG3	-0.712
GLIPR1L1	0.00249999999999999
TTC1	-0.5685
C17orf76	2.08025
MAD2L2	-1.52725
HIPK1	0.3689
LRRC3B	-0.208
CLN3	-0.505227272727273
C17orf47	0.5085
FMN2	-3.340125
TUBB1	-1.673625
WAPAL	0.0446666666666667
C3orf21	-1.195375
SCN5A	-0.6331
SMYD1	0.1595
BEX5	-3.36025
ZNF192	0.102
SEC22A	-0.141166666666667
GRIA2	0.255571428571429
KIAA0825	-1.912
NUSAP1	-0.603636363636364
LANCL1	-0.107875
C15orf40	-0.3548
ZNF645	0.118
GPR61	0.29225
NLRP14	-0.1445
SNX21	-0.6031
C1QTNF8	0.4595
C17orf46	0.1815
IFNA8	0.368
SPRR1B	0.791333333333333
FLRT1	-1.02125
SNX17	-0.762166666666667
ASB2	-0.474166666666667
HBG1	-5.995
RPRML	-0.73875
JOSD2	-0.327833333333333
PLSCR3	-0.30425
SPOCD1	-0.238666666666667
RAB39	-1.174
GHRH	1.8185
ITIH5L	0.1485
C17orf37	0.65425
SMCR8	0.16975
DPY19L2P3	-1.41033333333333
IL11RA	0.23
GDF3	-3.96666666666667
RPS6KB1	-1.12758333333333
DNAJC19	-0.2191
TOP1	0.03675
CRCT1	0.104125
MPST	0.88225
DPM2	0.104875
FAM38B	-2.75283333333333
SLC18A1	5.07033333333333
FARP1	-0.750666666666667
PAX7	0.48625
TUBD1	-2.4385
GNL3	0.281875
BTG2	1.30106666666667
NDUFS6	-0.3255
C1orf79	0.0965
ERAL1	-0.83025
ECHS1	1.15425
VPS4A	-0.0855
CYP11A1	-1.442
ABCC6	-1.58357142857143
PBX4	0.436
MOSC1	0.75425
NCF4	0.03025
HYMAI	-0.219
NAGPA	-0.173125
OTOP2	0.217
ACOT12	0.27925
MTHFD2L	-0.41
LOC441376	-1.32675
C19orf34	-0.7925
RAB1B	0.05475
ALDOAP2	-0.2925
NTRK1	-2.02583333333333
ARTS-1	0.2186
SLC6A11	-0.8815
NAP1L2	-4.29925
CNGB1	0.0716666666666667
EPB41L4B	0.89425
FAM134B	1.9315
HS3ST3A1	-0.588
CPXM2	2.85625
SIRPB2	0.2685
CHORDC1	-2.17616666666667
TRIB3	-0.832
SLC2A5	1.1755
C2orf49	-0.620666666666667
DDX5	-0.9455
OR5L1	1.6445
ANAPC4	-0.421666666666667
ZSWIM1	0.424125
LOC93622	0.0415
KCNK3	-0.7923
RP11-35N6.1	2.084625
ZFP161	-0.0771666666666667
AQP9	4.894
SLC15A2	-0.103833333333333
MREG	-0.728833333333333
OR9I1	0.0225
PDLIM2	0.013125
ADAM7	0.2795
GSTCD	-0.846666666666667
WDR21A	-0.08125
SLC12A8	1.96066666666667
TMEM174	-0.057
IGSF3	-0.522916666666667
LRRN1	-1.605
LOC402117	-0.653
SRPK1	0.0805
LY6K	-2.4963125
NFIA	0.9
PTCD3	0.199
LEP	0.0495
PCDH21	0.401166666666667
MAPKAPK2	-0.032
NMNAT1	-0.500333333333333
LHFPL2	0.472
C9orf43	-0.3805
DIP2A	-0.549333333333333
ACTR8	-0.03375
CCDC34	-0.6285
PTPN22	-1.3075
ITGA3	-1.228
FAM129C	-0.36975
RABGGTA	0.586166666666667
UNC45B	-0.20025
KIAA1033	0.480625
ZNF510	-0.3095
CYP2D6	-0.291666666666667
SLC26A10	-2.144
STX8	0.22125
LUZP1	0.515625
WDR89	-0.0356666666666667
EIF4G3	-0.9318
C5AR1	1.25975
ZNF623	-0.69
A2M	-0.9145
TGM7	1.157
GRPEL1	0.215833333333333
LMNB2	-0.0202
ROCK2	-0.0723333333333333
SNX16	-0.302375
CCDC66	-0.311
ANXA3	1.06975
KIAA1609	-0.256125
EED	-0.76225
RNF32	0.9915
HES1	0.7332
CLC	1.55933333333333
ISL1	4.2715
KIAA0528	0.85625
MANEA	0.727875
C1orf61	-2.9135
hCG_2001000	0.983
RAPGEF6	-0.2679
KIAA0020	0.183333333333333
NEIL1	-0.133
C16orf45	-2.200875
RBM10	-0.0725
C10orf125	-0.4095
MRS2L	0.00875
DNAH17	-1.381125
C19orf10	-0.21075
C1orf160	-0.21875
SLFN12	-0.891
EXOC3	-0.825166666666667
HIST3H3	0.10225
NCOR2	0.112166666666667
TNFRSF9	1.516
MFSD8	-0.06175
ALX1	-4.3435
NOL1	-0.98075
PODN	1.33
TIAL1	-1.12675
HIST1H1E	-0.91425
NPY6R	0.5655
TM4SF4	5.001
CORO2A	-0.24375
ETNK2	-2.38216666666667
APOE	0.3556
ANGPT4	0.6015
HDGF2	-0.33475
G30	-0.1155
ST8SIA4	-0.992
F2RL1	2.5615
FAM19A4	-3.94
CCAR1	-1.0375
B3GNT7	0.79425
OPHN1	-0.4072
DSCR6	-3.4345
C21orf13	-0.922
GAS2L1	0.0311666666666666
RFX3	0.0608333333333333
COPS4	-0.463
BCHE	-4.86433333333333
BCL2	0.423625
HBZ	-3.276
ARL13B	-0.337875
MAPBPIP	0.03625
MYO15B	2.33425
SPZ1	0.60325
KIAA1324	4.45711111111111
PLCL2	0.020125
C4orf29	-0.48225
WDFY2	-0.72425
ZNF284	-1.391
NAALADL1	-0.2485
DUSP5	-1.50983333333333
PXDN	-0.744625
SLMO1	-0.497
TNXB	0.923
BIRC7	-1.38525
A4GALT	-0.596833333333333
TIMM22	-0.0025
FAM110C	1.61575
TOMM34	-0.6235
ABHD9	0.2445
ADAM32	-0.0775
CRHBP	-1.668
AQP2	0.450375
LOC130355	-0.0265
ZNF187	-0.407833333333333
ZNF816A	0.4085
F7	-1.183
CNOT1	-0.5487
SLC13A4	-1.9755
ZBTB11	-0.59775
B3GALT5	2.69475
EXOC2	0.203833333333333
IRS1	-0.6276
TMEM1	0.2875
MRPL34	0.128833333333333
SAMM50	-0.0875
CDC42EP3	0.329
HSF2	-0.3952
MFN2	0.02775
TSPAN7	-2.79483333333333
NUCB1	0.639083333333333
RHOH	-2.97225
ARL16	-0.099
TACR1	0.0415
SFRS5	-0.563
SNX25	0.3735
RHBDF1	-0.614833333333333
PCDH18	0.630333333333333
HMG1L1	0.09775
MYO5C	1.063
MAPK10	-0.608
LDHAL6A	0.2918
NUDT12	0.37
NCAM1	-0.459125
GLIS2	0.925
GGTL4	0.49375
DAPP1	-0.755
ATF7	0.94275
KIAA0748	-2.0205
NFIL3	0.01925
TM6SF1	-1.043
SEZ6	0.250375
NANOS3	-0.474333333333333
DNAJA3	-0.737166666666667
CLDN6	-2.78
CIITA	2.8947
EPHA4	-0.759333333333333
FANCC	0.85075
CMTM3	-1.4835
PSG3	-0.355875
MRPL15	0.14275
C21orf59	-0.39075
PLCXD2	0.389
C2orf34	0.456125
UBE2L6	1.213
MED14	-0.2522
HP1BP3	-0.1854
C6orf208	0.36
TPBG	-0.70725
OSR2	0.155375
XPC	-0.565833333333333
KLHL7	-1.0725
CCR3	-0.767833333333333
AGTPBP1	0.112666666666667
PCSK6	-1.26853333333333
STAT5A	-1.8103
FAM18B	0.43525
LONRF2	-4.2525
PTPN2	-0.016125
SF3A3	-0.924833333333333
EFCBP2	-1.22475
HCFC1	-0.4385
AHNAK	-0.9857
ACTR5	-0.25375
KIF14	-1.24285714285714
TENC1	0.054
HEATR5B	0.52
YIPF2	0.517833333333333
MYEOV2	0.499166666666667
DUSP18	1.7595
KIAA1012	-0.68675
AHR	1.06533333333333
C17orf53	-0.7695
PTPRH	-0.01375
ATP6V1C1	-0.1864
TAS2R3	-0.044
LOC440356	-1.72275
COQ10B	0.317
PSMF1	-0.0108333333333333
SORBS2	1.92858333333333
NFE2L2	-0.4885
TMCO7	-0.6235
SH3PXD2A	0.821
SH2D2A	0.182
SPINK5	-1.412
MRPS24	-0.089
OPA3	0.76375
TRAF7	-0.2625
C4orf35	0.4965
MT1G	1.9605
MGC39545	0.12925
HS1BP3	0.3368
OR2B2	0.5265
CHRM4	-0.117
SFRP2	-0.753666666666667
RIC3	-1.683
ART1	-0.1115
C6orf1	-0.78775
DUS4L	-1.42675
C10orf104	0.17475
TNFAIP6	1.97125
RTEL1	-0.7125
CCT4	-0.6239
ZNF709	-0.26275
CHMP6	-0.192166666666667
UPP2	-0.09375
CYP19A1	-3.122125
CD151	-0.984166666666667
NDUFA13	-0.320666666666667
ARFRP1	-0.882333333333333
FAM26B	-0.087
CRYBA1	-3.252
MRPL41	0.181833333333333
NPFFR2	-1.98042857142857
HRH2	0.3965
SCAMP3	-0.280666666666667
MTMR6	0.4168
MTG1	-0.8355
UBTD1	-0.3445
CRABP1	-2.847
FLJ33790	0.1227
KIAA1908	-1.95033333333333
GPR158	1.73425
PACSIN3	-0.79
OMD	-0.488666666666667
CATSPER1	-0.340666666666667
HOXB8	3.954
FBXO46	0.8005
OAS1	2.39216666666667
SVIL	0.15125
PHB2	-0.21575
ADCY3	0.4785
NDRG2	1.6585
ERMAP	-0.2355
APBA2	-1.72016666666667
IGSF9	1.16075
WNT6	-0.718857142857143
MYCBPAP	-1.597
ATP2B2	-0.8735
CPVL	-0.7555
TRAM2	-0.0144166666666667
NOP5/NOP58	-0.704
ZNRF4	-0.13275
TLK1	0.417625
MTMR12	0.0217142857142857
ZNF384	-0.213166666666667
FAM9B	-3.232
RPN1	0.9929
PMVK	-0.5665
EIF3D	0.1453
SIX2	-1.64125
HPS1	0.741785714285714
RNF7	-0.02075
PSKH2	0.9195
KCTD13	0.363333333333333
CSMD3	-0.3782
FBF1	-0.5205
IL8	0.94525
SERPINB13	0.476083333333333
FBXL20	-0.64075
BLR1	0.629
SH2B1	-0.436166666666667
RFNG	0.168875
RAB20	1.541
RBM7	0.02425
POLR1A	-0.171333333333333
TMPRSS4	3.84925
TAF9	-0.71975
TERF2	0.373333333333333
TNFRSF1A	-0.119083333333333
ACADVL	-0.364333333333333
GTF2H5	-0.78625
EDG8	-1.73083333333333
C9orf140	0.04425
UST6	0.46375
ZBTB8OS	0.03275
ZNF710	1.318
GPR174	-2.32
ATP6V0A2	-1.07275
KIAA0319L	-0.3305
XKRX	1.06
DOPEY2	1.1245
SDHD	0.581916666666667
SUMF1	0.86725
OSM	4.043
OPN3	-2.0625
DAGLB	-0.805833333333333
PPFIBP1	0.362
TRIM63	-4.78775
C10orf53	0.4335
LYPD3	-2.33083333333333
BCL7A	0.59125
AGER	-0.892166666666667
TCF19	-0.11575
SAT2	0.79125
PFTK1	-1.20116666666667
GABRE	-0.25875
C15orf38	1.2182
FIS1	-0.8225
KCNV2	-0.09
CLPS	2.277
PPCDC	-0.2465
FOXN2	1.1195
NT5E	-1.1232
CD83	0.7585
IL18	0.871625
VPS16	-0.07225
IGFBP2	-3.93683333333333
NOTCH2	-0.7495
SIGLEC1	1.853375
CD93	4.943
SULF2	-1.0305
CEP164	-0.42125
P53AIP1	-0.0563333333333333
TOR2A	0.0936666666666667
ZNF136	0.10775
MGP	0.609
CCDC144A	1.57616666666667
TRPC1	-2.05233333333333
SMS	-0.555333333333333
MAPK7	-0.530333333333333
RRAGC	0.039
PARD6A	1.06316666666667
NUB1	0.6605
SYNGR4	1.396
OR11H12	0.5525
WIF1	0.3295
GCH1	2.205
OR11H4	0.1565
SLC44A5	0.4675
GPRIN2	1.12583333333333
LOC401431	-0.1635
CPA4	-3.2278
MELK	-0.863
IL15RA	1.2245
CUL3	1.197
HMBOX1	-2.6755
PODXL	-1.30375
CCT6B	-0.729166666666667
COMTD1	0.84875
MUC20	2.4925
GPX2	3.9795
ITK	-1.793125
FBXL5	-0.056
C13orf27	-1.0195
DEFA5	7.335
TRHDE	-0.7335
MTP18	0.549
UQCRQ	0.7429
ITGB2	1.37933333333333
CSRP2BP	-0.19025
TAS2R44	0.3605
PHPT1	-0.671625
FAM44C	-0.3365
ERH	0.26475
MPHOSPH1	-0.618333333333333
MORC1	-0.5915
PARVB	-0.9635
LAMA1	-2.54983333333333
PGBD3	0.2985
GIMAP6	3.599
AREG	-2.19733333333333
LIPT1	0.14425
MGC99813	-1.39075
C1orf201	-0.0448333333333333
GRIN2A	-1.09377777777778
MAN2C1	-1.029625
NSUN5	-0.632
SF3B5	0.0635
MYC	0.24275
NRXN1	-1.12090909090909
ZNF18	-0.025
SPDYA	0.216625
SLC37A1	1.213
DECR2	-0.036
ANKRD38	-1.376
SPTLC3	-2.68166666666667
SUPT16H	-0.819125
DTWD2	0.5975
ULBP1	-0.399
ZADH1	-0.592
OIP5	-1.1225
IL10RB	-0.309
OTUB2	0.736125
VWA3A	-0.0856666666666667
SPIC	0.144
OR6C4	0.071
PSCD4	0.973833333333333
DPY19L2P2	-1.435
TRAPPC6A	0.2895
C21orf2	-0.2205
CEMP1	-0.264
LIN7B	-0.787
E2F7	0.209
VCP	-0.8078125
LAMA3	2.51108333333333
BGN	1.2605
GPR160	0.4275
COCH	-5.61483333333333
GPR81	-2.17316666666667
APOBEC3F	-2.06575
tcag7.1017	-0.98725
C1orf32	0.516
SCGB1D2	0.41325
FLJ43987	0.331
C6orf170	-1.053
KLK9	0.2025
GPD1L	0.576625
VPS37B	1.95
ATG3	-0.215333333333333
ADAMTS17	-0.942
KLHDC2	-0.665333333333333
NDUFV2	-0.17575
BLK	-3.0585
MATN4	-1.0795
GPM6A	0.0795
GBP4	4.16533333333333
TMEM162	0.6365
PKP2	1.6075
HRASLS	0.369222222222222
MMP1	2.1475
SFXN3	-0.3742
FSD1	-1.7655
ST6GALNAC3	-1.80616666666667
CA12	1.3064
NCOA6	0.13925
C19orf58	-0.3156
PPP4R1	-0.0806666666666667
MAN1A2	0.5055
IKBKAP	-0.9245
UPF1	0.329
KIAA1219	-0.11925
WNT16	-0.466666666666667
SNW1	0.065
IL18RAP	2.61325
RPP30	-0.719625
CDC40	0.331642857142857
SETD3	-0.473833333333333
SLAMF6	-0.2045
