Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_B12_452008
Composite Element REF	Signal
INPP5A	6.3078203283748
CD40LG	3.21009771972471
CES1	3.73231816235127
DCI	6.77953622093307
TRAF3IP1	3.78240808897531
SMARCE1	8.60792591752333
B3GAT3	4.91312772302333
VRK1	6.87610106038711
STK17B	3.86245225023353
AARS	7.51120322997825
CNTN6	3.09678575768596
CYP3A4	3.74804529852814
PISD	5.6759674746477
ZAK	4.34182011333985
USP1	9.20665117748843
TRAP1	5.90150828872064
RNF44	6.38857954568669
CENPM	5.48101817743767
NPTXR	4.50043879941768
SAR1B	7.61300051769683
DPYSL3	4.92561447003103
GPC1	4.74549409976835
APP	8.16314090871813
GLS2	3.84338668102678
TOB1	8.7724704366529
MNX1	4.17976303258252
TCEAL1	7.6821728232965
ORC5L	5.42206566469414
CENPF	7.20319638187612
C6	3.53583730091313
LOC441601	3.18973695344091
PRSS1	5.32766652877282
PTGIS	4.83731937044295
C6orf124	4.14081916356311
CEACAM3	3.83659447930265
KRT23	6.80266860468197
ODZ4	6.14100259491159
UBC	11.5658348130642
ATRN	5.3008354209818
HAPLN1	4.56433977885166
RANGAP1	5.24027207740048
SNCB	3.27692960080896
S100A9	4.92903558940617
C10orf26	7.57419194011546
SRY	2.91376971007654
RNGTT	4.09790208332655
CDCA8	6.85207435124125
HIST1H2BF	6.45526763762023
CEP250	3.68675109917179
MLC1	3.81436458515559
ATPBD1B	5.93679993335268
TNIP3	2.8708752736522
KCNJ2	4.52370491889879
IFT52	8.27887591658932
UTP20	5.32322508641525
ZNF492	4.5763490573462
PDHA1	7.88224180176873
BYSL	7.33289703217517
TKT	7.26866891972605
PMPCA	5.80482603609173
RNF38	5.51570741677833
KLHL2	5.90439776749277
AHDC1	5.21977207407673
APOB48R	3.47018271454734
GLTP	5.31498643680461
MPL	3.08411107575962
DMP1	2.99649314260496
C9orf78	6.02833625540121
ADAM12	4.10199474008426
CRTAM	2.84725352070154
CSPG4	3.1562330940346
HSD17B2	2.99130471937981
UBE2G1	8.01178858290486
ADCY7	4.84915900289421
PAK1	4.10888428933596
FRAS1	4.08177435229539
PELI2	4.24981396113551
ATP13A1	7.46679665899295
OR2B6	3.53206491569506
SIDT1	3.43031344339714
C1RL	5.51516611593743
ATP9B	5.02753753500818
TPX2	8.98146197772688
DAZAP1	6.74966620110001
HMGCS2	3.12729096766873
PRKRA	7.76840424384608
TLN1	5.70434694834427
B9D1	4.5792378944633
NKX2-5	3.60238692931302
MITF	6.4833861371448
LILRB2	4.06534085647613
CSTF1	6.3407544584665
GYS1	6.30953991310877
BTN2A1	5.17235913840756
NSMCE4A	8.13987964821943
DNAI1	3.87439541365019
IGF2BP3	5.3061014736563
HOXD11	3.30423627788807
FNBP1L	6.87698749631831
DHX35	4.99120548765573
SLC33A1	6.72553923708209
HRG	3.63682804007204
ZNF131	6.04033286989659
USP47	7.29707089000875
TRIM33	6.52089678563807
FBXO42	5.00119289430526
HTN1	3.19279622127716
C13orf23	4.67495556979753
PAPOLA	7.71329871937332
C1orf27	6.3595405985723
AATK	3.59212827591562
MSH3	4.76886850830848
RNF14	6.64334141578605
NDUFAB1	9.65282987776005
SLC4A8	3.16455036677716
BAK1	5.02496225806712
COX6C	11.0732317087390
MTNR1B	3.08059050154035
SPECC1L	5.5611275605502
PGCP	5.83454232175235
SPN	4.20125975788162
GPR143	3.85461513125248
ZNF576	6.05689912831132
TMEM39A	6.15095024433447
PCSK1	2.99883813343285
ATP5D	6.3480951529909
MAGEB3	3.14710537418815
SLC13A1	2.98245191665138
RPS5	11.3085102691241
ARF6	7.07999137801484
KIAA1009	3.66444120802678
ANP32E	7.32993412729406
YEATS4	5.96212024121146
MTMR1	5.87741211439114
PCOLCE	6.7612168277162
MNS1	4.43877142466148
HMGN1	10.3378882203227
CXADR	9.74628058198673
PCYT2	5.01905602104471
TSC22D1	10.5928415998116
UTF1	3.20680213793051
BZRAP1	3.95947385836528
LAX1	3.36998412461754
PUF60	8.62378338725086
ELOVL5	7.45221609956444
SPPL2B	3.85324748711021
SHC1	6.99689090355777
B4GALNT1	3.28617700870002
ZNF673	5.28019291658488
IRX5	4.20125751404613
LIMS2	4.39891835662679
ITM2B	10.2739011476908
GINS1	7.20376857476775
BAHCC1	3.44600256947097
PAPSS2	5.1454614054901
ENTPD3	4.51500485348668
CLCC1	5.41063844840836
SMO	4.36698327664919
ACSL3	6.2276893820098
PIK3R5	4.20941498974651
GLT8D2	5.2607781505488
CDC14A	3.36775346705026
UTRN	3.92112442625962
CNN1	5.07816709906121
KRT1	3.32560054338456
HISPPD2A	4.21691559479731
SDAD1	6.30060308715574
SIGLEC9	3.42891319086018
C22orf26	3.4298130532315
RPL35	10.8817516823852
IMPDH2	9.84890312332264
FLJ22655	3.27817789393618
ENOX2	4.33926665569943
INTS6	5.605175645041
FPRL1	3.18323192208433
CLTA	9.33894375616929
SEC14L5	3.37460585388462
SMC3	8.23204611357056
C6orf123	4.43484249614266
OGDH	5.82206399956354
GPR37L1	4.21334559064698
FLJ20160	4.43926757628199
ASB13	5.6032652511837
GSS	6.26649890342575
NT5M	3.9017666053636
SIX5	3.11142719397891
KPNA3	7.34182716983119
TAF5	5.08010266495094
KCNA1	3.80223166164095
HSPA1L	3.70385595532324
RHOC	7.89870959565855
TH1L	7.8690474309593
SSTR2	3.60154842360131
PPP3CA	7.14360695473581
CHRNA5	3.49327815138917
DLX2	3.42155251792870
SLC1A7	3.91629470949063
C6orf108	6.03636530838682
ALDH3A2	6.90719701321863
DDB2	4.68382080110368
FLJ11286	9.30128239080532
SPATA1	2.85735432031291
CLEC1B	3.62306499141811
MKNK1	6.01124619738808
DYSF	5.0827600989226
FOXJ1	3.94347312848562
LEPREL2	4.15844235067581
SLC27A3	8.4207547689021
C1orf174	7.3036925510363
MTRR	5.37443113931933
PLEKHO1	5.96668586340384
HTR7	3.22209073222518
RING1	7.26731448889312
NPC2	10.2186594543519
BHMT	3.21287037615085
YTHDF1	8.82250188277793
AVPR1B	4.01105642520814
MSMB	2.82838939042049
LMAN1L	3.5084779940849
CEP170	6.55856388331798
PF4	3.45267887271749
MSH6	5.09408525855324
IL1F5	3.6173087219385
ZNF556	3.61440341570768
PLEKHC1	6.69214593987685
BCL2L10	4.13888578948498
AIRE	3.72477227070277
IPO4	6.15673165205412
FIGF	2.93436072661117
QDPR	7.00713371638344
SLCO2A1	4.66233056501547
FOXA2	3.77174776825356
MAPK12	4.02432368095727
BOP1	5.35808050696733
PRDM16	3.01044751805098
POLR1E	4.98859532886131
INSRR	3.06918389760741
PDE6C	2.67727058742774
C1orf216	5.84499235798406
SIPA1	5.47529284076443
EP400	4.30193305525506
ULK4	3.64939916404638
PTK2	6.95447944371507
BTN3A1	5.47396704282992
NDUFA8	8.21542605584146
LAMP3	9.30572264434628
FABP5	7.46198470774206
GLTSCR2	11.4794136911196
SORT1	6.19101296413934
LLGL2	6.36691739741695
YWHAQ	10.0659224346566
LRIT1	3.39984871909876
KIAA1704	4.5035814432003
ENOSF1	5.85998598644708
MEIS2	5.50242527320745
KIR2DL4	3.24890910985250
PCDH7	3.88627782948264
NFKB2	3.82535566207899
RPLP1	11.8346654718409
FZD9	3.10304395517974
HESX1	3.75602107208783
GNAT1	3.32409097763488
NKX6-1	3.48791484194133
CTA-216E10.6	4.30234398220319
IFT140	3.81265100148997
ORAI3	5.10760484918431
DENND1A	4.14353128847102
ABHD2	4.38205825221619
ALCAM	8.66086388302195
QPRT	5.01831939219488
TRAM1	8.31003205569992
TRIM29	4.30485943798272
ATP1B4	2.58351895898186
NUP37	7.33740916583208
CDS1	4.62855878914679
RHEB	6.42012920806106
C4orf27	7.23125810185196
RAB3A	4.54085145853017
SAA3P	2.82988306390141
SLC22A6	3.20024967918729
GPD1	3.61479823347033
KIAA0265	5.82504077411029
CDH15	3.39861179891164
NPM1	10.7611317937653
ERAF	3.46584125506760
ADAM19	3.51921691038606
PRPS2	7.90716418259791
GCK	3.61650991952692
DNMT3B	4.85882865610694
SNF1LK2	4.17560969944078
ADRA2A	4.34710375762215
TSPYL4	5.83496891431084
MGC24039	3.07841551899942
TASP1	5.24518099904986
WDR19	4.82118744486519
C10orf38	7.78457284623463
CCT8	6.90933617870995
PDE4C	4.41254232528082
N-PAC	3.89652873590609
POGZ	6.81680447561395
FYB	4.31935362667636
GUCA1B	3.13408393007331
ZZEF1	4.38818182074862
PPFIA3	3.67773265094644
ZNF334	3.54094921891928
C12orf44	7.68649197811738
RANBP6	5.82520473021416
LDHB	9.83159071283272
CRYBA4	3.55596405723961
BAMBI	3.26957302242568
RAB5B	6.21088370075095
FOXB1	3.83137461260967
MRPS12	5.2296090621505
TAF10	9.62396519016835
CRIPT	5.16660658541737
DEPDC5	3.77621754738861
RYR1	4.53903938733025
LTBP1	7.48822053382102
MAPRE1	8.42094400287024
TRIP12	8.35152564695399
FGF8	3.13545175082105
NDUFA2	7.49628718837985
C3orf52	3.97265311278873
SENP7	3.14982556083928
MOBKL2B	5.1555368922735
KIAA0355	6.23025004992796
CPEB1	3.24510351171504
ACOT7	4.35389065905842
FGF6	3.85438789888118
PPEF2	3.16872306832558
ABI2	5.80722352132853
PCDHGA1	3.22343789350466
KIAA0317	5.84063531911103
IKZF3	2.70631768357047
H3F3B	8.49886064695771
SLC38A4	2.82362729993208
ATF1	6.74736745516193
FGFR3	4.16966876275682
DYNC1H1	7.68442782018695
DIP	4.85463653053176
C10orf110	4.22614079873868
TMEM33	5.31914906969448
ARIH1	5.57152375146799
CYP2B7P1	3.19850199512740
POLDIP3	5.15598768652266
C1orf129	3.07269787842699
POU6F1	3.73920211071816
BBS1	6.81491939261697
RGPD5	6.19410365616396
C7orf24	9.43653135461365
GPR171	3.47612554449614
CDC6	3.47312318023151
PLD1	3.43505889538996
KDELC1	5.5857379340456
SULT1C2	4.76671420672147
CHI3L1	9.18367399498037
PIP5K3	6.8125213552846
CSDA	6.76510476613313
ITFG2	3.8652535596958
VTCN1	9.79024835606243
WDR62	4.53091278838262
NDUFC1	9.06149447279758
NBR1	6.83016091208255
HPS4	3.91597873367312
KIF2A	5.97193194401143
RARB	3.47606285800477
CEL	3.089724440277
IMMT	7.98876303289874
CNOT6	5.89503372266739
PICALM	5.66760610393902
MARK3	6.31462804900913
DHX15	8.17231594750253
ZNF702	4.1009862941367
HIST1H1A	3.46785713196253
HLF	3.13603923981406
ADAMTS2	3.99972858584797
ARPC3	9.15727090678723
BRD8	5.26820059016934
NPHS1	3.48543552455237
WDR12	7.85879347328607
HOXD13	3.20378291028148
KIAA0494	6.50178726589635
GABRQ	3.31720750529162
TCF4	6.67675178592703
APOBEC3B	7.8338089898051
NR2C2	3.86120373998993
NKTR	5.79173940516595
MYH2	3.08158648368779
TLE2	3.73720184458716
FXN	4.62928924299993
AURKA	7.14406211411447
KIAA0892	5.4092272479282
GPRC5C	6.51490255079664
TBC1D9B	6.2177054137918
PAEP	3.25695368866659
PNPLA6	6.07204246039501
SPG11	6.47161828749595
KCNJ13	2.94744066200545
NOC3L	6.64393224537747
AP3B1	4.56087645754826
C11orf68	5.71969651099377
NAG	5.96226271654166
AKR7A3	4.10983702929582
AHCYL1	6.98967773837816
FLJ11184	4.57385552333763
MLN	3.04359673339438
RPP14	6.03840127964079
TIAM1	4.99044852385558
ANXA2P2	6.67912912495939
PBX1	5.39693906447615
PXMP2	6.52794274006156
KRT17	5.11373898716059
LACTB2	6.8640533945129
ZNF711	2.74962671848830
GGA1	6.67711431044674
VAMP4	6.09980960444035
C20orf19	4.9649731571097
BCAP29	4.58538528677667
DDX24	7.8267353498705
PHACTR1	4.86032431759807
SLC35E2	3.04071797494121
LOXL1	7.20742295128043
IQSEC2	4.55799882787084
RGSL1	3.55390825461479
SETD8	4.44366787094209
HEXIM1	5.59908368304491
PRRX1	3.74647331700873
SULT1A2	4.69682631286432
ASTE1	6.18860997274445
KLHL9	6.37887996306678
GAA	4.81593937250778
MYOD1	3.99288475894655
ZNF747	4.62373472401969
ARHGEF16	4.23809140986058
SCN1A	3.19167885689646
GDF9	3.55975738715448
IL1RL2	3.89966199473157
HNRPH1	8.2920185340702
MED18	4.27444384648489
TRAF2	4.04619162493716
ECE1	4.64400939754345
TEX13B	3.58763836079004
SNN	4.66776785287323
HCK	4.57516782108758
C6orf62	7.76957779030483
GABBR1	3.45271745139079
YIPF6	8.11992549707164
BMP6	3.96760235734266
PROX1	3.28245684691937
LANCL2	5.845657058864
SCN3A	2.73007028355895
IL8RA	3.93877411931556
LSM3	9.19871809888432
CDSN	3.62870306307265
EFHA1	7.96980482131662
SSRP1	7.42379889711403
ASXL2	6.11962112236274
RPE65	2.55202172959282
SNAI1	3.59235232544013
SPCS3	6.08478454948175
EFNA2	3.0946555273104
CLDN9	4.16941431368467
DEF8	5.78612123268447
CHAF1A	5.21975006933718
C1orf165	4.43550342340013
ZFPM2	4.09714692181762
C9orf7	5.55817918379135
GC	2.94644522734944
FTH1	11.0609134147317
IER3	8.47513745176706
YWHAH	7.8030047763362
ADRB1	2.94249481808520
FOXL1	3.62846445267264
MGC31957	3.55694310669608
MUC5B	3.57083593112420
ZNF193	4.66336189408514
CSRP1	8.49747070160136
MOSPD1	6.46412043066086
UMPS	6.07487544984347
RAD1	6.66295701098111
RCP9	5.71894701535176
COG4	5.55389384511452
NFRKB	4.63188043682448
FANCA	3.52855796079422
CDC2L5	4.45451944599575
GDF2	3.65069164977583
PCBP3	3.29895948587255
TIMM17A	7.02135414580478
BFSP2	3.51317832139057
OR2H1	3.31511887396126
HNRNPA0	6.79194553193906
IKBKG	5.13212486814769
TM4SF20	3.05418132644246
PCBP1	8.29341706064906
LRRC2	3.15380017272549
NSD1	4.88984602418252
AMMECR1	7.08426406234369
MAGEC1	3.03891246047606
SEC13	9.08286646341134
WDR91	5.76672987459308
HAGH	6.37292389513753
EGF	3.08107118210032
NHLH2	3.01791433224776
NCAPD3	6.36511495390672
BRCC3	5.59033622521028
CNDP2	8.26150716573139
FYN	5.30270529476409
YPEL5	8.58697237982155
KCND3	3.37292801217135
LRRC42	6.31022903218635
GTF3C5	3.89157179923781
AKR1C4	3.20908354623767
RBM26	6.99583036633995
DUSP14	6.14657784245523
AP4M1	5.15226983107493
RIMBP2	3.17520200894712
ABCC2	3.76295679181247
COL5A2	8.3058890465547
DNAJC16	4.823452668475
TTC12	4.38558438819458
SNX13	5.23343624131607
ELA2B	3.46611928997273
CSPP1	5.25101323677458
NAIP	4.38696457700365
MYOZ2	2.96943008710658
XRCC4	4.00613137667892
CYB561	5.92599740907332
CHST10	5.37022391237921
BAI1	3.63752402890929
THY1	6.21333847026118
KIT	3.56966500275629
TBC1D8	4.45152480552915
PDE6H	2.91063559455676
EPHA7	2.90791424000048
SOLH	4.43079286369545
FLJ20309	4.16167918206333
MAP7	4.52669611097559
SPAG9	5.21558706116805
ZNF294	7.44450246866581
CENTB2	5.80428702986834
FLJ21963	4.60642701450563
ANTXR1	3.10558565695605
CREB3	7.04360007065565
ETV7	5.03592217231839
DGAT1	6.41062447520412
TAC3	3.56160283459226
CORO1C	6.73093806465164
RAD54B	4.35788834669485
HRASLS3	7.84976185903215
MED25	5.45166263812535
BARD1	7.0268774768922
ZNF177	4.49863535123377
MIP	3.48188292766841
ZNF442	3.87996467788415
F2	3.46495786170513
FDX1	7.47000467294789
GRIA1	3.01257612052442
IL13RA1	6.03853373857244
EIF2B2	7.42294350934762
NHP2L1	8.13348733463104
WNT5A	5.39867181108145
ZNF593	6.73757590027948
TRA@	3.34630243951676
WIPI2	7.13645251463137
TAS2R7	3.12490396945424
RANBP1	5.53747401031317
CSNK2B	9.77133491139367
DKFZP434O047	3.55560452366285
SLC7A4	3.17082728418475
WBP11	6.6395760919695
TEX2	5.99214709219751
C17orf80	3.57835783306307
TMEM176A	5.62724085715801
GALNT2	6.12719192284297
CTNNB1	9.29130730829517
BHLHB2	6.27811222868301
TMEM185B	6.73658184984033
DND1	3.87556554398515
ARD1B	3.42109814661739
STK3	5.58155402359514
REPS2	5.83361638254691
LOC541469	3.7283904552557
H2AFY2	4.62735954484504
CCNK	3.63289493947052
FSHR	3.08602313417019
GAS8	4.61842504809877
UPK2	3.33052317427149
C1orf66	5.41146818819395
LCE2B	3.42225459846204
CD200	4.49128564073324
IMPACT	4.95467795893084
KRT83	3.58834269771844
COL19A1	3.27406784734466
BMP15	3.9792733260613
POL3S	3.65136412158714
ITGA6	5.04046113818291
GAD2	3.32557144898836
C1GALT1	6.1189542175822
BAG3	7.45555423914037
ZNF468	6.07899250266717
RIC8A	8.08793816345344
CA5A	3.23449425821953
CCND1	5.53746666379369
DKK4	3.79180109727868
SGK2	4.38677504209858
PIK3C2G	3.04826451560772
USP11	7.82975089309601
IMPA2	7.50879616135775
PRKDC	6.70386102340203
DSCR2	9.27417693131606
CCL4	5.79279148557612
MSR1	3.35698302416086
NOL11	8.01669149943537
ZCCHC10	5.99130740122358
PDCD6IP	8.75881802337595
TRPM2	4.26200492309144
PSMD2	9.58943787851506
USP18	7.1790705008968
ATXN2	6.04706581787081
SLC17A4	3.28166222967351
RS1	3.07806494940414
RRAS	7.27838508154549
LAMC3	3.42194731178204
NET1	6.75674809687673
NPY1R	3.03422166216326
TOX	5.08990495012238
MVD	3.33867722464135
C11orf61	4.8742413636403
IK	6.28076199290572
GCNT2	3.07849321271658
GABRG3	2.89215320931855
BCS1L	6.27058035447513
BCAS2	8.69067805287157
ACE2	3.02712560370631
KCTD17	3.70841414369112
TPPP3	4.28146414370685
CALB2	6.06700920444732
ICT1	6.35856495392745
CD79B	3.86741147622106
CEBPZ	7.04806674252006
FMOD	6.29595161795775
IRS2	5.77714884234071
C21orf66	5.67294656431462
LUZP2	3.63595785827881
CLN6	4.15769664604945
ANAPC1	6.89945834410046
PTPN14	3.96383078072321
APTX	5.65301932253716
SNRPG	10.0830268884474
BMS1	4.89441637222949
NFATC3	4.19414905594157
ADCK2	5.57818459014338
ZKSCAN1	5.38700574264019
FASTKD2	4.70326983864045
ARS2	5.81323377590154
LRIG1	6.29682338904026
KCNMB3	4.64027241180557
ERC2	2.82911154183117
POFUT2	4.75948248357918
PRKACB	6.20170351993904
PRDM13	3.91289847054931
KLK12	3.60458512537777
ZNF354A	5.77724979605721
PCDH11X	3.03560575496008
TMC6	5.15368716176656
CAND2	5.45076825242102
RIMS1	3.62647516487209
SF3B2	7.82993095589702
RCN1	7.22653096675543
CPB1	3.14782521519694
BCAR3	8.05083442983121
BCL6	6.15243463655701
MDH2	9.86228178293223
DRP2	3.80976312501262
TPD52L1	6.45025753722016
TXNL4A	7.57749394586096
OR3A1	3.10149357076649
RAB25	7.75456266043455
C22orf9	5.21480319448391
PCTK3	4.71967343129434
POR	6.27691994850727
ARPP-19	6.03762805287537
SREBF2	4.745083408039
ZWINT	8.22344246001176
PAK1IP1	7.56199978634584
OR10H1	3.97587428811455
ENPP2	5.3361597457712
UXT	10.0435952316243
ZXDC	5.92126437858867
TGFB1	4.28522567448432
SLC6A16	4.0944796379386
SLC31A2	5.44905088702625
LRRC8E	4.20126424554211
ZNF780B	2.97020781322429
APEX1	9.44102436432576
PPIAL4	3.12941320685106
ZIC3	3.53957547414368
CEP68	5.11094872013386
PAX2	3.36142886721514
MRPL11	7.68964165599107
LPAL2	3.22392981472085
VPS53	3.32772723619247
MPDU1	5.33990517216557
PSEN2	5.05652476863563
GAST	3.566872788092
DHRS7B	6.2842152444465
C10orf28	3.42211123182751
UBE2L3	6.63025179168828
ADRA1D	3.30673411799242
FZD10	5.15777974383981
ATP6V1E1	8.55948620705569
SAR1A	6.86080529150224
ASB1	3.78228169614681
MCTP2	3.70621237998289
TMEM5	7.38344089399317
LCMT2	6.32492641827382
KRT31	3.62290384748017
ZNF223	5.11238637046579
BIRC2	9.05751419666734
IGL@	4.32331828297017
NLGN3	3.7150640931579
MEP1A	3.01088847648745
LOH3CR2A	3.95732659121121
TMEM53	4.27730059769433
SLC9A3R2	3.64946736275182
TIMP1	9.72476852434275
PTPN9	5.27715967553144
ABCA12	3.18211500522344
TPST2	6.04124655358342
AQP6	3.50294770931697
KCNIP1	3.61506370591132
YES1	7.74427645794688
ABT1	5.34346158154787
RIPK5	4.36588654247268
SMG1	4.18224490961367
IL13	3.48314094016532
MDFI	3.32525892170518
PIP5K1C	5.3082884739497
POU2F2	3.66207625854791
TSPAN14	6.41741384617738
OR10C1	2.98642668161551
GPT	4.02427227140724
PDK4	3.70224583374056
CLIC1	10.1573219527840
LILRA5	3.10785016711595
TREML2	3.80652307246009
ELL3	5.20153916291866
NNMT	8.81417894983182
NUFIP1	5.1384647740798
ZNF74	3.66229057449012
RHBDL1	3.74709645404404
HYAL2	6.35218665141661
IGFBP5	4.88612876527515
FAM29A	4.42700023698439
NRTN	2.88763033437103
KIAA0556	4.68784744075218
JMJD2A	5.88781121701316
ERGIC3	10.2174711316322
POLD4	5.54028249637547
EPHB1	3.43897302665922
LRRC36	3.86636990193643
TARBP1	6.86356310521863
ANAPC10	6.28836665679758
C1orf9	7.72972995265677
COLEC12	6.21566718683758
TNFRSF25	3.47548161093031
MEGF6	4.31987619043936
LPHN3	5.4082816627794
BMP10	3.28411270773643
C21orf55	3.99562251245073
SLC2A1	7.98368740744537
CER1	3.79254338131671
LSAMP	4.50129235486486
RPH3A	3.61892336721567
CREM	4.70044903163305
SGK	7.21734983425391
ATP2A3	3.51130627796062
PTGER4	3.81045866874273
CCR7	4.14988958192961
METAP1	6.82806944837803
KCNQ1	3.9884738937699
RECQL5	3.6234538738532
SSFA2	5.86561406591313
NR2F2	6.14249694072757
MTERFD1	8.17750439690183
BCL2A1	3.7133875638362
ZBTB24	4.42274658293217
NLRX1	4.80774590848214
FHOD3	3.81982348375361
PRDM1	3.65844326268958
PSG7	3.53689043794866
ARHGEF5	6.66812419951862
CCDC47	6.37179990399271
FGD2	3.39527628808429
SLC26A6	4.15447959782933
BIN1	5.87369623978466
SRRM1	7.4273592689618
P2RY14	3.46090453892285
PCSK1N	3.89422206586664
PPP1CA	8.47497635410221
ZNF33B	3.81508069066942
MOCS1	4.7953558062859
NAP1L1	7.88758775951685
ECT2	8.3395779304034
CACNA2D2	3.84930200834669
PTDSS1	9.02796722900137
DOCK6	4.45618380998275
SLC38A6	4.46146283537407
C10orf119	6.18040302502266
CCR4	3.63340003861381
COX6A1	9.88986653596868
B3GALT2	2.72545165790933
CD14	8.25189308341665
ABCC9	3.09661270133536
SNAP29	7.2238320329621
TRIP6	8.33795435000935
HMGCR	6.43967086710474
CDH3	6.26443701623275
KLHDC8A	3.54875560107903
IFT74	3.75292520932982
C9orf116	4.54778144842032
EI24	8.90722755052758
CENTD1	5.56531409252872
RWDD2B	7.26516590263256
INSL6	4.79116924918152
HERC1	5.10869736624769
NPAS2	3.54999189686224
NR3C2	4.62511763803818
DOCK1	5.26672278509415
FAM63A	4.94541659797599
FAM111A	6.7562737040862
INPP5F	5.41034524150912
MYBL1	4.4610704638547
HOXB1	3.26049864488430
CRADD	5.04172281057365
EMCN	3.4614088765655
DUSP12	7.15215654540318
CGREF1	4.38674636636352
BLNK	4.56963800309162
VASH2	3.55835566312801
PDZK1IP1	5.47168637626514
SKP1A	9.88857873992784
IL19	3.78474456085704
DOC2A	3.12347606124841
COPB2	9.96235866318814
CTR9	7.34647545370514
VIL1	3.11319577118936
CDC27	5.7854233323468
PTTG1IP	10.6669819988419
LECT1	3.59151275920272
COPS6	8.02205433662399
COL9A1	3.25603948030110
MCCC1	7.17499895834115
GPC4	6.53944413354747
VAC14	4.4088274028332
PSMD9	5.2594260580238
PPY	2.94389579020044
SRCAP	4.20029982570013
PPP1R13L	4.91211069698859
BPGM	6.38037822616383
TTC19	7.44402227366925
GFPT1	7.06407483829855
C1orf114	3.43450288362176
HMOX1	5.99217562393695
SLC27A6	3.79723177266773
MC4R	3.00348102542135
CALML5	2.78274291644822
MRPS10	9.09444146131414
PRR13	7.6443076217525
INS	3.40145233207567
CECR1	6.99697992148903
SERPINB8	3.45214004577640
FLT1	3.67737167982940
FEM1C	5.14209100468744
PPP2R4	6.17190640905217
PDIA2	3.26486892444796
TMED3	7.4146438202785
NUCKS1	6.18837318132378
EXT1	7.99004803002422
RCOR1	5.18393623663265
EBI3	3.75176397581567
SMAD2	7.51737371848826
ODZ3	3.49630242873290
POLS	6.40502210325387
NXN	9.28839524384884
PPIH	8.15040257813935
FOXJ3	5.20004338654147
EIF5B	6.37065335487966
EIF2B4	6.38684304603566
C20orf121	4.98714072964113
CENPE	4.91555036521633
KIAA0415	4.61875750396856
CRABP2	8.51002960488785
TSPAN12	10.1759259343057
CXorf15	3.03082825296171
LOC57228	5.15531962707465
ACTR3B	5.98177847678945
ASL	7.68784872191102
GATA3	3.26134216502142
TFAM	6.21261705239413
PCDHA5	3.20968672256415
PARP12	8.14689211677157
PIGH	5.3482064819148
ENDOGL1	3.10292065190772
GTF2H1	6.63662594800712
MPZ	3.44556076009629
BIRC4	3.66521369757837
SSBP3	5.85850107179836
BPESC1	2.76573295792629
FOXC2	3.27888456354347
HS3ST3B1	3.10843512273401
GDNF	3.45502639667702
CTNS	5.1036178972865
KIAA0859	6.38992222329909
TRPC5	2.76704885567744
PMS2L3	5.2183140146189
TEP1	3.28603469413113
KIDINS220	6.42273657553017
CRH	3.15544826067105
CES3	4.94262958091304
ACP5	7.06601575456378
AMFR	4.37487060495673
CA4	3.30010632016897
PLCB4	3.97162485354615
MPHOSPH10	8.80061596332982
PGF	3.56491758673465
G3BP2	6.395036835789
SR140	7.02811144388104
ISLR	5.2255031305915
HOXA2	3.38846366886734
PYGB	5.16124600405481
BAT1	8.79098497842109
TSC1	4.77756535630493
NARF	5.85501900099782
DKK3	4.11700446138416
UTP18	5.61630787793439
TSKS	3.24008657356861
DDX31	4.67823659059878
TULP1	3.59673709574662
TNRC4	3.83860900507604
ZNF430	6.66278852962517
POSTN	9.17892800468053
AASS	3.36795391308984
APOL5	3.88196372704736
PLA2G1B	3.73846670304481
FLJ11506	4.56141358286599
GTF2A2	8.63307648503036
RCHY1	6.52573943684964
CYP27B1	3.74906740181282
VPREB1	3.20263457269056
MGC4294	3.35636774112914
TACC3	5.85550811492649
PDCL	5.5183867448395
DMXL2	5.70744602596129
LOC4951	3.38905871968595
EID1	7.72472970731775
MS4A4A	6.05837808925332
RBM14	5.18033260332396
MGC29506	3.76721721205848
PPP2R5B	5.07669737005854
TNFSF11	3.29172773540086
ATG2A	6.06979178557082
RPGRIP1L	3.46005499922155
SPOP	6.58380493717788
OSGIN1	3.63272124652557
PTPRF	7.10518742706538
ICMT	6.65030105605506
SEC24B	6.58893464224204
MAML1	6.86315991873861
POLL	4.83412004061508
FXR2	4.46021789663229
TYK2	6.72950893307628
MUC6	3.13184769988047
ADAM28	3.87229058004057
MYL3	3.39711029098152
NRL	3.45808865354182
PIP4K2A	4.91710105916264
TCL1A	3.65746292907144
MED7	5.36090493824496
MYLK	7.46446772628018
RRP1	5.22059664062898
TFAP4	4.1185940368116
CYP4F2	3.36143408814104
UNC5C	2.98459177702150
ARL4D	6.19269811211756
SH3BP5	6.67651152290393
AKAP6	3.51061025940088
CTLA4	3.12968471248932
ACSBG1	3.48650264424355
MTMR4	5.71681433392839
NECAP1	5.86442544198749
SLC25A17	5.61251567138878
POLR2F	7.03497590138062
PLA2G2D	3.24221537546584
WNT2	5.60436025274357
GLMN	5.28125216159806
MCM7	7.60359420111487
TRIM52	3.98434300584904
DCLRE1A	5.63341445158142
PDX1	3.45653928767250
UBQLN3	3.14415922940045
PRPF31	6.55759995563682
TLR7	3.43753544174144
SMAD1	7.37901036609966
CLCN1	3.57762348125565
RIOK2	5.62432694218467
CEACAM21	3.38276846931148
