Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_A06_586078
RDH16	3.96337281822696
TOM1	4.0420429006033
PTX3	8.19979543704486
CENPN	5.09793679389304
TTC15	7.13930324670218
TMED2	8.91046578601207
ANG	5.18719407886752
RCAN3	4.1061649802615
CINP	7.3802653884607
U2AF1	9.23825136365045
NMT2	5.52245126845027
OSGEPL1	6.191746317685
DFNB31	5.50110656755251
MARCH7	8.53384976980665
SLC6A20	3.30308226860186
PFKM	7.21726210918536
SGMS1	6.86259498454929
DKC1	7.64285256277139
MGC5590	2.94754446596900
CREBZF	4.52048356447147
DAZ1	3.12347085134868
RIOK3	7.23842719028955
PRPSAP1	8.3227434749498
GCHFR	4.30745292915028
LOC196993	3.16261121928091
UBD	7.3897013090546
ATG9A	6.10643865957048
S100A1	7.27923479249931
RPL6	11.6356850231820
TMEM40	3.38104886021677
DNAJB6	7.25890355100233
ELP3	6.68179259137482
ZNF787	5.32527594294027
KERA	2.95326051009485
PELI1	7.85717983171967
PPT1	11.1263035221893
SLC35C2	4.82375138523253
MT1X	8.1034030759606
UBE2B	6.99769341759483
KEAP1	7.12145589395458
MST1	5.11165578635602
MUC4	5.93346887946767
RFC4	8.55408713130578
BCL2L13	6.71708470102495
GNB2	6.98907828105224
NUP50	5.21895959604694
SULT4A1	3.91235935535373
S100A8	8.53729306176125
C7	3.6233155495638
CCDC130	5.78770950256401
RQCD1	3.70209181615465
AYTL2	7.88053658456731
MTUS1	6.72919824530708
ARFIP2	7.8452229895134
UROS	7.55367381877094
LEMD3	6.72095217925031
PLEKHF2	8.72369739491466
KHDRBS2	3.11634348526378
HOXA7	3.81188401984222
POLQ	4.17395187260345
GTF3C2	7.27195351695762
SOAT1	5.44375499406013
SPAG4	4.50292732037722
MRPS30	7.53925502941864
MR1	4.26962324167050
UBE1L2	5.38934184091557
F8	3.97325952012819
KPNA5	3.00945721782102
ACHE	3.14120378105081
TNFRSF12A	7.98801337034384
EGR3	5.13420146445483
TCEB3B	3.42668231614000
ZNF184	7.34739766554771
OASL	5.06148936380325
SERPIND1	3.04107355817485
IFRD1	7.6290989913878
SPINLW1	2.89744065950516
KCTD9	7.05329254091925
PRR14	6.60499643396098
ZNF267	6.25300173492729
PPP1R3A	3.14531352898879
ZBTB6	3.63570107373373
ACTN2	3.44910153070934
TXNIP	8.42505912465234
NUDT3	7.2310213213111
DFNA5	7.0925587613578
RPL36AL	10.1999225614036
KLK15	3.46984573301464
RAP2B	6.30321426980674
CHAD	3.52834166768896
HEBP2	8.80274797191622
GABPA	4.76297939206127
CAMK2G	6.01515554295375
TLR3	4.88043447833649
FGF14	3.24317340225094
HMGB2	9.80688479231179
POLB	8.11910893782095
KIF3B	6.74123818954385
C3orf27	3.49385398369028
MTMR9	6.07578955322561
SEC31A	9.3560368223006
TRIM58	2.86878177573262
TAS2R14	3.01833773184083
NSDHL	6.74485621030458
GLRA3	3.03268341788539
VPS8	7.01801930209442
H1F0	6.67209002451479
PRKCB1	5.29838467780212
POLR2D	6.58575615429565
UGT2A1	3.02316719971967
TOR1B	7.5241596738252
LSS	4.56880853117456
TOPORS	6.75122684192122
HNRNPC	9.4066904273465
TMEM100	6.2955769797089
DHRS9	7.43789567056634
ISG15	8.95067602788036
DNAH2	3.48468303162322
ZCCHC14	4.81442355702663
FXR1	8.94302028616002
ZMYM3	7.37115274694077
CREBL2	5.86722358636038
TGDS	5.8720033448275
CASP3	6.75535246831639
FAM120C	3.08647738813902
KCNQ1DN	3.24181895500450
SCLY	4.34640457315334
CACNA2D3	5.23968665450782
CA7	3.59463270697675
ENTPD5	4.5411155263917
SUCLG1	8.99270456934528
PDIA5	7.89485087609177
KCTD20	3.80536848223120
WDR47	5.93009220765331
KLRF1	3.22313131524497
MAGEH1	6.93397883110789
PRPF40A	8.0837263474521
SMR3A	3.59271045862365
TAS2R16	2.8026304476997
SPINK2	3.55445102478442
NPY5R	2.97002933418195
IRF4	3.80197728427013
PRKCE	3.89560486489893
ITGAM	3.92284033414409
RGS2	7.49082933703727
DDX19A	6.12641523241024
PDPN	6.50464626078675
TMEM34	6.89031911325428
MST1R	4.52007262351325
MGAM	3.46572843207195
COL3A1	11.8732209534513
PTMA	12.5756784202937
PRDM11	3.08992498742334
NAPA	7.13539225285074
DIRAS3	3.47863274805689
LIPF	3.22259799966334
PSG9	3.25654603770035
ASGR2	3.16400523054491
ARHGEF11	4.49796960434122
PIK3R4	6.21926248225891
IVNS1ABP	7.64324682976085
SIGIRR	5.65359188080623
BTBD3	6.72782159684653
UBE2NL	5.18192611519489
PPP1R2	5.58292880633859
FOSL2	6.0946241200667
IL1RAPL2	3.20636650031153
C4orf30	7.4388217960826
TUBA4A	7.75588043027174
SEPT4	3.61722732556259
SFRS2	9.4342167785169
EEF2	10.4226140433774
ZDHHC11	2.97732735717317
HNF1A	3.44622916682447
EPHA3	3.21997305485629
PRDX3	10.0333399853553
P4HA2	7.85673829461365
RFWD3	5.21277421630697
RBM12	6.98334531722581
H2AFJ	3.69072696033643
EDIL3	3.56862126604233
LOC200383	3.48797995863725
SERGEF	3.82892430906844
B3GALT4	5.3254578105367
SMC2	6.28552427728276
LOC90925	3.02032840428886
NPFF	3.41945026789986
DEDD	5.42894525634405
SCYL2	6.27300929034002
PTPN1	6.08827906254028
ZNF174	4.43882471427225
MYH14	4.70028434329374
CCR8	3.00001255467889
SKAP1	5.21951936857503
GADD45G	4.88530984709698
PILRB	4.94750933041202
IFITM3	9.84422274505669
DNMT3L	3.48520591082636
GPATCH1	5.32467499919751
VPS37C	7.04518456435215
DSC3	7.27535314878293
TBX4	3.0082314677258
B3GNT3	5.60106594866628
LHCGR	2.89180038724932
SAP130	7.06870301103359
UBE2S	7.09253408296797
CNR2	3.90610540729691
PCDH1	4.22783213594308
ATP6V1B2	9.20214938799284
PLCG2	6.26241892063797
CAPZA1	9.79192685756995
GLRX3	8.46176419318023
HRH3	3.36599063528674
KIAA0247	8.38766673082184
MGC15523	6.81786136918609
CRYGD	3.10058326366365
HTR2B	3.16750022617997
CCR1	5.01856525991079
NUS1	5.23055599880642
DNAJA2	8.15392909644271
PGRMC1	9.11868321923054
UVRAG	6.86496369230086
ITGA2B	3.27046458200744
CLDN5	4.83098311430035
PTPRN2	5.24603468035842
PSAP	9.87730538643589
MYOM2	4.35666084252618
CHM	3.36645575832597
CCNL1	7.58576039419505
FAM105A	6.66280960444975
LYN	6.93281902418949
DUSP6	7.51139170326047
TGFB3	5.38400691724278
PCDH11Y	2.66289031600794
NAP1L3	4.2964443558858
ELK1	4.83897248067735
HGD	3.78233249459546
C10orf57	5.87324987125481
B3GALNT1	5.94355361096045
AARSD1	4.97210931114845
MYO3A	2.98582708739531
SERPINE2	9.4144732428588
GDAP2	4.83715486009687
MAPK6	8.60130437221328
COX6B1	10.287441567037
DNASE2	6.35063088827491
MSH5	3.50090835994254
LGMN	8.17062697846886
TCN1	3.57037515582297
SLC24A6	4.63520862792648
TATDN2	7.12932358462504
SDCBP	9.98946735029617
NUDT11	4.02168081957105
LILRB1	3.87414763088982
PYGL	5.42151797635141
P2RY5	6.47789769060052
SNPH	4.30495508141317
NUCB2	7.60474764982086
B3GNT4	3.96982510529899
SNX27	6.26181358654708
C2orf37	4.23409673374447
MIZF	6.40349084948495
FOXO4	4.25457020687695
NUBPL	5.22498952637093
NOD1	5.5274869092442
ID4	7.04064741627251
CDH22	3.88567626759113
PXMP3	9.02627875855983
SOX5	3.16421121557367
NUBP1	6.49743013380896
DSCAM	3.61565949346118
INA	3.75304144456402
DGKI	3.21985698854920
MCOLN1	4.02025938508
FAM136A	7.84079655236545
RIN3	4.39747044028762
NFIX	5.381858832486
SLC16A6	4.40269254452897
AKAP1	6.02773915452648
PSG2	3.05258828178152
HIBCH	7.49802659689604
PLA2G5	2.93800376392932
TIMM10	7.29864155904373
MED17	7.84328114441347
PSORS1C1	3.30961304443473
KIAA0495	4.63496588595558
LPA	3.09028286491408
PIGA	5.17496285407822
COL4A4	2.94577672847280
LY75	7.01118527504728
TPP1	7.02448601487884
UTS2	3.00429711596145
GJA3	3.31512620050543
GALNACT-2	6.90570714487993
RREB1	3.06214283860273
TMPRSS5	3.67987264305868
MGC3196	7.97407458346557
FLJ31568	4.01273057617417
DNMBP	6.44170855109506
LPHN1	6.58724920333441
NQO1	7.5927959868374
ZSCAN2	3.06700329405583
SP1	3.32474654343837
TOX4	6.6213927082248
SEC24C	7.5832415335087
HSPA9	8.7956950730949
APOBEC1	3.59694871900336
SURF1	8.45865116919432
LSM5	7.72629196987998
ZBTB1	5.40988797344218
GTF2F1	6.45982481120061
DUSP21	2.99987986511663
RPS15A	12.3089441779700
TAF1	4.69709769340876
GINS4	6.25676844630917
MYO15A	3.15165144926202
AP1G2	5.67938871258086
RBM42	6.56855180363044
HCN2	3.23919847485944
UTP3	7.78092257372224
HNRPA3	8.2210026236915
CKLF	6.68967545749226
U1SNRNPBP	6.78571695849128
FLJ20674	4.34320347549308
RUSC1	7.170014582513
MBNL1	7.37617574346822
NUP160	5.07948071473063
GRIK5	5.04748041638225
USP21	6.2536559289528
FLJ22639	4.31031807892533
HAND1	2.93117601270222
ORMDL2	8.55792698293134
SERPINB1	6.84372260222434
FGA	3.11533168629849
PRSS7	2.96551428240856
IGFBP1	3.05674205458697
SLC1A1	4.20168273332473
DHX57	5.4904053310526
PSAT1	6.80085794479812
FLJ13195	4.59660016657841
GDPD3	5.07786877571424
PTPN21	3.5758420415675
TBR1	3.10319302597238
TBC1D1	5.48098515390701
IFNG	2.85808631583069
FOS	8.35341015897025
IQGAP1	8.06460561916964
ZNF226	5.6496967148091
EMD	5.41615491066741
RETN	3.90408211586484
APH1A	8.61281091731694
C14orf1	6.21045078043856
PUS7	6.83169256638268
PAFAH2	4.48542962802784
NPEPL1	4.88489090030554
RP11-114G1.1	3.25213122875001
TUBB6	8.85587011405065
FOXL2	3.12680922155017
LATS1	3.31529345677085
BAZ2A	5.68944117655222
KCNQ2	2.86580018363884
SPOCK2	9.44027825378853
MARCH6	8.94670311780052
MGC10334	5.32592520801697
HTATIP2	5.80494958331541
CENTA2	6.0711619945989
FGF2	4.09898478821586
FXYD7	3.04755646588216
CCDC33	3.20702772952393
PRODH	3.77083797650323
DDX6	4.9863712126807
SLC43A1	3.70538254228824
NTN1	3.24595013259952
ING4	6.57472032113453
DPH2	6.41235495822708
ZNF313	7.8547943998501
VPS28	9.29911353075467
FCGR2C	3.31460260451557
DIAPH1	6.10778537020687
CEP76	5.9867799313611
CORO1A	7.05562766294175
TRAF4	4.38979975986611
ZNF460	2.97079971746703
RRM2	9.08538395560332
EDG4	5.91020966301491
OS9	8.00056571199287
SLC4A1AP	7.39271741534913
COG5	7.11701318354644
COPS8	8.02016356669957
NGLY1	7.40587870387142
AKAP9	5.16670188853307
NCBP2	7.30853401599161
C17orf42	6.07951359269953
GPSM3	4.34455815285964
SLC20A1	8.27100344378236
SIL1	6.48372562863642
LDB2	5.709050041913
ASB6	5.48551967024529
KLK5	9.46081582122794
SMAD5OS	3.18831401512979
UNC93A	3.00813193986149
SPTB	4.19910931119922
EFEMP2	7.4312625589267
EFNB2	6.99809515306007
C21orf62	2.74203244453787
PCM1	6.7522513911647
FMO5	3.77344922805411
TSG101	8.7099020617215
CEBPG	7.07086123661296
GTF3C4	6.58761638763594
ABHD3	6.7000466974846
TNFRSF1B	5.32170023427819
CLEC1A	3.52579080359181
IQSEC1	5.74623034362832
PIGN	3.59151949319406
PATZ1	5.30661954218526
RBM22	8.23604865418776
AEBP1	8.41758806782788
BAG2	5.08478681981516
PAQR5	3.55044865865849
C9orf127	5.13235820693543
THNSL1	3.63013623085164
ANKRD2	3.61519339232433
JAM2	5.08830640216712
SNRPN	3.27000168446682
ALX4	3.30977206105117
FAM130A1	6.07374311764153
CACNA1S	3.27130258198935
TRIM38	7.06816356495893
CORIN	3.30397119659547
TMCC1	6.17616797386228
PCLKC	3.88745993444754
PLEKHG6	5.33604843702728
LRRC40	7.35421493980759
SMG5	5.71239412450156
NCAPD2	7.73973838389442
WNT2B	3.28138971294990
DCP2	7.10177599075073
ASNS	8.05368596730394
MRPL49	8.26880838972774
TMEM24	5.06016288539913
RPL18	11.3632466151366
SMU1	6.40261799791085
ISG20	6.4473024642695
CASZ1	4.79718555395997
POLR1D	8.24081345493088
GIN1	5.67292811813539
TMEM177	6.49977741165845
CDKN2AIP	6.61529634717519
KRR1	6.61824926806241
CXCL1	9.90290344045078
C1D	8.25754178705322
EPM2A	3.65890888941382
LDHC	3.42129260115054
PC	3.78796780237521
PDZRN4	2.92234321768938
FAH	6.92287770849058
UBE4B	5.67559443281261
NIT1	7.12918489504905
CDC2L6	5.14900233446056
BTN3A3	6.52541936890128
PAX8	7.15894753994195
PRO2012	2.95823161038708
BEX1	5.60397139376205
COMMD3	8.00967128820213
MRPL40	7.85706931769076
SLC2A4	3.26620777670614
SHFM1	8.38825238649368
PKMYT1	3.50747794569296
FEZF2	5.25867198366703
DUT	8.6011785330258
LRRC59	8.56410121589717
LY6H	3.12143455074385
MAP2	5.6635427949233
LYL1	4.46671688985874
EDEM1	6.02162050570909
NOS3	3.57067961520924
ZNF34	6.40886807889075
ADH1A	3.27180979230375
CYP11B1	3.04759324111697
CDC73	6.98690220331984
GPR172A	7.33302469517405
GSTM3	6.80798168722314
C19orf54	5.67955064925851
KCNA5	5.16977854122655
FLRT2	4.81021230942967
WRN	7.3105215342588
ANAPC5	7.40372292273241
SDF2	7.61364155576221
KRT8P12	5.64403537081081
DZIP3	5.18084975848129
C15orf24	9.22226912907662
NFATC2IP	6.02501989700291
RIT1	6.40614608450569
RHBDF2	5.82000936842181
SCML1	4.32162083236208
MED9	4.64605490078309
RAB13	9.49863023876697
FBXW11	6.12481769442618
ETAA1	6.39460517200662
C14orf131	4.85926263343616
SLC12A5	3.82860051524416
PHF14	3.48215838094744
NRIP3	6.00508515360695
TMEM121	4.27574401383353
NOS1AP	4.64797678252837
FAM3A	5.82478164858618
RPL13	11.1720228867181
PRDX2	9.79278423863768
SAP30BP	7.52511548356295
WDR76	3.9190599833818
PRMT3	7.00849581596417
TRIM10	3.59186482491526
FAM82B	8.32598557715358
GCNT4	2.87434165750674
MAP9	7.278177468469
GPRASP1	3.43481921316089
CXorf36	3.62804264423917
CDKN1C	4.34343216738036
DSCR3	5.68247129999356
ZFAND3	6.89850534923935
C7orf43	5.05790201278682
HSPH1	8.41004718596027
SPSB3	6.46299744303894
AQP1	6.49665851947243
COL17A1	3.84366203676412
GFAP	3.44374664867725
CDC16	6.99426408404646
KIAA1614	3.03879326253454
PRSS16	5.31092253601351
KIF13B	6.18407687663324
PCDH9	3.07873017714278
MKRN3	3.55349032066406
ADAMTS13	3.78030677053688
ITFG1	8.5104841025286
TUBG2	5.27711780778547
TTYH1	2.9625727768521
SFRS7	8.9318517605983
C3orf18	4.40057290417706
FLJ13236	5.80958680716972
C18orf25	4.30892404748644
EXTL1	3.62945067588882
RANBP10	4.33521014395769
RARG	4.22831918476039
MYO7A	3.58096961992606
SFRS18	6.88638910582917
CD96	3.42448617412708
ACVR1B	4.02055748369464
DENND1C	3.78842750745243
RBMS3	3.63634427714267
SLC41A3	6.16510250623087
PSMD1	9.07916263866328
DGCR6L	3.00704900239572
ILVBL	7.01265403233954
CSNK1G3	6.85539119898171
RNF186	4.673093585955
IFNGR1	9.13158743340806
MAGEL2	3.61714334570044
TSPAN6	9.26433263452352
SLC29A2	5.10610394253553
MSL2L1	6.75782080976734
MATN2	8.88759343003939
ST6GALNAC2	6.98151328072156
RBMX	8.96437489068979
MPP3	3.43478295203115
FGL1	3.99632926594841
PSORS1C2	3.303911849602
RAD51L3	3.60940387559243
ARHGEF6	5.7976148262043
TGFBR2	5.43787218288368
ORAI2	4.57027218792023
CDC123	7.47773331933664
IL33	2.84153555557932
DEAF1	5.76774580020155
AMN	3.49484325794257
MSLN	9.65637532460419
DEFA6	3.32048781260899
WWTR1	6.69552843368774
COBL	4.84447457127943
PPP1R16B	4.15241266358045
CIB1	7.45119287172845
TSSK1B	2.80882938637546
GAS7	4.96139352173537
MDN1	5.3027055736273
HAAO	3.83421727847292
HLA-DRB1	10.2873315085079
CTNNAL1	7.64827879658847
TLE6	3.51160874281616
CIT	5.50556468778043
TNFAIP2	6.31986323887841
FOXN1	3.13258915477112
HERC4	5.02788811553488
DRAP1	6.99359561853797
PEMT	6.19727474531578
SLC38A1	9.29192947442447
ARHGAP6	5.21439338759918
PHF20L1	5.4784921605566
MCM3AP	4.88944956038394
MYO1F	4.64854542069763
RAB11A	9.14941516933593
PTBP2	6.04959167146723
SNX1	5.58987592383213
CTB-1048E9.5	5.63436372729139
C19orf60	6.62466094107597
C7orf25	6.16467695256177
ELF5	3.03572454543435
HOXB9	4.41242706511848
RBM8A	6.82440205101332
PARP3	4.98463462530711
ITGA9	3.53670562242598
ZFR	7.38152856129606
VANGL1	7.04981149936889
FLJ20699	5.4351492111656
ACSL6	2.78808144761087
CHAF1B	4.92737397301526
NDUFA3	8.84582088968176
FABP4	3.72644945441009
KCNB1	5.93847370810557
CANX	9.15297488081335
SLC25A28	5.35970519701649
SHARPIN	7.4288049805604
ADIPOR2	8.08135616500079
TTC23	4.54792097266496
UGP2	9.22111328628056
ECHDC2	7.23613173996253
CIRBP	7.90045124956612
SEC14L4	3.49680429504798
SMA4	4.42729238092701
FRZB	11.0297268457243
PABPC1	11.8022554301702
APOBEC3G	6.8266756185381
CUEDC1	5.56133643002684
CLDN8	5.38733344759979
VPS52	7.96892425674083
LOC23117	7.52397417696116
FAT	10.0142577056988
M6PRBP1	7.29375844847203
PPM1F	5.53740243940126
TSR1	5.70386609146302
E2F6	7.08658283106981
TMEM126B	8.174471014895
ZFHX3	5.14069951507389
PCSK5	5.81413160802377
HEMK1	4.86019092739155
GIMAP5	5.42106654849124
DPY19L4	8.44791496849474
FAM77C	3.50970699856637
CTPS2	6.1530282444814
NDUFA9	8.69518431637617
SCRIB	8.14703905497489
AURKC	3.49474451970796
LOC51035	5.65591400951694
RSRC2	8.31172517523704
ORM2	3.17853128063351
FAM115A	6.38357022628359
EGLN3	5.90843495258158
FZD6	8.78704017834752
PITX3	3.45928264270055
GPX3	6.87149826600724
UNC119	5.3994948999952
NOV	7.03748528892759
GRM4	3.33042155142432
CABC1	6.39105710771567
KLK1	4.32194955816253
GPM6B	5.10900532984986
RRAGD	6.5403980332393
EIF2S2	7.2167021999556
RNF130	7.94254296189526
CKAP5	7.20569646753778
UCHL5	5.68125117488694
C10orf18	7.54345456451846
TMEM93	6.59208674763978
KCNMB2	3.93630859324502
AIM2	3.95704782552170
PNO1	7.1551352271015
ANK3	6.79273331049555
OR2F2	3.17852277061165
GNAT2	3.07306839235062
KRT5	7.00743471029484
ST13	8.10841869104858
SIX1	3.68205877496121
TIMP2	8.51475016651655
CDH12	3.10249749743267
ZMAT4	3.78431843142131
QRSL1	4.95921027975535
CCL15	4.10274720881961
GTF2IRD1	8.47730235789668
CCDC22	5.08158112029743
SNX24	6.31069653559185
RARS	9.48957495149912
MORC2	6.31757863917385
FAM48A	6.11926047472305
FOXD1	3.17150744376398
COX4I1	7.89994285452509
DSN1	5.98099633487798
AMT	4.58851952884449
GPRC5B	7.19395542045241
CTAGE1	2.89686617972551
DTWD1	6.04804811153
STRN4	6.65844282684312
KITLG	2.99077361607485
HSD11B1	4.15243169653024
HDGF	9.13624111924459
KRT6B	3.61829161855729
SUMO4	8.3179015266493
ARID4B	5.70711632810327
SATL1	5.73610067497596
SETX	6.84613605856747
DDR2	4.8985579357698
KCTD12	9.151460231275
WWP2	4.87858401088344
CTSH	7.48211504086929
FASTKD1	7.65182503274305
PAF1	6.5489092555503
IFT57	8.43775943668375
TMEM2	6.61823492687232
ZNF592	6.00177961031257
TNFSF9	4.71956638261186
PPFIA4	3.64962611509651
CFP	3.78485476691613
DCTD	7.57620660333474
CNIH3	3.4086267261337
MAP4K4	6.62435940839549
ROD1	4.64148699373231
MFNG	3.42771949019357
JMJD2B	5.45203494667108
DOCK3	3.30908272360959
STX16	5.76272945212945
ALDH3B1	4.93197093495732
THSD4	3.00380696814207
DLAT	6.75506655683985
KIF21B	4.35903904730644
FEZ2	6.27742518810118
CDC5L	7.37700699615952
KCNJ5	3.87749065737797
LMNA	6.84652557110857
TBCD	5.87122770261692
ZNF250	6.94213467290597
CASQ2	3.36729476199449
PEG10	7.55317154560607
TPSD1	3.21754168651331
PRAME	8.12979176001905
NP	8.82395366900335
ZNF12	6.90328528227007
XTP3TPA	8.76243972709265
SIGLEC7	3.6736222222971
FAM70A	3.00650500296165
PANK4	5.83710980659541
SNED1	6.07468521089305
HIP1	5.03676522162356
WNK1	7.29691620687929
AHNAK2	6.66661702730706
FLJ10490	4.08777488519647
TOE1	6.74678102455833
RECQL4	5.13890781325421
PPA1	12.4594193609127
DPAGT1	6.84904882747809
HAS1	3.8230264478769
ST7	5.49893744151141
MAGED2	7.81916724018271
ANKRD55	3.46476035703502
TRPS1	8.30469667643447
POPDC3	3.46400310912238
ACOX2	4.33775159713135
TFPI2	4.83608609690033
CYP4F11	3.45846969612044
PDHB	8.28285681874432
ERN1	3.40864175518145
LHX2	3.05390649767799
B3GALT1	3.14998429072952
ADAMTS5	5.68278525012665
NOTCH3	5.72498236348946
C1orf116	4.17402214912462
UGCGL1	6.9591137696368
NF2	4.93943304617603
POM121	3.65816320420027
CLPP	7.49566439081848
MTMR3	4.2854953510763
ATP1B3	8.99528367229184
TMEM16A	5.30249139080638
HIST1H3F	3.02154680416816
TRIM25	4.44170095361605
CRKL	5.37794788629203
HOXB2	9.09927107117716
ANP32B	10.5161729967933
NUP62	7.37582707089752
GATM	3.96271988435299
AP4E1	3.20240874145584
RASA3	2.95994322746223
EDG5	3.42628651234316
CDKN3	7.49169153060285
CDH4	3.38928905536398
PGD	6.7019079671868
TMEM168	7.32422615322849
RND1	3.85219601389508
GAD1	3.0456621893226
MPG	6.60786904273423
ZNF133	5.98601925209201
LOC440350	3.59613799154864
FJX1	7.48540788438534
CLCF1	5.83605883298755
AMELY	2.98765842772783
PHTF2	5.0201228631608
IGSF2	3.51549688824095
TFF3	7.86522693586902
NDFIP1	8.8135384321874
IQCC	3.57904000516001
CUTA	9.84544190696285
HEYL	3.52382801111660
FTSJ2	6.38759271835847
APPL1	6.93752765025259
TNR	3.44254061274176
WAC	8.27741866085264
ADCY9	5.21996094659384
PYCRL	6.41268444957387
PCGF1	7.09640085596467
PTPN13	6.57367515223328
AGPAT7	5.57072245903378
SSTR5	3.36115025655905
CDKAL1	3.21734317739527
PDYN	3.02168454674946
SFRP1	4.89102307728819
VAV3	8.57014511840949
MTMR11	6.09327973240318
SUOX	7.27231468836294
IDH3B	7.3633781714845
STXBP3	7.96885027362789
EIF3G	8.01407173553617
GOLT1B	6.48462120752388
ARHGAP22	3.3674520792012
NPFFR1	4.19751997885623
NPC1	7.28761516342463
ALDH9A1	8.87401710797716
ICAM5	3.04519906541382
ADD2	3.67418138246589
RASSF1	5.16153095971194
PITPNB	9.2139518812604
PAPOLB	2.96733216739722
URM1	6.37181160013457
TMEM106B	8.44283494105988
LRIG2	5.82098681722053
SLC27A5	3.90227583053534
CDKL1	3.55741660565693
PRODH2	3.81807130885203
SFRS11	8.82782491561666
IL7	6.5754853510182
SCN9A	4.2324521084517
BTG3	8.8458303629743
PAK2	6.66616634586969
ATP2B1	6.22239664718968
GATA4	3.4292652333851
PRKAG1	6.63577601084312
FAM64A	6.35306051813036
ATF7IP2	5.7554810386857
EEF1G	12.1984955504822
INCENP	3.41957396911886
SMAD5	6.50827196994482
GARS	9.15722433152256
CDK10	4.23126557387263
HLX	5.62150986581845
ELAVL3	3.7369472950961
MDM4	3.08156909322838
GNL2	7.55627075408221
CDX1	5.3454051113525
PFDN2	7.83272519106002
ZNF200	6.23011677255907
NDN	5.7235535662853
PRR3	6.02976374132014
HBA2	8.07703604413073
FBLN5	5.3826398566215
PUM1	8.09572007002253
CCDC88A	3.95986091321639
TNNT1	7.59463783197947
KLHL24	7.75030922685773
HNRPH2	8.96783512691612
RAB7A	8.01386972979262
SGPP1	3.71105376541604
PMS2	6.55904187027654
ARNT2	7.10496484364851
CBR1	7.02239626132431
ITPR3	6.03053563685727
BIRC3	6.22630120085074
NRSN2	5.54710987276819
SPOCK1	6.8497923960211
H2AFY	8.86927029500364
RXRB	5.0711950626908
ZNF638	8.4003533543348
APBA1	3.43308580261782
RAB2A	7.7374513977491
ACTN4	7.71303456621207
FXC1	6.00472795863935
C6orf162	4.41016082447467
HPSE2	3.87842629123260
PLCE1	5.69961078825894
INSL3	3.09950143713166
PTPLA	5.89626837080346
EIF2B5	7.13894857976968
DLG1	6.66193767525742
PINK1	5.93063863306117
TFIP11	6.32728043558109
VPS33A	5.01318259636628
SKIP	4.91559212283356
GRAP2	2.89728997419531
GAPDHS	3.3227086849097
POLR2G	9.12259026589217
CNTNAP1	4.74317225182497
PSTPIP1	3.26871317471816
CYP26A1	3.5539314500934
APOL2	4.93758736386594
TACC2	7.79607942622983
CNBP	10.5940377412736
WASF1	5.77500858765898
HSPB1	9.41293003319172
INPP5E	5.36767176130672
COX7A2L	9.5415224083317
HSD17B1	4.12467399640945
ARRB2	5.05992120145107
CUBN	4.92208737957433
SLC7A6	4.13617289028735
IGF1	3.6541492397776
ITPK1	4.97691455332882
NAALAD2	3.23412553930896
G3BP1	7.820203216331
HSD17B10	8.4842663129834
NUP155	7.61541220469863
CYP39A1	4.13777448042238
GLULD1	5.43392348735069
RBM15	7.16570533800818
AMZ2	8.07193104079904
GDF15	4.49227496541286
CYCS	11.1141779253801
TECTA	3.23632344687514
CCDC46	3.64034755319811
GNAL	3.43378025710604
LPO	3.08561476673757
GZMM	3.46664147223736
PAIP1	8.57900155231451
DDX11	4.86358323795534
TAF9B	3.36499090056393
CACNA2D1	4.39755086744521
IMP4	7.83552867387291
SH3BP4	9.3121625510464
PADI1	4.56725401600572
DEC1	3.14104610964045
PON3	5.01259947746203
PROP1	3.14245689760508
UBB	12.4771101191886
RPA4	2.90960802064527
TCF25	7.35705553532644
NDUFS1	8.44371920972963
UPK1A	3.25307071776268
AES	6.83657117353137
PPP1R13B	5.87869943652151
TCL6	3.23909939108339
ARL2	7.57574811737862
CD2BP2	7.64253332581271
TOP3A	4.0207772029657
CHRM5	3.15854019772575
FGFR1	5.07646268115964
UGT2B17	2.75067744682923
CEACAM6	9.34496077402977
CERK	7.21016685209865
FXYD6	8.78031287880104
AP3S2	5.76656641494083
ZNF208	3.46151604277854
CARKL	4.91925424724645
HIST1H4E	4.87548933342334
GOT1	7.43738698148615
BBC3	4.54743387320791
CASP6	6.769670196312
HOXA1	5.71527047147209
RCL1	6.22288744988063
RAB40B	7.31326240078378
PI4KB	6.43091023805226
LRRN2	6.66276625950177
B3GAT1	6.13998172784126
OAZ2	7.24397178050828
BET1L	3.99888667079812
NOC4L	5.88963652738669
FRY	4.55537937469162
C10orf12	3.15315646389265
AK3L1	7.39834184373933
FADS1	7.17112669777329
CSF3R	3.58146840095920
DKK2	5.87267873120926
POLR3K	6.79302803345553
LBX1	3.01620520508695
ATG2B	5.046975425901
RHOT1	6.90186804137601
DARS	8.5677559362674
EPS8	8.25632618656456
OXT	3.58594201061897
C10orf56	5.9786645545191
ARL4A	7.25761156016179
CCDC64	4.114276437694
DAD1	9.85760680724442
HERC2	7.40950773393288
HSD11B2	6.38297290691195
USE1	6.41144633522918
FAM96B	7.87611043062313
HNMT	4.27894480727745
PCGF3	6.04011125830707
BSN	3.70893673091469
CAND1	7.18218670419205
ACTR10	9.11288726954773
NASP	7.27162459572264
C20orf4	6.18978867295784
