Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H05_516360
Composite Element REF	Signal
MAP2K1	6.60032457726919
GH1	3.84188428583389
FKSG2	3.84381996162264
HPS5	4.96311268582613
KIAA0430	5.7747328785516
POP5	7.34987740987607
PTP4A1	6.02679475846994
MARS	7.03680830838403
ARSE	3.28771181599659
PPIE	5.07588860071978
UBR2	5.69370335692543
GP5	2.78791859648994
IL8RB	3.68870993698778
MAK	2.97042998131869
OR11A1	3.01138748636046
STC2	4.69528033761056
PGLS	8.2012531759543
SAE1	7.64073908575813
COL6A1	4.84806413109602
STMN4	3.33883062227002
OAZ1	10.0869656650319
SGCE	8.12461594529224
YIPF5	6.84228962439184
PRSS8	5.5112432916609
IL11	3.73914863728884
WNT4	3.5519909958497
CSN2	3.34986971791537
TCF7	5.01588681454958
SAMD9	4.5111714935785
TDO2	9.98593111827588
MMRN1	2.92773800222522
SV2C	3.86435837093901
LCN2	7.93789756549874
AKR1C3	4.93082890836985
RNF19A	4.7537425352504
YKT6	5.5044763016284
GMDS	5.93239824103499
SPARC	10.8677913292878
CBX5	6.08236867503783
MAGEB4	3.27613676134262
UBE2V2	8.16420645768202
ASB7	4.08697861871901
BOLA1	6.34322530242474
PPP2R5E	7.36991385739005
COL5A1	8.16691147195235
DERL1	7.38436271011954
FBXL18	3.68114574178417
KIAA0460	7.29534660033691
ADAM22	3.16845314952143
SERPINC1	3.24225230711516
MOAP1	6.99756361547567
F3	4.64079379697774
MYOHD1	4.06005202925618
ZNF37A	3.08257674385998
GTF3C1	5.81693647101962
CTSZ	6.05193494320374
PLEKHM2	4.35056520223622
PRNPIP	5.79127190978964
DRD1IP	2.89313967073492
NR1I2	3.41169187110538
ZNF266	6.81072802705702
VTI1B	8.50888137282113
EFCAB1	3.44295640042027
COX4NB	7.56129855136763
TMEM48	6.16037910376104
SAPS1	4.74320348645608
SEPHS2	8.39680452443732
APOA1	5.70094795640671
PYGM	3.19396474201083
KPNB1	7.83213710096412
WNT5B	3.51553394349131
FOXO3	5.16040541842736
KHDRBS1	9.06684764503175
CRYBB2	3.66869068741105
LARS2	4.88048240283789
C3orf28	9.33781895779185
ZBTB5	6.29690808730668
SLC25A38	6.97371137799142
C10orf68	3.49282064430960
FTCD	3.44243582445284
DCTN2	7.56195085777841
PSEN1	6.56598224474565
PLA2G4B	3.86694533620476
ZNF324B	3.84229048771338
MCF2L2	2.75284754387092
CDKN2A	6.51829080568237
OLA1	10.0308403738677
TSHB	3.19636634315089
RELN	3.58062983509767
SCN2B	3.46255743860393
MFHAS1	6.4540484747772
NKX3-2	4.20918783716766
MEX3C	6.62592751527618
SSBP1	10.1732794230547
KPNA6	5.24840594415054
ATP5E	10.6658388931534
SUPT7L	5.13155258113608
CASP2	4.38742469728787
PDIA4	8.2187125120063
SERBP1	8.12483930309848
TESC	3.028239285486
YTHDC1	8.0771707089823
KIAA1641	3.66234719118482
CSF1R	6.55646430682108
JUN	6.16684605700444
NAGK	8.11163668531581
PCNXL2	4.20913264276442
ATAD5	4.54893464752152
MYL2	3.37690541693867
AZI1	4.50337520387363
STK38	6.22682183347733
RBP1	7.73896842032773
KIAA1026	4.83093632072817
HIST1H4C	9.39926331921752
ADAMTSL3	3.21059123741284
TOMM7	10.6133986423737
HSFX1	3.39771771338539
LOC339457	3.83189721809431
TREX1	5.38167997797789
TNFSF14	3.09775166122071
C18orf10	8.72152427370974
CRISPLD2	7.27592470517147
AOAH	4.42995693318106
CA6	3.73408617519491
TRIM15	3.65635906594629
PNN	6.40060078526755
CEP57	7.11165196616821
AR	3.76546700384137
DDX3X	5.77781474555529
PLXDC1	4.69701388703906
HNRNPL	7.68468260432152
KIF3C	4.32853907229036
EPB41L5	3.62242734576747
RUNDC3A	3.52448755384527
ARHGEF10	4.04453970314405
POLR3D	4.42391120122679
INDO	4.45389693295416
GABRA3	3.03687503164492
E2F3	6.67673973607017
SCG5	7.04663311694782
HDC	3.23165845973458
KLHL3	3.9916528848225
FGD6	3.50940920913002
ATP6V1B1	6.6507551865797
GOLGA4	6.00209271420275
NOTCH1	4.63249938604307
ATPAF2	4.55057864901552
ECD	6.82877316914106
SSX5	3.21181642314916
SNAP91	3.28210315626732
OCA2	3.71722729298135
PNPO	6.45961147000961
TMF1	4.99542817216335
DAPK1	4.9843595223856
RPS6KC1	5.83504469265134
CDH5	4.99204117398701
DAAM1	6.68908888375636
SELENBP1	7.9508072705042
NEK3	4.55273358384198
SSTR4	3.45318257620604
TNFRSF10D	3.06757484819447
FOSL1	3.5456042523797
GSTT1	3.61454293407236
INPP5A	7.06252183698196
CD40LG	3.4681005886179
CES1	3.66795144950033
DCI	7.40317173657167
TRAF3IP1	3.76331034887068
SMARCE1	8.4939941812848
B3GAT3	5.03708222290566
VRK1	7.50915764091047
STK17B	4.76101529520438
AARS	7.326476942838
CNTN6	3.08275230396464
CYP3A4	3.70490498474743
PISD	5.80300418490062
ZAK	4.51860765681083
USP1	8.50691611973749
TRAP1	7.47962893448358
RNF44	6.9996749161669
CENPM	5.86030139203402
NPTXR	3.79719139323603
SAR1B	7.37543191281529
DPYSL3	6.89420309646245
GPC1	4.52493871545765
APP	7.77487209662598
GLS2	3.83712646115197
TOB1	8.12645083920995
MNX1	3.90352847900792
TCEAL1	6.79909620960813
ORC5L	4.82593352205289
CENPF	6.17624331751179
C6	3.31720212183669
LOC441601	3.18415392761244
PRSS1	6.03409854874299
PTGIS	5.21871384211742
C6orf124	4.5343610700977
CEACAM3	3.73971315076713
KRT23	5.70507589825357
ODZ4	6.64026910152206
UBC	11.2538796489059
ATRN	5.49288712870673
HAPLN1	3.83046046766671
RANGAP1	4.83296088134528
SNCB	3.47644771256024
S100A9	8.92332249773658
C10orf26	8.04902508220896
SRY	2.91637134621029
RNGTT	4.38771510636584
CDCA8	6.07753143798256
HIST1H2BF	7.55919665086518
CEP250	3.51025590561706
MLC1	3.61280000835197
ATPBD1B	5.31867037020801
TNIP3	3.47789966639962
KCNJ2	4.83629176387873
IFT52	7.3554646897757
UTP20	5.16650591274869
ZNF492	4.71522479840935
PDHA1	7.37970146408216
BYSL	6.28770589867826
TKT	7.28609379375862
PMPCA	6.10026691894844
RNF38	5.52510448847749
KLHL2	5.62735653880463
AHDC1	5.04611100599969
APOB48R	3.46959611230801
GLTP	4.68017266929421
MPL	3.24203608359139
DMP1	3.10436152109256
C9orf78	5.50017386727315
ADAM12	4.70291985041359
CRTAM	3.03901574623351
CSPG4	3.35309256421431
HSD17B2	3.17624834028185
UBE2G1	6.95016099656269
ADCY7	5.1455245321665
PAK1	4.72238626400909
FRAS1	4.00646254251977
PELI2	5.6319603448027
ATP13A1	5.96312459525150
OR2B6	3.49893354711579
SIDT1	3.19245672314683
C1RL	5.62556939714617
ATP9B	3.86947636888429
TPX2	7.6678374621274
DAZAP1	6.20497972183064
HMGCS2	3.20594847453826
PRKRA	7.99764759628258
TLN1	6.0420069858961
B9D1	4.29772765362825
NKX2-5	3.83721974236831
MITF	5.11059258801200
LILRB2	4.53373739009953
CSTF1	5.49709446161003
GYS1	5.49016903808417
BTN2A1	5.31964332015951
NSMCE4A	7.10116379711268
DNAI1	3.78020372723202
IGF2BP3	4.52649541843489
HOXD11	3.28886776347164
FNBP1L	6.588748027526
DHX35	4.65738115000504
SLC33A1	5.54670409288388
HRG	3.32924765119914
ZNF131	5.29799486370508
USP47	6.40657158479092
TRIM33	6.87600463712322
FBXO42	4.68262785499916
HTN1	3.19988587766779
C13orf23	4.7238462075628
PAPOLA	7.6152106829653
C1orf27	6.39244543770845
AATK	4.27197573673619
MSH3	4.98118104188696
RNF14	5.85905661240949
NDUFAB1	10.1757068458848
SLC4A8	3.13050740681624
BAK1	5.16094268665915
COX6C	11.3033972673377
MTNR1B	3.35299911692216
SPECC1L	5.13295370097393
PGCP	6.24520856844608
SPN	4.19723334398162
GPR143	3.72202649494734
ZNF576	4.66731395716626
TMEM39A	5.68463466853404
PCSK1	2.89259895590456
ATP5D	5.77959903818586
MAGEB3	3.04980103213308
SLC13A1	3.13632640090378
RPS5	11.0568936723529
ARF6	7.17503810835622
KIAA1009	3.75930864994735
ANP32E	7.55865110965361
YEATS4	5.24635629362358
MTMR1	5.22890967791446
PCOLCE	8.3760566132112
MNS1	4.32007168977235
HMGN1	9.580570263895
CXADR	9.02789452574273
PCYT2	5.13457782347273
TSC22D1	10.3409923645888
UTF1	3.11133660661706
BZRAP1	3.78592055607801
LAX1	3.17471695544615
PUF60	9.8537231171866
ELOVL5	9.05488083503398
SPPL2B	3.80611739393945
SHC1	6.55767859383507
B4GALNT1	3.70707661180701
ZNF673	4.30277626371176
IRX5	4.25564439183809
LIMS2	3.92177857091666
ITM2B	9.84033777292349
GINS1	7.62788483771759
BAHCC1	3.48141538635029
PAPSS2	5.99548760701409
ENTPD3	4.51462268578530
CLCC1	4.44856804504261
SMO	4.79273321121866
ACSL3	6.8574213380694
PIK3R5	4.03109337453151
GLT8D2	6.42458586747002
CDC14A	3.29668548122364
UTRN	3.48130488356056
CNN1	4.6697222384692
KRT1	3.06946730458977
HISPPD2A	3.90738719602521
SDAD1	5.80346858432548
SIGLEC9	3.35983439631989
C22orf26	3.2853340592047
RPL35	11.1505482296126
IMPDH2	9.66960503915282
FLJ22655	3.35553095963512
ENOX2	3.92928188981048
INTS6	5.43787929270905
FPRL1	3.30087953784195
CLTA	9.5821244049921
SEC14L5	3.4041169067128
SMC3	7.07690805196139
C6orf123	3.67994478386541
OGDH	4.72403144692818
GPR37L1	3.92502266100604
FLJ20160	3.40121012610532
ASB13	5.69715614281778
GSS	5.97455130509005
NT5M	3.63045966677498
SIX5	2.98550383173553
KPNA3	6.56472632759874
TAF5	5.49536405436907
KCNA1	3.74830322143298
HSPA1L	4.28776957901968
RHOC	7.596322174042
TH1L	8.34341115689354
SSTR2	3.54435758537952
PPP3CA	7.56895751424217
CHRNA5	3.33028832301272
DLX2	3.46098875320835
SLC1A7	3.80288766736075
C6orf108	5.77085097900852
ALDH3A2	5.84929895363872
DDB2	4.79859213642841
FLJ11286	6.37809398893445
SPATA1	2.72200115865315
CLEC1B	4.07168493824794
MKNK1	6.42820181816444
DYSF	5.74818230341478
FOXJ1	3.28484612265901
LEPREL2	4.17237378944560
SLC27A3	4.81081440325657
C1orf174	6.57425824378335
MTRR	5.56766937473666
PLEKHO1	5.4611449239609
HTR7	3.55247010971209
RING1	7.66342563544401
NPC2	10.8448738206709
BHMT	3.31110483570879
YTHDF1	7.41036491126816
AVPR1B	4.41429257912226
MSMB	2.87239702200911
LMAN1L	3.15574069342073
CEP170	6.35555125669102
PF4	3.53299208876593
MSH6	5.54200087661552
IL1F5	3.65476788667887
ZNF556	3.62365313129516
PLEKHC1	6.8810009693026
BCL2L10	4.2652207116823
AIRE	3.22729115312221
IPO4	6.5721674033202
FIGF	2.97144602347252
QDPR	7.50993528231041
SLCO2A1	4.14415175922593
FOXA2	3.9224041075555
MAPK12	3.97689008717123
BOP1	5.55824903061041
PRDM16	3.17019082391124
POLR1E	4.83208309939905
INSRR	3.15074034310840
PDE6C	2.77025112906703
C1orf216	5.28133056181528
SIPA1	4.62943311037592
EP400	4.31937416347737
ULK4	3.59196865933412
PTK2	7.31115155063002
BTN3A1	5.31066020584084
NDUFA8	8.42207875736995
LAMP3	5.59051715233109
FABP5	7.91004758385235
GLTSCR2	10.9613218012574
SORT1	5.17920842625963
LLGL2	6.0109227846749
YWHAQ	10.4686154673060
LRIT1	3.26416881590159
KIAA1704	4.44969060532582
ENOSF1	5.50425661005481
MEIS2	5.61461223890426
KIR2DL4	3.52533560666304
PCDH7	3.76898275967025
NFKB2	4.12210678926201
RPLP1	12.3121642132926
FZD9	3.12606857162275
HESX1	3.21493152236121
GNAT1	3.23514769134617
NKX6-1	3.58303397472891
CTA-216E10.6	4.6528905859255
IFT140	3.8548059065165
ORAI3	5.46110806918732
DENND1A	5.06580659785424
ABHD2	4.50238630140799
ALCAM	7.05486825217448
QPRT	6.28334726554388
TRAM1	8.35145959724687
TRIM29	4.25855510782585
ATP1B4	2.69484734174678
NUP37	7.3576238160743
CDS1	4.12834980266402
RHEB	6.19992106412649
C4orf27	7.95262093275631
RAB3A	4.45601293392996
SAA3P	3.16228421410567
SLC22A6	3.22552490066378
GPD1	3.4520323065232
KIAA0265	6.38614443901482
CDH15	3.26815217792671
NPM1	10.6817916264638
ERAF	3.90922739096172
ADAM19	3.80710419870543
PRPS2	6.36064725553514
GCK	3.65323312899330
DNMT3B	4.81001113055656
SNF1LK2	3.42597125045352
ADRA2A	3.79028495247288
TSPYL4	6.67565935871422
MGC24039	3.24329588961502
TASP1	5.29741015491632
WDR19	5.28867249477445
C10orf38	8.30838139041776
CCT8	6.53902471018782
PDE4C	4.29642797134314
N-PAC	4.23098659218424
POGZ	7.16365719944999
FYB	4.82940308863149
GUCA1B	3.23274046671729
ZZEF1	4.07165826370778
PPFIA3	3.62185770520677
ZNF334	3.70550836668012
C12orf44	6.83405627294577
RANBP6	5.82342351258329
LDHB	11.5343106013586
CRYBA4	3.62574406468141
BAMBI	3.79812210920785
RAB5B	6.23777247002208
FOXB1	4.37458462925026
MRPS12	4.67660266186432
TAF10	9.12777444184656
CRIPT	5.47466672881914
DEPDC5	4.01529730044877
RYR1	3.73389043376516
LTBP1	5.35385297856008
MAPRE1	7.99363059954534
TRIP12	8.9248543563569
FGF8	3.26243655627408
NDUFA2	7.43834072161639
C3orf52	3.47627823096236
SENP7	3.36818031431644
MOBKL2B	6.11250982189152
KIAA0355	5.148662300577
CPEB1	3.89629110149564
ACOT7	4.63094773884552
FGF6	4.00781313086114
PPEF2	3.5447152164622
ABI2	6.57067069890203
PCDHGA1	3.33409416284949
KIAA0317	7.10424761004933
IKZF3	3.0985506793733
H3F3B	9.06691151570297
SLC38A4	3.04002762244466
ATF1	6.48825204350113
FGFR3	3.47933683714164
DYNC1H1	7.51459234876789
DIP	4.18002917397877
C10orf110	4.44923694973613
TMEM33	6.28520422237646
ARIH1	5.7692994268375
CYP2B7P1	3.377121678053
POLDIP3	4.73327697996752
C1orf129	3.18987929073147
POU6F1	3.60767380070489
BBS1	6.28538584954887
RGPD5	5.32737803083866
C7orf24	9.12783645839423
GPR171	3.38238259683994
CDC6	4.16976738028728
PLD1	3.74108807333214
KDELC1	4.57568915201777
SULT1C2	3.77149571595992
CHI3L1	8.73774102749065
PIP5K3	5.28798948000119
CSDA	7.26812375818388
ITFG2	3.94839254275262
VTCN1	9.40508470673051
WDR62	4.32596239021581
NDUFC1	9.16354403671556
NBR1	6.93704212724807
HPS4	3.97778283322096
KIF2A	6.16103236573394
RARB	3.8147764576967
CEL	3.05762243875207
IMMT	7.69521830692438
CNOT6	5.77671996117928
PICALM	5.49209412707753
MARK3	5.70575260131527
DHX15	8.80903730691442
ZNF702	3.98440220371754
HIST1H1A	3.40937112360028
HLF	3.26601928515274
ADAMTS2	3.95939195956482
ARPC3	9.10643274877376
BRD8	5.31070554855638
NPHS1	3.60501746556244
WDR12	8.56896702081067
HOXD13	3.23455536113293
KIAA0494	6.64137949617214
GABRQ	3.26697393154171
TCF4	6.95266758466802
APOBEC3B	3.80569251395123
NR2C2	3.79911498908476
NKTR	5.285510308114
MYH2	3.22611521508462
TLE2	3.75206381752987
FXN	4.84524472001506
AURKA	6.07938988951682
KIAA0892	4.86149379580926
GPRC5C	5.53632678922918
TBC1D9B	5.51555908758344
PAEP	7.17228664410283
PNPLA6	4.71525423465442
SPG11	6.52536069999784
KCNJ13	3.14239285746101
NOC3L	6.67991311535428
AP3B1	5.17528623685866
C11orf68	6.31810888165006
NAG	6.21535495301362
AKR7A3	4.09697117514335
AHCYL1	6.48199744972387
FLJ11184	5.30414030820514
MLN	3.26906359776738
RPP14	5.9677299587639
TIAM1	4.86914045993445
ANXA2P2	6.92183567191354
PBX1	7.0685391811516
PXMP2	5.83258198147573
KRT17	5.7941470153744
LACTB2	5.37857176301029
ZNF711	2.93208144640512
GGA1	6.21436685359319
VAMP4	5.0507613755583
C20orf19	5.70683734276178
BCAP29	4.42080256149343
DDX24	7.64200419307778
PHACTR1	7.57193961833763
SLC35E2	2.98811247505307
LOXL1	6.74406309806784
IQSEC2	3.76687219172457
RGSL1	3.62022497230313
SETD8	4.57641157118401
HEXIM1	5.0881341053306
PRRX1	4.47630357411571
SULT1A2	5.28161568191602
ASTE1	5.1175313439415
KLHL9	6.67917659958241
GAA	4.8229878533869
MYOD1	3.91583216010164
ZNF747	4.67963558357756
ARHGEF16	4.1532820429089
SCN1A	3.36154010901025
GDF9	3.29048521047424
IL1RL2	3.40198881673502
HNRPH1	7.84688495427578
MED18	4.57080837443706
TRAF2	3.78714502676882
ECE1	4.61108819109485
TEX13B	3.39882026524503
SNN	4.99780546696633
HCK	5.70692300374378
C6orf62	7.97424118257804
GABBR1	3.94267414115043
YIPF6	7.8915547417459
BMP6	3.67831601383238
PROX1	3.41842900622477
LANCL2	6.30857956444481
SCN3A	2.96103355850315
IL8RA	3.95690093588015
LSM3	9.18769111352777
CDSN	3.69760541347590
EFHA1	7.228387449493
SSRP1	7.50656461012993
ASXL2	5.99666605065595
RPE65	2.76446789770052
SNAI1	3.35534881102301
SPCS3	7.06139706917722
EFNA2	2.94560689880954
CLDN9	3.70367180305120
DEF8	5.9836014793668
CHAF1A	4.00507264299371
C1orf165	4.74609356339555
ZFPM2	5.41669497549992
C9orf7	5.06740613032158
GC	3.18949235381433
FTH1	11.6100884293214
IER3	7.86603392934246
YWHAH	7.02348534140687
ADRB1	3.19738829287723
FOXL1	3.64512450634316
MGC31957	3.28953826165569
MUC5B	3.30079912128774
ZNF193	4.93991525519514
CSRP1	8.2637901289431
MOSPD1	5.48572098578821
UMPS	5.946040005290
RAD1	7.00932958053961
RCP9	4.95935206980447
COG4	5.64104074378102
NFRKB	4.28849480122644
FANCA	3.28805681004998
CDC2L5	4.48634342458413
GDF2	3.21551729933655
PCBP3	3.47649245930238
TIMM17A	6.60128396660419
BFSP2	3.58111850210484
OR2H1	3.2512362109106
HNRNPA0	7.0730589099504
IKBKG	4.71640502478667
TM4SF20	3.26867962670347
PCBP1	8.85843049960385
LRRC2	3.04019371852049
NSD1	4.81956439383619
AMMECR1	6.60270735905572
MAGEC1	3.54677602795724
SEC13	9.3416715119001
WDR91	5.68514882516748
HAGH	6.37518357461637
EGF	3.25313536813714
NHLH2	3.09005425364366
NCAPD3	5.19320935014453
BRCC3	4.44119993819485
CNDP2	7.68012018262395
FYN	5.71912839244699
YPEL5	8.78532853710696
KCND3	3.51595411712796
LRRC42	6.67376626422369
GTF3C5	3.83944803385390
AKR1C4	3.00082510874766
RBM26	6.07518075949559
DUSP14	5.81813646978455
AP4M1	4.92951767379237
RIMBP2	3.49230968769181
ABCC2	3.67166188774231
COL5A2	9.300275187064
DNAJC16	4.6036101599574
TTC12	3.92569957638052
SNX13	5.31691069510754
ELA2B	3.43429492851506
CSPP1	4.98892265863255
NAIP	4.48575488362875
MYOZ2	3.19818932171799
XRCC4	4.02335623172316
CYB561	6.35325157227832
CHST10	4.60440742460665
BAI1	3.57348828663496
THY1	7.85897250793353
KIT	3.52459479820325
TBC1D8	4.53425454930149
PDE6H	2.96680465865644
EPHA7	3.12609914415033
SOLH	4.12875521867305
FLJ20309	4.33905089884600
MAP7	5.18101133145758
SPAG9	5.12455852286743
ZNF294	6.28779550118553
CENTB2	4.35018842761485
FLJ21963	4.49270710045171
ANTXR1	3.81224958921697
CREB3	6.61344113549681
ETV7	3.96319419726012
DGAT1	5.39472055661048
TAC3	3.74099834597226
CORO1C	7.8381883937552
RAD54B	4.46764286109088
HRASLS3	5.33089377029786
MED25	5.02199302209152
BARD1	6.68513770095426
ZNF177	4.10228315004597
MIP	3.47994933474622
ZNF442	3.81708797748597
F2	3.34958373679748
FDX1	6.013170326195
GRIA1	2.94970615301355
IL13RA1	6.41302936576841
EIF2B2	8.07586755165658
NHP2L1	8.67854791754789
WNT5A	6.2384927917552
ZNF593	6.77911035403803
TRA@	3.48917765509024
WIPI2	6.81849919070345
TAS2R7	3.25297720048773
RANBP1	5.73798997183016
CSNK2B	10.2065233032765
DKFZP434O047	3.50823714605669
SLC7A4	3.49985233309258
WBP11	7.68445082858233
TEX2	5.7131094739674
C17orf80	4.081623051727
TMEM176A	7.43861420884043
GALNT2	5.37615507195993
CTNNB1	8.9964566792884
BHLHB2	6.03993377723477
TMEM185B	6.03494484632969
DND1	3.60837090791038
ARD1B	3.03531226028749
STK3	5.21158118263186
REPS2	5.02678024005351
LOC541469	3.65413798323512
H2AFY2	6.30998072642374
CCNK	4.16238472076613
FSHR	3.26394697240116
GAS8	4.48540395329635
UPK2	3.15517708209444
C1orf66	4.79783208545912
LCE2B	3.00584860979652
CD200	5.86803766190698
IMPACT	5.04132243101486
KRT83	3.77962067794575
COL19A1	3.30703455817264
BMP15	3.88558262323860
POL3S	3.34374078295066
ITGA6	5.42761310833325
GAD2	3.36461827579721
C1GALT1	5.88252448722959
BAG3	6.69281766846282
ZNF468	4.77748619680159
RIC8A	7.40614621429008
CA5A	3.3515403392328
CCND1	4.7105461327415
DKK4	3.95304865207819
SGK2	4.22050527500307
PIK3C2G	3.32850168251999
USP11	6.92384728876547
IMPA2	5.91188631022785
PRKDC	6.47912981681549
DSCR2	6.82105457232544
CCL4	6.60556135387266
MSR1	3.74139045048409
NOL11	8.06277559988466
ZCCHC10	5.88689216131962
PDCD6IP	8.12491595607005
TRPM2	4.11429804594715
PSMD2	8.99364735557929
USP18	5.18494902288607
ATXN2	5.66981207762405
SLC17A4	3.32190511782224
RS1	3.19069549879362
RRAS	6.72553684484752
LAMC3	4.03762168577024
NET1	6.91060732501662
NPY1R	3.38625839688383
TOX	3.58998332919811
MVD	3.46498004035167
C11orf61	4.33005151812816
IK	6.35886847210179
GCNT2	3.03213386345810
GABRG3	3.21034702671778
BCS1L	6.45846819417907
BCAS2	8.881303691569
ACE2	2.9302833672777
KCTD17	3.5891851391211
TPPP3	4.16551122024223
CALB2	6.61015580773232
ICT1	6.70434082647579
CD79B	3.60871730515143
CEBPZ	7.26774082253774
FMOD	7.21990188044199
IRS2	5.78967293447674
C21orf66	4.96005276620503
LUZP2	3.59471766578218
CLN6	4.20359773226536
ANAPC1	6.10902685773129
PTPN14	3.73838773985843
APTX	6.68583312022031
SNRPG	10.0710406838704
BMS1	5.27492436838009
NFATC3	4.21989907473962
ADCK2	5.75230325806703
ZKSCAN1	5.33138661123582
FASTKD2	5.13569237942283
ARS2	5.4634005170604
LRIG1	8.15221396316003
KCNMB3	4.07769082766827
ERC2	2.8282588262157
POFUT2	4.67908884549087
PRKACB	6.00990958139219
PRDM13	3.86239927698068
KLK12	3.91180477287015
ZNF354A	4.99357264289633
PCDH11X	3.01944888308442
TMC6	4.79012463740991
CAND2	4.63875539605274
RIMS1	3.94625003877262
SF3B2	7.89271882350546
RCN1	7.23909356241405
CPB1	4.25587529334981
BCAR3	5.06852688086009
BCL6	5.90108628432356
MDH2	9.87361504947624
DRP2	3.94591538108641
TPD52L1	7.25330073292095
TXNL4A	6.7369491525311
OR3A1	3.14178067097756
RAB25	6.75213723657141
C22orf9	4.82405392595055
PCTK3	4.04479081315532
POR	5.98952633827556
ARPP-19	6.81290751780498
SREBF2	4.72500598270683
ZWINT	8.46099050241439
PAK1IP1	7.53607121331108
OR10H1	3.90601794400947
ENPP2	5.52778886405434
UXT	8.98868858684591
ZXDC	4.8503482470976
TGFB1	4.54005730889653
SLC6A16	3.77446908125586
SLC31A2	5.50650638005658
LRRC8E	4.05540574049926
ZNF780B	3.2385833168794
APEX1	10.0664988514358
PPIAL4	3.13003364875063
ZIC3	3.60832081949918
CEP68	5.35727600059486
PAX2	4.58922240696172
MRPL11	8.44921452774281
LPAL2	3.1943772358365
VPS53	3.4034284368639
MPDU1	5.81511030889745
PSEN2	4.32433618010811
GAST	3.52161469619608
DHRS7B	6.15911451085105
C10orf28	3.55180552375470
UBE2L3	6.41100248031307
ADRA1D	3.39823222934721
FZD10	5.17167174593225
ATP6V1E1	8.33139043846777
SAR1A	7.0299825684044
ASB1	3.95229886011993
MCTP2	3.83054141534589
TMEM5	7.43714654252621
LCMT2	6.33878302723332
KRT31	3.62699465484689
ZNF223	4.21987027905776
BIRC2	8.59705821417652
IGL@	4.06935486637656
NLGN3	3.75967640883337
MEP1A	3.04960695914726
LOH3CR2A	3.61198351376934
TMEM53	4.25656259356756
SLC9A3R2	3.71898525688983
TIMP1	10.4407400565612
PTPN9	5.2568735206512
ABCA12	3.11796310780718
TPST2	5.51884161852891
AQP6	3.35773884118282
KCNIP1	3.64974056382297
YES1	6.13404537671063
ABT1	7.05328889451163
RIPK5	3.89793987679922
SMG1	4.02364929236016
IL13	3.50302137409682
MDFI	3.35327095902312
PIP5K1C	4.75160279535562
POU2F2	3.751543241872
TSPAN14	7.04234221073524
OR10C1	3.34505433722893
GPT	3.96983274464699
PDK4	3.33398651496981
CLIC1	10.4707365640101
LILRA5	3.29523083623036
TREML2	4.1258059994278
ELL3	4.08902416509282
NNMT	9.54582704427488
NUFIP1	5.08793961976704
ZNF74	3.71916850964647
RHBDL1	3.40938847577203
HYAL2	6.30194533175474
IGFBP5	4.87254121815177
FAM29A	4.59207328492016
NRTN	2.99969461248369
KIAA0556	4.43477328224263
JMJD2A	5.24012254046122
ERGIC3	9.85056457612543
POLD4	5.88838401732275
EPHB1	3.34106934977779
LRRC36	3.81071988919164
TARBP1	5.63858108162274
ANAPC10	6.25483082857406
C1orf9	6.76508736024367
COLEC12	7.3091257561202
TNFRSF25	3.50253234918041
MEGF6	4.21473295014195
LPHN3	3.99448223330065
BMP10	3.04977843593653
C21orf55	3.79862782969377
SLC2A1	8.1013908151604
CER1	3.86984250339204
LSAMP	4.1089712035129
RPH3A	3.41663506417521
CREM	5.14951285527079
SGK	8.22900564874705
ATP2A3	3.53074351485744
PTGER4	4.31459416901377
CCR7	3.51236999309835
METAP1	7.57231823757296
KCNQ1	3.80497527587126
RECQL5	3.64736663540769
SSFA2	6.32465124187989
NR2F2	6.21364357694924
MTERFD1	7.62126067094592
BCL2A1	5.85697883039988
ZBTB24	4.20380008284477
NLRX1	4.63469142316611
FHOD3	4.14653278516276
PRDM1	3.72184370915577
PSG7	3.76758033414145
ARHGEF5	6.12642941221454
CCDC47	6.48967257435776
FGD2	3.41808846785572
SLC26A6	3.72104357936829
BIN1	5.02423405127822
SRRM1	7.37789971152504
P2RY14	3.59170506506136
PCSK1N	3.84636115071862
PPP1CA	9.09373476973446
ZNF33B	5.17863370088755
MOCS1	4.41600294474667
NAP1L1	8.39782919436291
ECT2	7.97330945128982
CACNA2D2	3.63893046254125
PTDSS1	9.46274763282391
DOCK6	4.11044555434656
SLC38A6	5.28072037114461
C10orf119	5.5066083114062
CCR4	3.51034598130243
COX6A1	10.4958450261328
B3GALT2	2.83547046205717
CD14	9.50010248898201
ABCC9	3.21499153321341
SNAP29	6.54980980955012
TRIP6	7.35378865029229
HMGCR	6.05494209212442
CDH3	7.03978772789434
KLHDC8A	3.72195976465555
IFT74	3.81399270367086
C9orf116	4.64419483202174
EI24	7.79103199256132
CENTD1	5.06105898968718
RWDD2B	6.75660040030827
INSL6	3.05630447275813
HERC1	4.92810772425615
NPAS2	4.02734466252368
NR3C2	4.00928361468346
DOCK1	5.12437488196942
FAM63A	5.54894734333954
FAM111A	6.77668382214256
INPP5F	5.581404841542
MYBL1	3.8813983609414
HOXB1	3.7770668498794
CRADD	5.10770333250688
EMCN	3.59166523645711
DUSP12	6.1938945281455
CGREF1	3.95547884167567
BLNK	5.02146140732939
VASH2	3.93008823617440
PDZK1IP1	7.3848918885255
SKP1A	9.79869595095423
IL19	3.65145850540909
