Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_A04_443068
Composite Element REF	Signal
TFAM	5.12998351400232
PCDHA5	3.75412527756707
PARP12	6.92743356580278
PIGH	4.23030590839788
ENDOGL1	2.96278218210855
GTF2H1	5.10682264971261
MPZ	3.44323002607226
BIRC4	3.78546853251542
SSBP3	5.54822126870526
BPESC1	2.84650596407638
FOXC2	3.24605570776234
HS3ST3B1	3.05699303369594
GDNF	3.69017598954705
CTNS	4.6120378635999
KIAA0859	5.14749126977969
TRPC5	3.17140008753765
PMS2L3	5.51037532109558
TEP1	3.21445445842913
KIDINS220	5.42557691612732
CRH	3.38324430252724
CES3	4.52526641849352
ACP5	6.29178730473289
AMFR	4.85689688370634
CA4	3.41696473889906
PLCB4	3.88913990681755
MPHOSPH10	7.65008243080431
PGF	3.93958979523703
G3BP2	5.3834542100855
SR140	6.49257533437479
ISLR	5.6565638680052
HOXA2	4.42929282089653
PYGB	5.46266189876954
BAT1	9.1397205831592
TSC1	5.75257726405957
NARF	5.96907511078694
DKK3	4.18999025582638
UTP18	5.10272991141255
TSKS	3.37545962115396
DDX31	4.95801667436137
TULP1	3.98113408324302
TNRC4	4.03694208708954
ZNF430	4.6742745008748
POSTN	10.2044983103816
AASS	3.80190744347261
APOL5	3.71239800809517
PLA2G1B	3.69762662204105
FLJ11506	4.81778146311763
GTF2A2	8.7111619728416
RCHY1	5.22249187301863
CYP27B1	3.41606958486917
VPREB1	3.04533840151985
MGC4294	3.82196088022878
TACC3	5.59868817485301
PDCL	5.28607249560388
DMXL2	6.20641896860007
LOC4951	3.89972707574358
EID1	7.40993845736245
MS4A4A	5.97603622053775
RBM14	5.4273592689618
MGC29506	3.68325090628173
PPP2R5B	4.55358992342655
TNFSF11	3.30050533938870
ATG2A	6.07753714241625
RPGRIP1L	3.86207922040211
SPOP	6.05142354373991
OSGIN1	3.91172588200445
PTPRF	7.69505525122008
ICMT	5.37054879979839
SEC24B	6.7957185532719
MAML1	6.7350626243127
POLL	4.62941476641581
FXR2	4.78040359849972
TYK2	6.01011811969411
MUC6	3.69435129768646
ADAM28	3.92484683744562
MYL3	3.67580018296602
NRL	3.18494826643724
PIP4K2A	5.19605350675086
TCL1A	3.85921570532502
MED7	5.5260065239396
MYLK	9.31831110339613
RRP1	4.48860350755939
TFAP4	4.33696685187513
CYP4F2	3.34034780888755
UNC5C	3.23335387794385
ARL4D	4.84322755838225
SH3BP5	6.2074689764779
AKAP6	3.6173837236244
CTLA4	3.45195574013299
ACSBG1	3.59274204763445
MTMR4	5.55451730512083
NECAP1	4.57223160234158
SLC25A17	4.53784969936019
POLR2F	6.02828498864068
PLA2G2D	3.65093734642083
WNT2	4.16200878382577
GLMN	4.9465067147599
MCM7	6.13409537050709
TRIM52	5.29928642724188
DCLRE1A	4.28846818755078
PDX1	3.61562301457952
UBQLN3	3.13443556441180
PRPF31	5.07563240132042
TLR7	3.90843046290327
SMAD1	5.5074977865038
CLCN1	3.5761265460811
RIOK2	4.785213177866
CEACAM21	3.61063007171997
PDLIM4	4.29854032225161
STX18	6.32630754894867
CCPG1	4.51303033451138
SLC2A6	3.73482433535996
SORCS3	3.05727735779859
NOLA3	8.42961169934492
PDGFA	4.9558397500282
TRDMT1	3.29066701765691
CFL1	11.1693490121253
IL4	3.17536314955294
NAT2	3.57430502415461
CPSF6	5.38036673139172
PRG2	3.67809320930621
PIGQ	4.08353694750213
CLSTN3	4.35104678547156
KIAA0146	4.09275327036006
GBP1	9.48134750882778
CEP55	5.46068998268964
ZNF408	5.03530907162414
KRT20	2.91863553133209
EYA3	3.46730167818015
KRT38	3.22832006561622
WDR7	5.18527365411062
BLCAP	8.1571501472844
HLA-DPB1	8.18917606211652
SFI1	3.95373039518674
GNE	4.39877121705301
MGAT4C	3.35790874480952
CTSE	3.69360691165757
SLC35A2	4.42509639955095
TUSC3	5.7646504238635
GABRD	3.31429294778882
IARS	8.85021908282131
ARFIP1	5.118848105063
SFRS9	7.48659028735151
CEP110	3.81799073153336
MYF6	3.16393630648362
MGST2	6.60556711837494
EVI2B	5.07533649151293
TRPV4	3.29373445714583
SLC25A11	5.50687266984864
EHD4	7.33784426825743
NOX5	4.76898417261632
NCKAP1L	4.3534771963194
EMP3	5.6627517022597
SYNCRIP	7.27241536159465
BPY2C	3.64714284280527
C1orf38	3.84448596899219
ZNF426	3.80652051581329
ELOVL2	3.34185553115018
ATP5J	9.75442697378384
CBX7	5.25423600021386
OSBPL1A	6.14086096799716
MED13	6.54051817230388
ZNF589	4.12688167485262
CHRNB3	3.15747384635066
GOLGA2	6.09593700384382
NIF3L1	5.91338734627567
TRA2A	6.84018859255623
F2R	4.77433615900824
PHF2	5.86730881389556
PID1	4.22448677927185
MTAP	3.61993728301245
RFC1	4.51567120805747
C5orf3	4.8893051874558
ADORA3	3.97263803916771
ACTL7A	3.16916945583301
RAI2	7.14655438176475
MAP2K7	3.66366255052615
HYAL4	3.33686146067931
GZMB	4.35419529665776
FCGR3B	4.17784986410087
BMP1	4.69268339032661
CPNE6	3.44013983624107
SP2	3.98094771466765
DPF1	3.73984374030645
SMPD3	3.61103076522495
TMEM38B	3.38187401099917
CCDC56	8.45145777086666
NFE2L1	7.12964431216472
MRPS31	6.97390726462679
STIP1	5.25199576945754
MMP26	3.25806018537736
RASL11B	3.96957886832665
NT5DC2	4.95788652866641
HLA-G	7.16026306728561
LRP2	3.56470597938991
MTDH	8.59004091346322
HSP90AB1	7.57981632615104
PMAIP1	4.38328069572457
LMBR1L	4.4787581420287
SLC25A20	4.18696838582399
RSBN1	5.84832283418701
S100A2	6.94226669480975
C2	6.36852444542106
RHOT2	5.54685160890009
RALGPS2	3.34210777308712
EIF4EBP1	5.69870477273318
C2orf27	4.58219930537772
GCKR	4.16321539989886
FER	4.50610185224316
TRPC6	3.40051779183825
RGL2	7.04671803579039
ARPC1B	8.61077209527539
SNRK	6.46349805627515
UTP6	6.60447948032648
DNM2	4.51589434036972
GCS1	5.1348712276495
EHMT1	3.56064058609352
GLDC	5.18643603943422
FBP1	4.69949916923583
VARS	3.91518333852997
PLA2G7	4.38704335622041
RAX	3.07214241984594
TERT	3.71945295456044
CCL1	3.0064384011468
FUCA1	7.09439281284357
ALS2CR8	3.25158657050161
CXorf21	5.43471373527434
KCMF1	9.00993947202483
MFAP2	5.85038583039447
OXCT2	3.8000098936451
WWC3	6.24505170606312
SOCS1	3.78298631493387
IL17RA	5.03227883969625
C14orf115	4.04332371927642
ST5	6.96921892141927
STRA6	4.56572559469697
MPP5	4.05606842775869
SPA17	5.27744051282951
C21orf7	4.39124267150337
FLJ10986	3.62198588835702
LHFP	7.31938257107667
CAMK4	3.36054920615875
GALNT14	4.30516792445687
CXorf27	3.01854488572552
CLPX	5.62517439442219
NPLOC4	6.57142410612744
PJA1	6.09727361336764
CPLX2	3.59396322512090
ARSD	3.65916070535853
WHDC1L1	3.72155441608661
RB1	4.73176514250323
PHLDA2	5.60357688387326
C2orf56	3.11798307613714
GUCY2F	3.16892042596358
MPV17	5.12532359943559
PSMD4	6.52471339137678
SLC35D1	3.74780924688696
C20orf103	4.55084599073772
COL16A1	6.96044187534187
ERLIN1	4.32791879725994
JMJD4	4.36270248084102
SLC29A1	3.95201654307277
GLRX	5.16847656284648
HIST1H2BK	7.61593232624656
TP53I11	4.87660190788381
ST3GAL4	4.56254091882303
ALG8	6.25257174453765
PF4V1	3.0193007450827
SHOC2	5.39717950721792
REG1A	3.24304247602545
FBXW7	4.85727362908167
CYB5R3	9.83391744069244
MINA	6.27319430926664
HHLA1	4.06542829716131
MYST4	5.89177758569193
NR0B2	4.33150306389105
TFAP2A	5.62819053045149
UCHL5IP	4.25537469587515
TIMELESS	4.83194823156445
DDX10	6.13270445795777
SLC25A36	8.43075662881284
TMED10	7.94401951625394
ZNF507	2.95159856618847
LOC90379	4.24278712843871
RAB11FIP1	4.81119916061147
ATAD4	5.34132675190008
PHF15	5.31493652779097
ZNF26	5.19215191940343
KRT7	5.41364213139253
RPA3	5.61642410298462
YIF1A	6.2850248307513
PPRC1	5.16354941099462
PCDH17	10.6093839224151
PHF8	3.97643730099248
RDH14	6.81885177842289
DNAJB2	5.6384105026287
HNRPK	9.3215898685588
PTPLB	7.22970175976318
RABEPK	5.84001557011898
SNF8	6.08552140937782
CBARA1	7.56525946466465
RAD51AP1	5.18268834569797
HAT1	7.90340224249128
HTR1D	3.61723315575873
H2AFV	6.88925653377382
OAZ3	3.75924098022828
CXorf48	3.33286398814682
RC3H2	5.15095938325127
SGCD	4.06535006100836
PHTF1	3.85942322031117
CA3	3.45190783692592
PKIA	3.79579463830853
STX10	5.65501605756857
PEO1	4.44620859148659
JMJD2D	3.23433096333335
KRT19	10.4669107672319
ZNF143	4.98637650792931
ENO1	6.90703890582316
TIPRL	8.3699857215602
MAN1B1	5.63226806016034
P4HA1	7.88282297280419
TPTE	3.06861134074952
AKAP8L	4.46327353157771
GPR17	3.21620899208075
LRRC20	4.08634731504406
UBE2Z	7.19095194750983
COL4A1	8.34590249306968
ISOC1	6.00362341998376
RNASE1	8.65360368824918
C20orf20	6.5106726697747
NDUFB11	8.4383687707199
STK19	5.70306395485272
OSBPL2	6.33614653086164
PTTG2	3.38738525288595
GRM7	3.33698182932724
SLC39A8	4.13755921378437
APPBP1	6.75050827358763
STS	4.12175023995830
FFAR2	3.15840213130248
TMEM123	8.34390868437746
GLI2	3.93677908984143
BTNL2	3.19807613702543
ALDH1A3	6.35582006493313
TGIF1	5.4695245712474
SCO2	5.02161931973708
TP53	3.7485353023924
CCDC69	4.59560544787715
ZFAND5	8.23353966432648
ICA1	4.08880489551161
RAPGEF2	4.34600059574551
NAV3	4.30330890737625
EPS8L2	7.83054131863692
ATP6V1G2	3.24052918063303
MNT	8.07811235947456
C6orf145	6.93602250015653
PPP6C	6.9665279825744
OR51E2	2.89328810493900
OTUB1	5.83959700250204
ENTPD1	4.65719947485164
TMEM115	4.49864934956207
STK11	4.7275851208143
PRPSAP2	5.30424630628189
SH3BGRL3	7.96233209534436
MX1	7.53259813084955
PSMC5	7.44122704509877
TTTY9A	3.79599057843191
EXOSC4	4.65571435524673
SETD1A	4.77000173989276
YARS	7.01397669757133
SLN	5.42868947914871
RELB	4.47301736841585
NLRP1	3.88759426667197
LAMB2	6.22176911985943
FNTA	7.0649547063173
HNF1B	5.79916786682415
C14orf139	4.86923272971282
UMOD	3.46464695096727
ZNF512B	7.24448578594054
GPR25	4.03610484406106
C6orf49	9.4607313469157
ATP6V0A1	5.23231932717076
SNFT	4.46607073422279
ZNF768	4.68276842927495
GTF2I	7.04593292878634
KCNN2	3.42696838409007
DYNC2LI1	5.16533195244167
DGKE	3.32975323367323
DNAH3	4.12596707879319
RPS6KA1	5.06106245165339
C9orf53	3.39134429526479
PTPRM	6.58360159092927
MRPS15	5.76729036921208
TMEM59L	4.04350679129572
SSPN	6.03008481109932
IGSF9B	3.30486737370507
CNOT8	5.20699360994209
GORASP2	7.99110287470206
ADAM17	4.86345043232312
CHRNA3	3.59924796364643
MYOG	3.62643004595819
UBE2D4	4.98565895485529
CPNE1	5.84965573796957
AK5	3.38940644149976
RPL37A	7.80738990781837
CPS1	3.16189318581122
NDRG4	4.34623263276573
ALG5	7.04468193748823
NCOA2	3.86045636933284
LOC130074	6.71009151804024
PIAS4	3.69161159017642
S100PBP	6.01452384656185
TEGT	8.79780319859166
USP5	5.12297108714836
CFLAR	4.92035739901563
KIAA0692	4.18792756398137
WDR48	4.80465817211413
PCDHGB6	3.05476328035942
NRXN3	3.71481964856864
ACACB	4.73878364623485
CDKN2C	5.45305544190559
KIAA0226	4.63924619122343
TRAK1	4.85493437554286
CUTC	4.9852783262794
AGPAT5	6.53256460260771
WDR68	5.23142423529359
PREPL	5.59369213160092
ABCB6	4.14395985585839
RABGAP1L	5.08359699987839
FCGR1A	4.91232198165855
EIF4H	8.18568319637546
DLC1	4.28026995821615
MAPK8IP3	4.15499513532109
SPRY4	4.76958434769476
RPL11	9.4977848501754
RAP2C	4.7962923613328
ETFB	6.79494162221311
RORC	3.79637495188543
GRAP	3.20285962146507
SEPW1	8.29256527351733
NMU	6.29950276326452
MXD1	2.93475565665170
IFIH1	6.41088709705844
AZI2	5.33401434865158
WDR37	5.7393013249523
SEMA4A	4.73490122039831
RPL8	10.7760345706903
NUAK2	7.40952624978816
AHSG	3.81979386469708
RBM39	8.42783928825814
MANSC1	6.76664182905439
IMP3	6.29257762999043
ARHGDIG	3.89022539863201
ELTD1	5.88722349794558
PRAMEF10	3.42277262751194
RGS17	3.55713130929055
KPTN	5.39438955336472
C2orf3	4.11464055708682
PCTP	5.69130072670788
MRPL42	4.93178261332187
SIRT1	5.65410159012298
MANBA	5.20039547346917
CD164	6.5574000106911
ZNF671	3.95214944163793
GFRA1	3.33384447296666
PRM2	2.90881414253323
IL1B	3.81845803685290
HAX1	7.56363758607949
REN	3.26996987798136
ZKSCAN3	4.44290857701758
CTSA	7.1125330473966
TPRKB	6.69685602080695
UBFD1	5.42275877134084
CDKL5	3.46938296910523
HIST1H2BD	6.60213939420577
COQ4	5.55046509891702
TXNDC4	6.99871833209533
C5orf22	5.44309353599041
VGF	4.17042206032149
INPP4A	3.73265281189662
RNF8	4.77438623251810
BMX	3.16329372668267
SLCO5A1	3.85500150580518
PTPRU	4.26619776639309
ATP8B3	3.4422347057994
HOXC8	3.86831541885852
ADPGK	5.92245465054453
IL12B	2.92616702854208
LARP4	5.03263634063746
ZMPSTE24	6.78509431626629
PFDN4	6.86425936459435
KLHL11	3.38565850375747
PSMB3	8.63156908644372
KIAA0157	6.02024836205045
DDX25	2.96692916318163
NCAN	3.97824549855045
RPS25	10.4000053938688
SOBP	4.63430799607757
TESK2	4.09298871051784
DNM1L	6.07919796582338
LOC55908	3.02504406748422
MTIF2	7.14928289513971
ZNF207	7.5485038639358
EXOC7	5.5708363942573
CLEC11A	4.89128160899985
TXN2	5.81809969518891
TOLLIP	4.66585981506290
TRAPPC3	6.63719177869705
TAF15	6.73571322342709
HAMP	4.35175383216147
GRIA4	3.45745803483611
IDE	4.2992507873817
DLK1	3.11936956510456
PLVAP	6.31948166679259
NOD2	4.08291988627997
SCMH1	4.88569646642091
ELMO3	4.37519643674733
GPR68	3.43206599294735
HTR2A	3.25039225355922
FUT7	3.72230756241987
PRELP	5.59216261570233
COL8A2	4.71430914656791
GYG1	8.22095525750927
C16orf68	4.85720185755902
R3HDM1	5.44411809791249
ZNF91	7.9026615182187
LPIN1	5.57132838919787
KRT12	3.60302149007207
BAALC	3.21780316801408
MKRN1	7.11016721666062
KIAA1598	7.66517053325563
ANXA7	7.92695395039021
TNP1	3.85813821428621
WDR13	6.3366119769344
GAPDH	11.1197309769074
BSPRY	4.7667345243803
COX7C	10.2883135650567
FAM108B1	3.67971739926780
PGAM2	3.86769595127126
PEX12	4.60880764126241
APC	4.35883105550369
PMP22	8.185154610974
TLR2	4.20165970320087
NPBWR2	2.88454980510101
WFDC1	5.69312565231732
MTL5	3.93873509092872
COMMD9	5.47664659008018
INADL	4.41077493879498
GPX1	8.53248291884213
PSG11	3.03217002478841
SLC39A1	6.70200935660543
SNAPC3	4.81993279619214
C4orf16	4.38601717980911
GNA12	4.31761714109058
LIMK1	3.83212251397854
MECR	3.97645093646737
CDC42EP1	4.50805104165552
KIAA0101	7.37053549708184
B4GALT5	7.74423292605834
PIGC	5.84238583360187
LRAT	3.06468833563052
MMP19	4.7291220932541
IL18R1	3.43364732671684
VNN2	3.91868220351662
AKAP11	5.45512400187582
BCL10	7.18559488542356
GLB1	6.39853182229222
DTX3	3.482135726069
ACCN3	3.26605318112524
MOCS2	4.90815363350294
HCRT	3.23708520453216
CYBRD1	3.77706725132263
REG3A	3.01306568466124
SULT2B1	4.17603615106369
SEPT6	4.71200865206492
MMP10	3.34618961064386
CDA	3.89992571138518
ME1	4.7456856065007
TCN2	4.32770914756711
MGRN1	5.95520158146305
ZFY	2.77190812393017
CHRNG	3.54868141314655
IVL	3.36659649320369
PLEKHA6	4.07987227195919
CALM1	7.10820346655016
PGDS	3.77323802633536
C8orf33	5.84550708759473
CYFIP2	5.46761972837966
TEX11	3.86725102187973
CKM	3.34244325843474
MAP3K11	6.0446901076167
CEBPE	3.48630143775233
ACOT8	4.37749069059497
ESR2	3.17654587015687
OLIG2	3.24804496376144
AGTR2	3.06155050574157
DNAI2	3.20814563059048
EPM2AIP1	7.41403302897383
C14orf106	5.13349203813478
PZP	3.65525413915951
RPS9	10.0424377363879
SIVA1	6.11675609550814
HEATR2	5.84606784478976
CD3E	3.85614461780349
APRT	4.62248186214043
AMIGO2	7.13215280174628
GPS2	5.26689188850661
NOL14	5.17297252332683
TRIM36	3.28443794715435
RALBP1	7.62106097095108
EVPL	4.28648584931165
ITIH4	3.91284183683707
ADARB2	3.40461524434785
PIM2	4.72165443420241
REGL	3.43933276992176
GJA5	4.04892600179985
SLC17A5	4.47605395556026
PIPOX	4.01192146099550
HGF	3.53884762579789
EPHB4	4.87404572831816
SOX18	4.35045958576424
SERPINA10	3.7845639604451
INSIG1	5.33296789677486
WDR23	4.51733022194464
SYNGR1	4.35229470122414
TEX15	3.41548325243571
REEP2	4.47635623700086
CDK3	5.33873298275843
HSPA12A	5.64949345722364
REPIN1	6.89353484416565
ARL8B	8.34325485637736
PDE4A	3.86792364170735
CAPZB	8.31682233051329
SATB1	5.78101135344342
PPM1D	4.75222627384501
VPS45	6.53195144529318
TP53BP2	5.53704488715504
GINS2	5.27402631646803
CYP1B1	6.04913629020058
CACNA1G	3.47663917438134
VGLL4	8.69917051014497
XYLT1	4.29368366717405
BRWD1	4.0051086321362
ROS1	3.31625335383353
BMP8B	3.08521309267903
SLC5A4	3.56676202272975
SLC6A3	3.61543600373563
C16orf53	4.90352424984971
APC2	3.98683824830755
GOLPH3L	7.99213351780824
ZBTB17	4.22251250936653
C6orf54	3.63534482017825
SLC19A2	4.41622695676990
C6orf134	4.50638022701322
C9	2.960228859487
ZBED5	7.56156356456964
PVR	3.87845959527581
ARTN	3.83863756718844
LTA4H	7.35578095644732
MAGEA4	3.39205270900533
IFIT3	4.22840110205192
PDE3B	3.74747778772659
GNRH2	4.38123294274408
STEAP1	4.92182686634281
FLJ10292	4.65666816731006
RPL39L	5.94296535941233
PGK1	8.02999907595272
CCL13	3.64977904023482
RLF	5.72024415389501
MLXIP	4.67771179299505
PLOD1	6.71213599953169
MTFR1	4.75173323239022
NPDC1	6.06145376514699
C11orf16	4.20763593582436
RRN3	4.21383844361226
GPAA1	6.6350349918431
C3orf14	5.61776125137204
TEX264	5.33656185709171
C22orf28	7.09915242237304
RYR3	3.27695117630864
VAMP2	4.64034953926113
XPNPEP2	3.60583316465177
PDE6A	3.5073158215269
SUPV3L1	6.27536735874578
FIBP	6.68968206841883
SPIB	3.47967604937711
TBCB	7.38943506441105
DHCR24	8.38764109638422
ADRA2C	6.29829978646605
MEF2D	4.3743174374591
MYO1B	5.35105959492807
VAMP8	9.48303881372668
ANKRA2	5.73744758101464
TLX3	3.28555292071082
PANX1	5.09438330848062
RCBTB1	5.12180034551423
FGL2	5.05517103816689
CEP70	6.26320758196906
WASL	6.02424267626306
DCHS2	4.26132035481989
RNF25	3.97811620468501
CYBA	7.04804594898878
ARHGAP11A	3.41671855282291
PLAU	6.43842905540897
MPZL2	4.17600220398168
MATK	3.6264519928654
EHF	7.22164980570671
CTNND2	3.50735272452442
PTEN	4.57460426713489
ANXA1	8.62161907764033
AFF1	4.97711201498388
ZNF189	6.3834099105304
SUSD5	3.74594436177277
SLC28A3	4.41466975350572
GUCY1A3	7.05804095348568
RASSF7	6.69370931143847
SETD2	5.35130187449028
ROGDI	4.82167113381969
C20orf195	3.46152116357545
TICAM1	4.69236583984574
PACSIN2	7.28320029033921
SERPINB5	3.20784352825857
PRKCDBP	5.50446927007641
TFDP3	3.50410418846303
PLCB2	4.28210923804677
RFX5	6.06515198623398
TXNDC15	6.52812939706301
PTPN18	5.68685932853755
HLTF	7.85926614113265
PKP1	3.49120464482031
NDUFA6	7.52310342231437
KCNF1	3.71498320994911
HMG20B	5.00590479079058
SYNE2	5.62504905907471
SLC22A4	3.14820688332556
VCPIP1	3.78097081772087
NETO2	3.92710482530304
SQRDL	7.00958296452777
BAI3	2.77572269358035
GALK1	3.47945920944251
SERPINA6	3.58916924855275
ASCL3	3.63579161763908
NOSIP	7.06402712918259
HD	4.81629170729322
TRIM23	3.96439384091943
FBXL6	3.8869187603328
FABP7	2.98724683471588
ARL1	5.88160158968563
MAGEC3	3.26027609266577
CDK5RAP2	4.58071217271042
KCTD15	4.07294904035497
CD1D	3.4134707898542
EIF3B	5.59637415953329
KIAA0141	5.79451561903648
BIK	6.43433642011609
PAX4	3.1784732291305
NANOG	3.78065279798137
CEP135	5.03461730073654
ALOX5	3.95493633388798
TRIM22	7.2106212592462
LYRM2	5.01462957412237
GPR162	3.52119508963893
RNASE6	4.76333263961926
GJA1	9.16602451754817
TAS2R10	2.97471163583131
FASN	4.24814546236058
MRPS14	7.09127476355724
HMHB1	2.95800348325759
GPR116	5.8602913501433
TAF7	7.33204051049492
GK2	3.32798415240556
ZNF219	4.18626796878305
AMBP	3.39348053927197
CD33	3.8505279512695
RAB3GAP1	5.98075870763996
NXPH3	4.31539006952989
KIAA0953	3.74998785206673
CROCC	4.0748298927569
CCBP2	3.54927527992113
GPX7	5.45459964139232
TGM2	4.56746037569284
STAM	5.61481126117658
BASP1	7.60042712402591
ZNF202	4.34972545231807
ACTL6A	7.16137195739772
POU3F4	3.63470094938376
ARHGEF7	5.57906383619953
SLC23A2	3.85097978355525
TBK1	5.26377924237163
CRYM	3.69028747953462
PKD2	5.80472650150961
STX2	4.32788330968276
ACTL7B	3.23164205500841
RPL29	9.83589706935324
NR1H3	4.99888727320197
MPPE1	5.11471203570487
CLCN6	4.52031102429532
C16orf59	4.57615976922706
AADAC	4.46048951809889
SQSTM1	7.6369925024293
TCP10	4.07956193171889
BIN3	5.25110847103325
DEFA4	3.62582253000218
HPS6	5.5553227308532
ZNF197	3.62945089823571
MAN2A2	4.8953054988036
PTOV1	5.28391976078018
GABPB2	4.50441556243675
KCND1	3.74045780578956
RNF208	4.00332471834174
PTPN11	5.04915258003858
ZNF274	6.12253371065467
C7orf26	4.23353059499555
ATF3	6.41199876451215
UCHL1	5.20153886379874
APOL6	4.9068374863884
PLK1	3.90554777240044
NPHP1	3.57963854006236
DAB1	3.53798852908461
MLL	4.84725734450297
ANKRD15	7.73651950540009
C1orf218	5.40980460638351
DDX47	7.70231665305555
ATP8B2	4.76888617143359
ANXA13	3.48582574719346
RFTN1	7.05484739087614
TAPBPL	5.39893140019111
BTG1	7.9977182225101
DPP4	3.68867184477173
KLHL23	5.16903790978391
APOC3	3.71535867086338
NPPB	3.20391909055780
ZNF148	7.48299562314193
CNOT4	4.03614644100429
HIST1H3I	3.22383998534066
IKZF1	4.0907495072007
ZNF141	2.91279881199870
PSMC2	7.80823235635384
APEH	5.13746290400293
GGA3	4.62981672363597
OR2J2	3.07776595310107
KCNA2	3.02815310327365
ZNF749	3.38807064313095
LPGAT1	6.43626751338086
TMEM159	4.7109292643081
PCYT1A	3.49843485592405
BRMS1	5.24518549725047
CHST1	4.32466085471449
LGALS1	10.2150583571755
THOC2	6.49522618607745
TAF1B	4.95654561019063
GPR173	3.17535538231846
CASP10	4.01842501177567
COL15A1	5.92899990984329
ALK	3.71783390972755
GAN	3.21550648669129
EXOC6B	3.11047295503891
PCMT1	6.81110192716807
HIST1H2AE	3.89862583413874
VAMP1	4.71279418467048
HDAC5	5.26345833810391
SRI	7.814544916095
HLA-E	9.71024216116245
SLC25A32	5.87543018075352
FLT3LG	3.46633577892949
WDR1	6.93931143734713
ATP1B1	8.8819753923325
SGPL1	5.52728143408267
AFG3L2	5.32224189469897
C5orf15	8.74319300649076
SWAP70	5.0015784528751
UBXD1	5.12528828015813
TRIM31	3.39911569315037
LILRB4	3.61986644289158
GSTA4	5.96934980562421
ARNT	4.15775199371856
CDKN1B	6.9862858783712
SEMA3A	3.71341462517112
FOXC1	4.82594467911974
HIST1H3B	3.51109353732885
BTRC	3.66605026636965
LSM14A	6.85092524314052
IQCH	3.10375442506542
STEAP3	5.05036864544984
YEATS2	5.93445431743833
CABP5	3.76068178128461
TRIM3	3.69213188898162
FGG	3.14881293678817
ABCA1	5.74769156506982
HNRPM	6.6829194884947
PLSCR2	3.67382448068193
JTB	8.99437035715471
PQBP1	4.93851148726683
CLEC2B	6.18468015599167
EDC3	3.91138284398092
REST	5.43741428712787
THBS3	5.89124498339984
EVI1	7.29482881317726
MGAT5	3.85418898173235
TSPAN8	3.53466942543129
DYNLT1	9.08719217586934
MUC1	8.31770269722695
IGSF1	3.63970900254308
TEAD3	5.33167731527251
ATP13A3	5.24803048211821
C3AR1	5.46180977228278
STOML1	4.98943521339234
EFNA4	5.30103044639412
HAO1	3.31228666016077
USP24	5.18337384239839
TWF1	5.61410681010465
MRPS17	6.84720725190103
MYH9	6.96496998533923
C9orf9	5.13680560571543
LBP	3.48355958299682
FSCN3	3.88508581555818
BDKRB2	4.35531977266138
HSD17B4	7.95214677489746
SEC31B	3.97234328317352
IDH2	6.53750991292671
SFRS16	6.26581760910493
AICDA	3.10705580516653
RAP1GAP	6.05565976522642
C1orf56	4.3028094464227
DCLK1	4.74868239393017
MEF2A	5.51662941040555
ASF1B	5.73783157642577
HTN3	2.89306216034317
ADAMTS9	3.5370402645869
COPZ1	6.11671945554344
SLC4A3	3.9563327272981
TAF2	7.99128776309094
KATNA1	5.47258065769668
STIM1	4.28047486326704
TBX2	3.78868647520190
FOXD3	3.17976622110431
RPS4X	12.0114644386637
PODXL2	3.36207063176125
C1orf176	3.19745038776359
RPS3	10.1334606811535
COL21A1	3.95622512174483
RAI14	6.66370445721051
LRFN3	4.48740079513392
SRPK3	4.48491875010269
FKBP14	4.30022420782619
TNNI3	4.50288569206383
CXorf9	4.22553313790276
REC8	6.45898001533008
HOXB3	3.91408434467102
SGCB	4.94110144167941
FRAT1	4.56068990891918
CLP1	5.38842911422743
MORN1	4.61152365251387
DUOX2	3.52497959276617
TSC22D3	5.6447651825064
ARHGEF2	6.05876451742095
CASP8	4.77310046194785
PRKD3	4.84458126567164
CFH	6.41036322899663
NRIP1	7.83241895825538
TRO	4.03492503789397
BNIP2	6.62834830354081
DHX30	4.69688456107568
TBC1D22B	3.09424105773679
GJA8	3.73265684833350
GPR52	3.14458340959888
FGF20	3.06073039479559
CASC3	6.31155501033445
METRN	3.76476065726602
KRT3	3.50466068578493
ARF1	7.85407072195375
MOG	3.53078041865506
ATP7A	5.2080028508271
CCNG2	4.51507224894217
PLCH2	4.07618651808946
ITSN2	4.29527260207599
GIP	3.26727690719806
LOC390688	3.67203853823529
LOC89944	4.30048550974793
PSPN	3.81889535836561
HOXB13	3.21975952107851
MTMR8	3.73880601000236
UBXD8	6.71866393375663
GYPE	3.26275912133887
SPAM1	3.36990507374598
PPP2R1B	4.04291393426109
CNN3	7.68723160546938
JAG1	5.54514159305083
HIST1H2AL	2.90791973953132
CHGA	3.46098238108269
CACNA1B	3.31149070827329
PAPPA	3.95318278802056
RAPGEFL1	3.81479454531943
RHOA	9.50326539973498
CYP4F8	3.32624733045847
TRH	3.85953999953949
DCTN3	7.3913765511169
NT5C	4.59929303252481
ZWILCH	5.31813578181147
SLC1A5	5.11673436542491
CALCA	3.36682510808943
VPS41	4.72308511254945
SYCP1	3.01833229789597
KIAA0174	7.28645243002459
CXCL11	4.79851076039163
ZNF639	4.46584349649468
CACNG4	5.21167935268804
TNNC1	3.17918366750146
GFI1B	3.04283313195033
C11orf58	7.68060622845733
