Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_F02_491266
Composite Element REF	Signal
KIAA1033	5.96652261397044
ZNF510	3.44834496585989
SLC26A10	3.26815631945054
STX8	6.81442228568501
RUNX3	6.65547307401637
EFNB1	4.53445570906766
EIF4G3	5.56914334470665
ACSM3	3.48346954136997
C5AR1	5.44801772065011
SIGLEC8	3.37333421267455
ASCC3L1	9.42820910362155
ZNF623	5.13299494975568
A2M	8.8140171596326
NOL8	6.07666883105706
GRPEL1	7.25114777681557
LMNB2	5.04333890662658
ROCK2	4.14893967000603
SNX16	3.68429918044368
Magmas	5.50507276767203
ANXA3	6.7738237608763
C11orf2	7.47513893645451
VKORC1	7.29044555574819
TRPM6	3.07054813284443
KIAA1609	3.94759814859392
FOXK2	5.97005435593919
FEV	3.47060451342915
EED	5.29233441267473
RNF32	3.11666314555866
PDCD5	7.16642867963827
SLC8A1	3.29793904746949
HES1	5.5623527218513
DGUOK	5.96008105573156
CLDN16	6.16276839511012
CLC	3.38021953736415
ISL1	3.70826867796817
C1QTNF3	4.1204369172275
GAGE1	3.28576130922280
KIAA0528	7.44827828747623
VGLL3	3.33639078277554
MANEA	4.75251427995606
C1orf61	3.62900146520088
SUPT4H1	8.24181241009902
CD1A	3.86094818884630
ASAHL	4.72174881407376
TRAF5	6.72971709275489
RAPGEF6	4.90625994646084
WHSC1	5.59529459275998
NEIL1	3.76289121868322
KIAA0020	5.89300733566398
C16orf45	4.71185052818984
GFPT2	4.85052842816162
RBM10	6.88279862988741
MRS2L	6.61129749467124
DNAH17	3.67907262597395
STARD5	4.32796031250677
C19orf10	7.707110639364
SIP1	5.3278476842099
DNAJC15	8.42791867936012
C1orf160	5.85739627796963
SLFN12	5.05377080341344
STAU2	4.38886459983657
FAM98A	7.85192018601605
EXOC3	5.423499633199
RAD23B	7.91365230924152
HIST3H3	3.78213709077011
NCOR2	4.32263566435018
TNFRSF9	3.48197947159413
KLK8	6.79699858566224
NOL1	7.28390408094067
ALX1	4.29695554416166
CCNE1	8.07963093815218
PKDREJ	3.70733395820931
TIAL1	6.10284506339312
WHSC1L1	3.68998368637813
HIST1H1E	3.67710527533420
SMUG1	5.57517243852659
TM4SF4	3.44167651478720
NPY6R	3.48344161748342
UFM1	7.68538498053144
AP3M2	6.7008508303899
USP14	8.83254209657244
CORO2A	5.05005205871623
ETNK2	4.25521432389278
APOE	6.89805385652382
ANGPT4	4.21463543228446
DSTN	10.6110053169517
SFRS14	4.88696656292107
FRS2	4.11614340375148
NR2E3	3.41588203082374
ST8SIA4	3.38444400306546
GMPR	6.09463120688912
TUBB2C	9.03253343787548
LOC730092	3.9100709221775
ORM1	3.06570307624613
HSPD1	10.1823129645375
C5orf13	8.51406110681154
F2RL1	5.74821035811699
PLEKHA9	4.66659709150369
ZNF232	7.13920533548246
SLC6A7	3.52869578005878
ADH5	8.43878868056046
SHBG	3.37755052872952
DSCR6	4.39684410402317
CROCCL2	3.38521678192054
CDIPT	8.32446734975464
SLC16A5	4.57459387378393
TUBB	10.8917119596863
GAS2L1	5.55316709163206
TOR3A	6.71705048941309
PREP	5.70100297042171
RFX3	3.45115173630289
CHMP1B	8.46501019279617
COPS4	8.59247197918599
MYH6	3.39924232385201
BCHE	2.98896043933755
MAP3K13	3.30254703119794
LCMT1	7.45980205297538
EIF1AX	8.2986804298471
SLC24A5	3.14465684266149
BCL2	3.69767052278026
HBZ	3.29240617447258
HCRTR2	3.28362887907846
TJAP1	5.94096752143746
MAPBPIP	6.51747572595606
TMEM156	3.29547875066778
MYO15B	3.73853164341877
ZNF239	5.17524922592271
KIAA1324	3.30121735009013
PLCL2	4.47833946133309
C4orf29	4.12528670338451
SNX19	6.18939296394253
NAALADL1	3.45518647577348
DUSP5	5.63804729220865
GKN1	3.71451783386228
PXDN	8.11931858339855
FCN1	4.15967704824553
SLMO1	3.79867321126848
TNXB	4.28217755022674
C1QL1	3.3566323678251
BIRC7	3.77657017905022
A4GALT	4.16395795114261
TIMM22	6.05693153297276
ABHD9	4.64714833371633
TOMM34	6.68675344974773
ZNF35	4.74499495499914
LIMD1	3.32767420298949
CARD8	5.15236128883636
KIAA0286	5.64867970159036
CD6	3.97903332083005
RSRC1	6.64820779824068
TOX3	3.73631635118076
C16orf35	4.13582042694908
CRHBP	3.18856107827377
PTRF	5.72448668692375
FBXO24	2.98055137269878
CHST11	4.38537821368904
THRB	4.41462291853221
RNF39	3.9986093662054
MYBPC1	3.18525247815908
PSMD11	7.96028967386007
ALAD	4.62888958553763
AQP2	3.75106417083250
EN1	3.14475096220197
GSTM4	5.17374605398715
ZNF187	6.23083784828021
CDC42BPA	5.93207612834826
F7	3.33397191571614
CNOT1	6.13731013975086
SLC13A4	4.32279352713258
ZBTB11	7.56907773294074
B3GALT5	2.71926869330176
LUC7L2	6.39690693275293
SPTBN1	4.24305991416643
EXOC2	5.48308963176185
LSM4	7.34248001735145
IRS1	4.93641472896966
TMEM1	5.18440352030738
MRPL34	7.19040660037194
SAMM50	7.7518830621037
CDC42EP3	5.57355023116014
HSF2	4.50365277088207
SRP72	8.54398346948089
MFN2	5.77965373806329
TSPAN7	4.58250897489807
SGK269	4.27029746546116
NUCB1	6.84986310575494
RHOH	4.06439247498305
MTX1	7.03581665165446
CENTA1	5.0558553420637
ATR	6.6539323992771
IGLV3-25	7.24360663829285
DDX49	6.62799623889438
TACR1	3.40402670674659
SFRS5	6.76375042610676
THAP1	5.66829941791016
RHBDF1	5.35493213522262
RASIP1	6.92281466139853
DPYD	6.54029325813228
MYO5C	6.45905908739192
DOHH	3.24423025810773
POF1B	3.40426727077663
MAPK10	4.00441576912260
ZNF552	5.72900837643888
USP32	4.97295534070724
MED27	6.67166804189395
NCAM1	3.94375005876858
LOC171220	4.82476854058825
PRDX4	11.2250563302745
AGT	3.41231218343971
SLC22A14	3.62659948524521
DAPP1	5.12014989865732
PILRA	4.77573113172285
ATF7	3.64705553451145
ABCF2	4.63256406189697
KIAA0748	3.36339621943791
C17orf85	5.27852092147319
TKTL1	11.2555887855785
FGF1	3.58057451906249
IL6R	4.4401222162048
CHRNB2	3.67208657056612
COL7A1	4.5893488360824
NFIL3	8.25560419996362
LRRC48	3.60390870490772
TM6SF1	4.63007322407326
SPG20	6.72813756470024
COX10	5.0256194757933
DNAJA3	6.5936783419604
ECEL1	4.64766899676654
GCA	6.42173086257956
GLG1	8.37787641765414
CIITA	3.35724888061909
CLDN6	4.72837747960251
EPHA4	5.86821357457086
FANCC	4.06141107856305
MUTYH	6.16230680566233
L2HGDH	3.54549738017571
GPATCH2	5.50390542203759
PSG3	3.30511725701831
ZNF227	3.6434842190247
MRPL15	9.04964899943206
NQO2	7.43397186413184
C21orf59	8.4618117702379
ZBTB20	5.78853892603413
NEU1	7.69001374876338
QRICH1	6.97321633265957
C2orf34	4.10748592600156
UBE2L6	9.89570923087599
HP1BP3	5.36970330137996
MED14	4.8823013289217
TSN	6.94389543259532
TPBG	7.69754783064914
SPRY2	7.2873613843806
LZTFL1	7.05956742852984
OSR2	5.89033265961689
KLHL7	5.09861251935462
XPC	5.72580579037412
GMFB	7.96815779405022
PBEF1	7.50602350046194
CCR3	3.11083707994376
AGTPBP1	4.96944607260146
TMEM8	5.41804573400931
PCSK6	3.61895326760898
STAT5A	4.58287736747813
FAM18B	7.02394872124257
PTPN2	6.82794137418495
SF3A3	7.74643118405147
EFCBP2	3.80317845076435
HCFC1	5.28658976847727
NFYA	4.0367010082269
PBLD	4.59798387234765
PIGF	6.90876311939155
AHNAK	5.71617567299604
ACTR5	4.9007434702799
KIF14	5.08653375490406
PTGER1	3.89767727385118
NOS2A	3.06535515634916
TENC1	4.67917369959368
YIPF2	4.88666158498732
ETV2	3.0924924674721
KIAA1012	8.91508675623977
C17orf53	4.05665044790965
AHR	7.11290190101262
PTPRH	3.37350189139623
ATP10A	3.88782032561119
ATP6V1C1	5.62058151103536
DPH4	6.5065701787872
TAS2R3	3.13774868763882
C5orf5	6.61053669572214
KCNA4	3.73285958713332
COQ10B	6.94484063097517
NMNAT2	2.95128053456646
PSMF1	8.16511615746087
SORBS2	3.73528930328985
NFE2L2	9.30707445459186
SH3PXD2A	3.90860298477967
NRF1	4.04081360819699
SPINK5	3.85542522915294
SH2D2A	5.16546583033034
PRDM12	3.2446004683776
RBBP6	6.38910731123054
OPA3	4.12896441093207
PAQR4	5.366180518599
IFI27	10.8725715585667
SKAP2	4.78395630220134
TJP3	4.77529750803297
C9orf61	3.84362236117608
MT1G	10.5387367002386
HS1BP3	5.79388426455945
IDS	4.75086857339175
PARG	4.99652305390471
OR2B2	2.93934139209572
DYRK4	5.84665277123559
MICALL1	6.01247603943733
GALR2	2.97456635873416
CHRM4	3.29151922336698
RIC3	3.18954302643979
GPBP1L1	7.82238692941548
ART1	3.32457571023635
TBX21	3.42660208922747
DUS4L	4.55574832444554
KCNJ6	3.80872482577283
TNFAIP6	5.76793276007352
CCT4	9.95746369546804
RTEL1	3.60369617621045
CASP5	4.00414878578578
CHMP6	4.68793861371628
BRD4	6.07881567021604
NDUFA13	9.61590584206708
CYP19A1	3.31938463851161
CD151	5.81458921303441
DOK4	3.91514585551936
FAM26B	5.24195740915792
ARFRP1	4.4657397645816
MRPL41	3.26991610488419
CRYBA1	3.2341670651004
HRH2	3.61576353738871
KIF25	3.70547398490993
MTMR6	6.74971693364695
SCAMP3	7.30623292073447
MTG1	4.87812932737563
UBTD1	4.33022512412511
SOX9	5.50966701499759
CRABP1	8.4018613855215
FLJ33790	3.47282939081767
FAU	10.9974611953420
DTNB	4.07981824793836
CARD9	4.33010884188254
PACSIN3	4.27764624573442
OMD	3.12260495725311
HOXB8	3.09032099019503
NSBP1	3.37953886702049
SLC4A5	3.38290973219158
FBXO46	5.77643062272457
UGCGL2	5.3711729583723
SVIL	6.04289122993671
OAS1	6.84711279775963
PHB2	11.3336543795107
NDRG2	4.3174876932905
ERMAP	5.18838736877492
GRIP1	2.92661587179294
APBA2	4.9286690866627
TCF21	5.77584122486901
JPH2	3.20724628429913
DLST	5.88806558552105
SLA	5.63677804510846
AMELX	2.76955993387655
WNT6	3.39997567650123
ATP2B2	3.57309055329397
CPVL	6.91619391826095
RGS20	2.93106777706841
TRAM2	6.7534630376026
ZNRF4	4.62286676954330
ZNF419	5.08274434656829
LXN	8.67598362146686
TLK1	4.78903806326927
UPK3B	6.82854057055662
MTMR12	3.98536771613353
KLHL21	6.41921338003861
ZNF384	5.34348652212331
PI15	3.65132722043254
RER1	6.47411760548153
ELAVL2	3.03641477955434
KLF2	5.74155719892849
RPN1	9.04230663750355
PMVK	5.1028210407901
EIF3D	8.60546945781423
SIX2	3.46772407138214
HPS1	4.80867229716435
RNF7	7.49331162778104
TFE3	5.96429353408505
C11orf17	5.07620756249946
SNRPC	8.62911322498918
KCTD13	4.18579750868956
DLGAP1	3.38315793093852
PGLYRP1	3.70134263549923
IL8	5.22591141184564
IRF7	7.94190953650585
SERPINB13	2.98531012155605
SET	9.39199674596358
NAB2	5.01302137162649
MGC40069	3.45586799310902
BLR1	3.44588338644157
LRP5L	3.61644384685038
FAM120A	6.28939135294493
ASCL2	2.99368034885046
PCDHGA10	4.00070650369282
SHH	3.07099811628493
SH2B1	4.36725956325405
ATP5H	10.7726053429927
THPO	3.38374106951683
HIST1H3E	3.37296240886573
TYRP1	3.51759682793149
EIF2S1	7.27143153859485
RFNG	5.51722616135586
RAB20	7.20579831945427
TNFRSF17	7.60666669970662
RBM7	8.06480409782323
TMPRSS4	6.55229853838366
NKX2-8	2.98105871970119
C1orf115	6.28111134184522
TAF9	7.45237535954994
TERF2	6.7039872972838
TNFRSF1A	6.9430196599711
ACADVL	7.72655755265216
ISCU	9.3326698050525
KIAA0841	5.59591760148314
GTF2H5	8.17186060922898
EDG8	2.95442974407959
RAB15	5.50507979628324
HBP1	5.67361941894328
TNNT2	3.41434290915084
CECR5	7.28261506748291
JRK	4.44999909023931
PHGDH	6.5098693373835
XPO4	4.42439749508168
ARHGAP25	5.59894561383603
CA9	4.36760564691028
TLX1	3.36121171351055
GPS1	5.00922807777349
RPS29	11.7169662647097
MKLN1	5.56646625844408
ATP6V0A2	4.33819462290163
EMR2	3.77135435801133
KIAA0319L	5.89541339979711
DOPEY2	3.98919065495651
SLC29A3	7.09367159211792
LGALS4	3.85968671848233
SDHD	9.28085075367103
USH2A	2.92494195331501
NF1	3.97772100521497
IMPAD1	6.81482475603225
APOBEC3A	6.59689197836019
OLR1	4.54206926689635
HCFC1R1	6.24988700160018
TAOK2	3.51319507139206
NRAP	3.51978860174562
PPFIBP1	4.99061514709675
LYPD3	4.99261278066648
BCL7A	4.77524475297835
AGER	3.26833025271636
MCM10	5.97265328806247
MAP4K3	6.54406344313754
PFTK1	5.21759404576690
CBS	7.25426541581422
CLK3	5.62292383790015
KIAA0753	6.24208319894295
GABRE	3.95374167196928
FIS1	7.2524711206967
ELF4	6.95580259925837
C11orf49	7.47741687353802
CLIP2	5.06488729616215
CLPS	3.77400249233551
PPCDC	4.79334512345702
KDELR1	6.87566893269062
NT5E	5.64837766172844
FOXN2	3.46480347392617
NCSTN	6.82828807827384
PARP4	7.33266912222476
CD83	7.0389496241124
NPY	3.94606160810439
IL18	3.92632631148649
BEGAIN	3.35688284533292
VPS16	6.73442196550432
SLC16A2	4.15754539270336
SLC35B1	8.59602956429887
C4orf20	5.84931346344394
IGFBP2	10.1563729113451
NOTCH2	6.35542705036622
SIGLEC1	4.61598787411156
SLC9A2	4.05490484150097
CD93	5.16958757024196
CEP164	3.95426394791357
P53AIP1	3.33264017003124
ADD1	6.65196174505032
ZNF136	5.97417097342152
ANP32A	4.62657754058162
MGP	8.99483567384158
DNAJC1	5.78834057706054
CCDC144A	3.27059589465333
ACLY	6.49632656912264
TRPC1	3.89400839118388
CYP4F12	3.79309552636767
FKBP5	3.66333376880817
SMS	8.0731166208354
MAPK7	4.77125954067855
RRAGC	9.38373171057337
PARD6A	4.58090281914455
CCDC85B	4.10394775062687
SYNGR4	3.14750865982636
WIF1	3.39488341373034
GCH1	8.12641097844178
STRN3	4.93463293307915
TMOD2	2.87661155587599
FLI1	3.94379082929027
DGKQ	3.75864858227860
MAB21L2	2.95928926994234
SCNN1B	3.10240602721906
ECHDC3	6.28842566097594
TMEM106C	8.72912541331842
CSNK2A2	7.31107766550397
GPRIN2	4.61433488725425
CPA4	4.02925824011213
RPL39	12.5252346314518
HERC3	3.99439651416034
MELK	7.67845668647467
IL15RA	5.5709079465356
HMBOX1	5.89758939041505
CUL3	6.1686087721394
PODXL	7.17827580614774
CCT6B	4.18406052736973
GPX2	3.79882743863040
ITK	3.95893647849922
CLIC5	8.55307906421924
RABAC1	9.25399401972247
YPEL1	6.31386410385256
DNAJC4	3.80993265240042
NR1D2	7.32528568887963
KIAA0776	6.88986950597689
FBXL5	7.42897093376747
C13orf27	6.23265894182329
DEFA5	3.02788086184429
TRHDE	3.03803565667435
ZNF536	3.07028639669788
MEF2B	3.59045924441476
UQCRQ	9.4997412874339
ITGB2	7.5729851199698
PTPN4	6.37115022049192
STX5	4.68824187716398
CD72	4.7125169249681
ERH	9.94263342853803
XRCC1	5.75170146690034
VEGFA	7.05422273672656
MPHOSPH1	5.17304269502562
MORC1	2.98660739659117
PARVB	4.32785398724223
ELL	3.6456966880573
SETBP1	4.41204051455165
CDH11	8.52784564501887
NDC80	6.16712102492943
GIMAP6	5.91725624637897
AREG	5.88854780531578
BAT2D1	6.66548686091812
CDS2	6.02532343533518
LIPT1	7.48822789022815
SENP3	5.56375813253076
IL1F9	3.27052389517119
GRIN2A	3.59855358877192
MAN2C1	4.49890312178818
NSUN5	6.84173382588138
SF3B5	9.43485051150845
CEP72	4.17618167300031
MYC	6.41680487088171
NRXN1	3.07622322325651
DECR2	5.60219049074313
SLC37A1	5.11821031527964
SUPT16H	7.25124647007071
MUS81	5.59133549555104
PHYH	8.31676806644735
ULBP1	3.41623314302958
OIP5	6.7137762333674
IL10RB	6.79841603013468
OTUB2	3.88936061722752
NELL2	4.65180500094853
MAPK8IP2	3.69870604428656
ARHGAP10	4.35953537078959
POU3F2	3.36792912539454
RPLP2	8.16176927659054
FGF22	3.42466466902941
PSCD4	3.87805362643310
TRAPPC6A	5.75885512090069
C21orf2	3.7445805285153
CEMP1	2.96989113602819
IL1RAPL1	2.99237662701953
LIN7B	3.77564745129424
VCP	7.56882464759481
NKX2-1	3.08958560847819
BGN	5.82731983007626
LAMA3	6.82374458365228
APOBEC3F	3.58545497496886
COCH	5.00562129423451
SCGB1D2	8.14015871116848
SP4	3.58560213436734
SLC11A1	4.10210963029482
ICAM2	6.61139948960549
C21orf25	7.05984382103702
SH3GL1	6.80358416816291
RALB	6.8139388990957
GSK3B	7.19486128461265
GNGT1	3.27887393203515
GPD1L	5.73325163357408
VPS37B	6.34930228899074
TNFAIP3	6.72558458477835
C6orf32	3.76296530495224
ATG3	10.2090610803001
KLHDC2	8.66880806920817
NDUFV2	10.4118495919622
PANK3	4.67233372289262
BLK	3.06828118106948
MATN4	3.19679780796489
GPM6A	4.83038290063527
WDR82	8.08471270780078
APOM	4.59103251033454
PKP2	4.8976827202325
C1orf135	6.51844990030164
TRIP10	6.05404714895703
HRASLS	6.20977832975578
TESK1	5.81255729312649
FSD1	4.18529603977856
SFXN3	5.33886624952703
MMP1	4.15733953316237
CA12	3.91150847558017
ZNF611	5.85405369098597
C19orf58	5.60317592595215
NCOA6	8.70775774760383
PDE6G	3.95549001611419
PPP4R1	9.21054144735159
HLA-DQA1	10.2158423814398
GCLC	6.46313368492658
MAN1A2	3.78932199867334
SEC61A1	8.40820844120206
IKBKAP	5.37565104604614
TWSG1	6.84138237167402
UPF1	5.25610932610186
KIAA1219	6.57954440237516
CTDP1	4.47779926768303
ZMYND10	3.74378911331768
WNT16	4.23527378404693
ADAMTS6	3.09621053857196
SNW1	7.24190519954087
IL18RAP	4.14026248758922
RPP30	7.50793203834423
KRT86	4.48364802005321
CDC40	5.06683122537917
SLIT1	3.5389358155941
KIAA0574	3.91420755101097
GTPBP2	6.07763444028318
SETD3	6.71277456206066
C15orf44	5.74773867991737
PRRX2	5.74477698027783
GPR110	3.37613254497902
C11orf10	10.660064680449
MKKS	7.32614074168418
ELK4	3.81095253560146
ACOX3	3.81408856866832
ADCY1	3.30464070115409
KIAA0372	5.84924406325272
TP53AP1	5.0469311434217
RHBG	3.80825632087056
SMURF2	8.45460152385982
TP53I3	8.09182306730367
EBP	6.56563705203723
SLC22A3	2.83603079782617
TOR1A	7.19551158685109
P2RY4	3.37493134759869
TRPV1	3.93051808531437
ADAMTS12	3.31901341753506
PES1	5.47034447248702
UCP2	9.06039298368292
ATG4A	5.07193349506785
FOXG1	3.94955130077464
MAGEA10	7.77094481532017
WFS1	7.14365241486303
TRIM24	5.89527581768064
PABPN1	9.00035063001341
PROC	3.62593420197751
SLCO1C1	3.39254723881212
SLC25A30	3.22857050047667
SLC22A5	4.71433199777855
DEPDC1	5.56046648519289
KIF23	5.85796144827732
SYN2	3.93567062583717
ASPN	3.49309340637924
CENTG2	7.49353580184659
ZDHHC17	4.80124141858156
VNN3	3.42826048422181
KCNH1	3.66454038233348
PPARD	5.26368584367235
PSMAL	2.65648018309007
FLJ10815	4.74509448994013
YBX1	11.2366186227877
STK24	9.28848424030279
SPEG	4.53066589475717
STK10	4.48952301393621
ZNF695	3.28357999276419
SCTR	2.90646429082801
AAAS	4.90372843049104
SSX3	3.55758640092291
ABCD3	7.78431913042457
MTF2	6.0720126839006
FIG4	6.38182649512108
TMCO6	4.81486278738935
C9orf46	6.84369672805084
ATP6V1F	9.16899966740307
IGHMBP2	4.5704785796252
CCDC94	4.30402120777663
EGR4	3.09113365905606
DUS2L	4.26729719857706
FAM3C	8.96091667259704
DCTN4	4.57681081154206
EIF2AK2	6.74247206929344
CST4	4.74196159443242
CCL11	5.7714013109403
LMO7	3.98640689012762
PAM	9.92460494312667
NUTF2	7.93287911318186
ADRBK1	5.15555264157039
ZNF84	5.25020949251044
SLC39A4	6.7608673244107
CITED2	5.98480557121593
C12orf49	6.0032140406299
GRM3	2.93302702774410
CCDC49	4.60363223040619
STARD8	4.01930956930725
FNDC4	4.77507130085835
SIAH2	7.54669596905772
CCDC103	2.95828348059513
ATP5A1	11.2292966038574
HTR7P	3.31919745472612
LALBA	3.07035977933145
RMND5A	5.5102729310771
ATP5J2	10.3195460271233
PSCD2	5.92506088462198
MMP3	4.34866724365405
ZNF409	4.29266426274441
CRHR1	3.32177701741679
WDR70	6.76979406756909
ZFAND1	6.13371857207602
CCL18	6.26491501374476
KRTAP1-3	3.24396495491038
RINT1	5.49663133728009
NRN1	6.59691437924143
SPAG5	6.2492758065059
KIAA0408	3.00069515835053
F13A1	7.42263855064056
DNAH7	3.39993970202668
SLC10A1	3.98412427430099
BRCA2	3.71215353123749
ACADM	7.76537189995207
GIPC2	3.95573077763529
OGN	3.06100920239713
RAGE	4.92620685092689
XPO6	6.82232380814926
FMR1	8.53716281689722
DUSP3	5.46103535633057
ANKMY1	3.13225244809926
CHMP2A	8.61443902674982
FAM8A1	8.01976326535098
GPR21	3.60994690187766
BBS9	4.21444200730468
UNC119B	7.06289793684913
SLC12A3	3.42173047740968
ZDHHC7	7.09877907256174
FVT1	6.53391712215863
ENTPD6	7.19519285670713
PPP1R2P9	3.5640442154961
ERCC4	4.10759878354110
MMP8	3.12646281298054
HMHA1	5.65350867932513
RAD23A	7.10757755358902
ACY1	6.25376411508019
MT1E	9.49636204744723
PPP5C	4.46091553453885
GPR20	3.26165493295758
RFPL3	3.52572964112373
GHITM	9.29111419676749
SCAMP4	4.62282444145654
NARG1L	4.25887135516177
MYO9A	5.53151829643877
BLMH	5.96519683744577
NDUFB7	6.95993641969524
ADCYAP1	3.36473034046138
SP110	6.60434837469323
MIER2	4.00249846307167
KIAA0513	4.07080802031591
SH3BP2	4.24305090448658
PNMA2	3.76414267462131
MAP3K7IP2	6.89490424342037
AGRN	5.01925238058574
CEP290	3.31827593043573
ANXA10	3.46739099305982
RTN2	5.24343812464257
C14orf133	6.25931757722035
PRPS1L1	2.88988027220542
PRPH2	3.7279370686406
KLRA1	2.66410652580158
IRX4	3.05818516671699
GOLGB1	6.75017262831271
GPR97	3.29836314076965
NFKBIL1	4.04161169800424
CHD7	5.09634117333062
APBB3	4.05696823533267
RPS10	10.5005298548082
HIC1	3.1148311588657
TLE3	4.95874465396836
PSMB7	9.4954045583012
IAPP	3.42971844466437
SHQ1	7.66984386053408
API5	5.55122103099209
GP1BB	3.79318534659619
FTHP1	8.35042046659015
TRIM6-TRIM34	4.50908235524485
SLC6A1	3.56790816057050
OCLN	4.85321987918914
NAGLU	4.358926405565
PTTG3	4.55824494267905
FAM117A	8.24516010399861
SPRY1	9.01222896116808
FLJ10781	8.4034431300781
CDON	3.34563304850485
SH3YL1	7.15475971342412
IGKC	12.2322095208491
TREM2	5.58115057586772
MMP14	4.49540480229736
SERPINI1	5.37566416912157
HDHD3	4.859242914335
DYNC1LI1	6.6742912055091
FASTKD5	6.87521361066617
TDRD3	4.92644684802494
THSD7A	3.26680412302189
NDST3	3.05365216402669
CXCL2	4.14709590020148
DHRS12	3.81336022634580
MAP3K15	7.65486237578704
FBXO9	7.09865090699657
APPL2	5.6581501262107
TNPO1	7.74482490880618
CARD10	4.55838053902187
MRPL13	7.5932382578491
SNX5	7.3381528569314
EEF1D	6.62607539558401
RAB6A	3.620294787891
SOD1	10.9233964043591
C12orf5	7.25804379050268
PACS1	4.42529761613407
PAPOLG	3.16712393517314
CHML	4.00875156867259
SIRT5	5.57943851890796
MSRB2	7.0768358169731
BCR	5.80981257255855
PUS3	6.61395994529016
CAPN2	9.71440285519466
FXYD5	7.0336441306476
TWISTNB	3.21138556519048
UBE1L	6.06834252792736
UBE1C	7.49957877805178
CHD2	3.14809498540185
C15orf2	3.2705147702278
FZD5	5.68685890119175
NR4A1	4.72583906707741
LOC339047	6.10312481718824
TRIM17	3.96780452694023
ZSCAN21	3.07538627650485
RPL15	11.2727023912492
ATP5G3	10.5000360930571
PRC1	7.06694057674333
ADAMTS8	3.24965745406578
ABCB9	3.57720729016935
HOXC4	7.83686381662155
TRAK2	5.65987779142532
STAB1	5.42342717994436
CEACAM5	3.26197150556897
MYT1L	2.91829222148046
RASA2	4.43275252916362
LRRTM2	3.08180116545629
STAG1	7.66512064323347
OSBPL7	3.45419937302029
GIMAP4	7.06388070169923
FUT3	3.3017198739222
DBI	9.49831456971288
LPIN2	6.08133568322439
PAPD1	6.48667976620833
APOOL	5.21066525050726
DIABLO	8.98061743725547
ARMC9	3.97397608571357
RPS6KA4	4.61990393375222
TRHR	3.39949998496681
SLITRK3	3.79612617560542
TGFBRAP1	4.94784049810436
FAHD2A	5.74832687144378
CNTN1	4.08187347725444
ZNF211	4.60537970373785
BBS4	5.09057168728575
TMEM181	3.07324200735103
PFDN1	7.00030111019657
MINPP1	7.69371898746975
MPHOSPH6	6.93363681247502
RGS11	3.25211779891906
HOXC10	7.147613771985
ITPKB	5.08099704155382
HS6ST1	3.6345548368735
AKR1D1	3.34775354655695
TNP2	3.1676663633384
MEOX2	2.87451924217072
EML4	4.28854732307176
SGTA	5.82107920090691
ATP6V0C	9.91389312584803
PRPF8	8.72787507638937
PSMD6	9.48060483593908
HIST1H2BI	4.15540239862757
TMC5	3.3931911575991
FKBP3	8.59925261818017
FLJ20273	7.50618019976939
PLEKHB2	7.99139200650928
RPL28	9.03347895914315
NOX3	2.76213970203104
ZNF544	7.16016302835004
EPYC	3.65438648103134
ELAC1	2.87366658003984
METT11D1	6.82489456662882
BIN2	4.39437856223095
NACA2	3.35493200074827
RPL18A	12.5720194455077
UBOX5	4.43985193083933
TCERG1	7.07805240421075
MPP6	4.7252005404022
KRT16	3.02576848687403
UBE2O	5.31510477371494
KLF5	7.42449719455251
C9orf31	3.57232147617232
APOLD1	4.51502603525480
UBL5	9.45565494379299
ARHGAP29	8.09926480984681
TNFSF8	3.33001389390094
PDE5A	3.23049956366844
CDR1	2.87628573651824
FBLN2	4.63090786841793
C14orf104	5.83148305335091
HBE1	3.21899683231676
ROBO4	3.43029468189776
C1orf108	9.99587702154158
FOXI1	3.00978061756294
BCKDHA	7.71730344784179
RAB4A	6.91367650226353
C11orf80	4.14970309127424
MYOC	3.39030582226714
GIF	4.09329794954934
TMEM39B	4.8730965439519
RPL3	11.5530584338489
THBS1	5.4410424800786
APOO	8.37853313415416
ATPBD1C	7.67537669975447
FARSA	4.98689283152789
ARMCX1	7.56593995697849
EIF4ENIF1	5.82398009399118
CMAS	5.0224092999391
OR7E24	3.2508814302824
TNFRSF21	7.84594920445014
PLAC1	3.80710655773265
KLHL18	4.67224296138992
LBA1	4.76280851323769
MKL2	6.33240211180812
TBX3	4.38682094839607
TAZ	4.54186042423262
CRIP2	6.6403367401404
DAXX	5.85293196373025
ELMO1	4.48630745348451
RGS13	2.60916938014142
DIO2	3.70658665243838
UNC13A	4.15604186497912
TAF11	8.0576174812768
ORC3L	6.25807456669298
PRX	3.36365555028132
TARBP2	7.01092807591477
CABIN1	4.84246496398583
TRIOBP	6.04897221800521
HIST1H2AC	7.20764293548199
RBM5	5.54730112774024
TUBGCP4	5.37170340720418
NCOA1	6.5706103676352
CDK7	6.64893846423646
SSR2	9.49170119325569
IL25	3.24880576965283
CRELD1	5.0457328363956
GPR6	3.26859910828518
SNCG	4.93816246349693
CHEK2	5.02659199386827
GAL3ST4	4.78930985816984
KBTBD10	2.77125923838166
DRD4	3.05296449310026
GDF11	4.80221953066386
SEMG2	2.95232730209912
MCM2	8.36404512730073
CD247	4.68057693512323
SOX14	3.09157161915602
RBMX2	5.60598718686395
KIAA0922	5.03164517613718
