Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_D12_586150
Composite Element REF	Signal
SH3BP5	6.39781196367395
AKAP6	3.51643849414336
CTLA4	3.16324289154850
ACSBG1	3.6001436279904
MTMR4	7.1540539899684
NECAP1	7.01551118665465
SLC25A17	5.89479574936068
POLR2F	7.86016297830682
PLA2G2D	3.33858039079035
WNT2	5.95309173683647
GLMN	5.19223621725108
MCM7	6.62450544152586
TRIM52	4.22287109248072
DCLRE1A	5.36947008338373
PDX1	3.39476163234864
UBQLN3	3.02156611941882
PRPF31	5.84633972399397
TLR7	3.5653235069091
SMAD1	6.65285273933303
CLCN1	3.41815874426024
RIOK2	5.92829471870723
CEACAM21	3.63570240204725
PDLIM4	5.22963370386926
STX18	8.09465601049342
CCPG1	5.99101531049147
SLC2A6	4.65649196691804
SORCS3	2.96357752153103
NOLA3	9.47340501810234
PDGFA	5.24030643812933
TRDMT1	3.94244703063292
CFL1	11.4129943611804
IL4	2.97227114073167
NAT2	3.21633837924795
CPSF6	6.18883239148906
PRG2	3.47639443493299
PIGQ	4.00885464334228
CLSTN3	3.96667688736506
KIAA0146	4.24498727290877
GBP1	7.4668767970203
CEP55	6.25103404722523
ZNF408	5.11199892529633
KRT20	2.93184229473931
EYA3	3.53585331539516
KRT38	3.46158598379926
WDR7	6.32674436638541
BLCAP	8.4594029754242
HLA-DPB1	9.2976063435059
SFI1	3.66987650755619
GNE	4.5056522707402
MGAT4C	3.2134230225735
CTSE	3.88719625365687
SLC35A2	4.91833126082806
TUSC3	8.45064379955653
GABRD	3.10545297915929
IARS	9.31302984478643
ARFIP1	6.33121232473693
SFRS9	9.39087912765303
CEP110	3.72464530530257
MYF6	2.83160211614929
MGST2	9.13216566985131
EVI2B	6.91745157275453
TRPV4	3.02410568511545
SLC25A11	6.69870498465882
EHD4	7.4899687096914
NOX5	3.85705612000291
NCKAP1L	4.82192858095902
EMP3	7.89782644188215
SYNCRIP	8.00922448916115
BPY2C	3.51352400683009
C1orf38	5.57620729545301
ZNF426	5.48190952714988
ELOVL2	3.2978706381604
ATP5J	10.5049787264072
CBX7	4.72944648968842
OSBPL1A	5.84802123234037
MED13	8.02997380922042
ZNF589	3.947726015771
CHRNB3	3.1665914160127
GOLGA2	5.19806279413883
NIF3L1	8.08864090665459
TRA2A	6.22354807486864
F2R	5.92718179437536
PHF2	5.9248939432314
PID1	5.22660622440601
MTAP	3.27892014308814
RFC1	5.32048244138073
C5orf3	5.47464742144468
ADORA3	4.88324997962669
ACTL7A	3.32431118097951
RAI2	7.30316757593527
MAP2K7	3.67007691381552
HYAL4	3.39708195054541
GZMB	5.57775000905083
FCGR3B	4.52675197995714
BMP1	5.20000955053411
CPNE6	3.17489460388926
SP2	3.98762035271332
DPF1	3.57387481859074
SMPD3	3.12673518941756
TMEM38B	5.72160479104083
CCDC56	9.83578838175142
NFE2L1	7.50431844715881
MRPS31	6.9396668184263
STIP1	6.65420683255761
MMP26	3.00865566671994
RASL11B	3.67535666924698
NT5DC2	6.45927476193291
HLA-G	7.35816316021765
LRP2	3.72961908409169
MTDH	8.54260470152093
HSP90AB1	9.63557576399198
PMAIP1	7.66329065679802
LMBR1L	4.5546306538338
SLC25A20	6.28270413845026
RSBN1	6.74500193293018
S100A2	12.2232930835411
C2	5.95213237441372
RHOT2	5.1148384647661
RALGPS2	3.47161419462602
EIF4EBP1	6.97840463370003
C2orf27	4.46602528954044
GCKR	3.63020156830809
FER	4.37949299282777
TRPC6	3.37795542999723
RGL2	5.9828292886002
ARPC1B	8.50559097534062
SNRK	6.95386029482932
UTP6	6.43951552471236
DNM2	4.28092139031402
GCS1	5.00434392682783
EHMT1	3.28969795865709
GLDC	4.7985779973007
FBP1	7.77353826763144
VARS	4.48537103000553
PLA2G7	5.75211262782357
RAX	3.06542238028964
TERT	3.49983396797114
CCL1	3.06294650652202
FUCA1	9.64725847697805
ALS2CR8	3.31789117881265
CXorf21	5.22809572362465
KCMF1	9.04401283034496
MFAP2	8.51818008948911
OXCT2	3.68367037159681
WWC3	6.17295757326301
SOCS1	3.86469955067593
IL17RA	4.72739368912088
C14orf115	3.92092623562276
ST5	5.84553781048374
STRA6	5.10443271092755
MPP5	4.93895785256971
SPA17	8.16350441998362
C21orf7	4.22220543950956
FLJ10986	5.12235075981282
LHFP	5.93460773926541
CAMK4	5.36724169689813
GALNT14	5.95550438312225
CXorf27	3.17216515074223
CLPX	6.09389511886408
NPLOC4	6.09027995701231
PJA1	7.56447212880081
CPLX2	3.47148842623509
ARSD	3.81545170549244
WHDC1L1	3.16467864029720
RB1	5.50883894901953
PHLDA2	6.35253084675916
C2orf56	4.01671852987147
GUCY2F	3.27899555181201
MPV17	7.71953139424698
PSMD4	6.52741758552997
SLC35D1	3.77505632631972
C20orf103	6.10639297007951
COL16A1	5.32372701209018
ERLIN1	6.89620082342187
JMJD4	4.67643275354429
SLC29A1	4.47254967149395
GLRX	7.28979756686544
HIST1H2BK	10.6857177570703
TP53I11	4.41111048206076
ST3GAL4	4.05587287980788
ALG8	7.8507696199932
PF4V1	3.36072346690928
SHOC2	7.48443682569022
REG1A	3.17359616906649
FBXW7	4.69485254781726
CYB5R3	9.79116855348936
MINA	6.18563390017503
HHLA1	3.99649503901702
MYST4	4.96805660566718
NR0B2	4.09469031607452
TFAP2A	4.22175820649033
UCHL5IP	5.07619956892251
TIMELESS	5.5274079205135
DDX10	6.97893437575334
SLC25A36	7.56017199345008
TMED10	9.66396488105059
ZNF507	2.95923221699356
LOC90379	3.84809651928914
RAB11FIP1	6.45747394143667
ATAD4	7.02269239508942
PHF15	4.44174919692821
ZNF26	6.06744404432499
KRT7	5.98729914693779
RPA3	8.77965183462253
YIF1A	8.33718441813017
PPRC1	5.81973949655686
PCDH17	4.88431885407147
PHF8	3.79275594544733
RDH14	7.88422139450135
DNAJB2	5.48080264830152
HNRPK	9.68947764882108
PTPLB	7.67615455137623
RABEPK	7.32253334684037
SNF8	8.56153722858475
CBARA1	7.05182312116906
RAD51AP1	5.70741400749187
HAT1	8.4605415115908
HTR1D	3.32696265696324
H2AFV	7.49576806678914
OAZ3	4.33933204255208
CXorf48	3.24677625493949
RC3H2	4.94660665967555
SGCD	4.50741140439625
PHTF1	4.4039908331465
CA3	2.96265731916869
PKIA	6.39902374525356
STX10	6.04107288955332
PEO1	5.40713872336102
JMJD2D	3.2870752834028
KRT19	9.71520709447094
ZNF143	6.38734265172054
ENO1	8.12310074245444
TIPRL	8.24097354380657
MAN1B1	6.5764648557486
P4HA1	9.06904815725328
TPTE	2.94384304248630
AKAP8L	4.27416214075244
GPR17	3.11552473676671
LRRC20	4.4533591888643
UBE2Z	8.9939222476686
COL4A1	7.53780954048975
ISOC1	7.09787781757344
RNASE1	8.38792305014953
C20orf20	6.1003408779572
NDUFB11	9.46089866622998
STK19	6.09341643599242
OSBPL2	5.65543507673322
PTTG2	3.05537959078957
GRM7	3.37340962404398
SLC39A8	5.00738971064966
APPBP1	7.8838332612052
STS	4.59106790375140
FFAR2	2.95928086693653
TMEM123	9.14564113822125
GLI2	3.86722377492243
BTNL2	3.37146080756713
ALDH1A3	6.5932740531806
TGIF1	7.87418722644825
SCO2	5.5428754136133
TP53	5.38232546575091
CCDC69	4.49776256115858
ZFAND5	8.22552357681742
ICA1	5.05424592596648
RAPGEF2	4.82590286392925
NAV3	4.28808329046345
EPS8L2	7.24414879909782
ATP6V1G2	3.30412038916904
MNT	6.12544342625517
C6orf145	5.98420295540574
PPP6C	8.43889411469522
OR51E2	3.26135163513784
OTUB1	6.69034641865659
ENTPD1	5.1999996690725
TMEM115	6.12365334450167
STK11	4.40417370120443
PRPSAP2	8.88117091991283
SH3BGRL3	8.84324730588116
MX1	6.5128642529824
PSMC5	9.48972622124669
TTTY9A	3.57085376164128
EXOSC4	6.98763041363488
SETD1A	4.13206099547147
YARS	7.74567883701215
SLN	4.07398870599286
RELB	5.07522646874885
NLRP1	3.7015809139649
LAMB2	6.24696177019561
FNTA	8.79513728176922
HNF1B	6.435380317482
C14orf139	3.96830486060112
UMOD	3.30101899967516
ZNF512B	4.8344432732943
GPR25	3.99773045255439
C6orf49	10.2548507192255
ATP6V0A1	4.59302472138557
SNFT	4.95250185246593
ZNF768	3.87056743907704
GTF2I	6.91155611032025
KCNN2	3.31600843144138
DYNC2LI1	6.35985275669271
DGKE	3.42504516232898
DNAH3	3.67360798982905
RPS6KA1	6.1962846879843
C9orf53	3.68931244980076
PTPRM	6.2749819349716
MRPS15	8.3695933528438
TMEM59L	4.67881341120266
SSPN	7.06239617406334
IGSF9B	3.30894348382002
CNOT8	6.93370425031016
GORASP2	8.38313050193237
ADAM17	5.456707344477
CHRNA3	3.29042643109355
MYOG	3.57398896726395
UBE2D4	5.91110365396015
CPNE1	6.8566726697161
AK5	3.43838742751389
RPL37A	7.89089342306969
CPS1	3.06372685456946
NDRG4	4.08397900430371
ALG5	9.34643095086476
NCOA2	3.61677328274006
LOC130074	6.51835264454327
PIAS4	3.42201817065715
S100PBP	6.0692671716002
TEGT	10.0132839917040
USP5	4.80153204058569
CFLAR	5.26751681305938
KIAA0692	5.35872805426423
WDR48	5.68387047686932
PCDHGB6	2.93610483750366
NRXN3	3.37652115234716
ACACB	3.78800067176844
CDKN2C	6.52172263348699
KIAA0226	4.59159299437763
TRAK1	4.55594218125142
CUTC	6.19282481011432
AGPAT5	7.70453048678437
WDR68	6.65584360424847
PREPL	7.04537856648708
ABCB6	4.40685596026801
RABGAP1L	5.10726912536544
FCGR1A	5.86544189507715
EIF4H	8.58302766024933
DLC1	4.19299934020185
MAPK8IP3	3.73127904308823
SPRY4	7.24575157815883
RPL11	11.7017361492449
RAP2C	6.75685048824146
ETFB	7.8952610231234
RORC	3.69815281274694
GRAP	3.04099231839036
SEPW1	10.1629575057909
NMU	6.39022407161421
MXD1	2.83427505857976
IFIH1	6.67091790574981
AZI2	6.43249755356949
WDR37	4.58479463588833
SEMA4A	4.35811150249111
RPL8	12.4372805480518
NUAK2	6.19751562951128
AHSG	3.58837106536125
RBM39	8.19956152291547
MANSC1	7.67510507962107
IMP3	8.62670541646446
ARHGDIG	3.34340275261313
ELTD1	6.05199002149477
PRAMEF10	3.4166344199539
RGS17	3.94526557180095
KPTN	4.71512999076197
C2orf3	5.01041541825271
PCTP	8.74609879286326
MRPL42	8.10453668976713
SIRT1	7.02504744793884
MANBA	6.18508684124308
CD164	8.28291138389308
ZNF671	4.60120211453809
GFRA1	3.04322190983413
PRM2	2.91576634299425
IL1B	4.61479104571997
HAX1	9.05130720077193
REN	3.19441240660224
ZKSCAN3	4.68327693231482
CTSA	8.01844589704717
TPRKB	8.64431521411029
UBFD1	7.22372408245036
CDKL5	3.3785828752294
HIST1H2BD	8.69998518900745
COQ4	6.72560205782217
TXNDC4	6.46003737069353
C5orf22	6.5637555727687
VGF	3.85694436207973
INPP4A	3.71881713283378
RNF8	5.33196030933342
BMX	3.22947513878379
SLCO5A1	3.73428292388739
PTPRU	6.09716476863558
ATP8B3	3.16818547607819
HOXC8	3.96040095398973
ADPGK	7.11781000809478
IL12B	2.75638875357558
LARP4	5.82627605317288
ZMPSTE24	8.5873720281861
PFDN4	7.02189816574714
KLHL11	3.31301613942404
PSMB3	9.6475846845021
KIAA0157	6.69806387317232
DDX25	2.85826581772364
NCAN	3.90834763041297
RPS25	11.5526447092064
SOBP	5.76354316888341
TESK2	4.34748052756908
DNM1L	7.46436015584945
LOC55908	3.27283549325984
MTIF2	7.7976973410861
ZNF207	8.61403422232507
EXOC7	4.99959449391704
CLEC11A	4.52931210978954
TXN2	7.70575934987186
TOLLIP	5.85627268268277
TRAPPC3	7.67239706909554
TAF15	4.80731934577918
HAMP	3.58462526065732
GRIA4	3.6270841878214
IDE	6.12722703808227
DLK1	2.90497981889633
PLVAP	5.37896037525508
NOD2	4.59562411298793
SCMH1	5.20900707134974
ELMO3	5.51301165430676
GPR68	3.30758230770405
HTR2A	3.09744659046243
FUT7	3.5486868215875
PRELP	4.69396543856436
COL8A2	5.04446316092333
GYG1	8.44512399471116
C16orf68	6.82158686487475
R3HDM1	5.11894202295827
ZNF91	8.00822086542784
LPIN1	5.07988073336957
KRT12	3.62037892013617
BAALC	3.50168511480963
MKRN1	6.95369505477758
KIAA1598	7.73840949124575
ANXA7	8.97876159823834
TNP1	3.30895570080997
WDR13	6.9629350913979
GAPDH	12.1837259323032
BSPRY	5.77649779216641
COX7C	11.4885836503447
FAM108B1	3.95628495284129
PGAM2	3.22424196514134
PEX12	5.71124559166164
APC	4.19925537055978
PMP22	8.18896350289267
TLR2	5.9457851212185
NPBWR2	2.90774951933478
WFDC1	4.22009944723621
MTL5	3.80191681496246
COMMD9	7.32621728885962
INADL	3.23896663729962
GPX1	10.578921765147
PSG11	3.11675863330673
SLC39A1	7.19205135767121
SNAPC3	5.08166075646797
C4orf16	5.44847377624045
GNA12	4.77088121693977
LIMK1	3.70771878608170
MECR	5.62213048584274
CDC42EP1	4.92197691681611
KIAA0101	7.9109810968944
B4GALT5	7.32017073816707
PIGC	7.30391867602363
LRAT	2.84806470434469
MMP19	4.61590943317076
IL18R1	3.34974799055116
VNN2	3.56118852279137
AKAP11	6.79941236410496
BCL10	7.33575684097415
GLB1	7.95698457089918
DTX3	3.46842119739334
ACCN3	3.05672270853492
MOCS2	7.37776139865327
HCRT	3.13803269548023
CYBRD1	4.75515989696543
REG3A	3.21749124826023
SULT2B1	4.56685479220189
SEPT6	4.46031940129640
MMP10	12.6448971759494
CDA	5.84988610237091
ME1	6.65023728008128
TCN2	5.30295848036356
MGRN1	5.964228568908
ZFY	2.79628840003639
CHRNG	3.6099931026492
IVL	3.26160242711361
PLEKHA6	3.53929278122184
CALM1	7.65629130137866
PGDS	5.44982156208107
C8orf33	6.6849706135093
CYFIP2	5.94288690178271
TEX11	3.9020965684339
CKM	3.3038049909962
MAP3K11	6.1554944300772
CEBPE	3.28785171123861
ACOT8	6.4754525424285
ESR2	3.2371559740061
OLIG2	3.17264297578781
AGTR2	2.87340337002017
DNAI2	3.05406702789048
EPM2AIP1	6.15788333957655
C14orf106	4.33582742897682
PZP	3.67870436164804
RPS9	11.9512534061411
SIVA1	8.17004974079893
HEATR2	7.85620057633387
CD3E	3.32699803009023
APRT	7.98628796187325
AMIGO2	8.9179204302386
GPS2	5.36997307904901
NOL14	4.78473158314024
TRIM36	5.03324519990587
RALBP1	6.90438545515747
EVPL	3.50789079608517
ITIH4	3.69893151536786
ADARB2	3.36751260176044
PIM2	4.96303231668917
REGL	3.38768539766417
GJA5	3.55430545498352
SLC17A5	5.8663463175344
PIPOX	4.74568888866554
HGF	3.51171019368877
EPHB4	4.98763813274265
SOX18	3.59213842962538
SERPINA10	3.15281818130215
INSIG1	6.06554843727888
WDR23	5.65226992959883
SYNGR1	5.02915121963961
TEX15	3.93759921649971
REEP2	4.12137036111103
CDK3	5.23956793905778
HSPA12A	4.46423225750755
REPIN1	6.75006986414604
ARL8B	8.93357090222568
PDE4A	3.78696741783512
CAPZB	8.14986307475258
SATB1	7.25949933183156
PPM1D	7.56042893355029
VPS45	7.32433837781298
TP53BP2	6.05132197236773
GINS2	7.8479969638825
CYP1B1	6.23656330015076
CACNA1G	3.37851474539694
VGLL4	7.88906078826022
XYLT1	4.4545970059337
BRWD1	3.83744680734227
ROS1	2.9496070459335
BMP8B	2.85761829150153
SLC5A4	3.55306910072496
SLC6A3	3.50942890258102
C16orf53	6.17078801973322
APC2	3.76774994166047
GOLPH3L	7.8607908021144
ZBTB17	4.10924594545367
C6orf54	3.36686831943441
SLC19A2	5.6399488508546
C6orf134	3.54545696227355
C9	2.70315089653684
ZBED5	8.53273972557471
PVR	3.66127131136184
ARTN	3.57072651176212
LTA4H	9.42381069202074
MAGEA4	3.23399335066262
IFIT3	4.8056152764337
PDE3B	3.79659972476814
GNRH2	3.60041407921261
STEAP1	6.16136426825361
FLJ10292	6.83462901973847
RPL39L	5.87800393675774
PGK1	9.7771843676151
CCL13	5.89887037094084
RLF	6.41622760117319
MLXIP	4.13826617463469
PLOD1	7.15204448907522
MTFR1	6.33476606425045
NPDC1	7.16831511029966
C11orf16	4.26558800737298
RRN3	5.12668257703965
GPAA1	7.26338813077932
C3orf14	5.3765706978936
TEX264	7.27189924798292
C22orf28	8.85563233961726
RYR3	2.69566340297447
VAMP2	4.51204694496333
XPNPEP2	3.26992723051701
PDE6A	3.19045136306967
SUPV3L1	6.310085463954
FIBP	8.69031924087962
SPIB	3.36411220679138
TBCB	8.64973289034175
DHCR24	7.78654573329805
ADRA2C	4.45408852335365
MEF2D	3.83811201074153
MYO1B	5.79362940312324
VAMP8	10.7643777903044
ANKRA2	6.85913331672642
TLX3	3.31026398576721
PANX1	5.88790889908112
RCBTB1	6.06504118400161
FGL2	5.93174682131776
CEP70	5.01526820130685
WASL	5.66666123180145
DCHS2	3.48645243731953
RNF25	4.77494567071642
CYBA	10.1332143483602
ARHGAP11A	3.33163044030353
PLAU	6.90273014362742
MPZL2	6.49282101095989
MATK	3.59566713287235
EHF	4.66069428670034
CTNND2	3.42324045177624
PTEN	6.03791772643651
ANXA1	10.7055010896253
AFF1	4.50125663306686
ZNF189	6.89673631060953
SUSD5	3.35015928519872
SLC28A3	3.45191827266822
GUCY1A3	6.61258518615408
RASSF7	6.73070790268638
SETD2	5.45191965571274
ROGDI	5.95073181857665
C20orf195	3.67714991254183
TICAM1	4.96047413433693
PACSIN2	6.74453844289268
SERPINB5	4.65262815516706
PRKCDBP	5.55309805327662
TFDP3	3.14351260483175
PLCB2	4.0182757496925
RFX5	5.97967586241637
TXNDC15	7.63479554352686
PTPN18	5.9686573900732
HLTF	7.23478717783868
PKP1	3.40676670976706
NDUFA6	9.13846180544595
KCNF1	3.82018188459532
HMG20B	5.48867741812305
SYNE2	5.9832497992921
SLC22A4	4.07778697448482
VCPIP1	3.85210207636647
NETO2	6.15527592301446
SQRDL	8.83257744257139
BAI3	2.8043172644485
GALK1	3.78253527058093
SERPINA6	3.44123401174415
ASCL3	3.59521160326353
NOSIP	8.3667072038858
HD	4.7502708865059
TRIM23	4.3503338610588
FBXL6	3.51945065334888
FABP7	2.93914550906244
ARL1	7.62561510033084
MAGEC3	3.05108145869431
CDK5RAP2	4.09281761706798
KCTD15	3.78443266403015
CD1D	3.31784343983186
EIF3B	7.00578026472311
KIAA0141	6.55997427120719
BIK	9.01464421533155
PAX4	3.17101136979478
NANOG	3.15624806408533
CEP135	4.5934343232963
ALOX5	4.67576853100611
TRIM22	7.44667430488836
LYRM2	7.27113313971132
GPR162	3.58003148130534
RNASE6	7.42844758616662
GJA1	9.60700763468557
TAS2R10	3.01210804961806
FASN	4.02046100686868
MRPS14	8.6629166033199
HMHB1	2.95487103469694
GPR116	4.75112844445324
TAF7	9.10561650679169
GK2	3.43488066415235
ZNF219	4.92233731913064
AMBP	3.27358746685679
CD33	4.37550376779033
RAB3GAP1	5.76260608787419
NXPH3	3.93316763160828
KIAA0953	3.49042895822101
CROCC	3.90389829852962
CCBP2	3.44728884170146
GPX7	7.3836705464057
TGM2	5.61125347476233
STAM	6.47190773557545
BASP1	7.93221853734205
ZNF202	4.5449562991611
ACTL6A	7.63064851715548
POU3F4	3.73625358230393
ARHGEF7	5.05464505374445
SLC23A2	3.91094606561088
TBK1	6.03807183788299
CRYM	3.94430474304792
PKD2	6.18123295283845
STX2	5.070348313541
ACTL7B	3.11092753942089
RPL29	12.2642911088357
NR1H3	5.44843974721859
MPPE1	6.32004675440404
CLCN6	3.99549588801811
C16orf59	4.56214737747163
AADAC	4.20986309096948
SQSTM1	8.38263405229126
TCP10	3.54078608422326
BIN3	6.00148791428659
DEFA4	3.54163784594499
HPS6	6.67225666771415
ZNF197	3.59498150727977
MAN2A2	4.22101354277774
PTOV1	5.23277705628499
GABPB2	5.58687150577633
KCND1	3.34037103745107
RNF208	3.90891352713470
PTPN11	5.27990482373723
ZNF274	6.78981469748657
C7orf26	5.24068668104527
ATF3	7.05667475566354
UCHL1	6.74223726300927
APOL6	5.45885752014572
PLK1	4.23493493058839
NPHP1	3.34065627001712
DAB1	3.42054944830865
MLL	4.21687638105285
ANKRD15	5.12900404394217
C1orf218	6.17920007212493
DDX47	9.3055581711303
ATP8B2	5.1213192919494
ANXA13	3.17347082099147
RFTN1	6.42660388062668
TAPBPL	5.31922336968827
BTG1	8.7961497478093
DPP4	5.89638784153351
KLHL23	5.43945515858427
APOC3	3.60797477839882
NPPB	3.45430092543156
ZNF148	6.55612103989403
CNOT4	3.86317684254685
HIST1H3I	3.14053835611898
IKZF1	3.78030236455979
ZNF141	3.32493726497058
PSMC2	9.2832767475787
APEH	8.0121339722706
GGA3	4.26383367440752
OR2J2	2.96635608931770
KCNA2	3.07164042585667
ZNF749	3.27408064771629
LPGAT1	6.76048403181751
TMEM159	6.22589376518924
PCYT1A	3.35799811735921
BRMS1	6.2108362983721
CHST1	4.23924845129992
LGALS1	11.2400358980444
THOC2	6.8838214245276
TAF1B	5.71894241794013
GPR173	3.13595409769367
CASP10	3.77777753050757
COL15A1	6.01184862689536
ALK	3.46973632746427
GAN	3.68409431777429
EXOC6B	3.37032596311484
PCMT1	7.83670715065555
HIST1H2AE	7.19445028185264
VAMP1	3.7568668742565
HDAC5	5.12572450722298
SRI	8.9474610845094
HLA-E	9.83836057740312
SLC25A32	7.01610418493073
FLT3LG	3.38565679242862
WDR1	7.12002963134396
ATP1B1	8.7576910237061
SGPL1	7.41075928510289
AFG3L2	5.48081842282377
C5orf15	9.17424149351437
SWAP70	5.94542213500426
UBXD1	6.24130428936931
TRIM31	3.20689675957142
LILRB4	3.76565446155410
GSTA4	6.36887661851186
ARNT	4.07316926161241
CDKN1B	8.13424408789127
SEMA3A	7.95839535810753
FOXC1	6.4312614110259
HIST1H3B	3.56381491153951
BTRC	3.8897680581715
LSM14A	6.5850092792438
IQCH	3.00389873346493
STEAP3	5.31392733176048
YEATS2	5.17377517529322
CABP5	3.5744365785984
TRIM3	3.48925459923091
FGG	2.88492303100603
ABCA1	5.58752894947808
HNRPM	7.64637830398758
PLSCR2	3.1608846922482
JTB	9.67194398003039
PQBP1	6.44035645636673
CLEC2B	7.5300998084295
EDC3	4.46519894274614
REST	5.09993943231105
THBS3	5.14070419512305
EVI1	7.1972294437947
MGAT5	3.64141687315524
TSPAN8	3.30151266161415
DYNLT1	10.2489300954034
MUC1	7.38941812706883
IGSF1	3.24317485530553
TEAD3	4.71251954879564
ATP13A3	5.56014586533881
C3AR1	6.72437947433659
STOML1	5.70332888352026
EFNA4	5.77785968320136
HAO1	3.26140745016718
USP24	4.83058686784601
TWF1	7.1633444064533
MRPS17	8.08205578439648
MYH9	6.00845084940468
C9orf9	5.17726744859593
LBP	3.28974410568773
FSCN3	3.81283507125373
BDKRB2	5.44382858307398
HSD17B4	8.41750900754293
SEC31B	3.70165113144660
IDH2	8.18204603139417
SFRS16	4.84340891845645
AICDA	3.05289817826269
RAP1GAP	7.17070093133847
C1orf56	3.76247946888924
DCLK1	5.06720095068
MEF2A	5.4085294222175
ASF1B	6.32365734117049
HTN3	2.84335696668489
ADAMTS9	3.13662320436386
COPZ1	7.94958264656034
SLC4A3	3.37651863528200
TAF2	7.32999966484658
KATNA1	6.22635735942834
STIM1	4.57605848238592
TBX2	3.63411297528082
FOXD3	2.81791112530778
RPS4X	12.9183563764933
PODXL2	3.67641413666019
C1orf176	3.28278882146086
RPS3	12.1654072506982
COL21A1	3.28623299978127
RAI14	7.1114341987401
LRFN3	4.32089982261927
SRPK3	3.66877409978991
FKBP14	5.29475717178693
TNNI3	7.13567969928162
CXorf9	4.93119414137694
REC8	6.86809711845284
HOXB3	3.85691891386589
SGCB	6.7244410965254
FRAT1	5.0064842865312
CLP1	7.02463700284895
MORN1	4.47315985324185
DUOX2	2.88110947854128
TSC22D3	6.90783357780623
ARHGEF2	5.75711437204618
CASP8	5.52215645753647
PRKD3	5.08595281246244
CFH	7.5935016861456
NRIP1	7.37039980236619
TRO	3.67521687871541
BNIP2	6.34699869872738
DHX30	5.37597974975998
TBC1D22B	2.76743253003280
GJA8	3.58948142615042
GPR52	3.19533000040932
FGF20	3.11617117247136
CASC3	6.08299977332261
METRN	4.9730319172585
KRT3	3.33888215912481
ARF1	8.90963209848197
MOG	3.29251022976050
ATP7A	4.61654076736346
CCNG2	5.71915388371337
PLCH2	3.85605055697923
ITSN2	4.43803684252667
GIP	3.31138108328102
LOC390688	2.94756818644493
LOC89944	5.42251588184157
PSPN	3.94833309645423
HOXB13	3.07449364023281
MTMR8	3.61009045748008
UBXD8	6.64864470638541
GYPE	2.83945639572743
SPAM1	3.26641926408487
PPP2R1B	4.58030791433094
CNN3	8.40571812187845
JAG1	5.6635564755767
HIST1H2AL	2.92922165080182
CHGA	3.13863975644128
CACNA1B	3.1274490473889
PAPPA	3.52578268060084
RAPGEFL1	4.14849349486818
RHOA	10.9307582685455
CYP4F8	3.08127943812056
TRH	3.87360885442116
DCTN3	9.00313750502933
NT5C	4.68138780815715
ZWILCH	5.97263374490964
SLC1A5	5.81468278951437
CALCA	3.34845180756662
VPS41	5.12632479349043
SYCP1	2.8060585733787
KIAA0174	8.13006822342406
CXCL11	4.10781904581102
ZNF639	4.4152264958321
CACNG4	5.41201867025444
TNNC1	7.98303499132887
GFI1B	3.27550930859199
C11orf58	9.7577682254426
PSCD1	4.0852871789935
NUDT18	5.60315260311805
CASD1	6.46372267074237
LPPR2	4.753368975487
TTC35	6.94895462143747
SMC4	7.63193415323078
ZNF771	3.34906980004299
TTBK2	3.84361479010656
GJB3	4.28633298852348
RGS19	6.85679223585421
SFRS3	9.44856754094775
HLA-DQB1	7.53616467277251
SCRG1	4.20552376513281
NRAS	6.85883538910962
FBXW2	5.7109713962655
SIX3	3.57736232414347
DUSP26	3.36628005390699
HDAC9	8.0712075039549
ZDHHC24	6.22437666957793
OGG1	4.91747861586079
DNAJC3	5.89399071464127
LITAF	9.3538082989796
ZNF410	8.2477958592433
APLP1	5.9600253601972
AFP	3.17164380366841
OR7A5	3.71484353953595
ZW10	5.40817681869928
DLX4	3.55727589299256
TUBA1B	12.1512928366707
MGC70863	6.58491847249071
C12orf29	7.81529171949444
CRY1	7.23632578282665
OR1D2	3.43903823361038
C1orf25	5.89376941561539
PHOX2B	3.41739993844263
CUZD1	3.75767759689543
SCAND1	7.8930769774664
MYT1	3.64775934154979
VILL	6.51822452108629
PPP3CC	3.75778775408092
GOLGA1	4.42873343210323
ZBTB43	4.39954014257445
VAPA	7.98807250450658
MEA1	8.5142679917363
STAP1	3.02131228961866
PIK3R3	4.65547787819929
TGM5	4.16720205004772
SLC34A1	3.60119905349817
USPL1	5.70105343335613
DLX6	3.0677033428321
FBXO40	3.43942155029654
NKG7	4.580099357824
BRF1	3.67661611163659
CCL27	3.3676802919759
EMP1	9.27722041708412
ACTR6	6.5574058540107
PFN2	10.6771258193772
MYBPH	3.28697294977022
CHCHD7	7.1457554030118
TCEA2	7.237376139715
PPP1CC	9.86827603866364
COG2	6.56271756406382
FLJ20294	4.37121098700877
TARS	8.11657590039661
ARHGAP28	3.29268799106765
TRAPPC2L	8.49714527436029
CCDC109B	6.97452356046233
LGTN	8.39263265710429
KCNB2	3.05369624069205
USP13	5.06365296920742
RPS2	11.7960051391482
C17orf75	5.33528280349084
FBXW4	6.42908091994711
SLC2A8	5.93557279780130
WT1	6.44487839820147
SNRPE	8.92963514503225
LEPROT	8.86406038664004
STK38L	6.81464582899673
CUEDC2	8.30939613749323
IL13RA2	3.03229229382879
DDX42	6.85902029732405
TXNRD2	3.55626677749994
C4orf19	4.08147726162553
TNFRSF4	3.82650930805037
AOC3	4.07363428069249
MTHFD2	7.68863044368764
