Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_G05_297928
Composite Element REF	Signal
KIAA0494	6.09264908389055
GABRQ	3.54868011982071
TCF4	6.11826038548057
APOBEC3B	4.9870936175274
NR2C2	4.72219049237812
NKTR	7.15161057564395
MYH2	3.10002046850827
TLE2	4.47203309544802
FXN	4.89984174392423
AURKA	6.71238173891696
KIAA0892	5.01488390144238
GPRC5C	7.10312898025808
TBC1D9B	6.0730311163493
PAEP	3.32979934864892
PNPLA6	5.25326971043122
SPG11	7.15055566674008
KCNJ13	3.12223415209306
NOC3L	7.19288634942571
AP3B1	4.47673075559057
C11orf68	5.13539272258117
NAG	5.77888153644983
AKR7A3	3.89064938556577
AHCYL1	8.0910747268894
FLJ11184	4.66217200910775
MLN	3.44014325881308
RPP14	6.43201283553024
TIAM1	5.4506572646412
ANXA2P2	4.819688341866
PBX1	5.50172689924367
PXMP2	4.56584817431813
KRT17	4.0100851586431
LACTB2	7.15144335332856
ZNF711	2.79484229550617
GGA1	6.72030031599864
VAMP4	4.41112884802067
C20orf19	5.63689064194187
BCAP29	3.95366424220689
DDX24	7.52037025862068
PHACTR1	3.89992506620927
SLC35E2	3.62740096076415
LOXL1	4.97722881917854
IQSEC2	4.02357028013997
RGSL1	3.42935706199205
SETD8	4.50512754145998
HEXIM1	4.67104504380123
PRRX1	3.17706362366862
SULT1A2	5.31706035029324
ASTE1	5.27236979607997
KLHL9	6.78211478865087
GAA	5.64401490039337
MYOD1	4.24993834466398
ZNF747	4.12577116483196
ARHGEF16	4.46165292417197
SCN1A	3.40601317916123
GDF9	4.06563077103454
IL1RL2	3.63086610879427
HNRPH1	8.06027637214997
MED18	4.32521842683063
TRAF2	4.32557405652894
ECE1	4.91436350602156
TEX13B	3.65943490819808
SNN	4.37795569468792
HCK	3.63902776160642
C6orf62	5.88251422568998
GABBR1	3.45943887315997
YIPF6	6.02883870813215
BMP6	3.92151473315104
PROX1	3.41126115362564
LANCL2	5.65768741603907
SCN3A	3.26224556376459
IL8RA	3.72467579883215
LSM3	9.06266346227605
CDSN	3.58134783107492
EFHA1	6.77690656474361
SSRP1	7.10807597596395
ASXL2	6.87983897938876
RPE65	2.82983304167522
SNAI1	3.83253243904505
SPCS3	4.29151458630132
EFNA2	3.12561778803250
CLDN9	3.89190864338501
DEF8	5.16304229798173
CHAF1A	4.81773033652255
C1orf165	4.19408456377776
ZFPM2	4.13902792278811
C9orf7	5.2108391217549
GC	3.07622811720822
FTH1	10.0582129174375
IER3	8.34439222345201
YWHAH	5.69085481515688
ADRB1	3.54242829221259
FOXL1	3.62570170946771
MGC31957	4.26353986028159
MUC5B	3.5228678765145
ZNF193	5.1033585709708
CSRP1	8.58938038447921
MOSPD1	5.15469776203912
UMPS	5.21201242761698
RAD1	6.35808104369202
RCP9	4.59228593557322
COG4	5.47601327563566
NFRKB	4.17085279786644
FANCA	4.01624108764865
CDC2L5	4.7424839936367
GDF2	3.92087827339363
PCBP3	3.51211725237687
TIMM17A	6.66387521979092
BFSP2	3.20352186214972
OR2H1	3.07608210717469
HNRNPA0	7.42457984505998
IKBKG	4.5099354030859
TM4SF20	3.28370262928499
PCBP1	8.86192394420472
LRRC2	3.23721010666242
NSD1	5.2668278516763
AMMECR1	7.58930665616976
MAGEC1	3.09729370935513
SEC13	9.38644510515942
WDR91	5.26695034822023
HAGH	5.67789627863877
EGF	3.02556355042931
NHLH2	3.17061888009376
NCAPD3	5.44149416019763
BRCC3	5.02948101947311
CNDP2	8.69801436569398
FYN	5.00935897057969
YPEL5	8.61183677025272
KCND3	3.83119511657329
LRRC42	4.88159048145855
GTF3C5	4.36535248161675
AKR1C4	3.40532405555579
RBM26	6.45231628331133
DUSP14	4.31885913905964
AP4M1	4.71025519583626
RIMBP2	3.07459245010116
ABCC2	3.71947112871561
COL5A2	4.34829186429744
DNAJC16	6.36798602984658
TTC12	4.87016573516391
SNX13	4.29664025579008
ELA2B	3.95891329810727
CSPP1	5.23688951251375
NAIP	4.66206158565316
MYOZ2	3.19914586487774
XRCC4	4.18132896303143
CYB561	5.74887542242103
CHST10	5.3695905574328
BAI1	3.99947320696549
THY1	8.97358045099474
KIT	3.43414906206598
TBC1D8	5.05308600712969
PDE6H	2.98170079550203
EPHA7	2.98312469429074
SOLH	4.98838391599622
FLJ20309	4.03851984016587
MAP7	5.27416498510338
SPAG9	4.35517900898608
ZNF294	6.44292881992121
CENTB2	5.62296962496914
FLJ21963	4.87499044384062
ANTXR1	3.37459829264444
CREB3	5.62929858258497
ETV7	4.15984809127171
DGAT1	6.53118677417566
TAC3	3.99179351118711
CORO1C	6.93215580701123
RAD54B	4.43178157159702
HRASLS3	6.7114974693206
MED25	5.52730899952348
BARD1	5.65017207664367
ZNF177	4.1886630907852
MIP	4.12438466411869
ZNF442	3.55501044762001
F2	3.67889871121694
FDX1	5.74421978409801
GRIA1	3.18221701980883
IL13RA1	4.56835105121680
EIF2B2	5.98599580815422
NHP2L1	8.57621652366489
WNT5A	3.86878591961402
ZNF593	8.29430901692592
TRA@	3.23656257028649
WIPI2	6.04383766381749
TAS2R7	3.24240525805358
RANBP1	5.37552869082026
CSNK2B	9.42719185120253
DKFZP434O047	3.46496882647188
SLC7A4	3.21451108004440
WBP11	6.74341101518652
TEX2	6.31710355964955
C17orf80	3.35921308832338
TMEM176A	3.82652831593362
GALNT2	6.54128465100314
CTNNB1	8.65109308963261
BHLHB2	7.35204194361213
TMEM185B	6.27644250481994
DND1	3.68704008445755
ARD1B	2.99774552464946
STK3	5.37687561724457
REPS2	5.13235365664066
LOC541469	4.01400650405852
H2AFY2	4.8358862780426
CCNK	3.72875517907134
FSHR	3.13532883783896
GAS8	4.27742036361598
UPK2	3.47978149729352
C1orf66	5.2958920802355
LCE2B	3.41190298044428
CD200	7.29094059920629
IMPACT	5.16328466556637
KRT83	3.45190280762556
COL19A1	3.36916559196662
BMP15	3.64198380403128
POL3S	3.35202604373185
ITGA6	6.21451093182317
GAD2	3.37039873804346
C1GALT1	4.81669326596915
BAG3	6.87475945795275
ZNF468	4.57229788049621
RIC8A	7.33534932533297
CA5A	3.29776291140458
CCND1	5.17226848180111
DKK4	3.54334965713277
SGK2	4.19328365866139
PIK3C2G	3.22731642210894
USP11	9.31608165004988
IMPA2	5.94770693449886
PRKDC	6.30696949823053
DSCR2	7.47276780021294
CCL4	4.050146410823
MSR1	3.55495835482046
NOL11	8.22821318451575
ZCCHC10	6.12500790271869
PDCD6IP	8.79755021593413
TRPM2	4.74665208647855
PSMD2	9.39724754484772
USP18	5.10251704022903
ATXN2	5.7875436204139
SLC17A4	3.39169212216223
RS1	3.62791277228727
RRAS	6.55020402896497
LAMC3	3.7157360237571
NET1	6.0271031558932
NPY1R	2.95661517584967
TOX	4.74932156123713
MVD	3.36603387163256
C11orf61	4.66598739962306
IK	6.63508881240484
GCNT2	3.47534665391190
GABRG3	3.17108820522138
BCS1L	6.20721678804132
BCAS2	6.92791871683549
ACE2	3.22247388967477
KCTD17	3.39646054125729
TPPP3	4.50912054236559
CALB2	4.10417001100023
ICT1	7.06589351740402
CD79B	4.27574855980508
CEBPZ	8.02291009675308
FMOD	9.20365298948403
IRS2	8.32407284336003
C21orf66	5.01021580294559
LUZP2	3.28320806344138
CLN6	4.21455361890597
ANAPC1	6.95187563055373
PTPN14	4.05582738050234
APTX	6.55738750590764
SNRPG	10.2202092933015
BMS1	5.36812395052864
NFATC3	3.94476307939247
ADCK2	4.86703491767991
ZKSCAN1	5.72755749306618
FASTKD2	4.248178622466
ARS2	5.76606014872856
LRIG1	7.82383173861773
KCNMB3	4.21116139687777
ERC2	3.24449435114641
POFUT2	5.09120485881880
PRKACB	4.42432918799659
PRDM13	3.52250634423294
KLK12	3.33652630908266
ZNF354A	5.47050931533441
PCDH11X	3.15694947599983
TMC6	5.2525666918579
CAND2	4.37429527981061
RIMS1	3.74382392910839
SF3B2	7.78816590382783
RCN1	7.52760717380983
CPB1	3.24939936835998
BCAR3	5.50672028231941
BCL6	7.10854615135408
MDH2	10.0213295745067
DRP2	4.025698544814
TPD52L1	8.59775126340374
TXNL4A	7.04501537452876
OR3A1	3.17108606671616
RAB25	9.5506581405086
C22orf9	5.41910006650045
PCTK3	5.27512704944426
POR	6.4627976731996
ARPP-19	6.06819374908742
SREBF2	4.62590801222027
ZWINT	8.04844845850056
PAK1IP1	7.0555194365744
OR10H1	3.86371678744747
ENPP2	3.91549401786940
UXT	9.28700311498389
ZXDC	5.8780170377799
TGFB1	3.65081499625547
SLC6A16	4.15262897451229
SLC31A2	3.87689047672390
LRRC8E	3.82972583152642
ZNF780B	3.34110329255969
APEX1	10.2732808330523
PPIAL4	2.96235936930356
ZIC3	3.43707045233212
CEP68	6.37997003957847
PAX2	3.77697642194514
MRPL11	6.32091772145676
LPAL2	3.39468562823156
VPS53	3.45470819300487
MPDU1	5.24314056282683
PSEN2	4.88923573475265
GAST	3.71008005884775
DHRS7B	6.05145573970839
C10orf28	3.56395545324479
UBE2L3	5.58025707211492
ADRA1D	3.63325080050047
FZD10	6.21124577976072
ATP6V1E1	8.26644585868043
SAR1A	5.80888534527497
ASB1	3.70123337171559
MCTP2	3.45449547436237
TMEM5	7.28329087971161
LCMT2	5.96260066400931
KRT31	3.72630569198806
ZNF223	4.35551281301887
BIRC2	8.21521718131175
IGL@	3.69417145553148
NLGN3	3.99539504630728
MEP1A	2.82586628677122
LOH3CR2A	4.70481698804667
TMEM53	4.36950616009344
SLC9A3R2	3.61789708338813
TIMP1	10.1039122241968
PTPN9	4.87088872169468
ABCA12	3.2091125580236
TPST2	5.97691114556746
AQP6	3.57525693505091
KCNIP1	3.76377281134679
YES1	6.55613449141337
ABT1	5.54695284819559
RIPK5	4.30268131232657
SMG1	3.62138577684769
IL13	3.47179104562861
MDFI	3.567594412432
PIP5K1C	5.40327330379949
POU2F2	3.58271270486525
TSPAN14	5.68454681778934
OR10C1	3.28445235033105
GPT	4.49570781366119
PDK4	3.42896020295954
CLIC1	10.2445849359737
LILRA5	3.16327606513216
TREML2	4.02450715076424
ELL3	5.3762645215785
NNMT	5.45670020152126
NUFIP1	4.95694798117494
ZNF74	3.5134195508451
RHBDL1	3.45691297124979
HYAL2	6.3489998570125
IGFBP5	4.53073922919395
FAM29A	4.54870339950846
NRTN	5.07242639123415
KIAA0556	4.85830983591949
JMJD2A	5.67127552721377
ERGIC3	9.61543881019997
POLD4	4.56795700353235
EPHB1	3.71871002059231
LRRC36	3.8331580166887
TARBP1	7.90175758439285
ANAPC10	4.30942847437766
C1orf9	6.83468842269211
COLEC12	3.94489503967787
TNFRSF25	4.11214866490295
MEGF6	3.99185975477417
LPHN3	3.80661176563257
BMP10	2.99805494149356
C21orf55	3.66333507192192
SLC2A1	7.1877592140238
CER1	3.75689404816934
LSAMP	3.6182340305432
RPH3A	3.43678930300221
CREM	4.70070248370073
SGK	8.74146009422013
ATP2A3	3.38211275459939
PTGER4	3.77852295250187
CCR7	3.35846944582841
METAP1	6.21950252981492
KCNQ1	4.45773205474737
RECQL5	4.1081015068959
SSFA2	7.05084123697278
NR2F2	5.76588154310159
MTERFD1	8.3433683216629
BCL2A1	3.23252764339611
ZBTB24	4.60598741285658
NLRX1	4.61571673538539
FHOD3	3.98189046285353
PRDM1	3.32561248289622
PSG7	3.41162321836289
ARHGEF5	5.54616994224883
CCDC47	7.39199360043543
FGD2	3.50605886222546
SLC26A6	4.06958923933599
BIN1	5.89982478393164
SRRM1	8.28902500102712
P2RY14	3.49498726451275
PCSK1N	3.57004364009709
PPP1CA	7.2267411491929
ZNF33B	4.74325516595604
MOCS1	5.05507717965004
NAP1L1	8.60511233010478
ECT2	6.97187135538087
CACNA2D2	4.20276578069223
PTDSS1	9.99520800897405
DOCK6	3.78751183661143
SLC38A6	5.042042399474
C10orf119	5.39054934089997
CCR4	3.33644894487082
COX6A1	10.6315900672438
B3GALT2	3.11714702247839
CD14	5.57794358201558
ABCC9	4.05499490358212
SNAP29	6.70399014782079
TRIP6	7.66200267519561
HMGCR	4.75454420943083
CDH3	6.19184358817928
KLHDC8A	3.59215485794823
IFT74	4.85802359875244
C9orf116	4.9717909465686
EI24	8.41834999201143
CENTD1	5.03590019647301
RWDD2B	6.26736678726548
INSL6	3.23302671872507
HERC1	5.70539899605955
NPAS2	4.02404970103817
NR3C2	4.24078914897558
DOCK1	5.25756307899874
FAM63A	3.57823320162613
FAM111A	7.54550551075392
INPP5F	5.5624687174419
MYBL1	5.86670174076248
HOXB1	4.26390056570211
CRADD	4.26404293213661
EMCN	3.62272537324319
DUSP12	5.67767469950144
CGREF1	4.87826743159317
BLNK	5.59239316167574
VASH2	3.36773893896102
PDZK1IP1	6.99581682656275
SKP1A	9.05366475749706
IL19	3.63327863136424
DOC2A	3.40873840376493
COPB2	9.5549885571671
CTR9	6.06680150533275
VIL1	3.47111502549313
CDC27	4.29084852076679
PTTG1IP	9.6697871048464
LECT1	3.53702438180402
COPS6	6.90545687813754
COL9A1	5.09148591018996
MCCC1	8.00734556514716
GPC4	4.23952991891592
VAC14	4.15863911665868
PSMD9	5.0105023250983
PPY	2.85754027268314
SRCAP	4.9820532886666
PPP1R13L	5.37435233174849
BPGM	5.08641632165826
TTC19	7.28558339782261
GFPT1	6.88226232865066
C1orf114	3.62965788832824
HMOX1	5.34512122239577
SLC27A6	3.75975330125852
MC4R	3.31841578960383
CALML5	2.94541954510659
MRPS10	6.84687319301861
PRR13	7.82850183276165
INS	3.20493167743917
CECR1	4.83836086596182
SERPINB8	3.13805660773276
FLT1	3.42399426987713
FEM1C	5.82801849132425
PPP2R4	6.63281752335918
PDIA2	3.49948681103922
TMED3	6.90435550082832
NUCKS1	6.58048768816006
EXT1	7.27417451363814
RCOR1	5.48187172125855
EBI3	3.346199351614
SMAD2	6.53510732634035
ODZ3	3.48805929647733
POLS	8.25041220549982
NXN	8.81231971465963
PPIH	7.64050720187327
FOXJ3	5.30298775556802
EIF5B	6.2578729275625
EIF2B4	7.14380731104721
C20orf121	4.09357279096209
CENPE	4.86787963315396
KIAA0415	4.32562881379239
CRABP2	7.27279179160078
TSPAN12	4.50869692294113
CXorf15	3.6004858809402
LOC57228	4.85586536274706
ACTR3B	5.26740565258747
ASL	5.58884122355412
GATA3	3.1104476253473
TFAM	5.71200371751806
PCDHA5	3.67863935774612
PARP12	7.59377463876245
PIGH	4.81847442051699
ENDOGL1	3.35301837240686
GTF2H1	5.99276912907017
MPZ	3.2457208280589
BIRC4	3.56400163821696
SSBP3	5.08045534226723
BPESC1	2.55909626715718
FOXC2	3.31609463560381
HS3ST3B1	3.31264909184466
GDNF	3.41819555434406
CTNS	5.15004303496233
KIAA0859	5.4968445148131
TRPC5	3.2439094775764
PMS2L3	5.1768036290422
TEP1	3.71111133697899
KIDINS220	5.58176202520708
CRH	3.27985226962423
CES3	4.95499666203562
ACP5	4.16347908313121
AMFR	4.44270360161989
CA4	3.55369115965828
PLCB4	3.85817995940382
MPHOSPH10	7.7270103338974
PGF	3.63986684554065
G3BP2	5.18955297978208
SR140	6.50025314532414
ISLR	3.80359628767084
HOXA2	3.15817497095732
PYGB	6.9183177928275
BAT1	9.953943396053
TSC1	5.90237520649764
NARF	8.025646677377
DKK3	3.73510240419393
UTP18	5.38576183792956
TSKS	3.62046450176124
DDX31	5.25617081640997
TULP1	3.62278233550488
TNRC4	3.78577342204372
ZNF430	4.70884540229602
POSTN	3.29747368823642
AASS	3.57744623149453
APOL5	3.78992222911742
PLA2G1B	4.16320434165740
FLJ11506	3.97570857710543
GTF2A2	7.18612270490147
RCHY1	5.42524318411777
CYP27B1	3.37048055556305
VPREB1	3.59676018136097
MGC4294	3.58684173456258
TACC3	5.85018359400834
PDCL	5.26607863833619
DMXL2	4.00003783568705
LOC4951	3.32168881278119
EID1	5.88759194269137
MS4A4A	3.6134048253133
RBM14	5.41126167092579
MGC29506	3.68772262907371
PPP2R5B	4.36470710011417
TNFSF11	3.22050616064273
ATG2A	5.62529146831816
RPGRIP1L	3.67048066841546
SPOP	5.91095384025116
OSGIN1	4.06667785679955
PTPRF	7.8121788726792
ICMT	7.20842578922418
SEC24B	6.95240098199367
MAML1	7.17507710498043
POLL	4.67025837960846
FXR2	4.68924216249299
TYK2	5.82963448374192
MUC6	3.52299307485267
ADAM28	4.68827837976413
MYL3	3.35944193773472
NRL	3.27936261693621
PIP4K2A	4.73609086605268
TCL1A	3.56006502849791
MED7	5.52711567233919
MYLK	5.659380681588
RRP1	5.23099084178474
TFAP4	4.47558699480059
CYP4F2	3.53246115950441
UNC5C	3.13814662677601
ARL4D	4.95297651554048
SH3BP5	7.85231871415169
AKAP6	3.5703329966253
CTLA4	3.23497438721963
ACSBG1	3.98704624357444
MTMR4	6.00901855621473
NECAP1	5.73971912436367
SLC25A17	4.603187474012
POLR2F	7.06233276201345
PLA2G2D	2.93718979526339
WNT2	3.82478359050167
GLMN	5.75217317888452
MCM7	6.25542022501283
TRIM52	4.9740321208149
DCLRE1A	4.75772316616949
PDX1	3.69244714964205
UBQLN3	3.16306211282969
PRPF31	5.15011216099602
TLR7	3.10733458407185
SMAD1	6.14220103165014
CLCN1	3.77573093081527
RIOK2	5.6632604667645
CEACAM21	3.373241801819
PDLIM4	4.79326315319098
STX18	6.55663164176323
CCPG1	3.87819922323557
SLC2A6	3.82558877467614
SORCS3	2.99907615743260
NOLA3	8.75408948582696
PDGFA	4.4698703201804
TRDMT1	3.88664419027982
CFL1	10.7838305444003
IL4	3.29124364337697
NAT2	3.55773374317918
CPSF6	5.81785258851589
PRG2	3.49327436386526
PIGQ	4.0372407812302
CLSTN3	3.91233477471943
KIAA0146	4.07629989325947
GBP1	7.43733414677705
CEP55	6.00778080133626
ZNF408	4.62748701746078
KRT20	3.00963097090938
EYA3	3.67280265628495
KRT38	3.54115630248288
WDR7	5.25846352690369
BLCAP	8.14537090873689
HLA-DPB1	8.1071195171222
SFI1	4.24157255519255
GNE	4.1794731513275
MGAT4C	3.19494241939861
CTSE	3.46525774296618
SLC35A2	4.3906142810065
TUSC3	6.49895691333179
GABRD	3.27953506278077
IARS	9.54957035912405
ARFIP1	4.82348746040136
SFRS9	7.32617133360532
CEP110	4.25587255674231
MYF6	2.97840541929354
MGST2	9.09749433234667
EVI2B	4.00525617823484
TRPV4	3.72131284217531
SLC25A11	6.80871569476888
EHD4	6.83223485894189
NOX5	4.22592994060255
NCKAP1L	3.99792078002285
EMP3	4.58499747010302
SYNCRIP	6.85525050707311
BPY2C	4.76927763170733
C1orf38	5.52981179791608
ZNF426	4.46324621202175
ELOVL2	3.42558511118401
ATP5J	9.81005448790703
CBX7	4.7526399391899
OSBPL1A	7.63566554089311
MED13	6.13685159349662
ZNF589	4.3896887068657
CHRNB3	3.20637350613089
GOLGA2	5.50563349475812
NIF3L1	6.32440403270218
TRA2A	5.84856000161368
F2R	4.10448966026638
PHF2	5.73809452801751
PID1	3.48171925617739
MTAP	4.01191890248287
RFC1	4.40119111251756
C5orf3	5.06063656746582
ADORA3	3.93038895451091
ACTL7A	3.32373718073988
RAI2	6.29981672819334
MAP2K7	3.58927099089117
HYAL4	3.62657386453934
GZMB	3.32435747023321
FCGR3B	3.77565809997365
BMP1	4.32879378999237
CPNE6	3.12530373244842
SP2	3.75004931043428
DPF1	4.41166045415408
SMPD3	3.29712282062583
TMEM38B	3.82150979243083
CCDC56	7.79150075801634
NFE2L1	6.29665761804369
MRPS31	7.23810365854443
STIP1	5.01150743461555
MMP26	3.21514651265651
RASL11B	3.45074371504162
NT5DC2	6.91935609799593
HLA-G	6.62000744823402
LRP2	4.59761329392246
MTDH	9.15298539902584
HSP90AB1	9.7023059775306
PMAIP1	6.96515199844043
LMBR1L	4.31984560252336
SLC25A20	4.98870600704656
RSBN1	5.98993459717173
S100A2	8.93324679969505
C2	4.72054049393306
RHOT2	5.64531628506774
RALGPS2	3.57537062816546
EIF4EBP1	8.6107547513559
C2orf27	4.66005956499717
GCKR	3.68631756611535
FER	4.0598773145615
TRPC6	3.33168551481903
RGL2	6.81011559797804
ARPC1B	7.7725818863038
SNRK	7.2264992162566
UTP6	6.68673902569869
DNM2	4.15696536413668
GCS1	5.73902488866988
EHMT1	3.52563956511161
GLDC	7.06492379668595
FBP1	3.74910229510998
VARS	5.11643978740775
PLA2G7	3.44211571743628
RAX	3.21344349238826
TERT	3.74662389895638
CCL1	3.58543113465035
FUCA1	9.52472486761816
ALS2CR8	3.17954361498976
CXorf21	4.18418193136915
KCMF1	9.78183903396702
MFAP2	8.20982219802319
OXCT2	3.77397805259311
WWC3	6.56113828449636
SOCS1	3.66819877004551
IL17RA	4.48995021832132
C14orf115	4.12209209282719
ST5	7.07773010197254
STRA6	4.56383655213092
MPP5	4.13964518113029
SPA17	5.81551678940431
C21orf7	4.04242754951299
FLJ10986	4.62084413209703
LHFP	4.376516913077
CAMK4	3.70641929055669
GALNT14	5.50188637347407
CXorf27	3.53478481910508
CLPX	5.46781709072359
NPLOC4	6.73555767655795
PJA1	4.98268421747578
CPLX2	3.75026730802108
ARSD	3.88100293038535
WHDC1L1	3.13264045406147
RB1	4.84184427346232
PHLDA2	4.73598833299954
C2orf56	3.92257269827657
GUCY2F	3.11104172048644
MPV17	7.74892362433969
PSMD4	6.77220340571708
SLC35D1	3.77449210512093
C20orf103	4.16070638713653
COL16A1	5.1571120511932
ERLIN1	5.14353813907813
JMJD4	4.43849885558623
SLC29A1	4.0266759057402
GLRX	5.52721186181851
HIST1H2BK	10.1267443255032
TP53I11	4.29651367304584
ST3GAL4	4.34998266416552
ALG8	8.2672899108611
PF4V1	2.95427122630358
SHOC2	5.84250189001308
REG1A	3.46608704415697
FBXW7	4.47108934288675
CYB5R3	9.4090757161808
MINA	6.75662126807357
HHLA1	3.88332242489342
MYST4	5.05701320271707
NR0B2	3.87542596216619
TFAP2A	4.16560490909163
UCHL5IP	4.52490524779304
TIMELESS	5.42980411611535
DDX10	7.37217001432244
SLC25A36	8.30962400687567
TMED10	8.29428812020174
ZNF507	3.01466958172597
LOC90379	4.13770913780838
RAB11FIP1	6.14187684883359
ATAD4	5.37036175234105
PHF15	4.4679609604329
ZNF26	5.60584751664579
KRT7	5.27951919352313
RPA3	6.39202571071288
YIF1A	6.24536962123213
PPRC1	6.42820194597979
PCDH17	5.01770148159071
PHF8	3.85042140961853
RDH14	6.74772475047047
DNAJB2	5.12009530486951
HNRPK	9.85714859622436
PTPLB	7.63642902757788
RABEPK	6.62189715598582
SNF8	5.96556289711179
CBARA1	5.64007841637213
RAD51AP1	5.01833450543854
HAT1	7.02484122571048
HTR1D	3.97243768526988
H2AFV	6.78125524435322
OAZ3	3.69364944619775
CXorf48	3.29410564668236
RC3H2	5.1607913117328
SGCD	3.81159645579767
PHTF1	4.19582499123182
CA3	3.35385688122881
PKIA	3.28872923382508
STX10	6.41549627603815
PEO1	5.59041755384462
JMJD2D	3.31798872147173
KRT19	7.83888921631108
ZNF143	5.88812347899254
ENO1	7.31141088103756
TIPRL	7.97356354784756
MAN1B1	5.15636318938771
P4HA1	7.8921537653136
TPTE	2.90594929125097
AKAP8L	4.92272738879081
GPR17	3.37592846100688
LRRC20	3.95588213088384
UBE2Z	7.49059397034964
COL4A1	6.12079110233497
ISOC1	6.17110225817682
RNASE1	7.7175886790165
C20orf20	6.36674815134728
NDUFB11	8.75707519450924
STK19	5.50004107893784
OSBPL2	5.84106673851462
PTTG2	3.24746891671245
GRM7	3.46101174260424
SLC39A8	3.88295559251543
APPBP1	7.11612959853184
STS	4.51751176927317
FFAR2	2.94009973955599
TMEM123	9.45998523399901
GLI2	3.67252914831376
BTNL2	3.49969385020972
ALDH1A3	3.88752110596652
TGIF1	6.78565550448111
SCO2	5.50025788727806
TP53	4.78330112270269
CCDC69	4.31577562683605
ZFAND5	8.12274870353665
ICA1	4.46369959979619
RAPGEF2	4.43066437885958
NAV3	3.82034551723707
EPS8L2	6.23773834059582
ATP6V1G2	3.37964726709772
MNT	6.79591252256269
C6orf145	6.29898604650849
PPP6C	7.3751567891921
OR51E2	3.44369720761581
OTUB1	6.03651489059147
ENTPD1	4.19180428927999
TMEM115	5.67824508124791
STK11	4.47889944402440
PRPSAP2	6.21974992165323
SH3BGRL3	7.59202468117501
MX1	8.45482313586678
PSMC5	7.76076288321241
TTTY9A	3.18133169308567
EXOSC4	6.74816254192844
SETD1A	4.74745811902947
YARS	8.04824239431298
SLN	3.59631443862279
RELB	5.01623717632271
NLRP1	3.63389132873434
LAMB2	6.28862096308267
FNTA	9.13497663807147
HNF1B	4.94936267737813
C14orf139	4.51637585175425
UMOD	3.41064918698261
ZNF512B	6.19025692914575
GPR25	3.74428641670846
C6orf49	10.2803404816909
ATP6V0A1	4.01701073225541
SNFT	3.59326390746027
ZNF768	4.29317903762111
GTF2I	7.41817315950984
KCNN2	3.42024989508331
DYNC2LI1	5.55914470900458
DGKE	3.30121832711827
DNAH3	3.97484176018393
RPS6KA1	4.90659310374544
C9orf53	3.24148323577787
PTPRM	6.96130740373667
MRPS15	6.674622671671
TMEM59L	3.81337334054082
SSPN	4.54445098127729
IGSF9B	3.58771572194009
CNOT8	5.57869538965450
GORASP2	8.66273410300971
ADAM17	4.60033762289179
CHRNA3	3.76548936246257
MYOG	3.87948191723560
UBE2D4	4.905360193409
CPNE1	7.50089037286446
AK5	3.16109773718979
RPL37A	8.2485198810984
CPS1	3.20464994396479
NDRG4	3.86377216952689
ALG5	7.49374015471628
NCOA2	3.98527424322863
LOC130074	7.60956833788134
PIAS4	3.48869139083886
S100PBP	5.90128657454776
TEGT	9.10282536488816
USP5	5.15140262866315
CFLAR	5.19576643018064
KIAA0692	4.22011775549457
WDR48	4.99037433786299
PCDHGB6	3.51930138859902
NRXN3	4.7879656110557
ACACB	3.80201240068189
CDKN2C	4.49879127276893
KIAA0226	6.00789044509378
TRAK1	5.7134767174784
CUTC	5.67389369052573
AGPAT5	7.60361570589681
WDR68	4.82005885569061
PREPL	7.28333468844393
ABCB6	4.28856731748088
RABGAP1L	5.82767191623824
FCGR1A	3.79791814906698
EIF4H	8.88674409071653
DLC1	3.90246003870872
MAPK8IP3	3.74700955897601
SPRY4	4.76004640969208
RPL11	12.1970158174532
RAP2C	3.67265711549978
ETFB	5.13761455773039
RORC	4.5196913162322
GRAP	3.34050782029504
SEPW1	7.72863302658287
NMU	7.41409730780122
MXD1	3.1180955909254
IFIH1	8.0620645888151
AZI2	4.70992067201787
WDR37	5.19701206670819
SEMA4A	4.99883985464394
RPL8	12.3981192134089
NUAK2	9.76401983624637
AHSG	3.63693775745865
RBM39	9.28965363923508
MANSC1	6.36766069802001
IMP3	6.6987740707589
ARHGDIG	3.36779585091497
ELTD1	4.12718704128463
PRAMEF10	3.95638572938969
RGS17	3.04645527070585
KPTN	4.50713601177892
C2orf3	4.76004915158963
PCTP	5.14171270350457
MRPL42	6.67472588907975
SIRT1	5.79639842099994
MANBA	6.11239146145507
CD164	7.62731779372318
ZNF671	3.35151095452555
GFRA1	3.74661826138585
PRM2	3.16617427150361
IL1B	3.95276870306169
HAX1	8.63013956446697
REN	3.23593825514050
ZKSCAN3	4.52260463730722
CTSA	8.84285077033977
TPRKB	7.34295250983895
UBFD1	5.94176530542297
CDKL5	3.21505880167046
HIST1H2BD	8.51243944080877
COQ4	5.02084145096631
TXNDC4	5.60363392811903
C5orf22	6.63180918181102
VGF	3.60843723853534
INPP4A	3.77767751657968
RNF8	5.0031306406515
BMX	3.44484365252112
SLCO5A1	4.09491126956537
PTPRU	5.75606312957683
ATP8B3	3.34933981853748
HOXC8	4.15091120966527
ADPGK	5.70046226092167
IL12B	3.05696922727539
LARP4	4.74183088793803
ZMPSTE24	7.98591783261298
PFDN4	6.4539481601401
