Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G01_491276
Composite Element REF	Signal
C1orf164	6.01376752386886
MMP25	3.66607140198809
ULK2	4.24469220776395
PIGO	5.20769386813829
CHST5	4.62263757994142
NRCAM	4.37619217445584
SLC35E3	6.20949307913015
LYRM4	7.6520822469182
CSRP2	5.51006607624148
HYPE	4.86404810315092
HIPK2	6.58029434124497
GPER	3.20583664254493
DAP	7.06693154653924
ZMIZ1	9.21357698405694
DDX58	6.69852462467714
TIMM13	7.31125329243425
DCC1	5.04300007388941
AKT1	7.8824311978215
GBA3	2.75468793752863
CDC34	5.89205933574806
TEX13A	3.56942801420421
MTRF1	4.19261971027837
MCM6	8.45680446010298
RNF125	4.43879578587064
ABCA7	4.0286982750392
CASC1	3.17815116802887
EIF4A2	11.9592344283902
SHROOM2	6.70649032687542
RPGR	5.37254614049651
COL6A3	7.30421622089132
TMEFF1	4.2353757605807
GPR125	5.9715707420276
PLEKHA4	4.22853204261423
USP22	5.96790256767487
PTCD1	4.55707111051012
GNPAT	8.31783654100458
CRTAC1	5.23789760434446
BXDC2	6.72474209141505
C18orf1	4.154861826983
WDR18	5.29663787546483
HSD17B12	9.7136303634733
HIST1H2BM	3.6281583728885
FAM107A	5.00545031288647
EFNA3	6.11769953164772
P18SRP	3.8935030898507
CYP2B6	3.50613115738012
CAMKK2	4.7960273266239
NES	7.02297374204425
KIAA0649	5.42089544417868
TBC1D2	4.79028902973287
SLC25A12	5.29421168329665
ERCC6L	4.68080858300978
POLR2C	7.37527228120845
PON2	8.75040379536939
ANKRD27	7.31465197195518
HPX	3.64380996009749
EIF3K	9.66544945176665
CLEC4A	3.5896567463751
CPSF4	6.84775798376097
MLXIPL	3.95967991145632
ENC1	7.44274042342051
MAP2K1	7.90427225025476
GH1	3.91322379729113
FKSG2	3.50425794382424
HPS5	6.17851973130596
KIAA0430	6.6957626838858
POP5	7.07055533892521
PTP4A1	6.09704208740264
MARS	8.3631669267992
ARSE	3.25200660089225
PPIE	4.53798959513149
UBR2	5.78039678971373
GP5	2.81401833350833
IL8RB	3.68523792274202
MAK	3.93119161600307
OR11A1	3.12219227845750
STC2	5.74913053657418
PGLS	8.3131555404211
SAE1	8.34410312206345
COL6A1	4.16710969024005
STMN4	3.09617449931541
OAZ1	9.94805142852045
SGCE	7.51092650852017
YIPF5	5.64170207505954
PRSS8	8.52589747333236
IL11	3.92516794158701
WNT4	2.96227189662565
CSN2	3.13443901138307
TCF7	6.00389341638123
SAMD9	4.45918206586351
TDO2	3.65716686686533
MMRN1	2.92241172995089
SV2C	3.9992297420962
LCN2	11.1753462443420
AKR1C3	6.87250251675845
RNF19A	5.16458151558231
YKT6	5.1044403896212
GMDS	6.22762020295489
SPARC	7.39613817038535
CBX5	6.71093525321497
MAGEB4	3.30697186157038
UBE2V2	7.7265814579005
ASB7	4.37427922525389
BOLA1	5.96428930306352
PPP2R5E	7.25819220047249
COL5A1	5.12588465001451
DERL1	7.33206291683693
FBXL18	3.64602171021596
KIAA0460	8.12190260602793
ADAM22	3.21982184194769
SERPINC1	3.18350999401753
MOAP1	7.36481047671855
F3	7.14445893824393
MYOHD1	4.24375610504961
ZNF37A	3.42230952836604
GTF3C1	6.89778684370437
CTSZ	5.2992987262834
PLEKHM2	4.99801455658674
PRNPIP	4.99004751050477
DRD1IP	2.93389358161476
NR1I2	3.65968227763746
ZNF266	5.53717775002618
VTI1B	6.76549553378568
EFCAB1	3.46567712333197
COX4NB	7.36411274127679
TMEM48	5.16792004925523
SAPS1	5.89141567858116
SEPHS2	9.07795627508243
APOA1	4.28259456624365
PYGM	3.34812312113781
KPNB1	8.81298710691682
WNT5B	5.16347109809157
FOXO3	5.33808374315867
KHDRBS1	9.44893069564745
CRYBB2	4.77783039364446
LARS2	6.15207730205031
C3orf28	8.62507727162836
ZBTB5	7.12343343424333
SLC25A38	7.13699283251666
C10orf68	3.76216941327777
FTCD	3.58469039850893
DCTN2	7.64416148858827
PSEN1	5.3770268608816
PLA2G4B	4.94115348358315
ZNF324B	4.16860708899538
MCF2L2	2.98236695953808
CDKN2A	6.99672689970621
OLA1	9.30282952298647
TSHB	3.22706150826375
RELN	9.20663150527046
SCN2B	3.38691696544156
MFHAS1	7.89590000974522
NKX3-2	4.01703537721957
MEX3C	6.71386955719489
SSBP1	10.3020262424349
KPNA6	5.57801432184502
ATP5E	10.932277299488
SUPT7L	5.736823976701
CASP2	4.40318851321369
PDIA4	8.12973360008522
SERBP1	8.71941754563505
TESC	3.44828068240537
YTHDC1	9.0363793952649
KIAA1641	4.43968747824002
CSF1R	5.01532418685354
JUN	7.64784880255842
NAGK	7.40646207490522
PCNXL2	4.72220654706879
ATAD5	4.57496025194025
MYL2	3.42272477183859
AZI1	4.93300207610723
STK38	5.72405372819477
RBP1	8.70753080827882
KIAA1026	5.54085145853017
HIST1H4C	8.51179450949676
ADAMTSL3	3.04252741118352
TOMM7	9.5285729832565
HSFX1	3.70722862343850
LOC339457	3.84941455073427
TREX1	6.45794241863038
TNFSF14	3.41568168843790
C18orf10	8.2115678155417
CRISPLD2	4.69945712453739
AOAH	3.83797270233859
CA6	3.89917268694603
TRIM15	3.71172032022211
PNN	8.45024708945796
CEP57	6.68900333071358
AR	3.76136567580069
DDX3X	6.26814032453419
PLXDC1	3.47239435861830
HNRNPL	7.95818637733532
KIF3C	4.41184351615012
EPB41L5	3.91792134049327
RUNDC3A	3.87830672712522
ARHGEF10	4.78140784284842
POLR3D	4.92672806079005
INDO	7.78210988813901
GABRA3	2.90751537646377
E2F3	7.72310146984575
SCG5	4.15061996530585
HDC	3.26653050058163
KLHL3	5.26230822700699
FGD6	3.31620680382120
ATP6V1B1	7.91923905995618
GOLGA4	7.83809709922802
NOTCH1	5.57602802572648
ATPAF2	4.15708012373466
ECD	6.79034909339855
SSX5	3.46255693937351
SNAP91	3.06221416576413
OCA2	4.58025741720387
PNPO	5.79837509049956
TMF1	5.12668840545147
DAPK1	5.7229339290137
RPS6KC1	5.38468442945937
CDH5	4.99155212011074
DAAM1	6.9081879995238
SELENBP1	9.19798693223601
NEK3	3.97004689335525
SSTR4	3.3576407281589
TNFRSF10D	3.37432898053037
FOSL1	5.1222368382848
GSTT1	6.55893026853886
INPP5A	8.328516885071
CD40LG	3.33941101939347
CES1	3.44632421350299
DCI	7.85366944175376
TRAF3IP1	4.04974819635508
SMARCE1	7.67548837012108
B3GAT3	5.23540439452897
VRK1	7.32342645490258
STK17B	5.12845647729171
AARS	7.76014481008611
CNTN6	3.14439669853908
CYP3A4	3.93433804791998
PISD	5.1608800772082
ZAK	4.1380251935154
USP1	9.76715011439097
TRAP1	7.82523278241133
RNF44	8.08741978424536
CENPM	5.43255477090515
NPTXR	4.55684455355606
SAR1B	8.0357284042829
DPYSL3	7.14273795503368
GPC1	5.0770559348879
APP	8.48724057035818
GLS2	4.65019914464695
TOB1	9.56154794948618
MNX1	4.7384342317616
TCEAL1	7.16280065782485
ORC5L	5.16766850691865
CENPF	6.14702523161676
C6	3.81254730504227
LOC441601	3.25507497455155
PRSS1	5.55798223960086
PTGIS	4.21219148115043
C6orf124	4.39491310537637
CEACAM3	3.80772498125709
KRT23	8.59964740421427
ODZ4	6.6493379798276
UBC	11.4735125355807
ATRN	6.50444138599838
HAPLN1	3.79965662235401
RANGAP1	5.05491560289098
SNCB	3.18932433719738
S100A9	10.8704807106038
C10orf26	7.35553687403851
SRY	3.00232522243638
RNGTT	4.46440839526165
CDCA8	5.35707003712222
HIST1H2BF	6.14158252750146
CEP250	4.14009769026909
MLC1	3.33242123440147
ATPBD1B	4.9295237236594
TNIP3	4.19253693979798
KCNJ2	5.99789434236941
IFT52	6.99710667423353
UTP20	5.44726121776583
ZNF492	4.00534065486391
PDHA1	9.05206118882321
BYSL	5.81902940474697
TKT	8.04835698892657
PMPCA	5.74636280507614
RNF38	6.92920205226122
KLHL2	7.47725775981008
AHDC1	5.65594369877076
APOB48R	3.77845206723794
GLTP	6.34734237649479
MPL	3.30721304089688
DMP1	3.17522302830774
C9orf78	6.06209275922757
ADAM12	3.59862582387512
CRTAM	2.84178794721213
CSPG4	3.38757036926614
HSD17B2	3.37338081417977
UBE2G1	7.113517719303
ADCY7	5.6523521083226
PAK1	4.29388499260799
FRAS1	3.53187472282603
PELI2	5.36426185497188
ATP13A1	6.28053985471235
OR2B6	3.5923163931595
SIDT1	5.03190863365408
C1RL	7.23031045321761
ATP9B	4.03245793755365
TPX2	7.6629930727768
DAZAP1	7.53965048674102
HMGCS2	4.19867344209291
PRKRA	6.8794907046424
TLN1	6.62706024609013
B9D1	3.99191838559442
NKX2-5	4.3380158506189
MITF	5.12264334365137
LILRB2	3.82266466907793
CSTF1	5.8313778988125
GYS1	6.82908492024699
BTN2A1	4.93129731715798
NSMCE4A	7.38963278332434
DNAI1	3.74247165810743
IGF2BP3	4.11775770322744
HOXD11	3.81637843468016
FNBP1L	6.78024428451311
DHX35	4.77633161990851
SLC33A1	5.03411164998845
HRG	3.44474231670332
ZNF131	6.45890006306376
USP47	7.6428246956923
TRIM33	7.33261763608232
FBXO42	4.90809846287213
HTN1	3.14176040578166
C13orf23	5.34430864198426
PAPOLA	7.93812270048188
C1orf27	6.24611269773683
AATK	3.77494778139316
MSH3	4.92748655519725
RNF14	6.23571640928928
NDUFAB1	10.1326191187984
SLC4A8	3.39410310230768
BAK1	4.65486314041354
COX6C	10.8713378895243
MTNR1B	3.50813412046572
SPECC1L	6.83754632349773
PGCP	5.70783493043134
SPN	4.20992390778941
GPR143	4.80623394599317
ZNF576	5.30794981291216
TMEM39A	4.97805954220914
PCSK1	3.10891841772887
ATP5D	6.23756884832201
MAGEB3	3.07603463033774
SLC13A1	3.17961210115648
RPS5	11.0125732221919
ARF6	7.16156724791939
KIAA1009	3.67435371145698
ANP32E	8.13145414246934
YEATS4	5.49038415196655
MTMR1	6.3752802366901
PCOLCE	5.08169049701242
MNS1	4.69207291630767
HMGN1	9.95934994703687
CXADR	9.96146064604624
PCYT2	4.9931084738524
TSC22D1	10.4093825190799
UTF1	2.90057663903274
BZRAP1	4.54903726885217
LAX1	3.51954963471898
PUF60	9.12686340436292
ELOVL5	9.78660714939994
SPPL2B	4.42778047721764
SHC1	7.13913396697749
B4GALNT1	3.50742362402806
ZNF673	5.30372738467452
IRX5	4.18010704862755
LIMS2	3.9130796834901
ITM2B	9.47370872194099
GINS1	8.66763912644634
BAHCC1	3.92613924272708
PAPSS2	7.5176308259641
ENTPD3	4.42605688869541
CLCC1	5.62996920686258
SMO	4.61743417099554
ACSL3	7.82176464128701
PIK3R5	3.63882564610417
GLT8D2	3.69981695363298
CDC14A	3.61849976773289
UTRN	3.74127975425997
CNN1	4.20487393252859
KRT1	3.208934609885
HISPPD2A	5.78622694571452
SDAD1	6.00614661814075
SIGLEC9	3.28134414697940
C22orf26	3.28462701270512
RPL35	11.6199895435576
IMPDH2	9.88403130144426
FLJ22655	3.40639706569758
ENOX2	4.49846906504914
INTS6	6.2233151816269
FPRL1	3.31838917051101
CLTA	10.6306614025158
SEC14L5	4.0888834871136
SMC3	7.69105073068415
C6orf123	3.27090352720935
OGDH	5.90716409089122
GPR37L1	3.6390242275895
FLJ20160	3.37610524710724
ASB13	6.21656514889804
GSS	6.0922788868912
NT5M	3.91218225577241
SIX5	2.94398179165974
KPNA3	3.69778885724961
TAF5	5.66063673473289
KCNA1	3.45529096923817
HSPA1L	4.05428948760227
RHOC	7.45780480906
TH1L	8.94669160741033
SSTR2	3.41889592533014
PPP3CA	6.90001483505587
CHRNA5	4.0422458436594
DLX2	3.47236225275418
SLC1A7	3.71030228786995
C6orf108	6.08517548066515
ALDH3A2	6.05925450480743
DDB2	5.79249026021353
FLJ11286	6.40062801441061
SPATA1	2.72637419662090
CLEC1B	3.6271593511402
MKNK1	6.13976023399084
DYSF	5.97553829905442
FOXJ1	3.63651487933939
LEPREL2	4.94912405749701
SLC27A3	6.39970167438631
C1orf174	6.98268447856469
MTRR	5.60884699942179
PLEKHO1	5.0713283095983
HTR7	3.08401340245663
RING1	6.57190814902198
NPC2	10.7550859182793
BHMT	3.70450631888247
YTHDF1	9.00589639803718
AVPR1B	3.86428421129082
MSMB	2.91508557058131
LMAN1L	3.52717916288873
CEP170	5.73145773706521
PF4	3.88305733397353
MSH6	5.70923624400134
IL1F5	3.83217409908065
ZNF556	3.48099796909822
PLEKHC1	5.84902113909218
BCL2L10	4.21052970556436
AIRE	3.57114990125067
IPO4	6.6276433091222
FIGF	3.17573227341928
QDPR	7.4612773435141
SLCO2A1	6.26060832896057
FOXA2	6.09652471770318
MAPK12	3.74715035094922
BOP1	5.51993817592137
PRDM16	3.28757923406841
POLR1E	5.38602428661705
INSRR	3.04236609274140
PDE6C	2.66258156718270
C1orf216	4.85769421817398
SIPA1	4.76135238460572
EP400	5.02461468535364
ULK4	3.34495860751624
PTK2	7.25795246476505
BTN3A1	4.79304619729977
NDUFA8	8.8584639838846
LAMP3	7.64285179175273
FABP5	7.72875860375842
GLTSCR2	11.9532206280906
SORT1	5.24036482037255
LLGL2	6.39900809396407
YWHAQ	10.5573059299875
LRIT1	3.21899949201354
KIAA1704	4.37466926061997
ENOSF1	6.79817215515671
MEIS2	6.93932722196283
KIR2DL4	3.38589083071309
PCDH7	4.68414633895062
NFKB2	4.25581090968199
RPLP1	12.6813204583664
FZD9	3.50878975518617
HESX1	3.28474800730301
GNAT1	3.15576894539850
NKX6-1	3.41140844735197
CTA-216E10.6	4.66347753859293
IFT140	4.62022967153528
ORAI3	5.5680049167552
DENND1A	4.82668036998462
ABHD2	4.89271141312344
ALCAM	7.38619207607809
QPRT	6.34626347802571
TRAM1	8.36080489746107
TRIM29	4.99811047965765
ATP1B4	2.71550729873055
NUP37	7.04086978141974
CDS1	4.30598211768097
RHEB	6.58155459822653
C4orf27	6.47816983144443
RAB3A	4.69343548474929
SAA3P	2.92821392272532
SLC22A6	2.96802539495968
GPD1	3.42369799543850
KIAA0265	8.05393665022585
CDH15	3.12983404239093
NPM1	11.3380532667424
ERAF	4.19402923953108
ADAM19	4.11032288207621
PRPS2	7.86140727742844
GCK	3.24674871548523
DNMT3B	6.49681952993941
SNF1LK2	3.81944277409817
ADRA2A	3.69170753005295
TSPYL4	7.10382116372109
MGC24039	3.74397571203163
TASP1	6.56514055473674
WDR19	5.42791279868758
C10orf38	9.21659075445825
CCT8	6.86669080016466
PDE4C	4.71666175923306
N-PAC	4.48857678605883
POGZ	8.64166437475605
FYB	3.90078759304366
GUCA1B	3.07011832329886
ZZEF1	4.47929230190362
PPFIA3	4.15730236737343
ZNF334	3.48342562558694
C12orf44	8.06596219493257
RANBP6	6.56208459193198
LDHB	10.9962146877813
CRYBA4	3.52846615345906
BAMBI	4.72241982814914
RAB5B	7.08734256978113
FOXB1	3.96156220978926
MRPS12	4.44089944811758
TAF10	9.09492705066276
CRIPT	4.84559963711836
DEPDC5	4.09306513967766
RYR1	4.8397253915239
LTBP1	6.90689288870871
MAPRE1	7.99399366095005
TRIP12	8.33291805979915
FGF8	3.07267367561902
NDUFA2	7.37521407226627
C3orf52	3.84069591573526
SENP7	3.38198896655328
MOBKL2B	6.17091161511415
KIAA0355	6.09151109075341
CPEB1	3.65107315719209
ACOT7	5.3501186737204
FGF6	3.98813285006821
PPEF2	3.18657719156195
ABI2	7.09427166780146
PCDHGA1	3.36564936964047
KIAA0317	6.91997895892715
IKZF3	2.91089914248064
H3F3B	8.79052867282114
SLC38A4	2.97318453254083
ATF1	6.94370740942404
FGFR3	4.24046294380803
DYNC1H1	8.70503612574531
DIP	5.22180569379179
C10orf110	4.7886864752019
TMEM33	6.06369476673674
ARIH1	6.16750237000708
CYP2B7P1	3.49244037779166
POLDIP3	4.87740191004205
C1orf129	2.94038081322687
POU6F1	3.77268517341505
BBS1	7.46316138087956
RGPD5	6.12799369144906
C7orf24	10.0017088390749
GPR171	3.69305512503157
CDC6	4.43438058317793
PLD1	3.53266019170928
KDELC1	3.61537931198708
SULT1C2	5.10320823641172
CHI3L1	9.7567627537404
PIP5K3	6.80856968903855
CSDA	7.4251145883271
ITFG2	4.48830169743685
VTCN1	9.69967072432246
WDR62	4.14499906610743
NDUFC1	9.42239551256782
NBR1	6.15892273910881
HPS4	5.7822234957256
KIF2A	6.00153447279034
RARB	4.0347657211777
CEL	5.8726227506994
IMMT	7.67187381297312
CNOT6	6.96629949120351
PICALM	5.34126674981415
MARK3	6.56707676452148
DHX15	8.25786631125045
ZNF702	3.72262995110507
HIST1H1A	3.35573539574033
HLF	3.27868184262305
ADAMTS2	3.74415191628808
ARPC3	7.98779736265133
BRD8	6.45855855820188
NPHS1	3.5703399460284
WDR12	8.24546508367587
HOXD13	3.03049909776706
KIAA0494	6.75970942127487
GABRQ	3.15040598717167
TCF4	5.84834260758869
APOBEC3B	5.29632447835099
NR2C2	4.55671337274051
NKTR	7.33874277420533
MYH2	2.97750074324290
TLE2	6.2491740842977
FXN	6.04564452701379
AURKA	6.52972543120105
KIAA0892	5.39016764390276
GPRC5C	6.37436029230464
TBC1D9B	6.97567963038007
PAEP	5.06684698824923
PNPLA6	5.05357792659891
SPG11	7.6900197185242
KCNJ13	2.99132677955939
NOC3L	7.54887469353801
AP3B1	4.74113910842321
C11orf68	6.45381556839058
NAG	6.24852161831386
AKR7A3	3.71279219094156
AHCYL1	7.60513720416111
FLJ11184	4.33673141312771
MLN	3.20358205077724
RPP14	5.46875764188513
TIAM1	6.57483174728448
ANXA2P2	6.81087871634144
PBX1	7.39464755925998
PXMP2	5.917590334028
KRT17	7.79944793826746
LACTB2	7.56459714066865
ZNF711	2.71758470478541
GGA1	7.0776135796516
VAMP4	4.9579393851706
C20orf19	5.26342122894373
BCAP29	4.86303038357557
DDX24	8.50915969519942
PHACTR1	6.32493891256296
SLC35E2	3.38175099445149
LOXL1	7.9277427938502
IQSEC2	4.03023033021526
RGSL1	3.37264908976916
SETD8	4.20072442943311
HEXIM1	5.83216598469246
PRRX1	3.14130592296468
SULT1A2	5.76888627236511
ASTE1	5.20485214702645
KLHL9	6.80507193878307
GAA	5.1593754027149
MYOD1	3.86762045491184
ZNF747	5.2490764068642
ARHGEF16	3.99138923831668
SCN1A	3.20003290644703
GDF9	3.66560461208882
IL1RL2	3.34651183950596
HNRPH1	8.392977816022
MED18	4.63804309270954
TRAF2	4.10291104341796
ECE1	4.71274255669658
TEX13B	3.35168199747422
SNN	4.44711249351622
HCK	3.88871138894181
C6orf62	8.15119945270255
GABBR1	4.15818683842798
YIPF6	8.33724935489077
BMP6	3.89591646139246
PROX1	3.07258209375182
LANCL2	5.73216307725598
SCN3A	2.82779720445627
IL8RA	3.81740470345724
LSM3	8.7801120936212
CDSN	3.74114600213784
EFHA1	7.08629337095549
SSRP1	8.0675277470382
ASXL2	7.73934984780972
RPE65	2.72126329157680
SNAI1	3.56626068571039
SPCS3	6.85833061128247
EFNA2	3.01442713566354
CLDN9	3.97729101770318
DEF8	4.76725611515034
CHAF1A	5.00841938907729
C1orf165	3.37292535602184
ZFPM2	3.47151149699776
C9orf7	5.64137894488196
GC	2.87865351057075
FTH1	11.3421445405527
IER3	9.39737185867837
YWHAH	6.21667378439149
ADRB1	3.28190895015495
FOXL1	3.38352593029081
MGC31957	3.85197011524744
MUC5B	3.78223779604667
ZNF193	4.57270566126433
CSRP1	8.80653202068821
MOSPD1	6.38242917085749
UMPS	5.0018661801155
RAD1	6.71208445298298
RCP9	5.29282066591995
COG4	5.3501092290267
NFRKB	4.74696436737309
FANCA	3.82793682065713
CDC2L5	4.81246191389187
GDF2	3.26635449132531
PCBP3	3.52000186318463
TIMM17A	5.62725655655877
BFSP2	3.32484897872747
OR2H1	3.29061668199887
HNRNPA0	7.43878741175139
IKBKG	5.4610797091104
TM4SF20	3.1330074966797
PCBP1	8.8870935017955
LRRC2	3.18367626633096
NSD1	5.88817105583673
AMMECR1	8.09712296493111
MAGEC1	3.35844986052127
SEC13	9.50949800876079
WDR91	5.4248597964792
HAGH	6.82326139507898
EGF	3.19101296413934
NHLH2	3.13420992656078
NCAPD3	6.19552675556908
BRCC3	5.46354008840481
CNDP2	9.0868278629858
FYN	5.3071527150944
YPEL5	8.47253963182152
KCND3	3.42289309361361
LRRC42	5.19438745648928
GTF3C5	4.65477127310065
AKR1C4	3.08083801674219
RBM26	6.62353023121776
DUSP14	5.63340713424662
AP4M1	4.66997638988368
RIMBP2	4.65702017634034
ABCC2	3.47820724062319
COL5A2	4.98959909545664
DNAJC16	5.24785509787845
TTC12	4.79984275257453
SNX13	4.66375982427922
ELA2B	3.69673463878491
CSPP1	5.25730165545287
NAIP	4.62137135500474
MYOZ2	3.12852444285222
XRCC4	3.55269840983874
CYB561	7.0479178542265
CHST10	4.38384295943749
BAI1	3.92605470539325
THY1	4.49809795619416
KIT	6.12153683718803
TBC1D8	5.08390322812068
PDE6H	2.87321916954182
EPHA7	2.95243653186357
SOLH	5.32743957276831
FLJ20309	4.06229553701831
MAP7	4.87837680150117
SPAG9	4.73982921949859
ZNF294	6.94099036489991
CENTB2	5.56589476346153
FLJ21963	4.00554625681937
ANTXR1	3.43025205282213
CREB3	7.47202255621444
ETV7	3.69505493252639
DGAT1	5.77895520704589
TAC3	3.94501314149178
CORO1C	6.76661534358159
RAD54B	4.47380333764421
HRASLS3	6.86986668946934
MED25	5.84517770860592
BARD1	7.27904218418198
ZNF177	3.45152115831995
MIP	3.64956121293400
ZNF442	3.8654698364779
F2	3.44803801806304
FDX1	6.81414305236355
GRIA1	3.12855795247090
IL13RA1	8.1524007485166
EIF2B2	6.2851614583413
NHP2L1	8.12869591580031
WNT5A	4.85540973506837
ZNF593	6.41774231304496
TRA@	3.45359895053942
WIPI2	6.46874583596312
TAS2R7	3.31486325104151
RANBP1	5.78784358914845
CSNK2B	8.87980561371088
DKFZP434O047	3.3928126478071
SLC7A4	3.32395963637012
WBP11	7.97938760023487
TEX2	6.08260110592814
C17orf80	3.35929312941591
TMEM176A	7.14912315749492
GALNT2	5.16953129854897
CTNNB1	9.52367596857185
BHLHB2	7.12913048483949
TMEM185B	5.14523437540121
DND1	3.69211038658912
ARD1B	3.35824674789343
STK3	5.37373897151486
REPS2	4.84430819273412
LOC541469	3.65540122773586
H2AFY2	6.35975425122658
CCNK	3.66692643032842
FSHR	3.0444301414567
GAS8	4.92399576961441
UPK2	3.13981330820159
C1orf66	6.16849569109799
LCE2B	3.10635319028843
CD200	3.88087022443930
IMPACT	6.20306849986856
KRT83	3.06332249571171
COL19A1	3.36348859468642
BMP15	4.14854174925136
POL3S	3.65253789595835
ITGA6	4.6548132203759
GAD2	3.51983826161177
C1GALT1	5.62992864256304
BAG3	8.28861687989178
ZNF468	5.85451117379281
RIC8A	7.60735537537299
CA5A	3.24376002670939
CCND1	7.19967683743739
DKK4	3.32916332459254
SGK2	4.1957261868495
PIK3C2G	3.31229843335043
USP11	7.02967579683724
IMPA2	6.18278001660818
PRKDC	6.8423548516753
DSCR2	8.24616954045609
CCL4	5.02265227074659
MSR1	3.23893559650799
NOL11	6.98871623373303
ZCCHC10	5.77185675564744
PDCD6IP	9.78587187881783
TRPM2	4.6113144943277
PSMD2	9.41992906898932
USP18	5.89186276527823
ATXN2	6.08031512757036
SLC17A4	3.34430972572958
RS1	3.14100384266403
RRAS	7.28600986874453
LAMC3	3.6993782212292
NET1	7.57231800624416
NPY1R	3.03495894708432
TOX	3.71279638826240
MVD	3.38133408569808
C11orf61	6.03028068584268
IK	6.2555566597419
GCNT2	3.94253177620906
GABRG3	3.27032498683822
BCS1L	6.6402927147116
BCAS2	7.906516129318
ACE2	3.92518170806527
KCTD17	3.71849096436013
TPPP3	4.39941497231737
CALB2	3.95458664709901
ICT1	6.21043457870157
CD79B	3.62461721549318
CEBPZ	8.04911052528536
FMOD	5.57702203442179
IRS2	7.05402892636075
C21orf66	6.04051063632332
LUZP2	3.58643644143672
CLN6	4.19446110317013
ANAPC1	6.08512635660137
PTPN14	3.80906665683379
APTX	6.75611292487328
SNRPG	10.2123525509553
BMS1	6.26309651889742
NFATC3	4.35096588101333
ADCK2	6.20089471474765
ZKSCAN1	6.43997148638103
FASTKD2	4.94437758259409
ARS2	5.76028361532949
LRIG1	8.55410762983755
KCNMB3	4.1654017299819
ERC2	3.09197314062742
POFUT2	4.75807953334509
PRKACB	7.2217605661447
PRDM13	3.89403041714856
KLK12	3.70293738881992
ZNF354A	6.10658402559779
PCDH11X	3.03999299577842
TMC6	5.04426019598521
CAND2	5.81304231744823
RIMS1	3.63501206766079
SF3B2	7.93164737438844
RCN1	8.4825926948259
CPB1	4.0513447103713
BCAR3	7.53723119987975
BCL6	7.6940272042208
MDH2	10.0521253857091
DRP2	4.29716439176729
TPD52L1	6.68639088157223
TXNL4A	6.46381981408456
OR3A1	3.15988980976164
RAB25	8.7046126968345
C22orf9	5.47989088365385
PCTK3	4.53541421695757
POR	6.89706484022595
ARPP-19	7.19059001311757
SREBF2	5.16998446799555
ZWINT	8.4878606371017
PAK1IP1	7.61768996806878
OR10H1	3.99269316090076
ENPP2	5.12438892406619
UXT	9.18609700633423
ZXDC	4.60942292667370
TGFB1	3.71837609286096
SLC6A16	3.56186709287875
SLC31A2	4.42341320181812
LRRC8E	4.31235064975126
ZNF780B	3.21155875555461
APEX1	10.1487798943521
PPIAL4	3.03118914298008
ZIC3	4.98676457070173
CEP68	5.85486581577613
PAX2	5.43898063851752
MRPL11	7.22549695253818
LPAL2	3.15893783531889
VPS53	3.45567011785726
MPDU1	5.31696895755108
PSEN2	4.29828929707449
GAST	3.51736194331032
DHRS7B	5.46703108751816
C10orf28	3.59214230855181
UBE2L3	7.31939111645525
ADRA1D	3.37181266341549
FZD10	6.0962800403102
ATP6V1E1	9.11158208678132
SAR1A	6.92891156525488
ASB1	4.34416341274782
MCTP2	5.27815165655856
TMEM5	8.50656860503841
LCMT2	7.5619917481951
KRT31	3.62606882097143
ZNF223	4.40337811472209
BIRC2	8.75891701574309
IGL@	3.47359502627808
NLGN3	4.00093046998741
MEP1A	3.35070034767023
LOH3CR2A	4.08638667837628
TMEM53	4.90490937156677
SLC9A3R2	3.67608103677502
TIMP1	10.3742988622080
PTPN9	6.00800179083413
ABCA12	3.02428935175701
TPST2	6.7493619729618
AQP6	4.11285848329778
KCNIP1	3.52004144142327
YES1	7.62847346385232
ABT1	5.01782905985704
RIPK5	3.76439135739584
SMG1	5.62128448550585
IL13	3.38272019143047
MDFI	3.26337494861496
PIP5K1C	5.60040273580081
POU2F2	3.79435597176133
TSPAN14	6.99623581085141
OR10C1	3.20866362829548
GPT	4.53950448071162
PDK4	3.60537314717589
CLIC1	9.19623064893569
LILRA5	3.15924773484621
TREML2	3.73865636197061
ELL3	5.57751653472076
NNMT	8.25625591928076
NUFIP1	5.1400964417327
ZNF74	4.37688621276188
RHBDL1	3.36800775156305
HYAL2	6.65587929851165
IGFBP5	5.11273315304044
FAM29A	6.03288902657206
NRTN	4.51654705982676
KIAA0556	5.23585077688054
JMJD2A	5.11834134975516
ERGIC3	8.3387988017623
POLD4	5.70068248429977
EPHB1	3.68424309763084
LRRC36	4.25481756798738
TARBP1	6.66693596270115
ANAPC10	5.73491610090022
C1orf9	8.26294560272538
COLEC12	4.35919150194182
TNFRSF25	3.82497242929658
MEGF6	4.42600722169448
LPHN3	3.54348902062319
BMP10	3.27343081429478
C21orf55	3.90044498441344
SLC2A1	7.5637612740507
CER1	3.94043297074777
LSAMP	3.22768203831846
RPH3A	3.50775049100973
CREM	4.53317464714464
SGK	8.91664660339938
ATP2A3	3.64412726399868
PTGER4	4.19568864541662
CCR7	3.31937085555602
METAP1	5.8863878963498
KCNQ1	3.92371610890372
RECQL5	3.75267107158938
