Hybridization REF	TCGA-B6-A0I6-01A-11R-A034-07
SPZ1	-0.7375
KIAA1324	2.31311111111111
PLCL2	-0.701
C4orf29	-1.39925
WDFY2	0.32525
ZNF284	0.2085
NAALADL1	-0.3785
DUSP5	-1.48983333333333
PXDN	1.460375
SLMO1	1.8525
TNXB	0.4901
BIRC7	-1.10275
A4GALT	1.94983333333333
TIMM22	-0.95375
FAM110C	-0.247
TOMM34	-0.527
ABHD9	0.11
ADAM32	0.7295
CRHBP	-0.0565
AQP2	0.3865
LOC130355	0.64625
ZNF187	0.213166666666667
ZNF816A	0.6745
F7	-0.2795
CNOT1	-0.6051
SLC13A4	-1.089
ZBTB11	0.12525
B3GALT5	-1.1795
EXOC2	-0.845666666666667
IRS1	-0.3728
TMEM1	0.514333333333333
MRPL34	-0.122166666666667
SAMM50	-0.15525
CDC42EP3	1.825
HSF2	-0.4634
MFN2	-0.10525
TSPAN7	-1.74716666666667
NUCB1	0.275333333333333
RHOH	-3.12475
ARL16	0.2705
TACR1	-0.591666666666667
SFRS5	-0.827333333333333
SNX25	-0.401625
RHBDF1	-0.754833333333333
PCDH18	1.8965
HMG1L1	-0.56025
MYO5C	0.309875
MAPK10	-2.368
LDHAL6A	-0.15
NUDT12	-0.8505
NCAM1	-0.032625
GLIS2	0.503
GGTL4	-0.01825
DAPP1	-2.33825
ATF7	-0.2265
KIAA0748	-1.582
NFIL3	2.15575
TM6SF1	0.4656
SEZ6	0.2265
NANOS3	1.1305
DNAJA3	-0.988833333333333
CLDN6	-1.8385
CIITA	1.7086
EPHA4	-0.572833333333333
FANCC	1.10875
CMTM3	0.033125
PSG3	-1.42233333333333
MRPL15	0.69475
C21orf59	-1.2305
PLCXD2	0.3055
C2orf34	0.00600000000000002
UBE2L6	-0.442571428571429
MED14	-0.545
HP1BP3	0.4067
C6orf208	-1.069
TPBG	-0.99675
OSR2	0.473
XPC	-1.61183333333333
KLHL7	-0.655
CCR3	-0.9916
AGTPBP1	1.68716666666667
PCSK6	-1.31386666666667
STAT5A	-2.0355
FAM18B	-0.40175
LONRF2	-0.738
PTPN2	0.056875
SF3A3	-0.698333333333333
EFCBP2	-0.642
HCFC1	-1.03016666666667
AHNAK	0.14245
ACTR5	-1.0235
KIF14	-1.85028571428571
TENC1	-0.266
HEATR5B	0.5805
YIPF2	0.478833333333333
MYEOV2	0.450333333333333
DUSP18	0.1915
KIAA1012	0.44975
AHR	-0.3585
C17orf53	-1.52783333333333
PTPRH	-3.22575
ATP6V1C1	-0.1801
TAS2R3	0.1365
LOC440356	0.1225
COQ10B	0.02875
PSMF1	-0.665583333333333
SORBS2	2.35466666666667
NFE2L2	-0.2605
TMCO7	-0.39625
SH3PXD2A	0.445
SH2D2A	-0.0875
SPINK5	-2.97125
MRPS24	0.363
OPA3	0.638625
TRAF7	-0.816833333333333
C4orf35	0.00379999999999997
MT1G	0.175875
MGC39545	0.51975
HS1BP3	-0.430444444444445
OR2B2	0.4845
CHRM4	-1.091
SFRP2	2.99375
RIC3	-1.55125
ART1	0.252
C6orf1	0.070875
DUS4L	-0.7715
C10orf104	0.26175
TNFAIP6	3.127
RTEL1	-1.209
CCT4	-0.2388
ZNF709	-0.44675
CHMP6	0.1935
UPP2	0.70175
CYP19A1	-2.74957142857143
CD151	-0.741333333333333
NDUFA13	-0.000500000000000003
ARFRP1	-0.662666666666667
FAM26B	1.091
CRYBA1	-2.0915
MRPL41	-0.4275
NPFFR2	-1.183125
HRH2	0.3525
SCAMP3	-0.207166666666667
MTMR6	0.1559
MTG1	-1.5805
UBTD1	1.2025
CRABP1	-0.907
FLJ33790	1.9755
KIAA1908	-1.60483333333333
GPR158	-1.713
PACSIN3	-0.317166666666667
OMD	2.00566666666667
CATSPER1	-0.184166666666667
HOXB8	-0.461125
FBXO46	1.61
OAS1	0.334333333333333
SVIL	1.58175
PHB2	0.026
ADCY3	-0.3615
NDRG2	2.19883333333333
ERMAP	-0.5833
APBA2	0.263666666666667
IGSF9	2.78575
WNT6	1.08885714285714
MYCBPAP	-0.32775
ATP2B2	0.1407
CPVL	-1.3489
TRAM2	-0.334272727272727
NOP5/NOP58	0.497
ZNRF4	0.294
TLK1	-0.22225
MTMR12	0.984857142857143
ZNF384	0.528
FAM9B	-2.6455
RPN1	0.2935
PMVK	0.05775
EIF3D	0.5052
SIX2	1.08525
HPS1	0.187
RNF7	0.14975
PSKH2	-0.5935
KCTD13	-0.447666666666667
CSMD3	0.2336
FBF1	-0.387
IL8	-2.430625
SERPINB13	0.9238
FBXL20	-0.05525
BLR1	-0.11625
SH2B1	-0.337833333333333
RFNG	-0.841375
RAB20	0.0301666666666667
RBM7	0.24575
POLR1A	-0.705833333333333
TMPRSS4	-1.331
TAF9	-0.91375
TERF2	-0.512833333333333
TNFRSF1A	0.390416666666667
ACADVL	-2.0995
GTF2H5	-0.48275
EDG8	0.390166666666667
C9orf140	-0.56275
UST6	0.58225
ZBTB8OS	0.29475
ZNF710	1.146
GPR174	-2.124
ATP6V0A2	-0.2375
KIAA0319L	-1.52783333333333
XKRX	0.3845
DOPEY2	0.8451
SDHD	-0.427333333333333
SUMF1	-0.1375
OSM	3.33125
OPN3	-0.887
DAGLB	-0.761166666666667
PPFIBP1	-0.0286
TRIM63	-3.957
C10orf53	0.559
LYPD3	-0.624666666666667
BCL7A	-0.136
AGER	-0.547
TCF19	0.119375
SAT2	-0.6025
PFTK1	0.965
GABRE	-3.034375
C15orf38	2.1352
FIS1	-0.259
KCNV2	0.09775
CLPS	0.38675
PPCDC	-0.810125
FOXN2	0.5075
NT5E	-2.3877
CD83	1.962
IL18	-0.968875
VPS16	-0.55975
IGFBP2	-3.41016666666667
NOTCH2	1.13325
SIGLEC1	1.873625
CD93	5.0525
SULF2	-0.30025
CEP164	-0.572
P53AIP1	-0.6166
TOR2A	-0.245833333333333
ZNF136	-0.1485
MGP	3.2966
CCDC144A	0.4172
TRPC1	0.6105
SMS	-0.127166666666667
MAPK7	-0.2225
RRAGC	0.79575
PARD6A	0.555333333333333
NUB1	-0.472
SYNGR4	1.04625
OR11H12	0.4775
WIF1	5.5395
GCH1	-0.34425
OR11H4	0.287
SLC44A5	-0.5895
GPRIN2	2.99066666666667
LOC401431	-1.11666666666667
CPA4	-2.4089
MELK	-0.117888888888889
IL15RA	0.02375
CUL3	-0.30925
HMBOX1	-0.00949999999999998
PODXL	-1.66175
CCT6B	0.9055
COMTD1	-0.69725
MUC20	0.0535
GPX2	-2.915375
ITK	-1.748375
FBXL5	1.19225
C13orf27	0.99425
DEFA5	0.8595
TRHDE	0.099
MTP18	-0.169
UQCRQ	-0.2989
ITGB2	1.12608333333333
CSRP2BP	-0.55275
TAS2R44	0.728
PHPT1	0.11675
FAM44C	-0.211
ERH	0.23575
MPHOSPH1	-1.60866666666667
MORC1	-1.0425
PARVB	-0.64525
LAMA1	-2.24075
PGBD3	0.27025
GIMAP6	3.0015
AREG	-0.893333333333333
LIPT1	-0.2825
MGC99813	-1.51325
C1orf201	0.688833333333333
GRIN2A	-1.26511111111111
MAN2C1	-1.57325
NSUN5	-0.517
SF3B5	0.9355
MYC	-1.10625
NRXN1	0.0507272727272726
ZNF18	-0.17275
SPDYA	-0.114375
SLC37A1	0.4
DECR2	-0.72475
ANKRD38	2.14775
SPTLC3	-1.97566666666667
SUPT16H	-0.354375
DTWD2	-1.0975
ULBP1	-1.18
ZADH1	-1.23016666666667
OIP5	-1.53875
IL10RB	-0.362333333333333
OTUB2	-0.107625
VWA3A	0.245
SPIC	-0.791833333333333
OR6C4	0.4775
PSCD4	0.567
DPY19L2P2	0.167
TRAPPC6A	0.813166666666667
C21orf2	-0.661
CEMP1	-0.6905
LIN7B	0.767
E2F7	0.2925
VCP	0.0871333333333333
LAMA3	2.07691666666667
BGN	2.3365
GPR160	-0.389166666666667
COCH	0.653166666666667
GPR81	-1.278
APOBEC3F	-2.61225
tcag7.1017	-0.70025
C1orf32	0.467
SCGB1D2	1.47175
FLJ43987	-0.869
C6orf170	-0.89875
KLK9	0.545
GPD1L	-1.8715
VPS37B	0.38775
ATG3	0.154833333333333
ADAMTS17	0.091
KLHDC2	-0.339333333333333
NDUFV2	-0.734
BLK	-2.667
MATN4	1.5305
GPM6A	0.361
GBP4	1.1355
TMEM162	-1.155
PKP2	-0.8565
HRASLS	3.37311111111111
MMP1	-1.13775
SFXN3	-0.6179
FSD1	-0.429333333333333
ST6GALNAC3	-1.77366666666667
CA12	-1.4572
NCOA6	0.85125
C19orf58	0.3302
PPP4R1	-0.1655
MAN1A2	0.683833333333333
IKBKAP	-0.896
UPF1	-0.158666666666667
KIAA1219	0.3405
WNT16	0.5225
SNW1	-0.52825
IL18RAP	1.65825
RPP30	-0.258125
CDC40	-0.739071428571428
SETD3	0.424833333333333
SLAMF6	0.373
ELK4	-0.2895
TRIM47	1.32233333333333
ACOX3	0.300375
TRIM6	-1.957375
KIAA0372	-0.224666666666667
TP53AP1	-0.43275
SMURF2	-0.53675
ADAD1	-0.307
EBP	-0.7693
KRTAP13-2	0.2215
FLJ36874	-0.238666666666667
TOR1A	-0.192166666666667
P2RY4	0.692
GPBP1	-0.19675
TRPV1	0.055
ADAMTS12	0.217333333333333
PES1	-0.2419
ATG4A	0.657666666666667
MAGEA10	-4.1935
WFS1	-0.65075
CC2D1B	-0.5715
PABPN1	0.5235
SLC25A30	-0.52525
SLCO1C1	-0.313
SLC22A5	-0.42975
KIF23	-0.103666666666667
SYN2	0.208666666666667
ASPN	8.07916666666667
CENTG2	-0.6575
QSOX2	-1.1301
FLJ10815	-1.00183333333333
STK24	0.8185625
SPEG	0.4563
STK10	-0.517
DACT2	-0.55
AAAS	-0.78025
SSX3	-1.25557142857143
ABCD3	2.0125
C4orf12	0.3275
PARVG	0.3095
FIG4	-2.0485
C9orf46	0.121
TMCO6	-0.461
IGHMBP2	-1.27125
DUS2L	-0.749666666666667
FAM3C	-0.3385625
TMEM16D	-3.67328571428571
DCTN4	-0.201
KCNH3	-0.3665
EIF2AK2	-0.19425
AP1S3	-0.77225
CST4	3.038
PAM	1.043625
NUTF2	-0.1815
CITED2	-0.696
SLC39A4	1.296
C2orf52	-0.1575
GRM3	0.324333333333333
C12orf49	0.800875
CCDC49	-0.9212
GRAMD1B	-1.037375
FNDC4	0.6155
SIAH2	-0.424375
GDPD4	1.14975
C21orf87	0.962875
ATP5A1	-0.111166666666667
C16orf63	-0.058
LOC388135	-0.789833333333333
ATP5J2	-0.642
MMP3	1.21775
EMID2	-0.3545
CRHR1	0.45475
WDR70	-0.07775
C13orf31	1.5455
ZFAND1	0.5775
CCL18	4.271
C3orf49	0.758
RINT1	-1.344
KIAA0408	-1.2378
F13A1	4.6111
SLC10A1	-0.459333333333333
OGN	0.44275
GIPC2	0.258333333333333
XPO6	-0.705833333333333
LCE1A	0.2365
FMR1	0.6454
LOC374920	0.6575
DUSP3	-0.158125
ANKMY1	-1.61725
C7orf50	-1.1425
BBS9	0.1235
UNC119B	0.072375
C9orf72	0.937625
MGC35440	0.37625
ENTPD6	-0.209
PPP1R2P9	-0.399333333333333
ERCC4	0.1265
FAHD2B	0.72
HMHA1	-1.6345
HACL1	-0.7635
RAD23A	-0.421333333333333
FAM83B	0.84275
PPP5C	-0.491666666666667
RNASEH2C	-0.452375
C9orf153	-1.9135
SCAMP4	0.3385
GHITM	-0.1872
NDUFB7	-0.262875
ADCYAP1	5.06066666666667
SP110	-0.355166666666667
MAP3K7IP2	1.185
DHH	0.3755
AGRN	-0.117642857142857
WDR33	-0.250666666666667
CEP290	-0.979
PRPS1L1	-1.82466666666667
KLRA1	-0.316
GPR97	-0.0885
CHD7	-2.68416666666667
TLR10	1.07775
SLC30A8	-1.181
HIC1	1.2875
IAPP	0.2985
RXFP4	0.3855
GP1BB	0.82675
SHQ1	-0.7295
NKX2-3	0.544
API5	0.0585
FTHP1	1.165
MOV10L1	0.03
TRIM6-TRIM34	-0.506
ADHFE1	0.30775
FAM117A	-0.7945
DDI1	0.6405
CDON	-0.0926666666666667
TRIM73	-1.667
IGKC	3.687
MMP14	0.833
DYNC1LI1	-0.96
C11orf66	-0.22775
TRBV3-1	-2.14533333333333
FASTKD5	-1.1885
BIVM	0.0575
LHX4	0.738
CXCL2	-1.2871
RAB2B	0.723833333333333
IZUMO1	-0.846
MAP3K15	-1.128375
FAM19A2	0.514
ZC3H8	-0.599333333333333
ZMAT1	2.513375
SPINK5L3	-3.004
SLC10A6	1.3855
APPL2	-0.229125
CARD10	-1.086
LOC402176	0.014875
EEF1D	0.8915
RAB6A	0.8485
C12orf5	0.664125
PAPOLG	1.0065
MSRB2	0.627
BCR	0.425611111111111
PUS3	-0.65375
TIAM2	3.0985
ZNF317	0.1645
CHD2	0.0962307692307692
FZD5	-2.31681818181818
NUDT8	-0.22625
ZNF763	0.231
PRC1	-0.232
ABCB9	0.3145
SPATA3	0.39725
TRAK2	-0.600875
STAB1	2.59475
LRRTM2	-0.172
psiTPTE22	0.75475
DBI	0.73425
SERPINA11	-2.40375
NAT5	-0.6545
C20orf58	-2.03225
RPS6KA4	0.157
FLJ90650	-0.41575
TGFBRAP1	-0.94075
CHRDL2	4.594875
FAHD2A	0.503666666666667
CNTN1	-0.08275
BBS4	-0.7261
TMEM181	-0.396
MINPP1	-1.8355
MPHOSPH6	8.3333333333338e-05
HOXC10	0.3806
ITPKB	1.012375
CLPTM1L	0.313125
MEOX2	-1.84033333333333
ATP6V0C	-0.525625
PRPF8	-0.907666666666667
TMC5	0.9525
FKBP3	0.3635
PLEKHB2	-1.1335
OR4D6	0.4015
ZNF544	-0.4989
D2HGDH	-0.72125
RPL18A	0.4897
HEL308	-0.06375
MPP6	-2.44875
TCERG1	-1.495
KRT16	3.05516666666667
KLF17	-1.60175
KLF5	3.246625
CDR1	1.807625
VCX3A	-2.4885
FBLN2	2.317125
C14orf104	-0.54125
HBE1	-4.7635
OR4S2	0.8035
C1orf108	-0.7275
ROBO4	2.511
CPEB4	-0.588875
C11orf80	0.443666666666667
BCKDHA	0.747
MYOC	-0.101666666666667
GIF	-0.7605
CKMT1A	1.3335
RPL3	0.381
THBS1	2.347125
APOO	0.2495
ARMCX1	1.62
HSZFP36	0.258
SNAPC5	-0.794
EIF4ENIF1	1.27175
ZNF433	-0.0385
TNFRSF21	-0.951125
TMPRSS7	0.469
SPATA18	1.2784
HPDL	0.366
MKL2	0.2099
TBX3	0.628769230769231
C21orf93	0.5705
DAXX	-0.26525
ELMO1	-0.12975
RGS13	-0.2605
TAF11	-0.46275
UNC13A	-2.443
LOC653314	-0.7549
ORC3L	-0.61375
IMAA	-2.167
TARBP2	-1.2
CABIN1	0.1904
TRIOBP	-0.0900625
HIST1H2AC	0.62375
RGS22	-2.51783333333333
NCOA1	0.539166666666667
IL25	0.372
SNCG	-0.2105
GPR6	-0.1565
AMDHD1	-1.44683333333333
CHEK2	0.299125
C6orf142	0.87825
DRD4	0.26725
C14orf68	-0.78575
GDF11	-1.41275
SEMG2	0.375
CD247	-1.762
CDAN1	-0.85525
RBMX2	-0.385
TGS1	0.056
OIT3	1.43833333333333
SYF2	0.5885
MCM4	-0.6245
PKHD1L1	0.141125
CEP192	0.439666666666667
IFT88	-0.74525
RPL9	0.884714285714286
RAB32	0.198375
DDX43	-3.67775
P2RX2	0.0931666666666667
OR5D18	-0.0825
UBE1	-0.279416666666667
SLC24A1	-0.201
ARHGAP5	-0.05025
CETP	-0.4465
KIAA1731	0.3765
SLC9A4	0.217
PTPN6	-0.22875
BAHD1	0.21025
GRIK3	-0.163
CACNB2	0.5753
PDE10A	0.054
DGCR14	-0.389
PCDHB9	0.136666666666667
RHOQ	0.539166666666667
MAP3K4	-0.079
KTI12	-0.313833333333333
RPL23AP13	-1.26125
GNG11	-1.15825
CLCN3	0.86
GPAM	-1.512625
VSTM2A	-1.564
SLAMF7	1.77966666666667
INTS2	-1.091
PPP2CA	-0.5155
LRP12	-0.000200000000000022
SEC14L2	0.690333333333333
DKFZP586H2123	2.25425
MC3R	-0.00899999999999999
CIRH1A	-0.894333333333333
HIST1H2AB	0.572166666666667
POLH	-1.172
MGC16703	-1.32783333333333
SNAPC2	0.8635
FILIP1L	0.64725
RASGRP4	0.517
LRRC1	0.51525
GAS1	1.774
PRAC	-0.67175
DGKA	-1.14316666666667
NT5C3	-0.535
PEG3	0.463416666666667
NADK	-1.201
PRR17	0.00824999999999999
LOC374569	-0.5575
SGSH	-0.539666666666667
NLRP8	0.321
GALT	-0.2649
MCF2	-0.0315
ZNF263	-1.19825
TACSTD1	2.10483333333333
TYR	-6.1011
ATP6AP2	0.40225
RNUXA	-0.4665
ABHD10	-0.110888888888889
GDPD2	-0.8695
SLC35C1	0.683
UBE2A	0.34325
HERC5	-0.393333333333333
FAM112B	-4.21933333333333
FBXL16	0.569
DKFZP434A0131	-0.654
ELA3A	-1.7135
RBM41	-1.24625
HAO2	0.0443333333333333
RNH1	-0.706
SHANK2	2.03283333333333
OSBP2	-1.588375
DAK	-1.2565
C3orf58	1.65291666666667
TCL1B	-0.8965
KBTBD2	-0.07875
SUGT1L1	0.3625
UBE2E2	0.143333333333333
MYL9	2.650375
CDC23	-0.539333333333333
PBXIP1	0.7657
CXorf40B	0.1105
NBL1	0.52725
RTBDN	0.077
RAB11FIP5	0.03975
TTTY13	0.1605
SCOTIN	-0.688333333333333
SOHLH1	-0.485833333333333
CDKN1A	0.629214285714286
NCK1	0.8955
ZNF550	0.57825
SAPS3	0.519166666666667
SPIN3	0.333166666666667
MAGEE2	-1.03425
MIS12	-0.6335
OR8H2	1.084
KIAA0774	-2.33316666666667
UNC5D	-1.836
CUL7	-1.299
LIPC	-3.09533333333333
DIO1	-2.001
C20orf11	-0.0882
CTRL	-0.192666666666667
HS3ST2	1.84525
PAK4	0.738666666666667
CCRL1	3.09625
RNF10	-0.379625
ZNF567	1.27525
ZNF660	-0.884
TCEAL3	0.8115
MAGOH	1.42483333333333
CENPB	-0.527833333333333
C19orf7	0.76775
LOC388965	-0.05275
ZCCHC13	-0.2925
JMJD1A	0.3874
HIST1H4H	-0.2875
TBRG1	-1.3201
GPC3	-4.666875
TAF1C	-0.55525
EBNA1BP2	-0.521166666666667
CIAPIN1	-0.7895
PDGFRA	0.0358235294117647
CSTB	0.391625
CENPI	-0.976666666666667
GTF2E2	0.137333333333333
RPP21	0.58675
CCNF	-1.83166666666667
KCNQ3	0.8875
FAM79A	0.75225
SLC22A12	0.258
NOVA1	-0.9665
FZD3	-0.8885
AKAP8	0.006
SOCS5	0.7905
CFDP1	0.07125
DLG5	-0.336
PGM5	-0.493583333333333
C1orf144	-0.149166666666667
HDAC10	-1.165
RND2	-0.8235
C20orf199	0.00924999999999999
RNMT	-0.1535
SLURP1	0.0830000000000001
ASTN1	0.242125
SH3BGR	1.5735
MYCL1	-1.45
ZHX1	0.6275
CENPK	-1.456
FOSB	1.6581
LOC643406	-0.496
C2orf59	-0.446125
TMEM135	-0.332125
SLC27A2	-3.7855
KRT33A	0.9035
OVOL1	0.553833333333333
PAMCI	-2.20966666666667
S100A7	-0.2695
ZNF789	0.122
HARS2	-0.55175
RPL23A	-0.857166666666667
TCF23	0.64525
UPF3B	-0.330625
C17orf78	-0.469
HLA-DOB	0.440166666666667
C14orf142	0.520666666666667
TEKT5	-0.1168
DMWD	0.315
POLD1	-0.887666666666667
GSCL	0.732
CALD1	1.0318
SCRT1	0.299833333333333
AIG1	0.9735
UNC84B	0.1125
ZNF404	0.57725
TMED6	-2.041
KIAA1462	0.6865
LRRC27	1.30233333333333
PYGO1	0.583
PIGU	-0.915666666666667
ALAS2	-3.43883333333333
WRNIP1	-0.18075
CNNM3	-0.327
ZNF2	-0.00025
ST3GAL5	-1.58866666666667
MRPL23	-0.58625
TSSK6	-0.406
PSMA6	-0.1175
C16orf70	0.29325
KIAA1602	0.04725
ALMS1	-0.0443333333333334
DCN	2.355875
TMEM132D	-1.505
SUCLG2	-1.016
ABHD14A	-0.93875
DEXI	-0.0066666666666666
AMPD2	-1.0175
IFNAR2	-0.5695
CYB5A	1.5802
TLOC1	-0.3555
NXF5	-0.7455
NRBF2	0.115
KCTD3	0.31175
ITGAE	-0.296166666666667
SLC30A3	-1.3215
ZRF1	-0.408
IFRD2	-1.486375
XAB1	-0.236
PYCR2	-0.931
SERPINB3	-3.921
TMLHE	0.5827
GEFT	-0.945375
ABCA5	-0.451125
EMR4	0.7174
TSFM	-0.402
HIST3H2BB	-0.32025
ARHGEF19	1.3315
TSPAN17	-0.791
ABCC8	-1.25225
MAP1S	0.590333333333333
C22orf36	0.8715
BNC2	-0.316142857142857
HIST1H4A	-0.11625
NDUFS3	0.0106666666666667
WDR3	-0.4295
XKR4	-0.9525
TTC33	0.111428571428571
STMN2	4.33375
CPN2	-0.5625
HSPC105	2.1635
PCOLCE2	-1.83525
C3orf55	1.197
KLHDC9	-2.217
TBC1D23	0.748875
ATXN2L	-0.633666666666667
MAP2K3	-0.758916666666667
SCAP	-0.432
ZNF486	-0.1505
C20orf96	0.02575
NARS	0.198
ADAMTSL1	-0.661214285714286
PRCC	0.102333333333333
CCDC126	0.391083333333333
ZNF675	-0.8465
CALCOCO1	0.0515
ANKRD43	1.45575
CWF19L2	0.584666666666667
ZBTB32	0.606833333333333
BRAF	0.19575
ODF4	0.81825
MGC14376	0.196166666666667
HORMAD1	0.6715
AAK1	-0.501
PEBP1	-0.222083333333333
TNFSF5IP1	0.800166666666667
DKFZp564N2472	0.348
RMND1	-0.5235
IGKV1-5	3.37575
COL1A2	2.99266666666667
SERPINA5	-4.1435
AANAT	0.456
C19orf21	-3.48683333333333
GEMIN5	-1.1645
UBR4	-0.0948333333333333
LTBP3	0.738666666666667
AMHR2	-2.52766666666667
PROCR	-1.4835
MYBBP1A	-1.68475
C20orf39	1.71783333333333
ZNF697	-0.917875
PASK	-0.6506
ZNF776	0.314166666666667
RFXDC2	-0.8295
KIAA0467	0.44975
C10orf96	-2.36975
ZNF503	-0.54825
GULP1	0.314083333333333
KCNE4	-0.902833333333333
DKFZp434K191	0.186
LOC196913	0.2235
BHLHB4	1.084
CH25H	-0.18975
LOC81691	-0.720833333333333
ALPL	-0.284928571428571
COL12A1	2.77475
FOLR3	-1.21083333333333
GPR123	0.2545
TRIM62	-1.05757142857143
ABLIM1	0.0401666666666667
MAST3	-1.16725
RHBDD1	-0.371
LOC338809	-3.183
RYBP	-0.282
TTC26	-0.666
ZNF22	0.506833333333333
ISCA2	-0.68
RDM1	-1.4785
PIGM	0.228
GNB3	-1.076
ACTR2	0.2001
HMGB1	-0.15465
EDG1	1.88533333333333
SOAT2	-3.332
OR10AD1	0.644
RAP1GDS1	0.0610833333333333
LCE1F	0.436
ESM1	-0.94125
RCN3	2.538
CREBL1	-0.234
DBNL	-0.739
PTGER3	0.873625
USP30	0.395333333333333
BCL2L12	-0.4005
KIF26B	2.281
ZNF416	0.39
ZNF225	0.3865
C17orf70	-0.13125
ZNF554	0.875
RAE1	-0.321666666666667
TNIK	-1.325
ACTN3	0.4055
MGC45922	0.5795
CCNA1	-1.09133333333333
RYK	0.792666666666667
IL26	0.452
LRP3	0.7035
QARS	-1.0525
SOX7	1.4745
BID	0.701125
OR2S2	-0.7775
CXCL14	1.052
C11orf47	0.0835
MGC29891	0.0725
HSPB8	-1.01022222222222
PRDM14	-1.661
NUFIP2	0.4675
MNAT1	-0.574857142857143
ZDHHC2	0.684666666666667
MBNL2	1.32828571428571
ADD3	-0.4565
CSNK2A1P	-1.9085
KLK6	-1.73416666666667
TMEM111	-0.9195
KIAA1279	-0.55475
NUBP2	-0.75
RAB42	-1.007
ID3	-0.7109
TM9SF1	-0.64125
MDP-1	-0.07125
POU4F2	-0.5605
IQCK	0.7705
C16orf14	-0.3385
CAPN3	-1.630375
FAM43B	0.804375
RECQL	0.4545
AP1G1	0.404071428571429
CTNNBL1	-0.618333333333333
ECHDC1	-0.33
SMARCC1	-0.553
FOXQ1	0.269875
GNAI3	0.8865
POLG2	-1.56025
CD4	0.892625
ITLN1	2.68125
EBI2	4.7235
IRF1	-0.99125
PTPRE	0.7507
PTK2B	-1.72425
NXNL2	-2.325
SOX4	2.05083333333333
TSPAN3	0.470333333333333
SH2D1A	-3.177
C8orf58	-0.346833333333333
USP20	-1.09225
DUSP22	-0.3755
CALB1	-1.68083333333333
L3MBTL2	0.76375
MCRS1	-1.1295
TMEM118	0.931
C18orf8	0.9125
FLJ10241	-0.432
GJA12	1.93725
PKD1	0.318833333333333
ZFP3	0.6385
JAM3	-0.74875
LAPTM4A	0.8938
DIRC2	0.37
KIAA2022	3.04683333333333
MYOM1	0.811
TRPM8	-1.60933333333333
MOP-1	1.29425
PHKG2	0.035125
ZNF650	-0.1005
KIAA1522	0.567125
PSG8	-1.9102
DDX19B	0.05
MOBKL1B	0.1545
DIAPH2	0.48975
PTPN12	0.549
CLN8	-0.1237
CRYZL1	-0.808666666666667
CRY2	0.0726666666666667
FCGR2B	4.521
PNPLA4	0.340375
ZNF454	1.274
DKFZp434B1231	-0.3665
CLDN11	-0.0734
RFWD2	-0.377166666666667
CIB2	0.4655
MXRA8	2.820875
HRK	1.51625
MAML2	1.38775
C4orf31	-0.56375
C6orf192	1.586
COG6	0.930375
FAM5B	1.744
NFATC1	3.2949
SEPT10	0.24325
SCYL1	-0.4447
RPP40	-0.959
SCOC	0.00649999999999999
KIAA1450	0.37
CTDSPL2	0.19925
TBX5	2.005
NAPG	0.0265
RHD	-4.0305
C14orf45	0.653166666666667
ZBTB22	0.459
PLCG1	-0.5835
ANKRD10	0.022625
AQP7P2	-0.0896666666666667
TAGLN2	0.947333333333333
HTR2C	-0.6352
SLC16A7	-0.2315
C17orf83	-0.710333333333333
TSGA14	0.0233333333333333
MDH1	0.76525
PPP3R2	0.327
DCBLD2	-0.525571428571429
RBM33	-0.064
DPH3	-1.249
SYT10	-1.191
FMO4	1.2715
THYN1	-0.9895
DRD5	-1.7725
OTOR	0.425285714285714
PGRMC2	-0.7795
KATNAL1	0.153125
PAQR6	-1.01425
UBE2I	-0.79975
C14orf28	0.279
C8orf70	0.19825
FLYWCH1	-1.0495
ANGPTL3	-1.5585
GLRX2	-0.352833333333333
ATP11A	0.787642857142857
ARL5B	1.534875
MUC16	-0.141
SLC25A5	0.105571428571429
ACRC	0.3395
MYO1C	-1.292375
FAM89B	1.14733333333333
FAS	1.64375
KIFAP3	0.73725
GLRA2	-0.321
BTN3A2	-0.7149
CNKSR3	2.315625
CSTF3	0.255
ARPM1	0.27625
KIAA1530	-1.6335
C9orf150	-0.5415
PRKCI	0.521
tcag7.1015	0.05525
SOD3	0.3105
ZNF574	0.6505
CYP21A2	-0.282
RPL12	0.28375
COMMD2	-0.034
WIZ	0.26775
LOC344405	-0.66325
ALDH4A1	-1.19717647058824
CRYAB	3.80175
COPA	0.2226
PCDHGA7	0.414166666666667
KIF11	-0.339166666666667
RASD2	1.281875
SLC26A3	-0.2705
ZNF175	-1.2305
JAKMIP2	-1.90675
C8orf4	0.172166666666667
PTHLH	0.51375
SLC40A1	0.294416666666667
OR7D4	0.119833333333333
PCDHB17	-0.252
CD36	0.648
C6orf203	0.2263
PRKG2	3.993
LOC400566	0.84675
ANAPC13	-0.06075
SLCO3A1	-1.37575
ZNF692	-1.64
FANCL	1.281
SH3GLB1	0.81375
C12orf61	1.178
KBTBD6	0.7635
SUPT5H	0.494375
XRCC6	0.1244
HUS1B	-0.1546
FAM133B	-0.160857142857143
LOC728276	0.611
KCTD18	0.584
SOS2	0.953666666666667
CCDC99	-1.21075
C1QTNF5	3.8485
NNAT	0.1
USP16	-0.35775
LARS	-0.222125
ZBTB2	-0.0105
ABO	0.001
TRAF3	-0.3005
GALNT5	-1.438
NAP5	-0.016375
