Hybridization REF	TCGA-AO-A03U-01B-21R-A10J-07
HIST3H3	0.03
NCOR2	0.864833333333333
TNFRSF9	1.18675
MFSD8	0.468
ALX1	-3.75216666666667
NOL1	-1.2015
PODN	2.411
TIAL1	-1.43625
HIST1H1E	-1.385
NPY6R	1.08975
TM4SF4	0.349
CORO2A	-0.66175
ETNK2	-0.324666666666667
APOE	1.7193
ANGPT4	0.158
HDGF2	-0.53425
G30	0.9035
ST8SIA4	0.701625
F2RL1	2.7605
FAM19A4	-1.72525
CCAR1	-1.019
B3GNT7	0.96975
OPHN1	-0.0346
DSCR6	-2.261
C21orf13	0.184
GAS2L1	0.543416666666667
RFX3	0.00683333333333334
COPS4	-0.09075
BCHE	-5.0445
BCL2	0.163
HBZ	-4.05133333333333
ARL13B	-0.407
MAPBPIP	0.533125
MYO15B	-0.519625
SPZ1	-0.065
KIAA1324	3.69588888888889
PLCL2	1.2165
C4orf29	-0.70775
WDFY2	-0.071375
ZNF284	-0.312
NAALADL1	0.2475
DUSP5	-0.744
PXDN	0.341375
SLMO1	-1.7195
TNXB	0.6932
BIRC7	2.55525
A4GALT	1.55866666666667
TIMM22	0.16
FAM110C	1.36125
TOMM34	-0.689
ABHD9	0.8805
ADAM32	1.184
CRHBP	0.9245
AQP2	0.60775
LOC130355	0.418
ZNF187	0.179833333333333
ZNF816A	0.025
F7	-1.076625
CNOT1	-0.4405
SLC13A4	-0.9605
ZBTB11	-0.81975
B3GALT5	0.19825
EXOC2	0.0443333333333333
IRS1	2.2097
TMEM1	0.0941666666666666
MRPL34	-0.329166666666667
SAMM50	-0.45275
CDC42EP3	1.74
HSF2	-0.808
MFN2	-0.0565
TSPAN7	-1.8195
NUCB1	1.05325
RHOH	-2.04425
ARL16	-0.242
TACR1	-0.0195
SFRS5	-0.288166666666667
SNX25	-0.151625
RHBDF1	0.800166666666667
PCDH18	1.63033333333333
HMG1L1	0.0985
MYO5C	1.511875
MAPK10	1.351
LDHAL6A	-0.134
NUDT12	0.197333333333333
NCAM1	0.73
GLIS2	0.308
GGTL4	-0.332
DAPP1	1.27025
ATF7	0.660125
KIAA0748	-0.49
NFIL3	-0.50625
TM6SF1	0.8905
SEZ6	0.1975
NANOS3	0.176833333333333
DNAJA3	-0.916166666666667
CLDN6	-2.837
CIITA	3.2973
EPHA4	0.818416666666667
FANCC	-0.24025
CMTM3	1.49575
PSG3	0.22425
MRPL15	-0.9975
C21orf59	-0.61
PLCXD2	0.36075
C2orf34	0.03275
UBE2L6	1.1495
MED14	-0.149666666666667
HP1BP3	-0.4648
C6orf208	-0.1485
TPBG	0.821
OSR2	-0.89525
XPC	0.976333333333333
KLHL7	-1.41066666666667
CCR3	-0.2705
AGTPBP1	-0.141
PCSK6	0.8492
STAT5A	0.179
FAM18B	0.94025
LONRF2	-1.9695
PTPN2	-0.1055
SF3A3	-0.767
EFCBP2	0.351
HCFC1	-1.10066666666667
AHNAK	0.3936
ACTR5	-0.84725
KIF14	-3.22585714285714
TENC1	2.4885
HEATR5B	1.0745
YIPF2	0.567166666666667
MYEOV2	0.640666666666667
DUSP18	1.0345
KIAA1012	-0.225
AHR	1.4855
C17orf53	-2.02516666666667
PTPRH	-3.053
ATP6V1C1	0.909
TAS2R3	-0.4975
LOC440356	-0.90625
COQ10B	0.54875
PSMF1	0.314666666666667
SORBS2	3.65533333333333
NFE2L2	-0.1555
TMCO7	-0.127
SH3PXD2A	-0.3131
SH2D2A	-0.0665
SPINK5	-2.62475
MRPS24	-0.82625
OPA3	0.64675
TRAF7	0.0578333333333333
C4orf35	0.497166666666667
MT1G	-0.92875
MGC39545	-0.556666666666667
HS1BP3	0.153
OR2B2	0.789
CHRM4	0.0135
SFRP2	3.27683333333333
RIC3	2.284
ART1	-0.186
C6orf1	0.43525
DUS4L	-1.22025
C10orf104	1.13525
TNFAIP6	1.97125
RTEL1	-0.551
CCT4	-0.7045
ZNF709	-0.767
CHMP6	0.399166666666667
UPP2	0.3595
CYP19A1	-0.57925
CD151	0.579666666666667
NDUFA13	-0.383166666666667
ARFRP1	-0.613833333333333
FAM26B	2.26975
CRYBA1	-1.131
MRPL41	-0.545666666666667
NPFFR2	-0.647
HRH2	0.3345
SCAMP3	0.104166666666667
MTMR6	1.0059
MTG1	-1.44233333333333
UBTD1	2.0565
CRABP1	-3.194
FLJ33790	-1.2738
KIAA1908	-0.788666666666667
GPR158	-3.07475
PACSIN3	-0.202333333333333
OMD	2.73866666666667
CATSPER1	0.8875
HOXB8	-0.45725
FBXO46	0.0195
OAS1	1.8005
SVIL	2.03475
PHB2	-0.9145
ADCY3	3.7905
NDRG2	3.02233333333333
ERMAP	1.1829
APBA2	-1.32083333333333
IGSF9	0.275
WNT6	0.0167857142857143
MYCBPAP	-1.3385
ATP2B2	0.9957
CPVL	-0.214
TRAM2	-0.810833333333333
NOP5/NOP58	-1.48025
ZNRF4	-0.2135
TLK1	0.3955
MTMR12	0.493785714285714
ZNF384	-0.2405
FAM9B	-2.517
RPN1	1.0259
PMVK	0.26125
EIF3D	0.6185
SIX2	-1.3045
HPS1	0.976071428571428
RNF7	0.442
PSKH2	0.769
KCTD13	-0.622833333333333
CSMD3	-0.2724
FBF1	-0.2675
IL8	-3.854875
SERPINB13	0.51425
FBXL20	-0.18625
BLR1	0.45375
SH2B1	-0.1425
RFNG	-0.0075
RAB20	1.64283333333333
RBM7	0.15675
POLR1A	-0.480333333333333
TMPRSS4	-0.15525
TAF9	-1.01875
TERF2	0.0398333333333333
TNFRSF1A	1.79475
ACADVL	0.270333333333333
GTF2H5	-0.21825
EDG8	-1.1995
C9orf140	-2.309625
UST6	0.58975
ZBTB8OS	-0.55275
ZNF710	0.9815
GPR174	-1.115
ATP6V0A2	-0.30825
KIAA0319L	-0.229333333333333
XKRX	-0.329
DOPEY2	-0.2823
SDHD	-0.201583333333333
SUMF1	1.66125
OSM	2.858
OPN3	-0.81625
DAGLB	0.116666666666667
PPFIBP1	0.1182
TRIM63	-2.2805
C10orf53	-0.0925
LYPD3	0.660666666666667
BCL7A	-0.745375
AGER	-1.19483333333333
TCF19	-1.152125
SAT2	0.6395
PFTK1	-0.599166666666667
GABRE	-0.1795
C15orf38	1.7597
FIS1	0.1215
KCNV2	0.139
CLPS	0.845
PPCDC	-0.620625
FOXN2	-0.0103333333333333
NT5E	-1.591
CD83	1.0685
IL18	2.3605
VPS16	-0.06425
IGFBP2	-0.625666666666667
NOTCH2	0.0225
SIGLEC1	2.5385
CD93	4.8
SULF2	3.02725
CEP164	-0.489
P53AIP1	-0.3785
TOR2A	0.252166666666667
ZNF136	-0.0895
MGP	3.821
CCDC144A	-0.783833333333333
TRPC1	-0.786166666666667
SMS	-0.526166666666667
MAPK7	-0.092
RRAGC	0.821
PARD6A	-0.481333333333333
NUB1	0.798833333333333
SYNGR4	0.72575
OR11H12	-0.1155
WIF1	0.48025
GCH1	1.0605
OR11H4	0.1725
SLC44A5	-0.5185
GPRIN2	1.033
LOC401431	0.39825
CPA4	-1.7174
MELK	-3.51411111111111
IL15RA	2.53025
CUL3	0.07075
HMBOX1	-0.19975
PODXL	-0.6925
CCT6B	0.917
COMTD1	-0.51825
MUC20	4.43033333333333
GPX2	-4.04025
ITK	-0.676
FBXL5	1.49375
C13orf27	-1.55325
DEFA5	0.028
TRHDE	-0.3075
MTP18	-0.514666666666667
UQCRQ	-0.0209
ITGB2	3.5745
CSRP2BP	-0.07
TAS2R44	0.4595
PHPT1	0.215875
FAM44C	-0.4335
ERH	-0.353
MPHOSPH1	-2.38766666666667
MORC1	0.078
PARVB	-1.26
LAMA1	-2.3125
PGBD3	0.437
GIMAP6	4.35675
AREG	-2.82866666666667
LIPT1	-0.10575
MGC99813	-0.24625
C1orf201	0.277666666666667
GRIN2A	-0.614
MAN2C1	-0.392625
NSUN5	-1.01375
SF3B5	0.51625
MYC	-0.9813125
NRXN1	-0.483
ZNF18	-0.0825
SPDYA	-0.448
SLC37A1	2.769
DECR2	-0.90675
ANKRD38	0.60475
SPTLC3	-1.117
SUPT16H	-1.055
DTWD2	0.569
ULBP1	-0.109
ZADH1	-0.134166666666667
OIP5	-3.3955
IL10RB	1.0785
OTUB2	-0.39525
VWA3A	0.1555
SPIC	0.478166666666667
OR6C4	0.6315
PSCD4	2.7385
DPY19L2P2	-0.5925
TRAPPC6A	0.0813333333333333
C21orf2	-0.0246666666666667
CEMP1	-0.429
LIN7B	-0.158
E2F7	-2.72883333333333
VCP	0.091
LAMA3	2.04341666666667
BGN	1.68775
GPR160	-0.726666666666667
COCH	-5.397
GPR81	1.16266666666667
APOBEC3F	-0.30025
tcag7.1017	-1.32125
C1orf32	0.3025
SCGB1D2	7.5005
FLJ43987	0.031
C6orf170	-0.45025
KLK9	1.0345
GPD1L	1.985375
VPS37B	0.717
ATG3	0.0376666666666667
ADAMTS17	-0.2615
KLHDC2	-0.206333333333333
NDUFV2	-0.42525
BLK	-3.05575
MATN4	1.8995
GPM6A	-0.3995
GBP4	3.03333333333333
TMEM162	0.0353333333333333
PKP2	-0.528
HRASLS	0.429333333333333
MMP1	-3.11975
SFXN3	0.0901
FSD1	-1.77666666666667
ST6GALNAC3	0.8485
CA12	2.4224
NCOA6	-0.21375
C19orf58	0.582
PPP4R1	0.1055
MAN1A2	1.1515
IKBKAP	-1.58925
UPF1	0.540166666666667
KIAA1219	-0.13825
WNT16	0.2738
SNW1	-0.306
IL18RAP	2.96925
RPP30	-0.34275
CDC40	-0.0601428571428572
SETD3	0.317333333333333
SLAMF6	0.50175
ELK4	-0.531
TRIM47	1.5295
ACOX3	1.5565
TRIM6	-0.89325
KIAA0372	-0.238333333333333
TP53AP1	0.230125
SMURF2	0.30575
ADAD1	0.52225
EBP	-1.425
KRTAP13-2	0.484
FLJ36874	-1.23633333333333
TOR1A	0.217166666666667
P2RY4	0.705
GPBP1	-0.148
TRPV1	-0.10825
ADAMTS12	0.299333333333333
PES1	-0.672
ATG4A	0.953833333333333
MAGEA10	-4.926
WFS1	0.673
CC2D1B	-0.1905
PABPN1	-0.68275
SLC25A30	1.513
SLCO1C1	0.3625
SLC22A5	0.28175
KIF23	-3.549
SYN2	-0.6275
ASPN	7.36833333333333
CENTG2	-0.42825
QSOX2	-1.42
FLJ10815	0.445333333333333
STK24	0.6125
SPEG	0.5809
STK10	1.42983333333333
DACT2	-1.6775
AAAS	-1.11475
SSX3	-1.527375
ABCD3	-0.1009
C4orf12	0.29725
PARVG	1.96833333333333
FIG4	0.43075
C9orf46	0.39825
TMCO6	0.529
IGHMBP2	-0.53425
DUS2L	-0.627666666666667
FAM3C	2.11875
TMEM16D	-0.8095
DCTN4	0.00574999999999999
KCNH3	-0.2425
EIF2AK2	0.17675
AP1S3	0.633875
CST4	0.533
PAM	1.8876875
NUTF2	-0.39525
CITED2	1.7503
SLC39A4	-0.85225
C2orf52	-0.951
GRM3	0.28
C12orf49	0.932
CCDC49	-0.2591
GRAMD1B	-0.437125
FNDC4	1.3325
SIAH2	-0.873125
GDPD4	-0.1375
C21orf87	0.3935
ATP5A1	-0.0811666666666667
C16orf63	-1.007375
LOC388135	-1.2865
ATP5J2	-0.65125
MMP3	0.33425
EMID2	-0.35975
CRHR1	0.36875
WDR70	-0.293
C13orf31	1.826
ZFAND1	0.3485
CCL18	3.19166666666667
C3orf49	-0.193
RINT1	-1.413
KIAA0408	-1.78833333333333
F13A1	4.757
SLC10A1	-0.181
OGN	1.71175
GIPC2	1.37733333333333
XPO6	-0.741
LCE1A	0.9155
FMR1	-0.0252
LOC374920	-0.04425
DUSP3	0.28625
ANKMY1	0.3265
C7orf50	-0.71825
BBS9	-0.1138
UNC119B	-0.142125
C9orf72	-0.116
MGC35440	0.00949999999999998
ENTPD6	0.068875
PPP1R2P9	0.42
ERCC4	-0.20725
FAHD2B	-0.4155
HMHA1	1.252
HACL1	-0.491
RAD23A	-0.694
FAM83B	-1.0515
PPP5C	-1.24033333333333
RNASEH2C	0.161125
C9orf153	-0.08575
SCAMP4	0.66375
GHITM	0.5076
NDUFB7	0.147
ADCYAP1	1.1855
SP110	1.28583333333333
MAP3K7IP2	0.8765
DHH	0.0435
AGRN	0.7975
WDR33	0.244166666666667
CEP290	-0.7695
PRPS1L1	-1.897
KLRA1	0.5315
GPR97	1.007
CHD7	-0.652
TLR10	2.8375
SLC30A8	1.2295
HIC1	1.5165
IAPP	0.1905
RXFP4	0.68575
GP1BB	1.2735
SHQ1	-0.121
NKX2-3	0.427333333333333
API5	-0.298
FTHP1	1.916
MOV10L1	0.397
TRIM6-TRIM34	1.91666666666667
ADHFE1	0.4045
FAM117A	1.289
DDI1	0.130166666666667
CDON	-1.26333333333333
TRIM73	-0.2275
IGKC	3.508
MMP14	-0.103916666666667
DYNC1LI1	-0.819125
C11orf66	0.815
TRBV3-1	-1.733
FASTKD5	-0.28925
BIVM	-0.122
LHX4	-0.342333333333333
CXCL2	2.4425
RAB2B	-0.409
IZUMO1	-0.3605
MAP3K15	-2.08025
FAM19A2	0.092
ZC3H8	-0.993833333333333
ZMAT1	0.618875
SPINK5L3	-1.6455
SLC10A6	1.1
APPL2	-0.02025
CARD10	-0.14
LOC402176	0.168625
EEF1D	0.9502
RAB6A	0.4488
C12orf5	0.751625
PAPOLG	0.16475
MSRB2	0.34275
BCR	0.991444444444445
PUS3	-0.216
TIAM2	0.539
ZNF317	0.371333333333333
CHD2	-0.06
FZD5	-1.27790909090909
NUDT8	-1.32275
ZNF763	-0.705
PRC1	-2.63922222222222
ABCB9	0.747166666666667
SPATA3	0.33175
TRAK2	0.487125
STAB1	3.666375
LRRTM2	-0.350333333333333
psiTPTE22	1.4645
DBI	0.0335
SERPINA11	-3.44425
NAT5	-0.13775
C20orf58	1.244
RPS6KA4	0.811333333333333
FLJ90650	-0.74525
TGFBRAP1	0.3185
CHRDL2	4.943625
FAHD2A	-0.243166666666667
CNTN1	0.64875
BBS4	-0.2778
TMEM181	0.11275
MINPP1	-0.69375
MPHOSPH6	0.576833333333333
HOXC10	-1.8038
ITPKB	-0.29175
CLPTM1L	0.062625
MEOX2	-0.5175
ATP6V0C	0.4135
PRPF8	-0.309666666666667
TMC5	2.604
FKBP3	-0.95525
PLEKHB2	-0.232
OR4D6	-0.379
ZNF544	-0.7613
D2HGDH	-0.475
RPL18A	0.367
HEL308	0.1015
MPP6	-1.68125
TCERG1	-2.079
KRT16	3.5465
KLF17	-0.58125
KLF5	1.206125
CDR1	1.2985
VCX3A	-4.2215
FBLN2	2.502375
C14orf104	-0.39025
HBE1	-5.583
OR4S2	0.0585
C1orf108	-0.667666666666667
ROBO4	3.72866666666667
CPEB4	1.304625
C11orf80	-0.721166666666667
BCKDHA	0.577833333333333
MYOC	0.29025
GIF	0.1305
CKMT1A	-1.346
RPL3	1.1877
THBS1	2.17075
APOO	-1.07025
ARMCX1	0.83575
HSZFP36	-0.4535
SNAPC5	0.08725
EIF4ENIF1	0.98325
ZNF433	-0.36725
TNFRSF21	0.998125
TMPRSS7	0.2035
SPATA18	2.109
HPDL	-3.2645
MKL2	0.762
TBX3	-2.45715384615385
C21orf93	0.629
DAXX	-0.596
ELMO1	1.481375
RGS13	0.725833333333333
TAF11	-0.88325
UNC13A	-2.187
LOC653314	0.1093
ORC3L	-0.919
IMAA	-3.658
TARBP2	-0.6155
CABIN1	-0.3911
TRIOBP	0.587625
HIST1H2AC	-0.031125
RGS22	-3.3835
NCOA1	1.40266666666667
IL25	-0.1235
SNCG	0.5665
GPR6	-0.047
AMDHD1	-1.27716666666667
CHEK2	-1.50725
C6orf142	2.18825
DRD4	1.0175
C14orf68	-0.3225
GDF11	-1.99825
SEMG2	0.459
CD247	1.72775
CDAN1	-0.80475
RBMX2	0.102833333333333
TGS1	-0.76725
OIT3	0.105
SYF2	0.64775
MCM4	-2.998625
PKHD1L1	0.00662500000000003
CEP192	-1.4
IFT88	-0.24025
RPL9	0.621928571428571
RAB32	0.625875
DDX43	-1.8965
P2RX2	0.715333333333333
OR5D18	0.2745
UBE1	-0.464666666666667
SLC24A1	0.035
ARHGAP5	0.47875
CETP	0.2565
KIAA1731	-0.846833333333333
SLC9A4	0.5295
PTPN6	1.8935
BAHD1	0.347
GRIK3	1.5205
CACNB2	-0.7091
PDE10A	-0.393
DGCR14	-0.074
PCDHB9	-0.335833333333333
RHOQ	1.562
MAP3K4	-0.1845
KTI12	-0.0203333333333333
RPL23AP13	-2.591
GNG11	-0.65075
CLCN3	1.07866666666667
GPAM	-1.037375
VSTM2A	-0.424
SLAMF7	2.16033333333333
INTS2	-1.21825
PPP2CA	0.23
LRP12	-0.516
SEC14L2	1.855
DKFZP586H2123	1.99
MC3R	0.231
CIRH1A	-1.25266666666667
HIST1H2AB	-0.509333333333333
POLH	-0.648625
MGC16703	-2.0945
SNAPC2	0.1255
FILIP1L	1.5455
RASGRP4	0.4595
LRRC1	2.1375
GAS1	1.24475
PRAC	-0.94875
DGKA	0.451
NT5C3	-0.998
PEG3	-3.18825
NADK	-0.724
PRR17	-0.0307499999999999
LOC374569	-0.63975
SGSH	0.7285
NLRP8	1.2235
GALT	0.2778
MCF2	-0.653
ZNF263	0.072
TACSTD1	1.6755
TYR	-7.4104
ATP6AP2	0.4705
RNUXA	-0.457
ABHD10	-0.4375
GDPD2	-0.54925
SLC35C1	2.00975
UBE2A	0.053375
HERC5	0.160166666666667
FAM112B	-3.9615
FBXL16	-1.1045
DKFZP434A0131	-0.616
ELA3A	-2.3815
RBM41	-0.66025
HAO2	-0.042
RNH1	0.478125
SHANK2	1.86766666666667
OSBP2	-1.844625
DAK	-0.538833333333333
C3orf58	0.56975
TCL1B	-1.295
KBTBD2	-0.259625
SUGT1L1	0.51575
UBE2E2	1.00666666666667
MYL9	2.41725
CDC23	-0.987
PBXIP1	1.1128
CXorf40B	0.36
NBL1	0.3065
RTBDN	0.233
RAB11FIP5	0.40375
TTTY13	-0.6165
SCOTIN	0.966916666666667
SOHLH1	-0.282
CDKN1A	1.08992857142857
NCK1	0.559
ZNF550	0.18175
SAPS3	-0.05275
SPIN3	0.0335
MAGEE2	0.1255
MIS12	-0.482333333333333
OR8H2	0.5225
KIAA0774	-0.033
UNC5D	-1.6465
CUL7	-0.545166666666667
LIPC	-3.852
DIO1	-2.1225
C20orf11	-0.2507
CTRL	-0.804
HS3ST2	2.48625
PAK4	0.593166666666667
CCRL1	2.835
RNF10	0.49025
ZNF567	0.06425
ZNF660	-0.211
TCEAL3	0.782
MAGOH	-0.0203333333333333
CENPB	-0.067
C19orf7	0.521375
LOC388965	0.10875
ZCCHC13	-0.141
JMJD1A	-1.1984
HIST1H4H	-1.4625
TBRG1	0.118
GPC3	-4.804125
TAF1C	-0.639375
EBNA1BP2	-0.9075
CIAPIN1	-0.383
PDGFRA	0.436277777777778
CSTB	0.220125
CENPI	-2.54733333333333
GTF2E2	-0.6975
RPP21	-0.5725
CCNF	-2.10616666666667
KCNQ3	1.69
FAM79A	1.51425
SLC22A12	0.4655
NOVA1	-0.691833333333333
FZD3	0.5539
AKAP8	-0.8765
SOCS5	2.36925
CFDP1	-0.52575
DLG5	0.1975
PGM5	0.547833333333333
C1orf144	0.605666666666667
HDAC10	-1.0725
RND2	-1.18
C20orf199	-1.47825
RNMT	-0.8645
SLURP1	0.221125
ASTN1	-0.143125
SH3BGR	1.2525
MYCL1	-0.2545
ZHX1	0.311166666666667
CENPK	-3.791
FOSB	1.9272
LOC643406	0.64775
C2orf59	0.376875
TMEM135	-0.37225
SLC27A2	-3.77175
KRT33A	2.154
OVOL1	0.95875
PAMCI	-1.585
S100A7	4.869
ZNF789	-1.5765
HARS2	-0.1145
RPL23A	-0.595333333333333
TCF23	0.4045
UPF3B	-1.392625
C17orf78	0.218
HLA-DOB	1.74133333333333
C14orf142	-0.0213333333333333
TEKT5	-0.003
DMWD	0.255
POLD1	-1.89216666666667
GSCL	0.373
CALD1	0.465
SCRT1	0.575333333333333
AIG1	0.9345
UNC84B	0.706
ZNF404	0.15725
TMED6	-3.34425
KIAA1462	0.439
LRRC27	1.47883333333333
PYGO1	-0.0415
PIGU	-1.2235
ALAS2	-4.38033333333333
WRNIP1	0.159125
CNNM3	0.398
ZNF2	0.51375
ST3GAL5	-0.11325
MRPL23	-0.3335
TSSK6	-0.0805
PSMA6	-0.66625
C16orf70	-0.82625
KIAA1602	0.4935
ALMS1	-0.631333333333333
DCN	2.778125
TMEM132D	-0.5015
SUCLG2	0.70975
ABHD14A	-0.07325
DEXI	0.687333333333333
AMPD2	-0.439
IFNAR2	0.669
CYB5A	3.285
TLOC1	0.86505
NXF5	-0.198833333333333
NRBF2	0.539625
KCTD3	1.77475
ITGAE	-0.414833333333333
SLC30A3	-2.47383333333333
ZRF1	-1.301
IFRD2	0.425375
XAB1	-0.34675
PYCR2	-0.0286666666666667
SERPINB3	7.194
TMLHE	0.456
GEFT	-2.0025
ABCA5	0.17825
EMR4	0.519333333333333
TSFM	0.24425
HIST3H2BB	-1.6365
ARHGEF19	-0.05175
TSPAN17	0.495
ABCC8	-0.206
MAP1S	0.722
C22orf36	0.71175
BNC2	0.153642857142857
HIST1H4A	-0.5575
NDUFS3	-0.404333333333333
WDR3	-1.1395
XKR4	-0.18175
TTC33	0.356357142857143
STMN2	3.6505
CPN2	-0.3945
HSPC105	2.238125
PCOLCE2	-5.17775
C3orf55	1.068
KLHDC9	1.20716666666667
TBC1D23	0.328
ATXN2L	-1.39533333333333
MAP2K3	1.07283333333333
SCAP	-0.03
ZNF486	-0.685333333333333
C20orf96	-1.4295
NARS	-0.4725
ADAMTSL1	-0.420071428571429
PRCC	-0.187166666666667
CCDC126	1.0055
ZNF675	-1.3895
CALCOCO1	1.22975
ANKRD43	-0.75025
CWF19L2	0.0418333333333333
ZBTB32	0.293833333333333
BRAF	0.38625
ODF4	0.524
MGC14376	1.337
HORMAD1	-1.24366666666667
AAK1	0.25425
PEBP1	0.710416666666667
TNFSF5IP1	0.2035
DKFZp564N2472	0.9775
RMND1	-0.2685
IGKV1-5	4.33325
COL1A2	2.729
SERPINA5	3.04725
AANAT	0.664
C19orf21	-2.85933333333333
GEMIN5	-0.877
UBR4	-0.397
LTBP3	1.54333333333333
AMHR2	-2.90383333333333
PROCR	-0.6575
MYBBP1A	-0.427
C20orf39	1.056
ZNF697	-0.491875
PASK	-1.5033
ZNF776	0.636333333333333
RFXDC2	-0.202875
KIAA0467	0.37375
C10orf96	-1.00475
ZNF503	-0.83925
GULP1	1.19041666666667
KCNE4	-1.128
DKFZp434K191	-1.276
LOC196913	-0.303
BHLHB4	1.3195
CH25H	4.32525
LOC81691	-1.8555
ALPL	0.486285714285714
COL12A1	2.32925
FOLR3	-0.144333333333333
GPR123	0.064625
TRIM62	0.270142857142857
ABLIM1	0.6565
MAST3	0.05625
RHBDD1	0.668
LOC338809	-0.317
RYBP	0.4835
TTC26	-1.224125
ZNF22	0.235833333333333
ISCA2	-0.2825
RDM1	-3.21575
PIGM	0.30575
GNB3	-1.6695
ACTR2	0.1332
HMGB1	0.4224
EDG1	2.51933333333333
SOAT2	-3.58575
OR10AD1	0.6525
RAP1GDS1	0.376833333333333
LCE1F	-0.0375
ESM1	0.036125
RCN3	1.40675
CREBL1	-0.54175
DBNL	0.146666666666667
PTGER3	2.297125
USP30	0.261333333333333
BCL2L12	-1.26066666666667
KIF26B	1.98475
ZNF416	0.55475
ZNF225	-0.1285
C17orf70	-0.2065
ZNF554	0.4715
RAE1	-1.5365
TNIK	-0.356666666666667
ACTN3	1.895
MGC45922	1.1425
CCNA1	1.08166666666667
RYK	0.664
IL26	-0.862
LRP3	0.681166666666667
QARS	0.00825
SOX7	0.736357142857143
BID	0.3095
OR2S2	-0.1905
CXCL14	2.8535
C11orf47	-0.7985
MGC29891	0.179166666666667
HSPB8	-0.9355
PRDM14	-1.123
NUFIP2	0.294
MNAT1	-0.61125
ZDHHC2	1.91758333333333
MBNL2	1.5625
ADD3	0.04175
CSNK2A1P	-0.8145
KLK6	3.6635
TMEM111	0.3377
KIAA1279	0.01025
NUBP2	-0.1915
RAB42	-0.62975
ID3	-0.8121
TM9SF1	0.4365
MDP-1	-0.415
POU4F2	0.08175
IQCK	1.9115
C16orf14	-1.12575
CAPN3	-1.1715
FAM43B	-0.169875
RECQL	-0.65
AP1G1	-0.0493571428571429
CTNNBL1	-0.520833333333333
ECHDC1	0.646166666666667
SMARCC1	-0.9721
FOXQ1	-1.281875
GNAI3	-0.235666666666667
POLG2	-2.196
CD4	1.759
ITLN1	0.17675
EBI2	4.993
IRF1	1.196
PTPRE	1.8812
PTK2B	-0.23
NXNL2	-0.829
SOX4	-0.307166666666667
TSPAN3	1.097
SH2D1A	-2.67416666666667
C8orf58	0.0363333333333333
USP20	-0.76075
DUSP22	-0.154583333333333
CALB1	-2.1
L3MBTL2	0.764166666666667
MCRS1	-0.453
TMEM118	-2.41083333333333
C18orf8	0.503333333333333
FLJ10241	-0.092375
GJA12	0.451
PKD1	-0.891833333333333
ZFP3	0.8415
JAM3	-1.462875
LAPTM4A	1.3385
DIRC2	1.41275
KIAA2022	0.0568333333333333
MYOM1	0.510333333333333
TRPM8	0.0855
MOP-1	1.629
PHKG2	-0.144375
ZNF650	0.075125
KIAA1522	1.11125
PSG8	0.8555
DDX19B	0.161
MOBKL1B	0.51575
DIAPH2	0.1185
PTPN12	0.35475
CLN8	-0.0438
CRYZL1	0.0753333333333333
CRY2	0.615166666666667
FCGR2B	4.35433333333333
PNPLA4	1.016875
ZNF454	-0.1915
DKFZp434B1231	-0.50725
CLDN11	0.5671
RFWD2	-0.112333333333333
CIB2	-0.487833333333333
MXRA8	2.28875
HRK	1.178875
MAML2	0.989
C4orf31	-0.9275
C6orf192	0.7985
COG6	0.922
FAM5B	0.08575
NFATC1	1.4552
SEPT10	0.294
SCYL1	0.2064
RPP40	-1.52175
SCOC	0.511
KIAA1450	1.41625
CTDSPL2	-0.45875
TBX5	1.266
NAPG	-0.56925
RHD	-4.563
C14orf45	1.4775
ZBTB22	0.986
PLCG1	-1.8065
ANKRD10	-0.65275
AQP7P2	-0.01375
TAGLN2	1.11266666666667
HTR2C	-0.364833333333333
SLC16A7	-0.7855
C17orf83	-0.2425
TSGA14	-0.49225
MDH1	-0.716
PPP3R2	0.118
DCBLD2	-1.44885714285714
RBM33	-0.52775
DPH3	-1.57625
SYT10	-0.5235
FMO4	1.218875
THYN1	-0.16775
DRD5	-1.4445
OTOR	0.579375
PGRMC2	0.6399
KATNAL1	-0.621125
PAQR6	-3.763
UBE2I	-0.93375
C14orf28	0.7935
C8orf70	0.17325
FLYWCH1	-0.679125
ANGPTL3	-0.71425
GLRX2	-0.393666666666667
ATP11A	0.218357142857143
ARL5B	-0.022125
MUC16	-0.81125
SLC25A5	-0.845
ACRC	-1.20575
MYO1C	-0.0573749999999999
FAM89B	1.253
FAS	1.981375
KIFAP3	0.499
GLRA2	-0.016
BTN3A2	0.8281
CNKSR3	-0.75075
CSTF3	-1.0525
ARPM1	0.83875
KIAA1530	-1.0695
C9orf150	1.3605
PRKCI	0.9295
tcag7.1015	-1.127
SOD3	-0.11625
ZNF574	0.364
CYP21A2	0.037
RPL12	0.481
COMMD2	-0.40325
WIZ	-0.04575
LOC344405	-1.5755
ALDH4A1	-1.28888235294118
CRYAB	2.91775
COPA	0.4208
PCDHGA7	0.906666666666667
KIF11	-1.98408333333333
RASD2	-0.151125
SLC26A3	-0.128
ZNF175	-0.7115
JAKMIP2	-2.383
C8orf4	2.062
PTHLH	1.52225
SLC40A1	2.45991666666667
OR7D4	0.515333333333333
PCDHB17	0.676
CD36	1.56414285714286
C6orf203	0.4163
PRKG2	-0.128
LOC400566	0.629
ANAPC13	-0.10025
SLCO3A1	0.50225
ZNF692	-1.999
FANCL	-1.5545
