Hybridization REF	TCGA-A8-A0A1-01A-11R-A00Z-07
HEG1	0.09575
ALS2CR11	-1.9005
SURF2	-0.5685
PSMC1	0.242
OR2D2	-0.418
SLC7A8	2.7275
C4orf40	-0.045
SPATA7	0.4305
MAZ	-0.5705
PIN4	-0.076
PDE1A	-0.705125
TAF6L	-0.235333333333333
OR2T34	0.471
KIAA0284	0.574
ACADS	-0.684181818181818
MKRN2	-0.4965
C18orf56	-2.528
MS4A6E	0.355666666666667
GALNT4	1.0688
C22orf31	0.168
FLJ36070	-0.0385
PSME4	0.53025
TFG	0.2676
EPHX2	1.45375
ANXA5	0.199625
KRTAP1-1	-0.4202
BATF	1.9425
KARS	-1.1845
MSTP9	-0.0425
GPR26	-0.043375
CCDC72	-0.02375
TEF	0.64
FOXK1	-0.3143
PRLHR	0.55
EMX1	2.27225
C11orf30	-0.320125
ICK	0.261375
THSD7B	0.52075
C21orf100	-1.173
DUOX1	1.8025
EFCAB4B	-0.51125
UBE2G2	-0.689333333333333
C3orf54	-0.29925
PARP1	0.164
FAM60A	-1.4775
C6orf146	0.44625
OR9K2	0.58
DDX55	-1.19766666666667
RPS15	-0.184833333333333
ZNF618	0.6895625
DKFZp686D0972	1.43175
SSPO	-0.289
SHFM3P1	1.14583333333333
CPA6	3.42925
JAG2	0.79925
DEFA3	-0.0475
PPBPL2	-0.0446666666666667
CD34	4.256375
SLCO4A1	-2.97925
AFG3L1	-1.3675
SHD	-1.0195
RP13-122B23.3	-0.471333333333333
PRKCSH	-0.754
DPH5	-1.15866666666667
HLA-F	2.716625
TBC1D4	0.02625
RIG	-0.115833333333333
GLUD1	0.0085
HNRPCL1	0.384375
HBXIP	-1.58925
RNF207	0.1905
APIP	-0.312
PLA2G3	0.819
CCDC84	-1.69725
MYLIP	-0.757846153846154
PHIP	0.01425
AARS2	-0.290166666666667
DHX32	0.9915
SCAPER	0.778333333333333
MEN1	0.251428571428571
NIP7	-1.9305
FLJ25404	0.55
FASTKD3	-0.26625
TMEM158	-2.51083333333333
RARA	1.78275
BDH1	0.2385
ANKRD16	0.97875
CARM1	0.409
SS18	0.997333333333333
IKZF2	0.667833333333333
MYD88	1.295875
PML	0.6248
TAF1A	-0.65725
CBFB	-1.09975
HIST1H3H	-1.85616666666667
C7orf29	-2.64275
COMMD4	-1.2245
DPP3	-0.0265
DAB2	1.08575
LOC388882	-0.204
YPEL4	-0.083
AGBL3	0.465
LRP6	0.1829
SERPINH1	-0.273666666666667
TLE1	0.24975
CD244	0.813
ZDHHC15	-1.131
MGLL	0.1733
PLDN	-0.322666666666667
LOC654346	2.131
FAP	3.56075
GPR37	-0.814833333333333
SCARA5	1.41816666666667
EBF4	0.914181818181818
LSM6	-0.5865
MLLT1	0.1744375
SLC5A12	-0.64375
A2BP1	-1.92116666666667
COPS5	-0.0431666666666667
TPM4	-0.295928571428571
TNFSF4	1.412
ACADSB	1.85372222222222
HERPUD1	0.36225
BCL2L11	-0.678333333333333
CEP78	-1.053375
CDCA3	-1.51525
WBSCR19	-0.1461
MYO1A	-1.079
PPEF1	3.23483333333333
LOC440348	-1.00375
CPEB2	0.782375
BPTF	-0.353166666666667
RPL21	-0.007625
GSX2	-0.137
ADPRH	1.62533333333333
C17orf68	1.06
KCNS1	-1.02966666666667
MLLT6	0.4228
PIWIL4	0.387
RNF26	-1.167
RAP1B	1.15925
ADAMTS1	-2.8735
ZNF571	1.1235
P2RY6	-0.27
TRIM21	1.53883333333333
CADM3	0.05825
NLRC5	1.32666666666667
ADRA2B	-0.249333333333333
LOC90835	0.3115
PCF11	0.55725
LOC400451	1.83975
GLTSCR1	0.4489
C17orf88	-0.620833333333333
CDH16	-2.016
FGF7	1.32375
PCSK4	0.101333333333333
NPC1L1	-1.43083333333333
TAT	0.847714285714286
TBCA	-0.3775
MGC33407	0.3445
GPR115	-1.038625
CYGB	0.0735
FNBP4	-1.55816666666667
C12orf43	0.35775
CBL	-0.6319
CLECL1	2.21825
PPAPDC1A	2.0275
WDR25	0.769833333333333
SGCA	0.556
C22orf29	0.405833333333333
YIPF1	1.538
GALK2	-0.77525
RAB3B	-3.83133333333333
LOC440087	0.769
UCP1	-0.4215
REEP5	1.33525
FADD	-0.1488
FOXA1	3.845625
CACNA1A	0.161166666666667
ABI1	0.479
GRIN2D	0.28075
SLC1A4	-0.211666666666667
LOC401127	-0.8125
HINT2	0.229
PLD4	0.970833333333333
ZNF286A	-1.2865
ENY2	-1.09075
IL1F6	-0.254
PXDNL	1.53325
C20orf79	-0.182666666666667
TNFSF13B	4.01483333333333
DENND3	0.652875
JARID1D	-3.18275
HIST1H2AK	-0.15275
LOC93349	0.736
SSH1	-0.653
ENSA	-0.32175
LOC219854	0.1385
CKAP2	-0.588
DKFZP564J102	0.405833333333333
MGC87315	0.334166666666667
HNRPAB	-1.143
AMH	-1.897
ZNF526	0.622
BRUNOL5	-0.3783
CACNG3	0.254166666666667
TRPM1	-2.2335
PPP2R1A	0.471625
COL2A1	-2.21425
DDN	-0.712333333333333
FLJ25770	0.802583333333333
HK2	-1.00064285714286
ELOVL6	-1.563
MDK	-0.9635
EPHX1	1.6755
RASSF2	1.3895
DKFZP434B0335	-0.88425
DLX3	0.587875
PRTN3	-0.61425
AVPR1A	0.17225
C21orf125	-2.3575
TNFAIP8	0.228833333333333
GNB2L1	0.10325
CALCRL	3.0215
SCGB2A2	8.95783333333333
UBXD7	-0.66275
ZNF674	-0.1355
TMEM35	-0.29775
BRSK2	-1.381125
HECTD3	0.198833333333333
TMEM188	-0.689
LGALS9	2.359
SCARB2	1.04683333333333
USP34	0.392583333333333
C17orf28	1.45891666666667
ZDHHC23	-0.7585
AQP12B	-0.958
SLC16A3	-1.669
APLP2	0.3545
ITIH2	-5.062
MICAL3	-0.60975
TNNI3K	0.7867
HDAC2	-0.07
PRR7	-0.8835
THBS2	1.1955
LOC751071	-1.14316666666667
CA2	2.736
RANBP17	0.529
RLN3	0.2815
CRYZ	-0.226333333333333
GBAS	0.0343333333333333
TAS1R1	-0.551
MPZL3	-0.018
PCDH8	-1.12725
HSP90B1	-0.480916666666667
KCNK15	0.7615
TNIP2	0.559
GPR146	1.1645
NOL6	-0.065875
SPC25	-2.96233333333333
STEAP2	1.71692857142857
VAMP3	0.452833333333333
TCIRG1	0.60725
ZP4	0.0541666666666667
PARL	-0.06225
TRIM39	-0.0588333333333333
KIAA1305	0.92975
CRNN	0.320166666666667
GRN	1.2055
HSH2D	-0.1895
SCAMP1	0.5885
KIAA1913	0.28075
PTS	-1.27975
BANP	-0.0754285714285714
PRKACG	0.088
ADCY6	0.819666666666667
C16orf46	0.482
CYP51A1	-0.474
DDC	-5.6705
ANPEP	-0.574666666666667
PROM1	-3.946
SIGLEC10	3.72
COPG	0.5895
FAM26E	1.828125
TRIP4	0.60975
SNX3	0.644333333333333
C1orf175	0.783666666666667
PPY2	0.21875
C14orf152	-0.0905
FTSJ1	-0.256833333333333
DST	-0.1374
LOC554235	-0.0135
GLRX5	-0.482
C20orf12	1.7343
CAB39	0.665833333333333
MSH2	-0.683666666666667
PIP4K2C	0.763375
CYLD	1.525875
WTAP	0.5483125
MGAT4A	1.56666666666667
TSC22D4	-0.801
CHRM2	-1.9155
PPYR1	0.0843333333333334
CCNH	-0.2905
RRM1	-0.5315
ECAT8	-3.00975
LOC400120	-0.09175
GABRA4	-0.4445
C14orf4	1.28183333333333
C1orf59	-1.766
CTDSPL	0.492916666666667
NHEDC2	-1.522
PDE11A	0.0578125
KLHL29	-1.05225
CD5	0.4765
TSPAN9	1.7365
WDR67	-0.9135
THUMPD1	0.3982
C18orf17	0.064
CLYBL	0.901666666666667
FLJ13231	-0.4045
CMBL	-0.082625
LECT2	-0.47575
NKAPL	1.95516666666667
LOC654780	0.4725
OR4C6	0.5525
RAB30	2.06416666666667
TSSK4	0.318
TMEM163	2.0985
OSBPL11	0.43725
GNB5	-1.56433333333333
CCL21	0.521
C1orf121	0.225833333333333
FMO2	2.26866666666667
RPTN	1.676
MSTN	0.154
VCL	0.495714285714286
FYTTD1	0.036
C11orf1	-0.75775
CCDC88C	0.2190625
HFE	0.550222222222222
MOGAT1	-0.393
FAM125B	0.501666666666667
IRGQ	-0.096
RAVER2	-0.717
AKAP5	0.0265
SSSCA1	-0.105
C11orf63	0.76825
ACTG2	0.3155
PORCN	-1.346
DTL	-1.19745454545455
TMEM151	0.53425
FAM122C	-0.8925
RSAD2	2.3657
BAT4	-1.108
KRTDAP	-1.71783333333333
MYH8	0.06
CRTC3	1.302
LRRFIP2	0.435
INTS4	0.0125
TTN	-1.1125
SLC26A5	0.8935
PLLP	-0.05375
RGS6	-0.39975
SRGAP3	1.23275
ZNF525	0.2435
NBR2	0.130333333333333
C13orf1	-0.4371
ZNF137	0.7455
CEP27	-1.52925
BEST2	0.0255
RNF121	-0.14525
DMRTC2	-0.02925
C8orf76	-1.06025
BCCIP	0.223
MEST	-1.33725
HTRA2	0.0615
ANGPTL2	0.194
ILKAP	-0.2535
ERAS	0.0145
HBS1L	-0.17975
CPA5	-0.4915
TMEM30A	1.24916666666667
CD300LF	3.614
WISP3	-0.6625
CRK	0.480928571428571
PDS5A	0.00849999999999999
BRPF3	-0.2855
NEDD9	0.3995
SMPDL3B	0.913
PSG6	-1.66375
PSMD13	0.60175
ETV5	-1.3911875
OR51A4	0.3805
BTBD7	0.834166666666667
GSTO1	-0.981375
hCG_16001	-0.093
MAD2L1BP	-0.760333333333333
COX6A2	0.689
SCNN1A	1.88233333333333
LSM1	-0.0423333333333333
UGT2B11	-1.9995
IDUA	1.2095
PPP2R3C	-0.151333333333333
COX11	-0.911833333333333
PDZK1	2.87225
ZNF443	1.014
MGC21874	1.50416666666667
ZNF323	0.6634
KRTAP10-10	0.1015
CXCL6	-0.87275
SLC34A2	0.615
LOC284402	0.2115
NPTN	0.671
UPP1	-1.70658333333333
SLC6A9	-0.5795
OR7G3	0.484
CISD1	-1.0925
ZNF545	-0.0948333333333333
SYT14	-0.478
NT5C3L	-0.978166666666667
ZNHIT3	-0.412666666666667
SNRPD3	-0.1425
KIAA0701	0.1865
UNC93B1	0.168833333333333
GMNN	-1.93575
SPCS2	0.5955
LOC388524	-0.586
NAPRT1	0.803625
PNLIPRP1	-0.05875
OR6V1	0.41
PRKAB1	0.70275
EYA4	-1.67066666666667
KIF20A	-1.41675
ALG10	0.75425
ITPKC	0.910166666666667
LMX1B	1.51866666666667
RPUSD4	-0.9045
C7orf34	0.2705
DLGAP2	0.54625
PFN1	-0.0994
MICALL2	0.2585
ZNF654	-0.3395
SS18L1	-1.065125
SLC16A8	0.8835
MKI67IP	-0.302833333333333
ITGB3	-1.351
TCEA3	2.94808333333333
CEP152	-1.6995625
CLIP1	0.467
ZNF75	0.566
ATP5C1	-0.565833333333333
NUDT5	-0.740833333333333
PSCDBP	1.64475
UBP1	0.31
RBM27	-0.0715
C13orf15	2.949875
ZNF282	-0.19
ZNF222	0.688
COL10A1	6.101
PRDM15	-0.115125
TTTY5	0.5085
FAM9C	-0.48125
C20orf67	0.077
GNG13	-0.94
F12	-0.3085
C1orf41	-0.76225
CPXCR1	-0.655
GSK3A	-0.07525
SUPT6H	0.134166666666667
PI16	2.40183333333333
ELL2	-0.2885
C9orf167	-0.877666666666667
PVRL3	-2.0117
FLJ38596	0.71575
ADAM20	0.16125
GPR89A	0.505
GPR87	-2.2115
ZNF30	0.70725
SMR3B	-0.36525
ZNF770	-0.332625
TRPC4AP	-0.247166666666667
DKFZP686E2158	0.488666666666667
C2orf28	0.226666666666667
FREM1	-0.383
LAMA4	0.523
ADPRHL2	0.32375
EIF4G2	1.06616666666667
GUCA1A	-0.6535
CTNNA2	-1.617125
NUDT15	-0.844166666666667
CEPT1	0.522833333333333
ZNFX1	1.6508
CCDC92	1.45875
TDRD1	-0.8625
KCNK5	-2.6465
ETNK1	0.19225
LTA	1.321
TTPA	-0.302166666666667
B3GALNT2	-0.0185
SC65	-0.160833333333333
PEX5L	-1.266
EPS15L1	1.07875
MGEA5	0.594
HIST1H3A	0.79075
ING1	0.731
BCAT1	-1.561125
ORC6L	-3.56463636363636
KLK11	-0.404166666666667
C19orf28	-1.146
DNER	-4.625125
MED22	-0.727714285714286
ETV6	1.36083333333333
CHAC2	-2.324
CD300E	-0.029
CEBPB	0.832833333333333
ZNF398	-0.933
LRCH3	-0.0605
HMGA1	-1.87533333333333
CAPN7	0.2495
MGC5566	-2.27625
CCL3	3.158
NANOS1	0.13525
ZFYVE19	0.073
APITD1	-0.351833333333333
PARD3	0.533625
IRAK4	0.236166666666667
SERPINI2	0.751
CEP170L	-0.78575
TTC9	2.297875
MYOM3	-1.0995
MLPH	2.637
LOC222699	-0.1655
NRG1	-1.62009090909091
TBC1D9	5.22254545454545
TTK	-2.2295
ZNF557	0.2836
DDX41	-0.077
FANK1	3.292
UBE2D2	0.215625
PSMB10	0.948375
MYH7B	0.852
GABARAPL2	-0.197625
MARVELD2	1.83466666666667
DGCR2	0.9845
UNC45A	0.166
C6orf72	0.5805
ZNF683	4.40875
GIT2	0.630625
CASK	0.478
C14orf161	4.257
LRRC44	0.23775
TIFA	0.3695
UTP11L	-0.282125
C6orf65	-1.06975
FDPS	-0.06875
DUSP9	-1.9662
SLC17A8	0.0228333333333333
OR51G1	0.2665
NANS	0.59125
OLFML1	2.01725
ATP10B	-1.1145
NPAS3	-0.44575
PRKCA	-2.5666
GGA2	-0.057
LCE4A	0.431
SPANXN3	-0.12875
CCDC115	1.79475
SDCCAG3	-0.71375
GLIPR1L1	0.473
TTC1	-0.02125
C17orf76	0.87975
MAD2L2	-1.40175
HIPK1	-0.23
LRRC3B	-0.0954
CLN3	-1.03404545454545
C17orf47	-0.234
FMN2	-2.94375
TUBB1	0.991625
WAPAL	0.376
C3orf21	-0.385875
SCN5A	-0.7302
SMYD1	-0.088
BEX5	1.71325
ZNF192	-0.086
SEC22A	0.089
GRIA2	2.8135
KIAA0825	-0.95225
NUSAP1	-1.91981818181818
LANCL1	0.165125
C15orf40	-0.8897
ZNF645	0.494125
GPR61	0.10825
NLRP14	0.4025
SNX21	0.052
C1QTNF8	-0.1395
C17orf46	-0.50375
IFNA8	1.082
SPRR1B	-1.7945
FLRT1	-0.62525
SNX17	0.146333333333333
ASB2	0.0195
HBG1	-4.393
RPRML	-1.43625
JOSD2	-0.4355
PLSCR3	-0.05
SPOCD1	-1.36483333333333
RAB39	0.53
GHRH	2.96316666666667
ITIH5L	0.20275
C17orf37	0.51325
SMCR8	0.4285
DPY19L2P3	-0.726
IL11RA	0.592166666666667
GDF3	-3.59866666666667
RPS6KB1	-1.58116666666667
DNAJC19	0.1059
TOP1	-0.25325
CRCT1	-0.14175
MPST	-0.01825
DPM2	-0.238375
FAM38B	-2.45633333333333
SLC18A1	-0.407833333333333
FARP1	0.989166666666667
PAX7	0.25275
TUBD1	-1.062
GNL3	-0.876375
BTG2	1.674
NDUFS6	-0.72875
C1orf79	-2.08025
ERAL1	-0.6905
ECHS1	0.892
VPS4A	-0.562833333333333
CYP11A1	-0.296875
ABCC6	-1.68328571428571
PBX4	-1.358
MOSC1	0.234375
NCF4	1.43725
HYMAI	2.3335
NAGPA	0.156625
OTOP2	0.1565
ACOT12	-0.13525
MTHFD2L	-1.02425
LOC441376	3.028
C19orf34	-0.128
RAB1B	0.11675
ALDOAP2	0.883
NTRK1	-0.6955
ARTS-1	0.8379
SLC6A11	-0.4505
NAP1L2	0.653
CNGB1	0.102
EPB41L4B	0.957833333333333
FAM134B	3.133125
HS3ST3A1	-1.096
CPXM2	4.83975
SIRPB2	0.651
CHORDC1	-1.76633333333333
TRIB3	-0.74
SLC2A5	1.39975
C2orf49	-1.129
DDX5	0.2635
OR5L1	0.735
ANAPC4	-0.3915
ZSWIM1	0.024125
LOC93622	0.1535
KCNK3	-0.3035
RP11-35N6.1	-2.154125
ZFP161	0.853
AQP9	4.218
SLC15A2	-0.869833333333333
MREG	1.0425
OR9I1	0.581
PDLIM2	0.1465
ADAM7	0.3195
GSTCD	0.853833333333333
WDR21A	-0.12775
SLC12A8	2.03416666666667
TMEM174	0.07775
IGSF3	0.186416666666667
LRRN1	1.21625
LOC402117	-0.28575
SRPK1	-1.98583333333333
LY6K	-1.98293333333333
NFIA	3.3055
PTCD3	-0.3335
LEP	3.43266666666667
PCDH21	-0.738833333333333
MAPKAPK2	0.803714285714286
NMNAT1	-0.213
LHFPL2	0.980375
C9orf43	1.26475
DIP2A	-0.00816666666666667
ACTR8	0.066875
CCDC34	-0.53825
PTPN22	0.096
ITGA3	-0.5095
FAM129C	0.0925
RABGGTA	0.732833333333333
UNC45B	0.39275
KIAA1033	0.302375
ZNF510	0.145333333333333
CYP2D6	-0.397
SLC26A10	-2.555
STX8	0.4895
LUZP1	0.38325
WDR89	-0.2605
EIF4G3	0.2335
C5AR1	1.642875
ZNF623	0.194
A2M	1.5855
TGM7	0.1295
GRPEL1	-0.6595
LMNB2	-0.9354
ROCK2	-0.175
SNX16	0.080625
CCDC66	0.53875
ANXA3	-1.38725
KIAA1609	-0.63975
EED	-1.17625
RNF32	-1.17316666666667
HES1	1.3248
CLC	1.09616666666667
ISL1	-0.907
KIAA0528	0.436
MANEA	0.423125
C1orf61	-2.7685
hCG_2001000	-0.3865
RAPGEF6	-0.4501
KIAA0020	-0.598333333333333
NEIL1	0.578
C16orf45	0.17875
RBM10	0.284833333333333
C10orf125	-0.573875
MRS2L	-0.7555
DNAH17	-0.88275
C19orf10	-0.31675
C1orf160	0.5075
SLFN12	2.063
EXOC3	0.0035
HIST3H3	0.219
NCOR2	0.497666666666667
TNFRSF9	1.9955
MFSD8	0.54375
ALX1	-3.77616666666667
NOL1	-0.91125
PODN	3.14875
TIAL1	-0.58025
HIST1H1E	-2.0805
NPY6R	0.47175
TM4SF4	-0.19025
CORO2A	0.5795
ETNK2	-0.375833333333333
APOE	1.2415
ANGPT4	-0.005
HDGF2	0.146
G30	-0.332
ST8SIA4	0.0475
F2RL1	-0.114625
FAM19A4	-2.99125
CCAR1	-0.83775
B3GNT7	-0.1815
OPHN1	-0.4086
DSCR6	0.6
C21orf13	1.01816666666667
GAS2L1	0.371166666666667
RFX3	0.826833333333333
COPS4	0.069125
BCHE	-4.46833333333333
BCL2	2.469125
HBZ	-2.96316666666667
ARL13B	0.0755
MAPBPIP	0.90075
MYO15B	0.628125
SPZ1	0.21625
KIAA1324	2.97311111111111
PLCL2	0.339
C4orf29	-0.52975
WDFY2	-0.675875
ZNF284	-0.6145
NAALADL1	0.00949999999999999
DUSP5	0.091
PXDN	0.783125
SLMO1	-1.35075
TNXB	0.2207
BIRC7	0.65775
A4GALT	0.575333333333333
TIMM22	0.529
FAM110C	1.6505
TOMM34	-0.733375
ABHD9	0.422
ADAM32	-0.505
CRHBP	0.6535
AQP2	0.47175
LOC130355	0.47975
ZNF187	0.505333333333333
ZNF816A	0.7435
F7	2.0585
CNOT1	-0.3653
SLC13A4	-0.819
ZBTB11	-0.25175
B3GALT5	0.60875
EXOC2	1.10183333333333
IRS1	0.0807
TMEM1	0.0418333333333333
MRPL34	-0.574166666666667
SAMM50	-0.04625
CDC42EP3	0.06
HSF2	-0.3959
MFN2	0.499
TSPAN7	-1.54333333333333
NUCB1	0.761416666666667
RHOH	0.13975
ARL16	-0.442
TACR1	0.5585
SFRS5	0.2845
SNX25	0.2875
RHBDF1	0.9295
PCDH18	2.06433333333333
HMG1L1	-1.08975
MYO5C	1.807625
MAPK10	0.449
LDHAL6A	-0.1782
NUDT12	1.499
NCAM1	-0.305375
GLIS2	0.116
GGTL4	-0.53475
DAPP1	1.00925
ATF7	0.4545
KIAA0748	0.06175
NFIL3	-0.43675
TM6SF1	0.8335
SEZ6	-0.009125
NANOS3	-0.417333333333333
DNAJA3	-0.407833333333333
CLDN6	-1.9765
CIITA	3.6018
EPHA4	-0.869416666666667
FANCC	0.40625
CMTM3	0.870625
PSG3	-0.394375
MRPL15	-0.86625
C21orf59	-0.2075
PLCXD2	-0.49425
C2orf34	-0.199375
UBE2L6	1.854
MED14	0.094
HP1BP3	0.9441
C6orf208	-0.099
TPBG	1.411
OSR2	-0.531625
XPC	0.588833333333333
KLHL7	-1.028
CCR3	-0.302
AGTPBP1	-0.737666666666667
PCSK6	2.23686666666667
STAT5A	-0.2607
FAM18B	0.43125
LONRF2	2.31566666666667
PTPN2	-0.47425
SF3A3	-0.131833333333333
EFCBP2	-0.51175
HCFC1	-0.2285
AHNAK	0.65905
ACTR5	0.50375
KIF14	-2.87
TENC1	1.42
HEATR5B	0.741
YIPF2	0.7565
MYEOV2	0.423166666666667
DUSP18	1.237
KIAA1012	0.41075
AHR	0.250833333333333
C17orf53	-1.34316666666667
PTPRH	-3.42325
ATP6V1C1	0.0695
TAS2R3	-0.4715
LOC440356	-1.50925
COQ10B	0.655
PSMF1	0.983583333333333
SORBS2	2.78308333333333
NFE2L2	0.13275
TMCO7	-0.66775
SH3PXD2A	0.3039
SH2D2A	-0.7145
SPINK5	-3.258
MRPS24	-1.14175
OPA3	0.153125
TRAF7	0.480166666666667
C4orf35	-0.0751666666666667
MT1G	-0.95925
MGC39545	0.531
HS1BP3	0.2442
OR2B2	-0.0705
CHRM4	0.4265
SFRP2	3.75183333333333
RIC3	-1.14725
ART1	0.0635
C6orf1	0.62625
DUS4L	-1.641
C10orf104	0.58075
TNFAIP6	2.8165
RTEL1	-0.145
CCT4	-0.34
ZNF709	0.186
CHMP6	0.0866666666666667
UPP2	1.051
CYP19A1	-2.013375
CD151	-0.395833333333333
NDUFA13	-0.388333333333333
ARFRP1	-0.858666666666667
FAM26B	1.7365
CRYBA1	-1.4745
MRPL41	0.226333333333333
NPFFR2	-1.4835
HRH2	-0.093
SCAMP3	0.6005
MTMR6	0.4091
MTG1	-0.795166666666667
UBTD1	1.27225
CRABP1	-3.1865
FLJ33790	1.2486
KIAA1908	-0.7605
GPR158	-2.45225
PACSIN3	-0.67
OMD	4.185
CATSPER1	-0.181666666666667
HOXB8	-2.486375
FBXO46	1.1155
OAS1	2.08766666666667
SVIL	0.3375
PHB2	-0.3985
ADCY3	-0.796
NDRG2	0.8095
ERMAP	1.2411
APBA2	-1.10016666666667
IGSF9	2.56275
WNT6	-0.847857142857143
MYCBPAP	0.58425
ATP2B2	-0.1513
CPVL	0.3626
TRAM2	-0.918833333333333
NOP5/NOP58	-0.75275
ZNRF4	-0.0735
TLK1	0.21525
MTMR12	0.622642857142857
ZNF384	0.142666666666667
FAM9B	-3.353
RPN1	0.5512
PMVK	1.2275
EIF3D	0.152
SIX2	0.471
HPS1	0.559714285714286
RNF7	0.225
PSKH2	0.1125
KCTD13	-0.232333333333333
CSMD3	-1.1454
FBF1	-0.074
IL8	-4.381375
SERPINB13	0.428818181818182
FBXL20	0.2225
BLR1	0.46975
SH2B1	-0.7235
RFNG	-0.108
RAB20	1.39816666666667
RBM7	-0.856
POLR1A	-0.477666666666667
TMPRSS4	-3.389
TAF9	-0.652625
TERF2	0.189166666666667
TNFRSF1A	0.865916666666667
ACADVL	0.573833333333333
GTF2H5	0.39925
EDG8	-1.22416666666667
C9orf140	-1.48925
UST6	0.3635
ZBTB8OS	-0.553
ZNF710	0.775
GPR174	-0.5725
ATP6V0A2	-0.63975
KIAA0319L	0.528166666666667
XKRX	0.3705
DOPEY2	1.7282
SDHD	-0.513666666666667
SUMF1	1.90875
OSM	2.54275
OPN3	-1.15425
DAGLB	0.243833333333333
PPFIBP1	0.4366
TRIM63	-2.61
C10orf53	0.0485
LYPD3	-0.0613333333333334
BCL7A	-0.312875
AGER	-1.33933333333333
TCF19	-1.3535
SAT2	-0.3855
PFTK1	0.187333333333333
GABRE	-2.2325
C15orf38	1.5154
FIS1	-0.7255
KCNV2	0.10625
CLPS	0.268
PPCDC	-1.16
FOXN2	-0.166166666666667
NT5E	-3.1295
CD83	1.923
IL18	1.90375
VPS16	0.62925
IGFBP2	0.365166666666667
NOTCH2	0.9665
SIGLEC1	3.39825
CD93	5.0845
SULF2	0.35125
CEP164	-0.212375
P53AIP1	0.0552
TOR2A	0.0418333333333333
ZNF136	0.4525
MGP	3.9003
CCDC144A	-0.7184
TRPC1	-0.706333333333333
SMS	-0.8535
MAPK7	0.0396666666666667
RRAGC	0.90175
PARD6A	0.00733333333333334
NUB1	0.731333333333333
SYNGR4	0.05475
OR11H12	0.1375
WIF1	1.802375
GCH1	0.52025
OR11H4	-0.0674999999999999
SLC44A5	2.8435
GPRIN2	1.1285
LOC401431	-0.56925
CPA4	-2.9337
MELK	-2.68844444444444
IL15RA	0.9575
CUL3	0.5455
HMBOX1	0.73325
PODXL	-1.58475
CCT6B	0.913666666666667
COMTD1	-1.11375
MUC20	0.541
GPX2	-3.543625
ITK	0.25375
FBXL5	2.3795
C13orf27	-1.7195
DEFA5	0.142
TRHDE	-0.3735
MTP18	-0.307
UQCRQ	0.1794
ITGB2	3.33516666666667
CSRP2BP	0.29075
TAS2R44	0.545
PHPT1	0.5745
FAM44C	0.07025
ERH	0.0615
MPHOSPH1	-1.01683333333333
MORC1	-0.533
PARVB	-0.7805
LAMA1	-2.18116666666667
PGBD3	0.1885
GIMAP6	4.25025
AREG	-2.83633333333333
LIPT1	0.38525
MGC99813	-1.71475
C1orf201	0.358333333333333
GRIN2A	-1.0368
MAN2C1	-0.554875
NSUN5	-0.439
SF3B5	0.36075
MYC	-2.1435625
NRXN1	-0.392818181818182
ZNF18	0.94625
SPDYA	-0.654571428571429
SLC37A1	1.4055
DECR2	0.04575
ANKRD38	1.466
SPTLC3	-0.3235
SUPT16H	-0.4375
DTWD2	0.752
ULBP1	-0.137
ZADH1	-0.553
OIP5	-2.275
IL10RB	0.582666666666667
OTUB2	0.348
VWA3A	-0.117
SPIC	0.682
OR6C4	-0.048
PSCD4	1.92533333333333
DPY19L2P2	-1.2365
TRAPPC6A	0.125166666666667
C21orf2	-0.2485
CEMP1	-0.21125
LIN7B	-0.1205
E2F7	-1.95933333333333
VCP	0.372
LAMA3	0.2295
BGN	2.1955
GPR160	0.9185
COCH	-5.19066666666667
GPR81	1.8935
APOBEC3F	-1.23525
tcag7.1017	-0.80375
C1orf32	0.269
SCGB1D2	6.92925
FLJ43987	0.047
C6orf170	1.027
KLK9	0.3765
GPD1L	1.701125
VPS37B	0.31925
ATG3	-0.056
ADAMTS17	-0.2505
KLHDC2	0.412833333333333
NDUFV2	-0.01925
BLK	-3.243
MATN4	-1.7625
GPM6A	0.445
GBP4	4.424
TMEM162	0.237833333333333
PKP2	0.1915
HRASLS	0.128666666666667
MMP1	-3.9175
SFXN3	0.1478
FSD1	-2.00816666666667
ST6GALNAC3	-1.98333333333333
CA12	3.1369
NCOA6	0.405
C19orf58	-0.3274
PPP4R1	0.845833333333333
MAN1A2	1.32966666666667
IKBKAP	-0.881
UPF1	-0.0763333333333334
KIAA1219	1.01325
WNT16	0.454833333333333
SNW1	0.2035
IL18RAP	3.563
RPP30	-0.088
CDC40	0.112285714285714
SETD3	0.520833333333333
SLAMF6	1.117
ELK4	-0.5485
TRIM47	0.370166666666667
ACOX3	2.1445
TRIM6	1.103375
KIAA0372	-0.228833333333333
TP53AP1	-0.26875
SMURF2	-0.26475
ADAD1	-0.0685
EBP	-0.8575
KRTAP13-2	0.188
FLJ36874	-0.183166666666667
TOR1A	0.211
P2RY4	0.465
GPBP1	0.516
TRPV1	0.90925
ADAMTS12	0.1325
PES1	-0.2698
ATG4A	0.949166666666667
MAGEA10	-4.615
WFS1	1.331
CC2D1B	-0.382
PABPN1	-0.6235
SLC25A30	0.03825
SLCO1C1	0.0301666666666667
SLC22A5	1.66025
KIF23	-2.0535
SYN2	-0.454666666666667
ASPN	9.03616666666667
CENTG2	1.29925
QSOX2	-1.3082
