Hybridization REF	TCGA-A8-A07R-01A-21R-A034-07
MADCAM1	-0.364666666666667
F5	-3.127375
SEMA4F	0.107666666666667
NUDCD3	0.261875
PDZD11	-0.172
TRIML1	0.007
GCNT3	-2.76016666666667
TMEM120A	0.394
CNDP1	-0.0535
N4BP1	0.560125
SLC35F2	-0.10175
LCP1	-2.2795
IGBP1	-2.2867
DCAKD	-0.0175
ELA2A	-0.2385
C12orf56	-1.313375
PITRM1	1.84014285714286
GUK1	0.579
RASSF8	-1.1184375
OR2A14	0.413
ADM	-0.633777777777778
FGD3	0.6125
GHRHR	0.283
RHPN2	1.815
C4orf39	-0.590666666666667
VPS72	0.78825
SERF2	0.192777777777778
CD22	0.236166666666667
CD47	0.1459
PPIC	0.773
IMPDH1	-0.617166666666667
ACP6	-0.635333333333333
PRKACA	-0.133
PPP1R1A	0.022875
TRPV3	-0.36125
ASXL1	-0.35
C17orf55	-0.706166666666667
FXYD1	-0.293666666666667
LMOD2	0.068
ANKRD33	0.3615
LCE2C	-0.1325
ZNF620	0.1525
DKFZP566E164	1.098
VSIG2	1.46025
KIAA1128	0.587
USO1	0.441666666666667
NUDT4	0.174857142857143
CLDN1	2.04714285714286
OR4Q3	0.2765
FASTK	-0.603166666666667
ICOS	0.538166666666667
LDB1	1.269
GSTA5	1.0585
ABCC1	-0.126
FAM54A	-0.38225
PCBP2	-0.9255
NUP205	-0.59325
ACTA1	2.04866666666667
GABBR2	0.35775
PIP5K1B	-1.7945
AGXT	-1.38433333333333
RNF181	-0.15675
ATP8A2	-2.453
AFTPH	1.1749375
FGF21	2.00725
FCER1G	1.288125
SNTB1	0.742
SLC24A3	0.54675
TXNL4B	-1.0611
RPL10L	-2.19016666666667
LOC389517	-1.2349
TSGA13	1.028
SHOX2	0.269666666666667
ITGA7	-1.3177
KCNIP2	-0.325
KLF13	1.1426
ZFAND2A	-1.33075
CEACAM1	2.52607142857143
PFKFB4	-1.45266666666667
MED19	1.01575
LRRC57	0.339333333333333
RNF11	-0.71025
ANKRD32	-2.468
P117	0.19525
OBFC2A	-0.00450000000000002
POLD3	0.87575
RAB18	0.995
TPH2	0.375333333333333
PHB	-0.1028
JDP2	1.62933333333333
MORF4L1	1.0998
POU2F1	0.012
CNNM2	-0.71775
LOXHD1	-0.334333333333333
ZC3H15	-0.06775
ELK3	0.16
FAM111B	3.50875
CBLC	4.46
SBNO1	0.775
ANKMY2	-1.44875
PLEKHA5	-0.17775
DHX58	2.26483333333333
ARCN1	-0.200333333333333
TREML1	0.2764
KNCN	-0.3805
SEC24A	-0.05975
PSCA	-0.22825
MGC24125	-0.0611666666666667
DNA2L	-0.84275
CIB4	0.45725
HIGD2A	0.307
TBX6	-0.206666666666667
TTLL5	-0.7515
SGK3	0.84
GCN1L1	0.109
AMOT	-0.3829
LDOC1	0.266166666666667
NRK	0.148833333333333
ASB9	-3.385
NAT1	-0.4772
TRAFD1	-0.25375
PEAR1	0.0755
FAM36A	1.106
OR1S2	0.311
LOC388323	-1.39975
PGS1	-0.746166666666667
LEPREL1	-2.825
TFF1	-4.52333333333333
HAP1	0.14975
EPHB2	-0.116
ACTG1	1.9155
ZFP42	-1.15616666666667
HAVCR2	-0.1202
NME1	-0.476
SNX26	0.524
LACTB	0.0468333333333333
ZKSCAN2	0.578
C5orf35	-2.007
ANKS3	-1.6885
RBM28	-0.132
DKFZP586P0123	-0.65425
HNRNPA1	-0.929333333333333
BCAS3	-1.28525
FLJ20184	0.8405
POLA2	-0.794166666666667
TMC7	0.445833333333333
HSD17B6	0.802
ZNF658B	0.0295
TTTY10	0.0873333333333333
RANBP9	0.608416666666667
CPNE7	-1.804
EVL	-1.39188235294118
LNX1	0.886166666666667
IFNA21	0.365333333333333
CFD	-2.53875
PYCARD	-0.5235
MYBPC2	-0.5205
ENPP3	-2.6612
ACSL4	-1.7785
LOC440258	0.128
TMEM176B	3.817
SOX2	-4.91675
SCO1	-0.0443333333333333
COMT	-0.13225
AOC2	-1.02025
PDLIM5	0.740428571428571
SPHK2	0.242166666666667
NXPH2	0.5905
GPR108	-0.3955
RAD51L1	0.783333333333333
TMEM54	1.1325
LETMD1	-2.11088888888889
SLC6A17	1.2325
KRT75	2.36
STT3B	-1.11233333333333
CD3EAP	1.97883333333333
TMEM63A	0.96725
DUSP13	-1.8335
CD1C	-2.36333333333333
LASS2	-0.3095
AVP	1.7445
PITPNM1	-1.541875
FLJ22795	0.6555
MCTP1	-2.94225
TRIM68	0.121666666666667
UCK2	0.9675
ABHD1	-0.35525
FAM50A	-0.22975
RNASEH1	-1.3485
PCP2	-0.972
OR52H1	0.289
C20orf149	0.0575
RBP5	0.0871666666666667
HYAL3	-0.7805
CLPB	0.82325
SMNDC1	0.25275
DONSON	-0.356833333333333
FLJ27523	0.376
BARHL2	0.0456666666666667
SLC30A9	-0.163
TMPRSS11B	0.61175
E2F8	-0.691166666666667
CCDC25	-1.18416666666667
C14orf48	0.518
C20orf116	0.277
TSPAN11	0.322
YIF1B	-0.0771666666666667
FAM12B	0.58575
OR1L6	0.528
HPN	0.2634
NBN	0.249125
C14orf94	-1.38983333333333
OCLM	-0.0355
ZSCAN18	0.3701
L3MBTL	-3.10777777777778
TSTA3	0.289333333333333
RAC1	-0.291625
C19orf15	0.1906
NFE2	-3.9255
KLK14	0.0495
ARSF	0.403
MAST2	0.0398333333333333
AMICA1	0.385666666666667
GTF2A1	0.369875
ATP1A3	-0.25875
TC2N	2.8472
PNKP	1.06575
ODZ2	-0.88225
MATR3	0.227
S100P	-0.004875
KRT82	0.8115
CA13	-0.0604
PROZ	-1.008
AASDH	0.642125
C19orf40	0.242166666666667
DCK	0.754384615384615
FAM5C	-1.84725
SLC6A4	-1.6705
MID1IP1	-0.78925
TESSP5	0.247
TMOD4	-1.08866666666667
DOCK2	-1.4795
TUG1	1.28675
NUP214	-1.03225
DPYSL2	-1.27963636363636
GOLM1	-0.692833333333333
MPFL	0.4305
SOX13	0.392
SDCCAG8	0.3113
KEL	-2.114
NUP210L	-1.96075
GK	-0.616
DNAJB1	1.13525
ALPK3	0.217
CHID1	-0.29
CYLC2	0.350333333333333
IKZF5	0.17325
C8orf51	1.47583333333333
PPM1J	1.42925
GIMAP8	1.36383333333333
GPR101	-0.128
NR2F1	-0.5485
ACAD8	-0.0905
RBM35A	2.45775
GNAI2	0.1325
METTL8	0.619166666666667
SLC39A7	-0.6945
FBXO8	-1.10225
CAMK1	-1.07525
RFC3	-1.059625
FAM129A	1.47928571428571
ILF2	0.6945
FGFBP3	-0.9405
NOM1	-0.161
PSMA3	-0.32475
ASCC3	0.531
ZYG11A	-0.6385
SOX21	-1.09875
LYRM1	-0.60675
DEFB1	4.392
LOC91431	-2.98583333333333
OR7C2	1.0375
FAM46B	0.477875
TMEM18	-1.558875
ARHGAP30	-0.424166666666667
TMEM86A	0.896333333333333
EPHA2	-0.360166666666667
C10orf46	1.05835
TCHH	-0.6725
C3orf30	0.4458
LOC285636	-1.15466666666667
PAIP2	-0.0465
CYP2U1	-0.714
C12orf34	1.72525
SARS2	0.813666666666667
ZCWPW1	-1.32225
SAMD12	1.099125
KIAA1430	-1.104875
ACAT1	-1.303
MEOX1	0.742
ADAMDEC1	4.592
PHKA2	-0.20425
CARD11	-1.90716666666667
CALML4	-1.066
TSSC1	-1.7165
TMEM45A	-1.58611111111111
MPP7	0.00325000000000003
POU1F1	-0.3145
SLC2A13	-0.8461
FBN2	-1.59292857142857
ZC3H7A	-0.2954
LAIR2	-1.31275
ST3GAL1	-0.653666666666667
LCT	-0.0605
GEMIN8	0.735666666666667
KLF16	1.052
HIF3A	0.9216
FAM44A	0.937285714285714
AQP10	-0.7777
PLA2G2A	-1.9465
FOLH1	0.891166666666667
C20orf186	0.532
MAPKAP1	-0.887
SPRR2D	-0.88375
UBQLN4	0.00433333333333331
RSHL1	0.7588
PIAS3	0.25475
MRPL24	0.32525
GREB1	-4.061375
FAM27E3	-2.559
NUP62CL	-0.85025
NEUROG3	2.3005
REEP3	0.56125
MARK1	1.556375
LMBRD1	0.4885
PRPF19	-0.7075
PNMT	-0.99
CTGLF1	-2.1155
SLC25A16	0.436
EIF2B3	-0.8855
RPA2	-1.066
PAK6	1.89866666666667
CCDC26	-3.803625
SEMA3E	-1.329125
MXD4	0.5181
TNFSF10	3.806
SMARCB1	-0.431666666666667
DTX3L	1.98166666666667
PLA2G4E	0.5
PPAP2A	-0.0955
ULK1	-1.06916666666667
TAS1R3	0.1075
SLC2A3	-2.04963636363636
ARID3A	-1.196
GNG5	-0.52725
ACOX1	0.7922
KIF5B	0.426
NUP153	1.2785
MUC7	0.1205
CSDE1	-1.11214285714286
CLPTM1	0.29825
C3orf23	-0.98675
LRRC17	-2.97016666666667
TTYH3	-0.355
ATP5B	-1.153
ELF3	2.3826
CPSF3L	0.210833333333333
ZNF665	0.531833333333333
TLR6	0.7173
GPI	0.6325
RAD9A	-0.346875
NDST4	-2.89725
AGPAT3	0.0209166666666666
MAGI3	1.07833333333333
ADORA2A	0.497875
CACNG7	-0.1805
CAMK2D	-1.21853846153846
CCHCR1	-0.8805
RPS27A	-0.412
OR10G7	0.305333333333333
GCM2	-0.0475
FAM135B	0.3574
E2F1	-0.24975
PLCB3	0.65875
OR2AE1	-0.3115
COIL	-0.3135
CDC25C	-1.22283333333333
RAB11FIP2	0.295916666666667
TSC2	-0.56
CTGLF5	-2.135
CCDC108	0.4367
OR13C4	0.026
C10orf81	4.7375
PTPRB	0.06075
ACP2	0.158
LAG3	1.3715
MRPL54	-0.48725
LOC201175	1.752
ITGB1BP3	-0.072
SPTAN1	-0.898666666666667
SIPA1L2	1.15125
RCAN2	-0.3905
CDX2	0.133
ECOP	-0.33275
ACTR1A	0.0900714285714286
PPARG	-0.455333333333333
BBS10	1.11616666666667
TMEM44	-0.67375
BPIL2	-0.36625
CITED1	-1.86075
IRF6	4.83025
PRDM4	0.264
RRP9	-0.778
OR10H4	0.56075
IL31RA	-0.53525
GNB1L	0.189333333333333
MYBL2	-0.21725
ZNF407	0.492
PPIG	0.9415
TTC18	-0.65575
RPSA	-1.0735
MAPT	-0.083375
MRE11A	0.229357142857143
C8orf37	-0.7005
RASGEF1C	1.419
STBD1	0.874
CTAG2	0.312333333333333
MGAT5B	-2.01433333333333
ECM1	-0.827125
RLN1	1.6225
PARP14	2.3866875
EPB41L1	1.4746
HOXA3	0.306833333333333
MAGEA9	2.65375
RPS8	-1.44733333333333
RPS19BP1	-0.5735
FOXJ2	0.0325
C10orf76	0.14575
IL17RE	0.41075
C10orf65	-1.33775
ZNF343	0.0823333333333333
FBXO33	0.74675
UHMK1	0.9377
LY6G6C	-0.50825
FGF19	-1.647
C14orf128	-0.473333333333333
IFIT2	5.44175
TIGD1	0.48275
S100G	0.872
GUCY1B3	-0.5805
NR3C1	0.2331
CORO1B	0.302
PARP11	1.01558333333333
DNALI1	2.743
OR4N4	0.153375
MAP2K6	0.772333333333333
FSTL4	0.227
ANKRD47	0.51425
TMEM171	0.3055
PNLIP	0.33075
YY1	0.470666666666667
CCDC138	-0.509333333333333
AASDHPPT	-0.2418
CKS1B	0.933
MCM3	0.5525
ANAPC7	-0.273166666666667
FAM110A	1.25925
CDC37L1	1.223
THTPA	-0.281
NBPF20	-0.167
WDR24	0.349
NPTX2	-2.91775
CBLB	-0.608666666666667
CETN1	0.561
RPUSD1	0.2265
FAF1	-0.538
CDK6	-2.5735
HMX2	0.5085
CSK	-0.0368333333333333
TEAD2	1.47825
SNAP25	-1.0465
TUFT1	1.6995
TMTC3	1.78166666666667
LCK	-2.39075
SGOL1	0.4595
AKTIP	0.2185
FURIN	1.14
SOX12	-1.191
DEFB103A	0.1585
RAMP1	0.326
KIR3DX1	-0.5565
GAS2L3	0.8545
PDE8A	-0.2964
EDN3	0.10975
GMIP	0.3845
SF3A2	1.391
FN3KRP	0.72275
SMAD7	-0.3705
RHBDD2	-0.65325
OR11H6	-0.258
PPP1R3B	1.4525
C9orf23	-0.14225
CADPS	-2.2255
GOLGA8A	-3.599
TMEM57	0.349
RGL3	-0.223
S100A14	2.86375
FGFR2	1.81725
XRCC3	-0.684
RTN4RL2	0.801
MGC3771	0.5165
GH2	0.450666666666667
BTBD2	-0.16325
LMO2	-0.32025
RDBP	-0.1205
ACRBP	-2.0155
AMY2A	-0.691
DUOXA1	1.9885
PTK7	1.206
TWF2	0.662666666666667
FAM80A	0.54525
TNNI2	-0.0306666666666667
GLT25D1	-0.290333333333333
OCC-1	-2.465
CYC1	-0.108166666666667
RPL22	-0.168136363636364
MORN3	1.88283333333333
DISP1	-0.57825
PRB2	0.075
CHUK	-0.2445
HR	0.942375
CCDC134	0.819
DENND4B	-0.1195
C14orf130	1.951125
RAB33A	-2.675
DCST2	0.7
TNMD	-0.2115
PEX7	0.388
FAM62A	0.41075
SRD5A2L	1.51325
IL22	0.3225
RPS26	-0.518333333333333
HOXC5	-0.098
SPATA6	-1.008
FLJ38482	-0.868375
ZNF234	2.1195
C18orf22	0.537
SPATA22	-0.30275
THOC1	0.04425
CYP7B1	2.915
KCNC3	0.71925
C8orf42	-0.253
ALDH1B1	-0.696
CCDC100	-0.6163
ARMC4	-2.13125
FAM18B2	0.14925
SLC44A1	-0.17825
FBXO17	-0.952666666666667
C6orf107	0.614
C19orf29	0.21725
ZC3HAV1L	0.3885
PARP6	-0.0286
SULT2A1	-3.82885714285714
C1orf159	-0.302
TMC1	-0.72675
CHST14	0.474625
GAMT	-1.56283333333333
SMCP	0.027
TSPAN33	2.01708333333333
MIDN	0.383625
NOX4	1.8865
RNASEN	-1.8663
TBX1	-1.07116666666667
SALL2	-1.454
C10orf35	1.93675
CYP2E1	-1.253125
LRFN2	-0.596333333333333
ACO1	-2.4835
IQCG	2.262
MEGF9	-0.0735
TM7SF4	1.0085
PLEKHA1	1.03906666666667
STK33	-2.784
C1orf210	1.87875
SNUPN	-0.1416
KIAA0406	-0.5512
C20orf29	0.071
TMEM55B	-0.24875
OSTM1	-0.871125
CLCN7	-0.082
OTP	-0.13575
FLJ23049	-0.59225
HEATR4	0.2625
MAP3K10	1.23116666666667
PCDHGA9	0.7215
AMDHD2	0.12575
LCTL	-0.679
PDCD2L	0.272
CABLES2	1.01175
SLC5A9	-0.28825
CLCA2	-2.1302
MGC16025	0.668
STRAP	-0.601833333333333
C20orf196	-1.7205
RRBP1	1.35666666666667
NAT13	-0.18175
MAT2B	-0.711375
CSNK1D	0.136333333333333
KIR3DL1	0.58875
PRKAG3	2.7785
ZNF599	-0.311
PRM3	0.9885
PER2	0.945
ASPHD1	-2.7455
PRMT6	-1.1045
KCNE1L	1.49421428571429
FAM118A	-0.482166666666667
TAF4	0.433
NDUFB6	0.2125
TRIM9	-1.23436363636364
PMFBP1	-0.55975
KY	0.747
DKFZp762E1312	0.0508181818181818
CSMD1	-0.603
TBP	-1.324
OR1Q1	-0.233166666666667
RETNLB	0.67675
HPGD	-0.958
DNAJC12	-3.37616666666667
FKBP1B	-2.278
ANKRD24	-0.125833333333333
CXXC5	-1.609
IL3	0.300142857142857
DRAM	1.0467
PTCH1	-0.9035
TP53BP1	-0.384
SLC17A7	0.409375
COL25A1	-0.798111111111111
AMACR	-2.15233333333333
RHCG	3.26525
VPS13A	-0.334166666666667
FAM55D	1.377
PRPF38B	-0.677818181818182
OSBPL6	-1.42675
PFDN5	-0.8497
CMTM6	0.2315
KCNK12	-1.45175
RP2	0.7665
C16orf52	-0.97225
PICK1	0.372
IFNE1	-0.9185
SEMA4B	0.6385
TYRO3	-0.43075
OR12D2	0.261
CSNK1A1	0.51555
FANCF	0.55075
LONP2	-0.02
TBL1Y	0.9175
LDOC1L	0.568
CCNC	0.49425
C3orf60	-0.19525
CHKA	1.27675
UBAP1	-0.24225
MAP3K1	1.667
ANKRD9	-0.5795
FAM92A1	-0.997333333333334
GAB2	-0.521875
AZU1	-0.361
DIS3	-0.353583333333333
C21orf109	-1.327
IQCB1	-1.00025
SPATS2	-1.08833333333333
EFCAB3	-0.582
PRB3	0.71725
FUZ	0.400166666666667
ZNF813	0.82775
BMPER	-1.3095
HEG1	-1.1285
ALS2CR11	-2.541
SURF2	0.42975
PSMC1	-0.225416666666667
OR2D2	0.133
SLC7A8	-0.3145
C4orf40	0.2505
SPATA7	-0.883
MAZ	0.00983333333333334
PIN4	0.61125
PDE1A	-3.01175
TAF6L	0.333666666666667
OR2T34	0.091
KIAA0284	0.83125
ACADS	-0.354727272727273
MKRN2	-0.25
C18orf56	0.88025
MS4A6E	0.145166666666667
GALNT4	0.9566
C22orf31	0.2105
FLJ36070	1.3375
PSME4	1.12125
TFG	0.03
EPHX2	-0.365125
ANXA5	0.793875
KRTAP1-1	0.1653
BATF	-1.4505
KARS	-1.3135
MSTP9	-0.6295
GPR26	1.589
CCDC72	-1.10975
TEF	0.0996666666666667
FOXK1	-0.5669
PRLHR	1.317
EMX1	0.848
C11orf30	0.147625
ICK	1.547875
THSD7B	0.28525
C21orf100	-1.751
DUOX1	3.143
EFCAB4B	-0.1905
UBE2G2	-0.578333333333333
C3orf54	0.5975
PARP1	0.597
FAM60A	-0.234833333333333
C6orf146	-0.287
OR9K2	0.44
DDX55	-0.362666666666667
RPS15	-0.488833333333333
ZNF618	0.8855625
DKFZp686D0972	0.87525
SSPO	-0.9175
SHFM3P1	-0.0383333333333333
CPA6	-1.38675
JAG2	1.4205
DEFA3	0.61025
PPBPL2	0.0376666666666666
CD34	2.94875
SLCO4A1	-1.31925
AFG3L1	-2.41983333333333
SHD	-0.3205
RP13-122B23.3	-0.5265
PRKCSH	-0.932
DPH5	-1.4365
HLA-F	2.038125
TBC1D4	0.1695
RIG	-0.2475
GLUD1	-1.64716666666667
HNRPCL1	0.42925
HBXIP	-1.438
RNF207	-0.3135
APIP	0.31725
PLA2G3	-2.77616666666667
CCDC84	-1.26675
MYLIP	-0.241538461538462
PHIP	0.15675
AARS2	-0.750833333333333
DHX32	-0.50225
SCAPER	0.853666666666667
MEN1	-0.035625
NIP7	-0.26525
FLJ25404	0.7875
FASTKD3	-1.45525
TMEM158	-0.1885
RARA	0.94475
BDH1	0.76
ANKRD16	1.895
CARM1	-0.2845
SS18	-0.210166666666667
IKZF2	-0.361583333333333
MYD88	1.152375
PML	1.09125
TAF1A	0.3175
CBFB	-0.472625
HIST1H3H	-1.6435
C7orf29	-0.826
COMMD4	-0.435666666666667
DPP3	-1.68775
DAB2	-0.609875
LOC388882	-0.255
YPEL4	-0.429875
AGBL3	1.90775
LRP6	1.0432
SERPINH1	0.54825
TLE1	1.18325
CD244	-0.488166666666667
ZDHHC15	0.699
MGLL	-1.0737
PLDN	-0.3225
LOC654346	3.0455
FAP	0.801
GPR37	0.416666666666667
SCARA5	-0.361166666666667
EBF4	0.248363636363636
LSM6	-0.7785
MLLT1	-0.1786875
SLC5A12	0.0435
A2BP1	-1.1355
COPS5	0.202666666666667
TPM4	-0.103
TNFSF4	1.4745
ACADSB	-0.371277777777778
HERPUD1	0.278
BCL2L11	-1.28855555555556
CEP78	-0.770875
CDCA3	-0.208125
WBSCR19	-0.6804
MYO1A	-2.2765
PPEF1	-0.522833333333333
LOC440348	-1.04875
CPEB2	-0.379375
BPTF	-0.0348333333333333
RPL21	-0.982
GSX2	-0.9305
ADPRH	0.689166666666667
C17orf68	0.526
KCNS1	-0.197
MLLT6	0.4011
PIWIL4	-0.69775
RNF26	-0.1755
RAP1B	1.231375
ADAMTS1	-1.6747
ZNF571	1.44525
P2RY6	0.97125
TRIM21	2.20366666666667
CADM3	1.01525
NLRC5	0.870833333333333
ADRA2B	0.508333333333333
LOC90835	-1.88775
PCF11	-0.69325
LOC400451	0.97375
GLTSCR1	1.1858
C17orf88	-0.826166666666667
CDH16	-1.2735
FGF7	1.39875
PCSK4	-0.192666666666666
NPC1L1	-1.35216666666667
TAT	0.381125
TBCA	-0.947
MGC33407	-0.151
GPR115	-0.882857142857143
CYGB	0.481
FNBP4	-1.09816666666667
C12orf43	0.0235
CBL	0.6629
CLECL1	1.47175
PPAPDC1A	0.90675
WDR25	-0.368666666666667
SGCA	0.129
C22orf29	-0.144833333333333
YIPF1	-0.213
GALK2	-0.257
RAB3B	-2.80290909090909
LOC440087	-0.9115
UCP1	0.424
REEP5	0.09925
FADD	-0.2727
FOXA1	-4.57275
CACNA1A	0.502166666666667
ABI1	0.0463333333333334
GRIN2D	1.558
SLC1A4	0.142666666666667
LOC401127	0.819
HINT2	0.2725
PLD4	-0.838
ZNF286A	0.8635
ENY2	0.346
IL1F6	-0.1515
PXDNL	0.73875
C20orf79	0.08725
TNFSF13B	5.0155
DENND3	0.226
JARID1D	-2.87925
HIST1H2AK	0.436
LOC93349	0.508
SSH1	0.5353
ENSA	-0.02575
LOC219854	-0.6695
CKAP2	-0.3379
DKFZP564J102	-1.38933333333333
MGC87315	-0.208166666666667
HNRPAB	-0.11575
AMH	-1.849
ZNF526	1.637
BRUNOL5	0.2621
CACNG3	0.0145
TRPM1	-2.0315
PPP2R1A	0.801
COL2A1	2.2445
DDN	0.1245
FLJ25770	0.557416666666667
HK2	-0.881714285714286
ELOVL6	-2.429625
MDK	-0.493
EPHX1	1.16375
RASSF2	0.478625
DKFZP434B0335	0.00725
DLX3	1.2545
PRTN3	-0.34675
AVPR1A	0.38225
C21orf125	-0.51725
TNFAIP8	-0.979
GNB2L1	-0.60475
CALCRL	0.63425
SCGB2A2	5.8535
UBXD7	0.15725
ZNF674	0.341
TMEM35	-0.53225
BRSK2	-0.25475
HECTD3	-0.370666666666667
TMEM188	-0.371416666666667
LGALS9	3.4765
SCARB2	0.442916666666667
USP34	-0.545666666666667
C17orf28	0.791916666666667
ZDHHC23	-1.393
AQP12B	0.608
SLC16A3	-0.978375
APLP2	-0.40525
ITIH2	-5.35025
MICAL3	0.8205
TNNI3K	0.286125
HDAC2	1.188
PRR7	0.8245
THBS2	-0.4575
LOC751071	-0.550666666666667
CA2	-0.593166666666667
RANBP17	0.0805
RLN3	0.47625
CRYZ	-0.366
GBAS	0.261666666666667
TAS1R1	0.08975
MPZL3	1.162
PCDH8	1.535
HSP90B1	0.5175
KCNK15	-0.1095
TNIP2	-0.303166666666667
GPR146	-1.348
NOL6	0.370875
SPC25	-0.910111111111111
STEAP2	1.51178571428571
VAMP3	-0.447666666666667
TCIRG1	0.58075
ZP4	1.17433333333333
PARL	1.030625
TRIM39	0.196166666666667
KIAA1305	1.2745
CRNN	0.3595
GRN	0.2695
HSH2D	-1.29225
SCAMP1	0.28325
KIAA1913	0.38025
PTS	1.41775
BANP	0.153714285714286
PRKACG	0.0525
ADCY6	-0.0725
C16orf46	-0.0825
CYP51A1	0.0506249999999999
DDC	-3.9255
ANPEP	-1.132
PROM1	4.575
SIGLEC10	0.761
COPG	0.224
FAM26E	0.569375
TRIP4	-0.5325
SNX3	0.266666666666667
C1orf175	0.540333333333333
PPY2	0.431
C14orf152	0.2605
FTSJ1	-0.5215
DST	-0.0766
LOC554235	0.20875
GLRX5	1.41275
C20orf12	0.7437
CAB39	-0.0978333333333333
MSH2	-0.960333333333333
PIP4K2C	1.8185
CYLD	0.12675
WTAP	-0.0305625
MGAT4A	-0.339333333333333
TSC22D4	-0.1999
CHRM2	0.9565
PPYR1	0.324333333333333
CCNH	-1.12916666666667
RRM1	-0.07925
ECAT8	-3.37825
LOC400120	0.29275
GABRA4	0.005
C14orf4	1.775
C1orf59	0.353
CTDSPL	-0.198833333333333
NHEDC2	-2.262
PDE11A	-1.40246666666667
KLHL29	-0.6695
CD5	-1.3082
TSPAN9	1.513375
WDR67	-0.87075
THUMPD1	0.9343
C18orf17	-0.7795
CLYBL	0.664
FLJ13231	-1.490875
CMBL	-1.8955
LECT2	0.408333333333333
NKAPL	1.00683333333333
LOC654780	0.256
OR4C6	0.3705
RAB30	-1.04516666666667
TSSK4	-1.1765
TMEM163	-0.2805
OSBPL11	0.835916666666667
GNB5	-0.74
CCL21	0.3255
C1orf121	1.4335
FMO2	3.04666666666667
RPTN	-0.0165000000000001
MSTN	0.289
VCL	0.388071428571429
FYTTD1	0.74625
C11orf1	-0.69025
CCDC88C	0.0458125
HFE	-0.691944444444444
MOGAT1	1.589
FAM125B	0.658666666666667
IRGQ	0.4265
RAVER2	0.515
AKAP5	-1.0855
SSSCA1	-0.3715
C11orf63	0.723875
ACTG2	3.2195
PORCN	-1.5265
DTL	-0.738090909090909
TMEM151	0.78825
FAM122C	-1.61775
RSAD2	5.5023
BAT4	-0.3785
KRTDAP	-0.720166666666667
MYH8	0.473875
CRTC3	0.99025
LRRFIP2	0.0109
INTS4	-0.179333333333333
TTN	-0.721666666666667
SLC26A5	0.2225
PLLP	-2.10625
RGS6	0.205285714285714
SRGAP3	0.1925
ZNF525	0.786166666666667
NBR2	-0.773666666666667
C13orf1	0.4906
ZNF137	0.3565
CEP27	-0.57
BEST2	0.3495
RNF121	0.51125
DMRTC2	0.719
C8orf76	0.346
BCCIP	0.22075
MEST	0.88975
HTRA2	0.3355
ANGPTL2	0.318
ILKAP	0.280666666666667
ERAS	-0.154
HBS1L	-0.27775
CPA5	-0.0575
TMEM30A	0.781666666666667
CD300LF	0.89
WISP3	0.029
CRK	0.522785714285714
PDS5A	0.3807
BRPF3	-0.781333333333333
NEDD9	0.759625
SMPDL3B	2.13675
PSG6	1.20375
PSMD13	0.1375
ETV5	-1.8394375
OR51A4	0.099
BTBD7	1.55516666666667
GSTO1	-1.2435
hCG_16001	0.023
MAD2L1BP	-0.339333333333333
COX6A2	1.925
SCNN1A	-0.00866666666666666
LSM1	-0.171666666666667
UGT2B11	-3.57875
IDUA	-0.39
PPP2R3C	0.216333333333333
COX11	0.108
PDZK1	-3.67575
ZNF443	-0.1025
MGC21874	-0.0571666666666667
ZNF323	2.0527
KRTAP10-10	0.07
CXCL6	-0.364
SLC34A2	3.5239
LOC284402	0.251
NPTN	0.2125
UPP1	-2.04475
SLC6A9	0.2205
OR7G3	0.121
CISD1	0.0608333333333333
ZNF545	1.27283333333333
SYT14	-0.5915
NT5C3L	0.269333333333333
ZNHIT3	-0.903166666666667
SNRPD3	0.495
KIAA0701	0.154125
UNC93B1	1.708
GMNN	-0.180125
SPCS2	0.744666666666667
LOC388524	-0.171
NAPRT1	0.49575
PNLIPRP1	0.68675
OR6V1	0.4645
PRKAB1	-0.9305
EYA4	-2.80933333333333
KIF20A	-0.242
ALG10	0.51275
ITPKC	1.07666666666667
LMX1B	0.628166666666667
RPUSD4	0.272166666666667
C7orf34	-0.118833333333333
DLGAP2	0.197375
PFN1	-0.3865
MICALL2	-0.934916666666667
ZNF654	1.0815
SS18L1	-0.620125
SLC16A8	0.72525
MKI67IP	0.110166666666667
ITGB3	-1.233625
TCEA3	2.16858333333333
CEP152	-1.3880625
CLIP1	0.962
ZNF75	-0.88225
ATP5C1	1.02733333333333
NUDT5	1.63316666666667
PSCDBP	-0.11525
UBP1	-0.50425
RBM27	1.5605
C13orf15	3.115625
ZNF282	0.496333333333333
ZNF222	1.0748
COL10A1	5.30375
PRDM15	-0.85375
TTTY5	0.277
FAM9C	6.38258333333333
C20orf67	-0.381
GNG13	-0.253
F12	1.462
C1orf41	-0.40475
CPXCR1	0.1185
GSK3A	0.727625
SUPT6H	-0.357666666666667
PI16	-1.955
ELL2	-2.03358333333333
C9orf167	-1.64533333333333
PVRL3	-2.0698
FLJ38596	0.33825
ADAM20	0.68625
GPR89A	0.5735
GPR87	-0.385
ZNF30	0.865
SMR3B	0.390666666666667
ZNF770	0.642375
TRPC4AP	-0.214
DKFZP686E2158	-0.132833333333333
C2orf28	-0.995166666666667
FREM1	-2.68616666666667
LAMA4	-0.357833333333333
ADPRHL2	0.248
EIF4G2	0.783166666666667
GUCA1A	-0.534
CTNNA2	-1.78075
