Hybridization REF	TCGA-A8-A07P-01A-11R-A00Z-07
PXDN	-0.5085
SLMO1	-1.8055
TNXB	0.6398
BIRC7	-0.08625
A4GALT	1.3715
TIMM22	0.27125
FAM110C	0.9545
TOMM34	-1.14725
ABHD9	-0.073
ADAM32	-0.473
CRHBP	0.77175
AQP2	0.379
LOC130355	1.0455
ZNF187	0.0978333333333333
ZNF816A	0.831
F7	0.139142857142857
CNOT1	-0.6354
SLC13A4	-0.811
ZBTB11	0.136
B3GALT5	0.97275
EXOC2	1.0135
IRS1	0.562
TMEM1	-0.2144
MRPL34	-0.110333333333333
SAMM50	-0.394
CDC42EP3	-0.526625
HSF2	-0.3909
MFN2	-0.761
TSPAN7	-2.1288
NUCB1	0.268
RHOH	-0.54975
ARL16	0.2855
TACR1	0.85425
SFRS5	-1.33816666666667
SNX25	-0.117
RHBDF1	0.7575
PCDH18	0.675833333333333
HMG1L1	-1.173
MYO5C	0.512875
MAPK10	0.303
LDHAL6A	0.034
NUDT12	1.98483333333333
NCAM1	0.358285714285714
GLIS2	1.266
GGTL4	0.31625
DAPP1	-0.67125
ATF7	0.557
KIAA0748	0.009
NFIL3	-1.84025
TM6SF1	1.1865
SEZ6	-0.405
NANOS3	-0.523
DNAJA3	0.6845
CLDN6	-1.9705
CIITA	1.71244444444444
EPHA4	-1.93758333333333
FANCC	-1.47675
CMTM3	-0.23075
PSG3	-0.1255
MRPL15	0.27775
C21orf59	-0.1605
PLCXD2	0.505
C2orf34	-0.49275
UBE2L6	1.14225
MED14	-0.82
HP1BP3	-0.5672
C6orf208	-1.237
TPBG	0.2395
OSR2	0.382375
XPC	-0.556666666666667
KLHL7	-0.660333333333333
CCR3	-0.533333333333333
AGTPBP1	-1.81216666666667
PCSK6	1.44826666666667
STAT5A	-1.4021
FAM18B	1.47325
LONRF2	0.659166666666667
PTPN2	-0.964875
SF3A3	-0.929166666666667
EFCBP2	-0.311
HCFC1	-0.741833333333333
AHNAK	0.2627
ACTR5	0.11975
KIF14	-2.59533333333333
TENC1	0.67075
HEATR5B	0.047
YIPF2	1.58816666666667
MYEOV2	1.46833333333333
DUSP18	0.48475
KIAA1012	0.68825
AHR	-0.337333333333333
C17orf53	-1.0435
PTPRH	-3.17025
ATP6V1C1	0.9179
TAS2R3	-0.1595
LOC440356	-1.21225
COQ10B	1.56425
PSMF1	-0.448166666666667
SORBS2	-0.911666666666667
NFE2L2	-0.7795
TMCO7	-0.282
SH3PXD2A	-1.008
SH2D2A	-1.48825
SPINK5	-3.18033333333333
MRPS24	-0.858
OPA3	0.57
TRAF7	0.736666666666667
C4orf35	0.412
MT1G	-1.283625
MGC39545	0.48925
HS1BP3	0.6754
OR2B2	0.6375
CHRM4	0.424
SFRP2	3.08866666666667
RIC3	-0.12425
ART1	-0.6555
C6orf1	0.61675
DUS4L	-0.61525
C10orf104	0.4035
TNFAIP6	2.70325
RTEL1	0.005
CCT4	-0.6323
ZNF709	0.2405
CHMP6	0.7905
UPP2	-0.1235
CYP19A1	-2.1255
CD151	-0.361833333333333
NDUFA13	0.430166666666667
ARFRP1	0.588833333333333
FAM26B	1.4385
CRYBA1	-1.754
MRPL41	0.9425
NPFFR2	-0.392571428571429
HRH2	0.827
SCAMP3	0.1405
MTMR6	0.592
MTG1	-1.38133333333333
UBTD1	1.03275
CRABP1	-2.5065
FLJ33790	-1.8469
KIAA1908	0.0456666666666667
GPR158	-1.6825
PACSIN3	0.317
OMD	1.8375
CATSPER1	-0.352166666666667
HOXB8	-0.608
FBXO46	0.169
OAS1	2.719
SVIL	-0.16025
PHB2	-0.77175
ADCY3	-0.707
NDRG2	0.584333333333333
ERMAP	-0.5667
APBA2	-0.71
IGSF9	1.0835
WNT6	-0.214357142857143
MYCBPAP	-1.45325
ATP2B2	0.172555555555556
CPVL	-0.2939
TRAM2	-0.582416666666667
NOP5/NOP58	-1.496
ZNRF4	0.42
TLK1	-0.21425
MTMR12	0.400857142857143
ZNF384	-0.279166666666667
FAM9B	-2.22675
RPN1	1.1803
PMVK	0.84075
EIF3D	0.1116
SIX2	-0.45625
HPS1	-0.328642857142857
RNF7	0.515
PSKH2	0.0245
KCTD13	-0.456666666666667
CSMD3	-0.298777777777778
FBF1	-0.297
IL8	-4.4215
SERPINB13	0.65
FBXL20	1.1945
BLR1	-0.179
SH2B1	-0.482166666666667
RFNG	0.425625
RAB20	0.628
RBM7	-0.79625
POLR1A	-0.7125
TMPRSS4	-0.09375
TAF9	-0.350875
TERF2	-0.4315
TNFRSF1A	0.3375
ACADVL	-1.03866666666667
GTF2H5	0.6375
EDG8	-0.608333333333333
C9orf140	-1.084375
UST6	-0.015
ZBTB8OS	-0.739
ZNF710	0.04
GPR174	0.08
ATP6V0A2	-0.22275
KIAA0319L	0.47125
XKRX	-0.845
DOPEY2	0.4896
SDHD	-0.423583333333333
SUMF1	2.053
OSM	0.69875
OPN3	-1.39725
DAGLB	0.0355
PPFIBP1	-0.6909
TRIM63	-2.34
C10orf53	0.6735
LYPD3	1.10266666666667
BCL7A	0.043
AGER	-1.069
TCF19	-0.922375
SAT2	-0.0945
PFTK1	0.4955
GABRE	-3.192125
C15orf38	1.1474
FIS1	1.2345
KCNV2	-0.3765
CLPS	0.1085
PPCDC	-0.248625
FOXN2	0.282166666666667
NT5E	-3.3641
CD83	0.39275
IL18	0.23375
VPS16	-0.35675
IGFBP2	0.249166666666667
NOTCH2	-0.48475
SIGLEC1	2.57671428571429
CD93	3.8165
SULF2	-2.1765
CEP164	-1.01025
P53AIP1	-0.3105
TOR2A	0.155666666666667
ZNF136	0.549
MGP	4.3722
CCDC144A	-1.0094
TRPC1	-1.21266666666667
SMS	-0.228833333333333
MAPK7	-0.508666666666667
RRAGC	0.37175
PARD6A	0.755666666666667
NUB1	0.650166666666667
SYNGR4	1.0405
OR11H12	0.4845
WIF1	0.494857142857143
GCH1	0.76675
OR11H4	-0.371
SLC44A5	0.1895
GPRIN2	-0.421666666666667
LOC401431	-0.54525
CPA4	-2.9695
MELK	-2.101
IL15RA	-1.075
CUL3	0.299875
HMBOX1	-0.58675
PODXL	-2.32375
CCT6B	0.0198333333333333
COMTD1	0.31925
MUC20	-0.742
GPX2	-2.75475
ITK	-0.89775
FBXL5	2.61075
C13orf27	-2.2
DEFA5	0.6595
TRHDE	-0.02
MTP18	0.576833333333333
UQCRQ	0.5507
ITGB2	1.79266666666667
CSRP2BP	-0.69325
TAS2R44	0.971
PHPT1	0.15625
FAM44C	0.42025
ERH	1.06525
MPHOSPH1	-1.7475
MORC1	-0.692
PARVB	-1.587
LAMA1	-1.64154545454545
PGBD3	-0.27175
GIMAP6	4.13575
AREG	-2.51316666666667
LIPT1	-0.34725
MGC99813	-1.23375
C1orf201	-0.518333333333333
GRIN2A	-0.567444444444444
MAN2C1	-0.00737500000000001
NSUN5	-0.35175
SF3B5	0.69475
MYC	-0.953625
NRXN1	-0.098625
ZNF18	0.56875
SPDYA	0.00162500000000001
SLC37A1	1.2375
DECR2	0.03825
ANKRD38	0.250428571428571
SPTLC3	-2.17790909090909
SUPT16H	-0.69825
DTWD2	0.713
ULBP1	-0.768
ZADH1	1.34416666666667
OIP5	-1.7425
IL10RB	0.47
OTUB2	0.454375
VWA3A	-0.4
SPIC	0.3184
OR6C4	0.4555
PSCD4	1.26266666666667
DPY19L2P2	1.124
TRAPPC6A	1.14716666666667
C21orf2	-0.708
CEMP1	-0.6305
LIN7B	0.2
E2F7	-2.71616666666667
VCP	0.464375
LAMA3	2.18066666666667
BGN	1.768
GPR160	1.7505
COCH	-4.60666666666667
GPR81	2.97916666666667
APOBEC3F	-1.70775
tcag7.1017	-0.7665
C1orf32	0.118
SCGB1D2	6.9305
FLJ43987	0.2655
C6orf170	0.24575
KLK9	0.4685
GPD1L	1.753125
VPS37B	0.023
ATG3	-0.419
ADAMTS17	0.5205
KLHDC2	0.778333333333333
NDUFV2	0.151
BLK	-2.6085
MATN4	-1.1035
GPM6A	0.132285714285714
GBP4	2.7315
TMEM162	0.317
PKP2	0.9215
HRASLS	-3.10671428571429
MMP1	-2.79825
SFXN3	-0.1791
FSD1	-1.63866666666667
ST6GALNAC3	-1.43916666666667
CA12	2.8626
NCOA6	-0.26
C19orf58	0.4435
PPP4R1	0.186333333333333
MAN1A2	0.406833333333333
IKBKAP	-1.95075
UPF1	-0.474166666666667
KIAA1219	0.67325
WNT16	0.847
SNW1	-0.73525
IL18RAP	0.39725
RPP30	-0.796625
CDC40	-0.329714285714286
SETD3	0.233333333333333
SLAMF6	-0.292
ELK4	-1.074
TRIM47	-0.184833333333333
ACOX3	0.19175
TRIM6	-0.05825
KIAA0372	-0.445166666666667
TP53AP1	2.032625
SMURF2	0.79125
ADAD1	0.00299999999999997
EBP	-0.6821
KRTAP13-2	-0.223
FLJ36874	-1.4345
TOR1A	0.228833333333333
P2RY4	1.5935
GPBP1	-0.36625
TRPV1	-1.7355
ADAMTS12	-0.209166666666667
PES1	0.1286
ATG4A	0.7075
MAGEA10	-3.98
WFS1	1.0385
CC2D1B	-0.197166666666667
PABPN1	-0.986875
SLC25A30	0.29075
SLCO1C1	0.111666666666667
SLC22A5	1.0445
KIF23	-2.19066666666667
SYN2	-0.600666666666667
ASPN	6.18683333333333
CENTG2	0.88725
QSOX2	-1.8342
FLJ10815	0.084
STK24	-0.78725
SPEG	0.0484
STK10	-0.541
DACT2	-1.982
AAAS	-0.58025
SSX3	-1.26185714285714
ABCD3	1.5634
C4orf12	0.21875
PARVG	1.11433333333333
FIG4	0.83475
C9orf46	1.82775
TMCO6	-0.6815
IGHMBP2	-0.8975
DUS2L	-0.605166666666667
FAM3C	-0.123
TMEM16D	-1.48642857142857
DCTN4	0.48375
KCNH3	-0.441
EIF2AK2	0.57175
AP1S3	0.434125
CST4	0.5925
PAM	-0.6935625
NUTF2	0.03075
CITED2	1.1201
SLC39A4	-2.3525
C2orf52	-0.0085
GRM3	0.27325
C12orf49	1.27
CCDC49	0.7413
GRAMD1B	-1.472
FNDC4	-0.30975
SIAH2	2.406125
GDPD4	0.193333333333333
C21orf87	0.495125
ATP5A1	0.589
C16orf63	-0.316
LOC388135	-0.33
ATP5J2	-0.438375
MMP3	-2.526
EMID2	0.49175
CRHR1	0.204
WDR70	-0.64725
C13orf31	0.183
ZFAND1	0.85325
CCL18	2.7665
C3orf49	0.451
RINT1	-0.7
KIAA0408	-1.9452
F13A1	4.1587
SLC10A1	0.3764
OGN	1.04125
GIPC2	-1.5098
XPO6	-0.120666666666667
LCE1A	1.0315
FMR1	0.1134
LOC374920	-1.20725
DUSP3	0.77575
ANKMY1	-0.39925
C7orf50	0.4045
BBS9	0.09425
UNC119B	0.439571428571429
C9orf72	-0.164875
MGC35440	0.089
ENTPD6	-0.06125
PPP1R2P9	0.17025
ERCC4	0.07375
FAHD2B	-0.773
HMHA1	0.0865
HACL1	-0.85175
RAD23A	-0.383
FAM83B	-0.966
PPP5C	-0.289833333333333
RNASEH2C	0.15025
C9orf153	-0.449333333333333
SCAMP4	0.8625
GHITM	1.0785
NDUFB7	0.734625
ADCYAP1	0.545
SP110	1.223
MAP3K7IP2	-0.053
DHH	0.776
AGRN	0.446857142857143
WDR33	-0.4165
CEP290	0.1555
PRPS1L1	-1.51283333333333
KLRA1	-0.022
GPR97	-0.6975
CHD7	-1.08616666666667
TLR10	0.80175
SLC30A8	-1.303
HIC1	0.497333333333333
IAPP	1.274
RXFP4	0.35
GP1BB	2.28725
SHQ1	0.1115
NKX2-3	0.372166666666667
API5	0.11425
FTHP1	0.113
MOV10L1	0.786833333333333
TRIM6-TRIM34	2.11233333333333
ADHFE1	0.20125
FAM117A	0.42475
DDI1	0.6988
CDON	-0.1555
TRIM73	0.892
IGKC	1.751
MMP14	-0.9685
DYNC1LI1	0.668375
C11orf66	0.24125
TRBV3-1	-1.11575
FASTKD5	-0.1235
BIVM	-3.2495
LHX4	0.1905
CXCL2	-2.45866666666667
RAB2B	-0.760666666666667
IZUMO1	-0.46575
MAP3K15	-1.31357142857143
FAM19A2	-0.0903333333333333
ZC3H8	-0.739
ZMAT1	0.015875
SPINK5L3	-2.12
SLC10A6	1.0275
APPL2	0.313375
CARD10	-0.0145
LOC402176	-1.466625
EEF1D	1.2618
RAB6A	0.5457
C12orf5	-0.623
PAPOLG	-0.12125
MSRB2	0.7025
BCR	0.706944444444444
PUS3	-1.289
TIAM2	-0.9405
ZNF317	-0.0161666666666667
CHD2	-0.182928571428571
FZD5	-2.14163636363636
NUDT8	-1.5635
ZNF763	-0.344
PRC1	-2.05611111111111
ABCB9	1.21133333333333
SPATA3	0.27925
TRAK2	1.339
STAB1	2.654
LRRTM2	-0.0456666666666666
psiTPTE22	2.25625
DBI	-0.000749999999999997
SERPINA11	-3.336
NAT5	0.296
C20orf58	-1.804
RPS6KA4	0.0491666666666667
FLJ90650	-0.1675
TGFBRAP1	-0.15425
CHRDL2	-0.975
FAHD2A	-1.02766666666667
CNTN1	-0.06775
BBS4	0.5804
TMEM181	0.3375
MINPP1	1.093
MPHOSPH6	-0.374416666666667
HOXC10	-1.2253
ITPKB	0.15325
CLPTM1L	-0.309375
MEOX2	-0.838833333333333
ATP6V0C	1.1055
PRPF8	-0.645833333333333
TMC5	0.28375
FKBP3	-0.01775
PLEKHB2	1.295875
OR4D6	0.362
ZNF544	-0.0768
D2HGDH	0.0725
RPL18A	-0.5026
HEL308	-0.42275
MPP6	-3.91775
TCERG1	-2.013
KRT16	-0.771333333333333
KLF17	-0.233666666666667
KLF5	0.969875
CDR1	1.185375
VCX3A	-3.656
FBLN2	0.665125
C14orf104	0.11025
HBE1	-4.7869
OR4S2	1.016
C1orf108	0.453833333333333
ROBO4	2.7985
CPEB4	1.639125
C11orf80	0.864666666666667
BCKDHA	0.834166666666667
MYOC	-0.0135
GIF	0.019
CKMT1A	-1.8525
RPL3	0.4773
THBS1	3.63875
APOO	-0.3075
ARMCX1	1.65525
HSZFP36	0.49925
SNAPC5	0.17375
EIF4ENIF1	1.37075
ZNF433	0.37875
TNFRSF21	-0.851875
TMPRSS7	0.5585
SPATA18	0.2087
HPDL	-3.038
MKL2	1.7527
TBX3	-0.180538461538461
C21orf93	0.912833333333333
DAXX	-0.169
ELMO1	-0.207125
RGS13	3.601
TAF11	-0.33825
UNC13A	-1.480875
LOC653314	0.5881
ORC3L	-0.929
IMAA	-2.777
TARBP2	0.3575
CABIN1	-0.7287
TRIOBP	-0.1585625
HIST1H2AC	1.822375
RGS22	-0.330333333333333
NCOA1	0.537
IL25	1.712
SNCG	0.193
GPR6	1.4255
AMDHD1	2.4925
CHEK2	-0.512375
C6orf142	0.073
DRD4	1.212
C14orf68	-1.10225
GDF11	-1.9845
SEMG2	0.487
CD247	-1.63675
CDAN1	-0.06775
RBMX2	-0.377
TGS1	0.07925
OIT3	0.148
SYF2	-0.729
MCM4	-1.3065
PKHD1L1	0.278714285714286
CEP192	-1.6915
IFT88	-0.27225
RPL9	0.287785714285714
RAB32	1.759375
DDX43	-4.58675
P2RX2	0.112333333333333
OR5D18	1.128
UBE1	-0.09225
SLC24A1	-0.20125
ARHGAP5	-0.05425
CETP	-1.02675
KIAA1731	-1.55066666666667
SLC9A4	0.755
PTPN6	1.061
BAHD1	0.146
GRIK3	0.6235
CACNB2	-0.3016
PDE10A	-0.707333333333333
DGCR14	-0.105
PCDHB9	-2.1145
RHOQ	0.267
MAP3K4	-0.6395
KTI12	0.295833333333333
RPL23AP13	-1.2195
GNG11	-0.909
CLCN3	0.757166666666667
GPAM	-0.26975
VSTM2A	0.707
SLAMF7	2.14183333333333
INTS2	-0.463
PPP2CA	0.703
LRP12	0.165266666666667
SEC14L2	2.472
DKFZP586H2123	1.768
MC3R	-1.268
CIRH1A	-1.77866666666667
HIST1H2AB	1.74016666666667
POLH	-1.04275
MGC16703	-1.55533333333333
SNAPC2	0.6425
FILIP1L	0.62825
RASGRP4	0.6855
LRRC1	2.081
GAS1	0.2555
PRAC	-1.362
DGKA	-0.7535
NT5C3	-0.007
PEG3	-3.06458333333333
NADK	0.471
PRR17	1.38075
LOC374569	-0.961
SGSH	0.0666666666666667
NLRP8	-0.603
GALT	0.0962
MCF2	-0.448
ZNF263	1.3965
TACSTD1	1.33583333333333
TYR	-5.9094
ATP6AP2	0.3335
RNUXA	-0.14475
ABHD10	0.7129
GDPD2	-0.691
SLC35C1	-0.39125
UBE2A	-0.116625
HERC5	-0.469666666666667
FAM112B	-4.03433333333333
FBXL16	1.79475
DKFZP434A0131	-1.074
ELA3A	-1.972
RBM41	-1.515375
HAO2	0.473666666666667
RNH1	0.32275
SHANK2	0.951833333333333
OSBP2	-1.2145
DAK	0.639333333333333
C3orf58	0.00608333333333334
TCL1B	-0.1425
KBTBD2	-0.620125
SUGT1L1	-0.478
UBE2E2	1.01266666666667
MYL9	1.49075
CDC23	-0.435166666666667
PBXIP1	0.9243
CXorf40B	2.0105
NBL1	0.51775
RTBDN	1.601
RAB11FIP5	0.6855
TTTY13	-0.106
SCOTIN	0.637416666666667
SOHLH1	-0.72075
CDKN1A	1.36057142857143
NCK1	0.39525
ZNF550	-1.03125
SAPS3	0.0869166666666666
SPIN3	-0.129166666666667
MAGEE2	-0.0596666666666666
MIS12	-0.813833333333333
OR8H2	-0.075
KIAA0774	-0.9718
UNC5D	-1.274
CUL7	-0.0395
LIPC	-3.5
DIO1	2.458
C20orf11	0.5645
CTRL	-1.2955
HS3ST2	2.4355
PAK4	1.381
CCRL1	1.9885
RNF10	0.29475
ZNF567	-0.09025
ZNF660	-0.8615
TCEAL3	1.355
MAGOH	-0.407166666666667
CENPB	0.0753333333333333
C19orf7	0.41775
LOC388965	0.85875
ZCCHC13	1.113
JMJD1A	-1.3503
HIST1H4H	1.8145
TBRG1	-1.4383
GPC3	-5.391125
TAF1C	-1.12775
EBNA1BP2	-0.614166666666667
CIAPIN1	-0.22375
PDGFRA	-1.20105882352941
CSTB	-0.997375
CENPI	-1.90416666666667
GTF2E2	-0.199833333333333
RPP21	-0.50675
CCNF	-0.567833333333333
KCNQ3	0.939
FAM79A	0.941
SLC22A12	1.0085
NOVA1	0.5395
FZD3	-0.1452
AKAP8	-1.06725
SOCS5	0.25825
CFDP1	-1.2805
DLG5	0.614
PGM5	0.204333333333333
C1orf144	-0.00858333333333335
HDAC10	-0.6665
RND2	-1.1545
C20orf199	-0.869
RNMT	-0.946625
SLURP1	0.322375
ASTN1	-0.49025
SH3BGR	1.5955
MYCL1	0.78775
ZHX1	0.0315
CENPK	-2.114
FOSB	-0.1278
LOC643406	0.638875
C2orf59	-1.743
TMEM135	0.68925
SLC27A2	2.439
KRT33A	4.09
OVOL1	1.071875
PAMCI	-2.7204
S100A7	-1.067
ZNF789	-1.782
HARS2	0.13025
RPL23A	-1.17033333333333
TCF23	-0.22875
UPF3B	-3.355
C17orf78	0.3455
HLA-DOB	0.735666666666667
C14orf142	0.869666666666667
TEKT5	1.8425
DMWD	0.3115
POLD1	-1.93133333333333
GSCL	-0.381
CALD1	-0.4096
SCRT1	0.6905
AIG1	2.01325
UNC84B	-0.05
ZNF404	0.48575
TMED6	-3.4505
KIAA1462	0.067
LRRC27	1.772
PYGO1	1.559
PIGU	0.330166666666667
ALAS2	-3.89683333333333
WRNIP1	-0.235625
CNNM3	1.021
ZNF2	0.2435
ST3GAL5	0.156166666666667
MRPL23	-0.46075
TSSK6	-0.08925
PSMA6	-0.03425
C16orf70	-0.50625
KIAA1602	-0.08275
ALMS1	-0.964
DCN	1.979
TMEM132D	-0.23525
SUCLG2	0.90425
ABHD14A	1.0145
DEXI	0.0771666666666667
AMPD2	-0.992
IFNAR2	-0.715333333333333
CYB5A	2.9707
TLOC1	0.4296
NXF5	-0.3542
NRBF2	0.14175
KCTD3	0.67775
ITGAE	-1.60816666666667
SLC30A3	-1.89333333333333
ZRF1	-2.5235
IFRD2	0.11925
XAB1	-0.42775
PYCR2	-0.528333333333333
SERPINB3	-2.5875
TMLHE	0.2117
GEFT	-1.28675
ABCA5	0.284875
EMR4	0.1984
TSFM	0.23725
HIST3H2BB	0.78075
ARHGEF19	1.0685
TSPAN17	1.07283333333333
ABCC8	3.1695
MAP1S	0.330333333333333
C22orf36	0.01575
BNC2	-0.9745
HIST1H4A	-0.1455
NDUFS3	0.531333333333333
WDR3	-0.832666666666667
XKR4	0.528333333333333
TTC33	0.752357142857143
STMN2	1.50375
CPN2	-0.959833333333333
HSPC105	-0.773
PCOLCE2	-4.8525
C3orf55	0.1585
KLHDC9	2.29716666666667
TBC1D23	0.45325
ATXN2L	-1.59525
MAP2K3	-0.147166666666667
SCAP	0.25275
ZNF486	0.687166666666667
C20orf96	-0.97025
NARS	0.02275
ADAMTSL1	-1.20961538461538
PRCC	0.058
CCDC126	0.975916666666667
ZNF675	-0.193
CALCOCO1	-0.22875
ANKRD43	4.277
CWF19L2	-0.936333333333333
ZBTB32	0.880666666666667
BRAF	-0.019
ODF4	0.701
MGC14376	0.0296666666666667
HORMAD1	-1.4705
AAK1	0.217916666666667
PEBP1	1.04375
TNFSF5IP1	-0.174
DKFZp564N2472	0.39975
RMND1	2.180125
IGKV1-5	2.61225
COL1A2	2.29841666666667
SERPINA5	2.247
AANAT	0.3085
C19orf21	1.441
GEMIN5	-0.3305
UBR4	-0.6405
LTBP3	0.841833333333333
AMHR2	0.188833333333333
PROCR	-1.43625
MYBBP1A	-1.359
C20orf39	-0.485666666666667
ZNF697	-0.715125
PASK	-0.8761
ZNF776	0.646333333333333
RFXDC2	-0.216428571428571
KIAA0467	-1.02775
C10orf96	-1.39833333333333
ZNF503	-1.8415
GULP1	-1.44908333333333
KCNE4	-0.831166666666667
DKFZp434K191	-1.042875
LOC196913	0.329
BHLHB4	2.387
CH25H	-0.69275
LOC81691	-1.4645
ALPL	0.0512307692307692
COL12A1	1.752625
FOLR3	-2.06266666666667
GPR123	0.451285714285714
TRIM62	0.464714285714286
ABLIM1	-0.406
MAST3	-0.08625
RHBDD1	0.490333333333333
LOC338809	-0.2955
RYBP	0.378
TTC26	0.28975
ZNF22	-1.28816666666667
ISCA2	0.739
RDM1	-2.43475
PIGM	0.8685
GNB3	-2.301
ACTR2	0.3472
HMGB1	-0.485
EDG1	2.25533333333333
SOAT2	-3.01775
OR10AD1	-0.1205
RAP1GDS1	1.87833333333333
LCE1F	0.5505
ESM1	-0.618125
RCN3	1.686
CREBL1	-0.51075
DBNL	0.612333333333333
PTGER3	0.39825
USP30	0.841833333333333
BCL2L12	-0.408
KIF26B	1.76975
ZNF416	1.46025
ZNF225	-0.0235
C17orf70	0.84125
ZNF554	0.4615
RAE1	-0.309666666666667
TNIK	-1.58916666666667
ACTN3	-0.6325
MGC45922	2.013
CCNA1	-1.62483333333333
RYK	-0.052
IL26	0.678
LRP3	1.48766666666667
QARS	0.60775
SOX7	0.0158571428571429
BID	-0.385125
OR2S2	-0.2375
CXCL14	3.166
C11orf47	-0.828
MGC29891	-1.05766666666667
HSPB8	-0.749555555555556
PRDM14	-0.89
NUFIP2	-0.47975
MNAT1	-0.131
ZDHHC2	-0.736833333333333
MBNL2	-0.750625
ADD3	-1.769125
CSNK2A1P	-0.45575
KLK6	-1.484
TMEM111	0.5705
KIAA1279	1.46625
NUBP2	1.73083333333333
RAB42	-1.006
ID3	-0.7817
TM9SF1	0.19075
MDP-1	0.481
POU4F2	0.272666666666667
IQCK	0.9755
C16orf14	0.47975
CAPN3	-1.3645
FAM43B	0.1355
RECQL	-1.309
AP1G1	-0.240928571428572
CTNNBL1	0.272333333333333
ECHDC1	0.056
SMARCC1	-0.5748
FOXQ1	-0.98875
GNAI3	0.769666666666667
POLG2	-1.79325
CD4	1.1565
ITLN1	-0.14575
EBI2	3.76525
IRF1	0.676
PTPRE	0.6439
PTK2B	-0.73925
NXNL2	-0.164
SOX4	0.162611111111111
TSPAN3	1.7405
SH2D1A	-3.405
C8orf58	-0.955666666666667
USP20	-0.669
DUSP22	-1.21325
CALB1	-1.60616666666667
L3MBTL2	-0.241583333333333
MCRS1	0.1175
TMEM118	-1.0345
C18orf8	0.522
FLJ10241	0.689
GJA12	0.50675
PKD1	-0.867833333333333
ZFP3	0.3295
JAM3	-1.718875
LAPTM4A	1.2834
DIRC2	1
KIAA2022	1.54633333333333
MYOM1	-0.0535
TRPM8	-1.4618
MOP-1	2.35425
PHKG2	-0.216625
ZNF650	0.01275
KIAA1522	1.63775
PSG8	-1.0335
DDX19B	-0.4295
MOBKL1B	0.51125
DIAPH2	-0.888
PTPN12	0.117
CLN8	-0.4027
CRYZL1	0.307
CRY2	0.805
FCGR2B	3.84883333333333
PNPLA4	2.412375
ZNF454	-0.896
DKFZp434B1231	-0.6125
CLDN11	0.3129
RFWD2	0.1685
CIB2	-0.406666666666667
MXRA8	1.797375
HRK	-0.651125
MAML2	-0.6115
C4orf31	-0.273
C6orf192	0.27375
COG6	0.167125
FAM5B	-0.24225
NFATC1	-1.0111
SEPT10	-1.30725
SCYL1	0.0471
RPP40	-0.83975
SCOC	2.0333
KIAA1450	0.13525
CTDSPL2	0.4465
TBX5	0.730666666666667
NAPG	0.25475
RHD	-3.57966666666667
C14orf45	1.7645
ZBTB22	1.2175
PLCG1	-2.245
ANKRD10	-2.981625
AQP7P2	0.259
TAGLN2	-0.0963333333333333
HTR2C	-0.2496
SLC16A7	-1.1718
C17orf83	0.227
TSGA14	0.0149166666666667
MDH1	-0.291
PPP3R2	0.0718333333333333
DCBLD2	-1.61085714285714
RBM33	-0.0103333333333333
DPH3	-1.26525
SYT10	-0.1148
FMO4	1.559625
THYN1	-1.595
DRD5	-1.243
OTOR	0.327125
PGRMC2	0.3631
KATNAL1	-0.5085
PAQR6	-4.04825
UBE2I	-0.6325
C14orf28	1.271
C8orf70	0.776
FLYWCH1	-0.25225
ANGPTL3	-0.551666666666667
GLRX2	0.115166666666667
ATP11A	-1.20290909090909
ARL5B	0.74725
MUC16	-2.4085
SLC25A5	-0.188428571428571
ACRC	-2.99675
MYO1C	-0.54875
FAM89B	1.582
FAS	-0.12825
KIFAP3	0.76325
GLRA2	1.076
BTN3A2	-0.4455
CNKSR3	-1.883625
CSTF3	-0.315
ARPM1	-0.24925
KIAA1530	-3.3475
C9orf150	2.002
PRKCI	0.504
tcag7.1015	-0.90575
SOD3	-1.85
ZNF574	0.3165
CYP21A2	-0.09175
RPL12	-0.95175
COMMD2	-0.541
WIZ	-0.397
LOC344405	-2.01275
ALDH4A1	-0.696823529411765
CRYAB	1.109
COPA	0.0169
PCDHGA7	1.059
KIF11	-1.60554545454545
RASD2	-0.599125
SLC26A3	1.9795
ZNF175	-0.895
JAKMIP2	-1.526
C8orf4	-0.120166666666667
PTHLH	-0.03175
SLC40A1	1.858
OR7D4	0.440333333333333
PCDHB17	0.562
CD36	1.7305
C6orf203	-0.119
PRKG2	0.2535
LOC400566	-1.07125
ANAPC13	0.43075
SLCO3A1	-0.6685
ZNF692	-2.543
FANCL	-1.949
SH3GLB1	0.46775
C12orf61	0.155
KBTBD6	0.1085
SUPT5H	-0.103875
XRCC6	0.3664
HUS1B	-0.3037
FAM133B	-0.396142857142857
LOC728276	0.2035
KCTD18	0.24575
SOS2	0.559333333333333
CCDC99	-2.21175
C1QTNF5	3.112
NNAT	-0.160666666666667
USP16	0.176
LARS	-0.766
ZBTB2	0.213125
ABO	0.244833333333333
TRAF3	-0.13825
GALNT5	-2.7325
NAP5	-0.493125
ALG14	1.29416666666667
KIAA0515	-0.312807692307692
WDR75	-1.2985
TEX261	0.254833333333333
LY86	1.821
LOC389072	-0.2855
FLJ13611	0.71425
MRGPRX2	0.2525
SNRPA	-1.029125
OR2G2	0.578
GPRASP2	-0.0585
C7orf42	0.1841
C9orf163	-0.318
CYP11B2	0.5615
FCRL3	-0.1295
