Hybridization REF	TCGA-AO-A12A-01A-21R-A115-07
C22orf31	0.4795
FLJ36070	-0.183
PSME4	0.217
TFG	-0.2889
EPHX2	1.449
ANXA5	-0.26775
KRTAP1-1	-0.4445
BATF	2.64775
KARS	-1.5465
MSTP9	-0.484
GPR26	0.58825
CCDC72	0.0665
TEF	0.766
FOXK1	-0.9388
PRLHR	-0.3225
EMX1	0.946
C11orf30	-0.633375
ICK	-0.037625
THSD7B	0.30825
C21orf100	-1.611
DUOX1	2.8665
EFCAB4B	-0.5945
UBE2G2	-1.15433333333333
C3orf54	0.49525
PARP1	-0.59925
FAM60A	-0.96
C6orf146	-0.57125
OR9K2	0.111
DDX55	-1.3925
RPS15	0.917333333333333
ZNF618	0.61175
DKFZp686D0972	1.14225
SSPO	-1.266
SHFM3P1	1.09466666666667
CPA6	0.4685
JAG2	1.5275
DEFA3	-0.2705
PPBPL2	0.2085
CD34	4.476875
SLCO4A1	-2.831875
AFG3L1	-1.3755
SHD	-1.12725
RP13-122B23.3	-0.708666666666667
PRKCSH	0.369666666666667
DPH5	-0.600833333333333
HLA-F	2.519625
TBC1D4	-0.10675
RIG	0.288833333333333
GLUD1	0.0261666666666667
HNRPCL1	0.174
HBXIP	-0.537
RNF207	-0.584
APIP	-0.501
PLA2G3	0.966833333333333
CCDC84	-0.93025
MYLIP	-0.146615384615385
PHIP	0.01025
AARS2	-0.585333333333333
DHX32	0.684
SCAPER	0.0741666666666667
MEN1	0.2305
NIP7	-1.5455
FLJ25404	-0.135
FASTKD3	-0.55375
TMEM158	-1.914
RARA	1.91775
BDH1	0.3015
ANKRD16	0.87225
CARM1	0.5135
SS18	0.759166666666667
IKZF2	-0.433416666666667
MYD88	0.303625
PML	1.01335
TAF1A	-1.01075
CBFB	-1.23075
HIST1H3H	-1.16783333333333
C7orf29	-1.687
COMMD4	-0.260666666666667
DPP3	0.1445
DAB2	0.712125
LOC388882	-0.5555
YPEL4	-0.518125
AGBL3	0.52175
LRP6	-0.1765
SERPINH1	-0.156083333333333
TLE1	-1.1645
CD244	1.34133333333333
ZDHHC15	-0.546
MGLL	1.0815
PLDN	-0.22025
LOC654346	2.497
FAP	2.5665
GPR37	0.130833333333333
SCARA5	1.727
EBF4	1.29490909090909
LSM6	-0.666
MLLT1	-0.200125
SLC5A12	-0.61
A2BP1	-1.823
COPS5	-0.574666666666667
TPM4	0.0579285714285714
TNFSF4	0.536833333333333
ACADSB	1.03616666666667
HERPUD1	-0.102
BCL2L11	-0.430611111111111
CEP78	-1.496375
CDCA3	-1.69475
WBSCR19	0.26
MYO1A	-1.977
PPEF1	2.3525
LOC440348	-0.01125
CPEB2	0.62
BPTF	-0.661833333333333
RPL21	0.053125
GSX2	0.5985
ADPRH	1.314
C17orf68	0.355833333333333
KCNS1	-0.497833333333333
MLLT6	0.0384
PIWIL4	0.1735
RNF26	-0.2945
RAP1B	0.788125
ADAMTS1	-1.2145
ZNF571	0.837
P2RY6	-0.14325
TRIM21	1.77233333333333
CADM3	1.03425
NLRC5	0.8515
ADRA2B	-0.160833333333333
LOC90835	1.373
PCF11	-0.19975
LOC400451	2.01525
GLTSCR1	0.8464
C17orf88	-0.600166666666667
CDH16	-1.87175
FGF7	2.45125
PCSK4	-0.174833333333333
NPC1L1	-0.542833333333333
TAT	1.522125
TBCA	-0.7015
MGC33407	0.3135
GPR115	-2.1845
CYGB	1.074
FNBP4	-0.944666666666667
C12orf43	-0.0375
CBL	-0.3751
CLECL1	0.32025
PPAPDC1A	1.0805
WDR25	0.306166666666667
SGCA	0.484
C22orf29	-0.188
YIPF1	0.83475
GALK2	-0.76975
RAB3B	-3.54041666666667
LOC440087	-0.35925
UCP1	-0.375
REEP5	1.354375
FADD	-0.0735
FOXA1	3.036
CACNA1A	0.410166666666667
ABI1	0.194833333333333
GRIN2D	1.3965
SLC1A4	0.333333333333333
LOC401127	-1.435
HINT2	0.36675
PLD4	1.6175
ZNF286A	-1.28325
ENY2	-0.747
IL1F6	0.0715
PXDNL	1.672
C20orf79	0.11275
TNFSF13B	2.76766666666667
DENND3	-0.302125
JARID1D	-3.4465
HIST1H2AK	0.1095
LOC93349	0.2181
SSH1	-1.228
ENSA	-0.56975
LOC219854	0.477333333333333
CKAP2	-0.9723
DKFZP564J102	1.07483333333333
MGC87315	-1.03416666666667
HNRPAB	-1.72575
AMH	-1.876
ZNF526	0.855
BRUNOL5	-0.4345
CACNG3	-0.145666666666667
TRPM1	-3.4445
PPP2R1A	1.0065
COL2A1	-0.6095
DDN	-0.575666666666667
FLJ25770	2.181
HK2	-1.64328571428571
ELOVL6	-1.21625
MDK	0.2895
EPHX1	0.7935
RASSF2	0.325375
DKFZP434B0335	-0.46875
DLX3	-0.244625
PRTN3	-0.75075
AVPR1A	1.456
C21orf125	-2.27825
TNFAIP8	-0.3385
GNB2L1	0.3445
CALCRL	3.2225
SCGB2A2	7.80266666666667
UBXD7	-0.1205
ZNF674	-0.777
TMEM35	-0.12575
BRSK2	0.980375
HECTD3	0.501666666666667
TMEM188	-0.0120833333333333
LGALS9	2.6115
SCARB2	0.369416666666667
USP34	-0.290083333333333
C17orf28	1.66225
ZDHHC23	-0.918
AQP12B	-0.416
SLC16A3	-2.197625
APLP2	0.8595
ITIH2	-3.8195
MICAL3	-0.238
TNNI3K	1.5043
HDAC2	0.0875
PRR7	0.4143
THBS2	-0.037125
LOC751071	0.178166666666667
CA2	-0.9
RANBP17	0.7545
RLN3	0.09975
CRYZ	0.230666666666667
GBAS	0.077
TAS1R1	0.05775
MPZL3	0.525
PCDH8	-0.841
HSP90B1	-0.398916666666667
KCNK15	0.9115
TNIP2	0.0795
GPR146	0.121
NOL6	-0.4185
SPC25	-3.61266666666667
STEAP2	3.0335
VAMP3	-0.308333333333333
TCIRG1	0.52375
ZP4	-0.0891666666666667
PARL	-0.27475
TRIM39	0.0541666666666667
KIAA1305	1.73675
CRNN	0.0781666666666666
GRN	0.61475
HSH2D	0.67125
SCAMP1	0.110375
KIAA1913	0.396
PTS	-0.0645
BANP	0.239428571428571
PRKACG	0.0905
ADCY6	0.296333333333333
C16orf46	0.5995
CYP51A1	-0.1775
DDC	-5.3325
ANPEP	0.0373333333333333
PROM1	2.38433333333333
SIGLEC10	2.4275
COPG	1.167
FAM26E	1.055875
TRIP4	0.299
SNX3	0.253333333333333
C1orf175	0.685333333333333
PPY2	-0.459
C14orf152	0.363
FTSJ1	-0.876666666666667
DST	0.88385
LOC554235	0.003
GLRX5	-0.45975
C20orf12	1.3012
CAB39	-0.233
MSH2	-1.816
PIP4K2C	1.021875
CYLD	0.596875
WTAP	0.443
MGAT4A	0.308444444444444
TSC22D4	0.11
CHRM2	-1.47
PPYR1	0.1575
CCNH	-0.545
RRM1	-0.82625
ECAT8	-1.14675
LOC400120	-0.02425
GABRA4	0.078
C14orf4	1.7805
C1orf59	-0.83125
CTDSPL	0.814083333333333
NHEDC2	-0.8405
PDE11A	-1.073125
KLHL29	0.4515
CD5	-0.3935
TSPAN9	1.493875
WDR67	-1.54775
THUMPD1	0.8034
C18orf17	-0.04375
CLYBL	0.129666666666667
FLJ13231	-0.528
CMBL	0.918
LECT2	0.248
NKAPL	2.28783333333333
LOC654780	0.522
OR4C6	-0.118
RAB30	1.08383333333333
TSSK4	-0.0675
TMEM163	1.8885
OSBPL11	0.306416666666667
GNB5	-1.61083333333333
CCL21	1.7565
C1orf121	0.0241666666666667
FMO2	3.74616666666667
RPTN	1.179
MSTN	-0.6765
VCL	0.322642857142857
FYTTD1	-0.1965
C11orf1	0.341
CCDC88C	-0.151875
HFE	0.228222222222222
MOGAT1	-0.9925
FAM125B	0.580666666666667
IRGQ	0.3985
RAVER2	0.13425
AKAP5	-0.4095
SSSCA1	-0.141
C11orf63	2.072125
ACTG2	2.5345
PORCN	-0.781
DTL	-1.97718181818182
TMEM151	0.3955
FAM122C	-0.3955
RSAD2	3.4577
BAT4	-0.3435
KRTDAP	-0.673
MYH8	0.0622857142857143
CRTC3	1.02275
LRRFIP2	0.9298
INTS4	-0.334666666666667
TTN	-1.993
SLC26A5	1.172
PLLP	-0.50775
RGS6	-0.487375
SRGAP3	0.713375
ZNF525	0.139166666666667
NBR2	0.2065
C13orf1	0.2701
ZNF137	0.184
CEP27	-2.11675
BEST2	-0.4085
RNF121	-0.7295
DMRTC2	2.00325
C8orf76	-0.94075
BCCIP	-0.4235
MEST	-0.44175
HTRA2	-0.463
ANGPTL2	0.80725
ILKAP	-0.335166666666667
ERAS	-0.3115
HBS1L	-0.882875
CPA5	0.758
TMEM30A	0.587333333333333
CD300LF	2.51333333333333
WISP3	3.838
CRK	0.861
PDS5A	-0.7509
BRPF3	0.553666666666667
NEDD9	0.341
SMPDL3B	0.7935
PSG6	-0.4655
PSMD13	0.41975
ETV5	-1.2340625
OR51A4	-0.198
BTBD7	0.223
GSTO1	-0.715875
hCG_16001	1.1635
MAD2L1BP	-0.266666666666667
COX6A2	1.795
SCNN1A	2.5955
LSM1	-0.133
UGT2B11	-3.337
IDUA	1.81875
PPP2R3C	-1.02116666666667
COX11	-1.083
PDZK1	0.91675
ZNF443	1.05583333333333
MGC21874	1.0805
ZNF323	1.3974
KRTAP10-10	0.3945
CXCL6	0.577
SLC34A2	4.1463
LOC284402	0.235
NPTN	1.08408333333333
UPP1	-2.09966666666667
SLC6A9	-0.3115
OR7G3	0.3605
CISD1	-0.663833333333333
ZNF545	-0.229
SYT14	-1.807
NT5C3L	-0.2035
ZNHIT3	-0.5205
SNRPD3	-0.7565
KIAA0701	0.72225
UNC93B1	0.4545
GMNN	-1.618625
SPCS2	0.8335
LOC388524	0.354
NAPRT1	-0.187375
PNLIPRP1	0.34
OR6V1	0.517
PRKAB1	0.182
EYA4	-4.059
KIF20A	-1.9355
ALG10	-0.946
ITPKC	1.42283333333333
LMX1B	1.99266666666667
RPUSD4	-0.395666666666667
C7orf34	-0.817833333333334
DLGAP2	0.153375
PFN1	0.4075
MICALL2	0.13525
ZNF654	-0.517
SS18L1	-0.955125
SLC16A8	0.578
MKI67IP	-0.632333333333333
ITGB3	-1.661
TCEA3	2.0455
CEP152	-2.2904375
CLIP1	0.262125
ZNF75	0.645375
ATP5C1	-0.836333333333333
NUDT5	-0.9365
PSCDBP	0.27225
UBP1	-0.13225
RBM27	-0.13625
C13orf15	2.91225
ZNF282	0.235333333333333
ZNF222	0.2044
COL10A1	5.42
PRDM15	-1.143125
TTTY5	-1.019
FAM9C	-1.39125
C20orf67	1.1455
GNG13	0.3875
F12	1.0355
C1orf41	-0.9565
CPXCR1	0.073
GSK3A	0.456875
SUPT6H	0.388833333333333
PI16	2.02133333333333
ELL2	-1.562
C9orf167	-1.91683333333333
PVRL3	-2.4964
FLJ38596	0.34975
ADAM20	-0.6185
GPR89A	0.027
GPR87	0.202
ZNF30	0.5215
SMR3B	2.74075
ZNF770	0.194875
TRPC4AP	-0.3945
DKFZP686E2158	0.530666666666667
C2orf28	-0.00633333333333333
FREM1	0.323833333333333
LAMA4	0.452166666666667
ADPRHL2	-0.13075
EIF4G2	0.754833333333333
GUCA1A	-0.9745
CTNNA2	-1.627125
NUDT15	-0.845833333333333
CEPT1	-0.344166666666667
ZNFX1	1.0809
CCDC92	1.3295
TDRD1	-2.2795
KCNK5	-0.311166666666667
ETNK1	0.415666666666667
LTA	0.5995
TTPA	0.3815
B3GALNT2	0.109875
SC65	-0.579166666666667
PEX5L	-1.852
EPS15L1	0.36075
MGEA5	0.150125
HIST1H3A	1.09875
ING1	0.03125
BCAT1	-3.90725
ORC6L	-3.53818181818182
KLK11	-0.466
C19orf28	-0.46175
DNER	-4.211375
MED22	-0.519642857142857
ETV6	1.24975
CHAC2	-2.6055
CD300E	0.1235
CEBPB	0.85975
ZNF398	-0.39525
LRCH3	-0.272
HMGA1	-1.61416666666667
CAPN7	-0.347666666666667
MGC5566	-2.95
CCL3	2.781375
NANOS1	0.37275
ZFYVE19	0.19975
APITD1	-0.455833333333333
PARD3	0.6495
IRAK4	-0.4095
SERPINI2	0.6345
CEP170L	-0.111
TTC9	2.323375
MYOM3	-1.42625
MLPH	1.097375
LOC222699	0.656
NRG1	-1.32008333333333
TBC1D9	3.08127272727273
TTK	-2.8535
ZNF557	0.512
DDX41	-0.0365
FANK1	3.3015
UBE2D2	-0.2775
PSMB10	1.168375
MYH7B	0.462
GABARAPL2	-0.557375
MARVELD2	1.87816666666667
DGCR2	0.223166666666667
UNC45A	0.136666666666667
C6orf72	0.3315
ZNF683	4.43625
GIT2	0.132875
CASK	1.21
C14orf161	3.27183333333333
LRRC44	-0.70625
TIFA	0.275
UTP11L	-0.924375
C6orf65	-0.99425
FDPS	-0.36775
DUSP9	-1.9989
SLC17A8	0.596333333333333
OR51G1	-0.291833333333333
NANS	0.5655
OLFML1	1.954
ATP10B	-1.197125
NPAS3	0.04275
PRKCA	-2.6806
GGA2	0.117875
LCE4A	0.483
SPANXN3	0.53725
CCDC115	1.1245
SDCCAG3	-1.31525
GLIPR1L1	-0.12525
TTC1	0.10875
C17orf76	0.06875
MAD2L2	-1.55325
HIPK1	-0.3067
LRRC3B	2.81116666666667
CLN3	-0.0704090909090909
C17orf47	0.2915
FMN2	-2.517
TUBB1	-2.269375
WAPAL	0.0578333333333333
C3orf21	-0.650625
SCN5A	-0.5887
SMYD1	2.18375
BEX5	1.887
ZNF192	-0.6105
SEC22A	-0.245
GRIA2	2.00435714285714
KIAA0825	-0.6885
NUSAP1	-2.09954545454545
LANCL1	-0.18775
C15orf40	-0.7642
ZNF645	-0.178625
GPR61	-0.70225
NLRP14	-0.2695
SNX21	-0.637
C1QTNF8	-0.2175
C17orf46	-0.033
IFNA8	0.7135
SPRR1B	-2.9695
FLRT1	-0.7035
SNX17	-0.129
ASB2	0.487166666666667
HBG1	-4.405
RPRML	-1.886
JOSD2	0.9715
PLSCR3	0.338
SPOCD1	-0.867833333333333
RAB39	-0.3295
GHRH	-0.2795
ITIH5L	0.2255
C17orf37	1.092
SMCR8	0.24225
DPY19L2P3	-0.595166666666667
IL11RA	1.088
GDF3	-3.57516666666667
RPS6KB1	-1.334
DNAJC19	-0.1375
TOP1	-0.087
CRCT1	0.962375
MPST	0.402625
DPM2	0.429875
FAM38B	-1.9
SLC18A1	-2.10383333333333
FARP1	1.60383333333333
PAX7	0.1555
TUBD1	-1.548
GNL3	-1.0735
BTG2	2.34386666666667
NDUFS6	-0.48
C1orf79	-0.67875
ERAL1	0.5575
ECHS1	0.59225
VPS4A	-0.396333333333333
CYP11A1	0.224875
ABCC6	-0.738214285714286
PBX4	-1.3045
MOSC1	-0.056625
NCF4	0.25025
HYMAI	0.084
NAGPA	0.0125
OTOP2	-0.08375
ACOT12	-0.52175
MTHFD2L	-0.64025
LOC441376	3.268
C19orf34	-0.2535
RAB1B	0.57925
ALDOAP2	-0.518
NTRK1	-1.64816666666667
ARTS-1	-0.4827
SLC6A11	-1.0605
NAP1L2	0.70975
CNGB1	-0.4555
EPB41L4B	0.9085
FAM134B	1.082125
HS3ST3A1	-1.82066666666667
CPXM2	4.17925
SIRPB2	1.687
CHORDC1	-0.772833333333333
TRIB3	-0.802333333333333
SLC2A5	0.19825
C2orf49	-0.777833333333333
DDX5	-0.19375
OR5L1	1.2455
ANAPC4	-0.601666666666667
ZSWIM1	0.543625
LOC93622	-0.404125
KCNK3	-0.0218
RP11-35N6.1	-0.809625
ZFP161	0.1945
AQP9	1.00325
SLC15A2	-0.985166666666667
MREG	0.831333333333333
OR9I1	0.493
PDLIM2	0.09775
ADAM7	-0.014
GSTCD	0.176333333333333
WDR21A	-0.104375
SLC12A8	1.73866666666667
TMEM174	-0.33375
IGSF3	-0.0645833333333334
LRRN1	0.527
LOC402117	0.11625
SRPK1	-1.15316666666667
LY6K	-0.68575
NFIA	3.101
PTCD3	-0.519125
LEP	1.91566666666667
PCDH21	-0.9565
MAPKAPK2	1.1695
NMNAT1	-0.0128333333333333
LHFPL2	0.010875
C9orf43	-0.12675
DIP2A	-0.7435
ACTR8	-0.129625
CCDC34	-0.85275
PTPN22	-0.7975
ITGA3	0.3865
FAM129C	0.60475
RABGGTA	0.558166666666667
UNC45B	-0.02
KIAA1033	-0.279875
ZNF510	-0.0713333333333333
CYP2D6	-0.766333333333333
SLC26A10	-0.894
STX8	0.39875
LUZP1	-0.027
WDR89	-0.0961666666666667
EIF4G3	-0.3421
C5AR1	0.564625
ZNF623	0.1045
A2M	1.17225
TGM7	0.364
GRPEL1	-1.13766666666667
LMNB2	-1.2415
ROCK2	0.535166666666667
SNX16	0.785875
CCDC66	-0.177
ANXA3	1.618
KIAA1609	-0.4405
EED	-0.665
RNF32	0.252833333333333
HES1	1.5196
CLC	0.340666666666667
ISL1	-0.683
KIAA0528	-0.0685
MANEA	-0.268875
C1orf61	-1.298
hCG_2001000	1.285
RAPGEF6	-0.1391
KIAA0020	-0.714833333333333
NEIL1	2.40575
C16orf45	1.115625
RBM10	0.146833333333333
C10orf125	-1.057625
MRS2L	-0.98775
DNAH17	-0.93675
C19orf10	-0.7155
C1orf160	0.898
SLFN12	1.81225
EXOC3	0.149333333333333
HIST3H3	0.546
NCOR2	0.170333333333333
TNFRSF9	-0.185
MFSD8	-0.7295
ALX1	-4.1095
NOL1	-0.87475
PODN	2.91975
TIAL1	-0.82625
HIST1H1E	-1.02
NPY6R	0.194
TM4SF4	-0.91475
CORO2A	0.62425
ETNK2	-0.338
APOE	1.3054
ANGPT4	0.065
HDGF2	0.128
G30	0.716
ST8SIA4	0.45625
F2RL1	0.162125
FAM19A4	-2.14025
CCAR1	-1.02325
B3GNT7	-0.024
OPHN1	-0.5075
DSCR6	-0.551
C21orf13	1.21416666666667
GAS2L1	0.437583333333333
RFX3	1.16266666666667
COPS4	-0.584
BCHE	-4.31283333333333
BCL2	3.253375
HBZ	-2.6815
ARL13B	-0.225875
MAPBPIP	1.25725
MYO15B	1.216125
SPZ1	0.176333333333333
KIAA1324	3.01855555555556
PLCL2	-0.785
C4orf29	-1.187
WDFY2	-0.67675
ZNF284	-0.665
NAALADL1	1.0095
DUSP5	0.3435
PXDN	0.391625
SLMO1	-0.17025
TNXB	0.6961
BIRC7	-1.22975
A4GALT	0.6295
TIMM22	0.56025
FAM110C	1.2385
TOMM34	-0.78275
ABHD9	0.602
ADAM32	3.3625
CRHBP	0.13325
AQP2	0.43775
LOC130355	0.74175
ZNF187	0.542
ZNF816A	0.505
F7	0.632875
CNOT1	-0.5424
SLC13A4	-0.9255
ZBTB11	-0.76925
B3GALT5	1.789
EXOC2	0.379333333333333
IRS1	0.7997
TMEM1	-0.2805
MRPL34	-0.0285
SAMM50	-0.52225
CDC42EP3	-0.213
HSF2	-0.5952
MFN2	-0.49775
TSPAN7	-1.01316666666667
NUCB1	1.05266666666667
RHOH	1.1
ARL16	-0.211
TACR1	-1.113
SFRS5	-0.398833333333333
SNX25	-0.031125
RHBDF1	1.3375
PCDH18	2.43016666666667
HMG1L1	-0.5095
MYO5C	1.5665
MAPK10	0.4865
LDHAL6A	-0.531833333333333
NUDT12	0.535166666666667
NCAM1	-0.427375
GLIS2	0.2585
GGTL4	-0.40975
DAPP1	0.23875
ATF7	0.653625
KIAA0748	-0.58675
NFIL3	-0.57925
TM6SF1	0.5942
SEZ6	0.060625
NANOS3	1.00566666666667
DNAJA3	-0.122333333333333
CLDN6	-3.052
CIITA	3.2191
EPHA4	-1.27416666666667
FANCC	-0.104
CMTM3	0.299625
PSG3	-0.264
MRPL15	-1.2705
C21orf59	-0.171
PLCXD2	-0.7445
C2orf34	0.1095
UBE2L6	1.934
MED14	-0.217
HP1BP3	0.474
C6orf208	-0.278
TPBG	0.67
OSR2	-0.34475
XPC	0.0551666666666667
KLHL7	-1.32741666666667
CCR3	-0.577833333333333
AGTPBP1	-1.58416666666667
PCSK6	-0.116733333333333
STAT5A	-0.3007
FAM18B	0.236
LONRF2	-0.0901666666666667
PTPN2	-0.6455
SF3A3	-1.10583333333333
EFCBP2	-0.15825
HCFC1	-0.585166666666667
AHNAK	-0.12075
ACTR5	-0.293
KIF14	-2.99285714285714
TENC1	1.56275
HEATR5B	0.5135
YIPF2	0.907666666666667
MYEOV2	1.02333333333333
DUSP18	0.918
KIAA1012	0.31475
AHR	0.0508333333333333
C17orf53	-1.49783333333333
PTPRH	-2.80375
ATP6V1C1	-0.5077
TAS2R3	0.074
LOC440356	-0.96475
COQ10B	0.171
PSMF1	0.465833333333333
SORBS2	3.10616666666667
NFE2L2	-0.224
TMCO7	-0.60675
SH3PXD2A	-0.4806
SH2D2A	-1.282
SPINK5	-3.244
MRPS24	-1.16425
OPA3	0.597125
TRAF7	0.796833333333333
C4orf35	-0.0485
MT1G	-0.669625
MGC39545	0.183
HS1BP3	0.0825
OR2B2	-0.2465
CHRM4	-1.1785
SFRP2	3.78933333333333
RIC3	2.28725
ART1	0.233
C6orf1	0.601875
DUS4L	-1.2155
C10orf104	0.2525
TNFAIP6	2.65
RTEL1	-0.2275
CCT4	-1.1902
ZNF709	0.16725
CHMP6	0.534333333333333
UPP2	-0.08825
CYP19A1	-2.595
CD151	0.208333333333333
NDUFA13	0.601
ARFRP1	-0.3685
FAM26B	2.1325
CRYBA1	-3.345
MRPL41	0.426666666666667
NPFFR2	2.775
HRH2	0.0855
SCAMP3	0.818333333333333
MTMR6	0.8496
MTG1	-0.602166666666667
UBTD1	1.952
CRABP1	-1.7125
FLJ33790	0.4322
KIAA1908	-0.598833333333333
GPR158	-2.9705
PACSIN3	0.076
OMD	4.313
CATSPER1	-0.6635
HOXB8	-1.304875
FBXO46	1.4025
OAS1	1.40166666666667
SVIL	1.47125
PHB2	-0.888
ADCY3	0.4115
NDRG2	1.66366666666667
ERMAP	0.6164
APBA2	-1.57133333333333
IGSF9	1.75825
WNT6	0.549571428571429
MYCBPAP	0.50775
ATP2B2	-0.3873
CPVL	-0.4989
TRAM2	-0.900416666666667
NOP5/NOP58	-1.2015
ZNRF4	0.0415
TLK1	-0.049
MTMR12	0.165214285714286
ZNF384	-0.225666666666667
FAM9B	-3.13475
RPN1	0.4808
PMVK	1.41775
EIF3D	0.3308
SIX2	0.79175
HPS1	1.06121428571429
RNF7	-0.44775
PSKH2	-0.076
KCTD13	0.4515
CSMD3	-0.7575
FBF1	-0.718
IL8	-4.181125
SERPINB13	0.358083333333333
FBXL20	-0.1825
BLR1	0.3965
SH2B1	0.130166666666667
RFNG	0.04425
RAB20	1.10783333333333
RBM7	-0.6295
POLR1A	-0.693666666666667
TMPRSS4	-0.65475
TAF9	-0.838875
TERF2	0.403666666666667
TNFRSF1A	0.726
ACADVL	0.410166666666667
GTF2H5	0.25425
EDG8	-0.068
C9orf140	-1.798625
UST6	-0.29375
ZBTB8OS	-1.08725
ZNF710	0.9025
GPR174	-1.269
ATP6V0A2	-0.643
KIAA0319L	-0.261666666666667
XKRX	0.521
DOPEY2	1.2303
SDHD	-0.0885
SUMF1	1.195
OSM	1.74
OPN3	-0.436
DAGLB	-0.427666666666667
PPFIBP1	-0.2263
TRIM63	-2.92525
C10orf53	0.206
LYPD3	1.3435
BCL7A	-0.12375
AGER	-1.194
TCF19	-1.46925
SAT2	0.0475
PFTK1	0.702166666666667
GABRE	0.714875
C15orf38	1.2466
FIS1	0.6015
KCNV2	-0.00575
CLPS	0.47625
PPCDC	-0.82325
FOXN2	-0.927833333333333
NT5E	-3.2891
CD83	0.58325
IL18	0.73525
VPS16	0.32375
IGFBP2	-0.760833333333334
NOTCH2	-0.01425
SIGLEC1	2.61
CD93	5.362
SULF2	1.3985
CEP164	0.53325
P53AIP1	2.0525
TOR2A	0.0831666666666667
ZNF136	0.452
MGP	4.0299
CCDC144A	-0.556666666666667
TRPC1	-0.9115
SMS	-0.872666666666667
MAPK7	0.000666666666666665
RRAGC	0.30075
PARD6A	0.570833333333333
NUB1	0.922166666666667
SYNGR4	0.4255
OR11H12	-0.636
WIF1	4.8795
GCH1	0.156
OR11H4	-1.5425
SLC44A5	-1.367
GPRIN2	1.576
LOC401431	-0.0545
CPA4	-2.2332
MELK	-2.457
IL15RA	0.71575
CUL3	0.553375
HMBOX1	-0.31275
PODXL	-1.58
CCT6B	1.0245
COMTD1	0.1255
MUC20	0.346166666666667
GPX2	-1.606625
ITK	-0.86575
FBXL5	1.233
C13orf27	-1.4055
DEFA5	0.6535
TRHDE	-0.653
MTP18	-0.649333333333333
UQCRQ	0.8089
ITGB2	1.11375
CSRP2BP	0.2865
TAS2R44	-0.865
PHPT1	0.268375
FAM44C	0.013
ERH	0.299
MPHOSPH1	-1.40733333333333
MORC1	-1.062
PARVB	-0.6575
LAMA1	-1.9795
PGBD3	0.0905
GIMAP6	4.32
AREG	1.11
LIPT1	-0.434
MGC99813	-0.33425
C1orf201	0.2625
GRIN2A	-1.5411
MAN2C1	-0.41775
NSUN5	-0.792
SF3B5	0.30625
MYC	-0.8611875
NRXN1	-0.604833333333333
ZNF18	0.53825
SPDYA	-0.51775
SLC37A1	1.409
DECR2	0.58125
ANKRD38	1.12475
SPTLC3	-1.01966666666667
SUPT16H	-0.90075
DTWD2	-0.16675
ULBP1	-1.8
ZADH1	0.335166666666667
OIP5	-3.02125
IL10RB	-0.0933333333333333
OTUB2	-0.1205
VWA3A	-0.0525
SPIC	0.1905
OR6C4	-0.1185
PSCD4	1.31516666666667
DPY19L2P2	-2.3045
TRAPPC6A	0.750666666666667
C21orf2	0.113833333333333
CEMP1	0.7645
LIN7B	0.5965
E2F7	-2.1845
VCP	-0.206125
LAMA3	2.52758333333333
BGN	2.4215
GPR160	1.04216666666667
COCH	-4.25116666666667
GPR81	2.15933333333333
APOBEC3F	-0.56
tcag7.1017	-0.5585
C1orf32	0.206
SCGB1D2	5.513
FLJ43987	-0.6585
C6orf170	0.62475
KLK9	0.432
GPD1L	1.137375
VPS37B	0.5575
ATG3	-0.721166666666667
ADAMTS17	-0.0455
KLHDC2	0.368333333333333
NDUFV2	0.2185
BLK	-2.06075
MATN4	-1.137
GPM6A	2.67575
GBP4	2.5355
TMEM162	-0.459166666666667
PKP2	-0.8045
HRASLS	-0.154333333333333
MMP1	-3.661
SFXN3	0.5678
FSD1	-1.61483333333333
ST6GALNAC3	-2.204
CA12	3.0093
NCOA6	0.424
C19orf58	0.7488
PPP4R1	0.505166666666667
MAN1A2	0.281833333333333
IKBKAP	-1.73275
UPF1	0.155333333333333
KIAA1219	0.62325
WNT16	0.58175
SNW1	-0.38275
IL18RAP	2.535
RPP30	-0.25875
CDC40	-0.0732142857142857
SETD3	0.634833333333333
SLAMF6	-0.018
ELK4	-0.564
TRIM47	1.3105
ACOX3	1.462
TRIM6	0.473
KIAA0372	-0.326
TP53AP1	0.990125
SMURF2	-0.87775
ADAD1	0.08175
EBP	-1.0425
KRTAP13-2	-0.418
FLJ36874	0.0163333333333333
TOR1A	-0.228333333333333
P2RY4	1.0165
GPBP1	0.026
TRPV1	1.01075
ADAMTS12	0.2245
PES1	-0.5596
ATG4A	0.949
MAGEA10	-4.24125
WFS1	1.44025
CC2D1B	-0.535333333333333
PABPN1	0.150875
SLC25A30	0.37775
SLCO1C1	0.367833333333333
SLC22A5	1.93175
KIF23	-2.385
SYN2	-0.0735
ASPN	8.36866666666667
CENTG2	-0.0755
QSOX2	-1.8838
FLJ10815	-0.051
STK24	0.771875
SPEG	0.3522
STK10	0.240833333333333
DACT2	0.914
AAAS	0.2805
SSX3	-1.84485714285714
ABCD3	0.3032
C4orf12	-0.312625
PARVG	1.4025
FIG4	0.70725
C9orf46	2.21825
TMCO6	-0.1885
IGHMBP2	-0.38225
DUS2L	-0.814666666666667
FAM3C	-0.5033125
TMEM16D	-2.055
DCTN4	0.7235
KCNH3	0.475
EIF2AK2	-0.159
AP1S3	0.0375
CST4	3.6665
