Hybridization REF	TCGA-AN-A0AR-01A-11R-A00Z-07
KBTBD4	0.285642857142857
ROBO3	-0.1134
DEFB118	-0.0995
KIAA1543	1.11425
RTCD1	0.565
MZF1	-0.61575
C18orf26	0.03
CNIH4	0.106666666666667
ZFP2	2.19766666666667
HTATSF1	0.49075
WFDC2	0.025
NDUFA7	-1.512
TTC22	0.388
FAM40B	-2.491
DCPS	0.21075
SH2D1B	-0.706666666666667
MRGPRE	0.5775
SBK1	1.4105
UNQ6411	0.118
OSBPL9	-0.9395
NUP107	-1.3705
MYOZ3	-0.118
PDE4B	-0.440166666666667
FAM113A	0.101
IDH3G	-0.0993333333333333
FBXL7	-0.667
ARFGAP3	-1.4265
MAPRE2	0.0442307692307692
IL1RN	-1.0151
KIF13A	1.48575
RAC3	0.7245
TCTE1	-0.366
TMEM14B	0.390166666666667
ADIPOR1	0.155166666666667
GRINA	0.158
CLIP4	0.84875
LRIT2	-1.189
TFPI	-2.87942857142857
FABP6	-0.087
SLITRK2	0.6263
HKR1	0.3005
SMTN	0.2865
C1orf75	0.88825
CD209	0.242375
CYB5R2	1.25925
DNTTIP2	-0.261
CSGlcA-T	0.477375
GABRB3	-0.72825
PCBD1	0.5435
TAF3	1.22333333333333
HOXD3	-1.14783333333333
GIPC3	-0.137666666666667
P11	0.174
BFSP1	0.94225
LCP2	-0.71675
TAS2R8	0.4495
SEZ6L	-0.918875
NR2C1	-0.270125
EXDL2	1.4898
TNFRSF13B	-1.86816666666667
MKI67	0.0865
GLS	-0.9145
C7orf54	-0.0738
LGALS13	0.311166666666667
IL4R	-0.975
SEC11A	0.173
SPP2	0.4355
C18orf32	1.24075
CLSPN	-0.7535
SPAG1	-0.089125
C9orf82	1.2235
TM4SF1	1.09683333333333
EMILIN2	-0.1515
SMG7	-0.0145
TAS2R13	0.6
ZNF628	0.527
DZIP1L	-1.69766666666667
ANKRD13A	0.1261
VASP	0.927625
ZCCHC11	-1.22675
SYPL1	-0.582875
MGC34774	0.18775
C4orf28	-0.139125
KIAA1211	-0.081
RPS27L	-1.5105
TATDN3	-0.37475
PDCD1	-0.4285
OR5P2	0.997
IFIT1L	0.231
MIPOL1	0.61725
OR51D1	0.307
C1orf92	-0.760166666666667
LAMP2	0.478444444444444
CAT	0.576666666666667
C16orf80	-0.72275
C15orf32	0.4455
ZNF746	0.25325
C1orf76	-0.8175
ATXN1	0.5715
LAMC2	1.8035
SLC2A7	0.2315
CPOX	-1.685
APH1B	0.620833333333333
LOC442245	-0.947
CTNND1	0.618666666666667
GABRG2	0.417625
MADCAM1	0.089
F5	-3.153625
SEMA4F	0.00199999999999999
NUDCD3	0.230625
PDZD11	0.211
TRIML1	-0.5115
GCNT3	-2.46
TMEM120A	1.36
CNDP1	1.0915
N4BP1	1.065625
SLC35F2	0.09025
LCP1	0.826833333333333
IGBP1	-0.0171
DCAKD	-0.321
ELA2A	-0.635
C12orf56	3.017
PITRM1	0.573
GUK1	0.138166666666667
RASSF8	-1.41375
OR2A14	-0.35525
ADM	-3.28844444444444
FGD3	-0.773
GHRHR	0.374333333333333
RHPN2	0.93075
C4orf39	0.047
VPS72	0.3115
SERF2	-0.360611111111111
CD22	0.0745
CD47	-1.285
PPIC	-2.4085
IMPDH1	-0.229333333333333
ACP6	0.216666666666667
PRKACA	0.241625
PPP1R1A	2.684875
TRPV3	-0.32925
ASXL1	-0.238125
C17orf55	1.20466666666667
FXYD1	-1.11466666666667
LMOD2	0.171
ANKRD33	0.4735
LCE2C	0.07375
ZNF620	-0.067
DKFZP566E164	-0.3485
VSIG2	1.148
KIAA1128	0.819
USO1	-0.834833333333333
NUDT4	0.513428571428571
CLDN1	1.07871428571429
OR4Q3	0.824
FASTK	-0.00899999999999999
ICOS	0.228666666666667
LDB1	1.5625
GSTA5	2.38925
ABCC1	-0.398666666666667
FAM54A	-0.66525
PCBP2	-0.962
NUP205	-0.8635
ACTA1	-1.633
GABBR2	-1.01675
PIP5K1B	1.03116666666667
AGXT	-1.69433333333333
RNF181	-1.00525
ATP8A2	0.4605
AFTPH	1.1114375
FGF21	0.44825
FCER1G	1.1385
SNTB1	-0.35675
SLC24A3	0.850875
TXNL4B	-0.97
RPL10L	0.132833333333333
LOC389517	-0.3617
TSGA13	-0.072
SHOX2	-1.21166666666667
ITGA7	-0.9773
KCNIP2	0.139833333333333
KLF13	0.653
ZFAND2A	-0.35175
CEACAM1	2.12878571428571
PFKFB4	-2.3685
MED19	0.596
LRRC57	0.0878333333333333
RNF11	-0.95675
ANKRD32	-3.04725
P117	-0.40675
OBFC2A	0.918166666666667
POLD3	-0.209
RAB18	1.321625
TPH2	0.131333333333333
PHB	0.2671
JDP2	1.96783333333333
MORF4L1	-0.5649
POU2F1	-0.747
CNNM2	0.633666666666667
LOXHD1	-0.113166666666667
ZC3H15	0.82175
ELK3	-1.0515
FAM111B	1.06425
CBLC	2.61633333333333
SBNO1	1.131
ANKMY2	-0.66875
PLEKHA5	-0.25375
DHX58	-1.62216666666667
ARCN1	0.909
TREML1	0.3282
KNCN	-0.7805
SEC24A	-1.29925
PSCA	-0.58225
MGC24125	0.735333333333334
DNA2L	1.2635
CIB4	1.322
HIGD2A	-0.5275
TBX6	0.261166666666667
TTLL5	-0.4385
SGK3	-0.2775
GCN1L1	0.229
AMOT	0.5145
LDOC1	0.739166666666667
NRK	-0.341833333333333
ASB9	-0.089
NAT1	-1.533
TRAFD1	-0.05925
PEAR1	0.0656666666666667
FAM36A	-0.842125
OR1S2	0.183333333333333
LOC388323	-1.07325
PGS1	0.263666666666667
LEPREL1	-0.0305
TFF1	-4.37725
HAP1	0.3125
EPHB2	1.07825
ACTG1	0.845333333333333
ZFP42	-0.736333333333333
HAVCR2	-0.1499
NME1	-1.134
SNX26	-0.140916666666667
LACTB	-0.393166666666667
ZKSCAN2	-0.31725
C5orf35	1.09225
ANKS3	0.10825
RBM28	0.144
DKFZP586P0123	-0.679
HNRNPA1	-0.614833333333333
BCAS3	-1.0505
FLJ20184	0.5935
POLA2	-0.723
TMC7	-1.273
HSD17B6	-0.3805
ZNF658B	0.468
TTTY10	-0.0716666666666667
RANBP9	-0.548416666666667
CPNE7	-2.21383333333333
EVL	-0.817
LNX1	1.307
IFNA21	-0.285
CFD	-1.17825
PYCARD	-0.992333333333333
MYBPC2	-1.4755
ENPP3	-2.1195
ACSL4	-1.82425
LOC440258	1.55116666666667
TMEM176B	2.55083333333333
SOX2	-4.840875
SCO1	0.563666666666667
COMT	0.037
AOC2	0.0365
PDLIM5	-0.226142857142857
SPHK2	1.885
NXPH2	0.5
GPR108	-0.343333333333333
RAD51L1	0.740666666666667
TMEM54	0.65025
LETMD1	-1.23922222222222
SLC6A17	-0.56025
KRT75	0.0915
STT3B	-0.141333333333333
CD3EAP	1.06183333333333
TMEM63A	1.155
DUSP13	-2.62
CD1C	-1.564
LASS2	-0.233166666666667
AVP	0.78
PITPNM1	-1.343875
FLJ22795	0.9595
MCTP1	-2.42875
TRIM68	-0.6215
UCK2	0.208333333333333
ABHD1	0.80975
FAM50A	0.00225
RNASEH1	0.285833333333333
PCP2	-0.495
OR52H1	0.109
C20orf149	-0.8995
RBP5	-0.3805
HYAL3	-0.55975
CLPB	0.3785
SMNDC1	0.163
DONSON	-1.971
FLJ27523	-0.202
BARHL2	0.251333333333333
SLC30A9	0.526333333333333
TMPRSS11B	-0.03925
E2F8	0.043
CCDC25	-0.41575
C14orf48	0.26
C20orf116	0.612875
TSPAN11	0.3975
YIF1B	-0.245
FAM12B	-0.00325
OR1L6	0.757
HPN	-1.2626
NBN	0.239875
C14orf94	0.519166666666667
OCLM	0.4915
ZSCAN18	0.0733
L3MBTL	-2.5855
TSTA3	1.02533333333333
RAC1	-0.371625
C19orf15	0.8725
NFE2	-4.69525
KLK14	0.249
ARSF	1.243
MAST2	-1.0505
AMICA1	0.932
GTF2A1	0.75875
ATP1A3	1.1335
TC2N	4.5975
PNKP	0.62475
ODZ2	-3.64375
MATR3	-0.071625
S100P	-4.4845
KRT82	0.172
CA13	0.2224
PROZ	-1.55066666666667
AASDH	0.055875
C19orf40	-0.792333333333333
DCK	-0.231384615384615
FAM5C	-0.098
SLC6A4	-1.9095
MID1IP1	-0.603625
TESSP5	0.356
TMOD4	0.077
DOCK2	-1.4035
TUG1	1.29675
NUP214	-0.20675
DPYSL2	-0.752636363636364
GOLM1	0.5195
MPFL	0.5165
SOX13	0.73625
SDCCAG8	-0.4591
KEL	-1.8015
NUP210L	-2.00625
GK	-1.1295
DNAJB1	0.236
ALPK3	0.0445
CHID1	-0.2585
CYLC2	0.403
IKZF5	1.04575
C8orf51	1.02616666666667
PPM1J	1.35025
GIMAP8	1.18216666666667
GPR101	-0.884
NR2F1	-1.704
ACAD8	0.54375
RBM35A	1.207
GNAI2	-0.3655
METTL8	1.24616666666667
SLC39A7	-1.0725
FBXO8	-0.25525
CAMK1	0.0195
RFC3	-0.50625
FAM129A	1.46714285714286
ILF2	0.301
FGFBP3	0.6235
NOM1	0.1304
PSMA3	-1.47775
ASCC3	0.7579
ZYG11A	-2.5055
SOX21	-1.143
LYRM1	-0.5105
DEFB1	0.515
LOC91431	-2.58983333333333
OR7C2	1.698
FAM46B	0.345375
TMEM18	-0.563625
ARHGAP30	0.523
TMEM86A	1.3545
EPHA2	-1.45766666666667
C10orf46	0.7492
TCHH	-1.43316666666667
C3orf30	0.281166666666667
LOC285636	0.270333333333333
PAIP2	-1.47375
CYP2U1	-0.130125
C12orf34	0.39625
SARS2	-0.0538333333333333
ZCWPW1	-0.357
SAMD12	1.020375
KIAA1430	-0.584125
ACAT1	0.409
MEOX1	0.195333333333333
ADAMDEC1	2.202
PHKA2	0.0955
CARD11	-1.286
CALML4	-1.1375
TSSC1	-0.30575
TMEM45A	-1.62966666666667
MPP7	2.90525
POU1F1	-0.00950000000000001
SLC2A13	-1.6703
FBN2	-1.43578571428571
ZC3H7A	-0.362
LAIR2	-1.2305
ST3GAL1	-0.308833333333333
LCT	-0.94825
GEMIN8	0.264
KLF16	0.3577
HIF3A	0.912
FAM44A	-0.0531428571428571
AQP10	-1.0327
PLA2G2A	-0.023
FOLH1	3.25233333333333
C20orf186	0.243
MAPKAP1	-0.296625
SPRR2D	-0.84775
UBQLN4	0.498833333333333
RSHL1	0.480666666666667
PIAS3	0.210125
MRPL24	0.079
GREB1	-2.741375
FAM27E3	0.536
NUP62CL	-1.051
NEUROG3	0.821
REEP3	1.96725
MARK1	0.7325
LMBRD1	0.344
PRPF19	-0.5185
PNMT	-0.666833333333333
CTGLF1	-0.187
SLC25A16	1.65375
EIF2B3	-1.4625
RPA2	-1.103
PAK6	0.310166666666667
CCDC26	-3.785
SEMA3E	2.1585
MXD4	-0.359
TNFSF10	3.4385
SMARCB1	0.0558333333333333
DTX3L	-0.41
PLA2G4E	0.2665
PPAP2A	-0.27225
ULK1	-0.37275
TAS1R3	0.187
SLC2A3	-3.245
ARID3A	-2.742
GNG5	-1.11275
ACOX1	1.391
KIF5B	1.71375
NUP153	0.11575
MUC7	0.8195
CSDE1	0.324214285714286
CLPTM1	-0.2985
C3orf23	-0.511125
LRRC17	-1.92766666666667
TTYH3	-0.10775
ATP5B	-1.569
ELF3	1.3054
CPSF3L	0.1705
ZNF665	0.591
TLR6	0.1976
GPI	-0.90775
RAD9A	-0.162
NDST4	-3.0665
AGPAT3	-0.420333333333333
MAGI3	1.86633333333333
ADORA2A	-0.249375
CACNG7	-1.3065
CAMK2D	0.534642857142857
CCHCR1	0.127
RPS27A	0.35625
OR10G7	0.351833333333333
GCM2	-0.112
FAM135B	0.8024
E2F1	0.33825
PLCB3	1.2125
OR2AE1	0.642
COIL	-0.961666666666667
CDC25C	-1.18833333333333
RAB11FIP2	0.685583333333333
TSC2	0.00499999999999999
CTGLF5	-0.6415
CCDC108	0.4887
OR13C4	-0.2195
C10orf81	2.533
PTPRB	0.40625
ACP2	0.5285
LAG3	-0.04675
MRPL54	-0.75125
LOC201175	0.4395
ITGB1BP3	-0.71475
SPTAN1	0.2205
SIPA1L2	0.8045
RCAN2	1.914
CDX2	-0.252
ECOP	-0.65825
ACTR1A	1.10435714285714
PPARG	-0.0095
BBS10	0.668833333333333
TMEM44	-1.568125
BPIL2	-0.329
CITED1	0.31625
IRF6	4.084
PRDM4	0.633
RRP9	-0.635333333333333
OR10H4	0.0865
IL31RA	0.063
GNB1L	-0.8155
MYBL2	-1.3825
ZNF407	1.0435
PPIG	-1.69366666666667
TTC18	1.01875
RPSA	0.8905
MAPT	0.553875
MRE11A	0.157214285714286
C8orf37	-0.0286666666666667
RASGEF1C	2.02616666666667
STBD1	-1.50175
CTAG2	3.55
MGAT5B	-2.14433333333333
ECM1	-1.207375
RLN1	1.1865
PARP14	-0.4829375
EPB41L1	-0.0979
HOXA3	0.7875
MAGEA9	1.123
RPS8	-0.387666666666667
RPS19BP1	0.3945
FOXJ2	0.055
C10orf76	0.642625
IL17RE	1.045
C10orf65	-2.09575
ZNF343	0.334
FBXO33	-0.082125
UHMK1	0.6235
LY6G6C	-0.515
FGF19	-1.91325
C14orf128	0.999
IFIT2	0.7005
TIGD1	0.17175
S100G	0.279
GUCY1B3	2.996
NR3C1	-2.5242
CORO1B	0.036
PARP11	-0.757666666666667
DNALI1	-1.17066666666667
OR4N4	1.76575
MAP2K6	0.876833333333333
FSTL4	-0.3765
ANKRD47	0.59175
TMEM171	-0.761
PNLIP	1.67275
YY1	-0.4005
CCDC138	-1.51
AASDHPPT	0.1371
CKS1B	0.1969
MCM3	-0.217333333333333
ANAPC7	-0.0506666666666667
FAM110A	1.4525
CDC37L1	2.215
THTPA	1.93825
NBPF20	-0.715
WDR24	-0.68475
NPTX2	-4.41125
CBLB	0.045
CETN1	0.119
RPUSD1	0.1075
FAF1	-0.788
CDK6	-0.3466
HMX2	0.622
CSK	-0.180333333333333
TEAD2	1.98475
SNAP25	-0.368
TUFT1	0.0925
TMTC3	1.30783333333333
LCK	-2.844
SGOL1	0.6795
AKTIP	2.301
FURIN	0.00974999999999999
SOX12	-0.075
DEFB103A	-0.4495
RAMP1	-1.4805
KIR3DX1	-0.05
GAS2L3	0.1275
PDE8A	-0.3243
EDN3	2.2025
GMIP	0.3155
SF3A2	0.2815
FN3KRP	0.4295
SMAD7	0.1155
RHBDD2	0.51375
OR11H6	-0.213
PPP1R3B	0.7972
C9orf23	0.79075
CADPS	-2.10475
GOLGA8A	-3.3445
TMEM57	0.4115
RGL3	0.395
S100A14	2.28825
FGFR2	4.2664375
XRCC3	-0.6055
RTN4RL2	0.436
MGC3771	0.6185
GH2	0.232166666666667
BTBD2	0.132
LMO2	-1.00825
RDBP	0.997875
ACRBP	-0.84775
AMY2A	3.82675
DUOXA1	0.3525
PTK7	1.41133333333333
TWF2	-0.290166666666667
FAM80A	-3
TNNI2	-2.898
GLT25D1	-0.210666666666667
OCC-1	-3.70375
CYC1	-1.13566666666667
RPL22	1.16209090909091
MORN3	1.91883333333333
DISP1	1.101
PRB2	0.133
CHUK	1.117
HR	0.826625
CCDC134	0.342875
DENND4B	-0.63225
C14orf130	-1.030375
RAB33A	-2.74775
DCST2	0.2405
TNMD	-2.4175
PEX7	0.19625
FAM62A	0.02475
SRD5A2L	0.74775
IL22	0.0295
RPS26	-1.356
HOXC5	0.472
SPATA6	-0.14675
FLJ38482	-0.999
ZNF234	1.965
C18orf22	2.455
SPATA22	1.024
THOC1	-0.71125
CYP7B1	4.44375
KCNC3	1.10975
C8orf42	0.3635
ALDH1B1	1.19
CCDC100	-0.9654
ARMC4	-3.54
FAM18B2	0.2965
SLC44A1	-0.2115
FBXO17	0.3475
C6orf107	-0.0325
C19orf29	-0.325
ZC3HAV1L	0.08875
PARP6	-0.2319
SULT2A1	-4.115375
C1orf159	0.23825
TMC1	0.0715
CHST14	0.339125
GAMT	-1.40766666666667
SMCP	0.181333333333333
TSPAN33	1.79775
MIDN	-0.71125
NOX4	0.205
RNASEN	0.5026
TBX1	1.7645
SALL2	0.075
C10orf35	2.388
CYP2E1	-0.64825
LRFN2	-0.622833333333333
ACO1	-0.415666666666667
IQCG	3.188
MEGF9	0.98175
TM7SF4	0.72225
PLEKHA1	1.67826666666667
STK33	-0.0075
C1orf210	2.27725
SNUPN	-0.4288
KIAA0406	-1.0028
C20orf29	-0.3565
TMEM55B	0.1355
OSTM1	-1.6320625
CLCN7	-0.73975
OTP	0.38375
FLJ23049	-0.6745
HEATR4	0.3445
MAP3K10	0.2775
PCDHGA9	0.6315
AMDHD2	1.13725
LCTL	-0.8355
PDCD2L	-0.29175
CABLES2	-0.556
SLC5A9	-0.1985
CLCA2	-1.85116666666667
MGC16025	0.1575
STRAP	-0.0641666666666667
C20orf196	-0.153
RRBP1	0.619333333333333
NAT13	-0.47175
MAT2B	-0.41225
CSNK1D	-0.630333333333333
KIR3DL1	0.235
PRKAG3	0.0865
ZNF599	0.00950000000000001
PRM3	0.4285
PER2	-1.042
ASPHD1	0.4775
PRMT6	0.187
KCNE1L	1.15614285714286
FAM118A	-0.826833333333333
TAF4	-1.522
NDUFB6	-0.13675
TRIM9	-1.35866666666667
PMFBP1	-0.74025
KY	-0.1395
DKFZp762E1312	-1.44045454545455
CSMD1	-1.18
TBP	-0.126166666666667
OR1Q1	0.328333333333333
RETNLB	0.5105
HPGD	-0.893428571428571
DNAJC12	-1.677
FKBP1B	-0.96075
ANKRD24	0.146333333333333
CXXC5	-2.861
IL3	-0.32325
DRAM	0.1638
PTCH1	-0.6455
TP53BP1	-0.4895
SLC17A7	0.179125
COL25A1	-0.1324
AMACR	2.03166666666667
RHCG	2.248
VPS13A	-1.18791666666667
FAM55D	0.817
PRPF38B	-0.0268333333333333
OSBPL6	-1.5575
PFDN5	-0.6532
CMTM6	1.299375
KCNK12	-1.068
RP2	0.4115
C16orf52	-1.25925
PICK1	0.1575
IFNE1	-0.286666666666667
SEMA4B	0.385
TYRO3	-0.52675
OR12D2	0.8805
CSNK1A1	-0.83335
FANCF	1.06775
LONP2	1.323125
TBL1Y	-0.0885
LDOC1L	0.127
CCNC	0.85975
C3orf60	-1.18125
CHKA	0.668
UBAP1	0.00725
MAP3K1	0.9965
ANKRD9	-0.3665
FAM92A1	-0.658333333333333
GAB2	2.256125
AZU1	-0.6225
DIS3	-1.80258333333333
C21orf109	-1.18325
IQCB1	-0.929
SPATS2	-0.609833333333333
EFCAB3	0.16425
PRB3	0.47975
FUZ	0.5365
ZNF813	0.81675
BMPER	-1.10383333333333
HEG1	-1.210125
ALS2CR11	-0.96675
SURF2	0.561
PSMC1	0.628416666666667
OR2D2	0.863
SLC7A8	-0.675
C4orf40	5.458
SPATA7	1.56225
MAZ	0.0474166666666667
PIN4	0.25525
PDE1A	-2.26625
TAF6L	0.368166666666667
OR2T34	0.479
KIAA0284	1.58025
ACADS	-0.210818181818182
MKRN2	-0.1785
C18orf56	-1.93725
MS4A6E	0.06
GALNT4	0.0287
C22orf31	0.533
FLJ36070	0.5565
PSME4	1.254
TFG	-1.0205
EPHX2	0.06125
ANXA5	-1.011375
KRTAP1-1	0.3404
BATF	-1.19375
KARS	-1.11725
MSTP9	-2.084
GPR26	0.65125
CCDC72	-0.743
TEF	-0.248166666666667
FOXK1	-0.3741
PRLHR	0.667
EMX1	0.52725
C11orf30	0.06825
ICK	0.585
THSD7B	-0.172
C21orf100	-0.9685
DUOX1	0.471
EFCAB4B	-0.2905
UBE2G2	-1.00116666666667
C3orf54	-0.3865
PARP1	-0.0925
FAM60A	-0.5675
C6orf146	0.441
OR9K2	-0.073
DDX55	-0.791666666666667
RPS15	-0.225583333333333
ZNF618	1.428125
DKFZp686D0972	1.4475
SSPO	-1.3105
SHFM3P1	1.40483333333333
CPA6	-1.496
JAG2	0.1055
DEFA3	0.3425
PPBPL2	-0.137
CD34	2.9945
SLCO4A1	-2.3775
AFG3L1	-2.28783333333333
SHD	-0.97075
RP13-122B23.3	0.126
PRKCSH	0.3795
DPH5	0.888166666666667
HLA-F	0.291
TBC1D4	-0.08275
RIG	0.369166666666667
GLUD1	-0.308166666666667
HNRPCL1	0.27125
HBXIP	-0.6585
RNF207	0.499
APIP	0.14575
PLA2G3	-3.229
CCDC84	-0.71
MYLIP	-0.527076923076923
PHIP	0.3975
AARS2	-0.532333333333333
DHX32	0.76875
SCAPER	-0.580666666666667
MEN1	0.313375
NIP7	-1.0275
FLJ25404	0.42
FASTKD3	0.0245
TMEM158	-1.83775
RARA	0.27475
BDH1	1.3885
ANKRD16	1.734
CARM1	0.738
SS18	0.992833333333333
IKZF2	0.260166666666667
MYD88	1.349375
PML	0.68835
TAF1A	-1.356
CBFB	-0.742125
HIST1H3H	-0.305333333333333
C7orf29	-0.2975
COMMD4	-0.503333333333333
DPP3	0.29475
DAB2	-0.886375
LOC388882	-0.0195
YPEL4	-0.926875
AGBL3	0.65175
LRP6	1.9018
SERPINH1	0.147916666666667
TLE1	1.32875
CD244	-0.390166666666667
ZDHHC15	1.57025
MGLL	-2.3047
PLDN	-0.547166666666667
LOC654346	0.553
FAP	0.88875
GPR37	0.407333333333333
SCARA5	0.993333333333333
EBF4	1.67554545454545
LSM6	0.141
MLLT1	-0.2520625
SLC5A12	2.077
A2BP1	-1.22766666666667
COPS5	-0.424166666666667
TPM4	1.12564285714286
TNFSF4	-0.934833333333333
ACADSB	1.14966666666667
HERPUD1	-1.11125
BCL2L11	0.151277777777778
CEP78	-0.66175
CDCA3	0.522375
WBSCR19	0.3506
MYO1A	-2.037
PPEF1	0.491
LOC440348	-0.6515
CPEB2	-1.1485
BPTF	-0.253833333333333
RPL21	1.2920625
GSX2	0.6355
ADPRH	0.602666666666667
C17orf68	0.812166666666667
KCNS1	0.883666666666667
MLLT6	-0.2807
PIWIL4	1.686
RNF26	0.671
RAP1B	-0.511875
ADAMTS1	-2.9249
ZNF571	0.68125
P2RY6	-0.87175
TRIM21	-0.573666666666667
CADM3	0.18675
NLRC5	-0.3555
ADRA2B	-0.554166666666667
LOC90835	-0.214875
PCF11	-0.542
LOC400451	-0.04925
GLTSCR1	0.5666
C17orf88	0.335166666666667
CDH16	-1.41775
FGF7	0.66875
PCSK4	0.814833333333333
NPC1L1	-1
TAT	0.412375
TBCA	-1.4945
MGC33407	0.151
GPR115	-0.817
CYGB	-0.4725
FNBP4	-0.936833333333333
C12orf43	-0.24775
CBL	1.4325
CLECL1	0.67375
PPAPDC1A	-0.439
WDR25	-0.505166666666667
SGCA	-0.4155
C22orf29	0.4605
YIPF1	0.08525
GALK2	-1.0915
RAB3B	-3.02016666666667
LOC440087	-0.74475
UCP1	-0.898
REEP5	-0.80625
FADD	0.1075
FOXA1	-0.829125
CACNA1A	0.415333333333333
ABI1	1.63833333333333
GRIN2D	0.27225
SLC1A4	0.0728333333333333
LOC401127	-0.1225
HINT2	-0.139
PLD4	0.075
ZNF286A	1.89625
ENY2	-0.629
IL1F6	0.1675
PXDNL	1.0755
C20orf79	-0.258
TNFSF13B	1.34333333333333
DENND3	-0.52175
JARID1D	-2.6945
HIST1H2AK	0.29475
LOC93349	-1.3102
SSH1	-0.5483
ENSA	-0.213
LOC219854	0.965666666666667
CKAP2	-0.7002
DKFZP564J102	-1.14166666666667
MGC87315	0.236833333333333
HNRPAB	0.24875
AMH	-0.6245
ZNF526	0.9775
BRUNOL5	0.1547
CACNG3	-0.0105
TRPM1	-1.3015
PPP2R1A	0.641875
COL2A1	-0.66725
DDN	0.222
FLJ25770	0.0310833333333333
HK2	0.300928571428571
ELOVL6	-0.279875
MDK	1.3085
EPHX1	0.96475
RASSF2	1.204875
DKFZP434B0335	-0.12025
DLX3	0.36575
PRTN3	-0.07875
AVPR1A	0.37875
C21orf125	0.21425
TNFAIP8	-1.19033333333333
GNB2L1	0.1125
CALCRL	1.58275
SCGB2A2	-0.232333333333333
UBXD7	0.182
ZNF674	0.428
TMEM35	1.498
BRSK2	-0.689125
HECTD3	-0.357166666666667
TMEM188	0.278416666666667
LGALS9	0.643875
SCARB2	0.356666666666667
USP34	0.687166666666667
C17orf28	1.74516666666667
ZDHHC23	-1.90775
AQP12B	0.182
SLC16A3	-3.185125
APLP2	0.862375
ITIH2	-4.745
MICAL3	0.259875
TNNI3K	-0.644
HDAC2	1.28725
PRR7	0.105
THBS2	-1.420625
LOC751071	1.1245
CA2	-0.533833333333333
RANBP17	1.0405
RLN3	-0.03575
CRYZ	-0.870833333333333
GBAS	0.117
TAS1R1	0.34125
MPZL3	1.09
PCDH8	1.75275
HSP90B1	0.160166666666667
KCNK15	-0.4565
TNIP2	-0.533666666666667
GPR146	-0.27375
NOL6	0.86075
SPC25	-1.831
STEAP2	2.3655
VAMP3	-0.7585
TCIRG1	-0.981
ZP4	0.0578333333333333
PARL	0.469875
TRIM39	1.43633333333333
KIAA1305	2.76425
CRNN	0.497166666666667
GRN	-0.30075
HSH2D	-2.991
SCAMP1	0.0478125
KIAA1913	1.17525
PTS	0.68025
BANP	0.0242142857142857
PRKACG	0.24325
ADCY6	-0.451166666666667
C16orf46	-1.1795
CYP51A1	-0.180375
DDC	-1.04575
ANPEP	0.237833333333333
PROM1	0.935
SIGLEC10	0.992
COPG	-0.2395
FAM26E	0.445375
TRIP4	-0.6685
SNX3	0.408666666666667
C1orf175	0.709666666666667
PPY2	0.16575
C14orf152	-0.34775
FTSJ1	-0.345166666666667
DST	0.7518
LOC554235	0.4565
GLRX5	-0.3445
C20orf12	0.4699
CAB39	-1.11383333333333
MSH2	-0.963333333333333
PIP4K2C	0.318
CYLD	1.058875
WTAP	-0.353375
MGAT4A	0.929777777777778
TSC22D4	0.249
CHRM2	-1.464
PPYR1	0.2
CCNH	-1.66516666666667
RRM1	-1.084
ECAT8	1.682
LOC400120	0.1775
GABRA4	-0.43875
C14orf4	0.808666666666667
C1orf59	1.81025
CTDSPL	0.943666666666667
NHEDC2	-1.0565
PDE11A	-0.6651875
KLHL29	-2.11225
CD5	-0.967
TSPAN9	1.257625
WDR67	-1.04275
THUMPD1	-0.0567
C18orf17	0.86525
CLYBL	-1.18116666666667
FLJ13231	-0.614
CMBL	1.00825
LECT2	-0.58825
NKAPL	0.441666666666667
LOC654780	0.9625
OR4C6	0.357
RAB30	-0.0495
TSSK4	0.0625
TMEM163	0.075
OSBPL11	0.04425
GNB5	-0.505666666666667
CCL21	0.29425
C1orf121	-1.08416666666667
FMO2	3.2875
RPTN	0.253
MSTN	0.5305
VCL	0.156285714285714
FYTTD1	0.21025
C11orf1	1.18575
CCDC88C	1.0991875
HFE	0.276333333333333
MOGAT1	3.5895
FAM125B	1.04666666666667
IRGQ	0.596
RAVER2	-0.11075
AKAP5	-0.198
SSSCA1	0.0965
C11orf63	0.7005
ACTG2	3.749
PORCN	-1.895
DTL	-0.420272727272727
TMEM151	0.38825
FAM122C	-0.4405
RSAD2	1.3809
BAT4	0.0895
KRTDAP	-0.868666666666667
MYH8	0.5
CRTC3	0.59325
LRRFIP2	0.1915
INTS4	0.745833333333333
TTN	-0.074
SLC26A5	0.504
PLLP	0.4565
RGS6	0.94275
SRGAP3	0.049625
ZNF525	0.516833333333333
NBR2	-0.379833333333333
C13orf1	-0.8041
ZNF137	0.3015
CEP27	-0.87025
BEST2	0.5365
RNF121	-0.01775
DMRTC2	-0.60775
C8orf76	-0.25075
BCCIP	0.700125
MEST	2.76975
HTRA2	-0.464
ANGPTL2	-0.9315
ILKAP	-0.641166666666667
ERAS	0.2985
HBS1L	-0.346125
CPA5	0.5275
TMEM30A	1.6675
CD300LF	1.00866666666667
WISP3	4.0325
CRK	1.27121428571429
PDS5A	-0.5041
BRPF3	-0.0608333333333333
NEDD9	-1.294875
SMPDL3B	1.88825
PSG6	-0.106
PSMD13	-0.173
ETV5	-2.8054375
OR51A4	-0.1105
