Hybridization REF	TCGA-A8-A07B-01A-11R-A00Z-07
MAPK13	1.9337
ERO1LB	-1.46475
NTF3	-0.295666666666667
NKX6-2	0.027
GTF2B	-0.38175
GSPT1	-0.754666666666667
GUSB	-0.113666666666667
LOC221091	-1.1595
LIG1	-0.1415
EXTL3	-0.153333333333333
NID2	-0.932
TTC29	-0.902333333333333
TMEM97	-0.146625
EXTL2	-0.524833333333333
SUZ12	-0.86
IL1F8	-0.1365
KRT18	-0.335090909090909
MRPS16	-0.427833333333333
PI4K2B	-0.84925
LACRT	3.2625
OR51F2	0.0955
JMJD2C	-0.01625
KGFLP1	2.052
CDK5RAP3	0.0535
YTHDF2	0.560166666666667
GGCX	-0.198625
ARPC4	0.4645
EGLN2	0.9605
KBTBD4	0.383785714285714
ROBO3	-1.1219
DEFB118	0.3665
KIAA1543	1.14025
RTCD1	-0.673666666666667
MZF1	-0.55925
C18orf26	0.902
CNIH4	-0.0931666666666667
ZFP2	1.4815
HTATSF1	0.2905
WFDC2	3.6185
NDUFA7	0.392
TTC22	0.0683333333333333
FAM40B	-3.37825
DCPS	-1.65375
SH2D1B	-1.3355
MRGPRE	0.514
SBK1	0.69675
UNQ6411	0.0915
OSBPL9	-1.702
NUP107	-0.891
MYOZ3	0.3548
PDE4B	2.41975
FAM113A	-0.527
IDH3G	-0.2235
FBXL7	0.21175
ARFGAP3	-0.6835
MAPRE2	0.729230769230769
IL1RN	1.1504
KIF13A	-2.33
RAC3	1.54
TCTE1	0.375
TMEM14B	-0.553833333333333
ADIPOR1	-0.00733333333333333
GRINA	2.1795
CLIP4	0.23275
LRIT2	0.322
TFPI	-1.25728571428571
FABP6	2.322
SLITRK2	-0.0467
HKR1	0.86775
SMTN	0.61975
C1orf75	0.04875
CD209	0.29225
CYB5R2	2.9805
DNTTIP2	-0.439833333333333
CSGlcA-T	0.584625
GABRB3	-3.1075
PCBD1	1.63316666666667
TAF3	0.571666666666667
HOXD3	2.39066666666667
GIPC3	0.467666666666667
P11	0.2944
BFSP1	0.0275
LCP2	0.158
TAS2R8	-0.905
SEZ6L	-1.105875
NR2C1	-0.611
EXDL2	1.0615
TNFRSF13B	-2.29533333333333
MKI67	-0.649
GLS	-0.489416666666667
C7orf54	0.3575
LGALS13	-0.128333333333333
IL4R	-0.445
SEC11A	-0.342666666666667
SPP2	0.0856666666666667
C18orf32	1.0345
CLSPN	-1.6465
SPAG1	0.96225
C9orf82	0.15975
TM4SF1	0.21375
EMILIN2	0.489
SMG7	0.233166666666667
TAS2R13	0.1835
ZNF628	0.6855
DZIP1L	-1.2645
ANKRD13A	-0.7548
VASP	1.030625
ZCCHC11	-2.708625
SYPL1	0.249875
MGC34774	0.258
C4orf28	-0.605625
KIAA1211	-0.654583333333333
RPS27L	-1.041
TATDN3	-1.1515
PDCD1	-0.54225
OR5P2	0.801
IFIT1L	0.8835
MIPOL1	0.36675
OR51D1	0.0973333333333334
C1orf92	-0.812
LAMP2	0.454666666666667
CAT	0.2165
C16orf80	-1.244
C15orf32	0.6355
ZNF746	0.16175
C1orf76	-0.6355
ATXN1	0.6945
LAMC2	-2.09875
SLC2A7	0.044
CPOX	-2.41125
APH1B	-0.00883333333333334
LOC442245	-0.54425
CTNND1	1.04827777777778
GABRG2	-0.653375
MADCAM1	-0.209333333333333
F5	-3.082625
SEMA4F	-0.591166666666667
NUDCD3	0.693875
PDZD11	0.289
TRIML1	-0.112
GCNT3	-2.768
TMEM120A	0.6225
CNDP1	0.6125
N4BP1	-0.0725
SLC35F2	-1.7375
LCP1	-1.51016666666667
IGBP1	-0.57
DCAKD	0.608375
ELA2A	-0.715
C12orf56	-2.07928571428571
PITRM1	2.17071428571429
GUK1	1.066
RASSF8	0.0218125
OR2A14	0.74075
ADM	-2.736
FGD3	0.725166666666667
GHRHR	0.381333333333333
RHPN2	1.2925
C4orf39	-0.429833333333333
VPS72	-0.377
SERF2	0.823944444444444
CD22	-0.136166666666667
CD47	0.337
PPIC	0.841
IMPDH1	-0.136
ACP6	-0.183166666666667
PRKACA	0.07025
PPP1R1A	4.14125
TRPV3	-0.396333333333333
ASXL1	-0.547625
C17orf55	-0.254166666666667
FXYD1	-0.796666666666667
LMOD2	-0.4835
ANKRD33	1.085
LCE2C	0.165375
ZNF620	0.5305
DKFZP566E164	-1.3305
VSIG2	-0.92725
KIAA1128	1.4005
USO1	-0.780166666666667
NUDT4	0.664785714285714
CLDN1	-0.581214285714286
OR4Q3	0.569
FASTK	-0.629333333333333
ICOS	1.58266666666667
LDB1	0.38
GSTA5	-1.36325
ABCC1	-1.88683333333333
FAM54A	-1.52625
PCBP2	-0.651166666666667
NUP205	-0.959
ACTA1	-1.50583333333333
GABBR2	-1.54925
PIP5K1B	-1.96983333333333
AGXT	-1.29016666666667
RNF181	-0.255
ATP8A2	2.973
AFTPH	0.462375
FGF21	0.12975
FCER1G	1.2475
SNTB1	0.14775
SLC24A3	2.0285
TXNL4B	-0.5644
RPL10L	-0.144
LOC389517	-0.3344
TSGA13	-0.4505
SHOX2	-0.5185
ITGA7	-1.1772
KCNIP2	-0.3835
KLF13	1.6856
ZFAND2A	-1.288
CEACAM1	0.917571428571428
PFKFB4	-1.55316666666667
MED19	0.756
LRRC57	0.116
RNF11	0.67375
ANKRD32	-2.93075
P117	0.5005
OBFC2A	0.064
POLD3	1.55833333333333
RAB18	2.1805
TPH2	0.233833333333333
PHB	1.5161
JDP2	2.14783333333333
MORF4L1	-0.1642
POU2F1	-0.548
CNNM2	-1.53163636363636
LOXHD1	0.0676
ZC3H15	-0.326
ELK3	0.0798333333333333
FAM111B	3.62025
CBLC	3.65633333333333
SBNO1	0.624
ANKMY2	-0.671
PLEKHA5	0.5155
DHX58	-0.123
ARCN1	-0.293333333333333
TREML1	0.4209
KNCN	0.5065
SEC24A	-0.63675
PSCA	-0.49175
MGC24125	0.221833333333333
DNA2L	-1.3235
CIB4	0.296875
HIGD2A	0.6235
TBX6	0.136833333333333
TTLL5	-0.136166666666667
SGK3	0.952333333333333
GCN1L1	-0.235
AMOT	-0.6263
LDOC1	-0.126333333333333
NRK	0.328166666666667
ASB9	-1.16075
NAT1	0.904
TRAFD1	-0.1395
PEAR1	0.170333333333333
FAM36A	1.050625
OR1S2	0.175833333333333
LOC388323	-0.95725
PGS1	-0.835833333333333
LEPREL1	-2.885
TFF1	-3.91275
HAP1	0.2405
EPHB2	-0.146
ACTG1	1.49183333333333
ZFP42	-1.667
HAVCR2	0.8022
NME1	0.1305
SNX26	-0.15125
LACTB	-0.708666666666667
ZKSCAN2	-1.087875
C5orf35	0.9965
ANKS3	-0.905
RBM28	-1.1155
DKFZP586P0123	1.2455
HNRNPA1	-0.0635
BCAS3	-0.691666666666667
FLJ20184	0.957
POLA2	-1.85816666666667
TMC7	-0.2955
HSD17B6	2.0655
ZNF658B	-1.4835
TTTY10	-0.1586
RANBP9	-0.30775
CPNE7	-2.17816666666667
EVL	0.0616470588235294
LNX1	0.59625
IFNA21	-0.0956666666666667
CFD	0.56875
PYCARD	0.16
MYBPC2	-1.703
ENPP3	-1.75783333333333
ACSL4	-1.9015
LOC440258	0.653666666666667
TMEM176B	3.6765
SOX2	-4.4765
SCO1	0.310166666666667
COMT	0.26
AOC2	0.23125
PDLIM5	1.40621428571429
SPHK2	0.649666666666667
NXPH2	-0.1065
GPR108	0.434333333333333
RAD51L1	-0.615
TMEM54	1.38075
LETMD1	-1.49566666666667
SLC6A17	0.4005
KRT75	0.916
STT3B	0.0983333333333333
CD3EAP	0.894666666666667
TMEM63A	1.1385
DUSP13	-1.58775
CD1C	-1.78566666666667
LASS2	0.216666666666667
AVP	0.8835
PITPNM1	-1.68875
FLJ22795	-0.0745
MCTP1	-1.98675
TRIM68	0.636333333333333
UCK2	-0.521166666666667
ABHD1	0.39325
FAM50A	-0.0975
RNASEH1	-0.965666666666667
PCP2	-0.179166666666667
OR52H1	1.588
C20orf149	-0.04275
RBP5	1.76033333333333
HYAL3	-0.44675
CLPB	-0.98025
SMNDC1	0.0955
DONSON	-2.02833333333333
FLJ27523	0.3235
BARHL2	0.239333333333333
SLC30A9	0.2925
TMPRSS11B	0.00250000000000001
E2F8	-0.8835
CCDC25	-0.4905
C14orf48	0.106666666666667
C20orf116	0.571125
TSPAN11	0.4385
YIF1B	-0.172833333333333
FAM12B	0.55175
OR1L6	0.502
HPN	1.6689
NBN	1.59475
C14orf94	-0.645
OCLM	-0.9235
ZSCAN18	0.0504
L3MBTL	-2.4733
TSTA3	2.34716666666667
RAC1	-0.364
C19orf15	0.673
NFE2	-5.02825
KLK14	0.642
ARSF	0.0375
MAST2	0.132
AMICA1	0.933833333333333
GTF2A1	0.2435
ATP1A3	0.68475
TC2N	3.4843
PNKP	0.742
ODZ2	0.56675
MATR3	0.444375
S100P	-1.3065
KRT82	-0.486
CA13	1.2447
PROZ	-1.20016666666667
AASDH	0.114428571428571
C19orf40	-0.171666666666667
DCK	-0.52
FAM5C	-1.15425
SLC6A4	-3.1505
MID1IP1	-0.011875
TESSP5	0.0735
TMOD4	-0.730333333333333
DOCK2	-1.17833333333333
TUG1	0.752375
NUP214	-1.489
DPYSL2	-1.07977272727273
GOLM1	3.50708333333333
MPFL	0.32225
SOX13	1.04275
SDCCAG8	0.2729
KEL	-0.756333333333333
NUP210L	-2.1785
GK	-1.314375
DNAJB1	1.66525
ALPK3	0.2585
CHID1	0.7695
CYLC2	0.0515
IKZF5	0.56775
C8orf51	1.59566666666667
PPM1J	1.0155
GIMAP8	2.33416666666667
GPR101	-0.151
NR2F1	0.311
ACAD8	-0.23925
RBM35A	2.35775
GNAI2	0.149833333333333
METTL8	-0.253666666666667
SLC39A7	-0.61725
FBXO8	-0.1415
CAMK1	-0.6025
RFC3	-1.840375
FAM129A	0.823857142857143
ILF2	-0.6655
FGFBP3	-0.657
NOM1	-0.79
PSMA3	-0.4395
ASCC3	-0.0379
ZYG11A	-1.66125
SOX21	-1.613
LYRM1	-0.9515
DEFB1	0.2455
LOC91431	-2.92216666666667
OR7C2	0.9565
FAM46B	0.649375
TMEM18	-0.3475
ARHGAP30	0.698666666666667
TMEM86A	2.54525
EPHA2	-1.69433333333333
C10orf46	0.84695
TCHH	-0.597166666666667
C3orf30	0.157833333333333
LOC285636	-0.561166666666667
PAIP2	1.421
CYP2U1	-0.105
C12orf34	0.53925
SARS2	-0.256666666666667
ZCWPW1	-0.24275
SAMD12	2.525125
KIAA1430	-0.749375
ACAT1	-1.6665
MEOX1	-0.8055
ADAMDEC1	2.1975
PHKA2	-0.25675
CARD11	-1.13333333333333
CALML4	0.407
TSSC1	-0.30875
TMEM45A	1.94722222222222
MPP7	2.181625
POU1F1	0.58975
SLC2A13	-0.1844
FBN2	1.02214285714286
ZC3H7A	-0.5007
LAIR2	-2.211
ST3GAL1	2.905
LCT	-3.61725
GEMIN8	0.1165
KLF16	0.4766
HIF3A	-0.2804
FAM44A	0.2945
AQP10	-0.9779
PLA2G2A	0.582
FOLH1	1.7065
C20orf186	0.464
MAPKAP1	-0.050875
SPRR2D	-1.81275
UBQLN4	-0.0133333333333333
RSHL1	0.47
PIAS3	0.270875
MRPL24	0.13175
GREB1	-2.96225
FAM27E3	-1.87
NUP62CL	-2.5425
NEUROG3	0.9235
REEP3	0.97525
MARK1	-0.61425
LMBRD1	-0.19475
PRPF19	-0.319
PNMT	2.54666666666667
CTGLF1	-0.059
SLC25A16	1.40125
EIF2B3	-0.3225
RPA2	-0.93975
PAK6	1.56833333333333
CCDC26	-4.278125
SEMA3E	4.078625
MXD4	1.5798
TNFSF10	2.081
SMARCB1	1.07866666666667
DTX3L	0.842166666666667
PLA2G4E	0.6485
PPAP2A	0.57625
ULK1	0.0366666666666667
TAS1R3	0.6505
SLC2A3	-3.10427272727273
ARID3A	-1.88875
GNG5	-0.32825
ACOX1	0.5125
KIF5B	0.40525
NUP153	-1.1925
MUC7	0.363
CSDE1	-0.723428571428571
CLPTM1	0.59925
C3orf23	0.000249999999999986
LRRC17	0.729833333333333
TTYH3	-0.389
ATP5B	-0.657
ELF3	0.3998
CPSF3L	0.223833333333333
ZNF665	0.848166666666667
TLR6	1.0101
GPI	0.246
RAD9A	-0.684625
NDST4	-3.701
AGPAT3	0.55775
MAGI3	2.13433333333333
ADORA2A	1.486375
CACNG7	0.226
CAMK2D	1.93407142857143
CCHCR1	-1.11675
RPS27A	-1.45725
OR10G7	0.322833333333333
GCM2	0.7075
FAM135B	1.1967
E2F1	-1.30525
PLCB3	-0.6405
OR2AE1	0.629
COIL	0.460166666666667
CDC25C	-1.23316666666667
RAB11FIP2	-0.039
TSC2	-0.3755
CTGLF5	-0.8395
CCDC108	0.3925
OR13C4	0.4585
C10orf81	5.72175
PTPRB	1.18025
ACP2	0.25575
LAG3	0.94225
MRPL54	0.607
LOC201175	1.017
ITGB1BP3	-1.579
SPTAN1	0.257833333333333
SIPA1L2	0.2725
RCAN2	-0.8985
CDX2	-0.339
ECOP	0.82325
ACTR1A	0.614928571428571
PPARG	-1.55066666666667
BBS10	0.401666666666667
TMEM44	-1.359375
BPIL2	0.5845
CITED1	-0.42325
IRF6	4.33825
PRDM4	0.867
RRP9	-0.4565
OR10H4	0.12375
IL31RA	-0.29425
GNB1L	-0.0493333333333333
MYBL2	-1.73225
ZNF407	0.776166666666667
PPIG	0.0291666666666667
TTC18	-0.11175
RPSA	-0.1
MAPT	1.794375
MRE11A	-0.7115
C8orf37	0.843666666666667
RASGEF1C	-1.21916666666667
STBD1	0.36225
CTAG2	-0.0808333333333334
MGAT5B	-2.2165
ECM1	0.06575
RLN1	0.916
PARP14	0.4399375
EPB41L1	-0.1168
HOXA3	-0.897416666666667
MAGEA9	-4.771
RPS8	-0.557166666666667
RPS19BP1	0.16875
FOXJ2	0.40475
C10orf76	0.06175
IL17RE	0.35475
C10orf65	-2.23775
ZNF343	0.3505
FBXO33	0.1005
UHMK1	1.2288
LY6G6C	1.2345
FGF19	-2.0195
C14orf128	-1.01483333333333
IFIT2	2.7805
TIGD1	0.2535
S100G	0.3525
GUCY1B3	2.2785
NR3C1	-0.635
CORO1B	-0.263
PARP11	0.317416666666667
DNALI1	3.9265
OR4N4	0.258125
MAP2K6	-0.372833333333333
FSTL4	1.49
ANKRD47	1.0105
TMEM171	-1.6575
PNLIP	0.17325
YY1	0.2315
CCDC138	-1.47216666666667
AASDHPPT	-1.5647
CKS1B	-0.8444
MCM3	-0.777166666666667
ANAPC7	0.00533333333333333
FAM110A	2.094
CDC37L1	0.972
THTPA	-0.2115
NBPF20	-0.6095
WDR24	-0.5525
NPTX2	0.6105
CBLB	0.874333333333333
CETN1	0.206833333333333
RPUSD1	0.08725
FAF1	-0.9795
CDK6	-3.2815
HMX2	0.55
CSK	-0.666166666666667
TEAD2	2.06525
SNAP25	-0.99225
TUFT1	0.3459
TMTC3	1.0725
LCK	-2.67025
SGOL1	-1.12483333333333
AKTIP	0.87275
FURIN	0.123375
SOX12	0.461833333333333
DEFB103A	-0.17875
RAMP1	-0.172
KIR3DX1	0.4055
GAS2L3	0.17325
PDE8A	-1.9989
EDN3	-0.67375
GMIP	0.55875
SF3A2	0.51675
FN3KRP	0.912
SMAD7	0.9635
RHBDD2	1.36675
OR11H6	0.3775
PPP1R3B	0.4584
C9orf23	-0.396
CADPS	-1.44875
GOLGA8A	-4.0925
TMEM57	1.20883333333333
RGL3	-0.3095
S100A14	2.54275
FGFR2	3.1845
XRCC3	-0.77375
RTN4RL2	0.59825
MGC3771	-0.302
GH2	0.1045
BTBD2	0.26
LMO2	0.12975
RDBP	-0.617875
ACRBP	-1.479
AMY2A	0.84025
DUOXA1	0.584
PTK7	1.24916666666667
TWF2	0.475666666666667
FAM80A	-0.6395
TNNI2	-3.12633333333333
GLT25D1	-0.360666666666667
OCC-1	-1.47775
CYC1	1.042
RPL22	0.610772727272727
MORN3	0.917166666666667
DISP1	0.98425
PRB2	0.522
CHUK	0.11025
HR	0.709125
CCDC134	-0.4835
DENND4B	-1.27025
C14orf130	-0.119125
RAB33A	-1.61525
DCST2	0.2435
TNMD	-2.079
PEX7	0.7755
FAM62A	1.046
SRD5A2L	0.665
IL22	0.141
RPS26	-1.01416666666667
HOXC5	0.627
SPATA6	-0.09175
FLJ38482	-0.374875
ZNF234	1.8945
C18orf22	0.94825
SPATA22	0.2205
THOC1	-0.4685
CYP7B1	1.72375
KCNC3	0.5055
C8orf42	0.8485
ALDH1B1	-0.135
CCDC100	-0.4108
ARMC4	-2.894
FAM18B2	-0.20175
SLC44A1	0.5055
FBXO17	-1.82316666666667
C6orf107	-0.17725
C19orf29	0.18075
ZC3HAV1L	0.00499999999999999
PARP6	-0.2634
SULT2A1	-4.30775
C1orf159	0.0475
TMC1	-0.479666666666667
CHST14	-0.55525
GAMT	-1.054
SMCP	0.189833333333333
TSPAN33	0.397083333333333
MIDN	-0.152375
NOX4	3.00525
RNASEN	-0.5624
TBX1	2.03383333333333
SALL2	-0.852
C10orf35	1.52175
CYP2E1	-0.625875
LRFN2	3.50233333333333
ACO1	-1.83833333333333
IQCG	-0.0516
MEGF9	3.3925
TM7SF4	0.5455
PLEKHA1	0.433866666666667
STK33	-3.11575
C1orf210	1.607
SNUPN	-0.4048
KIAA0406	-1.151
C20orf29	-0.11025
TMEM55B	-0.0025
OSTM1	-1.1754375
CLCN7	-0.8255
OTP	-0.09025
FLJ23049	-1.43975
HEATR4	-0.535
MAP3K10	0.510666666666667
PCDHGA9	-0.349
AMDHD2	-0.469
LCTL	-1.8725
PDCD2L	0.43
CABLES2	-1.02025
SLC5A9	-0.26725
CLCA2	1.20483333333333
MGC16025	-0.894
STRAP	-0.482833333333333
C20orf196	-0.162
RRBP1	1.0315
NAT13	-0.2915
MAT2B	-0.14175
CSNK1D	-0.888
KIR3DL1	0.507
PRKAG3	1.5235
ZNF599	1.19
PRM3	0.3305
PER2	1.29666666666667
ASPHD1	-3.062
PRMT6	-1.4045
KCNE1L	-0.915928571428571
FAM118A	0.6585
TAF4	-1.039
NDUFB6	-0.1525
TRIM9	-1.553
PMFBP1	-1.1735
KY	0.7865
DKFZp762E1312	-1.91081818181818
CSMD1	-1.441
TBP	-0.311666666666667
OR1Q1	0.445833333333333
RETNLB	0.3245
HPGD	0.0706428571428572
DNAJC12	-1.30466666666667
FKBP1B	-2.37225
ANKRD24	-0.444833333333333
CXXC5	0.238166666666667
IL3	0.355625
DRAM	-0.5742
PTCH1	-1.245875
TP53BP1	-0.524
SLC17A7	0.10025
COL25A1	-1.0105
AMACR	0.2425
RHCG	1.41175
VPS13A	-0.441166666666667
FAM55D	1.8175
PRPF38B	-0.864416666666667
OSBPL6	1.669
PFDN5	-0.0438
CMTM6	0.718625
KCNK12	-1.44475
RP2	0.2105
C16orf52	-2.34425
PICK1	-0.5605
IFNE1	-0.634166666666667
SEMA4B	0.39775
TYRO3	-1.65175
OR12D2	0.316
CSNK1A1	0.9203
FANCF	1.05725
LONP2	-0.3865
TBL1Y	0.2965
LDOC1L	1.157125
CCNC	-0.02175
C3orf60	-0.92925
CHKA	-0.51975
UBAP1	0.14425
MAP3K1	2.129
ANKRD9	-0.2035
FAM92A1	-2.20433333333333
GAB2	0.92375
AZU1	-0.50375
DIS3	-0.81175
C21orf109	-1.50225
IQCB1	-1.00825
SPATS2	-0.155833333333333
EFCAB3	0.0245
PRB3	1.440375
FUZ	0.109333333333333
ZNF813	2.1005
BMPER	-1.38083333333333
HEG1	0.13275
ALS2CR11	-1.47225
SURF2	-0.82825
PSMC1	0.0484166666666667
OR2D2	0.263
SLC7A8	2.531
C4orf40	0.3075
SPATA7	-0.24675
MAZ	-0.739666666666667
PIN4	1.2475
PDE1A	-1.557875
TAF6L	-0.386
OR2T34	0.497
KIAA0284	0.64875
ACADS	0.128727272727273
MKRN2	-0.3975
C18orf56	-1.67025
MS4A6E	0.00516666666666666
GALNT4	0.5502
C22orf31	0.506
FLJ36070	0.108
PSME4	-0.9145
TFG	0.0737
EPHX2	0.258875
ANXA5	-0.094125
KRTAP1-1	-0.187
BATF	1.166
KARS	-1.559
MSTP9	-0.463
GPR26	0.175875
CCDC72	1.01725
TEF	1.17716666666667
FOXK1	-0.8958
PRLHR	0.6
EMX1	0.56125
C11orf30	1.751
ICK	0.22675
THSD7B	-0.01325
C21orf100	-1.0765
DUOX1	1.4025
EFCAB4B	-0.02475
UBE2G2	-1.16116666666667
C3orf54	0.06975
PARP1	-0.85175
FAM60A	-1.27008333333333
C6orf146	0.8065
OR9K2	0.5225
DDX55	-0.879
RPS15	0.131583333333333
ZNF618	0.2614375
DKFZp686D0972	0.2925
SSPO	0.5045
SHFM3P1	0.313666666666667
CPA6	-1.01875
JAG2	1.66875
DEFA3	1.1525
PPBPL2	0.1635
CD34	3.895625
SLCO4A1	-3.172
AFG3L1	-1.43066666666667
SHD	-0.3335
RP13-122B23.3	-0.313
PRKCSH	-1.20516666666667
DPH5	-0.949666666666667
HLA-F	1.439625
TBC1D4	-0.14975
RIG	-0.222666666666667
GLUD1	-0.1175
HNRPCL1	0.42575
HBXIP	-0.5815
RNF207	-0.3375
APIP	-0.8255
PLA2G3	2.11933333333333
CCDC84	-1.76375
MYLIP	0.392307692307692
PHIP	-0.532
AARS2	-0.0423333333333333
DHX32	0.34375
SCAPER	-0.8765
MEN1	-0.22075
NIP7	-1.4095
FLJ25404	0.5625
FASTKD3	-0.95175
TMEM158	-2.0375
RARA	1.20725
BDH1	0.585
ANKRD16	0.92875
CARM1	0.082
SS18	0.441333333333333
IKZF2	0.0818333333333333
MYD88	0.76
PML	0.01235
TAF1A	-0.84125
CBFB	-1.0565
HIST1H3H	-1.451
C7orf29	-0.824
COMMD4	-1.07466666666667
DPP3	-1.1725
DAB2	0.227375
LOC388882	0.0005
YPEL4	-0.66275
AGBL3	0.8865
LRP6	0.4917
SERPINH1	0.3915
TLE1	0.40075
CD244	-0.448833333333333
ZDHHC15	1.116
MGLL	1.2802
PLDN	-0.4525
LOC654346	1.3045
FAP	2.70875
GPR37	-0.548333333333333
SCARA5	-1.40566666666667
EBF4	2.07427272727273
LSM6	-1.372
MLLT1	0.1053125
SLC5A12	-0.57525
A2BP1	-1.3535
COPS5	0.968666666666667
TPM4	-0.555714285714286
TNFSF4	1.55366666666667
ACADSB	0.684777777777778
HERPUD1	0.07475
BCL2L11	0.230888888888889
CEP78	-1.08575
CDCA3	-0.925375
WBSCR19	-0.157
MYO1A	-2.252
PPEF1	3.1225
LOC440348	-1.29825
CPEB2	1.488375
BPTF	-0.0165833333333333
RPL21	-0.410125
GSX2	-0.547
ADPRH	1.18966666666667
C17orf68	0.733666666666667
KCNS1	-0.7315
MLLT6	0.8143
PIWIL4	-0.56775
RNF26	-1.6915
RAP1B	0.39375
ADAMTS1	1.6223
ZNF571	1.28075
P2RY6	2.769
TRIM21	0.722833333333333
CADM3	0.2055
NLRC5	0.335666666666667
ADRA2B	0.207166666666667
LOC90835	-1.9695
PCF11	-0.80275
LOC400451	1.8905
GLTSCR1	0.8955
C17orf88	0.790833333333333
CDH16	-1.45875
FGF7	2.390625
PCSK4	-0.16
NPC1L1	-0.95
TAT	0.165125
TBCA	-0.055
MGC33407	0.2235
GPR115	-1.188
CYGB	-0.3005
FNBP4	-0.989166666666667
C12orf43	-0.0355
CBL	-0.7468
CLECL1	-0.67375
PPAPDC1A	2.1565
WDR25	0.210666666666667
SGCA	0.1085
C22orf29	0.539833333333333
YIPF1	1.24825
GALK2	-1.184
RAB3B	-3.39516666666667
LOC440087	0.49125
UCP1	-0.7425
REEP5	2.136625
FADD	1.5252
FOXA1	3.153
CACNA1A	0.3365
ABI1	1.16
GRIN2D	0.69225
SLC1A4	0.705166666666667
LOC401127	-0.529
HINT2	0.028
PLD4	0.732
ZNF286A	-0.71475
ENY2	0.991
IL1F6	0.1135
PXDNL	2.4125
C20orf79	-0.39075
TNFSF13B	2.99966666666667
DENND3	0.581625
JARID1D	-2.915
HIST1H2AK	-0.195375
LOC93349	-0.3758
SSH1	-0.6045
ENSA	-0.28225
LOC219854	-0.619833333333333
CKAP2	-1.0664
DKFZP564J102	-0.062
MGC87315	0.4895
HNRPAB	0.211
AMH	-1.248
ZNF526	0.991
BRUNOL5	-0.309
CACNG3	-0.038
TRPM1	-1.988
PPP2R1A	1.455125
COL2A1	-1.91775
DDN	0.088
FLJ25770	1.28291666666667
HK2	-0.754928571428571
ELOVL6	-1.648625
MDK	-1.3195
EPHX1	2.085
RASSF2	0.393375
DKFZP434B0335	-0.396
DLX3	1.097875
PRTN3	-0.578
AVPR1A	0.9085
C21orf125	-2.347
TNFAIP8	-0.883
GNB2L1	-0.449
CALCRL	2.6835
SCGB2A2	8.7185
UBXD7	-0.82375
ZNF674	-0.151
TMEM35	-0.523125
BRSK2	1.252625
HECTD3	0.3115
TMEM188	-0.441666666666667
LGALS9	1.115625
SCARB2	1.264
USP34	-0.118083333333333
C17orf28	2.29833333333333
ZDHHC23	-0.363
AQP12B	0.075
SLC16A3	-2.333
APLP2	0.230375
ITIH2	-4.79375
MICAL3	0.75325
TNNI3K	-0.1062
HDAC2	-0.012875
PRR7	0.3734
THBS2	1.114875
LOC751071	-0.967333333333333
CA2	1.65783333333333
RANBP17	1.38925
RLN3	0.0615
CRYZ	-0.481166666666667
GBAS	-0.684666666666667
TAS1R1	-0.58975
MPZL3	-0.2765
PCDH8	-2.54125
HSP90B1	-0.08525
KCNK15	0.072
TNIP2	-0.00866666666666667
GPR146	-0.82625
NOL6	0.158875
SPC25	-2.683
STEAP2	2.9855
VAMP3	-0.579333333333333
TCIRG1	-1.25775
ZP4	0.130166666666667
PARL	0.2415
TRIM39	0.112666666666667
KIAA1305	0.995
CRNN	0.737666666666667
GRN	1.5735
HSH2D	-2.933
SCAMP1	0.8313125
KIAA1913	-0.00375
PTS	-0.331
BANP	0.317071428571429
PRKACG	0.45225
ADCY6	0.739166666666667
C16orf46	0.103
CYP51A1	-0.159625
DDC	-3.33175
ANPEP	-1.00633333333333
PROM1	2.83333333333333
SIGLEC10	1.99175
COPG	1.057
FAM26E	1.439
TRIP4	0.11
SNX3	0.6015
C1orf175	0.503833333333333
PPY2	0.3065
C14orf152	0.2725
FTSJ1	-0.4795
DST	0.39345
LOC554235	-0.10275
GLRX5	0.6485
C20orf12	0.5184
CAB39	0.4165
MSH2	-1.89933333333333
PIP4K2C	1.13825
CYLD	0.286125
WTAP	0.549625
MGAT4A	0.404333333333333
TSC22D4	0.0468
CHRM2	-1.754
PPYR1	0.127666666666667
CCNH	-1.06466666666667
RRM1	-0.4285
ECAT8	-3.1655
LOC400120	-0.39675
GABRA4	-0.333875
C14orf4	0.839166666666667
C1orf59	-0.35225
CTDSPL	0.811
NHEDC2	-1.41
PDE11A	-1.0638
KLHL29	-1.90925
CD5	-1.1045
TSPAN9	1.5726875
WDR67	-0.6775
THUMPD1	-0.4832
C18orf17	0.082
CLYBL	-0.109666666666667
FLJ13231	-0.319875
CMBL	1.104
LECT2	0.03975
NKAPL	1.24233333333333
LOC654780	0.6625
OR4C6	0.2305
RAB30	0.2895
TSSK4	-0.273
TMEM163	-0.6365
OSBPL11	0.334083333333333
GNB5	-1.035
CCL21	1.15075
C1orf121	0.172166666666667
FMO2	1.1985
RPTN	0.013
MSTN	1.562
VCL	-0.476357142857143
FYTTD1	0.157
C11orf1	-0.456
CCDC88C	1.53425
HFE	-0.915666666666667
MOGAT1	-0.7555
FAM125B	0.2855
IRGQ	0.7075
RAVER2	-0.0915
AKAP5	-1.028
SSSCA1	-1.33775
C11orf63	-0.871125
ACTG2	0.1082
PORCN	-1.404
DTL	-1.643
TMEM151	0.478
FAM122C	-1.99025
RSAD2	3.8889
BAT4	-1.336
KRTDAP	0.336833333333333
MYH8	-0.1
