Hybridization REF	TCGA-BH-A0BW-01A-11R-A115-07
E2F7	-0.868833333333333
VCP	-0.1469375
LAMA3	3.12466666666667
BGN	1.06975
GPR160	-0.835333333333333
COCH	-2.626
GPR81	-0.442166666666667
APOBEC3F	0.41275
tcag7.1017	-0.515
C1orf32	0.5135
SCGB1D2	2.6825
FLJ43987	-0.667
C6orf170	0.38
KLK9	0.3855
GPD1L	-1.47925
VPS37B	0.6105
ATG3	0.462666666666667
ADAMTS17	0.201
KLHDC2	-0.969166666666667
NDUFV2	0.0375
BLK	-1.74475
MATN4	0.9855
GPM6A	1.671
GBP4	3.47233333333333
TMEM162	-0.769333333333333
PKP2	-1.1215
HRASLS	2.14366666666667
MMP1	-2.6855
SFXN3	-0.17
FSD1	-1.264
ST6GALNAC3	-2.62416666666667
CA12	-2.2114
NCOA6	0.37775
C19orf58	0.5783
PPP4R1	0.729
MAN1A2	0.2725
IKBKAP	-0.95525
UPF1	-0.417333333333333
KIAA1219	-0.01725
WNT16	-1.26
SNW1	-0.590125
IL18RAP	4.415
RPP30	-1.185875
CDC40	-0.501642857142857
SETD3	-0.161166666666667
SLAMF6	1.01025
ELK4	1.313
TRIM47	2.05066666666667
ACOX3	1.76175
TRIM6	0.131125
KIAA0372	-1.1875
TP53AP1	0.902625
SMURF2	1.2085
ADAD1	0.1555
EBP	-1.1447
KRTAP13-2	-0.3635
FLJ36874	0.465666666666667
TOR1A	0.4765
P2RY4	0.7125
GPBP1	0.127
TRPV1	0.128125
ADAMTS12	-1.2085
PES1	-0.2762
ATG4A	1.15533333333333
MAGEA10	0.73875
WFS1	0.01475
CC2D1B	0.720166666666667
PABPN1	-0.74475
SLC25A30	0.416
SLCO1C1	0.317833333333333
SLC22A5	-0.12125
KIF23	-1.1085
SYN2	-2.04916666666667
ASPN	6.46016666666667
CENTG2	0.27525
QSOX2	-0.6204
FLJ10815	0.180333333333333
STK24	0.0845625
SPEG	1.2819
STK10	0.742
DACT2	-2.3215
AAAS	-0.9225
SSX3	1.004375
ABCD3	1.0393
C4orf12	1.909875
PARVG	2.35733333333333
FIG4	0.17425
C9orf46	0.92125
TMCO6	-0.3215
IGHMBP2	-0.68325
DUS2L	0.338166666666667
FAM3C	2.1179375
TMEM16D	-1.540875
DCTN4	0.0415
KCNH3	-0.129
EIF2AK2	1.30125
AP1S3	2.044
CST4	2.242
PAM	1.890875
NUTF2	0.8725
CITED2	-0.0752
SLC39A4	0.08475
C2orf52	-0.773
GRM3	0.508
C12orf49	2.924375
CCDC49	0.3206
GRAMD1B	-1.300875
FNDC4	-1.0105
SIAH2	-0.35075
GDPD4	0.46625
C21orf87	0.611375
ATP5A1	-0.666333333333333
C16orf63	-0.095125
LOC388135	-1.36183333333333
ATP5J2	-0.2765
MMP3	-1.32875
EMID2	-0.014
CRHR1	0.30225
WDR70	-0.4565
C13orf31	1.8605
ZFAND1	-0.10225
CCL18	3.83383333333333
C3orf49	-0.418
RINT1	-0.555
KIAA0408	-0.982666666666667
F13A1	3.0881
SLC10A1	0.3495
OGN	0.7795
GIPC2	-3.05666666666667
XPO6	-0.240666666666667
LCE1A	0.5645
FMR1	0.7225
LOC374920	0.16725
DUSP3	0.22875
ANKMY1	0.2335
C7orf50	-0.71375
BBS9	0.4323
UNC119B	-0.233375
C9orf72	0.831625
MGC35440	0.25025
ENTPD6	0.30725
PPP1R2P9	0.70675
ERCC4	-0.6365
FAHD2B	-0.368
HMHA1	0.4575
HACL1	-1.2255
RAD23A	-1.02566666666667
FAM83B	0.2585
PPP5C	0.123166666666667
RNASEH2C	-0.71275
C9orf153	-1.73775
SCAMP4	0.027375
GHITM	0.0441
NDUFB7	-0.460125
ADCYAP1	3.371
SP110	2.43433333333333
MAP3K7IP2	0.7635
DHH	-0.1385
AGRN	1.501
WDR33	0.162333333333333
CEP290	-1.68616666666667
PRPS1L1	-0.8745
KLRA1	-0.6945
GPR97	0.9585
CHD7	-0.2465
TLR10	2.3925
SLC30A8	-1.7165
HIC1	0.7505
IAPP	0.038
RXFP4	0.44175
GP1BB	0.84675
SHQ1	-0.551
NKX2-3	0.197833333333333
API5	0.34125
FTHP1	0.8835
MOV10L1	2.3455
TRIM6-TRIM34	1.62183333333333
ADHFE1	2.23025
FAM117A	-0.668
DDI1	0.6708
CDON	0.490833333333333
TRIM73	-1.6065
IGKC	4.2685
MMP14	0.0115833333333333
DYNC1LI1	-0.458625
C11orf66	0.2715
TRBV3-1	0.401
FASTKD5	0.11
BIVM	-0.5485
LHX4	-0.852
CXCL2	0.9294
RAB2B	0.252
IZUMO1	-1.09325
MAP3K15	-2.783625
FAM19A2	0.496666666666667
ZC3H8	-0.567333333333333
ZMAT1	1.185
SPINK5L3	-1.39025
SLC10A6	0.9415
APPL2	0.133625
CARD10	-0.0925
LOC402176	-1.572125
EEF1D	0.6744
RAB6A	0.7957
C12orf5	0.130375
PAPOLG	0.52125
MSRB2	1.532
BCR	0.645611111111111
PUS3	0.22225
TIAM2	1.203
ZNF317	-0.3705
CHD2	0.0742857142857143
FZD5	0.594272727272727
NUDT8	-0.39025
ZNF763	-0.971
PRC1	-0.719444444444444
ABCB9	2.1835
SPATA3	0.05425
TRAK2	-0.494625
STAB1	2.624
LRRTM2	0.134333333333333
psiTPTE22	0.959
DBI	0.966
SERPINA11	-2.96875
NAT5	0.69925
C20orf58	-2.07725
RPS6KA4	0.831833333333333
FLJ90650	-1.40275
TGFBRAP1	-0.16425
CHRDL2	1.247875
FAHD2A	-0.345
CNTN1	0.79875
BBS4	0.3485
TMEM181	-1.613
MINPP1	0.50425
MPHOSPH6	0.5575
HOXC10	0.4618
ITPKB	-0.2485
CLPTM1L	0.167
MEOX2	-1.31233333333333
ATP6V0C	1.091875
PRPF8	-0.520166666666667
TMC5	-0.4115
FKBP3	-0.49875
PLEKHB2	-0.321375
OR4D6	0.5065
ZNF544	-0.4293
D2HGDH	0.334125
RPL18A	-1.497
HEL308	0.951125
MPP6	-2.0565
TCERG1	-1.77925
KRT16	2.74533333333333
KLF17	-1.73725
KLF5	1.31775
CDR1	0.16
VCX3A	1.287
FBLN2	2.086625
C14orf104	-1.00375
HBE1	-4.1351
OR4S2	-0.474
C1orf108	-0.501333333333333
ROBO4	2.74733333333333
CPEB4	0.192625
C11orf80	0.411166666666667
BCKDHA	0.758166666666667
MYOC	-0.9025
GIF	0.135
CKMT1A	-0.3295
RPL3	-0.9427
THBS1	1.372875
APOO	-0.22725
ARMCX1	-1.1915
HSZFP36	-1.445
SNAPC5	0.44325
EIF4ENIF1	0.85225
ZNF433	-0.69625
TNFRSF21	1.092375
TMPRSS7	0.175
SPATA18	0.1137
HPDL	-2.9725
MKL2	0.8097
TBX3	-2.17092307692308
C21orf93	-0.176333333333333
DAXX	0.179
ELMO1	0.875625
RGS13	2.58633333333333
TAF11	-0.14225
UNC13A	-2.1765
LOC653314	-0.8571
ORC3L	-0.73725
IMAA	-2.2935
TARBP2	-1.0195
CABIN1	-0.7584
TRIOBP	0.25075
HIST1H2AC	0.678125
RGS22	-4.00533333333333
NCOA1	1.783
IL25	1.1395
SNCG	3.056
GPR6	0.2345
AMDHD1	-2.10183333333333
CHEK2	-0.666375
C6orf142	1.848
DRD4	1.165
C14orf68	-1.118
GDF11	-2.747
SEMG2	1.192
CD247	0.91425
CDAN1	-2.00925
RBMX2	0.393166666666667
TGS1	0.11075
OIT3	1.9375
SYF2	0.41875
MCM4	-1.925375
PKHD1L1	0.266625
CEP192	-0.213
IFT88	-0.47525
RPL9	-1.10735714285714
RAB32	0.26075
DDX43	1.70075
P2RX2	0.354833333333333
OR5D18	0.6565
UBE1	0.448666666666667
SLC24A1	-0.04375
ARHGAP5	-0.626
CETP	-0.08875
KIAA1731	-1.02
SLC9A4	0.7005
PTPN6	1.635
BAHD1	-0.13425
GRIK3	-0.3235
CACNB2	-0.7886
PDE10A	-2.08125
DGCR14	0.04025
PCDHB9	2.08466666666667
RHOQ	0.887333333333333
MAP3K4	-0.824
KTI12	-0.211833333333333
RPL23AP13	-0.0615
GNG11	-2.0225
CLCN3	0.712833333333333
GPAM	-1.759375
VSTM2A	1.1385
SLAMF7	3.47366666666667
INTS2	-0.38475
PPP2CA	-0.0221
LRP12	1.7188
SEC14L2	0.540888888888889
DKFZP586H2123	1.282
MC3R	-0.5425
CIRH1A	0.0988333333333333
HIST1H2AB	0.912666666666667
POLH	-0.55925
MGC16703	-1.44816666666667
SNAPC2	-1.124
FILIP1L	0.592
RASGRP4	-0.1035
LRRC1	1.4155
GAS1	1.4175
PRAC	-1.0825
DGKA	0.0616666666666667
NT5C3	0.783
PEG3	-5.28025
NADK	0.021
PRR17	0.76175
LOC374569	-0.36325
SGSH	0.869833333333333
NLRP8	0.5
GALT	-0.3603
MCF2	-3.6475
ZNF263	0.08275
TACSTD1	2.89133333333333
TYR	-5.6485
ATP6AP2	0.27675
RNUXA	-0.6245
ABHD10	0.659
GDPD2	-1.44125
SLC35C1	1.176
UBE2A	0.553
HERC5	3.7065
FAM112B	-0.13
FBXL16	-1.58925
DKFZP434A0131	-1.026
ELA3A	-1.935
RBM41	-0.224125
HAO2	0.0253333333333333
RNH1	0.6435
SHANK2	1.25333333333333
OSBP2	-1.19275
DAK	-0.0578333333333333
C3orf58	2.24466666666667
TCL1B	-1.462
KBTBD2	0.189875
SUGT1L1	-0.10125
UBE2E2	1.57116666666667
MYL9	2.874875
CDC23	-0.708333333333333
PBXIP1	1.8354
CXorf40B	0.6765
NBL1	0.39275
RTBDN	0.2325
RAB11FIP5	-0.063125
TTTY13	-0.115
SCOTIN	0.380333333333333
SOHLH1	0.204333333333333
CDKN1A	1.09078571428571
NCK1	1.639
ZNF550	0.189
SAPS3	0.607583333333333
SPIN3	-0.285
MAGEE2	-0.5855
MIS12	-1.06333333333333
OR8H2	0.8395
KIAA0774	0.170333333333333
UNC5D	-3.5335
CUL7	0.7255
LIPC	-3.05616666666667
DIO1	-3.094
C20orf11	-0.0207
CTRL	0.641
HS3ST2	-0.29375
PAK4	0.390166666666667
CCRL1	2.5285
RNF10	0.292875
ZNF567	0.51375
ZNF660	-3.3495
TCEAL3	1.012
MAGOH	0.984333333333333
CENPB	-0.0498333333333333
C19orf7	0.4335
LOC388965	-0.5735
ZCCHC13	-0.0575
JMJD1A	-1.2444
HIST1H4H	1.135
TBRG1	-0.3893
GPC3	-4.959
TAF1C	-0.464375
EBNA1BP2	-0.7605
CIAPIN1	0.332
PDGFRA	-1.11288888888889
CSTB	0.597
CENPI	-1.0375
GTF2E2	0.000500000000000005
RPP21	0.3205
CCNF	-1.55716666666667
KCNQ3	1.006
FAM79A	0.9705
SLC22A12	0.5575
NOVA1	-1.68766666666667
FZD3	-0.6453
AKAP8	-0.87725
SOCS5	1.116375
CFDP1	-0.2065
DLG5	-0.44725
PGM5	-0.550583333333333
C1orf144	0.385833333333333
HDAC10	-0.4485
RND2	-0.7845
C20orf199	-2.2695
RNMT	-0.373125
SLURP1	2.327375
ASTN1	-0.5185
SH3BGR	3.6625
MYCL1	0.32325
ZHX1	1.508
CENPK	-2.87225
FOSB	-0.4479
LOC643406	1.137125
C2orf59	-0.42275
TMEM135	-0.3425
SLC27A2	-2.91625
KRT33A	1.4545
OVOL1	0.03375
PAMCI	0.846333333333333
S100A7	-1.45
ZNF789	-0.22
HARS2	0.051
RPL23A	-0.8715
TCF23	0.07575
UPF3B	-0.721
C17orf78	0.2415
HLA-DOB	2.9555
C14orf142	0.147333333333333
TEKT5	0.687166666666667
DMWD	0.34
POLD1	-0.7855
GSCL	0.317
CALD1	0.2564
SCRT1	0.418833333333333
AIG1	-0.04825
UNC84B	0.49425
ZNF404	-0.3575
TMED6	-2.917
KIAA1462	0.589
LRRC27	1.1845
PYGO1	-1.3505
PIGU	0.214166666666667
ALAS2	-3.53433333333333
WRNIP1	0.508875
CNNM3	-0.24
ZNF2	0.53125
ST3GAL5	-0.122
MRPL23	0.347
TSSK6	0.82625
PSMA6	-0.26625
C16orf70	0.239
KIAA1602	-0.17225
ALMS1	0.0556666666666667
DCN	2.618125
TMEM132D	-1.866
SUCLG2	-0.0685
ABHD14A	-0.608
DEXI	-0.368666666666667
AMPD2	-0.230333333333333
IFNAR2	1.05833333333333
CYB5A	-0.2041
TLOC1	1.07615
NXF5	-0.0818333333333334
NRBF2	0.60825
KCTD3	-0.376
ITGAE	-0.854666666666667
SLC30A3	-1.53966666666667
ZRF1	-0.4935
IFRD2	-0.951875
XAB1	0.82675
PYCR2	0.155833333333333
SERPINB3	-4.3805
TMLHE	0.4977
GEFT	-2.29575
ABCA5	0.469625
EMR4	-0.0463333333333333
TSFM	-0.70925
HIST3H2BB	1.06875
ARHGEF19	1.77725
TSPAN17	0.369666666666667
ABCC8	-1.16275
MAP1S	0.149166666666667
C22orf36	0.87175
BNC2	-1.88542857142857
HIST1H4A	-1.11375
NDUFS3	-0.062
WDR3	-1.00133333333333
XKR4	1.55025
TTC33	0.738857142857143
STMN2	2.975
CPN2	-0.8645
HSPC105	3.14225
PCOLCE2	1.947
C3orf55	3.934
KLHDC9	0.650666666666667
TBC1D23	0.40075
ATXN2L	-0.429416666666667
MAP2K3	0.201166666666667
SCAP	-0.41675
ZNF486	-1.13966666666667
C20orf96	-1.7355
NARS	-0.94525
ADAMTSL1	-0.424428571428571
PRCC	0.575833333333333
CCDC126	1.43633333333333
ZNF675	-1.145
CALCOCO1	-0.04125
ANKRD43	-1.11325
CWF19L2	0.581333333333333
ZBTB32	3.29483333333333
BRAF	-0.60525
ODF4	0.23075
MGC14376	-0.0556666666666667
HORMAD1	5.562
AAK1	-0.105416666666667
PEBP1	0.598416666666667
TNFSF5IP1	-0.0825
DKFZp564N2472	0.48125
RMND1	-1.09675
IGKV1-5	4.146
COL1A2	2.13575
SERPINA5	-1.592
AANAT	0.7
C19orf21	-3.36683333333333
GEMIN5	-1.2695
UBR4	0.237
LTBP3	0.382666666666667
AMHR2	-2.05783333333333
PROCR	-0.61825
MYBBP1A	-1.51725
C20orf39	-0.862833333333333
ZNF697	-0.84075
PASK	0.1237
ZNF776	-0.0831666666666667
RFXDC2	-0.5225
KIAA0467	0.78275
C10orf96	-3.77966666666667
ZNF503	-1.50125
GULP1	-3.05891666666667
KCNE4	-2.821
DKFZp434K191	-1.14425
LOC196913	0.6275
BHLHB4	0.8995
CH25H	1.374
LOC81691	-0.748
ALPL	0.401
COL12A1	1.33075
FOLR3	-1.858
GPR123	0.062375
TRIM62	0.149428571428571
ABLIM1	0.521333333333333
MAST3	-0.524
RHBDD1	0.753333333333333
LOC338809	-0.088
RYBP	-1.17625
TTC26	-1.082375
ZNF22	-0.972666666666667
ISCA2	-0.4335
RDM1	0.317
PIGM	1.26375
GNB3	-0.9575
ACTR2	0.8279
HMGB1	-0.3015
EDG1	2.54583333333333
SOAT2	-3.26575
OR10AD1	-0.00800000000000001
RAP1GDS1	1.03683333333333
LCE1F	0.4595
ESM1	-0.840625
RCN3	1.29025
CREBL1	0.02425
DBNL	0.122166666666667
PTGER3	0.393125
USP30	0.731833333333333
BCL2L12	-0.9385
KIF26B	2.056
ZNF416	0.47075
ZNF225	0.3295
C17orf70	0.36525
ZNF554	-0.61
RAE1	-0.776666666666667
TNIK	-0.043
ACTN3	0.464
MGC45922	0.589
CCNA1	2.442
RYK	0.620166666666667
IL26	0.339
LRP3	0.335
QARS	-1.164
SOX7	-0.0185714285714286
BID	0.287625
OR2S2	0.222
CXCL14	2.85925
C11orf47	-0.617
MGC29891	0.04
HSPB8	-0.1044
PRDM14	-2.316
NUFIP2	1.37125
MNAT1	-0.481625
ZDHHC2	-1.46183333333333
MBNL2	0.777125
ADD3	0.2625
CSNK2A1P	-0.52375
KLK6	0.297833333333333
TMEM111	-0.7845
KIAA1279	1.16625
NUBP2	0.0373333333333333
RAB42	-0.7865
ID3	-0.3854
TM9SF1	-0.05975
MDP-1	-1.1645
POU4F2	0.729666666666667
IQCK	1.63475
C16orf14	-0.8505
CAPN3	-0.84625
FAM43B	-0.895
RECQL	-0.8525
AP1G1	1.62864285714286
CTNNBL1	-0.313666666666667
ECHDC1	-0.0161666666666667
SMARCC1	-2.0306
FOXQ1	-0.640625
GNAI3	0.346
POLG2	-1.08275
CD4	1.95625
ITLN1	0.213
EBI2	4.263
IRF1	1.521
PTPRE	0.9375
PTK2B	0.77725
NXNL2	-1.8015
SOX4	0.807888888888889
TSPAN3	-0.138833333333333
SH2D1A	-1.167
C8orf58	-0.585666666666667
USP20	-0.69525
DUSP22	-0.212666666666667
CALB1	-2.56283333333333
L3MBTL2	1.74658333333333
MCRS1	-0.38025
TMEM118	-0.905333333333333
C18orf8	0.746166666666667
FLJ10241	-0.295875
GJA12	0.46075
PKD1	-0.170666666666667
ZFP3	0.366
JAM3	-2.585875
LAPTM4A	1.7631
DIRC2	0.68475
KIAA2022	-1.54283333333333
MYOM1	1.65116666666667
TRPM8	1.622
MOP-1	1.01375
PHKG2	0.078375
ZNF650	0.979625
KIAA1522	1.150375
PSG8	-1.74566666666667
DDX19B	0.182
MOBKL1B	1.13725
DIAPH2	0.27525
PTPN12	0.974
CLN8	-1.3234
CRYZL1	-0.741666666666667
CRY2	0.519833333333333
FCGR2B	3.95733333333333
PNPLA4	1.57925
ZNF454	1.376
DKFZp434B1231	0.0965
CLDN11	0.4534
RFWD2	0.238166666666667
CIB2	0.597
MXRA8	1.34275
HRK	1.502875
MAML2	1.8655
C4orf31	-0.1725
C6orf192	0.01675
COG6	0.764375
FAM5B	-1.4605
NFATC1	1.3003
SEPT10	-0.19075
SCYL1	-0.0778
RPP40	-0.63625
SCOC	0.9741
KIAA1450	0.824
CTDSPL2	-0.298
TBX5	2.3954
NAPG	-0.8745
RHD	-5.086
C14orf45	1.26733333333333
ZBTB22	1.557
PLCG1	-1.1115
ANKRD10	-0.886625
AQP7P2	-0.2325
TAGLN2	1.10616666666667
HTR2C	-0.735
SLC16A7	-0.468333333333333
C17orf83	0.18225
TSGA14	-0.86825
MDH1	0.91025
PPP3R2	0.0965000000000001
DCBLD2	-0.721714285714286
RBM33	-0.6055
DPH3	-1.49375
SYT10	-2.529
FMO4	2.99225
THYN1	-0.568
DRD5	-1.7245
OTOR	0.0165
PGRMC2	0.6509
KATNAL1	0.00362500000000002
PAQR6	-2.752
UBE2I	-0.192
C14orf28	-0.30925
C8orf70	-0.0065
FLYWCH1	-0.122125
ANGPTL3	-2.00466666666667
GLRX2	0.832833333333333
ATP11A	-0.319571428571429
ARL5B	1.67825
MUC16	1.35575
SLC25A5	-0.281642857142857
ACRC	-1.2955
MYO1C	-0.401
FAM89B	0.7395
FAS	2.941
KIFAP3	1.747
GLRA2	-0.59
BTN3A2	1.8897
CNKSR3	0.951375
CSTF3	0.329166666666667
ARPM1	2.5325
KIAA1530	-0.121
C9orf150	1.55866666666667
PRKCI	-0.95975
tcag7.1015	-0.7185
SOD3	1.96025
ZNF574	0.56425
CYP21A2	0.97125
RPL12	-0.8845
COMMD2	0.0675
WIZ	-0.644
LOC344405	-0.115
ALDH4A1	-1.22623529411765
CRYAB	3.3395
COPA	1.00663333333333
PCDHGA7	0.904166666666667
KIF11	-1.51766666666667
RASD2	0.75375
SLC26A3	-0.1815
ZNF175	-0.1015
JAKMIP2	-1.75925
C8orf4	-0.859666666666667
PTHLH	1.2625
SLC40A1	0.799
OR7D4	0.582666666666667
PCDHB17	2.9205
CD36	1.12628571428571
C6orf203	0.0417
PRKG2	-1.2165
LOC400566	-0.17425
ANAPC13	0.42975
SLCO3A1	0.3795
ZNF692	-0.8695
FANCL	0.8935
SH3GLB1	1.80075
C12orf61	2.224
KBTBD6	-0.253
SUPT5H	0.619125
XRCC6	0.561
HUS1B	-0.1324
FAM133B	-1.48585714285714
LOC728276	-2.471
KCTD18	1.23425
SOS2	0.215833333333333
CCDC99	-1.71275
C1QTNF5	3.2375
NNAT	-0.467833333333333
USP16	0.38775
LARS	-1.34175
ZBTB2	-0.163
ABO	0.649
TRAF3	0.81675
GALNT5	-2.447
NAP5	-0.245125
ALG14	-0.585833333333333
KIAA0515	0.171884615384615
WDR75	-0.988666666666667
TEX261	0.34925
LY86	1.5555
LOC389072	-0.072
FLJ13611	-0.2695
MRGPRX2	0.247
SNRPA	-0.340875
OR2G2	0.361
GPRASP2	0.40475
C7orf42	0.7779
C9orf163	-0.4895
CYP11B2	0.1815
FCRL3	2.73833333333333
PRDX1	0.3925
FGB	-6.44116666666667
COX17	1.1725
C16orf33	-0.68175
PIWIL1	-2.113
FOLR1	-2.26766666666667
KIAA0082	0.1635
FREQ	-0.444666666666667
TMCC2	-0.870166666666667
TCF12	0.101
ZNF721	-0.1805
FAM130A2	1.233
POU4F1	-2.39325
SNRPF	-0.498875
SGIP1	2.829
ZNF641	1.29866666666667
EMG1	-0.115625
PRRG4	1.363
HIRA	-2.62675
MYNN	1.18733333333333
AEBP2	0.36675
TBXA2R	-0.469333333333333
ISL2	-0.549666666666667
PCDHB11	2.5705
RNF144A	-0.316875
MARCH5	0.089375
DULLARD	-0.316166666666667
DCLRE1B	-0.290833333333333
ITGA8	-1.53575
TP73	0.378875
PRKCD	0.74425
NDUFB4	0.816
ATP13A4	3.08325
ANTXR2	0.900666666666667
COL4A3	0.3735
MYO10	-0.6029
SLC6A18	0.40475
PEX1	0.18875
TMEM74	-2.4465
RBM19	0.55775
TAPBP	1.6226
RUNX1	-0.670375
MID1	0.918666666666667
GPR64	-2.54016666666667
RASEF	2.893
GABRG1	0.0632857142857143
MYO16	0.414
DBF4	-1.777
TSHZ2	2.285
RIPK2	1.3065
PPTC7	0.289333333333333
KIF4B	-0.5895
LRRC31	-0.946625
ZNF540	-0.0545
EFNB3	-0.423666666666667
LOH12CR1	-0.019375
STON2	-1.11566666666667
GLP1R	0.5275
CSTF2T	-1.17825
IREB2	-0.112625
GRSF1	0.7175
PDCD7	-0.700666666666667
LRRC43	0.4075
CNR1	3.73
IL1F7	0.2035
C12orf64	2.87875
FAM69B	-1.85425
NR2E1	-1.74316666666667
MS4A6A	3.8045
FTL	-0.4682
C7orf36	-0.30625
PCLO	1.3872
DYRK2	0.386416666666667
ARIH2	-1.04475
SAMD7	0.469
SCNN1D	-1.2555
SLC32A1	-0.684125
C22orf25	0.0375
MRPS18A	-0.1729
GPR112	1.2195
EARS2	-0.3575
ERN2	0.5525
ATPBD3	0.00266666666666666
PRH2	0.7215
CDKN2D	0.196666666666667
PGLYRP2	-1.114
TRIM40	0.68
SEC14L3	0.081
SLC22A1	-0.317
BTN2A3	0.08225
RASA4	0.72025
CCNL2	-0.408416666666667
MYBPC3	0.7595
GJA4	3.14625
CDC42SE1	1.200875
TRPV2	-0.61275
MYPN	-3.9709
SIM1	0.649
CDADC1	-0.406583333333333
ZFHX4	-0.9265
NIBP	1.25966666666667
ADAMTS19	-3.456
ABTB2	0.897
TSPYL2	-0.026375
EIF2S3	-0.6854
SOX30	1.225
AP2A1	0.885666666666667
DKFZP564O0523	0.219666666666667
LOC285398	-0.28975
CDH18	-3.40525
CHL1	-0.1495
GATS	-1.4271
TBC1D2B	0.461333333333333
OR1J1	-1.899
GSN	1.83633333333333
DPCR1	-0.054625
GARNL4	-0.975333333333333
SMARCA5	0.0205
PLEKHG3	0.00766666666666669
ZBTB45	0.622
FRMD6	-0.527
PLS1	1.411
DGKZ	0.658666666666667
EFNA1	2.0271
WDR85	-1.036125
ANK2	-0.8085
PAGE4	0.703833333333333
SENP6	1.07216666666667
AKR7A2	-0.183833333333333
FKBP10	-2.28825
VEGFC	-2.00283333333333
LARP1	-0.34725
SRBD1	1.1605
ITGB6	4.4695
SLC1A2	-0.0112142857142856
INVS	0.232333333333333
MPO	1.1685
MOBKL3	1.0558
CUTL2	-1.457625
KLK2	-0.225333333333333
VIM	-0.613
REG1B	0.587333333333333
PCDHGC4	0.009
C3orf34	0.218166666666667
SUMO3	-0.123833333333333
CST9L	-1.2865
MLL4	0.07725
SPR	0.872
SAMD9L	3.5685
ABCE1	0.15425
SUPT3H	-0.588166666666667
ACTBL1	-3.88825
ADAMTS4	1.769
SLIT3	1.6155
RHEBL1	-0.15725
NPM2	0.24275
MAN1C1	-0.327125
KIAA1856	0.283916666666667
HSPA6	2.55425
LOC388152	-1.9645
C10orf140	1.46825
ZDHHC12	0.3705
LIN7A	-2.0173
PHC2	0.523916666666667
SPHK1	1.46925
TRIM26	0.617
FAM83E	1.664
C18orf24	-1.60783333333333
ZNF578	0.155833333333333
ORAI1	1.0115
RUVBL1	-0.551
C7orf20	-0.565833333333333
APAF1	-0.356
SLC36A4	0.376666666666667
MYH11	2.177
NEK1	0.8255
MPP2	-2.015
C12orf24	-3.1575
TNK2	0.40325
ZNF289	-0.308
MATN3	-3.21985714285714
IFNGR2	2.16166666666667
ITPR1	0.172375
EBF3	2.039
TBC1D20	-0.2569
OR10P1	0.4555
DDAH2	0.29325
SHPRH	-1.30125
STX7	0.0605
LOC554248	0.06875
BCAR1	1.1405
ATXN3	-0.506583333333333
TRIM27	-0.8345
CDC42EP2	-0.492
CHP	-0.138428571428571
SOX17	1.729375
ZNF259	-0.445833333333333
CHCHD1	-0.018375
ZDHHC19	0.5415
GBP2	2.8895
GARNL3	-0.866375
MRC2	0.2535
C1orf52	-0.351
AOF2	-0.441666666666667
LRPPRC	0.2068
ACVR1C	1.6765
TM4SF18	4.311
TMEM169	-1.18566666666667
PPP1R16A	0.60625
EBF1	-0.657833333333333
RRS1	-0.689333333333333
SNX2	-0.027
OR2T2	1.2525
RBX1	0.586
ANKRD54	0.590333333333333
TSNAX	1
TMEM83	-2.1715
ZBTB7A	-0.286
ATM	-1
LOC338328	1.03883333333333
TIE1	1.0085
HIST1H3G	0.257833333333333
PASD1	-3.85583333333333
TINAG	1.1165
PCDHAC2	-1.1185
LRRC15	-0.536875
WBSCR17	0.88475
TFF2	1.1355
PARP2	-1.48025
NDFIP2	0.637375
PCDHGB2	1.142
WDR60	-1.2875
MAP7D2	0.0201
USP45	-1.42425
GSDML	0.48375
TNS1	0.1486
PLCD4	-0.39025
IQCD	1.585
SMPX	4.4515
CD9	0.804166666666667
SRGN	3.759375
CASP7	1.066375
INOC1	0.2175
DKFZp451M2119	-0.776875
VMAC	1.6995
USP53	1.3363
CAMK1G	0.829625
TMEM106A	0.419
CDC20	-0.9768
ACSL5	0.847666666666667
CBWD5	-1.351375
C1orf87	-1.60216666666667
KIAA1274	0.51325
PRUNE2	-2.46714285714286
LYPLA2	-0.0895
DOK6	-3.08616666666667
GPR149	-0.267
FAM30A	3.582
TMEM129	0.46775
SLC35B3	1.8475
ACPP	-0.5658
LOC200261	-2.0195
SLC4A7	-1.4539
CCDC40	1.24
GART	-1.311125
THOP1	-1.41275
SCARB1	0.898
CACNA1F	-0.65475
TRIAP1	-0.0406666666666667
SYT14L	0.668
SFRS8	-1.07283333333333
PBOV1	0.348
GOLSYN	-2.885
GJB7	0.1705
CAMK2N1	0.10925
GREM1	3.30258333333333
FLJ20433	0.6545
QPCT	0.711375
PRKAG2	0.845166666666667
H2AFX	0.00762499999999998
C6orf154	-0.986
PLOD3	1.33975
ZBTB39	-0.8595
WASF3	1.15566666666667
DRG1	0.342
PRR4	1.2575
SPCS1	-0.703
KDELR3	1.26333333333333
SRP19	-0.3975
GABRA6	-0.000249999999999972
MFSD1	1.06225
MMEL1	-0.40675
PDXDC2	0.00540000000000002
BUB1	-1.74466666666667
RNF138	-0.316125
MYLPF	-0.585
AIF1	1.65316666666667
DYNLRB1	0.9909
HCN3	-1.21983333333333
HIST1H2AI	0.6185
MAP4K5	-0.722083333333333
LASP1	0.57825
LOC130951	-0.399
PLAA	0.1015
KRT6A	0.612
C6orf117	0.052125
ARHGAP23	-0.339
PTF1A	-0.8925
GPHA2	0.01375
