Hybridization REF	TCGA-E2-A108-01A-13R-A10J-07
RPTN	-0.018
MSTN	-0.2355
VCL	-0.334428571428571
FYTTD1	1.067
C11orf1	0.14825
CCDC88C	0.1963125
HFE	0.0536666666666667
MOGAT1	0.3355
FAM125B	0.66
IRGQ	0.1135
RAVER2	-0.946
AKAP5	-0.154
SSSCA1	-0.816
C11orf63	1.314375
ACTG2	2.2113
PORCN	-0.878
DTL	-1.80836363636364
TMEM151	0.1615
FAM122C	-0.681
RSAD2	3.27
BAT4	-0.6185
KRTDAP	-1.51283333333333
MYH8	0.033125
CRTC3	0.4975
LRRFIP2	0.3872
INTS4	-0.476833333333333
TTN	0.271833333333333
SLC26A5	0.1755
PLLP	-1.248
RGS6	0.429625
SRGAP3	0.390625
ZNF525	0.0765
NBR2	-0.547333333333333
C13orf1	-0.3355
ZNF137	0.307
CEP27	-1.0255
BEST2	0.1085
RNF121	-0.24725
DMRTC2	0.47125
C8orf76	0.51625
BCCIP	-0.221125
MEST	0.38575
HTRA2	-0.5725
ANGPTL2	1.63475
ILKAP	0.0573333333333333
ERAS	0.165
HBS1L	-0.106125
CPA5	0.613
TMEM30A	1.063
CD300LF	3.00016666666667
WISP3	2.171
CRK	-0.135785714285714
PDS5A	-0.3927
BRPF3	-0.0106666666666667
NEDD9	0.279125
SMPDL3B	-0.72675
PSG6	-0.20175
PSMD13	-0.4435
ETV5	-0.789625
OR51A4	-0.015
BTBD7	0.560083333333333
GSTO1	-0.447375
hCG_16001	0.2065
MAD2L1BP	-0.4535
COX6A2	-0.612
SCNN1A	1.134
LSM1	0.245
UGT2B11	-1.92975
IDUA	0.16125
PPP2R3C	-0.266
COX11	-0.496
PDZK1	-0.8425
ZNF443	0.363666666666667
MGC21874	0.543666666666667
ZNF323	1.291
KRTAP10-10	-0.068
CXCL6	0.55
SLC34A2	1.5547
LOC284402	0.288
NPTN	1.14516666666667
UPP1	-1.0395
SLC6A9	-0.482
OR7G3	0.5135
CISD1	-0.453666666666667
ZNF545	-0.219333333333333
SYT14	-0.785
NT5C3L	-1.11266666666667
ZNHIT3	-0.251833333333333
SNRPD3	-0.05025
KIAA0701	0.231875
UNC93B1	0.444833333333333
GMNN	-1.625875
SPCS2	0.637166666666667
LOC388524	-0.5595
NAPRT1	0.537125
PNLIPRP1	0.08475
OR6V1	0.7845
PRKAB1	-0.54325
EYA4	-2.81183333333333
KIF20A	-2.41975
ALG10	-0.44475
ITPKC	0.839
LMX1B	0.366166666666667
RPUSD4	-0.18
C7orf34	0.127333333333333
DLGAP2	0.16475
PFN1	-0.3412
MICALL2	-0.300583333333333
ZNF654	0.2545
SS18L1	-0.76
SLC16A8	0.65875
MKI67IP	0.112166666666667
ITGB3	-0.667875
TCEA3	1.49316666666667
CEP152	-1.460625
CLIP1	1.30425
ZNF75	0.5156875
ATP5C1	-0.004
NUDT5	-0.256
PSCDBP	2.707
UBP1	-0.248
RBM27	0.0335
C13orf15	2.50075
ZNF282	-0.888166666666667
ZNF222	0.1052
COL10A1	5.836
PRDM15	-0.759625
TTTY5	-0.1795
FAM9C	-0.186583333333333
C20orf67	-0.41625
GNG13	0.175
F12	0.063
C1orf41	-0.62175
CPXCR1	-0.0405
GSK3A	-0.078625
SUPT6H	-0.1775
PI16	3.21083333333333
ELL2	-0.351833333333333
C9orf167	-0.541333333333333
PVRL3	-1.0038
FLJ38596	0.33675
ADAM20	0.27425
GPR89A	0.4235
GPR87	0.214
ZNF30	0.10775
SMR3B	0.765
ZNF770	0.076625
TRPC4AP	-0.915666666666667
DKFZP686E2158	0.338
C2orf28	0.1575
FREM1	1.5415
LAMA4	1.575
ADPRHL2	-0.0635
EIF4G2	0.277333333333333
GUCA1A	-0.199
CTNNA2	-1.127125
NUDT15	-0.254333333333333
CEPT1	0.853333333333333
ZNFX1	0.6297
CCDC92	1.03875
TDRD1	-0.03
KCNK5	0.6195
ETNK1	-0.371166666666667
LTA	0.603
TTPA	1.37216666666667
B3GALNT2	-0.06925
SC65	-1.04416666666667
PEX5L	-1.140375
EPS15L1	-0.6265
MGEA5	-0.28575
HIST1H3A	0.552
ING1	0.254125
BCAT1	-2.418125
ORC6L	-2.42727272727273
KLK11	-5.151
C19orf28	-1.164625
DNER	-4.474375
MED22	-0.507285714285714
ETV6	0.97025
CHAC2	-0.58575
CD300E	-0.011
CEBPB	1.271
ZNF398	-0.14825
LRCH3	-0.1595
HMGA1	-2.1285
CAPN7	0.0703333333333333
MGC5566	-2.37475
CCL3	3.31775
NANOS1	0.426125
ZFYVE19	-0.0205
APITD1	-0.5135
PARD3	0.252625
IRAK4	0.1205
SERPINI2	0.274
CEP170L	0.41525
TTC9	1.551
MYOM3	-0.521
MLPH	-0.255875
LOC222699	-0.9875
NRG1	-0.986166666666667
TBC1D9	2.16754545454545
TTK	-2.1115
ZNF557	0.754
DDX41	-0.272833333333333
FANK1	1.6345
UBE2D2	-0.534625
PSMB10	1.481375
MYH7B	0.222
GABARAPL2	0.13725
MARVELD2	0.357166666666667
DGCR2	0.569833333333333
UNC45A	-0.214333333333333
C6orf72	0.759
ZNF683	5.091
GIT2	0.990625
CASK	0.879333333333333
C14orf161	1.60216666666667
LRRC44	0.048
TIFA	0.971625
UTP11L	-0.257375
C6orf65	0.42225
FDPS	-0.94325
DUSP9	-2.1059
SLC17A8	0.169666666666667
OR51G1	0.159333333333333
NANS	0.1805
OLFML1	2.1155
ATP10B	-1.039875
NPAS3	0.939
PRKCA	-1.6977
GGA2	-0.0615625
LCE4A	0.623
SPANXN3	0.22825
CCDC115	1.72475
SDCCAG3	-0.798
GLIPR1L1	-0.12575
TTC1	0.4435
C17orf76	0.83475
MAD2L2	-1.33175
HIPK1	0.1127
LRRC3B	0.122
CLN3	-0.892818181818182
C17orf47	0.0705
FMN2	-1.8915
TUBB1	-0.936
WAPAL	-0.0325
C3orf21	-0.712
SCN5A	-0.1178
SMYD1	0.122
BEX5	0.365
ZNF192	0.138
SEC22A	0.402666666666667
GRIA2	2.18292857142857
KIAA0825	-1.23275
NUSAP1	-1.54163636363636
LANCL1	-0.521875
C15orf40	0.0413
ZNF645	0.294625
GPR61	-0.07075
NLRP14	-0.176
SNX21	-0.2056
C1QTNF8	-0.2865
C17orf46	0.326
IFNA8	0.106
SPRR1B	-1.36516666666667
FLRT1	-0.824
SNX17	-0.478166666666667
ASB2	1.637
HBG1	-5.374
RPRML	-1.75525
JOSD2	0.222166666666667
PLSCR3	0.6705
SPOCD1	-0.621166666666667
RAB39	0.5595
GHRH	0.349833333333333
ITIH5L	0.081
C17orf37	-0.08825
SMCR8	0.045
DPY19L2P3	-0.862166666666667
IL11RA	0.908666666666667
GDF3	-3.45633333333333
RPS6KB1	-1.01575
DNAJC19	0.00970000000000001
TOP1	0.11225
CRCT1	-0.813875
MPST	0.041125
DPM2	0.194875
FAM38B	-1.385
SLC18A1	-1.083
FARP1	-0.206
PAX7	0.02825
TUBD1	-1.284
GNL3	-0.54275
BTG2	1.6792
NDUFS6	-0.26075
C1orf79	-1.33
ERAL1	-0.621
ECHS1	0.74325
VPS4A	-0.712833333333333
CYP11A1	0.124875
ABCC6	-0.249571428571429
PBX4	-0.4
MOSC1	1.02375
NCF4	1.97275
HYMAI	0.3535
NAGPA	-0.0950000000000001
OTOP2	0.19275
ACOT12	0.0545
MTHFD2L	-0.44475
LOC441376	3.249
C19orf34	0.276
RAB1B	-0.00925
ALDOAP2	-0.9755
NTRK1	-0.766833333333333
ARTS-1	1.6442
SLC6A11	-0.321
NAP1L2	1.075
CNGB1	-0.0746666666666667
EPB41L4B	0.8955
FAM134B	0.965875
HS3ST3A1	-1.2
CPXM2	6.4245
SIRPB2	0.261
CHORDC1	-0.450166666666667
TRIB3	-1.5575
SLC2A5	0.95775
C2orf49	-0.957333333333333
DDX5	-0.0335
OR5L1	-0.173
ANAPC4	-0.1135
ZSWIM1	0.30475
LOC93622	-0.345875
KCNK3	0.2862
RP11-35N6.1	-1.171625
ZFP161	0.599666666666667
AQP9	3.537
SLC15A2	-0.402333333333333
MREG	0.216
OR9I1	-0.1145
PDLIM2	0.68275
ADAM7	0.469
GSTCD	-0.301
WDR21A	0.143875
SLC12A8	1.35416666666667
TMEM174	0.425
IGSF3	-0.686833333333333
LRRN1	-0.6555
LOC402117	0.21875
SRPK1	-1.13116666666667
LY6K	0.4904375
NFIA	3.2555
PTCD3	-0.4465
LEP	3.5695
PCDH21	0.0405
MAPKAPK2	0.0927142857142857
NMNAT1	-0.171
LHFPL2	1.1165
C9orf43	0.73925
DIP2A	-0.992
ACTR8	0.1875
CCDC34	-0.99775
PTPN22	0.997875
ITGA3	-1.02425
FAM129C	1.1405
RABGGTA	-0.151666666666667
UNC45B	0.5745
KIAA1033	0.63475
ZNF510	-0.0318333333333333
CYP2D6	-0.336
SLC26A10	-1.7295
STX8	0.38
LUZP1	0.361625
WDR89	0.164833333333333
EIF4G3	-0.00980000000000005
C5AR1	1.31875
ZNF623	0.0835
A2M	2.49725
TGM7	0.553
GRPEL1	-0.400166666666667
LMNB2	-0.952
ROCK2	0.458666666666667
SNX16	1.111625
CCDC66	-0.41225
ANXA3	1.1115
KIAA1609	0.2135
EED	-0.26375
RNF32	0.1625
HES1	0.6195
CLC	0.726666666666667
ISL1	1.02983333333333
KIAA0528	0.037875
MANEA	0.569125
C1orf61	-2.0055
hCG_2001000	0.2515
RAPGEF6	0.2571
KIAA0020	-0.0256666666666667
NEIL1	0.472
C16orf45	1.0075
RBM10	-0.400666666666667
C10orf125	-0.014125
MRS2L	-1.0275
DNAH17	-0.834875
C19orf10	-0.39425
C1orf160	0.237
SLFN12	1.43525
EXOC3	-0.423833333333333
HIST3H3	0.44675
NCOR2	0.236666666666667
TNFRSF9	2.605
MFSD8	0.3955
ALX1	-2.54933333333333
NOL1	-1.6705
PODN	2.70125
TIAL1	-0.99475
HIST1H1E	0.72575
NPY6R	0.2205
TM4SF4	0.23825
CORO2A	-0.5095
ETNK2	-0.223333333333333
APOE	2.1079
ANGPT4	0.1655
HDGF2	-0.57775
G30	0.6775
ST8SIA4	1.08
F2RL1	0.306625
FAM19A4	-2.1835
CCAR1	-0.31425
B3GNT7	-0.127
OPHN1	-0.085
DSCR6	0.793
C21orf13	0.141166666666667
GAS2L1	0.429833333333333
RFX3	0.185
COPS4	0.246625
BCHE	-3.256
BCL2	1.7725
HBZ	-3.5205
ARL13B	1.353375
MAPBPIP	1.024375
MYO15B	-0.264
SPZ1	0.26075
KIAA1324	1.61544444444444
PLCL2	1.06225
C4orf29	-0.6385
WDFY2	0.10075
ZNF284	-0.764
NAALADL1	0.9595
DUSP5	0.281666666666667
PXDN	0.481875
SLMO1	-1.23425
TNXB	0.0852
BIRC7	-1.06775
A4GALT	0.9975
TIMM22	-0.2135
FAM110C	-0.1145
TOMM34	-1.116375
ABHD9	0.3015
ADAM32	1.1555
CRHBP	1.801
AQP2	0.2235
LOC130355	1.49975
ZNF187	-0.0341666666666667
ZNF816A	0.833
F7	-0.481875
CNOT1	-0.8935
SLC13A4	-0.69175
ZBTB11	-0.232
B3GALT5	-0.42175
EXOC2	0.553166666666667
IRS1	0.2568
TMEM1	0.439
MRPL34	-0.138
SAMM50	-0.5065
CDC42EP3	0.86575
HSF2	-0.9032
MFN2	0.221
TSPAN7	0.547166666666667
NUCB1	0.561416666666667
RHOH	0.47
ARL16	-0.557
TACR1	0.09475
SFRS5	-0.434
SNX25	-0.427
RHBDF1	0.2085
PCDH18	3.27016666666667
HMG1L1	1.42975
MYO5C	1.016
MAPK10	0.5205
LDHAL6A	-0.0638333333333333
NUDT12	0.319833333333333
NCAM1	-0.199125
GLIS2	-0.53
GGTL4	-0.0145
DAPP1	1.511
ATF7	0.331125
KIAA0748	0.93175
NFIL3	0.53875
TM6SF1	0.9053
SEZ6	0.159125
NANOS3	-0.170833333333333
DNAJA3	-0.26
CLDN6	-3.0975
CIITA	3.4797
EPHA4	1.2375
FANCC	-0.93725
CMTM3	0.71325
PSG3	-0.591125
MRPL15	0.39375
C21orf59	-0.1015
PLCXD2	0.16475
C2orf34	-0.152875
UBE2L6	1.6655
MED14	-0.302
HP1BP3	-0.89
C6orf208	-0.299
TPBG	-0.01975
OSR2	0.51925
XPC	-0.164166666666667
KLHL7	-0.349666666666667
CCR3	-0.067
AGTPBP1	-0.00333333333333333
PCSK6	-1.74693333333333
STAT5A	-0.000899999999999995
FAM18B	0.879
LONRF2	-0.1185
PTPN2	0.29325
SF3A3	-0.503333333333333
EFCBP2	-0.2735
HCFC1	-0.924833333333333
AHNAK	0.1239
ACTR5	-0.09625
KIF14	-1.64771428571429
TENC1	1.6165
HEATR5B	0.7065
YIPF2	-0.250166666666667
MYEOV2	0.0613333333333333
DUSP18	0.88225
KIAA1012	0.473
AHR	0.823
C17orf53	-1.6275
PTPRH	-3.8265
ATP6V1C1	0.7284
TAS2R3	-0.195
LOC440356	-0.28575
COQ10B	0.5615
PSMF1	0.412
SORBS2	1.6095
NFE2L2	0.4255
TMCO7	-0.03275
SH3PXD2A	0.0105
SH2D2A	0.3355
SPINK5	-2.1315
MRPS24	-0.96275
OPA3	-0.02075
TRAF7	-0.115166666666667
C4orf35	0.262833333333333
MT1G	-0.8485
MGC39545	-0.098
HS1BP3	-0.00539999999999999
OR2B2	0.3935
CHRM4	-0.089
SFRP2	4.028
RIC3	0.54425
ART1	-0.042
C6orf1	0.46725
DUS4L	-1.033
C10orf104	0.898
TNFAIP6	2.33825
RTEL1	-0.76175
CCT4	-0.3521
ZNF709	-0.081
CHMP6	-0.336166666666667
UPP2	0.33275
CYP19A1	-0.948625
CD151	-0.9125
NDUFA13	0.266666666666667
ARFRP1	-0.630833333333333
FAM26B	2.24875
CRYBA1	-0.798
MRPL41	0.0661666666666667
NPFFR2	-0.49925
HRH2	-0.141
SCAMP3	-0.530166666666667
MTMR6	1.0582
MTG1	-1.6665
UBTD1	0.83175
CRABP1	0.1075
FLJ33790	-0.5196
KIAA1908	-0.188166666666667
GPR158	-1.98075
PACSIN3	-1.25883333333333
OMD	3.46333333333333
CATSPER1	0.5175
HOXB8	-1.06575
FBXO46	0.3115
OAS1	1.36983333333333
SVIL	0.86375
PHB2	-1.223
ADCY3	0.432
NDRG2	1.48266666666667
ERMAP	0.7588
APBA2	-1.37416666666667
IGSF9	0.32975
WNT6	-0.0323571428571429
MYCBPAP	1.1645
ATP2B2	-0.1048
CPVL	1.478
TRAM2	-0.24925
NOP5/NOP58	-0.3945
ZNRF4	0.08
TLK1	-0.01125
MTMR12	0.255857142857143
ZNF384	-0.410666666666667
FAM9B	-2.46225
RPN1	0.732
PMVK	0.67775
EIF3D	0.2945
SIX2	-1.098
HPS1	0.483428571428571
RNF7	0.9355
PSKH2	0.0835
KCTD13	-0.4565
CSMD3	-0.4448
FBF1	-0.682
IL8	-4.293875
SERPINB13	0.129833333333333
FBXL20	-0.31825
BLR1	0.23575
SH2B1	-0.868
RFNG	-1.004625
RAB20	1.384
RBM7	0.27075
POLR1A	-0.524
TMPRSS4	-0.80375
TAF9	-0.87025
TERF2	-0.00983333333333334
TNFRSF1A	0.96475
ACADVL	-0.469833333333333
GTF2H5	0.25225
EDG8	0.811666666666667
C9orf140	-1.69875
UST6	0.26725
ZBTB8OS	-0.22875
ZNF710	0.52
GPR174	0.6415
ATP6V0A2	-0.3765
KIAA0319L	0.211083333333333
XKRX	-0.182
DOPEY2	0.3038
SDHD	0.2585
SUMF1	1.34525
OSM	3.48875
OPN3	-0.27625
DAGLB	-0.395333333333333
PPFIBP1	0.7507
TRIM63	-0.57675
C10orf53	-0.202
LYPD3	-0.692666666666667
BCL7A	-0.264125
AGER	-0.995333333333333
TCF19	-1.5995
SAT2	0.2845
PFTK1	0.229333333333333
GABRE	-0.8215
C15orf38	1.6179
FIS1	-0.0735
KCNV2	0.11
CLPS	1.716
PPCDC	-0.687625
FOXN2	1.3565
NT5E	-1.7845
CD83	1.93125
IL18	2.871
VPS16	0.0795
IGFBP2	-0.0861666666666667
NOTCH2	0.97575
SIGLEC1	3.01375
CD93	5.896
SULF2	0.307
CEP164	-0.3945
P53AIP1	0.500833333333333
TOR2A	-0.0695
ZNF136	0.63775
MGP	3.2396
CCDC144A	0.784666666666667
TRPC1	0.123166666666667
SMS	0.2945
MAPK7	-0.133833333333333
RRAGC	1.526
PARD6A	-0.3255
NUB1	0.680666666666667
SYNGR4	-0.339
OR11H12	-0.029
WIF1	1.488875
GCH1	1.36375
OR11H4	-0.0105
SLC44A5	-0.123
GPRIN2	1.64683333333333
LOC401431	0.112
CPA4	-2.3278
MELK	-1.90611111111111
IL15RA	2.04075
CUL3	0.448125
HMBOX1	-2.95175
PODXL	-0.81675
CCT6B	0.975
COMTD1	-0.2975
MUC20	0.599833333333333
GPX2	-2.31
ITK	1.0865
FBXL5	1.6305
C13orf27	-1.01925
DEFA5	0.1915
TRHDE	-0.0735
MTP18	-1.05483333333333
UQCRQ	-0.4405
ITGB2	3.278
CSRP2BP	0.2035
TAS2R44	0.207
PHPT1	0.262625
FAM44C	-0.15375
ERH	-0.66275
MPHOSPH1	-1.71266666666667
MORC1	-0.4735
PARVB	-0.699
LAMA1	-1.78875
PGBD3	0.343
GIMAP6	4.47775
AREG	-1.714
LIPT1	0.295
MGC99813	-1.48175
C1orf201	0.203166666666667
GRIN2A	-0.4647
MAN2C1	-1.489875
NSUN5	-1.176
SF3B5	0.57575
MYC	-0.830375
NRXN1	-0.099
ZNF18	0.315
SPDYA	-0.38575
SLC37A1	0.735
DECR2	0.07375
ANKRD38	0.22375
SPTLC3	-0.765583333333333
SUPT16H	-0.36475
DTWD2	0.231
ULBP1	-0.662
ZADH1	-0.582333333333333
OIP5	-1.52525
IL10RB	0.315166666666667
OTUB2	-0.3185
VWA3A	0.322833333333333
SPIC	1.35516666666667
OR6C4	0.094
PSCD4	2.6015
DPY19L2P2	-0.476
TRAPPC6A	0.420833333333333
C21orf2	-0.73
CEMP1	0.4165
LIN7B	0.0365
E2F7	-2.41066666666667
VCP	-0.0629375
LAMA3	1.707
BGN	1.93875
GPR160	0.8225
COCH	-3.8145
GPR81	1.51633333333333
APOBEC3F	-0.137
tcag7.1017	-1.11775
C1orf32	0.4645
SCGB1D2	5.46
FLJ43987	-0.1075
C6orf170	-0.1965
KLK9	0.4205
GPD1L	0.453625
VPS37B	-0.073
ATG3	0.301
ADAMTS17	0.275
KLHDC2	-0.311666666666667
NDUFV2	0.3935
BLK	-1.17725
MATN4	-1.9855
GPM6A	0.336375
GBP4	5.22733333333333
TMEM162	0.2145
PKP2	-0.051
HRASLS	1.472
MMP1	-0.4805
SFXN3	0.0347
FSD1	-2.141
ST6GALNAC3	-0.440166666666667
CA12	2.644
NCOA6	0.08025
C19orf58	-0.1602
PPP4R1	-0.274666666666667
MAN1A2	0.590166666666667
IKBKAP	-1.29125
UPF1	0.159166666666667
KIAA1219	0.1505
WNT16	0.3935
SNW1	-0.060375
IL18RAP	3.76225
RPP30	-0.420625
CDC40	0.302857142857143
SETD3	0.399666666666667
SLAMF6	1.39125
ELK4	-0.3005
TRIM47	0.456333333333333
ACOX3	1.45725
TRIM6	0.71075
KIAA0372	-0.392833333333333
TP53AP1	0.664375
SMURF2	-0.16725
ADAD1	0.134
EBP	-1.1763
KRTAP13-2	0.371
FLJ36874	-0.821833333333334
TOR1A	-0.111166666666667
P2RY4	-0.168
GPBP1	0.075
TRPV1	0.022
ADAMTS12	1.0265
PES1	-0.7103
ATG4A	0.946666666666667
MAGEA10	-4.508
WFS1	1.10325
CC2D1B	-0.300833333333333
PABPN1	-0.658375
SLC25A30	0.57575
SLCO1C1	0.9855
SLC22A5	0.5425
KIF23	-1.69566666666667
SYN2	-0.022
ASPN	6.9485
CENTG2	-0.2745
QSOX2	-1.7094
FLJ10815	0.0165
STK24	-0.122375
SPEG	-0.153
STK10	0.894166666666667
DACT2	0.399
AAAS	-1.229
SSX3	-1.70475
ABCD3	0.7352
C4orf12	0.420375
PARVG	2.046
FIG4	0.6765
C9orf46	1.68625
TMCO6	-1.031
IGHMBP2	-0.84375
DUS2L	-0.782
FAM3C	0.6233125
TMEM16D	-1.253125
DCTN4	0.02475
KCNH3	0.24875
EIF2AK2	0.781
AP1S3	0.4425
CST4	1.144
PAM	0.804
NUTF2	-0.3955
CITED2	0.1638
SLC39A4	0.054
C2orf52	-0.465
GRM3	-0.0735
C12orf49	0.39725
CCDC49	-0.1343
GRAMD1B	-0.81475
FNDC4	2.0135
SIAH2	-0.511375
GDPD4	0.149
C21orf87	0.20925
ATP5A1	-0.297166666666667
C16orf63	-0.490125
LOC388135	0.812833333333333
ATP5J2	-0.742375
MMP3	0.9525
EMID2	-0.26125
CRHR1	0.26675
WDR70	0.32025
C13orf31	2.22825
ZFAND1	0.6515
CCL18	3.984
C3orf49	-0.2895
RINT1	-0.478
KIAA0408	-0.447833333333333
F13A1	5.4098
SLC10A1	-0.00166666666666667
OGN	3.748
GIPC2	0.902
XPO6	-0.726833333333333
LCE1A	1.0735
FMR1	0.4768
LOC374920	0.317
DUSP3	0.186
ANKMY1	-0.56575
C7orf50	-0.40475
BBS9	0.0707
UNC119B	-0.185428571428571
C9orf72	0.78375
MGC35440	-0.12275
ENTPD6	-0.772375
PPP1R2P9	0.6545
ERCC4	0.05
FAHD2B	-0.133
HMHA1	1.4105
HACL1	-0.42
RAD23A	-0.13
FAM83B	-0.2585
PPP5C	-1.98966666666667
RNASEH2C	-0.444125
C9orf153	-0.13725
SCAMP4	-0.055875
GHITM	0.4203
NDUFB7	0.261875
ADCYAP1	3.629
SP110	2.4905
MAP3K7IP2	0.8845
DHH	-0.3605
AGRN	0.0541428571428571
WDR33	0.088
CEP290	1.1635
PRPS1L1	-1.73416666666667
KLRA1	0.382
GPR97	-0.0755
CHD7	0.1925
TLR10	2.08825
SLC30A8	-0.8995
HIC1	1.40733333333333
IAPP	-0.0475
RXFP4	0.3205
GP1BB	-0.2385
SHQ1	0.4885
NKX2-3	0.366166666666667
API5	-0.069
FTHP1	0.904
MOV10L1	-0.0738333333333333
TRIM6-TRIM34	2.44916666666667
ADHFE1	1.20625
FAM117A	-0.00725
DDI1	0.0395
CDON	-0.333333333333333
TRIM73	-0.552
IGKC	4.428
MMP14	-0.432666666666667
DYNC1LI1	-0.39275
C11orf66	0.0465
TRBV3-1	0.0670000000000001
FASTKD5	-0.0715
BIVM	-0.912
LHX4	-0.10525
CXCL2	1.8573
RAB2B	-0.8685
IZUMO1	-0.4445
MAP3K15	-1.663875
FAM19A2	0.587
ZC3H8	-0.306166666666667
ZMAT1	1.939625
SPINK5L3	-2.49475
SLC10A6	0.726
APPL2	0.14625
CARD10	-0.194666666666667
LOC402176	0.50425
EEF1D	1.2241
RAB6A	0.3792
C12orf5	0.259375
PAPOLG	0.7495
MSRB2	1.14925
BCR	-0.00644444444444444
PUS3	0.28925
TIAM2	0.815
ZNF317	-0.110333333333333
CHD2	0.00557142857142855
FZD5	-1.36322727272727
NUDT8	-1.7905
ZNF763	-0.3585
PRC1	-1.78977777777778
ABCB9	0.301833333333333
SPATA3	-0.013
TRAK2	0.6905
STAB1	3.233875
LRRTM2	0.4145
psiTPTE22	-0.70425
DBI	1.8985
SERPINA11	-1.83075
NAT5	0.46875
C20orf58	-2.476
RPS6KA4	0.2475
FLJ90650	2.23375
TGFBRAP1	0.0175
CHRDL2	1.271375
FAHD2A	-0.287666666666667
CNTN1	0.16075
BBS4	-0.0726
TMEM181	-0.38625
MINPP1	-0.3515
MPHOSPH6	0.380416666666667
HOXC10	0.67
ITPKB	-0.160875
CLPTM1L	-0.258875
MEOX2	1.91033333333333
ATP6V0C	0.83125
PRPF8	-0.818
TMC5	2.383
FKBP3	-0.98
PLEKHB2	-0.445125
OR4D6	-0.28
ZNF544	-0.9197
D2HGDH	-1.001125
RPL18A	-0.5102
HEL308	0.20425
MPP6	-1.732
TCERG1	-1.23625
KRT16	-0.264166666666667
KLF17	-0.35975
KLF5	-0.808375
CDR1	3.0875
VCX3A	-4.491
FBLN2	2.7795
C14orf104	-0.33275
HBE1	-4.8724
OR4S2	0.0015
C1orf108	-0.625666666666667
ROBO4	3.85333333333333
CPEB4	1.210375
C11orf80	-1.54266666666667
BCKDHA	-0.01
MYOC	3.0985
GIF	0.1985
CKMT1A	1.6585
RPL3	0.4059
THBS1	2.370125
APOO	-0.553
ARMCX1	1.36275
HSZFP36	0.54325
SNAPC5	0.24825
EIF4ENIF1	0.63475
ZNF433	-0.5625
TNFRSF21	0.179375
TMPRSS7	0.106
SPATA18	0.8764
HPDL	-0.028
MKL2	1.0053
TBX3	0.412384615384615
C21orf93	-0.0316666666666667
DAXX	-0.38175
ELMO1	1.402
RGS13	3.164
TAF11	-0.55225
UNC13A	-1.731875
LOC653314	-0.6165
ORC3L	-0.67025
IMAA	-2.5905
TARBP2	-0.8875
CABIN1	-0.1808
TRIOBP	0.2038125
HIST1H2AC	1.3505
RGS22	-1.4735
NCOA1	1.47266666666667
IL25	0.975
SNCG	2.8935
GPR6	0.5145
AMDHD1	-2.04066666666667
CHEK2	-0.8395
C6orf142	0.25975
DRD4	-0.44625
C14orf68	-0.89325
GDF11	-2.12525
SEMG2	-0.1445
CD247	1.752
CDAN1	-0.2445
RBMX2	0.510666666666667
TGS1	-0.0315
OIT3	0.4735
SYF2	0.89125
MCM4	-1.587625
PKHD1L1	0.5125
CEP192	-0.529
IFT88	0.733
RPL9	0.0984285714285714
RAB32	0.625
DDX43	-0.13675
P2RX2	0.565166666666667
OR5D18	0.464
UBE1	-0.3905
SLC24A1	0.752875
ARHGAP5	0.2865
CETP	0.59975
KIAA1731	-0.441166666666667
SLC9A4	0.616
PTPN6	1.32
BAHD1	0.6045
GRIK3	0.472
CACNB2	-0.2012
PDE10A	0.40625
DGCR14	-0.22675
PCDHB9	-0.446166666666667
RHOQ	1.4685
MAP3K4	-0.276
KTI12	-0.054
RPL23AP13	-0.00325
GNG11	0.7795
CLCN3	0.863833333333333
GPAM	1.49975
VSTM2A	0.0025
SLAMF7	4.88483333333333
INTS2	-0.5695
PPP2CA	0.1418
LRP12	0.393266666666667
SEC14L2	1.36133333333333
DKFZP586H2123	4.20025
MC3R	-0.007
CIRH1A	-1.8005
HIST1H2AB	1.04816666666667
POLH	-0.4435
MGC16703	-1.85666666666667
SNAPC2	0.0865
FILIP1L	1.859
RASGRP4	0.502
LRRC1	0.99525
GAS1	2.27475
PRAC	-0.75275
DGKA	0.0716666666666667
NT5C3	-0.75425
PEG3	-2.43291666666667
NADK	-0.60475
PRR17	-0.441
LOC374569	0.94775
SGSH	0.0368333333333333
NLRP8	-0.1465
GALT	-0.3426
MCF2	-0.7025
ZNF263	0.10525
TACSTD1	0.6465
TYR	-6.6926
ATP6AP2	1.10575
RNUXA	-0.1585
ABHD10	0.1119
GDPD2	-0.908
SLC35C1	0.48725
UBE2A	0.653375
HERC5	0.00533333333333334
FAM112B	-4.06933333333333
FBXL16	-0.034
DKFZP434A0131	-0.58825
ELA3A	-2.697
RBM41	-0.307875
HAO2	0.10075
RNH1	0.284875
SHANK2	0.475
OSBP2	-1.790125
DAK	-1.05283333333333
C3orf58	0.686833333333333
TCL1B	0.163
KBTBD2	-0.068375
SUGT1L1	-0.10975
UBE2E2	1.81416666666667
MYL9	2.649
CDC23	-0.901166666666667
PBXIP1	0.957
CXorf40B	0.471
NBL1	0.86725
RTBDN	-0.267
RAB11FIP5	0.167875
TTTY13	-0.676
SCOTIN	0.2725
SOHLH1	-0.0866666666666667
CDKN1A	0.396071428571429
NCK1	1.2465
ZNF550	0.00875
SAPS3	-0.0284166666666667
SPIN3	0.2295
MAGEE2	0.631
MIS12	-0.784
OR8H2	0.6275
KIAA0774	-0.881833333333333
UNC5D	-1.397
