Hybridization REF	TCGA-A8-A08X-01A-21R-A00Z-07
NMNAT1	-0.490666666666667
LHFPL2	0.774625
C9orf43	0.6595
DIP2A	-0.1615
ACTR8	-0.083
CCDC34	-1.745
PTPN22	0.218375
ITGA3	-1.561375
FAM129C	0.209
RABGGTA	0.383833333333333
UNC45B	0.20325
KIAA1033	0.451125
ZNF510	-0.534666666666667
CYP2D6	-0.790333333333333
SLC26A10	-1.4365
STX8	0.4365
LUZP1	0.258875
WDR89	0.325
EIF4G3	-0.6602
C5AR1	1.10875
ZNF623	0.231
A2M	0.60475
TGM7	0.2665
GRPEL1	-1.108
LMNB2	-0.5161
ROCK2	0.099
SNX16	-0.11175
CCDC66	-0.41325
ANXA3	2.26675
KIAA1609	1.074375
EED	-1.069
RNF32	0.152333333333333
HES1	0.6956
CLC	0.694
ISL1	0.924166666666667
KIAA0528	-0.446875
MANEA	1.270875
C1orf61	-1.36
hCG_2001000	-0.12575
RAPGEF6	-0.7525
KIAA0020	0.858833333333333
NEIL1	0.69975
C16orf45	-1.09575
RBM10	-0.436666666666667
C10orf125	0.3765
MRS2L	-0.13925
DNAH17	-1.14625
C19orf10	-0.315
C1orf160	-0.054
SLFN12	0.15925
EXOC3	-0.0603333333333333
HIST3H3	0.3805
NCOR2	-0.234166666666667
TNFRSF9	1.131
MFSD8	0.474
ALX1	-2.17083333333333
NOL1	-1.05775
PODN	2.968
TIAL1	-0.79
HIST1H1E	-0.44375
NPY6R	0.24775
TM4SF4	1.2265
CORO2A	-0.544
ETNK2	-1.63066666666667
APOE	0.5842
ANGPT4	0.7105
HDGF2	-0.4015
G30	-1.2855
ST8SIA4	0.0702857142857143
F2RL1	0.555875
FAM19A4	-2.954
CCAR1	-0.533
B3GNT7	0.4875
OPHN1	-0.0269
DSCR6	1.428
C21orf13	0.574
GAS2L1	0.91575
RFX3	-0.1325
COPS4	-0.08775
BCHE	-4.69616666666667
BCL2	0.01725
HBZ	-2.71316666666667
ARL13B	0.284625
MAPBPIP	0.3275
MYO15B	-0.362875
SPZ1	0.61775
KIAA1324	0.476777777777778
PLCL2	-0.059625
C4orf29	-1.33975
WDFY2	0.464125
ZNF284	-0.1585
NAALADL1	0.5795
DUSP5	0.4435
PXDN	1.367625
SLMO1	-0.8305
TNXB	0.6719
BIRC7	-0.49825
A4GALT	0.776
TIMM22	0.188
FAM110C	0.06825
TOMM34	-1.007375
ABHD9	0.674
ADAM32	1.058
CRHBP	-0.96775
AQP2	0.50025
LOC130355	0.732
ZNF187	-0.4235
ZNF816A	0.216
F7	-0.908
CNOT1	-0.4445
SLC13A4	-1.29625
ZBTB11	0.05125
B3GALT5	0.20125
EXOC2	-0.1275
IRS1	-0.7573
TMEM1	-0.112333333333333
MRPL34	-0.156
SAMM50	-0.225
CDC42EP3	-0.16025
HSF2	-1.1112
MFN2	-0.80725
TSPAN7	-2.4525
NUCB1	0.788333333333333
RHOH	-0.87525
ARL16	-0.705
TACR1	0.18125
SFRS5	-1.11666666666667
SNX25	-0.51775
RHBDF1	0.335
PCDH18	1.87766666666667
HMG1L1	0.2795
MYO5C	-0.696
MAPK10	-0.194
LDHAL6A	0.256166666666667
NUDT12	-0.206166666666667
NCAM1	-0.68675
GLIS2	0.732
GGTL4	1.3225
DAPP1	0.81375
ATF7	0.099
KIAA0748	-0.63
NFIL3	-0.20575
TM6SF1	-0.2441
SEZ6	0.2225
NANOS3	-0.147833333333333
DNAJA3	-0.471666666666667
CLDN6	-2.523
CIITA	2.6942
EPHA4	-1.65316666666667
FANCC	-0.41125
CMTM3	0.8265
PSG3	1.134875
MRPL15	-0.1855
C21orf59	-0.1695
PLCXD2	0.2925
C2orf34	-0.516
UBE2L6	0.091125
MED14	0.0156666666666667
HP1BP3	-0.2006
C6orf208	0.0925
TPBG	0.41575
OSR2	-0.2755
XPC	-0.330333333333333
KLHL7	-0.268416666666667
CCR3	-0.676
AGTPBP1	-0.746833333333333
PCSK6	-2.7822
STAT5A	-1.2985
FAM18B	0.0015
LONRF2	-1.91283333333333
PTPN2	-0.203875
SF3A3	-0.721
EFCBP2	-0.661
HCFC1	-0.668333333333333
AHNAK	0.2819
ACTR5	0.16725
KIF14	-0.846142857142857
TENC1	0.751
HEATR5B	0.2765
YIPF2	0.800666666666667
MYEOV2	-0.3135
DUSP18	1.336
KIAA1012	0.362
AHR	-0.408666666666667
C17orf53	-1.1095
PTPRH	-3.129
ATP6V1C1	-0.1307
TAS2R3	-0.185
LOC440356	-0.324
COQ10B	-0.022
PSMF1	0.140416666666667
SORBS2	3.17458333333333
NFE2L2	-0.199
TMCO7	-0.57125
SH3PXD2A	1.3958
SH2D2A	-0.424
SPINK5	-2.98575
MRPS24	-0.1665
OPA3	0.674
TRAF7	0.417166666666667
C4orf35	0.2165
MT1G	-0.983375
MGC39545	-0.016
HS1BP3	0.2126
OR2B2	0.842
CHRM4	0.408
SFRP2	3.6015
RIC3	-0.8985
ART1	0.239
C6orf1	0.1235
DUS4L	-1.42775
C10orf104	-0.338
TNFAIP6	3.0245
RTEL1	-0.95875
CCT4	0.8492
ZNF709	0.00674999999999999
CHMP6	0.276666666666667
UPP2	-0.23075
CYP19A1	-2.91542857142857
CD151	-0.339333333333333
NDUFA13	-0.204333333333333
ARFRP1	-0.351333333333333
FAM26B	1.207
CRYBA1	-1.948
MRPL41	0.613833333333333
NPFFR2	-1.418625
HRH2	0.166
SCAMP3	0.180666666666667
MTMR6	0.6756
MTG1	-0.749666666666667
UBTD1	1.25225
CRABP1	-1.371
FLJ33790	-0.1863
KIAA1908	0.172333333333333
GPR158	0.647
PACSIN3	0.29
OMD	3.70266666666667
CATSPER1	-0.103166666666667
HOXB8	-1.00575
FBXO46	1.4665
OAS1	0.952
SVIL	0.93475
PHB2	-1.011
ADCY3	-1.1865
NDRG2	-0.0186666666666667
ERMAP	-0.3472
APBA2	0.219166666666667
IGSF9	2.59375
WNT6	1.62321428571429
MYCBPAP	-1.3505
ATP2B2	0.1006
CPVL	-0.5383
TRAM2	-0.54975
NOP5/NOP58	0.067
ZNRF4	0.02975
TLK1	-0.149375
MTMR12	0.495214285714286
ZNF384	-0.570166666666667
FAM9B	-2.33625
RPN1	0.6928
PMVK	1.60125
EIF3D	0.224
SIX2	2.319
HPS1	0.429285714285714
RNF7	-0.159
PSKH2	-0.0605
KCTD13	0.504833333333333
CSMD3	0.2051
FBF1	-0.908
IL8	-2.5265
SERPINB13	0.74425
FBXL20	2.67125
BLR1	0.78475
SH2B1	-0.915833333333333
RFNG	-0.0555
RAB20	0.111
RBM7	-0.51875
POLR1A	-0.248666666666667
TMPRSS4	-0.25875
TAF9	-1.126625
TERF2	-0.176833333333333
TNFRSF1A	0.249916666666667
ACADVL	-0.4345
GTF2H5	0.23925
EDG8	-0.3775
C9orf140	2.006875
UST6	0.4665
ZBTB8OS	-0.51975
ZNF710	0.966
GPR174	-0.608
ATP6V0A2	-0.1625
KIAA0319L	-0.0701666666666666
XKRX	1.079
DOPEY2	1.3229
SDHD	-0.681583333333333
SUMF1	1.45275
OSM	2.13675
OPN3	1.1455
DAGLB	0.0431666666666667
PPFIBP1	0.6954
TRIM63	-4.02125
C10orf53	-0.5675
LYPD3	0.992333333333333
BCL7A	0.00874999999999999
AGER	-1.18566666666667
TCF19	-0.773125
SAT2	0.16875
PFTK1	0.895666666666667
GABRE	-1.070625
C15orf38	0.8207
FIS1	-0.0625
KCNV2	-0.19875
CLPS	0.69325
PPCDC	-0.2955
FOXN2	0.872666666666667
NT5E	-2.1586
CD83	0.51075
IL18	0.835625
VPS16	0.3785
IGFBP2	-2.83233333333333
NOTCH2	0.2545
SIGLEC1	2.7155
CD93	4.9935
SULF2	-0.43275
CEP164	-0.249125
P53AIP1	-0.0601666666666667
TOR2A	0.522666666666667
ZNF136	-0.027
MGP	1.3255
CCDC144A	-0.373
TRPC1	-0.684333333333333
SMS	-0.0516666666666667
MAPK7	0.2245
RRAGC	0.5825
PARD6A	-0.730333333333333
NUB1	0.4125
SYNGR4	0.644
OR11H12	0.0705
WIF1	0.796125
GCH1	0.7215
OR11H4	0.5945
SLC44A5	0.812
GPRIN2	3.06566666666667
LOC401431	-0.63175
CPA4	-1.6718
MELK	0.313111111111111
IL15RA	1.14525
CUL3	-0.072875
HMBOX1	-1.43925
PODXL	-1.50125
CCT6B	0.272
COMTD1	0.571
MUC20	0.137666666666667
GPX2	-3.352125
ITK	-0.33875
FBXL5	0.73425
C13orf27	-1.365
DEFA5	0.7815
TRHDE	-0.018
MTP18	0.102666666666667
UQCRQ	-0.4829
ITGB2	2.31816666666667
CSRP2BP	0.554
TAS2R44	1.3005
PHPT1	-0.419625
FAM44C	-0.702
ERH	0.36775
MPHOSPH1	-0.855666666666667
MORC1	0.19
PARVB	-0.6175
LAMA1	-1.70408333333333
PGBD3	-0.5265
GIMAP6	3.72575
AREG	-5.95283333333333
LIPT1	-0.4545
MGC99813	-0.989
C1orf201	0.0188333333333334
GRIN2A	-0.8037
MAN2C1	-1.060125
NSUN5	-0.45975
SF3B5	0.532
MYC	-1.246
NRXN1	-0.638833333333333
ZNF18	0.405
SPDYA	0.49825
SLC37A1	1.1755
DECR2	0.25225
ANKRD38	0.991375
SPTLC3	-1.31683333333333
SUPT16H	-0.452125
DTWD2	-0.4715
ULBP1	-0.191
ZADH1	-0.348666666666667
OIP5	-2.30425
IL10RB	0.8305
OTUB2	0.38725
VWA3A	-0.0804999999999999
SPIC	-0.269166666666667
OR6C4	0.229
PSCD4	1.73666666666667
DPY19L2P2	-0.7645
TRAPPC6A	1.432
C21orf2	-0.3135
CEMP1	-0.4725
LIN7B	0.7625
E2F7	-1.92316666666667
VCP	0.4790625
LAMA3	-0.556166666666667
BGN	2.3425
GPR160	1.1785
COCH	-4.08066666666667
GPR81	-0.684333333333333
APOBEC3F	-0.60675
tcag7.1017	-0.5
C1orf32	2.5065
SCGB1D2	4.97975
FLJ43987	-1.0045
C6orf170	-0.39275
KLK9	1.025
GPD1L	0.960875
VPS37B	1.28775
ATG3	-0.0573333333333333
ADAMTS17	-0.7265
KLHDC2	0.022
NDUFV2	0.00574999999999999
BLK	-1.01325
MATN4	0.328
GPM6A	-0.653428571428572
GBP4	4.04866666666667
TMEM162	0.6302
PKP2	0.6865
HRASLS	3.21577777777778
MMP1	1.11925
SFXN3	-0.5537
FSD1	-1.4685
ST6GALNAC3	-2.26433333333333
CA12	-1.4527
NCOA6	0.24875
C19orf58	0.5323
PPP4R1	0.387166666666667
MAN1A2	0.7625
IKBKAP	-1.47525
UPF1	0.110833333333333
KIAA1219	0.11
WNT16	0.350333333333333
SNW1	-0.552375
IL18RAP	2.48825
RPP30	-0.478
CDC40	-0.0535714285714286
SETD3	0.225666666666667
SLAMF6	2.00475
ELK4	-0.132
TRIM47	0.3765
ACOX3	-0.348375
TRIM6	-0.361375
KIAA0372	-0.351333333333333
TP53AP1	0.257125
SMURF2	0.03925
ADAD1	0.8905
EBP	-0.2769
KRTAP13-2	-0.2285
FLJ36874	-0.577
TOR1A	-0.222
P2RY4	1.1075
GPBP1	-0.361
TRPV1	0.4445
ADAMTS12	0.543
PES1	-0.1884
ATG4A	0.953166666666667
MAGEA10	-4.029
WFS1	-0.1035
CC2D1B	-0.053
PABPN1	-0.299625
SLC25A30	1.037
SLCO1C1	-0.4762
SLC22A5	-0.971
KIF23	-1.17383333333333
SYN2	-0.695
ASPN	8.78916666666667
CENTG2	0.3605
QSOX2	-0.9531
FLJ10815	0.405166666666667
STK24	-0.5571875
SPEG	1.0481
STK10	0.168666666666667
DACT2	-3.4485
AAAS	-0.7695
SSX3	-1.731375
ABCD3	-0.6753
C4orf12	-0.340625
PARVG	1.46316666666667
FIG4	0.48875
C9orf46	0.9095
TMCO6	-0.599
IGHMBP2	-1.09175
DUS2L	0.188
FAM3C	-0.021875
TMEM16D	-2.081375
DCTN4	-0.2715
KCNH3	-0.25225
EIF2AK2	0.48075
AP1S3	0.199625
CST4	0.147
PAM	0.0764666666666667
NUTF2	-0.37525
CITED2	-0.0803
SLC39A4	0.30325
C2orf52	-0.7185
GRM3	-0.185
C12orf49	0.561875
CCDC49	1.1305
GRAMD1B	-1.2475
FNDC4	0.135
SIAH2	0.126375
GDPD4	0.28825
C21orf87	1.173375
ATP5A1	-0.0346666666666667
C16orf63	-0.529125
LOC388135	-0.230333333333333
ATP5J2	-0.137625
MMP3	-0.117
EMID2	-0.01875
CRHR1	0.70325
WDR70	0.005
C13orf31	2.508
ZFAND1	-0.6905
CCL18	4.20866666666667
C3orf49	0.713
RINT1	-0.7135
KIAA0408	-1.30183333333333
F13A1	4.9982
SLC10A1	-0.170333333333333
OGN	-0.24875
GIPC2	-1.95183333333333
XPO6	-0.823833333333333
LCE1A	0.9455
FMR1	0.687
LOC374920	-0.1315
DUSP3	0.231125
ANKMY1	0.84
C7orf50	-0.39
BBS9	-0.3858
UNC119B	0.060375
C9orf72	0.239
MGC35440	-1.11625
ENTPD6	-0.090125
PPP1R2P9	0.36
ERCC4	-0.188
FAHD2B	0.066
HMHA1	-0.6305
HACL1	-1.1345
RAD23A	0.184166666666667
FAM83B	-0.42375
PPP5C	-0.285833333333333
RNASEH2C	-0.36875
C9orf153	-0.6085
SCAMP4	0.3515
GHITM	-0.4253
NDUFB7	0.358625
ADCYAP1	0.170833333333333
SP110	1.14266666666667
MAP3K7IP2	0.45225
DHH	0.3635
AGRN	0.949285714285714
WDR33	-0.1945
CEP290	0.335666666666667
PRPS1L1	-1.7855
KLRA1	-0.431
GPR97	0.0565
CHD7	0.147166666666667
TLR10	1.776
SLC30A8	-1.3945
HIC1	1.63066666666667
IAPP	0.694
RXFP4	0.76725
GP1BB	1.14875
SHQ1	-0.198
NKX2-3	0.7366
API5	-0.05125
FTHP1	0.04
MOV10L1	1.25766666666667
TRIM6-TRIM34	2.07866666666667
ADHFE1	-1.30075
FAM117A	-0.69425
DDI1	0.0883333333333333
CDON	-0.136166666666667
TRIM73	-0.504
IGKC	5.593
MMP14	0.554416666666667
DYNC1LI1	0.27275
C11orf66	0.467
TRBV3-1	-1.24875
FASTKD5	0.48575
BIVM	-1.08325
LHX4	-0.24425
CXCL2	-0.3003
RAB2B	-0.36
IZUMO1	-1.0865
MAP3K15	-2.092625
FAM19A2	0.125
ZC3H8	-0.222333333333333
ZMAT1	1.24325
SPINK5L3	-3.37975
SLC10A6	0.9405
APPL2	-0.362375
CARD10	-1.60616666666667
LOC402176	0.214625
EEF1D	0.4697
RAB6A	0.3889
C12orf5	-0.5955
PAPOLG	0.243
MSRB2	1.22975
BCR	1.04455555555556
PUS3	0.317
TIAM2	1.88425
ZNF317	0.4415
CHD2	-0.123357142857143
FZD5	-1.74309090909091
NUDT8	0.2215
ZNF763	-0.422
PRC1	-1.36755555555556
ABCB9	-0.340666666666667
SPATA3	0.271
TRAK2	0.475125
STAB1	2.870125
LRRTM2	-0.433833333333333
psiTPTE22	1.1995
DBI	1.24725
SERPINA11	-2.7875
NAT5	0.0815
C20orf58	-2.006
RPS6KA4	0.1935
FLJ90650	-1.39975
TGFBRAP1	0.194
CHRDL2	-0.54725
FAHD2A	0.0643333333333333
CNTN1	-0.29375
BBS4	-0.9237
TMEM181	0.2045
MINPP1	-0.99025
MPHOSPH6	-0.09525
HOXC10	0.9511
ITPKB	1.23575
CLPTM1L	0.471125
MEOX2	-1.09033333333333
ATP6V0C	0.50925
PRPF8	-0.384666666666667
TMC5	2.6835
FKBP3	-0.155
PLEKHB2	0.064
OR4D6	0.2565
ZNF544	-2.1166
D2HGDH	-0.06675
RPL18A	0.2619
HEL308	-0.301125
MPP6	-0.97875
TCERG1	-1.41325
KRT16	2.278
KLF17	-0.6435
KLF5	1.56525
CDR1	2.27
VCX3A	-5.0685
FBLN2	2.323375
C14orf104	-0.1325
HBE1	-4.2969
OR4S2	1.0245
C1orf108	-0.232
ROBO4	3.33416666666667
CPEB4	1.003
C11orf80	0.95
BCKDHA	0.873333333333333
MYOC	-0.12375
GIF	0.364
CKMT1A	1.669
RPL3	0.2655
THBS1	2.60475
APOO	0.294
ARMCX1	-0.07975
HSZFP36	0.739
SNAPC5	-0.2785
EIF4ENIF1	0.24625
ZNF433	0.072
TNFRSF21	0.303375
TMPRSS7	1.1715
SPATA18	0.3981
HPDL	0.158
MKL2	0.3511
TBX3	-0.572615384615385
C21orf93	0.743833333333333
DAXX	-0.011
ELMO1	0.068125
RGS13	1.51366666666667
TAF11	-0.89275
UNC13A	-1.76925
LOC653314	2.6743
ORC3L	-0.30975
IMAA	-1.8205
TARBP2	-1.053
CABIN1	0.2145
TRIOBP	0.2841875
HIST1H2AC	0.182
RGS22	-3.41383333333333
NCOA1	0.681666666666667
IL25	1.494
SNCG	-0.2315
GPR6	-0.335
AMDHD1	-2.43883333333333
CHEK2	-0.345375
C6orf142	2.18675
DRD4	1.051
C14orf68	-1.215
GDF11	-1.88675
SEMG2	0.399
CD247	-0.495
CDAN1	-0.203
RBMX2	-0.0871666666666667
TGS1	0.42325
OIT3	0.411
SYF2	-0.24375
MCM4	-0.483375
PKHD1L1	2.25825
CEP192	-0.218333333333333
IFT88	0.47725
RPL9	-0.51
RAB32	1.387625
DDX43	-3.649
P2RX2	0.474166666666667
OR5D18	0.165
UBE1	0.291083333333333
SLC24A1	-0.194125
ARHGAP5	1.21775
CETP	-0.58525
KIAA1731	-0.362
SLC9A4	0.246
PTPN6	0.98275
BAHD1	-0.00450000000000001
GRIK3	-0.3885
CACNB2	-0.730555555555556
PDE10A	0.044
DGCR14	-0.12475
PCDHB9	-0.957
RHOQ	0.726666666666667
MAP3K4	0.0585
KTI12	0.0773333333333333
RPL23AP13	-1.914
GNG11	-0.805
CLCN3	-0.584166666666667
GPAM	-0.73125
VSTM2A	0.274
SLAMF7	5.26366666666667
INTS2	-1.3235
PPP2CA	-1.0922
LRP12	0.472466666666667
SEC14L2	-0.464333333333333
DKFZP586H2123	3.21925
MC3R	-0.432
CIRH1A	-1.41016666666667
HIST1H2AB	0.396833333333333
POLH	-0.228375
MGC16703	-1.76483333333333
SNAPC2	0.269
FILIP1L	2.06325
RASGRP4	0.795
LRRC1	0.98225
GAS1	1.89175
PRAC	-0.7745
DGKA	-0.837833333333333
NT5C3	-1.15325
PEG3	-3.31383333333333
NADK	0.109
PRR17	0.81425
LOC374569	-0.3185
SGSH	-0.0991666666666667
NLRP8	0.157
GALT	0.0701
MCF2	0.42
ZNF263	-0.5955
TACSTD1	1.62166666666667
TYR	-6.041
ATP6AP2	0.67075
RNUXA	-0.203
ABHD10	-0.4175
GDPD2	-1.492
SLC35C1	0.2585
UBE2A	0.574
HERC5	-0.208666666666667
FAM112B	-3.81933333333333
FBXL16	0.18675
DKFZP434A0131	-0.27625
ELA3A	-2.613
RBM41	-1.161625
HAO2	-0.017
RNH1	-0.391
SHANK2	0.493833333333333
OSBP2	-0.45975
DAK	-0.563833333333333
C3orf58	1.435
TCL1B	-0.1005
KBTBD2	-0.28675
SUGT1L1	-0.6635
UBE2E2	0.751666666666667
MYL9	2.587375
CDC23	-1.41116666666667
PBXIP1	1.5224
CXorf40B	-0.1855
NBL1	1.38675
RTBDN	0.048
RAB11FIP5	0.714625
TTTY13	-0.0175
SCOTIN	-0.0499166666666667
SOHLH1	-0.9505
CDKN1A	-0.337928571428571
NCK1	0.0715
ZNF550	-1.70825
SAPS3	-0.279416666666667
SPIN3	-0.406666666666667
MAGEE2	0.77525
MIS12	-0.4335
OR8H2	0.0505
KIAA0774	-1.92416666666667
UNC5D	-1.5835
CUL7	0.240166666666667
LIPC	-1.55616666666667
DIO1	3.068
C20orf11	0.0903
CTRL	-0.6255
HS3ST2	3.39175
PAK4	1.0515
CCRL1	4.503
RNF10	0.176625
ZNF567	0.33975
ZNF660	-0.567
TCEAL3	-0.05325
MAGOH	-1.61883333333333
CENPB	0.059
C19orf7	0.1415
LOC388965	0.43575
ZCCHC13	0.3235
JMJD1A	-0.2042
HIST1H4H	-0.307
TBRG1	-0.4724
GPC3	-5.131375
TAF1C	-0.987
EBNA1BP2	-0.741166666666667
CIAPIN1	-0.4295
PDGFRA	0.525176470588235
CSTB	0.65525
CENPI	-0.583166666666667
GTF2E2	-0.672666666666667
RPP21	-0.5115
CCNF	-0.795166666666667
KCNQ3	0.8585
FAM79A	1.0355
SLC22A12	0.4955
NOVA1	-0.573333333333333
FZD3	0.2323
AKAP8	-0.56825
SOCS5	0.127625
CFDP1	-1.022
DLG5	-0.10375
PGM5	0.0180833333333333
C1orf144	0.190083333333333
HDAC10	-0.455
RND2	-1.122
C20orf199	-0.792
RNMT	0.0615
SLURP1	3.257125
ASTN1	-0.618125
SH3BGR	-0.5745
MYCL1	-0.322
ZHX1	0.234333333333333
CENPK	-3.5505
FOSB	0.1324
LOC643406	0.033875
C2orf59	-0.261
TMEM135	-0.624375
SLC27A2	-3.52725
KRT33A	1.8465
OVOL1	1.090125
PAMCI	-1.11666666666667
S100A7	1.8495
ZNF789	0.044
HARS2	-0.8155
RPL23A	-0.727833333333333
TCF23	0.13325
UPF3B	-1.3305
C17orf78	0.467
HLA-DOB	2.3505
C14orf142	-0.149833333333333
TEKT5	0.008
DMWD	0.6625
POLD1	-0.737833333333333
GSCL	0.7175
CALD1	0.9818
SCRT1	0.411666666666667
AIG1	0.0055
UNC84B	0.69775
ZNF404	-1.48175
TMED6	-2.792
KIAA1462	0.4565
LRRC27	1.4566
PYGO1	-1.0375
PIGU	-0.5575
ALAS2	-3.37
WRNIP1	0.6045
CNNM3	-0.18
ZNF2	0.0135
ST3GAL5	-0.641166666666667
MRPL23	-0.58225
TSSK6	-0.15625
PSMA6	-0.3375
C16orf70	-0.3305
KIAA1602	-0.2715
ALMS1	0.599833333333333
DCN	3.04575
TMEM132D	-0.6295
SUCLG2	-0.1165
ABHD14A	0.1855
DEXI	0.243166666666667
AMPD2	-0.9735
IFNAR2	1.05083333333333
CYB5A	1.6612
TLOC1	0.5798
NXF5	-0.807666666666667
NRBF2	0.146625
KCTD3	0.6945
ITGAE	0.237333333333333
SLC30A3	-1.617
ZRF1	-0.7805
IFRD2	-0.2385
XAB1	-0.33375
PYCR2	-0.436
SERPINB3	-3.8145
TMLHE	-0.401
GEFT	-1.921
ABCA5	0.071125
EMR4	0.00666666666666667
TSFM	-0.00675
HIST3H2BB	-0.21425
ARHGEF19	0.37925
TSPAN17	0.3485
ABCC8	-0.88875
MAP1S	0.398833333333333
C22orf36	1.0905
BNC2	0.861928571428571
HIST1H4A	-0.28475
NDUFS3	-0.465833333333333
WDR3	-0.790833333333333
XKR4	-0.85475
TTC33	-0.444076923076923
STMN2	3.1025
CPN2	-0.6405
HSPC105	0.300125
PCOLCE2	-4.8965
C3orf55	1.054
KLHDC9	-2.29816666666667
TBC1D23	0.4505
ATXN2L	-1.225
MAP2K3	0.90875
SCAP	0.4245
ZNF486	-0.651833333333333
C20orf96	-0.41325
NARS	0.451
ADAMTSL1	-0.9885
PRCC	0.4245
CCDC126	0.750083333333333
ZNF675	-0.42925
CALCOCO1	0.785
ANKRD43	-0.073
CWF19L2	-0.196166666666667
ZBTB32	2.11033333333333
BRAF	-0.391
ODF4	0.317
MGC14376	0.3315
HORMAD1	-2.31766666666667
AAK1	0.283916666666667
PEBP1	0.297916666666667
TNFSF5IP1	0.551166666666667
DKFZp564N2472	1.13325
RMND1	-0.326
IGKV1-5	4.463
COL1A2	3.39791666666667
SERPINA5	-3.8655
AANAT	0.9055
C19orf21	-2.104
GEMIN5	-0.393
UBR4	-0.564333333333333
LTBP3	0.483666666666667
AMHR2	-2.6395
PROCR	-1.487
MYBBP1A	-0.49125
C20orf39	1.84483333333333
ZNF697	-0.801125
PASK	-0.8364
ZNF776	-0.367
RFXDC2	-0.45025
KIAA0467	-0.12075
C10orf96	-1.044
ZNF503	0.702
GULP1	-0.300916666666667
KCNE4	0.715
DKFZp434K191	1.598125
LOC196913	0.122
BHLHB4	1.129
CH25H	0.1645
LOC81691	-1.29183333333333
ALPL	-0.389928571428571
COL12A1	3.2825
FOLR3	-0.639833333333333
GPR123	0.3655
TRIM62	-0.0915714285714286
ABLIM1	1.29966666666667
MAST3	-0.131
RHBDD1	0.969833333333333
LOC338809	0.4495
RYBP	1.053
TTC26	-1.072875
ZNF22	0.265166666666667
ISCA2	-0.6915
RDM1	-2.5165
PIGM	0.7825
GNB3	-0.636
ACTR2	1.4504
HMGB1	0.4459
EDG1	1.7345
SOAT2	-3.21025
OR10AD1	0.585
RAP1GDS1	-0.097
LCE1F	0.7905
ESM1	-0.918
RCN3	2.45525
CREBL1	-0.513
DBNL	0.4095
PTGER3	1.61871428571429
USP30	0.1605
BCL2L12	0.162833333333333
KIF26B	2.90425
ZNF416	0.60525
ZNF225	0.048
C17orf70	0.15
ZNF554	0.544
RAE1	-0.3715
TNIK	-0.220833333333333
ACTN3	1.321
MGC45922	0.931
CCNA1	-1.06866666666667
RYK	0.497
IL26	-0.0375
LRP3	1.10866666666667
QARS	0.493
SOX7	0.470214285714286
BID	0.29125
OR2S2	0.2995
CXCL14	1.65175
C11orf47	-0.6945
MGC29891	0.8095
HSPB8	-0.3405
PRDM14	-0.982
NUFIP2	0.05875
MNAT1	-0.496625
ZDHHC2	-0.718083333333333
MBNL2	0.288375
ADD3	-0.696625
CSNK2A1P	-0.38275
KLK6	0.645666666666667
TMEM111	0.1556
KIAA1279	0.3045
NUBP2	0.116666666666667
RAB42	0.37
ID3	-0.5595
TM9SF1	0.175
MDP-1	-1.46225
POU4F2	0.37625
IQCK	-0.02775
C16orf14	-0.6925
CAPN3	-1.249875
FAM43B	-0.144625
RECQL	-0.8635
AP1G1	-0.429714285714286
CTNNBL1	-0.288333333333333
ECHDC1	-0.2365
SMARCC1	0.962
FOXQ1	-1.082
GNAI3	-0.0623333333333333
POLG2	-1.629
CD4	1.831375
ITLN1	0.03425
EBI2	3.92525
IRF1	1.068
PTPRE	1.5881
PTK2B	0.029
NXNL2	-0.5475
SOX4	0.263277777777778
TSPAN3	-0.447666666666667
SH2D1A	-1.957
C8orf58	-0.782833333333333
USP20	-0.679
DUSP22	-0.296083333333333
CALB1	-2.1728
L3MBTL2	0.733333333333333
MCRS1	-0.511
TMEM118	-2.3615
C18orf8	1.16666666666667
FLJ10241	-0.140375
GJA12	0.1555
PKD1	-0.265333333333333
ZFP3	-0.3205
JAM3	-0.6705
LAPTM4A	1.0781
DIRC2	0.079
KIAA2022	1.692
MYOM1	0.543333333333333
TRPM8	-0.720666666666667
MOP-1	1.2755
PHKG2	-0.82375
ZNF650	0.098875
KIAA1522	0.7625
PSG8	1.503
DDX19B	-0.384
MOBKL1B	0.29325
DIAPH2	0.23025
PTPN12	0.04975
CLN8	0.1691
CRYZL1	-0.309333333333333
CRY2	0.335583333333333
FCGR2B	4.86766666666667
PNPLA4	0.175625
ZNF454	0.264
DKFZp434B1231	0.24425
CLDN11	0.3018
RFWD2	1.00133333333333
CIB2	0.303166666666667
MXRA8	3.5105
HRK	-0.531
MAML2	-0.46025
C4orf31	-0.535
C6orf192	-0.01175
COG6	0.906625
FAM5B	-0.93075
NFATC1	0.1797
SEPT10	-0.791
SCYL1	-0.1504
RPP40	0.358
SCOC	-0.635
KIAA1450	0.73375
CTDSPL2	-0.581
TBX5	2.35933333333333
NAPG	0.623625
RHD	-4.726
C14orf45	1.23683333333333
ZBTB22	0.509
PLCG1	-0.46
ANKRD10	-1.94175
AQP7P2	0.21125
TAGLN2	1.1715
HTR2C	-1.2095
SLC16A7	-1.0755
C17orf83	0.45675
TSGA14	-0.706833333333333
MDH1	1.10675
PPP3R2	0.309
DCBLD2	-1.26164285714286
RBM33	-0.589875
DPH3	-0.465
SYT10	-0.820333333333333
FMO4	2.71225
THYN1	-1.41475
DRD5	-2.009
