Hybridization REF	TCGA-A2-A0EW-01A-21R-A115-07
CMTM6	0.81775
KCNK12	-1.64325
RP2	0.50675
C16orf52	-1.34825
PICK1	0.382
IFNE1	-0.973333333333333
SEMA4B	0.65825
TYRO3	-1.04625
OR12D2	0.0335
CSNK1A1	0.95095
FANCF	0.553
LONP2	0.34775
TBL1Y	-1.138
LDOC1L	-0.321875
CCNC	0.2365
C3orf60	-0.445
CHKA	-0.9665
UBAP1	0.25975
MAP3K1	1.015
ANKRD9	0.494
FAM92A1	-1.76616666666667
GAB2	0.53975
AZU1	-0.19075
DIS3	-0.635916666666667
C21orf109	-1.05025
IQCB1	-0.74175
SPATS2	-0.323166666666667
EFCAB3	-0.0995
PRB3	-0.283
FUZ	0.2515
ZNF813	-0.163375
BMPER	-1.2805
HEG1	0.27925
ALS2CR11	-1.5815
SURF2	-0.30175
PSMC1	-0.045
OR2D2	0.309
SLC7A8	2.269
C4orf40	-0.1725
SPATA7	0.625
MAZ	-0.613166666666667
PIN4	0.31425
PDE1A	0.91325
TAF6L	-0.263833333333333
OR2T34	0.602
KIAA0284	0.483
ACADS	1.30636363636364
MKRN2	-0.78
C18orf56	-3.011
MS4A6E	0.498666666666667
GALNT4	0.3911
C22orf31	0.4445
FLJ36070	-0.0895
PSME4	0.3155
TFG	-0.1082
EPHX2	1.44125
ANXA5	0.152375
KRTAP1-1	-0.0424
BATF	0.95825
KARS	-1.47925
MSTP9	-0.106
GPR26	-0.331125
CCDC72	0.26675
TEF	0.931166666666667
FOXK1	-0.434
PRLHR	-0.1075
EMX1	2.59175
C11orf30	0.4255
ICK	0.807625
THSD7B	0.8795
C21orf100	-1.17
DUOX1	1.756
EFCAB4B	-0.32
UBE2G2	-0.928
C3orf54	0.52725
PARP1	-1.3945
FAM60A	-1.54708333333333
C6orf146	0.037
OR9K2	0.119
DDX55	-1.84216666666667
RPS15	0.532583333333333
ZNF618	0.6518125
DKFZp686D0972	0.653
SSPO	0.1015
SHFM3P1	1.1505
CPA6	-0.725
JAG2	1.634
DEFA3	0.4495
PPBPL2	0.2145
CD34	4.812
SLCO4A1	-2.059875
AFG3L1	-1.24716666666667
SHD	-0.98925
RP13-122B23.3	0.0593333333333333
PRKCSH	-0.5705
DPH5	-0.431666666666667
HLA-F	2.4865
TBC1D4	-0.5925
RIG	-0.158833333333333
GLUD1	-0.369666666666667
HNRPCL1	-0.08025
HBXIP	-0.02575
RNF207	-0.818
APIP	-0.7355
PLA2G3	0.017
CCDC84	-1.25975
MYLIP	-0.229692307692308
PHIP	-0.1595
AARS2	-0.5875
DHX32	0.56725
SCAPER	0.0206666666666666
MEN1	0.098
NIP7	-1.47125
FLJ25404	0.4655
FASTKD3	-0.6455
TMEM158	-1.88191666666667
RARA	1.6335
BDH1	1.083
ANKRD16	0.72475
CARM1	0.6875
SS18	0.597
IKZF2	0.125583333333333
MYD88	0.71525
PML	0.77365
TAF1A	-1.7235
CBFB	-0.7035
HIST1H3H	-2.22716666666667
C7orf29	-2.39225
COMMD4	-0.389333333333333
DPP3	-0.0845
DAB2	1.976
LOC388882	-0.3875
YPEL4	0.399625
AGBL3	1.0305
LRP6	-0.0079
SERPINH1	-0.08
TLE1	-0.2965
CD244	0.572166666666667
ZDHHC15	0.275
MGLL	1.3515
PLDN	-0.236666666666667
LOC654346	2.0595
FAP	3.0495
GPR37	-0.122833333333333
SCARA5	2.6115
EBF4	1.51536363636364
LSM6	-0.4705
MLLT1	0.083125
SLC5A12	-0.54
A2BP1	-1.91033333333333
COPS5	-0.5305
TPM4	-0.854357142857143
TNFSF4	-0.188833333333333
ACADSB	1.42094444444444
HERPUD1	1.0265
BCL2L11	-0.397944444444444
CEP78	-2.1015
CDCA3	-2.04475
WBSCR19	0.2149
MYO1A	-1.7795
PPEF1	1.66366666666667
LOC440348	-0.4285
CPEB2	1.04825
BPTF	-0.49325
RPL21	0.65475
GSX2	-0.1145
ADPRH	1.67816666666667
C17orf68	0.141833333333333
KCNS1	-0.0106666666666666
MLLT6	0.5828
PIWIL4	0.26325
RNF26	-0.80925
RAP1B	1.30675
ADAMTS1	-0.1318
ZNF571	1.18275
P2RY6	-0.40725
TRIM21	1.03033333333333
CADM3	0.47825
NLRC5	0.662333333333333
ADRA2B	0.399333333333333
LOC90835	-0.2975
PCF11	-0.91225
LOC400451	2.1505
GLTSCR1	1.2624
C17orf88	-0.0913333333333333
CDH16	-1.96225
FGF7	2.444875
PCSK4	0.641166666666667
NPC1L1	-1.755
TAT	2.308875
TBCA	-0.57775
MGC33407	-0.015
GPR115	-1.423
CYGB	0.755
FNBP4	-1.32566666666667
C12orf43	-0.32375
CBL	-0.7036
CLECL1	1.85425
PPAPDC1A	1.39475
WDR25	0.629833333333333
SGCA	2.3985
C22orf29	-0.249333333333333
YIPF1	1.4565
GALK2	-1.0035
RAB3B	-2.79341666666667
LOC440087	2.2335
UCP1	0.3575
REEP5	1.547625
FADD	0.0186
FOXA1	2.760875
CACNA1A	0.143666666666667
ABI1	0.325833333333333
GRIN2D	3.20675
SLC1A4	-1.1495
LOC401127	-1.5525
HINT2	0.67025
PLD4	1.313
ZNF286A	-1.241
ENY2	-0.345
IL1F6	-0.231
PXDNL	-0.672
C20orf79	-0.42725
TNFSF13B	2.74866666666667
DENND3	1.20175
JARID1D	-3.0615
HIST1H2AK	-0.44725
LOC93349	-0.7343
SSH1	-1.1365
ENSA	-1.4655
LOC219854	0.184
CKAP2	-1.2156
DKFZP564J102	1.34633333333333
MGC87315	-0.938833333333333
HNRPAB	-1.7205
AMH	-1.452
ZNF526	0.6205
BRUNOL5	-0.3654
CACNG3	0.215666666666667
TRPM1	-2.525
PPP2R1A	0.533
COL2A1	-1.22525
DDN	-0.316
FLJ25770	1.511
HK2	-1.02428571428571
ELOVL6	-1.594625
MDK	-0.417
EPHX1	1.22025
RASSF2	0.98925
DKFZP434B0335	-0.32675
DLX3	-0.127875
PRTN3	-0.2535
AVPR1A	1.7915
C21orf125	-1.76775
TNFAIP8	0.0671666666666667
GNB2L1	0.358
CALCRL	3.08675
SCGB2A2	8.32833333333333
UBXD7	0.01875
ZNF674	-0.461
TMEM35	0.583
BRSK2	-0.7765
HECTD3	0.280666666666667
TMEM188	0.13525
LGALS9	2.287375
SCARB2	1.03825
USP34	-0.16525
C17orf28	1.49458333333333
ZDHHC23	-1.18
AQP12B	-0.2145
SLC16A3	-1.854375
APLP2	0.22175
ITIH2	-4.80325
MICAL3	-0.33775
TNNI3K	1.3413
HDAC2	0.118625
PRR7	0.6599
THBS2	0.89425
LOC751071	-1.12166666666667
CA2	-0.392166666666667
RANBP17	-0.55175
RLN3	-0.07775
CRYZ	0.355666666666667
GBAS	0.306166666666667
TAS1R1	-0.035
MPZL3	-0.039
PCDH8	-0.98325
HSP90B1	-0.803916666666667
KCNK15	-0.3985
TNIP2	0.600166666666667
GPR146	1.68575
NOL6	-0.147625
SPC25	-3.54611111111111
STEAP2	3.76335714285714
VAMP3	0.1995
TCIRG1	0.26025
ZP4	0.0955
PARL	0.344125
TRIM39	0.178833333333333
KIAA1305	1.24225
CRNN	0.399166666666667
GRN	0.94625
HSH2D	-1.256
SCAMP1	0.145125
KIAA1913	0.972
PTS	-1.18325
BANP	0.0792857142857143
PRKACG	-0.11
ADCY6	0.7015
C16orf46	0.559
CYP51A1	0.048625
DDC	-5.74525
ANPEP	2.1825
PROM1	1.40766666666667
SIGLEC10	2.192
COPG	0.406
FAM26E	1.485625
TRIP4	0.125
SNX3	0.5695
C1orf175	0.529333333333333
PPY2	0.08825
C14orf152	0.334
FTSJ1	-0.459333333333333
DST	1.12845
LOC554235	0.16125
GLRX5	-0.351
C20orf12	0.8853
CAB39	0.0631666666666667
MSH2	-1.28816666666667
PIP4K2C	0.86175
CYLD	0.973625
WTAP	0.8163125
MGAT4A	0.704666666666667
TSC22D4	0.1796
CHRM2	-1.052
PPYR1	0.253833333333333
CCNH	-0.105
RRM1	-1.17075
ECAT8	-2.57275
LOC400120	-0.002
GABRA4	-0.08125
C14orf4	1.7675
C1orf59	-0.8935
CTDSPL	1.34341666666667
NHEDC2	-0.9095
PDE11A	0.305375
KLHL29	0.62025
CD5	-0.2199
TSPAN9	1.93875
WDR67	-1.37475
THUMPD1	0.3014
C18orf17	0.7505
CLYBL	0.257166666666667
FLJ13231	-0.226625
CMBL	0.228625
LECT2	-0.03675
NKAPL	3.50166666666667
LOC654780	0.4005
OR4C6	0.127
RAB30	-0.135333333333333
TSSK4	-0.0395
TMEM163	0.9355
OSBPL11	0.549333333333333
GNB5	-0.885166666666667
CCL21	2.49525
C1orf121	-0.0331666666666667
FMO2	3.40133333333333
RPTN	1.1285
MSTN	0.291
VCL	-0.165642857142857
FYTTD1	-0.101
C11orf1	-0.0935
CCDC88C	-0.014375
HFE	-0.537166666666667
MOGAT1	0.0645
FAM125B	0.862666666666667
IRGQ	0.5935
RAVER2	1.0835
AKAP5	-1.7495
SSSCA1	-0.72075
C11orf63	0.197375
ACTG2	1.7211
PORCN	-0.445
DTL	-2.99218181818182
TMEM151	0.2945
FAM122C	-1.07225
RSAD2	2.7924
BAT4	-0.308
KRTDAP	-1.71516666666667
MYH8	0.341625
CRTC3	1.10875
LRRFIP2	0.0357
INTS4	0.124666666666667
TTN	-2.00483333333333
SLC26A5	0.7405
PLLP	-0.16125
RGS6	1.77975
SRGAP3	2.00375
ZNF525	-0.205
NBR2	-0.4005
C13orf1	-0.4636
ZNF137	-0.3125
CEP27	-2.25275
BEST2	-0.259
RNF121	-0.0355
DMRTC2	0.7665
C8orf76	-0.89925
BCCIP	0.0665
MEST	0.08475
HTRA2	0.1945
ANGPTL2	1.56225
ILKAP	-0.519
ERAS	-0.6285
HBS1L	-0.484375
CPA5	-0.208
TMEM30A	0.7215
CD300LF	2.23533333333333
WISP3	0.732
CRK	0.756
PDS5A	-0.7265
BRPF3	0.280333333333333
NEDD9	1.323125
SMPDL3B	1.43425
PSG6	-0.9715
PSMD13	0.23975
ETV5	-1.35175
OR51A4	-0.1655
BTBD7	0.529916666666667
GSTO1	-0.932
hCG_16001	1.152
MAD2L1BP	-0.200666666666667
COX6A2	3.671
SCNN1A	2.1875
LSM1	1.08116666666667
UGT2B11	3.89825
IDUA	1.405
PPP2R3C	-0.674333333333333
COX11	-0.4645
PDZK1	-0.386
ZNF443	-0.291
MGC21874	1.396
ZNF323	1.202
KRTAP10-10	0.286
CXCL6	0.16075
SLC34A2	2.4898
LOC284402	0.2925
NPTN	1.34683333333333
UPP1	-1.71716666666667
SLC6A9	0.054
OR7G3	0.087
CISD1	-1.49316666666667
ZNF545	-0.223833333333333
SYT14	-0.779
NT5C3L	0.1025
ZNHIT3	-0.0786666666666667
SNRPD3	-0.72475
KIAA0701	0.640375
UNC93B1	0.411
GMNN	-1.500875
SPCS2	1.36266666666667
LOC388524	0.763
NAPRT1	0.6155
PNLIPRP1	0.2045
OR6V1	0.409
PRKAB1	0.08375
EYA4	-3.90983333333333
KIF20A	-3.00175
ALG10	-0.8025
ITPKC	1.57266666666667
LMX1B	0.977333333333333
RPUSD4	-0.622666666666667
C7orf34	-0.208833333333333
DLGAP2	0.500875
PFN1	-0.3866
MICALL2	-0.375166666666667
ZNF654	-0.324
SS18L1	-1.305
SLC16A8	0.4415
MKI67IP	-0.406833333333333
ITGB3	-1.084875
TCEA3	2.5245
CEP152	-2.5186875
CLIP1	0.29975
ZNF75	0.2584375
ATP5C1	-0.661166666666667
NUDT5	-0.945333333333333
PSCDBP	1.814
UBP1	-0.426
RBM27	-0.646
C13orf15	3.4855
ZNF282	0.4125
ZNF222	0.1603
COL10A1	5.16775
PRDM15	-0.619875
TTTY5	-0.4985
FAM9C	-0.839833333333333
C20orf67	0.41675
GNG13	-1.0195
F12	-0.241
C1orf41	-1.06525
CPXCR1	0.12
GSK3A	0.13825
SUPT6H	0.300333333333333
PI16	3.66466666666667
ELL2	0.180833333333333
C9orf167	-1.01316666666667
PVRL3	-1.5749
FLJ38596	0.3905
ADAM20	-0.00349999999999998
GPR89A	-0.473
GPR87	1.204
ZNF30	1.08275
SMR3B	2
ZNF770	-0.00824999999999995
TRPC4AP	-0.183666666666667
DKFZP686E2158	0.0883333333333333
C2orf28	0.356166666666667
FREM1	1.031
LAMA4	0.785
ADPRHL2	0.5365
EIF4G2	0.687666666666667
GUCA1A	-0.03
CTNNA2	-1.64525
NUDT15	-0.800333333333333
CEPT1	0.0705
ZNFX1	0.5956
CCDC92	1.3315
TDRD1	-1.1055
KCNK5	-1.25166666666667
ETNK1	-0.0888333333333333
LTA	0.346
TTPA	-0.0733333333333333
B3GALNT2	-1.395625
SC65	0.0756666666666667
PEX5L	-1.55375
EPS15L1	-0.217
MGEA5	-0.060875
HIST1H3A	0.583
ING1	0.923
BCAT1	-3.31575
ORC6L	-3.56209090909091
KLK11	1.071
C19orf28	-1.086125
DNER	-3.9935
MED22	-0.605714285714286
ETV6	1.10716666666667
CHAC2	-1.995
CD300E	0.00650000000000001
CEBPB	1.226
ZNF398	-0.1095
LRCH3	-0.0375
HMGA1	-1.59266666666667
CAPN7	-0.0175
MGC5566	-2.39425
CCL3	3.5435
NANOS1	0.406625
ZFYVE19	0.43025
APITD1	-0.571166666666667
PARD3	0.346125
IRAK4	-0.786
SERPINI2	0.0025
CEP170L	-1.54675
TTC9	2.39925
MYOM3	-1.0285
MLPH	1.881125
LOC222699	-0.0455
NRG1	-1.13375
TBC1D9	3.84009090909091
TTK	-3.73733333333333
ZNF557	0.5041
DDX41	-0.0755
FANK1	2.0925
UBE2D2	-0.211375
PSMB10	0.503125
MYH7B	1.3785
GABARAPL2	-0.2395
MARVELD2	1.416
DGCR2	0.736333333333333
UNC45A	0.438166666666667
C6orf72	0.589
ZNF683	4.17875
GIT2	0.102875
CASK	0.133166666666667
C14orf161	3.07316666666667
LRRC44	-0.43175
TIFA	0.811375
UTP11L	-0.405125
C6orf65	-0.77475
FDPS	-0.42725
DUSP9	-1.656
SLC17A8	-0.00566666666666666
OR51G1	-0.101333333333333
NANS	-0.45075
OLFML1	1.961
ATP10B	-1.360125
NPAS3	-0.64425
PRKCA	-1.9113
GGA2	-0.039625
LCE4A	0.099
SPANXN3	0.195
CCDC115	1.65225
SDCCAG3	-0.83
GLIPR1L1	0.082
TTC1	-0.385
C17orf76	2.05275
MAD2L2	-1.0685
HIPK1	-0.0685
LRRC3B	0.201666666666667
CLN3	-0.195954545454545
C17orf47	0.132
FMN2	-1.76225
TUBB1	-2.01825
WAPAL	-0.343333333333333
C3orf21	0.040375
SCN5A	-0.2386
SMYD1	0.6545
BEX5	1.273
ZNF192	-0.2035
SEC22A	0.200833333333333
GRIA2	1.62485714285714
KIAA0825	-1.1515
NUSAP1	-3.05754545454545
LANCL1	-0.224625
C15orf40	-0.8262
ZNF645	0.38375
GPR61	0.15875
NLRP14	0.3815
SNX21	0.5412
C1QTNF8	-0.071
C17orf46	0.294
IFNA8	0.8795
SPRR1B	-1.74566666666667
FLRT1	-0.42
SNX17	0.2755
ASB2	0.722666666666667
HBG1	-4.1585
RPRML	-1.35575
JOSD2	-0.1055
PLSCR3	0.5425
SPOCD1	-1.19866666666667
RAB39	-0.7605
GHRH	2.71383333333333
ITIH5L	0.2875
C17orf37	0.9235
SMCR8	0.9405
DPY19L2P3	-0.909166666666667
IL11RA	1.58866666666667
GDF3	-3.526
RPS6KB1	-1.16375
DNAJC19	0.4649
TOP1	-0.7585
CRCT1	0.041375
MPST	0.222375
DPM2	0.258625
FAM38B	-1.845
SLC18A1	-2.0545
FARP1	0.5885
PAX7	0.07325
TUBD1	-1.0815
GNL3	-0.70375
BTG2	3.3618
NDUFS6	-0.47225
C1orf79	-1.70075
ERAL1	-0.32375
ECHS1	1.15775
VPS4A	-0.3625
CYP11A1	0.164375
ABCC6	-0.750071428571429
PBX4	-1.5535
MOSC1	0.767625
NCF4	1.16775
HYMAI	0.017
NAGPA	0.086
OTOP2	0.23075
ACOT12	-0.06475
MTHFD2L	-0.3705
LOC441376	2.459
C19orf34	3.1465
RAB1B	1.00825
ALDOAP2	-0.7795
NTRK1	-0.919
ARTS-1	1.3356
SLC6A11	-1.6235
NAP1L2	1.062
CNGB1	0.0295
EPB41L4B	0.945083333333333
FAM134B	2.191625
HS3ST3A1	-0.7645
CPXM2	5.6025
SIRPB2	0.792
CHORDC1	-1.8115
TRIB3	-1.91433333333333
SLC2A5	0.65475
C2orf49	-0.992333333333333
DDX5	0.34775
OR5L1	0.729
ANAPC4	-0.357
ZSWIM1	0.24525
LOC93622	0.03225
KCNK3	-0.1553
RP11-35N6.1	-1.436
ZFP161	-0.00566666666666667
AQP9	3.07025
SLC15A2	0.842
MREG	0.341
OR9I1	0.283
PDLIM2	0.7875
ADAM7	-0.1965
GSTCD	-0.493166666666667
WDR21A	0.662125
SLC12A8	1.39783333333333
TMEM174	0.1005
IGSF3	0.407666666666667
LRRN1	1.4115
LOC402117	0.3385
SRPK1	-1.382
LY6K	-1.669625
NFIA	3.134
PTCD3	-0.379
LEP	3.6445
PCDH21	-0.0406666666666667
MAPKAPK2	0.659785714285714
NMNAT1	-0.673833333333333
LHFPL2	0.628
C9orf43	-0.04475
DIP2A	-0.414
ACTR8	0.26575
CCDC34	0.12775
PTPN22	-0.90675
ITGA3	-0.6315
FAM129C	0.85825
RABGGTA	0.990833333333333
UNC45B	0.544
KIAA1033	-0.17575
ZNF510	-0.463333333333333
CYP2D6	-0.646666666666667
SLC26A10	-0.977
STX8	0.30275
LUZP1	0.15725
WDR89	-0.661833333333333
EIF4G3	-0.2872
C5AR1	1.18725
ZNF623	-0.0975
A2M	1.83575
TGM7	-0.166
GRPEL1	-0.795
LMNB2	-1.5973
ROCK2	-0.163166666666667
SNX16	0.363125
CCDC66	-0.22775
ANXA3	0.94
KIAA1609	-0.568625
EED	-1.37775
RNF32	-0.413333333333333
HES1	0.9763
CLC	0.248666666666667
ISL1	-1.07083333333333
KIAA0528	-0.29775
MANEA	0.108875
C1orf61	-2.341
hCG_2001000	1.07875
RAPGEF6	-0.4693
KIAA0020	-0.651333333333333
NEIL1	1.55625
C16orf45	-0.168
RBM10	-0.362333333333333
C10orf125	-1.070375
MRS2L	-1.17
DNAH17	-0.938125
C19orf10	-0.3735
C1orf160	1.0155
SLFN12	1.07525
EXOC3	-0.0981666666666667
HIST3H3	0.5615
NCOR2	0.559166666666667
TNFRSF9	-0.78525
MFSD8	-0.01025
ALX1	-4.22716666666667
NOL1	-1.2735
PODN	3.13675
TIAL1	-1.02775
HIST1H1E	-2.28225
NPY6R	0.36975
TM4SF4	0.35
CORO2A	-0.609
ETNK2	1.045
APOE	1.2716
ANGPT4	-0.073
HDGF2	0.1745
G30	0.5625
ST8SIA4	-0.34525
F2RL1	-0.286375
FAM19A4	-3.8985
CCAR1	-1.29175
B3GNT7	0.376
OPHN1	-0.3114
DSCR6	-0.407
C21orf13	0.611833333333333
GAS2L1	0.4635
RFX3	0.288333333333333
COPS4	0.175125
BCHE	-2.99933333333333
BCL2	2.33325
HBZ	-2.64683333333333
ARL13B	-0.020625
MAPBPIP	0.00412500000000001
MYO15B	0.969375
SPZ1	-0.20875
KIAA1324	3.27233333333333
PLCL2	0.657125
C4orf29	-0.87275
WDFY2	-0.5635
ZNF284	-0.829
NAALADL1	0.749
DUSP5	0.823666666666667
PXDN	1.064
SLMO1	-1.2105
TNXB	1.0789
BIRC7	-0.88225
A4GALT	0.923
TIMM22	0.2875
FAM110C	0.98225
TOMM34	-0.711875
ABHD9	0.1885
ADAM32	0.8415
CRHBP	1.1125
AQP2	0.40425
LOC130355	1.10725
ZNF187	0.587833333333333
ZNF816A	0.144
F7	0.955
CNOT1	-0.8318
SLC13A4	-0.6425
ZBTB11	-0.6245
B3GALT5	0.041
EXOC2	0.486
IRS1	0.7398
TMEM1	0.0501666666666667
MRPL34	-0.0246666666666667
SAMM50	-0.3275
CDC42EP3	1.081375
HSF2	-0.0968
MFN2	0.1325
TSPAN7	0.560666666666667
NUCB1	0.879666666666667
RHOH	-0.5795
ARL16	-0.4295
TACR1	0.23075
SFRS5	-0.642666666666667
SNX25	-0.29425
RHBDF1	0.7405
PCDH18	3.10916666666667
HMG1L1	-0.77875
MYO5C	1.090375
MAPK10	1.6555
LDHAL6A	0.239833333333333
NUDT12	0.9225
NCAM1	-0.078625
GLIS2	0.3255
GGTL4	0.369
DAPP1	-0.2725
ATF7	0.78075
KIAA0748	-0.49475
NFIL3	0.1775
TM6SF1	0.7205
SEZ6	-0.027375
NANOS3	-0.137333333333333
DNAJA3	-0.597833333333333
CLDN6	-2.1455
CIITA	3.0563
EPHA4	-0.39575
FANCC	-0.5755
CMTM3	0.852375
PSG3	-0.38825
MRPL15	-0.75925
C21orf59	-0.5135
PLCXD2	-0.404
C2orf34	-0.4605
UBE2L6	1.21875
MED14	-1.02683333333333
HP1BP3	0.6301
C6orf208	-0.2265
TPBG	1.41775
OSR2	1.367
XPC	0.170666666666667
KLHL7	-0.716
CCR3	-0.3855
AGTPBP1	-1.14066666666667
PCSK6	-0.5418
STAT5A	-0.4097
FAM18B	0.598
LONRF2	-0.180333333333333
PTPN2	-0.613625
SF3A3	-0.533
EFCBP2	-0.08425
HCFC1	-0.705666666666667
AHNAK	0.291
ACTR5	-0.56475
KIF14	-4.38157142857143
TENC1	2.22725
HEATR5B	0.8335
YIPF2	0.321833333333333
MYEOV2	0.721166666666667
DUSP18	0.80725
KIAA1012	-0.009
AHR	0.248666666666667
C17orf53	-1.4695
PTPRH	-3.2075
ATP6V1C1	-0.1291
TAS2R3	0.0985
LOC440356	-1.77125
COQ10B	0.656
PSMF1	0.146083333333333
SORBS2	2.9075
NFE2L2	-0.02675
TMCO7	-0.748
SH3PXD2A	0.3119
SH2D2A	-1.285
SPINK5	-0.33225
MRPS24	-0.521
OPA3	0.5935
TRAF7	-0.633666666666667
C4orf35	0.434833333333333
MT1G	0.56275
MGC39545	-0.259333333333333
HS1BP3	0.2436
OR2B2	0.004
CHRM4	-0.039
SFRP2	4.01375
RIC3	2.47575
ART1	0.446
C6orf1	0.378125
DUS4L	-1.54175
C10orf104	0.781
TNFAIP6	2.8165
RTEL1	-0.31625
CCT4	-0.6573
ZNF709	-0.54025
CHMP6	0.600833333333333
UPP2	0.47625
CYP19A1	-1.702
CD151	0.630833333333333
NDUFA13	0.6305
ARFRP1	-0.760833333333333
FAM26B	1.89025
CRYBA1	-2.1915
MRPL41	0.239
NPFFR2	-0.44575
HRH2	0.0005
SCAMP3	0.161
MTMR6	0.5191
MTG1	-0.7475
UBTD1	1.419
CRABP1	-2.403
FLJ33790	1.1271
KIAA1908	0.4545
GPR158	-0.81
PACSIN3	1.08316666666667
OMD	3.90183333333333
CATSPER1	-0.344833333333333
HOXB8	-0.82875
FBXO46	0.7605
OAS1	1.18
SVIL	0.56475
PHB2	-0.3075
ADCY3	0.06
NDRG2	2.6715
ERMAP	0.8203
APBA2	-1.37683333333333
IGSF9	1.198
WNT6	0.857857142857143
MYCBPAP	-0.46175
ATP2B2	0.0551
CPVL	0.108
TRAM2	-0.528166666666667
NOP5/NOP58	-1.43925
ZNRF4	-0.14
TLK1	0.199125
MTMR12	0.279214285714286
ZNF384	-0.0818333333333333
FAM9B	-3.16075
RPN1	0.5619
PMVK	0.633
EIF3D	0.2031
SIX2	0.08775
HPS1	0.781428571428571
RNF7	0.17875
PSKH2	0.3805
KCTD13	-0.349333333333333
CSMD3	-0.6478
FBF1	0.6265
IL8	-4.137375
SERPINB13	-0.0924166666666667
FBXL20	-1.063
BLR1	0.52325
SH2B1	-0.295666666666667
RFNG	0.417625
RAB20	0.964
RBM7	-0.2515
POLR1A	-0.531166666666667
TMPRSS4	-2.9915
TAF9	-0.7165
TERF2	-0.0631666666666667
TNFRSF1A	0.74625
ACADVL	0.623666666666667
GTF2H5	0.25175
EDG8	-0.515
C9orf140	-1.795875
UST6	-0.8945
ZBTB8OS	-0.858
ZNF710	0.933
GPR174	-1.737
ATP6V0A2	-0.76375
KIAA0319L	-0.0131666666666667
XKRX	-0.179
DOPEY2	1.1758
SDHD	0.149083333333333
SUMF1	1.27575
OSM	3.164
OPN3	-1.555
DAGLB	0.149
PPFIBP1	-0.5921
TRIM63	-0.142
C10orf53	-0.8155
LYPD3	1.69266666666667
BCL7A	-0.41025
AGER	-1.05266666666667
TCF19	-1.41125
SAT2	0.0155
PFTK1	0.017
GABRE	-1.28475
C15orf38	0.7091
FIS1	0.3235
KCNV2	-0.319
CLPS	0.4495
PPCDC	-0.51475
FOXN2	0.777
NT5E	-2.883
CD83	0.7835
IL18	0.113125
VPS16	0.24325
IGFBP2	-0.39
NOTCH2	0.3925
SIGLEC1	2.49125
CD93	5.551
SULF2	0.21825
CEP164	-0.07225
P53AIP1	0.273666666666667
TOR2A	0.0466666666666667
ZNF136	0.0265
MGP	3.9839
CCDC144A	1.0505
TRPC1	-0.292333333333333
SMS	-0.7045
MAPK7	0.266666666666667
RRAGC	0.65
PARD6A	0.3995
NUB1	0.7395
SYNGR4	0.1485
OR11H12	-0.0525
WIF1	2.923875
GCH1	-0.3195
OR11H4	-0.405
SLC44A5	0.6335
GPRIN2	2.546
LOC401431	0.556
CPA4	-2.0707
MELK	-3.17244444444444
IL15RA	0.71675
CUL3	0.780875
HMBOX1	-0.90525
PODXL	-1.12625
CCT6B	1.708
COMTD1	-0.26125
MUC20	0.509833333333333
GPX2	-1.949875
ITK	-0.282125
FBXL5	1.83925
C13orf27	-1.65275
DEFA5	-0.634
TRHDE	-1.162
MTP18	-0.245166666666667
UQCRQ	2.2522
ITGB2	1.94658333333333
CSRP2BP	0.4355
TAS2R44	0.2645
PHPT1	0.22625
FAM44C	0.178
ERH	0.74475
MPHOSPH1	-2.4685
MORC1	-0.971
PARVB	-1.0925
LAMA1	-2.3205
PGBD3	0.45825
GIMAP6	4.44175
AREG	-0.782166666666667
LIPT1	-0.202
MGC99813	-0.59
C1orf201	-0.109333333333333
GRIN2A	-0.6388
MAN2C1	-0.361125
NSUN5	-0.49525
SF3B5	0.48
MYC	-0.7288125
NRXN1	0.157166666666667
ZNF18	0.5125
SPDYA	-0.662
SLC37A1	1.293
DECR2	-0.59
ANKRD38	1.24875
SPTLC3	-1.37066666666667
SUPT16H	-0.83725
DTWD2	0.228
ULBP1	-0.366
ZADH1	0.463666666666667
OIP5	-3.596
IL10RB	0.1695
OTUB2	0.315125
VWA3A	0.115833333333333
SPIC	0.103166666666667
OR6C4	0.212
PSCD4	1.12133333333333
DPY19L2P2	-1.274
TRAPPC6A	1.1835
C21orf2	0.164666666666667
CEMP1	0.18275
LIN7B	-0.077
E2F7	-2.68866666666667
VCP	0.1224375
LAMA3	1.77075
BGN	2.31275
GPR160	1.73916666666667
COCH	-4.66416666666667
GPR81	2.2885
APOBEC3F	-0.968
tcag7.1017	-0.46
C1orf32	0.1545
SCGB1D2	5.86775
FLJ43987	-0.172
C6orf170	0.18375
KLK9	0.4095
GPD1L	0.2
VPS37B	0.84025
ATG3	-0.294
ADAMTS17	0.111
KLHDC2	0.4725
NDUFV2	0.58225
BLK	-1.10825
MATN4	-1.058
GPM6A	2.117625
GBP4	2.74133333333333
TMEM162	0.728
PKP2	0.042
HRASLS	1.67466666666667
MMP1	-3.39625
SFXN3	0.1655
FSD1	-1.552
ST6GALNAC3	-0.501833333333333
CA12	3.0573
NCOA6	-0.04325
C19orf58	-0.4642
PPP4R1	0.150833333333333
MAN1A2	0.227
IKBKAP	-1.4145
UPF1	0.1875
KIAA1219	0.25275
WNT16	0.292166666666667
SNW1	-0.309125
IL18RAP	3.347
RPP30	-0.139125
CDC40	-0.111642857142857
SETD3	0.176166666666667
SLAMF6	0.44075
ELK4	-0.4805
TRIM47	0.314833333333333
