Hybridization REF	TCGA-A8-A09V-01A-11R-A034-07
ADAMDEC1	1.05725
PHKA2	-0.38925
CARD11	-1.61533333333333
CALML4	-1.647
TSSC1	-0.658
TMEM45A	-0.959777777777778
MPP7	2.512
POU1F1	0.12775
SLC2A13	-0.8214
FBN2	-1.19835714285714
ZC3H7A	0.4469
LAIR2	-2.20075
ST3GAL1	0.2135
LCT	-3.7625
GEMIN8	0.976333333333333
KLF16	0.2337
HIF3A	-0.2918
FAM44A	0.948642857142857
AQP10	-1.5544
PLA2G2A	1.4075
FOLH1	0.646166666666667
C20orf186	0.108
MAPKAP1	-0.04025
SPRR2D	-2.113
UBQLN4	-0.0828333333333333
RSHL1	-0.0701666666666667
PIAS3	1.005625
MRPL24	0.9985
GREB1	0.45825
FAM27E3	-3.4825
NUP62CL	0.124
NEUROG3	0.6105
REEP3	0.47175
MARK1	-1.60825
LMBRD1	1.289
PRPF19	-0.6255
PNMT	1.44733333333333
CTGLF1	-0.253
SLC25A16	-0.54175
EIF2B3	-1.303
RPA2	0.122
PAK6	1.23633333333333
CCDC26	-5.432
SEMA3E	4.1215
MXD4	1.2396
TNFSF10	3.9583
SMARCB1	-0.382833333333333
DTX3L	0.821833333333333
PLA2G4E	0.713
PPAP2A	0.06225
ULK1	0.254
TAS1R3	0.0605
SLC2A3	-3.69827272727273
ARID3A	-2.00925
GNG5	-0.63275
ACOX1	-0.1763
KIF5B	0.1265
NUP153	-0.69225
MUC7	1.559
CSDE1	-0.441428571428571
CLPTM1	-0.514
C3orf23	-0.59825
LRRC17	2.07166666666667
TTYH3	-1.508375
ATP5B	-1.338
ELF3	1.2446
CPSF3L	-0.391833333333333
ZNF665	0.991833333333333
TLR6	0.1137
GPI	-1.4525
RAD9A	-0.673625
NDST4	-4.1075
AGPAT3	0.0918333333333333
MAGI3	2.39516666666667
ADORA2A	0.81525
CACNG7	0.3415
CAMK2D	-1.11314285714286
CCHCR1	-0.83575
RPS27A	-0.0175
OR10G7	0.261166666666667
GCM2	-0.634
FAM135B	1.3667
E2F1	-2.6045
PLCB3	-0.07875
OR2AE1	0.1865
COIL	-0.0516666666666667
CDC25C	-1.74133333333333
RAB11FIP2	0.9525
TSC2	0.6115
CTGLF5	-0.3135
CCDC108	0.1602
OR13C4	0.1765
C10orf81	4.65875
PTPRB	1.28475
ACP2	0.1575
LAG3	-0.9365
MRPL54	-0.00775
LOC201175	0.5965
ITGB1BP3	-2.578
SPTAN1	0.767
SIPA1L2	0.891
RCAN2	-1.3545
CDX2	-0.438
ECOP	-0.002
ACTR1A	-0.403714285714286
PPARG	-2.476
BBS10	0.874833333333333
TMEM44	-0.284875
BPIL2	0.1585
CITED1	-1.7285
IRF6	4.7625
PRDM4	0.338
RRP9	-1.3615
OR10H4	0.3785
IL31RA	-0.80925
GNB1L	-1.9945
MYBL2	-3.06975
ZNF407	2.35316666666667
PPIG	0.104333333333333
TTC18	4.1355
RPSA	-0.8355
MAPT	2.094375
MRE11A	-0.1275
C8orf37	-0.428666666666667
RASGEF1C	-0.505166666666667
STBD1	0.26275
CTAG2	-1.04066666666667
MGAT5B	-2.26483333333333
ECM1	-0.62125
RLN1	2.818
PARP14	0.921375
EPB41L1	0.5837
HOXA3	0.864416666666667
MAGEA9	-4.95525
RPS8	-0.0476666666666667
RPS19BP1	-0.22025
FOXJ2	0.27225
C10orf76	0.35275
IL17RE	-0.8365
C10orf65	-2.58875
ZNF343	-0.14
FBXO33	0.3505
UHMK1	1.9937
LY6G6C	-0.954
FGF19	-3.192
C14orf128	-0.691166666666667
IFIT2	1.99
TIGD1	-0.727
S100G	-0.243
GUCY1B3	1.4905
NR3C1	-0.4058
CORO1B	-0.380333333333333
PARP11	0.994416666666667
DNALI1	4.2795
OR4N4	0.1195
MAP2K6	-0.346166666666667
FSTL4	0.17625
ANKRD47	1.115625
TMEM171	-2.4165
PNLIP	-0.06
YY1	0.432666666666667
CCDC138	-1.99766666666667
AASDHPPT	-0.6848
CKS1B	-0.3192
MCM3	-0.787166666666666
ANAPC7	-0.37
FAM110A	1.73775
CDC37L1	1.463
THTPA	0.75025
NBPF20	0.852
WDR24	0.713
NPTX2	-1.73675
CBLB	1.10016666666667
CETN1	0.1425
RPUSD1	0.076
FAF1	-0.71525
CDK6	-3.3552
HMX2	0.474
CSK	-0.945
TEAD2	0.71425
SNAP25	-1.98
TUFT1	1.364
TMTC3	0.6115
LCK	-4.082
SGOL1	-1.91966666666667
AKTIP	0.75425
FURIN	0.409375
SOX12	-0.222666666666667
DEFB103A	-0.589666666666667
RAMP1	-0.18925
KIR3DX1	-0.109
GAS2L3	-0.4975
PDE8A	-1.1451
EDN3	0.8225
GMIP	0.45975
SF3A2	0.40325
FN3KRP	0.37725
SMAD7	0.7295
RHBDD2	0.00775
OR11H6	0.2765
PPP1R3B	1.9099
C9orf23	0.13675
CADPS	-1.00425
GOLGA8A	-2.44525
TMEM57	0.481
RGL3	0.7475
S100A14	0.95425
FGFR2	2.152375
XRCC3	-0.87525
RTN4RL2	0.0725
MGC3771	1.729
GH2	-0.0118333333333333
BTBD2	-0.27075
LMO2	-0.243
RDBP	-0.562125
ACRBP	-1.463
AMY2A	2.38375
DUOXA1	1.583
PTK7	0.568666666666667
TWF2	-0.419666666666667
FAM80A	-1.64175
TNNI2	-3.234
GLT25D1	-0.982166666666667
OCC-1	-2.52625
CYC1	-1.3325
RPL22	0.206227272727273
MORN3	1.83566666666667
DISP1	1.7185
PRB2	-0.038
CHUK	-0.0955
HR	0.139125
CCDC134	-0.783
DENND4B	-0.39375
C14orf130	-0.051
RAB33A	-2.5885
DCST2	0.3645
TNMD	-2.25325
PEX7	1.153
FAM62A	-0.549125
SRD5A2L	0.76725
IL22	-0.037
RPS26	-1.75916666666667
HOXC5	0.027
SPATA6	1.575
FLJ38482	-0.097
ZNF234	1.9225
C18orf22	0.62825
SPATA22	0.16675
THOC1	-0.06375
CYP7B1	2.1425
KCNC3	-0.3835
C8orf42	-0.59
ALDH1B1	-0.655
CCDC100	0.4019
ARMC4	-3.8495
FAM18B2	0.3425
SLC44A1	2.1375
FBXO17	-1.62066666666667
C6orf107	-0.385
C19orf29	-0.253
ZC3HAV1L	0.04225
PARP6	0.2642
SULT2A1	-5.625375
C1orf159	-0.27075
TMC1	0.094
CHST14	0.312
GAMT	-0.00966666666666667
SMCP	0.0976666666666667
TSPAN33	-0.292166666666667
MIDN	0.029875
NOX4	2.45375
RNASEN	-0.1313
TBX1	1.31016666666667
SALL2	1.08875
C10orf35	1.53375
CYP2E1	0.0435
LRFN2	1.567
ACO1	-1.53616666666667
IQCG	1.3704
MEGF9	3.11625
TM7SF4	-0.105
PLEKHA1	0.779133333333333
STK33	-2.75275
C1orf210	2.15475
SNUPN	0.4313
KIAA0406	-1.3539
C20orf29	-0.3435
TMEM55B	-0.02225
OSTM1	-0.913125
CLCN7	-0.17975
OTP	-0.69675
FLJ23049	-1.1015
HEATR4	1.6485
MAP3K10	0.530166666666667
PCDHGA9	0.1735
AMDHD2	-0.297
LCTL	-2.11
PDCD2L	-0.6655
CABLES2	-0.33775
SLC5A9	-0.7515
CLCA2	-3.13616666666667
MGC16025	-0.6885
STRAP	-1.0635
C20orf196	0.112
RRBP1	-0.576333333333333
NAT13	-0.9115
MAT2B	0.277375
CSNK1D	-1.1955
KIR3DL1	-0.019
PRKAG3	0.767
ZNF599	2.1
PRM3	0.255
PER2	1.6825
ASPHD1	-2.7155
PRMT6	-0.72275
KCNE1L	-0.784071428571429
FAM118A	-0.895666666666667
TAF4	-0.189
NDUFB6	-0.524
TRIM9	-1.74216666666667
PMFBP1	-2.2315
KY	0.0455
DKFZp762E1312	-2.45936363636364
CSMD1	-1.068
TBP	-0.118833333333333
OR1Q1	0.637333333333333
RETNLB	-0.38825
HPGD	0.690538461538462
DNAJC12	2.839
FKBP1B	-0.953
ANKRD24	0.407333333333333
CXXC5	0.754833333333333
IL3	-0.017
DRAM	0.5934
PTCH1	-1.806375
TP53BP1	0.61325
SLC17A7	1.18071428571429
COL25A1	-1.4257
AMACR	-0.0473333333333333
RHCG	-0.865
VPS13A	0.353083333333333
FAM55D	1.2395
PRPF38B	-0.121166666666667
OSBPL6	-0.67175
PFDN5	0.4535
CMTM6	1.434
KCNK12	-2.25325
RP2	0.14775
C16orf52	-0.88525
PICK1	-0.108
IFNE1	-1.35416666666667
SEMA4B	0.8355
TYRO3	-2.56325
OR12D2	-0.0165
CSNK1A1	0.5062
FANCF	1.32775
LONP2	-0.1395
TBL1Y	0.13075
LDOC1L	1.298625
CCNC	-0.359
C3orf60	-0.7355
CHKA	-1.13275
UBAP1	0.236
MAP3K1	3.0495
ANKRD9	-0.7435
FAM92A1	-2.23583333333333
GAB2	0.8375
AZU1	1.86225
DIS3	-0.832083333333333
C21orf109	-1.71075
IQCB1	-0.28775
SPATS2	-0.8945
EFCAB3	0.1265
PRB3	-0.25175
FUZ	0.669333333333333
ZNF813	0.664
BMPER	-1.8615
HEG1	-0.295
ALS2CR11	-1.51625
SURF2	-0.74
PSMC1	-0.452333333333333
OR2D2	0.2835
SLC7A8	2.4425
C4orf40	-0.064
SPATA7	0.75725
MAZ	-0.184083333333333
PIN4	0.94475
PDE1A	-0.0895
TAF6L	-0.335166666666667
OR2T34	0.0525
KIAA0284	0.75925
ACADS	0.721
MKRN2	-0.9285
C18orf56	-1.216
MS4A6E	-0.0838333333333334
GALNT4	1.376
C22orf31	0.417
FLJ36070	-0.1555
PSME4	-0.78675
TFG	-0.3113
EPHX2	1.29275
ANXA5	-0.282125
KRTAP1-1	-0.4333
BATF	2.21725
KARS	-1.976
MSTP9	0.2665
GPR26	2.721125
CCDC72	-0.7905
TEF	0.357833333333333
FOXK1	-0.2069
PRLHR	0.615
EMX1	0.5475
C11orf30	0.315625
ICK	0.670625
THSD7B	0.51625
C21orf100	-1.357
DUOX1	2.1235
EFCAB4B	-0.6745
UBE2G2	-1.01
C3orf54	0.44475
PARP1	0.15825
FAM60A	-1.46083333333333
C6orf146	0.24775
OR9K2	0.5385
DDX55	-1.228
RPS15	-0.0168333333333333
ZNF618	1.1651875
DKFZp686D0972	-0.234
SSPO	-0.5605
SHFM3P1	1.413
CPA6	-0.368
JAG2	0.03075
DEFA3	0.676
PPBPL2	0.0878333333333333
CD34	3.941875
SLCO4A1	-3.189375
AFG3L1	-1.42066666666667
SHD	-1.69175
RP13-122B23.3	-0.393833333333333
PRKCSH	-1.31516666666667
DPH5	-0.430166666666667
HLA-F	1.082375
TBC1D4	-1.3805
RIG	0.0756
GLUD1	0.268166666666667
HNRPCL1	0.74625
HBXIP	-0.40775
RNF207	-0.4525
APIP	-0.838
PLA2G3	1.1655
CCDC84	-0.469
MYLIP	0.609615384615385
PHIP	0.802
AARS2	-0.5235
DHX32	1.182
SCAPER	0.297666666666667
MEN1	0.01675
NIP7	-1.97525
FLJ25404	-0.0455
FASTKD3	-0.3655
TMEM158	-2.1625
RARA	0.84675
BDH1	0.681
ANKRD16	0.704
CARM1	-0.03
SS18	0.00916666666666666
IKZF2	-1.05633333333333
MYD88	0.259125
PML	0.03385
TAF1A	0.42225
CBFB	-1.0255
HIST1H3H	-1.89916666666667
C7orf29	-0.8955
COMMD4	-0.5495
DPP3	-0.71725
DAB2	0.12575
LOC388882	-0.2735
YPEL4	-0.703125
AGBL3	0.47975
LRP6	-0.2246
SERPINH1	-0.406916666666667
TLE1	0.447
CD244	0.416833333333333
ZDHHC15	-0.33725
MGLL	0.7654
PLDN	0.03075
LOC654346	1.8145
FAP	3.38475
GPR37	-0.273
SCARA5	-0.762333333333333
EBF4	2.19890909090909
LSM6	-0.452
MLLT1	-0.137
SLC5A12	-0.2785
A2BP1	-1.62716666666667
COPS5	-0.3565
TPM4	-0.262
TNFSF4	1.067
ACADSB	2.52688888888889
HERPUD1	0.35025
BCL2L11	-0.241611111111111
CEP78	-0.6855
CDCA3	-1.815375
WBSCR19	0.7028
MYO1A	-2.812
PPEF1	2.36883333333333
LOC440348	-0.0765
CPEB2	1.132125
BPTF	0.105833333333333
RPL21	0.134
GSX2	0.116
ADPRH	1.01566666666667
C17orf68	0.635333333333333
KCNS1	-0.7555
MLLT6	0.4658
PIWIL4	-0.087
RNF26	-0.565
RAP1B	0.419125
ADAMTS1	-3.3704
ZNF571	1.5695
P2RY6	-1.627
TRIM21	0.7165
CADM3	-0.23625
NLRC5	-0.049
ADRA2B	-0.5535
LOC90835	1.13225
PCF11	0.161
LOC400451	1.25925
GLTSCR1	0.6942
C17orf88	0.0133333333333333
CDH16	-1.43575
FGF7	2.285125
PCSK4	1.605
NPC1L1	-1.575
TAT	0.070625
TBCA	-0.63275
MGC33407	0.4375
GPR115	-1.72285714285714
CYGB	-0.398
FNBP4	-0.7315
C12orf43	-0.36225
CBL	-0.5646
CLECL1	2.0155
PPAPDC1A	2.10225
WDR25	0.557166666666667
SGCA	0.8745
C22orf29	0.507
YIPF1	1.5675
GALK2	-0.94525
RAB3B	-3.26558333333333
LOC440087	2.26925
UCP1	1.0165
REEP5	1.652625
FADD	-0.2358
FOXA1	4.268125
CACNA1A	0.464
ABI1	0.0396666666666667
GRIN2D	0.78175
SLC1A4	0.931
LOC401127	-1.72
HINT2	0.04575
PLD4	1.0185
ZNF286A	-1.16325
ENY2	-0.95725
IL1F6	0.271
PXDNL	0.503
C20orf79	-0.234
TNFSF13B	1.79866666666667
DENND3	0.462125
JARID1D	-3.94125
HIST1H2AK	0.068875
LOC93349	-0.9901
SSH1	-1.0776
ENSA	0.83825
LOC219854	0.587833333333333
CKAP2	-1.8619
DKFZP564J102	0.325833333333333
MGC87315	0.652166666666667
HNRPAB	-1.0755
AMH	-2.5015
ZNF526	0.771
BRUNOL5	-0.2294
CACNG3	0.0808333333333333
TRPM1	-2.736
PPP2R1A	-0.09775
COL2A1	-2.502
DDN	-0.932333333333333
FLJ25770	2.28641666666667
HK2	-1.17735714285714
ELOVL6	-2.13675
MDK	-0.22725
EPHX1	0.64325
RASSF2	0.940625
DKFZP434B0335	-0.332
DLX3	0.398625
PRTN3	0.26075
AVPR1A	-0.11525
C21orf125	-2.802
TNFAIP8	-1.3015
GNB2L1	-0.2845
CALCRL	2.9765
SCGB2A2	5.89683333333333
UBXD7	0.1305
ZNF674	-0.493
TMEM35	0.20225
BRSK2	-1.64375
HECTD3	-0.196166666666667
TMEM188	-0.477666666666667
LGALS9	1.6335
SCARB2	0.38025
USP34	0.22175
C17orf28	0.849666666666667
ZDHHC23	-0.27625
AQP12B	0.096
SLC16A3	-3.318125
APLP2	0.638
ITIH2	-5.54175
MICAL3	-0.826125
TNNI3K	1.8066
HDAC2	-0.48025
PRR7	-1.1007
THBS2	1.103625
LOC751071	-0.336166666666667
CA2	1.99383333333333
RANBP17	0.274
RLN3	-0.127
CRYZ	0.840833333333333
GBAS	0.666166666666667
TAS1R1	-0.722
MPZL3	-0.386
PCDH8	-1.29925
HSP90B1	-0.482833333333333
KCNK15	0.7295
TNIP2	0.0583333333333333
GPR146	-0.355
NOL6	-0.663
SPC25	-3.28644444444444
STEAP2	2.92621428571428
VAMP3	0.0126666666666667
TCIRG1	0.26975
ZP4	0.372
PARL	-0.58375
TRIM39	0.4225
KIAA1305	0.24
CRNN	0.343166666666667
GRN	0.02175
HSH2D	-1.727
SCAMP1	0.710875
KIAA1913	-0.01
PTS	0.431
BANP	0.640571428571429
PRKACG	0.177
ADCY6	0.417833333333333
C16orf46	0.6625
CYP51A1	0.071625
DDC	-7.2735
ANPEP	-0.108
PROM1	-0.933333333333333
SIGLEC10	2.312
COPG	-0.0815
FAM26E	1.705625
TRIP4	0.57225
SNX3	0.232666666666667
C1orf175	0.668166666666667
PPY2	-0.5785
C14orf152	0.129
FTSJ1	-1.03183333333333
DST	0.09035
LOC554235	0.081
GLRX5	-0.42425
C20orf12	1.7095
CAB39	0.407833333333333
MSH2	-0.981833333333333
PIP4K2C	0.455625
CYLD	0.60925
WTAP	0.5855
MGAT4A	0.714222222222222
TSC22D4	-0.5641
CHRM2	-1.968
PPYR1	-0.0396666666666667
CCNH	-0.823333333333333
RRM1	-0.783
ECAT8	-3.5845
LOC400120	-0.389
GABRA4	-0.18
C14orf4	0.197833333333333
C1orf59	-0.485
CTDSPL	0.66375
NHEDC2	-1.438
PDE11A	0.141625
KLHL29	-1.85625
CD5	-2.6326
TSPAN9	1.678125
WDR67	-0.9715
THUMPD1	1.1603
C18orf17	0.58625
CLYBL	-1.05266666666667
FLJ13231	0.049625
CMBL	0.394875
LECT2	-0.42575
NKAPL	1.57416666666667
LOC654780	0.3165
OR4C6	-0.0185
RAB30	0.849833333333333
TSSK4	0.337
TMEM163	0.763
OSBPL11	0.259166666666667
GNB5	-1.049
CCL21	0.898
C1orf121	0.261666666666667
FMO2	1.55216666666667
RPTN	-0.421
MSTN	-0.339
VCL	-0.0211428571428572
FYTTD1	-0.25
C11orf1	-0.11625
CCDC88C	1.4748125
HFE	-0.731555555555556
MOGAT1	-0.951
FAM125B	0.783
IRGQ	0.11
RAVER2	0.108
AKAP5	-0.7675
SSSCA1	-0.756
C11orf63	2.129875
ACTG2	-0.6586
PORCN	-1.1645
DTL	-1.75272727272727
TMEM151	0.06075
FAM122C	-0.584
RSAD2	2.3918
BAT4	0.023
KRTDAP	-0.0343333333333333
MYH8	0.445375
CRTC3	0.8795
LRRFIP2	0.8015
INTS4	-0.3285
TTN	-1.87466666666667
SLC26A5	1.8975
PLLP	-0.56875
RGS6	-1.15875
SRGAP3	1.6335
ZNF525	0.334166666666667
NBR2	0.0565
C13orf1	-2.4955
ZNF137	0.857
CEP27	-1.77725
BEST2	-0.172
RNF121	-0.841
DMRTC2	0.67
C8orf76	-0.524
BCCIP	0.148
MEST	-1.6565
HTRA2	-0.0885
ANGPTL2	-0.8475
ILKAP	-0.0416666666666667
ERAS	0.1595
HBS1L	-0.5965
CPA5	0.4655
TMEM30A	0.0773333333333333
CD300LF	1.78333333333333
WISP3	0.0075
CRK	0.389928571428571
PDS5A	-0.3631
BRPF3	0.540166666666667
NEDD9	0.336125
SMPDL3B	0.615
PSG6	-1.5
PSMD13	-0.22075
ETV5	-1.872625
OR51A4	-0.039
BTBD7	0.866333333333333
GSTO1	-1.4105
hCG_16001	-0.239
MAD2L1BP	0.245333333333333
COX6A2	0.802
SCNN1A	2.293
LSM1	-0.198
UGT2B11	-3.3515
IDUA	0.95775
PPP2R3C	-0.536
COX11	-1.72566666666667
PDZK1	4.2675
ZNF443	1.32033333333333
MGC21874	1.37883333333333
ZNF323	1.4172
KRTAP10-10	0.1565
CXCL6	-0.407
SLC34A2	0.735
LOC284402	0.3715
NPTN	0.848416666666667
UPP1	-3.28241666666667
SLC6A9	-0.657
OR7G3	0.4235
CISD1	-1.15333333333333
ZNF545	0.683
SYT14	-1.3835
NT5C3L	-0.544166666666667
ZNHIT3	-0.0241666666666667
SNRPD3	-0.15625
KIAA0701	0.169625
UNC93B1	-0.335833333333333
GMNN	-1.561625
SPCS2	0.231166666666667
LOC388524	-1.398
NAPRT1	-0.02025
PNLIPRP1	-0.0605
OR6V1	0.2295
PRKAB1	0.27175
EYA4	-2.46916666666667
KIF20A	-2.52325
ALG10	-0.271
ITPKC	0.875333333333333
LMX1B	1.727
RPUSD4	-0.617333333333333
C7orf34	0.198
DLGAP2	0.168125
PFN1	-0.7898
MICALL2	-0.37775
ZNF654	0.467
SS18L1	-0.8785
SLC16A8	0.6005
MKI67IP	-0.2745
ITGB3	0.87725
TCEA3	2.41075
CEP152	-1.967375
CLIP1	0.800875
ZNF75	0.55425
ATP5C1	-0.9325
NUDT5	-1.12933333333333
PSCDBP	-0.969
UBP1	0.24075
RBM27	0.151
C13orf15	2.234875
ZNF282	-0.00400000000000001
ZNF222	0.4554
COL10A1	6.38575
PRDM15	0.107875
TTTY5	-0.1915
FAM9C	-0.748
C20orf67	-0.19975
GNG13	3.4415
F12	-0.43375
C1orf41	-0.148
CPXCR1	0.0775
GSK3A	0.059625
SUPT6H	-0.0135
PI16	-1.00033333333333
ELL2	-0.956333333333333
C9orf167	-1.88966666666667
PVRL3	-1.8284
FLJ38596	1.106
ADAM20	0.44675
GPR89A	0.758
GPR87	-3.3785
ZNF30	1.21525
SMR3B	0.05475
ZNF770	0.353875
TRPC4AP	-0.7395
DKFZP686E2158	0.469333333333333
C2orf28	-0.034
FREM1	-0.0293333333333333
LAMA4	0.492666666666667
ADPRHL2	0.099
EIF4G2	-0.222
GUCA1A	-0.217
CTNNA2	-1.39025
NUDT15	-1.65316666666667
CEPT1	-0.1985
ZNFX1	0.4387
CCDC92	1.196
TDRD1	-1.7285
KCNK5	-3.33
ETNK1	0.798416666666667
LTA	-0.298
TTPA	0.578333333333333
B3GALNT2	0.307875
SC65	-0.7645
PEX5L	-0.863375
EPS15L1	0.52675
MGEA5	0.911375
HIST1H3A	1.04775
ING1	-0.141875
BCAT1	-3.7355
ORC6L	-3.72790909090909
KLK11	-4.918
C19orf28	-1.913375
DNER	-5.579625
MED22	-0.662357142857143
ETV6	1.28516666666667
CHAC2	-2.8075
CD300E	0.0565
CEBPB	0.00916666666666668
ZNF398	0.131
LRCH3	0.038
HMGA1	-1.95533333333333
CAPN7	0.201166666666667
MGC5566	-3.6515
CCL3	2.479875
NANOS1	-0.780625
ZFYVE19	0.3695
APITD1	-0.011
PARD3	0.8875
IRAK4	-0.4125
SERPINI2	-0.369
CEP170L	-0.5645
TTC9	1.600375
MYOM3	-1.69175
MLPH	2.655375
LOC222699	0.043
NRG1	-1.15666666666667
TBC1D9	4.97872727272727
TTK	-1.98816666666667
ZNF557	0.6337
DDX41	-0.389666666666667
FANK1	3.784
UBE2D2	-0.11325
PSMB10	-0.3565
MYH7B	1.175
GABARAPL2	0.082625
MARVELD2	1.8425
DGCR2	0.73
UNC45A	-0.138
C6orf72	0.297
ZNF683	2.04275
GIT2	-0.024625
CASK	0.620333333333333
C14orf161	3.51716666666667
LRRC44	1.10775
TIFA	0.921
UTP11L	-0.880875
C6orf65	-0.88075
FDPS	-0.24175
DUSP9	-2.5084
SLC17A8	0.313833333333333
OR51G1	0.00316666666666666
NANS	-0.325
OLFML1	2.17175
ATP10B	-1.813625
NPAS3	-0.10625
PRKCA	-2.5568
GGA2	-0.14925
LCE4A	0.2885
SPANXN3	-0.04925
CCDC115	1.358375
SDCCAG3	-1.165
GLIPR1L1	-0.0926666666666667
TTC1	-0.21975
C17orf76	0.63925
MAD2L2	-1.99825
HIPK1	0.3649
LRRC3B	-0.395833333333333
CLN3	0.634772727272727
C17orf47	0.3415
FMN2	-2.7945
TUBB1	-1.198375
WAPAL	0.636333333333333
C3orf21	-1.03375
SCN5A	-0.8045
SMYD1	1.60725
BEX5	0.2375
ZNF192	0.093
SEC22A	0.0253333333333333
GRIA2	0.895
KIAA0825	-1.159
NUSAP1	-1.77772727272727
LANCL1	-0.1925
C15orf40	-0.1411
ZNF645	0.297625
GPR61	-0.219
NLRP14	-0.5305
SNX21	0.2445
C1QTNF8	-0.203
C17orf46	0.22375
IFNA8	0.823
SPRR1B	-2.43083333333333
FLRT1	-0.8615
SNX17	-0.311833333333333
ASB2	-0.8015
HBG1	-4.84
RPRML	-3.33925
JOSD2	-0.476666666666667
PLSCR3	0.139
SPOCD1	-0.928333333333333
RAB39	-0.7185
GHRH	2.98866666666667
ITIH5L	0.852
C17orf37	0.35625
SMCR8	0.548
DPY19L2P3	0.648666666666667
IL11RA	0.838
GDF3	-3.815
RPS6KB1	-1.05841666666667
DNAJC19	0.3983
TOP1	-0.5155
CRCT1	-0.6015
MPST	-0.20875
DPM2	-0.406625
FAM38B	3.099
SLC18A1	-2.91316666666667
FARP1	0.859833333333333
PAX7	0.24725
TUBD1	-0.79
GNL3	-0.278625
BTG2	2.2332
NDUFS6	-1.06
C1orf79	-0.84125
ERAL1	-0.8015
ECHS1	0.3215
VPS4A	-0.678333333333333
CYP11A1	-0.207625
ABCC6	-2.31721428571429
PBX4	-0.291
MOSC1	-0.269125
NCF4	-0.46675
HYMAI	-0.393
NAGPA	-0.45425
OTOP2	0.34975
ACOT12	-0.36225
MTHFD2L	-0.343375
LOC441376	4.353
C19orf34	0.1325
RAB1B	-0.7635
ALDOAP2	-1.1595
NTRK1	0.266333333333333
ARTS-1	0.9126
SLC6A11	-0.833
NAP1L2	-0.6115
CNGB1	-0.0831666666666667
EPB41L4B	0.408083333333333
FAM134B	3.376125
HS3ST3A1	-1.04683333333333
CPXM2	4.93625
SIRPB2	0.3825
CHORDC1	-0.603666666666667
TRIB3	-0.500333333333333
SLC2A5	-0.03025
C2orf49	-0.842833333333333
DDX5	0.273
OR5L1	0.597
ANAPC4	0.26
ZSWIM1	0.22225
LOC93622	0.397875
KCNK3	-0.9939
RP11-35N6.1	-2.212625
ZFP161	0.742333333333333
AQP9	-0.1295
SLC15A2	-1.42183333333333
MREG	1.19016666666667
OR9I1	0.8025
PDLIM2	0.585125
ADAM7	0.621
GSTCD	1.79
WDR21A	-0.0925
SLC12A8	1.26266666666667
TMEM174	-0.0555
IGSF3	1.14025
LRRN1	1.36
LOC402117	-0.07675
SRPK1	-1.39366666666667
LY6K	-2.18193333333333
NFIA	3.148
PTCD3	-0.08475
LEP	1.11333333333333
PCDH21	-1.52666666666667
MAPKAPK2	1.02828571428571
NMNAT1	-0.424
LHFPL2	0.122
C9orf43	0.383
DIP2A	-0.871
ACTR8	-0.086375
CCDC34	-0.66375
PTPN22	-1.52025
ITGA3	-1.091625
FAM129C	-0.384
RABGGTA	-0.175166666666667
UNC45B	0.39625
KIAA1033	0.167625
ZNF510	0.32
CYP2D6	-0.3315
SLC26A10	-1.585
STX8	0.498
LUZP1	-0.30875
WDR89	0.0263333333333333
EIF4G3	0.0488
C5AR1	0.734625
ZNF623	0.041
A2M	0.254
TGM7	0.335
GRPEL1	-0.685333333333333
LMNB2	-1.4989
ROCK2	-1.49466666666667
SNX16	0.7145
CCDC66	1.12
ANXA3	1.04475
KIAA1609	-0.48875
EED	-0.463
RNF32	-0.867833333333333
HES1	0.7313
CLC	0.2685
ISL1	2.023
KIAA0528	1.331
MANEA	0.283875
C1orf61	-2.893
hCG_2001000	-0.1
RAPGEF6	0.0188
KIAA0020	-0.437333333333333
NEIL1	2.25525
C16orf45	0.625875
RBM10	-0.0955
C10orf125	-2.14925
MRS2L	-0.95875
DNAH17	-1.039875
C19orf10	-0.95725
C1orf160	0.38375
SLFN12	0.183
EXOC3	-0.253
HIST3H3	0.5505
NCOR2	0.573333333333333
TNFRSF9	-1.00975
MFSD8	-0.3195
ALX1	-3.234
NOL1	-1.672
PODN	3.284
TIAL1	-0.785
HIST1H1E	-1.804
NPY6R	0.3955
TM4SF4	-0.90425
CORO2A	0.37425
ETNK2	-0.581333333333333
APOE	-0.3277
ANGPT4	-0.1515
HDGF2	-0.5365
G30	0.354
ST8SIA4	-0.864875
F2RL1	-0.063625
FAM19A4	-3.347
CCAR1	-0.31175
B3GNT7	-0.035
OPHN1	0.2424
DSCR6	1.53
C21orf13	1.88033333333333
GAS2L1	0.314
RFX3	0.636833333333333
COPS4	0.098125
BCHE	-4.78316666666667
BCL2	3.553625
HBZ	-2.80283333333333
ARL13B	0.52325
MAPBPIP	0.846625
MYO15B	1.635875
SPZ1	-0.26075
KIAA1324	4.04555555555556
PLCL2	-0.78525
C4orf29	-0.51175
WDFY2	-1.240875
ZNF284	0.9375
NAALADL1	0.342
DUSP5	0.150666666666667
PXDN	0.947125
SLMO1	-0.259
TNXB	0.1755
BIRC7	-2.18525
A4GALT	0.964166666666667
TIMM22	0.24175
FAM110C	1.098
TOMM34	-0.9795
ABHD9	0.0915
ADAM32	-0.052
CRHBP	-0.68825
AQP2	0.397
LOC130355	0.9375
ZNF187	0.9575
