Hybridization REF	TCGA-BH-A0DE-01A-11R-A115-07
WNT1	0.2889
DBP	1.331
COL5A3	1.9025
RHOD	0.7035
COL4A2	2.49325
LOC201164	-0.2785
HEBP1	4.02825
LUM	2.22808333333333
ZCCHC6	0.67275
PAGE1	-3.305
DTX2	0.2375
SLC7A13	0.64875
H3F3A	0.399285714285714
RABIF	0.27725
D4S234E	-1.6695
DYRK3	0.365666666666667
PFAS	-1.51066666666667
ALOXE3	-0.160833333333333
RPLP0	-0.823
RBM34	-0.523666666666667
C12orf28	-2.031
U2AF2	0.208333333333333
MKNK2	0.4198125
SEC16A	0.990166666666667
ZNF44	-0.2384
YWHAG	0.423375
IGF2BP2	-2.74925
OR1D5	-0.505
SIX6	-3.56125
CCR6	-0.0925
PALM	2.24075
PUM2	0.583428571428571
SPRYD5	-1.694
ALG10B	-0.521571428571429
ZNF365	2.039
PHC1	-1.806
KIAA0913	0.277
ARX	1.7
PPP3CB	0.4345
IRX6	0.2709
ANGPTL4	1.3987
LSM14B	0.0724
PCDHGB7	1.3955
INSM1	-0.286916666666667
WBP2NL	null
ZNF493	-0.0440625
NGEF	-1.7245
RNASE13	-0.6155
SPPL2A	-0.654166666666667
SFXN1	-1.80925
FAM102A	1.36775
SAPS2	-0.31325
JTV1	-1.5255
OR51B4	-0.463666666666667
SCGB1A1	-0.0841666666666667
NEUROD2	0.151375
tAKR	0.605
C1orf26	0.3365
RICH2	-0.0865
TEDDM1	0.21975
CYP2S1	-0.4
TBCE	-1.07066666666667
MAPK1	-0.867875
HDHD1A	-0.56675
MRM1	-0.34725
ATP9A	0.273928571428572
HSD17B3	0.00666666666666665
HN1L	-0.2525
RNF216	-0.392
HOXD12	1.964
PPP1R14B	-1.09275
SBF1	-0.766
TAS2R42	-0.696
USP46	0.0523333333333333
LILRB3	2.60083333333333
SPI1	1.79525
OXSM	-0.5425
GYS2	0.2758
NUPL2	-0.92125
C8orf46	-1.869125
SF3A1	-0.4893
C21orf99	-0.97525
HOXB4	1.6928
YRDC	-0.871
GPRC5D	0.969
BLVRA	0.744125
KIF12	3.509
LRRC23	1.068
FAM14A	0.647833333333333
RASL12	1.3135
DAZAP2	1.37
IKBKB	0.630571428571429
ZNF271	0.575166666666667
BOK	1.24025
CXorf6	-0.87475
MYEOV	0.0645
BTN2A2	0.1537
FRG1	-0.15075
HSP90AB6P	-0.76175
ENOX1	2.11383333333333
ZNF706	0.6334
DOK1	1.8352
PGAP1	-0.1555
TMEM136	-0.2045
FSCN1	-1.33225
KIF17	1.06425
TRIM66	-0.29
CBR3	-0.1305
C13orf24	0.0486666666666667
C19orf52	0.04225
BNIP1	0.0905
AQP3	-1.744
KRT6C	1.55466666666667
SIRPA	0.79125
IGFBP6	-0.0868333333333333
PLEKHK1	-1.0645
RNASE7	-0.641
ARHGEF15	0.9155
NPHS2	0.114333333333333
SRD5A1	-1.30125
REXO4	-0.5175
EEF1DP3	-0.059
SLC37A2	1.60775
ZNF142	0.58325
ANKHD1	-1.1
MUT	-0.5115
VPS37A	0.2935
GPRIN1	0.8355
SLC38A3	-1.397
BAZ2B	1.104
WDR87	0.9126
BRD7	-0.511
POU6F2	-0.56
NISCH	0.941875
TCEB1	-0.363
LINGO2	-1.78625
TAX1BP3	-1.12825
RPL34	0.236111111111111
MARK2	0.0963333333333333
AKAP12	-0.5635
AMBN	0.094
SLC25A27	-0.867333333333333
FLJ21865	-0.21425
KIR2DS2	0.141833333333333
WDR77	-1.109
ATF2	0.01125
ITFG3	0.455833333333333
SLC39A13	1.12275
ARL6IP5	1.904375
C10orf137	-0.873
QTRT1	0.0396666666666667
CCNT1	-0.292
DYNLL1	0.4501
WDR53	-0.279
LIPG	1.13616666666667
ASAH3	0.868
HELB	-1.15225
PHACTR2	0.8695
VENTX	-0.03875
LAD1	-0.3065
PAOX	0.76725
MAPK8	0.1485
CCDC38	0.17125
DNAJC8	-0.7398
RBBP8	-0.43525
WNT11	1.0752
KCNJ12	-0.298833333333333
HDAC8	0.0185
STARD4	-2.5225
ACVR1	1.03033333333333
C14orf65	-0.619166666666667
KLB	0.3445
C1orf65	0.15175
ZFYVE28	0.711375
NSUN6	1.28125
KIF27	0.793666666666667
SYTL2	0.00833333333333333
UBXD2	0.1293
OR6T1	0.1005
CCDC91	0.948642857142857
GRID2	-0.3245
CALN1	-0.836714285714286
ZNF423	1.06975
PSMB4	-0.538
XPNPEP3	-0.586666666666667
ARPP-21	-2.38022222222222
SART1	-0.6495
RACGAP1P	-3.1145
SPTA1	-3.949
C6orf113	-0.808333333333333
C7orf16	-2.60575
CHST7	-0.163833333333333
C21orf29	-0.6165
SEMA6D	-0.817571428571429
PCMTD1	1.6394375
KIAA1754	-0.133333333333333
MYCN	-1.25075
KCNJ3	6.532
MAPK13	1.2388
ERO1LB	-1.112
NTF3	-0.912333333333333
NKX6-2	-0.296
GTF2B	0.00700000000000001
GSPT1	-1.2725
GUSB	-0.497833333333333
LOC221091	0.4125
LIG1	-0.66325
EXTL3	0.0705
NID2	-0.282
TTC29	-0.485
TMEM97	0.03275
EXTL2	-1.2305
SUZ12	0.136625
IL1F8	-0.3
KRT18	-0.198727272727273
MRPS16	-0.799666666666667
PI4K2B	-0.6955
LACRT	0.6115
OR51F2	-0.4435
JMJD2C	-0.245625
KGFLP1	1.57825
CDK5RAP3	-0.164
YTHDF2	0.284666666666667
GGCX	-0.228
ARPC4	0.52825
EGLN2	2.60216666666667
KBTBD4	-0.117846153846154
ROBO3	-0.4707
DEFB118	-0.089
KIAA1543	1.81775
RTCD1	-0.369166666666667
MZF1	0.3565
C18orf26	0.172
CNIH4	-0.617166666666667
ZFP2	1.29416666666667
HTATSF1	0.18575
WFDC2	3.77225
NDUFA7	0.601
TTC22	-0.326333333333333
FAM40B	-1.768625
DCPS	-1.39975
SH2D1B	-0.131166666666667
MRGPRE	0.38
SBK1	0.24625
UNQ6411	0.628
OSBPL9	-1.002
NUP107	-0.7835
MYOZ3	0.3335
PDE4B	0.313727272727273
FAM113A	-0.2885
IDH3G	-0.00766666666666666
FBXL7	0.091625
ARFGAP3	0.377
MAPRE2	-0.203076923076923
IL1RN	0.8246
KIF13A	-0.08725
RAC3	-0.252
TCTE1	-0.3725
TMEM14B	-0.634
ADIPOR1	0.8085
GRINA	0.992
CLIP4	0.21475
LRIT2	1.0145
TFPI	-2.326
FABP6	-1.118
SLITRK2	0.0238
HKR1	0.7315
SMTN	-0.14
C1orf75	-0.8895
CD209	0.27225
CYB5R2	0.0045
DNTTIP2	0.142833333333333
CSGlcA-T	0.915875
GABRB3	-0.17075
PCBD1	0.4445
TAF3	0.794666666666667
HOXD3	-0.679333333333333
GIPC3	-0.000499999999999989
P11	1.1934
BFSP1	-0.60975
LCP2	1.44475
TAS2R8	0.464
SEZ6L	4.17875
NR2C1	-1.183
EXDL2	0.6701
TNFRSF13B	-2.17916666666667
MKI67	-2.932
GLS	0.387666666666667
C7orf54	-0.7987
LGALS13	0.168333333333333
IL4R	0.97275
SEC11A	-0.544166666666667
SPP2	0.011
C18orf32	0.64225
CLSPN	-2.31966666666667
SPAG1	1.39325
C9orf82	0.03675
TM4SF1	2.59875
EMILIN2	1.4365
SMG7	0.272166666666667
TAS2R13	0.2965
ZNF628	0.203
DZIP1L	0.443
ANKRD13A	-0.1058
VASP	1.435625
ZCCHC11	-1.052
SYPL1	-0.376375
MGC34774	0.198333333333333
C4orf28	0.121125
KIAA1211	0.175416666666667
RPS27L	-0.05675
TATDN3	-0.9655
PDCD1	0.6485
OR5P2	-0.00850000000000001
IFIT1L	1.556
MIPOL1	-0.321
OR51D1	0.23775
C1orf92	-1.591
LAMP2	0.992
CAT	0.492666666666667
C16orf80	-0.9025
C15orf32	0.801
ZNF746	0.17475
C1orf76	-1.6125
ATXN1	0.57675
LAMC2	1.45
SLC2A7	-0.174
CPOX	-1.666
APH1B	1.19116666666667
LOC442245	-1.06475
CTNND1	1.04033333333333
GABRG2	-0.842375
MADCAM1	-0.308666666666667
F5	-1.967625
SEMA4F	0.509
NUDCD3	0.37125
PDZD11	0.3805
TRIML1	0.311
GCNT3	-0.199166666666667
TMEM120A	1.0795
CNDP1	0.207
N4BP1	0.233125
SLC35F2	-1.8305
LCP1	0.391583333333333
IGBP1	0.3334
DCAKD	1.072375
ELA2A	-0.6185
C12orf56	-2.417
PITRM1	0.172071428571429
GUK1	0.137666666666667
RASSF8	0.497125
OR2A14	0.461
ADM	-1.93466666666667
FGD3	1.74216666666667
GHRHR	0.058
RHPN2	0.56075
C4orf39	-0.928333333333333
VPS72	-0.45075
SERF2	1.16238888888889
CD22	0.860166666666667
CD47	-0.000100000000000011
PPIC	0.831666666666667
IMPDH1	-0.0350833333333333
ACP6	-0.5855
PRKACA	0.08575
PPP1R1A	2.424875
TRPV3	-0.056
ASXL1	-0.70075
C17orf55	2.25016666666667
FXYD1	0.266833333333333
LMOD2	0.6345
ANKRD33	0.316
LCE2C	-0.128
ZNF620	0.0455
DKFZP566E164	-1.3035
VSIG2	0.4775
KIAA1128	1.10225
USO1	-0.0945
NUDT4	0.874357142857143
CLDN1	1.62921428571429
OR4Q3	0.722
FASTK	-0.217333333333333
ICOS	1.6616
LDB1	0.34325
GSTA5	-1.4115
ABCC1	-1.51133333333333
FAM54A	-3.3515
PCBP2	-0.465666666666667
NUP205	-1.65725
ACTA1	-1.26316666666667
GABBR2	-2.03225
PIP5K1B	-1.28733333333333
AGXT	-2.12933333333333
RNF181	0.22425
ATP8A2	-1.167
AFTPH	1.5491875
FGF21	-0.19575
FCER1G	2.824
SNTB1	-1.852
SLC24A3	1.1465
TXNL4B	-1.3535
RPL10L	-0.754833333333333
LOC389517	-0.7976
TSGA13	0.1715
SHOX2	-1.355
ITGA7	1.2478
KCNIP2	1.51316666666667
KLF13	0.2787
ZFAND2A	0.471
CEACAM1	0.854285714285714
PFKFB4	-2.14366666666667
MED19	0.028
LRRC57	0.726166666666667
RNF11	0.4495
ANKRD32	-2.56075
P117	0.60775
OBFC2A	0.529666666666667
POLD3	-1.31141666666667
RAB18	1.38425
TPH2	0.343333333333333
PHB	0.2292
JDP2	1.40366666666667
MORF4L1	-0.1368
POU2F1	-0.31475
CNNM2	-0.368666666666667
LOXHD1	0.573333333333333
ZC3H15	-0.52775
ELK3	0.911833333333333
FAM111B	-3.166
CBLC	3.52966666666667
SBNO1	0.45825
ANKMY2	-0.33675
PLEKHA5	-0.04775
DHX58	2.385
ARCN1	-0.187333333333333
TREML1	0.4474
KNCN	-0.1135
SEC24A	-0.90525
PSCA	-0.76875
MGC24125	0.173833333333333
DNA2L	-2.77775
CIB4	0.27925
HIGD2A	0.258833333333333
TBX6	0.0376666666666667
TTLL5	-0.867333333333333
SGK3	1.1235
GCN1L1	-0.54225
AMOT	-0.8566
LDOC1	0.217666666666667
NRK	0.272666666666667
ASB9	-1.046
NAT1	4.5136
TRAFD1	-0.02925
PEAR1	0.486833333333333
FAM36A	-0.70925
OR1S2	-0.0681666666666666
LOC388323	-1.87625
PGS1	0.300333333333333
LEPREL1	-1.28
TFF1	-0.255833333333333
HAP1	-0.1225
EPHB2	0.5695
ACTG1	0.788166666666667
ZFP42	-0.167
HAVCR2	1.6619
NME1	-0.3045
SNX26	-0.0434166666666667
LACTB	0.274333333333333
ZKSCAN2	0.149375
C5orf35	-0.161
ANKS3	0.08725
RBM28	-1.31775
DKFZP586P0123	-0.80325
HNRNPA1	-0.432166666666667
BCAS3	-0.585833333333333
FLJ20184	0.2895
POLA2	-2.0755
TMC7	0.765166666666667
HSD17B6	1.3555
ZNF658B	1.19516666666667
TTTY10	0.152666666666667
RANBP9	-0.025
CPNE7	-1.307
EVL	0.85764705882353
LNX1	1.18408333333333
IFNA21	0.163166666666667
CFD	2.982
PYCARD	2.23616666666667
MYBPC2	-1.7225
ENPP3	-2.18466666666667
ACSL4	-0.89725
LOC440258	-0.947
TMEM176B	3.26583333333333
SOX2	-4.858625
SCO1	-0.671166666666667
COMT	0.64225
AOC2	0.4535
PDLIM5	1.30507142857143
SPHK2	0.506833333333333
NXPH2	-0.018
GPR108	0.554
RAD51L1	-0.494333333333333
TMEM54	1.00075
LETMD1	-0.340444444444444
SLC6A17	0.13125
KRT75	1.009
STT3B	-0.671
CD3EAP	-0.113666666666667
TMEM63A	-0.2695
DUSP13	0.79875
CD1C	-0.641
LASS2	1.00316666666667
AVP	0.845
PITPNM1	-1.0525
FLJ22795	-0.9985
MCTP1	-0.82275
TRIM68	-0.354666666666667
UCK2	-1.03216666666667
ABHD1	0.71025
FAM50A	-0.37225
RNASEH1	-1.02916666666667
PCP2	1.80466666666667
OR52H1	0.883
C20orf149	0.28675
RBP5	-0.220833333333333
HYAL3	-0.399
CLPB	-1.56825
SMNDC1	-0.3845
DONSON	-2.94933333333333
FLJ27523	0.904
BARHL2	0.4972
SLC30A9	0.428333333333333
TMPRSS11B	-0.31875
E2F8	-2.36633333333333
CCDC25	0.192416666666667
C14orf48	-0.216
C20orf116	0.979625
TSPAN11	0.2085
YIF1B	-1.16066666666667
FAM12B	0.304
OR1L6	0.179
HPN	1.3412
NBN	-0.117125
C14orf94	-0.451333333333333
OCLM	-0.3285
ZSCAN18	-0.1275
L3MBTL	-2.5732
TSTA3	-0.150666666666667
RAC1	0.333875
C19orf15	0.534333333333333
NFE2	-3.6
KLK14	0.126
ARSF	0.5225
MAST2	-0.0185
AMICA1	2.397
GTF2A1	-0.323375
ATP1A3	0.6
TC2N	1.3349
PNKP	0.6205
ODZ2	1.411125
MATR3	0.15
S100P	-1.46575
KRT82	0.395
CA13	0.4038
PROZ	-1.74666666666667
AASDH	0.01825
C19orf40	0.0823333333333334
DCK	-0.488769230769231
FAM5C	-2.2205
SLC6A4	0.923
MID1IP1	-0.3225
TESSP5	-0.1885
TMOD4	-0.423333333333333
DOCK2	-0.616166666666667
TUG1	-0.103125
NUP214	-0.6615
DPYSL2	0.601863636363636
GOLM1	1.25583333333333
MPFL	0.0645
SOX13	0.95375
SDCCAG8	0.9319
KEL	-2.513
NUP210L	-2.59525
GK	-0.589125
DNAJB1	1.1565
ALPK3	1.3595
CHID1	-0.2543
CYLC2	1.09166666666667
IKZF5	1.067
C8orf51	0.089
PPM1J	1.878
GIMAP8	3.90516666666667
GPR101	0.905
NR2F1	-0.392
ACAD8	-0.68575
RBM35A	-0.46325
GNAI2	0.417666666666667
METTL8	-0.493
SLC39A7	0.00699999999999999
FBXO8	0.7205
CAMK1	0.41625
RFC3	-1.8765
FAM129A	0.791142857142857
ILF2	-1.319
FGFBP3	-1.4765
NOM1	-0.972833333333333
PSMA3	-0.6745
ASCC3	-0.0148
ZYG11A	-2.9535
SOX21	-1.46775
LYRM1	-0.09625
DEFB1	3.7605
LOC91431	-2.22816666666667
OR7C2	1.601
FAM46B	-1.8645
TMEM18	-0.112375
ARHGAP30	1.4595
TMEM86A	2.471
EPHA2	-0.352666666666667
C10orf46	0.94695
TCHH	0.381666666666667
C3orf30	0.3192
LOC285636	-0.391333333333333
PAIP2	0.23025
CYP2U1	0.47525
C12orf34	1.93
SARS2	-0.701333333333333
ZCWPW1	0.58875
SAMD12	1.217
KIAA1430	0.079625
ACAT1	-0.42775
MEOX1	2.95616666666667
ADAMDEC1	4.83425
PHKA2	-0.4935
CARD11	-0.627666666666667
CALML4	-0.8765
TSSC1	-0.8165
TMEM45A	-1.31066666666667
MPP7	2.171875
POU1F1	-0.388666666666667
SLC2A13	-0.338
FBN2	-0.852714285714286
ZC3H7A	-0.0274
LAIR2	0.19825
ST3GAL1	0.738
LCT	-3.33875
GEMIN8	0.488
KLF16	0.9777
HIF3A	-0.6202
FAM44A	0.0275714285714285
AQP10	-1.5386
PLA2G2A	0.1435
FOLH1	1.13333333333333
C20orf186	-0.105
MAPKAP1	-0.33925
SPRR2D	-1.58975
UBQLN4	-0.709166666666667
RSHL1	0.269333333333333
PIAS3	0.415125
MRPL24	0.01375
GREB1	-2.60675
FAM27E3	-1.5765
NUP62CL	-0.493
NEUROG3	0.759
REEP3	0.864333333333333
MARK1	0.6115
LMBRD1	0.73425
PRPF19	-1.646
PNMT	-1.1775
CTGLF1	-0.9725
SLC25A16	-0.208
EIF2B3	-1.697
RPA2	-1.08075
PAK6	1.4255
CCDC26	-4.225625
SEMA3E	3.235125
MXD4	0.8111
TNFSF10	4.519
SMARCB1	-0.401
DTX3L	1.37766666666667
PLA2G4E	0.3805
PPAP2A	1.87675
ULK1	-0.09625
TAS1R3	0.0415
SLC2A3	-2.11272727272727
ARID3A	-1.39475
GNG5	0.00449999999999999
ACOX1	0.5084
KIF5B	-0.208
NUP153	-0.7905
MUC7	1.8585
CSDE1	-0.390357142857143
CLPTM1	0.21525
C3orf23	-0.82075
LRRC17	0.55
TTYH3	-0.63275
ATP5B	-1.345
ELF3	1.5589
CPSF3L	-0.5775
ZNF665	0.323
TLR6	0.4047
GPI	-0.633375
RAD9A	-0.804375
NDST4	-2.39775
AGPAT3	-0.234916666666667
MAGI3	1.29483333333333
ADORA2A	1.050625
CACNG7	0.197
CAMK2D	0.946785714285714
CCHCR1	-1.0155
RPS27A	-0.9305
OR10G7	0.314666666666667
GCM2	-0.061
FAM135B	1.6495
E2F1	-1.37575
PLCB3	-0.053
OR2AE1	0.56
COIL	0.2295
CDC25C	-2.67633333333333
RAB11FIP2	0.244666666666667
TSC2	0.31575
CTGLF5	-1.4075
CCDC108	0.1215
OR13C4	0.2405
C10orf81	5.031
PTPRB	2.775
ACP2	0.162
LAG3	0.7495
MRPL54	0.2
LOC201175	1.159
ITGB1BP3	-1.844
SPTAN1	0.242666666666667
SIPA1L2	0.31075
RCAN2	0.424
CDX2	-0.353
ECOP	0.9345
ACTR1A	0.1855
PPARG	0.626333333333333
BBS10	0.240166666666667
TMEM44	-0.180625
BPIL2	-0.19325
CITED1	0.128
IRF6	3.855
PRDM4	0.59
RRP9	-0.316166666666667
OR10H4	0.7715
IL31RA	-0.478
GNB1L	-0.692166666666667
MYBL2	-3.05075
ZNF407	1.11183333333333
PPIG	-0.1675
TTC18	2.66525
RPSA	-0.656
MAPT	1.74975
MRE11A	-0.410214285714286
C8orf37	-1.40816666666667
RASGEF1C	0.138333333333333
STBD1	0.963
CTAG2	-0.786
MGAT5B	-2.622
ECM1	0.775
RLN1	1.6325
PARP14	0.9124375
EPB41L1	1.398
HOXA3	0.106416666666667
MAGEA9	-4.84475
RPS8	-0.655666666666667
RPS19BP1	0.1545
FOXJ2	0.621875
C10orf76	0.5575
IL17RE	1.62
C10orf65	2.09
ZNF343	0.1215
FBXO33	-0.24775
UHMK1	1.0552
LY6G6C	0.0615
FGF19	-2.36325
C14orf128	-0.119
IFIT2	3.043625
TIGD1	-0.74475
S100G	0.246
GUCY1B3	2.5665
NR3C1	0.5895
CORO1B	-0.0793333333333333
PARP11	0.806833333333333
DNALI1	4.3615
OR4N4	0.0303333333333333
MAP2K6	-0.495
FSTL4	0.9205
ANKRD47	1.759
TMEM171	-1.289
PNLIP	0.26575
YY1	-0.5505
CCDC138	-3.60266666666667
AASDHPPT	-0.8454
CKS1B	-1.2496
MCM3	-1.54133333333333
ANAPC7	-0.7295
FAM110A	1.43275
CDC37L1	1.04683333333333
THTPA	1.06775
NBPF20	-1.448
WDR24	0.468
NPTX2	-1.74775
CBLB	1.4445
CETN1	0.2852
RPUSD1	0.31075
FAF1	-1.0785
CDK6	-2.6238
HMX2	0.0345
CSK	-0.0163333333333333
TEAD2	-0.47325
SNAP25	3.7885
TUFT1	0.3455
TMTC3	0.935666666666667
LCK	-1.862
SGOL1	-2.294
AKTIP	0.936
FURIN	1.796
SOX12	-0.215833333333333
DEFB103A	0.89525
RAMP1	2.66275
KIR3DX1	-0.222
GAS2L3	-0.8025
PDE8A	-0.8644
EDN3	2.92625
GMIP	1.0885
SF3A2	0.632
FN3KRP	0.697
SMAD7	1.32125
RHBDD2	0.9735
OR11H6	0.3895
PPP1R3B	1.5816
C9orf23	0.25775
CADPS	-1.755
GOLGA8A	-3.264625
TMEM57	0.338333333333333
RGL3	-0.7955
S100A14	0.73575
FGFR2	1.172375
XRCC3	-0.80725
RTN4RL2	0.57425
MGC3771	0.746
GH2	-0.047
BTBD2	0.19475
LMO2	1.3185
RDBP	-0.78
ACRBP	-2.018
AMY2A	2.84175
DUOXA1	1.2835
PTK7	0.552166666666667
TWF2	0.0463333333333333
FAM80A	-0.21925
TNNI2	-2.08283333333333
GLT25D1	-0.150666666666667
OCC-1	-2.929
CYC1	-1.08166666666667
RPL22	-0.254954545454545
MORN3	1.05683333333333
DISP1	1.1815
PRB2	-0.504
CHUK	-0.104
HR	0.327625
CCDC134	-0.438625
DENND4B	-0.66925
C14orf130	-0.645125
RAB33A	-1.27425
DCST2	0.337
TNMD	2.54675
PEX7	0.03
FAM62A	0.12275
SRD5A2L	0.63775
IL22	0.15825
RPS26	-1.36866666666667
HOXC5	0.078
SPATA6	0.183
FLJ38482	0.53375
ZNF234	1.915
C18orf22	1.12125
SPATA22	0.756
THOC1	-0.44575
CYP7B1	3.4895
KCNC3	2.69075
C8orf42	-1.488
ALDH1B1	0.276333333333333
CCDC100	0.5862
ARMC4	-0.70125
FAM18B2	0.329
SLC44A1	0.48475
FBXO17	-1.364
C6orf107	-0.493
C19orf29	-0.32725
ZC3HAV1L	0.15375
PARP6	-0.0423
SULT2A1	-4.831
C1orf159	-0.76825
TMC1	0.70725
CHST14	0.97325
GAMT	0.371666666666667
SMCP	-0.2455
TSPAN33	0.713416666666667
MIDN	-0.09925
NOX4	2.4905
RNASEN	-0.5768
TBX1	-1.6622
SALL2	0.49625
C10orf35	1.443
CYP2E1	-0.510125
LRFN2	1.46783333333333
ACO1	-1.044
IQCG	1.0669
MEGF9	2.14175
TM7SF4	1.76925
PLEKHA1	0.779666666666667
STK33	-3.4065
C1orf210	1.8175
SNUPN	-0.2727
KIAA0406	-1.0203
C20orf29	0.20925
TMEM55B	0.3235
OSTM1	-0.459625
CLCN7	0.5215
OTP	-0.0605
FLJ23049	-0.5315
HEATR4	0.5425
MAP3K10	1.19716666666667
PCDHGA9	0.7285
AMDHD2	0.53875
LCTL	-2.523
PDCD2L	-1.12175
CABLES2	-0.53175
SLC5A9	-0.63975
CLCA2	0.671166666666667
MGC16025	-1.067
STRAP	-1.04683333333333
C20orf196	-0.5285
RRBP1	0.956333333333333
NAT13	-0.90025
MAT2B	0.2055
CSNK1D	-0.6705
KIR3DL1	-0.08125
PRKAG3	-0.457
ZNF599	0.2925
PRM3	1.1475
PER2	1.79983333333333
ASPHD1	0.959
PRMT6	-0.40675
KCNE1L	-0.303714285714286
FAM118A	-1.01383333333333
TAF4	-0.702
NDUFB6	-0.48575
TRIM9	-0.647416666666667
PMFBP1	-0.46975
KY	0.4605
DKFZp762E1312	-3.01709090909091
CSMD1	-1.4945
TBP	-0.6985
OR1Q1	0.208166666666667
RETNLB	0.520333333333333
HPGD	0.225846153846154
DNAJC12	2.60883333333333
FKBP1B	-1.2595
ANKRD24	0.111666666666667
CXXC5	1.153
IL3	0.59025
DRAM	1.7059
PTCH1	-1.3065
TP53BP1	0.19475
SLC17A7	0
COL25A1	-1.733625
AMACR	0.578666666666667
RHCG	0.5275
VPS13A	0.0633333333333333
FAM55D	0.7965
PRPF38B	-0.235916666666667
OSBPL6	-0.42475
PFDN5	0.6417
CMTM6	1.39325
KCNK12	-1.2715
RP2	0.4445
C16orf52	-1.27575
PICK1	0.8315
IFNE1	-1.05383333333333
SEMA4B	0.68625
TYRO3	-1.062
OR12D2	0.41
CSNK1A1	0.8603
FANCF	1.369
LONP2	0.2395
TBL1Y	-0.76425
LDOC1L	-0.0985
CCNC	-0.96325
C3orf60	0.50625
CHKA	-1.86175
UBAP1	0.445
MAP3K1	0.959
ANKRD9	-0.722
FAM92A1	-1.83366666666667
GAB2	0.095375
AZU1	-0.15075
DIS3	-0.596083333333333
C21orf109	-0.5145
IQCB1	-0.46175
SPATS2	-0.822
EFCAB3	-0.17075
PRB3	-0.038125
FUZ	0.3175
ZNF813	0.29775
BMPER	2.31566666666667
HEG1	0.79325
ALS2CR11	-1.4495
SURF2	-0.244
PSMC1	-0.669666666666667
OR2D2	0.8035
SLC7A8	2.58033333333333
C4orf40	-0.1535
SPATA7	-0.25175
MAZ	-0.107416666666667
PIN4	-0.29325
PDE1A	-0.467375
TAF6L	-0.435166666666667
OR2T34	0.154
KIAA0284	0.392
ACADS	0.094
MKRN2	-0.433
C18orf56	-2.0985
MS4A6E	0.3205
GALNT4	0.6915
C22orf31	-0.2615
FLJ36070	-0.202
PSME4	-0.634
TFG	-0.2601
EPHX2	-0.800875
ANXA5	0.027625
KRTAP1-1	0.216333333333333
BATF	2.531
KARS	-1.67825
MSTP9	-0.067
GPR26	-0.063625
CCDC72	0.5055
TEF	1.52516666666667
FOXK1	-0.5072
PRLHR	-0.4815
EMX1	0.38375
C11orf30	-0.547625
ICK	0.40225
THSD7B	0.03575
C21orf100	-0.0615
DUOX1	2.0765
EFCAB4B	-0.372
UBE2G2	-1.1025
C3orf54	0.83825
PARP1	-1.1835
FAM60A	-2.2055
C6orf146	0.287
OR9K2	0.5485
DDX55	-1.42983333333333
RPS15	0.21975
ZNF618	0.9281875
DKFZp686D0972	0.5815
SSPO	-0.2075
SHFM3P1	1.02816666666667
CPA6	0.89075
JAG2	1.4595
DEFA3	1.169
PPBPL2	0.6492
CD34	4.739
SLCO4A1	-3.0265
AFG3L1	-1.72783333333333
SHD	-1.19575
RP13-122B23.3	-0.456166666666667
PRKCSH	-0.501333333333333
DPH5	-0.4285
HLA-F	2.02775
TBC1D4	0.16975
RIG	-0.237333333333333
GLUD1	0.262666666666667
HNRPCL1	0.44825
HBXIP	0.09625
RNF207	-0.234
APIP	-0.541
PLA2G3	-3.00783333333333
CCDC84	-1.23225
MYLIP	0.0453076923076923
PHIP	-0.39925
AARS2	-0.747166666666667
DHX32	0.586
SCAPER	0.440666666666667
MEN1	-0.313
NIP7	-1.1845
FLJ25404	0.801
FASTKD3	-0.895
TMEM158	-1.81266666666667
RARA	1.97825
BDH1	-0.09
ANKRD16	0.29625
CARM1	1.1805
SS18	0.544833333333333
IKZF2	0.324666666666667
MYD88	0.850125
PML	0.67035
TAF1A	-1.49275
CBFB	-0.895625
HIST1H3H	0.210333333333333
C7orf29	-2.00225
COMMD4	-0.236166666666667
DPP3	-1.29075
DAB2	0.987875
LOC388882	-0.0765
YPEL4	-0.827875
AGBL3	0.33875
LRP6	0.5912
SERPINH1	-0.119333333333333
TLE1	-0.078
CD244	1.13133333333333
ZDHHC15	-1.0035
MGLL	1.0737
PLDN	0.21925
LOC654346	2.2
FAP	3.14125
GPR37	1.883
SCARA5	1.0735
EBF4	2.256
LSM6	-0.266
MLLT1	0.0594375
SLC5A12	-0.07625
A2BP1	-1.54166666666667
COPS5	-0.705
TPM4	0.338357142857143
TNFSF4	1.0255
ACADSB	3.74666666666667
HERPUD1	0.5465
BCL2L11	-1.12377777777778
CEP78	-1.48125
CDCA3	-1.84725
WBSCR19	0.1063
MYO1A	-1.633
PPEF1	2.464
LOC440348	-0.49825
CPEB2	1.604875
BPTF	-0.0925833333333334
RPL21	-0.7438125
GSX2	-0.853
ADPRH	1.78333333333333
C17orf68	-0.403333333333333
KCNS1	-0.442666666666667
MLLT6	0.7167
PIWIL4	0.16225
RNF26	-0.94425
RAP1B	0.27175
ADAMTS1	0.3874
ZNF571	0.9215
P2RY6	1.07425
TRIM21	1.38866666666667
CADM3	0.3345
NLRC5	0.794166666666667
ADRA2B	1.15666666666667
LOC90835	-0.20275
PCF11	-0.2815
LOC400451	2.25925
GLTSCR1	0.7476
C17orf88	-0.552
CDH16	-1.85375
FGF7	2.550375
PCSK4	1.859
NPC1L1	-1.44116666666667
