Hybridization REF	TCGA-E2-A154-01A-11R-A115-07
ATP9A	-0.130214285714286
HSD17B3	-0.0131666666666667
HN1L	0.747583333333333
RNF216	0.210625
HOXD12	-0.6145
PPP1R14B	-1.07425
SBF1	-0.318
TAS2R42	0.23
USP46	0.204333333333333
LILRB3	1.81183333333333
SPI1	1.6465
OXSM	-0.31825
GYS2	0.286333333333333
NUPL2	-0.168
C8orf46	-0.981125
SF3A1	-0.08115
C21orf99	-0.0885
HOXB4	-0.2874
YRDC	-1.248
GPRC5D	0.55
BLVRA	0.604625
KIF12	3.8875
LRRC23	1.26
FAM14A	0.318666666666667
RASL12	0.551625
DAZAP2	1.1745
IKBKB	1.27428571428571
ZNF271	0.110666666666667
BOK	1.096
CXorf6	-2.17725
MYEOV	-2.4035
BTN2A2	-1.6855
FRG1	-0.753
HSP90AB6P	0.03575
ENOX1	2.527
ZNF706	1.0929
DOK1	0.04
PGAP1	-0.16175
TMEM136	-0.184
FSCN1	-1.81275
KIF17	-0.2995
TRIM66	-0.396
CBR3	0.5725
C13orf24	0.892333333333334
C19orf52	-0.30775
BNIP1	-0.28725
AQP3	1.381
KRT6C	-1.62916666666667
SIRPA	-0.27875
IGFBP6	-1.79583333333333
PLEKHK1	-0.085875
RNASE7	0.1175
ARHGEF15	0.1825
NPHS2	0.04125
SRD5A1	-1.33675
REXO4	-1.22075
EEF1DP3	-0.0225
SLC37A2	-0.57875
ZNF142	0.12125
ANKHD1	-0.9835
MUT	0.4805
VPS37A	0.38225
GPRIN1	-0.59725
SLC38A3	-0.3205
BAZ2B	1.38975
WDR87	0.249333333333333
BRD7	-0.46825
POU6F2	-0.6915
NISCH	0.4425
TCEB1	-0.381
LINGO2	-2.79075
TAX1BP3	-0.552
RPL34	0.3905
MARK2	0.460666666666667
AKAP12	-1.4249
AMBN	0.0715
SLC25A27	-1.5865
FLJ21865	-0.35
KIR2DS2	0.203666666666667
WDR77	-1.32475
ATF2	0.057
ITFG3	0.307333333333333
SLC39A13	0.92625
ARL6IP5	1.272625
C10orf137	0.564
QTRT1	-0.6745
CCNT1	-0.065
DYNLL1	0.1195
WDR53	-0.47275
LIPG	-0.825333333333333
ASAH3	0.44
HELB	0.03375
PHACTR2	-0.55975
VENTX	-0.15925
LAD1	0.305833333333333
PAOX	1.11375
MAPK8	-0.0325
CCDC38	0.19775
DNAJC8	-0.7077
RBBP8	0.6185
WNT11	-0.6673
KCNJ12	-1.63916666666667
HDAC8	-0.0281666666666667
STARD4	-2.9515
ACVR1	0.953
C14orf65	0.0635833333333333
KLB	-1.5505
C1orf65	0.85875
ZFYVE28	0.375
NSUN6	-0.4635
KIF27	1.09383333333333
SYTL2	0.252666666666667
UBXD2	0.3589
OR6T1	0.255
CCDC91	0.323142857142857
GRID2	0.015
CALN1	-1.1755
ZNF423	0.48175
PSMB4	-0.810666666666667
XPNPEP3	0.206666666666667
ARPP-21	-3.3162
SART1	-0.39525
RACGAP1P	-1.6765
SPTA1	-5.82
C6orf113	-0.7115
C7orf16	-2.55775
CHST7	-1.27033333333333
C21orf29	-0.5665
SEMA6D	-1.189
PCMTD1	1.8316875
KIAA1754	-0.8395
MYCN	-0.702125
KCNJ3	-0.8315
MAPK13	1.9413
ERO1LB	0.66575
NTF3	-1.71883333333333
NKX6-2	-0.97425
GTF2B	-0.50425
GSPT1	0.0946666666666667
GUSB	-0.257833333333333
LOC221091	-1.9835
LIG1	-0.81525
EXTL3	-0.150166666666667
NID2	-0.39325
TTC29	3.56525
TMEM97	-0.574
EXTL2	-1.045
SUZ12	-0.333
IL1F8	0.217
KRT18	-0.522181818181818
MRPS16	-0.2435
PI4K2B	0.105
LACRT	1.2525
OR51F2	0.3255
JMJD2C	0.512125
KGFLP1	1.68325
CDK5RAP3	-0.5148
YTHDF2	-0.00516666666666667
GGCX	0.42575
ARPC4	0.7215
EGLN2	1.60733333333333
KBTBD4	0.607785714285714
ROBO3	-0.7887
DEFB118	0.3405
KIAA1543	1.54375
RTCD1	-0.495833333333333
MZF1	0.068
C18orf26	0.594
CNIH4	-0.0085
ZFP2	3.0745
HTATSF1	-0.34225
WFDC2	3.835625
NDUFA7	0.5475
TTC22	0.309833333333333
FAM40B	-2.815375
DCPS	-1.26875
SH2D1B	-1.4326
MRGPRE	0.321
SBK1	0.387
UNQ6411	-0.2715
OSBPL9	-1.08575
NUP107	-1.12525
MYOZ3	-0.1547
PDE4B	0.19175
FAM113A	-0.0245
IDH3G	0.298666666666667
FBXL7	-0.20025
ARFGAP3	0.02025
MAPRE2	-1.54638461538462
IL1RN	1.1136
KIF13A	-0.70425
RAC3	-1.1935
TCTE1	0.3425
TMEM14B	-0.2525
ADIPOR1	0.7205
GRINA	1.061
CLIP4	-2.31925
LRIT2	0.569
TFPI	-3.66021428571429
FABP6	1.558
SLITRK2	-0.3669
HKR1	1.24175
SMTN	0.73525
C1orf75	-0.691
CD209	0.152125
CYB5R2	0.5945
DNTTIP2	-0.275333333333333
CSGlcA-T	0.543625
GABRB3	-3.11025
PCBD1	1.55333333333333
TAF3	0.131333333333333
HOXD3	1.676
GIPC3	-0.360333333333333
P11	0.383
BFSP1	-0.00475000000000001
LCP2	0.0085
TAS2R8	0.238
SEZ6L	-0.07475
NR2C1	-2.116875
EXDL2	0.9489
TNFRSF13B	-2.7425
MKI67	-1.79725
GLS	-0.712583333333333
C7orf54	-0.2945
LGALS13	0.281
IL4R	0.3305
SEC11A	-0.166166666666667
SPP2	0.1855
C18orf32	0.66925
CLSPN	-2.10983333333333
SPAG1	1.94325
C9orf82	0.02375
TM4SF1	-1.97091666666667
EMILIN2	0.151
SMG7	-0.335333333333333
TAS2R13	0.191
ZNF628	0.2565
DZIP1L	-0.0175
ANKRD13A	-0.0544
VASP	0.858
ZCCHC11	-0.953375
SYPL1	0.70175
MGC34774	0.4235
C4orf28	0.043625
KIAA1211	-0.811833333333333
RPS27L	-0.52775
TATDN3	-1.20875
PDCD1	-1.18675
OR5P2	0.8215
IFIT1L	0.3835
MIPOL1	1.0425
OR51D1	0.08975
C1orf92	2.4365
LAMP2	0.484055555555556
CAT	0.172833333333333
C16orf80	-0.88
C15orf32	0.964
ZNF746	0.1755
C1orf76	-1.629
ATXN1	-0.09
LAMC2	0.406375
SLC2A7	0.1615
CPOX	-1.39875
APH1B	1.63166666666667
LOC442245	-0.13525
CTNND1	1.44705555555556
GABRG2	-0.911375
MADCAM1	-0.266666666666667
F5	-2.89975
SEMA4F	0.0633333333333333
NUDCD3	0.631625
PDZD11	1.266
TRIML1	-0.153
GCNT3	-3.168
TMEM120A	0.9215
CNDP1	0.488
N4BP1	0.251625
SLC35F2	-0.75975
LCP1	-1.53158333333333
IGBP1	0.8456
DCAKD	0.100625
ELA2A	-0.6105
C12orf56	-2.67825
PITRM1	-0.222785714285714
GUK1	0.276
RASSF8	0.151875
OR2A14	0.20375
ADM	-2.60388888888889
FGD3	2.81166666666667
GHRHR	0.1375
RHPN2	0.90075
C4orf39	-0.829666666666667
VPS72	0.058
SERF2	0.696055555555555
CD22	1.87733333333333
CD47	-0.2379
PPIC	-0.144166666666667
IMPDH1	0.140333333333333
ACP6	0.215
PRKACA	0.30225
PPP1R1A	-1.647625
TRPV3	-0.703
ASXL1	-0.246875
C17orf55	-0.895666666666667
FXYD1	-0.151333333333333
LMOD2	-0.013
ANKRD33	0.2075
LCE2C	-0.15675
ZNF620	-0.023
DKFZP566E164	-1.51475
VSIG2	0.9025
KIAA1128	0.64325
USO1	-0.0438333333333333
NUDT4	-0.236571428571429
CLDN1	0.662
OR4Q3	0.083
FASTK	-0.0678333333333333
ICOS	0.3535
LDB1	0.949
GSTA5	-1.19175
ABCC1	-0.864666666666667
FAM54A	-1.42875
PCBP2	-0.299
NUP205	-1.0355
ACTA1	0.0948333333333333
GABBR2	-1.8915
PIP5K1B	-2.50133333333333
AGXT	-1.736
RNF181	-0.138
ATP8A2	-1.3735
AFTPH	1.629625
FGF21	0.10275
FCER1G	1.98225
SNTB1	-2.09325
SLC24A3	1.6995
TXNL4B	-1.3653
RPL10L	0.333166666666667
LOC389517	-0.3135
TSGA13	0.382
SHOX2	-0.5845
ITGA7	-1.0988
KCNIP2	-0.363
KLF13	0.6406
ZFAND2A	-0.30075
CEACAM1	0.864071428571428
PFKFB4	-2.44716666666667
MED19	0.68925
LRRC57	0.368166666666667
RNF11	0.6615
ANKRD32	-2.25225
P117	0.47325
OBFC2A	-1.27333333333333
POLD3	-1.13341666666667
RAB18	1.382875
TPH2	-0.0246666666666667
PHB	-0.8235
JDP2	0.472833333333333
MORF4L1	-0.8986
POU2F1	-0.2595
CNNM2	-0.933333333333333
LOXHD1	0.5425
ZC3H15	-0.47225
ELK3	0.085
FAM111B	-0.2955
CBLC	3.6695
SBNO1	-0.61225
ANKMY2	0.05975
PLEKHA5	0.1675
DHX58	1.54233333333333
ARCN1	-0.0898333333333333
TREML1	0.2078
KNCN	-0.027
SEC24A	-0.631
PSCA	0.91375
MGC24125	0.120333333333333
DNA2L	-0.87775
CIB4	0.902625
HIGD2A	0.248666666666667
TBX6	0.0861666666666667
TTLL5	0.111
SGK3	2.05383333333333
GCN1L1	-0.8775
AMOT	0.6459
LDOC1	-0.283166666666667
NRK	-0.56
ASB9	-0.15175
NAT1	5.998
TRAFD1	0.074
PEAR1	0.2465
FAM36A	0.187625
OR1S2	0.187
LOC388323	-2.251
PGS1	-0.428333333333333
LEPREL1	-2.9985
TFF1	2.18175
HAP1	-0.0365
EPHB2	-0.64625
ACTG1	0.445166666666667
ZFP42	-1.9186
HAVCR2	0.2457
NME1	-0.5995
SNX26	0.11325
LACTB	0.259333333333333
ZKSCAN2	0.065
C5orf35	0.37125
ANKS3	0.076
RBM28	-1.2515
DKFZP586P0123	-0.77575
HNRNPA1	-0.385166666666667
BCAS3	-1.29058333333333
FLJ20184	0.165
POLA2	-1.654
TMC7	-1.58083333333333
HSD17B6	2.321
ZNF658B	0.891833333333333
TTTY10	-0.2085
RANBP9	-0.262833333333333
CPNE7	-1.76766666666667
EVL	2.33958823529412
LNX1	0.960166666666667
IFNA21	-0.459
CFD	0.36525
PYCARD	1.72183333333333
MYBPC2	-2.1355
ENPP3	0.289166666666667
ACSL4	-2.263
LOC440258	-0.853166666666667
TMEM176B	2.77333333333333
SOX2	-4.10225
SCO1	-0.704333333333333
COMT	-0.5435
AOC2	-0.0275
PDLIM5	1.95771428571429
SPHK2	0.245166666666667
NXPH2	0.195
GPR108	1.26366666666667
RAD51L1	0.675666666666667
TMEM54	1.0875
LETMD1	-0.429333333333333
SLC6A17	0.283
KRT75	1.303
STT3B	-0.978
CD3EAP	-0.0571666666666667
TMEM63A	-0.14475
DUSP13	-0.1325
CD1C	-2.63333333333333
LASS2	1.16366666666667
AVP	0.8505
PITPNM1	-1.079375
FLJ22795	-1.775
MCTP1	-2.355
TRIM68	-0.0523333333333333
UCK2	-0.505333333333333
ABHD1	0.626
FAM50A	-0.69775
RNASEH1	-1.22
PCP2	2.43683333333333
OR52H1	0.344
C20orf149	0.66525
RBP5	0.514333333333333
HYAL3	-0.60275
CLPB	-1.18375
SMNDC1	0.01625
DONSON	-2.08883333333333
FLJ27523	0.0575
BARHL2	0.321833333333333
SLC30A9	0.218
TMPRSS11B	0.1325
E2F8	-1.31716666666667
CCDC25	0.53525
C14orf48	-0.295333333333333
C20orf116	0.151125
TSPAN11	-0.1035
YIF1B	-0.802
FAM12B	0.55375
OR1L6	0.323
HPN	2.2962
NBN	1.18425
C14orf94	-0.561333333333333
OCLM	-0.19
ZSCAN18	0.1082
L3MBTL	-0.3014
TSTA3	1.03816666666667
RAC1	0.35275
C19orf15	0.642166666666667
NFE2	-3.83325
KLK14	0.192
ARSF	0.224
MAST2	-0.0491666666666667
AMICA1	1.07633333333333
GTF2A1	-0.23525
ATP1A3	-0.7975
TC2N	3.1397
PNKP	0.15425
ODZ2	-0.683375
MATR3	0.030875
S100P	0.431875
KRT82	-0.213
CA13	-0.4915
PROZ	-0.881833333333333
AASDH	0.0254285714285714
C19orf40	-0.0603333333333333
DCK	-0.111153846153846
FAM5C	-1.53275
SLC6A4	1.934
MID1IP1	0.64125
TESSP5	0.2075
TMOD4	0.031
DOCK2	-0.932333333333333
TUG1	0.768875
NUP214	-0.756
DPYSL2	-0.366181818181818
GOLM1	2.43891666666667
MPFL	0.211
SOX13	1.722
SDCCAG8	1.3172
KEL	-2.28933333333333
NUP210L	-2.6925
GK	-0.14925
DNAJB1	0.79525
ALPK3	0.075
CHID1	0.2952
CYLC2	0.471166666666667
IKZF5	1.08175
C8orf51	0.280666666666667
PPM1J	2.5135
GIMAP8	1.93633333333333
GPR101	-0.284
NR2F1	-1.4525
ACAD8	0.0145
RBM35A	2.15125
GNAI2	1.424
METTL8	-0.550833333333333
SLC39A7	-1.95825
FBXO8	0.32375
CAMK1	0.15075
RFC3	-0.35525
FAM129A	0.562071428571429
ILF2	-0.3105
FGFBP3	-2.95
NOM1	-0.725
PSMA3	-0.4445
ASCC3	-0.5298
ZYG11A	-1.06025
SOX21	-1.127375
LYRM1	0.46525
DEFB1	-2.1965
LOC91431	-2.42633333333333
OR7C2	0.871
FAM46B	0.955625
TMEM18	-0.35925
ARHGAP30	0.395
TMEM86A	1.55416666666667
EPHA2	-2.291
C10orf46	0.658
TCHH	-0.7315
C3orf30	-0.2472
LOC285636	-0.2535
PAIP2	0.57925
CYP2U1	-0.2975
C12orf34	0.53275
SARS2	-0.459833333333333
ZCWPW1	0.68225
SAMD12	0.425125
KIAA1430	0.544875
ACAT1	-0.55575
MEOX1	-0.583333333333333
ADAMDEC1	2.14725
PHKA2	0.4395
CARD11	-1.27466666666667
CALML4	0.87
TSSC1	-0.29875
TMEM45A	-1.21155555555556
MPP7	2.705375
POU1F1	-0.42775
SLC2A13	-1.1142
FBN2	-0.631642857142857
ZC3H7A	0.2724
LAIR2	-1.97525
ST3GAL1	0.925166666666667
LCT	-2.50725
GEMIN8	0.954666666666667
KLF16	0.4922
HIF3A	-0.2742
FAM44A	-0.232142857142857
AQP10	-1.1996
PLA2G2A	-0.625
FOLH1	0.604833333333333
C20orf186	0.0225
MAPKAP1	0.16775
SPRR2D	-1.2235
UBQLN4	0.711166666666667
RSHL1	-0.0186666666666667
PIAS3	0.50125
MRPL24	1.1
GREB1	-1.05225
FAM27E3	-1.9585
NUP62CL	0.70025
NEUROG3	0.459
REEP3	1.04091666666667
MARK1	-0.277
LMBRD1	1.07725
PRPF19	-0.9905
PNMT	0.557833333333333
CTGLF1	-0.6795
SLC25A16	0.31425
EIF2B3	-1.7595
RPA2	-0.87525
PAK6	0.859
CCDC26	-4.5295
SEMA3E	2.6065
MXD4	0.7815
TNFSF10	3.5858
SMARCB1	0.311333333333333
DTX3L	1.28233333333333
PLA2G4E	-0.3925
PPAP2A	0.59825
ULK1	-0.830666666666667
TAS1R3	-0.0465
SLC2A3	-3.909
ARID3A	-2.1655
GNG5	-0.127
ACOX1	-0.4001
KIF5B	-0.22625
NUP153	0.06775
MUC7	0.3565
CSDE1	-1.26571428571429
CLPTM1	0.96
C3orf23	0.16875
LRRC17	0.390833333333333
TTYH3	-0.774125
ATP5B	-1.11
ELF3	1.1775
CPSF3L	-0.135666666666667
ZNF665	0.982166666666667
TLR6	0.0532
GPI	-0.9775
RAD9A	-0.144375
NDST4	-3.59375
AGPAT3	0.637333333333333
MAGI3	1.63816666666667
ADORA2A	-0.56875
CACNG7	0.27
CAMK2D	-0.944857142857143
CCHCR1	-0.4345
RPS27A	0.44675
OR10G7	0.34
GCM2	-0.1335
FAM135B	2.0753
E2F1	-1.5455
PLCB3	-0.2205
OR2AE1	0.3685
COIL	-0.140166666666667
CDC25C	-2.09266666666667
RAB11FIP2	0.471583333333333
TSC2	0.31325
CTGLF5	-0.782
CCDC108	0.2994
OR13C4	0.117
C10orf81	5.866
PTPRB	0.52975
ACP2	0.607
LAG3	-0.3905
MRPL54	0.32975
LOC201175	0.1735
ITGB1BP3	-1.68675
SPTAN1	1.585
SIPA1L2	-1.94025
RCAN2	-1.3075
CDX2	-0.389
ECOP	0.8675
ACTR1A	-0.1465
PPARG	-3.12933333333333
BBS10	0.699666666666667
TMEM44	-1.65825
BPIL2	-0.10175
CITED1	1.13775
IRF6	3.94725
PRDM4	0.493833333333333
RRP9	-0.186333333333333
OR10H4	0.25925
IL31RA	-0.675333333333333
GNB1L	-1.171
MYBL2	-2.587625
ZNF407	0.5305
PPIG	-0.177166666666667
TTC18	3.69225
RPSA	-0.019
MAPT	2.632875
MRE11A	0.127714285714286
C8orf37	0.4915
RASGEF1C	-0.814833333333333
STBD1	0.488
CTAG2	-0.443166666666667
MGAT5B	-3.17483333333333
ECM1	1.24875
RLN1	2.3405
PARP14	0.3711875
EPB41L1	1.1784
HOXA3	-1.18583333333333
MAGEA9	-4.66125
RPS8	-0.008
RPS19BP1	-0.32575
FOXJ2	0.40375
C10orf76	0.673875
IL17RE	0.2555
C10orf65	1.02125
ZNF343	0.846333333333333
FBXO33	-0.73875
UHMK1	0.6979
LY6G6C	0.0305
FGF19	-1.87525
C14orf128	-0.6205
IFIT2	2.024375
TIGD1	-0.73675
S100G	0.7145
GUCY1B3	2.138
NR3C1	-1.5372
CORO1B	0.202333333333333
PARP11	0.165583333333333
DNALI1	3.05283333333333
OR4N4	0.07425
MAP2K6	-1.19383333333333
FSTL4	0.3205
ANKRD47	0.628875
TMEM171	-1.3055
PNLIP	2.58075
YY1	0.409333333333333
CCDC138	-0.800666666666667
AASDHPPT	-0.0857
CKS1B	-0.9107
MCM3	-0.935
ANAPC7	-0.193
FAM110A	1.1305
CDC37L1	0.552666666666667
THTPA	0.879
NBPF20	-0.2185
WDR24	-0.04725
NPTX2	-1.0235
CBLB	0.604
CETN1	0.069
RPUSD1	0.1705
FAF1	-1.09225
CDK6	-3.5009
HMX2	0.4535
CSK	-0.476166666666667
TEAD2	1.5095
SNAP25	-0.6785
TUFT1	1.1769
TMTC3	0.13
LCK	-3.765
SGOL1	-1.715
AKTIP	0.459
FURIN	0.493
SOX12	0.933333333333333
DEFB103A	-0.68775
RAMP1	3.1135
KIR3DX1	-0.448
GAS2L3	-0.55475
PDE8A	-1.0602
EDN3	-1.11075
GMIP	0.0625
SF3A2	0.25725
FN3KRP	-0.098
SMAD7	1.28225
RHBDD2	0.844
OR11H6	-0.116
PPP1R3B	1.0811
C9orf23	-0.11125
CADPS	-0.7365
GOLGA8A	-2.99875
TMEM57	0.3835
RGL3	0.151
S100A14	2.7815
FGFR2	3.26775
XRCC3	0.19
RTN4RL2	0.13575
MGC3771	1.604
GH2	-0.402833333333333
BTBD2	1.22925
LMO2	-0.9295
RDBP	-0.599625
ACRBP	-0.907
AMY2A	0.87725
DUOXA1	0.6095
PTK7	0.655166666666667
TWF2	0.0225
FAM80A	-1.3615
TNNI2	-3.49083333333333
GLT25D1	-0.621666666666667
OCC-1	-2.30575
CYC1	-0.494666666666667
RPL22	-0.117727272727273
MORN3	1.45466666666667
DISP1	-0.00775
PRB2	0.0165
CHUK	0.016
HR	1.199125
CCDC134	-0.29375
DENND4B	-1.78225
C14orf130	0.05325
RAB33A	-2.4765
DCST2	0.3695
TNMD	-3.477
PEX7	1.54175
FAM62A	-0.329375
SRD5A2L	-0.05425
IL22	0.2165
RPS26	-0.64
HOXC5	1.3165
SPATA6	0.67725
FLJ38482	0.265125
ZNF234	0.255
C18orf22	0.21625
SPATA22	0.403
THOC1	-0.77025
CYP7B1	1.10475
KCNC3	0.364
C8orf42	-2.218
ALDH1B1	0.707166666666667
CCDC100	0.625
ARMC4	1.49875
FAM18B2	0.26025
SLC44A1	1.158125
FBXO17	-0.898333333333333
C6orf107	0.18375
C19orf29	-0.2855
ZC3HAV1L	-0.2075
PARP6	0.1811
SULT2A1	-4.716875
C1orf159	-1.098
TMC1	-1.457
CHST14	-0.227625
GAMT	-0.153833333333333
SMCP	0.1415
TSPAN33	0.340833333333333
MIDN	-0.149375
NOX4	3.2385
RNASEN	-0.777
TBX1	1.33233333333333
SALL2	0.50225
C10orf35	2.14925
CYP2E1	0.783125
LRFN2	1.42983333333333
ACO1	-1.40183333333333
IQCG	2.4537
MEGF9	1.759
TM7SF4	0.61325
PLEKHA1	0.541333333333333
STK33	-1.99375
C1orf210	1.6085
SNUPN	-0.1746
KIAA0406	-0.1441
C20orf29	-0.109
TMEM55B	-0.07225
OSTM1	-1.599125
CLCN7	-0.29675
OTP	0.032
FLJ23049	4.07775
HEATR4	1.63
MAP3K10	0.174
PCDHGA9	0.273
AMDHD2	0.349
LCTL	-2.5255
PDCD2L	-0.84925
CABLES2	-0.51
SLC5A9	-0.371
CLCA2	-2.82516666666667
MGC16025	-1.063
STRAP	-0.944166666666666
C20orf196	-0.205
RRBP1	-0.5145
NAT13	-0.65975
MAT2B	-0.450375
CSNK1D	-0.726666666666667
KIR3DL1	-0.01075
PRKAG3	0.364
ZNF599	1.302
PRM3	0.5435
PER2	1.31583333333333
ASPHD1	-2.9085
PRMT6	-1.37375
KCNE1L	-0.249857142857143
FAM118A	-1.076
TAF4	0.0805
NDUFB6	-0.1075
TRIM9	-1.25625
PMFBP1	-1.12225
KY	-0.0815
DKFZp762E1312	-2.98763636363636
CSMD1	-1.20725
TBP	-0.487333333333333
OR1Q1	-0.00899999999999999
RETNLB	0.13925
HPGD	-1.04478571428571
DNAJC12	1.62116666666667
FKBP1B	-1.226
ANKRD24	-0.042
CXXC5	1.30216666666667
IL3	0.006625
DRAM	-0.4125
PTCH1	-1.30675
TP53BP1	-0.07775
SLC17A7	-0.360571428571428
COL25A1	-1.492
AMACR	-0.453166666666667
RHCG	-0.43575
VPS13A	-0.425833333333334
FAM55D	1.5765
PRPF38B	-0.833833333333333
OSBPL6	-1.49725
PFDN5	0.045
CMTM6	0.325
KCNK12	-1.71425
RP2	0.45825
C16orf52	-0.863
PICK1	0.694
IFNE1	-1.3625
SEMA4B	1.11975
TYRO3	-2.04825
OR12D2	0.014
CSNK1A1	0.13135
FANCF	1.1225
LONP2	0.171625
TBL1Y	-0.626
LDOC1L	0.78275
CCNC	-0.1595
C3orf60	-0.07925
CHKA	-0.9135
UBAP1	0.9735
MAP3K1	1.1205
ANKRD9	-1.282
FAM92A1	-0.8245
GAB2	0.705
AZU1	0.67925
DIS3	0.58275
C21orf109	-1.2445
IQCB1	-0.714
SPATS2	-0.731833333333333
EFCAB3	-0.19225
PRB3	-0.028375
FUZ	0.569
ZNF813	0.8265
BMPER	-0.8185
HEG1	-0.1855
ALS2CR11	-1.89675
SURF2	-0.831
PSMC1	-0.547333333333333
OR2D2	0.2825
SLC7A8	1.61816666666667
C4orf40	0.139
SPATA7	0.563
MAZ	0.174166666666667
PIN4	1.1255
PDE1A	-1.43475
TAF6L	-0.109
OR2T34	0.2475
KIAA0284	0.36125
ACADS	0.00854545454545455
MKRN2	-0.6045
C18orf56	-2.45625
MS4A6E	-0.0868333333333334
GALNT4	0.6667
C22orf31	-0.156
FLJ36070	0.1375
PSME4	-0.5515
TFG	0.4504
EPHX2	2.3305
ANXA5	-0.886375
KRTAP1-1	-0.1449
BATF	2.06375
KARS	-1.8305
MSTP9	-0.087
GPR26	-0.038625
CCDC72	0.384
TEF	0.563166666666667
FOXK1	-0.6681
PRLHR	0.065
EMX1	1.0055
C11orf30	-0.095125
ICK	0.858375
THSD7B	0.475
C21orf100	-1.9705
DUOX1	1.7625
EFCAB4B	-0.64875
UBE2G2	-0.350166666666667
C3orf54	-0.35425
PARP1	-0.98375
FAM60A	-0.675
C6orf146	0.0235
OR9K2	0.3935
DDX55	-1.2845
RPS15	0.387583333333333
ZNF618	0.430625
DKFZp686D0972	0.65075
SSPO	-0.6175
SHFM3P1	1.41233333333333
CPA6	-0.89125
JAG2	0.6195
DEFA3	0.33575
PPBPL2	0.0188333333333333
CD34	3.361125
SLCO4A1	-3.791625
AFG3L1	-1.05066666666667
SHD	-0.9545
RP13-122B23.3	-0.363666666666667
PRKCSH	0.509166666666667
DPH5	-0.879333333333333
HLA-F	0.687625
TBC1D4	0.026
RIG	0.0813333333333333
GLUD1	0.907666666666667
HNRPCL1	0.39525
HBXIP	-0.9285
RNF207	-1.19
APIP	-0.15125
PLA2G3	-0.192666666666667
CCDC84	-0.6945
MYLIP	-0.460769230769231
PHIP	-0.08925
AARS2	-0.634
DHX32	1.4565
SCAPER	0.0553333333333333
MEN1	-0.23925
NIP7	-1.50175
FLJ25404	0.302
FASTKD3	-0.0375
TMEM158	-2.0155
RARA	0.879
BDH1	0.7475
ANKRD16	1.5205
CARM1	-0.454
SS18	-0.221166666666667
IKZF2	-2.17625
MYD88	0.760125
PML	0.2298
TAF1A	-0.63125
CBFB	-1.065375
HIST1H3H	-1.2575
C7orf29	-0.766
COMMD4	-0.5445
DPP3	-0.553
DAB2	-0.183625
LOC388882	-0.329
YPEL4	-1.225125
AGBL3	0.2665
LRP6	0.2806
SERPINH1	-0.458166666666667
TLE1	-1.315
CD244	0.0653333333333334
ZDHHC15	-1.06725
MGLL	-0.4081
PLDN	-0.0346666666666667
LOC654346	1.2635
FAP	3.016
GPR37	-1.747
SCARA5	-1.972
EBF4	2.27409090909091
LSM6	-0.7145
MLLT1	0.156375
SLC5A12	-0.1955
A2BP1	-1.5905
COPS5	-0.0373333333333333
TPM4	-0.261071428571429
TNFSF4	0.317666666666667
ACADSB	2.02883333333333
HERPUD1	0.06
BCL2L11	-0.574444444444444
CEP78	-0.95425
CDCA3	-1.860875
WBSCR19	0.681
MYO1A	-1.787
PPEF1	2.75333333333333
LOC440348	0.32175
CPEB2	0.68475
BPTF	-0.164833333333333
RPL21	0.53075
GSX2	0.2605
ADPRH	1.74633333333333
C17orf68	0.830833333333333
KCNS1	-1.08933333333333
MLLT6	0.336
PIWIL4	-0.69125
RNF26	-0.81025
RAP1B	-0.367375
ADAMTS1	-2.8415
ZNF571	1.06125
P2RY6	-0.9195
TRIM21	0.201666666666667
CADM3	-0.1475
NLRC5	0.149333333333333
ADRA2B	-0.151
LOC90835	1.588875
PCF11	0.6575
LOC400451	1.57975
GLTSCR1	0.471
C17orf88	-0.0471666666666667
CDH16	-1.6145
FGF7	2.1635
PCSK4	0.742166666666667
NPC1L1	-0.810333333333333
TAT	-0.065625
TBCA	-0.21325
MGC33407	-0.00925
GPR115	-0.9235
CYGB	0.3435
FNBP4	-0.815333333333333
C12orf43	-0.08525
CBL	-0.3287
CLECL1	-1.29375
PPAPDC1A	1.78075
WDR25	0.475833333333333
SGCA	0.338
C22orf29	0.403
YIPF1	0.94275
GALK2	-1.24525
RAB3B	-2.96291666666667
LOC440087	0.5355
UCP1	2.305
REEP5	1.8405
FADD	0.5041
FOXA1	4.25375
CACNA1A	-0.371666666666667
ABI1	0.6765
GRIN2D	0.50275
SLC1A4	1.28766666666667
LOC401127	-0.54775
HINT2	0.1635
PLD4	1.014
ZNF286A	-1.165
ENY2	-0.297
IL1F6	0.178
PXDNL	1.58425
C20orf79	-0.503333333333333
TNFSF13B	1.86216666666667
DENND3	-0.2915
JARID1D	-2.513
HIST1H2AK	-0.20875
LOC93349	-0.7405
SSH1	-0.9627
ENSA	0.156
LOC219854	0.684666666666667
CKAP2	-0.5244
DKFZP564J102	-0.0848333333333333
MGC87315	0.578
HNRPAB	-0.3265
AMH	-0.536
ZNF526	0.6385
BRUNOL5	-0.3792
CACNG3	-0.045
TRPM1	-1.487
PPP2R1A	0.22925
COL2A1	-1.352
DDN	-0.2925
FLJ25770	1.19666666666667
HK2	-1.02821428571429
ELOVL6	-2.22425
MDK	-1.85425
EPHX1	2.12
RASSF2	0.452875
DKFZP434B0335	-0.68525
DLX3	0.02425
PRTN3	-0.07275
AVPR1A	0.46375
C21orf125	-1.82625
