Hybridization REF	TCGA-B6-A0I2-01A-11R-A034-07
MYH8	-1.55114285714286
CRTC3	0.03975
LRRFIP2	0.8595
INTS4	1.067
TTN	-0.858166666666667
SLC26A5	1.0715
PLLP	-0.75575
RGS6	-0.173428571428571
SRGAP3	0.818375
ZNF525	0.596
NBR2	-0.753333333333333
C13orf1	0.3097
ZNF137	0.2
CEP27	-1.835
BEST2	0.5985
RNF121	0.1735
DMRTC2	-1.075
C8orf76	-0.523
BCCIP	-0.765875
MEST	1.84175
HTRA2	-0.035
ANGPTL2	-0.9095
ILKAP	-0.822
ERAS	-1.772
HBS1L	-1.00733333333333
CPA5	0.526
TMEM30A	0.502333333333333
CD300LF	2.22683333333333
WISP3	0.768
CRK	-0.0485714285714286
PDS5A	-0.55
BRPF3	0.737333333333333
NEDD9	-0.1175
SMPDL3B	0.7655
PSG6	-1.581
PSMD13	-1.05525
ETV5	-1.920375
OR51A4	-0.3735
BTBD7	0.516666666666667
GSTO1	-1.20475
hCG_16001	0.2235
MAD2L1BP	-0.703166666666667
COX6A2	0.948
SCNN1A	-0.0865
LSM1	0.479166666666667
UGT2B11	-2.89175
IDUA	0.91175
PPP2R3C	-1.2755
COX11	-1.26983333333333
PDZK1	-3.712
ZNF443	-0.111333333333333
MGC21874	0.388666666666667
ZNF323	1.3551
KRTAP10-10	0.805
CXCL6	-0.451
SLC34A2	3.9031
LOC284402	-0.133
NPTN	0.236416666666667
UPP1	-1.83741666666667
SLC6A9	0.0175
OR7G3	0.0425
CISD1	-0.5305
ZNF545	-0.322833333333333
SYT14	-0.285
NT5C3L	-0.243833333333333
ZNHIT3	-0.674333333333333
SNRPD3	-0.55875
KIAA0701	-0.371625
UNC93B1	1.11183333333333
GMNN	-2.02775
SPCS2	1.03783333333333
LOC388524	-0.081
NAPRT1	0.963375
PNLIPRP1	0.228666666666667
OR6V1	1.5405
PRKAB1	-1.29125
EYA4	-2.05266666666667
KIF20A	-0.93275
ALG10	0.241
ITPKC	1.1245
LMX1B	0.203666666666667
RPUSD4	-1.07666666666667
C7orf34	0.275166666666667
DLGAP2	1.1495
PFN1	-0.2767
MICALL2	0.930583333333333
ZNF654	-1.2855
SS18L1	-0.83075
SLC16A8	1.11275
MKI67IP	0.444
ITGB3	-2.163
TCEA3	1.39825
CEP152	-2.204
CLIP1	0.11675
ZNF75	0.4270625
ATP5C1	-1.76716666666667
NUDT5	-0.7055
PSCDBP	2.20875
UBP1	0.303
RBM27	0.37425
C13orf15	2.9435
ZNF282	0.0746666666666667
ZNF222	0.6216
COL10A1	3.50375
PRDM15	-0.978125
TTTY5	-3.5035
FAM9C	0.1104
C20orf67	0.0545
GNG13	1.8875
F12	-0.25725
C1orf41	-0.43575
CPXCR1	1.285
GSK3A	0.95675
SUPT6H	-1.06733333333333
PI16	-1.08933333333333
ELL2	-0.604583333333333
C9orf167	-1.93916666666667
PVRL3	-2.9471
FLJ38596	1.14025
ADAM20	0.46025
GPR89A	0.495
GPR87	-0.5015
ZNF30	-0.0425
SMR3B	0.764
ZNF770	-0.4165
TRPC4AP	-0.7705
DKFZP686E2158	0.325666666666667
C2orf28	0.0121666666666667
FREM1	-2.52383333333333
LAMA4	0.3815
ADPRHL2	-0.57375
EIF4G2	-0.686666666666667
GUCA1A	-2.23
CTNNA2	-1.62825
NUDT15	-0.364833333333333
CEPT1	0.650833333333333
ZNFX1	0.3692
CCDC92	0.642
TDRD1	-0.48
KCNK5	1.89683333333333
ETNK1	0.763166666666667
LTA	1.157
TTPA	-1.128
B3GALNT2	0.489625
SC65	-2.779
PEX5L	-0.721
EPS15L1	-0.691
MGEA5	-0.234
HIST1H3A	1.085
ING1	0.143
BCAT1	-3.001
ORC6L	-2.15427272727273
KLK11	-4.37033333333333
C19orf28	-0.7275
DNER	-3.286625
MED22	-0.627642857142857
ETV6	3.25
CHAC2	-0.8895
CD300E	0.336
CEBPB	2.36225
ZNF398	0.13275
LRCH3	0.2645
HMGA1	-1.04066666666667
CAPN7	-0.513666666666667
MGC5566	-2.7775
CCL3	3.892875
NANOS1	-2.140375
ZFYVE19	-0.521
APITD1	-1.22466666666667
PARD3	0.919125
IRAK4	-0.7195
SERPINI2	-0.0825
CEP170L	-0.03575
TTC9	0.943875
MYOM3	-4.03275
MLPH	-3.5665
LOC222699	0.061
NRG1	-0.915666666666667
TBC1D9	-1.60881818181818
TTK	-1.207
ZNF557	0.8895
DDX41	-0.528666666666667
FANK1	-0.031
UBE2D2	-0.804875
PSMB10	1.86475
MYH7B	-1.521
GABARAPL2	-0.858375
MARVELD2	0.37
DGCR2	0.198666666666667
UNC45A	-1.112
C6orf72	-1.1835
ZNF683	5.11725
GIT2	-0.2545
CASK	0.7985
C14orf161	0.8755
LRRC44	-2.9485
TIFA	-0.238
UTP11L	1.161
C6orf65	-1.12775
FDPS	-0.469
DUSP9	-1.5996
SLC17A8	0.573833333333333
OR51G1	0.264166666666667
NANS	-0.094
OLFML1	0.58
ATP10B	-0.638142857142857
NPAS3	-0.6555
PRKCA	-2.0184
GGA2	0.136125
LCE4A	0.3175
SPANXN3	-0.143
CCDC115	1.8655
SDCCAG3	-0.97525
GLIPR1L1	0.2
TTC1	-0.70075
C17orf76	0.01125
MAD2L2	-1.841
HIPK1	0.3971
LRRC3B	-0.277166666666667
CLN3	-1.26081818181818
C17orf47	0.2495
FMN2	-3.693875
TUBB1	-1.63525
WAPAL	-0.282
C3orf21	-0.94625
SCN5A	-0.592333333333333
SMYD1	1.916
BEX5	0.0905
ZNF192	-0.365
SEC22A	0.480833333333333
GRIA2	0.171
KIAA0825	-1.5415
NUSAP1	-1.66109090909091
LANCL1	-0.790625
C15orf40	-0.6682
ZNF645	0.4985
GPR61	0.49025
NLRP14	-0.2905
SNX21	-0.3705
C1QTNF8	0.488
C17orf46	0.3455
IFNA8	-2.4525
SPRR1B	-1.45233333333333
FLRT1	-0.183
SNX17	-1.3225
ASB2	1.08333333333333
HBG1	-5.327
RPRML	-2.39
JOSD2	-0.138833333333333
PLSCR3	0.94775
SPOCD1	-1.37416666666667
RAB39	0.118
GHRH	-0.254166666666667
ITIH5L	-0.8625
C17orf37	0.29775
SMCR8	0.34275
DPY19L2P3	-1.4725
IL11RA	1.196
GDF3	-2.68866666666667
RPS6KB1	-1.54733333333333
DNAJC19	0.124
TOP1	0.4715
CRCT1	-0.527375
MPST	0.562
DPM2	0.295875
FAM38B	-3.27183333333333
SLC18A1	-2.45316666666667
FARP1	-0.9475
PAX7	0.40625
TUBD1	-2.22375
GNL3	-0.154625
BTG2	0.4446
NDUFS6	-0.18525
C1orf79	-0.151
ERAL1	-0.681
ECHS1	0.285
VPS4A	-0.307166666666667
CYP11A1	0.454625
ABCC6	-0.477928571428571
PBX4	-1.068
MOSC1	1.9475
NCF4	0.20225
HYMAI	0.3765
NAGPA	-0.507375
OTOP2	0.115
ACOT12	-0.2405
MTHFD2L	-0.95425
LOC441376	5.41775
C19orf34	0.9075
RAB1B	-0.64775
ALDOAP2	-1.623
NTRK1	-1.294
ARTS-1	1.0437
SLC6A11	-0.9425
NAP1L2	-3.45575
CNGB1	0.0541666666666667
EPB41L4B	-0.3131
FAM134B	-2.248375
HS3ST3A1	1.02266666666667
CPXM2	5.09025
SIRPB2	-0.5555
CHORDC1	0.526833333333333
TRIB3	-2.98
SLC2A5	1.37675
C2orf49	0.1845
DDX5	-0.89675
OR5L1	0.415
ANAPC4	-0.428666666666667
ZSWIM1	1.143625
LOC93622	-0.585
KCNK3	-0.6811
RP11-35N6.1	-1.63114285714286
ZFP161	0.0583333333333333
AQP9	4.52833333333333
SLC15A2	2.80416666666667
MREG	0.293833333333333
OR9I1	0.5685
PDLIM2	-0.757428571428571
ADAM7	0.6085
GSTCD	-1.29216666666667
WDR21A	0.591125
SLC12A8	1.51433333333333
TMEM174	0.2785
IGSF3	-0.1565
LRRN1	1.9465
LOC402117	0.288333333333333
SRPK1	-0.052
LY6K	1.391875
NFIA	3.355
PTCD3	-0.090375
LEP	1.31266666666667
PCDH21	-0.638666666666667
MAPKAPK2	0.914642857142857
NMNAT1	-1.73516666666667
LHFPL2	0.18625
C9orf43	1.018
DIP2A	-1.87683333333333
ACTR8	-0.213
CCDC34	1.625
PTPN22	0.855625
ITGA3	-1.51775
FAM129C	0.62725
RABGGTA	0.0351666666666667
UNC45B	-1.092
KIAA1033	-1.26175
ZNF510	-0.106166666666667
CYP2D6	0.401833333333333
SLC26A10	-1.4765
STX8	-0.45025
LUZP1	-0.461375
WDR89	0.0673333333333333
EIF4G3	-0.5695
C5AR1	-0.090625
ZNF623	-0.2275
A2M	-0.70575
TGM7	-0.2075
GRPEL1	-0.717666666666667
LMNB2	-0.086
ROCK2	0.785833333333333
SNX16	0.80075
CCDC66	-0.9875
ANXA3	-0.93125
KIAA1609	-0.3335
EED	-1.15625
RNF32	0.137666666666667
HES1	1.2268
CLC	1.806
ISL1	-0.941166666666667
KIAA0528	0.737875
MANEA	-0.223625
C1orf61	-1.5825
hCG_2001000	0.58075
RAPGEF6	0.1919
KIAA0020	1.152
NEIL1	-0.173
C16orf45	-2.483125
RBM10	0.390666666666667
C10orf125	-0.74375
MRS2L	0.25075
DNAH17	-1.193125
C19orf10	-0.4935
C1orf160	0.07825
SLFN12	2.26275
EXOC3	-0.593666666666667
HIST3H3	0.3085
NCOR2	0.3305
TNFRSF9	3.237
MFSD8	-1.216
ALX1	-3.158
NOL1	0.671
PODN	0.9445
TIAL1	-1.6725
HIST1H1E	-0.2745
NPY6R	0.493
TM4SF4	-0.61725
CORO2A	-0.319
ETNK2	-1.82133333333333
APOE	0.7058
ANGPT4	0.963
HDGF2	-0.86175
G30	null
ST8SIA4	0.124
F2RL1	-2.7885
FAM19A4	-2.42225
CCAR1	-0.666
B3GNT7	0.61
OPHN1	-0.2068
DSCR6	-1.9605
C21orf13	-1.04816666666667
GAS2L1	0.684416666666667
RFX3	0.553166666666667
COPS4	-1.5005
BCHE	-5.9848
BCL2	1.397375
HBZ	-2.99866666666667
ARL13B	-0.340875
MAPBPIP	1.038
MYO15B	-0.469125
SPZ1	-2.07333333333333
KIAA1324	-0.0452222222222222
PLCL2	0.984
C4orf29	-1.539
WDFY2	-0.46
ZNF284	0.8185
NAALADL1	-1.0235
DUSP5	-0.938833333333333
PXDN	-1.956375
SLMO1	0.11575
TNXB	0.8101
BIRC7	-0.8485
A4GALT	0.633833333333333
TIMM22	-0.25175
FAM110C	-1.1255
TOMM34	-0.440625
ABHD9	0.138
ADAM32	2.8715
CRHBP	-0.608
AQP2	0.769375
LOC130355	1.0955
ZNF187	0.049
ZNF816A	1.1295
F7	-0.381625
CNOT1	-0.5071
SLC13A4	-0.88675
ZBTB11	-0.5005
B3GALT5	0.50475
EXOC2	0.0511666666666667
IRS1	-1.0411
TMEM1	-0.093
MRPL34	-1.22
SAMM50	-0.25475
CDC42EP3	0.5605
HSF2	-1.1349
MFN2	0.0565
TSPAN7	-3.44916666666667
NUCB1	0.138166666666667
RHOH	-0.64375
ARL16	0.1575
TACR1	0.3325
SFRS5	-0.664833333333333
SNX25	-0.82475
RHBDF1	0.560166666666667
PCDH18	0.630833333333333
HMG1L1	-0.50625
MYO5C	-0.6555
MAPK10	-0.1235
LDHAL6A	-0.5472
NUDT12	-0.749166666666667
NCAM1	-0.06575
GLIS2	0.9865
GGTL4	-0.13675
DAPP1	1.471
ATF7	1.089125
KIAA0748	-0.98275
NFIL3	0.79
TM6SF1	-0.4791
SEZ6	0.397
NANOS3	0.177333333333333
DNAJA3	-0.211833333333333
CLDN6	-2.233
CIITA	3.9778
EPHA4	0.629166666666667
FANCC	0.82375
CMTM3	-0.96
PSG3	-0.310125
MRPL15	0.09575
C21orf59	-0.59375
PLCXD2	-0.02275
C2orf34	0.681625
UBE2L6	2.223
MED14	0.216
HP1BP3	-0.6686
C6orf208	-0.4095
TPBG	-0.3985
OSR2	0.70875
XPC	-1.24233333333333
KLHL7	-0.12725
CCR3	0.3258
AGTPBP1	-0.1465
PCSK6	-3.0744
STAT5A	-1.0089
FAM18B	-0.53675
LONRF2	-5.00433333333333
PTPN2	0.891875
SF3A3	0.444333333333333
EFCBP2	-0.57825
HCFC1	-1.0365
AHNAK	-0.6057
ACTR5	-0.3675
KIF14	-1.17
TENC1	-0.0205
HEATR5B	0.734
YIPF2	1.157
MYEOV2	0.35225
DUSP18	0.513
KIAA1012	-0.1185
AHR	-0.0258333333333333
C17orf53	-1.3765
PTPRH	-3.816
ATP6V1C1	-1.0813
TAS2R3	-0.5985
LOC440356	-2.268
COQ10B	-0.6505
PSMF1	0.340416666666667
SORBS2	2.59116666666667
NFE2L2	-0.5345
TMCO7	-0.479
SH3PXD2A	-1.282
SH2D2A	1.0525
SPINK5	4.6075
MRPS24	-0.3865
OPA3	0.8835
TRAF7	0.583333333333333
C4orf35	0.3164
MT1G	1.225125
MGC39545	-0.972
HS1BP3	-0.048
OR2B2	1.047
CHRM4	0.075
SFRP2	0.280416666666667
RIC3	0.30975
ART1	-1.219
C6orf1	-0.19275
DUS4L	-0.428
C10orf104	0.2045
TNFAIP6	1.14425
RTEL1	-0.70725
CCT4	-0.7254
ZNF709	-0.33725
CHMP6	0.522
UPP2	0.0545
CYP19A1	-1.8935
CD151	-1.378
NDUFA13	-1.2245
ARFRP1	-0.841833333333333
FAM26B	0.987
CRYBA1	-1.699
MRPL41	-0.361833333333333
NPFFR2	-1.88675
HRH2	0.5585
SCAMP3	-0.171833333333333
MTMR6	0.3979
MTG1	-1.64283333333333
UBTD1	0.508
CRABP1	-0.6765
FLJ33790	0.7683
KIAA1908	-1.57283333333333
GPR158	2.16325
PACSIN3	0.620166666666667
OMD	0.3602
CATSPER1	-0.227666666666667
HOXB8	-0.26725
FBXO46	1.7755
OAS1	0.552666666666667
SVIL	-0.70525
PHB2	0.64275
ADCY3	0.8
NDRG2	-0.931333333333333
ERMAP	0.2216
APBA2	-1.1945
IGSF9	2.65575
WNT6	0.0358571428571428
MYCBPAP	0.455
ATP2B2	-1.38744444444444
CPVL	-1.7971
TRAM2	-0.952818181818182
NOP5/NOP58	0.20625
ZNRF4	0.6425
TLK1	-0.416875
MTMR12	0.116714285714286
ZNF384	0.596666666666667
FAM9B	-2.21125
RPN1	1.2305
PMVK	0.035
EIF3D	-0.2768
SIX2	-0.86175
HPS1	0.704214285714285
RNF7	0.834
PSKH2	0.44
KCTD13	-0.237166666666667
CSMD3	0.1218
FBF1	0.3805
IL8	-4.580625
SERPINB13	0.901454545454545
FBXL20	-0.133
BLR1	0.62175
SH2B1	-0.39
RFNG	-0.325125
RAB20	1.5345
RBM7	-1.42725
POLR1A	-0.310666666666667
TMPRSS4	-2.66425
TAF9	-1.16875
TERF2	-0.787166666666667
TNFRSF1A	0.769666666666667
ACADVL	-1.071
GTF2H5	-0.10425
EDG8	-0.4385
C9orf140	-1.231375
UST6	0.0625
ZBTB8OS	-0.08625
ZNF710	1.0315
GPR174	0.022
ATP6V0A2	0.03975
KIAA0319L	-1.38758333333333
XKRX	0.554
DOPEY2	-0.504
SDHD	-0.604916666666667
SUMF1	0.78375
OSM	3.59
OPN3	-0.14575
DAGLB	-0.4785
PPFIBP1	-0.0151
TRIM63	-4.2205
C10orf53	-1.276
LYPD3	1.02966666666667
BCL7A	-0.41675
AGER	-0.5315
TCF19	-0.267125
SAT2	-0.0755
PFTK1	1.3355
GABRE	0.863125
C15orf38	0.9031
FIS1	-0.226
KCNV2	0.36325
CLPS	0.21125
PPCDC	-0.615125
FOXN2	1.08783333333333
NT5E	-3.7666
CD83	2.19175
IL18	1.915
VPS16	-0.42975
IGFBP2	-3.95516666666667
NOTCH2	1.62875
SIGLEC1	2.481875
CD93	3.501
SULF2	-2.01775
CEP164	-0.1445
P53AIP1	-0.16
TOR2A	0.121833333333333
ZNF136	0.6465
MGP	3.0114
CCDC144A	-0.309
TRPC1	-2.426
SMS	-0.512166666666667
MAPK7	0.0258333333333333
RRAGC	2.1175
PARD6A	-0.1185
NUB1	1.04733333333333
SYNGR4	0.361
OR11H12	1.2595
WIF1	0.2795
GCH1	1.5925
OR11H4	-0.3615
SLC44A5	-0.087
GPRIN2	3.26966666666667
LOC401431	-0.52975
CPA4	1.0939
MELK	0.0122222222222222
IL15RA	1.5135
CUL3	-1.030625
HMBOX1	-2.351
PODXL	0.42275
CCT6B	0.5125
COMTD1	-0.209
MUC20	3.55616666666667
GPX2	-3.303875
ITK	0.3665
FBXL5	0.17675
C13orf27	-1.09225
DEFA5	0.072
TRHDE	0.799
MTP18	-1.20816666666667
UQCRQ	-0.1844
ITGB2	1.86725
CSRP2BP	0.67475
TAS2R44	1.369
PHPT1	-0.09625
FAM44C	-0.55475
ERH	-0.3185
MPHOSPH1	-1.80283333333333
MORC1	0.4635
PARVB	-0.00875
LAMA1	-3.09733333333333
PGBD3	-0.608
GIMAP6	4.3295
AREG	-3.71416666666667
LIPT1	0.70475
MGC99813	-0.6255
C1orf201	-0.668
GRIN2A	-0.8924
MAN2C1	-1.3395
NSUN5	-0.425
SF3B5	0.2195
MYC	-0.0781875
NRXN1	-0.796416666666667
ZNF18	0.50775
SPDYA	-0.382125
SLC37A1	0.828
DECR2	-0.4885
ANKRD38	1.66025
SPTLC3	0.316583333333333
SUPT16H	-0.820375
DTWD2	-1.2675
ULBP1	-1.741
ZADH1	-0.395333333333333
OIP5	-1.48775
IL10RB	0.257666666666667
OTUB2	-0.60375
VWA3A	0.5014
SPIC	1.05866666666667
OR6C4	0.665
PSCD4	2.21833333333333
DPY19L2P2	-2.2395
TRAPPC6A	0.154
C21orf2	-1.5985
CEMP1	0.0725
LIN7B	-0.6265
E2F7	-1.58883333333333
VCP	0.0168666666666667
LAMA3	1.16233333333333
BGN	0.15275
GPR160	-0.676666666666667
COCH	-3.59183333333333
GPR81	-1.12783333333333
APOBEC3F	-0.072
tcag7.1017	0.161
C1orf32	1.191
SCGB1D2	0.09025
FLJ43987	-0.3745
C6orf170	-0.63325
KLK9	0.1605
GPD1L	-0.068375
VPS37B	0.314
ATG3	0.047
ADAMTS17	-2.0505
KLHDC2	-1.36833333333333
NDUFV2	-1.11325
BLK	-1.79525
MATN4	2.8585
GPM6A	-0.7542
GBP4	5.4015
TMEM162	0.366
PKP2	1.484
HRASLS	2.11133333333333
MMP1	-3.37725
SFXN3	-0.8544
FSD1	-1.488
ST6GALNAC3	-2.55333333333333
CA12	-1.7166
NCOA6	0.81225
C19orf58	-0.4572
PPP4R1	-0.799833333333333
MAN1A2	1.17016666666667
IKBKAP	-1.45575
UPF1	0.068
KIAA1219	0.50425
WNT16	0.193333333333333
SNW1	-0.39275
IL18RAP	4.85525
RPP30	-0.977875
CDC40	-0.589785714285714
SETD3	0.164
SLAMF6	1.15125
ELK4	0.886
TRIM47	1.65116666666667
ACOX3	1.1445
TRIM6	-0.3015
KIAA0372	-0.874166666666667
TP53AP1	-0.22775
SMURF2	-1.28075
ADAD1	0.70725
EBP	-1.1174
KRTAP13-2	-0.096
FLJ36874	-0.696333333333333
TOR1A	-0.1575
P2RY4	1.185
GPBP1	-0.102
TRPV1	0.294625
ADAMTS12	-1.34966666666667
PES1	-1.2218
ATG4A	0.6765
MAGEA10	-3.85925
WFS1	-0.18925
CC2D1B	0.866
PABPN1	0.023625
SLC25A30	0.09425
SLCO1C1	0.436
SLC22A5	0.18925
KIF23	-1.486
SYN2	-0.0848333333333333
ASPN	4.3342
CENTG2	-0.732
QSOX2	-1.2564
FLJ10815	0.1534
STK24	-0.070875
SPEG	-0.4539
STK10	0.109
DACT2	-3.3345
AAAS	-0.58825
SSX3	-1.548375
ABCD3	0.0945
C4orf12	-1.89525
PARVG	1.028
FIG4	-1.12875
C9orf46	2.01875
TMCO6	0.2825
IGHMBP2	-0.9525
DUS2L	-1.23216666666667
FAM3C	-0.5009375
TMEM16D	-2.530125
DCTN4	-0.035
KCNH3	-0.246
EIF2AK2	1.4395
AP1S3	-0.756625
CST4	1.282
PAM	0.06325
NUTF2	-0.31525
CITED2	0.6352
SLC39A4	1.06575
C2orf52	-2.2765
GRM3	-0.568
C12orf49	0.4855
CCDC49	-0.7032
GRAMD1B	-0.7815
FNDC4	-2.344
SIAH2	-0.73675
GDPD4	0.34875
C21orf87	0.73825
ATP5A1	-1.07633333333333
C16orf63	-0.824625
LOC388135	-1.85883333333333
ATP5J2	-0.139375
MMP3	-3.29875
EMID2	-0.17425
CRHR1	0.985
WDR70	0.4175
C13orf31	1.83125
ZFAND1	-0.23375
CCL18	4.66016666666667
C3orf49	-0.2045
RINT1	-0.686
KIAA0408	-1.4668
F13A1	2.7172
SLC10A1	-0.0106666666666667
OGN	-3.117
GIPC2	-2.02383333333333
XPO6	-0.00716666666666665
LCE1A	0.7885
FMR1	1.3317
LOC374920	0.0465
DUSP3	-0.310375
ANKMY1	-1.244
C7orf50	0.5225
BBS9	-0.4843
UNC119B	-0.638428571428571
C9orf72	0.737375
MGC35440	0.66175
ENTPD6	-0.025875
PPP1R2P9	0.0466666666666666
ERCC4	-0.085
FAHD2B	-0.28
HMHA1	0.306
HACL1	-0.932
RAD23A	-0.682
FAM83B	-0.21875
PPP5C	-1.64616666666667
RNASEH2C	0.116625
C9orf153	-0.65575
SCAMP4	-0.024375
GHITM	-0.4261
NDUFB7	0.025625
ADCYAP1	-0.405333333333333
SP110	1.63216666666667
MAP3K7IP2	0.29175
DHH	0.5785
AGRN	0.732071428571428
WDR33	0.05
CEP290	-1.176
PRPS1L1	-1.7175
KLRA1	0.7515
GPR97	0.4195
CHD7	0.100916666666667
TLR10	0.0996666666666667
SLC30A8	-1.0505
HIC1	0.2365
IAPP	0.705
RXFP4	0.8365
GP1BB	0.74075
SHQ1	0.0555
NKX2-3	0.760666666666667
API5	0.26225
FTHP1	0.4535
MOV10L1	0.5444
TRIM6-TRIM34	2.11966666666667
ADHFE1	2.38975
FAM117A	0.067
DDI1	-0.410166666666667
CDON	0.416
TRIM73	-1.441
IGKC	5.117
MMP14	-0.837833333333333
DYNC1LI1	-1.029625
C11orf66	-0.7795
TRBV3-1	-0.46275
FASTKD5	-0.2195
BIVM	-1.1005
LHX4	-0.7835
CXCL2	1.2743
RAB2B	-0.239333333333333
IZUMO1	-2.718
MAP3K15	-2.09816666666667
FAM19A2	-0.403
ZC3H8	-0.00266666666666668
ZMAT1	-0.34125
SPINK5L3	-0.588
SLC10A6	0.563
APPL2	-1.08475
CARD10	-1.2535
LOC402176	-0.93675
EEF1D	0.8754
RAB6A	1.2048
C12orf5	1.29975
PAPOLG	0.91525
MSRB2	0.88175
BCR	-0.226666666666667
PUS3	0.3745
TIAM2	0.714
ZNF317	0.183
CHD2	-0.197285714285714
FZD5	-1.60395454545455
NUDT8	-0.5525
ZNF763	0.032
PRC1	-1.583
ABCB9	-0.124333333333333
SPATA3	-0.14225
TRAK2	-0.8045
STAB1	3.11375
LRRTM2	1.0495
psiTPTE22	0.4935
DBI	0.28325
SERPINA11	-2.9865
NAT5	0.25425
C20orf58	-1.4955
RPS6KA4	0.974166666666667
FLJ90650	-0.74175
TGFBRAP1	0.36775
CHRDL2	4.664
FAHD2A	-0.315166666666667
CNTN1	-0.87125
BBS4	-1.9994
TMEM181	-0.61625
MINPP1	-1.894
MPHOSPH6	-0.0850833333333334
HOXC10	-0.8484
ITPKB	-0.194375
CLPTM1L	-0.593
MEOX2	-3.1696
ATP6V0C	0.071375
PRPF8	-1.02366666666667
TMC5	0.258
FKBP3	-1.3055
PLEKHB2	-0.64075
OR4D6	0.413
ZNF544	-0.1133
D2HGDH	-0.13025
RPL18A	0.682
HEL308	-0.687625
MPP6	-0.686
TCERG1	-1.0025
KRT16	3.4165
KLF17	-0.633666666666667
KLF5	2.636125
CDR1	0.12575
VCX3A	-3.8475
FBLN2	-0.348375
C14orf104	-0.3745
HBE1	-4.4848
OR4S2	0.807
C1orf108	0.398
ROBO4	2.61433333333333
CPEB4	-0.364625
C11orf80	0.2875
BCKDHA	0.281666666666667
MYOC	-0.29125
GIF	-0.38
CKMT1A	1.9945
RPL3	0.6349
THBS1	0.362875
APOO	-1.10025
ARMCX1	-0.787
HSZFP36	-0.15525
SNAPC5	-0.22775
EIF4ENIF1	0.8035
ZNF433	-0.491333333333333
TNFRSF21	-0.318125
TMPRSS7	-1.5925
SPATA18	0.8409
HPDL	-0.4255
MKL2	0.4984
TBX3	-3.70953846153846
C21orf93	1.22066666666667
DAXX	0.5805
ELMO1	1.428125
RGS13	0.16575
TAF11	-0.7315
UNC13A	-2.042125
LOC653314	-0.5325
ORC3L	-1.00325
IMAA	-0.8265
TARBP2	-1.0245
CABIN1	-0.383
TRIOBP	-0.0579375
HIST1H2AC	1.158375
RGS22	-4.174
NCOA1	1.85883333333333
IL25	1.186
SNCG	2.5915
GPR6	0.658
AMDHD1	-2.41283333333333
CHEK2	-0.329375
C6orf142	-0.284
DRD4	0.53675
C14orf68	-0.68625
GDF11	-0.8145
SEMG2	0.007
CD247	1.2445
CDAN1	-0.61325
RBMX2	0.635
TGS1	-0.63175
OIT3	0.26175
SYF2	-0.33875
MCM4	-1.088125
PKHD1L1	1.16471428571429
CEP192	-0.298166666666667
IFT88	-2.09725
RPL9	0.370285714285714
RAB32	-1.424875
DDX43	-2.55875
P2RX2	0.860166666666667
OR5D18	1.7795
UBE1	-0.44
SLC24A1	0.4575
ARHGAP5	-0.715
CETP	-1.84575
KIAA1731	-0.687833333333333
SLC9A4	1.0435
PTPN6	1.5605
BAHD1	0.24125
GRIK3	0.7085
CACNB2	-0.6615
PDE10A	2.85275
DGCR14	-0.24825
PCDHB9	0.753166666666667
RHOQ	0.803833333333333
MAP3K4	0.74275
KTI12	0.436166666666667
RPL23AP13	-2.9595
GNG11	-2.80625
CLCN3	1.44783333333333
GPAM	-0.91025
VSTM2A	4.436
SLAMF7	4.70033333333333
INTS2	-1.338
PPP2CA	-0.5075
LRP12	-0.4148
SEC14L2	-0.526888888888889
DKFZP586H2123	0.88375
MC3R	0.2385
CIRH1A	-1.494
HIST1H2AB	0.920666666666667
POLH	-0.879125
MGC16703	-1.58883333333333
SNAPC2	0.5285
FILIP1L	-1.0155
RASGRP4	0.357
LRRC1	1.18425
GAS1	4.1465
PRAC	-0.36425
DGKA	-0.939833333333333
NT5C3	-0.62325
PEG3	-3.11445454545455
NADK	-1.04275
PRR17	0.37
LOC374569	1.6835
SGSH	0.214833333333333
NLRP8	-0.1715
GALT	1.731
MCF2	2.006
ZNF263	-0.4655
TACSTD1	-0.649666666666667
TYR	-6.0102
ATP6AP2	0.04425
RNUXA	-0.56175
ABHD10	0.0129
GDPD2	-0.996333333333333
SLC35C1	2.05825
UBE2A	0.00599999999999997
HERC5	-0.4065
FAM112B	-3.69183333333333
FBXL16	0.21425
DKFZP434A0131	-0.21875
ELA3A	-1.9625
RBM41	-0.350875
HAO2	0.21
RNH1	-0.886
SHANK2	1.291
OSBP2	-2.324375
DAK	-0.637833333333333
C3orf58	2.58591666666667
TCL1B	-0.519
KBTBD2	-0.56425
SUGT1L1	-0.5085
UBE2E2	0.819666666666667
MYL9	1.245125
CDC23	-1.00633333333333
PBXIP1	1.3927
CXorf40B	1.2475
NBL1	-0.47625
RTBDN	0.4985
RAB11FIP5	-0.217625
TTTY13	-0.1855
SCOTIN	-0.641833333333333
SOHLH1	-1.0335
CDKN1A	-1.30335714285714
NCK1	2.45525
ZNF550	-0.1835
SAPS3	1.02066666666667
SPIN3	1.81033333333333
MAGEE2	-0.26575
MIS12	-0.788
OR8H2	0.2125
KIAA0774	-1.21016666666667
UNC5D	-1.923
CUL7	-0.242166666666667
LIPC	-2.40683333333333
DIO1	-1.84975
C20orf11	0.3912
CTRL	-0.12925
HS3ST2	-0.25525
PAK4	1.022
CCRL1	0.9475
