Hybridization REF	TCGA-AN-A0XP-01A-11R-A109-07
CYP2D6	-0.739833333333333
SLC26A10	-1.947
STX8	0.14
LUZP1	-0.430875
WDR89	0.192166666666667
EIF4G3	-0.4244
C5AR1	0.532
ZNF623	-0.459
A2M	0.5975
TGM7	-0.41
GRPEL1	-0.367166666666667
LMNB2	-1.9505
ROCK2	0.0865
SNX16	0.601375
CCDC66	-0.18625
ANXA3	-3.3105
KIAA1609	-0.754375
EED	-0.64125
RNF32	0.0828333333333333
HES1	1.5073
CLC	1.4095
ISL1	-0.0171666666666667
KIAA0528	0.529125
MANEA	-0.26075
C1orf61	-2.8215
hCG_2001000	0.49775
RAPGEF6	-0.2087
KIAA0020	-0.510666666666667
NEIL1	1.28775
C16orf45	0.96825
RBM10	0.0903333333333333
C10orf125	-1.101375
MRS2L	-0.63875
DNAH17	-1.669625
C19orf10	-0.056
C1orf160	1.143
SLFN12	1.5835
EXOC3	0.0413333333333333
HIST3H3	0.69575
NCOR2	0.405166666666667
TNFRSF9	-0.94275
MFSD8	0.69575
ALX1	-3.30683333333333
NOL1	-1.38775
PODN	2.3395
TIAL1	-1.1295
HIST1H1E	-0.7425
NPY6R	0.227
TM4SF4	-0.19575
CORO2A	1.44825
ETNK2	-0.26
APOE	1.1881
ANGPT4	0.108
HDGF2	-0.587
G30	-0.033
ST8SIA4	-0.136375
F2RL1	0.38725
FAM19A4	-3.83075
CCAR1	-0.51325
B3GNT7	-0.316
OPHN1	0.062
DSCR6	1.6545
C21orf13	1.33616666666667
GAS2L1	1.09525
RFX3	-0.1605
COPS4	-0.10475
BCHE	-4.75016666666667
BCL2	2.357125
HBZ	-2.38316666666667
ARL13B	0.269125
MAPBPIP	1.3395
MYO15B	-0.0465
SPZ1	0.48
KIAA1324	3.06088888888889
PLCL2	-0.6075
C4orf29	-1.12625
WDFY2	-0.483
ZNF284	-0.089
NAALADL1	0.013
DUSP5	0.575333333333333
PXDN	0.501125
SLMO1	-1.4085
TNXB	0.8322
BIRC7	-0.325
A4GALT	0.906333333333333
TIMM22	-0.21675
FAM110C	1.191
TOMM34	-0.49575
ABHD9	0.327
ADAM32	0.414
CRHBP	0.195
AQP2	0.4615
LOC130355	0.737
ZNF187	0.345833333333333
ZNF816A	0.596
F7	1.27
CNOT1	-0.9368
SLC13A4	-0.32875
ZBTB11	-0.1235
B3GALT5	-0.78125
EXOC2	-0.5075
IRS1	0.3441
TMEM1	-0.341833333333333
MRPL34	0.122166666666667
SAMM50	-0.217
CDC42EP3	-0.573625
HSF2	-1.1683
MFN2	-0.15025
TSPAN7	-2.75833333333333
NUCB1	1.14141666666667
RHOH	0.64375
ARL16	-0.8185
TACR1	-0.06275
SFRS5	-0.457
SNX25	-0.168125
RHBDF1	0.963666666666667
PCDH18	0.674166666666667
HMG1L1	-0.90675
MYO5C	1.80725
MAPK10	-0.2425
LDHAL6A	-0.0173333333333333
NUDT12	1.26
NCAM1	-0.547125
GLIS2	0.4895
GGTL4	-0.21375
DAPP1	1.0605
ATF7	1.099
KIAA0748	-1.43625
NFIL3	-0.869
TM6SF1	0.4678
SEZ6	-0.142375
NANOS3	0.332833333333333
DNAJA3	-0.4615
CLDN6	-2.7575
CIITA	2.5262
EPHA4	-1.18858333333333
FANCC	-0.48975
CMTM3	-0.206375
PSG3	-0.26975
MRPL15	-0.5965
C21orf59	0.45225
PLCXD2	-0.5265
C2orf34	-0.716
UBE2L6	2.5485
MED14	-0.302333333333333
HP1BP3	0.00209999999999994
C6orf208	0.186
TPBG	0.71125
OSR2	-1.618625
XPC	-0.282166666666667
KLHL7	-1.38458333333333
CCR3	-0.316333333333333
AGTPBP1	-1.237
PCSK6	1.01946666666667
STAT5A	-1.0727
FAM18B	-0.33575
LONRF2	-0.034
PTPN2	-1.420125
SF3A3	-0.564333333333333
EFCBP2	-0.166
HCFC1	-1.20733333333333
AHNAK	0.2943
ACTR5	-0.2775
KIF14	-3.13157142857143
TENC1	0.98975
HEATR5B	0.4
YIPF2	1.389
MYEOV2	0.538166666666667
DUSP18	1.272
KIAA1012	-0.318
AHR	1.17333333333333
C17orf53	-1.63166666666667
PTPRH	-3.58725
ATP6V1C1	-0.1526
TAS2R3	0.041
LOC440356	-0.891
COQ10B	0.1435
PSMF1	0.853916666666667
SORBS2	2.57783333333333
NFE2L2	-0.56975
TMCO7	-0.502
SH3PXD2A	-0.4142
SH2D2A	-1.84325
SPINK5	-2.9825
MRPS24	-0.6125
OPA3	1.118125
TRAF7	-0.420166666666667
C4orf35	0.473166666666667
MT1G	-0.765625
MGC39545	-0.00150000000000006
HS1BP3	0.4612
OR2B2	0.0165
CHRM4	0.24
SFRP2	2.83891666666667
RIC3	-1.02625
ART1	0.155
C6orf1	1.74675
DUS4L	-1.10725
C10orf104	-0.47525
TNFAIP6	3.26125
RTEL1	0.155
CCT4	-0.8576
ZNF709	0.395
CHMP6	0.698166666666667
UPP2	-0.2935
CYP19A1	-2.524625
CD151	0.721333333333333
NDUFA13	0.308166666666667
ARFRP1	0.231833333333333
FAM26B	1.553
CRYBA1	-0.965
MRPL41	1.06233333333333
NPFFR2	-0.904
HRH2	-0.057
SCAMP3	0.831
MTMR6	0.3401
MTG1	-0.308833333333333
UBTD1	1.45675
CRABP1	-2.871
FLJ33790	1.5144
KIAA1908	-0.453
GPR158	-3.584
PACSIN3	0.115333333333333
OMD	2.65833333333333
CATSPER1	-0.227333333333333
HOXB8	0.192625
FBXO46	0.628
OAS1	3.6505
SVIL	-1.48925
PHB2	-0.67325
ADCY3	-0.7945
NDRG2	0.790833333333333
ERMAP	-0.1165
APBA2	-1.36016666666667
IGSF9	2.431
WNT6	0.642714285714286
MYCBPAP	1.5795
ATP2B2	-0.4424
CPVL	-2.0083
TRAM2	-0.59175
NOP5/NOP58	-0.8255
ZNRF4	-0.52675
TLK1	-0.7595
MTMR12	-0.0193571428571429
ZNF384	-0.538
FAM9B	-3.3735
RPN1	-0.0589
PMVK	1.13125
EIF3D	0.4996
SIX2	0.03125
HPS1	0.494642857142857
RNF7	0.27325
PSKH2	0.2
KCTD13	-0.530833333333333
CSMD3	-0.2963
FBF1	-0.0215
IL8	-5.766625
SERPINB13	0.432833333333333
FBXL20	-0.33425
BLR1	0.8115
SH2B1	-0.964333333333333
RFNG	0.002375
RAB20	1.20716666666667
RBM7	-0.43325
POLR1A	-1.1245
TMPRSS4	-2.888
TAF9	-0.468125
TERF2	-0.988
TNFRSF1A	0.819083333333333
ACADVL	-0.975166666666667
GTF2H5	1.35275
EDG8	-0.8345
C9orf140	-1.591375
UST6	-0.142
ZBTB8OS	0.095
ZNF710	1.3925
GPR174	-2.611
ATP6V0A2	-0.11275
KIAA0319L	0.761833333333333
XKRX	-1.073
DOPEY2	1.6945
SDHD	0.01275
SUMF1	1.23425
OSM	1.9475
OPN3	-1.6855
DAGLB	0.2185
PPFIBP1	1.0998
TRIM63	-3.22625
C10orf53	0.023
LYPD3	1.98666666666667
BCL7A	-0.262875
AGER	-1.65983333333333
TCF19	-1.484375
SAT2	-0.736
PFTK1	0.7895
GABRE	-2.902875
C15orf38	1.9125
FIS1	0.6155
KCNV2	-0.155
CLPS	-0.0935
PPCDC	0.008625
FOXN2	0.6165
NT5E	-2.0855
CD83	-0.26975
IL18	2.166875
VPS16	0.784
IGFBP2	-0.112666666666667
NOTCH2	1.321
SIGLEC1	3.230625
CD93	5.284
SULF2	0.60325
CEP164	-0.43325
P53AIP1	-0.499666666666667
TOR2A	0.535166666666667
ZNF136	0.67375
MGP	3.1182
CCDC144A	-0.4655
TRPC1	-1.12783333333333
SMS	-1.48916666666667
MAPK7	-0.570833333333333
RRAGC	0.5335
PARD6A	0.4375
NUB1	0.9975
SYNGR4	1.34625
OR11H12	0.2425
WIF1	0.471875
GCH1	0.01375
OR11H4	0.2135
SLC44A5	0.5475
GPRIN2	1.78066666666667
LOC401431	0.00325
CPA4	-2.47
MELK	-2.86566666666667
IL15RA	1.258
CUL3	-0.186
HMBOX1	0.5715
PODXL	-1.4845
CCT6B	1.076
COMTD1	-0.164
MUC20	3.55383333333333
GPX2	-3.159625
ITK	-3.659125
FBXL5	1.0985
C13orf27	-1.2755
DEFA5	0.22
TRHDE	-0.2445
MTP18	0.457
UQCRQ	2.2227
ITGB2	0.34625
CSRP2BP	1.04825
TAS2R44	0.2825
PHPT1	0.504125
FAM44C	-0.10325
ERH	1.0975
MPHOSPH1	-2.70966666666667
MORC1	-0.4845
PARVB	-1.34675
LAMA1	-2.11508333333333
PGBD3	0.249
GIMAP6	4.10275
AREG	-1.797
LIPT1	-0.0095
MGC99813	-1.17675
C1orf201	0.113333333333333
GRIN2A	-1.33566666666667
MAN2C1	-0.49975
NSUN5	-0.4515
SF3B5	0.4385
MYC	-2.9436875
NRXN1	-0.411583333333333
ZNF18	0.50425
SPDYA	-0.736875
SLC37A1	1.7885
DECR2	0.03375
ANKRD38	0.754875
SPTLC3	-0.22225
SUPT16H	-0.694625
DTWD2	1.2075
ULBP1	-0.3365
ZADH1	0.748333333333333
OIP5	-2.6275
IL10RB	0.1185
OTUB2	0.8495
VWA3A	0.219666666666667
SPIC	-0.00649999999999997
OR6C4	0.3595
PSCD4	0.681666666666667
DPY19L2P2	-2.5035
TRAPPC6A	0.834333333333333
C21orf2	-0.319333333333333
CEMP1	-0.2675
LIN7B	0.379
E2F7	-2.33166666666667
VCP	0.0251875
LAMA3	0.276
BGN	2.33625
GPR160	2.016
COCH	-4.46716666666667
GPR81	1.92883333333333
APOBEC3F	-1.561
tcag7.1017	0.06325
C1orf32	0.0635
SCGB1D2	7.936
FLJ43987	0.3935
C6orf170	0.43025
KLK9	0.4715
GPD1L	1.732
VPS37B	0.94975
ATG3	-0.205333333333333
ADAMTS17	-0.285
KLHDC2	0.7015
NDUFV2	0.1835
BLK	-2.66425
MATN4	-1.2055
GPM6A	0.0875
GBP4	4.87183333333333
TMEM162	0.379333333333333
PKP2	0.293
HRASLS	1.39488888888889
MMP1	-0.39375
SFXN3	-0.0101
FSD1	-1.59933333333333
ST6GALNAC3	-2.01666666666667
CA12	3.8954
NCOA6	0.66375
C19orf58	0.6753
PPP4R1	-0.788333333333333
MAN1A2	1.7365
IKBKAP	-1.07925
UPF1	0.373666666666667
KIAA1219	0.132
WNT16	1.63333333333333
SNW1	0.024375
IL18RAP	1.146
RPP30	-0.483875
CDC40	0.104571428571429
SETD3	-0.289166666666667
SLAMF6	-0.426
ELK4	-0.5175
TRIM47	0.461333333333333
ACOX3	2.104625
TRIM6	1.146875
KIAA0372	-0.336666666666667
TP53AP1	1.029625
SMURF2	-1.181
ADAD1	0.42025
EBP	-1.2096
KRTAP13-2	-0.302
FLJ36874	-0.904666666666667
TOR1A	0.0631666666666667
P2RY4	1.9445
GPBP1	0.3295
TRPV1	0.22925
ADAMTS12	0.524833333333333
PES1	-0.2656
ATG4A	1.058
MAGEA10	-4.34
WFS1	1.828
CC2D1B	-0.5005
PABPN1	-0.156
SLC25A30	-0.9335
SLCO1C1	0.748
SLC22A5	1.611
KIF23	-3.247
SYN2	-1.013
ASPN	8.54216666666667
CENTG2	-0.02675
QSOX2	-1.8298
FLJ10815	0.165
STK24	-0.4233125
SPEG	-0.0924
STK10	-0.0286666666666667
DACT2	-2.628
AAAS	-0.62575
SSX3	-1.99225
ABCD3	-0.238
C4orf12	-0.204
PARVG	0.2675
FIG4	0.873
C9orf46	1.27175
TMCO6	-0.5735
IGHMBP2	-1.045
DUS2L	-1.1035
FAM3C	-0.96675
TMEM16D	-2.91075
DCTN4	0.9145
KCNH3	-0.71775
EIF2AK2	1.2795
AP1S3	-0.63975
CST4	2.52
PAM	0.51575
NUTF2	-0.9295
CITED2	-0.3538
SLC39A4	-2.64025
C2orf52	0.1045
GRM3	-0.354
C12orf49	0.9325
CCDC49	-0.2452
GRAMD1B	-1.320375
FNDC4	-0.18
SIAH2	1.4385
GDPD4	0.37625
C21orf87	0.189625
ATP5A1	-1.01766666666667
C16orf63	-0.472
LOC388135	-0.818166666666667
ATP5J2	-0.208125
MMP3	-2.35675
EMID2	-0.2585
CRHR1	0.3525
WDR70	-0.32525
C13orf31	1.2715
ZFAND1	-1.4155
CCL18	4.00116666666667
C3orf49	0.6355
RINT1	-0.1985
KIAA0408	-1.743
F13A1	5.445
SLC10A1	0.273
OGN	0.7655
GIPC2	-2.27366666666667
XPO6	-0.394333333333333
LCE1A	0.4765
FMR1	0.7352
LOC374920	-0.519
DUSP3	0.561875
ANKMY1	0.13625
C7orf50	0.19625
BBS9	-0.3557
UNC119B	-0.221375
C9orf72	-0.770625
MGC35440	-0.4325
ENTPD6	1.070125
PPP1R2P9	-0.70425
ERCC4	-0.339
FAHD2B	0.091
HMHA1	-0.259
HACL1	0.16775
RAD23A	0.115166666666667
FAM83B	-1.364
PPP5C	-0.640666666666667
RNASEH2C	0.446
C9orf153	0.005
SCAMP4	1.181125
GHITM	0.1407
NDUFB7	0.562125
ADCYAP1	-0.130333333333333
SP110	3.10333333333333
MAP3K7IP2	0.21625
DHH	0.4175
AGRN	0.504285714285714
WDR33	-0.0848333333333333
CEP290	0.82
PRPS1L1	-2.15933333333333
KLRA1	-1.0225
GPR97	-0.7855
CHD7	-0.263833333333333
TLR10	1.0235
SLC30A8	2.031
HIC1	1.243
IAPP	0.483
RXFP4	-0.01875
GP1BB	3.024
SHQ1	0.0865
NKX2-3	0.282333333333333
API5	-0.4585
FTHP1	0.747
MOV10L1	0.3236
TRIM6-TRIM34	3.37516666666667
ADHFE1	-0.28725
FAM117A	-0.66525
DDI1	0.260166666666667
CDON	0.248166666666667
TRIM73	-1.2405
IGKC	1.976
MMP14	0.0124166666666667
DYNC1LI1	-0.099375
C11orf66	-0.1275
TRBV3-1	-1.079
FASTKD5	0.67875
BIVM	-1.19175
LHX4	0.4755
CXCL2	-3.2545
RAB2B	-0.778833333333333
IZUMO1	-1.73075
MAP3K15	-2.652125
FAM19A2	-0.4065
ZC3H8	-1.2415
ZMAT1	2.152125
SPINK5L3	-3.17825
SLC10A6	1.3315
APPL2	-0.368875
CARD10	0.076
LOC402176	-0.475375
EEF1D	0.6534
RAB6A	-0.1974
C12orf5	-0.715
PAPOLG	-0.01125
MSRB2	0.65525
BCR	0.561705882352941
PUS3	0.5635
TIAM2	0.032
ZNF317	-0.0808333333333334
CHD2	-0.0933571428571429
FZD5	-2.162
NUDT8	-1.30725
ZNF763	-0.248
PRC1	-2.34011111111111
ABCB9	0.301166666666667
SPATA3	0.80675
TRAK2	-0.00849999999999997
STAB1	3.063125
LRRTM2	0.303
psiTPTE22	2.8955
DBI	0.638
SERPINA11	2.50275
NAT5	1.342
C20orf58	-1.82975
RPS6KA4	0.556
FLJ90650	-0.65075
TGFBRAP1	0.01925
CHRDL2	0.369125
FAHD2A	-0.196666666666667
CNTN1	0.38725
BBS4	0.8705
TMEM181	0.46925
MINPP1	-1.1455
MPHOSPH6	-1.5335
HOXC10	1.1118
ITPKB	0.36225
CLPTM1L	-0.13475
MEOX2	-2.164
ATP6V0C	0.90025
PRPF8	-0.673833333333333
TMC5	4.729
FKBP3	-0.23875
PLEKHB2	0.353125
OR4D6	0.1485
ZNF544	-0.3398
D2HGDH	-0.01375
RPL18A	-0.1227
HEL308	-0.32
MPP6	-4.5565
TCERG1	-2.0335
KRT16	-1.7195
KLF17	-1.315
KLF5	-1.24475
CDR1	2.278625
VCX3A	-4.479
FBLN2	1.346
C14orf104	-1.0595
HBE1	-4.2436
OR4S2	-0.7335
C1orf108	-0.791166666666667
ROBO4	4.209
CPEB4	0.762875
C11orf80	0.167333333333333
BCKDHA	0.829
MYOC	0.6855
GIF	-1.1675
CKMT1A	0.7995
RPL3	0.559
THBS1	3.559125
APOO	-0.33775
ARMCX1	0.92725
HSZFP36	1.65425
SNAPC5	-0.32625
EIF4ENIF1	1.0125
ZNF433	0.6095
TNFRSF21	-1.231
TMPRSS7	-0.207
SPATA18	1.3652
HPDL	-3.0275
MKL2	1.0121
TBX3	-0.601230769230769
C21orf93	0.732833333333333
DAXX	0.50475
ELMO1	-0.4745
RGS13	1.57366666666667
TAF11	-1.27675
UNC13A	-2.244
LOC653314	0.2902
ORC3L	0.383
IMAA	-1.9825
TARBP2	-0.087
CABIN1	0.2478
TRIOBP	-0.0311875
HIST1H2AC	1.604
RGS22	-0.795666666666667
NCOA1	1.38466666666667
IL25	0.8675
SNCG	0.404
GPR6	0.5485
AMDHD1	-1.864
CHEK2	-1.014875
C6orf142	-0.548
DRD4	1.379
C14orf68	-1.03
GDF11	-2.07125
SEMG2	0.6325
CD247	-2.57325
CDAN1	0.14625
RBMX2	-0.622333333333333
TGS1	-1.1675
OIT3	0.32225
SYF2	0.08475
MCM4	-2.37725
PKHD1L1	-0.743
CEP192	-1.53516666666667
IFT88	1.04775
RPL9	0.0513571428571429
RAB32	-0.003875
DDX43	-3.472
P2RX2	0.641
OR5D18	-0.082
UBE1	0.379916666666667
SLC24A1	1.007125
ARHGAP5	-0.01175
CETP	-0.19675
KIAA1731	-0.6055
SLC9A4	0.124
PTPN6	1.11725
BAHD1	0.36075
GRIK3	-0.6165
CACNB2	-0.2551
PDE10A	-0.45875
DGCR14	0.26625
PCDHB9	-1.40966666666667
RHOQ	-0.763333333333333
MAP3K4	-0.80375
KTI12	-0.204833333333333
RPL23AP13	0.7145
GNG11	-0.466
CLCN3	0.619333333333333
GPAM	-1.328
VSTM2A	1.092
SLAMF7	1.0435
INTS2	-1.71975
PPP2CA	-0.4958
LRP12	-0.963133333333334
SEC14L2	4.15977777777778
DKFZP586H2123	2.0255
MC3R	-0.059
CIRH1A	-1.65966666666667
HIST1H2AB	0.9975
POLH	0.28425
MGC16703	-1.76583333333333
SNAPC2	-0.069
FILIP1L	1.29175
RASGRP4	0.1715
LRRC1	1.56425
GAS1	-0.29225
PRAC	-0.7085
DGKA	-0.5175
NT5C3	0.7385
PEG3	-3.76875
NADK	-0.78775
PRR17	1.33025
LOC374569	-1.61125
SGSH	0.997833333333333
NLRP8	0.26
GALT	-0.0706
MCF2	-0.5255
ZNF263	0.13725
TACSTD1	0.1575
TYR	-6.0518
ATP6AP2	0.33525
RNUXA	0.03425
ABHD10	0.089
GDPD2	-1.533
SLC35C1	-0.43325
UBE2A	-0.0368571428571429
HERC5	1.60433333333333
FAM112B	-4.28833333333333
FBXL16	1.31325
DKFZP434A0131	0.05325
ELA3A	-2.031
RBM41	-1.17125
HAO2	-0.01
RNH1	0.695625
SHANK2	1.1095
OSBP2	-1.438
DAK	0.4155
C3orf58	-1.46891666666667
TCL1B	0.1855
KBTBD2	-0.58425
SUGT1L1	0.62175
UBE2E2	-1.3675
MYL9	2.969125
CDC23	-0.712833333333333
PBXIP1	2.2129
CXorf40B	0.72
NBL1	0.4925
RTBDN	0.519
RAB11FIP5	0.850875
TTTY13	-0.763
SCOTIN	0.80575
SOHLH1	-0.244166666666667
CDKN1A	0.237
NCK1	-0.20025
ZNF550	0.0685
SAPS3	0.291916666666667
SPIN3	-0.557166666666667
MAGEE2	-0.45425
MIS12	-1.16116666666667
OR8H2	-0.056
KIAA0774	-1.505
UNC5D	-2.2275
CUL7	0.00466666666666668
LIPC	-2.596
DIO1	3.14425
C20orf11	-0.3849
CTRL	-0.70675
HS3ST2	2.57425
PAK4	1.398
CCRL1	3.43975
RNF10	0.26425
ZNF567	-0.00825
ZNF660	-0.8715
TCEAL3	1.17675
MAGOH	0.0758333333333333
CENPB	0.4725
C19orf7	0.408375
LOC388965	0.25125
ZCCHC13	0.0805
JMJD1A	-1.3641
HIST1H4H	1.075
TBRG1	-0.283
GPC3	-5.31325
TAF1C	-1.043
EBNA1BP2	-0.7435
CIAPIN1	-1.131
PDGFRA	-0.754333333333333
CSTB	0.2845
CENPI	-2.5925
GTF2E2	-0.834666666666667
RPP21	0.4865
CCNF	-1.282
KCNQ3	0.728
FAM79A	0.8675
SLC22A12	0.778
NOVA1	-0.835
FZD3	0.8657
AKAP8	-0.80775
SOCS5	-0.364
CFDP1	-2.123
DLG5	0.4275
PGM5	-0.207333333333333
C1orf144	0.26375
HDAC10	-1.2015
RND2	-0.80125
C20orf199	-0.2265
RNMT	-0.802625
SLURP1	0.4955
ASTN1	-0.48275
SH3BGR	-0.1155
MYCL1	-1.537875
ZHX1	0.5225
CENPK	-3.19275
FOSB	-0.2064
LOC643406	0.129125
C2orf59	-0.022
TMEM135	-0.36075
SLC27A2	-3.4305
KRT33A	2.743
OVOL1	1.876625
PAMCI	-3.68833333333333
S100A7	-1.3085
ZNF789	-0.8915
HARS2	0.57825
RPL23A	-0.254666666666667
TCF23	0.085
UPF3B	-1.853
C17orf78	-0.346
HLA-DOB	-0.127833333333333
C14orf142	0.383333333333333
TEKT5	1.566
DMWD	0.4145
POLD1	-1.7335
GSCL	0.632
CALD1	0.7246
SCRT1	1.16233333333333
AIG1	0.85275
UNC84B	-0.70175
ZNF404	-0.61375
TMED6	-3.36225
KIAA1462	-0.6875
LRRC27	1.55933333333333
PYGO1	-0.0455
PIGU	0.098
ALAS2	-3.3845
WRNIP1	0.032375
CNNM3	0.419
ZNF2	0.01975
ST3GAL5	-1.53033333333333
MRPL23	0.3345
TSSK6	0.01025
PSMA6	0.38475
C16orf70	-0.0235
KIAA1602	-0.405
ALMS1	-0.234833333333333
DCN	2.55725
TMEM132D	-0.74075
SUCLG2	-1.03525
ABHD14A	1.3675
DEXI	0.314666666666667
AMPD2	-1.352
IFNAR2	-0.3585
CYB5A	2.5919
TLOC1	0.5384
NXF5	-0.501166666666667
NRBF2	-0.421125
KCTD3	1.8265
ITGAE	-1.82333333333333
SLC30A3	-1.93883333333333
ZRF1	-0.6475
IFRD2	-0.744375
XAB1	-0.53275
PYCR2	-0.0418333333333333
SERPINB3	-3.88
TMLHE	-0.0247
GEFT	-1.319875
ABCA5	-0.5155
EMR4	0.269833333333333
TSFM	0.0585
HIST3H2BB	0.4045
ARHGEF19	0.484
TSPAN17	0.235166666666667
ABCC8	2.24125
MAP1S	0.441166666666667
C22orf36	0.02125
BNC2	-0.710785714285714
HIST1H4A	-0.83625
NDUFS3	0.223666666666667
WDR3	-0.7495
XKR4	-0.37275
TTC33	-1.05678571428571
STMN2	3.52325
CPN2	-0.882833333333333
HSPC105	0.512125
PCOLCE2	-6.3105
C3orf55	1.185
KLHDC9	2.97816666666667
TBC1D23	0.41675
ATXN2L	-1.24625
MAP2K3	-0.944416666666667
SCAP	0.0865
ZNF486	0.830333333333333
C20orf96	1.1145
NARS	-0.92
ADAMTSL1	-0.710214285714286
PRCC	0.579333333333333
CCDC126	2.08616666666667
ZNF675	-0.00175
CALCOCO1	0.50175
ANKRD43	5.94675
CWF19L2	0.543166666666667
ZBTB32	0.239666666666667
BRAF	-0.03825
ODF4	0.32375
MGC14376	0.2005
HORMAD1	-2.37983333333333
AAK1	0.110916666666667
PEBP1	0.623833333333333
TNFSF5IP1	-0.765333333333333
DKFZp564N2472	0.28625
RMND1	1.298625
IGKV1-5	3.435
COL1A2	3.53708333333333
SERPINA5	-1.769125
AANAT	0.3905
C19orf21	-0.353
GEMIN5	-0.615
UBR4	-0.5115
LTBP3	0.964333333333333
AMHR2	-2.6345
PROCR	-0.2545
MYBBP1A	-1.16475
C20orf39	1.0865
ZNF697	0.0402500000000001
PASK	-0.9251
ZNF776	0.742666666666667
RFXDC2	0.209625
KIAA0467	0.01
C10orf96	-2.359
ZNF503	-0.62275
GULP1	-1.90208333333333
KCNE4	5.04283333333333
DKFZp434K191	-1.461375
LOC196913	-0.6765
BHLHB4	2.6035
CH25H	-0.76875
LOC81691	-1.3805
ALPL	-0.285214285714286
COL12A1	3.252
FOLR3	-2.38216666666667
GPR123	0.2025
TRIM62	0.0452142857142857
ABLIM1	-0.0206666666666667
MAST3	-0.624
RHBDD1	0.662166666666667
LOC338809	0.088
RYBP	1.5745
TTC26	-0.058125
ZNF22	-0.174333333333333
ISCA2	0.23
RDM1	-1.739
PIGM	1.439
GNB3	-1.688
ACTR2	-0.1373
HMGB1	-0.2984
EDG1	1.986
SOAT2	-3.44575
OR10AD1	-0.5715
RAP1GDS1	0.37775
LCE1F	0.4565
ESM1	-0.371375
RCN3	2.3435
CREBL1	-0.49975
DBNL	-0.0548333333333333
PTGER3	1.43425
USP30	0.487
BCL2L12	-0.561833333333333
KIF26B	2.208
ZNF416	1.35175
ZNF225	-0.22
C17orf70	0.30275
ZNF554	0.685
RAE1	-0.1775
TNIK	1.749
ACTN3	0.068
MGC45922	2.4565
CCNA1	-1.137
RYK	-0.2585
IL26	-0.178
LRP3	1.76016666666667
QARS	-0.3375
SOX7	0.449214285714286
BID	0.0885
OR2S2	0.677
CXCL14	4.58325
C11orf47	-0.2745
MGC29891	1.42383333333333
HSPB8	0.5549
PRDM14	-1.1855
NUFIP2	0.45475
MNAT1	-0.29425
ZDHHC2	-1.93566666666667
MBNL2	-0.141
ADD3	-0.986875
CSNK2A1P	-0.3965
KLK6	-1.84566666666667
TMEM111	0.4942
KIAA1279	0.43275
NUBP2	0.442666666666667
RAB42	-0.24775
ID3	-0.0524
TM9SF1	0.79725
MDP-1	0.0125
POU4F2	0.000499999999999987
IQCK	1.4175
C16orf14	-0.60525
CAPN3	-1.378125
FAM43B	0.155875
RECQL	-1.3465
AP1G1	-0.369785714285714
CTNNBL1	0.128166666666667
ECHDC1	-1.24966666666667
SMARCC1	-0.4011
FOXQ1	-0.964375
GNAI3	-0.316666666666667
POLG2	-1.87325
CD4	1.116375
ITLN1	0.10175
EBI2	0.95525
IRF1	1.29225
PTPRE	2.1585
PTK2B	-0.55075
NXNL2	-0.368
SOX4	0.572111111111111
TSPAN3	-0.101666666666667
SH2D1A	-3.6655
C8orf58	-0.0306666666666667
USP20	-0.54725
DUSP22	-0.944583333333333
CALB1	-2.943
L3MBTL2	1.60608333333333
MCRS1	-0.05
TMEM118	-1.79766666666667
C18orf8	0.0578333333333333
FLJ10241	0.11425
GJA12	0.17975
PKD1	-0.277666666666667
ZFP3	0.0775
JAM3	-0.650875
LAPTM4A	1.7492
DIRC2	0.942
KIAA2022	-0.301
MYOM1	0.27
TRPM8	-2.15983333333333
MOP-1	2.946
PHKG2	0.123125
ZNF650	0.201875
KIAA1522	1.574375
PSG8	-2.3035
DDX19B	-0.5285
MOBKL1B	-0.31275
DIAPH2	-0.334333333333333
PTPN12	0.06625
CLN8	-0.1228
CRYZL1	0.298666666666667
CRY2	0.645166666666667
FCGR2B	1.869
PNPLA4	1.682125
ZNF454	0.272
DKFZp434B1231	-0.6645
CLDN11	0.0366
RFWD2	0.766
CIB2	-0.335833333333333
MXRA8	2.521125
HRK	0.404375
MAML2	-0.84725
C4orf31	-0.51525
C6orf192	0.6565
COG6	1.1175
FAM5B	-0.20925
NFATC1	0.2064
SEPT10	-0.665
SCYL1	0.3726
RPP40	-1.04075
SCOC	0.0518
KIAA1450	-0.1165
CTDSPL2	-0.271
TBX5	1.6345
NAPG	-0.16475
RHD	-4.28425
C14orf45	2.53566666666667
ZBTB22	0.278
PLCG1	-0.9465
ANKRD10	-0.68325
AQP7P2	-0.9805
TAGLN2	0.7385
HTR2C	-1.46333333333333
SLC16A7	-1.873
C17orf83	0.987
TSGA14	-0.07825
MDH1	-0.08975
PPP3R2	0.0736666666666667
DCBLD2	-2.44042857142857
RBM33	-0.421125
DPH3	-0.9025
SYT10	-1.46766666666667
FMO4	2.932125
THYN1	-0.637
DRD5	-2.916
OTOR	0.313
PGRMC2	1.0336
KATNAL1	-1.0875
PAQR6	-3.01225
UBE2I	-0.68725
C14orf28	0.42025
C8orf70	-0.57175
FLYWCH1	-0.239875
ANGPTL3	-0.45475
GLRX2	0.5225
ATP11A	-0.967428571428571
ARL5B	-0.05675
MUC16	2.07825
