Hybridization REF	TCGA-BH-A0HI-01A-11R-A084-07
CHD1L	-1.04725
MSTO1	0.0143333333333333
FUT8	2.06361538461538
AGA	0.64425
TRMT11	-0.947833333333333
WWP1	1.9855
B9D2	0.9585
STAT1	1.219
PTTG1	-3.23666666666667
TMEM62	2.11475
SSBP2	0.23825
MRFAP1	0.701166666666667
NME4	0.055625
LOC55565	0.420666666666667
DLL4	3.59125
MYOCD	0.124333333333333
HTR3D	0.028
C9orf156	0.69025
CHMP4C	0.879
PROCA1	-2.13525
GCDH	0.00325
APOF	1.90033333333333
WEE1	0.377333333333333
SSR4	0.22775
RGS1	8.1055
ACCN4	-2.01916666666667
FLJ20489	0.964
ZNF215	-2.01633333333333
AGPAT6	0.12375
PDE7B	-1.01775
BBX	-0.03775
MS4A3	-4.71616666666667
OR4A16	0.1115
EFEMP1	0.40975
TULP2	-0.977333333333333
RERE	0.961875
BNC1	-2.3365
PIGB	0.562
COMMD8	0.12175
TRIP11	0.336333333333333
FLJ40142	-0.477
PCDHB6	1.345
FKBP8	-0.400666666666667
FLJ12716	0.2107
POT1	-0.916
KIAA1109	0.650214285714286
PTPRC	0.449583333333333
UNQ9391	0.04
CCT7	-0.3975
EEF1A2	-1.114
MIPEP	0.70425
ZFX	1.3768
UCHL3	0.420375
LOC388419	-0.2275
GSG1L	-0.224833333333333
RAB24	-1.36433333333333
SLA2	-0.44975
SDS	2.95266666666667
LYPLA3	-0.0275
CASQ1	-0.0785
SLC25A40	-0.843833333333333
IRAK1BP1	0.31025
ACOT6	0.193
COL9A3	-3.563
ASB11	0.0445
C2orf18	1.18016666666667
FOXD2	1.8045
C6orf211	1.09175
OR8G1	-0.509
MDGA1	0.84375
ADARB1	-0.43775
GGT1	-0.41725
WNT1	0.1406
DBP	-0.10375
COL5A3	2.3855
RHOD	1.08425
COL4A2	1.985
LOC201164	0.072
HEBP1	1.12225
LUM	2.21525
ZCCHC6	0.52275
PAGE1	-3.9105
DTX2	0.851
SLC7A13	1.6335
H3F3A	1.23635714285714
RABIF	0.304875
D4S234E	-2.51683333333333
DYRK3	0.8075
PFAS	-1.11366666666667
ALOXE3	0.1275
RPLP0	-0.392214285714286
RBM34	0.110333333333333
C12orf28	0.323
U2AF2	-0.215666666666667
MKNK2	1.0655
SEC16A	1.59116666666667
ZNF44	0.2986
YWHAG	-0.501625
IGF2BP2	-3.738
OR1D5	0.214
SIX6	-3.2285
CCR6	-0.563
PALM	0.79725
PUM2	0.310357142857143
SPRYD5	-2.017
ALG10B	-0.3575
ZNF365	1.19225
PHC1	-1.94875
KIAA0913	0.125
ARX	0.313625
PPP3CB	1.14083333333333
IRX6	-0.1885
ANGPTL4	-1.0649
LSM14B	-0.6322
PCDHGB7	0.9945
INSM1	-0.67325
WBP2NL	0.3715
ZNF493	0.146625
NGEF	-2.23
RNASE13	0.2975
SPPL2A	0.379166666666667
SFXN1	-1.131125
FAM102A	1.492375
SAPS2	-0.694666666666667
JTV1	-1.0215
OR51B4	-1.04425
SCGB1A1	-0.0506666666666667
NEUROD2	0.30575
tAKR	0.07725
C1orf26	0.96425
RICH2	1.67775
TEDDM1	0.38125
CYP2S1	-0.8235
TBCE	-0.386166666666667
MAPK1	-0.606875
HDHD1A	-0.97625
MRM1	-0.9985
ATP9A	-0.0410714285714286
HSD17B3	0.119
HN1L	0.290666666666667
RNF216	-0.6185
HOXD12	-0.633
PPP1R14B	-0.912125
SBF1	-1.042
TAS2R42	0.6955
USP46	0.0406666666666667
LILRB3	2.30033333333333
SPI1	1.426
OXSM	-0.25275
GYS2	0.2715
NUPL2	-0.49925
C8orf46	-2.106125
SF3A1	0.2632
C21orf99	0.022
HOXB4	1.7884
YRDC	-0.542
GPRC5D	0.708
BLVRA	1.416
KIF12	3.4165
LRRC23	0.676
FAM14A	0.2265
RASL12	1.063625
DAZAP2	1.314
IKBKB	0.6485
ZNF271	0.512
BOK	1.181
CXorf6	-1.8765
MYEOV	-2.61475
BTN2A2	-0.7827
FRG1	-0.3325
HSP90AB6P	-0.28375
ENOX1	-0.1465
ZNF706	-0.0196
DOK1	1.5509
PGAP1	-1.3935
TMEM136	0.20325
FSCN1	-1.6105
KIF17	0.11525
TRIM66	0.0725
CBR3	1.6455
C13orf24	0.391333333333333
C19orf52	-0.50125
BNIP1	0.57025
AQP3	2.596
KRT6C	-1.36116666666667
SIRPA	0.307833333333333
IGFBP6	-1.63
PLEKHK1	-1.446125
RNASE7	-0.0395
ARHGEF15	0.74325
NPHS2	-0.0195
SRD5A1	-1.615
REXO4	-0.89575
EEF1DP3	0.33025
SLC37A2	1.995
ZNF142	0.52975
ANKHD1	-1.427
MUT	0.7495
VPS37A	0.08825
GPRIN1	-0.9615
SLC38A3	-1.16225
BAZ2B	1.24
WDR87	0.1385
BRD7	-0.66375
POU6F2	-0.9805
NISCH	0.9345
TCEB1	-0.82
LINGO2	-2.6685
TAX1BP3	0.3085
RPL34	-0.0776111111111111
MARK2	0.398833333333333
AKAP12	-1.6023
AMBN	0.073
SLC25A27	-2.54933333333333
FLJ21865	-0.9035
KIR2DS2	0.1865
WDR77	-0.96875
ATF2	0.121166666666667
ITFG3	-0.115
SLC39A13	0.977
ARL6IP5	1.655375
C10orf137	-0.303625
QTRT1	-0.559333333333333
CCNT1	-0.00600000000000001
DYNLL1	0.5971
WDR53	-0.342
LIPG	-1.2425
ASAH3	0.3165
HELB	-0.0165
PHACTR2	0.622625
VENTX	-0.26825
LAD1	0.249666666666667
PAOX	1.44
MAPK8	0.0035
CCDC38	0.08775
DNAJC8	-0.1254
RBBP8	0.54725
WNT11	-0.34
KCNJ12	-1.1175
HDAC8	0.116
STARD4	-2.12125
ACVR1	1.04766666666667
C14orf65	-0.442166666666667
KLB	-1.2705
C1orf65	0.44225
ZFYVE28	0.72925
NSUN6	0.76625
KIF27	0.3575
SYTL2	0.672333333333333
UBXD2	0.7222
OR6T1	0.225
CCDC91	0.153642857142857
GRID2	0.306
CALN1	-0.75775
ZNF423	1.508
PSMB4	-0.109333333333333
XPNPEP3	-0.373666666666667
ARPP-21	-2.989
SART1	-0.64875
RACGAP1P	-2.5315
SPTA1	-5.04775
C6orf113	-0.384
C7orf16	-2.8175
CHST7	-0.393
C21orf29	-0.3815
SEMA6D	0.711
PCMTD1	3.1750625
KIAA1754	-0.125666666666667
MYCN	-1.58725
KCNJ3	4.80075
MAPK13	2.2099
ERO1LB	1.244
NTF3	2.53683333333333
NKX6-2	-0.7295
GTF2B	0.1765
GSPT1	-0.587
GUSB	0.149333333333333
LOC221091	-0.853
LIG1	-1.40075
EXTL3	-0.312666666666667
NID2	-0.32075
TTC29	0.174
TMEM97	-1.369125
EXTL2	-0.707
SUZ12	-0.505125
IL1F8	-0.551
KRT18	-0.119636363636364
MRPS16	-0.178083333333333
PI4K2B	-0.163
LACRT	3.8505
OR51F2	0.3325
JMJD2C	-0.529875
KGFLP1	1.40575
CDK5RAP3	-0.6564
YTHDF2	0.637
GGCX	0.36
ARPC4	0.5295
EGLN2	0.829
KBTBD4	0.908285714285714
ROBO3	-1.2643
DEFB118	0.448
KIAA1543	0.9235
RTCD1	-0.303
MZF1	0.069
C18orf26	0.227
CNIH4	-1.38183333333333
ZFP2	2.94716666666667
HTATSF1	0.284
WFDC2	3.7915
NDUFA7	0.0605
TTC22	0.646333333333333
FAM40B	-3.46825
DCPS	-0.6825
SH2D1B	-1.03033333333333
MRGPRE	0.3365
SBK1	0.26325
UNQ6411	0.4385
OSBPL9	-1.221
NUP107	-1.421
MYOZ3	-0.2535
PDE4B	2.00841666666667
FAM113A	-0.995
IDH3G	-0.0545
FBXL7	0.710875
ARFGAP3	0.16375
MAPRE2	-0.752461538461539
IL1RN	1.0956
KIF13A	0.399
RAC3	-0.637
TCTE1	-0.629
TMEM14B	-0.526
ADIPOR1	1.0595
GRINA	0.767
CLIP4	-0.84475
LRIT2	0.3625
TFPI	-3.36978571428571
FABP6	-2.764
SLITRK2	-0.3867
HKR1	0.90075
SMTN	-0.32275
C1orf75	-0.28425
CD209	0.12525
CYB5R2	1.70825
DNTTIP2	-0.278166666666667
CSGlcA-T	1.13325
GABRB3	-2.8105
PCBD1	0.684
TAF3	0.126166666666667
HOXD3	-0.759333333333333
GIPC3	-0.117
P11	0.7484
BFSP1	-0.14575
LCP2	0.6875
TAS2R8	0.326
SEZ6L	0.638875
NR2C1	-0.797625
EXDL2	1.4063
TNFRSF13B	-2.34533333333333
MKI67	-3.04875
GLS	-1.27258333333333
C7orf54	-1.1022
LGALS13	0.214166666666667
IL4R	0.40125
SEC11A	-0.278833333333333
SPP2	0.196666666666667
C18orf32	1.48375
CLSPN	-2.0265
SPAG1	1.4025
C9orf82	0.68425
TM4SF1	0.297916666666667
EMILIN2	0.31275
SMG7	0.324333333333333
TAS2R13	0.779
ZNF628	0.076
DZIP1L	-0.388833333333333
ANKRD13A	-0.3005
VASP	0.365
ZCCHC11	-2.094875
SYPL1	0.0935
MGC34774	1.071
C4orf28	-0.02575
KIAA1211	-0.0135
RPS27L	-0.11075
TATDN3	-0.2825
PDCD1	-0.6485
OR5P2	0.547
IFIT1L	0.155
MIPOL1	1.98075
OR51D1	0.367
C1orf92	-0.7185
LAMP2	0.972444444444444
CAT	1.07966666666667
C16orf80	-0.94725
C15orf32	0.7895
ZNF746	0.1475
C1orf76	-1.034
ATXN1	0.48425
LAMC2	2.304375
SLC2A7	-0.2165
CPOX	-1.621
APH1B	2.13183333333333
LOC442245	-0.08375
CTNND1	1.22377777777778
GABRG2	-0.434
MADCAM1	-0.0608333333333333
F5	-2.567125
SEMA4F	-0.2025
NUDCD3	0.150125
PDZD11	0.864
TRIML1	-0.2255
GCNT3	-2.86816666666667
TMEM120A	1.0415
CNDP1	-0.1465
N4BP1	0.02725
SLC35F2	-0.868625
LCP1	-0.71425
IGBP1	0.7466
DCAKD	0.550375
ELA2A	-0.673
C12orf56	-2.16825
PITRM1	0.306857142857143
GUK1	0.348666666666667
RASSF8	0.285
OR2A14	-0.19075
ADM	-2.47366666666667
FGD3	3.57816666666667
GHRHR	-0.155333333333333
RHPN2	-0.40425
C4orf39	-0.757
VPS72	-0.1725
SERF2	1.16666666666667
CD22	1.01083333333333
CD47	-0.3752
PPIC	0.456166666666667
IMPDH1	-1.02866666666667
ACP6	0.587166666666667
PRKACA	0.280375
PPP1R1A	-0.972875
TRPV3	-0.466
ASXL1	-1.1855
C17orf55	-0.789166666666667
FXYD1	-0.571833333333333
LMOD2	0.113
ANKRD33	0.025
LCE2C	-0.4355
ZNF620	0.1565
DKFZP566E164	-1.3435
VSIG2	2.046
KIAA1128	1.53075
USO1	0.456833333333333
NUDT4	0.276285714285714
CLDN1	0.751357142857143
OR4Q3	0.189
FASTK	-0.212
ICOS	1.1965
LDB1	0.6505
GSTA5	-1.5435
ABCC1	-1.386
FAM54A	-3.0365
PCBP2	-0.067
NUP205	-2.45925
ACTA1	-0.795166666666667
GABBR2	-1.7985
PIP5K1B	-1.16733333333333
AGXT	-2.16416666666667
RNF181	0.27075
ATP8A2	-0.84725
AFTPH	1.60275
FGF21	0.07475
FCER1G	2.067
SNTB1	-0.29925
SLC24A3	0.465375
TXNL4B	-1.2337
RPL10L	-0.386333333333333
LOC389517	-1.3073
TSGA13	-0.7845
SHOX2	-0.736
ITGA7	-0.5416
KCNIP2	-0.6172
KLF13	-0.2829
ZFAND2A	-1.19975
CEACAM1	0.6475
PFKFB4	-2.26233333333333
MED19	0.56475
LRRC57	0.3275
RNF11	0.91
ANKRD32	-3.21225
P117	-0.08425
OBFC2A	-0.877333333333333
POLD3	-0.93475
RAB18	1.356125
TPH2	-0.0336666666666667
PHB	-0.4872
JDP2	1.728
MORF4L1	0.1643
POU2F1	-0.58825
CNNM2	-0.296333333333333
LOXHD1	0.163166666666667
ZC3H15	-0.678
ELK3	0.951166666666666
FAM111B	-0.767
CBLC	3.46583333333333
SBNO1	-0.00424999999999999
ANKMY2	0.30575
PLEKHA5	0.27075
DHX58	1.732
ARCN1	0.685833333333333
TREML1	0.1532
KNCN	-0.183
SEC24A	-0.92275
PSCA	-1.606
MGC24125	0.652333333333333
DNA2L	-2.13625
CIB4	-0.031875
HIGD2A	-0.214666666666667
TBX6	-0.361833333333333
TTLL5	-0.575666666666667
SGK3	-0.0431666666666667
GCN1L1	-0.67875
AMOT	0.8646
LDOC1	-0.103
NRK	0.28
ASB9	-2.77225
NAT1	6.2628
TRAFD1	0.50625
PEAR1	0.636333333333333
FAM36A	1.4285
OR1S2	0.161
LOC388323	-2.44
PGS1	-0.926666666666667
LEPREL1	-2.25625
TFF1	0.69625
HAP1	-0.17825
EPHB2	-0.28925
ACTG1	0.778666666666667
ZFP42	-1.2132
HAVCR2	0.8164
NME1	-1.009
SNX26	-0.3995
LACTB	0.53
ZKSCAN2	-0.579125
C5orf35	0.065
ANKS3	-1.2345
RBM28	-1.7435
DKFZP586P0123	-0.68025
HNRNPA1	-0.337166666666667
BCAS3	-1.26658333333333
FLJ20184	0.9675
POLA2	-1.589
TMC7	-0.383
HSD17B6	1.8585
ZNF658B	1.447
TTTY10	-0.217666666666667
RANBP9	0.083
CPNE7	-2.83066666666667
EVL	2.04005882352941
LNX1	1.39108333333333
IFNA21	0.185333333333333
CFD	-0.26925
PYCARD	1.80483333333333
MYBPC2	-2.0425
ENPP3	-2.3405
ACSL4	-1.62475
LOC440258	-1.47366666666667
TMEM176B	3.0385
SOX2	-4.9205
SCO1	-0.1065
COMT	-0.24025
AOC2	-0.4635
PDLIM5	1.90564285714286
SPHK2	0.482833333333333
NXPH2	0.457
GPR108	0.606
RAD51L1	0.0893333333333333
TMEM54	0.61075
LETMD1	-0.643555555555555
SLC6A17	0.622
KRT75	0.1525
STT3B	-0.3585
CD3EAP	-0.624833333333333
TMEM63A	0.49375
DUSP13	-2.96575
CD1C	-1.50866666666667
LASS2	1.088
AVP	0.296
PITPNM1	-1.24
FLJ22795	-1.314
MCTP1	-2.5735
TRIM68	-0.353333333333333
UCK2	-1.22283333333333
ABHD1	0.937
FAM50A	-0.37725
RNASEH1	-1.34683333333333
PCP2	1.46633333333333
OR52H1	0.7895
C20orf149	1.0005
RBP5	2.6025
HYAL3	-0.28375
CLPB	-1.19125
SMNDC1	-0.75175
DONSON	-2.46733333333333
FLJ27523	0.23625
BARHL2	0.3505
SLC30A9	0.576333333333333
TMPRSS11B	0.095
E2F8	-2.35333333333333
CCDC25	0.372416666666667
C14orf48	-0.102166666666667
C20orf116	0.59525
TSPAN11	0.536
YIF1B	-0.892833333333333
FAM12B	0.902
OR1L6	0.045
HPN	1.3645
NBN	0.9185
C14orf94	-0.381166666666667
OCLM	0.091
ZSCAN18	1.4905
L3MBTL	-2.8611
TSTA3	1.208
RAC1	0.1345
C19orf15	0.147166666666667
NFE2	-5.1115
KLK14	0.0685
ARSF	0.2535
MAST2	-0.436
AMICA1	1.6695
GTF2A1	-0.195625
ATP1A3	0.70725
TC2N	4.2461
PNKP	0.01775
ODZ2	-1.409875
MATR3	0.470375
S100P	-1.298125
KRT82	0.1675
CA13	-0.2695
PROZ	-0.455666666666667
AASDH	0.103875
C19orf40	-0.238166666666667
DCK	-0.450230769230769
FAM5C	0.79125
SLC6A4	4.03
MID1IP1	-0.186125
TESSP5	-0.1095
TMOD4	-0.445833333333333
DOCK2	-1.07766666666667
TUG1	0.190625
NUP214	-0.92475
DPYSL2	-0.558045454545455
GOLM1	2.3
MPFL	0.26
SOX13	0.5435
SDCCAG8	1.5492
KEL	-2.29116666666667
NUP210L	-2.442
GK	0.068
DNAJB1	0.91775
ALPK3	0.003
CHID1	0.3444
CYLC2	0.146666666666667
IKZF5	0.92
C8orf51	0.888333333333333
PPM1J	1.2375
GIMAP8	3.26883333333333
GPR101	0.931
NR2F1	-1.409
ACAD8	0.5685
RBM35A	1.0505
GNAI2	0.633333333333333
METTL8	0.0643333333333333
SLC39A7	0.548
FBXO8	0.9465
CAMK1	-0.02925
RFC3	-1.339
FAM129A	2.38235714285714
ILF2	-0.10825
FGFBP3	-1.51775
NOM1	-1.495
PSMA3	-0.45725
ASCC3	-0.203
ZYG11A	-1.831
SOX21	-1.288625
LYRM1	-0.12525
DEFB1	1.3375
LOC91431	-3.54066666666667
OR7C2	1.496
FAM46B	0.83425
TMEM18	-0.309125
ARHGAP30	0.922
TMEM86A	3.5385
EPHA2	-0.820333333333333
C10orf46	1.06915
TCHH	-0.398166666666667
C3orf30	-0.0243333333333333
LOC285636	-0.278333333333333
PAIP2	0.00225
CYP2U1	-0.094375
C12orf34	1.1065
SARS2	-0.664833333333333
ZCWPW1	0.1375
SAMD12	1.234625
KIAA1430	0.100625
ACAT1	0.008
MEOX1	0.865833333333333
ADAMDEC1	3.0095
PHKA2	-0.98775
CARD11	-1.1845
CALML4	-1.696
TSSC1	-0.29
TMEM45A	-1.36777777777778
MPP7	2.023375
POU1F1	0.30525
SLC2A13	1.3265
FBN2	-0.469142857142857
ZC3H7A	-0.2871
LAIR2	-0.186
ST3GAL1	0.23
LCT	-3.08075
GEMIN8	0.575833333333333
KLF16	0.4134
HIF3A	-0.6229
FAM44A	-0.208142857142857
AQP10	-0.9827
PLA2G2A	-0.6305
FOLH1	2.27016666666667
C20orf186	0.204
MAPKAP1	0.820125
SPRR2D	-1.7545
UBQLN4	0.341833333333333
RSHL1	0.1815
PIAS3	0.5025
MRPL24	0.64025
GREB1	-1.041625
FAM27E3	-3.2235
NUP62CL	-0.459
NEUROG3	0.6905
REEP3	1.504
MARK1	0.7985
LMBRD1	1.09
PRPF19	-0.6645
PNMT	-1.20516666666667
CTGLF1	-1.9095
SLC25A16	0.869
EIF2B3	-1
RPA2	-0.33075
PAK6	1.63416666666667
CCDC26	-3.7925
SEMA3E	3.672875
MXD4	0.9366
TNFSF10	4.317
SMARCB1	0.162666666666667
DTX3L	1.44883333333333
PLA2G4E	0.166
PPAP2A	1.343
ULK1	-0.386333333333333
TAS1R3	0.0465
SLC2A3	-2.48263636363636
ARID3A	-2.5725
GNG5	0.746
ACOX1	0.3618
KIF5B	0.4905
NUP153	-0.596
MUC7	0.1945
CSDE1	-0.391357142857143
CLPTM1	0.55375
C3orf23	0.173125
LRRC17	0.595
TTYH3	-0.596125
ATP5B	-0.8295
ELF3	1.8419
CPSF3L	-0.0771666666666667
ZNF665	0.508333333333333
TLR6	0.7095
GPI	-0.524375
RAD9A	-0.592625
NDST4	-3.5715
AGPAT3	0.5515
MAGI3	1.589
ADORA2A	-0.19875
CACNG7	-0.3485
CAMK2D	0.195571428571429
CCHCR1	-1.20575
RPS27A	-0.78175
OR10G7	0.179166666666667
GCM2	0.2
FAM135B	1.568
E2F1	-2.11775
PLCB3	0.65025
OR2AE1	0.4875
COIL	0.088
CDC25C	-2.24933333333333
RAB11FIP2	0.0798333333333333
TSC2	0.02075
CTGLF5	-2.257
CCDC108	0.8206
OR13C4	0.432
C10orf81	4.67075
PTPRB	2.14525
ACP2	1.61875
LAG3	-0.75525
MRPL54	0.26675
LOC201175	0.308
ITGB1BP3	-1.59725
SPTAN1	0.7585
SIPA1L2	0.782
RCAN2	0.528
CDX2	2.916
ECOP	0.7755
ACTR1A	0.328071428571429
PPARG	-0.786333333333333
BBS10	0.943833333333333
TMEM44	-1.470375
BPIL2	0.19925
CITED1	-1.03475
IRF6	4.59
PRDM4	0.396666666666667
RRP9	-1.18866666666667
OR10H4	-0.00925
IL31RA	-0.48925
GNB1L	-1.69333333333333
MYBL2	-3.03625
ZNF407	1.20766666666667
PPIG	-0.162333333333333
TTC18	2.49
RPSA	-0.2795
MAPT	2.219875
MRE11A	-0.186071428571429
C8orf37	0.220833333333333
RASGEF1C	-0.662
STBD1	-0.14775
CTAG2	-0.6545
MGAT5B	-2.10983333333333
ECM1	2.9
RLN1	2.3015
PARP14	0.9765625
EPB41L1	0.5715
HOXA3	-0.93475
MAGEA9	-3.98175
RPS8	-0.3225
RPS19BP1	0.0825
FOXJ2	0.221125
C10orf76	0.618
IL17RE	0.0725
C10orf65	-1.41425
ZNF343	0.287333333333333
FBXO33	-0.547
UHMK1	1.7682
LY6G6C	0.3385
FGF19	-2.41875
C14orf128	-0.946666666666667
IFIT2	2.08425
TIGD1	-0.86825
S100G	-0.229
GUCY1B3	2.7165
NR3C1	0.1212
CORO1B	0.547833333333333
PARP11	0.861
DNALI1	4.70883333333333
OR4N4	0.06875
MAP2K6	0.0968333333333333
FSTL4	-0.1075
ANKRD47	1.417
TMEM171	-1.6465
PNLIP	0.57575
YY1	-0.062
CCDC138	-1.62383333333333
AASDHPPT	-0.2183
CKS1B	-1.4215
MCM3	-1.47916666666667
ANAPC7	-0.0696666666666667
FAM110A	1.62975
CDC37L1	1.45466666666667
THTPA	1.22
NBPF20	-0.958
WDR24	-0.21925
NPTX2	-1.026
CBLB	0.651833333333333
CETN1	0.0501666666666666
RPUSD1	-0.45425
FAF1	-0.79525
CDK6	-3.3134
HMX2	0.136
CSK	-0.7105
TEAD2	-0.2595
SNAP25	-0.89425
TUFT1	1.1317
TMTC3	1.0815
LCK	-2.78225
SGOL1	-2.119
AKTIP	0.5875
FURIN	0.715625
SOX12	-0.741333333333333
DEFB103A	-0.79425
RAMP1	1.2435
KIR3DX1	1.2335
GAS2L3	-0.9745
PDE8A	-1.2154
EDN3	0.91325
GMIP	1.09825
SF3A2	0.5485
FN3KRP	-0.23425
SMAD7	0.756
RHBDD2	1.246
OR11H6	0.106
PPP1R3B	1.8699
C9orf23	0.13475
CADPS	-0.2195
GOLGA8A	-5.456375
TMEM57	0.9225
RGL3	0.123
S100A14	2.58525
FGFR2	1.68025
XRCC3	-1.16975
RTN4RL2	0.1925
MGC3771	1.982
GH2	0.00333333333333334
BTBD2	0.1945
LMO2	0.65725
RDBP	-0.595375
ACRBP	-1.7145
AMY2A	-0.017
DUOXA1	0.4525
PTK7	0.207666666666667
TWF2	0.000166666666666676
FAM80A	0.311
TNNI2	-2.69333333333333
GLT25D1	-0.705666666666667
OCC-1	-2.97725
CYC1	-0.8785
RPL22	-0.102636363636364
MORN3	1.744
DISP1	1.24675
PRB2	-0.43
CHUK	0.339
HR	-0.853875
CCDC134	-0.1795
DENND4B	-1.516
C14orf130	0.0875
RAB33A	-1.8845
DCST2	-0.0885
TNMD	-1.76
PEX7	1.495
FAM62A	-0.14375
SRD5A2L	0.978
IL22	-0.43175
RPS26	-1.30516666666667
HOXC5	0.929
SPATA6	1.84325
FLJ38482	0.299875
ZNF234	0.572
C18orf22	0.77275
SPATA22	0.80675
THOC1	-0.0625
CYP7B1	2.89075
KCNC3	0.19175
C8orf42	-0.9625
ALDH1B1	0.200666666666667
CCDC100	0.018
ARMC4	-3.06
FAM18B2	0.44925
SLC44A1	1.514875
FBXO17	-2.2895
C6orf107	-0.5425
C19orf29	-0.278
ZC3HAV1L	-0.2755
PARP6	-0.5058
SULT2A1	-4.685
C1orf159	-1.00575
TMC1	0.063
CHST14	0.737375
GAMT	0.804
SMCP	-0.191333333333333
TSPAN33	0.284416666666667
MIDN	0.58975
NOX4	2.79625
RNASEN	-0.6868
TBX1	1.62883333333333
SALL2	0.579
C10orf35	1.44075
CYP2E1	-0.637
LRFN2	1.01833333333333
ACO1	-0.710666666666667
IQCG	1.473
MEGF9	1.85025
TM7SF4	2.08975
PLEKHA1	0.739866666666667
STK33	-2.41175
C1orf210	3.14575
SNUPN	0.2857
KIAA0406	-0.8814
C20orf29	0.7055
TMEM55B	-0.368
OSTM1	-0.9848125
CLCN7	-0.2145
OTP	0.41425
FLJ23049	-1.1045
HEATR4	1.09
MAP3K10	0.62
PCDHGA9	0.6285
AMDHD2	0.2855
LCTL	-2.3195
PDCD2L	-0.833
CABLES2	-0.47025
SLC5A9	-0.29975
CLCA2	-2.3105
MGC16025	-1.116
STRAP	-0.731
C20orf196	0.109
RRBP1	0.0851666666666667
NAT13	-0.38525
MAT2B	0.47625
CSNK1D	-0.749166666666667
KIR3DL1	0.15925
PRKAG3	0.028
ZNF599	1.0505
PRM3	0.2685
PER2	1.18083333333333
ASPHD1	-2.391
PRMT6	-0.3005
KCNE1L	-1.26178571428571
FAM118A	-1.38583333333333
TAF4	-0.8305
NDUFB6	-0.3975
TRIM9	-1.16725
PMFBP1	-0.2405
KY	0.2955
DKFZp762E1312	-3.12827272727273
CSMD1	-1.248
TBP	-0.989333333333334
OR1Q1	0.194333333333333
RETNLB	0.27675
HPGD	-0.331857142857143
DNAJC12	2.7335
FKBP1B	-1.44825
ANKRD24	0.366833333333333
CXXC5	0.998
IL3	0.203375
DRAM	-0.1959
PTCH1	-1.800125
TP53BP1	0.50775
SLC17A7	-0.411375
COL25A1	-0.9631
AMACR	0.315166666666667
RHCG	-0.455
VPS13A	-0.778916666666667
FAM55D	0.301
PRPF38B	-0.8845
OSBPL6	-1.7055
PFDN5	0.5539
CMTM6	1.414875
KCNK12	-2.26575
RP2	0.5235
C16orf52	-1.58025
PICK1	0.8425
IFNE1	-1.42816666666667
SEMA4B	1.18675
TYRO3	-1.971
OR12D2	0.5015
CSNK1A1	0.4299
FANCF	1.40975
LONP2	0.39175
TBL1Y	-1.6205
LDOC1L	0.649875
CCNC	0.63775
C3orf60	-0.28475
CHKA	-1.20925
UBAP1	0.45825
MAP3K1	1.781
ANKRD9	-0.65425
FAM92A1	-1.1075
GAB2	-0.090625
AZU1	-0.18175
DIS3	-0.531166666666667
C21orf109	-1.0615
IQCB1	-1.278
SPATS2	-0.465166666666667
EFCAB3	-0.61575
PRB3	-0.407875
FUZ	0.140166666666667
ZNF813	0.530625
BMPER	-1.23333333333333
HEG1	0.3155
ALS2CR11	-2.15025
SURF2	-0.34875
PSMC1	0.137833333333333
OR2D2	0.336
SLC7A8	2.542
C4orf40	0.5425
SPATA7	0.16025
MAZ	-0.739083333333333
PIN4	1.51225
PDE1A	-0.07975
TAF6L	-0.234333333333333
OR2T34	0.1395
KIAA0284	0.489
ACADS	0.334272727272727
MKRN2	-0.12
C18orf56	-2.29425
MS4A6E	0.718333333333333
GALNT4	1.7019
C22orf31	-0.2375
FLJ36070	0.3805
PSME4	0.40775
TFG	0.3255
EPHX2	2.20475
ANXA5	0.086875
KRTAP1-1	-0.0874
BATF	2.08375
KARS	-1.37475
MSTP9	-0.6045
GPR26	0.09575
CCDC72	0.0805
TEF	0.36
FOXK1	-1.3102
PRLHR	-0.268
EMX1	2.081
C11orf30	-0.312375
ICK	0.867375
THSD7B	0.4255
C21orf100	-0.484
DUOX1	0.56
EFCAB4B	0.09125
UBE2G2	-1.48783333333333
C3orf54	0.5075
PARP1	-0.193
FAM60A	-2.14566666666667
C6orf146	-0.217
OR9K2	0.2805
DDX55	-1.35933333333333
RPS15	-0.133083333333333
ZNF618	0.55775
DKFZp686D0972	0.46925
SSPO	-0.6525
SHFM3P1	1.19866666666667
CPA6	3.3875
JAG2	1.0385
DEFA3	0.12225
PPBPL2	0.306
CD34	4.72225
SLCO4A1	-3.693625
AFG3L1	-2.69783333333333
SHD	-1.20275
RP13-122B23.3	-0.9635
PRKCSH	-0.4105
DPH5	-0.0465
HLA-F	2.02825
TBC1D4	-0.01125
RIG	0.451166666666667
GLUD1	0.402833333333333
HNRPCL1	0.94275
HBXIP	-0.66475
RNF207	-0.2135
APIP	-0.18225
PLA2G3	0.8815
CCDC84	-2.00975
MYLIP	0.166461538461538
PHIP	0.07625
AARS2	-0.510333333333333
DHX32	0.8575
SCAPER	-0.640833333333333
MEN1	0.056625
NIP7	-1.8515
FLJ25404	0.674
FASTKD3	-0.721
TMEM158	-2.09491666666667
RARA	1.50625
BDH1	0.6115
ANKRD16	0.99075
CARM1	0.6425
SS18	0.751166666666667
IKZF2	0.719416666666667
MYD88	0.98925
PML	0.8174
TAF1A	-1.129
CBFB	-1.06625
