Hybridization REF	TCGA-B6-A0IP-01A-11R-A034-07
KIAA1609	-0.66325
EED	-0.942
RNF32	-0.571833333333333
HES1	1.4392
CLC	-0.0696666666666667
ISL1	-0.592833333333333
KIAA0528	0.247625
MANEA	0.14775
C1orf61	-2.4355
hCG_2001000	0.52375
RAPGEF6	-0.2739
KIAA0020	-0.849
NEIL1	1.63275
C16orf45	0.1425
RBM10	0.0621666666666667
C10orf125	-1.784875
MRS2L	-0.50425
DNAH17	-1.0665
C19orf10	-0.36375
C1orf160	0.42675
SLFN12	-0.6395
EXOC3	-0.1875
HIST3H3	0.624
NCOR2	0.641666666666667
TNFRSF9	-0.022
MFSD8	-0.20925
ALX1	-4.195
NOL1	-1.06275
PODN	2.35625
TIAL1	-1.084
HIST1H1E	-1.882
NPY6R	0.575
TM4SF4	-0.69
CORO2A	-0.362
ETNK2	-0.0803333333333333
APOE	0.416
ANGPT4	-0.0415
HDGF2	-0.276
G30	0.465
ST8SIA4	-0.849571428571429
F2RL1	-0.32675
FAM19A4	-3.369
CCAR1	-0.73125
B3GNT7	0.2305
OPHN1	-0.2373
DSCR6	2.704
C21orf13	0.473
GAS2L1	0.2045
RFX3	0.920166666666667
COPS4	-0.237875
BCHE	-4.6945
BCL2	3.335125
HBZ	-3.02666666666667
ARL13B	0.40475
MAPBPIP	0.842
MYO15B	0.393625
SPZ1	-0.10525
KIAA1324	3.79722222222222
PLCL2	-1.189875
C4orf29	-0.71825
WDFY2	-0.35475
ZNF284	-0.169
NAALADL1	-0.1025
DUSP5	1.37683333333333
PXDN	0.243875
SLMO1	-0.80175
TNXB	0.6213
BIRC7	-1.50725
A4GALT	0.6345
TIMM22	0.29475
FAM110C	1.25575
TOMM34	-1.33625
ABHD9	0.257
ADAM32	1.1615
CRHBP	-0.30225
AQP2	0.61525
LOC130355	0.73375
ZNF187	0.3385
ZNF816A	0.6405
F7	0.28125
CNOT1	-0.8919
SLC13A4	-0.75675
ZBTB11	-0.03575
B3GALT5	-0.346
EXOC2	1.4815
IRS1	0.3206
TMEM1	-0.0255
MRPL34	-0.273666666666667
SAMM50	-0.2855
CDC42EP3	0.3265
HSF2	-0.7865
MFN2	0.191
TSPAN7	-1.70633333333333
NUCB1	0.376
RHOH	-0.641
ARL16	-0.1725
TACR1	0.0145
SFRS5	-0.398833333333333
SNX25	-0.063625
RHBDF1	0.712166666666667
PCDH18	0.917166666666667
HMG1L1	-0.0965
MYO5C	1.296375
MAPK10	-0.1245
LDHAL6A	-0.0998333333333334
NUDT12	0.6105
NCAM1	-0.2955
GLIS2	0.254
GGTL4	1.43575
DAPP1	0.04675
ATF7	0.715125
KIAA0748	-0.68475
NFIL3	-0.763
TM6SF1	0.3735
SEZ6	-0.035125
NANOS3	0.449166666666667
DNAJA3	-0.4115
CLDN6	-2.535
CIITA	2.7652
EPHA4	-1.19966666666667
FANCC	-0.33475
CMTM3	0.034625
PSG3	-1.13028571428571
MRPL15	-0.9175
C21orf59	-0.2395
PLCXD2	-0.196
C2orf34	0.0682500000000001
UBE2L6	1.140875
MED14	-0.414
HP1BP3	0.0433
C6orf208	-0.3475
TPBG	1.12275
OSR2	-0.896
XPC	0.223
KLHL7	-0.861083333333333
CCR3	0.627333333333333
AGTPBP1	-1.72066666666667
PCSK6	1.0404
STAT5A	-0.3939
FAM18B	0.614
LONRF2	0.922833333333334
PTPN2	-0.486875
SF3A3	-1.02616666666667
EFCBP2	-1.12975
HCFC1	-0.625833333333333
AHNAK	-0.27225
ACTR5	-0.049
KIF14	-2.49485714285714
TENC1	1.566
HEATR5B	1.2195
YIPF2	0.708833333333333
MYEOV2	1.34133333333333
DUSP18	1.2895
KIAA1012	0.36375
AHR	-0.167666666666667
C17orf53	-1.29333333333333
PTPRH	-3.7745
ATP6V1C1	-0.1088
TAS2R3	0.5965
LOC440356	-0.181
COQ10B	-0.29725
PSMF1	0.419666666666667
SORBS2	2.24825
NFE2L2	-0.736
TMCO7	-1.0215
SH3PXD2A	-0.4426
SH2D2A	-1.10675
SPINK5	-3.83575
MRPS24	-0.88
OPA3	0.5855
TRAF7	0.483
C4orf35	0.051
MT1G	-0.600125
MGC39545	0.268
HS1BP3	-0.036
OR2B2	0.403
CHRM4	0.1865
SFRP2	2.95183333333333
RIC3	0.04725
ART1	0.2815
C6orf1	0.926625
DUS4L	-1.209
C10orf104	0.67525
TNFAIP6	1.9655
RTEL1	-0.3855
CCT4	-0.6967
ZNF709	-0.12825
CHMP6	0.2715
UPP2	0.761
CYP19A1	-2.04457142857143
CD151	-0.197333333333333
NDUFA13	-0.463833333333333
ARFRP1	-1.17066666666667
FAM26B	1.348
CRYBA1	-2.6755
MRPL41	-0.00816666666666666
NPFFR2	-1.433625
HRH2	0.0975
SCAMP3	0.0888333333333333
MTMR6	0.3673
MTG1	-1.1025
UBTD1	1.2295
CRABP1	-2.668
FLJ33790	0.9132
KIAA1908	-0.5775
GPR158	-1.32
PACSIN3	0.115833333333333
OMD	3.22533333333333
CATSPER1	-0.692833333333333
HOXB8	-0.271375
FBXO46	0.9475
OAS1	0.982666666666667
SVIL	0.4955
PHB2	-0.5075
ADCY3	-0.3815
NDRG2	1.75433333333333
ERMAP	0.5782
APBA2	-1.4895
IGSF9	2.73025
WNT6	0.00364285714285714
MYCBPAP	0.724
ATP2B2	-0.00590000000000003
CPVL	-1.5669
TRAM2	-0.65575
NOP5/NOP58	-0.43725
ZNRF4	-0.4435
TLK1	0.47225
MTMR12	0.106357142857143
ZNF384	-0.4605
FAM9B	-4.2265
RPN1	0.3715
PMVK	0.894
EIF3D	0.604
SIX2	1.83325
HPS1	0.807285714285714
RNF7	0.44725
PSKH2	0.6675
KCTD13	-0.425666666666667
CSMD3	-0.3211
FBF1	-0.0745
IL8	-4.209375
SERPINB13	0.358166666666667
FBXL20	0.04075
BLR1	0.31725
SH2B1	-0.264833333333333
RFNG	-0.274625
RAB20	1.387
RBM7	-0.816
POLR1A	-0.730166666666667
TMPRSS4	-3.045
TAF9	-0.865625
TERF2	-0.484
TNFRSF1A	0.86475
ACADVL	-0.0558333333333333
GTF2H5	0.3675
EDG8	-0.4435
C9orf140	-1.565375
UST6	-0.21825
ZBTB8OS	-0.39325
ZNF710	1.11
GPR174	-1.021
ATP6V0A2	-0.43075
KIAA0319L	0.203416666666667
XKRX	0.187
DOPEY2	1.2059
SDHD	-0.500583333333333
SUMF1	2.28425
OSM	1.4085
OPN3	-0.31375
DAGLB	-0.327166666666667
PPFIBP1	0.0807
TRIM63	-3.39925
C10orf53	0.3395
LYPD3	0.131166666666667
BCL7A	-0.333875
AGER	-1.1425
TCF19	-0.9085
SAT2	-0.05425
PFTK1	0.7655
GABRE	-2.988625
C15orf38	1.4413
FIS1	0.0035
KCNV2	0.2705
CLPS	0.72875
PPCDC	-0.328375
FOXN2	-0.664333333333333
NT5E	-3.8119
CD83	0.96325
IL18	0.380125
VPS16	0.331
IGFBP2	-0.0506666666666667
NOTCH2	0.5175
SIGLEC1	1.63485714285714
CD93	5.3335
SULF2	-0.27925
CEP164	-0.046875
P53AIP1	-0.00966666666666664
TOR2A	-0.0733333333333333
ZNF136	0.36975
MGP	3.6914
CCDC144A	1.6805
TRPC1	-1.13433333333333
SMS	-0.661
MAPK7	-0.125333333333333
RRAGC	0.71675
PARD6A	0.106333333333333
NUB1	0.377833333333333
SYNGR4	0.929
OR11H12	-0.051
WIF1	1.15657142857143
GCH1	-0.30475
OR11H4	-0.626
SLC44A5	1.7205
GPRIN2	1.6935
LOC401431	0.72175
CPA4	-2.3335
MELK	-2.08544444444444
IL15RA	-0.0265
CUL3	0.486
HMBOX1	0.84825
PODXL	-1.5915
CCT6B	0.6215
COMTD1	-1.15575
MUC20	0.2095
GPX2	-2.004625
ITK	-1.19875
FBXL5	2.1685
C13orf27	-1.29975
DEFA5	0.2595
TRHDE	-1.3225
MTP18	-0.198666666666667
UQCRQ	0.2741
ITGB2	0.822333333333333
CSRP2BP	0.48325
TAS2R44	0.547
PHPT1	-0.069
FAM44C	0.06175
ERH	0.49975
MPHOSPH1	-1.67233333333333
MORC1	-0.717
PARVB	-1.5205
LAMA1	-2.52216666666667
PGBD3	0.4675
GIMAP6	3.926
AREG	-3.07883333333333
LIPT1	0.25575
MGC99813	-1.816
C1orf201	0.351
GRIN2A	-0.7488
MAN2C1	-1.041375
NSUN5	-1.00425
SF3B5	0.40725
MYC	-2.4943125
NRXN1	0.131583333333333
ZNF18	0.72025
SPDYA	-0.469875
SLC37A1	1.35
DECR2	-0.229
ANKRD38	0.91175
SPTLC3	-0.255
SUPT16H	-0.434625
DTWD2	0.78525
ULBP1	0.539
ZADH1	0.411666666666667
OIP5	-2.07675
IL10RB	-0.535166666666667
OTUB2	0.31875
VWA3A	-0.0815
SPIC	0.621666666666667
OR6C4	0.4585
PSCD4	0.620333333333333
DPY19L2P2	0.9385
TRAPPC6A	0.464666666666667
C21orf2	-0.0706666666666666
CEMP1	0.07275
LIN7B	-0.655
E2F7	-1.89283333333333
VCP	-0.19175
LAMA3	1.30775
BGN	1.528
GPR160	0.996666666666667
COCH	-4.77666666666667
GPR81	2.39966666666667
APOBEC3F	-1.7605
tcag7.1017	-0.47175
C1orf32	0.288
SCGB1D2	6.111
FLJ43987	0.19
C6orf170	0.3335
KLK9	0.6405
GPD1L	1.5965
VPS37B	0.527
ATG3	-0.339
ADAMTS17	-0.8585
KLHDC2	-0.0615
NDUFV2	-0.1375
BLK	0.19375
MATN4	-0.706
GPM6A	-0.691857142857143
GBP4	3.545
TMEM162	0.0248333333333333
PKP2	0.863
HRASLS	1.79777777777778
MMP1	-2.34475
SFXN3	-0.3929
FSD1	-1.813
ST6GALNAC3	-2.036
CA12	3.0579
NCOA6	0.684
C19orf58	-0.5978
PPP4R1	0.413166666666667
MAN1A2	0.779166666666667
IKBKAP	-1.741
UPF1	0.280333333333333
KIAA1219	0.73
WNT16	0.707833333333333
SNW1	0.102625
IL18RAP	2.469
RPP30	-0.231875
CDC40	0.154
SETD3	0.161333333333333
SLAMF6	0.1275
ELK4	-0.9615
TRIM47	-0.104333333333333
ACOX3	2.510375
TRIM6	1.6965
KIAA0372	-0.399
TP53AP1	1.389625
SMURF2	-0.3965
ADAD1	0.0595
EBP	-0.839
KRTAP13-2	0.872
FLJ36874	-0.35
TOR1A	-0.253666666666667
P2RY4	1.524
GPBP1	0.46725
TRPV1	0.76625
ADAMTS12	-0.208
PES1	-0.4301
ATG4A	0.7435
MAGEA10	-4.49
WFS1	1.52175
CC2D1B	-0.269166666666667
PABPN1	-0.292
SLC25A30	-0.4065
SLCO1C1	-0.2948
SLC22A5	1.988
KIF23	-2.08233333333333
SYN2	-0.365333333333333
ASPN	8.53783333333333
CENTG2	0.63425
QSOX2	-1.2469
FLJ10815	-0.882833333333333
STK24	0.173875
SPEG	-0.0144
STK10	-0.190166666666667
DACT2	-0.265
AAAS	-0.937
SSX3	-2.11775
ABCD3	1.2796
C4orf12	-0.67025
PARVG	0.501833333333333
FIG4	1.08775
C9orf46	1.64875
TMCO6	-0.591
IGHMBP2	-0.77575
DUS2L	-1.21216666666667
FAM3C	-0.7615625
TMEM16D	-2.663125
DCTN4	1.16675
KCNH3	-0.385
EIF2AK2	-0.33525
AP1S3	0.211375
CST4	0.8915
PAM	0.2715
NUTF2	-0.793
CITED2	1.1968
SLC39A4	-0.44075
C2orf52	-0.136
GRM3	-0.226
C12orf49	0.089625
CCDC49	-0.1225
GRAMD1B	-1.534125
FNDC4	0.241
SIAH2	1.67025
GDPD4	0.092
C21orf87	0.441625
ATP5A1	-0.0148333333333333
C16orf63	-0.84875
LOC388135	0.252833333333333
ATP5J2	-0.643625
MMP3	0.1685
EMID2	-0.5095
CRHR1	0.299
WDR70	-0.35425
C13orf31	1.9105
ZFAND1	-0.72175
CCL18	3.1505
C3orf49	1.704
RINT1	-0.366
KIAA0408	-1.9542
F13A1	4.7374
SLC10A1	0.224666666666667
OGN	1.3555
GIPC2	-1.21933333333333
XPO6	-0.506333333333333
LCE1A	0.647
FMR1	0.3789
LOC374920	0.2065
DUSP3	0.248375
ANKMY1	-0.53375
C7orf50	-0.35575
BBS9	-0.2935
UNC119B	0.0695
C9orf72	-0.469
MGC35440	0.01125
ENTPD6	-0.103125
PPP1R2P9	1.072
ERCC4	-0.301
FAHD2B	-0.3605
HMHA1	0.022
HACL1	-0.16125
RAD23A	-0.671
FAM83B	-0.475
PPP5C	-1.21683333333333
RNASEH2C	-0.091625
C9orf153	-0.569
SCAMP4	0.44725
GHITM	0.1299
NDUFB7	-0.17475
ADCYAP1	-0.127166666666667
SP110	1.83066666666667
MAP3K7IP2	-0.02575
DHH	-0.003
AGRN	0.596571428571429
WDR33	0.5295
CEP290	0.146666666666667
PRPS1L1	-2.55583333333333
KLRA1	-0.4
GPR97	-0.791
CHD7	-2.37533333333333
TLR10	1.853
SLC30A8	-0.6385
HIC1	0.994833333333333
IAPP	-0.0145
RXFP4	0.40025
GP1BB	1.567
SHQ1	0.3415
NKX2-3	0.0551666666666667
API5	-0.23
FTHP1	0.5705
MOV10L1	0.481333333333333
TRIM6-TRIM34	2.34416666666667
ADHFE1	1.27525
FAM117A	0.071
DDI1	0.439666666666667
CDON	0.658
TRIM73	-1.536
IGKC	4.5305
MMP14	-0.71375
DYNC1LI1	-0.44275
C11orf66	0.51525
TRBV3-1	-0.95525
FASTKD5	-0.12725
BIVM	0.024
LHX4	-0.46775
CXCL2	-1.3545
RAB2B	-0.3445
IZUMO1	-0.85175
MAP3K15	-2.06575
FAM19A2	-0.045
ZC3H8	-0.662833333333333
ZMAT1	3.028625
SPINK5L3	-3.5665
SLC10A6	1.398
APPL2	0.317
CARD10	-0.114333333333333
LOC402176	-0.852875
EEF1D	0.9421
RAB6A	0.3398
C12orf5	-0.36625
PAPOLG	0.71425
MSRB2	0.32975
BCR	0.658388888888889
PUS3	0.06225
TIAM2	0.50475
ZNF317	0.257166666666667
CHD2	0.240428571428571
FZD5	-1.32490909090909
NUDT8	-1.9365
ZNF763	-0.3
PRC1	-1.36088888888889
ABCB9	-0.801333333333333
SPATA3	0.55825
TRAK2	0.26425
STAB1	2.597625
LRRTM2	-0.194666666666667
psiTPTE22	1.66775
DBI	0.84
SERPINA11	-1.0145
NAT5	0.077
C20orf58	-1.8875
RPS6KA4	0.0471666666666667
FLJ90650	-1.58275
TGFBRAP1	0.334
CHRDL2	0.73325
FAHD2A	-0.817833333333333
CNTN1	-0.06225
BBS4	0.1837
TMEM181	-0.00175000000000001
MINPP1	-1.35975
MPHOSPH6	-0.1715
HOXC10	0.5264
ITPKB	0.263375
CLPTM1L	-0.05725
MEOX2	-0.2995
ATP6V0C	-0.063
PRPF8	-0.0398333333333333
TMC5	4.18975
FKBP3	-0.35775
PLEKHB2	-0.432875
OR4D6	0.157
ZNF544	-0.2754
D2HGDH	0.101375
RPL18A	-0.4062
HEL308	-0.142
MPP6	-4.11525
TCERG1	-1.288
KRT16	-0.358666666666667
KLF17	-1.17125
KLF5	0.702375
CDR1	1.877875
VCX3A	-4.1995
FBLN2	1.88675
C14orf104	-0.11425
HBE1	-4.8919
OR4S2	-0.812
C1orf108	-0.549
ROBO4	3.426
CPEB4	0.8565
C11orf80	-0.911666666666667
BCKDHA	0.5065
MYOC	0.466
GIF	0.16
CKMT1A	-1.2315
RPL3	0.8848
THBS1	1.91875
APOO	-0.769
ARMCX1	2.66575
HSZFP36	1.07375
SNAPC5	-0.43625
EIF4ENIF1	1.32525
ZNF433	-0.1615
TNFRSF21	-1.41575
TMPRSS7	-0.2985
SPATA18	2.1034
HPDL	-3.092
MKL2	1.5982
TBX3	2.03238461538462
C21orf93	0.447333333333333
DAXX	0.25275
ELMO1	-0.081375
RGS13	1.26116666666667
TAF11	-1.25775
UNC13A	-2.458
LOC653314	-0.1944
ORC3L	-0.16775
IMAA	-2.404
TARBP2	-0.843
CABIN1	0.0175
TRIOBP	0.095875
HIST1H2AC	0.2765
RGS22	-1.58133333333333
NCOA1	1.50216666666667
IL25	2.5695
SNCG	0.177
GPR6	0.536
AMDHD1	-0.319333333333333
CHEK2	-0.570375
C6orf142	-0.7045
DRD4	0.52975
C14orf68	-1.077
GDF11	-2.0595
SEMG2	-0.5965
CD247	-0.77875
CDAN1	0.427
RBMX2	0.00666666666666667
TGS1	-1.15475
OIT3	-0.35
SYF2	0.331
MCM4	-2.304
PKHD1L1	-0.112625
CEP192	-0.414166666666667
IFT88	1.10825
RPL9	0.784142857142857
RAB32	-0.23425
DDX43	-3.07825
P2RX2	0.586333333333333
OR5D18	0.528
UBE1	-0.396083333333333
SLC24A1	1.19425
ARHGAP5	-0.012
CETP	-0.96825
KIAA1731	-0.5215
SLC9A4	0.0255
PTPN6	1.06575
BAHD1	-0.19125
GRIK3	-0.191
CACNB2	-0.1298
PDE10A	-0.98525
DGCR14	0.108
PCDHB9	-0.698166666666667
RHOQ	0.136166666666667
MAP3K4	0.1725
KTI12	0.0618333333333333
RPL23AP13	-0.6135
GNG11	-0.5915
CLCN3	1.48033333333333
GPAM	-0.348375
VSTM2A	0.031
SLAMF7	2.322
INTS2	-1.439
PPP2CA	0.0873
LRP12	-1.0622
SEC14L2	2.78044444444444
DKFZP586H2123	3.0555
MC3R	-0.2755
CIRH1A	-1.96433333333333
HIST1H2AB	-0.3805
POLH	-0.47825
MGC16703	-2.21433333333333
SNAPC2	0.0785
FILIP1L	0.0975
RASGRP4	0.3395
LRRC1	2.00775
GAS1	0.9835
PRAC	-0.92325
DGKA	-0.757666666666667
NT5C3	-1.07925
PEG3	-3.704
NADK	-0.74475
PRR17	0.7955
LOC374569	-0.144
SGSH	0.7935
NLRP8	0.3615
GALT	-1.2969
MCF2	-2.297
ZNF263	0.3605
TACSTD1	1.02033333333333
TYR	-6.2978
ATP6AP2	-0.2035
RNUXA	-0.54625
ABHD10	-0.2007
GDPD2	-1.5225
SLC35C1	-0.2625
UBE2A	0.37275
HERC5	-2.004
FAM112B	-4.41883333333333
FBXL16	1.43075
DKFZP434A0131	-0.5995
ELA3A	-2.4235
RBM41	-0.6655
HAO2	-0.581
RNH1	0.08775
SHANK2	2.2895
OSBP2	-1.166125
DAK	0.0265
C3orf58	-0.899666666666667
TCL1B	0.3945
KBTBD2	-0.47025
SUGT1L1	0.8685
UBE2E2	-0.611666666666667
MYL9	2.3075
CDC23	-0.8125
PBXIP1	1.2477
CXorf40B	1.0985
NBL1	1.3385
RTBDN	0.344
RAB11FIP5	0.515
TTTY13	-0.595
SCOTIN	0.0815454545454545
SOHLH1	-1.0154
CDKN1A	0.912357142857143
NCK1	-0.10075
ZNF550	-0.0775
SAPS3	0.479416666666667
SPIN3	0.816
MAGEE2	0.36025
MIS12	-0.371
OR8H2	0.082
KIAA0774	0.788833333333333
UNC5D	-2.355
CUL7	-0.326
LIPC	-3.4645
DIO1	0.97475
C20orf11	0.0827
CTRL	-0.845
HS3ST2	0.997
PAK4	0.752166666666667
CCRL1	2.878
RNF10	0.575875
ZNF567	0.57075
ZNF660	-0.741
TCEAL3	1.625
MAGOH	-0.0705
CENPB	0.0476666666666667
C19orf7	0.800875
LOC388965	0.17975
ZCCHC13	0.4935
JMJD1A	-0.7473
HIST1H4H	-0.872
TBRG1	-0.2351
GPC3	-3.534875
TAF1C	-0.97425
EBNA1BP2	-0.604833333333333
CIAPIN1	-1.06525
PDGFRA	-0.222777777777778
CSTB	-0.657
CENPI	-1.92666666666667
GTF2E2	-0.846166666666667
RPP21	-0.20825
CCNF	-1.82866666666667
KCNQ3	0.891
FAM79A	1.258
SLC22A12	0.385
NOVA1	3.55283333333333
FZD3	0.0202
AKAP8	-0.3055
SOCS5	0.4395
CFDP1	-1.39175
DLG5	1.06575
PGM5	0.0934166666666667
C1orf144	0.3045
HDAC10	-1.3695
RND2	-0.9065
C20orf199	-1.05275
RNMT	-0.301
SLURP1	0.143875
ASTN1	0.053
SH3BGR	0.553
MYCL1	0.3675
ZHX1	0.196333333333333
CENPK	-2.28425
FOSB	-0.00739999999999998
LOC643406	-0.237
C2orf59	-0.5385
TMEM135	0.2945
SLC27A2	-0.09125
KRT33A	1.8365
OVOL1	1.350125
PAMCI	-2.69666666666667
S100A7	-0.897
ZNF789	-0.866
HARS2	0.21375
RPL23A	-0.555833333333333
TCF23	0.017
UPF3B	-1.13025
C17orf78	-1.724
HLA-DOB	1.22983333333333
C14orf142	0.0588333333333333
TEKT5	1.21116666666667
DMWD	-0.186
POLD1	-1.587
GSCL	0.209
CALD1	0.313
SCRT1	0.755
AIG1	1.19675
UNC84B	-0.278
ZNF404	-2.606
TMED6	-3.08725
KIAA1462	-0.938
LRRC27	1.82133333333333
PYGO1	-1.2765
PIGU	-0.722166666666667
ALAS2	-3.63133333333333
WRNIP1	0.23875
CNNM3	0.484
ZNF2	0.683
ST3GAL5	-0.96325
MRPL23	-0.4345
TSSK6	-0.79075
PSMA6	-0.63175
C16orf70	-0.463
KIAA1602	-0.21425
ALMS1	0.830166666666667
DCN	2.0635
TMEM132D	-0.99175
SUCLG2	0.3815
ABHD14A	1.15425
DEXI	0.208
AMPD2	-1.4455
IFNAR2	-0.7255
CYB5A	2.5628
TLOC1	0.298
NXF5	-0.797333333333333
NRBF2	-0.22625
KCTD3	1.8275
ITGAE	-0.733166666666667
SLC30A3	-1.73833333333333
ZRF1	-1.169
IFRD2	-0.741375
XAB1	-0.2325
PYCR2	-0.411166666666667
SERPINB3	-4.455
TMLHE	0.5451
GEFT	-0.839125
ABCA5	-0.45525
EMR4	-0.1735
TSFM	-0.16375
HIST3H2BB	-1.587
ARHGEF19	1.10525
TSPAN17	-0.553166666666667
ABCC8	3.564
MAP1S	0.168666666666667
C22orf36	1.4125
BNC2	-0.55
HIST1H4A	-1.178
NDUFS3	-0.122
WDR3	-0.629166666666667
XKR4	-0.03375
TTC33	-0.2825
STMN2	3.621
CPN2	-0.729333333333333
HSPC105	0.9325
PCOLCE2	-3.764
C3orf55	-0.2955
KLHDC9	2.74366666666667
TBC1D23	0.362875
ATXN2L	-1.2525
MAP2K3	-0.359666666666667
SCAP	0.00725
ZNF486	0.0655
C20orf96	-0.28475
NARS	-0.0775
ADAMTSL1	-1.25064285714286
PRCC	0.803833333333333
CCDC126	0.7565
ZNF675	-0.741
CALCOCO1	0.53375
ANKRD43	4.37825
CWF19L2	0.505333333333333
ZBTB32	1.76333333333333
BRAF	-0.2915
ODF4	0.00649999999999998
MGC14376	1.021
HORMAD1	-2.3096
AAK1	0.0499166666666667
PEBP1	1.41716666666667
TNFSF5IP1	0.039
DKFZp564N2472	0.05925
RMND1	1.908875
IGKV1-5	4.27775
COL1A2	2.43358333333333
SERPINA5	-3.049625
AANAT	0.2965
C19orf21	0.3055
GEMIN5	-0.29725
UBR4	-0.00616666666666667
LTBP3	1.07383333333333
AMHR2	-2.741
PROCR	-0.89175
MYBBP1A	-0.679
C20orf39	1.85916666666667
ZNF697	-0.24675
PASK	-0.1745
ZNF776	0.936666666666667
RFXDC2	0.046625
KIAA0467	0.1465
C10orf96	-2.86725
ZNF503	-0.5715
GULP1	-1.40016666666667
KCNE4	2.35466666666667
DKFZp434K191	-0.752
LOC196913	0.3045
BHLHB4	1.3915
CH25H	1.0125
LOC81691	-0.853
ALPL	0.343714285714286
COL12A1	3.347625
FOLR3	-2.6075
GPR123	-0.212625
TRIM62	0.0857857142857143
ABLIM1	1.11333333333333
MAST3	-0.38575
RHBDD1	0.550333333333333
LOC338809	-0.1975
RYBP	0.9525
TTC26	-0.33425
ZNF22	0.625666666666667
ISCA2	-0.1715
RDM1	-1.55125
PIGM	0.692
GNB3	-1.1905
ACTR2	-0.055
HMGB1	0.44715
EDG1	2.69383333333333
SOAT2	-3.6975
OR10AD1	1.326
RAP1GDS1	0.31225
LCE1F	0.681
ESM1	-1.880625
RCN3	1.5005
CREBL1	-0.57375
DBNL	-0.6825
PTGER3	3.39775
USP30	0.0886666666666667
BCL2L12	-0.954166666666667
KIF26B	2.52175
ZNF416	1.028
ZNF225	0.667
C17orf70	0.53
ZNF554	0.88475
RAE1	-0.892166666666667
TNIK	0.0605
ACTN3	0.5505
MGC45922	1.4355
CCNA1	-0.0533333333333333
RYK	0.804333333333333
IL26	-0.0265
LRP3	1.21516666666667
QARS	0.09975
SOX7	1.20971428571429
BID	-0.6055
OR2S2	-0.192
CXCL14	4.51625
C11orf47	-0.962
MGC29891	0.373333333333333
HSPB8	-0.0621
PRDM14	-1.5945
NUFIP2	0.07075
MNAT1	-0.27875
ZDHHC2	-1.07825
MBNL2	0.442625
ADD3	-0.14225
CSNK2A1P	-0.749
KLK6	-0.226
TMEM111	0.0998
KIAA1279	0.527
NUBP2	0.0563333333333333
RAB42	-1.593
ID3	-1.0496
TM9SF1	-0.0215
MDP-1	-0.265
POU4F2	0.215666666666667
IQCK	1.63225
C16orf14	-0.9385
CAPN3	-1.44375
FAM43B	-0.098875
RECQL	-0.629
AP1G1	-0.125071428571429
CTNNBL1	-0.532666666666667
ECHDC1	-1.07616666666667
SMARCC1	0.0625
FOXQ1	-0.929625
GNAI3	0.263666666666667
POLG2	-1.5555
CD4	0.970625
ITLN1	-0.82925
EBI2	3.06675
IRF1	1.16975
PTPRE	1.5358
PTK2B	-0.1535
NXNL2	0.704
SOX4	1.48
TSPAN3	-0.3205
SH2D1A	-2.90933333333333
C8orf58	-0.451333333333333
USP20	-0.7925
DUSP22	-0.825083333333334
CALB1	-2.73583333333333
L3MBTL2	1.40025
MCRS1	-0.10325
TMEM118	-1.04766666666667
C18orf8	0.183333333333333
FLJ10241	0.0225
GJA12	0.55925
PKD1	-0.4545
ZFP3	0.4435
JAM3	-1.11975
LAPTM4A	1.4548
DIRC2	0.77
KIAA2022	1.5825
MYOM1	1.38383333333333
TRPM8	-1.65733333333333
MOP-1	1.8925
PHKG2	-0.649125
ZNF650	0.523875
KIAA1522	2.1585
PSG8	-2.27666666666667
DDX19B	-0.641
MOBKL1B	-0.5095
DIAPH2	-1.02075
PTPN12	-0.01725
CLN8	0.2848
CRYZL1	-0.491166666666667
CRY2	0.688833333333333
FCGR2B	3.12833333333333
PNPLA4	1.08625
ZNF454	-0.389
DKFZp434B1231	-0.109
CLDN11	-0.024
RFWD2	0.724166666666667
CIB2	-0.782666666666667
MXRA8	2.53075
HRK	0.282375
MAML2	-0.648
C4orf31	0.01275
C6orf192	0.80725
COG6	0.68475
FAM5B	2.557
NFATC1	1.507
SEPT10	-0.439
SCYL1	-0.2892
RPP40	-0.8055
SCOC	0.0195
KIAA1450	1.62075
CTDSPL2	0.34325
TBX5	1.81583333333333
NAPG	-0.42875
RHD	-4.967
C14orf45	2.40383333333333
ZBTB22	1.192
PLCG1	-1.744
ANKRD10	0.101375
AQP7P2	-0.32925
TAGLN2	0.429166666666667
HTR2C	-1.4485
SLC16A7	-1.3
C17orf83	0.39875
TSGA14	-0.544666666666667
MDH1	-0.38675
PPP3R2	0.250666666666667
DCBLD2	-1.51771428571429
RBM33	-0.557625
DPH3	-1.90125
SYT10	-2.09666666666667
FMO4	2.167125
THYN1	-0.4715
DRD5	-2.884
OTOR	0.350625
PGRMC2	0.6771
KATNAL1	-0.48175
PAQR6	-2.9985
UBE2I	-0.6785
C14orf28	0.56675
C8orf70	0.12725
FLYWCH1	-0.5835
ANGPTL3	-0.7555
GLRX2	0.0521666666666666
ATP11A	-1.40428571428571
ARL5B	-0.480125
MUC16	-2.08925
SLC25A5	-1.3545
ACRC	-0.41175
MYO1C	-0.254875
FAM89B	1.22716666666667
FAS	0.45975
KIFAP3	1.0215
GLRA2	0.9685
BTN3A2	0.4704
CNKSR3	-1.376125
CSTF3	-0.626
ARPM1	0.82825
KIAA1530	-0.4695
C9orf150	1.66466666666667
PRKCI	-0.554
