Hybridization REF	TCGA-AN-A0XO-01A-11R-A109-07
MPFL	0.22425
SOX13	1.35525
SDCCAG8	0.9448
KEL	-2.41766666666667
NUP210L	-1.9225
GK	-1.08775
DNAJB1	0.84275
ALPK3	0.263
CHID1	0.8308
CYLC2	0.319333333333333
IKZF5	0.388
C8orf51	0.608333333333333
PPM1J	1.397
GIMAP8	1.80616666666667
GPR101	0.1075
NR2F1	-0.2795
ACAD8	0.28275
RBM35A	1.75075
GNAI2	-0.0178333333333333
METTL8	-0.533666666666667
SLC39A7	-0.64325
FBXO8	0.915
CAMK1	-0.54075
RFC3	-0.63125
FAM129A	1.20014285714286
ILF2	-0.20725
FGFBP3	-2.647625
NOM1	-0.687333333333333
PSMA3	-0.96925
ASCC3	0.2683
ZYG11A	-0.59025
SOX21	-1.47775
LYRM1	0.23625
DEFB1	1.343
LOC91431	-3.108
OR7C2	1.7825
FAM46B	1.26125
TMEM18	-0.292125
ARHGAP30	-0.946833333333333
TMEM86A	1.9485
EPHA2	-1.13633333333333
C10orf46	0.98595
TCHH	-1.40266666666667
C3orf30	-0.00366666666666664
LOC285636	0.190833333333333
PAIP2	-0.25925
CYP2U1	0.239
C12orf34	0.4495
SARS2	-0.6235
ZCWPW1	0.36825
SAMD12	0.76825
KIAA1430	0.05625
ACAT1	-1.14025
MEOX1	-0.9675
ADAMDEC1	2.52875
PHKA2	-1.1035
CARD11	-2.19166666666667
CALML4	-0.7635
TSSC1	-0.95225
TMEM45A	0.536
MPP7	1.801375
POU1F1	0.28525
SLC2A13	-0.8485
FBN2	-0.723928571428571
ZC3H7A	-0.2377
LAIR2	-1.4525
ST3GAL1	1.0615
LCT	-2.255
GEMIN8	0.854833333333333
KLF16	0.5398
HIF3A	0.2145
FAM44A	-0.639857142857143
AQP10	-1.0423
PLA2G2A	-2.293
FOLH1	1.56116666666667
C20orf186	0.4145
MAPKAP1	-0.3465
SPRR2D	-0.918
UBQLN4	0.0205
RSHL1	0.150333333333333
PIAS3	0.8305
MRPL24	-0.14575
GREB1	-0.780125
FAM27E3	-2.384
NUP62CL	-3.212
NEUROG3	0.755
REEP3	1.102
MARK1	0.231125
LMBRD1	0.44575
PRPF19	-1.293
PNMT	-1.28166666666667
CTGLF1	-1.5375
SLC25A16	0.288
EIF2B3	-0.748
RPA2	-0.33125
PAK6	1.608
CCDC26	-3.884875
SEMA3E	2.8625
MXD4	0.3879
TNFSF10	4.7396
SMARCB1	-0.777666666666667
DTX3L	1.65883333333333
PLA2G4E	-0.048
PPAP2A	1.1655
ULK1	-0.7615
TAS1R3	-0.083
SLC2A3	-2.87545454545455
ARID3A	-2.447
GNG5	-0.5245
ACOX1	0.0925
KIF5B	0.509
NUP153	-0.64
MUC7	0.0835
CSDE1	-0.837285714285715
CLPTM1	-0.24025
C3orf23	0.363125
LRRC17	0.9415
TTYH3	-0.825
ATP5B	-0.313
ELF3	1.9642
CPSF3L	0.492333333333333
ZNF665	0.454833333333333
TLR6	0.1207
GPI	-0.79975
RAD9A	-0.405875
NDST4	-3.38
AGPAT3	0.418916666666667
MAGI3	1.829
ADORA2A	1.7035
CACNG7	-0.286
CAMK2D	-0.649071428571429
CCHCR1	-0.55775
RPS27A	-0.64975
OR10G7	0.110833333333333
GCM2	0.3535
FAM135B	0.5399
E2F1	-2.13125
PLCB3	0.23125
OR2AE1	0.707
COIL	0.0841666666666667
CDC25C	-1.00216666666667
RAB11FIP2	-0.0804166666666667
TSC2	0.32675
CTGLF5	-1.784
CCDC108	0.3737
OR13C4	0.43125
C10orf81	6.19475
PTPRB	1.11775
ACP2	-0.2625
LAG3	-0.86825
MRPL54	0.474
LOC201175	1.1535
ITGB1BP3	-1.49675
SPTAN1	0.266166666666667
SIPA1L2	0.90725
RCAN2	-0.5365
CDX2	-0.341
ECOP	0.105
ACTR1A	0.471571428571429
PPARG	-2.40533333333333
BBS10	0.202333333333333
TMEM44	-0.869375
BPIL2	0.732
CITED1	-1.1325
IRF6	4.38175
PRDM4	0.0566666666666667
RRP9	-0.775
OR10H4	0.36075
IL31RA	-0.22625
GNB1L	-1.50116666666667
MYBL2	-2.43675
ZNF407	1.00616666666667
PPIG	-0.4715
TTC18	2.06825
RPSA	0.013
MAPT	2.03275
MRE11A	-0.182642857142857
C8orf37	-0.2665
RASGEF1C	-0.0988333333333334
STBD1	0.59825
CTAG2	-0.530166666666667
MGAT5B	-1.47266666666667
ECM1	1.063625
RLN1	1.5455
PARP14	0.8125625
EPB41L1	0.8116
HOXA3	-0.58575
MAGEA9	-4.258
RPS8	-0.0835
RPS19BP1	-0.05375
FOXJ2	0.267125
C10orf76	0.363625
IL17RE	1.29925
C10orf65	-1.48675
ZNF343	0.099
FBXO33	-0.2335
UHMK1	1.7009
LY6G6C	-0.011
FGF19	-2.4325
C14orf128	-0.766
IFIT2	1.6265
TIGD1	-1.28325
S100G	1.4745
GUCY1B3	2.3715
NR3C1	-1.627
CORO1B	-0.2945
PARP11	0.285083333333333
DNALI1	4.1795
OR4N4	-0.080375
MAP2K6	-0.688833333333333
FSTL4	0.1535
ANKRD47	0.755625
TMEM171	-1.0045
PNLIP	0.26025
YY1	0.3515
CCDC138	-1.6105
AASDHPPT	-0.5529
CKS1B	-1.0722
MCM3	-1.5195
ANAPC7	-0.740833333333333
FAM110A	1.69675
CDC37L1	1.43933333333333
THTPA	1.05475
NBPF20	-0.8945
WDR24	0.79575
NPTX2	-1.85225
CBLB	0.6865
CETN1	-0.232333333333333
RPUSD1	0.26675
FAF1	-0.2225
CDK6	-3.2207
HMX2	0.1015
CSK	-0.997666666666667
TEAD2	0.76525
SNAP25	-0.891
TUFT1	1.4845
TMTC3	0.359666666666667
LCK	-3.7905
SGOL1	-1.111
AKTIP	1.10875
FURIN	-0.715125
SOX12	-0.952
DEFB103A	-0.21875
RAMP1	1.36025
KIR3DX1	-0.265
GAS2L3	-0.79275
PDE8A	-2.0166
EDN3	0.1715
GMIP	0.491
SF3A2	0.896
FN3KRP	0.5645
SMAD7	0.76325
RHBDD2	0.76825
OR11H6	0.3365
PPP1R3B	0.5762
C9orf23	0.00175
CADPS	-2.153
GOLGA8A	-3.607375
TMEM57	0.619333333333333
RGL3	0.5025
S100A14	2.88625
FGFR2	1.479375
XRCC3	-0.54225
RTN4RL2	0.79675
MGC3771	2.038
GH2	0.134833333333333
BTBD2	-0.01275
LMO2	-0.901
RDBP	-0.332
ACRBP	-2.0925
AMY2A	1.61125
DUOXA1	0.9895
PTK7	0.464
TWF2	0.132
FAM80A	-0.1405
TNNI2	-2.31833333333333
GLT25D1	-0.487333333333333
OCC-1	-2.52925
CYC1	-0.208166666666667
RPL22	0.191818181818182
MORN3	1.3595
DISP1	1.869
PRB2	0.0335
CHUK	0.30125
HR	-0.16925
CCDC134	0.155125
DENND4B	-1.1025
C14orf130	-0.296
RAB33A	-1.91525
DCST2	0.3995
TNMD	-2.07425
PEX7	1.0725
FAM62A	0.4405
SRD5A2L	1.2715
IL22	0.3465
RPS26	-1.106
HOXC5	1.1375
SPATA6	1.823
FLJ38482	-0.0825
ZNF234	0.7025
C18orf22	1.03
SPATA22	-0.0095
THOC1	-0.4225
CYP7B1	2.59
KCNC3	-0.1535
C8orf42	-0.4975
ALDH1B1	0.527666666666667
CCDC100	0.0894
ARMC4	-2.11475
FAM18B2	-0.26175
SLC44A1	1.2
FBXO17	-1.318
C6orf107	-0.07775
C19orf29	-0.41275
ZC3HAV1L	-0.50075
PARP6	-0.3434
SULT2A1	-4.82975
C1orf159	-0.40825
TMC1	-0.09025
CHST14	-0.043
GAMT	0.429666666666667
SMCP	0.180666666666667
TSPAN33	1.03666666666667
MIDN	1.01775
NOX4	3.145
RNASEN	-0.5728
TBX1	0.579
SALL2	0.132
C10orf35	1.96675
CYP2E1	-0.685125
LRFN2	2.11216666666667
ACO1	-0.813
IQCG	1.7061
MEGF9	1.90075
TM7SF4	1.0945
PLEKHA1	0.595133333333333
STK33	-2.613
C1orf210	2.68725
SNUPN	0.2961
KIAA0406	-1.2739
C20orf29	0.32625
TMEM55B	-0.1665
OSTM1	-1.2596875
CLCN7	0.8145
OTP	0.363
FLJ23049	0.368
HEATR4	0.0195
MAP3K10	0.613166666666667
PCDHGA9	0.453
AMDHD2	0.65875
LCTL	-1.8
PDCD2L	-0.90775
CABLES2	-0.35675
SLC5A9	-0.6395
CLCA2	0.495666666666667
MGC16025	-0.964
STRAP	-0.948833333333333
C20orf196	-0.4235
RRBP1	-0.00200000000000004
NAT13	-0.442
MAT2B	0.861375
CSNK1D	-0.633833333333333
KIR3DL1	0.47125
PRKAG3	0.9165
ZNF599	0.2065
PRM3	0.775
PER2	0.669166666666667
ASPHD1	-2.3205
PRMT6	-0.752
KCNE1L	-0.885357142857143
FAM118A	-1.34866666666667
TAF4	-0.2615
NDUFB6	-0.525
TRIM9	-1.177
PMFBP1	-1.28325
KY	0.331
DKFZp762E1312	-2.841
CSMD1	-1.1285
TBP	-0.439666666666667
OR1Q1	0.370666666666667
RETNLB	0.05675
HPGD	-0.904714285714286
DNAJC12	0.160833333333333
FKBP1B	-1.5395
ANKRD24	0.153166666666667
CXXC5	1.4715
IL3	0.1995
DRAM	-0.0143
PTCH1	-1.50575
TP53BP1	0.45875
SLC17A7	-0.066625
COL25A1	-0.9603
AMACR	0.626166666666667
RHCG	-0.11575
VPS13A	-0.856
FAM55D	0.973
PRPF38B	-0.6965
OSBPL6	-0.3235
PFDN5	0.9556
CMTM6	0.83525
KCNK12	-1.479
RP2	-0.08475
C16orf52	-1.988
PICK1	-0.01
IFNE1	-0.909833333333333
SEMA4B	1.38525
TYRO3	-1.401
OR12D2	0.7705
CSNK1A1	0.64015
FANCF	0.86075
LONP2	0.844625
TBL1Y	-0.03975
LDOC1L	-0.465375
CCNC	-0.364
C3orf60	0.37875
CHKA	-0.64875
UBAP1	0.39
MAP3K1	2.5645
ANKRD9	-0.45025
FAM92A1	-2.164
GAB2	0.11425
AZU1	0.22675
DIS3	-0.26775
C21orf109	-0.5795
IQCB1	-1.23525
SPATS2	0.246333333333333
EFCAB3	-0.06875
PRB3	0.15525
FUZ	0.0448333333333333
ZNF813	0.517625
BMPER	-1.01966666666667
HEG1	-0.01325
ALS2CR11	-1.2555
SURF2	0.1925
PSMC1	-0.0516666666666667
OR2D2	0.549
SLC7A8	2.28733333333333
C4orf40	-0.1945
SPATA7	0.3605
MAZ	-1.07258333333333
PIN4	-0.0895
PDE1A	-0.761875
TAF6L	-0.233833333333333
OR2T34	0.313
KIAA0284	0.72125
ACADS	-0.902818181818182
MKRN2	-0.1055
C18orf56	-3.79425
MS4A6E	0.466
GALNT4	0.5904
C22orf31	-0.042
FLJ36070	0.1955
PSME4	0.37125
TFG	0.5849
EPHX2	0.6535
ANXA5	-0.34375
KRTAP1-1	-0.0387
BATF	1.38
KARS	-1.19425
MSTP9	-1.1975
GPR26	1.98225
CCDC72	0.1495
TEF	0.493166666666667
FOXK1	-0.7898
PRLHR	0.4185
EMX1	2.60825
C11orf30	0.195
ICK	0.280625
THSD7B	-0.103
C21orf100	-1.1565
DUOX1	2.311
EFCAB4B	-0.40975
UBE2G2	-1.14566666666667
C3orf54	0.61
PARP1	-0.564
FAM60A	-0.864666666666667
C6orf146	-0.07875
OR9K2	0.0765
DDX55	-1.4735
RPS15	0.858166666666667
ZNF618	0.91525
DKFZp686D0972	1.1295
SSPO	-0.19
SHFM3P1	0.0751666666666667
CPA6	-0.91
JAG2	0.9505
DEFA3	0.499
PPBPL2	0.291333333333333
CD34	3.67
SLCO4A1	-3.142
AFG3L1	-2.10566666666667
SHD	-0.668
RP13-122B23.3	-1.00516666666667
PRKCSH	-0.792333333333333
DPH5	-0.624666666666667
HLA-F	1.7925
TBC1D4	-0.662
RIG	0.0703333333333333
GLUD1	0.0675
HNRPCL1	0.769125
HBXIP	-0.56475
RNF207	-0.9205
APIP	-1.10675
PLA2G3	-0.137666666666667
CCDC84	-1.47925
MYLIP	0.0253076923076923
PHIP	-0.09
AARS2	-0.124166666666667
DHX32	0.98175
SCAPER	0.7545
MEN1	0.080375
NIP7	-1.5715
FLJ25404	1.006
FASTKD3	-0.29675
TMEM158	-2.03
RARA	2.01725
BDH1	0.5965
ANKRD16	0.13525
CARM1	0.3075
SS18	0.912166666666667
IKZF2	0.2485
MYD88	0.31225
PML	0.6289
TAF1A	-0.8315
CBFB	-0.87475
HIST1H3H	-0.320166666666667
C7orf29	-2.576
COMMD4	-0.567
DPP3	-1.0395
DAB2	0.1845
LOC388882	0.277
YPEL4	-0.516875
AGBL3	1.2475
LRP6	0.4349
SERPINH1	-0.09175
TLE1	0.74825
CD244	-0.31
ZDHHC15	0.416
MGLL	-1.0152
PLDN	-0.177416666666667
LOC654346	1.343
FAP	2.88775
GPR37	-0.3945
SCARA5	-1.6525
EBF4	1.99972727272727
LSM6	-0.95225
MLLT1	-0.1591875
SLC5A12	-0.65025
A2BP1	-1.09166666666667
COPS5	-0.117333333333333
TPM4	-0.375071428571429
TNFSF4	0.156
ACADSB	2.29227777777778
HERPUD1	-0.2515
BCL2L11	0.116333333333333
CEP78	-1.245375
CDCA3	-1.3235
WBSCR19	-0.3004
MYO1A	-2.666
PPEF1	2.79416666666667
LOC440348	-1.2115
CPEB2	0.495625
BPTF	-0.3545
RPL21	0.3061875
GSX2	-0.4615
ADPRH	0.6725
C17orf68	0.155333333333333
KCNS1	-0.511166666666667
MLLT6	0.2479
PIWIL4	-0.472
RNF26	-0.759
RAP1B	0.497625
ADAMTS1	-0.6627
ZNF571	0.97325
P2RY6	-0.76225
TRIM21	0.8455
CADM3	0.39975
NLRC5	0.1345
ADRA2B	0.113833333333333
LOC90835	-0.268
PCF11	0.00200000000000001
LOC400451	1.7305
GLTSCR1	0.5681
C17orf88	-0.467666666666667
CDH16	-1.799
FGF7	2.139125
PCSK4	0.317833333333333
NPC1L1	-0.319166666666667
TAT	0.05075
TBCA	0.011
MGC33407	0.51225
GPR115	-0.91125
CYGB	0.0595
FNBP4	-1.04483333333333
C12orf43	-0.351
CBL	-0.1536
CLECL1	-0.739
PPAPDC1A	2.533
WDR25	1.09633333333333
SGCA	0.59
C22orf29	-0.0398333333333333
YIPF1	1.43225
GALK2	-0.77475
RAB3B	-3.77616666666667
LOC440087	-0.5825
UCP1	-0.3865
REEP5	1.191875
FADD	-0.7732
FOXA1	3.429625
CACNA1A	0.3475
ABI1	0.452666666666667
GRIN2D	0.75825
SLC1A4	0.414
LOC401127	-0.7355
HINT2	0.6835
PLD4	-0.552833333333333
ZNF286A	-1.1475
ENY2	-0.8155
IL1F6	-0.2145
PXDNL	1.568
C20orf79	0.12225
TNFSF13B	2.02083333333333
DENND3	-0.269875
JARID1D	-3.55575
HIST1H2AK	0.092
LOC93349	-0.2111
SSH1	-1.1518
ENSA	-0.353
LOC219854	0.118
CKAP2	-1.2089
DKFZP564J102	-0.531
MGC87315	0.0131666666666667
HNRPAB	-1.47825
AMH	-0.6485
ZNF526	0.8555
BRUNOL5	-0.2553
CACNG3	0.300666666666667
TRPM1	-0.7405
PPP2R1A	0.126
COL2A1	-0.5145
DDN	-0.334166666666667
FLJ25770	0.859
HK2	-1.93664285714286
ELOVL6	-1.98725
MDK	-0.69075
EPHX1	2.20125
RASSF2	0.154875
DKFZP434B0335	-0.7405
DLX3	0.3625
PRTN3	-0.15775
AVPR1A	0.4565
C21orf125	-2.171
TNFAIP8	-0.5965
GNB2L1	0.47475
CALCRL	2.594
SCGB2A2	8.96166666666667
UBXD7	0.1345
ZNF674	-0.281
TMEM35	-0.25025
BRSK2	-1.15125
HECTD3	-0.0695
TMEM188	-0.078
LGALS9	1.592375
SCARB2	1.35258333333333
USP34	0.104916666666667
C17orf28	1.39266666666667
ZDHHC23	-1.05925
AQP12B	0.5045
SLC16A3	-1.24375
APLP2	0.60725
ITIH2	-5.2355
MICAL3	-0.492625
TNNI3K	1.4909
HDAC2	0.271875
PRR7	-0.1112
THBS2	0.608875
LOC751071	0.610166666666667
CA2	4.92166666666667
RANBP17	0.4285
RLN3	-0.03275
CRYZ	-0.6265
GBAS	0.570833333333333
TAS1R1	-0.15025
MPZL3	0.7975
PCDH8	-1.96875
HSP90B1	-0.9415
KCNK15	0.8295
TNIP2	-0.9755
GPR146	-0.493
NOL6	-0.26975
SPC25	-3.83988888888889
STEAP2	2.25007142857143
VAMP3	0.298666666666667
TCIRG1	0.02075
ZP4	0.288333333333333
PARL	0.479
TRIM39	0.352
KIAA1305	0.66875
CRNN	0.387166666666667
GRN	0.29075
HSH2D	-1.88825
SCAMP1	0.853875
KIAA1913	1.16475
PTS	-0.4135
BANP	0.0137857142857143
PRKACG	0.035
ADCY6	0.6705
C16orf46	0.1075
CYP51A1	-0.22775
DDC	-5.56725
ANPEP	0.751666666666667
PROM1	-0.0345
SIGLEC10	1.1695
COPG	0.583
FAM26E	1.76
TRIP4	0.308
SNX3	0.157
C1orf175	0.788333333333333
PPY2	0.6085
C14orf152	0.63475
FTSJ1	-1.12383333333333
DST	0.21145
LOC554235	0.41925
GLRX5	-0.40775
C20orf12	1.4448
CAB39	0.429666666666667
MSH2	-1.53066666666667
PIP4K2C	0.92725
CYLD	0.801875
WTAP	0.3601875
MGAT4A	1.60755555555556
TSC22D4	-0.3938
CHRM2	-1.3355
PPYR1	0.303666666666667
CCNH	-0.485166666666667
RRM1	-0.89025
ECAT8	-1.188
LOC400120	0.05075
GABRA4	0.203625
C14orf4	1.51316666666667
C1orf59	-0.3395
CTDSPL	0.772916666666667
NHEDC2	-1.482
PDE11A	-0.1370625
KLHL29	-0.94975
CD5	-2.15
TSPAN9	2.1991875
WDR67	-1.54875
THUMPD1	0.3791
C18orf17	1.2855
CLYBL	-0.0686666666666667
FLJ13231	-0.26525
CMBL	1.59475
LECT2	-0.527
NKAPL	1.66516666666667
LOC654780	0.3825
OR4C6	0.063
RAB30	2.01316666666667
TSSK4	-0.3135
TMEM163	-0.1195
OSBPL11	0.1485
GNB5	-0.326
CCL21	0.7945
C1orf121	0.463333333333333
FMO2	2.55466666666667
RPTN	0.539
MSTN	0.2575
VCL	0.402
FYTTD1	0.6855
C11orf1	0.24
CCDC88C	0.4510625
HFE	0.00772222222222221
MOGAT1	-0.113
FAM125B	0.329333333333333
IRGQ	0.1505
RAVER2	0.02225
AKAP5	-1.03
SSSCA1	0.18825
C11orf63	-0.096625
ACTG2	3.4533
PORCN	-0.7605
DTL	-1.70381818181818
TMEM151	0.515
FAM122C	-1.3385
RSAD2	2.2956
BAT4	-0.792
KRTDAP	-0.0653333333333333
MYH8	0.19675
CRTC3	0.57525
LRRFIP2	0.2313
INTS4	0.155166666666667
TTN	-1.5695
SLC26A5	0.41
PLLP	-1.2
RGS6	-0.14775
SRGAP3	0.145625
ZNF525	0.700833333333333
NBR2	-0.5085
C13orf1	-0.7212
ZNF137	0.6435
CEP27	-1.4345
BEST2	0.525
RNF121	-0.23475
DMRTC2	1.423
C8orf76	-0.26475
BCCIP	-0.061375
MEST	-0.982
HTRA2	-0.026
ANGPTL2	1.191
ILKAP	0.0221666666666667
ERAS	0.388
HBS1L	-0.419
CPA5	0.2515
TMEM30A	1.47216666666667
CD300LF	0.646666666666667
WISP3	3.3075
CRK	0.0599285714285714
PDS5A	-0.4986
BRPF3	0.550833333333333
NEDD9	0.0735
SMPDL3B	1.06175
PSG6	-0.02725
PSMD13	0.6355
ETV5	-2.3413125
OR51A4	-0.0985
BTBD7	0.602416666666667
GSTO1	-1.5645
hCG_16001	0.6315
MAD2L1BP	-0.357166666666667
COX6A2	1.014
SCNN1A	2.74583333333333
LSM1	0.6665
UGT2B11	-2.944
IDUA	-0.88075
PPP2R3C	-1.365
COX11	-0.661666666666667
PDZK1	-2.26425
ZNF443	0.571166666666667
MGC21874	0.638
ZNF323	2.2349
KRTAP10-10	0.549
CXCL6	-0.2145
SLC34A2	2.986
LOC284402	0.8135
NPTN	1.46808333333333
UPP1	-1.8845
SLC6A9	-0.546
OR7G3	0.1885
CISD1	-1.27716666666667
ZNF545	0.118833333333333
SYT14	0.112
NT5C3L	0.0728333333333333
ZNHIT3	-0.170166666666667
SNRPD3	-1.00025
KIAA0701	0.152375
UNC93B1	0.212166666666667
GMNN	-1.82075
SPCS2	0.0171666666666667
LOC388524	0.102
NAPRT1	-0.80625
PNLIPRP1	0.38025
OR6V1	0.6915
PRKAB1	-0.53225
EYA4	-2.72983333333333
KIF20A	-1.346
ALG10	-0.18775
ITPKC	1.18883333333333
LMX1B	1.03583333333333
RPUSD4	-0.336833333333333
C7orf34	0.341166666666667
DLGAP2	0.2945
PFN1	-1.1256
MICALL2	0.0490833333333333
ZNF654	0.3955
SS18L1	-1.06525
SLC16A8	0.73725
MKI67IP	-0.256166666666667
ITGB3	-0.114875
TCEA3	2.54233333333333
CEP152	-2.499375
CLIP1	0.08425
ZNF75	-0.00875
ATP5C1	-0.326666666666667
NUDT5	-0.813166666666667
PSCDBP	-1.1635
UBP1	-0.03025
RBM27	0.51
C13orf15	1.9535
ZNF282	-0.308666666666667
ZNF222	-0.5985
COL10A1	6.098
PRDM15	-0.949625
TTTY5	0.254
FAM9C	-0.0469166666666667
C20orf67	0.16425
GNG13	-0.2145
F12	0.51
C1orf41	-1.18625
CPXCR1	0.24
GSK3A	0.214375
SUPT6H	0.0331666666666667
PI16	-2.16283333333333
ELL2	0.130166666666667
C9orf167	-1.79716666666667
PVRL3	-2.4537
FLJ38596	1.0105
ADAM20	0.139
GPR89A	0.1525
GPR87	0.033
ZNF30	0.7265
SMR3B	-0.3115
ZNF770	0.26325
TRPC4AP	-0.468
DKFZP686E2158	0.745666666666667
C2orf28	-0.1835
FREM1	-1.74233333333333
LAMA4	0.45
ADPRHL2	0.2545
EIF4G2	0.764166666666667
GUCA1A	-0.743
CTNNA2	-1.38225
NUDT15	-1.669
CEPT1	0.137333333333333
ZNFX1	0.8731
CCDC92	0.6945
TDRD1	-0.772
KCNK5	-0.934166666666667
ETNK1	0.139666666666667
LTA	0.464
TTPA	0.0828333333333333
B3GALNT2	0.126
SC65	-0.315333333333333
PEX5L	-1.230625
EPS15L1	0.0335
MGEA5	-0.331125
HIST1H3A	1.21925
ING1	1.0645
BCAT1	-3.2745
ORC6L	-2.94218181818182
KLK11	-0.3215
C19orf28	-1.389625
DNER	-4.364375
MED22	-0.657285714285714
ETV6	1.663
CHAC2	-2.407
CD300E	0.599
CEBPB	0.950166666666667
ZNF398	-0.55225
LRCH3	0.7505
HMGA1	-1.2695
CAPN7	-0.153333333333333
MGC5566	-2.96225
CCL3	1.49925
NANOS1	-0.038875
ZFYVE19	0.20425
APITD1	-0.758166666666667
PARD3	0.61075
IRAK4	-0.544666666666667
SERPINI2	-0.435
CEP170L	-0.228
TTC9	2.616375
MYOM3	-1.21
MLPH	1.23975
LOC222699	0.968
NRG1	-0.7545
TBC1D9	3.17109090909091
TTK	-2.409
ZNF557	0.2006
DDX41	0.0361666666666667
FANK1	1.938
UBE2D2	0.334
PSMB10	0.38925
MYH7B	0.6265
GABARAPL2	-0.71125
MARVELD2	2.13233333333333
DGCR2	0.0676666666666667
UNC45A	-0.084
C6orf72	0.553
ZNF683	3.3155
GIT2	-0.519
CASK	0.976166666666667
C14orf161	4.37833333333333
LRRC44	-1.22375
TIFA	0.043375
UTP11L	-0.509375
C6orf65	-0.44125
FDPS	-0.61525
DUSP9	-1.8286
SLC17A8	0.305833333333333
OR51G1	0.382333333333333
NANS	-0.202
OLFML1	1.839
ATP10B	-0.453125
NPAS3	-1.383
PRKCA	-2.3365
GGA2	-0.6195625
LCE4A	0.368
SPANXN3	0.05025
CCDC115	1.258875
SDCCAG3	-0.78675
GLIPR1L1	-0.4535
TTC1	0.83275
C17orf76	-0.02475
MAD2L2	-0.65775
HIPK1	-0.9159
LRRC3B	-0.318666666666667
CLN3	-0.804
C17orf47	0.3755
FMN2	-2.239125
TUBB1	-1.74875
WAPAL	0.0826666666666667
C3orf21	-0.26525
SCN5A	-0.08
SMYD1	2.00175
BEX5	1.652
ZNF192	0.0855
SEC22A	0.226
GRIA2	0.8865
KIAA0825	-0.84225
NUSAP1	-2.13145454545455
LANCL1	0.454375
C15orf40	-0.5032
ZNF645	0.23725
GPR61	0.16175
NLRP14	-0.089
SNX21	0.0891
C1QTNF8	-0.0515
C17orf46	0.63525
IFNA8	0.568
SPRR1B	-1.03866666666667
FLRT1	-0.19325
SNX17	0.151
ASB2	-1.05266666666667
HBG1	-5.421
RPRML	-1.92375
JOSD2	0.313666666666667
PLSCR3	0.33875
SPOCD1	1.50516666666667
RAB39	-0.449
GHRH	-0.0896666666666667
ITIH5L	-0.08925
C17orf37	0.55575
SMCR8	0.492
DPY19L2P3	-0.375166666666667
IL11RA	0.4385
GDF3	-3.77766666666667
RPS6KB1	-1.1385
DNAJC19	0.6915
TOP1	-0.18725
CRCT1	0.31025
MPST	-0.127375
DPM2	-0.036875
FAM38B	-2.19033333333333
SLC18A1	-2.8155
FARP1	0.296833333333333
PAX7	1.5775
TUBD1	-1.215
GNL3	-0.769375
BTG2	1.91386666666667
NDUFS6	-0.339
C1orf79	-0.72375
ERAL1	-0.4345
ECHS1	0.872
VPS4A	-0.742166666666667
CYP11A1	-0.26725
ABCC6	-0.694785714285714
PBX4	-2.6515
MOSC1	-0.104
NCF4	-0.88
HYMAI	1.1425
NAGPA	-0.58925
OTOP2	0.275
ACOT12	0.19675
MTHFD2L	-0.394875
LOC441376	3.29975
C19orf34	-0.524
RAB1B	0.55925
ALDOAP2	0.403
NTRK1	-1.67583333333333
ARTS-1	-0.1093
SLC6A11	-0.2725
NAP1L2	-0.2445
CNGB1	-0.0611666666666667
EPB41L4B	1.0045
FAM134B	1.325375
HS3ST3A1	-1.076
CPXM2	5.30075
SIRPB2	0.6845
CHORDC1	-0.489833333333333
TRIB3	-1.34066666666667
SLC2A5	0.47
C2orf49	-0.3115
DDX5	-0.535
OR5L1	1.3495
ANAPC4	-1.6185
ZSWIM1	0.1785
LOC93622	-0.517
KCNK3	-0.3391
RP11-35N6.1	-1.6415
ZFP161	-0.146333333333333
AQP9	1.74975
SLC15A2	0.140833333333333
MREG	0.822
OR9I1	-0.0645
PDLIM2	0.11075
ADAM7	0.4045
GSTCD	0.250666666666667
WDR21A	-0.078375
SLC12A8	1.445
TMEM174	-0.000749999999999987
IGSF3	0.17075
LRRN1	1.20975
LOC402117	-0.01825
SRPK1	-1.364
LY6K	0.1656875
NFIA	2.913
PTCD3	-0.808125
LEP	0.247166666666667
PCDH21	-0.7235
MAPKAPK2	1.21557142857143
NMNAT1	-0.175166666666667
LHFPL2	0.136
C9orf43	-0.121
DIP2A	-1.09633333333333
ACTR8	-0.068625
CCDC34	-0.9155
PTPN22	-1.978375
ITGA3	0.193875
FAM129C	-0.1705
RABGGTA	-0.0128333333333333
UNC45B	0.2175
KIAA1033	-0.80525
ZNF510	-0.049
CYP2D6	-0.8975
SLC26A10	-1.381
STX8	-0.378
LUZP1	0.590875
WDR89	-0.243333333333333
EIF4G3	-0.4327
C5AR1	0.05625
ZNF623	0.7995
A2M	0.62225
TGM7	-0.087
GRPEL1	-0.865833333333333
LMNB2	-1.7192
ROCK2	0.0558333333333333
SNX16	0.8215
CCDC66	0.02575
ANXA3	0.6535
KIAA1609	0.03275
EED	-1.1625
RNF32	0.635166666666667
HES1	1.3519
CLC	-0.1205
ISL1	0.880333333333333
KIAA0528	-0.444875
MANEA	0.303375
C1orf61	-2.1985
hCG_2001000	0.68875
RAPGEF6	-0.1587
KIAA0020	-1.02566666666667
NEIL1	0.79475
C16orf45	0.869125
RBM10	-0.243
C10orf125	-1.27025
MRS2L	-0.64925
DNAH17	-1.4565
C19orf10	-0.96075
C1orf160	0.712
SLFN12	0.91
