Hybridization REF	TCGA-BH-A0AV-01A-31R-A115-07
TMEM57	0.313666666666667
RGL3	-0.405
S100A14	2.12075
FGFR2	2.6953125
XRCC3	-0.67425
RTN4RL2	0.59775
MGC3771	-0.553
GH2	0.571166666666667
BTBD2	0.4655
LMO2	-0.9195
RDBP	0.45175
ACRBP	-1.52
AMY2A	2.07325
DUOXA1	1.8245
PTK7	2.13816666666667
TWF2	0.578333333333333
FAM80A	-2.465
TNNI2	-1.84783333333333
GLT25D1	0.0181666666666667
OCC-1	-1.1095
CYC1	-0.870166666666667
RPL22	-0.459772727272727
MORN3	2.80883333333333
DISP1	0.29075
PRB2	-0.16
CHUK	0.3435
HR	1.3645
CCDC134	-0.06525
DENND4B	-0.88625
C14orf130	-0.340125
RAB33A	-0.729
DCST2	0.294
TNMD	-1.39325
PEX7	0.10675
FAM62A	-0.463625
SRD5A2L	-0.114
IL22	-0.33875
RPS26	-1.11583333333333
HOXC5	0.0975
SPATA6	1.069
FLJ38482	-0.718375
ZNF234	0.7705
C18orf22	-0.03025
SPATA22	1.0545
THOC1	-0.957
CYP7B1	3.602
KCNC3	0.48075
C8orf42	-1.186
ALDH1B1	2.05433333333333
CCDC100	-0.381
ARMC4	-3.48825
FAM18B2	0.337333333333333
SLC44A1	1.079375
FBXO17	-0.125
C6orf107	0.2655
C19orf29	-0.44275
ZC3HAV1L	-0.05775
PARP6	-0.1435
SULT2A1	-5.130125
C1orf159	-1.23575
TMC1	-0.225333333333333
CHST14	0.2895
GAMT	-1.04783333333333
SMCP	0.1555
TSPAN33	0.422416666666667
MIDN	-0.314
NOX4	4.71575
RNASEN	-0.0739
TBX1	0.846666666666667
SALL2	-1.0465
C10orf35	0.21825
CYP2E1	-1.244125
LRFN2	-0.667666666666667
ACO1	-0.885166666666667
IQCG	0.8851
MEGF9	1.8015
TM7SF4	3.31375
PLEKHA1	1.32713333333333
STK33	-3.349
C1orf210	2.204
SNUPN	0.2437
KIAA0406	-0.7448
C20orf29	-0.404
TMEM55B	0.24675
OSTM1	-0.91225
CLCN7	-0.628
OTP	-0.291
FLJ23049	-1.812
HEATR4	0.2335
MAP3K10	0.742666666666667
PCDHGA9	0.169
AMDHD2	0.224
LCTL	-1.609
PDCD2L	-1.2855
CABLES2	-0.76525
SLC5A9	-0.47075
CLCA2	-2.07833333333333
MGC16025	0.1875
STRAP	0.24
C20orf196	-0.6445
RRBP1	0.334166666666667
NAT13	0.18875
MAT2B	0.0365
CSNK1D	-0.174333333333333
KIR3DL1	0.596
PRKAG3	1.4995
ZNF599	0.5685
PRM3	0.774
PER2	0.88
ASPHD1	-1.733
PRMT6	-0.6095
KCNE1L	2.22714285714286
FAM118A	-0.392833333333333
TAF4	-0.9905
NDUFB6	-0.37475
TRIM9	-1.1135
PMFBP1	-0.45725
KY	0.048
DKFZp762E1312	-1.58863636363636
CSMD1	-1.83725
TBP	-0.487833333333333
OR1Q1	0.210166666666667
RETNLB	-0.063
HPGD	-0.451769230769231
DNAJC12	-2.82966666666667
FKBP1B	-1.20275
ANKRD24	-0.4365
CXXC5	-1.20883333333333
IL3	0.255625
DRAM	1.0779
PTCH1	-0.6255
TP53BP1	-0.67625
SLC17A7	-0.212625
COL25A1	-1.74488888888889
AMACR	-0.45
RHCG	0.05575
VPS13A	-0.343
FAM55D	0.2725
PRPF38B	-0.808166666666667
OSBPL6	-0.434
PFDN5	-0.5337
CMTM6	1.17
KCNK12	0.188
RP2	0.533
C16orf52	-0.9765
PICK1	1.067
IFNE1	-1.08683333333333
SEMA4B	0.45525
TYRO3	-1.43875
OR12D2	0.084
CSNK1A1	-0.02895
FANCF	-0.3955
LONP2	-0.37625
TBL1Y	-0.00275
LDOC1L	0.977125
CCNC	0.594
C3orf60	0.13975
CHKA	-1.76125
UBAP1	1.106
MAP3K1	0.063
ANKRD9	-1.52375
FAM92A1	-0.09
GAB2	1.102125
AZU1	-0.24025
DIS3	-0.582916666666667
C21orf109	-1.78525
IQCB1	-0.31475
SPATS2	-0.9515
EFCAB3	-0.000249999999999972
PRB3	-0.29225
FUZ	0.579333333333333
ZNF813	0.63075
BMPER	-1.08966666666667
HEG1	0.556625
ALS2CR11	-2.038
SURF2	-0.05875
PSMC1	-0.384666666666667
OR2D2	0.676
SLC7A8	-0.673
C4orf40	-0.339
SPATA7	0.056
MAZ	-0.125333333333333
PIN4	-0.673
PDE1A	-1.8005
TAF6L	-0.226
OR2T34	0.0775
KIAA0284	0.16325
ACADS	-0.0762727272727273
MKRN2	0.3765
C18orf56	-1.202
MS4A6E	-0.3706
GALNT4	-0.2728
C22orf31	0.1425
FLJ36070	0.851
PSME4	1.60975
TFG	0.7028
EPHX2	0.128125
ANXA5	0.21825
KRTAP1-1	0.1169
BATF	-0.943
KARS	-1.09975
MSTP9	-0.5775
GPR26	4.052625
CCDC72	0.30425
TEF	0.817666666666667
FOXK1	0.0127
PRLHR	0.1675
EMX1	-0.06925
C11orf30	-0.251
ICK	1.120375
THSD7B	-0.13575
C21orf100	-1.3395
DUOX1	2.8815
EFCAB4B	-0.832
UBE2G2	-0.8425
C3orf54	0.55225
PARP1	-0.82675
FAM60A	0.42325
C6orf146	0.08825
OR9K2	0.327
DDX55	-1.25666666666667
RPS15	-0.65575
ZNF618	1.085625
DKFZp686D0972	2.24975
SSPO	-0.201
SHFM3P1	0.507
CPA6	-0.5635
JAG2	0.43975
DEFA3	1.15625
PPBPL2	-0.0386666666666667
CD34	3.966
SLCO4A1	-2.65475
AFG3L1	-1.5865
SHD	-1.17
RP13-122B23.3	-0.262833333333333
PRKCSH	-0.444333333333333
DPH5	-0.976333333333333
HLA-F	1.9815
TBC1D4	0.24475
RIG	-0.268
GLUD1	-0.590333333333333
HNRPCL1	0.83125
HBXIP	-0.26375
RNF207	-0.787
APIP	-0.76175
PLA2G3	-3.17116666666667
CCDC84	-2.2685
MYLIP	-0.658923076923077
PHIP	-0.17
AARS2	0.130833333333333
DHX32	0.47925
SCAPER	0.194333333333333
MEN1	-0.13475
NIP7	-1.125
FLJ25404	0.7315
FASTKD3	-0.66625
TMEM158	-0.215833333333333
RARA	-0.05775
BDH1	-0.7915
ANKRD16	0.24
CARM1	-0.5965
SS18	0.0866666666666667
IKZF2	-0.778666666666667
MYD88	0.97375
PML	1.59445
TAF1A	-1.784
CBFB	-0.789
HIST1H3H	-2.32083333333333
C7orf29	-0.824
COMMD4	-0.189
DPP3	-1.18925
DAB2	0.656375
LOC388882	-0.1775
YPEL4	0.021375
AGBL3	0.5425
LRP6	1.4203
SERPINH1	0.927583333333333
TLE1	1.08375
CD244	0.931833333333333
ZDHHC15	0.743
MGLL	0.4475
PLDN	0.437166666666667
LOC654346	1.329
FAP	4.156
GPR37	0.929333333333333
SCARA5	-0.7825
EBF4	1.50863636363636
LSM6	-0.40075
MLLT1	0.0123125
SLC5A12	-0.72275
A2BP1	-1.81533333333333
COPS5	-0.2965
TPM4	0.979785714285714
TNFSF4	1.78233333333333
ACADSB	-1.13144444444444
HERPUD1	0.206
BCL2L11	-0.704166666666666
CEP78	-0.549625
CDCA3	0.3405
WBSCR19	-1.1433
MYO1A	-1.9785
PPEF1	4.11983333333333
LOC440348	-0.5665
CPEB2	0.058375
BPTF	-0.15125
RPL21	-0.412625
GSX2	0.546
ADPRH	1.96866666666667
C17orf68	0.062
KCNS1	-1.0125
MLLT6	-0.0369
PIWIL4	0.56825
RNF26	-0.8245
RAP1B	-0.0335
ADAMTS1	-1.1584
ZNF571	0.747
P2RY6	1.089
TRIM21	0.591166666666667
CADM3	0.28675
NLRC5	0.321166666666667
ADRA2B	0.802833333333333
LOC90835	-1.108125
PCF11	-0.1755
LOC400451	1.372
GLTSCR1	0.9001
C17orf88	-0.572833333333333
CDH16	-0.9175
FGF7	4.156625
PCSK4	-0.0416666666666667
NPC1L1	-1.7865
TAT	-0.258625
TBCA	-1.081
MGC33407	-0.1885
GPR115	-1.295625
CYGB	0.7685
FNBP4	-0.685
C12orf43	-0.46475
CBL	-0.3901
CLECL1	0.308
PPAPDC1A	3.18925
WDR25	-0.550666666666667
SGCA	1.695
C22orf29	0.652666666666667
YIPF1	0.39975
GALK2	-0.292
RAB3B	0.028
LOC440087	4.93575
UCP1	-0.3305
REEP5	-0.0925
FADD	0.3036
FOXA1	-3.4345
CACNA1A	0.162
ABI1	1.08333333333333
GRIN2D	1.46425
SLC1A4	0.672333333333333
LOC401127	-0.01575
HINT2	-0.186
PLD4	-0.458833333333333
ZNF286A	-0.37475
ENY2	-0.08625
IL1F6	0.165
PXDNL	1.106
C20orf79	0.43975
TNFSF13B	2.8195
DENND3	0.738625
JARID1D	-3.89175
HIST1H2AK	-0.087125
LOC93349	-0.1442
SSH1	-0.3487
ENSA	0.81075
LOC219854	-0.559333333333333
CKAP2	-0.2452
DKFZP564J102	-0.200166666666667
MGC87315	-0.629166666666667
HNRPAB	-0.39275
AMH	-1.019
ZNF526	0.647
BRUNOL5	-0.1149
CACNG3	0.102
TRPM1	-3.763
PPP2R1A	0.405625
COL2A1	0.54425
DDN	-0.190666666666667
FLJ25770	0.54525
HK2	-0.537928571428571
ELOVL6	-1.97425
MDK	-0.528
EPHX1	0.19925
RASSF2	0.93475
DKFZP434B0335	0.261
DLX3	0.124625
PRTN3	-0.4835
AVPR1A	1.797
C21orf125	-2.435
TNFAIP8	-0.807333333333333
GNB2L1	-0.773
CALCRL	3.28525
SCGB2A2	0.0105
UBXD7	-0.608
ZNF674	0.445
TMEM35	-0.188
BRSK2	-0.977125
HECTD3	0.258166666666667
TMEM188	-0.625666666666667
LGALS9	1.553375
SCARB2	0.775333333333333
USP34	1.12266666666667
C17orf28	0.451083333333333
ZDHHC23	-0.77875
AQP12B	-0.294
SLC16A3	-0.659125
APLP2	0.450875
ITIH2	-5.48675
MICAL3	-0.213
TNNI3K	1.7726
HDAC2	0.4535
PRR7	-0.7882
THBS2	2.127125
LOC751071	-1.012
CA2	0.0148333333333333
RANBP17	0.86325
RLN3	0.18425
CRYZ	-0.537
GBAS	0.454833333333333
TAS1R1	0.222
MPZL3	1.0325
PCDH8	-2.098
HSP90B1	-0.772083333333333
KCNK15	-1.3845
TNIP2	0.336833333333333
GPR146	-0.257
NOL6	0.516875
SPC25	-1.85066666666667
STEAP2	1.6115
VAMP3	-0.273
TCIRG1	0.83125
ZP4	3.21316666666667
PARL	-0.589
TRIM39	0.777333333333333
KIAA1305	2.18475
CRNN	0.472
GRN	1.132
HSH2D	-2.3705
SCAMP1	0.0750625
KIAA1913	2.1505
PTS	0.5945
BANP	0.281
PRKACG	-0.01875
ADCY6	-0.0273333333333333
C16orf46	0.3465
CYP51A1	-0.382125
DDC	-4.492
ANPEP	0.314666666666667
PROM1	4.85216666666667
SIGLEC10	2.10525
COPG	1.0145
FAM26E	2.62175
TRIP4	0.9755
SNX3	0.800833333333333
C1orf175	0.4875
PPY2	0.1995
C14orf152	-0.177
FTSJ1	-0.08
DST	0.0639
LOC554235	0.187
GLRX5	-0.503
C20orf12	-0.0275
CAB39	0.365666666666667
MSH2	0.341666666666667
PIP4K2C	-0.063875
CYLD	0.8445
WTAP	0.8276875
MGAT4A	0.812111111111111
TSC22D4	-0.6553
CHRM2	1.8215
PPYR1	0.578833333333333
CCNH	-0.983
RRM1	-0.6045
ECAT8	-3.5895
LOC400120	-0.0375
GABRA4	0.124285714285714
C14orf4	0.985166666666667
C1orf59	0.06675
CTDSPL	0.603083333333333
NHEDC2	0.554
PDE11A	-1.6998
KLHL29	0.61625
CD5	-0.8273
TSPAN9	2.04575
WDR67	-1.531
THUMPD1	0.1895
C18orf17	-0.9095
CLYBL	0.333166666666667
FLJ13231	-0.59925
CMBL	-2.018625
LECT2	-0.517
NKAPL	3.076
LOC654780	0.403
OR4C6	-0.571
RAB30	-1.027
TSSK4	-0.2385
TMEM163	0.8185
OSBPL11	0.456416666666667
GNB5	-0.155166666666667
CCL21	0.755
C1orf121	1.08116666666667
FMO2	2.56816666666667
RPTN	0.096
MSTN	-0.425
VCL	1.13778571428571
FYTTD1	-0.61275
C11orf1	-1.00425
CCDC88C	-0.66475
HFE	-0.0852222222222222
MOGAT1	-1.0265
FAM125B	1.18683333333333
IRGQ	-0.0765
RAVER2	0.406
AKAP5	-0.1225
SSSCA1	-0.641
C11orf63	1.30625
ACTG2	2.8575
PORCN	-1.19
DTL	-2.27563636363636
TMEM151	0.1895
FAM122C	-0.67125
RSAD2	4.5702
BAT4	0.976
KRTDAP	-0.518
MYH8	0.34825
CRTC3	1.12
LRRFIP2	0.7463
INTS4	0.350833333333333
TTN	-2.09316666666667
SLC26A5	0.4975
PLLP	-1.94325
RGS6	-0.00574999999999997
SRGAP3	0.962375
ZNF525	0.626833333333333
NBR2	-2.02583333333333
C13orf1	-0.4233
ZNF137	0.5405
CEP27	-1.62225
BEST2	0.295
RNF121	0.12
DMRTC2	0.0316666666666667
C8orf76	-0.0475
BCCIP	-0.516
MEST	-3.76625
HTRA2	0.0125
ANGPTL2	2.78425
ILKAP	-0.406166666666667
ERAS	-0.3185
HBS1L	0.073
CPA5	0.151
TMEM30A	2.06916666666667
CD300LF	2.39
WISP3	0.203
CRK	1.14285714285714
PDS5A	-0.2581
BRPF3	0.6575
NEDD9	2.727625
SMPDL3B	1.97
PSG6	0.23925
PSMD13	0.26175
ETV5	-1.0541875
OR51A4	0.071
BTBD7	0.513083333333333
GSTO1	-0.19375
hCG_16001	-0.6995
MAD2L1BP	0.396833333333333
COX6A2	1.205
SCNN1A	-0.722833333333333
LSM1	-0.493166666666667
UGT2B11	-3.45775
IDUA	0.14225
PPP2R3C	0.0733333333333333
COX11	-1.66516666666667
PDZK1	-1.36825
ZNF443	0.146166666666667
MGC21874	0.9335
ZNF323	2.1
KRTAP10-10	0.1625
CXCL6	0.074
SLC34A2	3.347
LOC284402	-0.073
NPTN	1.18508333333333
UPP1	-0.701
SLC6A9	0.494
OR7G3	0.39625
CISD1	-0.690166666666667
ZNF545	0.394333333333333
SYT14	-1.208
NT5C3L	-0.535666666666667
ZNHIT3	-1.0775
SNRPD3	-0.2725
KIAA0701	-0.41425
UNC93B1	0.506333333333333
GMNN	-0.963
SPCS2	-0.379333333333333
LOC388524	-0.165
NAPRT1	0.30825
PNLIPRP1	-0.144
OR6V1	0.6955
PRKAB1	-0.8015
EYA4	-2.4665
KIF20A	-0.56825
ALG10	0.69775
ITPKC	0.639666666666667
LMX1B	0.505
RPUSD4	-0.470833333333333
C7orf34	0.2465
DLGAP2	0.543625
PFN1	-0.0159
MICALL2	-0.283916666666667
ZNF654	0.783
SS18L1	-1.21125
SLC16A8	2.164
MKI67IP	-0.000833333333333343
ITGB3	0.85075
TCEA3	1.45491666666667
CEP152	-1.6265
CLIP1	0.9695
ZNF75	0.0203125
ATP5C1	-0.1765
NUDT5	-0.121
PSCDBP	0.93925
UBP1	-0.7185
RBM27	-0.393
C13orf15	2.425
ZNF282	0.113833333333333
ZNF222	-0.2887
COL10A1	5.37125
PRDM15	-0.8975
TTTY5	0.1045
FAM9C	-0.918
C20orf67	0.3465
GNG13	-1.0885
F12	-0.6065
C1orf41	-0.65425
CPXCR1	-0.0415
GSK3A	-0.074125
SUPT6H	-0.198666666666667
PI16	-1.86083333333333
ELL2	-1.08833333333333
C9orf167	-1.499
PVRL3	-0.3737
FLJ38596	1.7465
ADAM20	-0.1295
GPR89A	1.9695
GPR87	0.7355
ZNF30	-0.434
SMR3B	-0.1425
ZNF770	0.012625
TRPC4AP	-0.833666666666667
DKFZP686E2158	-0.290166666666667
C2orf28	0.196833333333333
FREM1	-2.174
LAMA4	1.353
ADPRHL2	0.2845
EIF4G2	0.119333333333333
GUCA1A	0.763
CTNNA2	-1.733125
NUDT15	-1.02666666666667
CEPT1	-0.173666666666667
ZNFX1	0.6157
CCDC92	0.95375
TDRD1	-0.596
KCNK5	0.012
ETNK1	0.95475
LTA	0.753
TTPA	1.315
B3GALNT2	0.856
SC65	0.477666666666667
PEX5L	-1.639875
EPS15L1	-0.081
MGEA5	-1.046375
HIST1H3A	0.58825
ING1	0.62125
BCAT1	-1.033875
ORC6L	-2.98836363636364
KLK11	-1.6955
C19orf28	-0.81025
DNER	-2.97925
MED22	-0.211785714285714
ETV6	2.60016666666667
CHAC2	-0.47775
CD300E	0.6255
CEBPB	0.957083333333333
ZNF398	-0.88525
LRCH3	-0.124
HMGA1	-0.218833333333333
CAPN7	0.1025
MGC5566	-3.26175
CCL3	2.816875
NANOS1	1.768375
ZFYVE19	0.136
APITD1	-1.24883333333333
PARD3	0.73025
IRAK4	-0.00816666666666667
SERPINI2	0.5395
CEP170L	0.61525
TTC9	2.243875
MYOM3	-1.662
MLPH	-3.00025
LOC222699	0.6395
NRG1	-0.692083333333333
TBC1D9	-0.829363636363636
TTK	-0.0925
ZNF557	-0.1596
DDX41	-0.542
FANK1	-0.696
UBE2D2	0.041
PSMB10	-0.082375
MYH7B	-0.6795
GABARAPL2	-0.623125
MARVELD2	1.1415
DGCR2	0.5665
UNC45A	0.817333333333333
C6orf72	0.3875
ZNF683	3.621
GIT2	-0.263625
CASK	0.37
C14orf161	0.307666666666667
LRRC44	0.22
TIFA	0.605875
UTP11L	-0.51975
C6orf65	0.68925
FDPS	0.782
DUSP9	-1.1909
SLC17A8	0.1816
OR51G1	0.176833333333333
NANS	-0.354
OLFML1	1.8325
ATP10B	-0.02675
NPAS3	0.73575
PRKCA	0.00520000000000002
GGA2	0.2214375
LCE4A	0.3065
SPANXN3	-0.14125
CCDC115	1.22875
SDCCAG3	-1.011
GLIPR1L1	0.21425
TTC1	-0.14725
C17orf76	0.8635
MAD2L2	-1.0635
HIPK1	0.00799999999999996
LRRC3B	-0.8405
CLN3	-0.132181818181818
C17orf47	0.7265
FMN2	-2.235125
TUBB1	-2.3095
WAPAL	0.0145
C3orf21	-0.711
SCN5A	0.6945
SMYD1	1.034
BEX5	2.12875
ZNF192	0.5785
SEC22A	0.391
GRIA2	0.424285714285714
KIAA0825	-2.6995
NUSAP1	-1.18645454545455
LANCL1	-0.71975
C15orf40	0.3322
ZNF645	-0.393
GPR61	0.125
NLRP14	1.2935
SNX21	-0.479
C1QTNF8	-0.241
C17orf46	0.83925
IFNA8	0.385
SPRR1B	0.611666666666667
FLRT1	-0.385
SNX17	0.406666666666667
ASB2	0.1395
HBG1	-4.9655
RPRML	-1.795
JOSD2	0.770333333333333
PLSCR3	0.653
SPOCD1	0.9245
RAB39	-0.7855
GHRH	-0.242666666666667
ITIH5L	0.561
C17orf37	-0.106
SMCR8	-0.13425
DPY19L2P3	-1.34766666666667
IL11RA	0.584333333333333
GDF3	-4.22766666666667
RPS6KB1	0.306583333333333
DNAJC19	-0.8465
TOP1	-1.06175
CRCT1	-1.1935
MPST	0.239625
DPM2	0.16375
FAM38B	-2.18066666666667
SLC18A1	-2.52866666666667
FARP1	1.08283333333333
PAX7	0.09075
TUBD1	0.56175
GNL3	0.02975
BTG2	-0.163266666666667
NDUFS6	0.15175
C1orf79	-1.2695
ERAL1	-0.58575
ECHS1	-0.19825
VPS4A	-0.4645
CYP11A1	0.534125
ABCC6	-1.64064285714286
PBX4	-2.32
MOSC1	-2.53
NCF4	0.86275
HYMAI	-0.3285
NAGPA	-0.86475
OTOP2	0.137
ACOT12	-0.39325
MTHFD2L	-1.00275
LOC441376	6.04725
C19orf34	-0.673
RAB1B	-0.4685
ALDOAP2	-0.4895
NTRK1	-1.3675
ARTS-1	-0.4761
SLC6A11	-0.3055
NAP1L2	-3.4535
CNGB1	-0.087
EPB41L4B	1.94533333333333
FAM134B	0.485625
HS3ST3A1	-0.361166666666667
CPXM2	6.248
SIRPB2	0.4255
CHORDC1	-0.305333333333333
TRIB3	-1.13116666666667
SLC2A5	1.663
C2orf49	0.110333333333333
DDX5	-0.126
OR5L1	0.802
ANAPC4	-0.5475
ZSWIM1	-0.541125
LOC93622	-0.463125
KCNK3	-0.403
RP11-35N6.1	-1.0375
ZFP161	-0.0183333333333333
AQP9	4.7675
SLC15A2	0.425666666666667
MREG	-1.70166666666667
OR9I1	-0.069
PDLIM2	0.687375
ADAM7	0.0475
GSTCD	-0.866
WDR21A	-0.687125
SLC12A8	1.876
TMEM174	0.33975
IGSF3	1.6785
LRRN1	0.8085
LOC402117	-0.05875
SRPK1	-0.468833333333333
LY6K	-0.0685
NFIA	-0.584
PTCD3	-1.527625
LEP	3.23083333333333
PCDH21	-0.542333333333333
MAPKAPK2	0.562785714285714
NMNAT1	-0.829833333333333
LHFPL2	1.021125
C9orf43	0.18125
DIP2A	-0.202666666666667
ACTR8	-0.58475
CCDC34	-1.50675
PTPN22	-0.291875
ITGA3	-1.414375
FAM129C	0.1105
RABGGTA	0.133833333333333
UNC45B	0.16725
KIAA1033	0.558
ZNF510	-0.092
CYP2D6	-0.363
SLC26A10	-1.727
STX8	0.031
LUZP1	0.387875
WDR89	-0.5965
EIF4G3	-0.6403
C5AR1	1.898875
ZNF623	0.8295
A2M	5.0365
TGM7	0.2995
GRPEL1	-0.0103333333333333
LMNB2	-0.6176
ROCK2	0.0803333333333333
SNX16	0.46325
CCDC66	-0.0635
ANXA3	1.45
KIAA1609	1.1015
EED	-0.22875
RNF32	-0.313833333333333
HES1	0.3918
CLC	-0.646666666666667
ISL1	-0.1765
KIAA0528	0.425875
MANEA	1.61125
C1orf61	-1.47
hCG_2001000	-0.6455
RAPGEF6	-0.6927
KIAA0020	0.355333333333333
NEIL1	-0.2025
C16orf45	-1.06125
RBM10	-0.257
C10orf125	0.136875
MRS2L	0.0985
DNAH17	2.706125
C19orf10	-0.8285
C1orf160	0.539
SLFN12	0.77775
EXOC3	1.11116666666667
HIST3H3	0.449
NCOR2	0.605
TNFRSF9	1.55075
MFSD8	-0.03675
ALX1	-3.24066666666667
NOL1	-0.21425
PODN	3.104
TIAL1	-0.35025
HIST1H1E	-1.108
NPY6R	0.2695
TM4SF4	3.3015
CORO2A	-0.93325
ETNK2	0.0403333333333333
APOE	0.3447
ANGPT4	-0.311
HDGF2	-0.21275
G30	0.8565
ST8SIA4	-0.059625
F2RL1	0.468
FAM19A4	-1.6915
CCAR1	-0.40575
B3GNT7	0.70175
OPHN1	-0.3273
DSCR6	1.059
C21orf13	-0.622166666666667
GAS2L1	0.574833333333333
RFX3	1.569
COPS4	-0.36
BCHE	-3.84966666666667
BCL2	-1.165125
HBZ	-2.9535
ARL13B	0.54725
MAPBPIP	-0.026625
MYO15B	-0.9325
SPZ1	0.64425
KIAA1324	-3.69644444444444
PLCL2	0.5805
C4orf29	-1.6505
WDFY2	-0.93075
ZNF284	-0.637
NAALADL1	1.498
DUSP5	-0.762666666666667
PXDN	1.64225
SLMO1	-0.43625
TNXB	0.249
BIRC7	-0.936
A4GALT	1.96216666666667
TIMM22	-0.33175
FAM110C	-0.08875
TOMM34	-0.897625
ABHD9	1.4265
ADAM32	0.746
CRHBP	-1.27125
AQP2	0.524625
LOC130355	0.98375
ZNF187	0.610833333333333
ZNF816A	0.5165
F7	-0.942125
CNOT1	-0.7603
SLC13A4	0.1
ZBTB11	-0.37225
B3GALT5	-0.28075
EXOC2	0.311166666666667
IRS1	-0.3159
TMEM1	0.333666666666667
MRPL34	-1.00483333333333
SAMM50	-0.3055
CDC42EP3	0.510625
HSF2	-0.3953
MFN2	-0.89525
TSPAN7	-2.24
NUCB1	1.26608333333333
RHOH	-2.5765
ARL16	-0.149
TACR1	0.14675
SFRS5	-0.9625
SNX25	-0.46825
RHBDF1	-0.105666666666667
PCDH18	2.49116666666667
HMG1L1	-0.377
MYO5C	0.513375
MAPK10	-0.2455
LDHAL6A	0.418833333333333
NUDT12	-0.230833333333333
NCAM1	0.024125
GLIS2	0.666
GGTL4	-0.51225
DAPP1	2.25425
ATF7	0.29875
KIAA0748	-2.26325
NFIL3	1.14325
TM6SF1	1.1824
SEZ6	-0.051125
NANOS3	0.790166666666667
DNAJA3	-0.293833333333333
CLDN6	-0.965
CIITA	2.1753
EPHA4	-0.66375
FANCC	0.44
CMTM3	1.372375
PSG3	-0.2515
MRPL15	0.3335
C21orf59	-1.20925
PLCXD2	-0.06875
C2orf34	0.955375
UBE2L6	0.057375
MED14	0.1065
HP1BP3	-0.1227
C6orf208	-0.036
TPBG	0.8115
OSR2	-0.841
XPC	0.254166666666667
KLHL7	0.415833333333333
CCR3	-0.691
AGTPBP1	0.459166666666667
PCSK6	0.478933333333333
STAT5A	-1.4857
FAM18B	0.0435
LONRF2	-4.1195
PTPN2	-1.0405
SF3A3	-0.351333333333333
EFCBP2	0.822
HCFC1	-0.0375
AHNAK	0.5351
ACTR5	-1.05175
KIF14	-0.969857142857143
TENC1	0.3845
HEATR5B	-0.9285
YIPF2	0.628666666666667
MYEOV2	0.452666666666667
DUSP18	0.754
KIAA1012	0.444
AHR	0.6855
C17orf53	-1.14
PTPRH	-2.44875
ATP6V1C1	0.2096
TAS2R3	-0.0465
LOC440356	2.13625
COQ10B	0.15675
PSMF1	0.0830833333333333
SORBS2	2.51641666666667
NFE2L2	0.5
TMCO7	-0.78775
SH3PXD2A	1.2142
SH2D2A	-0.513
SPINK5	-4.649
MRPS24	-0.76275
OPA3	0.419
TRAF7	-0.336166666666667
C4orf35	-0.1095
MT1G	0.897125
MGC39545	0.67
HS1BP3	1.1228
OR2B2	0.444
CHRM4	-0.112
SFRP2	3.45791666666667
RIC3	0.13475
ART1	0.9805
C6orf1	0.33025
DUS4L	-1.76375
C10orf104	-0.12675
TNFAIP6	3.39125
RTEL1	-1.41025
CCT4	0.6715
ZNF709	0.61125
CHMP6	0.797
UPP2	0.31425
CYP19A1	-2.382625
CD151	-0.581
NDUFA13	-0.737333333333333
ARFRP1	-0.384166666666667
FAM26B	2.34575
CRYBA1	-1.896
MRPL41	-0.554666666666667
NPFFR2	-1.974125
HRH2	0.341
SCAMP3	0.553333333333333
MTMR6	0.972
MTG1	-0.890833333333333
UBTD1	1.37825
CRABP1	0.189
FLJ33790	-0.8434
KIAA1908	0.0465
GPR158	-2.4825
PACSIN3	0.690666666666667
OMD	3.72333333333333
CATSPER1	0.2
HOXB8	-1.819
FBXO46	-0.1095
OAS1	0.884
SVIL	1.50375
PHB2	0.2905
ADCY3	0.0665
NDRG2	1.355
ERMAP	0.6033
APBA2	0.321166666666667
IGSF9	1.60025
WNT6	1.59578571428571
MYCBPAP	1.7845
ATP2B2	0.1119
CPVL	-0.4018
TRAM2	0.59775
NOP5/NOP58	-0.55875
ZNRF4	0.07025
TLK1	0.190875
MTMR12	1.81835714285714
ZNF384	0.564
FAM9B	-3.8465
RPN1	0.498
PMVK	1.67725
EIF3D	-0.0413
SIX2	0.293
HPS1	0.6485
RNF7	-0.032
PSKH2	0.549
KCTD13	-0.458833333333333
CSMD3	-0.6486
FBF1	-0.3185
IL8	0.241625
SERPINB13	0.131333333333333
FBXL20	-0.16925
BLR1	0.4815
SH2B1	0.0511666666666667
RFNG	0.467875
RAB20	0.694166666666667
RBM7	0.2115
POLR1A	0.542833333333333
TMPRSS4	-3.68575
TAF9	-1.413625
TERF2	0.0501666666666667
TNFRSF1A	1.48166666666667
ACADVL	-1.1475
GTF2H5	0.20475
EDG8	2.1255
C9orf140	-0.467375
UST6	0.20925
ZBTB8OS	-0.67825
ZNF710	0.9055
GPR174	-2.258
ATP6V0A2	0.37025
KIAA0319L	-0.630916666666666
XKRX	0.536
DOPEY2	0.8581
SDHD	-0.771916666666667
SUMF1	1.56525
OSM	3.40875
OPN3	1.33275
DAGLB	-0.1825
PPFIBP1	1.4768
TRIM63	-4.17275
C10orf53	0.2635
LYPD3	0.0998333333333333
BCL7A	-0.066875
AGER	-1.426
TCF19	1.191625
SAT2	-0.42525
PFTK1	1.13016666666667
GABRE	-2.653625
C15orf38	1.9712
FIS1	-0.6075
