Hybridization REF	TCGA-B6-A0RP-01A-21R-A084-07
PLOD2	-1.4995
TTC27	-0.045
TSPAN2	0.665166666666667
PI3	-0.18375
ZFAND6	0.5415
C6orf57	-1.004
NUF2	-3.182125
ARID2	-0.5195
RCC1	0.474
CD86	1.637
FAM91A1	-0.36225
CALM2	1.36616666666667
GYG2	-1.1215
PARS2	0.418
INTS12	0.6935
CTSF	2.441375
BNIPL	3.60525
GNA13	-0.129875
HUNK	-0.021
ZBTB4	1.827125
B4GALT4	0.464
CHD1L	-1.484
MSTO1	0.306666666666667
FUT8	1.88930769230769
AGA	0.0715
TRMT11	-0.383166666666667
WWP1	1.807
B9D2	0.710833333333333
STAT1	1.244375
PTTG1	-3.478
TMEM62	1.29575
SSBP2	-0.66625
MRFAP1	1.025
NME4	-0.093625
LOC55565	0.727833333333333
DLL4	2.1685
MYOCD	-0.0165
HTR3D	-0.1155
C9orf156	0.94225
CHMP4C	1.677
PROCA1	-0.52825
GCDH	0.07275
APOF	-0.684666666666667
WEE1	0.1395
SSR4	-0.5965
RGS1	7.5095
ACCN4	-1.67983333333333
FLJ20489	0.432
ZNF215	-1.96016666666667
AGPAT6	-0.041125
PDE7B	-0.62775
BBX	0.177375
MS4A3	-3.6145
OR4A16	0.103
EFEMP1	2.005
TULP2	-0.656166666666667
RERE	0.516125
BNC1	-2.24525
PIGB	0.1705
COMMD8	-0.06575
TRIP11	0.4035
FLJ40142	-0.25375
PCDHB6	0.7275
FKBP8	-0.472666666666667
FLJ12716	0.3281
POT1	-0.237166666666667
KIAA1109	0.695214285714286
PTPRC	1.06166666666667
UNQ9391	-0.4705
CCT7	-0.848333333333333
EEF1A2	-1.0465
MIPEP	0.13225
ZFX	0.8524
UCHL3	-0.086625
LOC388419	0.124
GSG1L	-0.157333333333333
RAB24	-0.294666666666667
SLA2	0.3135
SDS	3.22083333333333
LYPLA3	0.4565
CASQ1	0.1415
SLC25A40	-1.18483333333333
IRAK1BP1	0.29925
ACOT6	0.5895
COL9A3	-5.0165
ASB11	0.2865
C2orf18	1.06916666666667
FOXD2	1.5325
C6orf211	1.21175
OR8G1	-0.0155
MDGA1	1.29275
ADARB1	-0.74025
GGT1	-1.8075
WNT1	0.2642
DBP	0.894125
COL5A3	2.14
RHOD	0.94275
COL4A2	1.82375
LOC201164	0.245
HEBP1	1.74225
LUM	3.24591666666667
ZCCHC6	-0.164
PAGE1	-3.3115
DTX2	0.4035
SLC7A13	0.84575
H3F3A	1.16764285714286
RABIF	0.4395
D4S234E	-2.8515
DYRK3	0.388166666666667
PFAS	-1.41616666666667
ALOXE3	0.113333333333333
RPLP0	-0.736214285714286
RBM34	0.335166666666667
C12orf28	-1.3785
U2AF2	-0.2485
MKNK2	-0.0139375000000001
SEC16A	0.876916666666667
ZNF44	0.0146
YWHAG	-0.36975
IGF2BP2	-2.87941666666667
OR1D5	0.325
SIX6	-3.02125
CCR6	-0.36575
PALM	1.582
PUM2	0.612428571428571
SPRYD5	-1.618
ALG10B	-0.551125
ZNF365	1.72625
PHC1	-2.284
KIAA0913	-0.0910000000000001
ARX	0.179875
PPP3CB	0.969
IRX6	0.2008
ANGPTL4	-1.1256
LSM14B	-0.6535
PCDHGB7	0.3235
INSM1	-0.209166666666667
WBP2NL	0.0015
ZNF493	0.0518125
NGEF	-2.3565
RNASE13	0.0015
SPPL2A	-0.0875
SFXN1	-1.54825
FAM102A	1.16325
SAPS2	-0.5765
JTV1	-1.3715
OR51B4	-0.75625
SCGB1A1	0.386
NEUROD2	0.071625
tAKR	-0.0325
C1orf26	1.55225
RICH2	0.9635
TEDDM1	0.125
CYP2S1	-0.422
TBCE	-0.451833333333333
MAPK1	-0.96625
HDHD1A	-0.82825
MRM1	-0.22375
ATP9A	-0.319571428571429
HSD17B3	-0.0203333333333333
HN1L	0.342333333333333
RNF216	-0.4235
HOXD12	0.1615
PPP1R14B	-0.718375
SBF1	-0.93775
TAS2R42	0.1385
USP46	-0.2615
LILRB3	2.34216666666667
SPI1	1.3715
OXSM	0.19825
GYS2	0.0546666666666667
NUPL2	-0.51125
C8orf46	-1.39475
SF3A1	-0.0529
C21orf99	3.18225
HOXB4	2.5782
YRDC	-1.05375
GPRC5D	0.3405
BLVRA	1.34325
KIF12	2.5765
LRRC23	0.687
FAM14A	0.9605
RASL12	0.81825
DAZAP2	1.186
IKBKB	1.4165
ZNF271	0.499833333333333
BOK	1.41975
CXorf6	-1.783
MYEOV	-2.2465
BTN2A2	-0.1401
FRG1	-0.10675
HSP90AB6P	-0.4945
ENOX1	0.343166666666667
ZNF706	0.1392
DOK1	2.4045
PGAP1	-0.80125
TMEM136	0.70775
FSCN1	-1.6445
KIF17	0.7955
TRIM66	-0.243
CBR3	0.069
C13orf24	-0.0935
C19orf52	0.1045
BNIP1	0.10925
AQP3	-0.571125
KRT6C	-2.914
SIRPA	0.308416666666667
IGFBP6	-0.827166666666667
PLEKHK1	-1.740125
RNASE7	-0.1895
ARHGEF15	0.54175
NPHS2	0.08975
SRD5A1	-1.41425
REXO4	-0.9095
EEF1DP3	0.42675
SLC37A2	1.27375
ZNF142	0.6
ANKHD1	-1.2475
MUT	0.846
VPS37A	-0.13375
GPRIN1	-1.0685
SLC38A3	-1.24375
BAZ2B	1.65325
WDR87	0.388833333333333
BRD7	-0.3915
POU6F2	-0.2705
NISCH	1.21375
TCEB1	-0.68175
LINGO2	-2.61575
TAX1BP3	-0.589
RPL34	0.168944444444444
MARK2	0.1805
AKAP12	-1.5756
AMBN	0.1065
SLC25A27	-1.65616666666667
FLJ21865	-0.4105
KIR2DS2	0.696666666666667
WDR77	-1.36475
ATF2	0.110916666666667
ITFG3	0.379333333333333
SLC39A13	1.4715
ARL6IP5	1.881125
C10orf137	-0.238375
QTRT1	-0.2905
CCNT1	-0.288
DYNLL1	0.505
WDR53	0.23075
LIPG	-1.46633333333333
ASAH3	0.084
HELB	-1.071
PHACTR2	0.08675
VENTX	0.4275
LAD1	-1.3805
PAOX	1.84575
MAPK8	-0.0255
CCDC38	0.15
DNAJC8	-0.1528
RBBP8	-1.0285
WNT11	0.7297
KCNJ12	-0.9355
HDAC8	-0.264
STARD4	-2.22025
ACVR1	1.254
C14orf65	-0.5905
KLB	-1.577
C1orf65	-0.3045
ZFYVE28	0.864625
NSUN6	1.26675
KIF27	-0.0191666666666667
SYTL2	0.849833333333333
UBXD2	0.3331
OR6T1	0.4955
CCDC91	-0.0614285714285715
GRID2	-0.0025
CALN1	-0.31075
ZNF423	1.279
PSMB4	-0.157333333333333
XPNPEP3	-0.326166666666667
ARPP-21	-2.7112
SART1	-0.50075
RACGAP1P	-3.073
SPTA1	-4.788
C6orf113	-0.359666666666667
C7orf16	-2.3815
CHST7	-0.6785
C21orf29	-0.317
SEMA6D	-0.259
PCMTD1	2.5816875
KIAA1754	-0.304333333333333
MYCN	-1.3764375
KCNJ3	2.69
MAPK13	2.2822
ERO1LB	-1.695
NTF3	1.57466666666667
NKX6-2	-0.697
GTF2B	-0.0115
GSPT1	-0.694833333333333
GUSB	-0.2065
LOC221091	-0.316
LIG1	-1.1515
EXTL3	0.138333333333333
NID2	0.16825
TTC29	-0.3545
TMEM97	-1.896875
EXTL2	-0.839666666666667
SUZ12	-0.3985
IL1F8	0.3615
KRT18	-0.774363636363636
MRPS16	-0.183333333333333
PI4K2B	0.18575
LACRT	0.9215
OR51F2	0.1325
JMJD2C	-0.00212500000000001
KGFLP1	2.02025
CDK5RAP3	-0.3144
YTHDF2	0.330333333333333
GGCX	-0.26525
ARPC4	0.48725
EGLN2	1.78416666666667
KBTBD4	0.769285714285714
ROBO3	-0.5033
DEFB118	-0.0955
KIAA1543	0.84125
RTCD1	-0.4465
MZF1	0.46675
C18orf26	-0.102
CNIH4	-1.34316666666667
ZFP2	2.02816666666667
HTATSF1	0.2745
WFDC2	3.031625
NDUFA7	0.2935
TTC22	0.547166666666667
FAM40B	-3.24775
DCPS	-0.95975
SH2D1B	-0.603
MRGPRE	0.303
SBK1	0.498
UNQ6411	0.275
OSBPL9	-0.7385
NUP107	-1.19825
MYOZ3	-0.0178
PDE4B	0.544083333333333
FAM113A	-0.3935
IDH3G	-0.0346666666666667
FBXL7	0.34925
ARFGAP3	-0.044
MAPRE2	-0.732
IL1RN	-0.1816
KIF13A	-0.1385
RAC3	-0.589
TCTE1	-0.21
TMEM14B	-0.3255
ADIPOR1	0.520666666666667
GRINA	0.847
CLIP4	0.22225
LRIT2	0.1085
TFPI	-3.02721428571429
FABP6	-0.9375
SLITRK2	0.0122
HKR1	1.1325
SMTN	-0.67025
C1orf75	-0.84125
CD209	0.1245
CYB5R2	-0.00725
DNTTIP2	-0.314166666666667
CSGlcA-T	1.133625
GABRB3	-2.21775
PCBD1	0.334
TAF3	0.53075
HOXD3	-0.0583333333333333
GIPC3	-0.106666666666667
P11	0.9431
BFSP1	0.55625
LCP2	0.7775
TAS2R8	-0.106
SEZ6L	-0.122875
NR2C1	-1.374375
EXDL2	1.1633
TNFRSF13B	-2.039
MKI67	-3.483
GLS	-0.288166666666667
C7orf54	-0.4201
LGALS13	0.125333333333333
IL4R	0.8035
SEC11A	-0.119166666666667
SPP2	0.245666666666667
C18orf32	0.5745
CLSPN	-2.56016666666667
SPAG1	0.881
C9orf82	-0.14025
TM4SF1	0.06575
EMILIN2	0.84575
SMG7	0.108666666666667
TAS2R13	0.397
ZNF628	0.14
DZIP1L	0.23
ANKRD13A	-0.3172
VASP	0.4145
ZCCHC11	-2.409375
SYPL1	0.412625
MGC34774	0.28275
C4orf28	0.262
KIAA1211	0.399333333333333
RPS27L	-0.46525
TATDN3	-0.44775
PDCD1	0.237
OR5P2	0.3365
IFIT1L	0.601
MIPOL1	0.981
OR51D1	0.07025
C1orf92	-0.780666666666667
LAMP2	0.573944444444444
CAT	0.0626666666666667
C16orf80	-1.0495
C15orf32	0.505
ZNF746	0.16725
C1orf76	-0.9425
ATXN1	0.93525
LAMC2	1.940125
SLC2A7	-0.163
CPOX	-1.39175
APH1B	1.52783333333333
LOC442245	0.268
CTNND1	1.20427777777778
GABRG2	-0.8775
MADCAM1	1.91383333333333
F5	-3.002375
SEMA4F	0.441833333333333
NUDCD3	0.400875
PDZD11	0.8315
TRIML1	-0.298
GCNT3	-2.77216666666667
TMEM120A	0.91775
CNDP1	-0.2385
N4BP1	0.20625
SLC35F2	-0.906375
LCP1	-0.852166666666667
IGBP1	0.8071
DCAKD	0.5595
ELA2A	-0.774
C12orf56	-2.228875
PITRM1	0.0916428571428571
GUK1	0.6005
RASSF8	-0.7696875
OR2A14	0.04725
ADM	-2.55588888888889
FGD3	3.96216666666667
GHRHR	0.285666666666667
RHPN2	-0.7725
C4orf39	-0.890666666666667
VPS72	0.226
SERF2	1.01077777777778
CD22	0.0778333333333333
CD47	0.3731
PPIC	0.6725
IMPDH1	-0.299916666666667
ACP6	0.6985
PRKACA	-0.04875
PPP1R1A	1.88075
TRPV3	0.01825
ASXL1	-0.459625
C17orf55	-0.658666666666667
FXYD1	-0.134166666666667
LMOD2	-0.2985
ANKRD33	0.321
LCE2C	-0.104375
ZNF620	0.0875
DKFZP566E164	-0.75575
VSIG2	1.47675
KIAA1128	1.382
USO1	0.2605
NUDT4	-0.313285714285714
CLDN1	1.59585714285714
OR4Q3	-0.0665
FASTK	-0.0248333333333333
ICOS	1.3345
LDB1	0.5415
GSTA5	-1.60475
ABCC1	-1.26283333333333
FAM54A	-3.24575
PCBP2	-0.769833333333333
NUP205	-1.4025
ACTA1	-0.833833333333334
GABBR2	-1.60125
PIP5K1B	-1.88283333333333
AGXT	-1.97916666666667
RNF181	0.27375
ATP8A2	-1.02425
AFTPH	1.7450625
FGF21	0.011
FCER1G	1.84175
SNTB1	-1.15325
SLC24A3	0.353625
TXNL4B	-1.2864
RPL10L	-0.154833333333333
LOC389517	-0.26415
TSGA13	0.418
SHOX2	-0.479166666666667
ITGA7	-0.4568
KCNIP2	0.103833333333333
KLF13	0.3459
ZFAND2A	-0.95025
CEACAM1	0.8045
PFKFB4	-1.89333333333333
MED19	0.48675
LRRC57	0.0345
RNF11	0.44375
ANKRD32	-2.83375
P117	0.58025
OBFC2A	-0.419166666666667
POLD3	-0.72775
RAB18	1.081125
TPH2	0.0973333333333333
PHB	-0.3982
JDP2	1.76233333333333
MORF4L1	-0.1347
POU2F1	-0.28125
CNNM2	-0.385583333333333
LOXHD1	0.2385
ZC3H15	-0.5945
ELK3	0.491
FAM111B	-1.84025
CBLC	3.30916666666667
SBNO1	-0.53475
ANKMY2	0.07525
PLEKHA5	0.1885
DHX58	1.732
ARCN1	0.0601666666666667
TREML1	0.4274
KNCN	0.4165
SEC24A	-1.112375
PSCA	-0.8435
MGC24125	0.3675
DNA2L	-2.26075
CIB4	-0.107125
HIGD2A	-0.3265
TBX6	0.168666666666667
TTLL5	-0.242333333333333
SGK3	-0.595166666666667
GCN1L1	-0.72225
AMOT	-0.0482
LDOC1	0.704166666666667
NRK	0.213833333333333
ASB9	-2.79525
NAT1	6.1086
TRAFD1	0.318
PEAR1	0.539333333333333
FAM36A	1.397875
OR1S2	0.356
LOC388323	-1.9325
PGS1	-0.389833333333333
LEPREL1	-1.74775
TFF1	-3.27808333333333
HAP1	0.13675
EPHB2	0.026
ACTG1	0.629166666666667
ZFP42	-0.780166666666667
HAVCR2	1.2214
NME1	-0.7265
SNX26	-0.163166666666667
LACTB	-0.0883333333333333
ZKSCAN2	0.108875
C5orf35	-0.19775
ANKS3	0.1185
RBM28	-1.17225
DKFZP586P0123	-0.451
HNRNPA1	-0.235833333333333
BCAS3	-1.09383333333333
FLJ20184	0.826
POLA2	-1.34183333333333
TMC7	-0.0966666666666667
HSD17B6	2.437
ZNF658B	1.10316666666667
TTTY10	-0.215333333333333
RANBP9	-0.331666666666667
CPNE7	-1.80916666666667
EVL	1.58041176470588
LNX1	0.804416666666667
IFNA21	-0.0025
CFD	1.2645
PYCARD	2.9
MYBPC2	-1.264
ENPP3	-1.91066666666667
ACSL4	-1.446
LOC440258	-0.5335
TMEM176B	3.8
SOX2	-4.75025
SCO1	0.1005
COMT	0.2535
AOC2	-0.532
PDLIM5	1.5395
SPHK2	1.116
NXPH2	0.2165
GPR108	0.465666666666667
RAD51L1	0.366166666666667
TMEM54	0.6765
LETMD1	-0.825888888888889
SLC6A17	0.5595
KRT75	-0.6705
STT3B	-1.00733333333333
CD3EAP	-0.2955
TMEM63A	-0.12925
DUSP13	-2.73875
CD1C	0.2635
LASS2	1.109
AVP	0.3365
PITPNM1	-1.35775
FLJ22795	-2.121
MCTP1	-1.939
TRIM68	-0.282333333333333
UCK2	-0.8845
ABHD1	0.99275
FAM50A	-0.169
RNASEH1	-1.06516666666667
PCP2	1.81983333333333
OR52H1	0.497
C20orf149	0.4515
RBP5	2.59383333333333
HYAL3	-0.72375
CLPB	-0.9745
SMNDC1	-0.2825
DONSON	-2.636
FLJ27523	-0.06625
BARHL2	-0.011
SLC30A9	0.659666666666667
TMPRSS11B	-0.04275
E2F8	-2.4735
CCDC25	0.603583333333333
C14orf48	-0.282666666666667
C20orf116	0.47125
TSPAN11	0.137
YIF1B	-1.11233333333333
FAM12B	-0.25325
OR1L6	0.0435
HPN	1.9662
NBN	0.55225
C14orf94	0.116
OCLM	0.713
ZSCAN18	1.0735
L3MBTL	-0.8136
TSTA3	0.266333333333333
RAC1	0.169875
C19orf15	0.389833333333333
NFE2	-5.31
KLK14	0.256
ARSF	0.167
MAST2	-0.230666666666667
AMICA1	2.37383333333333
GTF2A1	-0.276375
ATP1A3	-0.0015
TC2N	3.7866
PNKP	0.2155
ODZ2	-2.2835
MATR3	0.1605
S100P	1.917875
KRT82	0.378
CA13	-0.4985
PROZ	-0.630833333333333
AASDH	0.249625
C19orf40	-0.169
DCK	-0.236692307692308
FAM5C	-1.54575
SLC6A4	-2.584
MID1IP1	-0.90325
TESSP5	-0.1175
TMOD4	-0.522833333333333
DOCK2	-0.559166666666667
TUG1	-0.33575
NUP214	-0.88575
DPYSL2	-0.415045454545455
GOLM1	1.62775
MPFL	0.234
SOX13	1.09625
SDCCAG8	1.5104
KEL	-1.83216666666667
NUP210L	-2.0005
GK	-0.905125
DNAJB1	1.114
ALPK3	0.5865
CHID1	0.3903
CYLC2	0.244
IKZF5	0.95925
C8orf51	0.638
PPM1J	1.9155
GIMAP8	2.84483333333333
GPR101	-0.447
NR2F1	-1.7935
ACAD8	0.18325
RBM35A	0.7835
GNAI2	0.3065
METTL8	0.133166666666667
SLC39A7	0.07475
FBXO8	0.9225
CAMK1	0.19
RFC3	-2.00375
FAM129A	1.25521428571429
ILF2	-0.3295
FGFBP3	-1.976125
NOM1	-0.906833333333333
PSMA3	-0.92225
ASCC3	-0.2194
ZYG11A	-2.06775
SOX21	-1.135375
LYRM1	0.67125
DEFB1	-1.1565
LOC91431	-2.53466666666667
OR7C2	0.745
FAM46B	-0.641875
TMEM18	-0.199
ARHGAP30	1.738
TMEM86A	2.21833333333333
EPHA2	-0.9345
C10orf46	0.6131
TCHH	-0.469833333333333
C3orf30	0.263833333333333
LOC285636	-0.403
PAIP2	0.407
CYP2U1	0.0515
C12orf34	0.81875
SARS2	-0.933166666666667
ZCWPW1	0.9675
SAMD12	0.49825
KIAA1430	0.180125
ACAT1	0.04025
MEOX1	1.782
ADAMDEC1	2.31125
PHKA2	-0.3595
CARD11	-0.261
CALML4	-1.453
TSSC1	-0.2455
TMEM45A	-0.623444444444444
MPP7	1.316875
POU1F1	-0.064
SLC2A13	-0.7989
FBN2	-1.47528571428571
ZC3H7A	-0.1359
LAIR2	-0.61525
ST3GAL1	1.28216666666667
LCT	-2.569
GEMIN8	0.589166666666667
KLF16	0.4284
HIF3A	-0.1354
FAM44A	-0.142357142857143
AQP10	-0.8106
PLA2G2A	-0.12
FOLH1	0.601333333333333
C20orf186	0.362
MAPKAP1	-0.40325
SPRR2D	-1.26775
UBQLN4	0.072
RSHL1	0.249666666666667
PIAS3	0.488
MRPL24	0.9635
GREB1	-2.61575
FAM27E3	-2.9195
NUP62CL	-0.252
NEUROG3	0.8435
REEP3	0.887166666666667
MARK1	-1.127
LMBRD1	1.2155
PRPF19	-1.499
PNMT	0.194
CTGLF1	-0.38
SLC25A16	0.92525
EIF2B3	-1.6615
RPA2	-0.31125
PAK6	1.47483333333333
CCDC26	-3.868125
SEMA3E	0.35175
MXD4	1.1564
TNFSF10	4.789
SMARCB1	-0.374166666666667
DTX3L	1.6395
PLA2G4E	-0.1535
PPAP2A	0.159
ULK1	-0.499166666666667
TAS1R3	0.1935
SLC2A3	-2.60490909090909
ARID3A	-2.21925
GNG5	-0.8145
ACOX1	0.3007
KIF5B	0.054
NUP153	-0.69125
MUC7	-0.201
CSDE1	-0.879
CLPTM1	-0.118
C3orf23	0.18125
LRRC17	1.63133333333333
TTYH3	-0.765375
ATP5B	-1.3005
ELF3	0.7691
CPSF3L	-0.1965
ZNF665	0.405166666666667
TLR6	0.8776
GPI	-1.135875
RAD9A	-0.39425
NDST4	-3.101
AGPAT3	0.0815833333333333
MAGI3	2.02866666666667
ADORA2A	0.271875
CACNG7	0.1585
CAMK2D	0.442285714285714
CCHCR1	-0.49975
RPS27A	-0.27225
OR10G7	0.172833333333333
GCM2	0.563
FAM135B	1.6291
E2F1	-2.40675
PLCB3	0.14025
OR2AE1	0.09
COIL	-0.00466666666666667
CDC25C	-2.659
RAB11FIP2	0.502833333333333
TSC2	0.458
CTGLF5	-0.665
CCDC108	0.2265
OR13C4	0.1835
C10orf81	0.1735
PTPRB	1.64025
ACP2	0.90425
LAG3	0.5995
MRPL54	0.15475
LOC201175	0.59
ITGB1BP3	-1.21775
SPTAN1	0.0541666666666667
SIPA1L2	0.23525
RCAN2	-0.3215
CDX2	2.4235
ECOP	0.647
ACTR1A	0.121071428571429
PPARG	-1.64666666666667
BBS10	0.6775
TMEM44	-0.65225
BPIL2	-0.094
CITED1	-1.48275
IRF6	4.483
PRDM4	-0.0841666666666667
RRP9	-0.713333333333333
OR10H4	0.36075
IL31RA	-0.1765
GNB1L	-1.10133333333333
MYBL2	-3.143375
ZNF407	0.678166666666667
PPIG	-0.2185
TTC18	3.82225
RPSA	-0.334
MAPT	1.9745
MRE11A	-0.256571428571429
C8orf37	0.3385
RASGEF1C	-0.255166666666667
STBD1	0.312
CTAG2	-0.591666666666667
MGAT5B	-2.1885
ECM1	1.16625
RLN1	0.5635
PARP14	1.2381875
EPB41L1	0.4847
HOXA3	0.00733333333333334
MAGEA9	-3.9565
RPS8	-0.371666666666667
RPS19BP1	-0.26375
FOXJ2	0.10775
C10orf76	0.506625
IL17RE	1.105
C10orf65	-1.574
ZNF343	0.304333333333333
FBXO33	-0.104375
UHMK1	1.1409
LY6G6C	-0.33375
FGF19	-1.557
C14orf128	-0.945333333333333
IFIT2	2.748
TIGD1	-0.35925
S100G	0.0405
GUCY1B3	1.9835
NR3C1	-0.1182
CORO1B	0.4965
PARP11	0.01575
DNALI1	4.442
OR4N4	0.178125
MAP2K6	-0.2065
FSTL4	0.2485
ANKRD47	1.433125
TMEM171	-1.5865
PNLIP	-0.06575
YY1	-0.215333333333333
CCDC138	-1.75533333333333
AASDHPPT	-0.5126
CKS1B	-1.0442
MCM3	-1.2655
ANAPC7	-0.625
FAM110A	1.43225
CDC37L1	1.49033333333333
THTPA	1.553
NBPF20	-0.5235
WDR24	0.7675
NPTX2	-1.70225
CBLB	1.11266666666667
CETN1	0.277166666666667
RPUSD1	0.36475
FAF1	-0.66475
CDK6	-3.1065
HMX2	0.499
CSK	-0.624833333333333
TEAD2	-0.46775
SNAP25	-0.66225
TUFT1	0.6349
TMTC3	0.228833333333333
LCK	-1.43725
SGOL1	-1.78216666666667
AKTIP	0.36825
FURIN	0.477125
SOX12	-0.298833333333333
DEFB103A	-0.31225
RAMP1	2.1725
KIR3DX1	-0.215
GAS2L3	-1.15475
PDE8A	-1.7591
EDN3	-0.29725
GMIP	0.904
SF3A2	0.79
FN3KRP	0.50225
SMAD7	1.05575
RHBDD2	0.71825
OR11H6	-0.099
PPP1R3B	1.7361
C9orf23	0.4475
CADPS	-0.64175
GOLGA8A	-3.646375
TMEM57	0.380166666666667
RGL3	0.8215
S100A14	3.224
FGFR2	1.31975
XRCC3	-0.9095
RTN4RL2	0.40075
MGC3771	2.697
GH2	0.394666666666667
BTBD2	0.0665
LMO2	0.48575
RDBP	-0.286
ACRBP	-1.28525
AMY2A	1.93025
DUOXA1	0.7825
PTK7	0.384166666666667
TWF2	0.6065
FAM80A	-2.8485
TNNI2	-2.18183333333333
GLT25D1	-0.303666666666667
OCC-1	-2.634
CYC1	-0.554
RPL22	-0.230090909090909
MORN3	1.41766666666667
DISP1	2.16925
PRB2	-0.0825
CHUK	0.062
HR	-0.944
CCDC134	-0.1495
DENND4B	-0.7195
C14orf130	0.126
RAB33A	-1.448
DCST2	0.3155
TNMD	-1.516
PEX7	1.5195
FAM62A	-0.0345
SRD5A2L	0.82875
IL22	-0.03475
RPS26	-1.43483333333333
HOXC5	0.419
SPATA6	1.665
FLJ38482	0.57775
ZNF234	1.1705
C18orf22	0.86575
SPATA22	0.48425
THOC1	-0.3745
CYP7B1	2.12225
KCNC3	-0.23475
C8orf42	-0.8155
ALDH1B1	0.1965
CCDC100	0.0773
ARMC4	-3.211
FAM18B2	0.14175
SLC44A1	0.886125
FBXO17	-0.825166666666667
C6orf107	-0.3385
C19orf29	-0.0235
ZC3HAV1L	-0.0565
PARP6	-0.2209
SULT2A1	-4.507625
C1orf159	-0.64975
TMC1	0.30825
CHST14	0.665375
GAMT	0.512833333333333
SMCP	0.106666666666667
TSPAN33	0.903666666666667
MIDN	0.049375
NOX4	3.83825
RNASEN	-0.9191
TBX1	0.686
SALL2	0.72475
C10orf35	1.63
CYP2E1	0.040625
LRFN2	1.264
ACO1	-1.37266666666667
IQCG	2.0546
MEGF9	2.13875
TM7SF4	0.89125
PLEKHA1	0.755933333333333
STK33	-2.516
C1orf210	1.97475
SNUPN	0.0595
KIAA0406	-0.9055
C20orf29	0.5005
TMEM55B	0.127
OSTM1	-0.8255625
CLCN7	0.2625
OTP	0.083
FLJ23049	-0.79275
HEATR4	0.674
MAP3K10	0.791
PCDHGA9	-0.0155
AMDHD2	0.7875
LCTL	-1.732
PDCD2L	-0.66525
CABLES2	-0.456
SLC5A9	-0.4765
CLCA2	-1.72516666666667
MGC16025	-0.574
STRAP	-1.49383333333333
C20orf196	0.308
RRBP1	-0.0893333333333333
NAT13	-0.529
MAT2B	0.407375
CSNK1D	-0.657833333333333
KIR3DL1	0.3035
PRKAG3	-0.092
ZNF599	0.2435
PRM3	0.551
PER2	1.14333333333333
ASPHD1	-0.5735
PRMT6	-1.736
KCNE1L	-0.633214285714286
FAM118A	-1.23283333333333
TAF4	-0.81425
NDUFB6	-0.6405
TRIM9	-1.12125
PMFBP1	-0.543
KY	-0.1125
DKFZp762E1312	-3.281
CSMD1	0.18175
TBP	-0.278833333333333
OR1Q1	0.302833333333333
RETNLB	0.2965
HPGD	-0.610769230769231
DNAJC12	1.89566666666667
FKBP1B	-0.1595
ANKRD24	0.4325
CXXC5	0.167333333333333
IL3	0.041125
DRAM	0.2024
PTCH1	-1.933375
TP53BP1	0.2905
SLC17A7	-0.105625
COL25A1	-0.9823
AMACR	-0.182833333333333
RHCG	-0.20025
VPS13A	-1.48391666666667
FAM55D	-0.2745
PRPF38B	-0.926166666666667
OSBPL6	-0.8525
PFDN5	0.6235
CMTM6	0.148125
KCNK12	-1.86975
RP2	0.3
C16orf52	-0.7755
PICK1	0.163
IFNE1	-1.10733333333333
SEMA4B	0.452
TYRO3	-1.818
OR12D2	0.0665
CSNK1A1	0.21665
FANCF	1.60025
LONP2	0.37525
TBL1Y	-1.232
LDOC1L	0.17225
CCNC	0.158
C3orf60	0.2755
CHKA	-1.29475
UBAP1	0.15925
MAP3K1	0.368
ANKRD9	0.0925
FAM92A1	-2.073
GAB2	-0.160375
AZU1	-0.1935
DIS3	-0.9465
C21orf109	-1.0915
IQCB1	-0.7055
SPATS2	-0.580166666666667
EFCAB3	-0.39825
PRB3	0.30175
FUZ	0.949833333333333
ZNF813	0.6165
BMPER	-1.02716666666667
HEG1	0.293375
ALS2CR11	-1.01625
SURF2	-0.559
PSMC1	-0.123833333333333
OR2D2	0.5115
SLC7A8	2.37033333333333
C4orf40	0.148
SPATA7	0.864
MAZ	-0.525916666666667
PIN4	0.70375
PDE1A	-0.398125
TAF6L	-0.390833333333333
OR2T34	0.2315
KIAA0284	0.48675
ACADS	0.164545454545455
MKRN2	-0.176
C18orf56	-2.648
MS4A6E	0.320833333333333
GALNT4	0.9631
C22orf31	0.6355
FLJ36070	0.563
PSME4	0.121
TFG	0.0084
EPHX2	2.66125
ANXA5	-0.087
KRTAP1-1	0.1017
BATF	2.38675
KARS	-1.62025
MSTP9	-0.1635
GPR26	0.752375
CCDC72	0.15475
TEF	0.5475
FOXK1	-0.7856
PRLHR	0.0895
EMX1	0.9435
C11orf30	-0.0535
ICK	0.643375
THSD7B	0.0045
C21orf100	-0.3935
DUOX1	1.3835
EFCAB4B	-0.11825
UBE2G2	-1.43633333333333
C3orf54	0.78475
PARP1	-0.634
FAM60A	-2.75191666666667
C6orf146	0.35575
OR9K2	0.2815
DDX55	-1.59983333333333
RPS15	0.1495
ZNF618	0.837625
DKFZp686D0972	0.146
SSPO	-0.219
SHFM3P1	1.35316666666667
CPA6	-0.443
JAG2	0.67875
DEFA3	0.22825
PPBPL2	0.038
CD34	4.058375
SLCO4A1	-3.388875
AFG3L1	-1.87483333333333
SHD	-0.88425
RP13-122B23.3	-0.707333333333333
PRKCSH	-0.758333333333333
DPH5	-0.0198333333333333
HLA-F	2.00075
TBC1D4	-0.5495
