Hybridization REF	TCGA-A8-A07O-01A-11R-A00Z-07
CD300LF	2.40433333333333
WISP3	3.359
CRK	0.110214285714286
PDS5A	-0.1198
BRPF3	-0.214833333333333
NEDD9	-1.5625
SMPDL3B	0.96175
PSG6	-1.5895
PSMD13	1.00475
ETV5	-1.983125
OR51A4	0.543
BTBD7	-0.0416666666666667
GSTO1	-1.06625
hCG_16001	1.0145
MAD2L1BP	-0.521333333333333
COX6A2	1.5095
SCNN1A	-1.48433333333333
LSM1	2.5125
UGT2B11	-3.622
IDUA	-0.79325
PPP2R3C	-0.927333333333333
COX11	-0.922166666666667
PDZK1	-3.9085
ZNF443	-1.19466666666667
MGC21874	1.05166666666667
ZNF323	0.9463
KRTAP10-10	0.329
CXCL6	2.16675
SLC34A2	2.543
LOC284402	0.2015
NPTN	-0.0246666666666667
UPP1	-1.08141666666667
SLC6A9	1.2425
OR7G3	0.3915
CISD1	-0.0525
ZNF545	-1.472
SYT14	0.2545
NT5C3L	0.638666666666667
ZNHIT3	-0.177833333333333
SNRPD3	0.1465
KIAA0701	0.685
UNC93B1	1.2225
GMNN	-0.947
SPCS2	0.374666666666667
LOC388524	1.1465
NAPRT1	1.712125
PNLIPRP1	0.0275
OR6V1	1.0835
PRKAB1	-1.108
EYA4	-2.481
KIF20A	-0.5325
ALG10	-0.441
ITPKC	0.764166666666667
LMX1B	0.694
RPUSD4	0.426166666666667
C7orf34	0.117
DLGAP2	0.186
PFN1	-0.7026
MICALL2	-0.205083333333333
ZNF654	-1.0985
SS18L1	-0.686
SLC16A8	0.106
MKI67IP	0.859833333333333
ITGB3	0.00425
TCEA3	4.00908333333333
CEP152	-1.250375
CLIP1	0.26425
ZNF75	-0.7748125
ATP5C1	-0.613666666666667
NUDT5	0.0216666666666666
PSCDBP	0.696
UBP1	0.168
RBM27	0.5325
C13orf15	2.163125
ZNF282	0.12
ZNF222	-1.4514
COL10A1	5.042
PRDM15	-0.7555
TTTY5	-0.016
FAM9C	-0.392090909090909
C20orf67	0.1635
GNG13	-0.4375
F12	0.79425
C1orf41	1.2805
CPXCR1	0.08
GSK3A	-0.33575
SUPT6H	-0.0478333333333333
PI16	-1.05766666666667
ELL2	-1.62358333333333
C9orf167	-1.0645
PVRL3	-3.0981
FLJ38596	0.71975
ADAM20	-0.5785
GPR89A	1.646
GPR87	-3.006
ZNF30	-0.734
SMR3B	-0.1635
ZNF770	0.269125
TRPC4AP	-0.5435
DKFZP686E2158	-0.663333333333333
C2orf28	-0.525333333333333
FREM1	-4.01
LAMA4	0.0356666666666667
ADPRHL2	1.341
EIF4G2	0.569333333333333
GUCA1A	-0.2695
CTNNA2	-1.34325
NUDT15	-0.536
CEPT1	1.57633333333333
ZNFX1	0.1749
CCDC92	0.41
TDRD1	-0.389
KCNK5	1.29933333333333
ETNK1	-0.366666666666667
LTA	0.551
TTPA	0.494833333333333
B3GALNT2	1.2035
SC65	0.762
PEX5L	-1.107375
EPS15L1	-0.669
MGEA5	-0.701625
HIST1H3A	0.7645
ING1	-0.48025
BCAT1	-1.212
ORC6L	-0.818272727272727
KLK11	-4.18433333333333
C19orf28	-0.452375
DNER	-3.41875
MED22	0.287714285714286
ETV6	2.16233333333333
CHAC2	-0.8755
CD300E	0.8155
CEBPB	2.47391666666667
ZNF398	-0.59225
LRCH3	-0.2305
HMGA1	0.00616666666666666
CAPN7	0.116833333333333
MGC5566	-2.905
CCL3	3.991625
NANOS1	1.183125
ZFYVE19	-0.32275
APITD1	0.2875
PARD3	-0.753625
IRAK4	-0.789666666666667
SERPINI2	-0.107
CEP170L	-0.2055
TTC9	0.14475
MYOM3	-1.41725
MLPH	-3.500875
LOC222699	-0.8335
NRG1	-1.203
TBC1D9	-0.0695454545454545
TTK	0.112833333333333
ZNF557	-0.9068
DDX41	-0.343166666666667
FANK1	1.261
UBE2D2	-0.5725
PSMB10	0.61025
MYH7B	-0.76
GABARAPL2	-0.015125
MARVELD2	0.5585
DGCR2	0.839666666666667
UNC45A	0.333833333333333
C6orf72	-0.394
ZNF683	3.505
GIT2	-0.212625
CASK	0.564833333333333
C14orf161	0.8995
LRRC44	-0.3085
TIFA	1.861375
UTP11L	0.571
C6orf65	-0.5875
FDPS	0.44075
DUSP9	-0.8787
SLC17A8	0.3895
OR51G1	0.501666666666667
NANS	-0.412
OLFML1	1.49625
ATP10B	-0.2545
NPAS3	-1.325
PRKCA	-2.007
GGA2	0.003375
LCE4A	0.701
SPANXN3	0.22275
CCDC115	1.074
SDCCAG3	0.10525
GLIPR1L1	0.2655
TTC1	-1.02525
C17orf76	-1.6325
MAD2L2	-0.115
HIPK1	-0.1872
LRRC3B	-0.235166666666667
CLN3	-0.233181818181818
C17orf47	0.674
FMN2	-3.02475
TUBB1	-1.503375
WAPAL	0.18
C3orf21	-0.4945
SCN5A	0.2445
SMYD1	-0.39175
BEX5	-3.36875
ZNF192	0.3905
SEC22A	0.971333333333333
GRIA2	0.422615384615385
KIAA0825	-2.259
NUSAP1	-0.466454545454545
LANCL1	-0.504
C15orf40	-1.3571
ZNF645	0.35375
GPR61	0.462
NLRP14	0.2895
SNX21	-0.3965
C1QTNF8	0.4955
C17orf46	0.40525
IFNA8	1.443
SPRR1B	-0.886833333333333
FLRT1	0.76025
SNX17	-0.212166666666667
ASB2	-0.637666666666667
HBG1	-4.874
RPRML	0.39525
JOSD2	-0.256666666666667
PLSCR3	0.07425
SPOCD1	-0.379
RAB39	0.4545
GHRH	0.047
ITIH5L	0.437
C17orf37	0.77075
SMCR8	0.49075
DPY19L2P3	-1.1815
IL11RA	-0.125666666666667
GDF3	-3.221
RPS6KB1	-1.37275
DNAJC19	0.6138
TOP1	-0.49525
CRCT1	0.27325
MPST	0.87225
DPM2	0.661125
FAM38B	-3.23516666666667
SLC18A1	-1.43466666666667
FARP1	0.164666666666667
PAX7	0.35675
TUBD1	-0.362
GNL3	0.321125
BTG2	-0.590133333333333
NDUFS6	-0.223
C1orf79	-0.78125
ERAL1	0.16375
ECHS1	0.785
VPS4A	-0.3765
CYP11A1	-0.811375
ABCC6	-1.52364285714286
PBX4	-3.098
MOSC1	0.826375
NCF4	1.19175
HYMAI	0.1675
NAGPA	0.665125
OTOP2	0.54225
ACOT12	0.398
MTHFD2L	-0.9125
LOC441376	5.34975
C19orf34	-0.1685
RAB1B	-0.1945
ALDOAP2	-0.3495
NTRK1	-1.66883333333333
ARTS-1	-1.5058
SLC6A11	-0.7005
NAP1L2	-3.15225
CNGB1	0.666166666666667
EPB41L4B	0.814166666666667
FAM134B	-1.037125
HS3ST3A1	-0.454666666666667
CPXM2	6.4875
SIRPB2	0.8285
CHORDC1	0.1725
TRIB3	-1.15983333333333
SLC2A5	1.68075
C2orf49	-0.617666666666667
DDX5	-1.278
OR5L1	2.472
ANAPC4	-1.14333333333333
ZSWIM1	-0.379375
LOC93622	-0.235
KCNK3	-0.1047
RP11-35N6.1	-1.518
ZFP161	-0.2275
AQP9	5.41575
SLC15A2	-0.627333333333333
MREG	-0.231333333333333
OR9I1	0.189
PDLIM2	-0.31775
ADAM7	0.6755
GSTCD	-0.125666666666667
WDR21A	1.12425
SLC12A8	1.60933333333333
TMEM174	0.50125
IGSF3	1.21483333333333
LRRN1	0.73
LOC402117	-0.054
SRPK1	0.141833333333333
LY6K	2.0944375
NFIA	-0.019
PTCD3	0.079875
LEP	0.243166666666667
PCDH21	0.918833333333333
MAPKAPK2	0.530357142857143
NMNAT1	-0.0718333333333333
LHFPL2	0.544125
C9orf43	0.9765
DIP2A	-0.278333333333333
ACTR8	-0.1535
CCDC34	-0.72125
PTPN22	0.020625
ITGA3	-2.23425
FAM129C	0.18075
RABGGTA	-0.0258333333333333
UNC45B	0.319
KIAA1033	0.37
ZNF510	-0.696
CYP2D6	0.0906666666666667
SLC26A10	-1.978
STX8	-0.80025
LUZP1	-0.106625
WDR89	-0.114333333333333
EIF4G3	-0.8542
C5AR1	1.005
ZNF623	0.5465
A2M	-0.44225
TGM7	0.3285
GRPEL1	1.08066666666667
LMNB2	-0.4864
ROCK2	0.0585
SNX16	1.36
CCDC66	-0.6965
ANXA3	-2.36375
KIAA1609	1.946875
EED	-0.64875
RNF32	-1.27116666666667
HES1	-0.77
CLC	-0.621
ISL1	-0.9618
KIAA0528	-0.9055
MANEA	0.275
C1orf61	2.119
hCG_2001000	1.16275
RAPGEF6	-1.6102
KIAA0020	0.690833333333333
NEIL1	-1.2405
C16orf45	-2.096125
RBM10	-0.4265
C10orf125	1.41825
MRS2L	-0.486
DNAH17	-0.784625
C19orf10	-0.83475
C1orf160	0.78575
SLFN12	0.18025
EXOC3	0.0478333333333333
HIST3H3	0.11175
NCOR2	-0.246833333333333
TNFRSF9	2.38575
MFSD8	0.43875
ALX1	-2.7565
NOL1	-0.3805
PODN	1.42725
TIAL1	-0.723
HIST1H1E	0.27025
NPY6R	0.59
TM4SF4	3.69625
CORO2A	-0.29175
ETNK2	-0.517666666666667
APOE	0.919
ANGPT4	0.379
HDGF2	-0.86925
G30	0.529
ST8SIA4	-0.4695
F2RL1	-3.295375
FAM19A4	-2.382
CCAR1	-0.64475
B3GNT7	0.78575
OPHN1	-0.8178
DSCR6	-0.764
C21orf13	0.0801666666666667
GAS2L1	0.576833333333333
RFX3	0.0771666666666667
COPS4	-0.565875
BCHE	-4.97683333333333
BCL2	0.476875
HBZ	-2.853
ARL13B	-0.295375
MAPBPIP	1.004125
MYO15B	-0.772
SPZ1	0.18975
KIAA1324	-0.553444444444444
PLCL2	-0.251
C4orf29	-0.67875
WDFY2	-1.151
ZNF284	-1.5915
NAALADL1	-0.3755
DUSP5	-1.23833333333333
PXDN	-0.666
SLMO1	0.3955
TNXB	0.7612
BIRC7	-0.90675
A4GALT	1.49416666666667
TIMM22	0.29775
FAM110C	-1.06375
TOMM34	-0.050875
ABHD9	0.5485
ADAM32	3.271
CRHBP	-1.39675
AQP2	0.775
LOC130355	0.9385
ZNF187	-1.08666666666667
ZNF816A	-1.372
F7	-0.95575
CNOT1	0.3814
SLC13A4	-1.04675
ZBTB11	-0.81875
B3GALT5	0.448
EXOC2	-0.458166666666667
IRS1	0.4642
TMEM1	-0.238166666666667
MRPL34	-0.971666666666667
SAMM50	-0.311
CDC42EP3	0.022125
HSF2	-0.6673
MFN2	0.12925
TSPAN7	-2.05233333333333
NUCB1	0.563916666666667
RHOH	-2.2675
ARL16	0.6655
TACR1	0.01025
SFRS5	-2.1
SNX25	-0.982125
RHBDF1	-0.0328333333333333
PCDH18	0.8025
HMG1L1	-1.06275
MYO5C	0.13775
MAPK10	0.081
LDHAL6A	0.182833333333333
NUDT12	-0.576
NCAM1	0.05
GLIS2	1.147
GGTL4	0.844
DAPP1	1.82325
ATF7	0.678125
KIAA0748	-1.06775
NFIL3	0.806
TM6SF1	-0.5679
SEZ6	0.40875
NANOS3	-0.0826666666666667
DNAJA3	0.3065
CLDN6	-1.5915
CIITA	2.2747
EPHA4	-1.74425
FANCC	0.74275
CMTM3	-0.612125
PSG3	-0.47425
MRPL15	1.9525
C21orf59	-0.2755
PLCXD2	0.2095
C2orf34	-0.093875
UBE2L6	0.668125
MED14	-0.134666666666667
HP1BP3	-0.8044
C6orf208	0.0995
TPBG	-1.24425
OSR2	2.100375
XPC	-0.639333333333333
KLHL7	-0.278333333333333
CCR3	-0.643166666666667
AGTPBP1	1.55633333333333
PCSK6	-1.4632
STAT5A	-1.169
FAM18B	1.663
LONRF2	-2.54583333333333
PTPN2	0.812375
SF3A3	0.225833333333333
EFCBP2	0.50875
HCFC1	-0.487666666666667
AHNAK	-0.53965
ACTR5	0.29375
KIF14	-0.837142857142857
TENC1	-0.01
HEATR5B	0.6095
YIPF2	0.218166666666667
MYEOV2	0.794666666666667
DUSP18	0.30775
KIAA1012	0.152
AHR	-0.059
C17orf53	0.226333333333333
PTPRH	-3.58525
ATP6V1C1	1.2488
TAS2R3	0.2245
LOC440356	-1.20075
COQ10B	0.11325
PSMF1	0.192416666666667
SORBS2	4.4385
NFE2L2	-0.164
TMCO7	-0.26775
SH3PXD2A	1.0862
SH2D2A	0.2925
SPINK5	-3.25525
MRPS24	-0.13225
OPA3	0.6955
TRAF7	1.12233333333333
C4orf35	0.0571666666666667
MT1G	2.112125
MGC39545	-0.103
HS1BP3	0.7332
OR2B2	0.908
CHRM4	0.1815
SFRP2	0.249416666666667
RIC3	-0.4865
ART1	-0.2845
C6orf1	-0.544375
DUS4L	-0.697
C10orf104	0.69275
TNFAIP6	3.575
RTEL1	-0.72725
CCT4	0.2944
ZNF709	-0.456
CHMP6	0.679333333333333
UPP2	0.39175
CYP19A1	-2.99525
CD151	-0.5125
NDUFA13	-1.03216666666667
ARFRP1	0.00216666666666667
FAM26B	1.90975
CRYBA1	-1.894
MRPL41	-0.122
NPFFR2	-1.567625
HRH2	0.674
SCAMP3	1.17766666666667
MTMR6	0.1289
MTG1	-0.652
UBTD1	1.415
CRABP1	1.725
FLJ33790	0.2148
KIAA1908	-0.592333333333333
GPR158	1.22275
PACSIN3	0.704
OMD	0.604333333333333
CATSPER1	0.0186666666666667
HOXB8	-1.465375
FBXO46	0.2865
OAS1	0.7385
SVIL	-0.45125
PHB2	-0.46825
ADCY3	0.57
NDRG2	0.940333333333333
ERMAP	0.1886
APBA2	2.40283333333333
IGSF9	2.54525
WNT6	1.39792857142857
MYCBPAP	-0.02775
ATP2B2	-0.0399
CPVL	-1.456
TRAM2	-0.81875
NOP5/NOP58	0.20875
ZNRF4	0.102
TLK1	-0.27625
MTMR12	1.48435714285714
ZNF384	-0.164166666666667
FAM9B	-2.969
RPN1	0.3984
PMVK	1.7515
EIF3D	0.8396
SIX2	2.4895
HPS1	1.06285714285714
RNF7	-0.389
PSKH2	0.8395
KCTD13	0.698166666666667
CSMD3	-0.7365
FBF1	-0.4505
IL8	0.3875
SERPINB13	0.584833333333333
FBXL20	-0.1185
BLR1	0.47625
SH2B1	-0.336166666666667
RFNG	0.683
RAB20	0.357
RBM7	0.42525
POLR1A	0.516333333333333
TMPRSS4	-3.02825
TAF9	-0.953125
TERF2	0.348333333333333
TNFRSF1A	0.565666666666667
ACADVL	-0.5555
GTF2H5	0.01925
EDG8	1.711
C9orf140	0.19025
UST6	0.06325
ZBTB8OS	-0.686
ZNF710	1.086
GPR174	-0.913
ATP6V0A2	0.08575
KIAA0319L	0.15675
XKRX	0.2935
DOPEY2	0.4453
SDHD	-0.240833333333333
SUMF1	1.434
OSM	3.21925
OPN3	-0.55425
DAGLB	-0.00916666666666666
PPFIBP1	-0.5701
TRIM63	-4.40925
C10orf53	0.612
LYPD3	-0.628833333333333
BCL7A	-0.046375
AGER	-1.0875
TCF19	0.38575
SAT2	-1.297
PFTK1	-1.101
GABRE	-1.580375
C15orf38	0.8069
FIS1	-0.3405
KCNV2	-0.02625
CLPS	2.6775
PPCDC	-0.607875
FOXN2	0.465
NT5E	-2.547
CD83	0.37725
IL18	1.351625
VPS16	-0.7835
IGFBP2	-0.802833333333333
NOTCH2	0.94475
SIGLEC1	2.26625
CD93	4.885
SULF2	-2.7925
CEP164	1.49775
P53AIP1	-0.1215
TOR2A	-0.0175
ZNF136	-0.64175
MGP	-0.1993
CCDC144A	-0.833166666666667
TRPC1	-1.1425
SMS	-0.255333333333333
MAPK7	0.4375
RRAGC	1.215
PARD6A	-0.43
NUB1	0.88
SYNGR4	0.8675
OR11H12	0.455
WIF1	0.87475
GCH1	-0.521
OR11H4	0.4715
SLC44A5	-1.362
GPRIN2	2.29416666666667
LOC401431	-0.33725
CPA4	-2.4603
MELK	-0.146555555555556
IL15RA	1.086
CUL3	-0.20725
HMBOX1	-0.43275
PODXL	-2.84975
CCT6B	-0.5035
COMTD1	0.4045
MUC20	0.00316666666666669
GPX2	-3.170875
ITK	-1.221
FBXL5	-0.39225
C13orf27	-1.29575
DEFA5	0.451
TRHDE	-1.0095
MTP18	0.7195
UQCRQ	-0.8441
ITGB2	2.44816666666667
CSRP2BP	-0.48425
TAS2R44	0.839
PHPT1	-0.50675
FAM44C	-0.317
ERH	-0.3385
MPHOSPH1	-0.599833333333333
MORC1	-0.1145
PARVB	0.38025
LAMA1	-2.01791666666667
PGBD3	1.01175
GIMAP6	3.53625
AREG	-4.6935
LIPT1	-0.4745
MGC99813	-0.27775
C1orf201	0.243166666666667
GRIN2A	-0.9736
MAN2C1	-1.25925
NSUN5	0.07625
SF3B5	0.47125
MYC	1.60625
NRXN1	-1.00883333333333
ZNF18	-0.47625
SPDYA	-0.3235
SLC37A1	0.394
DECR2	-0.32975
ANKRD38	3.98225
SPTLC3	-1.70516666666667
SUPT16H	-0.597
DTWD2	-0.30325
ULBP1	-1.3455
ZADH1	-0.479
OIP5	0.22775
IL10RB	-0.027
OTUB2	-0.469
VWA3A	0.234333333333333
SPIC	0.4585
OR6C4	0.393
PSCD4	1.151
DPY19L2P2	-0.729
TRAPPC6A	-0.412833333333333
C21orf2	-0.408333333333333
CEMP1	0.34575
LIN7B	-0.0355
E2F7	-1.03516666666667
VCP	0.0489375
LAMA3	-0.232833333333333
BGN	1.25225
GPR160	-2.349
COCH	-4.58083333333333
GPR81	-0.329666666666667
APOBEC3F	-1.33025
tcag7.1017	-0.1135
C1orf32	0.6455
SCGB1D2	2.018
FLJ43987	-0.557
C6orf170	0.4235
KLK9	0.537
GPD1L	-1.410375
VPS37B	0.88875
ATG3	-0.168
ADAMTS17	-0.2055
KLHDC2	-1.40966666666667
NDUFV2	-0.5605
BLK	-2.42625
MATN4	-0.1545
GPM6A	-0.449571428571429
GBP4	3.41266666666667
TMEM162	0.398
PKP2	-0.753
HRASLS	3.207
MMP1	2.38975
SFXN3	-0.6507
FSD1	-1.3485
ST6GALNAC3	-0.185166666666667
CA12	-0.285
NCOA6	-0.24625
C19orf58	-0.1235
PPP4R1	-0.162333333333333
MAN1A2	0.246333333333333
IKBKAP	-1.2965
UPF1	-0.5465
KIAA1219	-0.16975
WNT16	-0.2464
SNW1	-0.806125
IL18RAP	2.4945
RPP30	-0.1625
CDC40	0.272857142857143
SETD3	-0.490333333333333
SLAMF6	0.0505
ELK4	0.0835
TRIM47	1.56266666666667
ACOX3	1.21975
TRIM6	0.724125
KIAA0372	-1.01583333333333
TP53AP1	-1.26175
SMURF2	0.3015
ADAD1	0.4615
EBP	-1.3456
KRTAP13-2	0.4135
FLJ36874	-0.549666666666667
TOR1A	-0.103666666666667
P2RY4	1.9075
GPBP1	-0.99775
TRPV1	-0.58225
ADAMTS12	0.424
PES1	0.6585
ATG4A	-0.00333333333333333
MAGEA10	-3.9095
WFS1	-0.58825
CC2D1B	0.233833333333333
PABPN1	-0.267625
SLC25A30	-0.6625
SLCO1C1	-0.5024
SLC22A5	-2.436
KIF23	-0.457166666666667
SYN2	1.151
ASPN	6.17016666666667
CENTG2	0.21975
QSOX2	-0.3996
FLJ10815	0.560833333333333
STK24	-0.5753125
SPEG	-0.3801
STK10	0.207666666666667
DACT2	2.003
AAAS	-0.733
SSX3	-1.2055
ABCD3	0.2108
C4orf12	-1.23125
PARVG	0.496333333333333
FIG4	-0.36
C9orf46	0.36125
TMCO6	-0.891
IGHMBP2	-0.21525
DUS2L	0.08
FAM3C	-0.342375
TMEM16D	-2.57475
DCTN4	-0.92075
KCNH3	-0.1765
EIF2AK2	-0.299
AP1S3	0.117125
CST4	0.2205
PAM	1.310625
NUTF2	0.16325
CITED2	0.265
SLC39A4	2.07575
C2orf52	-0.5615
GRM3	0.0495
C12orf49	1.650875
CCDC49	0.7387
GRAMD1B	-1.12375
FNDC4	-0.32725
SIAH2	-0.155
GDPD4	0.34425
C21orf87	0.629
ATP5A1	-0.547833333333333
C16orf63	-0.230875
LOC388135	-1.3135
ATP5J2	-0.62775
MMP3	-1.8325
EMID2	0.39725
CRHR1	0.3965
WDR70	0.26125
C13orf31	2.06575
ZFAND1	1.4795
CCL18	4.0755
C3orf49	-0.8425
RINT1	0.015
KIAA0408	-0.780333333333333
F13A1	2.2775
SLC10A1	0.422833333333333
OGN	-3.5635
GIPC2	-2.29683333333333
XPO6	0.102833333333333
LCE1A	0.8975
FMR1	0.2041
LOC374920	-0.6835
DUSP3	0.067875
ANKMY1	0.34
C7orf50	0.67775
BBS9	-0.2352
UNC119B	0.183875
C9orf72	0.94075
MGC35440	-0.86975
ENTPD6	0.04225
PPP1R2P9	0.7665
ERCC4	0.0825
FAHD2B	0.4705
HMHA1	0.9845
HACL1	-0.5885
RAD23A	-0.687
FAM83B	0.15425
PPP5C	-0.920333333333333
RNASEH2C	-0.193375
C9orf153	-0.48675
SCAMP4	0.237625
GHITM	0.721
NDUFB7	-0.16
ADCYAP1	0.2744
SP110	0.261
MAP3K7IP2	0.539
DHH	0.1385
AGRN	-0.282857142857143
WDR33	0.0968333333333333
CEP290	-0.554
PRPS1L1	-1.1575
KLRA1	-1.075
GPR97	0.3645
CHD7	1.10758333333333
TLR10	0.458
SLC30A8	-1.2685
HIC1	0.375
IAPP	0.892
RXFP4	0.85225
GP1BB	1.45475
SHQ1	0.5635
NKX2-3	0.280333333333333
API5	0.09025
FTHP1	1.258
MOV10L1	0.683833333333333
TRIM6-TRIM34	0.909833333333333
ADHFE1	0.50275
FAM117A	-0.449
DDI1	0.665333333333333
CDON	-0.564166666666667
TRIM73	-2.6145
IGKC	3.5695
MMP14	-0.648916666666667
DYNC1LI1	-0.036125
C11orf66	-0.09575
TRBV3-1	-1.1865
FASTKD5	0.14175
BIVM	-1.103
LHX4	-0.00425
CXCL2	-0.229
RAB2B	-1.72166666666667
IZUMO1	-0.62425
MAP3K15	-1.627875
FAM19A2	0.632166666666667
ZC3H8	0.279333333333333
ZMAT1	-1.66825
SPINK5L3	-2.421
SLC10A6	1.1185
APPL2	-0.866375
CARD10	-1.18983333333333
LOC402176	-0.618375
EEF1D	1.1913
RAB6A	0.8846
C12orf5	-0.891875
PAPOLG	0.38675
MSRB2	-0.05
BCR	0.910444444444444
PUS3	0.34325
TIAM2	0.81425
ZNF317	-0.642333333333333
CHD2	0.678142857142857
FZD5	-0.613
NUDT8	0.797
ZNF763	-0.056
PRC1	-0.515
ABCB9	0.424333333333333
SPATA3	0.786
TRAK2	-0.114125
STAB1	3.017625
LRRTM2	-0.307833333333333
psiTPTE22	1.41375
DBI	0.4915
SERPINA11	-2.8265
NAT5	0.56925
C20orf58	-2.04675
RPS6KA4	0.998166666666667
FLJ90650	-0.93825
TGFBRAP1	-0.08575
CHRDL2	0.168375
FAHD2A	0.1355
CNTN1	0.24575
BBS4	-1.5298
TMEM181	-0.11475
MINPP1	-0.22125
MPHOSPH6	-0.0228333333333333
HOXC10	-1.4548
ITPKB	0.111625
CLPTM1L	0.370875
MEOX2	-1.03583333333333
ATP6V0C	0.103625
PRPF8	-0.215833333333333
TMC5	-0.74475
FKBP3	-2.42675
PLEKHB2	0.173625
OR4D6	0.5725
ZNF544	-0.8756
D2HGDH	-0.276
RPL18A	-0.2805
HEL308	-0.4815
MPP6	-0.6755
TCERG1	-1.58325
KRT16	2.056
KLF17	-0.29475
KLF5	0.03975
CDR1	2.454875
VCX3A	-4.9835
FBLN2	1.815875
C14orf104	-0.38525
HBE1	-4.3698
OR4S2	0.772
C1orf108	-0.0298333333333333
ROBO4	3.48233333333333
CPEB4	-0.58425
C11orf80	0.0115
BCKDHA	0.238166666666667
MYOC	0.0985
GIF	0.6155
CKMT1A	2.7285
RPL3	0.7472
THBS1	1.1875
APOO	-0.549
ARMCX1	-1.282
HSZFP36	-1.72025
SNAPC5	0.32625
EIF4ENIF1	1.04625
ZNF433	-2.01175
TNFRSF21	0.0645
TMPRSS7	-0.28
SPATA18	0.3038
HPDL	1.175
MKL2	0.7425
TBX3	-0.453538461538462
C21orf93	1.01683333333333
DAXX	0.2855
ELMO1	-0.325
RGS13	1.7945
TAF11	0.24525
UNC13A	-1.152625
LOC653314	0.3225
ORC3L	0.244
IMAA	-1.1945
TARBP2	0.108
CABIN1	-0.4694
TRIOBP	-0.153
HIST1H2AC	0.9205
RGS22	-3.38383333333333
NCOA1	0.1785
IL25	0.4655
SNCG	0.8485
GPR6	0.8745
AMDHD1	-2.94233333333333
CHEK2	0.281125
C6orf142	-1.212
DRD4	0.87725
C14orf68	-0.6175
GDF11	-2.15375
SEMG2	-0.8215
CD247	-1.5165
CDAN1	0.29225
RBMX2	-0.119
TGS1	1.043
OIT3	-0.078
SYF2	-0.37175
MCM4	-0.03275
PKHD1L1	0.3825
CEP192	-0.684666666666667
IFT88	-1.30425
RPL9	0.0154285714285714
RAB32	0.22375
DDX43	-2.9515
P2RX2	0.354166666666667
OR5D18	0.333
UBE1	-0.476833333333333
SLC24A1	-0.0955
ARHGAP5	-0.92475
CETP	-0.582
KIAA1731	-0.682333333333333
SLC9A4	0.3585
PTPN6	0.94975
BAHD1	0.7055
GRIK3	0.198
CACNB2	-0.5338
PDE10A	-0.78125
DGCR14	0.34725
PCDHB9	-1.47716666666667
RHOQ	0.221166666666667
MAP3K4	-0.0335
KTI12	1.73066666666667
RPL23AP13	-1.81825
GNG11	-1.9445
CLCN3	0.632333333333333
GPAM	-0.1115
VSTM2A	0.3885
SLAMF7	2.458
INTS2	-1.34575
PPP2CA	-0.8173
LRP12	2.22993333333333
SEC14L2	0.143777777777778
DKFZP586H2123	0.877
MC3R	1.1155
CIRH1A	-0.0916666666666667
HIST1H2AB	1.05933333333333
POLH	-0.5185
MGC16703	-1.48933333333333
SNAPC2	-0.6175
FILIP1L	0.875
RASGRP4	0.539
LRRC1	0.1605
GAS1	0.45325
PRAC	-0.62725
DGKA	-1.07733333333333
NT5C3	-0.7055
PEG3	-4.39516666666667
NADK	-0.921
PRR17	0.72475
LOC374569	0.84675
SGSH	0.0678333333333333
NLRP8	0.5735
GALT	-0.3153
MCF2	-1.0905
ZNF263	0.05575
TACSTD1	1.48183333333333
TYR	-5.5346
ATP6AP2	-0.36275
RNUXA	-0.27975
ABHD10	0.0462
GDPD2	-0.7475
SLC35C1	0.80875
UBE2A	-0.14675
HERC5	-0.147
FAM112B	-4.10183333333333
FBXL16	-0.52725
DKFZP434A0131	-0.276
ELA3A	-1.8375
RBM41	-1.404625
HAO2	-0.2655
RNH1	0.308125
SHANK2	-0.223666666666667
OSBP2	-1.904875
DAK	-1.03166666666667
C3orf58	0.2505
TCL1B	-1.668
KBTBD2	-0.501625
SUGT1L1	-0.67425
UBE2E2	1.58266666666667
MYL9	2.1525
CDC23	0.0651666666666667
PBXIP1	1.2653
CXorf40B	0.087
NBL1	0.79325
RTBDN	0.9115
RAB11FIP5	0.183125
TTTY13	-0.5025
SCOTIN	-0.17275
SOHLH1	-0.540333333333333
CDKN1A	-1.08214285714286
NCK1	1.93775
ZNF550	-1.15425
SAPS3	0.0854166666666667
SPIN3	-0.895166666666667
MAGEE2	-0.3565
MIS12	-1.40866666666667
OR8H2	0.4905
KIAA0774	-2.10583333333333
UNC5D	-1.9385
CUL7	-1.08016666666667
LIPC	-2.9
DIO1	3.2285
C20orf11	0.0655
CTRL	0.74625
HS3ST2	-0.2825
PAK4	0.905333333333333
CCRL1	2.306
RNF10	-0.373875
ZNF567	-0.10275
ZNF660	-1.1675
TCEAL3	-1.43475
MAGOH	0.485666666666667
CENPB	0.622166666666667
C19orf7	0.137875
LOC388965	-0.112
ZCCHC13	0.301
JMJD1A	-0.687
HIST1H4H	0.687
TBRG1	-1.4914
GPC3	-5.084
TAF1C	-0.364625
EBNA1BP2	0.247833333333333
CIAPIN1	0.39725
PDGFRA	-0.710777777777778
CSTB	0.80725
CENPI	-0.353166666666667
GTF2E2	-0.518333333333333
RPP21	0.37
CCNF	-0.172333333333333
KCNQ3	1.741
FAM79A	1.65525
SLC22A12	0.641
NOVA1	-0.888833333333333
FZD3	-0.5731
AKAP8	-0.43275
