Hybridization REF	TCGA-AR-A0TZ-01A-12R-A084-07
PARS2	0.387
INTS12	1.22075
CTSF	2.708
BNIPL	1.639
GNA13	0.3055
HUNK	0.16125
ZBTB4	0.769875
B4GALT4	-1.00775
CHD1L	-0.958625
MSTO1	0.2145
FUT8	1.49553846153846
AGA	-0.21875
TRMT11	-0.693833333333333
WWP1	2.229
B9D2	0.313
STAT1	1.3915
PTTG1	-1.73183333333333
TMEM62	2.23175
SSBP2	0.19925
MRFAP1	1.73325
NME4	0.509875
LOC55565	-0.194333333333333
DLL4	2.8835
MYOCD	0.208666666666667
HTR3D	0.076
C9orf156	1.45
CHMP4C	1.97766666666667
PROCA1	-1.0845
GCDH	0.004
APOF	-3.20733333333333
WEE1	1.72383333333333
SSR4	-0.3
RGS1	7.6075
ACCN4	-2.47166666666667
FLJ20489	-0.093375
ZNF215	-2.625
AGPAT6	0.995625
PDE7B	0.0035
BBX	0.512375
MS4A3	-4.34333333333333
OR4A16	0.2105
EFEMP1	2.34325
TULP2	-1.13766666666667
RERE	0.181125
BNC1	-0.8625
PIGB	0.043
COMMD8	-0.8655
TRIP11	0.444333333333333
FLJ40142	-0.02625
PCDHB6	2.07125
FKBP8	-0.754166666666667
FLJ12716	1.1173
POT1	-0.0638333333333333
KIAA1109	1.20278571428571
PTPRC	0.0584166666666667
UNQ9391	0.368
CCT7	-0.707833333333333
EEF1A2	-4.78475
MIPEP	-0.019
ZFX	2.0535
UCHL3	-1.083625
LOC388419	-0.4835
GSG1L	-0.042
RAB24	-0.21525
SLA2	-0.409
SDS	3.27516666666667
LYPLA3	0.0465
CASQ1	1.17875
SLC25A40	-0.907166666666667
IRAK1BP1	0.52475
ACOT6	0.004
COL9A3	-6.3665
ASB11	-0.243
C2orf18	0.407833333333333
FOXD2	-0.5005
C6orf211	3.04175
OR8G1	-0.5045
MDGA1	1.237
ADARB1	-0.881875
GGT1	-2.54525
WNT1	0.049
DBP	0.15925
COL5A3	1.30875
RHOD	1.712
COL4A2	0.86625
LOC201164	0.5205
HEBP1	0.43425
LUM	1.56358333333333
ZCCHC6	0.86775
PAGE1	-4.79816666666667
DTX2	0.694
SLC7A13	1.186
H3F3A	0.872928571428571
RABIF	0.402875
D4S234E	-3.41816666666667
DYRK3	0.369
PFAS	-1.0695
ALOXE3	0.265333333333333
RPLP0	-0.329285714285714
RBM34	-0.0296666666666667
C12orf28	0.191
U2AF2	0.254166666666667
MKNK2	0.6278125
SEC16A	2.39491666666667
ZNF44	0.9424
YWHAG	-0.13275
IGF2BP2	-3.36358333333333
OR1D5	-0.4235
SIX6	-4.18575
CCR6	-1.541
PALM	1.269
PUM2	0.0506428571428571
SPRYD5	-2.2605
ALG10B	-0.05975
ZNF365	1.7405
PHC1	-2.0175
KIAA0913	-0.03875
ARX	0.93975
PPP3CB	0.7895
IRX6	0.293
ANGPTL4	-3.5136
LSM14B	-0.0306000000000001
PCDHGB7	0.59
INSM1	1.01883333333333
WBP2NL	0.0425
ZNF493	0.1075625
NGEF	-3.52275
RNASE13	0.3115
SPPL2A	-0.796166666666667
SFXN1	1.161
FAM102A	2.173625
SAPS2	-0.0943333333333333
JTV1	-0.7985
OR51B4	-0.85625
SCGB1A1	0.00683333333333334
NEUROD2	0.012625
tAKR	-0.61125
C1orf26	-0.20225
RICH2	-0.314
TEDDM1	-0.37
CYP2S1	-0.8245
TBCE	-0.760833333333333
MAPK1	-0.64925
HDHD1A	-0.39275
MRM1	-0.88375
ATP9A	1.01307142857143
HSD17B3	0.361333333333333
HN1L	0.0229166666666667
RNF216	0.284125
HOXD12	-0.163
PPP1R14B	-0.634125
SBF1	-1.20475
TAS2R42	0.569
USP46	0.0871666666666667
LILRB3	1.4995
SPI1	0.90625
OXSM	-1.218
GYS2	0.2305
NUPL2	-0.27025
C8orf46	-0.53625
SF3A1	-0.318
C21orf99	-0.10875
HOXB4	-0.0738999999999999
YRDC	-0.32825
GPRC5D	0.1295
BLVRA	0.54525
KIF12	4.347
LRRC23	-0.44375
FAM14A	-0.785
RASL12	0.996625
DAZAP2	1.45475
IKBKB	1.14214285714286
ZNF271	1.6795
BOK	0.91875
CXorf6	-2.822
MYEOV	-3.01725
BTN2A2	-0.4756
FRG1	-0.0735
HSP90AB6P	1.011
ENOX1	-0.3275
ZNF706	0.2882
DOK1	0.6637
PGAP1	0.19325
TMEM136	-0.32575
FSCN1	-2.11925
KIF17	-0.91575
TRIM66	-0.2135
CBR3	-1.23983333333333
C13orf24	-0.623
C19orf52	0.5695
BNIP1	1.239
AQP3	0.88275
KRT6C	-2.64416666666667
SIRPA	0.3415
IGFBP6	-2.56966666666667
PLEKHK1	0.501
RNASE7	0.428
ARHGEF15	1.3645
NPHS2	0.34475
SRD5A1	-1.055
REXO4	-0.01
EEF1DP3	0.134
SLC37A2	0.86975
ZNF142	1.361
ANKHD1	0.0185
MUT	0.7595
VPS37A	0.8125
GPRIN1	0.57325
SLC38A3	-1.033875
BAZ2B	1.858
WDR87	0.1495
BRD7	-0.58475
POU6F2	-1.249
NISCH	0.788125
TCEB1	-0.48975
LINGO2	-3.54675
TAX1BP3	0.01075
RPL34	-0.751277777777778
MARK2	1.3495
AKAP12	-2.9335
AMBN	-0.444
SLC25A27	-0.913
FLJ21865	-0.386125
KIR2DS2	-0.069
WDR77	-0.731
ATF2	0.126583333333333
ITFG3	0.435166666666667
SLC39A13	0.925
ARL6IP5	0.92075
C10orf137	0.631875
QTRT1	0.270666666666667
CCNT1	0.502
DYNLL1	0.4958
WDR53	-0.11925
LIPG	-1.17516666666667
ASAH3	0.0415
HELB	-0.24475
PHACTR2	-0.873375
VENTX	-0.2925
LAD1	-0.144166666666667
PAOX	1.43475
MAPK8	0.3435
CCDC38	1.428
DNAJC8	-0.5043
RBBP8	-0.3325
WNT11	-0.4168
KCNJ12	-1.30266666666667
HDAC8	0.346833333333333
STARD4	-2.99125
ACVR1	0.457333333333333
C14orf65	-0.09025
KLB	-2.2995
C1orf65	0.24575
ZFYVE28	-0.188625
NSUN6	0.57275
KIF27	0.669333333333333
SYTL2	1.089
UBXD2	0.3749
OR6T1	-0.176
CCDC91	0.2755
GRID2	0.2115
CALN1	-0.1235
ZNF423	0.181
PSMB4	-1.0735
XPNPEP3	0.185166666666667
ARPP-21	-3.9546
SART1	-0.02525
RACGAP1P	0.537
SPTA1	-5.9335
C6orf113	-0.5985
C7orf16	-2.87425
CHST7	-1.32316666666667
C21orf29	0.362833333333333
SEMA6D	-1.509
PCMTD1	1.2020625
KIAA1754	-0.293833333333333
MYCN	-2.203875
KCNJ3	-0.19725
MAPK13	2.4186
ERO1LB	-0.6145
NTF3	-2.8525
NKX6-2	-0.4225
GTF2B	0.1985
GSPT1	0.6405
GUSB	-0.4455
LOC221091	-1.534
LIG1	0.5415
EXTL3	-0.389
NID2	-1.41825
TTC29	0.437
TMEM97	-0.17925
EXTL2	-0.871
SUZ12	-0.1555
IL1F8	-0.396
KRT18	1.21390909090909
MRPS16	-0.329416666666667
PI4K2B	-0.335
LACRT	-0.09
OR51F2	-0.0265
JMJD2C	-1.025625
KGFLP1	1.56425
CDK5RAP3	-0.075
YTHDF2	0.295333333333333
GGCX	-0.936375
ARPC4	0.7475
EGLN2	2.3035
KBTBD4	1.44007142857143
ROBO3	-1.4365
DEFB118	0.511
KIAA1543	1.89175
RTCD1	-0.528333333333333
MZF1	-0.00275
C18orf26	0.162
CNIH4	-0.49
ZFP2	3.70766666666667
HTATSF1	0.232
WFDC2	2.7475
NDUFA7	0.47
TTC22	0.000166666666666671
FAM40B	-1.426875
DCPS	-1.26125
SH2D1B	-1.16216666666667
MRGPRE	0.0505
SBK1	0.63175
UNQ6411	0.025
OSBPL9	-1.45925
NUP107	-0.36375
MYOZ3	0.2927
PDE4B	1.92066666666667
FAM113A	-0.0165
IDH3G	-0.253833333333333
FBXL7	0.9495
ARFGAP3	-0.64225
MAPRE2	-0.537615384615385
IL1RN	-0.3032
KIF13A	-0.5555
RAC3	-0.409
TCTE1	-0.3605
TMEM14B	-0.714666666666667
ADIPOR1	0.792166666666667
GRINA	1.3475
CLIP4	-0.023
LRIT2	0.2105
TFPI	-3.81092857142857
FABP6	-2.715
SLITRK2	-0.6297
HKR1	1.902
SMTN	-0.65125
C1orf75	-1.005
CD209	0.1655
CYB5R2	-0.165
DNTTIP2	0.177333333333333
CSGlcA-T	1.434
GABRB3	-2.379
PCBD1	0.609833333333333
TAF3	0.145
HOXD3	-0.9
GIPC3	-0.168333333333333
P11	0.2002
BFSP1	-0.7625
LCP2	0.09625
TAS2R8	0.112
SEZ6L	0.46275
NR2C1	-1.19775
EXDL2	2.1876
TNFRSF13B	-2.83683333333333
MKI67	-0.8295
GLS	0.0754166666666667
C7orf54	-0.6952
LGALS13	0.321333333333333
IL4R	1.4485
SEC11A	-0.242333333333333
SPP2	0.423333333333333
C18orf32	1.3405
CLSPN	-0.578166666666667
SPAG1	0.51225
C9orf82	-0.682
TM4SF1	-2.45241666666667
EMILIN2	-0.3735
SMG7	0.706
TAS2R13	0.183
ZNF628	0.166
DZIP1L	1.15233333333333
ANKRD13A	-0.1427
VASP	-0.261
ZCCHC11	-1.35125
SYPL1	0.08925
MGC34774	0.01375
C4orf28	0.77275
KIAA1211	1.76858333333333
RPS27L	-0.979
TATDN3	-1.338
PDCD1	-1.16725
OR5P2	0.432
IFIT1L	1.022
MIPOL1	0.49075
OR51D1	0.74575
C1orf92	-1.27783333333333
LAMP2	0.822833333333333
CAT	-0.407
C16orf80	-0.67625
C15orf32	1.1905
ZNF746	0.99475
C1orf76	-1.2525
ATXN1	-0.1435
LAMC2	0.592
SLC2A7	0.065
CPOX	-1.31125
APH1B	0.488166666666667
LOC442245	-1.09725
CTNND1	1.13666666666667
GABRG2	-0.5335
MADCAM1	-0.492
F5	-3.89625
SEMA4F	-1.05116666666667
NUDCD3	0.987
PDZD11	-0.051
TRIML1	-0.3475
GCNT3	-3.10783333333333
TMEM120A	0.211
CNDP1	1.2705
N4BP1	0.3505
SLC35F2	-1.363875
LCP1	-0.972
IGBP1	0.4312
DCAKD	0.695
ELA2A	-1.247
C12orf56	-2.834375
PITRM1	-0.0573571428571428
GUK1	0.025
RASSF8	0.601
OR2A14	0.16925
ADM	-2.80933333333333
FGD3	3.9255
GHRHR	-0.162833333333333
RHPN2	1.84925
C4orf39	1.28666666666667
VPS72	-0.026
SERF2	1.15588888888889
CD22	2.54316666666667
CD47	-0.4977
PPIC	0.109166666666667
IMPDH1	0.22875
ACP6	0.599833333333333
PRKACA	0.475
PPP1R1A	-1.67175
TRPV3	-0.338
ASXL1	-0.186
C17orf55	-0.489166666666667
FXYD1	-1.45483333333333
LMOD2	-0.5135
ANKRD33	-0.0045
LCE2C	-0.271625
ZNF620	0.8675
DKFZP566E164	-2.02625
VSIG2	-0.8275
KIAA1128	0.79475
USO1	0.126833333333333
NUDT4	0.446357142857143
CLDN1	-1.26542857142857
OR4Q3	0.594
FASTK	0.101666666666667
ICOS	1.33283333333333
LDB1	1.43
GSTA5	-2.27525
ABCC1	-0.768833333333333
FAM54A	-2.00525
PCBP2	-0.0433333333333333
NUP205	-0.31575
ACTA1	0.024
GABBR2	-2.2185
PIP5K1B	2.131
AGXT	-2.207
RNF181	-1.064
ATP8A2	-0.5365
AFTPH	0.9473125
FGF21	0.1965
FCER1G	1.46675
SNTB1	-1.57675
SLC24A3	2.368
TXNL4B	-1.17
RPL10L	-0.444
LOC389517	-0.1674
TSGA13	-0.51
SHOX2	-1.18233333333333
ITGA7	-1.3031
KCNIP2	-0.281166666666667
KLF13	0.5669
ZFAND2A	-0.01
CEACAM1	-1.94585714285714
PFKFB4	-1.747
MED19	-0.4065
LRRC57	0.705333333333333
RNF11	-0.20925
ANKRD32	-2.20325
P117	-0.47325
OBFC2A	-1.241
POLD3	-0.75075
RAB18	3.746875
TPH2	-0.211666666666667
PHB	0.2415
JDP2	0.478833333333333
MORF4L1	0.529
POU2F1	0.065
CNNM2	0.0936666666666666
LOXHD1	-0.1095
ZC3H15	-0.0035
ELK3	0.913666666666667
FAM111B	0.0605
CBLC	3.08566666666667
SBNO1	-0.271
ANKMY2	0.26325
PLEKHA5	0.37825
DHX58	1.56516666666667
ARCN1	0.108333333333333
TREML1	0.0669
KNCN	-0.3235
SEC24A	-0.61475
PSCA	0.03725
MGC24125	0.700166666666667
DNA2L	-0.21325
CIB4	0.13275
HIGD2A	0.0578333333333333
TBX6	-0.166333333333333
TTLL5	-0.5485
SGK3	1.61866666666667
GCN1L1	-0.09875
AMOT	-0.0828
LDOC1	0.987333333333333
NRK	-0.0401666666666667
ASB9	-2.0505
NAT1	4.6324
TRAFD1	1.45225
PEAR1	0.3275
FAM36A	-0.95825
OR1S2	0.194666666666667
LOC388323	-2.084
PGS1	0.429166666666667
LEPREL1	-3.8265
TFF1	-1.441
HAP1	0.2305
EPHB2	0.384
ACTG1	1.48683333333333
ZFP42	-1.006
HAVCR2	0.1668
NME1	-1.032
SNX26	0.108833333333333
LACTB	0.0821666666666667
ZKSCAN2	-0.302875
C5orf35	0.118
ANKS3	-0.627
RBM28	-1.506
DKFZP586P0123	-1.118
HNRNPA1	0.196833333333333
BCAS3	-1.43041666666667
FLJ20184	0.4455
POLA2	-0.150333333333333
TMC7	0.817166666666667
HSD17B6	1.13
ZNF658B	1.54866666666667
TTTY10	-0.236166666666667
RANBP9	0.966416666666667
CPNE7	-0.878
EVL	1.96264705882353
LNX1	1.4255
IFNA21	-0.224666666666667
CFD	-1.13
PYCARD	0.403833333333333
MYBPC2	-2.175
ENPP3	-2.73216666666667
ACSL4	-1.84675
LOC440258	-1.3545
TMEM176B	2.51666666666667
SOX2	-0.2715
SCO1	-0.665666666666667
COMT	-0.261
AOC2	-0.30975
PDLIM5	0.170714285714286
SPHK2	0.5565
NXPH2	0.2845
GPR108	0.8395
RAD51L1	0.0853333333333333
TMEM54	0.20925
LETMD1	-0.503222222222222
SLC6A17	-0.0365
KRT75	-0.9355
STT3B	-1.785
CD3EAP	0.125833333333333
TMEM63A	0.52875
DUSP13	-2.4935
CD1C	-2.10383333333333
LASS2	1.77883333333333
AVP	-0.9285
PITPNM1	-0.616875
FLJ22795	-0.564
MCTP1	-2.1015
TRIM68	-0.626
UCK2	-1.06333333333333
ABHD1	-0.857
FAM50A	-0.43625
RNASEH1	-1.64016666666667
PCP2	1.012
OR52H1	0.358
C20orf149	0.914
RBP5	-2.193
HYAL3	-1.3855
CLPB	-2.554
SMNDC1	0.41575
DONSON	-2.55616666666667
FLJ27523	-0.76725
BARHL2	0.180166666666667
SLC30A9	0.6175
TMPRSS11B	0.13475
E2F8	-0.555666666666667
CCDC25	-0.523916666666667
C14orf48	-0.287
C20orf116	0.626625
TSPAN11	0.1485
YIF1B	-0.9485
FAM12B	0.7555
OR1L6	0.1515
HPN	0.8581
NBN	-0.2125
C14orf94	-0.240333333333333
OCLM	0.3125
ZSCAN18	2.083
L3MBTL	0.0446
TSTA3	0.616333333333333
RAC1	0.7725
C19orf15	0.445333333333333
NFE2	-6.254
KLK14	0.3405
ARSF	0.124
MAST2	-0.424666666666667
AMICA1	1.23483333333333
GTF2A1	-0.093
ATP1A3	0.3005
TC2N	1.9634
PNKP	0.3185
ODZ2	-3.495125
MATR3	0.704125
S100P	-2.439875
KRT82	-0.6645
CA13	-1.2492
PROZ	-0.619
AASDH	0.30075
C19orf40	0.206333333333333
DCK	0.299538461538462
FAM5C	-2.1915
SLC6A4	0.265
MID1IP1	-0.528625
TESSP5	0.23
TMOD4	-0.101166666666667
DOCK2	-0.653333333333333
TUG1	0.752125
NUP214	-0.4245
DPYSL2	-0.525409090909091
GOLM1	0.908583333333333
MPFL	0.062
SOX13	1.016
SDCCAG8	0.7823
KEL	-3.023
NUP210L	-2.82075
GK	-1.083125
DNAJB1	1.118
ALPK3	-0.119
CHID1	0.4623
CYLC2	-0.2175
IKZF5	0.68275
C8orf51	0.556
PPM1J	1.67475
GIMAP8	2.147
GPR101	0.2345
NR2F1	-1.399
ACAD8	-0.60875
RBM35A	1.79225
GNAI2	0.231833333333333
METTL8	-0.492
SLC39A7	-0.25425
FBXO8	1.21225
CAMK1	0.1105
RFC3	-0.364125
FAM129A	1.38085714285714
ILF2	-0.04575
FGFBP3	-1.192375
NOM1	-0.958666666666667
PSMA3	-0.5675
ASCC3	-1.539
ZYG11A	-0.519
SOX21	-1.860375
LYRM1	-0.09125
DEFB1	-0.8385
LOC91431	-1.45083333333333
OR7C2	1.667
FAM46B	-0.81525
TMEM18	-0.601
ARHGAP30	0.808166666666667
TMEM86A	1.4805
EPHA2	-1.06533333333333
C10orf46	1.36285
TCHH	1.15566666666667
C3orf30	0.283333333333333
LOC285636	0.2165
PAIP2	0.6715
CYP2U1	0.86025
C12orf34	1.06275
SARS2	-0.585
ZCWPW1	-0.11125
SAMD12	1.5655
KIAA1430	0.757125
ACAT1	-0.66375
MEOX1	1.83933333333333
ADAMDEC1	4.473
PHKA2	-0.94225
CARD11	-1.19583333333333
CALML4	-1.6335
TSSC1	-0.69475
TMEM45A	-1.34788888888889
MPP7	1.12925
POU1F1	-0.65525
SLC2A13	-1.115
FBN2	1.15957142857143
ZC3H7A	0.31
LAIR2	-1.2475
ST3GAL1	0.110833333333333
LCT	-2.80775
GEMIN8	0.590666666666667
KLF16	-0.1544
HIF3A	-0.2489
FAM44A	0.517571428571429
AQP10	-1.4506
PLA2G2A	-0.9745
FOLH1	1.26766666666667
C20orf186	0.2005
MAPKAP1	0.958125
SPRR2D	-1.91875
UBQLN4	1.26216666666667
RSHL1	-0.193
PIAS3	1.196875
MRPL24	-0.004
GREB1	0.426375
FAM27E3	-1.6025
NUP62CL	0.5125
NEUROG3	0.052
REEP3	0.158583333333333
MARK1	-2.00575
LMBRD1	0.7785
PRPF19	-0.2155
PNMT	1.28833333333333
CTGLF1	0.3725
SLC25A16	-0.09175
EIF2B3	-1.4315
RPA2	-0.152
PAK6	1.7695
CCDC26	-4.2975
SEMA3E	0.876625
MXD4	1.2644
TNFSF10	1.0175
SMARCB1	-0.0621666666666667
DTX3L	0.573166666666667
PLA2G4E	-0.173
PPAP2A	0.34725
ULK1	0.81725
TAS1R3	-0.128
SLC2A3	-2.087
ARID3A	-2.63625
GNG5	-0.7445
ACOX1	-0.1143
KIF5B	0.01475
NUP153	0.60675
MUC7	0.114
CSDE1	-0.576
CLPTM1	0.776
C3orf23	-0.567
LRRC17	1.194
TTYH3	-0.476875
ATP5B	-0.1175
ELF3	2.8388
CPSF3L	0.00316666666666667
ZNF665	1.28616666666667
TLR6	0.00620000000000001
GPI	-0.868375
RAD9A	0.32925
NDST4	-3.7655
AGPAT3	-0.564
MAGI3	2.61833333333333
ADORA2A	2.8465
CACNG7	0.1995
CAMK2D	0.812285714285714
CCHCR1	-0.7025
RPS27A	-1.30625
OR10G7	-0.264666666666667
GCM2	0.5635
FAM135B	-0.0558
E2F1	0.07725
PLCB3	0.887
OR2AE1	0.4045
COIL	0.8865
CDC25C	-1.00416666666667
RAB11FIP2	0.453416666666667
TSC2	0.632
CTGLF5	-0.1845
CCDC108	0.000700000000000006
OR13C4	0.299
C10orf81	2.5855
PTPRB	0.87475
ACP2	1.1075
LAG3	-1.03225
MRPL54	-0.3755
LOC201175	-0.8525
ITGB1BP3	-2.40375
SPTAN1	0.3835
SIPA1L2	0.254
RCAN2	-0.287
CDX2	-0.901
ECOP	-0.2475
ACTR1A	-0.0255714285714286
PPARG	-2.31016666666667
BBS10	0.459833333333333
TMEM44	0.024125
BPIL2	-0.07275
CITED1	-0.24425
IRF6	4.29725
PRDM4	1.07133333333333
RRP9	-1.23683333333333
OR10H4	0.10025
IL31RA	-0.11775
GNB1L	-1.3125
MYBL2	-0.775875
ZNF407	1.45366666666667
PPIG	0.435666666666667
TTC18	1.04675
RPSA	-1.5815
MAPT	2.501125
MRE11A	-0.0922142857142857
C8orf37	-0.305333333333333
RASGEF1C	-0.838333333333333
STBD1	2.2765
CTAG2	-0.904
MGAT5B	-0.983
ECM1	2.5255
RLN1	0.1875
PARP14	0.72025
EPB41L1	0.7049
HOXA3	-1.19358333333333
MAGEA9	-4.00825
RPS8	-0.900166666666667
RPS19BP1	-0.868
FOXJ2	0.550125
C10orf76	1.072875
IL17RE	-0.07025
C10orf65	0.3945
ZNF343	0.612333333333333
FBXO33	0.153
UHMK1	2.1178
LY6G6C	0.43275
FGF19	-0.07075
C14orf128	-0.886833333333333
IFIT2	0.988625
TIGD1	-0.1675
S100G	0.3495
GUCY1B3	1.6935
NR3C1	-0.309
CORO1B	1.01966666666667
PARP11	0.10425
DNALI1	3.12383333333333
OR4N4	0.385
MAP2K6	-1.19216666666667
FSTL4	0.578
ANKRD47	0.7675
TMEM171	-1.8545
PNLIP	-0.12225
YY1	0.839333333333333
CCDC138	-1.429
AASDHPPT	-0.2467
CKS1B	-0.4667
MCM3	0.421333333333333
ANAPC7	0.357
FAM110A	1.892
CDC37L1	0.0756666666666667
THTPA	1.04125
NBPF20	-0.4585
WDR24	0.37625
NPTX2	-2.39425
CBLB	-0.102166666666667
CETN1	0.227166666666667
RPUSD1	-0.17975
FAF1	-1.2365
CDK6	-3.1156
HMX2	0.115
CSK	-0.243
TEAD2	1.88675
SNAP25	2.2725
TUFT1	1.2064
TMTC3	1.40633333333333
LCK	-3.0945
SGOL1	-0.825166666666667
AKTIP	1.543
FURIN	0.47875
SOX12	0.648666666666667
DEFB103A	-1.26
RAMP1	3.29
KIR3DX1	0.099
GAS2L3	-0.04675
PDE8A	-0.911
EDN3	-0.6925
GMIP	-0.34725
SF3A2	-0.14625
FN3KRP	1.5245
SMAD7	1.15725
RHBDD2	1.127
OR11H6	0.1615
PPP1R3B	2.7494
C9orf23	-0.07925
CADPS	-1.36125
GOLGA8A	-3.16375
TMEM57	0.17
RGL3	-1.485
S100A14	3.26825
FGFR2	1.4606875
XRCC3	-0.64175
RTN4RL2	-0.086
MGC3771	0.5065
GH2	-0.240666666666667
BTBD2	0.24775
LMO2	-0.44375
RDBP	-0.09975
ACRBP	-1.70325
AMY2A	2.78875
DUOXA1	0.034
PTK7	1.36183333333333
TWF2	-0.561833333333333
FAM80A	-0.58175
TNNI2	-3.898
GLT25D1	0.212666666666667
OCC-1	-1.1455
CYC1	-0.324333333333333
RPL22	-0.665590909090909
MORN3	1.01566666666667
DISP1	0.7685
PRB2	-0.6365
CHUK	1.14775
HR	0.065875
CCDC134	-0.816875
DENND4B	-0.9375
C14orf130	0.406125
RAB33A	-2.5695
DCST2	-0.1155
TNMD	-2.55725
PEX7	-0.00149999999999999
FAM62A	0.0385
SRD5A2L	0.0535
IL22	0.322
RPS26	-0.887833333333333
HOXC5	1.171
SPATA6	-0.069
FLJ38482	1.167875
ZNF234	0.995
C18orf22	1.212
SPATA22	-0.2145
THOC1	0.996
CYP7B1	1.57625
KCNC3	0.66775
C8orf42	-0.4325
ALDH1B1	0.415166666666667
CCDC100	0.841
ARMC4	2.199
FAM18B2	0.31225
SLC44A1	0.769
FBXO17	-2.28166666666667
C6orf107	0.3425
C19orf29	-0.11875
ZC3HAV1L	0.13425
PARP6	0.2723
SULT2A1	-5.157125
C1orf159	-1.16975
TMC1	-0.10375
CHST14	0.8355
GAMT	-0.244666666666667
SMCP	-0.0201666666666667
TSPAN33	0.898666666666667
MIDN	0.58475
NOX4	1.2345
RNASEN	-0.172
TBX1	-2.23216666666667
SALL2	-0.38475
C10orf35	1.44675
CYP2E1	1.118
LRFN2	1.82033333333333
ACO1	-1.83766666666667
IQCG	1.0383
MEGF9	3.37925
TM7SF4	0.9625
PLEKHA1	0.229866666666667
STK33	-2.87675
C1orf210	1.4
SNUPN	-0.0436
KIAA0406	0.7087
C20orf29	0.621
TMEM55B	0.90225
OSTM1	-1.939875
CLCN7	-0.313
OTP	0.425
FLJ23049	-0.57725
HEATR4	1.0035
MAP3K10	0.255333333333333
PCDHGA9	1.1085
AMDHD2	1.03775
LCTL	-1.7895
PDCD2L	-0.834
CABLES2	0.8515
SLC5A9	-0.78225
CLCA2	-2.61383333333333
MGC16025	-1.186
STRAP	-0.911166666666667
C20orf196	-0.113
RRBP1	-0.154166666666667
NAT13	-1.00325
MAT2B	1.15425
CSNK1D	-0.8765
KIR3DL1	0.12875
PRKAG3	0.2305
ZNF599	2.6855
PRM3	-0.268
PER2	2.04583333333333
ASPHD1	-3.382
PRMT6	0.49375
KCNE1L	-1.53135714285714
FAM118A	-1.19366666666667
TAF4	0.26325
NDUFB6	-1.55425
TRIM9	-0.96225
PMFBP1	-1.35575
KY	-0.371
DKFZp762E1312	-1.43145454545455
CSMD1	-1.53675
TBP	-0.454166666666667
OR1Q1	0.4145
RETNLB	0.05675
HPGD	-0.711214285714286
DNAJC12	1.15233333333333
FKBP1B	-2.87475
ANKRD24	-0.264166666666667
CXXC5	1.06983333333333
IL3	-0.089375
DRAM	0.00849999999999999
PTCH1	-1.741375
TP53BP1	0.92875
SLC17A7	-0.4115
COL25A1	-0.907
AMACR	0.382666666666667
RHCG	0.1975
VPS13A	0.0670833333333333
FAM55D	-0.293
PRPF38B	0.0840833333333333
OSBPL6	-1.23625
PFDN5	-0.0858
CMTM6	0.521125
KCNK12	-2.57975
RP2	0.5435
C16orf52	-2.2395
PICK1	1.3895
IFNE1	-0.900166666666667
SEMA4B	1.4665
TYRO3	-1.8355
OR12D2	0.118
CSNK1A1	1.127
FANCF	1.994
LONP2	-0.065375
TBL1Y	-0.98025
LDOC1L	0.408375
CCNC	-0.6945
C3orf60	-1.36625
CHKA	-0.821
UBAP1	0.95775
MAP3K1	1.1135
ANKRD9	-1.88125
FAM92A1	-0.579833333333333
GAB2	0.074125
AZU1	-0.413
DIS3	-0.997833333333333
C21orf109	-1.2945
IQCB1	-1.2325
SPATS2	0.380166666666667
EFCAB3	0.02275
PRB3	-0.298875
FUZ	0.3015
ZNF813	1.295625
BMPER	-0.589333333333333
HEG1	-0.3985
ALS2CR11	-2.02575
SURF2	-1.0615
PSMC1	0.474666666666667
OR2D2	-0.015
SLC7A8	3.07333333333333
C4orf40	0.2025
SPATA7	0.751
MAZ	-0.13675
PIN4	0.507
PDE1A	-0.619375
TAF6L	-0.0055
OR2T34	0.24
KIAA0284	0.91025
ACADS	-0.551818181818182
MKRN2	0.375
C18orf56	-1.61375
MS4A6E	-0.343833333333333
GALNT4	1.3094
C22orf31	0.4005
FLJ36070	0.052
PSME4	-1.14525
TFG	-0.2585
EPHX2	2.1
ANXA5	-0.193625
KRTAP1-1	-0.2432
BATF	1.736
KARS	-0.698
MSTP9	-0.3735
GPR26	1.344
CCDC72	-0.4385
TEF	0.593833333333333
FOXK1	-0.2031
PRLHR	0.6555
EMX1	0.27275
C11orf30	-0.234875
ICK	0.47375
THSD7B	-0.14775
C21orf100	-0.432
DUOX1	0.6825
EFCAB4B	-0.232
UBE2G2	-0.673333333333333
C3orf54	-1.135
PARP1	-0.996
FAM60A	-0.588333333333333
C6orf146	-0.54525
OR9K2	0.7995
DDX55	-0.698833333333333
RPS15	-0.349416666666667
ZNF618	1.5015
DKFZp686D0972	1.03525
SSPO	1.3885
SHFM3P1	1.87833333333333
CPA6	4.51375
JAG2	0.82925
DEFA3	1.0015
PPBPL2	0.342333333333333
CD34	3.80475
SLCO4A1	-3.304875
AFG3L1	-1.25383333333333
SHD	-1.2345
RP13-122B23.3	0.121
PRKCSH	-0.354333333333333
DPH5	-0.162
HLA-F	1.12675
TBC1D4	-1.4685
RIG	-0.2036
GLUD1	-0.164333333333333
HNRPCL1	1.757625
HBXIP	-0.285
RNF207	0.774
APIP	-0.53275
PLA2G3	-2.13116666666667
CCDC84	-2.07075
MYLIP	1.24353846153846
PHIP	0.17825
AARS2	-0.251666666666667
