Hybridization REF	TCGA-A8-A08S-01A-11R-A034-07
SNX25	0.883625
RHBDF1	1.03233333333333
PCDH18	0.5185
HMG1L1	-0.28875
MYO5C	1.044125
MAPK10	2.394
LDHAL6A	-1.2718
NUDT12	1.4785
NCAM1	-0.318125
GLIS2	0.62
GGTL4	-0.88775
DAPP1	1.292
ATF7	0.5525
KIAA0748	-1.40675
NFIL3	-1.73375
TM6SF1	0.2543
SEZ6	-0.018375
NANOS3	0.369833333333333
DNAJA3	0.210333333333333
CLDN6	-2.534
CIITA	2.6675
EPHA4	-1.91366666666667
FANCC	0.3395
CMTM3	-0.190625
PSG3	-0.33825
MRPL15	0.37375
C21orf59	-0.688
PLCXD2	-0.089
C2orf34	-1.304375
UBE2L6	2.347625
MED14	-0.2515
HP1BP3	-0.9231
C6orf208	0.3585
TPBG	2.07075
OSR2	0.832875
XPC	0.687166666666667
KLHL7	-1.46158333333333
CCR3	-0.0813333333333334
AGTPBP1	-1.596
PCSK6	-1.29533333333333
STAT5A	-1.5215
FAM18B	-0.89725
LONRF2	2.12316666666667
PTPN2	-0.34425
SF3A3	-1.30083333333333
EFCBP2	-0.14
HCFC1	-0.393666666666667
AHNAK	0.5951
ACTR5	-0.3125
KIF14	-2.25071428571429
TENC1	1.41825
HEATR5B	0.077
YIPF2	0.213333333333333
MYEOV2	0.853666666666667
DUSP18	1.0105
KIAA1012	-0.03375
AHR	0.479
C17orf53	-1.2755
PTPRH	-4.18875
ATP6V1C1	1.0025
TAS2R3	-0.1925
LOC440356	-0.64675
COQ10B	0.05575
PSMF1	0.836916666666667
SORBS2	-0.183083333333333
NFE2L2	-0.0815
TMCO7	-0.14725
SH3PXD2A	-0.9103
SH2D2A	-1.55375
SPINK5	-3.038
MRPS24	-1.11
OPA3	0.38775
TRAF7	-0.206
C4orf35	0.237833333333333
MT1G	0.2745
MGC39545	-0.6865
HS1BP3	0.8353
OR2B2	0.635
CHRM4	-0.0695
SFRP2	2.30675
RIC3	-1.21375
ART1	-0.448
C6orf1	1.757
DUS4L	-1.2525
C10orf104	0.946
TNFAIP6	2.16325
RTEL1	-1.191
CCT4	-0.5886
ZNF709	-0.2205
CHMP6	0.407333333333333
UPP2	0.36275
CYP19A1	-1.58925
CD151	-0.576333333333333
NDUFA13	0.0636666666666667
ARFRP1	-0.685833333333333
FAM26B	0.4635
CRYBA1	-1.115
MRPL41	0.746
NPFFR2	0.4525
HRH2	0.193
SCAMP3	0.399666666666667
MTMR6	0.527
MTG1	-0.867166666666667
UBTD1	0.8155
CRABP1	-1.49
FLJ33790	-1.8405
KIAA1908	-1.17733333333333
GPR158	-2.60775
PACSIN3	0.4015
OMD	4.32033333333333
CATSPER1	-0.374166666666667
HOXB8	-1.013875
FBXO46	0.4125
OAS1	3.4775
SVIL	0.5845
PHB2	-0.65075
ADCY3	-0.731
NDRG2	1.75533333333333
ERMAP	0.1215
APBA2	-1.70333333333333
IGSF9	1.27725
WNT6	-0.473571428571429
MYCBPAP	2.298
ATP2B2	0.0702
CPVL	-1.6577
TRAM2	-1.15691666666667
NOP5/NOP58	-0.66025
ZNRF4	0.21275
TLK1	0.0965
MTMR12	-0.118
ZNF384	-0.119833333333333
FAM9B	-2.9925
RPN1	0.2777
PMVK	1.0755
EIF3D	-0.2692
SIX2	-1.213
HPS1	0.527142857142857
RNF7	-0.08275
PSKH2	0.374
KCTD13	0.00300000000000001
CSMD3	-0.6746
FBF1	-0.3625
IL8	-5.541375
SERPINB13	-0.509916666666667
FBXL20	2.488
BLR1	0.39125
SH2B1	-0.215666666666667
RFNG	-0.11175
RAB20	1.40766666666667
RBM7	-1.1885
POLR1A	-0.608333333333333
TMPRSS4	2.19625
TAF9	-0.480625
TERF2	-0.172166666666667
TNFRSF1A	0.9125
ACADVL	-0.416166666666667
GTF2H5	1.221
EDG8	-1.03683333333333
C9orf140	-0.7615
UST6	0.078
ZBTB8OS	-1.3805
ZNF710	1.581
GPR174	-1.816
ATP6V0A2	-0.009
KIAA0319L	0.381833333333333
XKRX	1.3695
DOPEY2	1.5646
SDHD	-0.796666666666667
SUMF1	1.7625
OSM	1.84675
OPN3	-1.641
DAGLB	-0.428333333333333
PPFIBP1	0.4313
TRIM63	-3.9795
C10orf53	0
LYPD3	0.7945
BCL7A	0.264125
AGER	-1.08466666666667
TCF19	-0.31525
SAT2	-0.16575
PFTK1	-0.900333333333333
GABRE	-3.344125
C15orf38	2.9012
FIS1	-0.059
KCNV2	0.35525
CLPS	0.49425
PPCDC	-0.060375
FOXN2	0.122333333333333
NT5E	-2.9081
CD83	0.47775
IL18	0.2575
VPS16	0.655
IGFBP2	1.6555
NOTCH2	0.717
SIGLEC1	3.385125
CD93	3.9985
SULF2	0.08
CEP164	-0.5775
P53AIP1	0.0221666666666667
TOR2A	0.095
ZNF136	-0.0275
MGP	3.8644
CCDC144A	-1.0265
TRPC1	-1.1875
SMS	-0.1405
MAPK7	-0.0963333333333333
RRAGC	0.2475
PARD6A	1.06033333333333
NUB1	0.513666666666667
SYNGR4	0.50975
OR11H12	0.5895
WIF1	-0.113
GCH1	1.117
OR11H4	0.234
SLC44A5	1.8175
GPRIN2	0.961833333333333
LOC401431	0.703
CPA4	-3.0019
MELK	-1.96577777777778
IL15RA	0.05875
CUL3	0.861875
HMBOX1	-1.756
PODXL	-2.8675
CCT6B	0.4415
COMTD1	-0.22375
MUC20	2.1355
GPX2	-2.5415
ITK	-1.648375
FBXL5	1.38075
C13orf27	-1.743
DEFA5	0.034
TRHDE	-0.251
MTP18	0.017
UQCRQ	0.409
ITGB2	1.68166666666667
CSRP2BP	1.00225
TAS2R44	0.841
PHPT1	0.983375
FAM44C	-0.12725
ERH	1.41625
MPHOSPH1	-1.44783333333333
MORC1	-0.4795
PARVB	-1.5135
LAMA1	-2.38758333333333
PGBD3	0.18475
GIMAP6	3.37675
AREG	-4.0015
LIPT1	-0.5375
MGC99813	-0.539
C1orf201	-0.0771666666666666
GRIN2A	-0.735
MAN2C1	-0.634375
NSUN5	-0.68275
SF3B5	0.703
MYC	-2.463375
NRXN1	-0.675
ZNF18	-2.0165
SPDYA	-0.308625
SLC37A1	0.672
DECR2	0.397
ANKRD38	0.8915
SPTLC3	0.346416666666667
SUPT16H	0.306375
DTWD2	1.313
ULBP1	-0.469
ZADH1	1.24616666666667
OIP5	-2.211
IL10RB	-0.0168333333333333
OTUB2	0.410875
VWA3A	0.943666666666667
SPIC	0.396
OR6C4	-0.096
PSCD4	1.0355
DPY19L2P2	-0.7725
TRAPPC6A	0.432833333333333
C21orf2	0.174166666666667
CEMP1	-0.27975
LIN7B	0.0535
E2F7	-1.791
VCP	0.00262499999999997
LAMA3	1.70041666666667
BGN	1.4885
GPR160	1.23
COCH	-4.32183333333333
GPR81	0.690666666666667
APOBEC3F	-2.019
tcag7.1017	-1.03275
C1orf32	0.167
SCGB1D2	6.8495
FLJ43987	-0.635
C6orf170	0.1935
KLK9	0.344
GPD1L	1.663625
VPS37B	0.2115
ATG3	-0.295833333333333
ADAMTS17	0.288
KLHDC2	0.778666666666667
NDUFV2	0.24525
BLK	-3.12075
MATN4	-1.528
GPM6A	-0.34425
GBP4	3.77966666666667
TMEM162	0.0903333333333333
PKP2	0.1975
HRASLS	0.729
MMP1	-1.92575
SFXN3	-0.0704
FSD1	-1.69366666666667
ST6GALNAC3	-2.30883333333333
CA12	3.9577
NCOA6	0.48575
C19orf58	-0.3226
PPP4R1	0.594
MAN1A2	1.66383333333333
IKBKAP	-0.989
UPF1	0.0728333333333333
KIAA1219	0.762
WNT16	-0.241
SNW1	0.620125
IL18RAP	2.61975
RPP30	-0.47175
CDC40	0.365214285714286
SETD3	0.812833333333333
SLAMF6	-0.41125
ELK4	-0.9215
TRIM47	0.234
ACOX3	0.46175
TRIM6	1.25075
KIAA0372	-0.177333333333333
TP53AP1	0.879875
SMURF2	-0.77775
ADAD1	0.593
EBP	-1.1747
KRTAP13-2	-0.1335
FLJ36874	-0.918
TOR1A	0.078
P2RY4	0.6105
GPBP1	0.39925
TRPV1	-0.038875
ADAMTS12	0.182166666666667
PES1	-0.246
ATG4A	1.18066666666667
MAGEA10	-4.6515
WFS1	2.0095
CC2D1B	-0.424166666666667
PABPN1	0.055625
SLC25A30	0.50025
SLCO1C1	0.461333333333333
SLC22A5	1.229
KIF23	-1.92733333333333
SYN2	-0.599
ASPN	7.17766666666667
CENTG2	1.3245
QSOX2	-1.5673
FLJ10815	0.127666666666667
STK24	-0.110875
SPEG	0.0871
STK10	0.180166666666667
DACT2	-2.53
AAAS	-0.49325
SSX3	-1.40875
ABCD3	0.3685
C4orf12	-0.341125
PARVG	0.364
FIG4	1.22325
C9orf46	1.151
TMCO6	-0.3335
IGHMBP2	-0.98475
DUS2L	-0.656833333333333
FAM3C	-0.84375
TMEM16D	-2.247875
DCTN4	0.50275
KCNH3	0.08725
EIF2AK2	2.035
AP1S3	0.16375
CST4	0.5825
PAM	-0.7715
NUTF2	-0.92425
CITED2	0.7104
SLC39A4	0.3785
C2orf52	-0.7585
GRM3	0.0255
C12orf49	1.216
CCDC49	2.1979
GRAMD1B	-1.606625
FNDC4	-0.5835
SIAH2	2.065375
GDPD4	0.1325
C21orf87	1.048625
ATP5A1	-0.144666666666667
C16orf63	0.136
LOC388135	2.59866666666667
ATP5J2	-0.889125
MMP3	-1.75225
EMID2	-0.347
CRHR1	0.4275
WDR70	-0.213
C13orf31	1.9475
ZFAND1	0.21
CCL18	4.0955
C3orf49	0.9915
RINT1	-0.5795
KIAA0408	-2.556
F13A1	4.7639
SLC10A1	0.0681666666666667
OGN	5.92025
GIPC2	-2.3028
XPO6	0.2035
LCE1A	0.3775
FMR1	1.0064
LOC374920	0.035
DUSP3	0.785875
ANKMY1	-0.05375
C7orf50	0.21025
BBS9	-0.8941
UNC119B	0.5515
C9orf72	0.04225
MGC35440	-0.69375
ENTPD6	0.15925
PPP1R2P9	-0.043
ERCC4	0.33425
FAHD2B	0.6845
HMHA1	-0.322
HACL1	-0.593
RAD23A	-0.244166666666667
FAM83B	-2.69933333333333
PPP5C	-0.679
RNASEH2C	-0.159625
C9orf153	-0.505
SCAMP4	0.74725
GHITM	0.5938
NDUFB7	0.1835
ADCYAP1	-0.2625
SP110	2.32016666666667
MAP3K7IP2	0.8365
DHH	-0.284
AGRN	-0.255785714285714
WDR33	0.1365
CEP290	0.679833333333333
PRPS1L1	-1.1145
KLRA1	-0.1195
GPR97	-0.0445
CHD7	0.274083333333333
TLR10	0.30425
SLC30A8	1.451
HIC1	0.802333333333333
IAPP	0.388
RXFP4	0.27025
GP1BB	0.64125
SHQ1	0.3885
NKX2-3	0.515666666666667
API5	0.1965
FTHP1	0.5995
MOV10L1	0.614666666666667
TRIM6-TRIM34	2.73566666666667
ADHFE1	1.24375
FAM117A	-2.92875
DDI1	0.259
CDON	-0.0301666666666667
TRIM73	-0.827
IGKC	1.2735
MMP14	-0.104833333333333
DYNC1LI1	0.253625
C11orf66	0.4895
TRBV3-1	-1.33325
FASTKD5	0.11775
BIVM	-1.472
LHX4	-0.21575
CXCL2	-2.5793
RAB2B	0.406166666666667
IZUMO1	-0.83675
MAP3K15	-2.130875
FAM19A2	0.300166666666667
ZC3H8	-0.369666666666667
ZMAT1	1.071375
SPINK5L3	-1.8125
SLC10A6	0.689
APPL2	0.544625
CARD10	0.0891666666666666
LOC402176	-1.2575
EEF1D	1.3863
RAB6A	-0.4921
C12orf5	-0.57925
PAPOLG	-0.00575
MSRB2	1.606
BCR	0.740111111111111
PUS3	-0.7785
TIAM2	0.154
ZNF317	0.147833333333333
CHD2	-0.108428571428571
FZD5	-2.2695
NUDT8	-0.795
ZNF763	0.097
PRC1	-1.15211111111111
ABCB9	1.2065
SPATA3	0.27375
TRAK2	0.68775
STAB1	2.723625
LRRTM2	-0.376333333333333
psiTPTE22	0.71975
DBI	0.29475
SERPINA11	2.1935
NAT5	0.32925
C20orf58	-2.52975
RPS6KA4	0.126
FLJ90650	-0.68675
TGFBRAP1	0.265
CHRDL2	-0.999375
FAHD2A	0.331666666666667
CNTN1	-0.0775
BBS4	0.1505
TMEM181	1.14675
MINPP1	0.07
MPHOSPH6	-1.42975
HOXC10	2.0136
ITPKB	0.112
CLPTM1L	-0.06475
MEOX2	-0.6765
ATP6V0C	0.852875
PRPF8	-0.675
TMC5	3.31175
FKBP3	0.83475
PLEKHB2	0.432125
OR4D6	-0.027
ZNF544	-0.4242
D2HGDH	-0.081125
RPL18A	-1.1566
HEL308	0.066625
MPP6	-5.04175
TCERG1	-1.86225
KRT16	-1.87966666666667
KLF17	-0.71575
KLF5	-1.075125
CDR1	1.677625
VCX3A	-4.2065
FBLN2	1.08975
C14orf104	0.20075
HBE1	-4.8537
OR4S2	0.6235
C1orf108	-0.794833333333333
ROBO4	3.1025
CPEB4	0.606375
C11orf80	0.906666666666667
BCKDHA	0.0576666666666667
MYOC	0.4335
GIF	-0.2725
CKMT1A	0.82
RPL3	-0.1051
THBS1	2.9265
APOO	-0.81775
ARMCX1	0.462
HSZFP36	0.34675
SNAPC5	-0.207
EIF4ENIF1	0.8405
ZNF433	0.6575
TNFRSF21	0.1735
TMPRSS7	-0.102
SPATA18	1.2335
HPDL	-3.3065
MKL2	1.9923
TBX3	0.0316923076923077
C21orf93	0.2745
DAXX	0.1015
ELMO1	-0.624625
RGS13	0.979166666666667
TAF11	-0.7735
UNC13A	-2.029375
LOC653314	1.5048
ORC3L	0.42725
IMAA	-1.8975
TARBP2	-0.33125
CABIN1	-0.0693
TRIOBP	-0.1633125
HIST1H2AC	1.680125
RGS22	2.01
NCOA1	1.18166666666667
IL25	0.322
SNCG	2.0255
GPR6	0.2485
AMDHD1	1.16316666666667
CHEK2	-1.2335
C6orf142	0.74075
DRD4	0.057
C14orf68	-0.69875
GDF11	-2.096
SEMG2	-0.5565
CD247	-1.81475
CDAN1	-0.045
RBMX2	-0.127333333333333
TGS1	0.03225
OIT3	-0.54475
SYF2	-0.5395
MCM4	-1.39375
PKHD1L1	-0.00299999999999997
CEP192	-0.797
IFT88	0.5845
RPL9	-0.122571428571429
RAB32	-1.4285
DDX43	-2.72875
P2RX2	0.212833333333333
OR5D18	0.23
UBE1	0.347166666666667
SLC24A1	0.505875
ARHGAP5	0.61925
CETP	-1.1395
KIAA1731	-1.20033333333333
SLC9A4	0.2915
PTPN6	1.64025
BAHD1	0.25575
GRIK3	0.7805
CACNB2	-0.8463
PDE10A	-0.72225
DGCR14	-0.18975
PCDHB9	0.0686666666666667
RHOQ	0.0556666666666667
MAP3K4	0.044
KTI12	-0.671833333333333
RPL23AP13	-0.33975
GNG11	-1.625
CLCN3	1.04883333333333
GPAM	-0.636
VSTM2A	0.4575
SLAMF7	1.32883333333333
INTS2	-0.85275
PPP2CA	0.55
LRP12	-1.58013333333333
SEC14L2	1.22088888888889
DKFZP586H2123	3.0415
MC3R	0.0325
CIRH1A	-1.8065
HIST1H2AB	1.11216666666667
POLH	0.041375
MGC16703	-1.40066666666667
SNAPC2	-0.1195
FILIP1L	1.035
RASGRP4	0.5865
LRRC1	2.538
GAS1	-0.126
PRAC	-0.7205
DGKA	-0.399833333333333
NT5C3	-0.71
PEG3	-2.20158333333333
NADK	-0.78525
PRR17	0.46775
LOC374569	-0.5065
SGSH	-0.0993333333333333
NLRP8	0.3235
GALT	0.444
MCF2	-0.8685
ZNF263	1.162
TACSTD1	0.8605
TYR	-6.289
ATP6AP2	0.50275
RNUXA	-0.2745
ABHD10	-0.5754
GDPD2	2.707
SLC35C1	-0.42525
UBE2A	0.401625
HERC5	0.723666666666667
FAM112B	-4.985
FBXL16	0.11075
DKFZP434A0131	-0.5685
ELA3A	-2.1705
RBM41	-0.785
HAO2	0.23125
RNH1	0.361
SHANK2	0.724
OSBP2	-0.1885
DAK	-0.0191666666666667
C3orf58	-1.67116666666667
TCL1B	-0.7745
KBTBD2	-0.85575
SUGT1L1	1.22175
UBE2E2	-1.01166666666667
MYL9	2.1675
CDC23	-0.724833333333333
PBXIP1	1.3851
CXorf40B	1.1155
NBL1	0.546
RTBDN	0.0245
RAB11FIP5	0.341
TTTY13	-0.4665
SCOTIN	0.978
SOHLH1	-0.745666666666667
CDKN1A	2.093
NCK1	-0.25325
ZNF550	-0.6055
SAPS3	0.0781666666666667
SPIN3	0.0976666666666667
MAGEE2	-0.032
MIS12	-1.05366666666667
OR8H2	0.306
KIAA0774	-2.09216666666667
UNC5D	-2.744
CUL7	0.0493333333333333
LIPC	-3.0725
DIO1	1.95
C20orf11	0.2935
CTRL	-0.7465
HS3ST2	1.93875
PAK4	0.907166666666667
CCRL1	2.51475
RNF10	0.627875
ZNF567	-0.62675
ZNF660	0.775
TCEAL3	2.9735
MAGOH	-1.17266666666667
CENPB	0.131666666666667
C19orf7	0.7375
LOC388965	0.41025
ZCCHC13	-0.1155
JMJD1A	-1.2412
HIST1H4H	1.2885
TBRG1	-1.0394
GPC3	-2.744875
TAF1C	-1.30075
EBNA1BP2	-0.6995
CIAPIN1	-0.6025
PDGFRA	-0.951611111111111
CSTB	-0.615625
CENPI	-1.893
GTF2E2	-1.116
RPP21	0.403
CCNF	-0.335
KCNQ3	1.285
FAM79A	0.35675
SLC22A12	0.3305
NOVA1	-1.31566666666667
FZD3	0.7647
AKAP8	-0.863
SOCS5	0.192375
CFDP1	-0.634
DLG5	1.01625
PGM5	0.13225
C1orf144	0.172583333333333
HDAC10	-0.677
RND2	-1.4425
C20orf199	-1.77
RNMT	-0.353625
SLURP1	0.439375
ASTN1	-0.506125
SH3BGR	0.83825
MYCL1	-0.121625
ZHX1	0.5715
CENPK	-2.78475
FOSB	-0.2892
LOC643406	1.452625
C2orf59	-0.78125
TMEM135	-0.3475
SLC27A2	-0.0045
KRT33A	3.949
OVOL1	1.102625
PAMCI	-3.78833333333333
S100A7	2.764
ZNF789	-1.983
HARS2	0.302
RPL23A	-0.606333333333333
TCF23	0.027
UPF3B	-1.749125
C17orf78	1.0805
HLA-DOB	0.614833333333333
C14orf142	0.7915
TEKT5	1.9235
DMWD	0.1915
POLD1	-1.9015
GSCL	0.109
CALD1	-0.0408
SCRT1	0.356666666666667
AIG1	2.38675
UNC84B	-0.1435
ZNF404	0.95075
TMED6	-3.34475
KIAA1462	0.5295
LRRC27	2.02716666666667
PYGO1	0.126
PIGU	-0.0793333333333333
ALAS2	-3.93316666666667
WRNIP1	0.36725
CNNM3	0.364
ZNF2	0.33625
ST3GAL5	-0.995
MRPL23	0.2455
TSSK6	-0.04625
PSMA6	1.1895
C16orf70	-0.95325
KIAA1602	0.2545
ALMS1	-0.251
DCN	2.11925
TMEM132D	-0.8185
SUCLG2	0.9185
ABHD14A	0.599
DEXI	0.915
AMPD2	-1.43533333333333
IFNAR2	-0.861666666666667
CYB5A	3.4769
TLOC1	0.379
NXF5	-0.490833333333333
NRBF2	-0.229625
KCTD3	1.179
ITGAE	-1.02483333333333
SLC30A3	-1.82883333333333
ZRF1	-1.718
IFRD2	-0.4305
XAB1	-0.55425
PYCR2	-0.0915
SERPINB3	-5.074
TMLHE	0.00200000000000002
GEFT	-0.971
ABCA5	-0.105125
EMR4	0.0611666666666667
TSFM	0.0105
HIST3H2BB	0.7705
ARHGEF19	0.348
TSPAN17	0.2365
ABCC8	3.841
MAP1S	0.0186666666666667
C22orf36	-0.133
BNC2	-0.758357142857143
HIST1H4A	-0.7955
NDUFS3	0.118333333333333
WDR3	-0.884
XKR4	-0.79275
TTC33	-0.0721428571428571
STMN2	2.12175
CPN2	-0.663333333333333
HSPC105	1.041625
PCOLCE2	-4.80525
C3orf55	0.5165
KLHDC9	3.489
TBC1D23	0.031875
ATXN2L	-0.858
MAP2K3	0.486666666666667
SCAP	0.10025
ZNF486	0.3265
C20orf96	1.65675
NARS	-0.036
ADAMTSL1	-0.341571428571429
PRCC	0.253166666666667
CCDC126	1.37241666666667
ZNF675	-0.503
CALCOCO1	0.96325
ANKRD43	1.807
CWF19L2	-0.477833333333333
ZBTB32	0.629833333333333
BRAF	1.2315
ODF4	0.51775
MGC14376	0.142833333333333
HORMAD1	-2.18433333333333
AAK1	0.0263333333333333
PEBP1	0.94775
TNFSF5IP1	-0.0345
DKFZp564N2472	0.54725
RMND1	1.793125
IGKV1-5	2.3395
COL1A2	2.8
SERPINA5	3.072375
AANAT	0.443
C19orf21	1.71566666666667
GEMIN5	-0.24925
UBR4	-0.405
LTBP3	0.345333333333333
AMHR2	0.644666666666667
PROCR	-1.8065
MYBBP1A	-0.87675
C20orf39	1.72583333333333
ZNF697	-0.60325
PASK	-0.5167
ZNF776	0.0258333333333333
RFXDC2	0.17475
KIAA0467	-0.20825
C10orf96	-1.3685
ZNF503	-1.47525
GULP1	-1.53783333333333
KCNE4	3.50766666666667
DKFZp434K191	-0.972375
LOC196913	0.544
BHLHB4	0.505
CH25H	-1.00925
LOC81691	-0.450833333333333
ALPL	-0.354428571428571
COL12A1	2.733
FOLR3	-2.51233333333333
GPR123	0.05125
TRIM62	0.4485
ABLIM1	0.4445
MAST3	-0.35525
RHBDD1	0.722166666666667
LOC338809	0.4225
RYBP	0.7615
TTC26	-0.233125
ZNF22	-0.6595
ISCA2	1.31475
RDM1	-0.686
PIGM	1.286
GNB3	-1.507
ACTR2	0.0261
HMGB1	0.01775
EDG1	0.964166666666667
SOAT2	-3.41575
OR10AD1	-0.063
RAP1GDS1	3.034
LCE1F	0.4915
ESM1	-0.34675
RCN3	1.98475
CREBL1	-0.40675
DBNL	-0.1595
PTGER3	0.621
USP30	0.892833333333333
BCL2L12	-0.8545
KIF26B	2.04075
ZNF416	0.6655
ZNF225	-0.194
C17orf70	-0.01375
ZNF554	1.05725
RAE1	-0.546166666666667
TNIK	0.2755
ACTN3	1.266
MGC45922	0.5975
CCNA1	0.419333333333333
RYK	0.0983333333333333
IL26	0.2345
LRP3	0.624166666666667
QARS	-0.118
SOX7	0.0712857142857143
BID	-0.82475
OR2S2	0.1875
CXCL14	3.3215
C11orf47	-0.6445
MGC29891	1.081
HSPB8	-0.0626
PRDM14	-1.7455
NUFIP2	0.35775
MNAT1	0.560375
ZDHHC2	-2.57166666666667
MBNL2	0.706875
ADD3	0.646875
CSNK2A1P	-0.27475
KLK6	-2.41133333333333
TMEM111	0.9288
KIAA1279	0.9655
NUBP2	0.5245
RAB42	-1.16875
ID3	-1.2936
TM9SF1	1.44125
MDP-1	1.23575
POU4F2	1.28966666666667
IQCK	1.7975
C16orf14	0.1415
CAPN3	-1.054625
FAM43B	-0.37775
RECQL	-0.91525
AP1G1	-0.364071428571429
CTNNBL1	0.452833333333333
ECHDC1	-2.24833333333333
SMARCC1	-0.4025
FOXQ1	-1.820375
GNAI3	-0.797666666666667
POLG2	-1.609
CD4	1.005125
ITLN1	-0.1205
EBI2	1.697
IRF1	1.95675
PTPRE	1.7122
PTK2B	-0.2715
NXNL2	-1.266
SOX4	0.694388888888889
TSPAN3	0.6645
SH2D1A	-4.00316666666667
C8orf58	-1.076
USP20	-0.522
DUSP22	-1.27116666666667
CALB1	-2.16316666666667
L3MBTL2	0.575
MCRS1	0.269
TMEM118	0.0371666666666667
C18orf8	0.428166666666667
FLJ10241	-0.055875
GJA12	0.41975
PKD1	-0.0241666666666667
ZFP3	0.4425
JAM3	-1.587875
LAPTM4A	1.0775
DIRC2	1.101
KIAA2022	1.98666666666667
MYOM1	-0.230666666666667
TRPM8	-2.23183333333333
MOP-1	1.05275
PHKG2	0.258875
ZNF650	0.459
KIAA1522	1.265375
PSG8	-1.19233333333333
DDX19B	-0.6065
MOBKL1B	-0.01575
DIAPH2	-1.12641666666667
PTPN12	-0.2585
CLN8	0.0941
CRYZL1	-0.468333333333333
CRY2	0.501333333333333
FCGR2B	3.08316666666667
PNPLA4	1.980875
ZNF454	0.0875
DKFZp434B1231	-0.15325
CLDN11	-0.0549
RFWD2	0.0385
CIB2	0.478666666666667
MXRA8	2.754
HRK	0.249375
MAML2	-0.50125
C4orf31	-0.869
C6orf192	-0.01525
COG6	0.017625
FAM5B	-0.3635
NFATC1	0.3727
SEPT10	0.07125
SCYL1	-0.1631
RPP40	-0.07425
SCOC	1.3522
KIAA1450	1.17
CTDSPL2	-0.2485
TBX5	1.67866666666667
NAPG	0.187375
RHD	-4.35225
C14orf45	2.62316666666667
ZBTB22	1.0655
PLCG1	-0.871
ANKRD10	-1.278875
AQP7P2	-0.45075
TAGLN2	-0.2775
HTR2C	-1.201
SLC16A7	-1.76316666666667
C17orf83	-0.93675
TSGA14	-0.238083333333333
MDH1	-0.437
PPP3R2	-0.0358333333333333
DCBLD2	-2.83721428571429
RBM33	-0.61125
DPH3	-1.45
SYT10	-1.43516666666667
FMO4	1.779625
THYN1	-1.23225
DRD5	-2.1385
OTOR	2.695125
PGRMC2	1.4521
KATNAL1	-0.876875
PAQR6	-1.22225
UBE2I	-0.31075
C14orf28	0.48375
C8orf70	-0.163
FLYWCH1	-0.0235
ANGPTL3	-1.5445
GLRX2	-0.380666666666667
ATP11A	-1.54064285714286
ARL5B	0.088375
MUC16	0.1745
SLC25A5	-0.235142857142857
ACRC	-1.13625
MYO1C	-0.220125
FAM89B	0.902333333333333
FAS	-0.257375
KIFAP3	0.8475
GLRA2	0.237
BTN3A2	-0.0518
CNKSR3	-1.81675
CSTF3	-0.302333333333333
ARPM1	1.3385
KIAA1530	0.401
C9orf150	0.224333333333333
PRKCI	0.22425
tcag7.1015	-0.23275
SOD3	-1.43375
ZNF574	0.426
CYP21A2	3.722
RPL12	-0.754
COMMD2	-0.9395
WIZ	0.05425
LOC344405	-2.236
ALDH4A1	-0.926882352941176
CRYAB	0.96875
COPA	0.348033333333333
PCDHGA7	0.666666666666667
KIF11	-1.07691666666667
RASD2	-0.7265
SLC26A3	1.0345
ZNF175	-0.7545
JAKMIP2	-2.48425
C8orf4	2.8605
PTHLH	0.8475
SLC40A1	2.48016666666667
OR7D4	0.498833333333333
PCDHB17	1.5235
CD36	1.70242857142857
C6orf203	1.4341
PRKG2	0.198
LOC400566	1.0515
ANAPC13	0.618
SLCO3A1	-0.07425
ZNF692	-1.6595
FANCL	-2.013
SH3GLB1	-0.0765
C12orf61	-0.156
KBTBD6	-0.0505
SUPT5H	-0.031375
XRCC6	-0.0764
HUS1B	2.8985
FAM133B	-0.754285714285714
LOC728276	-0.0875
KCTD18	0.69075
SOS2	1.60966666666667
CCDC99	-1.69475
C1QTNF5	2.5785
NNAT	0.16
USP16	-0.0145
LARS	-0.920875
ZBTB2	1.07125
ABO	-0.318666666666667
TRAF3	0.5645
GALNT5	-2.0475
NAP5	0.969625
ALG14	0.7835
KIAA0515	0.181461538461538
WDR75	-1.316
TEX261	0.266
LY86	0.39225
LOC389072	-1.489
FLJ13611	0.3115
MRGPRX2	0.6745
SNRPA	-1.00525
OR2G2	0.6075
GPRASP2	0.12675
C7orf42	-0.00150000000000001
C9orf163	-0.4745
CYP11B2	0.036
FCRL3	0.0796666666666666
PRDX1	-0.715
FGB	-6.22875
COX17	0.7485
C16orf33	0.126
PIWIL1	0.1825
FOLR1	-2.83766666666667
KIAA0082	0.78
FREQ	-1.34666666666667
TMCC2	-1.2775
TCF12	0.0886666666666667
ZNF721	0.558
FAM130A2	-0.25825
POU4F1	-2.204
SNRPF	-0.4065
SGIP1	2.70316666666667
ZNF641	1.57133333333333
EMG1	-0.299
PRRG4	1.4925
HIRA	-3.26075
MYNN	0.385333333333333
AEBP2	0.327916666666667
TBXA2R	-0.275
ISL2	-1.1952
PCDHB11	-0.0455
RNF144A	-1.288375
MARCH5	0.856875
DULLARD	-0.8775
DCLRE1B	-1.24916666666667
ITGA8	0.05325
TP73	0.097625
PRKCD	2.5515
NDUFB4	1.19975
ATP13A4	0.14675
ANTXR2	-1.11366666666667
