Hybridization REF	TCGA-AR-A0TS-01A-11R-A115-07
UBP1	-0.10325
RBM27	0.10575
C13orf15	2.533875
ZNF282	-0.0853333333333334
ZNF222	-0.0499
COL10A1	4.3955
PRDM15	-0.74325
TTTY5	0.3015
FAM9C	-0.985
C20orf67	0.38025
GNG13	0.4695
F12	1.14375
C1orf41	-0.28725
CPXCR1	-0.3065
GSK3A	-0.097125
SUPT6H	-0.208333333333333
PI16	3.31633333333333
ELL2	-1.01691666666667
C9orf167	-1.09516666666667
PVRL3	-2.1483
FLJ38596	2.05225
ADAM20	-0.177
GPR89A	0.162
GPR87	0.8765
ZNF30	0.09525
SMR3B	0.2835
ZNF770	-0.1795
TRPC4AP	-0.562333333333333
DKFZP686E2158	-0.31
C2orf28	0.477166666666667
FREM1	-1.8935
LAMA4	0.269166666666667
ADPRHL2	0.2675
EIF4G2	0.712
GUCA1A	-0.317
CTNNA2	-1.9195
NUDT15	-0.951833333333333
CEPT1	0.1375
ZNFX1	0.3931
CCDC92	1.15775
TDRD1	0.6075
KCNK5	0.9555
ETNK1	-0.18125
LTA	0.9915
TTPA	0.4435
B3GALNT2	0.2735
SC65	-0.114666666666667
PEX5L	-2.10825
EPS15L1	-0.75425
MGEA5	-0.09725
HIST1H3A	1.06425
ING1	-0.05875
BCAT1	-3.240625
ORC6L	-2.76909090909091
KLK11	1.13533333333333
C19orf28	-1.228
DNER	-1.239
MED22	-0.645285714285714
ETV6	1.65916666666667
CHAC2	-0.296
CD300E	0.049
CEBPB	0.836833333333333
ZNF398	-0.4855
LRCH3	-0.29
HMGA1	-0.902833333333333
CAPN7	-0.921666666666667
MGC5566	-2.4495
CCL3	2.612625
NANOS1	1.47975
ZFYVE19	-0.4775
APITD1	-1.3315
PARD3	0.361625
IRAK4	-0.1475
SERPINI2	-0.4125
CEP170L	-0.339
TTC9	2.619125
MYOM3	-2.135
MLPH	-3.297375
LOC222699	1.695
NRG1	0.106
TBC1D9	0.0354545454545454
TTK	-0.450833333333333
ZNF557	0.2651
DDX41	0.062
FANK1	-0.941
UBE2D2	0.260625
PSMB10	0.953625
MYH7B	0.4155
GABARAPL2	0.44375
MARVELD2	0.901
DGCR2	0.261666666666667
UNC45A	0.919666666666667
C6orf72	0.1455
ZNF683	4.006
GIT2	0.61475
CASK	0.351333333333333
C14orf161	0.613833333333333
LRRC44	0.6865
TIFA	1.2255
UTP11L	-0.655375
C6orf65	-0.4305
FDPS	0.1275
DUSP9	-1.6454
SLC17A8	0.227833333333333
OR51G1	0.153
NANS	-0.97725
OLFML1	1.4265
ATP10B	-1.73225
NPAS3	-0.74675
PRKCA	-1.1515
GGA2	0.244875
LCE4A	0.2965
SPANXN3	0.3285
CCDC115	0.83475
SDCCAG3	-0.818
GLIPR1L1	-0.291
TTC1	-0.63375
C17orf76	1.36125
MAD2L2	-0.6755
HIPK1	-0.2842
LRRC3B	0.117666666666667
CLN3	-0.532181818181818
C17orf47	0.253
FMN2	-3.59225
TUBB1	-1.7975
WAPAL	-0.4255
C3orf21	-0.26875
SCN5A	-0.1933
SMYD1	0.592
BEX5	1.0305
ZNF192	0.284
SEC22A	0.288333333333333
GRIA2	0.257214285714286
KIAA0825	-1.98525
NUSAP1	-1.66636363636364
LANCL1	-0.18975
C15orf40	-0.951
ZNF645	0.158125
GPR61	0.0445
NLRP14	0.7495
SNX21	-0.3399
C1QTNF8	0.4465
C17orf46	0.3495
IFNA8	0.192
SPRR1B	-1.78216666666667
FLRT1	-0.43275
SNX17	-0.243166666666667
ASB2	1.40883333333333
HBG1	-4.6105
RPRML	-1.0205
JOSD2	0.765333333333333
PLSCR3	0.71425
SPOCD1	-1.04866666666667
RAB39	0.8725
GHRH	-0.5655
ITIH5L	0.6985
C17orf37	1.1845
SMCR8	0.225
DPY19L2P3	-0.6905
IL11RA	1.51283333333333
GDF3	-3.274
RPS6KB1	-1.50766666666667
DNAJC19	0.3651
TOP1	-0.6375
CRCT1	-0.391875
MPST	0.458875
DPM2	-0.084625
FAM38B	-2.16
SLC18A1	-0.3185
FARP1	1.501
PAX7	0.33675
TUBD1	-0.99075
GNL3	-1.166375
BTG2	1.52346666666667
NDUFS6	-0.7375
C1orf79	-0.8055
ERAL1	-0.0375
ECHS1	-0.475
VPS4A	-0.313666666666667
CYP11A1	-0.624875
ABCC6	-1.67242857142857
PBX4	-0.3005
MOSC1	-0.923875
NCF4	1.426
HYMAI	0.291
NAGPA	0.052625
OTOP2	0.044
ACOT12	-0.06025
MTHFD2L	-0.57025
LOC441376	6.01375
C19orf34	-0.052
RAB1B	-0.0025
ALDOAP2	-1.0535
NTRK1	-1.25516666666667
ARTS-1	0.6732
SLC6A11	-0.604
NAP1L2	0.0755
CNGB1	-0.0741666666666667
EPB41L4B	1.11266666666667
FAM134B	-0.239875
HS3ST3A1	-0.0956666666666667
CPXM2	4.37725
SIRPB2	-0.381
CHORDC1	-0.807666666666667
TRIB3	-2.03166666666667
SLC2A5	1.177
C2orf49	-0.911333333333333
DDX5	-0.19225
OR5L1	0.3295
ANAPC4	-0.274333333333333
ZSWIM1	-0.0785
LOC93622	-0.10575
KCNK3	0.5677
RP11-35N6.1	-2.108375
ZFP161	0.707
AQP9	3.162
SLC15A2	1.82066666666667
MREG	-1.22333333333333
OR9I1	0.372
PDLIM2	0.394125
ADAM7	0.302
GSTCD	-0.9535
WDR21A	0.129375
SLC12A8	0.64
TMEM174	-0.01475
IGSF3	0.8835
LRRN1	-1.40325
LOC402117	0.2005
SRPK1	0.0235
LY6K	1.18225
NFIA	1.191
PTCD3	-0.286875
LEP	3.01766666666667
PCDH21	-0.109833333333333
MAPKAPK2	0.764928571428571
NMNAT1	-1.5115
LHFPL2	-0.03
C9orf43	0.13075
DIP2A	-0.0821666666666667
ACTR8	-0.495625
CCDC34	-1.26225
PTPN22	0.67925
ITGA3	-0.961125
FAM129C	3.72375
RABGGTA	0.0788333333333333
UNC45B	2.71875
KIAA1033	0.02875
ZNF510	-0.160833333333333
CYP2D6	-0.288666666666667
SLC26A10	-1.9085
STX8	-0.68
LUZP1	-0.314375
WDR89	-0.568333333333333
EIF4G3	-0.7736
C5AR1	0.7995
ZNF623	0.724
A2M	0.8975
TGM7	0.152
GRPEL1	-1.07883333333333
LMNB2	-0.6475
ROCK2	0.286
SNX16	0.58175
CCDC66	-0.3795
ANXA3	0.3295
KIAA1609	2.083125
EED	-0.3795
RNF32	-0.005
HES1	0.0138
CLC	0.400166666666667
ISL1	-1.6495
KIAA0528	-0.202875
MANEA	0.232375
C1orf61	-1.6775
hCG_2001000	0.7735
RAPGEF6	0.0189
KIAA0020	-0.546
NEIL1	1.2265
C16orf45	-1.716875
RBM10	-0.322166666666667
C10orf125	-0.034625
MRS2L	-0.09275
DNAH17	-0.630875
C19orf10	-0.90975
C1orf160	0.55075
SLFN12	1.5225
EXOC3	-0.2805
HIST3H3	0.8225
NCOR2	0.319666666666667
TNFRSF9	1.32275
MFSD8	0.0495
ALX1	-3.93733333333333
NOL1	-1.03125
PODN	2.031
TIAL1	-0.58
HIST1H1E	1.25475
NPY6R	0.25075
TM4SF4	3.6735
CORO2A	-0.56925
ETNK2	-0.186166666666667
APOE	0.7608
ANGPT4	0.2675
HDGF2	-0.68125
G30	-0.6265
ST8SIA4	0.338375
F2RL1	-0.240375
FAM19A4	-0.35325
CCAR1	-1.25175
B3GNT7	0.17725
OPHN1	0.123
DSCR6	1.791
C21orf13	-0.785333333333333
GAS2L1	-0.0129166666666667
RFX3	0.204666666666667
COPS4	0.03675
BCHE	-4.69033333333333
BCL2	1.31425
HBZ	-2.99666666666667
ARL13B	-0.3405
MAPBPIP	0.5815
MYO15B	0.534625
SPZ1	0.0875
KIAA1324	0.00211111111111111
PLCL2	0.67725
C4orf29	-1.0925
WDFY2	-0.173125
ZNF284	-0.612
NAALADL1	0.8025
DUSP5	-0.595
PXDN	2.692
SLMO1	-0.4295
TNXB	0.45
BIRC7	-0.6915
A4GALT	0.8015
TIMM22	-0.599
FAM110C	1.447
TOMM34	-0.74525
ABHD9	0.251
ADAM32	0.994
CRHBP	1.1005
AQP2	0.33
LOC130355	1.2875
ZNF187	0.673
ZNF816A	1.446
F7	-1.0175
CNOT1	0.1758
SLC13A4	-0.865
ZBTB11	-0.42875
B3GALT5	-0.29125
EXOC2	-0.2965
IRS1	-0.3128
TMEM1	0.362
MRPL34	-0.2695
SAMM50	-0.46975
CDC42EP3	0.601375
HSF2	-0.2384
MFN2	-0.1635
TSPAN7	0.063
NUCB1	0.751166666666667
RHOH	0.328
ARL16	-0.57
TACR1	0.313
SFRS5	-1.16366666666667
SNX25	-0.32225
RHBDF1	0.511666666666667
PCDH18	2.98783333333333
HMG1L1	-0.74975
MYO5C	-0.150875
MAPK10	0.161
LDHAL6A	0.2105
NUDT12	-0.681166666666667
NCAM1	0.1625
GLIS2	0.0115
GGTL4	0.6365
DAPP1	1.8155
ATF7	0.13925
KIAA0748	1.58675
NFIL3	0.54525
TM6SF1	0.7215
SEZ6	-0.07875
NANOS3	0.392666666666667
DNAJA3	-0.263833333333333
CLDN6	-2.421
CIITA	3.1537
EPHA4	-0.872583333333333
FANCC	0.6405
CMTM3	0.196
PSG3	-0.62125
MRPL15	0.43025
C21orf59	-0.69325
PLCXD2	-0.1625
C2orf34	-0.230625
UBE2L6	0.929625
MED14	-0.276
HP1BP3	0.6182
C6orf208	-0.3195
TPBG	-0.96125
OSR2	0.17875
XPC	-0.821833333333333
KLHL7	-0.215
CCR3	0.0875
AGTPBP1	0.2425
PCSK6	0.418733333333333
STAT5A	-0.6724
FAM18B	0.01
LONRF2	-3.078
PTPN2	0.27025
SF3A3	-0.682333333333333
EFCBP2	-0.2235
HCFC1	-0.167166666666667
AHNAK	-0.59805
ACTR5	-0.88375
KIF14	-1.47385714285714
TENC1	0.60725
HEATR5B	0.625
YIPF2	0.410666666666667
MYEOV2	0.448833333333333
DUSP18	1.09225
KIAA1012	0.252
AHR	-0.292333333333333
C17orf53	-0.6385
PTPRH	-3.315
ATP6V1C1	0.3535
TAS2R3	-0.332
LOC440356	1.93625
COQ10B	-0.36725
PSMF1	-0.765583333333333
SORBS2	4.10358333333333
NFE2L2	-0.4405
TMCO7	-0.46025
SH3PXD2A	0.2239
SH2D2A	-0.01875
SPINK5	-3.63975
MRPS24	-0.02475
OPA3	0.124125
TRAF7	-0.485333333333333
C4orf35	0.354
MT1G	0.225875
MGC39545	-0.07
HS1BP3	0.6548
OR2B2	0.3385
CHRM4	-0.2175
SFRP2	2.11691666666667
RIC3	3.1255
ART1	-0.167
C6orf1	0.50625
DUS4L	-0.75775
C10orf104	0.75875
TNFAIP6	0.972
RTEL1	-0.87
CCT4	0.2111
ZNF709	-0.24975
CHMP6	0.643333333333333
UPP2	0.5015
CYP19A1	-1.898
CD151	0.299666666666667
NDUFA13	0.1555
ARFRP1	-0.563333333333333
FAM26B	1.98425
CRYBA1	-1.429
MRPL41	-0.352166666666667
NPFFR2	-1.64975
HRH2	0.1855
SCAMP3	0.390666666666667
MTMR6	0.4404
MTG1	-1.0755
UBTD1	0.97075
CRABP1	2.254
FLJ33790	0.8338
KIAA1908	-0.255
GPR158	1.62825
PACSIN3	0.5195
OMD	1.86683333333333
CATSPER1	-0.3325
HOXB8	-1.814625
FBXO46	0.6295
OAS1	1.25466666666667
SVIL	1.359
PHB2	-0.37825
ADCY3	0.2845
NDRG2	2.5225
ERMAP	0.1659
APBA2	0.059
IGSF9	2.16275
WNT6	2.04064285714286
MYCBPAP	-0.4225
ATP2B2	-0.184
CPVL	0.7757
TRAM2	0.00216666666666664
NOP5/NOP58	-1.2495
ZNRF4	-0.0305
TLK1	-0.604
MTMR12	1.19007142857143
ZNF384	0.133666666666667
FAM9B	-3.5985
RPN1	0.0377
PMVK	1.16625
EIF3D	0.3086
SIX2	-0.32675
HPS1	0.853785714285714
RNF7	-0.43475
PSKH2	-0.2145
KCTD13	-0.209166666666667
CSMD3	-0.7376
FBF1	-0.4735
IL8	-4.321875
SERPINB13	0.424416666666667
FBXL20	-0.4385
BLR1	0.5775
SH2B1	-0.562
RFNG	-0.240375
RAB20	0.2965
RBM7	0.762
POLR1A	-0.252666666666667
TMPRSS4	-1.2805
TAF9	-1.0315
TERF2	0.239833333333333
TNFRSF1A	0.467
ACADVL	-0.727666666666667
GTF2H5	1.05025
EDG8	0.624333333333333
C9orf140	-1.044875
UST6	0.00825000000000002
ZBTB8OS	-0.59475
ZNF710	1.3795
GPR174	0.6995
ATP6V0A2	0.80775
KIAA0319L	-0.443083333333333
XKRX	1.5085
DOPEY2	0.5442
SDHD	0.711166666666667
SUMF1	0.76125
OSM	1.9655
OPN3	0.8695
DAGLB	-0.116333333333333
PPFIBP1	-0.2703
TRIM63	-3.1665
C10orf53	0.4465
LYPD3	-0.674166666666667
BCL7A	-0.036125
AGER	-0.503833333333333
TCF19	1.11425
SAT2	-0.75775
PFTK1	-0.0591666666666667
GABRE	-1.6065
C15orf38	1.7034
FIS1	-0.2625
KCNV2	-0.0945
CLPS	1.6735
PPCDC	-0.050125
FOXN2	1.39216666666667
NT5E	-1.367
CD83	1.559
IL18	1.436625
VPS16	-0.251
IGFBP2	-0.680666666666667
NOTCH2	1.36675
SIGLEC1	3.1185
CD93	5.345
SULF2	-0.058
CEP164	0.5625
P53AIP1	-0.01
TOR2A	0.0676666666666667
ZNF136	-0.80725
MGP	2.8896
CCDC144A	-0.2955
TRPC1	0.761
SMS	-0.812166666666667
MAPK7	0.415333333333333
RRAGC	0.54925
PARD6A	0.901
NUB1	0.450666666666667
SYNGR4	0.31225
OR11H12	0.0525
WIF1	2.725125
GCH1	0.596
OR11H4	-0.1685
SLC44A5	-0.1695
GPRIN2	1.94866666666667
LOC401431	1.049
CPA4	-1.7976
MELK	-0.466777777777778
IL15RA	0.8705
CUL3	0.2925
HMBOX1	-3.61175
PODXL	-2.44
CCT6B	1.47966666666667
COMTD1	0.02425
MUC20	1.416
GPX2	-3.6245
ITK	1.622625
FBXL5	1.3315
C13orf27	-0.44525
DEFA5	0.661
TRHDE	-0.013
MTP18	-0.509666666666667
UQCRQ	0.4094
ITGB2	2.43791666666667
CSRP2BP	0.42325
TAS2R44	0.436
PHPT1	-0.375125
FAM44C	-0.136
ERH	0.5045
MPHOSPH1	-1.35433333333333
MORC1	-1.1075
PARVB	-1.017
LAMA1	-2.43616666666667
PGBD3	-0.6145
GIMAP6	4.33075
AREG	-5.44333333333333
LIPT1	-0.1465
MGC99813	-0.17575
C1orf201	0.812333333333333
GRIN2A	0.4659
MAN2C1	-0.611375
NSUN5	-0.36425
SF3B5	0.53175
MYC	-1.808
NRXN1	-0.56725
ZNF18	0.18375
SPDYA	1.09425
SLC37A1	1.4785
DECR2	-0.633
ANKRD38	2.9575
SPTLC3	-1.438
SUPT16H	-0.92525
DTWD2	-1.30025
ULBP1	-0.0735
ZADH1	-0.874
OIP5	-1.921
IL10RB	0.3005
OTUB2	-0.24375
VWA3A	0.0986666666666667
SPIC	3.388
OR6C4	0.0425
PSCD4	2.2075
DPY19L2P2	-0.721
TRAPPC6A	0.8615
C21orf2	0.371166666666667
CEMP1	-0.1175
LIN7B	0.057
E2F7	-0.911
VCP	-0.376125
LAMA3	1.24925
BGN	1.90325
GPR160	0.557333333333333
COCH	-1.08883333333333
GPR81	-0.295666666666667
APOBEC3F	-0.54225
tcag7.1017	-0.55425
C1orf32	0.487
SCGB1D2	-0.13425
FLJ43987	-0.567
C6orf170	-0.42275
KLK9	0.6
GPD1L	-1.121625
VPS37B	1.631
ATG3	0.397166666666667
ADAMTS17	0.643
KLHDC2	0.5745
NDUFV2	-0.57375
BLK	2.282
MATN4	0.7605
GPM6A	1.00425
GBP4	2.7295
TMEM162	0.510833333333333
PKP2	-0.1705
HRASLS	2.78844444444444
MMP1	-2.272
SFXN3	-0.302
FSD1	-0.547333333333333
ST6GALNAC3	-1.22
CA12	-2.7719
NCOA6	0.47125
C19orf58	-0.1409
PPP4R1	0.653166666666667
MAN1A2	0.316833333333333
IKBKAP	-1.90925
UPF1	-0.2315
KIAA1219	0.301
WNT16	1.38116666666667
SNW1	-0.729125
IL18RAP	4.1275
RPP30	-0.228
CDC40	0.328357142857143
SETD3	0.355166666666667
SLAMF6	1.155
ELK4	-0.086
TRIM47	1.77116666666667
ACOX3	0.3835
TRIM6	-1.46775
KIAA0372	-0.495
TP53AP1	0.234875
SMURF2	0.07725
ADAD1	0.306
EBP	-1.169
KRTAP13-2	0.3065
FLJ36874	-0.325666666666667
TOR1A	-0.285166666666667
P2RY4	0.4845
GPBP1	0.12075
TRPV1	-0.1025
ADAMTS12	0.2255
PES1	-0.7358
ATG4A	1.12383333333333
MAGEA10	-4.56725
WFS1	0.366
CC2D1B	0.168
PABPN1	0.23625
SLC25A30	-0.4895
SLCO1C1	0.299333333333333
SLC22A5	-0.8255
KIF23	-0.630833333333333
SYN2	-0.568666666666667
ASPN	6.97833333333333
CENTG2	-0.248
QSOX2	-1.2558
FLJ10815	0.317166666666667
STK24	-0.1035625
SPEG	1.2741
STK10	1.171
DACT2	-0.0645
AAAS	-0.74525
SSX3	-1.25375
ABCD3	0.1545
C4orf12	-0.5025
PARVG	2.2795
FIG4	1.0735
C9orf46	-0.049
TMCO6	-0.047
IGHMBP2	-1.41125
DUS2L	-0.238
FAM3C	-0.2828125
TMEM16D	-1.402625
DCTN4	-0.5305
KCNH3	0.641
EIF2AK2	-0.60075
AP1S3	0.558375
CST4	0.838
PAM	-0.165125
NUTF2	-0.02625
CITED2	-0.0596
SLC39A4	0.4405
C2orf52	-0.4355
GRM3	0.0185
C12orf49	1.817
CCDC49	-0.1397
GRAMD1B	-1.0915
FNDC4	0.70275
SIAH2	0.72825
GDPD4	0.03475
C21orf87	1.405875
ATP5A1	-0.672333333333333
C16orf63	-0.07375
LOC388135	-1.043
ATP5J2	-1.030875
MMP3	-2.2425
EMID2	-0.206
CRHR1	0.37375
WDR70	-0.074
C13orf31	1.88825
ZFAND1	-0.153
CCL18	4.26516666666667
C3orf49	0.223
RINT1	-0.358
KIAA0408	-1.53533333333333
F13A1	5.1281
SLC10A1	0.034
OGN	1.00425
GIPC2	-1.11416666666667
XPO6	0.192166666666667
LCE1A	0.7825
FMR1	1.7395
LOC374920	-0.212
DUSP3	0.198875
ANKMY1	-0.3105
C7orf50	0.31975
BBS9	0.4356
UNC119B	0.13075
C9orf72	0.1125
MGC35440	-0.39775
ENTPD6	0.34275
PPP1R2P9	0.92875
ERCC4	-0.28125
FAHD2B	0.019
HMHA1	1.847
HACL1	-1.20475
RAD23A	-0.471
FAM83B	0.78125
PPP5C	-0.426833333333333
RNASEH2C	-0.11275
C9orf153	-0.929
SCAMP4	0.1555
GHITM	0.1698
NDUFB7	-0.210375
ADCYAP1	0.405666666666667
SP110	1.566
MAP3K7IP2	0.38575
DHH	0.1345
AGRN	0.0480714285714286
WDR33	-0.216
CEP290	-1.17866666666667
PRPS1L1	-1.6965
KLRA1	-0.876
GPR97	0.0955
CHD7	-0.057
TLR10	4.05525
SLC30A8	-1.723
HIC1	1.277
IAPP	-0.2535
RXFP4	0.3005
GP1BB	1.63975
SHQ1	-0.003
NKX2-3	0.112666666666667
API5	-0.0445
FTHP1	0.226
MOV10L1	0.234
TRIM6-TRIM34	0.713333333333333
ADHFE1	1.79675
FAM117A	0.14575
DDI1	0.185
CDON	-0.372666666666667
TRIM73	-1.3225
IGKC	4.3855
MMP14	-1.06925
DYNC1LI1	-0.387375
C11orf66	0.36025
TRBV3-1	0.512
FASTKD5	-0.67525
BIVM	-0.8605
LHX4	-0.0605
CXCL2	0.1351
RAB2B	-1.0495
IZUMO1	-0.26775
MAP3K15	-2.1645
FAM19A2	0.590666666666667
ZC3H8	-1.0545
ZMAT1	2.652875
SPINK5L3	-3.04125
SLC10A6	0.26
APPL2	-0.385875
CARD10	-0.324166666666667
LOC402176	0.18175
EEF1D	0.8331
RAB6A	0.2534
C12orf5	-0.2055
PAPOLG	0.537
MSRB2	0.9775
BCR	0.257
PUS3	-0.5175
TIAM2	2.26575
ZNF317	-0.223666666666667
CHD2	-0.0447857142857143
FZD5	-1.63768181818182
NUDT8	-0.24125
ZNF763	-0.485
PRC1	0.342111111111111
ABCB9	0.764166666666667
SPATA3	0.06725
TRAK2	0.2295
STAB1	2.88825
LRRTM2	-0.0443333333333333
psiTPTE22	1.295
DBI	1.32375
SERPINA11	-3.3315
NAT5	0.409
C20orf58	-2.05725
RPS6KA4	1.17366666666667
FLJ90650	0.6185
TGFBRAP1	-0.67875
CHRDL2	2.034
FAHD2A	0.167833333333333
CNTN1	0.592
BBS4	-0.454
TMEM181	-0.4505
MINPP1	-0.29875
MPHOSPH6	0.588916666666667
HOXC10	0.3063
ITPKB	1.37675
CLPTM1L	-0.065875
MEOX2	2.29983333333333
ATP6V0C	0.336625
PRPF8	0.208666666666667
TMC5	-0.9415
FKBP3	-0.46025
PLEKHB2	-0.808375
OR4D6	0.1045
ZNF544	-0.6226
D2HGDH	-0.8675
RPL18A	0.2716
HEL308	0.07175
MPP6	-2.75425
TCERG1	-1.2475
KRT16	4.05183333333333
KLF17	-0.92025
KLF5	1.479
CDR1	3.918625
VCX3A	-4.034
FBLN2	2.401
C14orf104	0.21575
HBE1	-4.5324
OR4S2	-0.343
C1orf108	0.188
ROBO4	3.374
CPEB4	-0.292
C11orf80	0.499666666666667
BCKDHA	0.167833333333333
MYOC	2.5535
GIF	0.373
CKMT1A	0.2885
RPL3	0.6466
THBS1	2.812875
APOO	-0.78825
ARMCX1	1.7805
HSZFP36	-0.76925
SNAPC5	-0.25925
EIF4ENIF1	0.935
ZNF433	-0.75175
TNFRSF21	0.304375
TMPRSS7	0.1975
SPATA18	-0.407
HPDL	-0.6435
MKL2	1.055
TBX3	-1.78430769230769
C21orf93	-0.148
DAXX	1.06525
ELMO1	0.7235
RGS13	2.62666666666667
TAF11	0.21575
UNC13A	-1.715125
LOC653314	0.4315
ORC3L	-0.389
IMAA	-2.442
TARBP2	-0.667
CABIN1	-0.9342
TRIOBP	0.3698125
HIST1H2AC	2.240875
RGS22	-2.891
NCOA1	0.8565
IL25	1.988
SNCG	-0.0915
GPR6	0.4655
AMDHD1	-1.80066666666667
CHEK2	-0.837125
C6orf142	2.242
DRD4	0.9545
C14orf68	-1.135
GDF11	-1.654
SEMG2	0.461
CD247	2.134
CDAN1	-1.33225
RBMX2	0.530833333333333
TGS1	-0.25875
OIT3	1.474
SYF2	0.07325
MCM4	-1.09825
PKHD1L1	1.28875
CEP192	-0.330166666666667
IFT88	-0.52125
RPL9	0.165
RAB32	1.47775
DDX43	-2.24125
P2RX2	-0.236333333333333
OR5D18	0.0515
UBE1	-0.239833333333333
SLC24A1	0.62325
ARHGAP5	-0.97525
CETP	2.73775
KIAA1731	-1.28183333333333
SLC9A4	0.367
PTPN6	2.028
BAHD1	0.38
GRIK3	-0.094
CACNB2	-0.5975
PDE10A	-0.93325
DGCR14	0.1715
PCDHB9	0.1745
RHOQ	0.449166666666667
MAP3K4	-0.207
KTI12	0.188833333333333
RPL23AP13	-1.401
GNG11	-0.1685
CLCN3	0.530666666666667
GPAM	-0.411875
VSTM2A	0.0405
SLAMF7	3.6725
INTS2	-1.0045
PPP2CA	-0.1138
LRP12	0.1372
SEC14L2	0.264
DKFZP586H2123	2.307
MC3R	0.043
CIRH1A	-0.790833333333333
HIST1H2AB	1.11733333333333
POLH	0.321125
MGC16703	-1.84366666666667
SNAPC2	-0.4905
FILIP1L	1.106
RASGRP4	0.375
LRRC1	1.27275
GAS1	2.30825
PRAC	-0.89825
DGKA	1.011
NT5C3	-0.61775
PEG3	-0.471916666666667
NADK	-0.735
PRR17	0.0307500000000001
LOC374569	0.15075
SGSH	0.254333333333333
NLRP8	-0.331
GALT	-0.2556
MCF2	-0.397
ZNF263	-0.1995
TACSTD1	1.487
TYR	-6.0571
ATP6AP2	0.361
RNUXA	-0.7275
ABHD10	-0.3777
GDPD2	-0.39
SLC35C1	0.299
UBE2A	0.1965
HERC5	0.496666666666667
FAM112B	-3.15366666666667
FBXL16	1.3415
DKFZP434A0131	-0.834
ELA3A	-2.1205
RBM41	-1.278875
HAO2	-0.171
RNH1	0.5465
SHANK2	0.223
OSBP2	-1.604125
DAK	-0.319
C3orf58	0.721416666666667
TCL1B	-0.7695
KBTBD2	-0.064
SUGT1L1	0.33525
UBE2E2	-0.0936666666666667
MYL9	2.669
CDC23	-0.627
PBXIP1	2.2917
CXorf40B	0.962
NBL1	0.72075
RTBDN	0.134
RAB11FIP5	-0.12775
TTTY13	-0.966
SCOTIN	-0.13725
SOHLH1	-0.581666666666667
CDKN1A	-0.0866428571428572
NCK1	0.919
ZNF550	0.77975
SAPS3	0.27625
SPIN3	-0.5965
MAGEE2	1.70225
MIS12	-0.782166666666667
OR8H2	0.3975
KIAA0774	-1.96216666666667
UNC5D	-1.8575
CUL7	0.791666666666667
LIPC	-2.94366666666667
DIO1	-1.91625
C20orf11	-0.2673
CTRL	-0.4145
HS3ST2	1.14525
PAK4	-0.1075
CCRL1	3.855
RNF10	0.14775
ZNF567	0.3705
ZNF660	-0.952
TCEAL3	0.5995
MAGOH	1.38016666666667
CENPB	-0.364333333333333
C19orf7	0.76525
LOC388965	0.2505
ZCCHC13	-0.5155
JMJD1A	-0.8825
HIST1H4H	2.4505
TBRG1	-0.6633
GPC3	-4.09775
TAF1C	-0.08775
EBNA1BP2	-0.137
CIAPIN1	-0.354
PDGFRA	0.330777777777778
CSTB	1.048125
CENPI	0.086
GTF2E2	-0.907333333333333
RPP21	1.27175
CCNF	-0.935833333333333
KCNQ3	1.8085
FAM79A	0.8535
SLC22A12	0.365
NOVA1	-1.101
FZD3	-1.2432
AKAP8	-0.86975
SOCS5	0.587
CFDP1	-0.20175
DLG5	-0.0125
PGM5	0.819416666666667
C1orf144	-0.15425
HDAC10	-0.894
RND2	-0.40775
C20orf199	-1.18325
RNMT	-0.24425
SLURP1	2.931875
ASTN1	-0.531125
SH3BGR	2.05225
MYCL1	0.616625
ZHX1	0.552
CENPK	-1.92925
FOSB	-0.1379
LOC643406	1.1615
C2orf59	-0.518875
TMEM135	-0.897125
SLC27A2	-3.75975
KRT33A	2.2605
OVOL1	1.071375
PAMCI	-2.2125
S100A7	-1.8365
ZNF789	-1.02
HARS2	-0.39675
RPL23A	-0.400833333333333
TCF23	-0.36075
UPF3B	-1.273875
C17orf78	0.005
HLA-DOB	2.45866666666667
C14orf142	-0.206833333333333
TEKT5	0.527666666666667
DMWD	0.1535
POLD1	-1.59366666666667
GSCL	-0.337
CALD1	0.3391
SCRT1	1.00916666666667
AIG1	-0.152
UNC84B	0.79975
ZNF404	-0.20125
TMED6	-2.56875
KIAA1462	0.17
LRRC27	0.0156666666666667
PYGO1	-0.6065
PIGU	-0.652
ALAS2	-3.72816666666667
WRNIP1	0.46075
CNNM3	0.5015
ZNF2	0.4835
ST3GAL5	0.646833333333333
MRPL23	0.44225
TSSK6	-0.2225
PSMA6	-0.806
C16orf70	-0.19275
KIAA1602	-0.37
ALMS1	-0.044
DCN	2.70375
TMEM132D	-0.65425
SUCLG2	-0.6785
ABHD14A	0.44675
DEXI	0.455833333333333
AMPD2	-0.999666666666667
IFNAR2	0.320666666666667
CYB5A	0.0471
TLOC1	0.96105
NXF5	-0.612666666666667
NRBF2	0.014
KCTD3	-0.423
ITGAE	-0.340666666666667
SLC30A3	-1.17933333333333
ZRF1	-1.244
IFRD2	-0.641875
XAB1	0.596
PYCR2	-0.383666666666667
SERPINB3	-4.03
TMLHE	0.3459
GEFT	-1.257375
ABCA5	-0.48375
EMR4	0.565166666666667
TSFM	-0.7975
HIST3H2BB	1.568
ARHGEF19	0.374
TSPAN17	0.649333333333333
