Hybridization REF	TCGA-B6-A0X1-01A-11R-A109-07
NCOA6	0.20225
C19orf58	0.9694
PPP4R1	-0.7015
MAN1A2	1.14066666666667
IKBKAP	-1.3535
UPF1	-0.328166666666667
KIAA1219	-0.93125
WNT16	-0.0441666666666667
SNW1	-0.787375
IL18RAP	4.26575
RPP30	0.283625
CDC40	-0.0497857142857143
SETD3	-0.1965
SLAMF6	0.41375
ELK4	0.4375
TRIM47	2.73283333333333
ACOX3	0.896875
TRIM6	0.969125
KIAA0372	-0.4515
TP53AP1	0.348625
SMURF2	-0.1955
ADAD1	0.109
EBP	-0.6716
KRTAP13-2	-0.088
FLJ36874	0.5425
TOR1A	-0.0738333333333333
P2RY4	1.365
GPBP1	-0.444
TRPV1	-0.0175
ADAMTS12	-0.199833333333333
PES1	0.3162
ATG4A	1.2725
MAGEA10	-3.4455
WFS1	0.1915
CC2D1B	0.363333333333333
PABPN1	-0.23175
SLC25A30	-0.22675
SLCO1C1	-0.2555
SLC22A5	-0.906
KIF23	-0.0733333333333333
SYN2	1.18966666666667
ASPN	3.82716666666667
CENTG2	-0.6165
QSOX2	-1.0737
FLJ10815	0.2865
STK24	-0.4611875
SPEG	0.3439
STK10	0.4105
DACT2	-2.9235
AAAS	-1.21175
SSX3	-1.66675
ABCD3	-0.6755
C4orf12	-0.107625
PARVG	1.48983333333333
FIG4	0.40875
C9orf46	1.852
TMCO6	-0.962
IGHMBP2	-0.489
DUS2L	-0.875333333333333
FAM3C	0.2626875
TMEM16D	-2.3505
DCTN4	0.02875
KCNH3	0.08075
EIF2AK2	1.54275
AP1S3	0.487125
CST4	0.1625
PAM	-0.87975
NUTF2	-0.407
CITED2	-0.3785
SLC39A4	0.6165
C2orf52	-1.5795
GRM3	0.009
C12orf49	1.55325
CCDC49	-0.0422
GRAMD1B	0.297875
FNDC4	-0.3255
SIAH2	-0.302875
GDPD4	0.29775
C21orf87	0.272875
ATP5A1	-0.328666666666667
C16orf63	0.90275
LOC388135	0.4925
ATP5J2	0.537625
MMP3	-1.27975
EMID2	-0.24625
CRHR1	0.47475
WDR70	-1.2325
C13orf31	2.46125
ZFAND1	0.285
CCL18	3.9895
C3orf49	-0.1475
RINT1	0.9095
KIAA0408	-0.895833333333333
F13A1	1.8298
SLC10A1	0.121833333333333
OGN	-3.22
GIPC2	-1.78983333333333
XPO6	0.7605
LCE1A	-0.2065
FMR1	1.5849
LOC374920	-0.6895
DUSP3	0.8725
ANKMY1	0.29075
C7orf50	-0.15475
BBS9	-0.7895
UNC119B	-0.0525
C9orf72	1.232125
MGC35440	0.37925
ENTPD6	-0.276625
PPP1R2P9	0.214
ERCC4	-0.11525
FAHD2B	0.3235
HMHA1	0.2425
HACL1	0.3085
RAD23A	0.129666666666667
FAM83B	1.545
PPP5C	-0.984
RNASEH2C	0.06525
C9orf153	0.53475
SCAMP4	0.441875
GHITM	0.5108
NDUFB7	-0.45075
ADCYAP1	0.232666666666667
SP110	2.04983333333333
MAP3K7IP2	0.11975
DHH	0.277
AGRN	0.314142857142857
WDR33	-0.495166666666667
CEP290	0.699833333333333
PRPS1L1	-1.01533333333333
KLRA1	-0.9995
GPR97	-0.0475
CHD7	-0.180916666666667
TLR10	0.68625
SLC30A8	-1.4185
HIC1	0.150833333333333
IAPP	0.207
RXFP4	0.68
GP1BB	2.322
SHQ1	-0.821
NKX2-3	0.319166666666667
API5	0.21225
FTHP1	1.1495
MOV10L1	-0.221666666666667
TRIM6-TRIM34	2.867
ADHFE1	2.622
FAM117A	-1.47575
DDI1	0.3855
CDON	-1.60966666666667
TRIM73	-1.103
IGKC	3.2515
MMP14	-1.75891666666667
DYNC1LI1	0.438625
C11orf66	-0.51875
TRBV3-1	-1.0045
FASTKD5	0.029
BIVM	-0.802
LHX4	-0.3485
CXCL2	0.2279
RAB2B	-1.19483333333333
IZUMO1	-0.633
MAP3K15	-1.112625
FAM19A2	0.0653333333333333
ZC3H8	-0.702166666666666
ZMAT1	1.46075
SPINK5L3	-2.2455
SLC10A6	0.425
APPL2	-0.823125
CARD10	-1.81916666666667
LOC402176	-0.73725
EEF1D	0.914
RAB6A	0.9519
C12orf5	0.775375
PAPOLG	0.283
MSRB2	1.26025
BCR	1.42022222222222
PUS3	-0.20575
TIAM2	0.22625
ZNF317	-0.388333333333333
CHD2	-0.122857142857143
FZD5	-1.3235
NUDT8	1.25675
ZNF763	-1.0365
PRC1	0.0348888888888889
ABCB9	1.91983333333333
SPATA3	0.40225
TRAK2	-0.84725
STAB1	2.879
LRRTM2	-0.2
psiTPTE22	2.4185
DBI	0.43025
SERPINA11	-2.878
NAT5	1.231
C20orf58	-1.986
RPS6KA4	0.93
FLJ90650	-0.2605
TGFBRAP1	0.1045
CHRDL2	5.045375
FAHD2A	0.156333333333333
CNTN1	-0.63975
BBS4	0.1652
TMEM181	0.073
MINPP1	-1.14125
MPHOSPH6	-0.103833333333333
HOXC10	0.5067
ITPKB	-0.48675
CLPTM1L	0.665
MEOX2	-2.5935
ATP6V0C	0.623875
PRPF8	-0.217166666666667
TMC5	1.13675
FKBP3	-0.6115
PLEKHB2	0.487125
OR4D6	0.1595
ZNF544	-0.2562
D2HGDH	-0.431
RPL18A	-0.2971
HEL308	-0.53525
MPP6	-1.4695
TCERG1	-1.6805
KRT16	5.428
KLF17	-0.65775
KLF5	1.466375
CDR1	2.862875
VCX3A	-4.6655
FBLN2	0.956375
C14orf104	-1.1005
HBE1	-4.4574
OR4S2	0.306
C1orf108	0.967333333333333
ROBO4	2.59766666666667
CPEB4	0.126
C11orf80	0.468
BCKDHA	0.548
MYOC	0.0615
GIF	0.642
CKMT1A	1.774
RPL3	-0.5197
THBS1	-0.1335
APOO	0.24
ARMCX1	0.43075
HSZFP36	-0.57475
SNAPC5	0.07475
EIF4ENIF1	0.90325
ZNF433	-0.503
TNFRSF21	-0.1375
TMPRSS7	-0.0545
SPATA18	0.4838
HPDL	-0.496
MKL2	0.5217
TBX3	-2.10784615384615
C21orf93	0.752666666666667
DAXX	0.363
ELMO1	-0.582125
RGS13	1.50666666666667
TAF11	-0.32875
UNC13A	-2.260625
LOC653314	0.8776
ORC3L	1.089
IMAA	-1.4355
TARBP2	-0.49825
CABIN1	0.6172
TRIOBP	-0.73875
HIST1H2AC	1.528125
RGS22	-3.39083333333333
NCOA1	1.086
IL25	0.378
SNCG	4.0335
GPR6	0.188
AMDHD1	-2.752
CHEK2	0.811875
C6orf142	0.23175
DRD4	1.453
C14orf68	-0.7015
GDF11	-2.15975
SEMG2	0.104
CD247	0.0415
CDAN1	-0.133
RBMX2	-0.313
TGS1	-0.13575
OIT3	-0.02875
SYF2	-0.6335
MCM4	-0.341625
PKHD1L1	0.542125
CEP192	-0.577833333333333
IFT88	0.14075
RPL9	-0.0733571428571428
RAB32	1.3315
DDX43	-2.812
P2RX2	0.354
OR5D18	0.1055
UBE1	0.588666666666667
SLC24A1	-0.011
ARHGAP5	0.241
CETP	0.3275
KIAA1731	-0.733166666666667
SLC9A4	0.3745
PTPN6	2.0075
BAHD1	-0.47225
GRIK3	0.036
CACNB2	-0.949
PDE10A	1.82925
DGCR14	-0.14725
PCDHB9	-1.00816666666667
RHOQ	0.754166666666667
MAP3K4	0.42875
KTI12	0.4315
RPL23AP13	-2.7255
GNG11	-1.93375
CLCN3	0.1555
GPAM	-1.615125
VSTM2A	0.765
SLAMF7	2.658
INTS2	-0.6665
PPP2CA	-0.7234
LRP12	0.972733333333333
SEC14L2	0.084
DKFZP586H2123	0.84525
MC3R	-0.0175
CIRH1A	-0.731333333333333
HIST1H2AB	1.23316666666667
POLH	0.80775
MGC16703	-1.6815
SNAPC2	-0.109
FILIP1L	-1.10425
RASGRP4	0.253
LRRC1	1.85075
GAS1	-0.7455
PRAC	-0.92075
DGKA	-1.3785
NT5C3	0.586
PEG3	-4.463
NADK	0.7625
PRR17	0.89
LOC374569	0.36375
SGSH	0.769166666666667
NLRP8	0.2885
GALT	-0.124
MCF2	1.1745
ZNF263	-0.29825
TACSTD1	2.01466666666667
TYR	-6.1335
ATP6AP2	0.60375
RNUXA	-0.09575
ABHD10	0.498
GDPD2	-0.9655
SLC35C1	1.065
UBE2A	0.45625
HERC5	2.5405
FAM112B	-3.95866666666667
FBXL16	-1.201
DKFZP434A0131	-0.4765
ELA3A	-2.047
RBM41	-0.5305
HAO2	-0.22325
RNH1	0.748125
SHANK2	-0.686333333333333
OSBP2	-0.95225
DAK	0.208666666666667
C3orf58	0.410083333333333
TCL1B	-1.087
KBTBD2	-0.86325
SUGT1L1	0.2375
UBE2E2	1.2215
MYL9	0.57075
CDC23	-0.7605
PBXIP1	0.8028
CXorf40B	0.6745
NBL1	0.03175
RTBDN	0.123
RAB11FIP5	1.089125
TTTY13	-0.373
SCOTIN	-0.267083333333333
SOHLH1	-0.839166666666667
CDKN1A	-0.264142857142857
NCK1	1.4965
ZNF550	-1.2235
SAPS3	0.029
SPIN3	-0.180833333333333
MAGEE2	-0.25325
MIS12	-0.942833333333333
OR8H2	0.409
KIAA0774	0.665666666666667
UNC5D	-1.66
CUL7	0.326333333333333
LIPC	-3.18866666666667
DIO1	0.35875
C20orf11	-1.2304
CTRL	-0.12525
HS3ST2	-0.36525
PAK4	1.18783333333333
CCRL1	2.4
RNF10	-0.046375
ZNF567	0.5105
ZNF660	-1.5555
TCEAL3	0.64875
MAGOH	1.156
CENPB	0.294833333333333
C19orf7	-0.7375
LOC388965	0.31525
ZCCHC13	0.352
JMJD1A	-1.002
HIST1H4H	0.7345
TBRG1	-1.3848
GPC3	-5.296
TAF1C	-1
EBNA1BP2	0.303166666666667
CIAPIN1	-0.5445
PDGFRA	-1.69172222222222
CSTB	0.735625
CENPI	-0.667
GTF2E2	0.7755
RPP21	0.8795
CCNF	-0.852166666666667
KCNQ3	0.952
FAM79A	1.39875
SLC22A12	0.238
NOVA1	-0.785
FZD3	0.2831
AKAP8	-0.61225
SOCS5	-0.45325
CFDP1	-1.252
DLG5	0.2015
PGM5	-0.485583333333333
C1orf144	0.741083333333333
HDAC10	-0.8565
RND2	-0.4965
C20orf199	-1.6955
RNMT	-0.5715
SLURP1	0.775
ASTN1	-0.956375
SH3BGR	0.97625
MYCL1	0.097875
ZHX1	1.94583333333333
CENPK	-2.23025
FOSB	-0.4438
LOC643406	0.895
C2orf59	-1.047
TMEM135	-1.1855
SLC27A2	-1.22075
KRT33A	1.69
OVOL1	1.04375
PAMCI	-1.4645
S100A7	4.1195
ZNF789	-0.3285
HARS2	0.08675
RPL23A	-0.414166666666667
TCF23	-0.121
UPF3B	-0.156875
C17orf78	0.234
HLA-DOB	2.52516666666667
C14orf142	0.246166666666667
TEKT5	0.743666666666667
DMWD	0.5525
POLD1	-1.242
GSCL	0.2845
CALD1	-0.6417
SCRT1	1.08366666666667
AIG1	0.03925
UNC84B	-0.92825
ZNF404	-0.89525
TMED6	-2.05575
KIAA1462	-0.435
LRRC27	1.6255
PYGO1	0.693
PIGU	-0.865833333333333
ALAS2	-3.5695
WRNIP1	0.065125
CNNM3	-0.185
ZNF2	0.06975
ST3GAL5	-0.358583333333333
MRPL23	-0.27875
TSSK6	-0.31125
PSMA6	-0.09425
C16orf70	0.0425
KIAA1602	-0.0175
ALMS1	-0.428
DCN	-1.041875
TMEM132D	-0.88625
SUCLG2	-1.72075
ABHD14A	0.1275
DEXI	1.0845
AMPD2	-1.4225
IFNAR2	0.362166666666667
CYB5A	1.9623
TLOC1	-0.8806
NXF5	-0.824833333333333
NRBF2	0.886875
KCTD3	-1.067
ITGAE	-0.611833333333333
SLC30A3	-1.6645
ZRF1	-0.3715
IFRD2	-0.641625
XAB1	1.09475
PYCR2	-0.316166666666667
SERPINB3	-2.988
TMLHE	0.3664
GEFT	-1.930625
ABCA5	-0.089875
EMR4	0.0391666666666667
TSFM	-0.029
HIST3H2BB	0.931
ARHGEF19	0.02075
TSPAN17	1.48816666666667
ABCC8	-1.03725
MAP1S	0.202
C22orf36	1.025
BNC2	-2.25521428571429
HIST1H4A	-0.02225
NDUFS3	0.6145
WDR3	-0.723333333333333
XKR4	1.888
TTC33	-0.497285714285714
STMN2	-0.0835
CPN2	-1.19266666666667
HSPC105	1.464375
PCOLCE2	0.65075
C3orf55	4.0095
KLHDC9	1.468
TBC1D23	0.678375
ATXN2L	-0.457083333333333
MAP2K3	0.860583333333333
SCAP	-0.40475
ZNF486	-0.652833333333333
C20orf96	-0.6335
NARS	1.11975
ADAMTSL1	-1.26328571428571
PRCC	0.517833333333333
CCDC126	0.0943333333333333
ZNF675	-0.697
CALCOCO1	-0.4605
ANKRD43	0.86325
CWF19L2	-0.808166666666667
ZBTB32	2.65633333333333
BRAF	0.846
ODF4	-0.008
MGC14376	0.283166666666667
HORMAD1	1.061
AAK1	0.556166666666667
PEBP1	0.602916666666667
TNFSF5IP1	-0.350833333333333
DKFZp564N2472	0.3135
RMND1	0.1345
IGKV1-5	4.44475
COL1A2	-0.05775
SERPINA5	-3.792875
AANAT	0.7135
C19orf21	-1.24416666666667
GEMIN5	0.6675
UBR4	-0.215833333333333
LTBP3	1.08683333333333
AMHR2	-2.6365
PROCR	-1.60975
MYBBP1A	-0.57
C20orf39	-3.60583333333333
ZNF697	-1.8555
PASK	-0.441
ZNF776	-0.7305
RFXDC2	-0.247625
KIAA0467	0.1925
C10orf96	-2.8645
ZNF503	0.7515
GULP1	-2.1585
KCNE4	-1.049
DKFZp434K191	0.416
LOC196913	-0.1835
BHLHB4	2.376
CH25H	2.9205
LOC81691	1.50133333333333
ALPL	-0.416857142857143
COL12A1	-0.63125
FOLR3	0.437166666666667
GPR123	-0.085125
TRIM62	0.203428571428571
ABLIM1	-0.107166666666667
MAST3	-0.47175
RHBDD1	1.002
LOC338809	-1.345
RYBP	0.42925
TTC26	0.302875
ZNF22	-0.269
ISCA2	-0.036
RDM1	0.5115
PIGM	0.63925
GNB3	-0.648
ACTR2	0.4501
HMGB1	-0.7158
EDG1	0.6245
SOAT2	-3.4185
OR10AD1	0.2265
RAP1GDS1	-0.0354166666666667
LCE1F	0.183
ESM1	-1.57325
RCN3	1.68975
CREBL1	-0.48075
DBNL	-0.0226666666666667
PTGER3	0.070875
USP30	0.528666666666667
BCL2L12	-0.180833333333333
KIF26B	0.835
ZNF416	-0.27925
ZNF225	-1.5085
C17orf70	0.21525
ZNF554	0.005
RAE1	-1.05483333333333
TNIK	-1.55
ACTN3	0.0405
MGC45922	1.795
CCNA1	4.57516666666667
RYK	-0.457666666666667
IL26	0.176
LRP3	1.3765
QARS	-1.51
SOX7	1.69492857142857
BID	0.47
OR2S2	-0.0915
CXCL14	2.35425
C11orf47	-0.8805
MGC29891	0.177166666666667
HSPB8	2.7344
PRDM14	-1.593
NUFIP2	-0.01375
MNAT1	-0.537375
ZDHHC2	1.21333333333333
MBNL2	-0.486125
ADD3	-1.046875
CSNK2A1P	-1.10125
KLK6	-1.14783333333333
TMEM111	-0.4564
KIAA1279	0.3755
NUBP2	-0.016
RAB42	2.17125
ID3	-0.5521
TM9SF1	-0.3995
MDP-1	-1.52025
POU4F2	0.4435
IQCK	1.27275
C16orf14	-0.31775
CAPN3	-0.947
FAM43B	-0.963125
RECQL	-0.01925
AP1G1	0.00578571428571425
CTNNBL1	-0.909666666666667
ECHDC1	-0.9205
SMARCC1	-0.6909
FOXQ1	-0.098625
GNAI3	-0.845
POLG2	-0.8315
CD4	1.2145
ITLN1	0.20125
EBI2	2.33175
IRF1	1.57975
PTPRE	2.237
PTK2B	0.09075
NXNL2	-0.7805
SOX4	-0.886333333333333
TSPAN3	0.825
SH2D1A	-1.39516666666667
C8orf58	-0.2995
USP20	-1.2
DUSP22	-0.80175
CALB1	-2.4265
L3MBTL2	0.461333333333333
MCRS1	-0.72325
TMEM118	1.84816666666667
C18orf8	0.4755
FLJ10241	0.090375
GJA12	0.09075
PKD1	-0.784333333333333
ZFP3	-0.004
JAM3	-3.29575
LAPTM4A	1.9447
DIRC2	0.127
KIAA2022	2.0945
MYOM1	-0.4575
TRPM8	-0.139166666666667
MOP-1	1.73675
PHKG2	0.6245
ZNF650	1.157
KIAA1522	2.077
PSG8	-1.89466666666667
DDX19B	-0.228
MOBKL1B	1.0985
DIAPH2	1.07708333333333
PTPN12	-0.70775
CLN8	0.019
CRYZL1	-0.794333333333333
CRY2	-0.0746666666666667
FCGR2B	2.777
PNPLA4	1.870875
ZNF454	1.178
DKFZp434B1231	-0.0965
CLDN11	0.0718
RFWD2	-0.0398333333333333
CIB2	1.69333333333333
MXRA8	-0.1815
HRK	1.559625
MAML2	-1.13225
C4orf31	-1.75825
C6orf192	0.00625000000000001
COG6	0.587625
FAM5B	-0.4115
NFATC1	1.3292
SEPT10	-0.67
SCYL1	0.8916
RPP40	0.4625
SCOC	0.1751
KIAA1450	0.35425
CTDSPL2	-0.665
TBX5	0.447666666666667
NAPG	-0.10275
RHD	-4.53575
C14orf45	0.269166666666667
ZBTB22	0.0155
PLCG1	-1.542
ANKRD10	-0.42475
AQP7P2	-0.527
TAGLN2	0.977333333333333
HTR2C	-1.17383333333333
SLC16A7	-1.32666666666667
C17orf83	-0.08975
TSGA14	-0.023
MDH1	0.901
PPP3R2	0.236166666666667
DCBLD2	0.399
RBM33	1.436375
DPH3	0.7855
SYT10	-1.0845
FMO4	1.274375
THYN1	-1.19675
DRD5	-1.6225
OTOR	0.019125
PGRMC2	-0.6353
KATNAL1	-1.223125
PAQR6	-3.23325
UBE2I	-0.7
C14orf28	-0.89
C8orf70	1.76725
FLYWCH1	-0.39575
ANGPTL3	-1.04025
GLRX2	1.6975
ATP11A	0.0453571428571428
ARL5B	1.67775
MUC16	1.8045
SLC25A5	-0.027
ACRC	-0.73825
MYO1C	0.092375
FAM89B	1.37466666666667
FAS	3.536375
KIFAP3	1.028
GLRA2	0.4785
BTN3A2	1.0436
CNKSR3	0.318125
CSTF3	1.43483333333333
ARPM1	2.9875
KIAA1530	-1.172
C9orf150	-0.8025
PRKCI	0.70675
tcag7.1015	0.61825
SOD3	-0.2045
ZNF574	0.16875
CYP21A2	1.7855
RPL12	0.0505
COMMD2	-0.47325
WIZ	-0.82475
LOC344405	0.188
ALDH4A1	-0.830588235294118
CRYAB	3.6085
COPA	0.3554
PCDHGA7	0.5505
KIF11	-0.361
RASD2	1.9985
SLC26A3	-0.332
ZNF175	-3.0045
JAKMIP2	-2.199125
C8orf4	-1.8255
PTHLH	-0.27175
SLC40A1	-0.277166666666667
OR7D4	0.423333333333333
PCDHB17	-1.167
CD36	1.37435714285714
C6orf203	1.2776
PRKG2	-0.6695
LOC400566	2.45
ANAPC13	0.00599999999999999
SLCO3A1	-0.16875
ZNF692	-1.1865
FANCL	-0.306
SH3GLB1	0.90825
C12orf61	-0.245
KBTBD6	0.655
SUPT5H	0.754
XRCC6	-0.1583
HUS1B	-0.9452
FAM133B	0.127857142857143
LOC728276	0.562
KCTD18	0.26025
SOS2	0.157333333333333
CCDC99	-0.5865
C1QTNF5	1.166
NNAT	-0.335333333333333
USP16	-0.147
LARS	-0.942375
ZBTB2	0.77025
ABO	0.0293333333333333
TRAF3	1.043
GALNT5	-2.9005
NAP5	-1.03325
ALG14	0.196
KIAA0515	0.211692307692308
WDR75	-0.0788333333333333
TEX261	0.739333333333333
LY86	1.18875
LOC389072	-0.989
FLJ13611	-0.326
MRGPRX2	0.3275
SNRPA	-0.24025
OR2G2	0.095
GPRASP2	0.45925
C7orf42	0.4471
C9orf163	-0.3045
CYP11B2	0.159
FCRL3	0.887666666666667
PRDX1	1.19775
FGB	-6.75616666666667
COX17	0.498333333333333
C16orf33	-0.27925
PIWIL1	-0.240166666666667
FOLR1	-1.84233333333333
KIAA0082	0.50275
FREQ	-0.134833333333333
TMCC2	-1.91366666666667
TCF12	-0.286166666666667
ZNF721	0.24275
FAM130A2	0.28775
POU4F1	-1.88275
SNRPF	0.57375
SGIP1	0.102666666666667
ZNF641	0.816166666666667
EMG1	0.376
PRRG4	2.224
HIRA	-2.005
MYNN	1.06033333333333
AEBP2	0.440083333333333
TBXA2R	-0.529166666666667
ISL2	-1.18133333333333
PCDHB11	-0.794
RNF144A	-0.709875
MARCH5	0.141
DULLARD	-0.580333333333333
DCLRE1B	-1.0855
ITGA8	-0.86
TP73	-0.4915
PRKCD	-0.21975
NDUFB4	1.0735
ATP13A4	1.183
ANTXR2	-1.22283333333333
COL4A3	-0.530833333333333
MYO10	-0.8172
SLC6A18	0.551
PEX1	0.24425
TMEM74	0.846833333333333
RBM19	0.80575
TAPBP	1.01245
RUNX1	-1.29925
MID1	0.175666666666667
GPR64	-0.435166666666667
RASEF	4.2505
GABRG1	0.2105
MYO16	0.42425
DBF4	-0.0703333333333333
TSHZ2	2.8895
RIPK2	0.228125
PPTC7	0.270166666666667
KIF4B	0.371
LRRC31	-0.190625
ZNF540	0.68525
EFNB3	-0.448166666666667
LOH12CR1	0.752625
STON2	-0.0165
GLP1R	0.3225
CSTF2T	-0.7535
IREB2	-0.437875
GRSF1	-0.4485
PDCD7	-0.524
LRRC43	1.546
CNR1	-0.0391666666666667
IL1F7	0.686
C12orf64	-0.63125
FAM69B	-1.293
NR2E1	-1.585
MS4A6A	2.5483
FTL	1.1272
C7orf36	0.372
PCLO	1.8502
DYRK2	-0.0710833333333333
ARIH2	-0.44275
SAMD7	-0.1015
SCNN1D	-0.23375
SLC32A1	-0.79125
C22orf25	0.508833333333333
MRPS18A	0.1919
GPR112	0.3125
EARS2	-0.35675
ERN2	0.78
ATPBD3	0.0418333333333333
PRH2	1.855
CDKN2D	0.124666666666667
PGLYRP2	-0.122
TRIM40	0.30925
SEC14L3	0.199166666666667
SLC22A1	0.02275
BTN2A3	0.1155
RASA4	0.725
CCNL2	-0.619333333333333
MYBPC3	0.512
GJA4	2.23575
CDC42SE1	0.456
TRPV2	-1.29525
MYPN	-3.6659
SIM1	0.3335
CDADC1	-0.316416666666667
ZFHX4	-0.35
NIBP	1.77966666666667
ADAMTS19	-2.11725
ABTB2	0.047
TSPYL2	-0.749625
EIF2S3	-0.0483
SOX30	0.64575
AP2A1	-0.2565
DKFZP564O0523	0.216
LOC285398	-0.07925
CDH18	-3.89825
CHL1	-0.605125
GATS	-0.0841
TBC1D2B	0.702166666666667
OR1J1	-0.0135
GSN	-0.687
DPCR1	0.097125
GARNL4	-1.18566666666667
SMARCA5	-0.29175
PLEKHG3	0.805666666666667
ZBTB45	-0.187
FRMD6	-1.88316666666667
PLS1	-2.34716666666667
DGKZ	0.283833333333333
EFNA1	-0.1856
WDR85	-0.67975
ANK2	-0.08925
PAGE4	-0.928333333333333
SENP6	-0.404833333333333
AKR7A2	-0.255333333333333
FKBP10	-1.9335
VEGFC	-2.66783333333333
LARP1	0.198625
SRBD1	-0.31975
ITGB6	1.1385
SLC1A2	-0.108857142857143
INVS	0.231833333333333
MPO	2.93625
MOBKL3	0.6631
CUTL2	-1.608375
KLK2	-0.136916666666667
VIM	-2.363
REG1B	0.357333333333333
PCDHGC4	0.1375
C3orf34	0.89
SUMO3	-0.604166666666667
CST9L	-0.78625
MLL4	0.28275
SPR	1.72266666666667
SAMD9L	2.96875
ABCE1	-0.636
SUPT3H	-1.26383333333333
ACTBL1	-1.945
ADAMTS4	1.001
SLIT3	1.0275
RHEBL1	-0.20425
NPM2	1.178
MAN1C1	-0.681875
KIAA1856	1.072
HSPA6	1.774
LOC388152	0.822
C10orf140	-2.31625
ZDHHC12	0.896
LIN7A	-1.8278
PHC2	0.477
SPHK1	0.41075
TRIM26	0.627
FAM83E	0.7725
C18orf24	0.0665
ZNF578	-0.501166666666667
ORAI1	1.418
RUVBL1	-0.798333333333333
C7orf20	-0.846333333333333
APAF1	-1.341
SLC36A4	-1.37883333333333
MYH11	3.37133333333333
NEK1	-0.1025
MPP2	-1.2005
C12orf24	-0.734
TNK2	0.7214375
ZNF289	-0.45875
MATN3	-3.45942857142857
IFNGR2	0.690166666666667
ITPR1	0.396625
EBF3	0.1636
TBC1D20	0.4328
OR10P1	0.25125
DDAH2	0.652
SHPRH	-0.781625
STX7	0.1175
LOC554248	-2.54525
BCAR1	0.73725
ATXN3	-0.211416666666667
TRIM27	0.0665
CDC42EP2	-0.208
CHP	-0.028
SOX17	1.934375
ZNF259	-0.333666666666667
CHCHD1	0.503
ZDHHC19	0.276
GBP2	2.0635
GARNL3	0.385625
MRC2	-1.159
C1orf52	-1.39675
AOF2	-1.24266666666667
LRPPRC	0.4034
ACVR1C	0.248666666666667
TM4SF18	2.15683333333333
TMEM169	-0.646
PPP1R16A	0.949375
EBF1	-1.39316666666667
RRS1	0.106166666666667
SNX2	-0.383
OR2T2	1.5195
RBX1	-0.30775
ANKRD54	0.953833333333333
TSNAX	0.141333333333333
TMEM83	-1.98925
ZBTB7A	0.785
ATM	-1.40708333333333
LOC338328	1.12183333333333
TIE1	-0.192333333333333
HIST1H3G	0.872333333333333
PASD1	-4.14066666666667
TINAG	0.73975
PCDHAC2	-0.4035
LRRC15	-2.154
WBSCR17	-0.7915
TFF2	0.011
PARP2	-1.088
NDFIP2	-0.152375
PCDHGB2	0.112
WDR60	0.57975
MAP7D2	0.1544
USP45	-0.20625
GSDML	-0.71575
TNS1	0.3542
PLCD4	-1.563
IQCD	1.03216666666667
SMPX	3.44075
CD9	0.016
SRGN	2.12025
CASP7	-0.02825
INOC1	-0.462666666666667
DKFZp451M2119	-0.39125
VMAC	1.4475
USP53	-0.6535
CAMK1G	0.06975
TMEM106A	1.42133333333333
CDC20	0.5256
ACSL5	1.0265
CBWD5	-0.373875
C1orf87	0.182833333333333
KIAA1274	-1.41225
PRUNE2	-1.89692857142857
LYPLA2	-0.9145
DOK6	0.220333333333333
GPR149	-0.25975
FAM30A	1.79425
TMEM129	0.12125
SLC35B3	0.5715
ACPP	-1.1693
LOC200261	-1.0765
SLC4A7	0.4515
CCDC40	1.207
GART	-1.32625
THOP1	-0.91925
SCARB1	0.316875
CACNA1F	-0.1455
TRIAP1	0.748333333333333
SYT14L	-0.365
SFRS8	-0.796
PBOV1	0.19075
GOLSYN	0.86525
GJB7	-0.8625
CAMK2N1	-1.57516666666667
GREM1	2.34758333333333
FLJ20433	0.75
QPCT	-0.631375
PRKAG2	2.04766666666667
H2AFX	-0.668625
C6orf154	1.856
PLOD3	-0.20875
ZBTB39	-0.66
WASF3	-0.1925
DRG1	0.67075
PRR4	0.3335
SPCS1	0.06725
KDELR3	1.04366666666667
SRP19	0.0543333333333333
GABRA6	0.0095
MFSD1	1.3595
MMEL1	1.47325
PDXDC2	-0.1691
BUB1	-0.667222222222222
RNF138	-1.057875
MYLPF	-0.383166666666667
AIF1	1.024
DYNLRB1	0.1978
HCN3	-1.4425
HIST1H2AI	0.40125
MAP4K5	-0.473583333333333
LASP1	-1.34725
LOC130951	-0.1315
PLAA	1.63675
KRT6A	1.4925
C6orf117	-2.685
ARHGAP23	-0.488
PTF1A	0.1245
GPHA2	-0.20075
LCE3B	0.74475
MCL1	0.467928571428571
EHBP1	-0.5835
PRNP	0.4395
ZSCAN1	0.07175
C1orf113	-0.696166666666666
FOXA3	-2.198
NEB	0.75
ASGR1	-4.455
CTGF	-0.697666666666667
RAB17	-0.363333333333333
MST101	-0.3795
JARID1B	0.1356
USP37	-0.058
PTBP1	-1
PTPN7	-0.0951666666666667
CDC7	-1.2135
SNX7	0.97975
ZNF335	0.005
CPT2	2.08925
HEATR1	-0.419625
HSPC152	0.88175
C5orf40	0.19925
PSME1	0.277333333333333
STAG3	-1.16175
TMEM154	0.3275
KLHL32	-0.492333333333333
TSGA10IP	-0.755
SUV420H2	-1.415
SF1	-0.5073
2'-PDE	0.1604375
PNLIPRP2	0.8575
TRSPAP1	-0.336416666666667
NUP210	0.814166666666667
ANP32C	-1.7865
