Hybridization REF	TCGA-AO-A124-01A-11R-A10J-07
LCE1C	0.41125
ARPC1A	0.1265
CHST2	1.1245
SPATA2	-0.211375
PGLYRP4	0.435833333333333
RUFY1	1.23025
TXNDC12	-0.42675
RPS4Y1	-7.5725
TNFRSF8	-1.849
PTGIR	1.04916666666667
FOXE3	0.7495
ART4	-1.59516666666667
ZC3H12C	0.40225
KIAA1841	1.29725
EVX1	0.634333333333333
WDR38	0.292
LOC402057	-0.3415
ACAA2	1.0485
GLCE	1.96025
GPR18	1.7585
HIST1H2AG	0.7953
PIGK	0.384375
C16orf67	-0.869166666666667
DAG1	0.8095
OR4D2	0.452
C21orf81	-3.91075
PLOD2	0.444833333333333
TTC27	0.664
TSPAN2	0.190833333333333
PI3	0.5555
ZFAND6	0.113
C6orf57	0.62125
NUF2	-0.693625
ARID2	0.07575
RCC1	0.4495
CD86	1.07983333333333
FAM91A1	0.53025
CALM2	1.19766666666667
GYG2	-0.97075
PARS2	0.722833333333333
INTS12	0.35025
CTSF	0.95425
BNIPL	2.79775
GNA13	-0.30425
HUNK	0.32075
ZBTB4	-0.183125
B4GALT4	0.30525
CHD1L	-0.90425
MSTO1	0.4995
FUT8	-1.57215384615385
AGA	1.59725
TRMT11	0.731833333333333
WWP1	-1.229
B9D2	-0.2765
STAT1	0.815125
PTTG1	-0.606666666666667
TMEM62	0.26425
SSBP2	0.19775
MRFAP1	-0.807
NME4	0.176
LOC55565	0.724333333333333
DLL4	0.9605
MYOCD	0.0818333333333334
HTR3D	0.1545
C9orf156	0.34525
CHMP4C	1.44533333333333
PROCA1	-1.77225
GCDH	0.587
APOF	-2.35733333333333
WEE1	0.127666666666667
SSR4	0.00725
RGS1	4.5265
ACCN4	-1.62616666666667
FLJ20489	-0.0475
ZNF215	-2.14783333333333
AGPAT6	-0.849125
PDE7B	-0.088
BBX	0.16775
MS4A3	-4.27033333333333
OR4A16	0.234
EFEMP1	1.0265
TULP2	-0.483333333333333
RERE	-0.398375
BNC1	1.48775
PIGB	-0.617
COMMD8	0.407
TRIP11	0.543333333333333
FLJ40142	-1.192
PCDHB6	-0.8535
FKBP8	0.116833333333333
FLJ12716	0.469
POT1	-0.350833333333333
KIAA1109	0.635428571428571
PTPRC	-0.161
UNQ9391	-0.0505
CCT7	-0.273
EEF1A2	-4.93975
MIPEP	-0.27525
ZFX	0.5595
UCHL3	0.905875
LOC388419	0.4935
GSG1L	-0.266333333333333
RAB24	-0.56975
SLA2	-0.20625
SDS	2.5115
LYPLA3	-0.3065
CASQ1	0.34325
SLC25A40	0.1085
IRAK1BP1	1.64725
ACOT6	-0.1055
COL9A3	2.2595
ASB11	0.125
C2orf18	0.5445
FOXD2	-0.11475
C6orf211	-0.1115
OR8G1	0.356666666666667
MDGA1	-0.226
ADARB1	-1.10425
GGT1	1.14325
WNT1	0.3608
DBP	0.26475
COL5A3	0.696
RHOD	-0.177
COL4A2	2.779
LOC201164	-0.69125
HEBP1	0.91125
LUM	-0.194666666666667
ZCCHC6	0.6005
PAGE1	-0.744333333333333
DTX2	0.2615
SLC7A13	-0.10775
H3F3A	1.85292307692308
RABIF	0.8655
D4S234E	-2.88366666666667
DYRK3	0.652166666666667
PFAS	-1.8105
ALOXE3	0.200166666666667
RPLP0	0.220357142857143
RBM34	0.82
C12orf28	-0.713
U2AF2	-0.230833333333333
MKNK2	-0.7633125
SEC16A	-0.133083333333333
ZNF44	-0.166
YWHAG	0.181375
IGF2BP2	-1.71725
OR1D5	0.1035
SIX6	-3.439
CCR6	-1.2025
PALM	0.237
PUM2	0.444285714285714
SPRYD5	-1.1035
ALG10B	-0.344875
ZNF365	-0.913
PHC1	-1.412
KIAA0913	-0.0165
ARX	0.114625
PPP3CB	0.6415
IRX6	0.5986
ANGPTL4	0.3323
LSM14B	-0.1067
PCDHGB7	0.237
INSM1	0.110833333333333
WBP2NL	0.276
ZNF493	0.0544375000000001
NGEF	-1.07875
RNASE13	0.3065
SPPL2A	-1.06433333333333
SFXN1	-0.7055
FAM102A	0.31075
SAPS2	-1.1405
JTV1	-0.4425
OR51B4	-0.361
SCGB1A1	0.214333333333333
NEUROD2	0.42625
tAKR	-0.18475
C1orf26	0.54575
RICH2	-2.11575
TEDDM1	0.3145
CYP2S1	-1.2445
TBCE	0.5625
MAPK1	-0.253875
HDHD1A	0.61125
MRM1	-1.2815
ATP9A	-0.432071428571429
HSD17B3	-0.254833333333333
HN1L	0.440666666666667
RNF216	0.020875
HOXD12	-0.27
PPP1R14B	-0.3535
SBF1	-1.89575
TAS2R42	0.198
USP46	0.469166666666667
LILRB3	2.2075
SPI1	0.4715
OXSM	-0.44525
GYS2	0.0491666666666667
NUPL2	-0.44525
C8orf46	1.328625
SF3A1	-0.39685
C21orf99	0.0215
HOXB4	-0.7173
YRDC	-0.88875
GPRC5D	0.5605
BLVRA	-0.759125
KIF12	-0.0465
LRRC23	0.2405
FAM14A	0.755833333333333
RASL12	2.434625
DAZAP2	0.03225
IKBKB	-0.469857142857143
ZNF271	0.843166666666667
BOK	0.37725
CXorf6	0.221
MYEOV	-2.521
BTN2A2	1.2346
FRG1	0.8915
HSP90AB6P	0.56725
ENOX1	-1.7705
ZNF706	0.7907
DOK1	-0.6044
PGAP1	-0.66375
TMEM136	0.344
FSCN1	0.601
KIF17	-0.807
TRIM66	0.225
CBR3	0.819666666666667
C13orf24	0.3725
C19orf52	0.21425
BNIP1	0.86325
AQP3	1.802375
KRT6C	3.1165
SIRPA	0.693416666666667
IGFBP6	-2.37466666666667
PLEKHK1	-0.162125
RNASE7	0.758
ARHGEF15	0.10925
NPHS2	0.03075
SRD5A1	-0.5025
REXO4	-0.9775
EEF1DP3	0.20625
SLC37A2	-1.05525
ZNF142	1.03925
ANKHD1	-0.633
MUT	1.009
VPS37A	-1.098
GPRIN1	1.2285
SLC38A3	1.372375
BAZ2B	1.899
WDR87	0.1875
BRD7	0.009
POU6F2	-0.402
NISCH	-0.101125
TCEB1	-0.77125
LINGO2	-3.15725
TAX1BP3	0.877
RPL34	-0.203611111111111
MARK2	0.3165
AKAP12	-3.7587
AMBN	-0.0555
SLC25A27	-0.602666666666667
FLJ21865	-0.30625
KIR2DS2	0.444833333333333
WDR77	-0.68675
ATF2	0.105416666666667
ITFG3	0.7955
SLC39A13	-0.165
ARL6IP5	0.701375
C10orf137	-0.340625
QTRT1	0.283833333333333
CCNT1	0.28725
DYNLL1	0.5467
WDR53	1.6305
LIPG	0.928333333333333
ASAH3	0.2205
HELB	0.339
PHACTR2	1.119
VENTX	-0.5815
LAD1	1.9285
PAOX	-0.666
MAPK8	0.356
CCDC38	-0.23675
DNAJC8	-0.6468
RBBP8	0.673
WNT11	0.6883
KCNJ12	-1.1235
HDAC8	0.3965
STARD4	-2.0515
ACVR1	0.735833333333333
C14orf65	0.05025
KLB	-1.705
C1orf65	1.35225
ZFYVE28	-1.86975
NSUN6	0.4895
KIF27	0.144833333333333
SYTL2	-1.059
UBXD2	0.6977
OR6T1	0.6005
CCDC91	1.47885714285714
GRID2	0.2615
CALN1	1.5685
ZNF423	-1.62
PSMB4	-0.314833333333333
XPNPEP3	0.494166666666667
ARPP-21	-2.8423
SART1	-0.509
RACGAP1P	-0.8565
SPTA1	-5.754
C6orf113	0.757
C7orf16	-0.62175
CHST7	-1.0765
C21orf29	-0.591666666666667
SEMA6D	-2.131125
PCMTD1	1.3721875
KIAA1754	-0.460333333333333
MYCN	-0.579375
KCNJ3	-0.52525
MAPK13	2.8606
ERO1LB	-0.79175
NTF3	1.1075
NKX6-2	-0.002
GTF2B	-0.31975
GSPT1	1.0895
GUSB	0.699666666666667
LOC221091	-2.5795
LIG1	-0.5935
EXTL3	-0.191333333333333
NID2	-1.791
TTC29	-0.203
TMEM97	-0.199375
EXTL2	-0.7145
SUZ12	0.5055
IL1F8	0.2825
KRT18	-1.786
MRPS16	0.11575
PI4K2B	-0.21275
LACRT	0.4735
OR51F2	0.575
JMJD2C	-0.539875
KGFLP1	1.21725
CDK5RAP3	-0.5119
YTHDF2	0.676166666666667
GGCX	0.051125
ARPC4	-0.13525
EGLN2	-0.084
KBTBD4	0.838
ROBO3	-0.9291
DEFB118	0.078
KIAA1543	0.65775
RTCD1	0.0858333333333333
MZF1	-0.62575
C18orf26	0.3355
CNIH4	0.672833333333333
ZFP2	0.1575
HTATSF1	1.09425
WFDC2	0.724125
NDUFA7	0.178
TTC22	0.671333333333333
FAM40B	-1.670375
DCPS	-1.264
SH2D1B	-0.260666666666667
MRGPRE	0.3605
SBK1	0.4935
UNQ6411	0.3875
OSBPL9	-0.55925
NUP107	-0.89825
MYOZ3	0.5054
PDE4B	2.25041666666667
FAM113A	-0.8175
IDH3G	0.610166666666667
FBXL7	-1.17475
ARFGAP3	-0.3775
MAPRE2	0.818923076923077
IL1RN	1.0234
KIF13A	1.07425
RAC3	-0.801
TCTE1	-0.014
TMEM14B	1.02683333333333
ADIPOR1	0.0596666666666667
GRINA	0.032
CLIP4	-0.08775
LRIT2	-0.1225
TFPI	-3.1875
FABP6	2.912
SLITRK2	-0.0411
HKR1	-0.7275
SMTN	0.197
C1orf75	0.18975
CD209	0.60875
CYB5R2	2.74525
DNTTIP2	-0.194166666666667
CSGlcA-T	0.013
GABRB3	-1.9735
PCBD1	0.436833333333333
TAF3	0.505416666666667
HOXD3	0.503333333333333
GIPC3	-0.124333333333333
P11	0.8366
BFSP1	0.5415
LCP2	-0.11775
TAS2R8	0.0665
SEZ6L	-0.77875
NR2C1	-1.486
EXDL2	0.4912
TNFRSF13B	-2.2585
MKI67	-0.74525
GLS	-1.119
C7orf54	-1.206
LGALS13	-0.1205
IL4R	0.32875
SEC11A	-0.762666666666667
SPP2	0.269
C18orf32	1.19375
CLSPN	-0.529166666666667
SPAG1	-0.07975
C9orf82	-0.278
TM4SF1	1.40016666666667
EMILIN2	1.383
SMG7	0.465666666666667
TAS2R13	0.67
ZNF628	0.6395
DZIP1L	0.134666666666667
ANKRD13A	0.4723
VASP	0.144
ZCCHC11	-0.1865
SYPL1	-0.209125
MGC34774	0.211
C4orf28	-0.8545
KIAA1211	0.417666666666667
RPS27L	-0.706
TATDN3	-0.11275
PDCD1	0.8475
OR5P2	0.385
IFIT1L	0.036
MIPOL1	0.90325
OR51D1	0.0485
C1orf92	0.0426666666666667
LAMP2	1.16477777777778
CAT	1.5905
C16orf80	-0.2395
C15orf32	0.5305
ZNF746	-0.0805
C1orf76	-0.843
ATXN1	-1.59475
LAMC2	3.631625
SLC2A7	-0.14
CPOX	-1.3265
APH1B	1.06833333333333
LOC442245	-0.0375
CTNND1	0.886833333333333
GABRG2	-0.277875
MADCAM1	-0.243833333333333
F5	-2.574625
SEMA4F	0.366166666666667
NUDCD3	0.83075
PDZD11	0.8205
TRIML1	-0.0265
GCNT3	-1.16833333333333
TMEM120A	0.31875
CNDP1	0.4175
N4BP1	0.293
SLC35F2	-0.781625
LCP1	1.44883333333333
IGBP1	-0.5253
DCAKD	0.5575
ELA2A	-0.371
C12orf56	2.1575
PITRM1	0.828428571428571
GUK1	0.108333333333333
RASSF8	-0.5699375
OR2A14	0.08925
ADM	-0.933777777777778
FGD3	0.509166666666667
GHRHR	0.502666666666667
RHPN2	0.1545
C4orf39	-0.236333333333333
VPS72	0.452
SERF2	-0.528388888888889
CD22	-0.443666666666667
CD47	0.2998
PPIC	0.2935
IMPDH1	-0.690416666666667
ACP6	-1.70783333333333
PRKACA	0.28
PPP1R1A	2.965
TRPV3	-0.09275
ASXL1	-0.171875
C17orf55	-0.713833333333333
FXYD1	-0.920666666666667
LMOD2	0.112
ANKRD33	0.2485
LCE2C	-0.150125
ZNF620	-0.282
DKFZP566E164	-0.9605
VSIG2	1.916
KIAA1128	0.092
USO1	-0.290166666666667
NUDT4	-1.27857142857143
CLDN1	3.69064285714286
OR4Q3	0.1655
FASTK	-0.6605
ICOS	1.31683333333333
LDB1	1.46225
GSTA5	3.75175
ABCC1	-0.4865
FAM54A	-0.39475
PCBP2	-0.596666666666667
NUP205	-1.19
ACTA1	1.76533333333333
GABBR2	1.90625
PIP5K1B	0.188333333333333
AGXT	-1.39916666666667
RNF181	0.07225
ATP8A2	-1.908
AFTPH	1.67925
FGF21	0.57275
FCER1G	1.21675
SNTB1	0.40325
SLC24A3	0.88325
TXNL4B	-0.3165
RPL10L	0.488
LOC389517	-0.6504
TSGA13	0.548
SHOX2	-0.201166666666667
ITGA7	-0.7609
KCNIP2	-0.208166666666667
KLF13	-0.319
ZFAND2A	-0.45625
CEACAM1	1.71871428571429
PFKFB4	-2.56433333333333
MED19	0.1495
LRRC57	-0.384
RNF11	0.34925
ANKRD32	-1.22475
P117	-0.10625
OBFC2A	-0.141833333333333
POLD3	-0.0197500000000001
RAB18	0.80575
TPH2	0.0345
PHB	0.06
JDP2	0.6655
MORF4L1	-0.1929
POU2F1	-0.422
CNNM2	-0.404083333333333
LOXHD1	-0.0761666666666667
ZC3H15	-0.06975
ELK3	0.315166666666667
FAM111B	1.75425
CBLC	2.956
SBNO1	-0.413
ANKMY2	-0.9755
PLEKHA5	0.208
DHX58	2.23233333333333
ARCN1	-0.364666666666667
TREML1	0.4871
KNCN	-0.231
SEC24A	-1.140125
PSCA	0.05875
MGC24125	0.864
DNA2L	-0.27275
CIB4	0.850625
HIGD2A	0.5375
TBX6	-0.138166666666667
TTLL5	-0.328333333333333
SGK3	0.0428333333333333
GCN1L1	-0.868
AMOT	0.9889
LDOC1	1.26333333333333
NRK	-0.0555
ASB9	-2.25375
NAT1	-0.4417
TRAFD1	-0.23625
PEAR1	0.316666666666667
FAM36A	0.43975
OR1S2	0.371333333333333
LOC388323	-1.691
PGS1	-0.6755
LEPREL1	-2.9645
TFF1	-5.82908333333333
HAP1	0.30025
EPHB2	0.06325
ACTG1	0.766833333333333
ZFP42	-0.562333333333333
HAVCR2	-0.4448
NME1	-0.7135
SNX26	0.0790833333333333
LACTB	0.2485
ZKSCAN2	-0.4
C5orf35	0.5445
ANKS3	0.424
RBM28	-0.907
DKFZP586P0123	-0.76225
HNRNPA1	0.181833333333333
BCAS3	-1.30916666666667
FLJ20184	0.1185
POLA2	-1.83833333333333
TMC7	1.00566666666667
HSD17B6	0.608
ZNF658B	1.07566666666667
TTTY10	0.0926666666666667
RANBP9	0.981416666666667
CPNE7	-3.15416666666667
EVL	-0.196882352941176
LNX1	0.679666666666667
IFNA21	0.0381666666666667
CFD	-2.55925
PYCARD	-0.00533333333333333
MYBPC2	-1.2215
ENPP3	-1.04933333333333
ACSL4	-1.46
LOC440258	-0.157166666666667
TMEM176B	2.7645
SOX2	-5.9775
SCO1	-0.3075
COMT	0.37775
AOC2	-0.61625
PDLIM5	0.876714285714286
SPHK2	-0.5975
NXPH2	-0.343
GPR108	0.183333333333333
RAD51L1	0.547
TMEM54	1.131
LETMD1	-1.81455555555556
SLC6A17	0.6585
KRT75	1.0705
STT3B	-0.874166666666667
CD3EAP	-0.328
TMEM63A	-0.36225
DUSP13	-3.29675
CD1C	-2.515
LASS2	-0.273
AVP	1.45
PITPNM1	-1.277125
FLJ22795	-0.6595
MCTP1	-2.9115
TRIM68	0.517
UCK2	0.546833333333333
ABHD1	-0.24275
FAM50A	-0.40325
RNASEH1	0.5235
PCP2	-0.651666666666667
OR52H1	0.5215
C20orf149	0.24225
RBP5	-1.68416666666667
HYAL3	-0.657
CLPB	0.04575
SMNDC1	-0.19075
DONSON	-0.9595
FLJ27523	0.08425
BARHL2	0.212166666666667
SLC30A9	-0.490666666666667
TMPRSS11B	-0.019
E2F8	-0.272833333333333
CCDC25	-0.380833333333333
C14orf48	-0.075
C20orf116	0.619625
TSPAN11	0.128
YIF1B	-1.359
FAM12B	0.191
OR1L6	0.3905
HPN	0.5003
NBN	-0.083375
C14orf94	-0.499
OCLM	-0.2395
ZSCAN18	0.3369
L3MBTL	-3.0357
TSTA3	0.341666666666667
RAC1	0.089875
C19orf15	-0.4125
NFE2	-2.29225
KLK14	0.4665
ARSF	2.8395
MAST2	-0.0855
AMICA1	0.523666666666667
GTF2A1	0.17925
ATP1A3	0.4645
TC2N	3.8015
PNKP	0.93225
ODZ2	-1.294375
MATR3	0.284
S100P	0.826125
KRT82	0.3235
CA13	0.8248
PROZ	-1.4335
AASDH	-0.258
C19orf40	-0.857166666666667
DCK	-0.646769230769231
FAM5C	-1.45725
SLC6A4	1.212
MID1IP1	-1.09375
TESSP5	0.366
TMOD4	-0.557333333333333
DOCK2	-1.42566666666667
TUG1	0.669125
NUP214	-0.78575
DPYSL2	-0.4205
GOLM1	0.36
MPFL	0.238
SOX13	-0.79775
SDCCAG8	1.5141
KEL	-2.72516666666667
NUP210L	-2.47075
GK	0.354375
DNAJB1	1.02025
ALPK3	1.1755
CHID1	0.4345
CYLC2	0.1585
IKZF5	-0.21875
C8orf51	0.922833333333333
PPM1J	0.16475
GIMAP8	1.83033333333333
GPR101	-0.1485
NR2F1	-4.3125
ACAD8	-1.53425
RBM35A	1.01025
GNAI2	-0.393666666666667
METTL8	0.298833333333333
SLC39A7	-1.16025
FBXO8	0.76925
CAMK1	-0.75875
RFC3	0.081875
FAM129A	2.30678571428571
ILF2	1.38925
FGFBP3	0.07925
NOM1	0.1555
PSMA3	-0.42425
ASCC3	0.7983
ZYG11A	-0.95
SOX21	-1.047875
LYRM1	1.18525
DEFB1	2.3905
LOC91431	-2.37066666666667
OR7C2	1.1475
FAM46B	0.584875
TMEM18	0.20925
ARHGAP30	0.159166666666667
TMEM86A	1.65841666666667
EPHA2	-0.768833333333333
C10orf46	0.42415
TCHH	-0.0591666666666667
C3orf30	0.717166666666667
LOC285636	-0.195
PAIP2	-0.0135
CYP2U1	-0.06525
C12orf34	-0.07625
SARS2	-0.0755
ZCWPW1	-0.2485
SAMD12	0.520875
KIAA1430	0.209
ACAT1	-1.62575
MEOX1	1.18216666666667
ADAMDEC1	4.2435
PHKA2	-0.63425
CARD11	-1.78233333333333
CALML4	1.3095
TSSC1	0.2835
TMEM45A	-0.330333333333333
MPP7	-0.825625
POU1F1	-0.052
SLC2A13	-0.585
FBN2	-0.158357142857143
ZC3H7A	0.377
LAIR2	0.2185
ST3GAL1	-0.447166666666667
LCT	1.9715
GEMIN8	0.436833333333333
KLF16	0.1849
HIF3A	0.9563
FAM44A	-0.716857142857143
AQP10	-1.2375
PLA2G2A	-2.1965
FOLH1	3.5215
C20orf186	0.3235
MAPKAP1	0.034125
SPRR2D	0.92925
UBQLN4	0.4245
RSHL1	0.494666666666667
PIAS3	0.264
MRPL24	0.11475
GREB1	-3.1935
FAM27E3	-3.221
NUP62CL	-1.04625
NEUROG3	1.0155
REEP3	0.3955
MARK1	2.479875
LMBRD1	1.1085
PRPF19	-0.1785
PNMT	-0.716
CTGLF1	-1.0075
SLC25A16	0.795
EIF2B3	-0.612
RPA2	-1.09375
PAK6	1.24266666666667
CCDC26	-3.87475
SEMA3E	-0.916
MXD4	-0.7841
TNFSF10	3.8
SMARCB1	-0.302
DTX3L	0.924333333333333
PLA2G4E	0.394
PPAP2A	0.21675
ULK1	-0.946
TAS1R3	0.0435
SLC2A3	-3.751
ARID3A	-2.38625
GNG5	-0.327
ACOX1	0.123
KIF5B	0.5925
NUP153	0.91775
MUC7	-0.3395
CSDE1	-0.499428571428571
CLPTM1	-0.3265
C3orf23	0.134375
LRRC17	-3.6985
TTYH3	0.297
ATP5B	-1.0685
ELF3	0.8733
CPSF3L	-0.249333333333333
ZNF665	0.111166666666667
TLR6	0.9635
GPI	-0.649
RAD9A	-0.55
NDST4	-3.7625
AGPAT3	-0.4695
MAGI3	1.00633333333333
ADORA2A	-0.792
CACNG7	-0.1555
CAMK2D	-0.735142857142857
CCHCR1	0.49
RPS27A	-0.002
OR10G7	0.111333333333333
GCM2	-0.085
FAM135B	0.2753
E2F1	0.0745
PLCB3	-0.07675
OR2AE1	0.7055
COIL	0.719166666666667
CDC25C	-0.893
RAB11FIP2	-0.361166666666667
TSC2	0.488
CTGLF5	-1.55
CCDC108	0.2138
OR13C4	0.2835
C10orf81	5.054
PTPRB	-0.61175
ACP2	1.0815
LAG3	1.4885
MRPL54	-0.455
LOC201175	0.9375
ITGB1BP3	-1.7565
SPTAN1	-0.280666666666667
SIPA1L2	1.58775
RCAN2	0.124
CDX2	-0.1655
ECOP	-0.5215
ACTR1A	0.665142857142857
PPARG	-3.18466666666667
BBS10	-0.085
TMEM44	-0.18375
BPIL2	-0.0995
CITED1	-1.9885
IRF6	4.03225
PRDM4	-0.6565
RRP9	-0.442833333333333
OR10H4	0.3825
IL31RA	0.296
GNB1L	-0.204166666666667
MYBL2	-1.93125
ZNF407	0.508
PPIG	0.401833333333333
TTC18	-0.065
RPSA	-0.1825
MAPT	-0.6585
MRE11A	-0.1715
C8orf37	-0.575333333333333
RASGEF1C	2.84116666666667
STBD1	-0.939
CTAG2	3.60133333333333
MGAT5B	-2.89166666666667
ECM1	-0.276875
RLN1	0.4805
PARP14	0.60725
EPB41L1	-0.9918
HOXA3	-1.66233333333333
MAGEA9	5.668
RPS8	-0.674833333333333
RPS19BP1	-0.019
FOXJ2	0.15725
C10orf76	0.419375
IL17RE	0.48325
C10orf65	-1.9475
ZNF343	0.203333333333333
FBXO33	0.036625
UHMK1	0.707
LY6G6C	-0.4075
FGF19	-1.90975
C14orf128	-0.103166666666667
IFIT2	2.3125
TIGD1	0.74
S100G	-0.236
GUCY1B3	1.156
NR3C1	-0.3727
CORO1B	-0.0235
PARP11	-0.915916666666666
DNALI1	2.32216666666667
OR4N4	0.158875
MAP2K6	1.754
FSTL4	1.18125
ANKRD47	0.51125
TMEM171	0.731
PNLIP	-0.28225
YY1	0.537333333333333
CCDC138	0.512
AASDHPPT	-0.8593
CKS1B	-0.0598
MCM3	0.636833333333333
ANAPC7	0.563166666666667
FAM110A	1.1035
CDC37L1	0.961833333333333
THTPA	-0.02025
NBPF20	-1.155
WDR24	0.8605
NPTX2	-3.82125
CBLB	0.504166666666667
CETN1	-0.00383333333333331
RPUSD1	0.58075
FAF1	0.552
CDK6	-1.8851
HMX2	0.678
CSK	0.0141666666666667
TEAD2	1.98625
SNAP25	-0.6905
TUFT1	1.1349
TMTC3	0.556333333333333
LCK	-1.01925
SGOL1	-0.663
AKTIP	0.82
FURIN	0.666
SOX12	-1.4695
DEFB103A	-0.0255
RAMP1	-1.92425
KIR3DX1	0.1755
GAS2L3	0.43575
PDE8A	0.0215
EDN3	0.9385
GMIP	0.2045
SF3A2	0.563
FN3KRP	-0.0285
SMAD7	0.799
RHBDD2	-0.10175
OR11H6	0.503
PPP1R3B	0.5015
C9orf23	0.0585
CADPS	-1.552
GOLGA8A	-3.853
TMEM57	-0.204833333333333
RGL3	-2.8145
S100A14	0.999
FGFR2	1.687
XRCC3	-0.29425
RTN4RL2	0.588
MGC3771	0.686
GH2	0.296833333333333
BTBD2	-0.721
LMO2	0.18625
RDBP	0.71475
ACRBP	-1.923
AMY2A	4.60375
DUOXA1	1.4895
PTK7	1.61183333333333
TWF2	-0.208833333333333
FAM80A	-2.411
TNNI2	-3.47466666666667
GLT25D1	-0.188666666666667
OCC-1	-4.23575
CYC1	-0.7815
RPL22	0.259590909090909
MORN3	0.878833333333333
DISP1	1.47725
PRB2	0.0555
CHUK	-0.01525
HR	0.928875
CCDC134	0.460125
DENND4B	-1.12175
C14orf130	0.895
RAB33A	-2.19025
DCST2	0.298
TNMD	-0.361
PEX7	1.33625
FAM62A	0.033875
SRD5A2L	1.31575
IL22	0.074
RPS26	-0.495833333333333
HOXC5	-0.1285
SPATA6	0.748
FLJ38482	-0.28975
ZNF234	0.002
C18orf22	-0.24
SPATA22	0.28725
THOC1	0.66575
CYP7B1	2.97225
KCNC3	0.57975
C8orf42	-1.071
ALDH1B1	1.9085
CCDC100	-0.6145
ARMC4	-2.803
FAM18B2	-0.461
SLC44A1	0.098125
FBXO17	-1.39316666666667
C6orf107	0.362
C19orf29	-0.3475
ZC3HAV1L	-0.1585
PARP6	0.1299
SULT2A1	-4.212875
C1orf159	-0.9135
TMC1	-0.224666666666667
CHST14	-0.067
GAMT	-1.11533333333333
SMCP	0.1885
TSPAN33	1.14766666666667
MIDN	-0.654625
NOX4	0.083
RNASEN	-1.03
TBX1	1.71933333333333
SALL2	-1.42775
C10orf35	0.84525
CYP2E1	-1.006375
LRFN2	-0.494166666666667
ACO1	-2.61283333333333
IQCG	2.8869
MEGF9	1.37675
TM7SF4	0.7625
PLEKHA1	0.669066666666667
STK33	-2.616
C1orf210	2.469
SNUPN	0.4852
KIAA0406	-0.4634
C20orf29	-1.15075
TMEM55B	-0.6965
OSTM1	-0.00400000000000001
CLCN7	-0.015
OTP	0.327
FLJ23049	-0.3025
HEATR4	0.193
MAP3K10	0.07
PCDHGA9	1.099
AMDHD2	0.0185
LCTL	2.4195
PDCD2L	0.04725
CABLES2	0.47725
SLC5A9	-0.50875
CLCA2	-0.902166666666667
MGC16025	-0.5735
STRAP	0.123
C20orf196	-0.591
RRBP1	0.373666666666667
NAT13	0.63175
MAT2B	0.8585
CSNK1D	-1.082
KIR3DL1	0.48125
PRKAG3	0.0895
ZNF599	-0.029
PRM3	0.5585
PER2	0.864666666666667
ASPHD1	-2.0145
PRMT6	-0.5005
KCNE1L	1.92278571428571
FAM118A	-1.552
TAF4	-0.717
NDUFB6	-0.32825
TRIM9	-0.388916666666667
PMFBP1	-0.60275
KY	0.854
DKFZp762E1312	-1.28845454545455
CSMD1	1.265
TBP	-0.686333333333333
OR1Q1	0.338833333333333
RETNLB	0.61625
HPGD	-0.733928571428571
DNAJC12	-2.2975
FKBP1B	-2.75975
ANKRD24	0.232666666666667
CXXC5	-2.065
IL3	0.08125
DRAM	0.3416
PTCH1	-0.84025
TP53BP1	-0.81825
SLC17A7	0.170375
COL25A1	-0.4197
AMACR	-0.158166666666667
RHCG	2.11075
VPS13A	-0.74925
FAM55D	0.1395
PRPF38B	-0.810333333333333
OSBPL6	-1.86325
PFDN5	-0.5513
CMTM6	-0.02225
KCNK12	-1.05075
RP2	0.33275
C16orf52	-1.32825
PICK1	0.2385
IFNE1	-0.622833333333333
SEMA4B	0.48175
TYRO3	-1.9075
OR12D2	-0.072
CSNK1A1	0.11625
FANCF	0.80875
LONP2	-0.057125
TBL1Y	-0.38425
LDOC1L	-0.91675
CCNC	1.80775
C3orf60	-0.825
CHKA	-0.2105
UBAP1	0.534
MAP3K1	0.8795
ANKRD9	-0.13975
FAM92A1	-0.771666666666667
GAB2	-0.222875
AZU1	-0.445
DIS3	-0.187166666666667
C21orf109	-0.8765
IQCB1	-0.5925
SPATS2	-0.274
EFCAB3	0.10275
PRB3	0.14825
FUZ	-0.0746666666666667
ZNF813	0.541
BMPER	-0.686
HEG1	-1.1205
ALS2CR11	0.1715
SURF2	-0.67525
PSMC1	0.216916666666667
OR2D2	0.1535
SLC7A8	-0.652333333333333
C4orf40	0.333
SPATA7	-0.2555
MAZ	-0.788416666666667
PIN4	0.176
PDE1A	-1.879
TAF6L	0.381833333333333
OR2T34	0.379
KIAA0284	0.01375
ACADS	-0.825090909090909
MKRN2	0.137
C18orf56	0.066
MS4A6E	0.184833333333333
GALNT4	-0.058
C22orf31	0.141
FLJ36070	0.452
PSME4	1.932
TFG	0.2378
EPHX2	-0.3715
ANXA5	-0.0905
KRTAP1-1	1.1653
BATF	1.15825
KARS	-0.54125
MSTP9	0.002
GPR26	1.17125
CCDC72	-0.51525
TEF	0.2875
FOXK1	-0.7001
PRLHR	0.2255
EMX1	0.626
C11orf30	-0.31
ICK	1.31775
THSD7B	0.11775
C21orf100	-0.5215
DUOX1	1.687
EFCAB4B	-0.2595
UBE2G2	-1.236
C3orf54	-0.66075
PARP1	0.10875
FAM60A	-0.0973333333333333
C6orf146	0.26975
