Hybridization REF	TCGA-A8-A08B-01A-11R-A00Z-07
ZNF18	-0.25875
SPDYA	-0.126285714285714
SLC37A1	1.2205
DECR2	0.7575
ANKRD38	0.032625
SPTLC3	1.66583333333333
SUPT16H	0.023375
DTWD2	1.651
ULBP1	-0.445
ZADH1	0.5275
OIP5	-1.17
IL10RB	-0.0508333333333333
OTUB2	0.357375
VWA3A	0.916833333333333
SPIC	0.176
OR6C4	0.283
PSCD4	1.14566666666667
DPY19L2P2	-0.731
TRAPPC6A	0.492666666666667
C21orf2	0.13
CEMP1	0.62575
LIN7B	0.2945
E2F7	-1.9535
VCP	0.4625625
LAMA3	0.381416666666667
BGN	0.65475
GPR160	2.50383333333333
COCH	-5.23416666666667
GPR81	1.2185
APOBEC3F	-1.75275
tcag7.1017	-0.365
C1orf32	0.6715
SCGB1D2	7.12875
FLJ43987	-0.417
C6orf170	1.018
KLK9	0.2775
GPD1L	0.58975
VPS37B	0.45375
ATG3	-0.170166666666667
ADAMTS17	-0.1135
KLHDC2	-0.6575
NDUFV2	-0.86
BLK	-2.134
MATN4	-1.0485
GPM6A	-0.6145
GBP4	4.91566666666667
TMEM162	0.3355
PKP2	1.0675
HRASLS	1.34844444444444
MMP1	-0.5335
SFXN3	0.5206
FSD1	-1.65483333333333
ST6GALNAC3	-2.91166666666667
CA12	2.0057
NCOA6	0.17375
C19orf58	-0.1215
PPP4R1	-0.246166666666667
MAN1A2	0.928333333333333
IKBKAP	-0.43725
UPF1	0.1925
KIAA1219	0.43275
WNT16	0.0702
SNW1	0.40875
IL18RAP	3.65025
RPP30	0.027625
CDC40	0.349071428571429
SETD3	0.506833333333333
SLAMF6	0.295
ELK4	0.1225
TRIM47	-0.0211666666666667
ACOX3	-0.5695
TRIM6	1.4085
KIAA0372	-0.076
TP53AP1	0.140875
SMURF2	-1.378
ADAD1	0.051
EBP	-1.3065
KRTAP13-2	0.09
FLJ36874	0.0993333333333333
TOR1A	-0.268833333333333
P2RY4	0.617
GPBP1	0.17475
TRPV1	1.13225
ADAMTS12	-0.101333333333333
PES1	-0.1766
ATG4A	0.444
MAGEA10	-4.2765
WFS1	1.46775
CC2D1B	-0.0795
PABPN1	0.038125
SLC25A30	0.19175
SLCO1C1	-0.265833333333333
SLC22A5	0.91275
KIF23	-1.024
SYN2	-0.369666666666667
ASPN	5.63816666666667
CENTG2	0.57475
QSOX2	-1.3062
FLJ10815	-0.208833333333333
STK24	-0.0338125
SPEG	0.5512
STK10	0.175166666666667
DACT2	-1.89
AAAS	-0.4115
SSX3	-1.40825
ABCD3	0.0856
C4orf12	-2.347375
PARVG	0.9465
FIG4	0.5165
C9orf46	0.867
TMCO6	-0.362
IGHMBP2	-0.92125
DUS2L	-0.697333333333333
FAM3C	-0.799
TMEM16D	-2.060875
DCTN4	0.0475
KCNH3	0.38425
EIF2AK2	2.01175
AP1S3	-0.031125
CST4	-0.1295
PAM	-0.663875
NUTF2	-0.51275
CITED2	2.1423
SLC39A4	-0.4415
C2orf52	-0.2435
GRM3	-0.44925
C12orf49	0.583625
CCDC49	0.813
GRAMD1B	-1.6825
FNDC4	-0.93025
SIAH2	0.499625
GDPD4	-0.42425
C21orf87	0.691625
ATP5A1	-0.7425
C16orf63	0.511
LOC388135	0.8305
ATP5J2	-0.794
MMP3	-0.6895
EMID2	-0.14825
CRHR1	0.3505
WDR70	0.0745
C13orf31	0.9155
ZFAND1	-1.1165
CCL18	4.21566666666667
C3orf49	0.3005
RINT1	-0.189
KIAA0408	-2.25383333333333
F13A1	2.8486
SLC10A1	-0.00333333333333334
OGN	-1.93225
GIPC2	-2.27816666666667
XPO6	0.145166666666667
LCE1A	0.8515
FMR1	0.1511
LOC374920	-0.13925
DUSP3	-0.373125
ANKMY1	0.51775
C7orf50	-0.002
BBS9	-0.4908
UNC119B	-0.15625
C9orf72	-0.42
MGC35440	-1.24075
ENTPD6	0.511125
PPP1R2P9	0.1805
ERCC4	0.204
FAHD2B	-0.114
HMHA1	-0.311
HACL1	-1.476
RAD23A	-0.234166666666667
FAM83B	-2.4005
PPP5C	-0.357833333333333
RNASEH2C	-0.133875
C9orf153	0.09475
SCAMP4	0.769875
GHITM	0.3639
NDUFB7	-0.020875
ADCYAP1	0.536833333333333
SP110	3.08716666666667
MAP3K7IP2	-0.10225
DHH	0.164
AGRN	1.14271428571429
WDR33	0.0835
CEP290	-0.500833333333333
PRPS1L1	0.0536666666666667
KLRA1	-0.2025
GPR97	0.2865
CHD7	-0.37675
TLR10	0.42575
SLC30A8	-1.1885
HIC1	0.530666666666667
IAPP	0.5225
RXFP4	0.37375
GP1BB	0.409
SHQ1	0.0765
NKX2-3	0.500833333333333
API5	0.30175
FTHP1	0.6995
MOV10L1	0.189333333333333
TRIM6-TRIM34	1.81366666666667
ADHFE1	0.05275
FAM117A	-1.6305
DDI1	0.359833333333333
CDON	-1.1505
TRIM73	-1.3655
IGKC	5.0395
MMP14	0.0511666666666667
DYNC1LI1	0.04725
C11orf66	0.95775
TRBV3-1	-1.374
FASTKD5	0.2465
BIVM	-1.51675
LHX4	0.29325
CXCL2	-2.5783
RAB2B	0.455833333333333
IZUMO1	-0.836
MAP3K15	-1.65725
FAM19A2	0.9535
ZC3H8	-0.507666666666667
ZMAT1	0.787
SPINK5L3	-2.65
SLC10A6	0.1595
APPL2	-1.06125
CARD10	0.45
LOC402176	-0.600875
EEF1D	0.2499
RAB6A	0.4546
C12orf5	-1.052
PAPOLG	0.0695
MSRB2	1.5415
BCR	1.33461111111111
PUS3	0.763
TIAM2	0.1085
ZNF317	0.409166666666667
CHD2	0.276642857142857
FZD5	-1.88990909090909
NUDT8	-1.13075
ZNF763	-0.153
PRC1	-0.884111111111111
ABCB9	0.615833333333333
SPATA3	0.40975
TRAK2	-0.5375
STAB1	2.5085
LRRTM2	0.117333333333333
psiTPTE22	0.46075
DBI	1.0995
SERPINA11	1.1525
NAT5	0.58025
C20orf58	-2.35475
RPS6KA4	0.322666666666667
FLJ90650	-0.611
TGFBRAP1	-0.056
CHRDL2	1.381375
FAHD2A	-0.613333333333333
CNTN1	0.23
BBS4	-0.0248
TMEM181	-1.29925
MINPP1	-0.20475
MPHOSPH6	-0.336916666666667
HOXC10	2.0133
ITPKB	0.158875
CLPTM1L	-0.295625
MEOX2	-1.51666666666667
ATP6V0C	0.796375
PRPF8	-0.5135
TMC5	3.065
FKBP3	0.02625
PLEKHB2	-0.273875
OR4D6	0.3355
ZNF544	-1.1879
D2HGDH	0.389625
RPL18A	0.6367
HEL308	-0.7315
MPP6	-3.45375
TCERG1	-0.96625
KRT16	0.221
KLF17	0.6655
KLF5	-0.608375
CDR1	2.71225
VCX3A	-3.8405
FBLN2	0.866625
C14orf104	0.09925
HBE1	-4.4287
OR4S2	1.1395
C1orf108	-0.499
ROBO4	2.20166666666667
CPEB4	0.383375
C11orf80	0.744333333333333
BCKDHA	0.2075
MYOC	-0.57025
GIF	-0.0035
CKMT1A	2.261
RPL3	0.7607
THBS1	2.47275
APOO	-0.38975
ARMCX1	0.73275
HSZFP36	1.015
SNAPC5	0.04775
EIF4ENIF1	1.213
ZNF433	0.19825
TNFRSF21	0.923875
TMPRSS7	-1.0345
SPATA18	1.6417
HPDL	-0.9335
MKL2	1.4669
TBX3	1.57169230769231
C21orf93	0.6185
DAXX	1.32925
ELMO1	-0.148
RGS13	1.218
TAF11	-0.13925
UNC13A	-2.08925
LOC653314	2.3814
ORC3L	1.34675
IMAA	-0.988
TARBP2	-0.4245
CABIN1	0.6195
TRIOBP	0.4165625
HIST1H2AC	1.21925
RGS22	-2.902
NCOA1	-0.3745
IL25	0.413
SNCG	4.0605
GPR6	0.1475
AMDHD1	-2.0875
CHEK2	0.0865
C6orf142	-1.0115
DRD4	0.461
C14orf68	-0.72825
GDF11	-2.54975
SEMG2	-0.0545
CD247	-0.27675
CDAN1	-0.15775
RBMX2	-0.0756666666666667
TGS1	-0.3935
OIT3	0.2695
SYF2	-0.0715
MCM4	-0.92925
PKHD1L1	0.617375
CEP192	-1.26966666666667
IFT88	1.16425
RPL9	-0.270357142857143
RAB32	-0.700875
DDX43	-3.6355
P2RX2	0.192666666666667
OR5D18	0.7845
UBE1	0.954833333333333
SLC24A1	-0.10875
ARHGAP5	0.29125
CETP	-1.5885
KIAA1731	0.1295
SLC9A4	0.366
PTPN6	1.07725
BAHD1	0.27225
GRIK3	0.9075
CACNB2	-0.7185
PDE10A	-1.30225
DGCR14	-0.14125
PCDHB9	-1.10983333333333
RHOQ	-1.4965
MAP3K4	-0.48775
KTI12	-0.2025
RPL23AP13	-2.7775
GNG11	-2.7645
CLCN3	0.0965
GPAM	-0.63
VSTM2A	-0.1
SLAMF7	2.88133333333333
INTS2	-1.6375
PPP2CA	-0.0783
LRP12	-0.843666666666667
SEC14L2	0.605444444444445
DKFZP586H2123	1.7345
MC3R	0.161
CIRH1A	-1.20383333333333
HIST1H2AB	0.365333333333333
POLH	-0.107625
MGC16703	-1.24016666666667
SNAPC2	0.6635
FILIP1L	0.01025
RASGRP4	0.8925
LRRC1	1.71825
GAS1	-0.61675
PRAC	-0.60075
DGKA	-0.5265
NT5C3	-0.47675
PEG3	-0.103083333333333
NADK	-0.3005
PRR17	0.50725
LOC374569	-0.28975
SGSH	-1.096
NLRP8	0.364
GALT	0.6818
MCF2	-1.8525
ZNF263	0.85325
TACSTD1	1.18833333333333
TYR	-5.9747
ATP6AP2	0.1285
RNUXA	-0.158
ABHD10	0.2171
GDPD2	-0.4685
SLC35C1	1.21675
UBE2A	0.616875
HERC5	0.481166666666667
FAM112B	-4.2465
FBXL16	2.3615
DKFZP434A0131	-0.406
ELA3A	-2.283
RBM41	-0.354125
HAO2	-0.1465
RNH1	0.143875
SHANK2	1.12
OSBP2	-1.420375
DAK	-0.145166666666667
C3orf58	-0.55275
TCL1B	-0.238
KBTBD2	-0.916125
SUGT1L1	0.65625
UBE2E2	-0.389833333333333
MYL9	2.945875
CDC23	-0.7355
PBXIP1	1.3092
CXorf40B	0.257
NBL1	0.991
RTBDN	0.1945
RAB11FIP5	0.14225
TTTY13	-0.871
SCOTIN	0.285333333333333
SOHLH1	-0.3965
CDKN1A	0.499785714285714
NCK1	0.28175
ZNF550	0.28175
SAPS3	0.33
SPIN3	-0.692833333333333
MAGEE2	-0.16075
MIS12	-0.7945
OR8H2	0.3645
KIAA0774	0.637333333333333
UNC5D	-2.1975
CUL7	0.182666666666667
LIPC	-2.93666666666667
DIO1	2.531
C20orf11	0.5307
CTRL	-0.28375
HS3ST2	1.7525
PAK4	0.882
CCRL1	3.059
RNF10	-0.278
ZNF567	-0.34475
ZNF660	-0.58
TCEAL3	1.52225
MAGOH	-0.561833333333333
CENPB	-0.265166666666667
C19orf7	0.49475
LOC388965	0.093
ZCCHC13	0.3745
JMJD1A	-0.2936
HIST1H4H	-0.2085
TBRG1	-0.3288
GPC3	-2.8575
TAF1C	-0.762
EBNA1BP2	-0.397666666666667
CIAPIN1	-0.49325
PDGFRA	-1.27633333333333
CSTB	-0.40275
CENPI	-0.502833333333333
GTF2E2	-0.248833333333333
RPP21	0.126
CCNF	0.0605
KCNQ3	1.8605
FAM79A	1.26875
SLC22A12	0.622
NOVA1	-1.15116666666667
FZD3	1.0284
AKAP8	0.3025
SOCS5	-0.74525
CFDP1	-0.35925
DLG5	1.3375
PGM5	-0.17775
C1orf144	0.338916666666667
HDAC10	-0.3715
RND2	-0.301
C20orf199	-1.12475
RNMT	-0.480125
SLURP1	0.459
ASTN1	-0.601125
SH3BGR	0.49675
MYCL1	0.54475
ZHX1	-0.3065
CENPK	-2.66375
FOSB	0.0935
LOC643406	0.435375
C2orf59	-0.629125
TMEM135	0.54575
SLC27A2	0.24075
KRT33A	2.766
OVOL1	1.293875
PAMCI	-3.83016666666667
S100A7	2.371
ZNF789	-1.2775
HARS2	0.12325
RPL23A	-0.426166666666667
TCF23	0.65475
UPF3B	-1.21875
C17orf78	1.8785
HLA-DOB	1.16316666666667
C14orf142	0.629833333333333
TEKT5	2.30366666666667
DMWD	0.173
POLD1	-1.41133333333333
GSCL	0.116
CALD1	-0.5452
SCRT1	0.245666666666667
AIG1	2.43575
UNC84B	0.38675
ZNF404	0.54825
TMED6	-2.50775
KIAA1462	-0.2535
LRRC27	2.4435
PYGO1	-1.04
PIGU	-0.377
ALAS2	-3.5665
WRNIP1	0.775
CNNM3	-0.324
ZNF2	0.38925
ST3GAL5	0.346
MRPL23	-0.1065
TSSK6	-0.2655
PSMA6	0.38
C16orf70	-0.6025
KIAA1602	0.4535
ALMS1	0.196666666666667
DCN	0.493625
TMEM132D	-1.02425
SUCLG2	0.216
ABHD14A	0.0245
DEXI	0.845833333333333
AMPD2	-0.646166666666667
IFNAR2	-0.541666666666667
CYB5A	2.8232
TLOC1	0.5908
NXF5	-0.258666666666667
NRBF2	0.075
KCTD3	1.098
ITGAE	-1.2675
SLC30A3	-1.35266666666667
ZRF1	-0.9145
IFRD2	-0.738125
XAB1	-0.865
PYCR2	0.077
SERPINB3	-4.797
TMLHE	0.6241
GEFT	-1.758125
ABCA5	-2.605375
EMR4	0.305333333333333
TSFM	-0.77025
HIST3H2BB	-0.011
ARHGEF19	2.02125
TSPAN17	0.429666666666667
ABCC8	4.08725
MAP1S	0.496
C22orf36	1.46125
BNC2	-0.949214285714286
HIST1H4A	-0.54225
NDUFS3	-0.129833333333333
WDR3	-0.468833333333333
XKR4	-0.9795
TTC33	-0.466857142857143
STMN2	2.0515
CPN2	-0.588833333333333
HSPC105	0.8505
PCOLCE2	-5.202
C3orf55	2.0115
KLHDC9	3.48883333333333
TBC1D23	0.213125
ATXN2L	-0.907916666666667
MAP2K3	0.228166666666667
SCAP	-0.823
ZNF486	0.506166666666667
C20orf96	0.8305
NARS	-0.94725
ADAMTSL1	-0.598
PRCC	0.5685
CCDC126	-0.144083333333333
ZNF675	-0.1775
CALCOCO1	0.244
ANKRD43	4.58425
CWF19L2	0.5025
ZBTB32	1.94966666666667
BRAF	0.37025
ODF4	0.45375
MGC14376	-0.646833333333333
HORMAD1	-2.93566666666667
AAK1	0.1915
PEBP1	-0.0934166666666666
TNFSF5IP1	-0.343666666666667
DKFZp564N2472	0.5475
RMND1	0.17875
IGKV1-5	4.5815
COL1A2	2.1725
SERPINA5	0.984375
AANAT	0.5145
C19orf21	2.48983333333333
GEMIN5	-0.42325
UBR4	-0.2325
LTBP3	0.313166666666667
AMHR2	-2.19633333333333
PROCR	-3.1485
MYBBP1A	-0.913
C20orf39	-0.3775
ZNF697	-1.028625
PASK	-0.5574
ZNF776	0.16
RFXDC2	-0.394
KIAA0467	0.47225
C10orf96	-1.798
ZNF503	-0.866
GULP1	-2.55691666666667
KCNE4	0.6635
DKFZp434K191	0.842375
LOC196913	-0.1
BHLHB4	0.2135
CH25H	-0.4805
LOC81691	0.025
ALPL	-0.268357142857143
COL12A1	1.403375
FOLR3	-1.09983333333333
GPR123	0.032
TRIM62	0.478714285714286
ABLIM1	1.7075
MAST3	0.14275
RHBDD1	0.493666666666667
LOC338809	0.6595
RYBP	0.05875
TTC26	0.1465
ZNF22	0.537333333333333
ISCA2	0.3685
RDM1	0.5615
PIGM	1.202
GNB3	-0.989
ACTR2	0.0663
HMGB1	-0.13685
EDG1	0.610333333333333
SOAT2	-2.561
OR10AD1	-0.1435
RAP1GDS1	-0.338916666666667
LCE1F	0.2025
ESM1	-1.4485
RCN3	2.26525
CREBL1	-0.191
DBNL	-0.496166666666667
PTGER3	1.276125
USP30	-0.171166666666667
BCL2L12	-0.2685
KIF26B	1.465
ZNF416	0.3055
ZNF225	-0.556
C17orf70	-0.429
ZNF554	0.84625
RAE1	-0.605
TNIK	-1.31316666666667
ACTN3	1.59
MGC45922	0.5335
CCNA1	-0.284666666666667
RYK	0.692
IL26	0.1705
LRP3	0.905666666666667
QARS	0.103
SOX7	-0.0817857142857143
BID	0.632625
OR2S2	0.092
CXCL14	5.678
C11orf47	-0.4235
MGC29891	1.704
HSPB8	2.3738
PRDM14	-1.8495
NUFIP2	-0.016
MNAT1	-0.181125
ZDHHC2	-2.47716666666667
MBNL2	-1.96175
ADD3	1.049875
CSNK2A1P	-0.26225
KLK6	2.85633333333333
TMEM111	-0.3146
KIAA1279	0.9545
NUBP2	0.631
RAB42	-1.04625
ID3	-0.8074
TM9SF1	0.5215
MDP-1	-0.61475
POU4F2	0.0426666666666667
IQCK	2.1825
C16orf14	0.606
CAPN3	-1.117375
FAM43B	-0.87325
RECQL	-0.797
AP1G1	-0.350357142857143
CTNNBL1	-0.1675
ECHDC1	0.000833333333333316
SMARCC1	0.5073
FOXQ1	-1.369875
GNAI3	0.0635
POLG2	-1.92925
CD4	1.03375
ITLN1	-0.08225
EBI2	2.807
IRF1	1.232
PTPRE	0.8799
PTK2B	0.00575000000000001
NXNL2	-0.834
SOX4	1.05827777777778
TSPAN3	0.341
SH2D1A	-2.63583333333333
C8orf58	-0.773166666666667
USP20	-0.51425
DUSP22	-0.770666666666667
CALB1	-2.37116666666667
L3MBTL2	1.132
MCRS1	-0.21575
TMEM118	-0.6275
C18orf8	0.2165
FLJ10241	-0.473625
GJA12	-0.0175
PKD1	0.4425
ZFP3	0.596
JAM3	-2.184375
LAPTM4A	0.8471
DIRC2	0.20925
KIAA2022	2.0365
MYOM1	-0.342833333333333
TRPM8	-2.6805
MOP-1	1.0155
PHKG2	0.681125
ZNF650	0.055875
KIAA1522	1.26725
PSG8	-1.29516666666667
DDX19B	-0.447
MOBKL1B	0.15525
DIAPH2	-0.678916666666667
PTPN12	0.3815
CLN8	0.0536
CRYZL1	-0.222833333333333
CRY2	0.889416666666667
FCGR2B	2.34233333333333
PNPLA4	1.799625
ZNF454	-0.58
DKFZp434B1231	-0.10675
CLDN11	0.1377
RFWD2	0.853
CIB2	-0.821833333333333
MXRA8	1.877
HRK	-0.120375
MAML2	-1.117
C4orf31	-0.605
C6orf192	-1.62825
COG6	0.431125
FAM5B	2.189
NFATC1	-0.302
SEPT10	-0.63875
SCYL1	-0.00349999999999999
RPP40	-0.05675
SCOC	-0.067
KIAA1450	-0.81075
CTDSPL2	0.086
TBX5	1.09733333333333
NAPG	-0.22975
RHD	-4.178
C14orf45	2.13516666666667
ZBTB22	1.213
PLCG1	-0.5775
ANKRD10	-0.81325
AQP7P2	-0.07275
TAGLN2	0.632833333333333
HTR2C	-1.0565
SLC16A7	-2.21116666666667
C17orf83	0.53775
TSGA14	-0.152416666666667
MDH1	-0.9235
PPP3R2	-0.1735
DCBLD2	-3.0975
RBM33	-0.22025
DPH3	-1.24975
SYT10	-0.976
FMO4	1.429125
THYN1	-0.5585
DRD5	-1.567
OTOR	1.8625
PGRMC2	0.0801
KATNAL1	-0.33325
PAQR6	-0.4405
UBE2I	0.6455
C14orf28	-0.15375
C8orf70	0.979
FLYWCH1	0.19775
ANGPTL3	-1.6875
GLRX2	0.447833333333333
ATP11A	-0.657
ARL5B	1.3
MUC16	-2.9825
SLC25A5	-0.122285714285714
ACRC	-0.35725
MYO1C	-0.093875
FAM89B	1.29133333333333
FAS	-0.360625
KIFAP3	1.12875
GLRA2	0.2765
BTN3A2	1.4348
CNKSR3	0.25125
CSTF3	0.0468333333333334
ARPM1	1.8595
KIAA1530	-0.599
C9orf150	2.74033333333333
PRKCI	0.636
tcag7.1015	-0.70225
SOD3	-0.30325
ZNF574	0.22675
CYP21A2	2.595
RPL12	0.376
COMMD2	-0.57925
WIZ	0.34975
LOC344405	-1.809
ALDH4A1	-0.419470588235294
CRYAB	1.07925
COPA	1.08346666666667
PCDHGA7	0.577833333333333
KIF11	-0.9485
RASD2	0.949125
SLC26A3	-0.005
ZNF175	-0.8575
JAKMIP2	-2.434375
C8orf4	0.901333333333333
PTHLH	0.393
SLC40A1	5.09741666666667
OR7D4	0.610666666666667
PCDHB17	0.154
CD36	3.88657142857143
C6orf203	1.4569
PRKG2	-0.7065
LOC400566	0.88825
ANAPC13	0.4775
SLCO3A1	-1.93025
ZNF692	-0.6775
FANCL	-1.1445
SH3GLB1	0.6305
C12orf61	0.1925
KBTBD6	-0.51325
SUPT5H	0.34125
XRCC6	0.2627
HUS1B	0.4214
FAM133B	-0.358642857142857
LOC728276	0.0425
KCTD18	0.69125
SOS2	0.538
CCDC99	-1.21175
C1QTNF5	2.761
NNAT	0.3535
USP16	0.484
LARS	-0.341625
ZBTB2	0.516625
ABO	0.397333333333333
TRAF3	-0.29425
GALNT5	-2.7595
NAP5	1.01775
ALG14	0.445166666666667
KIAA0515	0.336615384615385
WDR75	0.00233333333333334
TEX261	-0.0248333333333333
LY86	0.102
LOC389072	-0.752
FLJ13611	0.0685
MRGPRX2	0.468
SNRPA	-0.657375
OR2G2	0.3735
GPRASP2	-0.21075
C7orf42	0.2694
C9orf163	-0.0575
CYP11B2	0.3555
FCRL3	0.6435
PRDX1	-0.43475
FGB	-0.609
COX17	0.295
C16orf33	0.385
PIWIL1	-0.1886
FOLR1	-0.9715
KIAA0082	0.088
FREQ	-0.525833333333333
TMCC2	-0.933
TCF12	0.1435
ZNF721	-0.76975
FAM130A2	0.23975
POU4F1	-2.52275
SNRPF	-0.221375
SGIP1	0.665
ZNF641	0.149166666666667
EMG1	-1.427875
PRRG4	1.1965
HIRA	-1.31625
MYNN	0.958166666666667
AEBP2	-0.8775
TBXA2R	0.176833333333333
ISL2	-1.71633333333333
PCDHB11	-0.7935
RNF144A	-0.73775
MARCH5	0.639875
DULLARD	-0.620166666666667
DCLRE1B	-0.770833333333333
ITGA8	-0.25225
TP73	0.163375
PRKCD	1.2955
NDUFB4	0.23525
ATP13A4	0.96625
ANTXR2	-1.508
COL4A3	-0.746166666666667
MYO10	-0.8501
SLC6A18	0.58525
PEX1	-0.22425
TMEM74	-1.93533333333333
RBM19	-0.20175
TAPBP	0.8361
RUNX1	-0.876875
MID1	1.61175
GPR64	-2.60266666666667
RASEF	3.84325
GABRG1	0.05025
MYO16	-1.23275
DBF4	-1.13533333333333
TSHZ2	1.17425
RIPK2	0.00125
PPTC7	-0.9765
KIF4B	-0.347
LRRC31	5.785125
ZNF540	-0.20825
EFNB3	-0.379
LOH12CR1	0.3805
STON2	0.063
GLP1R	1.0905
CSTF2T	1.012625
IREB2	-0.4615
GRSF1	-0.19
PDCD7	-0.333666666666667
LRRC43	1.3035
CNR1	-0.0721666666666667
IL1F7	-0.901
C12orf64	-0.52175
FAM69B	-0.7285
NR2E1	-2.1615
MS4A6A	1.8935
FTL	-1.0435
C7orf36	0.0825
PCLO	1.1361
DYRK2	0.531
ARIH2	-0.98025
SAMD7	-0.099
SCNN1D	-0.24825
SLC32A1	-0.769875
C22orf25	-0.0408333333333333
MRPS18A	0.2467
GPR112	0.1455
EARS2	0.768
ERN2	0.4455
ATPBD3	0.034
PRH2	-0.3315
CDKN2D	0.729
PGLYRP2	3.30125
TRIM40	0.18
SEC14L3	0.0316
SLC22A1	-0.224
BTN2A3	0.31075
RASA4	0.00575
CCNL2	-0.951666666666667
MYBPC3	0.7975
GJA4	2.137
CDC42SE1	1.263375
TRPV2	-1.55175
MYPN	-3.5703
SIM1	1.6865
CDADC1	0.41525
ZFHX4	-0.407
NIBP	1.04766666666667
ADAMTS19	-1.40275
ABTB2	-0.8755
TSPYL2	-0.2675
EIF2S3	0.2123
SOX30	-0.337
AP2A1	0.095
DKFZP564O0523	-0.316
LOC285398	0.12275
CDH18	-4.7075
CHL1	0.083625
GATS	-0.7463
TBC1D2B	0.4045
OR1J1	-0.2105
GSN	0.570666666666667
DPCR1	0.393375
GARNL4	-0.7935
SMARCA5	-0.1875
PLEKHG3	1.23066666666667
ZBTB45	0.4165
FRMD6	-0.439166666666667
PLS1	0.756333333333333
DGKZ	0.235333333333333
EFNA1	1.4782
WDR85	-0.1515
ANK2	-0.74925
PAGE4	-1.45266666666667
SENP6	0.447333333333333
AKR7A2	0.240666666666667
FKBP10	0.6675
VEGFC	-2.99883333333333
LARP1	-0.13875
SRBD1	0.04875
ITGB6	2.942
SLC1A2	0.103714285714286
INVS	-0.161
MPO	0.36175
MOBKL3	0.091
CUTL2	-1.152125
KLK2	-0.165416666666667
VIM	-2.25125
REG1B	0.176166666666667
PCDHGC4	0.45275
C3orf34	0.0788333333333333
SUMO3	0.597166666666667
CST9L	-0.9105
MLL4	-0.1335
SPR	0.428333333333333
SAMD9L	2.122
ABCE1	-0.74825
SUPT3H	-0.8525
ACTBL1	0.0965
ADAMTS4	0.9955
SLIT3	2.172
RHEBL1	-1.68
NPM2	-0.09075
MAN1C1	-0.06575
KIAA1856	0.534416666666667
HSPA6	0.4905
LOC388152	0.044
C10orf140	-0.66775
ZDHHC12	0.0265
LIN7A	-2.2124
PHC2	0.276333333333333
SPHK1	-0.91825
TRIM26	0.922375
FAM83E	2.652
C18orf24	-1.14283333333333
ZNF578	0.568166666666667
ORAI1	-0.89225
RUVBL1	0.428916666666667
C7orf20	-0.542666666666667
APAF1	-0.5685
SLC36A4	-1.18233333333333
MYH11	3.56833333333333
NEK1	-0.3596
MPP2	0.096375
C12orf24	-2.9325
TNK2	0.745875
ZNF289	-0.26625
MATN3	-0.305
IFNGR2	0.9465
ITPR1	-0.49575
EBF3	1.4161
TBC1D20	0.5778
OR10P1	0.52575
DDAH2	1.50775
SHPRH	-0.936875
STX7	0.0575
LOC554248	-2.15025
BCAR1	-0.19675
ATXN3	0.505333333333333
TRIM27	0.08075
CDC42EP2	1.9965
CHP	0.336357142857143
SOX17	0.85075
ZNF259	-0.507166666666667
CHCHD1	0.587375
ZDHHC19	0.413
GBP2	3.898
GARNL3	1.983875
MRC2	-0.42925
C1orf52	-0.947
AOF2	-0.268
LRPPRC	-0.0477
ACVR1C	-0.562666666666667
TM4SF18	0.967
TMEM169	-0.605666666666667
PPP1R16A	-0.06
EBF1	-0.667333333333333
RRS1	-0.181
SNX2	-0.5685
OR2T2	-0.3865
RBX1	0.164
ANKRD54	0.708
TSNAX	0.8135
TMEM83	-0.6885
ZBTB7A	0.83575
ATM	-0.59575
LOC338328	1.07516666666667
TIE1	0.220166666666667
HIST1H3G	-0.677333333333333
PASD1	-4.23083333333333
TINAG	0.57275
PCDHAC2	-1.1095
LRRC15	-0.717625
WBSCR17	-1.10525
TFF2	1.8735
PARP2	0.32775
NDFIP2	-0.34325
PCDHGB2	-0.814
WDR60	0.15925
MAP7D2	-0.3494
USP45	-0.52975
GSDML	3.84425
TNS1	0.3587
PLCD4	1.048
IQCD	0.908166666666667
SMPX	-1.93375
CD9	1.55033333333333
SRGN	0.197625
CASP7	1.5525
INOC1	0.345666666666667
DKFZp451M2119	-0.5975
VMAC	1.8275
USP53	0.9192
CAMK1G	-0.249625
TMEM106A	0.283666666666667
CDC20	-1.1288
ACSL5	-0.305
CBWD5	-0.03225
C1orf87	-1.09166666666667
KIAA1274	-0.7755
PRUNE2	-0.214
LYPLA2	0.205
DOK6	-2.4825
GPR149	-0.093
FAM30A	4.05325
TMEM129	-0.252
SLC35B3	0.86925
ACPP	-0.696
LOC200261	-0.658
SLC4A7	-0.6956
CCDC40	2.46675
GART	-0.720875
THOP1	-0.6985
SCARB1	-1.03
CACNA1F	0.70525
TRIAP1	-0.691166666666667
SYT14L	-0.1365
SFRS8	-0.4915
PBOV1	0.1995
GOLSYN	0.92275
GJB7	3.678
CAMK2N1	1.52041666666667
GREM1	3.12291666666667
FLJ20433	0.81525
QPCT	-4.78975
PRKAG2	0.551333333333333
H2AFX	-0.728625
C6orf154	2.68075
PLOD3	-1.54575
ZBTB39	-0.405666666666667
WASF3	-1.80983333333333
DRG1	0.51125
PRR4	-0.1245
SPCS1	-0.77325
KDELR3	1.94666666666667
SRP19	-0.293
GABRA6	0.08725
MFSD1	-0.2495
MMEL1	3.70625
PDXDC2	1.0422
