Hybridization REF	TCGA-C8-A12Q-01A-11R-A115-07
F5	-2.850875
SEMA4F	-0.686833333333333
NUDCD3	0.6085
PDZD11	1.301
TRIML1	-0.1975
GCNT3	-0.114
TMEM120A	1.19825
CNDP1	0.3745
N4BP1	0.885875
SLC35F2	-1.517125
LCP1	-0.392583333333333
IGBP1	0.3047
DCAKD	-1.221875
ELA2A	-0.6
C12orf56	3.227
PITRM1	0.4385
GUK1	0.950166666666667
RASSF8	-0.5334375
OR2A14	0.62375
ADM	-2.61911111111111
FGD3	-0.139666666666667
GHRHR	-0.0635
RHPN2	-0.1165
C4orf39	-1.34383333333333
VPS72	1.536
SERF2	1.53544444444444
CD22	1.04166666666667
CD47	-0.2866
PPIC	0.481333333333333
IMPDH1	0.676583333333333
ACP6	0.911
PRKACA	0.298875
PPP1R1A	2.2965
TRPV3	-0.21875
ASXL1	-1.0125
C17orf55	0.5325
FXYD1	-0.053
LMOD2	-0.303
ANKRD33	0.174
LCE2C	-0.22275
ZNF620	-0.9335
DKFZP566E164	-1.5305
VSIG2	0.00525
KIAA1128	1.53975
USO1	0.4745
NUDT4	0.667214285714286
CLDN1	-0.710357142857143
OR4Q3	0.4465
FASTK	0.0601666666666667
ICOS	1.99616666666667
LDB1	0.593
GSTA5	3.962
ABCC1	-1.567
FAM54A	-0.156
PCBP2	-0.673833333333333
NUP205	-1.125
ACTA1	-1.12333333333333
GABBR2	-1.78925
PIP5K1B	1.06366666666667
AGXT	-2.36833333333333
RNF181	0.58025
ATP8A2	-0.869
AFTPH	0.74625
FGF21	0.299
FCER1G	2.461
SNTB1	-0.8705
SLC24A3	0.261875
TXNL4B	-1.3783
RPL10L	-0.297
LOC389517	-0.17705
TSGA13	0.1635
SHOX2	-0.271833333333333
ITGA7	-0.6832
KCNIP2	-0.168166666666667
KLF13	1.0244
ZFAND2A	0.288
CEACAM1	0.807071428571429
PFKFB4	-2.02916666666667
MED19	0.29775
LRRC57	0.409666666666667
RNF11	1.538
ANKRD32	-2.751
P117	-0.21275
OBFC2A	0.715666666666667
POLD3	0.319416666666667
RAB18	1.553625
TPH2	-0.316666666666667
PHB	0.151
JDP2	1.8595
MORF4L1	-0.0306
POU2F1	-0.4885
CNNM2	-0.5605
LOXHD1	0.175166666666667
ZC3H15	0.32125
ELK3	0.833666666666666
FAM111B	0.604
CBLC	0.074
SBNO1	0.50375
ANKMY2	-0.22375
PLEKHA5	0.15025
DHX58	0.846333333333333
ARCN1	0.0751666666666667
TREML1	0.3525
KNCN	-0.063
SEC24A	0.265875
PSCA	2.43825
MGC24125	0.814166666666667
DNA2L	-1.3885
CIB4	-0.21275
HIGD2A	-0.139333333333333
TBX6	0.0115
TTLL5	-1.16533333333333
SGK3	-0.242333333333333
GCN1L1	-0.5375
AMOT	1.3842
LDOC1	0.541833333333333
NRK	1.23
ASB9	-2.3535
NAT1	1.1845
TRAFD1	0.12425
PEAR1	0.448
FAM36A	-0.07025
OR1S2	0.157333333333333
LOC388323	-1.46075
PGS1	-0.558833333333333
LEPREL1	-2.764
TFF1	-3.49175
HAP1	0.07
EPHB2	-0.20425
ACTG1	0.58
ZFP42	-1.96133333333333
HAVCR2	1.2727
NME1	0.6065
SNX26	-0.417
LACTB	1.0475
ZKSCAN2	-1.233625
C5orf35	-1.24625
ANKS3	-1.04475
RBM28	-0.31975
DKFZP586P0123	-1.10525
HNRNPA1	-0.775833333333333
BCAS3	-1.32783333333333
FLJ20184	1.4115
POLA2	-1.81833333333333
TMC7	-0.6285
HSD17B6	2.2965
ZNF658B	0.580666666666667
TTTY10	-0.349666666666667
RANBP9	0.493416666666667
CPNE7	-2.74166666666667
EVL	-1.10047058823529
LNX1	1.633
IFNA21	-0.0565
CFD	0.28975
PYCARD	2.22716666666667
MYBPC2	-1.916
ENPP3	-0.298666666666667
ACSL4	-1.72125
LOC440258	0.0245
TMEM176B	3.3415
SOX2	-5.095625
SCO1	-0.110166666666667
COMT	0.81825
AOC2	-0.319
PDLIM5	1.59178571428571
SPHK2	0.2905
NXPH2	-0.949
GPR108	0.130166666666667
RAD51L1	-0.2335
TMEM54	1.19875
LETMD1	-1.42355555555556
SLC6A17	0.644
KRT75	0.744
STT3B	-1.015
CD3EAP	-0.6115
TMEM63A	0.213
DUSP13	-2.40975
CD1C	-0.625333333333333
LASS2	2.40183333333333
AVP	0.6955
PITPNM1	1.388625
FLJ22795	-0.3625
MCTP1	-2.011
TRIM68	0.803666666666667
UCK2	-0.766333333333333
ABHD1	0.4015
FAM50A	0.95725
RNASEH1	-0.594
PCP2	0.1335
OR52H1	0.566
C20orf149	0.996
RBP5	0.484333333333333
HYAL3	-0.3515
CLPB	-1.54625
SMNDC1	-0.12425
DONSON	-1.25833333333333
FLJ27523	-0.156
BARHL2	0.431666666666667
SLC30A9	0.335833333333333
TMPRSS11B	-0.00674999999999999
E2F8	-1.1735
CCDC25	0.173583333333333
C14orf48	-0.681333333333333
C20orf116	0.850375
TSPAN11	0.1205
YIF1B	-1.09683333333333
FAM12B	2.54675
OR1L6	0.079
HPN	-1.0261
NBN	0.32175
C14orf94	-0.761
OCLM	0.58
ZSCAN18	0.4725
L3MBTL	-2.2527
TSTA3	1.94433333333333
RAC1	1.11775
C19orf15	-0.267666666666667
NFE2	-4.3645
KLK14	0.2215
ARSF	0.682
MAST2	0.256666666666667
AMICA1	1.82033333333333
GTF2A1	1.05975
ATP1A3	0.122
TC2N	3.5643
PNKP	-0.0545
ODZ2	0.733375
MATR3	0.372125
S100P	3.692875
KRT82	0.6635
CA13	0.3685
PROZ	-1.41333333333333
AASDH	0.481857142857143
C19orf40	-0.0748333333333333
DCK	-0.168769230769231
FAM5C	3.36825
SLC6A4	-3.159
MID1IP1	-0.073875
TESSP5	-0.1025
TMOD4	0.560833333333333
DOCK2	-0.5535
TUG1	0.869875
NUP214	-0.98875
DPYSL2	0.101409090909091
GOLM1	1.68841666666667
MPFL	0.28525
SOX13	0.813
SDCCAG8	0.8019
KEL	-1.00933333333333
NUP210L	-2.88175
GK	-0.69175
DNAJB1	0.96075
ALPK3	1.18
CHID1	-0.8865
CYLC2	0.338166666666667
IKZF5	0.27
C8orf51	0.930666666666667
PPM1J	0.539
GIMAP8	2.9105
GPR101	0.152
NR2F1	-0.277
ACAD8	0.0195
RBM35A	1.06725
GNAI2	0.180833333333333
METTL8	0.0328333333333333
SLC39A7	0.56775
FBXO8	0.8315
CAMK1	-0.67625
RFC3	-0.360375
FAM129A	0.974
ILF2	0.68675
FGFBP3	-2.0825
NOM1	-0.344333333333333
PSMA3	0.11175
ASCC3	0.2207
ZYG11A	-0.78875
SOX21	-1.3445
LYRM1	-0.6555
DEFB1	2.36
LOC91431	-3.0575
OR7C2	1.4145
FAM46B	0.691375
TMEM18	-0.818375
ARHGAP30	1.3125
TMEM86A	3.21716666666667
EPHA2	-0.775833333333333
C10orf46	1.30255
TCHH	0.0783333333333333
C3orf30	-0.0666666666666667
LOC285636	0.840333333333333
PAIP2	-0.106
CYP2U1	-0.688
C12orf34	0.28075
SARS2	-0.897666666666667
ZCWPW1	0.63175
SAMD12	2.294125
KIAA1430	0.16775
ACAT1	-1.12325
MEOX1	1.57833333333333
ADAMDEC1	6.05
PHKA2	-0.809
CARD11	-0.874333333333333
CALML4	-1.1335
TSSC1	-0.2595
TMEM45A	1.11644444444444
MPP7	2.055
POU1F1	0.00699999999999999
SLC2A13	-0.2585
FBN2	-1.26735714285714
ZC3H7A	0.2245
LAIR2	-0.64775
ST3GAL1	1.44933333333333
LCT	-1.54075
GEMIN8	0.233
KLF16	0.2077
HIF3A	-0.0890000000000001
FAM44A	1.17921428571429
AQP10	-1.3152
PLA2G2A	1.3485
FOLH1	3.73166666666667
C20orf186	-0.083
MAPKAP1	-0.525125
SPRR2D	-1.77675
UBQLN4	0.0351666666666667
RSHL1	0.122666666666667
PIAS3	-0.044125
MRPL24	0.33375
GREB1	-3.658375
FAM27E3	-3.0085
NUP62CL	-1.71225
NEUROG3	0.091
REEP3	1.499
MARK1	1.301875
LMBRD1	1.46625
PRPF19	-0.55
PNMT	2.83783333333333
CTGLF1	-1.0055
SLC25A16	-0.2155
EIF2B3	-0.1245
RPA2	-0.287
PAK6	1.588
CCDC26	-4.385
SEMA3E	4.867875
MXD4	1.4226
TNFSF10	5.2109
SMARCB1	0.3395
DTX3L	1.24916666666667
PLA2G4E	-0.08
PPAP2A	1.06625
ULK1	0.849583333333333
TAS1R3	0.332
SLC2A3	-3.11472727272727
ARID3A	-2.0705
GNG5	-0.003
ACOX1	0.8117
KIF5B	1.061
NUP153	-0.2305
MUC7	0.677
CSDE1	-0.0935714285714286
CLPTM1	-0.244
C3orf23	0.144875
LRRC17	-1.01783333333333
TTYH3	-0.112
ATP5B	-0.831
ELF3	1.1427
CPSF3L	0.112166666666667
ZNF665	0.742333333333333
TLR6	0.2948
GPI	-0.902625
RAD9A	1.248875
NDST4	2.125
AGPAT3	-0.532
MAGI3	1.55366666666667
ADORA2A	-0.749625
CACNG7	0.2465
CAMK2D	0.301785714285714
CCHCR1	-0.69425
RPS27A	-0.6445
OR10G7	0.302833333333333
GCM2	0.9205
FAM135B	0.8681
E2F1	-1.04375
PLCB3	0.285
OR2AE1	0.5615
COIL	0.1965
CDC25C	-1.7165
RAB11FIP2	0.29425
TSC2	-0.192
CTGLF5	-0.9165
CCDC108	0.9221
OR13C4	0.4515
C10orf81	5.5585
PTPRB	1.89125
ACP2	0.42125
LAG3	0.44425
MRPL54	-0.33225
LOC201175	0.587
ITGB1BP3	-1.75925
SPTAN1	-0.0413333333333333
SIPA1L2	-0.125
RCAN2	-0.198
CDX2	-0.453
ECOP	-0.03925
ACTR1A	0.418714285714286
PPARG	-0.895833333333333
BBS10	-0.323833333333333
TMEM44	-1.370125
BPIL2	0.04775
CITED1	0.0175
IRF6	4.083
PRDM4	0.859333333333333
RRP9	-0.995833333333333
OR10H4	0.328
IL31RA	-0.968
GNB1L	-1.39883333333333
MYBL2	-1.61525
ZNF407	0.4375
PPIG	-0.301166666666667
TTC18	0.9065
RPSA	-1.24
MAPT	-0.3415
MRE11A	-0.601214285714286
C8orf37	-0.2855
RASGEF1C	-0.195833333333333
STBD1	0.81625
CTAG2	0.381666666666667
MGAT5B	-2.17316666666667
ECM1	2.05975
RLN1	-0.5565
PARP14	1.3470625
EPB41L1	0.8999
HOXA3	-0.600666666666667
MAGEA9	-4.9665
RPS8	-0.481666666666667
RPS19BP1	0.42725
FOXJ2	-0.01375
C10orf76	0.529875
IL17RE	0.22475
C10orf65	-1.67675
ZNF343	-0.0378333333333333
FBXO33	-0.492875
UHMK1	1.9047
LY6G6C	-0.618
FGF19	-2.61775
C14orf128	-0.0461666666666667
IFIT2	2.892875
TIGD1	-0.75875
S100G	-0.8525
GUCY1B3	2.717
NR3C1	-0.2563
CORO1B	1.85433333333333
PARP11	0.535833333333333
DNALI1	2.831
OR4N4	0.34375
MAP2K6	-1.4065
FSTL4	0.43925
ANKRD47	1.386
TMEM171	-1.1675
PNLIP	-0.28275
YY1	0.816333333333333
CCDC138	-2.56233333333333
AASDHPPT	-0.8499
CKS1B	-0.2963
MCM3	-1.497
ANAPC7	-0.276666666666667
FAM110A	2.091
CDC37L1	0.4435
THTPA	0.192
NBPF20	-0.118
WDR24	1.09025
NPTX2	-2.472
CBLB	1.2375
CETN1	0.119333333333333
RPUSD1	0.10375
FAF1	-0.73625
CDK6	-2.2762
HMX2	0.0535
CSK	-0.2355
TEAD2	1.33725
SNAP25	-1.3865
TUFT1	0.8136
TMTC3	1.16333333333333
LCK	-2.05025
SGOL1	-0.823166666666667
AKTIP	1.63675
FURIN	-0.36325
SOX12	-1.226
DEFB103A	-0.9045
RAMP1	0.41025
KIR3DX1	-0.116
GAS2L3	-0.06175
PDE8A	-1.006
EDN3	3.42875
GMIP	1.455
SF3A2	0.50075
FN3KRP	0.0695
SMAD7	0.87625
RHBDD2	1.26225
OR11H6	0.1595
PPP1R3B	0.8686
C9orf23	-1.0035
CADPS	-1.12725
GOLGA8A	-3.971625
TMEM57	1.12333333333333
RGL3	0.331
S100A14	2.9755
FGFR2	-0.7605
XRCC3	-0.248
RTN4RL2	0.33575
MGC3771	-0.396
GH2	0.219333333333333
BTBD2	-0.34425
LMO2	-0.349
RDBP	0.242875
ACRBP	-1.36375
AMY2A	2.09725
DUOXA1	0.4035
PTK7	0.845833333333333
TWF2	0.141166666666667
FAM80A	-0.43775
TNNI2	-2.266
GLT25D1	0.1335
OCC-1	-2.59175
CYC1	-0.939833333333334
RPL22	0.160272727272727
MORN3	1.14316666666667
DISP1	0.50375
PRB2	-0.0305
CHUK	0.75725
HR	0.476875
CCDC134	0.363
DENND4B	-0.62275
C14orf130	-0.174375
RAB33A	-1.61575
DCST2	0.4815
TNMD	-0.0155
PEX7	1.6715
FAM62A	-0.0725
SRD5A2L	3.46625
IL22	-0.057
RPS26	-0.222333333333333
HOXC5	0.1955
SPATA6	1.032
FLJ38482	0.73875
ZNF234	2.182
C18orf22	0.2075
SPATA22	0.30625
THOC1	-0.601
CYP7B1	2.8855
KCNC3	0.24775
C8orf42	-0.409
ALDH1B1	-0.695666666666667
CCDC100	0.1035
ARMC4	-3.642
FAM18B2	-0.053
SLC44A1	0.09025
FBXO17	-1.74983333333333
C6orf107	-0.29475
C19orf29	-0.32125
ZC3HAV1L	0.0575
PARP6	-0.2936
SULT2A1	-5.019
C1orf159	-0.39275
TMC1	0.64125
CHST14	-0.288625
GAMT	-1.30633333333333
SMCP	0.0885
TSPAN33	1.13908333333333
MIDN	0.493375
NOX4	2.8775
RNASEN	0.1224
TBX1	1.34416666666667
SALL2	-2.67325
C10orf35	1.2105
CYP2E1	-1.603
LRFN2	3.6615
ACO1	-1.3605
IQCG	1.8501
MEGF9	0.84875
TM7SF4	3.1825
PLEKHA1	0.398266666666667
STK33	-3.39675
C1orf210	2.65125
SNUPN	-0.9955
KIAA0406	-0.3983
C20orf29	0.717
TMEM55B	0.23275
OSTM1	0.1513125
CLCN7	0.25425
OTP	-0.32775
FLJ23049	-0.45225
HEATR4	0.3655
MAP3K10	0.305333333333333
PCDHGA9	0.95
AMDHD2	0.953
LCTL	-2.648
PDCD2L	-1.28175
CABLES2	0.121
SLC5A9	-0.71325
CLCA2	5.48966666666667
MGC16025	0.0325
STRAP	-0.363666666666667
C20orf196	0.839
RRBP1	1.07933333333333
NAT13	0.78025
MAT2B	0.8735
CSNK1D	-0.223333333333333
KIR3DL1	0.26475
PRKAG3	-0.3095
ZNF599	0.296
PRM3	1.1655
PER2	1.222
ASPHD1	-2.589
PRMT6	-1.62125
KCNE1L	-1.09321428571429
FAM118A	-0.7555
TAF4	0.268
NDUFB6	-0.73275
TRIM9	-1.45541666666667
PMFBP1	-0.607
KY	0.6395
DKFZp762E1312	-2.15218181818182
CSMD1	2.15
TBP	-1.138
OR1Q1	0.208166666666667
RETNLB	0.13525
HPGD	3.64092857142857
DNAJC12	-1.57833333333333
FKBP1B	-1.948
ANKRD24	-0.712833333333333
CXXC5	0.734166666666667
IL3	0.0855
DRAM	0.9977
PTCH1	-1.687
TP53BP1	0.073
SLC17A7	0.03125
COL25A1	-2.1727
AMACR	0.664166666666667
RHCG	0.25575
VPS13A	-0.250583333333333
FAM55D	1.281
PRPF38B	-0.421583333333333
OSBPL6	-0.82725
PFDN5	-0.1424
CMTM6	1.2165
KCNK12	-0.01225
RP2	0.99275
C16orf52	-2.21125
PICK1	1.347
IFNE1	-1.82833333333333
SEMA4B	1.13925
TYRO3	-1.92775
OR12D2	-0.164
CSNK1A1	0.42065
FANCF	0.26125
LONP2	1.0125
TBL1Y	-0.528
LDOC1L	0.507375
CCNC	-0.7625
C3orf60	-0.773
CHKA	0.8315
UBAP1	-0.40375
MAP3K1	2.5775
ANKRD9	0.5115
FAM92A1	-1.64883333333333
GAB2	0.597875
AZU1	-0.27
DIS3	-0.3395
C21orf109	-1.14825
IQCB1	-0.5185
SPATS2	-0.637
EFCAB3	0.549
PRB3	0.057
FUZ	-0.833666666666667
ZNF813	0.912375
BMPER	-1.29033333333333
HEG1	0.239
ALS2CR11	-2.27325
SURF2	-0.134
PSMC1	-0.153333333333333
OR2D2	0.5125
SLC7A8	0.650833333333333
C4orf40	-0.301
SPATA7	-0.11725
MAZ	-0.502666666666667
PIN4	0.07875
PDE1A	-0.577
TAF6L	-0.415
OR2T34	0.3395
KIAA0284	1.455
ACADS	0.212909090909091
MKRN2	-0.142
C18orf56	-3.1605
MS4A6E	0.752333333333333
GALNT4	0.7995
C22orf31	1.868
FLJ36070	-0.055
PSME4	0.29775
TFG	1.1797
EPHX2	0.9415
ANXA5	0.178875
KRTAP1-1	-0.3259
BATF	1.7645
KARS	-1.0455
MSTP9	-0.668
GPR26	0.0655
CCDC72	-0.3825
TEF	0.353333333333333
FOXK1	-0.3257
PRLHR	0.2725
EMX1	0.068
C11orf30	0.55975
ICK	1.003
THSD7B	0.42825
C21orf100	-1.153
DUOX1	0.93
EFCAB4B	-0.372
UBE2G2	-1.4705
C3orf54	0.22725
PARP1	-0.8845
FAM60A	-2.359
C6orf146	-0.11425
OR9K2	0.23
DDX55	-0.649333333333333
RPS15	-0.663083333333333
ZNF618	0.1793125
DKFZp686D0972	0.42825
SSPO	-1.6765
SHFM3P1	-0.0075
CPA6	4.302
JAG2	0.74125
DEFA3	0.145
PPBPL2	-0.00433333333333333
CD34	4.3125
SLCO4A1	-2.457375
AFG3L1	-1.01866666666667
SHD	-0.829
RP13-122B23.3	-0.703833333333333
PRKCSH	0.4835
DPH5	-0.0816666666666667
HLA-F	2.125125
TBC1D4	-1.05775
RIG	0.021
GLUD1	0.149
HNRPCL1	0.118875
HBXIP	0.18475
RNF207	-1.168
APIP	-1.00775
PLA2G3	-3.08833333333333
CCDC84	-2.3185
MYLIP	0.869923076923077
PHIP	-0.7825
AARS2	-0.4905
DHX32	0.9095
SCAPER	0.00833333333333337
MEN1	-0.2915
NIP7	-0.73875
FLJ25404	0.323
FASTKD3	-0.21625
TMEM158	-2.21983333333333
RARA	0.944
BDH1	0.6545
ANKRD16	1.3015
CARM1	1.4545
SS18	0.024
IKZF2	0.636333333333333
MYD88	1.537125
PML	0.54285
TAF1A	-0.9955
CBFB	-0.162125
HIST1H3H	-1.246
C7orf29	-4.23825
COMMD4	-0.5615
DPP3	-0.84675
DAB2	0.71375
LOC388882	-0.0815
YPEL4	-0.884875
AGBL3	0.21175
LRP6	0.2674
SERPINH1	0.3815
TLE1	-0.09525
CD244	1.0905
ZDHHC15	-0.78775
MGLL	1.3821
PLDN	0.685166666666667
LOC654346	1.6615
FAP	3.387
GPR37	1.31683333333333
SCARA5	1.04683333333333
EBF4	0.848363636363636
LSM6	-0.52525
MLLT1	-0.48225
SLC5A12	-1.0045
A2BP1	-1.63766666666667
COPS5	-0.258833333333333
TPM4	1.35792857142857
TNFSF4	0.675666666666667
ACADSB	-0.412444444444444
HERPUD1	0.713
BCL2L11	0.0213333333333334
CEP78	-1.700375
CDCA3	-1.34475
WBSCR19	-0.00210000000000001
MYO1A	-1.9895
PPEF1	3.20533333333333
LOC440348	-0.4785
CPEB2	1.050125
BPTF	0.0153333333333333
RPL21	-0.108625
GSX2	-0.223
ADPRH	1.52166666666667
C17orf68	-0.904333333333333
KCNS1	-1.07216666666667
MLLT6	0.5755
PIWIL4	-0.015
RNF26	-1.525
RAP1B	0.5505
ADAMTS1	-1.4708
ZNF571	0.12
P2RY6	0.397
TRIM21	0.3385
CADM3	0.4735
NLRC5	1.2205
ADRA2B	-0.1045
LOC90835	-1.13475
PCF11	-0.8295
LOC400451	1.916
GLTSCR1	0.4544
C17orf88	-0.8575
CDH16	-1.8395
FGF7	3.040625
PCSK4	-0.084
NPC1L1	-1.618
TAT	0.61325
TBCA	-0.99875
MGC33407	-0.00925000000000001
GPR115	1.00125
CYGB	0.5215
FNBP4	-0.538166666666667
C12orf43	-0.4315
CBL	-0.5388
CLECL1	1.7955
PPAPDC1A	1.9645
WDR25	1.02483333333333
SGCA	1.1305
C22orf29	0.4215
YIPF1	1.1945
GALK2	-0.027
RAB3B	-2.45141666666667
LOC440087	-0.7685
UCP1	-0.836
REEP5	1.8515
FADD	1.381
FOXA1	2.633625
CACNA1A	0.230833333333333
ABI1	0.789833333333333
GRIN2D	0.55275
SLC1A4	-0.74
LOC401127	-0.64
HINT2	-0.519
PLD4	0.474333333333333
ZNF286A	-1.54275
ENY2	-0.438
IL1F6	0.148
PXDNL	0.2765
C20orf79	0.17125
TNFSF13B	3.10616666666667
DENND3	-0.215625
JARID1D	-3.6195
HIST1H2AK	-0.260125
LOC93349	0.5202
SSH1	-0.7078
ENSA	2.325
LOC219854	-0.4665
CKAP2	-1.1249
DKFZP564J102	-0.253833333333333
MGC87315	0.931833333333333
HNRPAB	-0.24025
AMH	-2.512
ZNF526	0.2
BRUNOL5	0.0256
CACNG3	-0.104333333333333
TRPM1	-3.489
PPP2R1A	0.392875
COL2A1	-1.90575
DDN	-0.742833333333333
FLJ25770	0.547
HK2	-0.883571428571429
ELOVL6	-1.893875
MDK	0.57225
EPHX1	0.114
RASSF2	0.780125
DKFZP434B0335	0.432
DLX3	0.42975
PRTN3	-1.01025
AVPR1A	0.93025
C21orf125	-2.10675
TNFAIP8	-0.1305
GNB2L1	-0.81075
CALCRL	4.32625
SCGB2A2	8.29
UBXD7	0.24425
ZNF674	0.1555
TMEM35	0.263625
BRSK2	-1.246
HECTD3	1.21433333333333
TMEM188	0.5335
LGALS9	2.337375
SCARB2	1.33366666666667
USP34	0.101166666666667
C17orf28	2.24
ZDHHC23	-0.27525
AQP12B	1.6935
SLC16A3	-0.179625
APLP2	0.025
ITIH2	-4.89575
MICAL3	-0.107
TNNI3K	0.1023
HDAC2	0.98975
PRR7	-1.1233
THBS2	0.99475
LOC751071	-1.13033333333333
CA2	-0.726666666666667
RANBP17	0.038
RLN3	0.45625
CRYZ	0.384833333333333
GBAS	0.332166666666667
TAS1R1	-0.33725
MPZL3	0.511
PCDH8	-2.40475
HSP90B1	-0.179416666666667
KCNK15	-0.8035
TNIP2	0.181166666666667
GPR146	-0.28
NOL6	-0.4205
SPC25	-3.02877777777778
STEAP2	0.885285714285714
VAMP3	-0.274
TCIRG1	2.08175
ZP4	0.0058333333333333
PARL	0.39225
TRIM39	0.747
KIAA1305	0.62475
CRNN	0.113833333333333
GRN	0.9345
HSH2D	-1.4455
SCAMP1	0.502375
KIAA1913	1.23875
PTS	-0.55575
BANP	0.156714285714286
PRKACG	0.41425
ADCY6	0.253
C16orf46	-0.304
CYP51A1	1.24975
DDC	-5.0065
ANPEP	-0.453166666666667
PROM1	0.3655
SIGLEC10	2.9445
COPG	1.2955
FAM26E	1.741375
TRIP4	0.72875
SNX3	1.8305
C1orf175	0.1935
PPY2	0.28275
C14orf152	0.47975
FTSJ1	-0.4915
DST	0.8286
LOC554235	-0.095
GLRX5	-0.65575
C20orf12	1.8962
CAB39	0.5575
MSH2	-1.74816666666667
PIP4K2C	1.621
CYLD	1.272
WTAP	-0.0735
MGAT4A	1.65144444444444
TSC22D4	-0.0954
CHRM2	-1.9305
PPYR1	0.2625
CCNH	-1.19683333333333
RRM1	-1.5395
ECAT8	-2.07275
LOC400120	-0.15925
GABRA4	-0.198875
C14orf4	0.783666666666667
C1orf59	1.15125
CTDSPL	0.98375
NHEDC2	-0.3505
PDE11A	-1.2501875
KLHL29	-0.96475
CD5	-0.4179
TSPAN9	1.646
WDR67	-0.90025
THUMPD1	0.1575
C18orf17	1.899
CLYBL	0.3275
FLJ13231	0.130375
CMBL	2.454625
LECT2	-0.467
NKAPL	2.556
LOC654780	0.6255
OR4C6	-0.0235
RAB30	0.120333333333333
TSSK4	-0.016
TMEM163	1.7245
OSBPL11	0.600666666666667
GNB5	-0.464833333333333
CCL21	2.34625
C1orf121	0.142
FMO2	3.5015
RPTN	0.744
MSTN	-0.4775
VCL	-0.0897142857142857
FYTTD1	0.54975
C11orf1	-0.38025
CCDC88C	-0.4135625
HFE	-1.06755555555556
MOGAT1	0.0005
FAM125B	-0.677666666666667
IRGQ	0.714
RAVER2	-1.33925
AKAP5	-0.423
SSSCA1	-0.633
C11orf63	-0.34725
ACTG2	0.5051
PORCN	-1.338
DTL	-2.54463636363636
TMEM151	0.36625
FAM122C	0.97525
RSAD2	3.8584
BAT4	-0.2125
KRTDAP	-1.79066666666667
MYH8	0.27475
CRTC3	-0.0815
LRRFIP2	0.0655
INTS4	0.582833333333333
TTN	-1.523
SLC26A5	0.3735
PLLP	-1.72675
RGS6	-0.8
SRGAP3	0.189
ZNF525	0.3365
NBR2	-0.929666666666667
C13orf1	0.2503
ZNF137	0.5695
CEP27	-0.5675
BEST2	0.1725
RNF121	0.05075
DMRTC2	3.4985
C8orf76	-0.113
BCCIP	0.11125
MEST	-0.99375
HTRA2	-0.25
ANGPTL2	0.889
ILKAP	0.011
ERAS	-0.2525
HBS1L	0.309125
CPA5	0.549
TMEM30A	1.75333333333333
CD300LF	2.81666666666667
WISP3	0.9415
CRK	0.0183571428571428
PDS5A	0.1412
BRPF3	0.513333333333333
NEDD9	0.166
SMPDL3B	1.61
PSG6	-0.30875
PSMD13	-0.39775
ETV5	-1.4003125
OR51A4	0.2165
BTBD7	0.35025
GSTO1	-0.696125
hCG_16001	-0.3455
MAD2L1BP	-0.119
COX6A2	0.758
SCNN1A	2.9115
LSM1	0.530833333333333
UGT2B11	4.44175
IDUA	0.672
PPP2R3C	-0.713666666666667
COX11	-0.8625
PDZK1	-3.642
ZNF443	1.4755
MGC21874	1.32133333333333
ZNF323	1.0247
KRTAP10-10	0.229
CXCL6	0.3095
SLC34A2	1.8336
LOC284402	0.183
NPTN	1.22616666666667
UPP1	-1.3425
SLC6A9	1.406
OR7G3	0.1945
CISD1	-0.568166666666667
ZNF545	-0.738333333333333
SYT14	-0.362
NT5C3L	-0.987166666666667
ZNHIT3	-0.169333333333333
SNRPD3	1.512
KIAA0701	-0.120625
UNC93B1	0.705666666666667
GMNN	-1.723625
SPCS2	0.9455
LOC388524	-0.519
NAPRT1	0.046125
PNLIPRP1	0.20575
OR6V1	0.5495
PRKAB1	-0.573
EYA4	-2.6115
KIF20A	-1.763
ALG10	0.09075
ITPKC	0.366333333333333
LMX1B	1.52316666666667
RPUSD4	-1.35366666666667
C7orf34	0.133833333333333
DLGAP2	0.29175
PFN1	-0.5229
MICALL2	0.378333333333333
ZNF654	2.113
SS18L1	-0.172875
SLC16A8	1.71775
MKI67IP	-0.1245
ITGB3	0.3425
TCEA3	2.3885
CEP152	-1.7284375
CLIP1	1.327875
ZNF75	0.960625
ATP5C1	0.191166666666667
NUDT5	-0.516
PSCDBP	0.262
UBP1	-0.3645
RBM27	0.54925
C13orf15	1.891
ZNF282	-0.0223333333333333
ZNF222	0.3693
COL10A1	4.915
PRDM15	-1.216375
TTTY5	0.0135
FAM9C	-0.730818181818182
C20orf67	0.277
GNG13	-0.7065
F12	-0.211
C1orf41	-0.8095
CPXCR1	0.0635
GSK3A	-0.226375
SUPT6H	-0.604333333333333
PI16	0.6185
ELL2	-0.955333333333333
C9orf167	-1.82716666666667
PVRL3	-2.0641
FLJ38596	0.3365
ADAM20	0.2235
GPR89A	0.968
GPR87	-0.194
ZNF30	-0.11775
SMR3B	0.906
ZNF770	1.406375
TRPC4AP	-0.3375
DKFZP686E2158	0.614833333333333
C2orf28	-0.0301666666666667
FREM1	-0.992166666666667
LAMA4	0.603666666666667
ADPRHL2	-0.1365
EIF4G2	2.1525
GUCA1A	-0.5485
CTNNA2	-1.469
NUDT15	-0.3
CEPT1	0.4305
ZNFX1	1.4486
CCDC92	0.489
TDRD1	-0.267
KCNK5	-1.28133333333333
ETNK1	-0.270333333333333
