Hybridization REF	TCGA-A2-A0CU-01A-12R-A034-07
CEMP1	1.35875
LIN7B	0.847
E2F7	-1.93533333333333
VCP	0.49325
LAMA3	2.768
BGN	1.55575
GPR160	1.05166666666667
COCH	-3.84283333333333
GPR81	1.42183333333333
APOBEC3F	-2.4585
tcag7.1017	-0.39925
C1orf32	0.3795
SCGB1D2	1.2605
FLJ43987	-0.33
C6orf170	-0.05475
KLK9	0.393
GPD1L	0.2185
VPS37B	-0.383
ATG3	-0.816666666666667
ADAMTS17	0.2415
KLHDC2	-0.728
NDUFV2	-0.50975
BLK	-2.64325
MATN4	-1.7385
GPM6A	0.671125
GBP4	3.11866666666667
TMEM162	0.252833333333333
PKP2	0.1655
HRASLS	1.68211111111111
MMP1	-5.02275
SFXN3	-0.4812
FSD1	-2.349
ST6GALNAC3	-1.77833333333333
CA12	3.6309
NCOA6	0.91775
C19orf58	-0.4663
PPP4R1	-0.428
MAN1A2	0.257166666666667
IKBKAP	-1.32875
UPF1	0.615333333333333
KIAA1219	0.9975
WNT16	-0.0116666666666667
SNW1	-0.419125
IL18RAP	1.58275
RPP30	-0.77375
CDC40	-0.239214285714286
SETD3	-0.0823333333333333
SLAMF6	0.10775
ELK4	-1.0795
TRIM47	0.604833333333333
ACOX3	2.905125
TRIM6	1.11125
KIAA0372	-0.0996666666666667
TP53AP1	1.234375
SMURF2	-0.87825
ADAD1	0.72625
EBP	-0.334
KRTAP13-2	-0.3315
FLJ36874	-0.814333333333333
TOR1A	-0.179833333333333
P2RY4	1.135
GPBP1	0.33625
TRPV1	0.05825
ADAMTS12	0.014
PES1	-0.8606
ATG4A	0.304333333333333
MAGEA10	-4.79975
WFS1	2.90725
CC2D1B	-0.378333333333333
PABPN1	-0.822
SLC25A30	-0.18775
SLCO1C1	0.520666666666667
SLC22A5	2.71375
KIF23	-1.58716666666667
SYN2	0.806166666666667
ASPN	7.28016666666667
CENTG2	-0.05925
QSOX2	-1.8508
FLJ10815	0.0213333333333333
STK24	-0.1613125
SPEG	0.6652
STK10	-0.0463333333333333
DACT2	-1.8525
AAAS	-1.10425
SSX3	-2.204875
ABCD3	0.5675
C4orf12	0.2765
PARVG	0.119666666666667
FIG4	0.82675
C9orf46	0.988
TMCO6	-0.13
IGHMBP2	-0.177
DUS2L	-0.948166666666667
FAM3C	0.893875
TMEM16D	-1.9705
DCTN4	0.98425
KCNH3	0.95175
EIF2AK2	0.7215
AP1S3	0.478625
CST4	1.086
PAM	1.6395
NUTF2	-0.6635
CITED2	-0.1166
SLC39A4	0.55325
C2orf52	0.261
GRM3	0.11475
C12orf49	0.1875
CCDC49	-0.0538
GRAMD1B	-2.30642857142857
FNDC4	0.449
SIAH2	0.740625
GDPD4	0.66125
C21orf87	0.06975
ATP5A1	-0.467833333333333
C16orf63	-0.80975
LOC388135	-0.149666666666667
ATP5J2	-0.625
MMP3	-0.9325
EMID2	-0.211
CRHR1	0.48725
WDR70	-0.85725
C13orf31	1.39875
ZFAND1	-0.21625
CCL18	3.37233333333333
C3orf49	0.1555
RINT1	-1.5235
KIAA0408	-1.96766666666667
F13A1	4.9459
SLC10A1	-0.151333333333333
OGN	2.77425
GIPC2	-0.5505
XPO6	-0.299
LCE1A	0.544
FMR1	0.9188
LOC374920	0.38425
DUSP3	0.407125
ANKMY1	0.52175
C7orf50	-0.12525
BBS9	-0.8224
UNC119B	0.267125
C9orf72	-0.125875
MGC35440	0.042
ENTPD6	0.36925
PPP1R2P9	0.5535
ERCC4	-0.02425
FAHD2B	-0.0315
HMHA1	0.925
HACL1	-0.5095
RAD23A	0.0413333333333333
FAM83B	-2.86925
PPP5C	-0.856666666666667
RNASEH2C	-0.26325
C9orf153	-0.579666666666667
SCAMP4	1.0715
GHITM	0.1508
NDUFB7	0.2295
ADCYAP1	1.30016666666667
SP110	0.0308333333333333
MAP3K7IP2	-0.01525
DHH	-0.2885
AGRN	0.253428571428571
WDR33	-0.033
CEP290	0.809166666666667
PRPS1L1	-2.33133333333333
KLRA1	0.408
GPR97	-0.5155
CHD7	-0.166083333333333
TLR10	1.336
SLC30A8	-0.787
HIC1	0.989333333333333
IAPP	0.043
RXFP4	0.45775
GP1BB	1.1595
SHQ1	0.581
NKX2-3	0.219833333333333
API5	0.1325
FTHP1	-0.0275
MOV10L1	0.7735
TRIM6-TRIM34	1.4545
ADHFE1	1.0025
FAM117A	1.56425
DDI1	0.142
CDON	1.52833333333333
TRIM73	-0.025
IGKC	2.77
MMP14	-1.64866666666667
DYNC1LI1	0.00199999999999999
C11orf66	0.82575
TRBV3-1	-1.3195
FASTKD5	0.1065
BIVM	-1.241
LHX4	-0.3585
CXCL2	-0.8682
RAB2B	-0.751666666666667
IZUMO1	-1.5625
MAP3K15	-2.145875
FAM19A2	0.459666666666667
ZC3H8	-0.747833333333333
ZMAT1	2.546
SPINK5L3	-2.20475
SLC10A6	0.6925
APPL2	0.5145
CARD10	0.561166666666667
LOC402176	-1.08875
EEF1D	0.6589
RAB6A	0.561
C12orf5	-0.906625
PAPOLG	0.00225
MSRB2	0.3875
BCR	0.501333333333333
PUS3	-0.36275
TIAM2	-1.20675
ZNF317	0.147166666666667
CHD2	-0.0297142857142857
FZD5	-1.19940909090909
NUDT8	-1.4735
ZNF763	0.004
PRC1	-1.225
ABCB9	0.407666666666667
SPATA3	0.26175
TRAK2	0.23525
STAB1	2.9665
LRRTM2	-0.281
psiTPTE22	1.2715
DBI	0.013
SERPINA11	-1.72975
NAT5	0.89475
C20orf58	-2.73025
RPS6KA4	-0.0933333333333333
FLJ90650	0.5995
TGFBRAP1	0.39675
CHRDL2	1.485375
FAHD2A	-0.389833333333333
CNTN1	-0.36
BBS4	0.7436
TMEM181	1.3095
MINPP1	-0.647
MPHOSPH6	-0.980083333333333
HOXC10	0.8361
ITPKB	0.4685
CLPTM1L	0.018625
MEOX2	1.24366666666667
ATP6V0C	0.977
PRPF8	-0.569166666666667
TMC5	2.84375
FKBP3	-0.68425
PLEKHB2	0.30125
OR4D6	0.891
ZNF544	-0.2453
D2HGDH	-0.666875
RPL18A	-1.3569
HEL308	-0.16
MPP6	-4.6205
TCERG1	-1.5615
KRT16	-1.77266666666667
KLF17	-0.326
KLF5	-0.0452500000000001
CDR1	3.160125
VCX3A	-3.264
FBLN2	1.897
C14orf104	-0.83125
HBE1	-4.6289
OR4S2	0.806
C1orf108	0.0495
ROBO4	3.77916666666667
CPEB4	2.82775
C11orf80	-0.1665
BCKDHA	0.721166666666667
MYOC	1.94925
GIF	-0.0975
CKMT1A	1.442
RPL3	-0.0644
THBS1	3.793875
APOO	0.09025
ARMCX1	2.08925
HSZFP36	1.019
SNAPC5	-0.429
EIF4ENIF1	0.9855
ZNF433	0.34925
TNFRSF21	-1.726625
TMPRSS7	0.6845
SPATA18	3.0293
HPDL	-3.037
MKL2	1.776
TBX3	2.79369230769231
C21orf93	0.3035
DAXX	0.264
ELMO1	0.074875
RGS13	1.64133333333333
TAF11	-1.7055
UNC13A	-1.707125
LOC653314	-0.1139
ORC3L	-0.5755
IMAA	-2.7275
TARBP2	-0.07425
CABIN1	-0.1452
TRIOBP	0.0213125
HIST1H2AC	0.422375
RGS22	-2.534
NCOA1	1.13516666666667
IL25	1.6625
SNCG	3.1075
GPR6	0.426
AMDHD1	-1.88633333333333
CHEK2	-1.024625
C6orf142	0.88575
DRD4	0.428
C14orf68	-1.32775
GDF11	-2.37875
SEMG2	0.4215
CD247	-1.6125
CDAN1	0.02575
RBMX2	0.0401666666666667
TGS1	-0.038
OIT3	0.9775
SYF2	0.1775
MCM4	-1.67075
PKHD1L1	0.421375
CEP192	-0.899333333333333
IFT88	0.9525
RPL9	-0.0525714285714286
RAB32	-0.40675
DDX43	-2.787
P2RX2	0.353333333333333
OR5D18	0.796
UBE1	-0.044
SLC24A1	0.749375
ARHGAP5	-0.44625
CETP	-0.62525
KIAA1731	-1.53266666666667
SLC9A4	0.0735
PTPN6	0.85575
BAHD1	0.67075
GRIK3	0.3835
CACNB2	-0.6658
PDE10A	-0.955
DGCR14	-0.70375
PCDHB9	-1.0385
RHOQ	1.459
MAP3K4	-0.62075
KTI12	0.1375
RPL23AP13	-0.2225
GNG11	-0.20225
CLCN3	2.098
GPAM	0.210875
VSTM2A	-0.722
SLAMF7	1.308
INTS2	-0.5385
PPP2CA	0.5093
LRP12	1.8328
SEC14L2	2.35
DKFZP586H2123	2.33925
MC3R	-0.2165
CIRH1A	-1.43566666666667
HIST1H2AB	1.33683333333333
POLH	-0.797
MGC16703	-2.1035
SNAPC2	0.6585
FILIP1L	1.4345
RASGRP4	0.318
LRRC1	1.09575
GAS1	-0.63575
PRAC	-0.83025
DGKA	-1.03333333333333
NT5C3	-0.8235
PEG3	-1.72041666666667
NADK	-0.78
PRR17	-0.3835
LOC374569	-0.1155
SGSH	0.493833333333333
NLRP8	-0.091
GALT	0.3868
MCF2	-0.6195
ZNF263	0.303
TACSTD1	0.708
TYR	-6.6729
ATP6AP2	1.092
RNUXA	0.219
ABHD10	0.0825
GDPD2	-1.4685
SLC35C1	-0.332
UBE2A	0.693
HERC5	-1.92316666666667
FAM112B	-4.7445
FBXL16	1.793
DKFZP434A0131	-0.6005
ELA3A	-2.9045
RBM41	-0.936625
HAO2	-0.251333333333333
RNH1	0.313125
SHANK2	1.70516666666667
OSBP2	-1.6345
DAK	0.642666666666667
C3orf58	0.812916666666667
TCL1B	3.872
KBTBD2	-0.08275
SUGT1L1	1.45175
UBE2E2	-0.419333333333333
MYL9	3.243875
CDC23	-0.466166666666667
PBXIP1	0.8461
CXorf40B	2.445
NBL1	0.665
RTBDN	0.4805
RAB11FIP5	0.746
TTTY13	-1.2105
SCOTIN	0.766
SOHLH1	-0.535666666666667
CDKN1A	0.914357142857143
NCK1	-0.1515
ZNF550	0.21325
SAPS3	0.534666666666667
SPIN3	0.853833333333333
MAGEE2	-0.177
MIS12	-1.29
OR8H2	0.4655
KIAA0774	1.684
UNC5D	-2.416
CUL7	-0.134333333333333
LIPC	-3.252
DIO1	3.64875
C20orf11	0.7163
CTRL	-1.17325
HS3ST2	1.14975
PAK4	1.0635
CCRL1	3.00875
RNF10	0.023875
ZNF567	-0.04525
ZNF660	0.533
TCEAL3	1.285
MAGOH	-0.1245
CENPB	-0.250833333333333
C19orf7	0.740125
LOC388965	1.43375
ZCCHC13	0.4235
JMJD1A	-0.6876
HIST1H4H	-0.782
TBRG1	-0.9577
GPC3	-3.9675
TAF1C	-0.9045
EBNA1BP2	-0.368333333333333
CIAPIN1	-0.5885
PDGFRA	-0.759333333333333
CSTB	0.338625
CENPI	-1.88783333333333
GTF2E2	-0.847166666666667
RPP21	-0.868
CCNF	-0.702666666666667
KCNQ3	1.187
FAM79A	1.48175
SLC22A12	0.2435
NOVA1	0.3525
FZD3	0.8949
AKAP8	-1.12575
SOCS5	0.596125
CFDP1	-0.75225
DLG5	0.34725
PGM5	1.33416666666667
C1orf144	0.0601666666666666
HDAC10	-1.535
RND2	-0.0877499999999999
C20orf199	-1.49775
RNMT	-1.01975
SLURP1	0.16075
ASTN1	0.449625
SH3BGR	1.772
MYCL1	-0.332625
ZHX1	0.116833333333333
CENPK	-2.40425
FOSB	2.4626
LOC643406	1.3615
C2orf59	-1.22925
TMEM135	-0.846375
SLC27A2	-0.55675
KRT33A	3.4425
OVOL1	1.6895
PAMCI	-2.01066666666667
S100A7	-1.9545
ZNF789	-1.439
HARS2	0.254
RPL23A	-0.563833333333333
TCF23	0.09025
UPF3B	-0.8905
C17orf78	0.275
HLA-DOB	0.4355
C14orf142	-0.275833333333333
TEKT5	1.15183333333333
DMWD	0.2165
POLD1	-1.84433333333333
GSCL	0.164
CALD1	0.389
SCRT1	0.232166666666667
AIG1	1.1525
UNC84B	-0.26075
ZNF404	1.2665
TMED6	-4.4685
KIAA1462	0.415
LRRC27	1.55683333333333
PYGO1	-0.0105
PIGU	-0.156
ALAS2	-3.74733333333333
WRNIP1	-0.07375
CNNM3	0.692
ZNF2	-0.12875
ST3GAL5	-0.08125
MRPL23	-0.3755
TSSK6	-0.63075
PSMA6	-0.87925
C16orf70	0.135
KIAA1602	0.3195
ALMS1	0.365333333333333
DCN	2.119
TMEM132D	-1.19925
SUCLG2	0.788
ABHD14A	0.83675
DEXI	0.324333333333333
AMPD2	-0.794
IFNAR2	-0.298166666666667
CYB5A	0.5297
TLOC1	0.9396
NXF5	-0.955
NRBF2	-0.472
KCTD3	1.1105
ITGAE	-1.05066666666667
SLC30A3	-0.185833333333333
ZRF1	-0.932
IFRD2	-0.61325
XAB1	-0.14975
PYCR2	0.095
SERPINB3	-5.4065
TMLHE	0.3679
GEFT	-1.1385
ABCA5	1.049
EMR4	0.301333333333333
TSFM	0.206
HIST3H2BB	-0.509
ARHGEF19	1.7765
TSPAN17	-0.205833333333333
ABCC8	3.5235
MAP1S	0.259333333333333
C22orf36	1.7395
BNC2	-0.487142857142857
HIST1H4A	-1.69775
NDUFS3	0.141833333333333
WDR3	-0.452166666666667
XKR4	-0.46125
TTC33	-0.360142857142857
STMN2	3.83275
CPN2	-0.902
HSPC105	1.4865
PCOLCE2	-0.93325
C3orf55	1.2815
KLHDC9	3.06633333333333
TBC1D23	0.410875
ATXN2L	-0.966333333333333
MAP2K3	-0.51175
SCAP	0.3925
ZNF486	0.311333333333333
C20orf96	0.29425
NARS	-0.81725
ADAMTSL1	-0.5945
PRCC	0.342
CCDC126	0.703666666666667
ZNF675	-0.47875
CALCOCO1	0.55925
ANKRD43	5.255
CWF19L2	-0.971
ZBTB32	0.903333333333333
BRAF	-0.4515
ODF4	0.5515
MGC14376	0.4315
HORMAD1	-3.352
AAK1	0.45625
PEBP1	0.98575
TNFSF5IP1	-0.722333333333333
DKFZp564N2472	0.0125
RMND1	2.473875
IGKV1-5	3.58525
COL1A2	1.87733333333333
SERPINA5	-0.092125
AANAT	0.27
C19orf21	1.13716666666667
GEMIN5	0.08975
UBR4	-0.268666666666667
LTBP3	1.28483333333333
AMHR2	-2.30666666666667
PROCR	-0.34025
MYBBP1A	-1.249
C20orf39	0.1055
ZNF697	0.0145
PASK	-1.088
ZNF776	0.7655
RFXDC2	-0.132625
KIAA0467	0.28475
C10orf96	-2.1085
ZNF503	-1.4135
GULP1	-1.51975
KCNE4	0.293333333333333
DKFZp434K191	-0.656375
LOC196913	0.492
BHLHB4	0.932
CH25H	1.799
LOC81691	-0.976666666666667
ALPL	-0.155571428571429
COL12A1	0.837875
FOLR3	-1.102
GPR123	0.3445
TRIM62	0.998571428571429
ABLIM1	-0.345666666666667
MAST3	0.226
RHBDD1	0.77
LOC338809	0.699
RYBP	1.1805
TTC26	-0.422625
ZNF22	-0.691333333333333
ISCA2	0.16325
RDM1	0.21625
PIGM	-0.043
GNB3	-2.206
ACTR2	0.1761
HMGB1	0.13225
EDG1	3.14083333333333
SOAT2	-3.78825
OR10AD1	1.1055
RAP1GDS1	1.09333333333333
LCE1F	0.441
ESM1	-1.099375
RCN3	1.04925
CREBL1	-0.78225
DBNL	-0.769833333333333
PTGER3	2.857125
USP30	-0.335666666666667
BCL2L12	-0.460333333333333
KIF26B	1.913
ZNF416	0.501
ZNF225	-0.6255
C17orf70	0.395
ZNF554	1.11625
RAE1	-0.586
TNIK	-0.753166666666667
ACTN3	0.5905
MGC45922	0.939
CCNA1	-1.75333333333333
RYK	0.684166666666667
IL26	0.6075
LRP3	0.7325
QARS	-0.24
SOX7	1.35392857142857
BID	-0.364125
OR2S2	0.5515
CXCL14	4.529
C11orf47	-0.6425
MGC29891	0.398333333333333
HSPB8	4.1947
PRDM14	-1.8145
NUFIP2	0.9045
MNAT1	-0.609428571428571
ZDHHC2	0.0515833333333333
MBNL2	0.617
ADD3	0.341875
CSNK2A1P	-0.0455
KLK6	-2.81633333333333
TMEM111	0.6681
KIAA1279	0.9005
NUBP2	0.333833333333333
RAB42	-1.62175
ID3	-0.5936
TM9SF1	-0.129
MDP-1	-0.8625
POU4F2	0.02175
IQCK	1.26125
C16orf14	-0.27775
CAPN3	-1.5195
FAM43B	0.191125
RECQL	-0.8645
AP1G1	0.305642857142857
CTNNBL1	-0.581333333333333
ECHDC1	-0.6275
SMARCC1	0.0391
FOXQ1	-2.4395
GNAI3	-0.0238333333333333
POLG2	-1.60925
CD4	0.958
ITLN1	4.43
EBI2	4.0905
IRF1	0.3285
PTPRE	1.175
PTK2B	-1.20425
NXNL2	-0.4305
SOX4	0.758333333333333
TSPAN3	0.804333333333333
SH2D1A	-3.17583333333333
C8orf58	-0.797
USP20	-0.437
DUSP22	-0.78725
CALB1	-3.06733333333333
L3MBTL2	0.618833333333333
MCRS1	-0.18875
TMEM118	-1.11566666666667
C18orf8	0.143833333333333
FLJ10241	0.17175
GJA12	0.89025
PKD1	-0.4715
ZFP3	-0.236
JAM3	-0.853375
LAPTM4A	1.5474
DIRC2	0.55775
KIAA2022	0.0811666666666667
MYOM1	1.843
TRPM8	-3.45866666666667
MOP-1	1.3645
PHKG2	0.5975
ZNF650	1.143125
KIAA1522	1.817875
PSG8	-1.77966666666667
DDX19B	-1.0125
MOBKL1B	-0.4265
DIAPH2	-0.0775
PTPN12	0.1015
CLN8	0.7233
CRYZL1	0.208
CRY2	1.46991666666667
FCGR2B	3.50416666666667
PNPLA4	2.238
ZNF454	0.226
DKFZp434B1231	0.11675
CLDN11	0.2749
RFWD2	0.289166666666667
CIB2	0.857166666666667
MXRA8	2.2655
HRK	-1.088375
MAML2	-1.044
C4orf31	-1.221
C6orf192	-1.4225
COG6	1.15525
FAM5B	4.66875
NFATC1	0.2231
SEPT10	0.492
SCYL1	0.0998
RPP40	-1.96975
SCOC	1.1627
KIAA1450	1.11625
CTDSPL2	-0.5145
TBX5	1.19066666666667
NAPG	-0.685125
RHD	-4.80825
C14orf45	1.789
ZBTB22	0.656
PLCG1	-1.1655
ANKRD10	-1.415875
AQP7P2	2.38825
TAGLN2	0.253
HTR2C	-1.33383333333333
SLC16A7	-0.0113333333333333
C17orf83	0.273333333333333
TSGA14	-0.260916666666667
MDH1	0.11875
PPP3R2	0.0561666666666667
DCBLD2	-1.70642857142857
RBM33	-0.636375
DPH3	-2.44375
SYT10	-1.54666666666667
FMO4	1.64875
THYN1	-0.826
DRD5	-1.8335
OTOR	1.50875
PGRMC2	0.9391
KATNAL1	0.438625
PAQR6	-0.45675
UBE2I	-0.49475
C14orf28	-0.60175
C8orf70	3.13875
FLYWCH1	-0.393875
ANGPTL3	-1.932
GLRX2	-0.256833333333333
ATP11A	-0.7415
ARL5B	-1.01025
MUC16	-3.45725
SLC25A5	-1.2905
ACRC	-1.29375
MYO1C	0.020625
FAM89B	1.43083333333333
FAS	-0.046375
KIFAP3	1.08225
GLRA2	0.384
BTN3A2	-1.1981
CNKSR3	-0.281375
CSTF3	-0.275333333333333
ARPM1	0.72075
KIAA1530	-0.379
C9orf150	3.96216666666667
PRKCI	0.71525
tcag7.1015	-0.94475
SOD3	1.27225
ZNF574	0.2765
CYP21A2	0.03075
RPL12	-0.684
COMMD2	-0.86125
WIZ	0.76475
LOC344405	-0.95325
ALDH4A1	-0.170764705882353
CRYAB	2.83125
COPA	0.537533333333334
PCDHGA7	0.34
KIF11	-1.81891666666667
RASD2	0.895875
SLC26A3	0.368
ZNF175	-0.897
JAKMIP2	-2.91871428571429
C8orf4	3.81533333333333
PTHLH	3.28375
SLC40A1	4.01975
OR7D4	0.611666666666667
PCDHB17	-0.6795
CD36	4.478
C6orf203	0.295
PRKG2	0.617
LOC400566	0.96575
ANAPC13	-0.06
SLCO3A1	-0.198
ZNF692	-1.786
FANCL	-0.349
SH3GLB1	0.61625
C12orf61	0.878
KBTBD6	0.059
SUPT5H	0.209
XRCC6	-0.4291
HUS1B	-0.7622
FAM133B	-0.512785714285714
LOC728276	-0.433
KCTD18	0.62975
SOS2	0.609166666666667
CCDC99	-2.173
C1QTNF5	3.277
NNAT	2.24566666666667
USP16	0.173
LARS	-0.4165
ZBTB2	0.344625
ABO	-0.0296666666666667
TRAF3	-0.1785
GALNT5	-2.178
NAP5	0.45325
ALG14	-0.5365
KIAA0515	0.276269230769231
WDR75	-0.517833333333333
TEX261	-0.278666666666667
LY86	0.54825
LOC389072	-0.5975
FLJ13611	-0.09325
MRGPRX2	0.916
SNRPA	-1.01
OR2G2	0.222
GPRASP2	0.668
C7orf42	0.4646
C9orf163	-1.023
CYP11B2	-0.0925
FCRL3	1.02783333333333
PRDX1	0.56525
FGB	-7.44583333333333
COX17	0.507833333333333
C16orf33	0.2755
PIWIL1	-0.513
FOLR1	-0.136
KIAA0082	-0.939
FREQ	-0.1255
TMCC2	-1.03683333333333
TCF12	0.00866666666666671
ZNF721	0.92925
FAM130A2	0.565
POU4F1	-2.39775
SNRPF	-1.499125
SGIP1	0.963
ZNF641	0.285333333333333
EMG1	-0.87975
PRRG4	0.7605
HIRA	-3.9265
MYNN	0.261833333333333
AEBP2	0.687166666666667
TBXA2R	0.670166666666667
ISL2	-2.02366666666667
PCDHB11	-1.0405
RNF144A	-0.83625
MARCH5	0.426125
DULLARD	-0.831833333333333
DCLRE1B	-0.991
ITGA8	2.37875
TP73	0.212
PRKCD	2.1485
NDUFB4	-0.09325
ATP13A4	-0.02375
ANTXR2	-0.9645
COL4A3	-0.5425
MYO10	-2.6383
SLC6A18	0.86475
PEX1	0.3125
TMEM74	-1.49116666666667
RBM19	-0.04
TAPBP	0.1843
RUNX1	2.09775
MID1	-1.91625
GPR64	0.762
RASEF	5.085
GABRG1	0.403
MYO16	-0.91025
DBF4	-1.91016666666667
TSHZ2	2.519
RIPK2	-0.134375
PPTC7	0.012
KIF4B	-0.8415
LRRC31	0.198375
ZNF540	0.32125
EFNB3	-0.615666666666667
LOH12CR1	0.5305
STON2	-0.0575
GLP1R	0.363
CSTF2T	-0.128625
IREB2	-0.888875
GRSF1	0.729
PDCD7	-0.574666666666667
LRRC43	2.6635
CNR1	1.2375
IL1F7	-0.7715
C12orf64	-0.0825
FAM69B	-0.9955
NR2E1	-3.0765
MS4A6A	2.4407
FTL	-1.1144
C7orf36	-0.50275
PCLO	2.2688
DYRK2	0.536333333333333
ARIH2	0.402625
SAMD7	0.187
SCNN1D	-0.9495
SLC32A1	-0.885
C22orf25	-0.137666666666667
MRPS18A	-0.6245
GPR112	0.0455
EARS2	-0.34175
ERN2	0.725
ATPBD3	-0.284833333333333
PRH2	0.121
CDKN2D	1.189
PGLYRP2	4.456
TRIM40	-0.0435
SEC14L3	0.099
SLC22A1	-0.7345
BTN2A3	-0.70375
RASA4	1.25475
CCNL2	-0.55125
MYBPC3	1.1535
GJA4	3.975
CDC42SE1	0.611
TRPV2	-1.5565
MYPN	-4.2522
SIM1	0.661
CDADC1	0.152083333333333
ZFHX4	0.54125
NIBP	1.22566666666667
ADAMTS19	1.49475
ABTB2	-1.5855
TSPYL2	-0.62
EIF2S3	-0.5037
SOX30	0.00200000000000001
AP2A1	-0.171833333333333
DKFZP564O0523	0.194666666666667
LOC285398	0.28175
CDH18	-5.693
CHL1	1.898875
GATS	-0.0886
TBC1D2B	0.155833333333333
OR1J1	0.362
GSN	1.86016666666667
DPCR1	0.448125
GARNL4	-0.7485
SMARCA5	-0.375
PLEKHG3	0.647333333333333
ZBTB45	0.752
FRMD6	-0.453833333333333
PLS1	0.25
DGKZ	-0.0291666666666667
EFNA1	0.8408
WDR85	-0.935875
ANK2	0.44325
PAGE4	-1.386
SENP6	0.470833333333333
AKR7A2	0.887833333333333
FKBP10	-1.7715
VEGFC	-1.4595
LARP1	-0.1385
SRBD1	0.376
ITGB6	1.143
SLC1A2	-0.558
INVS	-0.762166666666667
MPO	0.0805
MOBKL3	0.1863
CUTL2	-2.254875
KLK2	-0.402083333333333
VIM	-0.70475
REG1B	0.352
PCDHGC4	0.24475
C3orf34	-0.539333333333333
SUMO3	0.520333333333333
CST9L	0.953
MLL4	-0.62675
SPR	1.74283333333333
SAMD9L	-0.85175
ABCE1	-0.18
SUPT3H	-1.481
ACTBL1	0.08075
ADAMTS4	1.33466666666667
SLIT3	3.274
RHEBL1	-1.6235
NPM2	-2.232
MAN1C1	2.72525
KIAA1856	1.05816666666667
HSPA6	-0.04975
LOC388152	-1.318
C10orf140	1.051
ZDHHC12	0.012
LIN7A	2.4668
PHC2	0.202833333333333
SPHK1	-1.1805
TRIM26	-0.551
FAM83E	0.002
C18orf24	-1.76633333333333
ZNF578	0.177833333333333
ORAI1	-0.44275
RUVBL1	-0.627083333333333
C7orf20	0.372833333333333
APAF1	-0.4405
SLC36A4	-2.07766666666667
MYH11	4.368
NEK1	1.1387
MPP2	1.533625
C12orf24	-2.249
TNK2	1.226875
ZNF289	0.04925
MATN3	0.719571428571429
IFNGR2	1.03933333333333
ITPR1	1.379125
EBF3	3.6826
TBC1D20	0.1706
OR10P1	0.162
DDAH2	1.1695
SHPRH	-0.31775
STX7	-0.906
LOC554248	-2.122
BCAR1	0.39375
ATXN3	-0.762083333333333
TRIM27	-1.23725
CDC42EP2	-0.114
CHP	0.597928571428571
SOX17	2.415
ZNF259	-1.02416666666667
CHCHD1	-0.247375
ZDHHC19	0.15
GBP2	1.856
GARNL3	1.99025
MRC2	-0.68075
C1orf52	-0.41825
AOF2	-0.502166666666667
LRPPRC	-0.2556
ACVR1C	1.84866666666667
TM4SF18	2.81583333333333
TMEM169	0.1355
PPP1R16A	0.737125
EBF1	2.06716666666667
RRS1	0.2255
SNX2	-0.17075
OR2T2	-0.3555
RBX1	-0.61475
ANKRD54	0.044
TSNAX	0.9425
TMEM83	-2.03975
ZBTB7A	1.33925
ATM	-2.13558333333333
LOC338328	2.5265
TIE1	1.2575
HIST1H3G	-0.805333333333333
PASD1	-4.7025
TINAG	0.17175
PCDHAC2	-0.2285
LRRC15	0.074625
WBSCR17	-1.149
TFF2	-1.1825
PARP2	-1.32225
NDFIP2	0.125375
PCDHGB2	-1.1345
WDR60	0.437
MAP7D2	-2.1832
USP45	-1.6305
GSDML	-0.04925
TNS1	0.2424
PLCD4	1.18225
IQCD	1.99883333333333
SMPX	-3.0405
CD9	2.11933333333333
SRGN	0.919125
CASP7	-0.752
INOC1	0.0195
DKFZp451M2119	0.075
VMAC	1.299
USP53	1.1108
CAMK1G	-0.962375
TMEM106A	-0.182333333333333
CDC20	-1.8349
ACSL5	-1.27416666666667
CBWD5	-1.53075
C1orf87	-1.88583333333333
KIAA1274	0.284
PRUNE2	-0.309071428571429
LYPLA2	-0.0406666666666667
DOK6	-1.4635
GPR149	-0.373
FAM30A	1.89425
TMEM129	1.28175
SLC35B3	0.35325
ACPP	-0.0642
LOC200261	-1.8065
SLC4A7	0.0261
CCDC40	2.39625
GART	-1.55325
THOP1	0.20075
SCARB1	-1.3665
CACNA1F	0.24325
TRIAP1	-0.304833333333333
SYT14L	0.5225
SFRS8	-0.334166666666667
PBOV1	0.26125
GOLSYN	3.04975
GJB7	-2.1075
CAMK2N1	2.95525
GREM1	1.99158333333333
FLJ20433	0.79725
QPCT	-0.53
PRKAG2	1.1025
H2AFX	-0.618125
C6orf154	1.75
PLOD3	-0.8495
ZBTB39	-2.09283333333333
WASF3	0.9875
DRG1	-0.7225
PRR4	-0.109
SPCS1	0.4255
KDELR3	-0.466
SRP19	-0.379166666666667
GABRA6	0.27625
MFSD1	0.434
MMEL1	3.0255
PDXDC2	-0.3511
BUB1	-2.38877777777778
RNF138	-2.0525
MYLPF	-0.633166666666667
AIF1	0.096
DYNLRB1	1.1855
HCN3	-1.177
HIST1H2AI	0.84475
MAP4K5	-0.3855
LASP1	2.16925
LOC130951	2.362
PLAA	0.84725
KRT6A	-2.6375
C6orf117	-1.638375
ARHGAP23	-0.7245
PTF1A	0.167
GPHA2	-1.06
LCE3B	0.07
MCL1	-0.0661428571428571
