Hybridization REF	TCGA-A2-A04Q-01A-21R-A034-07
DUSP5	0.4325
PXDN	-0.399125
SLMO1	0.05975
TNXB	0.6187
BIRC7	-1.18475
A4GALT	1.17766666666667
TIMM22	0.10375
FAM110C	-0.8425
TOMM34	-1.305875
ABHD9	0.4135
ADAM32	1.29
CRHBP	-0.766
AQP2	0.303125
LOC130355	1.63925
ZNF187	-0.232833333333333
ZNF816A	0.6895
F7	-1.0975
CNOT1	-0.6188
SLC13A4	-1.01125
ZBTB11	-0.14825
B3GALT5	0.708
EXOC2	0.469666666666667
IRS1	0.1887
TMEM1	0.133333333333333
MRPL34	-0.4415
SAMM50	-0.98775
CDC42EP3	1.021125
HSF2	-0.8633
MFN2	-0.126
TSPAN7	-2.0475
NUCB1	1.12325
RHOH	0.50175
ARL16	-0.55
TACR1	0.00225000000000003
SFRS5	-0.719333333333333
SNX25	-0.33375
RHBDF1	-0.122333333333333
PCDH18	1.541
HMG1L1	0.11175
MYO5C	-0.8795
MAPK10	-0.6445
LDHAL6A	0.665333333333333
NUDT12	-0.205166666666667
NCAM1	-0.1015
GLIS2	0.908
GGTL4	-0.209
DAPP1	1.2905
ATF7	0.574875
KIAA0748	1.1
NFIL3	0.74775
TM6SF1	0.6271
SEZ6	0.13025
NANOS3	0.150833333333333
DNAJA3	-0.733
CLDN6	-2.5085
CIITA	4.7135
EPHA4	0.684416666666667
FANCC	-0.22675
CMTM3	-0.106625
PSG3	-0.188428571428571
MRPL15	0.71775
C21orf59	-0.32725
PLCXD2	0.26
C2orf34	-0.159125
UBE2L6	2.615375
MED14	0.3156
HP1BP3	-0.1836
C6orf208	-0.339
TPBG	0.16675
OSR2	1.2205
XPC	-0.295
KLHL7	-0.7465
CCR3	-0.347
AGTPBP1	-0.420666666666667
PCSK6	-0.0238
STAT5A	-0.4731
FAM18B	0.04525
LONRF2	-3.94833333333333
PTPN2	0.357875
SF3A3	-0.613666666666667
EFCBP2	-0.43725
HCFC1	-0.258
AHNAK	-0.41045
ACTR5	0.371
KIF14	-0.966142857142857
TENC1	0.65225
HEATR5B	0.5225
YIPF2	0.505666666666667
MYEOV2	0.5945
DUSP18	1.36325
KIAA1012	0.543
AHR	0.7205
C17orf53	-1.595
PTPRH	-3.9615
ATP6V1C1	0.1736
TAS2R3	0.239
LOC440356	-1.85575
COQ10B	-0.17625
PSMF1	0.186583333333333
SORBS2	2.48458333333333
NFE2L2	0.32525
TMCO7	0.41325
SH3PXD2A	0.0516
SH2D2A	1.37375
SPINK5	-2.79125
MRPS24	0.05175
OPA3	0.87325
TRAF7	-0.566
C4orf35	0.5315
MT1G	-0.3195
MGC39545	0.56925
HS1BP3	-0.0494
OR2B2	0.0505
CHRM4	-0.176
SFRP2	3.10258333333333
RIC3	1.14
ART1	-1.143
C6orf1	-0.003625
DUS4L	-1.5195
C10orf104	0.133
TNFAIP6	2.51425
RTEL1	-0.9855
CCT4	-0.9167
ZNF709	0.11925
CHMP6	0.195
UPP2	-0.614
CYP19A1	-3.396125
CD151	-0.754166666666667
NDUFA13	-0.207
ARFRP1	-1.21766666666667
FAM26B	1.34875
CRYBA1	-1.4705
MRPL41	0.24
NPFFR2	-2.06271428571429
HRH2	0.4975
SCAMP3	0.287166666666667
MTMR6	0.2431
MTG1	-0.659
UBTD1	0.81875
CRABP1	-2.2955
FLJ33790	-1.4242
KIAA1908	-1.48783333333333
GPR158	0.87125
PACSIN3	-0.463
OMD	2.8355
CATSPER1	-0.054
HOXB8	-0.699
FBXO46	1.864
OAS1	1.8075
SVIL	1.175
PHB2	-0.38525
ADCY3	0.2865
NDRG2	1.04533333333333
ERMAP	-0.1258
APBA2	-0.137166666666667
IGSF9	2.50875
WNT6	3.08185714285714
MYCBPAP	-1.4155
ATP2B2	-0.0261111111111111
CPVL	0.2563
TRAM2	-0.713
NOP5/NOP58	0.17275
ZNRF4	0.38
TLK1	0.154625
MTMR12	0.2165
ZNF384	0.016
FAM9B	-3.46375
RPN1	0.947
PMVK	0.78475
EIF3D	0.0194
SIX2	-0.93975
HPS1	0.748928571428571
RNF7	-0.036
PSKH2	0.782
KCTD13	0.0116666666666667
CSMD3	-1.1456
FBF1	-1.619
IL8	-4.76675
SERPINB13	0.012
FBXL20	0.231
BLR1	0.46425
SH2B1	-0.572333333333333
RFNG	-0.294125
RAB20	1.14883333333333
RBM7	-0.97275
POLR1A	-0.587666666666667
TMPRSS4	-3.704
TAF9	-1.37975
TERF2	0.172833333333333
TNFRSF1A	1.2085
ACADVL	-0.980333333333333
GTF2H5	0.56175
EDG8	-0.442333333333333
C9orf140	-1.22025
UST6	0.09025
ZBTB8OS	-0.29675
ZNF710	1.053
GPR174	0.069
ATP6V0A2	-0.098
KIAA0319L	0.0785833333333333
XKRX	-0.448
DOPEY2	0.9851
SDHD	-0.652416666666667
SUMF1	1.42225
OSM	4.09625
OPN3	0.9425
DAGLB	-0.383166666666667
PPFIBP1	0.6149
TRIM63	-2.665
C10orf53	-0.871
LYPD3	1.37716666666667
BCL7A	0.2265
AGER	-0.820833333333333
TCF19	-0.968375
SAT2	-0.8235
PFTK1	0.538666666666667
GABRE	-0.126625
C15orf38	0.7326
FIS1	-0.824
KCNV2	-0.07325
CLPS	1.20475
PPCDC	-0.48925
FOXN2	1.98283333333333
NT5E	-2.9837
CD83	1.89525
IL18	1.92825
VPS16	-0.0085
IGFBP2	-3.116
NOTCH2	0.8855
SIGLEC1	3.173125
CD93	5.569
SULF2	-0.389
CEP164	0.00199999999999998
P53AIP1	-0.267333333333333
TOR2A	-0.0316666666666667
ZNF136	0.2675
MGP	4.0559
CCDC144A	1.684
TRPC1	-0.412
SMS	-0.4795
MAPK7	-0.254666666666667
RRAGC	0.889
PARD6A	-0.748666666666667
NUB1	1.08966666666667
SYNGR4	0.285
OR11H12	-0.0365
WIF1	3.757125
GCH1	1.71025
OR11H4	0.36
SLC44A5	-0.2645
GPRIN2	1.9215
LOC401431	0.8135
CPA4	-1.816
MELK	0.208777777777778
IL15RA	2.32925
CUL3	-0.11775
HMBOX1	0.02475
PODXL	-0.96925
CCT6B	-0.0393333333333333
COMTD1	-1.2065
MUC20	-0.902666666666667
GPX2	-3.189375
ITK	1.446
FBXL5	1.22425
C13orf27	-1.75475
DEFA5	-0.265
TRHDE	0.054
MTP18	-0.704166666666667
UQCRQ	-0.2024
ITGB2	3.126
CSRP2BP	0.30375
TAS2R44	1.1055
PHPT1	-0.479875
FAM44C	-0.94975
ERH	0.79225
MPHOSPH1	-0.5665
MORC1	-0.2515
PARVB	-0.3535
LAMA1	-2.35033333333333
PGBD3	-0.052
GIMAP6	4.714
AREG	-3.61083333333333
LIPT1	0.37275
MGC99813	-1.75075
C1orf201	0.465333333333333
GRIN2A	-1.06122222222222
MAN2C1	-1.304125
NSUN5	-1.02625
SF3B5	0.79425
MYC	-0.6685
NRXN1	-0.673083333333333
ZNF18	0.62425
SPDYA	-0.70825
SLC37A1	0.9265
DECR2	-0.562
ANKRD38	2.937375
SPTLC3	-0.251166666666667
SUPT16H	-0.264125
DTWD2	0.49025
ULBP1	-0.774
ZADH1	-1.3045
OIP5	-1.926
IL10RB	0.0635
OTUB2	0.254625
VWA3A	-0.300333333333333
SPIC	1.63233333333333
OR6C4	0.2455
PSCD4	2.41433333333333
DPY19L2P2	-0.7135
TRAPPC6A	-0.0725
C21orf2	-0.988
CEMP1	-0.52375
LIN7B	0.778
E2F7	-1.99016666666667
VCP	1.095375
LAMA3	0.156416666666667
BGN	3.1475
GPR160	-0.921333333333333
COCH	-4.18166666666667
GPR81	-0.0833333333333333
APOBEC3F	-0.2065
tcag7.1017	-0.74575
C1orf32	2.327
SCGB1D2	5.6675
FLJ43987	-0.853
C6orf170	0.646
KLK9	0.268
GPD1L	-0.547125
VPS37B	0.84175
ATG3	-0.455666666666667
ADAMTS17	-0.084
KLHDC2	-0.674
NDUFV2	-0.65625
BLK	1.05625
MATN4	2.825
GPM6A	0.04825
GBP4	5.92966666666667
TMEM162	0.8565
PKP2	1.618
HRASLS	1.92288888888889
MMP1	0.5525
SFXN3	-0.5394
FSD1	-1.8675
ST6GALNAC3	-1.99633333333333
CA12	-0.6586
NCOA6	0.85725
C19orf58	-0.262
PPP4R1	-0.407833333333333
MAN1A2	1.28516666666667
IKBKAP	-1.24825
UPF1	-0.153166666666667
KIAA1219	0.35
WNT16	0.527
SNW1	-0.452125
IL18RAP	5.575
RPP30	-0.281625
CDC40	-0.0245714285714286
SETD3	0.0218333333333334
SLAMF6	2.1795
ELK4	-0.16
TRIM47	2.72133333333333
ACOX3	0.931125
TRIM6	0.76475
KIAA0372	-0.8335
TP53AP1	0.093
SMURF2	0.647
ADAD1	0.11725
EBP	-1.3484
KRTAP13-2	-0.457
FLJ36874	-0.103666666666667
TOR1A	-0.1105
P2RY4	1.3465
GPBP1	0.01175
TRPV1	-0.176625
ADAMTS12	-0.00233333333333334
PES1	-0.8857
ATG4A	0.442666666666667
MAGEA10	-4.70025
WFS1	0.0535
CC2D1B	0.2088
PABPN1	0.075625
SLC25A30	-0.00375
SLCO1C1	-0.0916666666666667
SLC22A5	0.01775
KIF23	-1.85916666666667
SYN2	-0.537
ASPN	7.28766666666667
CENTG2	0.40575
QSOX2	-1.5302
FLJ10815	-0.0483333333333333
STK24	-0.1293125
SPEG	0.1004
STK10	0.647
DACT2	0.4225
AAAS	-0.5955
SSX3	-0.976714285714286
ABCD3	-0.4702
C4orf12	-0.72025
PARVG	2.32483333333333
FIG4	0.3625
C9orf46	1.9085
TMCO6	-0.692
IGHMBP2	-0.898
DUS2L	0.00666666666666666
FAM3C	-0.1780625
TMEM16D	-2.75725
DCTN4	-0.11625
KCNH3	0.084
EIF2AK2	1.74025
AP1S3	0.324375
CST4	-0.5715
PAM	1.25825
NUTF2	0.1755
CITED2	0.1312
SLC39A4	0.36975
C2orf52	-0.6535
GRM3	-0.8235
C12orf49	0.516125
CCDC49	-0.389
GRAMD1B	-1.122
FNDC4	0.2615
SIAH2	-0.537875
GDPD4	-0.032
C21orf87	0.807375
ATP5A1	-0.762333333333333
C16orf63	-1.312125
LOC388135	-1.588
ATP5J2	-0.5465
MMP3	1.85925
EMID2	-1.085
CRHR1	0.20725
WDR70	-0.09575
C13orf31	2.42425
ZFAND1	-0.02175
CCL18	5.04866666666667
C3orf49	-0.288
RINT1	-0.5565
KIAA0408	-2.169
F13A1	5.0826
SLC10A1	-0.492
OGN	0.4535
GIPC2	-1.42983333333333
XPO6	-0.543833333333333
LCE1A	1.1615
FMR1	0.4204
LOC374920	0.556
DUSP3	0.168875
ANKMY1	-0.6525
C7orf50	0.37175
BBS9	0.1173
UNC119B	-0.7005
C9orf72	-0.2765
MGC35440	0.0555
ENTPD6	-0.305375
PPP1R2P9	1.495
ERCC4	0.15775
FAHD2B	-0.6085
HMHA1	0.778
HACL1	-0.50775
RAD23A	0.169333333333333
FAM83B	1.28525
PPP5C	-0.839333333333333
RNASEH2C	-0.57525
C9orf153	-0.271
SCAMP4	0.557375
GHITM	0.4564
NDUFB7	0.00525
ADCYAP1	5.70066666666667
SP110	2.5385
MAP3K7IP2	0.92125
DHH	-0.2735
AGRN	0.4015
WDR33	0.250333333333333
CEP290	0.458
PRPS1L1	-2.7455
KLRA1	-0.691
GPR97	-0.0495
CHD7	-1.63591666666667
TLR10	3.79375
SLC30A8	-2.301
HIC1	1.42616666666667
IAPP	0.632
RXFP4	0.40425
GP1BB	1.64725
SHQ1	0.236
NKX2-3	0.476833333333333
API5	0.02575
FTHP1	1.3045
MOV10L1	0.0236666666666667
TRIM6-TRIM34	2.3575
ADHFE1	2.695
FAM117A	0.7975
DDI1	0.0128
CDON	-0.9845
TRIM73	-0.892
IGKC	5.5355
MMP14	0.613166666666667
DYNC1LI1	-0.161875
C11orf66	-0.132
TRBV3-1	0.15075
FASTKD5	0.11
BIVM	-1
LHX4	0.467333333333333
CXCL2	1.1845
RAB2B	-0.765
IZUMO1	-0.676
MAP3K15	-2.13775
FAM19A2	-0.117166666666667
ZC3H8	-0.394666666666667
ZMAT1	1.118375
SPINK5L3	-3.315
SLC10A6	0.684
APPL2	-0.318875
CARD10	-1.519
LOC402176	-0.619875
EEF1D	0.9781
RAB6A	0.2455
C12orf5	0.289875
PAPOLG	1.1365
MSRB2	1.0825
BCR	0.267222222222222
PUS3	0.43025
TIAM2	2.65075
ZNF317	-0.0571666666666667
CHD2	0.273857142857143
FZD5	-0.650363636363636
NUDT8	-1.36525
ZNF763	-0.3845
PRC1	-1.46411111111111
ABCB9	-0.208333333333333
SPATA3	0.36325
TRAK2	0.041875
STAB1	3.443875
LRRTM2	0.028
psiTPTE22	1.57225
DBI	2.0905
SERPINA11	-2.686
NAT5	-0.4325
C20orf58	-2.9615
RPS6KA4	0.848833333333333
FLJ90650	-0.574
TGFBRAP1	1.0265
CHRDL2	3.29275
FAHD2A	-0.935666666666667
CNTN1	-0.132
BBS4	-0.5115
TMEM181	-0.61625
MINPP1	-1.19275
MPHOSPH6	-0.535
HOXC10	0.518
ITPKB	0.844
CLPTM1L	-0.011
MEOX2	-0.220333333333333
ATP6V0C	0.0685
PRPF8	-0.542
TMC5	2.13675
FKBP3	-0.92675
PLEKHB2	-0.368375
OR4D6	0.0585
ZNF544	-0.3085
D2HGDH	-0.5825
RPL18A	-0.5485
HEL308	0.096125
MPP6	-2.315
TCERG1	-0.98275
KRT16	2.806
KLF17	-1.17875
KLF5	1.379
CDR1	1.72125
VCX3A	-4.714
FBLN2	1.8525
C14orf104	-0.281
HBE1	-4.8229
OR4S2	-0.299
C1orf108	-0.633166666666667
ROBO4	3.8985
CPEB4	0.569125
C11orf80	-0.384333333333333
BCKDHA	0.9005
MYOC	1.269
GIF	0.5965
CKMT1A	-0.6505
RPL3	-0.2425
THBS1	1.629875
APOO	-0.21075
ARMCX1	-0.5375
HSZFP36	-0.37275
SNAPC5	-0.689
EIF4ENIF1	0.0985
ZNF433	-0.0275
TNFRSF21	1.936625
TMPRSS7	-0.035
SPATA18	1.3198
HPDL	-1.8755
MKL2	0.3424
TBX3	0.0662307692307692
C21orf93	0.925
DAXX	0.3765
ELMO1	1.40775
RGS13	3.7215
TAF11	-0.94975
UNC13A	-2.24
LOC653314	-0.3554
ORC3L	-0.5855
IMAA	-2.147
TARBP2	-1.06
CABIN1	0.0386
TRIOBP	-0.0841874999999999
HIST1H2AC	0.96075
RGS22	-3.07266666666667
NCOA1	1.36616666666667
IL25	0.9025
SNCG	0.3335
GPR6	-0.0675
AMDHD1	-2.53366666666667
CHEK2	-0.895375
C6orf142	-1.773
DRD4	0.91625
C14orf68	-0.94525
GDF11	-2.233
SEMG2	0.284
CD247	1.8635
CDAN1	-0.858
RBMX2	0.0795
TGS1	0.3375
OIT3	0.42525
SYF2	-0.18725
MCM4	-0.805375
PKHD1L1	1.2385
CEP192	-0.371333333333333
IFT88	-0.11575
RPL9	-0.169857142857143
RAB32	0.2375
DDX43	-3.3835
P2RX2	0.757333333333333
OR5D18	1.648
UBE1	0.237833333333333
SLC24A1	-0.551125
ARHGAP5	-0.16275
CETP	-0.29275
KIAA1731	-0.314333333333333
SLC9A4	0.3795
PTPN6	1.5685
BAHD1	-0.415
GRIK3	-0.045
CACNB2	-0.339
PDE10A	1.196
DGCR14	-0.40425
PCDHB9	1.088
RHOQ	0.892833333333333
MAP3K4	-0.239
KTI12	-0.207333333333333
RPL23AP13	-1.48625
GNG11	-1.1425
CLCN3	1.24333333333333
GPAM	-0.267625
VSTM2A	0.6595
SLAMF7	5.58033333333333
INTS2	-1.2535
PPP2CA	-0.8154
LRP12	1.68186666666667
SEC14L2	0.168
DKFZP586H2123	1.96025
MC3R	-0.6365
CIRH1A	-0.938
HIST1H2AB	0.161333333333333
POLH	-0.870375
MGC16703	-2.43683333333333
SNAPC2	-0.512
FILIP1L	1.1265
RASGRP4	0.516
LRRC1	1.123
GAS1	1.10725
PRAC	-0.530666666666667
DGKA	-0.0418333333333333
NT5C3	-0.48375
PEG3	-3.46066666666667
NADK	-0.50225
PRR17	0.465
LOC374569	-1.86925
SGSH	0.353666666666667
NLRP8	0.217
GALT	1.05
MCF2	-1.04
ZNF263	-0.31225
TACSTD1	0.106333333333333
TYR	-6.7442
ATP6AP2	0.02325
RNUXA	-0.534
ABHD10	-0.249777777777778
GDPD2	-1.29825
SLC35C1	0.28
UBE2A	0.479
HERC5	2.01533333333333
FAM112B	-3.63633333333333
FBXL16	-1.84675
DKFZP434A0131	-0.2565
ELA3A	-2.822
RBM41	-1.009875
HAO2	-0.880333333333333
RNH1	-0.18225
SHANK2	0.0736666666666666
OSBP2	-1.4445
DAK	-1.26666666666667
C3orf58	1.87833333333333
TCL1B	-0.353
KBTBD2	-0.52475
SUGT1L1	-0.431
UBE2E2	0.660666666666667
MYL9	2.3655
CDC23	-1.06466666666667
PBXIP1	1.9908
CXorf40B	-0.155
NBL1	0.18575
RTBDN	0.326
RAB11FIP5	-0.460375
TTTY13	-1.032
SCOTIN	0.12625
SOHLH1	-0.817333333333333
CDKN1A	-0.128571428571429
NCK1	0.94475
ZNF550	0.6325
SAPS3	0.378833333333333
SPIN3	0.157333333333333
MAGEE2	-0.3945
MIS12	-0.998166666666667
OR8H2	0.165
KIAA0774	-1.70466666666667
UNC5D	-1.9635
CUL7	-0.7535
LIPC	-2.9265
DIO1	-3.08375
C20orf11	-0.4514
CTRL	-0.3015
HS3ST2	0.83175
PAK4	1.358
CCRL1	3.29875
RNF10	0.216
ZNF567	0.91375
ZNF660	-1.4375
TCEAL3	-0.528
MAGOH	-0.8835
CENPB	-0.167333333333333
C19orf7	0.795375
LOC388965	-0.4445
ZCCHC13	-0.144
JMJD1A	-1.1943
HIST1H4H	0.3085
TBRG1	-0.7007
GPC3	-4.907875
TAF1C	-0.466625
EBNA1BP2	-0.879
CIAPIN1	0.1695
PDGFRA	0.630666666666667
CSTB	1.29725
CENPI	-1.62233333333333
GTF2E2	-0.513333333333333
RPP21	0.3205
CCNF	-1.36933333333333
KCNQ3	0.348
FAM79A	0.75775
SLC22A12	0.2495
NOVA1	-1.0855
FZD3	0.2305
AKAP8	-0.497
SOCS5	0.102125
CFDP1	-0.94225
DLG5	0.52025
PGM5	0.898666666666667
C1orf144	0.177333333333333
HDAC10	-1.5565
RND2	-0.6405
C20orf199	-0.8705
RNMT	-0.392375
SLURP1	0.66425
ASTN1	-0.266
SH3BGR	1.449
MYCL1	-0.45575
ZHX1	1.52483333333333
CENPK	-2.97
FOSB	-0.0942
LOC643406	0.5935
C2orf59	-0.643
TMEM135	-1.225875
SLC27A2	-2.16975
KRT33A	1.161
OVOL1	-0.586
PAMCI	-0.636
S100A7	2.132
ZNF789	-1.0715
HARS2	-0.13975
RPL23A	-0.841833333333333
TCF23	0.139
UPF3B	-1.066875
C17orf78	-0.3695
HLA-DOB	2.45816666666667
C14orf142	0.162666666666667
TEKT5	-0.3408
DMWD	0.605
POLD1	-0.621
GSCL	0.791
CALD1	1.0902
SCRT1	0.356833333333333
AIG1	0.18125
UNC84B	-0.1495
ZNF404	-0.18
TMED6	-1.77275
KIAA1462	0.159
LRRC27	2.12666666666667
PYGO1	-0.297
PIGU	-0.539666666666667
ALAS2	-3.70183333333333
WRNIP1	0.29925
CNNM3	0.32
ZNF2	0.692
ST3GAL5	-0.152083333333333
MRPL23	-0.675
TSSK6	-0.84325
PSMA6	-0.40575
C16orf70	-0.26525
KIAA1602	-0.007
ALMS1	0.173
DCN	1.884875
TMEM132D	-1.18325
SUCLG2	-0.129
ABHD14A	-0.24525
DEXI	-0.224
AMPD2	-1.05933333333333
IFNAR2	1.15233333333333
CYB5A	-0.4055
TLOC1	0.16695
NXF5	-1.81316666666667
NRBF2	0.57625
KCTD3	-0.03975
ITGAE	0.1335
SLC30A3	-1.526
ZRF1	-0.6905
IFRD2	-0.377125
XAB1	0.44775
PYCR2	-0.372
SERPINB3	-3.186
TMLHE	-0.6113
GEFT	-1.73725
ABCA5	-0.266375
EMR4	0.445666666666667
TSFM	0.14925
HIST3H2BB	-0.9085
ARHGEF19	0.14775
TSPAN17	-0.420833333333333
ABCC8	1.84525
MAP1S	0.1195
C22orf36	0.6905
BNC2	-0.0273571428571429
HIST1H4A	0.087
NDUFS3	-0.2835
WDR3	-0.0523333333333333
XKR4	-0.682
TTC33	-0.281071428571429
STMN2	2.64425
CPN2	-0.818
HSPC105	-1.273125
PCOLCE2	-1.80025
C3orf55	-0.029
KLHDC9	-1.96383333333333
TBC1D23	0.445625
ATXN2L	-0.981
MAP2K3	0.66725
SCAP	-0.17
ZNF486	-0.196833333333333
C20orf96	0.3835
NARS	-0.18575
ADAMTSL1	-1.03664285714286
PRCC	1.17766666666667
CCDC126	0.650916666666667
ZNF675	-0.986
CALCOCO1	0.5975
ANKRD43	1.495
CWF19L2	0.229666666666667
ZBTB32	4.19333333333333
BRAF	-0.02775
ODF4	0.0105
MGC14376	0.352333333333333
HORMAD1	2.81183333333333
AAK1	0.33775
PEBP1	-0.0288333333333333
TNFSF5IP1	0.064
DKFZp564N2472	0.192
RMND1	-1.211375
IGKV1-5	5.68575
COL1A2	2.39391666666667
SERPINA5	-3.194375
AANAT	0.6615
C19orf21	-3.1145
GEMIN5	-0.25575
UBR4	-0.2505
LTBP3	0.980333333333333
AMHR2	-3.19483333333333
PROCR	-1.06975
MYBBP1A	-0.942
C20orf39	0.3515
ZNF697	-0.604125
PASK	0.0845
ZNF776	1.524
RFXDC2	-0.391625
KIAA0467	0.218
C10orf96	-1.708
ZNF503	1.42575
GULP1	-1.77833333333333
KCNE4	0.269333333333333
DKFZp434K191	-0.338875
LOC196913	0.607
BHLHB4	1.433
CH25H	3.236
LOC81691	-1.74283333333333
ALPL	0.689928571428571
COL12A1	2.4935
FOLR3	-3.051
GPR123	-0.130625
TRIM62	-0.383285714285714
ABLIM1	1.02983333333333
MAST3	-0.092
RHBDD1	0.469
LOC338809	0.3085
RYBP	0.8625
TTC26	-1.008
ZNF22	0.951333333333333
ISCA2	-0.02225
RDM1	-3.23725
PIGM	0.9985
GNB3	-1.406
ACTR2	0.6129
HMGB1	0.24605
EDG1	3.29183333333333
SOAT2	-3.60125
OR10AD1	0.4755
RAP1GDS1	0.0904166666666667
LCE1F	0.6
ESM1	-1.800375
RCN3	2.07175
CREBL1	-0.303
DBNL	-0.2895
PTGER3	0.957857142857143
USP30	0.0443333333333333
BCL2L12	0.749666666666667
KIF26B	2.42625
ZNF416	1.319
ZNF225	0.745
C17orf70	-0.20175
ZNF554	-0.3965
RAE1	-0.944666666666667
TNIK	0.860166666666667
ACTN3	0.5895
MGC45922	1.423
CCNA1	-0.6965
RYK	0.4925
IL26	0.4225
LRP3	1.05883333333333
QARS	-0.32325
SOX7	0.731071428571428
BID	-0.114
OR2S2	-0.187
CXCL14	4.19925
C11orf47	-1.103
MGC29891	0.256333333333333
HSPB8	-0.9538
PRDM14	-1.5435
NUFIP2	0.13425
MNAT1	-1.150375
ZDHHC2	-1.02933333333333
MBNL2	0.158875
ADD3	0.37325
CSNK2A1P	-0.37775
KLK6	-1.13566666666667
TMEM111	-0.732
KIAA1279	0.19325
NUBP2	-0.323666666666667
RAB42	-0.63625
ID3	-1.0325
TM9SF1	-0.3065
MDP-1	-1.5675
POU4F2	0.285666666666667
IQCK	0.3855
C16orf14	-0.8905
CAPN3	-1.687875
FAM43B	0.0196250000000001
RECQL	-0.62325
AP1G1	0.139714285714286
CTNNBL1	-0.0923333333333333
ECHDC1	-0.9835
SMARCC1	0.6498
FOXQ1	-0.222625
GNAI3	0.5895
POLG2	-1.288
CD4	2.42125
ITLN1	1.47575
EBI2	5.3455
IRF1	2.55075
PTPRE	2.7127
PTK2B	0.61375
NXNL2	-1.64
SOX4	1.26844444444444
TSPAN3	0.0261666666666667
SH2D1A	0.13
C8orf58	-0.464166666666667
USP20	-0.473
DUSP22	-0.0651666666666667
CALB1	-2.43783333333333
L3MBTL2	0.783
MCRS1	-0.562
TMEM118	0.132666666666667
C18orf8	0.789
FLJ10241	0.021875
GJA12	0.53775
PKD1	-1.14683333333333
ZFP3	0.2265
JAM3	-1.446
LAPTM4A	0.538
DIRC2	0.46825
KIAA2022	1.06066666666667
MYOM1	0.0386666666666666
TRPM8	-2.74233333333333
MOP-1	1.8215
PHKG2	-0.4295
ZNF650	0.857125
KIAA1522	0.764
PSG8	-2.293
DDX19B	-0.751
MOBKL1B	0.07275
DIAPH2	-0.7135
PTPN12	-0.00875
CLN8	-1.0719
CRYZL1	-0.601666666666667
CRY2	-0.0849166666666666
FCGR2B	4.79283333333333
PNPLA4	0.613125
ZNF454	-1.3435
DKFZp434B1231	-0.1805
CLDN11	0.4497
RFWD2	1.31416666666667
CIB2	0.481166666666667
MXRA8	2.60025
HRK	0.781
MAML2	0.89425
C4orf31	-1.25375
C6orf192	0.86075
COG6	0.25525
FAM5B	-1.36875
NFATC1	2.3712
SEPT10	-0.022
SCYL1	-0.4453
RPP40	-0.44175
SCOC	-0.6949
KIAA1450	0.784
CTDSPL2	-0.6325
TBX5	2.349
NAPG	0.105
RHD	-4.2205
C14orf45	0.8915
ZBTB22	1.2605
PLCG1	-0.7045
ANKRD10	-1.378625
AQP7P2	-0.882
TAGLN2	1.18366666666667
HTR2C	-1.53683333333333
SLC16A7	-0.576666666666667
C17orf83	0.0716666666666666
TSGA14	-0.934583333333333
MDH1	-0.414
PPP3R2	-0.2256
DCBLD2	-0.469
RBM33	-0.292625
DPH3	-0.618
SYT10	-1.9292
FMO4	3.5765
THYN1	-0.73575
DRD5	-1.1215
OTOR	0.393625
PGRMC2	0.2167
KATNAL1	-0.595625
PAQR6	-1.0995
UBE2I	-0.67475
C14orf28	0.149
C8orf70	0.1215
FLYWCH1	-0.565
ANGPTL3	-0.8665
GLRX2	0.413166666666667
ATP11A	-0.275785714285714
ARL5B	0.823125
MUC16	-1.02175
SLC25A5	-1.4415
ACRC	-0.6295
MYO1C	0.056625
FAM89B	1.4125
FAS	2.658875
KIFAP3	2.2415
GLRA2	-0.315
BTN3A2	2.2433
CNKSR3	1.210125
CSTF3	-0.181666666666667
ARPM1	1.54475
KIAA1530	-0.962
C9orf150	3.46566666666667
PRKCI	1.22025
tcag7.1015	-0.91675
SOD3	1.4745
ZNF574	0.9505
CYP21A2	1.13325
RPL12	0.117
COMMD2	-0.6845
WIZ	-0.01775
LOC344405	-1.302
ALDH4A1	-0.682823529411765
CRYAB	3.25725
COPA	0.421433333333333
PCDHGA7	1.14366666666667
KIF11	-0.863583333333333
RASD2	0.913
SLC26A3	0.2555
ZNF175	0.0925
JAKMIP2	-1.927375
C8orf4	0.0418333333333333
PTHLH	1.441
SLC40A1	1.634
OR7D4	0.375666666666667
PCDHB17	0.4125
CD36	0.642071428571429
C6orf203	0.2731
PRKG2	0.5465
LOC400566	-0.14425
ANAPC13	0.068
SLCO3A1	-0.5535
ZNF692	-1.6365
FANCL	-1.061
SH3GLB1	0.45225
C12orf61	-0.0165
KBTBD6	0.89575
SUPT5H	0.929125
XRCC6	-0.6008
HUS1B	-0.263
FAM133B	-0.0505
LOC728276	0.136
KCTD18	0.7765
SOS2	0.7885
CCDC99	-1.495
C1QTNF5	3.3055
NNAT	-0.097
USP16	0.0335
LARS	-0.53475
ZBTB2	0.5355
ABO	-0.243333333333333
TRAF3	1.428
GALNT5	-3.253
NAP5	0.32225
ALG14	0.171833333333333
KIAA0515	0.215192307692308
WDR75	-0.2205
TEX261	-0.634166666666667
LY86	1.92325
LOC389072	0.302
FLJ13611	-0.4395
MRGPRX2	0.4155
SNRPA	-0.430375
OR2G2	-0.15
GPRASP2	-0.285
C7orf42	0.5948
C9orf163	-0.405
CYP11B2	0.9305
FCRL3	2.16916666666667
PRDX1	0.08425
FGB	-6.55
