Hybridization REF	TCGA-A2-A0SY-01A-31R-A084-07
OR1Q1	0.779
RETNLB	0.2345
HPGD	0.422071428571429
DNAJC12	1.9485
FKBP1B	-2.07975
ANKRD24	0.116666666666667
CXXC5	1.199
IL3	-0.481714285714286
DRAM	0.5561
PTCH1	-1.064625
TP53BP1	0.496
SLC17A7	0.049125
COL25A1	-0.8621
AMACR	0.609333333333333
RHCG	0.31975
VPS13A	-0.75675
FAM55D	0.4845
PRPF38B	-0.729833333333333
OSBPL6	0.54125
PFDN5	0.685
CMTM6	1.9665
KCNK12	-1.03475
RP2	0.495
C16orf52	-1.88725
PICK1	0.8065
IFNE1	-1.5995
SEMA4B	0.944
TYRO3	-2.07925
OR12D2	-0.1215
CSNK1A1	0.9702
FANCF	1.32775
LONP2	-0.059125
TBL1Y	-0.27075
LDOC1L	0.82575
CCNC	0.607
C3orf60	-0.1325
CHKA	-1.926
UBAP1	0.305
MAP3K1	2.7545
ANKRD9	-1.418
FAM92A1	-2.06816666666667
GAB2	0.454625
AZU1	-0.4055
DIS3	-0.401166666666667
C21orf109	-0.474
IQCB1	-0.294
SPATS2	-0.245
EFCAB3	-0.55675
PRB3	-0.147125
FUZ	0.0335
ZNF813	0.527875
BMPER	-0.677833333333333
HEG1	0.297625
ALS2CR11	-1.089
SURF2	-0.538
PSMC1	-0.154666666666667
OR2D2	0.3465
SLC7A8	2.92666666666667
C4orf40	0.1715
SPATA7	0.28825
MAZ	-0.566583333333333
PIN4	0.2315
PDE1A	0.610125
TAF6L	-0.603166666666667
OR2T34	0.14
KIAA0284	0.39425
ACADS	0.626636363636364
MKRN2	0.0835
C18orf56	-2.56975
MS4A6E	0.4635
GALNT4	0.7266
C22orf31	-0.2065
FLJ36070	0.402
PSME4	-0.41675
TFG	0.1014
EPHX2	1.594
ANXA5	0.349
KRTAP1-1	0.1123
BATF	0.6705
KARS	-0.75825
MSTP9	-0.783
GPR26	-0.058875
CCDC72	0.15575
TEF	0.782666666666667
FOXK1	-0.949
PRLHR	-0.0245
EMX1	1.3425
C11orf30	-0.26675
ICK	0.367625
THSD7B	0.156
C21orf100	-1.1635
DUOX1	1.0125
EFCAB4B	-0.8195
UBE2G2	-1.21666666666667
C3orf54	0.18075
PARP1	-0.686
FAM60A	-1.26616666666667
C6orf146	-0.54725
OR9K2	-0.516
DDX55	-1.27616666666667
RPS15	0.411
ZNF618	0.725375
DKFZp686D0972	1.1005
SSPO	-0.7905
SHFM3P1	1.11733333333333
CPA6	-0.57175
JAG2	0.40025
DEFA3	-0.10375
PPBPL2	0.0791666666666667
CD34	4.6335
SLCO4A1	-3.102625
AFG3L1	-2.23933333333333
SHD	-0.67775
RP13-122B23.3	-0.895666666666667
PRKCSH	-0.676166666666667
DPH5	0.339833333333333
HLA-F	1.490125
TBC1D4	-0.725
RIG	0.908
GLUD1	0.240166666666667
HNRPCL1	1.28125
HBXIP	-1.14325
RNF207	0.313
APIP	-0.514
PLA2G3	-2.04116666666667
CCDC84	-2.42025
MYLIP	-0.155307692307692
PHIP	0.14825
AARS2	-0.336833333333333
DHX32	0.83675
SCAPER	-0.136666666666667
MEN1	-0.2175
NIP7	-1.52075
FLJ25404	0.587
FASTKD3	-0.903
TMEM158	-2.67208333333333
RARA	2.46875
BDH1	-0.072
ANKRD16	0.83025
CARM1	-0.447
SS18	0.5245
IKZF2	0.688333333333333
MYD88	1.198375
PML	0.3753
TAF1A	-1.21175
CBFB	-0.403625
HIST1H3H	-1.9475
C7orf29	-1.854
COMMD4	-0.8835
DPP3	-0.961
DAB2	0.855625
LOC388882	0.608
YPEL4	-0.23675
AGBL3	0.4615
LRP6	0.1693
SERPINH1	-0.265833333333333
TLE1	-0.022
CD244	0.534
ZDHHC15	-0.41875
MGLL	-0.2182
PLDN	0.548
LOC654346	1.357
FAP	3.066
GPR37	-1.33716666666667
SCARA5	1.916
EBF4	1.61927272727273
LSM6	-0.6625
MLLT1	-0.078125
SLC5A12	0.096
A2BP1	-1.30916666666667
COPS5	0.0536666666666667
TPM4	-0.861357142857143
TNFSF4	1.822
ACADSB	1.936
HERPUD1	-0.224
BCL2L11	0.146277777777778
CEP78	-1.0375
CDCA3	-1.704375
WBSCR19	0.219
MYO1A	-1.7375
PPEF1	1.6905
LOC440348	-1.19825
CPEB2	1.642125
BPTF	-0.559583333333333
RPL21	0.6971875
GSX2	-0.4965
ADPRH	1.05083333333333
C17orf68	0.098
KCNS1	-1.18433333333333
MLLT6	0.963
PIWIL4	-0.0425
RNF26	-1.2775
RAP1B	0.547875
ADAMTS1	-0.6789
ZNF571	1.0935
P2RY6	-0.65625
TRIM21	0.899166666666667
CADM3	-0.02875
NLRC5	0.412833333333333
ADRA2B	-0.0936666666666666
LOC90835	0.00675000000000003
PCF11	0.43925
LOC400451	1.91175
GLTSCR1	0.4043
C17orf88	-0.591666666666667
CDH16	-1.37375
FGF7	2.435125
PCSK4	1.318
NPC1L1	-1.18533333333333
TAT	0.528875
TBCA	-0.845
MGC33407	-0.06
GPR115	-1.28175
CYGB	0.663
FNBP4	-1.22733333333333
C12orf43	-0.293
CBL	-1.1875
CLECL1	1.2475
PPAPDC1A	0.913
WDR25	0.858
SGCA	0.826
C22orf29	0.7385
YIPF1	1.731
GALK2	-1.089
RAB3B	-2.14558333333333
LOC440087	0.46275
UCP1	0.043
REEP5	1.365
FADD	-0.4458
FOXA1	3.9205
CACNA1A	0.0211666666666667
ABI1	0.571833333333333
GRIN2D	-0.0865
SLC1A4	0.0313333333333333
LOC401127	-0.16525
HINT2	-0.148
PLD4	0.675666666666667
ZNF286A	-0.64975
ENY2	-1.10225
IL1F6	0.1335
PXDNL	0.7635
C20orf79	-0.66575
TNFSF13B	2.835
DENND3	-0.103
JARID1D	-2.73925
HIST1H2AK	0.01875
LOC93349	-0.2101
SSH1	-0.7891
ENSA	-0.01075
LOC219854	0.176833333333333
CKAP2	-0.3333
DKFZP564J102	0.562333333333333
MGC87315	-0.415166666666667
HNRPAB	0.34625
AMH	-2.4905
ZNF526	0.5655
BRUNOL5	-0.3288
CACNG3	0.183
TRPM1	-1.3245
PPP2R1A	0.199375
COL2A1	-1.4295
DDN	-0.1155
FLJ25770	1.29083333333333
HK2	-0.800642857142857
ELOVL6	-2.367625
MDK	-1.5065
EPHX1	0.54
RASSF2	1.247
DKFZP434B0335	-0.89725
DLX3	0.67475
PRTN3	-0.3385
AVPR1A	0.90375
C21orf125	-2.035
TNFAIP8	-0.0323333333333333
GNB2L1	0.93
CALCRL	3.1075
SCGB2A2	8.828
UBXD7	-0.28425
ZNF674	0.0555
TMEM35	0.21225
BRSK2	-1.149625
HECTD3	-0.278833333333333
TMEM188	0.106583333333333
LGALS9	1.644125
SCARB2	1.28891666666667
USP34	0.428666666666667
C17orf28	1.19008333333333
ZDHHC23	-1.84475
AQP12B	0.1055
SLC16A3	-3.14825
APLP2	-0.58775
ITIH2	-5.10725
MICAL3	-0.51525
TNNI3K	2.8451
HDAC2	-0.0855
PRR7	-1.0051
THBS2	0.743
LOC751071	0.0206666666666666
CA2	0.646666666666667
RANBP17	0.2905
RLN3	-0.10675
CRYZ	0.0873333333333334
GBAS	0.00833333333333334
TAS1R1	-0.32625
MPZL3	-0.369
PCDH8	-2.9795
HSP90B1	-0.26
KCNK15	0.3315
TNIP2	0.148666666666667
GPR146	1.10325
NOL6	-0.1765
SPC25	-2.59222222222222
STEAP2	2.15657142857143
VAMP3	0.0933333333333333
TCIRG1	-0.61525
ZP4	0.0905
PARL	0.48975
TRIM39	0.473166666666667
KIAA1305	0.46775
CRNN	0.213166666666667
GRN	-0.048
HSH2D	-1.6575
SCAMP1	1.2648125
KIAA1913	1.583
PTS	-1.238
BANP	-0.255428571428571
PRKACG	0.594
ADCY6	0.4335
C16orf46	-0.6725
CYP51A1	-0.265
DDC	-5.37133333333333
ANPEP	-1.0105
PROM1	-2.3655
SIGLEC10	2.89675
COPG	0.971
FAM26E	1.954125
TRIP4	0.25975
SNX3	0.710833333333333
C1orf175	0.0718333333333333
PPY2	0.36575
C14orf152	0.32425
FTSJ1	-0.672666666666667
DST	-0.47715
LOC554235	0.1315
GLRX5	0.043
C20orf12	0.9415
CAB39	0.61
MSH2	-1.26283333333333
PIP4K2C	0.209875
CYLD	1.139125
WTAP	0.6788125
MGAT4A	1.70344444444444
TSC22D4	-0.3015
CHRM2	-1.796
PPYR1	0.0585
CCNH	-0.473166666666667
RRM1	-0.70075
ECAT8	-3.24025
LOC400120	-0.08275
GABRA4	-0.282375
C14orf4	0.925166666666667
C1orf59	-1.50475
CTDSPL	0.754
NHEDC2	-0.771
PDE11A	-0.435866666666667
KLHL29	-1.094
CD5	0.5994
TSPAN9	1.2420625
WDR67	-1.83925
THUMPD1	0.4873
C18orf17	0.477
CLYBL	0.0506666666666667
FLJ13231	-0.16375
CMBL	0.3485
LECT2	-0.83025
NKAPL	1.11016666666667
LOC654780	0.407
OR4C6	0.091
RAB30	2.489
TSSK4	0.1015
TMEM163	0.784
OSBPL11	0.376666666666667
GNB5	-0.5815
CCL21	1.0975
C1orf121	-0.292
FMO2	3.21566666666667
RPTN	0.3595
MSTN	0.6825
VCL	-0.155285714285714
FYTTD1	0.145
C11orf1	-0.427
CCDC88C	0.1086875
HFE	-0.317444444444444
MOGAT1	0.086
FAM125B	0.583166666666667
IRGQ	0.379
RAVER2	-0.35275
AKAP5	0.0975
SSSCA1	-0.5755
C11orf63	-0.00687500000000002
ACTG2	-0.1183
PORCN	-1.452
DTL	-1.80590909090909
TMEM151	0.26025
FAM122C	-0.46675
RSAD2	2.3728
BAT4	-0.4565
KRTDAP	-0.450666666666667
MYH8	0.13775
CRTC3	1.10475
LRRFIP2	0.3094
INTS4	-0.324166666666667
TTN	-0.849166666666667
SLC26A5	0.288
PLLP	-0.7545
RGS6	-0.426
SRGAP3	0.77825
ZNF525	0.116
NBR2	-0.537
C13orf1	-0.1705
ZNF137	0.575
CEP27	-1.56725
BEST2	0.306
RNF121	-0.20275
DMRTC2	-0.2435
C8orf76	-1.01125
BCCIP	0.241875
MEST	-0.2135
HTRA2	-0.143
ANGPTL2	0.77625
ILKAP	0.219833333333333
ERAS	-0.9165
HBS1L	-0.45525
CPA5	0.0495
TMEM30A	1.26383333333333
CD300LF	2.035
WISP3	0.6525
CRK	-0.0135714285714286
PDS5A	0.0847
BRPF3	0.219666666666667
NEDD9	0.805125
SMPDL3B	1.22975
PSG6	-1.0955
PSMD13	0.25975
ETV5	-1.4443125
OR51A4	0.0105
BTBD7	0.55225
GSTO1	-1.33175
hCG_16001	0.65
MAD2L1BP	-0.4525
COX6A2	0.105
SCNN1A	1.79566666666667
LSM1	-0.113333333333333
UGT2B11	-2.5475
IDUA	-0.00975000000000001
PPP2R3C	-0.283
COX11	-0.365166666666667
PDZK1	-0.0185
ZNF443	0.673666666666667
MGC21874	1.44833333333333
ZNF323	1.4693
KRTAP10-10	-0.0405
CXCL6	-0.20675
SLC34A2	0.402111111111111
LOC284402	0.409
NPTN	0.645583333333334
UPP1	-2.16458333333333
SLC6A9	-0.6055
OR7G3	0.333
CISD1	-1.5705
ZNF545	0.571
SYT14	-0.3215
NT5C3L	1.12116666666667
ZNHIT3	0.274833333333333
SNRPD3	-0.4925
KIAA0701	0.43625
UNC93B1	-0.179166666666667
GMNN	-2.35275
SPCS2	0.335666666666667
LOC388524	-0.098
NAPRT1	0.181625
PNLIPRP1	-0.371666666666667
OR6V1	0.4365
PRKAB1	0.19475
EYA4	-3.39683333333333
KIF20A	-1.59725
ALG10	-0.4645
ITPKC	0.5085
LMX1B	1.14183333333333
RPUSD4	-0.842666666666667
C7orf34	0.240166666666667
DLGAP2	0.25
PFN1	-0.6251
MICALL2	-0.772666666666667
ZNF654	-0.022
SS18L1	-0.87325
SLC16A8	0.431
MKI67IP	0.0553333333333333
ITGB3	-1.346625
TCEA3	2.75108333333333
CEP152	-2.3281875
CLIP1	0.1575
ZNF75	0.2980625
ATP5C1	-0.683666666666667
NUDT5	-1.00866666666667
PSCDBP	1.408
UBP1	-0.58
RBM27	0.32175
C13orf15	2.54725
ZNF282	0.125333333333333
ZNF222	-0.1071
COL10A1	5.6115
PRDM15	-0.876875
TTTY5	-0.8525
FAM9C	0.0879166666666667
C20orf67	-0.0075
GNG13	-0.495
F12	-0.778
C1orf41	-0.9395
CPXCR1	0.812
GSK3A	0.194125
SUPT6H	-0.0713333333333333
PI16	3.8155
ELL2	-0.82475
C9orf167	-1.56516666666667
PVRL3	-1.7188
FLJ38596	0.91725
ADAM20	0.27875
GPR89A	0.59
GPR87	-1.939
ZNF30	0.828
SMR3B	1.0525
ZNF770	0.2185
TRPC4AP	-0.531666666666667
DKFZP686E2158	0.675666666666667
C2orf28	0.0183333333333333
FREM1	0.00416666666666667
LAMA4	0.229333333333333
ADPRHL2	0.35475
EIF4G2	0.2285
GUCA1A	-0.108
CTNNA2	-0.924125
NUDT15	-0.506333333333333
CEPT1	0.318333333333333
ZNFX1	0.6389
CCDC92	1.11825
TDRD1	-0.871
KCNK5	-2.42733333333333
ETNK1	0.253
LTA	0.2805
TTPA	0.272166666666667
B3GALNT2	-0.822
SC65	0.815666666666667
PEX5L	-0.706375
EPS15L1	0.28075
MGEA5	-0.17675
HIST1H3A	0.5215
ING1	2.09775
BCAT1	-2.9575
ORC6L	-4.01236363636364
KLK11	3.44966666666667
C19orf28	-1.7795
DNER	-3.665875
MED22	-0.509642857142857
ETV6	1.33075
CHAC2	-2.08425
CD300E	0.025
CEBPB	-0.0888333333333333
ZNF398	0.12275
LRCH3	0.344
HMGA1	-2.08666666666667
CAPN7	0.402166666666667
MGC5566	-2.40925
CCL3	2.975
NANOS1	-0.725125
ZFYVE19	-0.02225
APITD1	-0.266
PARD3	0.73375
IRAK4	-0.429
SERPINI2	-1.174
CEP170L	-0.32125
TTC9	1.651
MYOM3	-0.97475
MLPH	2.202375
LOC222699	0.478
NRG1	-1.59441666666667
TBC1D9	4.54354545454545
TTK	-2.30933333333333
ZNF557	0.0892
DDX41	-0.161333333333333
FANK1	2.1605
UBE2D2	0.504375
PSMB10	0.190375
MYH7B	0.3765
GABARAPL2	-0.69025
MARVELD2	1.8395
DGCR2	1.11433333333333
UNC45A	-0.1425
C6orf72	0.2115
ZNF683	4.431
GIT2	0.445875
CASK	0.6215
C14orf161	4.96066666666667
LRRC44	1.1225
TIFA	0.7735
UTP11L	-0.345375
C6orf65	-0.6575
FDPS	-0.465
DUSP9	-1.9867
SLC17A8	0.159833333333333
OR51G1	0.318333333333333
NANS	-0.185
OLFML1	2.11025
ATP10B	-0.806857142857143
NPAS3	-0.1195
PRKCA	-2.0821
GGA2	-0.45475
LCE4A	0.794
SPANXN3	0.35775
CCDC115	1.553125
SDCCAG3	-0.9775
GLIPR1L1	-0.13875
TTC1	0.362
C17orf76	0.50675
MAD2L2	-0.93525
HIPK1	0.031
LRRC3B	-0.353833333333333
CLN3	-0.791454545454545
C17orf47	0.4065
FMN2	-1.91
TUBB1	-1.5525
WAPAL	0.371166666666667
C3orf21	-0.452375
SCN5A	-0.4798
SMYD1	-0.2855
BEX5	-0.6395
ZNF192	0.1525
SEC22A	-0.228833333333333
GRIA2	-0.504384615384615
KIAA0825	-0.57875
NUSAP1	-1.95863636363636
LANCL1	0.132875
C15orf40	-0.0406
ZNF645	-0.013625
GPR61	-0.18975
NLRP14	0.267
SNX21	0.0905
C1QTNF8	0.08
C17orf46	0.094
IFNA8	0.405
SPRR1B	-1.2372
FLRT1	-0.55825
SNX17	0.520166666666667
ASB2	0.1945
HBG1	-5.626
RPRML	-2.06525
JOSD2	-0.216
PLSCR3	0.1855
SPOCD1	-1.39433333333333
RAB39	-0.7435
GHRH	0.973833333333333
ITIH5L	-0.0145
C17orf37	1.38575
SMCR8	0.33175
DPY19L2P3	-0.495333333333333
IL11RA	0.680666666666667
GDF3	-3.61783333333333
RPS6KB1	-0.964916666666667
DNAJC19	0.0281
TOP1	0.07125
CRCT1	0.0183750000000001
MPST	0.09625
DPM2	-0.45625
FAM38B	-1.8435
SLC18A1	-1.78533333333333
FARP1	1.09633333333333
PAX7	0.20675
TUBD1	-1.69475
GNL3	-0.357375
BTG2	3.12146666666667
NDUFS6	-1.00125
C1orf79	-2.88875
ERAL1	-0.71275
ECHS1	0.57925
VPS4A	-0.866
CYP11A1	-0.421375
ABCC6	-1.91353846153846
PBX4	-2.3755
MOSC1	-0.09275
NCF4	1.8575
HYMAI	0.6705
NAGPA	-0.5715
OTOP2	-0.571
ACOT12	0.14375
MTHFD2L	-0.502125
LOC441376	3.298
C19orf34	-0.0955
RAB1B	0.124
ALDOAP2	-1.186
NTRK1	-0.862666666666667
ARTS-1	0.8182
SLC6A11	-0.8445
NAP1L2	1.10125
CNGB1	-0.065
EPB41L4B	0.20425
FAM134B	2.846375
HS3ST3A1	-0.926
CPXM2	5.9065
SIRPB2	1.1875
CHORDC1	-1.53233333333333
TRIB3	-0.953333333333333
SLC2A5	0.64875
C2orf49	-0.798666666666667
DDX5	-0.074
OR5L1	-0.002
ANAPC4	-0.612166666666667
ZSWIM1	0.00200000000000002
LOC93622	-0.076375
KCNK3	-0.1558
RP11-35N6.1	-1.989125
ZFP161	0.6594
AQP9	1.9945
SLC15A2	0.660833333333333
MREG	0.725
OR9I1	-0.4095
PDLIM2	0.68375
ADAM7	0.1815
GSTCD	0.5935
WDR21A	-0.180375
SLC12A8	1.72183333333333
TMEM174	0.08775
IGSF3	0.1785
LRRN1	1.49425
LOC402117	0.22175
SRPK1	-1.11033333333333
LY6K	-1.8044
NFIA	2.524
PTCD3	-0.593125
LEP	2.10233333333333
PCDH21	-0.644833333333333
MAPKAPK2	0.548928571428571
NMNAT1	-0.943166666666667
LHFPL2	0.62025
C9orf43	0.54725
DIP2A	0.121833333333333
ACTR8	-0.004625
CCDC34	-0.2585
PTPN22	-0.116625
ITGA3	-0.784
FAM129C	1.4085
RABGGTA	-0.0515
UNC45B	0.41525
KIAA1033	0.291375
ZNF510	-0.144833333333333
CYP2D6	-0.625333333333333
SLC26A10	-1.3795
STX8	0.17575
LUZP1	0.145
WDR89	0.0721666666666667
EIF4G3	-0.2735
C5AR1	0.8185
ZNF623	0.528
A2M	0.77975
TGM7	0.0265
GRPEL1	-0.564666666666667
LMNB2	-1.4638
ROCK2	-0.842333333333333
SNX16	0.34775
CCDC66	1.435
ANXA3	-0.195
KIAA1609	-0.7995
EED	-0.853
RNF32	0.744833333333333
HES1	1.1066
CLC	0.495166666666667
ISL1	-0.8065
KIAA0528	-0.121
MANEA	1.15825
C1orf61	-1.5275
hCG_2001000	0.8015
RAPGEF6	0.0878
KIAA0020	-0.872833333333333
NEIL1	0.39325
C16orf45	0.001375
RBM10	-0.260333333333333
C10orf125	-1.57975
MRS2L	-0.99125
DNAH17	-0.9655
C19orf10	-0.835
C1orf160	0.24775
SLFN12	1.0345
EXOC3	-0.3265
HIST3H3	0.44425
NCOR2	0.059
TNFRSF9	0.802
MFSD8	0.5035
ALX1	-3.1325
NOL1	-1.24625
PODN	2.988
TIAL1	-0.8855
HIST1H1E	-1.76325
NPY6R	0.07
TM4SF4	0.09625
CORO2A	0.77425
ETNK2	1.1965
APOE	-0.0305
ANGPT4	-0.706
HDGF2	0.11725
G30	-1.04
ST8SIA4	0.45825
F2RL1	-0.214875
FAM19A4	-2.4365
CCAR1	-0.859
B3GNT7	-0.14775
OPHN1	-0.3132
DSCR6	-0.545
C21orf13	1.18966666666667
GAS2L1	0.240083333333333
RFX3	0.3765
COPS4	0.24575
BCHE	-3.19266666666667
BCL2	3.22775
HBZ	-3.1615
ARL13B	0.00275000000000001
MAPBPIP	0.927375
MYO15B	-0.3955
SPZ1	1.85633333333333
KIAA1324	3.49911111111111
PLCL2	1.041125
C4orf29	-0.53625
WDFY2	-0.323
ZNF284	-0.854
NAALADL1	0.374
DUSP5	-0.2445
PXDN	0.722375
SLMO1	-0.98125
TNXB	0.4359
BIRC7	-1.149
A4GALT	0.472
TIMM22	-0.13575
FAM110C	1.4575
TOMM34	-0.63275
ABHD9	-0.0155
ADAM32	-0.1615
CRHBP	1.08475
AQP2	0.792625
LOC130355	0.9905
ZNF187	0.49
ZNF816A	0.538
F7	1.0105
CNOT1	-0.7081
SLC13A4	-0.31475
ZBTB11	-0.26725
B3GALT5	0.269
EXOC2	1.419
IRS1	-0.1386
TMEM1	-0.271666666666667
MRPL34	-0.4145
SAMM50	-0.38625
CDC42EP3	0.121625
HSF2	-0.3729
MFN2	-0.135
TSPAN7	0.2175
NUCB1	0.182083333333333
RHOH	-0.0555
ARL16	-0.05
TACR1	-0.4575
SFRS5	0.869333333333333
SNX25	-0.461
RHBDF1	0.503833333333333
PCDH18	2.526
HMG1L1	-0.35975
MYO5C	1.67025
MAPK10	-0.4105
LDHAL6A	-0.49
NUDT12	1.70683333333333
NCAM1	-0.262125
GLIS2	0.187
GGTL4	-0.57025
DAPP1	0.01025
ATF7	0.633
KIAA0748	0.063
NFIL3	-0.153
TM6SF1	1.2213
SEZ6	0.453125
NANOS3	-0.0265
DNAJA3	-0.966
CLDN6	-2.771
CIITA	2.8805
EPHA4	-0.815916666666667
FANCC	-0.00825
CMTM3	0.739375
PSG3	-0.47725
MRPL15	-0.801
C21orf59	-0.36575
PLCXD2	-0.0855
C2orf34	-0.192125
UBE2L6	0.847875
MED14	-0.2915
HP1BP3	0.2865
C6orf208	-0.275
TPBG	0.9755
OSR2	1.027625
XPC	0.582
KLHL7	-0.90625
CCR3	-0.616833333333333
AGTPBP1	-1.09533333333333
PCSK6	0.536333333333333
STAT5A	-0.6985
FAM18B	1.091
LONRF2	2.0395
PTPN2	-0.47025
SF3A3	-0.881166666666667
EFCBP2	-0.6205
HCFC1	-0.169666666666667
AHNAK	0.8944
ACTR5	-0.2115
KIF14	-2.84957142857143
TENC1	1.52
HEATR5B	0.8465
YIPF2	0.284333333333333
MYEOV2	0.683166666666667
DUSP18	0.789
KIAA1012	0.09075
AHR	0.177833333333333
C17orf53	-1.96366666666667
PTPRH	-3.73375
ATP6V1C1	0.1885
TAS2R3	0.1135
LOC440356	-0.94875
COQ10B	1.107
PSMF1	0.538
SORBS2	0.121083333333333
NFE2L2	0.0065
TMCO7	-0.6675
SH3PXD2A	-0.0482
SH2D2A	-0.7235
SPINK5	-2.2995
MRPS24	-1.3355
OPA3	-0.288
TRAF7	0.093
C4orf35	0.415166666666667
MT1G	-1.179
MGC39545	-0.206
HS1BP3	0.2876
OR2B2	0.2445
CHRM4	0.469
SFRP2	4.35791666666667
RIC3	-1.105
ART1	0.4935
C6orf1	0.65725
DUS4L	-0.7265
C10orf104	1.0315
TNFAIP6	2.43875
RTEL1	-1.46025
CCT4	-0.4645
ZNF709	0.4685
CHMP6	0.150333333333333
UPP2	0.34625
CYP19A1	-1.137625
CD151	-0.474833333333333
NDUFA13	-0.424166666666667
ARFRP1	-0.922666666666667
FAM26B	1.64775
CRYBA1	-2.394
MRPL41	0.0166666666666667
NPFFR2	0.122875
HRH2	0.4975
SCAMP3	0.127
MTMR6	0.6873
MTG1	-0.798833333333333
UBTD1	0.5285
CRABP1	-2.726
FLJ33790	0.1666
KIAA1908	-0.472
GPR158	0.361
PACSIN3	-0.514333333333333
OMD	4.30183333333333
CATSPER1	-0.0361666666666667
HOXB8	-0.935625
FBXO46	0.9865
OAS1	0.513333333333333
SVIL	0.45425
PHB2	-0.44275
ADCY3	-0.552
NDRG2	1.086
ERMAP	0.9741
APBA2	-1.69466666666667
IGSF9	2.51
WNT6	-0.624714285714286
MYCBPAP	1.30725
ATP2B2	-0.3531
CPVL	0.459
TRAM2	-1.05308333333333
NOP5/NOP58	-0.874
ZNRF4	0.312
TLK1	0.835
MTMR12	-0.067
ZNF384	-0.2805
FAM9B	-2.36725
RPN1	0.6603
PMVK	1.23125
EIF3D	0.5179
SIX2	0.80125
HPS1	0.453785714285714
RNF7	0.3035
PSKH2	0.6575
KCTD13	-0.384833333333333
CSMD3	-0.614
FBF1	-0.1455
IL8	-3.603375
SERPINB13	0.07825
FBXL20	0.95325
BLR1	0.54275
SH2B1	-0.482
RFNG	0.16525
RAB20	1.58733333333333
RBM7	-0.39375
POLR1A	-0.0876666666666667
TMPRSS4	-2.7075
TAF9	-0.640375
TERF2	0.180333333333333
TNFRSF1A	0.547083333333333
ACADVL	-0.810833333333333
GTF2H5	0.05625
EDG8	-0.712
C9orf140	-1.314375
UST6	-0.183
ZBTB8OS	-1.15825
ZNF710	0.2235
GPR174	-0.4445
ATP6V0A2	-0.68525
KIAA0319L	0.322333333333333
XKRX	-0.6075
DOPEY2	1.1097
SDHD	-0.515333333333333
SUMF1	0.9355
OSM	3.391
OPN3	-1.50975
DAGLB	-0.467833333333333
PPFIBP1	-0.2198
TRIM63	-2.413
C10orf53	-1.518
LYPD3	-0.2455
BCL7A	0.00312500000000001
AGER	-1.45433333333333
TCF19	-0.961875
SAT2	-0.12925
PFTK1	0.432666666666667
GABRE	-1.831
C15orf38	0.7896
FIS1	0.3005
KCNV2	-0.016
CLPS	0.212
PPCDC	-0.771625
FOXN2	-0.3325
NT5E	-2.2285
CD83	1.06775
IL18	0.557625
VPS16	0.3435
IGFBP2	-0.865166666666667
NOTCH2	0.32375
SIGLEC1	2.18825
CD93	5.42
SULF2	0.076
CEP164	-0.536375
P53AIP1	-0.416333333333333
TOR2A	-0.0928333333333333
ZNF136	0.85075
MGP	2.8292
CCDC144A	0.1785
TRPC1	-0.785333333333333
SMS	-0.289666666666667
MAPK7	0.164166666666667
RRAGC	0.873
PARD6A	0.1795
NUB1	0.455333333333333
SYNGR4	-0.1345
OR11H12	0.3565
WIF1	0.610875
GCH1	-0.1145
OR11H4	-0.0905
SLC44A5	3.1395
GPRIN2	-0.552166666666667
LOC401431	0.4845
CPA4	-2.5908
MELK	-2.92222222222222
IL15RA	0.29
CUL3	0.72025
HMBOX1	1.217
PODXL	-2.433
CCT6B	0.695166666666667
COMTD1	-1.65725
MUC20	-0.840833333333333
GPX2	-3.551125
ITK	0.1625
FBXL5	2.34575
C13orf27	-1.3375
DEFA5	0.564
TRHDE	0.778
MTP18	-1.35583333333333
UQCRQ	0.6797
ITGB2	2.38516666666667
CSRP2BP	-0.0535
TAS2R44	0.377
PHPT1	0.44025
FAM44C	0.4875
ERH	-0.0855
MPHOSPH1	-1.338
MORC1	-0.0335
PARVB	-0.78375
LAMA1	-2.00166666666667
PGBD3	0.57875
GIMAP6	4.24825
AREG	-1.10033333333333
LIPT1	0.48975
MGC99813	-1.33175
C1orf201	-0.00950000000000001
GRIN2A	-0.8647
MAN2C1	-0.863875
NSUN5	-0.8275
SF3B5	-0.0285
MYC	-0.85
NRXN1	-0.431833333333333
ZNF18	0.17125
SPDYA	-0.541375
SLC37A1	1.3595
DECR2	0.10625
ANKRD38	0.60475
SPTLC3	-1.062
SUPT16H	-0.435
DTWD2	1.362
ULBP1	-1.0385
ZADH1	0.595333333333333
OIP5	-2.65075
IL10RB	0.197333333333333
OTUB2	0.079125
VWA3A	0.0413333333333333
SPIC	0.346
OR6C4	0.839
PSCD4	1.34733333333333
DPY19L2P2	-0.843
TRAPPC6A	0.642166666666667
C21orf2	-0.334833333333333
CEMP1	-0.66925
LIN7B	-0.841
E2F7	-2.7155
VCP	0.226
LAMA3	1.69391666666667
BGN	1.7215
GPR160	1.81716666666667
COCH	-3.67516666666667
GPR81	0.163666666666667
APOBEC3F	-0.43975
tcag7.1017	-0.716
C1orf32	0.271
SCGB1D2	6.82575
FLJ43987	0.5425
C6orf170	0.15875
KLK9	0.4715
GPD1L	1.137
VPS37B	-0.267
ATG3	-0.170833333333333
ADAMTS17	-0.3555
KLHDC2	0.336166666666667
NDUFV2	-0.39525
BLK	-0.156
MATN4	-1.644
