Hybridization REF	TCGA-E2-A14R-01A-11R-A115-07
FBXL5	0.532
C13orf27	1.58875
DEFA5	-0.056
TRHDE	-0.343
MTP18	-0.8975
UQCRQ	-0.0315
ITGB2	1.87358333333333
CSRP2BP	-0.4755
TAS2R44	1.213
PHPT1	-0.626
FAM44C	-0.339
ERH	0.2295
MPHOSPH1	-0.883666666666667
MORC1	-1.318
PARVB	-0.06175
LAMA1	-2.27891666666667
PGBD3	0.18825
GIMAP6	3.8025
AREG	-0.499
LIPT1	0.237
MGC99813	-0.5095
C1orf201	0.549666666666667
GRIN2A	-1.70211111111111
MAN2C1	-0.801875
NSUN5	-0.18175
SF3B5	0.825
MYC	-0.982625
NRXN1	-1.43358333333333
ZNF18	0.1245
SPDYA	-0.733
SLC37A1	0.786
DECR2	-0.58525
ANKRD38	3.79625
SPTLC3	-1.19741666666667
SUPT16H	0.922625
DTWD2	-0.73525
ULBP1	0.0585
ZADH1	-0.837833333333334
OIP5	-1.30825
IL10RB	-0.2415
OTUB2	-0.473875
VWA3A	0.167
SPIC	0.9355
OR6C4	-0.084
PSCD4	1.03533333333333
DPY19L2P2	-1.6155
TRAPPC6A	0.883833333333333
C21orf2	-0.814666666666667
CEMP1	-0.6165
LIN7B	1.399
E2F7	0.244
VCP	-0.3525625
LAMA3	1.02225
BGN	0.64025
GPR160	1.77733333333333
COCH	-1.72
GPR81	0.7465
APOBEC3F	-0.6715
tcag7.1017	-0.07225
C1orf32	0.867
SCGB1D2	-0.03275
FLJ43987	-1.2
C6orf170	0.77025
KLK9	0.9395
GPD1L	-1.252
VPS37B	0.014
ATG3	-0.173
ADAMTS17	-0.1025
KLHDC2	-0.793666666666667
NDUFV2	-1.06775
BLK	-1.6185
MATN4	1.6455
GPM6A	-1.029125
GBP4	4.15633333333333
TMEM162	0.369166666666667
PKP2	-0.9975
HRASLS	2.28666666666667
MMP1	-3.7785
SFXN3	-0.808
FSD1	-1.52183333333333
ST6GALNAC3	-1.131
CA12	-2.139
NCOA6	0.81025
C19orf58	0.6895
PPP4R1	-0.935166666666667
MAN1A2	1.55883333333333
IKBKAP	-1.74075
UPF1	0.571
KIAA1219	0.638
WNT16	-0.0196666666666667
SNW1	-0.3775
IL18RAP	2.91175
RPP30	-0.61
CDC40	0.868285714285714
SETD3	0.283666666666667
SLAMF6	1.16
ELK4	-0.2855
TRIM47	0.573833333333333
ACOX3	0.294625
TRIM6	-0.97875
KIAA0372	-0.532833333333333
TP53AP1	-0.293875
SMURF2	0.229
ADAD1	0.50425
EBP	-0.23
KRTAP13-2	0.9465
FLJ36874	-0.525666666666667
TOR1A	-0.4995
P2RY4	-0.312
GPBP1	-0.1765
TRPV1	0.878875
ADAMTS12	0.144333333333333
PES1	-0.5977
ATG4A	-0.0826666666666667
MAGEA10	-3.60875
WFS1	-0.7495
CC2D1B	-0.224
PABPN1	0.79375
SLC25A30	-0.321
SLCO1C1	-0.274333333333333
SLC22A5	0.80075
KIF23	0.178
SYN2	-0.631333333333333
ASPN	6.44
CENTG2	-1.08975
QSOX2	-1.4869
FLJ10815	-0.0433333333333333
STK24	0.6231875
SPEG	0.7778
STK10	-0.3545
DACT2	2.6815
AAAS	-0.3365
SSX3	-1.564375
ABCD3	0.5586
C4orf12	-0.50275
PARVG	0.759333333333333
FIG4	0.9755
C9orf46	1.49625
TMCO6	-0.2295
IGHMBP2	-1.38
DUS2L	-0.265166666666667
FAM3C	0.2754375
TMEM16D	-2.483375
DCTN4	0.03075
KCNH3	-0.1845
EIF2AK2	1.97975
AP1S3	-0.494125
CST4	-0.81
PAM	-0.789
NUTF2	0.14375
CITED2	0.3171
SLC39A4	1.6505
C2orf52	-0.245
GRM3	0.314
C12orf49	0.151125
CCDC49	-0.4036
GRAMD1B	-0.789375
FNDC4	0.61675
SIAH2	-0.191625
GDPD4	0.2035
C21orf87	1.111
ATP5A1	0.176666666666667
C16orf63	-0.39225
LOC388135	-1.33966666666667
ATP5J2	0.419875
MMP3	-4.58625
EMID2	-0.11775
CRHR1	0.316
WDR70	0.09575
C13orf31	1.8065
ZFAND1	0.01175
CCL18	3.8895
C3orf49	0.5715
RINT1	0.356
KIAA0408	-2.39616666666667
F13A1	3.0622
SLC10A1	-0.0653333333333333
OGN	-2.9485
GIPC2	-2.74033333333333
XPO6	-0.980833333333333
LCE1A	0.6445
FMR1	1.3372
LOC374920	0.06375
DUSP3	-0.355
ANKMY1	-0.72725
C7orf50	-0.2015
BBS9	-0.6459
UNC119B	-0.636
C9orf72	1.026
MGC35440	1.48675
ENTPD6	0.119375
PPP1R2P9	0.519
ERCC4	0.0255
FAHD2B	0.5625
HMHA1	-0.273
HACL1	-0.2415
RAD23A	0.8485
FAM83B	1.22175
PPP5C	-0.720166666666667
RNASEH2C	-0.472125
C9orf153	-0.627
SCAMP4	0.03825
GHITM	0.129
NDUFB7	0.929375
ADCYAP1	-0.573833333333333
SP110	1.61716666666667
MAP3K7IP2	0.0125
DHH	0.4315
AGRN	-0.443714285714286
WDR33	0.0918333333333333
CEP290	0.933333333333333
PRPS1L1	-1.70266666666667
KLRA1	-0.306
GPR97	0.0675
CHD7	-0.04325
TLR10	1.26325
SLC30A8	-1.2845
HIC1	1.07083333333333
IAPP	0.1405
RXFP4	0.3085
GP1BB	-0.486
SHQ1	0.113
NKX2-3	0.442333333333333
API5	0.14225
FTHP1	-0.543
MOV10L1	-0.127333333333333
TRIM6-TRIM34	1.74716666666667
ADHFE1	1.01875
FAM117A	-0.71
DDI1	-0.0876666666666667
CDON	-0.713
TRIM73	-0.801
IGKC	4.5555
MMP14	0.117833333333333
DYNC1LI1	-0.682625
C11orf66	-0.1415
TRBV3-1	-1.19825
FASTKD5	-0.6385
BIVM	-0.0385
LHX4	-0.15375
CXCL2	-1.5631
RAB2B	0.2235
IZUMO1	0.68925
MAP3K15	-1.66025
FAM19A2	0.293833333333333
ZC3H8	-0.410333333333333
ZMAT1	0.531
SPINK5L3	-3.172
SLC10A6	1.01
APPL2	-0.889125
CARD10	-0.288833333333333
LOC402176	0.540625
EEF1D	1.3877
RAB6A	0.7843
C12orf5	0.151375
PAPOLG	0.29625
MSRB2	-0.1215
BCR	-0.364888888888889
PUS3	0.95275
TIAM2	2.08325
ZNF317	0.241166666666667
CHD2	-0.0644285714285714
FZD5	-1.04422727272727
NUDT8	-0.11725
ZNF763	0.9805
PRC1	-0.447555555555556
ABCB9	0.244166666666667
SPATA3	0.5315
TRAK2	-0.804375
STAB1	2.18525
LRRTM2	-0.036
psiTPTE22	-0.68575
DBI	1.692
SERPINA11	-2.527
NAT5	-0.126
C20orf58	-1.69425
RPS6KA4	0.151666666666667
FLJ90650	-1.18675
TGFBRAP1	-0.397
CHRDL2	0.992875
FAHD2A	0.404333333333333
CNTN1	0.14325
BBS4	-0.9124
TMEM181	1.10875
MINPP1	-1.02325
MPHOSPH6	0.596333333333333
HOXC10	0.936
ITPKB	1.0125
CLPTM1L	-0.39425
MEOX2	-1.12716666666667
ATP6V0C	0.05725
PRPF8	0.115833333333333
TMC5	-0.79625
FKBP3	-1.2085
PLEKHB2	-0.65375
OR4D6	0.322
ZNF544	0.195
D2HGDH	-0.316875
RPL18A	0.9902
HEL308	0.043875
MPP6	-2.32925
TCERG1	-0.64075
KRT16	1.699
KLF17	-1.1935
KLF5	2.447375
CDR1	0.48875
VCX3A	-3.3315
FBLN2	0.5135
C14orf104	-0.33925
HBE1	-3.312
OR4S2	1.115
C1orf108	-0.7595
ROBO4	2.95333333333333
CPEB4	0.467375
C11orf80	-0.548833333333333
BCKDHA	0.410833333333333
MYOC	-0.15575
GIF	0.946
CKMT1A	1.9805
RPL3	0.1556
THBS1	0.796625
APOO	0.47275
ARMCX1	-0.83575
HSZFP36	1.0715
SNAPC5	-0.52
EIF4ENIF1	0.1555
ZNF433	1.244
TNFRSF21	-0.96925
TMPRSS7	0.138
SPATA18	0.7828
HPDL	1.053
MKL2	0.3464
TBX3	0.294
C21orf93	0.114333333333333
DAXX	0.4
ELMO1	0.760375
RGS13	0.825666666666667
TAF11	-0.89175
UNC13A	-1.352875
LOC653314	-0.2392
ORC3L	0.24825
IMAA	-1.807
TARBP2	-1.20975
CABIN1	-0.271
TRIOBP	0.5235625
HIST1H2AC	0.088125
RGS22	-3.385
NCOA1	1.14783333333333
IL25	2.315
SNCG	-0.5255
GPR6	0.265
AMDHD1	-3.38416666666667
CHEK2	-0.37225
C6orf142	-0.08575
DRD4	-0.2425
C14orf68	-0.6605
GDF11	-2.20475
SEMG2	0.2735
CD247	-0.20175
CDAN1	-0.259
RBMX2	-0.2115
TGS1	-0.701
OIT3	3.04975
SYF2	-0.1245
MCM4	-0.5625
PKHD1L1	1.152125
CEP192	-0.1865
IFT88	0.145
RPL9	-0.838142857142857
RAB32	-1.819625
DDX43	-3.37625
P2RX2	0.364333333333333
OR5D18	-0.1165
UBE1	-0.1395
SLC24A1	0.485875
ARHGAP5	0.709
CETP	-0.85175
KIAA1731	1.17583333333333
SLC9A4	0.864
PTPN6	0.73625
BAHD1	0.0405
GRIK3	0.635
CACNB2	-0.9748
PDE10A	0.457
DGCR14	-0.23875
PCDHB9	1.52116666666667
RHOQ	0.715666666666667
MAP3K4	-0.417
KTI12	0.160833333333333
RPL23AP13	-1.893
GNG11	-1.445
CLCN3	0.082
GPAM	-1.8
VSTM2A	-1.105
SLAMF7	4.02416666666667
INTS2	-0.918
PPP2CA	-1.0123
LRP12	-0.803533333333333
SEC14L2	0.983333333333334
DKFZP586H2123	1.4665
MC3R	0.103
CIRH1A	-0.158166666666667
HIST1H2AB	1.05216666666667
POLH	-0.029875
MGC16703	-1.89516666666667
SNAPC2	-0.086
FILIP1L	-0.03525
RASGRP4	0.6545
LRRC1	1.1165
GAS1	-0.0555
PRAC	-0.633
DGKA	-0.377833333333333
NT5C3	-0.18025
PEG3	2.35591666666667
NADK	-1.20625
PRR17	-0.9915
LOC374569	0.8845
SGSH	-0.361833333333333
NLRP8	-0.1565
GALT	0.1315
MCF2	-1.3645
ZNF263	-1.0525
TACSTD1	1.996
TYR	-4.9414
ATP6AP2	0.60825
RNUXA	-0.33675
ABHD10	0.00450000000000002
GDPD2	-1.38325
SLC35C1	-0.31575
UBE2A	0.62575
HERC5	2.05116666666667
FAM112B	-3.26316666666667
FBXL16	0.7375
DKFZP434A0131	-0.01325
ELA3A	-1.488
RBM41	-0.885875
HAO2	0.29825
RNH1	-0.394625
SHANK2	0.413
OSBP2	-0.945875
DAK	-1.17716666666667
C3orf58	1.23208333333333
TCL1B	1.364
KBTBD2	-0.045875
SUGT1L1	0.71225
UBE2E2	0.568333333333333
MYL9	1.58825
CDC23	-0.6115
PBXIP1	0.2024
CXorf40B	0.6015
NBL1	0.549
RTBDN	0.873
RAB11FIP5	-0.224875
TTTY13	-0.1895
SCOTIN	-0.64825
SOHLH1	-1.337
CDKN1A	-0.444785714285714
NCK1	1.5355
ZNF550	0.8805
SAPS3	-0.0526666666666667
SPIN3	-0.269833333333333
MAGEE2	-0.319
MIS12	-0.5455
OR8H2	0.2395
KIAA0774	-2.52816666666667
UNC5D	-2.57
CUL7	-0.344166666666667
LIPC	-2.499
DIO1	0.21375
C20orf11	-0.0217
CTRL	-0.37525
HS3ST2	2.44
PAK4	0.861
CCRL1	2.91575
RNF10	0.6415
ZNF567	1.20875
ZNF660	-0.665
TCEAL3	-0.541
MAGOH	1.60666666666667
CENPB	-0.472333333333333
C19orf7	0.5255
LOC388965	-0.2795
ZCCHC13	0.0295
JMJD1A	-0.1683
HIST1H4H	0.1605
TBRG1	-0.5131
GPC3	-3.96425
TAF1C	0.0175
EBNA1BP2	-0.000333333333333324
CIAPIN1	-0.36975
PDGFRA	0.311166666666667
CSTB	1.505625
CENPI	-1.247
GTF2E2	-0.093
RPP21	0.413
CCNF	-1.44466666666667
KCNQ3	2.6285
FAM79A	0.338
SLC22A12	0.283
NOVA1	-1.76966666666667
FZD3	0.4033
AKAP8	0.41175
SOCS5	0.174375
CFDP1	0.371
DLG5	-0.06125
PGM5	-0.306
C1orf144	0.0313333333333334
HDAC10	-0.538
RND2	-1.228
C20orf199	-0.754
RNMT	-0.802625
SLURP1	1.382
ASTN1	-0.63925
SH3BGR	1.48475
MYCL1	0.08475
ZHX1	0.923666666666667
CENPK	-2.12275
FOSB	0.9432
LOC643406	0.6625
C2orf59	-1.032375
TMEM135	-1.047875
SLC27A2	-3.1565
KRT33A	0.3975
OVOL1	1.27675
PAMCI	-4.046
S100A7	4.6045
ZNF789	-0.1995
HARS2	-0.81275
RPL23A	-1.02116666666667
TCF23	1.50525
UPF3B	0.42575
C17orf78	0.2425
HLA-DOB	2.18216666666667
C14orf142	0.0148333333333333
TEKT5	-0.6855
DMWD	0.5035
POLD1	-0.905666666666667
GSCL	-0.328
CALD1	0.8987
SCRT1	0.0173333333333333
AIG1	0.6985
UNC84B	-0.58675
ZNF404	-0.4995
TMED6	-3.257
KIAA1462	-0.00650000000000001
LRRC27	0.404833333333333
PYGO1	-0.3305
PIGU	-0.892166666666667
ALAS2	-2.7495
WRNIP1	0.695125
CNNM3	-0.02
ZNF2	0.25325
ST3GAL5	-0.79075
MRPL23	-0.025
TSSK6	-0.2175
PSMA6	-0.7185
C16orf70	-0.02625
KIAA1602	-0.32325
ALMS1	0.917
DCN	0.385875
TMEM132D	-1.02625
SUCLG2	-0.56475
ABHD14A	-0.33425
DEXI	-0.176166666666667
AMPD2	-1.015
IFNAR2	1.168
CYB5A	-0.829
TLOC1	0.47015
NXF5	-0.7395
NRBF2	0.356
KCTD3	0.0815
ITGAE	-0.391833333333333
SLC30A3	-1.32283333333333
ZRF1	0.092
IFRD2	-0.81275
XAB1	0.1245
PYCR2	-0.759666666666667
SERPINB3	-3.6425
TMLHE	0.3657
GEFT	-1.944375
ABCA5	-2.635
EMR4	0.182333333333333
TSFM	0.0255
HIST3H2BB	-0.36475
ARHGEF19	0.62725
TSPAN17	-1.064
ABCC8	-1.24025
MAP1S	0.419833333333333
C22orf36	-0.42275
BNC2	-1.18778571428571
HIST1H4A	0.07125
NDUFS3	-0.5665
WDR3	0.288166666666667
XKR4	-0.1585
TTC33	0.269785714285714
STMN2	2.49975
CPN2	-0.6125
HSPC105	2.44825
PCOLCE2	-4.3225
C3orf55	3.229
KLHDC9	-2.9045
TBC1D23	0.769625
ATXN2L	-0.37575
MAP2K3	-0.111666666666667
SCAP	-0.6735
ZNF486	1.3715
C20orf96	-0.4995
NARS	0.4645
ADAMTSL1	-0.817214285714286
PRCC	0.394166666666667
CCDC126	0.135
ZNF675	0.7105
CALCOCO1	0.1
ANKRD43	-1.0475
CWF19L2	0.0496666666666667
ZBTB32	2.92666666666667
BRAF	0.752
ODF4	0.599
MGC14376	0.353
HORMAD1	5.95783333333333
AAK1	0.0225833333333333
PEBP1	0.64075
TNFSF5IP1	-0.322166666666667
DKFZp564N2472	0.33125
RMND1	-1.31425
IGKV1-5	3.82675
COL1A2	1.62916666666667
SERPINA5	-3.16275
AANAT	0.7645
C19orf21	-2.36
GEMIN5	-0.763
UBR4	-0.540333333333333
LTBP3	-0.1585
AMHR2	-1.73916666666667
PROCR	-1.907
MYBBP1A	-0.94875
C20orf39	-0.864666666666666
ZNF697	-0.804375
PASK	-0.584
ZNF776	1.03833333333333
RFXDC2	-0.229875
KIAA0467	0.22475
C10orf96	-2.57775
ZNF503	-1.3135
GULP1	-2.9635
KCNE4	-0.675833333333333
DKFZp434K191	-0.241875
LOC196913	-0.367
BHLHB4	-0.494
CH25H	0.119
LOC81691	-0.247166666666667
ALPL	0.260642857142857
COL12A1	0.651875
FOLR3	-1.03083333333333
GPR123	0.273
TRIM62	-0.474785714285714
ABLIM1	0.1685
MAST3	-0.66225
RHBDD1	0.313166666666667
LOC338809	-0.6235
RYBP	0.683
TTC26	-0.19
ZNF22	0.894333333333333
ISCA2	-0.597
RDM1	-0.49825
PIGM	-0.73925
GNB3	-1.1775
ACTR2	1.2194
HMGB1	1.06095
EDG1	2.28033333333333
SOAT2	-2.6885
OR10AD1	0.4015
RAP1GDS1	0.596916666666667
LCE1F	0.5345
ESM1	-0.865
RCN3	2.18325
CREBL1	-0.12375
DBNL	-0.814833333333333
PTGER3	-0.055625
USP30	-0.252833333333333
BCL2L12	0.105833333333333
KIF26B	2.45125
ZNF416	0.83975
ZNF225	-0.2435
C17orf70	-0.3225
ZNF554	0.765
RAE1	-0.0286666666666667
TNIK	-0.263333333333333
ACTN3	-0.201
MGC45922	-0.1645
CCNA1	-0.482333333333333
RYK	1.39733333333333
IL26	0.196
LRP3	-0.182333333333333
QARS	-0.92625
SOX7	0.991642857142857
BID	0.0155
OR2S2	-0.172
CXCL14	2.42825
C11orf47	-1.2625
MGC29891	0.757666666666667
HSPB8	-1.003
PRDM14	-1.674
NUFIP2	0.1565
MNAT1	-0.49425
ZDHHC2	-2.27958333333333
MBNL2	0.083875
ADD3	-0.66125
CSNK2A1P	-1.2285
KLK6	2.4645
TMEM111	0.5738
KIAA1279	0.561
NUBP2	-0.804166666666667
RAB42	-0.42025
ID3	-1.3508
TM9SF1	0.25875
MDP-1	-0.06975
POU4F2	0.686
IQCK	0.72625
C16orf14	-0.53825
CAPN3	-1.074625
FAM43B	-0.05475
RECQL	0.377
AP1G1	0.635142857142857
CTNNBL1	-0.6265
ECHDC1	-0.1155
SMARCC1	0.3807
FOXQ1	0.06425
GNAI3	0.843333333333333
POLG2	-1.085
CD4	1.66075
ITLN1	1.34
EBI2	5.049
IRF1	0.90175
PTPRE	1.9441
PTK2B	-0.2425
NXNL2	-1.393
SOX4	1.20266666666667
TSPAN3	-0.858833333333333
SH2D1A	-0.7465
C8orf58	-0.179833333333333
USP20	-1.57325
DUSP22	-0.463416666666667
CALB1	-2.4055
L3MBTL2	1.20025
MCRS1	-0.77425
TMEM118	-0.2605
C18orf8	0.351833333333333
FLJ10241	-0.715625
GJA12	0.32625
PKD1	-0.900333333333333
ZFP3	1.259
JAM3	-1.878125
LAPTM4A	1.6367
DIRC2	0.8545
KIAA2022	-0.0833333333333333
MYOM1	0.324166666666667
TRPM8	-2.90016666666667
MOP-1	0.616
PHKG2	0.188375
ZNF650	0.395625
KIAA1522	-0.334375
PSG8	-1.78266666666667
DDX19B	0.338
MOBKL1B	0.43425
DIAPH2	-0.431583333333333
PTPN12	0.39075
CLN8	-0.2984
CRYZL1	-0.147166666666667
CRY2	-0.397916666666667
FCGR2B	3.6315
PNPLA4	1.695
ZNF454	1.471
DKFZp434B1231	0.10425
CLDN11	0.2855
RFWD2	0.6585
CIB2	1.56283333333333
MXRA8	1.077625
HRK	0.96425
MAML2	1.31575
C4orf31	-2.344
C6orf192	-1.9635
COG6	1.666
FAM5B	-0.1815
NFATC1	-0.4101
SEPT10	-0.38
SCYL1	-0.6238
RPP40	-0.56025
SCOC	-0.3858
KIAA1450	-0.47675
CTDSPL2	-0.65275
TBX5	3.20133333333333
NAPG	0.08925
RHD	-4.02675
C14orf45	0.0481666666666667
ZBTB22	0.6075
PLCG1	-1.316
ANKRD10	-0.066625
AQP7P2	-0.236
TAGLN2	0.115833333333333
HTR2C	-2.0185
SLC16A7	-0.638833333333333
C17orf83	-0.553666666666667
TSGA14	0.341833333333333
MDH1	0.98825
PPP3R2	-0.4875
DCBLD2	-0.9695
RBM33	-0.70375
DPH3	-0.1665
SYT10	-1.463
FMO4	1.08975
THYN1	-0.29725
DRD5	0.0585
OTOR	0.172428571428571
PGRMC2	-0.1815
KATNAL1	1.065125
PAQR6	-0.56575
UBE2I	-0.7235
C14orf28	-0.568
C8orf70	0.46
FLYWCH1	-0.72275
ANGPTL3	-1.277
GLRX2	0.2705
ATP11A	0.489285714285714
ARL5B	0.90875
MUC16	2.18025
SLC25A5	-0.194642857142857
ACRC	-1.3425
MYO1C	-0.4555
FAM89B	0.266833333333333
FAS	0.069125
KIFAP3	-0.103
GLRA2	0.5795
BTN3A2	1.1533
CNKSR3	1.832875
CSTF3	-0.510833333333333
ARPM1	1.5275
KIAA1530	-1.1705
C9orf150	-0.087
PRKCI	2.14275
tcag7.1015	-0.864
SOD3	-0.169
ZNF574	0.90225
CYP21A2	-0.375
RPL12	-0.24425
COMMD2	0.52825
WIZ	0.2615
LOC344405	-1.259
ALDH4A1	-0.808058823529412
CRYAB	3.2295
COPA	0.111533333333333
PCDHGA7	0.172333333333333
KIF11	-0.456833333333333
RASD2	1.7855
SLC26A3	-0.887
ZNF175	-0.8355
JAKMIP2	-2.941625
C8orf4	-0.446666666666667
PTHLH	0.26
SLC40A1	-0.330583333333333
OR7D4	0.339166666666667
PCDHB17	4.2645
CD36	1.70478571428571
C6orf203	1.9712
PRKG2	-0.657
LOC400566	1.71
ANAPC13	0.316
SLCO3A1	-0.95925
ZNF692	-0.9
FANCL	0.274
SH3GLB1	1.2845
C12orf61	-0.306
KBTBD6	1.22
SUPT5H	0.595
XRCC6	0.0913
HUS1B	-0.2574
FAM133B	0.7885
LOC728276	0.1715
KCTD18	-0.35725
SOS2	0.533
CCDC99	-1.04525
C1QTNF5	2.9615
NNAT	-0.324166666666667
USP16	0.42475
LARS	0.02475
ZBTB2	-0.151125
ABO	-0.0726666666666666
TRAF3	0.406
GALNT5	-2.895
NAP5	2.009875
ALG14	-0.1995
KIAA0515	-0.409038461538461
WDR75	-0.315
TEX261	0.296083333333333
LY86	0.888
LOC389072	-0.915
FLJ13611	-0.2145
MRGPRX2	0.271
SNRPA	-0.4455
OR2G2	0.326
GPRASP2	-2.5
C7orf42	0.8612
C9orf163	-0.0225
CYP11B2	0.5935
FCRL3	2.6685
PRDX1	0.07525
FGB	-5.88883333333333
COX17	0.58
C16orf33	-0.6405
PIWIL1	0.26
FOLR1	-0.148666666666667
KIAA0082	-0.49975
FREQ	0.6355
TMCC2	-0.00416666666666667
TCF12	0.12525
ZNF721	-0.16025
FAM130A2	0.25225
POU4F1	-0.66875
SNRPF	-0.503
SGIP1	1.70033333333333
ZNF641	0.396166666666667
EMG1	-0.15325
PRRG4	1.6615
HIRA	-1.5765
MYNN	1.32566666666667
AEBP2	0.242833333333333
TBXA2R	0.940166666666667
ISL2	-1.591
PCDHB11	2.7395
RNF144A	-0.124375
MARCH5	0.300375
DULLARD	-0.580833333333333
DCLRE1B	0.364166666666667
ITGA8	1.75375
TP73	-0.22975
PRKCD	0.69175
NDUFB4	0.58675
ATP13A4	1.69975
ANTXR2	-1.41783333333333
COL4A3	-0.377166666666667
MYO10	-1.1058
SLC6A18	0.302
PEX1	0.0915
TMEM74	-1.30266666666667
RBM19	-0.468
TAPBP	0.3421
RUNX1	0.00112499999999999
MID1	0.922833333333334
GPR64	4.50033333333333
RASEF	1.5875
GABRG1	-0.450125
MYO16	-0.40575
DBF4	-0.353166666666667
TSHZ2	1.568
RIPK2	0.631
PPTC7	0.3555
KIF4B	-0.5805
LRRC31	-0.21975
ZNF540	0.64525
EFNB3	-0.264666666666667
LOH12CR1	0.165625
STON2	-0.501
GLP1R	0.57425
CSTF2T	0.474125
IREB2	-0.409125
GRSF1	-0.078
PDCD7	0.261833333333333
LRRC43	-0.6295
CNR1	-0.432166666666667
IL1F7	-0.363
C12orf64	-0.19525
FAM69B	-1.2265
NR2E1	-0.627666666666667
MS4A6A	2.4924
FTL	-0.2289
C7orf36	0.23675
PCLO	-1.1681
DYRK2	0.520416666666667
ARIH2	-0.336625
SAMD7	0.432
SCNN1D	-0.8
SLC32A1	-1.065
C22orf25	-1.3575
MRPS18A	-0.0596
GPR112	-0.026
EARS2	0.20575
ERN2	0.3635
ATPBD3	0.507666666666667
PRH2	0.0935
CDKN2D	2.12933333333333
PGLYRP2	-1.022
TRIM40	-0.2325
SEC14L3	0.398666666666667
SLC22A1	-0.2645
BTN2A3	0.0525
RASA4	-0.4965
CCNL2	-1.66525
MYBPC3	0.7455
GJA4	2.91025
CDC42SE1	0.39775
TRPV2	-0.28875
MYPN	-4.018
SIM1	3.608
CDADC1	0.769166666666667
ZFHX4	-0.419
NIBP	1.39966666666667
ADAMTS19	-2.32475
ABTB2	0.28225
TSPYL2	-0.53775
EIF2S3	-0.4402
SOX30	1.362
AP2A1	-0.537166666666667
DKFZP564O0523	0.122
LOC285398	-0.15525
CDH18	-3.41675
CHL1	-0.852125
GATS	-0.497
TBC1D2B	-0.267833333333333
OR1J1	0.435
GSN	2.01466666666667
DPCR1	0.2335
GARNL4	-0.846833333333333
SMARCA5	-0.201
PLEKHG3	0.132333333333333
ZBTB45	0.4435
FRMD6	-1.59333333333333
PLS1	0.949666666666667
DGKZ	0.144
EFNA1	0.9684
WDR85	-1.113125
ANK2	-0.88325
PAGE4	-1.89633333333333
SENP6	0.936166666666667
AKR7A2	0.04
FKBP10	-1.878
VEGFC	-1.72933333333333
LARP1	-0.345875
SRBD1	-0.28525
ITGB6	2.27025
SLC1A2	0.422857142857143
INVS	-1.154
MPO	0.75675
MOBKL3	-0.398
CUTL2	-1.718
KLK2	-0.198916666666667
VIM	-0.35675
REG1B	-0.0289999999999999
PCDHGC4	-0.34
C3orf34	-1.28016666666667
SUMO3	0.697
CST9L	-1.26475
MLL4	-0.09625
SPR	0.1565
SAMD9L	1.91075
ABCE1	-0.18625
SUPT3H	-1.29533333333333
ACTBL1	-2.1
ADAMTS4	0.738666666666667
SLIT3	2.04675
RHEBL1	-0.62575
NPM2	0.569
MAN1C1	0.0055
KIAA1856	0.0368333333333333
HSPA6	0.88825
LOC388152	0.925
C10orf140	-0.74825
ZDHHC12	-0.3215
LIN7A	-1.6294
PHC2	-0.1185
SPHK1	0.487
TRIM26	0.3563125
FAM83E	-0.6085
C18orf24	0.130666666666667
ZNF578	0.519666666666667
ORAI1	-0.08725
RUVBL1	0.01975
C7orf20	0.0055
APAF1	0.4235
SLC36A4	0.681833333333333
MYH11	1.918
NEK1	-0.409
MPP2	-1.031125
C12orf24	-0.78
TNK2	0.187
ZNF289	-1.1725
MATN3	-3.31528571428571
IFNGR2	1.15733333333333
ITPR1	-1.818125
EBF3	2.1566
TBC1D20	-0.3861
OR10P1	0.642
DDAH2	0.23525
SHPRH	1.25425
STX7	0.712
LOC554248	-1.1615
BCAR1	0.1795
ATXN3	0.24675
TRIM27	-0.707
CDC42EP2	-0.5585
CHP	-0.0792857142857143
SOX17	1.174125
ZNF259	-0.133833333333333
CHCHD1	0.652375
ZDHHC19	0.4205
GBP2	2.9075
GARNL3	1.505
MRC2	0.407
C1orf52	0.54425
AOF2	-0.123
LRPPRC	0.2001
ACVR1C	-1.07083333333333
TM4SF18	4.31183333333333
TMEM169	-0.1125
PPP1R16A	0.417125
EBF1	-0.348833333333333
RRS1	0.425666666666667
SNX2	-0.69675
OR2T2	0.752
RBX1	0.48025
ANKRD54	0.9885
TSNAX	0.357166666666667
TMEM83	-1.60075
ZBTB7A	0.27775
ATM	-1.50358333333333
LOC338328	1.45783333333333
TIE1	1.04533333333333
HIST1H3G	0.488
PASD1	-3.20516666666667
TINAG	0.28425
PCDHAC2	1.2795
LRRC15	-0.874375
WBSCR17	-1.1975
TFF2	4.064
PARP2	-0.52625
NDFIP2	-0.4415
PCDHGB2	-0.214
WDR60	-0.06775
MAP7D2	-1.3479
USP45	-0.0145
GSDML	-0.37125
TNS1	-0.0311
PLCD4	-1.41875
IQCD	1.172
SMPX	-1.101
CD9	0.362666666666667
SRGN	2.1725
CASP7	0.730375
INOC1	-0.266833333333333
DKFZp451M2119	-0.649375
VMAC	0.96
USP53	0.0751
CAMK1G	0.062375
TMEM106A	-0.206166666666667
CDC20	-0.0607
ACSL5	1.04733333333333
CBWD5	-1.222625
C1orf87	-1.66133333333333
KIAA1274	-0.37625
PRUNE2	-2.83035714285714
LYPLA2	-0.890833333333333
DOK6	-2.47466666666667
GPR149	0.282
FAM30A	3.44275
