Hybridization REF	TCGA-A8-A09R-01A-11R-A00Z-07
GRIA2	4.24892857142857
KIAA0825	-0.82225
NUSAP1	-1.60818181818182
LANCL1	0.21525
C15orf40	-0.2157
ZNF645	0.3095
GPR61	-0.08825
NLRP14	0.402
SNX21	0.569
C1QTNF8	0.029
C17orf46	0.38275
IFNA8	0.113
SPRR1B	-2.06866666666667
FLRT1	-0.755
SNX17	0.754166666666667
ASB2	-0.122833333333333
HBG1	-4.868
RPRML	-2.28375
JOSD2	0.46
PLSCR3	0.42775
SPOCD1	0.637833333333333
RAB39	1.0765
GHRH	-0.247666666666667
ITIH5L	0.867
C17orf37	1.32875
SMCR8	0.73625
DPY19L2P3	-1.247
IL11RA	0.246833333333333
GDF3	-3.72883333333333
RPS6KB1	-0.06725
DNAJC19	0.0442
TOP1	-0.2985
CRCT1	-0.59975
MPST	-0.000249999999999959
DPM2	0.00475000000000001
FAM38B	-2.369
SLC18A1	-2.292
FARP1	0.482833333333333
PAX7	0.25025
TUBD1	-1.27475
GNL3	-0.243
BTG2	0.853733333333333
NDUFS6	-0.032
C1orf79	-1.8825
ERAL1	-0.1495
ECHS1	0.3705
VPS4A	-0.582
CYP11A1	-0.773
ABCC6	-1.84071428571429
PBX4	-2.0755
MOSC1	-0.619125
NCF4	1.69975
HYMAI	0.636
NAGPA	-0.12
OTOP2	0.20825
ACOT12	0.31625
MTHFD2L	-0.968375
LOC441376	5.849
C19orf34	0.135
RAB1B	-0.52475
ALDOAP2	-0.0225
NTRK1	-1.18816666666667
ARTS-1	-0.1152
SLC6A11	0.7215
NAP1L2	1.45975
CNGB1	0.283833333333333
EPB41L4B	0.0839166666666666
FAM134B	2.306125
HS3ST3A1	-0.2025
CPXM2	3.82175
SIRPB2	0.574
CHORDC1	-1.01766666666667
TRIB3	-0.519666666666667
SLC2A5	1.45825
C2orf49	-1.03083333333333
DDX5	0.64975
OR5L1	1.239
ANAPC4	-0.476666666666667
ZSWIM1	0.667
LOC93622	0.205875
KCNK3	3.7192
RP11-35N6.1	-1.292
ZFP161	0.598
AQP9	3.42
SLC15A2	-1.65033333333333
MREG	0.373
OR9I1	0.3805
PDLIM2	0.3205
ADAM7	0.6385
GSTCD	-0.226
WDR21A	-0.28425
SLC12A8	1.9945
TMEM174	0.43125
IGSF3	-0.741583333333333
LRRN1	0.32475
LOC402117	0.1475
SRPK1	-1.23733333333333
LY6K	-1.9329375
NFIA	0.6095
PTCD3	-0.333875
LEP	1.11883333333333
PCDH21	-1.15933333333333
MAPKAPK2	1.08207142857143
NMNAT1	-1.161
LHFPL2	1.320625
C9orf43	0.869
DIP2A	-0.482166666666667
ACTR8	0.558875
CCDC34	-1.08625
PTPN22	-0.228625
ITGA3	-0.712375
FAM129C	0.1825
RABGGTA	1.431
UNC45B	0.3615
KIAA1033	-0.109125
ZNF510	-0.4225
CYP2D6	-0.837833333333333
SLC26A10	-1.3275
STX8	0.3085
LUZP1	0.1025
WDR89	0.415833333333333
EIF4G3	-0.5861
C5AR1	0.896625
ZNF623	0.4605
A2M	0.77825
TGM7	0.4625
GRPEL1	-0.346833333333333
LMNB2	-1.3932
ROCK2	-0.631
SNX16	0.54775
CCDC66	-1.52925
ANXA3	-1.2585
KIAA1609	-0.4295
EED	-0.9965
RNF32	0.257666666666667
HES1	1.1018
CLC	1.232
ISL1	-0.711166666666667
KIAA0528	-0.45975
MANEA	0.24225
C1orf61	-2.429
hCG_2001000	0.8625
RAPGEF6	-0.764
KIAA0020	-0.89
NEIL1	0.4445
C16orf45	-0.015375
RBM10	0.198833333333333
C10orf125	-1.142875
MRS2L	-1.2295
DNAH17	-1.11225
C19orf10	-0.3645
C1orf160	0.31975
SLFN12	0.54775
EXOC3	0.0345
HIST3H3	0.80375
NCOR2	0.457333333333333
TNFRSF9	1.993
MFSD8	0.98525
ALX1	-2.60533333333333
NOL1	-1.24925
PODN	2.85425
TIAL1	-1.63575
HIST1H1E	-0.21775
NPY6R	0.46925
TM4SF4	0.95525
CORO2A	0.3235
ETNK2	2.50966666666667
APOE	1.5033
ANGPT4	0.3555
HDGF2	0.33125
G30	3.9135
ST8SIA4	0.494625
F2RL1	0.203125
FAM19A4	-2.25075
CCAR1	-0.86225
B3GNT7	-0.04875
OPHN1	-0.7356
DSCR6	1.104
C21orf13	0.151833333333333
GAS2L1	0.48275
RFX3	-0.529333333333333
COPS4	-0.27725
BCHE	-4.991
BCL2	1.298125
HBZ	-3.04316666666667
ARL13B	-0.303
MAPBPIP	1.530375
MYO15B	0.146625
SPZ1	0.51225
KIAA1324	2.63011111111111
PLCL2	0.063375
C4orf29	-1.1125
WDFY2	-0.64775
ZNF284	-0.6845
NAALADL1	0.3625
DUSP5	0.601833333333333
PXDN	0.963625
SLMO1	0.05175
TNXB	0.6728
BIRC7	-0.9105
A4GALT	0.469666666666667
TIMM22	-0.21125
FAM110C	1.64275
TOMM34	-0.381875
ABHD9	0.0625
ADAM32	1.4735
CRHBP	-0.626
AQP2	0.5645
LOC130355	0.4545
ZNF187	0.136333333333333
ZNF816A	0.4885
F7	-0.908375
CNOT1	-0.3894
SLC13A4	0.597
ZBTB11	0.02375
B3GALT5	-0.8295
EXOC2	0.180666666666667
IRS1	0.4831
TMEM1	0.196333333333333
MRPL34	-0.199666666666667
SAMM50	-0.17825
CDC42EP3	-0.807125
HSF2	-0.0887
MFN2	-0.061
TSPAN7	-2.34766666666667
NUCB1	0.80575
RHOH	-1.98525
ARL16	-0.197
TACR1	0.6925
SFRS5	-0.602666666666667
SNX25	-0.188125
RHBDF1	0.581333333333333
PCDH18	1.5645
HMG1L1	-0.28675
MYO5C	0.7035
MAPK10	-0.2055
LDHAL6A	-0.588666666666667
NUDT12	1.22166666666667
NCAM1	-0.2225
GLIS2	0.813
GGTL4	1.907
DAPP1	0.14075
ATF7	0.6545
KIAA0748	-0.86825
NFIL3	-1.9465
TM6SF1	1.3921
SEZ6	2.778
NANOS3	0.149833333333333
DNAJA3	-0.296
CLDN6	-2.432
CIITA	3.617
EPHA4	-1.94208333333333
FANCC	0.0655
CMTM3	1.195125
PSG3	-0.143
MRPL15	-0.741
C21orf59	-0.99475
PLCXD2	0.04075
C2orf34	-0.51325
UBE2L6	2.145375
MED14	-0.2075
HP1BP3	-0.7229
C6orf208	-0.3
TPBG	0.3165
OSR2	0.044125
XPC	0.277
KLHL7	-1.02258333333333
CCR3	-0.552666666666667
AGTPBP1	-0.846666666666667
PCSK6	0.953666666666667
STAT5A	0.2005
FAM18B	0.249
LONRF2	1.56816666666667
PTPN2	-0.627875
SF3A3	-1.12733333333333
EFCBP2	-0.8665
HCFC1	-0.188666666666667
AHNAK	0.03905
ACTR5	-0.11625
KIF14	-2.18728571428571
TENC1	0.7465
HEATR5B	0.8785
YIPF2	0.285833333333333
MYEOV2	0.6745
DUSP18	1.22175
KIAA1012	0.3195
AHR	-0.118
C17orf53	-0.7775
PTPRH	-1.9365
ATP6V1C1	1.3795
TAS2R3	-1.649
LOC440356	-0.0925
COQ10B	1.5765
PSMF1	0.68575
SORBS2	0.838166666666667
NFE2L2	-0.59225
TMCO7	0.14125
SH3PXD2A	0.1315
SH2D2A	-0.6485
SPINK5	-3.0875
MRPS24	-0.81025
OPA3	0.61775
TRAF7	-0.473
C4orf35	0.2565
MT1G	-1.9
MGC39545	0.2585
HS1BP3	0.9422
OR2B2	0.374
CHRM4	0.111
SFRP2	2.68125
RIC3	2.8545
ART1	0.215
C6orf1	0.947375
DUS4L	-0.84575
C10orf104	0.27675
TNFAIP6	2.62475
RTEL1	-0.7125
CCT4	-0.0295
ZNF709	-0.61125
CHMP6	0.638333333333333
UPP2	0.03475
CYP19A1	-2.144625
CD151	-0.465333333333333
NDUFA13	0.113666666666667
ARFRP1	-0.555666666666667
FAM26B	1.64475
CRYBA1	-1.9645
MRPL41	0.0273333333333333
NPFFR2	-2.362
HRH2	0.3015
SCAMP3	1.25916666666667
MTMR6	0.8603
MTG1	-1.34733333333333
UBTD1	1.35875
CRABP1	-0.9265
FLJ33790	1.5576
KIAA1908	0.9035
GPR158	1.68525
PACSIN3	-1.28866666666667
OMD	4.22083333333333
CATSPER1	0.6485
HOXB8	-1.444
FBXO46	0.364
OAS1	2.212
SVIL	0.23025
PHB2	-1.07775
ADCY3	0.0195
NDRG2	1.68716666666667
ERMAP	0.4436
APBA2	-0.413333333333333
IGSF9	2.8535
WNT6	-0.706785714285714
MYCBPAP	1.685
ATP2B2	-0.318
CPVL	-0.2583
TRAM2	-0.91
NOP5/NOP58	-1.363
ZNRF4	0.069
TLK1	0.331375
MTMR12	0.294142857142857
ZNF384	-0.290666666666667
FAM9B	-2.99375
RPN1	0.4224
PMVK	1.626
EIF3D	-0.1916
SIX2	1.39725
HPS1	0.159142857142857
RNF7	0.69425
PSKH2	0.3915
KCTD13	0.278333333333333
CSMD3	-0.9124
FBF1	-0.4375
IL8	-4.1645
SERPINB13	0.31575
FBXL20	0.16125
BLR1	0.4445
SH2B1	-0.612
RFNG	0.147125
RAB20	0.348333333333333
RBM7	-0.69175
POLR1A	-0.370833333333333
TMPRSS4	0.03775
TAF9	-0.640375
TERF2	-0.447
TNFRSF1A	0.441833333333333
ACADVL	-0.645833333333333
GTF2H5	-0.35775
EDG8	-1.0315
C9orf140	-1.17675
UST6	0.01525
ZBTB8OS	-0.91375
ZNF710	1.7675
GPR174	-1.169
ATP6V0A2	-0.35325
KIAA0319L	-0.374416666666667
XKRX	0.165
DOPEY2	0.231
SDHD	-0.761
SUMF1	1.323
OSM	2.49925
OPN3	-1.038
DAGLB	-0.2285
PPFIBP1	0.5335
TRIM63	-3.27775
C10orf53	1.2255
LYPD3	0.8855
BCL7A	-0.52075
AGER	-1.3415
TCF19	-1.075125
SAT2	0.229
PFTK1	-0.120333333333333
GABRE	-3.55025
C15orf38	1.0432
FIS1	0.252
KCNV2	0.409
CLPS	0.5895
PPCDC	-0.64225
FOXN2	-0.332833333333333
NT5E	-2.4705
CD83	1.2665
IL18	0.766125
VPS16	0.4005
IGFBP2	2.29683333333333
NOTCH2	-0.24625
SIGLEC1	3.46825
CD93	4.887
SULF2	1.1545
CEP164	-0.612625
P53AIP1	-0.285
TOR2A	0.0223333333333333
ZNF136	0.11425
MGP	3.4651
CCDC144A	0.5155
TRPC1	0.295666666666667
SMS	-0.139
MAPK7	0.4265
RRAGC	0.5155
PARD6A	0.759166666666667
NUB1	1.0625
SYNGR4	0.683
OR11H12	0.2895
WIF1	1.997625
GCH1	1.35675
OR11H4	0.2885
SLC44A5	-0.3015
GPRIN2	-0.627166666666667
LOC401431	0.62925
CPA4	-2.6639
MELK	-2.62611111111111
IL15RA	0.7905
CUL3	0.8315
HMBOX1	-0.8205
PODXL	-0.86675
CCT6B	1.45716666666667
COMTD1	-0.06
MUC20	-1.35333333333333
GPX2	-2.925625
ITK	-0.821625
FBXL5	1.6285
C13orf27	-1.5235
DEFA5	0.8815
TRHDE	-0.775
MTP18	-0.721166666666667
UQCRQ	0.6931
ITGB2	2.8315
CSRP2BP	0.8565
TAS2R44	0.3035
PHPT1	0.760125
FAM44C	0.12825
ERH	-1.21075
MPHOSPH1	-2.40383333333333
MORC1	-0.4125
PARVB	-1.13625
LAMA1	-1.84525
PGBD3	-0.10075
GIMAP6	4.153
AREG	1.685
LIPT1	-0.356
MGC99813	1.19975
C1orf201	-0.0416666666666667
GRIN2A	-0.6805
MAN2C1	-0.50325
NSUN5	-0.60375
SF3B5	0.22975
MYC	-2.171875
NRXN1	2.623
ZNF18	0.10975
SPDYA	0.214625
SLC37A1	1.074
DECR2	-0.00600000000000001
ANKRD38	1.91175
SPTLC3	-0.724
SUPT16H	-0.049125
DTWD2	0.9165
ULBP1	-0.2505
ZADH1	-1.2155
OIP5	-2.589
IL10RB	0.223833333333333
OTUB2	0.46825
VWA3A	0.204166666666667
SPIC	0.419166666666667
OR6C4	0.2235
PSCD4	1.74766666666667
DPY19L2P2	-0.006
TRAPPC6A	0.820333333333333
C21orf2	-0.330333333333333
CEMP1	-0.5775
LIN7B	1.244
E2F7	-2.21233333333333
VCP	0.2555
LAMA3	0.7985
BGN	2.1665
GPR160	1.43383333333333
COCH	-1.4285
GPR81	1.668
APOBEC3F	-1.658
tcag7.1017	-0.73775
C1orf32	0.3685
SCGB1D2	3.556
FLJ43987	-1.9905
C6orf170	-0.2055
KLK9	0.782
GPD1L	0.984
VPS37B	-0.55225
ATG3	0.232333333333333
ADAMTS17	-0.118
KLHDC2	0.807333333333333
NDUFV2	0.521
BLK	-2.76875
MATN4	-1.6795
GPM6A	0.856166666666667
GBP4	4.6505
TMEM162	0.128166666666667
PKP2	-0.431
HRASLS	1.64166666666667
MMP1	1.358
SFXN3	0.3257
FSD1	-1.2565
ST6GALNAC3	-2.40416666666667
CA12	2.5609
NCOA6	0.66275
C19orf58	-0.1517
PPP4R1	0.518166666666667
MAN1A2	0.0616666666666667
IKBKAP	-1.058
UPF1	0.0566666666666667
KIAA1219	1.08525
WNT16	-0.2145
SNW1	-0.355375
IL18RAP	3.06025
RPP30	-0.59625
CDC40	0.274428571428571
SETD3	-0.0326666666666667
SLAMF6	0.372
ELK4	-0.3245
TRIM47	0.474833333333333
ACOX3	0.924875
TRIM6	-0.01325
KIAA0372	-0.097
TP53AP1	0.98225
SMURF2	0.09775
ADAD1	0.481
EBP	-0.4411
KRTAP13-2	0.2275
FLJ36874	-1.143
TOR1A	0.169
P2RY4	0.828
GPBP1	0.76925
TRPV1	-0.0205
ADAMTS12	0.755
PES1	-0.4121
ATG4A	1.222
MAGEA10	-4.57575
WFS1	1.487
CC2D1B	-0.463
PABPN1	-0.572375
SLC25A30	0.58375
SLCO1C1	-0.125166666666667
SLC22A5	1.41875
KIF23	-1.90833333333333
SYN2	-0.925166666666667
ASPN	8.7215
CENTG2	0.27525
QSOX2	-0.8526
FLJ10815	0.018
STK24	0.3126875
SPEG	0.4247
STK10	0.703
DACT2	-3.0915
AAAS	-1.149
SSX3	-1.662125
ABCD3	-0.2937
C4orf12	-0.615625
PARVG	1.311
FIG4	0.83675
C9orf46	0.33475
TMCO6	-0.7165
IGHMBP2	-0.21
DUS2L	-0.333833333333333
FAM3C	0.267375
TMEM16D	-2.151625
DCTN4	0.6
KCNH3	-0.00399999999999999
EIF2AK2	0.44125
AP1S3	0.7445
CST4	2.027
PAM	0.6896875
NUTF2	-0.37775
CITED2	-0.0977
SLC39A4	-0.343
C2orf52	-0.871
GRM3	-0.109
C12orf49	1.079
CCDC49	0.4958
GRAMD1B	-1.138625
FNDC4	0.15325
SIAH2	1.021875
GDPD4	0.02375
C21orf87	0.04225
ATP5A1	0.654333333333333
C16orf63	-0.525
LOC388135	1.98816666666667
ATP5J2	-0.53475
MMP3	0.514
EMID2	-0.08925
CRHR1	0.64425
WDR70	-0.3805
C13orf31	1.9055
ZFAND1	-0.0155
CCL18	4.02083333333333
C3orf49	-1.511
RINT1	-1.228
KIAA0408	-1.614
F13A1	5.0045
SLC10A1	-0.475666666666667
OGN	1.5975
GIPC2	-2.37383333333333
XPO6	-0.5255
LCE1A	0.804
FMR1	0.6627
LOC374920	-0.3875
DUSP3	1.029
ANKMY1	0.883
C7orf50	-0.25475
BBS9	-0.4889
UNC119B	-0.495375
C9orf72	0.116875
MGC35440	-1.07025
ENTPD6	0.410625
PPP1R2P9	0.466
ERCC4	0.17
FAHD2B	0.2905
HMHA1	0.7875
HACL1	-0.0975
RAD23A	-0.6955
FAM83B	-0.8015
PPP5C	-0.554666666666667
RNASEH2C	-1.924625
C9orf153	-0.2835
SCAMP4	0.59625
GHITM	0.7233
NDUFB7	0.196125
ADCYAP1	0.217
SP110	1.86466666666667
MAP3K7IP2	0.6125
DHH	-0.308
AGRN	0.258928571428571
WDR33	0.312333333333333
CEP290	-0.9045
PRPS1L1	-0.438333333333333
KLRA1	-0.115
GPR97	0.00549999999999999
CHD7	-1.13191666666667
TLR10	0.70875
SLC30A8	5.276
HIC1	1.22433333333333
IAPP	-0.1705
RXFP4	0.35825
GP1BB	0.7695
SHQ1	0.325
NKX2-3	0.296333333333333
API5	-0.546
FTHP1	0.467
MOV10L1	0.350166666666667
TRIM6-TRIM34	2.08716666666667
ADHFE1	-1.463
FAM117A	0.0975
DDI1	0.794166666666667
CDON	-1.101
TRIM73	-1.7745
IGKC	5.0345
MMP14	0.726916666666667
DYNC1LI1	-0.061875
C11orf66	0.2545
TRBV3-1	-0.8865
FASTKD5	0.60125
BIVM	-1.551
LHX4	-0.16275
CXCL2	-1.886
RAB2B	0.102166666666667
IZUMO1	-1.19125
MAP3K15	-2.150375
FAM19A2	-0.242333333333333
ZC3H8	-0.468333333333333
ZMAT1	1.005125
SPINK5L3	-3.91775
SLC10A6	0.6205
APPL2	-0.298875
CARD10	-0.153333333333333
LOC402176	-1.303
EEF1D	0.3191
RAB6A	0.122
C12orf5	0.185875
PAPOLG	0.07725
MSRB2	0.48625
BCR	0.631777777777778
PUS3	-0.44775
TIAM2	0.61225
ZNF317	0.336166666666667
CHD2	-0.174076923076923
FZD5	-1.0265
NUDT8	-2.43625
ZNF763	-0.5715
PRC1	-0.910888888888889
ABCB9	0.361333333333333
SPATA3	0.1905
TRAK2	0.71225
STAB1	3.089125
LRRTM2	-0.1845
psiTPTE22	1.08675
DBI	0.21975
SERPINA11	-0.72325
NAT5	0.40125
C20orf58	-1.54925
RPS6KA4	-0.143333333333333
FLJ90650	-0.6285
TGFBRAP1	0.342
CHRDL2	1.8985
FAHD2A	-0.1885
CNTN1	-0.17125
BBS4	0.2824
TMEM181	1.27175
MINPP1	-0.51925
MPHOSPH6	-1.36741666666667
HOXC10	-1.6328
ITPKB	0.855
CLPTM1L	0.52
MEOX2	-0.2835
ATP6V0C	0.399125
PRPF8	-0.360333333333333
TMC5	0.48125
FKBP3	0.77925
PLEKHB2	0.08975
OR4D6	0.0075
ZNF544	-1.2715
D2HGDH	-0.042375
RPL18A	-0.9997
HEL308	-0.442875
MPP6	-2.7
TCERG1	-1.37275
KRT16	-0.878333333333333
KLF17	-0.94975
KLF5	-2.579125
CDR1	2.502875
VCX3A	-5.3
FBLN2	2.11425
C14orf104	0.20975
HBE1	-4.5849
OR4S2	0.64
C1orf108	-0.642333333333333
ROBO4	3.437
CPEB4	1.836125
C11orf80	-1.059
BCKDHA	0.6315
MYOC	0.3905
GIF	0.122
CKMT1A	2.127
RPL3	-0.4574
THBS1	3.667875
APOO	-0.687
ARMCX1	0.4845
HSZFP36	-0.26625
SNAPC5	-0.2545
EIF4ENIF1	0.75125
ZNF433	0.092
TNFRSF21	-0.326875
TMPRSS7	0.1795
SPATA18	1.6118
HPDL	-3.2975
MKL2	1.3915
TBX3	0.646615384615385
C21orf93	0.259666666666667
DAXX	0.662
ELMO1	0.193625
RGS13	0.946833333333333
TAF11	-0.33825
UNC13A	2.229875
LOC653314	-0.1748
ORC3L	-0.956
IMAA	-3.3465
TARBP2	-0.61675
CABIN1	-0.6563
TRIOBP	-0.0561875
HIST1H2AC	1.445375
RGS22	0.323166666666667
NCOA1	0.971833333333333
IL25	0.3205
SNCG	-0.4465
GPR6	0.873
AMDHD1	-1.51233333333333
CHEK2	-1.48425
C6orf142	-1.69075
DRD4	0.57925
C14orf68	-0.9675
GDF11	-1.3155
SEMG2	-0.6445
CD247	-0.7045
CDAN1	-0.6955
RBMX2	0.145666666666667
TGS1	-0.09775
OIT3	0.63675
SYF2	0.18675
MCM4	-2.14125
PKHD1L1	-0.169
CEP192	-0.775333333333333
IFT88	0.64925
RPL9	-0.535
RAB32	0.498625
DDX43	-2.06375
P2RX2	0.1825
OR5D18	0.4185
UBE1	-0.111
SLC24A1	0.425375
ARHGAP5	0.60025
CETP	-1.02375
KIAA1731	-1.3385
SLC9A4	0.5755
PTPN6	1.454
BAHD1	0.826
GRIK3	1.0965
CACNB2	-0.1484
PDE10A	-0.247
DGCR14	-0.292
PCDHB9	0.1115
RHOQ	0.862666666666667
MAP3K4	-0.2115
KTI12	-0.0916666666666667
RPL23AP13	-1.863
GNG11	-1.02925
CLCN3	0.600166666666667
GPAM	-1.076375
VSTM2A	-1.848
SLAMF7	3.53183333333333
INTS2	0.19
PPP2CA	1.2331
LRP12	0.367266666666667
SEC14L2	0.801777777777778
DKFZP586H2123	2.14625
MC3R	-0.4595
CIRH1A	-1.82216666666667
HIST1H2AB	1.05566666666667
POLH	-0.97575
MGC16703	-1.28066666666667
SNAPC2	0.1645
FILIP1L	1.414
RASGRP4	0.319
LRRC1	2.015
GAS1	1.8415
PRAC	-1.09175
DGKA	-0.536833333333333
NT5C3	-0.91625
PEG3	-4.14433333333333
NADK	-0.46875
PRR17	0.64425
LOC374569	-0.437
SGSH	0.636
NLRP8	-0.0845
GALT	-0.5537
MCF2	-1.539
ZNF263	1.199
TACSTD1	1.78566666666667
TYR	-6.1311
ATP6AP2	0.65175
RNUXA	0.0365
ABHD10	-0.1553
GDPD2	1.55375
SLC35C1	-0.295
UBE2A	0.287375
HERC5	-1.23933333333333
FAM112B	-4.261
FBXL16	1.8525
DKFZP434A0131	-0.8215
ELA3A	-2.4945
RBM41	-0.684125
HAO2	-0.2955
RNH1	0.707
SHANK2	0.761666666666667
OSBP2	-1.000375
DAK	-0.238
C3orf58	0.0405
TCL1B	-1.46
KBTBD2	-0.0555
SUGT1L1	0.549
UBE2E2	1.513
MYL9	2.4655
CDC23	-0.192833333333333
PBXIP1	1.8314
CXorf40B	1.0075
NBL1	1.02575
RTBDN	2.3785
RAB11FIP5	0.6085
TTTY13	-0.213
SCOTIN	1.08416666666667
SOHLH1	-0.469166666666667
CDKN1A	1.74321428571429
NCK1	-0.18875
ZNF550	-0.89225
SAPS3	-0.110583333333333
SPIN3	2.22783333333333
MAGEE2	-0.261
MIS12	-0.906
OR8H2	0.5915
KIAA0774	-0.817833333333333
UNC5D	-0.1905
CUL7	-0.288666666666667
LIPC	-3.1875
DIO1	3.003
C20orf11	0.2636
CTRL	-0.71275
HS3ST2	1.16525
PAK4	0.659166666666667
CCRL1	3.58725
RNF10	0.064375
ZNF567	0.05925
ZNF660	-0.9005
TCEAL3	2.724
MAGOH	-1.22383333333333
CENPB	0.243833333333333
C19orf7	0.77825
LOC388965	0.17025
ZCCHC13	-0.412
JMJD1A	-0.8802
HIST1H4H	1.5965
TBRG1	-0.7382
GPC3	-2.89875
TAF1C	-0.649
EBNA1BP2	-0.804166666666667
CIAPIN1	-0.367
PDGFRA	-0.691722222222222
CSTB	-0.791125
CENPI	-1.16433333333333
GTF2E2	-0.855833333333333
RPP21	-0.36725
CCNF	-0.464166666666667
KCNQ3	1.1245
FAM79A	0.51375
SLC22A12	0.1735
NOVA1	-0.1305
FZD3	-0.3421
AKAP8	-0.558
SOCS5	0.55125
CFDP1	-0.81725
DLG5	0.6955
PGM5	-0.0523333333333333
C1orf144	0.182166666666667
HDAC10	-0.8495
RND2	-0.00699999999999995
C20orf199	-1.791
RNMT	-0.418375
SLURP1	0.24475
ASTN1	-0.773125
SH3BGR	0.157
MYCL1	-1.1315
ZHX1	0.598333333333333
CENPK	-2.2045
FOSB	0.5587
LOC643406	1.01825
C2orf59	-0.631
TMEM135	-0.01625
SLC27A2	-0.102
KRT33A	2.505
OVOL1	1.405
PAMCI	-3.36083333333333
S100A7	3.05
ZNF789	-1.8425
HARS2	0.44675
RPL23A	-0.722666666666667
TCF23	0.2095
UPF3B	-1.212375
C17orf78	0.178
HLA-DOB	1.48483333333333
C14orf142	-0.433833333333333
TEKT5	0.535666666666667
DMWD	0.0945
POLD1	-1.928
GSCL	-0.0715
CALD1	0.426
SCRT1	1.05666666666667
AIG1	1.01675
UNC84B	0.55625
ZNF404	-2.06075
TMED6	-3.56125
KIAA1462	0.8875
LRRC27	1.34233333333333
PYGO1	0.254
PIGU	0.0425
ALAS2	-3.49033333333333
WRNIP1	0.05625
CNNM3	0.0025
ZNF2	0.65325
ST3GAL5	0.60775
MRPL23	0.11575
TSSK6	-0.06425
PSMA6	0.841
C16orf70	-0.40125
KIAA1602	0.45325
ALMS1	-0.257166666666667
DCN	3.296
TMEM132D	-0.618
SUCLG2	0.56925
ABHD14A	0.3105
DEXI	0.0316666666666667
AMPD2	-0.4925
IFNAR2	-0.363833333333333
CYB5A	2.2936
TLOC1	1.2176
NXF5	-0.781333333333333
NRBF2	0.229125
KCTD3	1.26975
ITGAE	-0.558333333333333
SLC30A3	-2.14433333333333
ZRF1	-0.9515
IFRD2	-0.281625
XAB1	-0.3105
PYCR2	0.404333333333333
SERPINB3	-4.088
TMLHE	0.0269
GEFT	-0.916625
ABCA5	-0.429375
EMR4	-0.1645
TSFM	0.09
HIST3H2BB	-0.1715
ARHGEF19	0.3185
TSPAN17	1.04966666666667
ABCC8	4.36675
MAP1S	0.554166666666667
C22orf36	0.986
BNC2	0.487714285714286
HIST1H4A	-0.91025
NDUFS3	-0.2385
WDR3	-1.346
XKR4	-0.9725
TTC33	0.0386428571428572
STMN2	3.87975
CPN2	-1.03233333333333
HSPC105	0.916625
PCOLCE2	-4.0255
C3orf55	0.768
KLHDC9	2.87333333333333
TBC1D23	0.30375
ATXN2L	-1.05266666666667
MAP2K3	0.288666666666667
SCAP	0.59375
ZNF486	-0.9805
C20orf96	-0.46675
NARS	0.047
ADAMTSL1	-0.677357142857143
PRCC	0.772833333333333
CCDC126	1.85341666666667
ZNF675	-1.2595
CALCOCO1	-0.00825
ANKRD43	2.8035
CWF19L2	-0.311833333333333
ZBTB32	1.3645
BRAF	-0.01125
ODF4	0.85775
MGC14376	0.887
HORMAD1	-2.4658
AAK1	0.244454545454546
PEBP1	0.663083333333333
TNFSF5IP1	0.150333333333333
DKFZp564N2472	0.44375
RMND1	1.96175
IGKV1-5	4.81525
COL1A2	3.596
SERPINA5	-0.22275
AANAT	0.466
C19orf21	2.11033333333333
GEMIN5	0.07675
UBR4	-0.2265
LTBP3	0.678333333333333
AMHR2	-1.50216666666667
PROCR	-0.1195
MYBBP1A	-1.1045
C20orf39	2.2245
ZNF697	-0.37925
PASK	-0.563
ZNF776	0.569666666666667
RFXDC2	-0.091125
KIAA0467	-0.53875
C10orf96	-3.1325
ZNF503	-1.11725
GULP1	-1.66433333333333
KCNE4	1.95316666666667
DKFZp434K191	-1.038875
LOC196913	-0.298
BHLHB4	0.5595
CH25H	1.2745
LOC81691	-1.38683333333333
ALPL	-0.213357142857143
COL12A1	3.185625
FOLR3	-2.6285
GPR123	-0.1305
TRIM62	1.0295
ABLIM1	0.271666666666667
MAST3	0.69625
RHBDD1	0.464333333333333
LOC338809	1.1315
RYBP	0.3455
TTC26	0.0445
ZNF22	-0.762166666666667
ISCA2	-0.0515
RDM1	-1.0425
PIGM	1.463
GNB3	-1.1305
ACTR2	0.5772
HMGB1	0.29705
EDG1	1.9625
SOAT2	-2.911
OR10AD1	0.474
RAP1GDS1	0.660166666666667
LCE1F	0.4735
ESM1	0.71025
RCN3	2.45075
CREBL1	-0.32675
DBNL	0.074
PTGER3	1.70075
USP30	1.10983333333333
BCL2L12	-1.79583333333333
KIF26B	2.74075
ZNF416	0.2195
ZNF225	0.13
C17orf70	0.35375
ZNF554	0.95875
RAE1	-0.513833333333333
TNIK	0.519833333333333
ACTN3	0.533
MGC45922	0.9485
CCNA1	-0.2635
RYK	0.058
IL26	0.2105
LRP3	0.776833333333333
QARS	0.22725
SOX7	0.0294285714285714
BID	-0.894125
OR2S2	0.3995
CXCL14	5.848
C11orf47	-1.036
MGC29891	1.12316666666667
HSPB8	3.1027
PRDM14	-2.1185
NUFIP2	0.88175
MNAT1	1.2065
ZDHHC2	0.198416666666667
MBNL2	1.479
ADD3	-1.053375
CSNK2A1P	-0.501
KLK6	-1.42966666666667
TMEM111	1.2829
KIAA1279	0.1755
NUBP2	0.1275
