Hybridization REF	TCGA-A8-A06N-01A-12R-A056-07
FAM91A1	1.02
CALM2	0.493833333333333
GYG2	-4.12675
PARS2	0.845
INTS12	0.7355
CTSF	3.55775
BNIPL	3.54175
GNA13	0.543375
HUNK	0.036
ZBTB4	1.163625
B4GALT4	0.27475
CHD1L	-2.435125
MSTO1	0.290333333333333
FUT8	0.666153846153846
AGA	1.00125
TRMT11	-0.2655
WWP1	4.2805
B9D2	0.174333333333333
STAT1	2.629375
PTTG1	-2.74083333333333
TMEM62	1.75375
SSBP2	-0.14525
MRFAP1	1.36866666666667
NME4	-0.873875
LOC55565	0.769833333333333
DLL4	2.1045
MYOCD	0.6395
HTR3D	0.344
C9orf156	1.27875
CHMP4C	3.62766666666667
PROCA1	-0.2125
GCDH	0.8305
APOF	-0.626
WEE1	0.0483333333333333
SSR4	-0.3865
RGS1	4.78775
ACCN4	-1.76716666666667
FLJ20489	0.387125
ZNF215	-3.45966666666667
AGPAT6	0.754125
PDE7B	-1.32725
BBX	0.452
MS4A3	-4.953
OR4A16	0.876
EFEMP1	2.195375
TULP2	-1.06016666666667
RERE	1.232375
BNC1	-3.7245
PIGB	0.142
COMMD8	0.63325
TRIP11	0.716166666666667
FLJ40142	-0.11825
PCDHB6	0.22725
FKBP8	-0.794666666666667
FLJ12716	1.342
POT1	-0.0275
KIAA1109	1.185
PTPRC	-0.5305
UNQ9391	0.27
CCT7	-0.456666666666667
EEF1A2	-0.302
MIPEP	-0.5365
ZFX	-0.0608
UCHL3	-0.814375
LOC388419	0.116
GSG1L	-0.666
RAB24	-0.245416666666667
SLA2	-1.84025
SDS	1.94283333333333
LYPLA3	-0.0735
CASQ1	2.674
SLC25A40	-1.26683333333333
IRAK1BP1	0.7375
ACOT6	-0.285
COL9A3	-6.44875
ASB11	0.2095
C2orf18	0.644
FOXD2	-0.07425
C6orf211	4.34675
OR8G1	-0.0308333333333333
MDGA1	-0.19675
ADARB1	-1.50125
GGT1	1.001
WNT1	0.0316
DBP	0.9215
COL5A3	-0.12125
RHOD	1.3905
COL4A2	0.6645
LOC201164	1.28225
HEBP1	6.23575
LUM	-3.52433333333333
ZCCHC6	1.11825
PAGE1	-4.28383333333333
DTX2	0.114
SLC7A13	4.61475
H3F3A	0.642785714285714
RABIF	-0.029875
D4S234E	-3.77
DYRK3	-1.46933333333333
PFAS	-1.04716666666667
ALOXE3	0.844833333333333
RPLP0	-0.472071428571429
RBM34	-0.313666666666667
C12orf28	1.824
U2AF2	0.0456666666666667
MKNK2	-0.0724374999999999
SEC16A	1.13266666666667
ZNF44	1.2892
YWHAG	0.1615
IGF2BP2	-2.88841666666667
OR1D5	0.3315
SIX6	-3.34975
CCR6	-1.378
PALM	1.2695
PUM2	0.5435
SPRYD5	-1.8875
ALG10B	0.055625
ZNF365	-2.18725
PHC1	-1.4365
KIAA0913	0.54475
ARX	0.242428571428571
PPP3CB	0.308
IRX6	-0.0869
ANGPTL4	-4.2281
LSM14B	-0.0681
PCDHGB7	0.13
INSM1	2.78708333333333
WBP2NL	-0.785
ZNF493	-0.4848125
NGEF	-2.4
RNASE13	0.482
SPPL2A	-0.0776666666666667
SFXN1	-0.45675
FAM102A	1.595375
SAPS2	0.280833333333333
JTV1	-1.084
OR51B4	-1.48575
SCGB1A1	0.316
NEUROD2	0.278125
tAKR	0.2725
C1orf26	0.69375
RICH2	1.538
TEDDM1	-0.18325
CYP2S1	-0.2615
TBCE	-0.31
MAPK1	-1.12075
HDHD1A	-1.0825
MRM1	1.19475
ATP9A	0.890428571428572
HSD17B3	1.28633333333333
HN1L	1.23416666666667
RNF216	-0.55575
HOXD12	0.393
PPP1R14B	-2.634125
SBF1	-1.5875
TAS2R42	-0.135
USP46	1.31883333333333
LILRB3	1.65666666666667
SPI1	0.8955
OXSM	-0.066
GYS2	0.245666666666667
NUPL2	-0.55775
C8orf46	-0.314375
SF3A1	-0.21045
C21orf99	-0.24675
HOXB4	-1.4096
YRDC	0.486
GPRC5D	1.25
BLVRA	0.277125
KIF12	3.9815
LRRC23	1.34375
FAM14A	2.17816666666667
RASL12	-0.04375
DAZAP2	2.026
IKBKB	0.731714285714286
ZNF271	0.407833333333333
BOK	-2.6975
CXorf6	-2.72975
MYEOV	-2.3195
BTN2A2	-0.4183
FRG1	0.09925
HSP90AB6P	0.214
ENOX1	-2.215
ZNF706	0.9903
DOK1	0.8508
PGAP1	0.129625
TMEM136	-1.0625
FSCN1	-2.9585
KIF17	-0.5705
TRIM66	0.9055
CBR3	-3.82433333333333
C13orf24	-0.293833333333333
C19orf52	0.00275
BNIP1	1.28025
AQP3	-3.9105
KRT6C	-3.43683333333333
SIRPA	-0.93375
IGFBP6	-0.283666666666667
PLEKHK1	-1.47625
RNASE7	-0.016
ARHGEF15	1.09875
NPHS2	0.24375
SRD5A1	-1.07525
REXO4	-0.49175
EEF1DP3	1.3235
SLC37A2	-0.8915
ZNF142	1.12675
ANKHD1	-1.319
MUT	0.4535
VPS37A	-1.23775
GPRIN1	-1.5245
SLC38A3	-2.089875
BAZ2B	1.1995
WDR87	0.338666666666667
BRD7	-0.6725
POU6F2	-0.753
NISCH	0.479125
TCEB1	1.3005
LINGO2	-3.493
TAX1BP3	-2.848
RPL34	-0.0272222222222222
MARK2	-0.0431666666666667
AKAP12	-3.3103
AMBN	0.2015
SLC25A27	0.196333333333333
FLJ21865	0.37825
KIR2DS2	0.248666666666667
WDR77	-0.28925
ATF2	-0.255583333333333
ITFG3	0.317666666666667
SLC39A13	1.2315
ARL6IP5	1.387
C10orf137	-0.630125
QTRT1	-0.307166666666667
CCNT1	0.48975
DYNLL1	0.9959
WDR53	0.369
LIPG	-1.98883333333333
ASAH3	0.423
HELB	-0.52675
PHACTR2	-1.728
VENTX	-0.43025
LAD1	-0.175166666666667
PAOX	0.8255
MAPK8	-0.443
CCDC38	1.6955
DNAJC8	0.0533
RBBP8	-1.81325
WNT11	-1.3128
KCNJ12	-1.30466666666667
HDAC8	0.05
STARD4	-3.2075
ACVR1	-0.00983333333333333
C14orf65	0.145333333333333
KLB	-2.339
C1orf65	0.76825
ZFYVE28	1.0455
NSUN6	-0.384
KIF27	-0.8045
SYTL2	1.04616666666667
UBXD2	0.1268
OR6T1	0.334
CCDC91	0.940714285714286
GRID2	0.397
CALN1	-1.586375
ZNF423	-2.043
PSMB4	-0.0273333333333333
XPNPEP3	-0.402833333333333
ARPP-21	-3.0922
SART1	-0.73
RACGAP1P	-1.686
SPTA1	-3.43225
C6orf113	-0.1545
C7orf16	-2.28925
CHST7	0.713833333333333
C21orf29	-0.827
SEMA6D	-3.10042857142857
PCMTD1	2.515
KIAA1754	-2.39316666666667
MYCN	-1.7213125
KCNJ3	6.06525
MAPK13	2.4267
ERO1LB	1.704
NTF3	-3.36283333333333
NKX6-2	-0.45775
GTF2B	0.856
GSPT1	-0.616166666666667
GUSB	0.998833333333333
LOC221091	-3.079
LIG1	-0.97075
EXTL3	-1.2045
NID2	-3.06225
TTC29	0.11225
TMEM97	-0.9225
EXTL2	-0.751666666666667
SUZ12	0.828
IL1F8	0.295
KRT18	0.627727272727273
MRPS16	-0.78525
PI4K2B	-0.3475
LACRT	-0.5045
OR51F2	0.7325
JMJD2C	-0.00625000000000002
KGFLP1	1.88125
CDK5RAP3	0.7366
YTHDF2	0.491166666666667
GGCX	0.74175
ARPC4	-0.085
EGLN2	1.74083333333333
KBTBD4	1.45571428571429
ROBO3	-1.9884
DEFB118	-0.225
KIAA1543	2.27525
RTCD1	0.331666666666667
MZF1	0.57325
C18orf26	0.0615
CNIH4	-0.4525
ZFP2	1.3585
HTATSF1	1.01375
WFDC2	1.637
NDUFA7	1.268
TTC22	0.0423333333333333
FAM40B	-3.00325
DCPS	-1.99
SH2D1B	4.588
MRGPRE	0.41
SBK1	0.4065
UNQ6411	0.2105
OSBPL9	0.1225
NUP107	-0.5165
MYOZ3	0.6415
PDE4B	-2.50391666666667
FAM113A	-0.1015
IDH3G	0.115333333333333
FBXL7	2.17825
ARFGAP3	-1.25525
MAPRE2	0.241307692307692
IL1RN	1.3501
KIF13A	-0.672
RAC3	-0.928
TCTE1	-0.225
TMEM14B	-0.230166666666667
ADIPOR1	0.861833333333333
GRINA	2.655
CLIP4	-3.25925
LRIT2	0.2145
TFPI	-4.02142857142857
FABP6	-1.62025
SLITRK2	-0.4066
HKR1	2.0925
SMTN	-1.3505
C1orf75	-0.215
CD209	0.376125
CYB5R2	-2.79775
DNTTIP2	0.274166666666667
CSGlcA-T	-0.047875
GABRB3	-3.39
PCBD1	-0.4755
TAF3	0.111583333333333
HOXD3	-1.56233333333333
GIPC3	-0.17
P11	0.4219
BFSP1	-4.145
LCP2	-0.208
TAS2R8	0.679
SEZ6L	-0.721625
NR2C1	-0.611125
EXDL2	1.8746
TNFRSF13B	-2.94666666666667
MKI67	-3.7245
GLS	-0.0858333333333333
C7orf54	-1.0713
LGALS13	0.329333333333333
IL4R	-1.99525
SEC11A	-0.368
SPP2	0.217166666666667
C18orf32	1.64525
CLSPN	-1.21383333333333
SPAG1	1.5835
C9orf82	0.06375
TM4SF1	0.855666666666667
EMILIN2	-0.378
SMG7	0.561666666666667
TAS2R13	0.1815
ZNF628	0.0215
DZIP1L	-1.1565
ANKRD13A	-0.5729
VASP	-0.016125
ZCCHC11	-0.484375
SYPL1	-0.958125
MGC34774	0.5955
C4orf28	0.382125
KIAA1211	0.301666666666667
RPS27L	-0.9855
TATDN3	-0.0455
PDCD1	-1.34175
OR5P2	0.3135
IFIT1L	0.6625
MIPOL1	0.14675
OR51D1	0.27075
C1orf92	-1.09616666666667
LAMP2	0.478777777777778
CAT	-0.122333333333333
C16orf80	-0.8105
C15orf32	0.285
ZNF746	-0.19425
C1orf76	-1.1285
ATXN1	0.7825
LAMC2	-2.11925
SLC2A7	-0.124
CPOX	-1.99275
APH1B	1.61216666666667
LOC442245	1.6935
CTNND1	1.69827777777778
GABRG2	-0.953
MADCAM1	-0.439166666666667
F5	-3.35775
SEMA4F	0.372333333333333
NUDCD3	1.10525
PDZD11	0.59
TRIML1	-0.1015
GCNT3	-2.79866666666667
TMEM120A	-0.413
CNDP1	-0.781
N4BP1	-0.56925
SLC35F2	-1.925875
LCP1	-0.923666666666667
IGBP1	-0.0152
DCAKD	1.0995
ELA2A	-0.9285
C12orf56	-2.35575
PITRM1	-1.01707142857143
GUK1	-0.05
RASSF8	-1.168125
OR2A14	0.51525
ADM	-3.396
FGD3	0.4725
GHRHR	0.297833333333333
RHPN2	1.3475
C4orf39	1.66483333333333
VPS72	0.04425
SERF2	1.31872222222222
CD22	2.45633333333333
CD47	0.2083
PPIC	-1.204
IMPDH1	-0.0471666666666667
ACP6	-0.0858333333333333
PRKACA	-0.4525
PPP1R1A	-2.5515
TRPV3	-0.15
ASXL1	-0.12225
C17orf55	-1.574
FXYD1	-1.63616666666667
LMOD2	-0.0295
ANKRD33	0.426
LCE2C	-0.156
ZNF620	0.734
DKFZP566E164	-1.896
VSIG2	-1.17
KIAA1128	0.0405
USO1	-0.0306666666666667
NUDT4	0.740214285714286
CLDN1	-2.2145
OR4Q3	0.2835
FASTK	0.1915
ICOS	-0.3135
LDB1	-0.09975
GSTA5	0.47175
ABCC1	-1.38933333333333
FAM54A	-2.8575
PCBP2	-0.260666666666667
NUP205	-0.87275
ACTA1	-2.27066666666667
GABBR2	-2.507
PIP5K1B	-3.00733333333333
AGXT	-2.26733333333333
RNF181	-0.07175
ATP8A2	-1.69875
AFTPH	1.835375
FGF21	0.3195
FCER1G	1.5355
SNTB1	-2.9105
SLC24A3	-2.24625
TXNL4B	-1.4483
RPL10L	-0.930166666666667
LOC389517	-0.16505
TSGA13	0.5085
SHOX2	-2.81033333333333
ITGA7	-1.1844
KCNIP2	-0.642333333333333
KLF13	0.3695
ZFAND2A	-0.27025
CEACAM1	1.75057142857143
PFKFB4	-2.13166666666667
MED19	0.95675
LRRC57	0.771666666666667
RNF11	1.20825
ANKRD32	-1.7895
P117	0.359
OBFC2A	-2.13566666666667
POLD3	-0.8135
RAB18	0.699625
TPH2	0.155
PHB	0.6251
JDP2	0.662833333333333
MORF4L1	-0.134
POU2F1	-0.66025
CNNM2	0.904916666666666
LOXHD1	0.203333333333333
ZC3H15	-0.853
ELK3	0.1145
FAM111B	-0.28825
CBLC	3.359
SBNO1	0.5075
ANKMY2	-1.2515
PLEKHA5	0.588
DHX58	3.86933333333333
ARCN1	-0.506833333333333
TREML1	0.4014
KNCN	-0.423
SEC24A	-0.37
PSCA	-1.32525
MGC24125	0.820166666666667
DNA2L	-1.23575
CIB4	-0.7305
HIGD2A	0.3455
TBX6	0.0153333333333334
TTLL5	-0.318
SGK3	3.24566666666667
GCN1L1	0.15775
AMOT	0.4704
LDOC1	0.9545
NRK	-1.1255
ASB9	-3.736
NAT1	-0.4549
TRAFD1	0.29025
PEAR1	0.199
FAM36A	-0.354625
OR1S2	0.325333333333333
LOC388323	-2.05475
PGS1	0.554333333333333
LEPREL1	-3.70575
TFF1	-3.7925
HAP1	-0.02025
EPHB2	-0.80475
ACTG1	0.266666666666667
ZFP42	-1.92783333333333
HAVCR2	-0.2218
NME1	-0.3915
SNX26	0.0705
LACTB	-0.94
ZKSCAN2	0.37575
C5orf35	-0.414
ANKS3	0.018
RBM28	-1.11425
DKFZP586P0123	-0.36975
HNRNPA1	-0.149
BCAS3	-0.652833333333333
FLJ20184	0.2095
POLA2	-1.73166666666667
TMC7	-1.49933333333333
HSD17B6	1.92
ZNF658B	1.24983333333333
TTTY10	0.103333333333333
RANBP9	-0.259333333333333
CPNE7	-3.31583333333333
EVL	1.55388235294118
LNX1	0.69375
IFNA21	0.325
CFD	0.3065
PYCARD	-2.03866666666667
MYBPC2	-2.139
ENPP3	-1.4545
ACSL4	-3.1775
LOC440258	-0.4045
TMEM176B	2.296
SOX2	-5.64525
SCO1	-0.355666666666667
COMT	1.31125
AOC2	-0.13225
PDLIM5	2.87835714285714
SPHK2	0.732833333333333
NXPH2	-0.3115
GPR108	0.887166666666667
RAD51L1	0.022
TMEM54	1.203
LETMD1	-0.308
SLC6A17	0.7325
KRT75	-0.2845
STT3B	-1.0815
CD3EAP	-0.526166666666667
TMEM63A	0.10975
DUSP13	1.96125
CD1C	-2.75166666666667
LASS2	1.38616666666667
AVP	0.67
PITPNM1	-3.206
FLJ22795	-1.6405
MCTP1	-1.7145
TRIM68	0.762166666666667
UCK2	-1.06116666666667
ABHD1	1.7815
FAM50A	0.47375
RNASEH1	-1.33316666666667
PCP2	2.8585
OR52H1	0.434
C20orf149	0.71425
RBP5	-0.956833333333333
HYAL3	-1.0065
CLPB	-0.6955
SMNDC1	-0.58325
DONSON	-2.7965
FLJ27523	0.027
BARHL2	-0.0851666666666667
SLC30A9	0.6045
TMPRSS11B	-0.4495
E2F8	-1.22983333333333
CCDC25	-1.06883333333333
C14orf48	0.5815
C20orf116	1.019375
TSPAN11	0.21
YIF1B	-1.20783333333333
FAM12B	2.37375
OR1L6	0.3015
HPN	1.2791
NBN	0.278625
C14orf94	-0.309333333333333
OCLM	-0.331
ZSCAN18	2.587
L3MBTL	-0.3548
TSTA3	1.00466666666667
RAC1	0.039
C19orf15	-0.0276666666666666
NFE2	-2.57925
KLK14	0.746
ARSF	0.3675
MAST2	0.2045
AMICA1	1.23283333333333
GTF2A1	0.457375
ATP1A3	0.532
TC2N	2.9879
PNKP	0.205
ODZ2	-4.83175
MATR3	0.631625
S100P	-2.1265
KRT82	0.509
CA13	-0.1423
PROZ	-2.171
AASDH	0.537
C19orf40	-0.336333333333333
DCK	0.347923076923077
FAM5C	-1.48425
SLC6A4	3.187
MID1IP1	0.33925
TESSP5	2.435
TMOD4	-0.172
DOCK2	-1.76516666666667
TUG1	-0.17325
NUP214	-0.83475
DPYSL2	-2.10663636363636
GOLM1	-0.976333333333333
MPFL	0.19
SOX13	1.04125
SDCCAG8	0.728
KEL	-1.99916666666667
NUP210L	-3.04875
GK	0.831
DNAJB1	1.28875
ALPK3	-0.1025
CHID1	0.8916
CYLC2	0.3535
IKZF5	0.2675
C8orf51	1.8255
PPM1J	2.31625
GIMAP8	2.42383333333333
GPR101	-0.3125
NR2F1	-4.3295
ACAD8	0.15925
RBM35A	2.72575
GNAI2	-1.1775
METTL8	-0.955333333333333
SLC39A7	-0.49425
FBXO8	1.22525
CAMK1	-1.28275
RFC3	-1.441
FAM129A	3.31214285714286
ILF2	-0.53025
FGFBP3	-1.939875
NOM1	-0.463
PSMA3	-0.69225
ASCC3	-0.2505
ZYG11A	-0.244
SOX21	-1.852375
LYRM1	0.34825
DEFB1	-0.2415
LOC91431	-1.9745
OR7C2	1.429
FAM46B	0.184625
TMEM18	0.289125
ARHGAP30	-0.101166666666667
TMEM86A	1.9545
EPHA2	-2.20733333333333
C10orf46	0.3767
TCHH	-1.31233333333333
C3orf30	-0.1708
LOC285636	0.0583333333333333
PAIP2	1.255
CYP2U1	-0.195125
C12orf34	2.26575
SARS2	-0.455666666666667
ZCWPW1	1.18675
SAMD12	2.91875
KIAA1430	0.595125
ACAT1	-1.67
MEOX1	-1.52016666666667
ADAMDEC1	4.27575
PHKA2	-0.379
CARD11	-1.94133333333333
CALML4	-1.689
TSSC1	-0.5675
TMEM45A	-5.103
MPP7	2.0825
POU1F1	0.8815
SLC2A13	-0.4446
FBN2	-0.0972142857142857
ZC3H7A	0.1176
LAIR2	-2.0135
ST3GAL1	2.60633333333333
LCT	-2.77775
GEMIN8	0.615333333333333
KLF16	0.3718
HIF3A	-0.2683
FAM44A	0.421785714285714
AQP10	-1.0805
PLA2G2A	-2.353
FOLH1	0.697
C20orf186	0.26
MAPKAP1	-0.644625
SPRR2D	-1.73025
UBQLN4	-0.671333333333333
RSHL1	0.120833333333333
PIAS3	-0.35275
MRPL24	0.92325
GREB1	-1.62075
FAM27E3	-2.3885
NUP62CL	-0.0045
NEUROG3	0.7625
REEP3	-0.20975
MARK1	-2.526875
LMBRD1	0.9935
PRPF19	-1.3155
PNMT	1.4415
CTGLF1	-0.703
SLC25A16	-0.2885
EIF2B3	-0.488
RPA2	0.23875
PAK6	2.03366666666667
CCDC26	-4.92275
SEMA3E	3.37175
MXD4	0.7055
TNFSF10	2.1102
SMARCB1	0.00916666666666667
DTX3L	2.3765
PLA2G4E	0.425
PPAP2A	0.8025
ULK1	0.168166666666667
TAS1R3	0.0635
SLC2A3	-4.22045454545455
ARID3A	-2.00475
GNG5	-0.701
ACOX1	0.792
KIF5B	0.238
NUP153	-0.7005
MUC7	0.3555
CSDE1	-0.487142857142857
CLPTM1	0.5575
C3orf23	-0.844875
LRRC17	-3.18033333333333
TTYH3	-1.929875
ATP5B	-0.3335
ELF3	2.1265
CPSF3L	0.0766666666666667
ZNF665	0.708333333333333
TLR6	-0.5418
GPI	-1.167375
RAD9A	-0.095625
NDST4	-3.79575
AGPAT3	0.442916666666667
MAGI3	1.66233333333333
ADORA2A	-0.0825
CACNG7	0.7665
CAMK2D	-2.63757142857143
CCHCR1	-0.6935
RPS27A	-0.699
OR10G7	0.328333333333333
GCM2	0.197
FAM135B	4.6503
E2F1	-1.284
PLCB3	-1.2145
OR2AE1	0.3235
COIL	0.364166666666667
CDC25C	-1.87483333333333
RAB11FIP2	0.264583333333333
TSC2	0.4965
CTGLF5	-1.3495
CCDC108	0.5485
OR13C4	0.54325
C10orf81	-0.23825
PTPRB	0.6625
ACP2	0.54925
LAG3	-0.1055
MRPL54	0.38425
LOC201175	1.1565
ITGB1BP3	-2.0675
SPTAN1	-0.0126666666666667
SIPA1L2	0.7085
RCAN2	0.114
CDX2	-1.534
ECOP	-0.76775
ACTR1A	-0.615285714285714
PPARG	-2.55716666666667
BBS10	1.11316666666667
TMEM44	-1.55925
BPIL2	0.29125
CITED1	-1.7265
IRF6	4.35025
PRDM4	0.394666666666667
RRP9	-0.8185
OR10H4	0.305
IL31RA	-0.58475
GNB1L	-0.661833333333333
MYBL2	-2.74925
ZNF407	1.222
PPIG	0.00316666666666667
TTC18	2.9905
RPSA	-0.5445
MAPT	-0.982375
MRE11A	-0.645428571428572
C8orf37	1.084
RASGEF1C	-1.10283333333333
STBD1	0.14775
CTAG2	-0.442666666666667
MGAT5B	-3.09283333333333
ECM1	-2.1105
RLN1	2.4475
PARP14	2.798875
EPB41L1	1.05
HOXA3	-2.04908333333333
MAGEA9	-3.68275
RPS8	-0.337333333333333
RPS19BP1	0.442
FOXJ2	0.439125
C10orf76	0.06025
IL17RE	0.802
C10orf65	-0.56125
ZNF343	0.745833333333333
FBXO33	0.413125
UHMK1	1.4457
LY6G6C	3.471
FGF19	-2.45875
C14orf128	0.44
IFIT2	3.500125
TIGD1	-0.51725
S100G	0.143
GUCY1B3	-0.292
NR3C1	0.0561
CORO1B	0.682833333333333
PARP11	1.37958333333333
DNALI1	5.40833333333333
OR4N4	0.101714285714286
MAP2K6	-1.18016666666667
FSTL4	0.73775
ANKRD47	0.771375
TMEM171	-2.068
PNLIP	-0.193
YY1	0.059
CCDC138	-2.14416666666667
AASDHPPT	-1.2028
CKS1B	-1.5446
MCM3	-1.0385
ANAPC7	0.062
FAM110A	3.40525
CDC37L1	0.654666666666667
THTPA	1.70625
NBPF20	-1.963
WDR24	1.11275
NPTX2	-3.862
CBLB	0.469166666666667
CETN1	-0.2905
RPUSD1	0.28725
FAF1	-0.034
CDK6	-4.245
HMX2	-0.3725
CSK	-1.1655
TEAD2	-2.4045
SNAP25	-1.95275
TUFT1	0.0666
TMTC3	1.52616666666667
LCK	-4.01425
SGOL1	-1.9385
AKTIP	0.93175
FURIN	0.6815
SOX12	-0.00383333333333333
DEFB103A	0.10925
RAMP1	3.77175
KIR3DX1	-1.531
GAS2L3	-0.91275
PDE8A	-1.4212
EDN3	-0.8635
GMIP	0.381
SF3A2	0.522
FN3KRP	1.368
SMAD7	0.8075
RHBDD2	1.223
OR11H6	0.3595
PPP1R3B	-0.1124
C9orf23	0.5155
CADPS	-3.83475
GOLGA8A	-2.926
TMEM57	1.575
RGL3	1.283
S100A14	-4.05475
FGFR2	1.0251875
XRCC3	-0.32775
RTN4RL2	0.96625
MGC3771	2.362
GH2	0.404166666666667
BTBD2	0.24075
LMO2	-1.0455
RDBP	-0.0365
ACRBP	-1.52275
AMY2A	2.31775
DUOXA1	0.4555
PTK7	-1.74
TWF2	-0.889166666666667
FAM80A	1.9875
TNNI2	-3.639
GLT25D1	-1.52316666666667
OCC-1	-3.5205
CYC1	0.670166666666667
RPL22	-0.286409090909091
MORN3	2.89666666666667
DISP1	1.679
PRB2	0.6765
CHUK	-0.30075
HR	-1.639375
CCDC134	-0.520875
DENND4B	-0.62125
C14orf130	0.3925
RAB33A	-2.9925
DCST2	0.327
TNMD	-2.004
PEX7	1.5
FAM62A	-0.31025
SRD5A2L	-0.07475
IL22	0.3555
RPS26	-1.42833333333333
HOXC5	-0.7855
SPATA6	0.8335
FLJ38482	1.14025
ZNF234	1.036
C18orf22	0.3795
SPATA22	0.13275
THOC1	-0.553
CYP7B1	-0.53
KCNC3	3.12775
C8orf42	-1.385
ALDH1B1	-1.06633333333333
CCDC100	0.8357
ARMC4	-0.2985
FAM18B2	-0.06125
SLC44A1	0.682625
FBXO17	-1.16133333333333
C6orf107	0.26325
C19orf29	-0.16325
ZC3HAV1L	-0.19425
PARP6	0.3844
SULT2A1	-5.7415
C1orf159	-0.642
TMC1	0.4265
CHST14	0.246
GAMT	0.734333333333333
SMCP	-0.343333333333333
TSPAN33	-0.469
MIDN	-0.276375
NOX4	-0.5085
RNASEN	-0.059
TBX1	3.26116666666667
SALL2	2
C10orf35	0.9475
CYP2E1	-0.1855
LRFN2	3.79333333333333
ACO1	-2.66283333333333
IQCG	0.9482
MEGF9	1.8855
TM7SF4	0.06175
PLEKHA1	-0.5356
STK33	-3.86066666666667
C1orf210	3.55775
SNUPN	-0.1114
KIAA0406	-0.5209
C20orf29	0.8015
TMEM55B	0.9645
OSTM1	-0.2098125
CLCN7	0.996
OTP	-0.1565
FLJ23049	0.72275
HEATR4	0.3
MAP3K10	0.970666666666667
PCDHGA9	-0.264
AMDHD2	1.13525
LCTL	-2.0335
PDCD2L	-0.8475
CABLES2	0.08975
SLC5A9	-0.57875
CLCA2	-3.17316666666667
MGC16025	-1.571
STRAP	-0.558
C20orf196	0.311
RRBP1	-0.458666666666667
NAT13	-0.856
MAT2B	0.807875
CSNK1D	-0.198833333333333
KIR3DL1	0.72675
PRKAG3	0.435
ZNF599	1.1815
PRM3	1.1505
PER2	1.92016666666667
ASPHD1	-3.0155
PRMT6	0.503
KCNE1L	-1.47821428571429
FAM118A	-1.29116666666667
TAF4	-0.37525
NDUFB6	-0.054
TRIM9	-0.907916666666667
PMFBP1	-0.3795
KY	0.48
DKFZp762E1312	-2.85354545454545
CSMD1	-1.84875
TBP	-0.5885
OR1Q1	0.2695
RETNLB	0.26975
HPGD	-0.914642857142857
DNAJC12	3.80333333333333
FKBP1B	0.70625
ANKRD24	0.4155
CXXC5	1.41966666666667
IL3	0.649875
DRAM	2.0202
PTCH1	-1.0715
TP53BP1	-0.20625
SLC17A7	0.0975
COL25A1	-1.5067
AMACR	0.369333333333333
RHCG	-0.488
VPS13A	-0.435166666666667
FAM55D	0.3285
PRPF38B	-0.278833333333333
OSBPL6	1.717
PFDN5	0.6791
CMTM6	0.738
KCNK12	-2.2865
RP2	-0.20375
C16orf52	-0.871
PICK1	0.8985
IFNE1	-1.86966666666667
SEMA4B	0.55575
TYRO3	-2.916
OR12D2	0.1485
CSNK1A1	1.48285
FANCF	1.41925
LONP2	-0.13875
TBL1Y	-0.3815
LDOC1L	-0.276375
CCNC	0.094
C3orf60	0.322
CHKA	-0.814
UBAP1	0.40475
MAP3K1	0.633
ANKRD9	-0.99575
FAM92A1	-4.71116666666667
GAB2	-0.52475
AZU1	-0.418
DIS3	-0.325
C21orf109	-1.7635
IQCB1	-0.88525
SPATS2	-0.103833333333333
EFCAB3	0.753
PRB3	1.3235
FUZ	1.18933333333333
ZNF813	0.708625
BMPER	-1.73033333333333
HEG1	-1.3805
ALS2CR11	-2.43525
SURF2	0.299
PSMC1	0.11725
OR2D2	0.4615
SLC7A8	2.741
C4orf40	0.00499999999999998
SPATA7	0.49425
MAZ	0.0803333333333333
PIN4	0.83475
PDE1A	-2.66425
TAF6L	-0.204
OR2T34	0.3955
KIAA0284	0.2455
ACADS	1.93336363636364
MKRN2	-0.623
C18orf56	-2.55625
MS4A6E	-0.79
GALNT4	0.7619
C22orf31	-0.8285
FLJ36070	-0.0875
PSME4	-0.933
TFG	-0.5491
EPHX2	0.80975
ANXA5	-0.750875
KRTAP1-1	-0.2824
BATF	2.96425
KARS	-1.93075
MSTP9	-1.1795
GPR26	1.325875
CCDC72	0.12625
TEF	1.37083333333333
FOXK1	-0.2994
PRLHR	0.299
EMX1	3.483
C11orf30	-0.403625
ICK	1.449625
THSD7B	-1.322
C21orf100	-0.517
DUOX1	2.5405
EFCAB4B	-0.32475
UBE2G2	-0.8525
C3orf54	-0.46075
PARP1	-0.34725
FAM60A	-1.001
C6orf146	0.5575
OR9K2	0.3585
DDX55	-0.522333333333333
RPS15	-0.0425833333333333
ZNF618	0.1190625
DKFZp686D0972	-0.71075
SSPO	-0.295
SHFM3P1	0.594333333333333
CPA6	-0.909
JAG2	-0.85125
DEFA3	2.849
PPBPL2	0.612166666666667
CD34	3.72125
SLCO4A1	-3.743375
AFG3L1	-1.19783333333333
SHD	-1.111
RP13-122B23.3	-0.1615
PRKCSH	-0.329833333333333
DPH5	0.0303333333333333
HLA-F	1.657375
TBC1D4	-1.82075
RIG	-0.1985
GLUD1	0.371333333333333
HNRPCL1	0.5405
HBXIP	0.528
RNF207	-0.742
APIP	0.36325
PLA2G3	-3.03966666666667
