Hybridization REF	TCGA-A2-A0EV-01A-11R-A034-07
LINGO2	-2.54275
TAX1BP3	-0.55225
RPL34	-0.224888888888889
MARK2	0.256833333333333
AKAP12	-0.5665
AMBN	-0.6615
SLC25A27	-2.46966666666667
FLJ21865	0.01425
KIR2DS2	0.397666666666667
WDR77	-1.13175
ATF2	0.28
ITFG3	0.514
SLC39A13	1.15375
ARL6IP5	1.4475
C10orf137	-0.917375
QTRT1	-0.900666666666667
CCNT1	-2.19025
DYNLL1	0.2537
WDR53	0.4945
LIPG	-1.65133333333333
ASAH3	-0.688
HELB	0.183
PHACTR2	0.3145
VENTX	0.0475
LAD1	-0.752166666666667
PAOX	1.529
MAPK8	-0.8565
CCDC38	-0.141666666666667
DNAJC8	0.00240000000000001
RBBP8	0.1215
WNT11	-0.1394
KCNJ12	-0.6295
HDAC8	0.149333333333333
STARD4	-1.84275
ACVR1	0.999
C14orf65	-0.592166666666667
KLB	-0.8485
C1orf65	1.117
ZFYVE28	0.224625
NSUN6	0.259
KIF27	0.141833333333333
SYTL2	0.780166666666667
UBXD2	0.3837
OR6T1	0.688
CCDC91	0.595571428571429
GRID2	-0.8395
CALN1	0.139125
ZNF423	0.29275
PSMB4	-0.254
XPNPEP3	-0.498333333333333
ARPP-21	-2.2349
SART1	-0.52875
RACGAP1P	-1.984
SPTA1	-6.576
C6orf113	-0.4845
C7orf16	-3.7445
CHST7	-0.468166666666667
C21orf29	-0.550333333333333
SEMA6D	-0.770375
PCMTD1	2.2725
KIAA1754	-0.777833333333333
MYCN	-1.651875
KCNJ3	0.49
MAPK13	1.9815
ERO1LB	1.59075
NTF3	-1.15766666666667
NKX6-2	-1.26633333333333
GTF2B	-0.0505
GSPT1	-0.543666666666667
GUSB	0.598666666666667
LOC221091	-0.425
LIG1	-0.8245
EXTL3	-0.372833333333333
NID2	-1.67525
TTC29	-0.545
TMEM97	-0.2245
EXTL2	-1.26466666666667
SUZ12	0.615125
IL1F8	-0.506
KRT18	0.463636363636364
MRPS16	-0.622416666666667
PI4K2B	0.22275
LACRT	-0.178
OR51F2	0.4215
JMJD2C	-0.530125
KGFLP1	1.453
CDK5RAP3	0.0502
YTHDF2	0.949
GGCX	1.505
ARPC4	0.55125
EGLN2	1.34933333333333
KBTBD4	0.499214285714286
ROBO3	-0.9647
DEFB118	-0.423
KIAA1543	0.9975
RTCD1	-0.334
MZF1	0.0225
C18orf26	-0.02
CNIH4	0.2285
ZFP2	0.624666666666667
HTATSF1	0.332
WFDC2	2.063125
NDUFA7	0.1185
TTC22	0.680333333333333
FAM40B	-2.13875
DCPS	-0.58425
SH2D1B	-2.3885
MRGPRE	0.5295
SBK1	0.51
UNQ6411	-0.656
OSBPL9	-0.6535
NUP107	-0.5905
MYOZ3	-0.5736
PDE4B	-0.0609166666666667
FAM113A	-0.6865
IDH3G	0.149833333333333
FBXL7	0.856875
ARFGAP3	-0.3975
MAPRE2	-0.813
IL1RN	-1.5105
KIF13A	0.51375
RAC3	-0.8015
TCTE1	-0.1455
TMEM14B	0.109166666666667
ADIPOR1	0.0376666666666667
GRINA	1.1145
CLIP4	0.1585
LRIT2	-1.574
TFPI	-2.98578571428571
FABP6	3.34125
SLITRK2	-0.0263
HKR1	0.32
SMTN	-0.10725
C1orf75	0.44525
CD209	0.52575
CYB5R2	0.90325
DNTTIP2	-0.115666666666667
CSGlcA-T	0.69625
GABRB3	-1.44133333333333
PCBD1	-0.143833333333333
TAF3	1.32158333333333
HOXD3	-0.419833333333333
GIPC3	-0.446833333333333
P11	-0.0323
BFSP1	-0.404
LCP2	0.81
TAS2R8	-0.1525
SEZ6L	-0.259857142857143
NR2C1	-0.578625
EXDL2	0.4842
TNFRSF13B	-2.0754
MKI67	-2.422
GLS	-0.534416666666667
C7orf54	-0.3525
LGALS13	1.416
IL4R	1.215
SEC11A	-0.298833333333333
SPP2	-0.232666666666667
C18orf32	0.92425
CLSPN	-1.44066666666667
SPAG1	0.619875
C9orf82	-0.37825
TM4SF1	-1.24958333333333
EMILIN2	1.588
SMG7	0.101
TAS2R13	0.2215
ZNF628	0.246
DZIP1L	-0.134833333333333
ANKRD13A	0.0143
VASP	1.373
ZCCHC11	-2.6875
SYPL1	0.2145
MGC34774	0.210666666666667
C4orf28	0.48175
KIAA1211	0.536333333333333
RPS27L	0.624
TATDN3	0.124
PDCD1	0.60525
OR5P2	0.5505
IFIT1L	0.5215
MIPOL1	0.24425
OR51D1	0.393
C1orf92	-0.5745
LAMP2	0.836111111111111
CAT	0.555333333333333
C16orf80	-0.52125
C15orf32	2.7365
ZNF746	-0.2295
C1orf76	-1.7785
ATXN1	0.95425
LAMC2	-0.437625
SLC2A7	-0.635
CPOX	-2.2875
APH1B	1.6595
LOC442245	-0.8575
CTNND1	0.816777777777778
GABRG2	-0.26075
MADCAM1	-0.333833333333333
F5	-2.124125
SEMA4F	0.0485
NUDCD3	0.267625
PDZD11	0.535
TRIML1	-0.915
GCNT3	-2.80883333333333
TMEM120A	0.21275
CNDP1	-0.078
N4BP1	0.79275
SLC35F2	-1.719
LCP1	0.221583333333333
IGBP1	0.2041
DCAKD	1.53875
ELA2A	-1.0595
C12orf56	-2.17875
PITRM1	0.422071428571428
GUK1	0.0665
RASSF8	0.0148125
OR2A14	1.264
ADM	-3.009
FGD3	3.34033333333333
GHRHR	-0.1376
RHPN2	0.002
C4orf39	-1.67916666666667
VPS72	0.37325
SERF2	0.465111111111111
CD22	0.4666
CD47	0.3492
PPIC	1.45566666666667
IMPDH1	-0.635666666666667
ACP6	0.130666666666667
PRKACA	-0.2835
PPP1R1A	0.851875
TRPV3	-0.233333333333333
ASXL1	-0.77
C17orf55	-0.671666666666667
FXYD1	-0.425333333333333
LMOD2	-0.738
ANKRD33	-0.1865
LCE2C	-0.4505
ZNF620	-0.634
DKFZP566E164	-0.52
VSIG2	-0.0236666666666667
KIAA1128	0.7625
USO1	-0.177833333333333
NUDT4	0.857571428571429
CLDN1	-0.309857142857143
OR4Q3	0.1135
FASTK	0.2085
ICOS	1.61733333333333
LDB1	0.213
GSTA5	-0.16875
ABCC1	-2.12033333333333
FAM54A	-2.415
PCBP2	-0.432333333333333
NUP205	-1.71575
ACTA1	-1.98966666666667
GABBR2	-1.5435
PIP5K1B	-1.9765
AGXT	-2.12366666666667
RNF181	0.657
ATP8A2	-0.84225
AFTPH	1.0644375
FGF21	-0.21225
FCER1G	1.920875
SNTB1	-0.66475
SLC24A3	2.197375
TXNL4B	-1.4483
RPL10L	-0.814666666666667
LOC389517	-0.463
TSGA13	-2.532
SHOX2	-0.152166666666667
ITGA7	-0.766
KCNIP2	-0.287
KLF13	0.6157
ZFAND2A	-0.64275
CEACAM1	0.997571428571429
PFKFB4	-2.60133333333333
MED19	0.586
LRRC57	0.1955
RNF11	0.74375
ANKRD32	-2.10125
P117	0.53575
OBFC2A	-0.00633333333333332
POLD3	-0.503333333333333
RAB18	1.742875
TPH2	-0.269666666666667
PHB	0.3713
JDP2	2.00633333333333
MORF4L1	-0.0458
POU2F1	-0.09425
CNNM2	-1.00854545454545
LOXHD1	0.3298
ZC3H15	-0.834
ELK3	0.804166666666667
FAM111B	0.03825
CBLC	3.88916666666667
SBNO1	0.8345
ANKMY2	-0.25425
PLEKHA5	-1.18225
DHX58	3.04666666666667
ARCN1	-0.103833333333333
TREML1	-0.0682
KNCN	-0.67
SEC24A	-0.275625
PSCA	0.01475
MGC24125	-0.092
DNA2L	-1.7635
CIB4	-0.133125
HIGD2A	-0.00950000000000003
TBX6	-0.154333333333333
TTLL5	-0.599
SGK3	0.372666666666667
GCN1L1	-0.06
AMOT	-0.0876999999999999
LDOC1	0.315833333333333
NRK	-0.352333333333333
ASB9	-2.7215
NAT1	3.9915
TRAFD1	0.3565
PEAR1	0.341833333333333
FAM36A	0.236875
OR1S2	0.2288
LOC388323	-2.4955
PGS1	-0.476833333333333
LEPREL1	-3.30125
TFF1	-3.05383333333333
HAP1	-0.1305
EPHB2	0.328
ACTG1	0.609
ZFP42	-0.7716
HAVCR2	1.0294
NME1	-0.3695
SNX26	-0.378666666666667
LACTB	1.06933333333333
ZKSCAN2	-0.376375
C5orf35	0.37575
ANKS3	-1.05575
RBM28	-1.136
DKFZP586P0123	-0.86925
HNRNPA1	-0.1415
BCAS3	-0.329416666666667
FLJ20184	0.351
POLA2	-1.63366666666667
TMC7	-0.348833333333333
HSD17B6	1.8865
ZNF658B	0.6955
TTTY10	-0.577166666666667
RANBP9	-0.417416666666667
CPNE7	-2.30816666666667
EVL	1.39258823529412
LNX1	1.15558333333333
IFNA21	-0.441666666666667
CFD	1.4305
PYCARD	2.1345
MYBPC2	-1.792
ENPP3	-3.07316666666667
ACSL4	-1.619
LOC440258	0.266
TMEM176B	3.68016666666667
SOX2	-1.237
SCO1	-0.644666666666667
COMT	-0.87025
AOC2	-0.78925
PDLIM5	1.64271428571429
SPHK2	0.768666666666667
NXPH2	1.2765
GPR108	0.577833333333333
RAD51L1	-0.164666666666667
TMEM54	0.8625
LETMD1	-0.734
SLC6A17	0.01875
KRT75	1.116
STT3B	-0.3505
CD3EAP	0.272
TMEM63A	-0.00925000000000001
DUSP13	-2.818
CD1C	-0.0396666666666667
LASS2	0.410333333333333
AVP	0.654
PITPNM1	-1.3825
FLJ22795	-1.136
MCTP1	-1.7675
TRIM68	1.09316666666667
UCK2	-1.043
ABHD1	0.2045
FAM50A	0.32525
RNASEH1	-0.972833333333333
PCP2	0.470666666666667
OR52H1	0.0644999999999999
C20orf149	-0.30325
RBP5	-0.0945
HYAL3	-0.13975
CLPB	-1.31625
SMNDC1	-0.309
DONSON	-1.95816666666667
FLJ27523	-0.4125
BARHL2	-0.473833333333333
SLC30A9	0.215166666666667
TMPRSS11B	1.03733333333333
E2F8	-0.775166666666667
CCDC25	0.24775
C14orf48	-0.01475
C20orf116	0.34775
TSPAN11	0.575
YIF1B	-0.7195
FAM12B	0.79725
OR1L6	0.456
HPN	-2.547
NBN	0.431625
C14orf94	-0.946833333333333
OCLM	-0.399
ZSCAN18	1.645
L3MBTL	-1.2947
TSTA3	0.208166666666667
RAC1	0.002875
C19orf15	-0.0358333333333334
NFE2	-3.13825
KLK14	0.037
ARSF	-0.2645
MAST2	0.205333333333333
AMICA1	3.1375
GTF2A1	0.945625
ATP1A3	-0.016
TC2N	3.2907
PNKP	-0.26325
ODZ2	-0.2395
MATR3	0.425875
S100P	-2.930875
KRT82	-0.681
CA13	-0.4263
PROZ	-1.17866666666667
AASDH	0.43125
C19orf40	-0.655833333333333
DCK	-0.472692307692308
FAM5C	-1.81375
SLC6A4	-0.8555
MID1IP1	0.084125
TESSP5	0.519
TMOD4	-0.6025
DOCK2	-0.624333333333333
TUG1	0.203625
NUP214	-0.97925
DPYSL2	-0.274772727272727
GOLM1	1.68925
MPFL	0.172666666666667
SOX13	1.105
SDCCAG8	1.3918
KEL	-1.92466666666667
NUP210L	-2.65625
GK	-1.04571428571429
DNAJB1	0.755
ALPK3	-0.0675
CHID1	0.2368
CYLC2	0.7498
IKZF5	0.89225
C8orf51	0.437
PPM1J	1.05575
GIMAP8	3.31866666666667
GPR101	0.028
NR2F1	0.194
ACAD8	0.01075
RBM35A	1.01
GNAI2	-0.0176666666666667
METTL8	-0.3905
SLC39A7	0.4735
FBXO8	0.647
CAMK1	-0.48225
RFC3	-1.62475
FAM129A	2.63935714285714
ILF2	-0.574
FGFBP3	-2.034125
NOM1	-0.483166666666667
PSMA3	-0.30975
ASCC3	0.5358
ZYG11A	-0.113
SOX21	-0.99625
LYRM1	0.58825
DEFB1	1.2705
LOC91431	-2.54883333333333
OR7C2	1.297
FAM46B	0.639125
TMEM18	-0.417
ARHGAP30	1.3095
TMEM86A	2.75516666666667
EPHA2	-1.18583333333333
C10orf46	1.25
TCHH	0.299833333333333
C3orf30	-0.3205
LOC285636	-0.0648333333333333
PAIP2	-0.14075
CYP2U1	0.165571428571429
C12orf34	0.1655
SARS2	-0.624
ZCWPW1	1.71675
SAMD12	2.243625
KIAA1430	0.278
ACAT1	-0.45825
MEOX1	0.743666666666667
ADAMDEC1	4.141
PHKA2	-1.12875
CARD11	-0.792166666666667
CALML4	-1.0435
TSSC1	-0.7545
TMEM45A	-1.04833333333333
MPP7	3.325
POU1F1	-0.29975
SLC2A13	-0.000699999999999978
FBN2	-1.43576923076923
ZC3H7A	-0.1581
LAIR2	-0.6955
ST3GAL1	0.0948333333333333
LCT	-3.732
GEMIN8	0.343666666666667
KLF16	0.1637
HIF3A	-0.261555555555556
FAM44A	0.3865
AQP10	-1.1533
PLA2G2A	-1.6955
FOLH1	1.55833333333333
C20orf186	-1.733
MAPKAP1	-0.777375
SPRR2D	-2.817
UBQLN4	-0.894666666666667
RSHL1	0.2105
PIAS3	1.235375
MRPL24	0.8475
GREB1	0.1345
FAM27E3	-2.9925
NUP62CL	-0.5015
NEUROG3	-0.199
REEP3	0.915916666666667
MARK1	-0.880125
LMBRD1	0.595
PRPF19	-1.581
PNMT	-1.54633333333333
CTGLF1	-2.367
SLC25A16	-0.3045
EIF2B3	-0.522
RPA2	-0.336
PAK6	1.11516666666667
CCDC26	-4.403625
SEMA3E	4.72325
MXD4	0.9593
TNFSF10	4.8716
SMARCB1	-0.388
DTX3L	1.29916666666667
PLA2G4E	0.1725
PPAP2A	1.344
ULK1	0.586333333333333
TAS1R3	-0.654
SLC2A3	-3.23763636363636
ARID3A	-2.137
GNG5	0.18375
ACOX1	0.8299
KIF5B	0.66775
NUP153	-0.8785
MUC7	-1.2475
CSDE1	-0.467428571428571
CLPTM1	-0.5595
C3orf23	0.35975
LRRC17	1.2105
TTYH3	-0.990125
ATP5B	-0.3865
ELF3	1.1744
CPSF3L	-0.314166666666667
ZNF665	0.281666666666667
TLR6	1.1007
GPI	-1.178125
RAD9A	-0.24025
NDST4	-3.38325
AGPAT3	0.422583333333333
MAGI3	3.5055
ADORA2A	-0.272
CACNG7	-0.4085
CAMK2D	-0.631357142857143
CCHCR1	-0.40075
RPS27A	-1.25875
OR10G7	-0.054
GCM2	-0.565
FAM135B	1.2407
E2F1	-1.5095
PLCB3	0.0505
OR2AE1	-1.0735
COIL	0.327166666666667
CDC25C	-0.792166666666667
RAB11FIP2	0.07
TSC2	0.637
CTGLF5	-1.6975
CCDC108	0.0355
OR13C4	0.3685
C10orf81	5.62375
PTPRB	1.02625
ACP2	0.725
LAG3	0.57025
MRPL54	0.701
LOC201175	0.7665
ITGB1BP3	-1.24325
SPTAN1	-0.023
SIPA1L2	0.734
RCAN2	-0.574
CDX2	-0.039
ECOP	0.29925
ACTR1A	0.302571428571429
PPARG	-0.913166666666667
BBS10	0.433166666666667
TMEM44	-0.604125
BPIL2	-0.88475
CITED1	-1.1315
IRF6	4.32525
PRDM4	0.378666666666667
RRP9	-0.765166666666667
OR10H4	0.3855
IL31RA	-0.81175
GNB1L	-1.99666666666667
MYBL2	-2.260875
ZNF407	0.543
PPIG	0.140833333333333
TTC18	3.12275
RPSA	-1.35
MAPT	1.93975
MRE11A	-0.225357142857143
C8orf37	-0.0798333333333333
RASGEF1C	-1.5208
STBD1	-0.072
CTAG2	0.520333333333333
MGAT5B	-2.22366666666667
ECM1	2.830875
RLN1	2.136
PARP14	1.2640625
EPB41L1	1.5563
HOXA3	-0.549666666666667
MAGEA9	-6.2805
RPS8	-1.17966666666667
RPS19BP1	-0.22475
FOXJ2	-0.591125
C10orf76	0.23075
IL17RE	0.38475
C10orf65	-0.33325
ZNF343	-0.157
FBXO33	-0.41175
UHMK1	1.9891
LY6G6C	0.10175
FGF19	-3.396
C14orf128	-1.24116666666667
IFIT2	2.580375
TIGD1	-1.0755
S100G	-0.7205
GUCY1B3	1.9655
NR3C1	-0.3153
CORO1B	-0.190833333333333
PARP11	-0.0732499999999999
DNALI1	4.84216666666667
OR4N4	-0.343375
MAP2K6	-0.827333333333333
FSTL4	0.1425
ANKRD47	1.39428571428571
TMEM171	-0.987
PNLIP	-0.9445
YY1	-0.513833333333333
CCDC138	-1.36633333333333
AASDHPPT	-0.2549
CKS1B	-0.9968
MCM3	-1.31283333333333
ANAPC7	-0.326166666666667
FAM110A	1.65275
CDC37L1	1.402
THTPA	1.41075
NBPF20	-0.5765
WDR24	0.36225
NPTX2	-1.1545
CBLB	0.758666666666667
CETN1	-0.4126
RPUSD1	-0.13825
FAF1	-0.38175
CDK6	-2.9022
HMX2	-0.0725
CSK	-0.917333333333334
TEAD2	-0.5685
SNAP25	-1.293
TUFT1	1.432
TMTC3	1.65733333333333
LCK	-1.6055
SGOL1	-1.31716666666667
AKTIP	1.70175
FURIN	-0.40275
SOX12	-0.857
DEFB103A	-2.18475
RAMP1	1.8245
KIR3DX1	0.268
GAS2L3	-1.06425
PDE8A	-1.6799
EDN3	0.69
GMIP	1.59975
SF3A2	-0.1175
FN3KRP	0.53575
SMAD7	0.30025
RHBDD2	1.10575
OR11H6	0.9265
PPP1R3B	0.6229
C9orf23	0.77475
CADPS	-0.43225
GOLGA8A	-4.791125
TMEM57	0.654833333333333
RGL3	-0.2755
S100A14	3.07675
FGFR2	0.8559375
XRCC3	-1.05575
RTN4RL2	0.97125
MGC3771	2.748
GH2	-0.465
BTBD2	-0.35175
LMO2	-0.37275
RDBP	0.030375
ACRBP	-0.54475
AMY2A	0.994
DUOXA1	0.782
PTK7	0.191333333333333
TWF2	-0.0476666666666667
FAM80A	0.98875
TNNI2	-2.852
GLT25D1	-0.690833333333333
OCC-1	-1.2865
CYC1	-1.02383333333333
RPL22	-0.365454545454545
MORN3	2.4715
DISP1	1.35925
PRB2	0.0715
CHUK	0.135
HR	-0.51225
CCDC134	-0.42575
DENND4B	-0.98075
C14orf130	-0.10825
RAB33A	-0.743
DCST2	-0.453
TNMD	0.66525
PEX7	1.29225
FAM62A	0.03125
SRD5A2L	1.373
IL22	-0.995
RPS26	-1.5205
HOXC5	-0.8205
SPATA6	2.0795
FLJ38482	-0.554875
ZNF234	2.044
C18orf22	0.32425
SPATA22	1.53475
THOC1	-1.07675
CYP7B1	2.9915
KCNC3	-0.36425
C8orf42	-2.748
ALDH1B1	-0.608666666666667
CCDC100	0.6017
ARMC4	-2.45675
FAM18B2	0.05775
SLC44A1	0.68975
FBXO17	-1.81566666666667
C6orf107	-0.7435
C19orf29	-0.62925
ZC3HAV1L	-0.189
PARP6	0.0459
SULT2A1	-4.478875
C1orf159	-1.2785
TMC1	-0.878
CHST14	0.02075
GAMT	-0.02
SMCP	-0.395833333333333
TSPAN33	0.393583333333333
MIDN	0.39925
NOX4	3.511
RNASEN	-0.2173
TBX1	-3.351
SALL2	-0.4625
C10orf35	1.23725
CYP2E1	-1.64225
LRFN2	2.34333333333333
ACO1	-0.728666666666667
IQCG	1.9329
MEGF9	1.496
TM7SF4	1.7765
PLEKHA1	-0.865933333333333
STK33	-3.295
C1orf210	2.4005
SNUPN	0.1128
KIAA0406	-1.9672
C20orf29	0.88275
TMEM55B	-0.19275
OSTM1	0.0390625
CLCN7	-0.074
OTP	-0.04275
FLJ23049	-1.35375
HEATR4	-1.0975
MAP3K10	0.0336666666666667
PCDHGA9	1.143
AMDHD2	0.915
LCTL	-2.5525
PDCD2L	-0.295
CABLES2	-0.54
SLC5A9	-0.88075
CLCA2	-1.6795
MGC16025	0.385
STRAP	-1.36466666666667
C20orf196	-0.5945
RRBP1	0.225166666666667
NAT13	-0.368
MAT2B	0.825625
CSNK1D	-0.643666666666667
KIR3DL1	0.13975
PRKAG3	-1.358
ZNF599	0.5875
PRM3	0.0255
PER2	1.38683333333333
ASPHD1	-2.4985
PRMT6	-1.066
KCNE1L	-0.730571428571428
FAM118A	-1.394
TAF4	-0.332
NDUFB6	0.14725
TRIM9	-0.756636363636364
PMFBP1	-0.65075
KY	0.5475
DKFZp762E1312	-2.56809090909091
CSMD1	-1.4075
TBP	-0.4235
OR1Q1	0.711833333333333
RETNLB	-0.48425
HPGD	-0.747428571428571
DNAJC12	1.85966666666667
FKBP1B	-2.02475
ANKRD24	0.238833333333333
CXXC5	2.05333333333333
IL3	-0.2615
DRAM	1.5542
PTCH1	-1.9245
TP53BP1	0.438
SLC17A7	-0.559714285714286
COL25A1	-0.869
AMACR	0.7
RHCG	-0.05825
VPS13A	-0.537083333333333
FAM55D	3.102
PRPF38B	-1.25908333333333
OSBPL6	-0.332
PFDN5	0.5675
CMTM6	1.020125
KCNK12	-1.729
RP2	0.6315
C16orf52	-1.87175
PICK1	-0.78
IFNE1	-3.4178
SEMA4B	1.11425
TYRO3	-2.01025
OR12D2	-0.176
CSNK1A1	0.64245
FANCF	0.98375
LONP2	1.03625
TBL1Y	-0.421
LDOC1L	-0.285875
CCNC	-1.14375
C3orf60	-0.2975
CHKA	-1.5
UBAP1	-0.171
MAP3K1	1.525
ANKRD9	-0.6775
FAM92A1	-2.026
GAB2	-0.163375
AZU1	-1.0345
DIS3	-0.6665
C21orf109	-1.10366666666667
IQCB1	-1.0025
SPATS2	0.0466666666666667
EFCAB3	0.17325
PRB3	0.07825
FUZ	-0.481666666666667
ZNF813	0.560375
BMPER	-1.87616666666667
HEG1	-0.20875
ALS2CR11	-2.7335
SURF2	0.0625
PSMC1	0.0868333333333333
OR2D2	-0.158
SLC7A8	2.56683333333333
C4orf40	-0.029
SPATA7	0.7605
MAZ	-0.92925
PIN4	-0.2035
PDE1A	-0.298375
TAF6L	-0.561333333333333
OR2T34	0.4885
KIAA0284	0.3555
ACADS	1.22745454545455
MKRN2	-0.208
C18orf56	-2.47925
MS4A6E	0.49
GALNT4	1.2165
C22orf31	0.503
FLJ36070	-0.732
PSME4	0.4805
TFG	0.0472
EPHX2	0.699375
ANXA5	-0.10425
KRTAP1-1	-0.595444444444444
BATF	2.15375
KARS	-1.75775
MSTP9	-0.1515
GPR26	0.561
CCDC72	-0.39825
TEF	1.28383333333333
FOXK1	-0.6862
PRLHR	0.144
EMX1	2.17375
C11orf30	-0.527
ICK	0.7555
THSD7B	0.47775
C21orf100	-0.6545
DUOX1	0.9865
EFCAB4B	-2.37233333333333
UBE2G2	-0.8555
C3orf54	-0.0815
PARP1	-0.8465
FAM60A	-2.2305
C6orf146	-0.081
OR9K2	0.4245
DDX55	-1.14883333333333
RPS15	-0.54975
ZNF618	0.4753125
DKFZp686D0972	0.2105
SSPO	-1.044
SHFM3P1	-0.07
CPA6	3.318
JAG2	0.201
DEFA3	0.43025
PPBPL2	0.389333333333333
CD34	3.754
SLCO4A1	-3.3215
AFG3L1	-2.05966666666667
SHD	-0.57
RP13-122B23.3	-0.833833333333333
PRKCSH	-0.981833333333333
DPH5	-1.08133333333333
HLA-F	2.64
TBC1D4	-0.5425
RIG	0.9194
GLUD1	-0.690333333333333
HNRPCL1	0.364875
HBXIP	-0.715
RNF207	-1.005
APIP	-1.07175
PLA2G3	-1.01733333333333
CCDC84	-1.4815
MYLIP	0.581769230769231
PHIP	-0.05425
AARS2	-0.177333333333333
DHX32	0.336
SCAPER	0.280333333333333
MEN1	-0.265625
NIP7	-1.65525
FLJ25404	1.341
FASTKD3	0.05775
TMEM158	-2.01133333333333
RARA	2.062
BDH1	-0.088
ANKRD16	0.19275
CARM1	0.2805
SS18	-0.1525
IKZF2	0.72925
MYD88	0.26675
PML	0.5128
TAF1A	-0.943
CBFB	-0.615375
HIST1H3H	-1.77816666666667
C7orf29	-1.67
COMMD4	-0.0676666666666667
DPP3	-0.9385
DAB2	0.564
LOC388882	-0.5395
YPEL4	-0.683625
AGBL3	0.52025
LRP6	0.2207
SERPINH1	-0.51875
TLE1	0.13775
CD244	0.408666666666667
ZDHHC15	-1.6015
MGLL	-0.9698
PLDN	-0.0105833333333333
LOC654346	1.9225
FAP	3.4905
GPR37	-0.211666666666667
SCARA5	0.499333333333333
EBF4	1.14263636363636
LSM6	-0.54825
MLLT1	-0.242875
SLC5A12	-0.345
A2BP1	-1.73483333333333
COPS5	-0.007
TPM4	-0.328285714285714
TNFSF4	2.39033333333333
ACADSB	2.29966666666667
HERPUD1	0.747
BCL2L11	-0.614944444444444
CEP78	-1.215625
CDCA3	-1.896375
WBSCR19	-0.4746
MYO1A	-1.8835
PPEF1	3.50066666666667
LOC440348	-1.4755
CPEB2	1.286125
BPTF	-0.19275
RPL21	-0.637
GSX2	-0.6665
ADPRH	0.770333333333333
C17orf68	-0.0768333333333334
KCNS1	-1.21566666666667
MLLT6	0.6111
PIWIL4	-0.4245
RNF26	-0.5715
RAP1B	0.6665
ADAMTS1	-2.8319
ZNF571	0.49775
P2RY6	-0.5995
TRIM21	1.06766666666667
CADM3	-0.06725
NLRC5	0.415
ADRA2B	-0.253833333333333
LOC90835	0.163
PCF11	-0.6265
LOC400451	1.45425
GLTSCR1	0.5399
C17orf88	-0.813166666666667
CDH16	-1.767
FGF7	1.702
PCSK4	-0.0665
NPC1L1	-0.773833333333333
TAT	0.341428571428571
TBCA	-0.60425
MGC33407	-0.0499999999999999
GPR115	-0.62425
CYGB	0.154
FNBP4	-1.21233333333333
C12orf43	-0.063
CBL	-0.5284
CLECL1	1.68025
PPAPDC1A	2.93275
WDR25	-0.230166666666667
SGCA	1.2665
C22orf29	0.109
YIPF1	1.18825
GALK2	-0.1465
RAB3B	-3.24025
LOC440087	1.1395
UCP1	-0.45
REEP5	1.61325
FADD	-0.023
FOXA1	3.179
CACNA1A	0.3365
ABI1	0.1515
GRIN2D	0.321
SLC1A4	-0.538333333333333
LOC401127	-0.87825
HINT2	0.91875
PLD4	0.310666666666667
ZNF286A	-0.81325
ENY2	-0.82575
IL1F6	-1.508
PXDNL	5.03325
C20orf79	-0.240666666666667
TNFSF13B	3.87766666666667
DENND3	-0.087125
JARID1D	-3.81175
HIST1H2AK	-0.312
LOC93349	0.3634
SSH1	-1.2412
ENSA	0.85975
LOC219854	0.715166666666667
CKAP2	-1.0794
DKFZP564J102	0.0731666666666667
MGC87315	-0.0343333333333333
HNRPAB	-0.06425
AMH	-2.968
ZNF526	0.392
BRUNOL5	-1.2884
CACNG3	-0.149
TRPM1	-1.967
PPP2R1A	0.20825
COL2A1	-2.51725
DDN	-0.297833333333333
FLJ25770	0.829416666666667
HK2	-1.55457142857143
ELOVL6	-2.396
MDK	-0.54
EPHX1	1.62275
RASSF2	0.99775
DKFZP434B0335	-0.10325
DLX3	-0.033
PRTN3	-1.51475
AVPR1A	1.13133333333333
C21orf125	-0.86175
TNFAIP8	-0.617833333333333
GNB2L1	-0.39525
CALCRL	2.94375
SCGB2A2	8.92966666666667
UBXD7	0.7815
ZNF674	0.2565
TMEM35	0.799875
BRSK2	-1.2595
HECTD3	-0.170333333333333
TMEM188	0.474833333333333
LGALS9	2.542
SCARB2	1.18925
USP34	0.302666666666667
C17orf28	2.12416666666667
ZDHHC23	-0.488
AQP12B	-0.291
SLC16A3	-2.078
APLP2	0.469625
ITIH2	-5.52425
MICAL3	-0.568625
TNNI3K	1.2508
HDAC2	-0.126875
PRR7	-0.4138
THBS2	1.250125
LOC751071	-0.485166666666667
CA2	-0.8965
RANBP17	0.31725
RLN3	0.50075
CRYZ	0.560833333333333
GBAS	-0.289666666666667
TAS1R1	-0.8575
MPZL3	0.6625
PCDH8	-1.73025
HSP90B1	-0.116333333333333
KCNK15	1.3995
TNIP2	0.2495
GPR146	-0.55175
NOL6	-0.454625
SPC25	-2.90444444444444
STEAP2	2.58064285714286
VAMP3	0.226
TCIRG1	0.20025
ZP4	0.405666666666667
PARL	0.7185
TRIM39	0.782833333333333
KIAA1305	0.22425
CRNN	0.493666666666667
GRN	1.2105
HSH2D	-0.63625
SCAMP1	1.020375
KIAA1913	1.38725
PTS	0.22525
BANP	-0.63
PRKACG	0.01675
ADCY6	0.563166666666667
C16orf46	0.45
CYP51A1	-0.167875
DDC	-5.896
ANPEP	-1.36233333333333
