Hybridization REF	TCGA-BH-A0DZ-01A-11R-A00Z-07
PHPT1	0.31125
FAM44C	-0.2435
ERH	0.377
MPHOSPH1	-1.437
MORC1	-0.697
PARVB	-1.10225
LAMA1	-1.30225
PGBD3	0.0605
GIMAP6	3.90525
AREG	1.41916666666667
LIPT1	-0.21625
MGC99813	-1.19725
C1orf201	-0.244333333333333
GRIN2A	-0.7278
MAN2C1	-1
NSUN5	-0.835
SF3B5	0.78325
MYC	-1.3388125
NRXN1	-0.07325
ZNF18	-0.27
SPDYA	-1.079625
SLC37A1	1.172
DECR2	-0.91275
ANKRD38	2.234375
SPTLC3	-1.43475
SUPT16H	-0.512875
DTWD2	0.71775
ULBP1	0.039
ZADH1	-1.53
OIP5	-1.20725
IL10RB	0.533666666666667
OTUB2	-0.242125
VWA3A	-0.0813333333333334
SPIC	0.283833333333333
OR6C4	0.048
PSCD4	1.38266666666667
DPY19L2P2	-0.417
TRAPPC6A	0.749
C21orf2	-1.03166666666667
CEMP1	-1.084
LIN7B	0.3
E2F7	-1.4655
VCP	0.590625
LAMA3	0.470416666666667
BGN	2.9125
GPR160	1.44533333333333
COCH	-4.81166666666667
GPR81	2.16133333333333
APOBEC3F	-1.19825
tcag7.1017	-0.889
C1orf32	0.453
SCGB1D2	1.78875
FLJ43987	0.5985
C6orf170	0.1945
KLK9	0.4855
GPD1L	0.967875
VPS37B	1.01575
ATG3	-0.527
ADAMTS17	-0.167
KLHDC2	-0.388166666666667
NDUFV2	-0.28725
BLK	-2.1615
MATN4	-0.2375
GPM6A	0.193375
GBP4	4.37466666666667
TMEM162	0.621666666666667
PKP2	-0.336
HRASLS	0.589444444444445
MMP1	-1.728
SFXN3	0.4417
FSD1	-1.2805
ST6GALNAC3	-2.393
CA12	2.1125
NCOA6	0.102
C19orf58	0.0736
PPP4R1	0.649166666666667
MAN1A2	0.359333333333333
IKBKAP	-1.624
UPF1	0.0198333333333333
KIAA1219	-0.14875
WNT16	-0.273666666666667
SNW1	-0.3415
IL18RAP	1.55175
RPP30	-0.70925
CDC40	0.675571428571428
SETD3	0.3905
SLAMF6	0.09125
ELK4	-0.1515
TRIM47	0.344333333333333
ACOX3	1.112125
TRIM6	-0.469
KIAA0372	-1.03766666666667
TP53AP1	0.211375
SMURF2	1.30625
ADAD1	0.467
EBP	-0.9897
KRTAP13-2	-0.502
FLJ36874	-1.19133333333333
TOR1A	-0.247833333333333
P2RY4	1.6445
GPBP1	-0.14575
TRPV1	-0.955
ADAMTS12	0.914166666666667
PES1	-0.1391
ATG4A	0.247333333333333
MAGEA10	-4.0005
WFS1	1.758
CC2D1B	-0.6375
PABPN1	-0.272625
SLC25A30	1.312
SLCO1C1	0.3515
SLC22A5	0.91275
KIF23	-1.36033333333333
SYN2	-0.44
ASPN	8.204
CENTG2	-0.1105
QSOX2	-2.2575
FLJ10815	-0.0916666666666666
STK24	0.289875
SPEG	-0.0489
STK10	0.536166666666667
DACT2	-2.1205
AAAS	-0.53825
SSX3	-1.5885
ABCD3	-0.6599
C4orf12	0.013375
PARVG	0.8385
FIG4	2.40375
C9orf46	1.056
TMCO6	-0.785
IGHMBP2	0.59675
DUS2L	-0.500833333333333
FAM3C	-0.8756875
TMEM16D	-1.373875
DCTN4	1.02725
KCNH3	0.24775
EIF2AK2	0.49025
AP1S3	-0.189875
CST4	1.3315
PAM	0.4441875
NUTF2	-0.2825
CITED2	0.7704
SLC39A4	-1.701
C2orf52	-1.181
GRM3	-0.1425
C12orf49	1.13
CCDC49	-0.6661
GRAMD1B	-0.811375
FNDC4	1.04
SIAH2	0.5555
GDPD4	0.33825
C21orf87	0.069625
ATP5A1	-0.809166666666667
C16orf63	0.0385
LOC388135	-0.588833333333333
ATP5J2	-0.738625
MMP3	0.67725
EMID2	-0.2275
CRHR1	0.73225
WDR70	-0.817
C13orf31	1.6685
ZFAND1	0.07675
CCL18	4.00516666666667
C3orf49	-0.481
RINT1	-1.306
KIAA0408	-1.7795
F13A1	5.1439
SLC10A1	0.304333333333333
OGN	2.77125
GIPC2	-1.61016666666667
XPO6	-0.345166666666667
LCE1A	1.3755
FMR1	0.3337
LOC374920	-0.1895
DUSP3	0.29675
ANKMY1	0.612
C7orf50	0.5955
BBS9	-0.1733
UNC119B	-0.995125
C9orf72	-0.529625
MGC35440	-0.506
ENTPD6	-0.28775
PPP1R2P9	0.21525
ERCC4	0.189
FAHD2B	-0.6765
HMHA1	-1.0355
HACL1	-0.73525
RAD23A	0.0608333333333333
FAM83B	2.97475
PPP5C	-0.360833333333333
RNASEH2C	-0.953625
C9orf153	0.109
SCAMP4	0.84175
GHITM	0.201
NDUFB7	0.71275
ADCYAP1	-0.4025
SP110	2.49583333333333
MAP3K7IP2	0.63125
DHH	0.4815
AGRN	0.0575714285714286
WDR33	0.231333333333333
CEP290	-0.403
PRPS1L1	-1.7485
KLRA1	0.237
GPR97	-0.1085
CHD7	-0.0738333333333333
TLR10	0.93775
SLC30A8	3.4785
HIC1	1.69383333333333
IAPP	0.898
RXFP4	0.39825
GP1BB	1.504
SHQ1	-0.593
NKX2-3	0.484666666666667
API5	-0.2635
FTHP1	1.4935
MOV10L1	0.578166666666667
TRIM6-TRIM34	2.2575
ADHFE1	-0.643
FAM117A	0.55525
DDI1	0.395833333333333
CDON	0.456166666666667
TRIM73	-1.1135
IGKC	4.3535
MMP14	1.3845
DYNC1LI1	-0.21925
C11orf66	-0.277
TRBV3-1	-1.20875
FASTKD5	-0.2705
BIVM	-2.29175
LHX4	0.2095
CXCL2	-2.0243
RAB2B	-0.468833333333333
IZUMO1	-0.22625
MAP3K15	-1.866625
FAM19A2	-0.171166666666667
ZC3H8	-0.629166666666667
ZMAT1	0.24675
SPINK5L3	-2.755
SLC10A6	1.036
APPL2	-0.12575
CARD10	-0.0811666666666667
LOC402176	-0.71
EEF1D	1.2338
RAB6A	0.6727
C12orf5	-0.34225
PAPOLG	0.4715
MSRB2	0.881
BCR	0.596833333333333
PUS3	0.1865
TIAM2	0.65475
ZNF317	0.346
CHD2	-0.111285714285714
FZD5	-1.43104545454545
NUDT8	-0.31525
ZNF763	0.0245
PRC1	-0.841111111111111
ABCB9	0.745666666666667
SPATA3	0.4265
TRAK2	1.13875
STAB1	3.229
LRRTM2	0.279833333333333
psiTPTE22	1.785
DBI	0.8565
SERPINA11	-2.62
NAT5	-0.12
C20orf58	-0.1395
RPS6KA4	0.2105
FLJ90650	-0.631
TGFBRAP1	0.5005
CHRDL2	-0.631625
FAHD2A	-0.702333333333333
CNTN1	0.9425
BBS4	-0.3644
TMEM181	0.5565
MINPP1	-0.6275
MPHOSPH6	-0.65175
HOXC10	1.7547
ITPKB	-0.00124999999999999
CLPTM1L	-0.501125
MEOX2	-0.791166666666667
ATP6V0C	0.7095
PRPF8	-0.749
TMC5	3.94675
FKBP3	-0.47925
PLEKHB2	0.145125
OR4D6	0.0025
ZNF544	-0.2181
D2HGDH	-0.577625
RPL18A	-0.1144
HEL308	-0.324
MPP6	-3.1285
TCERG1	-2.052
KRT16	2.4325
KLF17	-0.78075
KLF5	1.272125
CDR1	2.774
VCX3A	-4.0405
FBLN2	2.3445
C14orf104	-0.694
HBE1	-4.4179
OR4S2	0.5065
C1orf108	-1.0625
ROBO4	3.36516666666667
CPEB4	-0.5425
C11orf80	0.804
BCKDHA	0.781833333333333
MYOC	0.40225
GIF	0.2845
CKMT1A	-1.52
RPL3	0.4672
THBS1	2.843875
APOO	-0.8815
ARMCX1	1.7215
HSZFP36	0.8675
SNAPC5	-0.59525
EIF4ENIF1	0.36975
ZNF433	0.6295
TNFRSF21	-0.197875
TMPRSS7	0.3065
SPATA18	0.3602
HPDL	-2.7895
MKL2	0.7917
TBX3	1.65776923076923
C21orf93	0.690166666666667
DAXX	0.6315
ELMO1	-0.317125
RGS13	0.645333333333333
TAF11	-0.56425
UNC13A	-2.01675
LOC653314	-0.8298
ORC3L	-0.66525
IMAA	-3.0435
TARBP2	0.34
CABIN1	0.0887
TRIOBP	0.3351875
HIST1H2AC	1.607875
RGS22	-1.661
NCOA1	1.34583333333333
IL25	-0.129
SNCG	-0.0975
GPR6	0.03
AMDHD1	-2.3715
CHEK2	-1.061875
C6orf142	-0.23425
DRD4	1.18575
C14orf68	-0.9625
GDF11	-1.14125
SEMG2	0.454
CD247	-0.85325
CDAN1	-0.537
RBMX2	0.158166666666667
TGS1	-0.176
OIT3	0.7615
SYF2	-0.515
MCM4	-1.846125
PKHD1L1	0.320125
CEP192	-0.9785
IFT88	-0.15875
RPL9	0.448785714285714
RAB32	0.70125
DDX43	-1.89625
P2RX2	0.4225
OR5D18	0.7185
UBE1	0.28275
SLC24A1	0.197125
ARHGAP5	-0.0905
CETP	-0.36675
KIAA1731	-1.62883333333333
SLC9A4	0.367
PTPN6	1.177
BAHD1	0.3805
GRIK3	0.245
CACNB2	-0.9783
PDE10A	1.02775
DGCR14	0.11
PCDHB9	0.853
RHOQ	0.855166666666667
MAP3K4	0.1485
KTI12	-0.526666666666667
RPL23AP13	-1.68725
GNG11	-0.65325
CLCN3	0.848333333333333
GPAM	-1.07025
VSTM2A	3.7185
SLAMF7	3.5075
INTS2	-0.31375
PPP2CA	0.1398
LRP12	0.3784
SEC14L2	1.87422222222222
DKFZP586H2123	2.996
MC3R	0.351
CIRH1A	-1.68233333333333
HIST1H2AB	1.435
POLH	-0.68775
MGC16703	-1.74883333333333
SNAPC2	0.203
FILIP1L	1.6635
RASGRP4	0.2835
LRRC1	2.6565
GAS1	2.1055
PRAC	0.0765
DGKA	-0.520833333333333
NT5C3	-0.28275
PEG3	-3.61575
NADK	0.6085
PRR17	1.505
LOC374569	-0.6525
SGSH	-0.956666666666667
NLRP8	0.6135
GALT	-0.7411
MCF2	-0.4995
ZNF263	0.3845
TACSTD1	1.996
TYR	-5.646
ATP6AP2	-0.028
RNUXA	0.0175
ABHD10	-0.1437
GDPD2	-0.91475
SLC35C1	-0.1685
UBE2A	0.241625
HERC5	-1.107
FAM112B	-3.9465
FBXL16	-0.21525
DKFZP434A0131	-1.208
ELA3A	-2.589
RBM41	-2.02625
HAO2	0.8125
RNH1	-0.241125
SHANK2	0.793166666666667
OSBP2	-1.435625
DAK	-0.470666666666667
C3orf58	-0.209
TCL1B	-1.1345
KBTBD2	-0.331125
SUGT1L1	0.576
UBE2E2	1.20733333333333
MYL9	3.052375
CDC23	-0.689
PBXIP1	1.349
CXorf40B	1.4585
NBL1	1.91675
RTBDN	1.3875
RAB11FIP5	0.35725
TTTY13	-0.2045
SCOTIN	0.0456666666666667
SOHLH1	-0.425166666666667
CDKN1A	0.678214285714286
NCK1	-0.182
ZNF550	-0.8575
SAPS3	-0.262416666666667
SPIN3	-0.439
MAGEE2	-0.241
MIS12	-1.37033333333333
OR8H2	0.453
KIAA0774	-1.12666666666667
UNC5D	-1.6475
CUL7	-0.771
LIPC	-2.5535
DIO1	-1.4195
C20orf11	-0.0868
CTRL	-0.49175
HS3ST2	1.3135
PAK4	1.5225
CCRL1	4.02075
RNF10	0.235875
ZNF567	-0.2995
ZNF660	-1.722
TCEAL3	2.07175
MAGOH	-1.0495
CENPB	0.451333333333333
C19orf7	0.4805
LOC388965	0.45
ZCCHC13	0.632
JMJD1A	-0.5155
HIST1H4H	1.933
TBRG1	-0.6854
GPC3	-3.437375
TAF1C	-0.888
EBNA1BP2	-1.43066666666667
CIAPIN1	-0.70675
PDGFRA	0.0269444444444445
CSTB	-0.415125
CENPI	-2.07916666666667
GTF2E2	-0.397
RPP21	0.32025
CCNF	0.116333333333333
KCNQ3	1.6115
FAM79A	0.6925
SLC22A12	0.9145
NOVA1	-0.917333333333333
FZD3	1.1578
AKAP8	-1.3875
SOCS5	0.717625
CFDP1	-0.883
DLG5	0.9985
PGM5	0.218
C1orf144	0.46225
HDAC10	-1.3435
RND2	-1.0045
C20orf199	-0.884
RNMT	-0.50425
SLURP1	1.05075
ASTN1	-0.426
SH3BGR	1.0065
MYCL1	-0.876125
ZHX1	-0.1585
CENPK	-2.6275
FOSB	1.5214
LOC643406	0.05825
C2orf59	0.137125
TMEM135	-1.166
SLC27A2	-2.19875
KRT33A	1.61
OVOL1	0.555125
PAMCI	-2.67933333333333
S100A7	6.827
ZNF789	-1.7215
HARS2	0.29625
RPL23A	1.46233333333333
TCF23	0.02975
UPF3B	-1.757625
C17orf78	-1.0595
HLA-DOB	0.691666666666667
C14orf142	0.606
TEKT5	1.32116666666667
DMWD	0.469
POLD1	-1.89616666666667
GSCL	0.2625
CALD1	0.6415
SCRT1	0.518666666666667
AIG1	0.4335
UNC84B	0.368
ZNF404	-0.02525
TMED6	-4.244
KIAA1462	0.3125
LRRC27	1.672
PYGO1	0.301
PIGU	-0.0561666666666667
ALAS2	-3.5095
WRNIP1	0.04525
CNNM3	1.033
ZNF2	0.693
ST3GAL5	-0.4865
MRPL23	-0.857
TSSK6	-0.103
PSMA6	0.3965
C16orf70	-0.10075
KIAA1602	0.0815
ALMS1	-0.122833333333333
DCN	2.992875
TMEM132D	-0.67975
SUCLG2	-0.2835
ABHD14A	-0.4925
DEXI	-0.436333333333333
AMPD2	-0.752166666666667
IFNAR2	0.0891666666666667
CYB5A	2.3259
TLOC1	0.21365
NXF5	-0.2965
NRBF2	0.264375
KCTD3	-0.0165
ITGAE	-1.00083333333333
SLC30A3	-0.579333333333333
ZRF1	-1.706
IFRD2	-1.093
XAB1	-0.08125
PYCR2	-0.456666666666667
SERPINB3	-3.5565
TMLHE	-0.6027
GEFT	-0.923625
ABCA5	-1.49325
EMR4	0.505666666666667
TSFM	-0.33175
HIST3H2BB	1.211
ARHGEF19	0.39725
TSPAN17	0.758833333333333
ABCC8	-0.7105
MAP1S	0.8255
C22orf36	1.17675
BNC2	0.682642857142857
HIST1H4A	0.05575
NDUFS3	0.0593333333333333
WDR3	-0.630833333333333
XKR4	0.04125
TTC33	-0.588714285714286
STMN2	3.78375
CPN2	-0.828666666666667
HSPC105	0.781375
PCOLCE2	-4.81825
C3orf55	0.656
KLHDC9	1.3105
TBC1D23	0.40225
ATXN2L	-1.28975
MAP2K3	-0.12125
SCAP	-1.179
ZNF486	1.662
C20orf96	0.27525
NARS	-0.6585
ADAMTSL1	-0.661428571428571
PRCC	0.218333333333333
CCDC126	1.178
ZNF675	0.44625
CALCOCO1	0.434
ANKRD43	1.49825
CWF19L2	-0.765666666666667
ZBTB32	0.387333333333333
BRAF	-0.71675
ODF4	0.13625
MGC14376	0.172
HORMAD1	-2.32966666666667
AAK1	-0.0756666666666666
PEBP1	0.263416666666667
TNFSF5IP1	-0.0473333333333333
DKFZp564N2472	0.04825
RMND1	1.05475
IGKV1-5	4.6075
COL1A2	3.87775
SERPINA5	-3.236375
AANAT	0.6365
C19orf21	1.89733333333333
GEMIN5	-0.3005
UBR4	-0.264
LTBP3	0.495833333333333
AMHR2	-2.16933333333333
PROCR	-0.97475
MYBBP1A	-1.2105
C20orf39	3.08633333333333
ZNF697	-0.143
PASK	-1.5548
ZNF776	0.599666666666667
RFXDC2	0.121
KIAA0467	-0.89075
C10orf96	-1.6155
ZNF503	-0.105
GULP1	-0.305333333333333
KCNE4	0.736166666666667
DKFZp434K191	-1.092625
LOC196913	0.3305
BHLHB4	1.7375
CH25H	1.0455
LOC81691	-1.32616666666667
ALPL	-0.322642857142857
COL12A1	3.5125
FOLR3	-1.52033333333333
GPR123	-0.00325
TRIM62	-0.114928571428571
ABLIM1	0.208
MAST3	-0.47225
RHBDD1	0.0771666666666667
LOC338809	0.362
RYBP	0.72275
TTC26	-0.393125
ZNF22	-0.4415
ISCA2	0.2205
RDM1	-2.18175
PIGM	-0.03225
GNB3	-0.143
ACTR2	0.1767
HMGB1	0.5741
EDG1	1.98366666666667
SOAT2	-2.0505
OR10AD1	0.095
RAP1GDS1	0.55275
LCE1F	0.4625
ESM1	0.287375
RCN3	3.1545
CREBL1	-0.636
DBNL	0.155333333333333
PTGER3	1.09425
USP30	0.423333333333333
BCL2L12	-0.1255
KIF26B	3.135
ZNF416	0.99275
ZNF225	-0.3535
C17orf70	-0.178
ZNF554	0.5205
RAE1	-0.868
TNIK	-0.399833333333333
ACTN3	1.753
MGC45922	1.671
CCNA1	0.402833333333333
RYK	0.463166666666667
IL26	0.37
LRP3	1.3555
QARS	-0.5595
SOX7	0.162357142857143
BID	0.185875
OR2S2	0.734
CXCL14	3.49325
C11orf47	-0.515
MGC29891	-0.466333333333333
HSPB8	-0.4036
PRDM14	-1.606
NUFIP2	2.4045
MNAT1	-0.182
ZDHHC2	-0.833
MBNL2	0.896875
ADD3	-0.768125
CSNK2A1P	-0.46625
KLK6	0.0105
TMEM111	0.445
KIAA1279	0.516
NUBP2	0.680833333333333
RAB42	-0.1005
ID3	-0.0141
TM9SF1	0.294
MDP-1	-0.03925
POU4F2	0.4155
IQCK	1.209
C16orf14	-0.586
CAPN3	-1.63975
FAM43B	0.120375
RECQL	-1.19525
AP1G1	-0.160357142857143
CTNNBL1	-0.254833333333333
ECHDC1	-1.3025
SMARCC1	-0.8092
FOXQ1	-0.26725
GNAI3	0.676666666666667
POLG2	0.6585
CD4	1.57325
ITLN1	0.1005
EBI2	3.869
IRF1	1.864
PTPRE	1.7551
PTK2B	0.047
NXNL2	-0.4055
SOX4	1.43994444444444
TSPAN3	-0.427666666666667
SH2D1A	-2.6655
C8orf58	-0.168
USP20	-0.7555
DUSP22	-0.776333333333333
CALB1	-2.121
L3MBTL2	0.78275
MCRS1	-0.166
TMEM118	-1.97066666666667
C18orf8	0.548333333333333
FLJ10241	0.0585
GJA12	0.8615
PKD1	-0.581333333333333
ZFP3	-0.065
JAM3	-0.165625
LAPTM4A	1.4474
DIRC2	1.01175
KIAA2022	2.01016666666667
MYOM1	-0.179666666666667
TRPM8	-1.98933333333333
MOP-1	2.1055
PHKG2	-0.320625
ZNF650	-0.317125
KIAA1522	0.209375
PSG8	-1.225
DDX19B	-0.0935
MOBKL1B	0.1145
DIAPH2	-0.905
PTPN12	-0.30375
CLN8	-0.9583
CRYZL1	-0.253666666666667
CRY2	0.593583333333333
FCGR2B	5.1235
PNPLA4	1.346
ZNF454	0.017
DKFZp434B1231	-0.13525
CLDN11	0.5712
RFWD2	-0.195833333333333
CIB2	-0.322
MXRA8	3.608875
HRK	1.336375
MAML2	-0.7085
C4orf31	0.3555
C6orf192	-1.3185
COG6	0.61175
FAM5B	-0.30275
NFATC1	0.9082
SEPT10	-0.207
SCYL1	0.000899999999999995
RPP40	-1.07275
SCOC	0.2682
KIAA1450	0.29875
CTDSPL2	0.1475
TBX5	2.22483333333333
NAPG	0.36625
RHD	-4.26025
C14orf45	1.4775
ZBTB22	0.8935
PLCG1	-0.5975
ANKRD10	-1.726375
AQP7P2	-0.677
TAGLN2	0.5165
HTR2C	-0.7894
SLC16A7	-1.19216666666667
C17orf83	0.4025
TSGA14	-0.817083333333333
MDH1	-0.7
PPP3R2	0.171333333333333
DCBLD2	-1.02971428571429
RBM33	-0.292
DPH3	-1.424
SYT10	-1.159
FMO4	1.17425
THYN1	-1.3265
DRD5	-2.6855
OTOR	0.332875
PGRMC2	0.5471
KATNAL1	-0.11025
PAQR6	-2.971
UBE2I	-0.07025
C14orf28	0.4885
C8orf70	2.19275
FLYWCH1	-0.303125
ANGPTL3	-0.50425
GLRX2	-0.356666666666667
ATP11A	-0.815285714285714
ARL5B	0.456625
MUC16	-2.38925
SLC25A5	-0.569214285714286
ACRC	-2.31
MYO1C	-0.57975
FAM89B	1.83266666666667
FAS	0.400125
KIFAP3	0.9285
GLRA2	0.092
BTN3A2	0.4235
CNKSR3	-0.5625
CSTF3	0.9205
ARPM1	0.0985
KIAA1530	-1.065
C9orf150	1.9285
PRKCI	0.49225
tcag7.1015	-0.41725
SOD3	-1.0025
ZNF574	0.78175
CYP21A2	1.74975
RPL12	0.23575
COMMD2	-0.77375
WIZ	0.1355
LOC344405	-1.11125
ALDH4A1	0.945294117647059
CRYAB	2.2815
COPA	0.193
PCDHGA7	1.11033333333333
KIF11	-0.604
RASD2	-0.0245
SLC26A3	-0.354
ZNF175	-0.3475
JAKMIP2	-1.157
C8orf4	1.22366666666667
PTHLH	2.75575
SLC40A1	2.30341666666667
OR7D4	0.0171666666666667
PCDHB17	0.286
CD36	2.47157142857143
C6orf203	1.0589
PRKG2	-0.542
LOC400566	-0.1115
ANAPC13	0.1795
SLCO3A1	-0.945
ZNF692	-2.1465
FANCL	-2.1595
SH3GLB1	0.3205
C12orf61	0.113
KBTBD6	0.34375
SUPT5H	0.131125
XRCC6	-0.1383
HUS1B	-1.2369
FAM133B	-0.664
LOC728276	-0.135
KCTD18	0.331
SOS2	0.4445
CCDC99	-1.57825
C1QTNF5	4.085
NNAT	0.00433333333333334
USP16	-0.2825
LARS	-1.11675
ZBTB2	0.57425
ABO	0.275666666666667
TRAF3	-0.50075
GALNT5	-1.2885
NAP5	1.75625
ALG14	0.508333333333333
KIAA0515	-0.419846153846154
WDR75	-0.675
TEX261	0.00766666666666666
LY86	1.2385
LOC389072	-1.7385
FLJ13611	-0.08275
MRGPRX2	0.0335
SNRPA	-0.7055
OR2G2	0.7905
GPRASP2	0.75625
C7orf42	0.2275
C9orf163	-0.3865
CYP11B2	0.612
FCRL3	0.731333333333333
PRDX1	-0.192
FGB	-5.7685
COX17	0.215
C16orf33	0.2425
PIWIL1	-0.0988333333333333
FOLR1	-2.69116666666667
KIAA0082	-0.2245
FREQ	-0.0825
TMCC2	-0.940166666666667
TCF12	0.231833333333333
ZNF721	-0.094
FAM130A2	0.54125
POU4F1	-2.075
SNRPF	-1.058375
SGIP1	1.91533333333333
ZNF641	0.394666666666667
EMG1	-1.051875
PRRG4	3.39
HIRA	-3.9695
MYNN	0.365666666666667
AEBP2	-1.16958333333333
TBXA2R	0.349666666666667
ISL2	-0.853333333333333
PCDHB11	1.41
RNF144A	0.1065
MARCH5	0.570875
DULLARD	-0.111666666666667
DCLRE1B	-0.563666666666667
ITGA8	1.18125
TP73	0.186375
PRKCD	1.3
NDUFB4	0.372
ATP13A4	2.512125
ANTXR2	-0.0388333333333333
COL4A3	-0.738666666666667
MYO10	-1.1751
SLC6A18	0.493
PEX1	-0.726
TMEM74	-1.81133333333333
RBM19	0.7625
TAPBP	0.7742
RUNX1	2.331
MID1	-1.58908333333333
GPR64	-1.13066666666667
RASEF	3.483
GABRG1	0.12325
MYO16	-0.47725
DBF4	-1.65633333333333
TSHZ2	2.5565
RIPK2	0.91875
PPTC7	-0.236666666666667
KIF4B	0.024
LRRC31	0.899875
ZNF540	-0.26275
EFNB3	0.431666666666667
LOH12CR1	-0.125
STON2	0.323
GLP1R	0.419
CSTF2T	-0.0396250000000001
IREB2	-0.591375
GRSF1	-0.02075
PDCD7	-0.8875
LRRC43	0.18
CNR1	-0.322666666666667
IL1F7	-0.566
C12orf64	-0.4825
FAM69B	-0.912
NR2E1	-1.76583333333333
MS4A6A	3.0267
FTL	-0.0307
C7orf36	-0.5595
PCLO	0.1024
DYRK2	1.16341666666667
ARIH2	-1.44225
SAMD7	0.266
SCNN1D	-0.988
SLC32A1	-1.30725
C22orf25	-0.0015
MRPS18A	0.1959
GPR112	-0.0725
EARS2	-0.66425
ERN2	1.134
ATPBD3	0.321166666666667
PRH2	-0.6525
CDKN2D	0.193666666666667
PGLYRP2	-0.7335
TRIM40	0.49325
SEC14L3	0.174166666666667
SLC22A1	-0.044
BTN2A3	-0.28325
RASA4	-0.65725
CCNL2	-0.53625
MYBPC3	0.436
GJA4	2.78625
CDC42SE1	0.7485
TRPV2	-0.7015
MYPN	-3.6248
SIM1	0.3655
CDADC1	-0.19175
ZFHX4	1.747
NIBP	0.820333333333333
ADAMTS19	-1.55525
ABTB2	-0.919
TSPYL2	-0.436375
EIF2S3	-0.9774
SOX30	-0.24475
AP2A1	0.0953333333333333
DKFZP564O0523	-0.0623333333333333
LOC285398	-0.00099999999999999
CDH18	-4.95125
CHL1	0.362625
GATS	-0.6426
TBC1D2B	0.548833333333333
OR1J1	-0.866
GSN	1.83566666666667
DPCR1	0.04375
GARNL4	-0.718833333333333
SMARCA5	-0.709
PLEKHG3	1.14683333333333
ZBTB45	0.761
FRMD6	0.258333333333333
PLS1	-0.582
DGKZ	0.513
EFNA1	1.4008
WDR85	-0.57425
ANK2	-0.21
PAGE4	-0.492666666666667
SENP6	0.336666666666667
AKR7A2	0.345833333333333
FKBP10	-1.5855
VEGFC	-1.03916666666667
LARP1	-0.4845
SRBD1	0.65525
ITGB6	3.56275
SLC1A2	-0.651
INVS	-1.02733333333333
MPO	-0.1235
MOBKL3	0.0562
CUTL2	-2.092375
KLK2	-0.0160833333333334
VIM	-0.3705
REG1B	0.235333333333333
PCDHGC4	0.90725
C3orf34	-0.441333333333333
SUMO3	0.5165
CST9L	-0.165
MLL4	-0.5255
SPR	0.659333333333333
SAMD9L	0.786
ABCE1	-0.558
SUPT3H	-0.799833333333333
ACTBL1	0.78225
ADAMTS4	1.55616666666667
SLIT3	3.15575
RHEBL1	-0.317
NPM2	-1.618
MAN1C1	2.8635
KIAA1856	0.887583333333333
HSPA6	1.28
LOC388152	-0.0275
C10orf140	-0.304
ZDHHC12	0.431
LIN7A	-0.3216
PHC2	0.162416666666667
SPHK1	1.245
TRIM26	0.5624375
FAM83E	1.055
C18orf24	-0.991
ZNF578	0.290833333333333
ORAI1	0.88875
RUVBL1	-0.597083333333333
C7orf20	-1.04466666666667
APAF1	-0.847
SLC36A4	-2.04333333333333
MYH11	4.7365
NEK1	0.0554
MPP2	-0.656375
C12orf24	-2.79375
TNK2	0.6236875
ZNF289	-0.00824999999999999
MATN3	-0.924142857142857
IFNGR2	1.07116666666667
ITPR1	0.2815
EBF3	1.6391
TBC1D20	0.259
OR10P1	0.7125
DDAH2	1.18725
SHPRH	-1.045875
STX7	-0.1785
LOC554248	-2.6565
BCAR1	0.3305
ATXN3	0.297833333333333
TRIM27	0.02425
CDC42EP2	0.785
CHP	0.819857142857143
SOX17	2.21225
ZNF259	-0.949666666666667
CHCHD1	0.3045
ZDHHC19	-0.134
GBP2	3.2745
GARNL3	0.18525
MRC2	1.52525
C1orf52	0.1095
AOF2	-0.4585
LRPPRC	-0.4658
ACVR1C	-1.00766666666667
TM4SF18	2.62816666666667
TMEM169	-0.405333333333333
PPP1R16A	-0.339125
EBF1	0.739333333333333
RRS1	-0.293166666666667
SNX2	0.034
OR2T2	-0.5905
RBX1	0.58225
ANKRD54	0.2955
TSNAX	-0.390333333333333
TMEM83	-1.646
ZBTB7A	0.99875
ATM	-2.07508333333333
LOC338328	1.20716666666667
TIE1	1.32783333333333
HIST1H3G	0.947166666666667
PASD1	-3.985
TINAG	0.6795
PCDHAC2	0.1225
LRRC15	1.965375
WBSCR17	-0.9525
TFF2	-0.102
PARP2	-1.05125
NDFIP2	-0.298125
PCDHGB2	-0.002
WDR60	-1.2
MAP7D2	-0.9309
USP45	-1.4005
GSDML	-1.26725
TNS1	0.5853
PLCD4	-1.12775
IQCD	1.10883333333333
SMPX	-1.87025
CD9	1.15533333333333
SRGN	1.5845
CASP7	1.3515
INOC1	-0.151166666666667
DKFZp451M2119	-1.6975
VMAC	1.2215
USP53	0.5875
CAMK1G	-0.407625
TMEM106A	-0.143166666666667
CDC20	-1.4974
ACSL5	-0.8245
CBWD5	-2.17325
C1orf87	-0.938333333333333
KIAA1274	-0.10775
PRUNE2	-1.86971428571429
LYPLA2	0.0988333333333333
DOK6	-0.954333333333333
GPR149	-0.42975
FAM30A	3.09425
TMEM129	-0.19025
SLC35B3	0.702
ACPP	0.68
LOC200261	-0.492
SLC4A7	0.6626
CCDC40	0.485
GART	-1.234875
THOP1	-2.2205
SCARB1	-1.1375
CACNA1F	-0.1455
TRIAP1	-0.00583333333333333
