Hybridization REF	TCGA-BH-A0BW-11A-12R-A115-07
HBZ	-2.801
ARL13B	-0.035625
MAPBPIP	-0.116625
MYO15B	1.145
SPZ1	0.553
KIAA1324	2.109
PLCL2	0.986625
C4orf29	-0.49925
WDFY2	-0.4105
ZNF284	-1.341
NAALADL1	0.5175
DUSP5	0.7405
PXDN	-0.251625
SLMO1	-0.73625
TNXB	1.7569
BIRC7	-0.50575
A4GALT	1.15566666666667
TIMM22	-0.4315
FAM110C	-0.17575
TOMM34	-1.13525
ABHD9	1.3385
ADAM32	1.7625
CRHBP	0.63225
AQP2	0.645375
LOC130355	-0.2225
ZNF187	0.748666666666667
ZNF816A	0.4765
F7	1.268875
CNOT1	-0.0987
SLC13A4	-0.60825
ZBTB11	0.13425
B3GALT5	0.706
EXOC2	0.261833333333333
IRS1	0.2702
TMEM1	0.220666666666667
MRPL34	-0.474666666666667
SAMM50	-0.2725
CDC42EP3	1.166
HSF2	-0.4321
MFN2	-0.317
TSPAN7	0.589833333333333
NUCB1	-0.0185833333333333
RHOH	0.94525
ARL16	-0.335
TACR1	0.087
SFRS5	-0.0615
SNX25	-0.18625
RHBDF1	0.328
PCDH18	2.89216666666667
HMG1L1	-0.8255
MYO5C	0.337625
MAPK10	0.5905
LDHAL6A	1.02116666666667
NUDT12	-0.2255
NCAM1	0.672375
GLIS2	2.348
GGTL4	0.366
DAPP1	1.8345
ATF7	-0.176125
KIAA0748	0.89225
NFIL3	0.85775
TM6SF1	0.4251
SEZ6	0.51525
NANOS3	0.566833333333333
DNAJA3	-0.707
CLDN6	-1.889
CIITA	3.279
EPHA4	0.41425
FANCC	-0.27825
CMTM3	0.441875
PSG3	0.258125
MRPL15	-0.85
C21orf59	-0.8865
PLCXD2	0.4245
C2orf34	-0.464375
UBE2L6	0.6245
MED14	-0.317666666666667
HP1BP3	-0.8358
C6orf208	-0.341
TPBG	-0.069
OSR2	0.20425
XPC	-0.131833333333333
KLHL7	-0.350083333333333
CCR3	0.568333333333333
AGTPBP1	0.0965
PCSK6	-0.323266666666667
STAT5A	0.0163
FAM18B	0.25725
LONRF2	-0.867333333333333
PTPN2	0.384875
SF3A3	-0.742166666666667
EFCBP2	0.31575
HCFC1	-0.494833333333333
AHNAK	-0.38985
ACTR5	-0.66075
KIF14	-3.18571428571429
TENC1	0.8015
HEATR5B	0.7565
YIPF2	0.0841666666666667
MYEOV2	-0.2835
DUSP18	0.43925
KIAA1012	0.307
AHR	1.14683333333333
C17orf53	-1.7685
PTPRH	-2.56525
ATP6V1C1	-0.342
TAS2R3	0.26
LOC440356	-1.355
COQ10B	0.19925
PSMF1	0.188416666666667
SORBS2	3.22008333333333
NFE2L2	0.6965
TMCO7	-0.35525
SH3PXD2A	-0.287
SH2D2A	0.66225
SPINK5	-0.62575
MRPS24	-0.96675
OPA3	0.416375
TRAF7	-0.258166666666667
C4orf35	0.662
MT1G	0.212125
MGC39545	0.9765
HS1BP3	-0.5074
OR2B2	0.218
CHRM4	0.3565
SFRP2	3.5065
RIC3	2.445
ART1	-0.195
C6orf1	0.310625
DUS4L	-1.13275
C10orf104	0.20875
TNFAIP6	0.9395
RTEL1	-0.4265
CCT4	-0.8308
ZNF709	0.407
CHMP6	0.211333333333333
UPP2	0.34
CYP19A1	-1.4415
CD151	-0.0493333333333333
NDUFA13	-0.660666666666667
ARFRP1	-0.504833333333333
FAM26B	2.31375
CRYBA1	-1.433
MRPL41	-0.624833333333333
NPFFR2	-0.67175
HRH2	0.7805
SCAMP3	-0.371833333333333
MTMR6	0.1261
MTG1	-0.953333333333333
UBTD1	0.649
CRABP1	-0.0335
FLJ33790	-0.6419
KIAA1908	0.059
GPR158	-0.6745
PACSIN3	-0.9285
OMD	2.737
CATSPER1	-0.9795
HOXB8	-1.355625
FBXO46	0.372
OAS1	0.9015
SVIL	1.67475
PHB2	-0.17625
ADCY3	0.671
NDRG2	3.4725
ERMAP	0.7697
APBA2	-0.1275
IGSF9	1.29925
WNT6	0.665857142857143
MYCBPAP	0.09575
ATP2B2	0.4759
CPVL	0.2114
TRAM2	-0.241
NOP5/NOP58	-0.74675
ZNRF4	1.33425
TLK1	-0.00624999999999999
MTMR12	-0.0413571428571429
ZNF384	-0.415166666666667
FAM9B	-2.51925
RPN1	0.5675
PMVK	0.34375
EIF3D	0.8201
SIX2	-0.26075
HPS1	0.750642857142857
RNF7	0.0815
PSKH2	-0.0405
KCTD13	-0.1305
CSMD3	-0.2841
FBF1	-0.488
IL8	-2.623
SERPINB13	0.28125
FBXL20	0.04325
BLR1	0.14775
SH2B1	0.161166666666667
RFNG	0.525375
RAB20	0.383666666666667
RBM7	-0.091
POLR1A	-0.232666666666667
TMPRSS4	-2.7455
TAF9	-0.977625
TERF2	0.149666666666667
TNFRSF1A	0.576833333333333
ACADVL	0.0386666666666667
GTF2H5	-0.40825
EDG8	0.7125
C9orf140	-1.49375
UST6	0.32375
ZBTB8OS	-0.66675
ZNF710	0.177
GPR174	0.00750000000000001
ATP6V0A2	0.11025
KIAA0319L	-0.496083333333333
XKRX	0.426
DOPEY2	-0.2177
SDHD	-0.431166666666667
SUMF1	1.30475
OSM	2.113
OPN3	-0.603
DAGLB	-0.876333333333333
PPFIBP1	-0.2842
TRIM63	-0.676
C10orf53	0.00700000000000001
LYPD3	0.566833333333333
BCL7A	0.341375
AGER	0.094
TCF19	-1.218125
SAT2	0.425
PFTK1	0.180666666666667
GABRE	-0.165875
C15orf38	0.3274
FIS1	0.1945
KCNV2	2.8205
CLPS	0.63575
PPCDC	-0.492625
FOXN2	-0.147166666666667
NT5E	-1.8704
CD83	2.31625
IL18	1.53225
VPS16	-0.10275
IGFBP2	-0.9255
NOTCH2	0.5975
SIGLEC1	2.069875
CD93	5.0825
SULF2	0.3735
CEP164	-0.122
P53AIP1	2.09933333333333
TOR2A	0.461
ZNF136	0.50725
MGP	3.1223
CCDC144A	0.2755
TRPC1	0.101666666666667
SMS	-0.8475
MAPK7	-0.0596666666666667
RRAGC	0.4615
PARD6A	-0.0376666666666667
NUB1	0.821833333333333
SYNGR4	-0.5615
OR11H12	0.4425
WIF1	3.50475
GCH1	0.358
OR11H4	0.219
SLC44A5	-0.293
GPRIN2	1.728
LOC401431	0.778
CPA4	-1.8742
MELK	-2.37177777777778
IL15RA	1.3725
CUL3	0.6085
HMBOX1	0.85075
PODXL	0.31
CCT6B	1.22116666666667
COMTD1	-0.91825
MUC20	1.61983333333333
GPX2	-0.805
ITK	1.60025
FBXL5	1.499
C13orf27	-1.88625
DEFA5	0.2385
TRHDE	-0.436
MTP18	-0.960166666666667
UQCRQ	-1.1242
ITGB2	2.52558333333333
CSRP2BP	0.0585
TAS2R44	0.93
PHPT1	-0.4165
FAM44C	-0.627
ERH	-0.7855
MPHOSPH1	-0.842
MORC1	-0.094
PARVB	-0.77525
LAMA1	-1.53983333333333
PGBD3	-0.0445
GIMAP6	4.34725
AREG	0.195833333333333
LIPT1	0.173
MGC99813	-1.2175
C1orf201	-0.249833333333333
GRIN2A	0.0042
MAN2C1	-0.646375
NSUN5	-0.8295
SF3B5	0.39975
MYC	0.0790625
NRXN1	1.6265
ZNF18	0.405
SPDYA	-0.204625
SLC37A1	0.7105
DECR2	-0.42275
ANKRD38	0.2575
SPTLC3	-0.85175
SUPT16H	-0.95325
DTWD2	-0.1355
ULBP1	0.052
ZADH1	-0.589166666666667
OIP5	-3.28925
IL10RB	0.333
OTUB2	-0.730875
VWA3A	-0.0148333333333333
SPIC	1.10933333333333
OR6C4	-0.0025
PSCD4	2.35733333333333
DPY19L2P2	-0.2845
TRAPPC6A	0.4315
C21orf2	-0.509166666666667
CEMP1	0.39
LIN7B	0.077
E2F7	-2.79733333333333
VCP	-0.1460625
LAMA3	1.71766666666667
BGN	0.9775
GPR160	-0.0793333333333333
COCH	-1.35116666666667
GPR81	1.54983333333333
APOBEC3F	0.54525
tcag7.1017	-0.471
C1orf32	0.652
SCGB1D2	4.73775
FLJ43987	0.213
C6orf170	0.24225
KLK9	1.2575
GPD1L	-0.438625
VPS37B	0.663
ATG3	0.0538333333333333
ADAMTS17	0.8705
KLHDC2	0.170166666666667
NDUFV2	-0.94925
BLK	1.10075
MATN4	0.5145
GPM6A	1.038375
GBP4	3.5965
TMEM162	0.436166666666667
PKP2	-0.0505
HRASLS	0.0606666666666667
MMP1	-2.537
SFXN3	-0.2488
FSD1	-0.7825
ST6GALNAC3	-1.18
CA12	-0.2589
NCOA6	0.4105
C19orf58	-0.1818
PPP4R1	0.0331666666666667
MAN1A2	-0.334666666666667
IKBKAP	-1.0395
UPF1	-0.249833333333333
KIAA1219	0.09025
WNT16	0.614833333333333
SNW1	-0.12475
IL18RAP	4.0305
RPP30	-0.582125
CDC40	0.0557857142857143
SETD3	-0.156833333333333
SLAMF6	1.57175
ELK4	-0.535
TRIM47	1.185
ACOX3	0.6005
TRIM6	0.28275
KIAA0372	-0.274666666666667
TP53AP1	0.122375
SMURF2	0.51925
ADAD1	0.18275
EBP	-1.5865
KRTAP13-2	-0.177
FLJ36874	-0.294833333333333
TOR1A	-0.181166666666667
P2RY4	0.1815
GPBP1	0.409
TRPV1	0.690375
ADAMTS12	-0.5615
PES1	-0.1166
ATG4A	0.568
MAGEA10	-3.7265
WFS1	0.38925
CC2D1B	-0.257
PABPN1	-0.61575
SLC25A30	0.23725
SLCO1C1	0.7635
SLC22A5	-0.58275
KIF23	-2.54133333333333
SYN2	-0.0846666666666667
ASPN	5.4635
CENTG2	0.085
QSOX2	-0.8511
FLJ10815	-0.00916666666666664
STK24	0.0628125
SPEG	1.0983
STK10	1.30233333333333
DACT2	1.215
AAAS	-0.607
SSX3	-0.494875
ABCD3	-0.0246
C4orf12	0.2935
PARVG	2.48
FIG4	0.8135
C9orf46	0.34175
TMCO6	-0.322
IGHMBP2	-0.7645
DUS2L	-0.0761666666666667
FAM3C	0.5699375
TMEM16D	-1.120625
DCTN4	0.06625
KCNH3	0.6455
EIF2AK2	-0.11375
AP1S3	0.038375
CST4	-0.045
PAM	1.0611875
NUTF2	-0.325
CITED2	1.1446
SLC39A4	-0.60925
C2orf52	-1.5595
GRM3	0.3515
C12orf49	0.421125
CCDC49	0.0091
GRAMD1B	-1.053375
FNDC4	0.648
SIAH2	-0.5075
GDPD4	0.38525
C21orf87	0.355
ATP5A1	0.0645
C16orf63	-0.8845
LOC388135	-0.404333333333333
ATP5J2	-0.597625
MMP3	-0.80125
EMID2	-0.19475
CRHR1	0.3935
WDR70	-0.36275
C13orf31	1.41625
ZFAND1	0.3995
CCL18	4.4315
C3orf49	-0.045
RINT1	-0.96
KIAA0408	-0.3825
F13A1	4.1476
SLC10A1	0.184
OGN	3.7055
GIPC2	-0.123
XPO6	-0.667333333333333
LCE1A	0.9205
FMR1	-0.4036
LOC374920	-0.01075
DUSP3	0.05675
ANKMY1	-0.65875
C7orf50	-0.54775
BBS9	-0.4965
UNC119B	0.199625
C9orf72	0.59825
MGC35440	-1.178
ENTPD6	-0.129875
PPP1R2P9	0.548
ERCC4	-0.3175
FAHD2B	0.098
HMHA1	1.6305
HACL1	-0.5045
RAD23A	-1.4345
FAM83B	-1.47475
PPP5C	-0.573333333333333
RNASEH2C	-0.38525
C9orf153	-0.703
SCAMP4	0.173125
GHITM	-0.1777
NDUFB7	0.020125
ADCYAP1	2.59
SP110	1.99416666666667
MAP3K7IP2	0.95525
DHH	0.5775
AGRN	0.415928571428571
WDR33	-0.303666666666667
CEP290	-0.984833333333333
PRPS1L1	-1.591
KLRA1	-0.1775
GPR97	0.3195
CHD7	-0.198166666666667
TLR10	3.4075
SLC30A8	-0.8725
HIC1	1.4495
IAPP	0.165
RXFP4	0.08325
GP1BB	1.66725
SHQ1	-0.506
NKX2-3	1.26033333333333
API5	-0.06275
FTHP1	0.6535
MOV10L1	0.303166666666667
TRIM6-TRIM34	0.980833333333333
ADHFE1	1.6615
FAM117A	0.6695
DDI1	0.276833333333333
CDON	0.559
TRIM73	-0.872
IGKC	4.93
MMP14	-0.547583333333333
DYNC1LI1	-0.250125
C11orf66	0.059
TRBV3-1	0.83675
FASTKD5	0.0625
BIVM	-0.57075
LHX4	-0.58975
CXCL2	4.5181
RAB2B	-0.509333333333333
IZUMO1	-0.47575
MAP3K15	-1.887
FAM19A2	0.296833333333333
ZC3H8	-0.5675
ZMAT1	1.777
SPINK5L3	-2.8735
SLC10A6	0.2175
APPL2	0.525375
CARD10	0.4745
LOC402176	-0.15225
EEF1D	0.6159
RAB6A	-0.0806
C12orf5	-0.6945
PAPOLG	0.26375
MSRB2	0.1025
BCR	0.621333333333333
PUS3	0.13225
TIAM2	1.66075
ZNF317	0.458166666666667
CHD2	-0.0559285714285714
FZD5	-0.928090909090909
NUDT8	-1.411
ZNF763	0.1665
PRC1	-2.29422222222222
ABCB9	0.337
SPATA3	1.2975
TRAK2	0.023875
STAB1	2.288375
LRRTM2	1.19083333333333
psiTPTE22	1.1325
DBI	0.46725
SERPINA11	-2.3785
NAT5	-0.596
C20orf58	-2.05075
RPS6KA4	0.331166666666667
FLJ90650	0.3525
TGFBRAP1	-0.19675
CHRDL2	1.869125
FAHD2A	-0.112666666666667
CNTN1	0.36875
BBS4	-0.8471
TMEM181	0.256
MINPP1	-0.272
MPHOSPH6	-0.479
HOXC10	-0.9025
ITPKB	0.70075
CLPTM1L	-0.528875
MEOX2	1.61083333333333
ATP6V0C	0.1305
PRPF8	-0.1245
TMC5	0.648
FKBP3	-0.94975
PLEKHB2	-0.10175
OR4D6	-1.5195
ZNF544	-0.6913
D2HGDH	0.01775
RPL18A	-0.3367
HEL308	0.25725
MPP6	-2.144
TCERG1	-0.86575
KRT16	1.42516666666667
KLF17	-0.26725
KLF5	1.78175
CDR1	1.940875
VCX3A	-3.183
FBLN2	2.4765
C14orf104	-0.1945
HBE1	-3.839
OR4S2	-0.078
C1orf108	-1.0075
ROBO4	3.24916666666667
CPEB4	0.571875
C11orf80	-0.0765
BCKDHA	0.303
MYOC	1.74875
GIF	0.9135
CKMT1A	0.655
RPL3	0.897
THBS1	0.739875
APOO	-1.3285
ARMCX1	1.5
HSZFP36	0.431
SNAPC5	-0.485
EIF4ENIF1	0.664
ZNF433	0.02
TNFRSF21	0.15125
TMPRSS7	0.1395
SPATA18	0.9131
HPDL	-1.7385
MKL2	1.2086
TBX3	-0.399153846153846
C21orf93	1.48266666666667
DAXX	-0.3015
ELMO1	0.80625
RGS13	4.7305
TAF11	-0.44425
UNC13A	-1.745125
LOC653314	0.1059
ORC3L	-0.50975
IMAA	-1.57
TARBP2	-1.0905
CABIN1	-0.114
TRIOBP	0.753375
HIST1H2AC	-0.542875
RGS22	-1.22433333333333
NCOA1	1.58033333333333
IL25	0.498
SNCG	1.6735
GPR6	-0.1265
AMDHD1	-1.09866666666667
CHEK2	-0.697875
C6orf142	1.33625
DRD4	0.749
C14orf68	-0.67325
GDF11	-1.85075
SEMG2	-0.0225
CD247	1.916
CDAN1	-1.34825
RBMX2	-0.256
TGS1	-0.29475
OIT3	0.484
SYF2	0.3685
MCM4	-2.146375
PKHD1L1	1.6255
CEP192	-0.5825
IFT88	-0.04075
RPL9	-0.0797142857142857
RAB32	0.337875
DDX43	-0.3515
P2RX2	0.618
OR5D18	0.158
UBE1	-0.300833333333333
SLC24A1	0.4105
ARHGAP5	-0.1915
CETP	1.487
KIAA1731	-0.748
SLC9A4	0.2325
PTPN6	1.8495
BAHD1	0.173
GRIK3	1.7435
CACNB2	-0.1151
PDE10A	-1.2605
DGCR14	-0.0825
PCDHB9	1.4515
RHOQ	0.6475
MAP3K4	0.6245
KTI12	-0.288
RPL23AP13	0.34625
GNG11	0.63125
CLCN3	0.0983333333333333
GPAM	-0.147625
VSTM2A	0.198
SLAMF7	4.24733333333333
INTS2	-1.213
PPP2CA	-0.1523
LRP12	-0.292866666666667
SEC14L2	1.40911111111111
DKFZP586H2123	3.8575
MC3R	0.59
CIRH1A	-1.081
HIST1H2AB	-1.43416666666667
POLH	-0.8065
MGC16703	-0.929
SNAPC2	-0.041
FILIP1L	1.9935
RASGRP4	1.1675
LRRC1	1.07025
GAS1	3.012
PRAC	-0.119
DGKA	0.867333333333333
NT5C3	-0.7835
PEG3	-3.29966666666667
NADK	-0.51325
PRR17	-0.0355
LOC374569	-0.32675
SGSH	0.54
NLRP8	0.3495
GALT	0.1358
MCF2	-1.4595
ZNF263	0.04975
TACSTD1	0.491833333333333
TYR	-5.4463
ATP6AP2	-0.244
RNUXA	-0.33375
ABHD10	-0.0442
GDPD2	-1.18425
SLC35C1	0.3275
UBE2A	-0.250875
HERC5	0.017
FAM112B	-3.193
FBXL16	-0.77125
DKFZP434A0131	0.074
ELA3A	-0.648
RBM41	-1.105375
HAO2	0.59025
RNH1	0.119625
SHANK2	1.36033333333333
OSBP2	-1.624625
DAK	-1.08183333333333
C3orf58	0.662833333333333
TCL1B	0.7875
KBTBD2	0.036
SUGT1L1	0.285
UBE2E2	0.751666666666667
MYL9	2.305
CDC23	-0.979333333333333
PBXIP1	1.5999
CXorf40B	-0.132
NBL1	0.77325
RTBDN	1.252
RAB11FIP5	0.014375
TTTY13	0.666
SCOTIN	1.18725
SOHLH1	-0.963333333333333
CDKN1A	0.331142857142857
NCK1	0.76675
ZNF550	-0.20475
SAPS3	-0.621583333333333
SPIN3	-0.041
MAGEE2	0.366
MIS12	-0.0761666666666667
OR8H2	0.0435
KIAA0774	-0.291166666666667
UNC5D	-0.9185
CUL7	-0.722166666666667
LIPC	-2.98283333333333
DIO1	-2.33
C20orf11	-0.0326000000000001
CTRL	0.33425
HS3ST2	2.96375
PAK4	0.638
CCRL1	3.0105
RNF10	-0.059875
ZNF567	0.5735
ZNF660	-0.7265
TCEAL3	0.8085
MAGOH	-0.595666666666667
CENPB	0.435666666666667
C19orf7	0.261625
LOC388965	-0.3675
ZCCHC13	0.1245
JMJD1A	-0.4751
HIST1H4H	-2.1465
TBRG1	0.1541
GPC3	-2.57625
TAF1C	0.420625
EBNA1BP2	-1.0225
CIAPIN1	-0.214
PDGFRA	0.564388888888889
CSTB	0.042375
CENPI	-2.46016666666667
GTF2E2	-0.439666666666667
RPP21	-0.5875
CCNF	-1.755
KCNQ3	0.232
FAM79A	1.07975
SLC22A12	0.1645
NOVA1	-0.331166666666667
FZD3	0.9248
AKAP8	-0.29475
SOCS5	0.99175
CFDP1	-0.45175
DLG5	-0.04225
PGM5	1.75058333333333
C1orf144	0.285666666666667
HDAC10	-0.7555
RND2	-0.49825
C20orf199	-0.7365
RNMT	-0.286875
SLURP1	0.918125
ASTN1	0.692875
SH3BGR	1.3615
MYCL1	0.043
ZHX1	0.187
CENPK	-2.455
FOSB	3.3573
LOC643406	0.081875
C2orf59	-0.637375
TMEM135	-0.792625
SLC27A2	-3.29725
KRT33A	2.32
OVOL1	-0.1855
PAMCI	-0.8205
S100A7	1.15
ZNF789	-0.66
HARS2	0.1715
RPL23A	-0.417333333333333
TCF23	2.84625
UPF3B	-1.286875
C17orf78	0.851
HLA-DOB	2.61883333333333
C14orf142	-0.365833333333333
TEKT5	0.00299999999999999
DMWD	1.2985
POLD1	-1.40333333333333
GSCL	0.107
CALD1	1.0167
SCRT1	1.22283333333333
AIG1	0.88475
UNC84B	1.06475
ZNF404	0.72325
TMED6	-2.12
KIAA1462	-0.0535
LRRC27	0.9315
PYGO1	-0.37
PIGU	-0.7915
ALAS2	-3.10333333333333
WRNIP1	0.21875
CNNM3	-0.455
ZNF2	-0.10625
ST3GAL5	0.116
MRPL23	-0.25375
TSSK6	0.341
PSMA6	-0.79325
C16orf70	-1.05325
KIAA1602	0.31
ALMS1	-0.176833333333333
DCN	3.133625
TMEM132D	-0.95325
SUCLG2	-0.124
ABHD14A	0.28725
DEXI	-0.0296666666666667
AMPD2	-0.758666666666667
IFNAR2	0.112666666666667
CYB5A	0.8836
TLOC1	0.39335
NXF5	-0.0506666666666667
NRBF2	0.559125
KCTD3	0.34475
ITGAE	-0.460166666666667
SLC30A3	-0.512666666666667
ZRF1	-0.758
IFRD2	-0.58475
XAB1	-0.3675
PYCR2	-0.3435
SERPINB3	-1.0825
TMLHE	-0.2323
GEFT	-0.667875
ABCA5	0.383375
EMR4	0.401666666666667
TSFM	-0.609
HIST3H2BB	-1.78725
ARHGEF19	0.44
TSPAN17	-0.455333333333333
ABCC8	1.67575
MAP1S	0.232833333333333
C22orf36	0.48525
BNC2	-0.464071428571429
HIST1H4A	-1.13875
NDUFS3	-0.646
WDR3	-0.6645
XKR4	1.147
TTC33	-0.210285714285714
STMN2	2.843
CPN2	0.361166666666667
HSPC105	1.318375
PCOLCE2	-0.408
C3orf55	1.047
KLHDC9	0.502833333333333
TBC1D23	0.136125
ATXN2L	-0.958083333333333
MAP2K3	0.5955
SCAP	-0.19775
ZNF486	-0.2165
C20orf96	-0.855
NARS	-0.26775
ADAMTSL1	-0.333285714285714
PRCC	0.164833333333333
CCDC126	1.042
ZNF675	0.1465
CALCOCO1	1.23675
ANKRD43	1.335
CWF19L2	0.344
ZBTB32	3.02033333333333
BRAF	-0.37725
ODF4	0.27675
MGC14376	2.27116666666667
HORMAD1	1.29533333333333
AAK1	0.01775
PEBP1	0.0825
TNFSF5IP1	-0.197
DKFZp564N2472	0.22575
RMND1	-0.7345
IGKV1-5	4.592
COL1A2	1.4675
SERPINA5	-2.171125
AANAT	0.403
C19orf21	-1.93933333333333
GEMIN5	-0.827
UBR4	-0.321
LTBP3	0.795833333333333
AMHR2	-1.7475
PROCR	-0.955
MYBBP1A	-0.594
C20orf39	-2.44916666666667
ZNF697	-1.211375
PASK	-0.1542
ZNF776	-0.0855
RFXDC2	-0.568125
KIAA0467	0.80425
C10orf96	-2.573
ZNF503	-0.60175
GULP1	-0.659416666666667
KCNE4	-0.028
DKFZp434K191	1.160875
LOC196913	-0.039
BHLHB4	0.6005
CH25H	2.79525
LOC81691	-1.58566666666667
ALPL	0.730071428571429
COL12A1	0.28025
FOLR3	-1.136
GPR123	0.17975
TRIM62	-0.225285714285714
ABLIM1	1.21866666666667
MAST3	0.71025
RHBDD1	0.3825
LOC338809	-0.122
RYBP	-0.19625
TTC26	-1.206125
ZNF22	0.3915
ISCA2	-0.5805
RDM1	-2.13675
PIGM	0.042
GNB3	-0.9365
ACTR2	-0.255
HMGB1	-0.1409
EDG1	4.11233333333333
SOAT2	-2.74575
OR10AD1	0.2505
RAP1GDS1	0.3775
LCE1F	0.568
ESM1	-2.55225
RCN3	1.61725
CREBL1	0.2135
DBNL	0.0503333333333333
PTGER3	1.653875
USP30	0.676833333333333
BCL2L12	-1.1465
KIF26B	0.34275
ZNF416	0.24675
ZNF225	0.5075
C17orf70	-0.39625
ZNF554	0.15375
RAE1	-1.20383333333333
TNIK	1.15866666666667
ACTN3	-0.2275
MGC45922	2.256
CCNA1	1.0355
RYK	0.523333333333333
IL26	2.023
LRP3	1.589
QARS	0.282
SOX7	1.45142857142857
BID	-0.021125
OR2S2	0.021
CXCL14	4.694
C11orf47	-0.3185
MGC29891	-0.111
HSPB8	0.4977
PRDM14	-0.425
NUFIP2	0.2145
MNAT1	-0.62925
ZDHHC2	-0.0588333333333333
MBNL2	0.971375
ADD3	1.127875
CSNK2A1P	-0.59775
KLK6	1.97866666666667
TMEM111	-0.2905
KIAA1279	0.62625
NUBP2	-0.467166666666667
RAB42	-0.213
ID3	-1.006
TM9SF1	-0.09325
MDP-1	-0.91925
POU4F2	-0.45875
IQCK	0.94975
C16orf14	-1.132
CAPN3	-0.3775
FAM43B	0.32425
RECQL	-0.62525
AP1G1	-0.263214285714286
CTNNBL1	-0.218833333333333
ECHDC1	0.163333333333333
SMARCC1	-0.799
FOXQ1	-1.33275
GNAI3	0.055
POLG2	-0.78275
CD4	2.270875
ITLN1	0.45
EBI2	5.49625
IRF1	1.0905
PTPRE	1.8824
PTK2B	0.5335
NXNL2	-1.447
SOX4	0.969666666666667
TSPAN3	0.202333333333333
SH2D1A	0.254333333333333
C8orf58	-0.300666666666667
USP20	-0.401
DUSP22	0.065
CALB1	-1.93183333333333
L3MBTL2	1.08908333333333
MCRS1	-0.3265
TMEM118	-1.06016666666667
C18orf8	0.415666666666667
FLJ10241	-0.2925
GJA12	1.106
PKD1	-0.316
ZFP3	0.371
JAM3	-0.28525
LAPTM4A	0.3461
DIRC2	-0.3185
KIAA2022	-0.573833333333333
MYOM1	1.25033333333333
TRPM8	-2.18266666666667
MOP-1	1.4855
PHKG2	-0.42675
ZNF650	0.236125
KIAA1522	0.865625
PSG8	-0.348666666666667
DDX19B	-0.26
MOBKL1B	0.0665
DIAPH2	-0.0213333333333333
PTPN12	0.318
CLN8	-0.0746
CRYZL1	-0.447166666666667
CRY2	1.28766666666667
FCGR2B	3.9875
PNPLA4	0.577375
ZNF454	1.359
DKFZp434B1231	0.789
CLDN11	0.9598
RFWD2	0.417166666666667
CIB2	-0.7235
MXRA8	2.34675
HRK	0.29625
MAML2	0.9235
C4orf31	0.6095
C6orf192	1.0835
COG6	-0.286875
FAM5B	0.99625
NFATC1	1.602
SEPT10	-0.656
SCYL1	-0.2871
RPP40	-1.15825
SCOC	0.0893
KIAA1450	0.859
CTDSPL2	-0.43925
TBX5	1.30233333333333
NAPG	-1.2705
RHD	-4.3295
C14orf45	1.1925
ZBTB22	1.011
PLCG1	-1.4115
ANKRD10	-0.14025
AQP7P2	1.65325
TAGLN2	0.144
HTR2C	-0.02
SLC16A7	0.164333333333333
C17orf83	0.000249999999999998
TSGA14	-0.526083333333333
MDH1	-0.67125
PPP3R2	0.538
DCBLD2	-1.858
RBM33	-1.121
DPH3	-1.598
SYT10	-0.843666666666667
FMO4	1.794375
THYN1	-0.1565
DRD5	1.664
OTOR	0.508625
PGRMC2	-0.1327
KATNAL1	-0.237875
PAQR6	-1.87575
UBE2I	-0.2645
C14orf28	0.27975
C8orf70	0.21875
FLYWCH1	-0.632875
ANGPTL3	-0.3785
GLRX2	-0.997333333333333
ATP11A	-0.5375
ARL5B	-0.3515
MUC16	1.491
SLC25A5	-0.981285714285714
ACRC	0.23
MYO1C	0.225
FAM89B	0.973166666666667
FAS	1.839875
KIFAP3	0.81875
GLRA2	0.92
BTN3A2	1.3483
CNKSR3	1.072625
CSTF3	-0.917
ARPM1	0.24225
KIAA1530	-1.0065
C9orf150	0.891333333333333
PRKCI	-1.1255
tcag7.1015	-1.1105
SOD3	1.63
ZNF574	0.933
CYP21A2	1.65725
RPL12	0.55075
COMMD2	-0.875
WIZ	0.07275
LOC344405	-1.1175
ALDH4A1	-0.938705882352941
CRYAB	3.64025
COPA	-0.218233333333333
PCDHGA7	0.794
KIF11	-1.51491666666667
RASD2	0.889125
SLC26A3	0.0715
ZNF175	0.024
JAKMIP2	-0.680375
C8orf4	2.246
PTHLH	0.75975
SLC40A1	2.304
OR7D4	0.3105
PCDHB17	0.132
CD36	3.80692857142857
C6orf203	0.1607
PRKG2	0.5065
LOC400566	1.1965
ANAPC13	-0.19725
SLCO3A1	0.173
ZNF692	-0.8275
FANCL	-0.71
SH3GLB1	0.65975
C12orf61	-0.234
KBTBD6	0.86475
SUPT5H	0.52325
XRCC6	-0.3356
HUS1B	-0.83
FAM133B	-0.344214285714286
LOC728276	1.376
KCTD18	0.80875
SOS2	0.866166666666667
CCDC99	-1.308
C1QTNF5	2.103
NNAT	1.57433333333333
USP16	0.45725
LARS	-0.86
ZBTB2	0.158
ABO	-0.126333333333333
TRAF3	0.22425
GALNT5	-2.438
NAP5	-0.423
ALG14	0.212
KIAA0515	-0.336038461538461
WDR75	-0.597166666666667
TEX261	0.122333333333333
LY86	2.035
LOC389072	0.4835
FLJ13611	-0.19025
MRGPRX2	0.124
SNRPA	-0.58675
OR2G2	0.296
GPRASP2	1.00725
C7orf42	0.3696
