Hybridization REF	TCGA-BH-A0W5-01A-11R-A109-07
C14orf94	-0.0545
OCLM	0.286
ZSCAN18	1.1365
L3MBTL	-0.5854
TSTA3	0.318333333333333
RAC1	0.08725
C19orf15	0.529666666666667
NFE2	-4.44725
KLK14	-0.1075
ARSF	0.3445
MAST2	-0.605333333333333
AMICA1	3.33966666666667
GTF2A1	-0.668625
ATP1A3	-0.67
TC2N	2.2066
PNKP	-0.5345
ODZ2	1.49825
MATR3	0.059875
S100P	0.512
KRT82	-0.404
CA13	-0.1764
PROZ	-1.60316666666667
AASDH	0.0561428571428571
C19orf40	-0.572833333333333
DCK	-0.300230769230769
FAM5C	-1.66375
SLC6A4	-0.892
MID1IP1	-0.735875
TESSP5	0.4935
TMOD4	-0.271
DOCK2	0.668166666666667
TUG1	0.57925
NUP214	-1.5705
DPYSL2	-0.828409090909091
GOLM1	2.50358333333333
MPFL	-0.06
SOX13	0.393
SDCCAG8	0.8214
KEL	-1.79066666666667
NUP210L	-2.18575
GK	-1.518875
DNAJB1	0.65275
ALPK3	0.1635
CHID1	-0.3215
CYLC2	0.192
IKZF5	0.531
C8orf51	0.822333333333333
PPM1J	2.463
GIMAP8	3.82033333333333
GPR101	-0.15
NR2F1	-0.6445
ACAD8	0.1115
RBM35A	1.28125
GNAI2	0.274333333333333
METTL8	-0.0338333333333333
SLC39A7	-0.6515
FBXO8	0.9005
CAMK1	-1.23425
RFC3	-1.020125
FAM129A	0.690642857142857
ILF2	-0.5845
FGFBP3	-0.663875
NOM1	-0.997666666666667
PSMA3	-0.57775
ASCC3	0.0894
ZYG11A	-2.2345
SOX21	-1.36125
LYRM1	1.00575
DEFB1	1.068
LOC91431	-2.0765
OR7C2	0.087
FAM46B	1.7185
TMEM18	0.00412500000000002
ARHGAP30	2.8615
TMEM86A	1.70508333333333
EPHA2	-1.0215
C10orf46	0.89065
TCHH	-0.3285
C3orf30	-0.0314
LOC285636	-0.141166666666667
PAIP2	0.466
CYP2U1	0.7995
C12orf34	0.01725
SARS2	-0.7405
ZCWPW1	0.6455
SAMD12	1.531375
KIAA1430	0.073375
ACAT1	-0.0625
MEOX1	2.5095
ADAMDEC1	5.75
PHKA2	-0.448
CARD11	-0.0208333333333333
CALML4	-0.578
TSSC1	-0.2035
TMEM45A	-0.844222222222222
MPP7	2.184875
POU1F1	-0.20875
SLC2A13	-0.449
FBN2	-0.586285714285714
ZC3H7A	0.6839
LAIR2	1.06675
ST3GAL1	0.5015
LCT	-2.66125
GEMIN8	0.259666666666667
KLF16	-0.499
HIF3A	-0.0749
FAM44A	0.860571428571428
AQP10	-1.3795
PLA2G2A	-1.2365
FOLH1	0.620666666666667
C20orf186	0.0775
MAPKAP1	0.127
SPRR2D	-1.53075
UBQLN4	-0.566666666666667
RSHL1	-0.186
PIAS3	0.010625
MRPL24	0.01475
GREB1	-0.2465
FAM27E3	-1.8625
NUP62CL	-1.80175
NEUROG3	-1.436
REEP3	0.413833333333333
MARK1	-0.52625
LMBRD1	1.3225
PRPF19	-0.7385
PNMT	-1.1655
CTGLF1	-0.0075
SLC25A16	0.03025
EIF2B3	-1.3585
RPA2	-0.08775
PAK6	0.5445
CCDC26	-3.430875
SEMA3E	2.924
MXD4	1.0423
TNFSF10	3.5763
SMARCB1	-0.604833333333333
DTX3L	0.8515
PLA2G4E	-0.1015
PPAP2A	1.0385
ULK1	-0.391
TAS1R3	-0.461
SLC2A3	-2.19663636363636
ARID3A	-2.5285
GNG5	-0.60425
ACOX1	0.0795
KIF5B	0.0765
NUP153	-0.61
MUC7	0.2565
CSDE1	-0.432857142857143
CLPTM1	0.38625
C3orf23	-0.115625
LRRC17	0.706333333333333
TTYH3	-0.915125
ATP5B	-1.1905
ELF3	1.0794
CPSF3L	-0.5395
ZNF665	0.8825
TLR6	1.0992
GPI	-1.1835
RAD9A	-0.59525
NDST4	-3.122
AGPAT3	0.17025
MAGI3	2.03533333333333
ADORA2A	0.640625
CACNG7	-0.0135
CAMK2D	0.339357142857143
CCHCR1	-1.24975
RPS27A	0.07875
OR10G7	-0.0176666666666667
GCM2	-0.4545
FAM135B	1.1748
E2F1	-1.9805
PLCB3	-0.07225
OR2AE1	0.475
COIL	0.0511666666666667
CDC25C	-2.28666666666667
RAB11FIP2	0.7665
TSC2	0.51125
CTGLF5	-0.1265
CCDC108	-0.0594
OR13C4	0.3075
C10orf81	4.3645
PTPRB	1.42175
ACP2	0.58875
LAG3	0.3765
MRPL54	-0.2225
LOC201175	-1.004
ITGB1BP3	-2.164
SPTAN1	0.464
SIPA1L2	-0.5385
RCAN2	-0.4425
CDX2	-0.1195
ECOP	0.843
ACTR1A	0.0562142857142857
PPARG	-0.690333333333333
BBS10	0.4195
TMEM44	-1.15
BPIL2	-0.00449999999999999
CITED1	-0.556
IRF6	2.2015
PRDM4	1.11366666666667
RRP9	-1.208
OR10H4	0.09975
IL31RA	-0.28875
GNB1L	-1.50016666666667
MYBL2	-2.560875
ZNF407	1.13283333333333
PPIG	0.324
TTC18	3.4435
RPSA	-0.0785
MAPT	1.885625
MRE11A	-0.162214285714286
C8orf37	0.8155
RASGEF1C	-0.478666666666667
STBD1	-0.07875
CTAG2	-1.406
MGAT5B	-2.22516666666667
ECM1	-0.3775
RLN1	2.094
PARP14	1.0801875
EPB41L1	1.3109
HOXA3	-0.553166666666667
MAGEA9	-4.08475
RPS8	0.483333333333333
RPS19BP1	-0.50675
FOXJ2	0.745375
C10orf76	0.45025
IL17RE	0.182
C10orf65	-0.5965
ZNF343	0.334666666666667
FBXO33	-0.039125
UHMK1	1.4652
LY6G6C	0.10175
FGF19	-1.61725
C14orf128	0.5075
IFIT2	2.07075
TIGD1	-0.5595
S100G	4.6025
GUCY1B3	2.2145
NR3C1	0.1087
CORO1B	-0.230833333333333
PARP11	1.20216666666667
DNALI1	4.07783333333333
OR4N4	-0.0395
MAP2K6	-0.321666666666667
FSTL4	-0.12225
ANKRD47	0.91025
TMEM171	-1.5765
PNLIP	1.61925
YY1	0.4445
CCDC138	-1.50483333333333
AASDHPPT	0.0775
CKS1B	-1.4527
MCM3	-0.8755
ANAPC7	-0.215666666666667
FAM110A	1.489
CDC37L1	0.956666666666667
THTPA	0.46725
NBPF20	-0.106
WDR24	-0.06925
NPTX2	-2.08225
CBLB	0.948666666666667
CETN1	-0.525833333333333
RPUSD1	0.30675
FAF1	-0.5665
CDK6	-1.7574
HMX2	0.2455
CSK	0.244166666666667
TEAD2	-0.26475
SNAP25	0.11475
TUFT1	0.4297
TMTC3	0.769166666666667
LCK	0.6265
SGOL1	-1.77716666666667
AKTIP	1.854
FURIN	-0.407375
SOX12	-0.284333333333333
DEFB103A	-0.30025
RAMP1	3.80175
KIR3DX1	-0.0395
GAS2L3	-0.7475
PDE8A	-0.7668
EDN3	2.675
GMIP	0.981
SF3A2	-0.84025
FN3KRP	-0.01375
SMAD7	1.26575
RHBDD2	0.0555
OR11H6	0.106
PPP1R3B	0.3655
C9orf23	0.14
CADPS	-0.15975
GOLGA8A	-1.237375
TMEM57	0.382333333333333
RGL3	-1.719
S100A14	2.657
FGFR2	0.9879375
XRCC3	-0.99475
RTN4RL2	-0.4025
MGC3771	1.992
GH2	-0.424
BTBD2	-0.3995
LMO2	0.28225
RDBP	-0.42975
ACRBP	-1.02675
AMY2A	2.626
DUOXA1	0.08
PTK7	0.580666666666667
TWF2	-0.0948333333333333
FAM80A	-1.837
TNNI2	-2.482
GLT25D1	-0.569666666666667
OCC-1	-1.52275
CYC1	-0.486333333333333
RPL22	0.0610454545454546
MORN3	1.445
DISP1	0.88525
PRB2	-0.1495
CHUK	0.3905
HR	-0.833875
CCDC134	-0.79975
DENND4B	-0.804
C14orf130	-0.23275
RAB33A	0.24575
DCST2	-0.0535
TNMD	-0.55675
PEX7	1.09475
FAM62A	-0.3805
SRD5A2L	0.39175
IL22	-0.229
RPS26	-1.21433333333333
HOXC5	0.3265
SPATA6	0.692
FLJ38482	0.58625
ZNF234	1.6855
C18orf22	1.05425
SPATA22	0.88025
THOC1	0.02625
CYP7B1	3.35925
KCNC3	0.404
C8orf42	-0.6375
ALDH1B1	0.513
CCDC100	0.6458
ARMC4	-1.35575
FAM18B2	-0.06075
SLC44A1	1.16325
FBXO17	-1.28733333333333
C6orf107	-0.5145
C19orf29	-0.54725
ZC3HAV1L	-0.8045
PARP6	-0.0778
SULT2A1	-4.51475
C1orf159	-0.6595
TMC1	0.347
CHST14	0.061
GAMT	-0.704333333333333
SMCP	0.161333333333333
TSPAN33	1.06383333333333
MIDN	-0.316125
NOX4	2.82025
RNASEN	-0.5443
TBX1	-0.17
SALL2	0.05975
C10orf35	1.7365
CYP2E1	0.630875
LRFN2	1.3115
ACO1	-0.827833333333333
IQCG	1.6225
MEGF9	1.3305
TM7SF4	2.79325
PLEKHA1	0.6954
STK33	-1.84225
C1orf210	1.9035
SNUPN	-0.1144
KIAA0406	-0.3901
C20orf29	0.28075
TMEM55B	-0.188
OSTM1	-1.0495
CLCN7	-0.07175
OTP	-0.1735
FLJ23049	1.0835
HEATR4	1.2995
MAP3K10	-0.579333333333333
PCDHGA9	0.176
AMDHD2	-0.208
LCTL	-1.4635
PDCD2L	-1.0065
CABLES2	-0.488
SLC5A9	-0.63675
CLCA2	0.458333333333333
MGC16025	1.094
STRAP	-0.842166666666667
C20orf196	-0.087
RRBP1	-0.245666666666667
NAT13	-0.3765
MAT2B	0.880375
CSNK1D	-1.012
KIR3DL1	-0.294
PRKAG3	-0.598
ZNF599	1.451
PRM3	-0.174
PER2	1.40533333333333
ASPHD1	-2.205
PRMT6	-0.9285
KCNE1L	-0.905142857142857
FAM118A	0.859666666666667
TAF4	-0.66725
NDUFB6	-0.46025
TRIM9	-0.524666666666667
PMFBP1	-0.3995
KY	0.5195
DKFZp762E1312	-3.14227272727273
CSMD1	-1.02025
TBP	-0.316833333333333
OR1Q1	0.0701666666666667
RETNLB	-0.011
HPGD	0.571428571428571
DNAJC12	0.982
FKBP1B	-1.6
ANKRD24	-0.0831666666666667
CXXC5	1.387
IL3	0.045625
DRAM	0.8981
PTCH1	-0.965625
TP53BP1	-0.27975
SLC17A7	-0.286125
COL25A1	-0.5958
AMACR	-0.0273333333333333
RHCG	-0.034
VPS13A	0.291916666666667
FAM55D	0.581
PRPF38B	-0.3975
OSBPL6	0.332
PFDN5	0.5222
CMTM6	0.96625
KCNK12	-1.92225
RP2	0.26525
C16orf52	-0.656
PICK1	-0.788
IFNE1	-1.0495
SEMA4B	0.28475
TYRO3	-2.071
OR12D2	0.118
CSNK1A1	0.689
FANCF	0.948
LONP2	0.474
TBL1Y	-0.98525
LDOC1L	-0.1165
CCNC	0.2735
C3orf60	-0.1625
CHKA	-0.877
UBAP1	0.51875
MAP3K1	2.2475
ANKRD9	-1.66625
FAM92A1	-1.47433333333333
GAB2	0.10025
AZU1	-0.276
DIS3	-0.3435
C21orf109	-0.73
IQCB1	-0.13725
SPATS2	-0.542333333333333
EFCAB3	-0.2455
PRB3	-0.4035
FUZ	-0.492666666666667
ZNF813	0.986875
BMPER	-1.0045
HEG1	0.431875
ALS2CR11	-1.24475
SURF2	-0.36875
PSMC1	-0.0793333333333333
OR2D2	0.4715
SLC7A8	2.222
C4orf40	0.0305
SPATA7	0.4125
MAZ	-0.588833333333333
PIN4	0.3585
PDE1A	-0.091625
TAF6L	-0.579333333333333
OR2T34	0.227
KIAA0284	0.32075
ACADS	-0.760272727272728
MKRN2	-0.4115
C18orf56	-2.4155
MS4A6E	-0.071
GALNT4	1.0289
C22orf31	0.208
FLJ36070	-0.293
PSME4	-0.68075
TFG	0.0381
EPHX2	0.98375
ANXA5	-0.58625
KRTAP1-1	-0.3359
BATF	2.181
KARS	-0.84025
MSTP9	0.5325
GPR26	0.212
CCDC72	-0.13725
TEF	0.804666666666667
FOXK1	-0.3699
PRLHR	0.0125
EMX1	0.3805
C11orf30	0.139875
ICK	0.47475
THSD7B	0.43275
C21orf100	-1.2895
DUOX1	1.505
EFCAB4B	-0.11425
UBE2G2	-0.627666666666667
C3orf54	0.5555
PARP1	-0.94125
FAM60A	-1.36833333333333
C6orf146	-0.243
OR9K2	0.1735
DDX55	-0.772166666666667
RPS15	-0.269166666666667
ZNF618	0.334125
DKFZp686D0972	0.9225
SSPO	-0.81
SHFM3P1	0.733666666666667
CPA6	-0.723
JAG2	-0.00675
DEFA3	0.33375
PPBPL2	0.222
CD34	4.04225
SLCO4A1	-3.38575
AFG3L1	-0.521166666666667
SHD	-1.14875
RP13-122B23.3	-0.722166666666667
PRKCSH	-1.3285
DPH5	-0.188166666666667
HLA-F	1.673
TBC1D4	-0.3755
RIG	-0.191666666666667
GLUD1	0.542666666666667
HNRPCL1	0.51375
HBXIP	-0.883
RNF207	0.3385
APIP	-1.5435
PLA2G3	-2.43633333333333
CCDC84	0.18075
MYLIP	0.230769230769231
PHIP	-0.00025
AARS2	-0.552
DHX32	0.6995
SCAPER	-0.0111666666666667
MEN1	-0.258375
NIP7	-1.03
FLJ25404	0.3565
FASTKD3	-0.3155
TMEM158	-2.3835
RARA	1.158
BDH1	-0.175
ANKRD16	0.38275
CARM1	0.2425
SS18	0.548333333333333
IKZF2	0.607166666666667
MYD88	0.490375
PML	0.1312
TAF1A	-1.24575
CBFB	-0.70875
HIST1H3H	-2.295
C7orf29	-0.87075
COMMD4	-1.0065
DPP3	-1.24525
DAB2	0.552375
LOC388882	-0.148
YPEL4	-0.607875
AGBL3	-0.69025
LRP6	0.1269
SERPINH1	-0.229
TLE1	-1.24775
CD244	0.975
ZDHHC15	-0.40975
MGLL	-0.2676
PLDN	0.802166666666667
LOC654346	1.1935
FAP	3.19375
GPR37	-0.912666666666667
SCARA5	2.05466666666667
EBF4	1.94145454545455
LSM6	-0.6645
MLLT1	-0.270875
SLC5A12	-0.4885
A2BP1	-1.16066666666667
COPS5	0.3875
TPM4	-0.342714285714286
TNFSF4	1.4955
ACADSB	1.94438888888889
HERPUD1	1.03025
BCL2L11	-0.213388888888889
CEP78	-0.844125
CDCA3	-2.14275
WBSCR19	0.046
MYO1A	-2.073
PPEF1	2.5815
LOC440348	-0.025
CPEB2	0.865125
BPTF	-0.169833333333333
RPL21	0.2316875
GSX2	-0.129
ADPRH	1.31333333333333
C17orf68	0.3215
KCNS1	-0.599833333333333
MLLT6	0.2394
PIWIL4	0.8235
RNF26	-0.7395
RAP1B	0.053
ADAMTS1	-2.5859
ZNF571	1.17675
P2RY6	-0.74675
TRIM21	1.18016666666667
CADM3	-0.07075
NLRC5	1.28316666666667
ADRA2B	-0.446166666666667
LOC90835	1.337
PCF11	-0.1275
LOC400451	1.41075
GLTSCR1	0.0739
C17orf88	-0.592833333333333
CDH16	-1.2675
FGF7	2.76325
PCSK4	0.514166666666667
NPC1L1	-1.5455
TAT	0.550375
TBCA	-0.50725
MGC33407	0.01725
GPR115	-0.838375
CYGB	0.212
FNBP4	-0.587666666666667
C12orf43	0.04825
CBL	-0.0103
CLECL1	2.76775
PPAPDC1A	2.05475
WDR25	0.197333333333333
SGCA	0.7695
C22orf29	-0.194666666666667
YIPF1	1.43475
GALK2	-1.073
RAB3B	-3.50025
LOC440087	1.81975
UCP1	-0.4425
REEP5	2.0305
FADD	-0.1659
FOXA1	2.67875
CACNA1A	-0.1455
ABI1	1.32733333333333
GRIN2D	-0.99325
SLC1A4	0.6645
LOC401127	-0.99425
HINT2	0.096
PLD4	1.071
ZNF286A	-1.0805
ENY2	-0.218
IL1F6	0.448
PXDNL	0.1805
C20orf79	0.10325
TNFSF13B	3.14033333333333
DENND3	1.353
JARID1D	-2.63425
HIST1H2AK	0.634875
LOC93349	1.208
SSH1	-0.8461
ENSA	0.07625
LOC219854	0.403166666666667
CKAP2	-1.4939
DKFZP564J102	0.550833333333333
MGC87315	0.630166666666667
HNRPAB	0.06075
AMH	-3.0585
ZNF526	0.287
BRUNOL5	-0.3011
CACNG3	0.280833333333333
TRPM1	-1.161
PPP2R1A	-0.4415
COL2A1	-1.6055
DDN	-0.327666666666667
FLJ25770	1.27683333333333
HK2	-0.7935
ELOVL6	-2.297375
MDK	-1.1255
EPHX1	0.83
RASSF2	1.638125
DKFZP434B0335	-0.394
DLX3	0.4585
PRTN3	-0.791
AVPR1A	0.563
C21orf125	-2.3975
TNFAIP8	1.151
GNB2L1	0.15725
CALCRL	2.73
SCGB2A2	9.05933333333333
UBXD7	-0.1365
ZNF674	-0.333
TMEM35	0.61975
BRSK2	-1.34075
HECTD3	-0.041
TMEM188	0.26025
LGALS9	1.676875
SCARB2	0.91
USP34	0.226833333333333
C17orf28	0.876166666666667
ZDHHC23	-0.8845
AQP12B	-0.485
SLC16A3	-2.276
APLP2	0.265375
ITIH2	-4.874
MICAL3	-0.018
TNNI3K	0.4092
HDAC2	-0.629
PRR7	-1.3552
THBS2	1.265875
LOC751071	-0.307166666666667
CA2	0.00850000000000001
RANBP17	0.03225
RLN3	-0.3085
CRYZ	0.952333333333333
GBAS	0.330166666666667
TAS1R1	-0.44225
MPZL3	0.207
PCDH8	-1.63975
HSP90B1	-0.155083333333333
KCNK15	0.7545
TNIP2	0.193833333333333
GPR146	0.3805
NOL6	-0.47475
SPC25	-3.49655555555556
STEAP2	2.07871428571429
VAMP3	-0.0791666666666667
TCIRG1	-0.1925
ZP4	0.203166666666667
PARL	0.24725
TRIM39	0.396333333333333
KIAA1305	1.55
CRNN	0.282166666666667
GRN	0.25625
HSH2D	0.62
SCAMP1	0.7441875
KIAA1913	1.328
PTS	-0.7115
BANP	0.400785714285714
PRKACG	0.107
ADCY6	0.331666666666667
C16orf46	0.063
CYP51A1	-0.915
DDC	-5.386
ANPEP	-0.7235
PROM1	2.03583333333333
SIGLEC10	1.93225
COPG	0.462
FAM26E	1.63675
TRIP4	0.776
SNX3	0.383333333333333
C1orf175	0.399166666666667
PPY2	0.1685
C14orf152	-0.21875
FTSJ1	-0.715833333333333
DST	0.6221
LOC554235	-0.12525
GLRX5	0.07075
C20orf12	1.7458
CAB39	0.673
MSH2	-1.40266666666667
PIP4K2C	0.277125
CYLD	1.92025
WTAP	0.54375
MGAT4A	1.15422222222222
TSC22D4	-0.5122
CHRM2	-1.85
PPYR1	-0.1805
CCNH	0.1325
RRM1	-0.94775
ECAT8	-3.0765
LOC400120	-0.4105
GABRA4	-0.119375
C14orf4	0.259166666666667
C1orf59	-0.4175
CTDSPL	0.44425
NHEDC2	-0.4545
PDE11A	-0.0725
KLHL29	0.187
CD5	1.8502
TSPAN9	0.986375
WDR67	-0.93475
THUMPD1	1.3641
C18orf17	0.28475
CLYBL	0.992833333333333
FLJ13231	-0.38425
CMBL	0.173875
LECT2	-0.2115
NKAPL	2.18216666666667
LOC654780	0.295
OR4C6	0.261
RAB30	2.08216666666667
TSSK4	-0.366
TMEM163	2.48
OSBPL11	0.613333333333333
GNB5	-0.983833333333333
CCL21	1.8055
C1orf121	-0.420166666666667
FMO2	3.17216666666667
RPTN	-0.424
MSTN	0.4225
VCL	0.016
FYTTD1	0.3785
C11orf1	0.25875
CCDC88C	0.8599375
HFE	0.290944444444445
MOGAT1	-0.243
FAM125B	0.564833333333333
IRGQ	-0.098
RAVER2	-0.4375
AKAP5	-0.09
SSSCA1	-0.5145
C11orf63	1.556125
ACTG2	1.2187
PORCN	-1.0355
DTL	-2.44481818181818
TMEM151	-0.02525
FAM122C	-0.75825
RSAD2	2.7026
BAT4	-0.5075
KRTDAP	-1.37466666666667
MYH8	0.11225
CRTC3	0.3115
LRRFIP2	0.3497
INTS4	-0.250833333333333
TTN	0.128833333333333
SLC26A5	0.2515
PLLP	-0.90325
RGS6	-0.541
SRGAP3	0.239375
ZNF525	0.281333333333333
NBR2	-0.708833333333333
C13orf1	0.1264
ZNF137	0.6015
CEP27	-1.30825
BEST2	-0.208
RNF121	-0.27925
DMRTC2	-0.1505
C8orf76	-0.10425
BCCIP	0.268
MEST	-1.32875
HTRA2	-0.311
ANGPTL2	0.70675
ILKAP	0.253666666666667
ERAS	0.3355
HBS1L	0.48175
CPA5	0.1055
TMEM30A	0.861166666666667
CD300LF	1.85033333333333
WISP3	3.26
CRK	0.2135
PDS5A	-0.2156
BRPF3	-0.141833333333333
NEDD9	0.189125
SMPDL3B	0.675
PSG6	0.2315
PSMD13	0.27575
ETV5	-1.694875
OR51A4	-0.268
BTBD7	0.869166666666667
GSTO1	-0.962625
hCG_16001	-0.5525
MAD2L1BP	-0.347833333333333
COX6A2	-0.957
SCNN1A	2.321
LSM1	0.603166666666667
UGT2B11	-3.239
IDUA	0.35575
PPP2R3C	-0.328
COX11	-0.432166666666667
PDZK1	0.5925
ZNF443	0.7825
MGC21874	1.6115
ZNF323	1.5018
KRTAP10-10	0.1125
CXCL6	0.8535
SLC34A2	1.695
LOC284402	0.0295
NPTN	0.750916666666667
UPP1	-2.07083333333333
SLC6A9	1.0855
OR7G3	0.03275
CISD1	-0.4395
ZNF545	0.319833333333333
SYT14	-0.515
NT5C3L	-0.601666666666667
ZNHIT3	-0.219833333333333
SNRPD3	-0.84325
KIAA0701	0.235875
UNC93B1	-0.438166666666667
GMNN	-2.131875
SPCS2	0.0771666666666667
LOC388524	-1.2895
NAPRT1	0.273125
PNLIPRP1	-0.2455
OR6V1	0.33
PRKAB1	0.21275
EYA4	-1.31633333333333
KIF20A	-2.498
ALG10	-0.63925
ITPKC	0.777333333333333
LMX1B	0.3965
RPUSD4	-0.151
C7orf34	0.366833333333333
DLGAP2	-0.00100000000000001
PFN1	-0.053
MICALL2	-0.6385
ZNF654	0.8455
SS18L1	-0.652
SLC16A8	0.1285
MKI67IP	-0.127
ITGB3	-0.450875
TCEA3	1.87733333333333
CEP152	-1.522
CLIP1	1.361
ZNF75	0.85125
ATP5C1	-0.320833333333333
NUDT5	-0.8765
PSCDBP	2.50725
UBP1	-0.2955
RBM27	-0.06625
C13orf15	2.73625
ZNF282	-0.483
ZNF222	-0.1526
COL10A1	6.0105
PRDM15	-0.4785
TTTY5	0.244
FAM9C	-0.531083333333333
C20orf67	-0.26325
GNG13	1.129
F12	-1.686
C1orf41	-0.7385
CPXCR1	0.266
GSK3A	-0.094
SUPT6H	-0.5915
PI16	1.3205
ELL2	-0.461833333333333
C9orf167	-0.797
PVRL3	-1.5493
FLJ38596	0.14
ADAM20	0.55125
GPR89A	0.4125
GPR87	0.442
ZNF30	0.43325
SMR3B	-0.123
ZNF770	0.19925
TRPC4AP	-0.390833333333333
DKFZP686E2158	0.435833333333333
C2orf28	0.172
FREM1	0.143
LAMA4	0.497166666666667
ADPRHL2	-0.02175
EIF4G2	0.0268333333333333
GUCA1A	0.134
CTNNA2	-1.229625
NUDT15	-0.422666666666667
CEPT1	0.2305
ZNFX1	0.3419
CCDC92	1.20175
TDRD1	-0.2815
KCNK5	-0.301166666666667
ETNK1	-0.063
LTA	0.5005
TTPA	0.740333333333333
B3GALNT2	-0.173375
SC65	-0.5805
PEX5L	-1.227625
EPS15L1	-0.30775
MGEA5	0.597625
HIST1H3A	0.16625
ING1	-0.00437500000000001
BCAT1	-2.3525
ORC6L	-3.27309090909091
KLK11	-4.152
C19orf28	-1.485625
DNER	-4.222
MED22	-0.320785714285714
ETV6	1.09166666666667
CHAC2	-1.595
CD300E	-0.095
CEBPB	0.338666666666667
ZNF398	-0.30575
LRCH3	0.123
HMGA1	-2.46383333333333
CAPN7	0.224666666666667
MGC5566	-2.80775
CCL3	2.817875
NANOS1	-0.28875
ZFYVE19	-0.35
APITD1	-0.1005
PARD3	0.55025
IRAK4	0.0768333333333333
SERPINI2	0.4335
CEP170L	-0.2265
TTC9	2.275625
MYOM3	-0.9855
MLPH	1.359125
LOC222699	-0.4285
NRG1	-0.517916666666667
TBC1D9	2.73436363636364
TTK	-2.703
ZNF557	0.4705
DDX41	-0.589
FANK1	2.7945
UBE2D2	0.1225
PSMB10	0.798375
MYH7B	0.3525
GABARAPL2	0.0715
MARVELD2	1.25833333333333
DGCR2	0.176
UNC45A	-0.635166666666667
C6orf72	0.4115
ZNF683	3.868
GIT2	0.796625
CASK	0.0335
C14orf161	2.58183333333333
LRRC44	1.4675
TIFA	0.962375
UTP11L	-0.47975
C6orf65	-0.06725
FDPS	-0.93925
DUSP9	-2.3589
SLC17A8	-0.0988333333333334
OR51G1	0.0461666666666667
NANS	0.5475
OLFML1	1.6765
ATP10B	-0.636125
NPAS3	0.9295
PRKCA	-1.6153
GGA2	0.4155625
LCE4A	0.594
SPANXN3	0.2165
CCDC115	1.991
SDCCAG3	-0.692
GLIPR1L1	-0.20925
TTC1	0.41575
C17orf76	0.39425
MAD2L2	-1.91775
HIPK1	0.1823
LRRC3B	-0.00816666666666667
CLN3	0.159045454545455
C17orf47	-0.2475
FMN2	-0.904375
TUBB1	-0.913625
WAPAL	0.274666666666667
C3orf21	-0.52175
SCN5A	-0.3931
SMYD1	0.44525
BEX5	0.76475
ZNF192	-0.003
SEC22A	-0.1015
GRIA2	3.34257142857143
KIAA0825	-0.60525
NUSAP1	-2.45736363636364
LANCL1	1.871125
C15orf40	-0.0706
ZNF645	0.02025
GPR61	0.06025
NLRP14	0.165
SNX21	-0.3846
C1QTNF8	-0.3795
C17orf46	0.258
IFNA8	0.4825
SPRR1B	-1.3975
FLRT1	-0.95975
SNX17	-0.143
ASB2	1.16883333333333
HBG1	-5.2835
RPRML	-1.76425
JOSD2	-0.559333333333333
PLSCR3	0.644
SPOCD1	-0.998166666666667
RAB39	-0.2035
GHRH	-0.241833333333333
ITIH5L	0.38525
C17orf37	-0.00225000000000002
SMCR8	-0.2155
DPY19L2P3	-0.458833333333333
IL11RA	1.00866666666667
GDF3	-3.7165
RPS6KB1	-0.782083333333333
DNAJC19	-0.2771
TOP1	0.099
CRCT1	0.197875
MPST	-0.66025
DPM2	-0.775875
FAM38B	-1.79416666666667
SLC18A1	-1.98433333333333
FARP1	0.2845
PAX7	-0.264
TUBD1	-1.28175
GNL3	-0.126
BTG2	1.43213333333333
NDUFS6	-0.57675
C1orf79	-0.58225
ERAL1	-0.83625
ECHS1	0.36925
VPS4A	-0.511
CYP11A1	-0.29925
ABCC6	-0.5095
PBX4	-0.063
MOSC1	-0.625875
NCF4	1.67025
HYMAI	-0.1375
NAGPA	-0.05125
OTOP2	0.06325
ACOT12	-0.03225
MTHFD2L	-0.004375
LOC441376	2.07475
C19orf34	-0.5715
RAB1B	-0.67925
ALDOAP2	-0.731
NTRK1	-1.52366666666667
ARTS-1	1.3198
SLC6A11	-0.5695
NAP1L2	0.17975
CNGB1	-0.2495
EPB41L4B	0.500666666666667
FAM134B	2.07725
HS3ST3A1	-0.453166666666667
CPXM2	5.10525
SIRPB2	0.663
CHORDC1	-1.44466666666667
TRIB3	-0.306833333333333
SLC2A5	0.904
C2orf49	-0.669166666666667
DDX5	-0.135
OR5L1	-0.0955
ANAPC4	-0.133166666666667
ZSWIM1	0.615625
LOC93622	0.380125
KCNK3	-0.1418
RP11-35N6.1	-1.403125
ZFP161	0.467333333333333
AQP9	2.70475
SLC15A2	0.227666666666667
MREG	0.63
OR9I1	0.225
PDLIM2	0.111375
ADAM7	-0.0895
GSTCD	0.764333333333333
WDR21A	0.272125
SLC12A8	1.19416666666667
TMEM174	0.07875
IGSF3	0.0229166666666667
LRRN1	-0.11425
LOC402117	-0.319
SRPK1	-1.40983333333333
LY6K	-1.8816875
NFIA	2.8125
PTCD3	-0.661875
LEP	2.85066666666667
PCDH21	-0.3355
MAPKAPK2	0.166928571428571
NMNAT1	0.352166666666667
LHFPL2	0.323
C9orf43	1.01025
DIP2A	-0.6175
ACTR8	-0.011875
CCDC34	-0.86575
PTPN22	0.8205
ITGA3	-0.739625
FAM129C	2.33125
RABGGTA	-0.258166666666667
UNC45B	0.88825
KIAA1033	0.434375
