Hybridization REF	TCGA-A1-A0SK-01A-12R-A084-07
PPIC	-2.05233333333333
IMPDH1	-0.642416666666667
ACP6	-0.541833333333333
PRKACA	0.303375
PPP1R1A	3.623125
TRPV3	0.15625
ASXL1	-0.339125
C17orf55	-2.373
FXYD1	-2.25216666666667
LMOD2	-0.053
ANKRD33	0.152
LCE2C	-0.2955
ZNF620	1.3715
DKFZP566E164	-0.869
VSIG2	2.945
KIAA1128	1.00475
USO1	-0.511666666666667
NUDT4	-0.412285714285714
CLDN1	0.799071428571429
OR4Q3	-0.739
FASTK	-1.665
ICOS	-0.152666666666667
LDB1	0.6085
GSTA5	-2.379
ABCC1	-1.07633333333333
FAM54A	-0.45075
PCBP2	0.815833333333333
NUP205	0.000250000000000004
ACTA1	-2.173
GABBR2	0.65175
PIP5K1B	3.65816666666667
AGXT	-1.0895
RNF181	-1.1355
ATP8A2	2.0415
AFTPH	0.902625
FGF21	0.97225
FCER1G	0.860625
SNTB1	-1.732
SLC24A3	-0.569875
TXNL4B	0.0287000000000001
RPL10L	-0.0736666666666667
LOC389517	-1.48925
TSGA13	-0.0795
SHOX2	-0.839166666666667
ITGA7	0.2034
KCNIP2	-0.7562
KLF13	0.6869
ZFAND2A	-0.188
CEACAM1	-2.33321428571429
PFKFB4	-2.015
MED19	0.928
LRRC57	-0.253666666666667
RNF11	-0.59825
ANKRD32	-2.69175
P117	-0.98325
OBFC2A	-2.55883333333333
POLD3	0.687916666666667
RAB18	0.41575
TPH2	-0.374666666666667
PHB	-0.4471
JDP2	-0.9345
MORF4L1	0.4625
POU2F1	-0.3675
CNNM2	-0.926083333333333
LOXHD1	0.257
ZC3H15	0.117
ELK3	-1.141
FAM111B	2.2055
CBLC	2.65133333333333
SBNO1	1.229
ANKMY2	-1.33225
PLEKHA5	0.17125
DHX58	-1.37583333333333
ARCN1	0.3615
TREML1	-0.0686
KNCN	1.012
SEC24A	-1.525375
PSCA	-1.4485
MGC24125	0.136666666666667
DNA2L	0.69325
CIB4	2.6065
HIGD2A	-1.0135
TBX6	-0.517833333333333
TTLL5	-0.303
SGK3	1.88533333333333
GCN1L1	0.17525
AMOT	1.0902
LDOC1	-0.646
NRK	0.390166666666667
ASB9	-4.2485
NAT1	-2.8484
TRAFD1	0.98275
PEAR1	-0.151333333333333
FAM36A	-0.93125
OR1S2	0.421666666666667
LOC388323	-2.44675
PGS1	-0.534666666666667
LEPREL1	-4.70925
TFF1	-5.28433333333333
HAP1	1.4165
EPHB2	1.794
ACTG1	0.235666666666667
ZFP42	-1.17916666666667
HAVCR2	-1.1478
NME1	-0.697
SNX26	0.241833333333333
LACTB	-1.44433333333333
ZKSCAN2	-0.99125
C5orf35	-0.0975
ANKS3	-1.39075
RBM28	-0.776
DKFZP586P0123	-0.6705
HNRNPA1	0.435
BCAS3	-1.83716666666667
FLJ20184	0.73
POLA2	0.118833333333333
TMC7	-0.630333333333333
HSD17B6	2.533
ZNF658B	0.132833333333333
TTTY10	-0.170166666666667
RANBP9	0.56775
CPNE7	-2.63583333333333
EVL	-0.117117647058824
LNX1	1.64791666666667
IFNA21	0.228833333333333
CFD	-3.254
PYCARD	-2.885
MYBPC2	-1.826
ENPP3	-2.305
ACSL4	0.2245
LOC440258	-1.673
TMEM176B	2.72
SOX2	-5.598625
SCO1	-0.314166666666667
COMT	-0.7325
AOC2	-0.17175
PDLIM5	-1.24321428571429
SPHK2	-0.407333333333333
NXPH2	1.5095
GPR108	-0.2875
RAD51L1	-0.852
TMEM54	0.28225
LETMD1	-0.860777777777778
SLC6A17	1.30125
KRT75	-0.508
STT3B	-1.75333333333333
CD3EAP	-0.2365
TMEM63A	-2.13675
DUSP13	-3.562
CD1C	-3.523
LASS2	-0.700333333333333
AVP	-0.279
PITPNM1	-1.15225
FLJ22795	0.359
MCTP1	-3.10775
TRIM68	0.708
UCK2	-0.227
ABHD1	-1.0845
FAM50A	-0.2155
RNASEH1	-0.415166666666667
PCP2	0.1095
OR52H1	1.442
C20orf149	-0.862
RBP5	-1.26916666666667
HYAL3	-1.62975
CLPB	-1.0735
SMNDC1	0.8095
DONSON	0.6095
FLJ27523	-0.303
BARHL2	0.00279999999999996
SLC30A9	0.901166666666667
TMPRSS11B	-0.42675
E2F8	0.522166666666667
CCDC25	-1.76483333333333
C14orf48	-0.127
C20orf116	-0.356
TSPAN11	-0.17
YIF1B	-0.673166666666667
FAM12B	0.349
OR1L6	0.683
HPN	-2.0498
NBN	0.33175
C14orf94	-0.636333333333333
OCLM	-0.343
ZSCAN18	1.3091
L3MBTL	-1.5356
TSTA3	1.11766666666667
RAC1	0.389375
C19orf15	-0.0712
NFE2	-5.53525
KLK14	0.2085
ARSF	0.301
MAST2	0.552833333333333
AMICA1	0.1525
GTF2A1	-0.166125
ATP1A3	3.091
TC2N	2.0667
PNKP	0.1915
ODZ2	1.10475
MATR3	0.485375
S100P	-4.619125
KRT82	-0.0895
CA13	2.5626
PROZ	-1.9
AASDH	0.164375
C19orf40	-0.3005
DCK	0.685846153846154
FAM5C	-1.941
SLC6A4	-2.3375
MID1IP1	-0.665875
TESSP5	0.853
TMOD4	-0.747666666666667
DOCK2	-1.83866666666667
TUG1	1.20325
NUP214	-0.26575
DPYSL2	-0.181363636363636
GOLM1	0.475
MPFL	0.01675
SOX13	1.53525
SDCCAG8	0.1552
KEL	-2.72183333333333
NUP210L	-2.959
GK	-0.637625
DNAJB1	0.7485
ALPK3	-0.1615
CHID1	0.3192
CYLC2	0.2835
IKZF5	0.6675
C8orf51	1.68083333333333
PPM1J	-0.268
GIMAP8	1.42133333333333
GPR101	-0.5235
NR2F1	-4.4585
ACAD8	0.000499999999999994
RBM35A	2.90925
GNAI2	-0.0991666666666667
METTL8	-1.165
SLC39A7	-0.874
FBXO8	0.5965
CAMK1	-1.16975
RFC3	2.150375
FAM129A	-2.01864285714286
ILF2	0.52475
FGFBP3	-0.82425
NOM1	-0.180166666666667
PSMA3	-0.473
ASCC3	-0.0964
ZYG11A	-0.56525
SOX21	-1.719625
LYRM1	-1.08
DEFB1	3.3425
LOC91431	-1.82566666666667
OR7C2	0.8695
FAM46B	0.465
TMEM18	0.950875
ARHGAP30	-1.127
TMEM86A	1.22633333333333
EPHA2	-1.92733333333333
C10orf46	0.10795
TCHH	-0.783166666666667
C3orf30	0.596
LOC285636	0.218333333333333
PAIP2	0.2245
CYP2U1	1.040375
C12orf34	2.44225
SARS2	0.616166666666667
ZCWPW1	0.78375
SAMD12	1.48775
KIAA1430	-1.206375
ACAT1	-0.0315
MEOX1	-1.90033333333333
ADAMDEC1	5.258
PHKA2	-0.3365
CARD11	-2.853
CALML4	-0.951
TSSC1	0.3945
TMEM45A	-1.364
MPP7	-0.45375
POU1F1	0.53
SLC2A13	-0.4956
FBN2	-2.005
ZC3H7A	-0.6093
LAIR2	-1.8805
ST3GAL1	1.783
LCT	-0.0765
GEMIN8	0.324166666666667
KLF16	-0.1391
HIF3A	0.7249
FAM44A	0.269357142857143
AQP10	-1.5588
PLA2G2A	-2.325
FOLH1	2.16683333333333
C20orf186	0.1005
MAPKAP1	1.125625
SPRR2D	-2.2985
UBQLN4	1.27566666666667
RSHL1	-0.0498333333333333
PIAS3	-1.0065
MRPL24	-1.597
GREB1	-2.333875
FAM27E3	-0.1505
NUP62CL	1.379
NEUROG3	0.551
REEP3	-0.594333333333333
MARK1	1.9325
LMBRD1	1.095
PRPF19	-0.7675
PNMT	-0.884166666666667
CTGLF1	-0.882
SLC25A16	-0.6225
EIF2B3	-0.332
RPA2	0.40475
PAK6	1.77433333333333
CCDC26	-3.74025
SEMA3E	3.486125
MXD4	-0.4961
TNFSF10	0.1121
SMARCB1	1.32666666666667
DTX3L	-0.5385
PLA2G4E	-0.7325
PPAP2A	-0.78925
ULK1	0.32675
TAS1R3	0.104
SLC2A3	-0.795818181818182
ARID3A	-2.44275
GNG5	-1.18025
ACOX1	-1.1413
KIF5B	-0.70175
NUP153	1.1905
MUC7	-0.0055
CSDE1	-0.9325
CLPTM1	-0.26525
C3orf23	0.00625000000000003
LRRC17	-2.8295
TTYH3	-0.01275
ATP5B	-0.2085
ELF3	1.8062
CPSF3L	0.640333333333333
ZNF665	1.17883333333333
TLR6	-0.5507
GPI	-0.648
RAD9A	-0.09925
NDST4	-3.94775
AGPAT3	0.0595
MAGI3	0.0556666666666667
ADORA2A	-0.4065
CACNG7	-0.7505
CAMK2D	-0.933285714285714
CCHCR1	0.0355
RPS27A	-0.455
OR10G7	0.0795
GCM2	0.0615
FAM135B	0.8495
E2F1	0.23825
PLCB3	0.75325
OR2AE1	0.2945
COIL	0.747
CDC25C	-0.618833333333333
RAB11FIP2	-0.128083333333333
TSC2	-0.412
CTGLF5	-0.9015
CCDC108	0.5226
OR13C4	-0.37175
C10orf81	1.38925
PTPRB	-0.575
ACP2	0.29225
LAG3	-0.05525
MRPL54	-0.90725
LOC201175	-0.2605
ITGB1BP3	-1.88075
SPTAN1	0.0998333333333333
SIPA1L2	-0.5405
RCAN2	0.3445
CDX2	-1.3455
ECOP	0.49525
ACTR1A	0.180857142857143
PPARG	-2.01333333333333
BBS10	0.728666666666667
TMEM44	-0.84625
BPIL2	0.09125
CITED1	-0.8185
IRF6	4.08325
PRDM4	0.697166666666667
RRP9	-0.9355
OR10H4	0.49575
IL31RA	-0.11175
GNB1L	-0.209833333333333
MYBL2	-0.0135
ZNF407	1.72033333333333
PPIG	0.895166666666667
TTC18	0.841
RPSA	-0.2515
MAPT	0.413
MRE11A	1.02021428571429
C8orf37	0.718833333333333
RASGEF1C	-0.516
STBD1	-1.601
CTAG2	-0.4382
MGAT5B	1.84483333333333
ECM1	-1.345875
RLN1	2.1875
PARP14	-0.8339375
EPB41L1	0.162
HOXA3	1.28691666666667
MAGEA9	-4.00575
RPS8	0.00666666666666667
RPS19BP1	0.379
FOXJ2	1.6865
C10orf76	0.26875
IL17RE	-0.235
C10orf65	-1.388
ZNF343	0.139666666666667
FBXO33	-0.0405
UHMK1	0.7135
LY6G6C	-0.7055
FGF19	-2.043
C14orf128	-1.629
IFIT2	-1.469875
TIGD1	-0.66375
S100G	-0.679
GUCY1B3	2.642
NR3C1	-1.748
CORO1B	-0.3935
PARP11	3.58816666666667
DNALI1	-1.62533333333333
OR4N4	0.211375
MAP2K6	-0.4875
FSTL4	0.18725
ANKRD47	0.0722500000000001
TMEM171	1.3225
PNLIP	-0.0265
YY1	0.479166666666667
CCDC138	-0.204166666666667
AASDHPPT	0.2196
CKS1B	-0.4016
MCM3	0.495166666666667
ANAPC7	0.9335
FAM110A	1.29
CDC37L1	0.360166666666667
THTPA	-0.0065
NBPF20	-1.04
WDR24	-1.72375
NPTX2	4.14525
CBLB	0.274833333333333
CETN1	0.3722
RPUSD1	-0.12925
FAF1	0.70525
CDK6	-2.137
HMX2	2.04
CSK	0.671666666666667
TEAD2	0.7955
SNAP25	4.27775
TUFT1	0.6098
TMTC3	0.529
LCK	-1.35425
SGOL1	-1.34583333333333
AKTIP	-0.2015
FURIN	0.55525
SOX12	-1.01233333333333
DEFB103A	-0.8815
RAMP1	-0.60525
KIR3DX1	0.318
GAS2L3	1.21275
PDE8A	-0.9412
EDN3	0.68375
GMIP	0.34675
SF3A2	0.09925
FN3KRP	0.2345
SMAD7	0.693
RHBDD2	0.88725
OR11H6	-0.8995
PPP1R3B	-0.9924
C9orf23	-1.31
CADPS	0.7485
GOLGA8A	-2.3665
TMEM57	0.207166666666667
RGL3	0.444
S100A14	0.202
FGFR2	0.9665625
XRCC3	-0.286
RTN4RL2	0.0165
MGC3771	-1.2715
GH2	0.147
BTBD2	-0.64325
LMO2	-0.441
RDBP	-0.18575
ACRBP	-1.54825
AMY2A	0.925
DUOXA1	0.0325
PTK7	2.30016666666667
TWF2	-0.626
FAM80A	1.33325
TNNI2	-3.12666666666667
GLT25D1	0.1665
OCC-1	-0.30625
CYC1	0.410666666666667
RPL22	1.15477272727273
MORN3	1.734
DISP1	0.30875
PRB2	-0.31
CHUK	0.65425
HR	-0.6675
CCDC134	-1.568625
DENND4B	-0.9875
C14orf130	0.669125
RAB33A	1.2915
DCST2	0.1015
TNMD	-2.7925
PEX7	0.3265
FAM62A	-0.842375
SRD5A2L	-1.14125
IL22	0.00700000000000001
RPS26	-0.212333333333333
HOXC5	2.2625
SPATA6	0.74
FLJ38482	0.292625
ZNF234	0.4945
C18orf22	0.05975
SPATA22	1.36225
THOC1	0.47775
CYP7B1	3.34175
KCNC3	2.946
C8orf42	-0.5065
ALDH1B1	-1.01983333333333
CCDC100	-0.1904
ARMC4	-1.60875
FAM18B2	-0.73725
SLC44A1	1.404
FBXO17	-0.4565
C6orf107	-0.25025
C19orf29	-0.781
ZC3HAV1L	-0.151
PARP6	0.907
SULT2A1	-5.597875
C1orf159	0.17225
TMC1	0.327
CHST14	-0.071
GAMT	-1.07133333333333
SMCP	-0.0341666666666667
TSPAN33	1.89308333333333
MIDN	-0.270625
NOX4	1.47725
RNASEN	0.0164
TBX1	0.8105
SALL2	1.4385
C10orf35	1.93675
CYP2E1	-1.45925
LRFN2	2.54
ACO1	-1.35666666666667
IQCG	0.9939
MEGF9	1.9955
TM7SF4	0.48025
PLEKHA1	0.187733333333333
STK33	-2.37725
C1orf210	1.99625
SNUPN	0.3766
KIAA0406	0.1128
C20orf29	-0.48275
TMEM55B	0.00274999999999999
OSTM1	-1.8629375
CLCN7	-1.49325
OTP	2.2115
FLJ23049	-0.3075
HEATR4	-0.0345
MAP3K10	0.232833333333333
PCDHGA9	0.112
AMDHD2	-1.29575
LCTL	-1.855
PDCD2L	0.55425
CABLES2	0.628
SLC5A9	-0.87925
CLCA2	-2.653
MGC16025	-0.6215
STRAP	2.702
C20orf196	1.5905
RRBP1	-1.73583333333333
NAT13	0.532
MAT2B	0.468125
CSNK1D	-1.51783333333333
KIR3DL1	0.12175
PRKAG3	1.438
ZNF599	0.9935
PRM3	-0.4605
PER2	0.793833333333333
ASPHD1	-0.4815
PRMT6	-0.56875
KCNE1L	0.312571428571429
FAM118A	-1.6635
TAF4	-0.35125
NDUFB6	0.05925
TRIM9	0.742583333333333
PMFBP1	-1.565
KY	0.2065
DKFZp762E1312	-0.651545454545455
CSMD1	-2.251
TBP	0.442333333333333
OR1Q1	0.263833333333333
RETNLB	0.19625
HPGD	-0.256785714285714
DNAJC12	0.6295
FKBP1B	-1.2545
ANKRD24	-0.0371666666666667
CXXC5	-0.138833333333333
IL3	0.615375
DRAM	-0.6597
PTCH1	-0.454125
TP53BP1	-0.3105
SLC17A7	-0.269125
COL25A1	-1.324
AMACR	-0.339666666666667
RHCG	0.16525
VPS13A	0.0771666666666667
FAM55D	1.0845
PRPF38B	-0.458
OSBPL6	-0.3355
PFDN5	-0.1511
CMTM6	0.460625
KCNK12	0.21175
RP2	0.604
C16orf52	-1.57025
PICK1	1.64
IFNE1	0.105
SEMA4B	0.306
TYRO3	-1.261
OR12D2	-0.226
CSNK1A1	-0.8473
FANCF	1.48175
LONP2	-1.368
TBL1Y	-1.871
LDOC1L	0.84425
CCNC	1.15175
C3orf60	-1.83125
CHKA	-1.15525
UBAP1	0.211
MAP3K1	-0.662
ANKRD9	-2.32925
FAM92A1	1.96566666666667
GAB2	1.159125
AZU1	-1.17025
DIS3	1.61533333333333
C21orf109	-1.91425
IQCB1	1.25725
SPATS2	1.54366666666667
EFCAB3	-0.20575
PRB3	0.35725
FUZ	-1.53583333333333
ZNF813	0.857375
BMPER	-0.769666666666667
HEG1	-1.499375
ALS2CR11	-3.36425
SURF2	0.01675
PSMC1	-0.0923333333333333
OR2D2	0.3105
SLC7A8	-0.327
C4orf40	-0.3385
SPATA7	-0.102
MAZ	-0.863083333333333
PIN4	2.14925
PDE1A	-2.376875
TAF6L	-0.0793333333333333
OR2T34	0.4725
KIAA0284	0.377
ACADS	-1.01254545454545
MKRN2	-0.258
C18orf56	0.764
MS4A6E	0.0211666666666667
GALNT4	0.0259
C22orf31	1.1125
FLJ36070	0.4855
PSME4	-0.103
TFG	0.1564
EPHX2	-1.559375
ANXA5	-0.444
KRTAP1-1	-0.5017
BATF	-3.15375
KARS	-0.2425
MSTP9	0.957
GPR26	4.105375
CCDC72	-0.671
TEF	0.8135
FOXK1	-0.3153
PRLHR	0.042
EMX1	0.23025
C11orf30	0.749
ICK	0.74125
THSD7B	0.05975
C21orf100	-0.2715
DUOX1	0.5975
EFCAB4B	1.47075
UBE2G2	0.200333333333333
C3orf54	-0.05575
PARP1	-0.355
FAM60A	0.91875
C6orf146	0.906666666666667
OR9K2	0.527
DDX55	0.632333333333333
RPS15	-0.857083333333333
ZNF618	1.0456875
DKFZp686D0972	0.1865
SSPO	-0.7185
SHFM3P1	0.599166666666667
CPA6	-1.7105
JAG2	1.47425
DEFA3	0.36
PPBPL2	-0.0598
CD34	3.324125
SLCO4A1	-1.33775
AFG3L1	-1.07616666666667
SHD	-1.28875
RP13-122B23.3	-0.508
PRKCSH	-0.203
DPH5	-0.895833333333333
HLA-F	0.0115
TBC1D4	0.55825
RIG	0.405333333333333
GLUD1	0.0193333333333333
HNRPCL1	1.82775
HBXIP	-1.0485
RNF207	-0.124
APIP	0.4325
PLA2G3	0.657666666666667
CCDC84	-1.0745
MYLIP	-0.256153846153846
PHIP	0.26775
AARS2	-0.551
DHX32	-0.4525
SCAPER	0.1745
MEN1	0.224125
NIP7	-1.4855
FLJ25404	0.603
FASTKD3	-0.204
TMEM158	-2.63883333333333
RARA	-0.09525
BDH1	0.1615
ANKRD16	-0.3905
CARM1	-0.187
SS18	1.14733333333333
IKZF2	-1.121
MYD88	-0.211
PML	-0.5282
TAF1A	-0.86125
CBFB	-0.680375
HIST1H3H	-0.699666666666667
C7orf29	0.3055
COMMD4	-0.873
DPP3	-0.5045
DAB2	-1.61625
LOC388882	0.0165
YPEL4	0.422875
AGBL3	0.31
LRP6	1.6992
SERPINH1	-0.756416666666667
TLE1	1.391
CD244	-0.554666666666667
ZDHHC15	2.593
MGLL	-1.3585
PLDN	-0.0840833333333333
LOC654346	-0.2185
FAP	1.40175
GPR37	0.269833333333333
SCARA5	-1.9655
EBF4	1.68163636363636
LSM6	-0.244
MLLT1	0.4226875
SLC5A12	0.737
A2BP1	-2.1845
COPS5	1.16366666666667
TPM4	-0.949571428571429
TNFSF4	-0.5985
ACADSB	0.808888888888889
HERPUD1	-1.24575
BCL2L11	0.263833333333333
CEP78	-0.038625
CDCA3	0.946125
WBSCR19	-0.4067
MYO1A	-2.1815
PPEF1	2.60366666666667
LOC440348	-0.956
CPEB2	-1.117125
BPTF	-0.321166666666667
RPL21	1.106375
GSX2	0.317
ADPRH	1.617
C17orf68	-1.3155
KCNS1	-1.03583333333333
MLLT6	0.1411
PIWIL4	-0.344
RNF26	-0.41875
RAP1B	-0.648875
ADAMTS1	-3.2596
ZNF571	1.066
P2RY6	-1.7065
TRIM21	-0.4195
CADM3	0.416
NLRC5	-0.615833333333333
ADRA2B	1.5065
LOC90835	-0.695375
PCF11	-0.602
LOC400451	1.2865
GLTSCR1	0.3992
C17orf88	-1.1005
CDH16	-1.881
FGF7	1.003625
PCSK4	-0.8105
NPC1L1	-1.855
TAT	0.0925
TBCA	-0.812
MGC33407	-0.2625
GPR115	-1.406125
CYGB	0.188
FNBP4	-0.540666666666667
C12orf43	0.53925
CBL	-0.3078
CLECL1	-1.03575
PPAPDC1A	0.755
WDR25	0.498666666666667
SGCA	-0.521
C22orf29	0.357666666666667
YIPF1	0.34925
GALK2	-2.00775
RAB3B	-2.05175
LOC440087	-1.07233333333333
UCP1	0.8035
REEP5	0.272125
FADD	-0.5857
FOXA1	1.332
CACNA1A	0.389666666666667
ABI1	0.263333333333333
GRIN2D	0.103
SLC1A4	0.1995
LOC401127	0.08375
HINT2	-0.51175
PLD4	-1.12116666666667
ZNF286A	0.3455
ENY2	0.40125
IL1F6	-0.099
PXDNL	1.58275
C20orf79	0.3955
TNFSF13B	0.9135
DENND3	0.7215
JARID1D	-4.176
HIST1H2AK	-0.54975
LOC93349	-1.6021
SSH1	-0.9786
ENSA	-0.1845
LOC219854	0.820666666666667
CKAP2	2.0072
DKFZP564J102	-1.0215
MGC87315	0.260666666666667
HNRPAB	0.809
AMH	-1.9745
ZNF526	0.405
BRUNOL5	0.819
CACNG3	0.00433333333333333
TRPM1	-2.1765
PPP2R1A	0.77775
COL2A1	3.49625
DDN	0.132
FLJ25770	1.69133333333333
HK2	-1.073
ELOVL6	-2.287125
MDK	0.78225
EPHX1	-0.684
RASSF2	2.067
DKFZP434B0335	-0.3765
DLX3	0.072125
PRTN3	-0.85575
AVPR1A	0.41025
C21orf125	-0.754
TNFAIP8	-2.22583333333333
GNB2L1	-0.30075
CALCRL	1.967
SCGB2A2	1.46066666666667
UBXD7	0.61925
ZNF674	0.26
TMEM35	3.724375
BRSK2	1.795875
HECTD3	-0.449666666666667
TMEM188	0.00475
LGALS9	0.0285
SCARB2	0.3735
USP34	0.39825
C17orf28	0.969333333333333
ZDHHC23	-0.286
AQP12B	1.0645
SLC16A3	-3.153
APLP2	0.18025
ITIH2	-6.06675
MICAL3	0.2685
TNNI3K	0.0844444444444444
HDAC2	2.162125
PRR7	-0.8812
THBS2	-1.26475
LOC751071	-0.952
CA2	-1.40066666666667
RANBP17	0.333
RLN3	0.353
CRYZ	-1.36433333333333
GBAS	0.705333333333333
TAS1R1	0.465
MPZL3	0.811
PCDH8	4.282
HSP90B1	-0.590083333333333
KCNK15	-0.7905
TNIP2	-0.794666666666667
GPR146	-1.346
NOL6	0.125875
SPC25	-0.308333333333333
STEAP2	-0.711642857142857
VAMP3	-1.14283333333333
TCIRG1	-2.5125
ZP4	-0.364
PARL	0.410125
TRIM39	0.448666666666667
KIAA1305	2.40225
CRNN	1.41016666666667
GRN	-1.26775
HSH2D	-4.10275
SCAMP1	1.0996875
KIAA1913	-0.2625
PTS	1.00225
BANP	0.0730714285714286
PRKACG	0.21525
ADCY6	0.2615
C16orf46	0.046
CYP51A1	-0.625
DDC	0.676
ANPEP	-1.59233333333333
PROM1	1.503
SIGLEC10	1.59975
COPG	0.2915
FAM26E	0.202125
TRIP4	0.501
SNX3	0.0811666666666667
C1orf175	0.167333333333333
PPY2	-0.1885
C14orf152	1.4555
FTSJ1	-0.482333333333333
DST	-1.4658
LOC554235	-0.34875
GLRX5	0.4985
C20orf12	0.6247
CAB39	0.596333333333333
MSH2	1.579
PIP4K2C	0.234125
CYLD	-0.0166249999999999
WTAP	1.32225
MGAT4A	0.217777777777778
TSC22D4	-0.5385
CHRM2	-2.2055
PPYR1	-0.1015
CCNH	-0.832833333333333
RRM1	1.28725
ECAT8	-3.71925
LOC400120	0.83625
GABRA4	5.069875
C14orf4	1.29083333333333
C1orf59	0.9025
CTDSPL	-0.233083333333333
NHEDC2	-0.034
PDE11A	-0.175666666666667
KLHL29	0.726
CD5	-2.4203
TSPAN9	1.8651875
WDR67	0.3785
THUMPD1	-0.5129
C18orf17	-0.56775
CLYBL	0.214833333333333
FLJ13231	0.0765000000000001
CMBL	1.1005
LECT2	-0.10775
NKAPL	0.329
LOC654780	0.896
OR4C6	1.0575
RAB30	-1.18533333333333
TSSK4	-0.9785
TMEM163	0.329
OSBPL11	0.243083333333333
GNB5	-0.0936666666666667
CCL21	0.297
C1orf121	0.0818333333333333
FMO2	2.05016666666667
RPTN	1.384
MSTN	0.57
VCL	-1.23857142857143
FYTTD1	0.7005
C11orf1	-0.6255
CCDC88C	-0.2834375
HFE	-1.45494444444444
MOGAT1	0.0065
FAM125B	1.5205
IRGQ	0.8295
RAVER2	0.747
AKAP5	0.31
SSSCA1	-1.66425
C11orf63	1.02625
ACTG2	-1.0257
PORCN	-1.776
DTL	0.199090909090909
TMEM151	0.217
FAM122C	0.19875
RSAD2	0.6353
BAT4	-0.1735
KRTDAP	1.00266666666667
MYH8	0.6565
CRTC3	1.2675
LRRFIP2	-0.3185
INTS4	0.642
TTN	-1.71416666666667
SLC26A5	1.4015
PLLP	-1.783
RGS6	-0.54
SRGAP3	0.0225
ZNF525	0.491
NBR2	-0.2425
C13orf1	0.4662
ZNF137	0.478
CEP27	-0.711
BEST2	0.1555
RNF121	0.09875
DMRTC2	0.69725
C8orf76	0.70925
BCCIP	0.088375
MEST	-3.59525
HTRA2	-0.092
ANGPTL2	-1.177
ILKAP	0.853166666666667
ERAS	0.7865
HBS1L	0.520125
CPA5	-1.1415
TMEM30A	-0.115333333333333
CD300LF	1.36233333333333
WISP3	2.646
CRK	0.548928571428571
PDS5A	0.39
BRPF3	0.366166666666667
NEDD9	-0.478375
SMPDL3B	1.5355
PSG6	-1.92575
PSMD13	1.29275
ETV5	0.3394375
OR51A4	0.181
BTBD7	-0.384583333333333
GSTO1	-1.65375
hCG_16001	-0.6465
MAD2L1BP	-0.2515
COX6A2	0.1095
SCNN1A	1.92383333333333
LSM1	1.80383333333333
UGT2B11	-4.85175
IDUA	-3.48575
PPP2R3C	0.257833333333333
COX11	-0.0625
PDZK1	-4.08875
ZNF443	1.80116666666667
MGC21874	0.427833333333333
ZNF323	1.8109
KRTAP10-10	-0.4535
CXCL6	0.02225
SLC34A2	0.7928
LOC284402	0.074
NPTN	0.309166666666667
UPP1	-2.29875
SLC6A9	-1.028
OR7G3	0.09825
CISD1	-0.927333333333333
ZNF545	1.89233333333333
SYT14	2.4115
NT5C3L	0.4975
ZNHIT3	0.511
SNRPD3	0.27975
KIAA0701	0.05875
UNC93B1	-1.28116666666667
GMNN	0.20475
SPCS2	0.455333333333333
LOC388524	-0.495
NAPRT1	-1.649
PNLIPRP1	0.2165
OR6V1	0.1885
PRKAB1	1.3555
EYA4	-4.3815
KIF20A	-0.541666666666667
ALG10	-1.21925
ITPKC	0.01
LMX1B	-0.195666666666667
RPUSD4	0.177666666666667
C7orf34	0.1805
DLGAP2	1.726625
PFN1	-0.2436
MICALL2	-3.55766666666667
ZNF654	-0.0675
SS18L1	0.63375
SLC16A8	2.497
MKI67IP	0.794
ITGB3	-0.592875
TCEA3	1.82391666666667
CEP152	-1.72975
CLIP1	1.20025
ZNF75	1.1394375
ATP5C1	0.016
NUDT5	-0.940833333333333
PSCDBP	-1.6755
UBP1	-0.45525
RBM27	-0.3785
C13orf15	2.040375
ZNF282	0.294833333333333
ZNF222	0.7779
COL10A1	5.32775
PRDM15	-0.228875
TTTY5	0.468
FAM9C	-0.5355
C20orf67	0.1705
GNG13	0.344
F12	-0.63975
C1orf41	0.44825
CPXCR1	0.064
GSK3A	0.768625
SUPT6H	-0.500833333333333
PI16	-2.34533333333333
ELL2	-3.09108333333333
C9orf167	-0.938166666666667
PVRL3	-0.6481
FLJ38596	1.173
ADAM20	-0.4555
GPR89A	1.056
GPR87	-3.4705
ZNF30	0.47225
SMR3B	1.296
ZNF770	0.1495
TRPC4AP	-0.337666666666667
DKFZP686E2158	0.058
C2orf28	-0.8125
FREM1	-4.23133333333333
LAMA4	-0.125166666666667
ADPRHL2	0.39375
EIF4G2	0.785666666666667
GUCA1A	-0.393
CTNNA2	4.398
NUDT15	2.35416666666667
CEPT1	-0.356166666666667
ZNFX1	-0.2756
CCDC92	0.89625
TDRD1	-0.5965
KCNK5	-0.560333333333333
ETNK1	1.46966666666667
LTA	0.89
TTPA	0.462333333333333
B3GALNT2	-1.21875
SC65	-0.770833333333333
PEX5L	0.730875
EPS15L1	1.425
MGEA5	-1.010375
HIST1H3A	0.2775
ING1	1.851625
BCAT1	1.840625
ORC6L	-1.218
KLK11	-4.87516666666667
C19orf28	-2.39475
DNER	1.918875
MED22	0.240857142857143
ETV6	2.82633333333333
CHAC2	-0.6875
CD300E	0.151
CEBPB	0.80875
ZNF398	0.4065
LRCH3	0.6435
HMGA1	-1.14716666666667
CAPN7	0.195666666666667
