Hybridization REF	TCGA-A2-A04U-01A-11R-A115-07
ST3GAL1	-1.6065
LCT	-0.3305
GEMIN8	0.182166666666667
KLF16	0.4052
HIF3A	0.7488
FAM44A	0.285714285714286
AQP10	-0.9017
PLA2G2A	-1.8815
FOLH1	4.40166666666667
C20orf186	0.633
MAPKAP1	1.10825
SPRR2D	-1.22275
UBQLN4	0.251333333333333
RSHL1	0.507666666666667
PIAS3	0.352625
MRPL24	-0.58925
GREB1	-3.1625
FAM27E3	0.63
NUP62CL	1.28825
NEUROG3	0.4425
REEP3	1.55841666666667
MARK1	0.158875
LMBRD1	-0.7955
PRPF19	0.001
PNMT	-1.009
CTGLF1	-0.2785
SLC25A16	0.461
EIF2B3	-1.351
RPA2	0.00375
PAK6	2.0995
CCDC26	-4.38875
SEMA3E	-1.863625
MXD4	-0.2662
TNFSF10	1.9523
SMARCB1	1.33216666666667
DTX3L	0.00766666666666667
PLA2G4E	0.145
PPAP2A	0.14075
ULK1	-1.0835
TAS1R3	0.3385
SLC2A3	-3.17181818181818
ARID3A	-1.7465
GNG5	0.96825
ACOX1	-0.4705
KIF5B	-0.122
NUP153	-0.694
MUC7	-0.057
CSDE1	-0.483071428571429
CLPTM1	0.55975
C3orf23	-0.51525
LRRC17	-2.379
TTYH3	-0.883
ATP5B	-1.6975
ELF3	1.1056
CPSF3L	-0.425166666666667
ZNF665	-0.295166666666667
TLR6	0.2108
GPI	-0.817875
RAD9A	0.1865
NDST4	-2.8865
AGPAT3	0.84075
MAGI3	2.9885
ADORA2A	-0.41825
CACNG7	0.0895
CAMK2D	0.560285714285714
CCHCR1	-0.3625
RPS27A	0.15025
OR10G7	0.438666666666667
GCM2	-0.2365
FAM135B	0.2763
E2F1	0.56375
PLCB3	-0.17375
OR2AE1	0.158
COIL	-0.119666666666667
CDC25C	-1.53966666666667
RAB11FIP2	1.02233333333333
TSC2	-0.105
CTGLF5	-0.0155
CCDC108	0.5445
OR13C4	0.6105
C10orf81	6.37525
PTPRB	1.17625
ACP2	-0.57
LAG3	-0.48275
MRPL54	0.23
LOC201175	0.8245
ITGB1BP3	-1.12625
SPTAN1	0.453166666666667
SIPA1L2	1.5425
RCAN2	-1.1
CDX2	0.355
ECOP	-1.07725
ACTR1A	-0.194785714285714
PPARG	-3.36466666666667
BBS10	0.1295
TMEM44	-0.5675
BPIL2	-0.30075
CITED1	-1.75725
IRF6	4.827
PRDM4	0.4765
RRP9	-0.536333333333333
OR10H4	0.66825
IL31RA	0.34925
GNB1L	1.89916666666667
MYBL2	-1.4405
ZNF407	1.83416666666667
PPIG	2.32666666666667
TTC18	0.4215
RPSA	-0.6005
MAPT	-0.018
MRE11A	-0.748
C8orf37	-0.572333333333333
RASGEF1C	0.244
STBD1	-1.58025
CTAG2	-0.302333333333333
MGAT5B	-2.25833333333333
ECM1	0.2195
RLN1	2.3695
PARP14	0.6325625
EPB41L1	1.7137
HOXA3	1.12908333333333
MAGEA9	-4.17925
RPS8	-0.4345
RPS19BP1	1.08825
FOXJ2	0.3515
C10orf76	0.25125
IL17RE	1.6285
C10orf65	-2.881
ZNF343	-0.174333333333333
FBXO33	-0.499875
UHMK1	-0.1505
LY6G6C	-0.222
FGF19	-0.983
C14orf128	0.0555
IFIT2	1.689
TIGD1	0.554
S100G	-0.1325
GUCY1B3	2.666
NR3C1	-1.8891
CORO1B	-0.6345
PARP11	0.293583333333333
DNALI1	0.166333333333333
OR4N4	0.090625
MAP2K6	-0.306333333333333
FSTL4	1.827
ANKRD47	0.982875
TMEM171	-0.425
PNLIP	-0.40175
YY1	1.0035
CCDC138	-0.107166666666667
AASDHPPT	-1.3931
CKS1B	-0.0781
MCM3	-0.652
ANAPC7	-0.512833333333333
FAM110A	1.3325
CDC37L1	0.647833333333333
THTPA	-1.19725
NBPF20	0.3445
WDR24	-0.1165
NPTX2	-1.8445
CBLB	0.0758333333333333
CETN1	-0.1085
RPUSD1	0.2835
FAF1	-0.372
CDK6	1.0418
HMX2	2.092
CSK	0.369166666666667
TEAD2	0.49575
SNAP25	-1.09125
TUFT1	1.172
TMTC3	1.022
LCK	-1.91325
SGOL1	-0.746666666666667
AKTIP	-1.14475
FURIN	-0.013
SOX12	-0.112833333333333
DEFB103A	-0.932
RAMP1	2.6605
KIR3DX1	1.2845
GAS2L3	1.02675
PDE8A	-1.4368
EDN3	2.885
GMIP	0.77275
SF3A2	0.64225
FN3KRP	-0.27725
SMAD7	0.24675
RHBDD2	0.49975
OR11H6	0.2945
PPP1R3B	0.2172
C9orf23	-0.11175
CADPS	-2.34075
GOLGA8A	-3.19025
TMEM57	-0.0725
RGL3	-0.6455
S100A14	1.1895
FGFR2	5.8361875
XRCC3	0.2025
RTN4RL2	0.65875
MGC3771	-0.172
GH2	0.863
BTBD2	-1.02425
LMO2	-0.8165
RDBP	-0.202375
ACRBP	-1.5195
AMY2A	-1.08425
DUOXA1	1.1805
PTK7	1.70966666666667
TWF2	-1.33583333333333
FAM80A	-1.8295
TNNI2	-2.86483333333333
GLT25D1	0.524166666666667
OCC-1	-0.94225
CYC1	-1.76983333333333
RPL22	1.29459090909091
MORN3	2.32516666666667
DISP1	0.24825
PRB2	0.0765
CHUK	-1.04475
HR	1.33525
CCDC134	-0.3035
DENND4B	-0.74725
C14orf130	-0.8995
RAB33A	-1.68825
DCST2	0.4505
TNMD	-0.97
PEX7	0.30875
FAM62A	-0.137
SRD5A2L	-1.162
IL22	-0.0365
RPS26	-0.400833333333333
HOXC5	0.26
SPATA6	-0.46875
FLJ38482	0.05425
ZNF234	2.6155
C18orf22	-0.4105
SPATA22	0.2435
THOC1	-0.439
CYP7B1	4.285
KCNC3	0.41025
C8orf42	-0.3575
ALDH1B1	-0.242
CCDC100	-1.8406
ARMC4	-2.21375
FAM18B2	-1.03975
SLC44A1	0.790875
FBXO17	-0.277833333333333
C6orf107	-0.6715
C19orf29	0.2115
ZC3HAV1L	0.65525
PARP6	-0.6855
SULT2A1	-3.97025
C1orf159	0.05275
TMC1	0.823666666666667
CHST14	-0.686375
GAMT	-2.82333333333333
SMCP	0.104333333333333
TSPAN33	1.58108333333333
MIDN	-0.46025
NOX4	2.73475
RNASEN	-1.1821
TBX1	2.0445
SALL2	-1.017
C10orf35	2.93175
CYP2E1	-0.508625
LRFN2	-0.261166666666667
ACO1	-1.58316666666667
IQCG	2.2632
MEGF9	2.069
TM7SF4	1.12275
PLEKHA1	4.12186666666667
STK33	-1.5675
C1orf210	2.256
SNUPN	0.0524
KIAA0406	-0.6959
C20orf29	-0.011
TMEM55B	0.49975
OSTM1	-1.9445625
CLCN7	-0.00975
OTP	1.5785
FLJ23049	-1.02775
HEATR4	0.6
MAP3K10	0.572166666666667
PCDHGA9	0.287
AMDHD2	-0.46775
LCTL	-1.372
PDCD2L	1.37425
CABLES2	-0.57575
SLC5A9	-0.5075
CLCA2	0.0545
MGC16025	0.285
STRAP	-0.938
C20orf196	-1.076
RRBP1	0.952333333333333
NAT13	-0.039
MAT2B	-0.33175
CSNK1D	-1.21383333333333
KIR3DL1	0.41175
PRKAG3	1.3235
ZNF599	1.1615
PRM3	0.9675
PER2	0.526166666666667
ASPHD1	-1.844
PRMT6	0.77325
KCNE1L	-0.427428571428571
FAM118A	-1.237
TAF4	-0.61475
NDUFB6	0.35175
TRIM9	-0.858583333333333
PMFBP1	-0.24375
KY	0.619
DKFZp762E1312	-0.854818181818182
CSMD1	-1.51475
TBP	-1.153
OR1Q1	0.0376666666666667
RETNLB	0.03675
HPGD	-1.152
DNAJC12	-2.06466666666667
FKBP1B	-2.479
ANKRD24	-0.948833333333333
CXXC5	-2.26666666666667
IL3	-0.386875
DRAM	-0.0257
PTCH1	-0.506875
TP53BP1	-0.58425
SLC17A7	0.174
COL25A1	-1.1822
AMACR	-1.568
RHCG	2.6605
VPS13A	-0.943416666666666
FAM55D	-0.1795
PRPF38B	0.811166666666667
OSBPL6	-0.78325
PFDN5	-0.1725
CMTM6	0.646
KCNK12	-0.26675
RP2	-0.11525
C16orf52	-0.80975
PICK1	0.7065
IFNE1	-1.1696
SEMA4B	-1.0635
TYRO3	-1.2705
OR12D2	0.1895
CSNK1A1	-0.35795
FANCF	1.31075
LONP2	-0.33975
TBL1Y	0.494
LDOC1L	0.317125
CCNC	-0.67325
C3orf60	-1.05925
CHKA	-0.7295
UBAP1	0.4685
MAP3K1	0.1645
ANKRD9	-1.5675
FAM92A1	0.998833333333333
GAB2	1.010375
AZU1	-0.30125
DIS3	-0.382333333333333
C21orf109	-1.33775
IQCB1	0.33575
SPATS2	-1.089
EFCAB3	0.16175
PRB3	0.660375
FUZ	0.348833333333333
ZNF813	-1.236
BMPER	-1.8355
HEG1	-0.554625
ALS2CR11	-1.933
SURF2	0.650666666666667
PSMC1	0.526083333333333
OR2D2	0.33
SLC7A8	-0.336333333333333
C4orf40	0.4625
SPATA7	-0.46375
MAZ	-1.23375
PIN4	2.36275
PDE1A	-1.7295
TAF6L	0.891333333333333
OR2T34	0.236
KIAA0284	0.3675
ACADS	0.372181818181818
MKRN2	-1.4295
C18orf56	-2.446
MS4A6E	-0.367666666666667
GALNT4	-0.1867
C22orf31	0.655
FLJ36070	0.219
PSME4	0.46
TFG	-0.1719
EPHX2	-1.501625
ANXA5	0.69725
KRTAP1-1	0.00990000000000001
BATF	0.034
KARS	-2.00375
MSTP9	-0.6755
GPR26	1.05975
CCDC72	0.53875
TEF	0.86
FOXK1	-0.3255
PRLHR	0.417
EMX1	0.14925
C11orf30	1.317375
ICK	0.753625
THSD7B	-0.24875
C21orf100	-0.2915
DUOX1	2.2995
EFCAB4B	-0.27225
UBE2G2	0.998666666666666
C3orf54	0.29925
PARP1	0.917
FAM60A	0.837166666666667
C6orf146	0.60425
OR9K2	0.6015
DDX55	-0.262666666666667
RPS15	-0.515416666666667
ZNF618	1.8040625
DKFZp686D0972	0.31625
SSPO	-1.216
SHFM3P1	-0.938333333333333
CPA6	-1.2885
JAG2	0.47725
DEFA3	0.4085
PPBPL2	0.0281666666666667
CD34	3.508
SLCO4A1	-1.5855
AFG3L1	-1.67766666666667
SHD	-1.2295
RP13-122B23.3	-0.824
PRKCSH	-0.119833333333333
DPH5	-0.660833333333333
HLA-F	0.408375
TBC1D4	-0.65575
RIG	0.0196666666666667
GLUD1	-0.0118333333333333
HNRPCL1	-0.084625
HBXIP	0.66875
RNF207	-0.165
APIP	2.021
PLA2G3	1.06416666666667
CCDC84	-0.93925
MYLIP	-1.36592307692308
PHIP	-1.03325
AARS2	0.1175
DHX32	1.15725
SCAPER	-0.0923333333333333
MEN1	0.027875
NIP7	-0.74075
FLJ25404	0.6815
FASTKD3	-0.92075
TMEM158	-0.432166666666667
RARA	-0.32525
BDH1	0.742
ANKRD16	1.0035
CARM1	1.055
SS18	0.580166666666667
IKZF2	-1.17475
MYD88	-0.59475
PML	0.2669
TAF1A	0.452
CBFB	-0.58575
HIST1H3H	-0.404166666666667
C7orf29	-1.06375
COMMD4	-1.5105
DPP3	-1.52425
DAB2	-0.561
LOC388882	0.4095
YPEL4	-0.816875
AGBL3	0.68775
LRP6	2.9132
SERPINH1	-0.215166666666667
TLE1	1.08125
CD244	0.2365
ZDHHC15	1.89775
MGLL	-0.8309
PLDN	-0.02825
LOC654346	0.877
FAP	2.43775
GPR37	-0.8825
SCARA5	-1.37616666666667
EBF4	0.712727272727273
LSM6	1.1675
MLLT1	0.0279375
SLC5A12	-0.26975
A2BP1	-1.6075
COPS5	-0.981333333333333
TPM4	0.730642857142857
TNFSF4	1.13866666666667
ACADSB	2.94672222222222
HERPUD1	-1.16075
BCL2L11	-0.909444444444444
CEP78	-0.20075
CDCA3	0.022
WBSCR19	-0.1596
MYO1A	-1.9615
PPEF1	3.31366666666667
LOC440348	-0.894
CPEB2	-1.253625
BPTF	-0.694166666666667
RPL21	-0.8704375
GSX2	0.00499999999999999
ADPRH	0.818166666666667
C17orf68	-1.15766666666667
KCNS1	1.92066666666667
MLLT6	-0.1711
PIWIL4	-0.32825
RNF26	-0.77725
RAP1B	0.115
ADAMTS1	1.0945
ZNF571	-0.1175
P2RY6	-0.39175
TRIM21	0.0676666666666667
CADM3	0.3355
NLRC5	-0.218166666666667
ADRA2B	1.88116666666667
LOC90835	-0.692125
PCF11	-0.685
LOC400451	-0.22125
GLTSCR1	0.5102
C17orf88	-0.4315
CDH16	-1.745
FGF7	1.62375
PCSK4	-0.6705
NPC1L1	-1.21483333333333
TAT	0.411125
TBCA	0.68475
MGC33407	0.20775
GPR115	-0.646625
CYGB	-0.042
FNBP4	0.0746666666666667
C12orf43	0.54375
CBL	-0.291
CLECL1	-0.60575
PPAPDC1A	3.04125
WDR25	-0.229666666666667
SGCA	-0.2705
C22orf29	-0.0983333333333333
YIPF1	0.107
GALK2	-1.55275
RAB3B	-2.99866666666667
LOC440087	-0.995
UCP1	-0.4585
REEP5	-0.102
FADD	-0.9875
FOXA1	-3.3555
CACNA1A	0.311333333333333
ABI1	-0.170666666666667
GRIN2D	0.733
SLC1A4	0.694166666666667
LOC401127	0.51175
HINT2	0.4295
PLD4	-0.435833333333333
ZNF286A	0.15675
ENY2	-0.58
IL1F6	0.5615
PXDNL	1.70325
C20orf79	-0.19175
TNFSF13B	2.1725
DENND3	-0.5855
JARID1D	-2.6865
HIST1H2AK	-0.2595
LOC93349	-0.5858
SSH1	-0.6945
ENSA	-0.69575
LOC219854	-1.16683333333333
CKAP2	0.5578
DKFZP564J102	0.629666666666667
MGC87315	0.545833333333333
HNRPAB	-1.64125
AMH	-1.3845
ZNF526	1.1745
BRUNOL5	0.3904
CACNG3	0.117666666666667
TRPM1	-1.544
PPP2R1A	-0.058375
COL2A1	-1.2245
DDN	0.246166666666667
FLJ25770	2.117
HK2	-0.5865
ELOVL6	0.0935
MDK	0.95425
EPHX1	1.17275
RASSF2	1.141375
DKFZP434B0335	0.64
DLX3	0.275625
PRTN3	-0.74375
AVPR1A	0.4265
C21orf125	-1.91
TNFAIP8	-1.26466666666667
GNB2L1	-1.79575
CALCRL	2.43825
SCGB2A2	0.875166666666667
UBXD7	0.89675
ZNF674	0.3145
TMEM35	1.974375
BRSK2	1.1995
HECTD3	-0.436666666666667
TMEM188	-0.67675
LGALS9	1.411375
SCARB2	0.322916666666667
USP34	1.36766666666667
C17orf28	0.161083333333333
ZDHHC23	-0.6005
AQP12B	-0.068
SLC16A3	-2.2185
APLP2	-0.708125
ITIH2	-4.5725
MICAL3	0.345375
TNNI3K	-0.1013
HDAC2	0.042125
PRR7	0.497
THBS2	-0.198375
LOC751071	0.623166666666667
CA2	1.45316666666667
RANBP17	1.68375
RLN3	0.09375
CRYZ	-1.12566666666667
GBAS	-0.6825
TAS1R1	-0.24675
MPZL3	-0.212
PCDH8	4.34075
HSP90B1	-0.207916666666667
KCNK15	-1.1475
TNIP2	-1.10116666666667
GPR146	-1.14175
NOL6	-0.12725
SPC25	-1.25622222222222
STEAP2	1.62171428571429
VAMP3	0.208666666666667
TCIRG1	-1.23325
ZP4	-0.0206666666666666
PARL	-0.041
TRIM39	0.5315
KIAA1305	1.77825
CRNN	0.284166666666667
GRN	-0.399
HSH2D	-2.31975
SCAMP1	0.5755
KIAA1913	0.01875
PTS	-0.42
BANP	-0.551285714285714
PRKACG	0.45075
ADCY6	-0.37
C16orf46	-0.098
CYP51A1	0.96525
DDC	0.1645
ANPEP	-1.49583333333333
PROM1	4.0425
SIGLEC10	0.8685
COPG	0.9345
FAM26E	0.895375
TRIP4	-0.3815
SNX3	-1.24533333333333
C1orf175	0.580833333333333
PPY2	0.15725
C14orf152	0.2995
FTSJ1	-0.156166666666667
DST	-0.6506
LOC554235	0.345
GLRX5	-0.266
C20orf12	2.534
CAB39	0.445333333333333
MSH2	-0.3135
PIP4K2C	1.0765
CYLD	-0.326125
WTAP	-0.845375
MGAT4A	0.706444444444445
TSC22D4	0.7005
CHRM2	2.735
PPYR1	0.426
CCNH	-0.0393333333333333
RRM1	-0.47025
ECAT8	-3.43975
LOC400120	-0.6615
GABRA4	-0.094
C14orf4	0.122166666666667
C1orf59	2.7925
CTDSPL	-0.0466666666666667
NHEDC2	0.148
PDE11A	-1.7205
KLHL29	-1.49125
CD5	-1.4789
TSPAN9	0.6469375
WDR67	-0.31025
THUMPD1	-0.6699
C18orf17	1.72525
CLYBL	-0.798
FLJ13231	-0.49075
CMBL	-0.917125
LECT2	-0.358
NKAPL	1.79633333333333
LOC654780	0.6855
OR4C6	0.0955
RAB30	-1.304
TSSK4	0.131
TMEM163	-0.307
OSBPL11	0.420666666666667
GNB5	-1.29616666666667
CCL21	0.78475
C1orf121	1.08133333333333
FMO2	2.0635
RPTN	0.7345
MSTN	-0.836
VCL	0.485857142857143
FYTTD1	-0.0905
C11orf1	-0.3715
CCDC88C	0.80225
HFE	0.122777777777778
MOGAT1	1.8845
FAM125B	1.11783333333333
IRGQ	0.6625
RAVER2	2.074
AKAP5	-0.8475
SSSCA1	0.58375
C11orf63	1.14475
ACTG2	2.2812
PORCN	-0.315
DTL	-1.132
TMEM151	0.595
FAM122C	-0.2755
RSAD2	2.2695
BAT4	-1.0175
KRTDAP	2.51716666666667
MYH8	0.00987500000000008
CRTC3	-0.542
LRRFIP2	-0.2286
INTS4	-0.155166666666667
TTN	-1.434
SLC26A5	0.4385
PLLP	-1.44675
RGS6	-0.351
SRGAP3	-0.04525
ZNF525	-0.1055
NBR2	1.13716666666667
C13orf1	0.2328
ZNF137	-0.614
CEP27	-0.99525
BEST2	0.3815
RNF121	-1.67075
DMRTC2	0.162
C8orf76	1.03425
BCCIP	1.969375
MEST	-2.6865
HTRA2	-0.382
ANGPTL2	0.1075
ILKAP	0.58
ERAS	-0.11
HBS1L	1.28925
CPA5	0.1755
TMEM30A	-1.25416666666667
CD300LF	1.20766666666667
WISP3	0.244
CRK	0.313214285714286
PDS5A	-1.0399
BRPF3	0.137
NEDD9	-1.554125
SMPDL3B	0.95725
PSG6	-1.235
PSMD13	0.055
ETV5	0.5973125
OR51A4	0.3615
BTBD7	0.56725
GSTO1	-0.767375
hCG_16001	0.199
MAD2L1BP	-0.381666666666667
COX6A2	0.734
SCNN1A	-1.7695
LSM1	0.444333333333333
UGT2B11	-2.5675
IDUA	-0.5515
PPP2R3C	-2.19533333333333
COX11	-0.150166666666667
PDZK1	-4.1735
ZNF443	0.6025
MGC21874	-0.0375
ZNF323	1.984
KRTAP10-10	0.377
CXCL6	3.069
SLC34A2	1.706
LOC284402	0.094
NPTN	0.118833333333333
UPP1	-2.06641666666667
SLC6A9	-0.121
OR7G3	-0.17275
CISD1	0.534166666666667
ZNF545	1.54083333333333
SYT14	-0.6515
NT5C3L	0.108333333333333
ZNHIT3	0.418833333333333
SNRPD3	1.671
KIAA0701	-0.343375
UNC93B1	0.216833333333333
GMNN	-0.940125
SPCS2	-0.946833333333334
LOC388524	-1.5145
NAPRT1	0.081625
PNLIPRP1	-0.189666666666667
OR6V1	0.8785
PRKAB1	-0.10875
EYA4	-2.72716666666667
KIF20A	-0.871
ALG10	-1.476
ITPKC	1.20033333333333
LMX1B	0.642666666666667
RPUSD4	-0.813666666666667
C7orf34	0.0678333333333333
DLGAP2	0.464875
PFN1	-1.2943
MICALL2	-1.72641666666667
ZNF654	0.192
SS18L1	-0.999625
SLC16A8	2.62975
MKI67IP	-0.6395
ITGB3	-0.206625
TCEA3	2.15258333333333
CEP152	-1.8379375
CLIP1	0.876625
ZNF75	-0.7738125
ATP5C1	0.299833333333333
NUDT5	-0.094
PSCDBP	-0.9155
UBP1	0.019
RBM27	0.06775
C13orf15	1.95425
ZNF282	-0.3935
ZNF222	0.955
COL10A1	5.34075
PRDM15	0.0595
TTTY5	-0.57
FAM9C	-0.476333333333333
C20orf67	0.693
GNG13	-0.4595
F12	0.3515
C1orf41	-0.167
CPXCR1	0.5085
GSK3A	0.204375
SUPT6H	-0.433833333333333
PI16	-0.618666666666667
ELL2	-1.92741666666667
C9orf167	-2.393
PVRL3	-2.6477
FLJ38596	0.47425
ADAM20	0.118
GPR89A	-0.1385
GPR87	-1.0475
ZNF30	2.07125
SMR3B	0.4485
ZNF770	0.0255
TRPC4AP	-0.029
DKFZP686E2158	1.472
C2orf28	-1.3385
FREM1	-2.51483333333333
LAMA4	0.641666666666667
ADPRHL2	0.82975
EIF4G2	-0.257
GUCA1A	0.204
CTNNA2	-2.333125
NUDT15	0.279166666666667
CEPT1	-1.6275
ZNFX1	-0.5495
CCDC92	0.63425
TDRD1	-0.1705
KCNK5	0.2585
ETNK1	-1.17583333333333
LTA	0.3535
TTPA	0.021
B3GALNT2	2.430125
SC65	-0.6785
PEX5L	-0.846875
EPS15L1	-0.19
MGEA5	-1.2035
HIST1H3A	1.48
ING1	-0.473
BCAT1	-3.026
ORC6L	-0.648181818181818
KLK11	-4.58966666666667
C19orf28	-0.5765
DNER	-3.480125
MED22	0.0145714285714286
ETV6	2.60866666666667
CHAC2	0.6475
CD300E	0.469
CEBPB	1.74175
ZNF398	-0.1705
LRCH3	-0.3615
HMGA1	-1.05233333333333
CAPN7	-0.409
MGC5566	-2.53925
CCL3	2.02175
NANOS1	2.150375
ZFYVE19	-0.5875
APITD1	0.0878333333333333
PARD3	1.324375
IRAK4	-0.9985
SERPINI2	0.06
CEP170L	-0.12575
TTC9	1.82075
MYOM3	-1.11175
MLPH	-2.8815
LOC222699	0.529
NRG1	-1.18483333333333
TBC1D9	-3.39154545454545
TTK	-0.892
ZNF557	-0.1646
DDX41	-0.334666666666667
FANK1	2.1045
UBE2D2	0.370625
PSMB10	-0.280125
MYH7B	-0.45
GABARAPL2	-1.120375
MARVELD2	0.7145
DGCR2	0.127
UNC45A	-1.27566666666667
C6orf72	0.11
ZNF683	3.633
GIT2	-0.770875
CASK	0.985166666666667
C14orf161	0.5465
LRRC44	2.42575
TIFA	0.78775
UTP11L	0.6915
C6orf65	-1.0515
FDPS	-1.371
DUSP9	-0.9161
SLC17A8	1.083
OR51G1	0.417166666666667
NANS	-0.31325
OLFML1	1.194
ATP10B	-0.7195
NPAS3	-1.1775
PRKCA	-2.4098
GGA2	-1.0679375
LCE4A	0.285
SPANXN3	0.1005
CCDC115	0.107875
SDCCAG3	-0.62925
GLIPR1L1	-0.027
TTC1	0.56125
C17orf76	1.68
MAD2L2	-0.447
HIPK1	0.0615
LRRC3B	-0.1665
CLN3	-0.818772727272727
C17orf47	0.2835
FMN2	-2.977375
TUBB1	-0.274125
WAPAL	0.069
C3orf21	-0.48875
SCN5A	-0.1107
SMYD1	1.15675
BEX5	0.85875
ZNF192	0.1525
SEC22A	-0.353
GRIA2	1.5695
KIAA0825	-1.73675
NUSAP1	-1.85609090909091
LANCL1	-0.6325
C15orf40	-0.2906
ZNF645	0.2305
GPR61	0.224
NLRP14	0.334
SNX21	-0.0823
C1QTNF8	0.576
C17orf46	1.177
IFNA8	0.1775
SPRR1B	-1.349
FLRT1	0.3945
SNX17	-1.67866666666667
ASB2	-0.857833333333333
HBG1	-4.647
RPRML	3.503
JOSD2	0.0738333333333333
PLSCR3	-0.15225
SPOCD1	-0.594833333333333
RAB39	-0.6205
GHRH	0.00299999999999998
ITIH5L	0.115
C17orf37	0.56825
SMCR8	0.0925
DPY19L2P3	-0.695166666666667
IL11RA	-0.563833333333333
GDF3	-3.39733333333333
RPS6KB1	-1.27616666666667
DNAJC19	0.5083
TOP1	-0.54675
CRCT1	-0.182625
MPST	0.59975
DPM2	0.256375
FAM38B	-2.25983333333333
SLC18A1	-2.6005
FARP1	0.359666666666667
PAX7	0.403
TUBD1	0.08075
GNL3	-0.458375
BTG2	-0.9936
NDUFS6	-0.77775
C1orf79	-0.7775
ERAL1	0.264
ECHS1	0.87925
VPS4A	-0.499833333333333
CYP11A1	-0.6515
ABCC6	-1.72107142857143
PBX4	0.256
MOSC1	-0.97875
NCF4	-0.81475
HYMAI	-0.907
NAGPA	-1.17775
OTOP2	0.23575
ACOT12	-0.133
MTHFD2L	0.084
LOC441376	3.467
C19orf34	0.219
RAB1B	-0.7295
ALDOAP2	-2.465
NTRK1	-1.8645
ARTS-1	-1.2823
SLC6A11	1.7815
NAP1L2	-0.211
CNGB1	0.241
EPB41L4B	0.164083333333333
FAM134B	-0.5725
HS3ST3A1	-1.68833333333333
CPXM2	5.65775
SIRPB2	0.865
CHORDC1	-1.54866666666667
TRIB3	-0.4065
SLC2A5	0.80525
C2orf49	0.341166666666667
DDX5	-0.6445
OR5L1	0.8005
ANAPC4	-1.03416666666667
ZSWIM1	0.831875
LOC93622	-0.215
KCNK3	-0.3412
RP11-35N6.1	-3.29725
ZFP161	-0.364666666666667
AQP9	2.66775
SLC15A2	1.83416666666667
MREG	-0.873833333333334
OR9I1	0.5635
PDLIM2	-0.712875
ADAM7	0.664
GSTCD	0.113833333333333
WDR21A	0.2035
SLC12A8	1.65333333333333
TMEM174	0.2435
IGSF3	2.21691666666667
LRRN1	1.962
LOC402117	-0.15575
SRPK1	-0.531666666666667
LY6K	-2.095125
NFIA	2.312
PTCD3	0.052125
LEP	1.97183333333333
PCDH21	-0.972333333333333
MAPKAPK2	0.7665
NMNAT1	0.954166666666667
LHFPL2	1.281625
C9orf43	1.90775
DIP2A	-0.309833333333333
ACTR8	-0.63075
CCDC34	1.73125
PTPN22	-1.041625
ITGA3	-1.827625
FAM129C	-0.2245
RABGGTA	-0.847833333333333
UNC45B	-0.029
KIAA1033	0.160625
ZNF510	0.348833333333333
CYP2D6	0.1975
SLC26A10	-0.9045
STX8	-0.90925
LUZP1	0.045625
WDR89	-0.0591666666666667
EIF4G3	1.08
C5AR1	1.1055
ZNF623	-1.083
A2M	2.5645
TGM7	-0.1915
GRPEL1	-0.285833333333333
LMNB2	0.299
ROCK2	0.168166666666667
SNX16	0.472875
CCDC66	0.2865
ANXA3	0.398
KIAA1609	-0.979125
EED	-1.72025
RNF32	0.7215
HES1	0.1154
CLC	0.306833333333333
ISL1	-0.310333333333333
KIAA0528	-0.15525
MANEA	-0.6725
C1orf61	-0.861
hCG_2001000	0.38625
RAPGEF6	-0.881
KIAA0020	1.70666666666667
NEIL1	-0.98775
C16orf45	-1.69075
RBM10	-0.0298333333333333
C10orf125	0.004125
MRS2L	1.3035
DNAH17	0.123125
C19orf10	-0.42175
C1orf160	0.49425
SLFN12	0.345
EXOC3	-1.151
HIST3H3	0.7295
NCOR2	-0.4205
TNFRSF9	-0.737
MFSD8	-0.59525
ALX1	-3.70566666666667
NOL1	0.5605
PODN	2.0865
TIAL1	0.41575
HIST1H1E	-0.05625
NPY6R	0.07625
TM4SF4	0.468
CORO2A	-0.1105
ETNK2	-0.624
APOE	-0.1009
ANGPT4	0.106
HDGF2	-0.2035
G30	0.229
ST8SIA4	-1.154875
F2RL1	-0.00549999999999998
FAM19A4	-0.55725
CCAR1	0.38675
B3GNT7	0.1535
OPHN1	-0.2333
DSCR6	1.9895
C21orf13	0.860333333333333
GAS2L1	0.41675
RFX3	1.78416666666667
COPS4	-0.52225
BCHE	-4.7595
BCL2	1.36
HBZ	-2.61666666666667
ARL13B	0.61475
MAPBPIP	-0.114
MYO15B	-0.71625
SPZ1	0.57
KIAA1324	3.10488888888889
PLCL2	-1.29675
C4orf29	-1.28
WDFY2	0.03575
ZNF284	1.195
NAALADL1	-0.3975
DUSP5	-1.50466666666667
PXDN	0.479625
SLMO1	1.30475
TNXB	0.4216
BIRC7	-0.856
A4GALT	0.705666666666667
TIMM22	0.34825
FAM110C	-0.95575
TOMM34	-0.207
ABHD9	0.158
ADAM32	0.5785
CRHBP	-0.9235
AQP2	0.527875
LOC130355	1.644
ZNF187	-0.539166666666667
ZNF816A	-1.2255
F7	-0.770875
CNOT1	-1.2191
SLC13A4	-1.02
ZBTB11	-0.1595
B3GALT5	0.12625
