Hybridization REF	TCGA-BH-A0H5-01A-21R-A115-07
CBFB	-0.42375
HIST1H3H	-0.941333333333333
C7orf29	-0.19425
COMMD4	-0.543333333333333
DPP3	-1.1535
DAB2	0.93575
LOC388882	0.024
YPEL4	-0.175875
AGBL3	0.11775
LRP6	0.505
SERPINH1	-1.33308333333333
TLE1	0.043
CD244	2.59166666666667
ZDHHC15	0.20075
MGLL	0.1264
PLDN	0.458916666666667
LOC654346	2.2195
FAP	2.44275
GPR37	-0.2965
SCARA5	2.45233333333333
EBF4	1.258
LSM6	0.422
MLLT1	-0.5983125
SLC5A12	-0.00624999999999995
A2BP1	-1.579
COPS5	-0.302166666666667
TPM4	-0.167214285714286
TNFSF4	1.902
ACADSB	0.710722222222222
HERPUD1	1.73
BCL2L11	-0.371944444444444
CEP78	-1.00575
CDCA3	-1.96125
WBSCR19	0.2667
MYO1A	-1.723
PPEF1	1.334
LOC440348	-1.10375
CPEB2	1.162375
BPTF	-0.257916666666667
RPL21	0.9710625
GSX2	-0.5205
ADPRH	2.47933333333333
C17orf68	0.512333333333333
KCNS1	-0.549333333333333
MLLT6	0.05
PIWIL4	1.3855
RNF26	-0.778
RAP1B	0.85775
ADAMTS1	-1.1916
ZNF571	1.01875
P2RY6	0.56825
TRIM21	1.776
CADM3	0.22125
NLRC5	1.47966666666667
ADRA2B	-0.134166666666667
LOC90835	-0.517625
PCF11	0.06
LOC400451	1.7975
GLTSCR1	0.0407
C17orf88	-0.88
CDH16	-2.1245
FGF7	3.40725
PCSK4	0.067
NPC1L1	-1.89466666666667
TAT	2.27375
TBCA	-0.64925
MGC33407	-0.12725
GPR115	-1.530375
CYGB	0.3385
FNBP4	-0.603666666666667
C12orf43	-0.3675
CBL	-0.00450000000000002
CLECL1	4.283
PPAPDC1A	-0.4675
WDR25	-0.00499999999999999
SGCA	0.721
C22orf29	-0.364666666666667
YIPF1	1.297
GALK2	-0.596
RAB3B	-3.89033333333333
LOC440087	0.082
UCP1	0.6865
REEP5	1.765875
FADD	-0.7314
FOXA1	2.4415
CACNA1A	0.0368333333333333
ABI1	0.539833333333333
GRIN2D	-0.64125
SLC1A4	-0.178166666666667
LOC401127	-1.199
HINT2	0.388
PLD4	1.6745
ZNF286A	-0.5395
ENY2	-0.52775
IL1F6	0.012
PXDNL	0.533
C20orf79	-0.468
TNFSF13B	4.87783333333333
DENND3	0.8615
JARID1D	-3.536
HIST1H2AK	0.181375
LOC93349	1.8437
SSH1	-1.1083
ENSA	-1.38825
LOC219854	0.821333333333333
CKAP2	-0.1889
DKFZP564J102	-0.525833333333333
MGC87315	0.111
HNRPAB	-1.9865
AMH	-2.3765
ZNF526	0.684
BRUNOL5	-0.4263
CACNG3	0.467166666666667
TRPM1	-2.152
PPP2R1A	-0.096875
COL2A1	-1.32325
DDN	-0.621333333333333
FLJ25770	0.9565
HK2	-0.0344285714285715
ELOVL6	-1.7305
MDK	-1.15725
EPHX1	-0.31125
RASSF2	1.784375
DKFZP434B0335	0.65075
DLX3	-0.148875
PRTN3	-1.0835
AVPR1A	0.92075
C21orf125	-1.698
TNFAIP8	1.67216666666667
GNB2L1	-0.18775
CALCRL	2.18375
SCGB2A2	8.149
UBXD7	0.2055
ZNF674	-0.616
TMEM35	-0.373625
BRSK2	-1.352
HECTD3	-0.373833333333333
TMEM188	-0.0665
LGALS9	2.65175
SCARB2	0.478083333333333
USP34	0.0946666666666667
C17orf28	1.35741666666667
ZDHHC23	-0.82425
AQP12B	-0.442
SLC16A3	-1.9845
APLP2	-0.207625
ITIH2	-4.1675
MICAL3	-0.64
TNNI3K	0.8369
HDAC2	-0.76525
PRR7	-1.2781
THBS2	-0.33225
LOC751071	-0.989333333333333
CA2	2.652
RANBP17	-0.23
RLN3	-0.0705
CRYZ	0.617333333333333
GBAS	-0.187833333333333
TAS1R1	-0.01925
MPZL3	0.6115
PCDH8	-2.466
HSP90B1	0.241
KCNK15	0.244
TNIP2	-0.467
GPR146	0.0805
NOL6	-0.86825
SPC25	-2.83033333333333
STEAP2	2.17692857142857
VAMP3	-0.2205
TCIRG1	0.30125
ZP4	-0.177
PARL	0.253875
TRIM39	0.1955
KIAA1305	1.3445
CRNN	0.142666666666667
GRN	0.2145
HSH2D	0.642
SCAMP1	0.7111875
KIAA1913	1.23575
PTS	-0.3645
BANP	-0.267428571428571
PRKACG	0.02975
ADCY6	-0.032
C16orf46	0.2385
CYP51A1	-0.739875
DDC	-5.17975
ANPEP	-0.632833333333333
PROM1	0.971
SIGLEC10	3.59975
COPG	0.318
FAM26E	0.95525
TRIP4	0.40775
SNX3	0.407333333333333
C1orf175	0.0776666666666667
PPY2	0.01975
C14orf152	0.5265
FTSJ1	-1.18533333333333
DST	0.39655
LOC554235	-0.1125
GLRX5	0.13175
C20orf12	1.2183
CAB39	1.03633333333333
MSH2	-1.32066666666667
PIP4K2C	0.68575
CYLD	2.09575
WTAP	1.0400625
MGAT4A	1.92288888888889
TSC22D4	-0.2169
CHRM2	-1.723
PPYR1	0.3555
CCNH	-0.165333333333333
RRM1	-1.10375
ECAT8	-3.63425
LOC400120	-0.316
GABRA4	-0.092875
C14orf4	0.972
C1orf59	0.09425
CTDSPL	0.248583333333333
NHEDC2	-0.73
PDE11A	-0.623375
KLHL29	-0.1025
CD5	1.9998
TSPAN9	1.312875
WDR67	-0.888
THUMPD1	0.9502
C18orf17	0.55275
CLYBL	0.599
FLJ13231	-0.670125
CMBL	0.859
LECT2	-0.94925
NKAPL	3.1675
LOC654780	1.014
OR4C6	0.513
RAB30	1.00333333333333
TSSK4	0.0835
TMEM163	2.464
OSBPL11	1.05433333333333
GNB5	-0.739
CCL21	3.06025
C1orf121	-0.304833333333333
FMO2	3.73466666666667
RPTN	0.476
MSTN	0.6505
VCL	-0.8425
FYTTD1	0.48925
C11orf1	0.232
CCDC88C	1.161125
HFE	-0.312611111111111
MOGAT1	-0.284
FAM125B	0.752166666666667
IRGQ	-0.273
RAVER2	-0.653
AKAP5	0.825
SSSCA1	-0.558
C11orf63	1.650625
ACTG2	1.3239
PORCN	-0.841
DTL	-2.35381818181818
TMEM151	0.2055
FAM122C	0.08275
RSAD2	3.4387
BAT4	-0.14
KRTDAP	-0.411166666666667
MYH8	0.505375
CRTC3	0.22575
LRRFIP2	-0.098
INTS4	-0.2245
TTN	-0.807666666666667
SLC26A5	0.7365
PLLP	-1.1905
RGS6	-0.931625
SRGAP3	0.2465
ZNF525	0.234666666666667
NBR2	-0.826666666666667
C13orf1	0.1825
ZNF137	0.3925
CEP27	-1.5985
BEST2	-0.0445
RNF121	-0.586
DMRTC2	-0.207
C8orf76	-0.17175
BCCIP	0.027625
MEST	-1.35025
HTRA2	-0.6745
ANGPTL2	0.542
ILKAP	0.1135
ERAS	-0.8735
HBS1L	-0.034375
CPA5	0.5415
TMEM30A	1.01
CD300LF	3.209
WISP3	2.2845
CRK	0.222642857142857
PDS5A	-0.1683
BRPF3	0.288333333333333
NEDD9	0.95375
SMPDL3B	0.586
PSG6	-1.44425
PSMD13	-0.377
ETV5	-1.109
OR51A4	0.155
BTBD7	1.02341666666667
GSTO1	-0.466875
hCG_16001	1.0975
MAD2L1BP	0.0633333333333333
COX6A2	-0.0045
SCNN1A	1.15566666666667
LSM1	0.325166666666667
UGT2B11	-0.247
IDUA	0.54175
PPP2R3C	-0.162
COX11	-0.299833333333333
PDZK1	1.027
ZNF443	0.418666666666667
MGC21874	1.13766666666667
ZNF323	0.7899
KRTAP10-10	0.285
CXCL6	1.7145
SLC34A2	1.4906
LOC284402	0.5435
NPTN	1.22675
UPP1	-1.21958333333333
SLC6A9	-1.084
OR7G3	0.1905
CISD1	-0.715166666666667
ZNF545	0.299
SYT14	-0.9695
NT5C3L	-1.07116666666667
ZNHIT3	0.144333333333333
SNRPD3	-0.2915
KIAA0701	0.286375
UNC93B1	0.345333333333333
GMNN	-1.761875
SPCS2	0.814666666666667
LOC388524	0.3515
NAPRT1	0.00674999999999999
PNLIPRP1	0.04425
OR6V1	1.5695
PRKAB1	-0.47625
EYA4	-3.529
KIF20A	-2.85425
ALG10	-0.16775
ITPKC	0.587833333333333
LMX1B	0.347
RPUSD4	-0.666666666666667
C7orf34	0.190333333333333
DLGAP2	0.433375
PFN1	-0.2172
MICALL2	-0.521083333333333
ZNF654	1.107
SS18L1	-1.134375
SLC16A8	0.85575
MKI67IP	0.0488333333333333
ITGB3	-1.636375
TCEA3	1.90175
CEP152	-1.294375
CLIP1	0.978375
ZNF75	0.4349375
ATP5C1	-0.569833333333333
NUDT5	-0.7155
PSCDBP	4.506
UBP1	-0.044
RBM27	0.77775
C13orf15	2.585375
ZNF282	-0.533166666666667
ZNF222	0.9337
COL10A1	5.2155
PRDM15	-0.884875
TTTY5	-0.612
FAM9C	-0.349666666666667
C20orf67	-0.3345
GNG13	0.6605
F12	0.955
C1orf41	-0.5495
CPXCR1	0.402
GSK3A	-0.131
SUPT6H	-0.2865
PI16	1.3085
ELL2	-0.372833333333333
C9orf167	-1.16516666666667
PVRL3	-1.1021
FLJ38596	0.264666666666667
ADAM20	0.06575
GPR89A	0.535
GPR87	-2.382
ZNF30	0.5105
SMR3B	1.1985
ZNF770	0.5695
TRPC4AP	-1.03966666666667
DKFZP686E2158	0.7055
C2orf28	0.1305
FREM1	0.920833333333333
LAMA4	-0.0373333333333333
ADPRHL2	-0.15925
EIF4G2	0.307666666666667
GUCA1A	-0.735
CTNNA2	-2.19675
NUDT15	-0.742
CEPT1	0.253
ZNFX1	0.8487
CCDC92	0.71975
TDRD1	-0.9975
KCNK5	-1.7695
ETNK1	0.695083333333333
LTA	1.1555
TTPA	-0.544833333333333
B3GALNT2	0.042
SC65	-1.456
PEX5L	-1.417875
EPS15L1	-0.72375
MGEA5	0.1205
HIST1H3A	0.87075
ING1	0.377375
BCAT1	-3.05625
ORC6L	-3.62363636363636
KLK11	-3.158
C19orf28	-1.195
DNER	-4.653875
MED22	-0.672071428571429
ETV6	1.66925
CHAC2	-0.69575
CD300E	0.2435
CEBPB	-0.00641666666666668
ZNF398	0.0725
LRCH3	0.2305
HMGA1	-1.558
CAPN7	0.211333333333333
MGC5566	-2.4015
CCL3	3.362625
NANOS1	-0.596625
ZFYVE19	-0.19525
APITD1	-0.258
PARD3	0.167125
IRAK4	0.3025
SERPINI2	0.691
CEP170L	0.08525
TTC9	2.771125
MYOM3	-1.9935
MLPH	0.858375
LOC222699	0.1555
NRG1	-1.32816666666667
TBC1D9	4.13018181818182
TTK	-2.36766666666667
ZNF557	1.0818
DDX41	-0.603666666666667
FANK1	1.728
UBE2D2	-0.067
PSMB10	2.129625
MYH7B	0.3195
GABARAPL2	-0.14925
MARVELD2	1.44416666666667
DGCR2	0.438666666666667
UNC45A	-0.579833333333333
C6orf72	0.7435
ZNF683	4.78775
GIT2	0.925875
CASK	0.719333333333333
C14orf161	5.04266666666667
LRRC44	1.344
TIFA	1.09575
UTP11L	-1.047125
C6orf65	-0.30125
FDPS	-0.76175
DUSP9	-2.1222
SLC17A8	0.592333333333333
OR51G1	0.4235
NANS	-0.02575
OLFML1	1.96025
ATP10B	-1.69725
NPAS3	-0.0905
PRKCA	-1.7826
GGA2	0.0945625
LCE4A	0.6465
SPANXN3	-0.015
CCDC115	1.57075
SDCCAG3	-0.886
GLIPR1L1	-0.195
TTC1	-0.09525
C17orf76	0.775
MAD2L2	-1.44925
HIPK1	0.0222
LRRC3B	1.018
CLN3	-1.02354545454545
C17orf47	-0.023
FMN2	-2.19875
TUBB1	-1.613625
WAPAL	-0.0363333333333333
C3orf21	-1.206375
SCN5A	-0.7607
SMYD1	1.08575
BEX5	2.13175
ZNF192	0.3595
SEC22A	-0.0138333333333333
GRIA2	0.801714285714286
KIAA0825	-1.319
NUSAP1	-2.16254545454545
LANCL1	-0.0575
C15orf40	0.1538
ZNF645	0.129375
GPR61	-0.0185
NLRP14	-0.004
SNX21	-0.8564
C1QTNF8	-0.1995
C17orf46	0.59575
IFNA8	0.4415
SPRR1B	-0.800833333333333
FLRT1	-1.16625
SNX17	-0.792333333333333
ASB2	1.69566666666667
HBG1	-4.529
RPRML	-1.3135
JOSD2	-0.0226666666666667
PLSCR3	0.6595
SPOCD1	-1.40366666666667
RAB39	0.2505
GHRH	0.286833333333333
ITIH5L	0.46225
C17orf37	0.31175
SMCR8	0.558
DPY19L2P3	-1.00516666666667
IL11RA	0.528
GDF3	-3.4355
RPS6KB1	-0.989583333333333
DNAJC19	0.209
TOP1	-0.21175
CRCT1	-0.466857142857143
MPST	-0.08775
DPM2	0.109375
FAM38B	-1.39533333333333
SLC18A1	-1.35366666666667
FARP1	0.748666666666667
PAX7	-0.041
TUBD1	-1.1045
GNL3	-0.52525
BTG2	2.66693333333333
NDUFS6	-0.50325
C1orf79	-1.07475
ERAL1	-0.793
ECHS1	0.65625
VPS4A	-0.815666666666667
CYP11A1	-0.332
ABCC6	-0.781214285714286
PBX4	0.3235
MOSC1	-0.850375
NCF4	1.93825
HYMAI	0.5795
NAGPA	-0.496
OTOP2	0.15075
ACOT12	-0.13875
MTHFD2L	-0.71725
LOC441376	1.863
C19orf34	0.1315
RAB1B	-0.358
ALDOAP2	-1.1735
NTRK1	-1.05133333333333
ARTS-1	1.8803
SLC6A11	-0.54
NAP1L2	1.8755
CNGB1	-0.207333333333333
EPB41L4B	0.348083333333333
FAM134B	1.616
HS3ST3A1	-0.0196666666666667
CPXM2	4.9555
SIRPB2	0.4195
CHORDC1	-0.8185
TRIB3	-1.33533333333333
SLC2A5	1.15375
C2orf49	-0.0445
DDX5	-0.05175
OR5L1	0.2145
ANAPC4	0.016
ZSWIM1	0.360625
LOC93622	-0.24975
KCNK3	-0.4361
RP11-35N6.1	-1.431625
ZFP161	0.8565
AQP9	1.94525
SLC15A2	-0.0488333333333333
MREG	0.911
OR9I1	0.253
PDLIM2	0.118375
ADAM7	0.3815
GSTCD	-0.133833333333333
WDR21A	-0.62725
SLC12A8	0.48
TMEM174	0.13275
IGSF3	0.280583333333333
LRRN1	1.05875
LOC402117	0.0275
SRPK1	-1.1085
LY6K	-1.01575
NFIA	3.021
PTCD3	-0.6235
LEP	3.04616666666667
PCDH21	0.259166666666667
MAPKAPK2	0.168642857142857
NMNAT1	0.0993333333333333
LHFPL2	0.829375
C9orf43	0.3805
DIP2A	-0.747333333333333
ACTR8	0.1525
CCDC34	-0.68125
PTPN22	1.519
ITGA3	-1.342375
FAM129C	3.452
RABGGTA	-0.0365
UNC45B	1.6825
KIAA1033	1.1375
ZNF510	0.254833333333333
CYP2D6	-0.842833333333333
SLC26A10	-1.887
STX8	0.34175
LUZP1	-0.552
WDR89	0.442333333333333
EIF4G3	0.0553
C5AR1	0.990625
ZNF623	-0.6735
A2M	0.829
TGM7	0.208
GRPEL1	-0.2115
LMNB2	-1.8344
ROCK2	0.107166666666667
SNX16	0.483625
CCDC66	0.33525
ANXA3	0.834
KIAA1609	-0.683
EED	-0.15575
RNF32	0.655
HES1	-0.807
CLC	2.03866666666667
ISL1	1.6345
KIAA0528	0.572875
MANEA	1.266375
C1orf61	-1.1185
hCG_2001000	1.2645
RAPGEF6	1.0103
KIAA0020	-0.385
NEIL1	0.51925
C16orf45	0.1635
RBM10	-0.322333333333333
C10orf125	-0.178875
MRS2L	-0.5385
DNAH17	-1.06725
C19orf10	-0.7265
C1orf160	0.5135
SLFN12	1.6395
EXOC3	-0.2085
HIST3H3	0.615
NCOR2	0.0305
TNFRSF9	2.09925
MFSD8	0.36025
ALX1	-3.34183333333333
NOL1	-1.53425
PODN	2.17025
TIAL1	-0.64225
HIST1H1E	-0.6715
NPY6R	0.38175
TM4SF4	0.535
CORO2A	-0.1465
ETNK2	-0.516
APOE	1.4186
ANGPT4	-0.311
HDGF2	-0.89475
G30	1.2625
ST8SIA4	0.918625
F2RL1	0.367
FAM19A4	-3.1295
CCAR1	-0.349
B3GNT7	-0.068
OPHN1	-0.3261
DSCR6	-0.9275
C21orf13	1.1595
GAS2L1	-0.14575
RFX3	0.727333333333333
COPS4	0.507125
BCHE	-4.98
BCL2	2.71925
HBZ	-2.716
ARL13B	0.83875
MAPBPIP	1.010625
MYO15B	0.05975
SPZ1	0.3115
KIAA1324	3.33866666666667
PLCL2	1.402375
C4orf29	-0.145
WDFY2	0.01975
ZNF284	-0.463
NAALADL1	1.065
DUSP5	0.238333333333333
PXDN	-0.5485
SLMO1	-1.5595
TNXB	0.2251
BIRC7	-0.85475
A4GALT	0.174
TIMM22	-0.09875
FAM110C	1.2245
TOMM34	-1.213625
ABHD9	-0.0835
ADAM32	1.136
CRHBP	0.77225
AQP2	0.343625
LOC130355	1.3175
ZNF187	0.444833333333333
ZNF816A	0.576
F7	0.440125
CNOT1	-0.7121
SLC13A4	-1.706
ZBTB11	-0.534
B3GALT5	-0.31225
EXOC2	0.637166666666667
IRS1	0.9486
TMEM1	0.438
MRPL34	-0.1915
SAMM50	-0.53275
CDC42EP3	0.683125
HSF2	-0.3515
MFN2	0.481
TSPAN7	0.391333333333333
NUCB1	0.57925
RHOH	1.48175
ARL16	-0.421
TACR1	0.388333333333333
SFRS5	0.169333333333333
SNX25	0.040375
RHBDF1	-0.311833333333333
PCDH18	2.64616666666667
HMG1L1	1.18275
MYO5C	1.24525
MAPK10	2.971
LDHAL6A	-0.384333333333333
NUDT12	1.53166666666667
NCAM1	-0.364
GLIS2	-0.305
GGTL4	-0.14375
DAPP1	2.54275
ATF7	0.83525
KIAA0748	1.9085
NFIL3	0.1725
TM6SF1	1.3353
SEZ6	0.219375
NANOS3	0.0298333333333333
DNAJA3	-0.888833333333333
CLDN6	-3.247
CIITA	3.9774
EPHA4	0.599833333333333
FANCC	-0.5905
CMTM3	-0.10325
PSG3	-0.613125
MRPL15	-0.66
C21orf59	0.14375
PLCXD2	-0.03325
C2orf34	-0.058
UBE2L6	2.352875
MED14	-0.332833333333333
HP1BP3	0.1007
C6orf208	0.863
TPBG	0.5395
OSR2	-1.110125
XPC	-0.123666666666667
KLHL7	-0.978666666666667
CCR3	-0.0808333333333333
AGTPBP1	0.0615
PCSK6	-0.0858
STAT5A	0.0904
FAM18B	0.573
LONRF2	-1.08566666666667
PTPN2	0.13325
SF3A3	-0.4895
EFCBP2	-1.0365
HCFC1	-0.794666666666667
AHNAK	-0.44795
ACTR5	-0.6025
KIF14	-2.21085714285714
TENC1	0.65725
HEATR5B	1.2165
YIPF2	-0.103333333333333
MYEOV2	1.07866666666667
DUSP18	1.47175
KIAA1012	0.787
AHR	0.412833333333333
C17orf53	-1.75216666666667
PTPRH	-3.08775
ATP6V1C1	0.0107
TAS2R3	-0.668
LOC440356	-2.16275
COQ10B	0.45725
PSMF1	0.491833333333333
SORBS2	1.60158333333333
NFE2L2	0.26525
TMCO7	-0.2645
SH3PXD2A	-0.6348
SH2D2A	1.1675
SPINK5	-1.84525
MRPS24	-0.759
OPA3	0.077625
TRAF7	-0.962333333333333
C4orf35	0.2645
MT1G	-0.030625
MGC39545	0.55
HS1BP3	-0.1118
OR2B2	0.342
CHRM4	-0.203
SFRP2	2.17816666666667
RIC3	1.66825
ART1	0.1215
C6orf1	1.0185
DUS4L	-0.85075
C10orf104	1.16275
TNFAIP6	1.61825
RTEL1	-0.97175
CCT4	-0.567
ZNF709	0.529
CHMP6	0.2465
UPP2	0.36025
CYP19A1	-2.71975
CD151	-1.2945
NDUFA13	0.23
ARFRP1	-1.10233333333333
FAM26B	1.6825
CRYBA1	-2.135
MRPL41	0.1645
NPFFR2	0.351125
HRH2	0.0355
SCAMP3	-0.456
MTMR6	1.4854
MTG1	-0.9085
UBTD1	0.05725
CRABP1	-2.5365
FLJ33790	-0.013
KIAA1908	-0.308333333333333
GPR158	-2.72075
PACSIN3	-0.725666666666667
OMD	2.996
CATSPER1	0.0673333333333333
HOXB8	-1.86885714285714
FBXO46	0.309
OAS1	1.47216666666667
SVIL	0.2235
PHB2	-0.9145
ADCY3	-0.0565
NDRG2	1.591
ERMAP	0.4035
APBA2	-0.7835
IGSF9	1.7345
WNT6	-0.213285714285714
MYCBPAP	2.04
ATP2B2	-0.2685
CPVL	0.5806
TRAM2	-0.485416666666667
NOP5/NOP58	-0.2185
ZNRF4	-0.0255
TLK1	0.79075
MTMR12	0.0831428571428572
ZNF384	-0.4355
FAM9B	-3.323
RPN1	0.2342
PMVK	0.49125
EIF3D	0.4488
SIX2	-1.0175
HPS1	0.963285714285714
RNF7	0.5865
PSKH2	0.4205
KCTD13	-0.915833333333333
CSMD3	-0.6783
FBF1	0.5095
IL8	-5.868375
SERPINB13	0.747083333333333
FBXL20	-0.5695
BLR1	0.164
SH2B1	-1.06116666666667
RFNG	-0.798125
RAB20	1.03516666666667
RBM7	0.45025
POLR1A	-1.05833333333333
TMPRSS4	-2.3695
TAF9	-0.3675
TERF2	0.011
TNFRSF1A	0.120416666666667
ACADVL	-0.817666666666667
GTF2H5	0.628
EDG8	-0.120833333333333
C9orf140	-2.0625
UST6	0.07175
ZBTB8OS	-0.152
ZNF710	0.1855
GPR174	1.6445
ATP6V0A2	-0.2185
KIAA0319L	0.311666666666667
XKRX	0.159
DOPEY2	1.282
SDHD	0.3305
SUMF1	1.111
OSM	1.9475
OPN3	-0.79875
DAGLB	-0.69
PPFIBP1	0.1342
TRIM63	-0.37175
C10orf53	-0.416
LYPD3	0.0406666666666667
BCL7A	-0.67125
AGER	-0.913833333333333
TCF19	-1.563625
SAT2	0.242
PFTK1	0.998166666666667
GABRE	-3.071625
C15orf38	1.0847
FIS1	0.0935
KCNV2	-0.20975
CLPS	2.07875
PPCDC	-0.5645
FOXN2	2.09333333333333
NT5E	-2.0593
CD83	1.42
IL18	2.843125
VPS16	0.0945
IGFBP2	-0.782
NOTCH2	0.464
SIGLEC1	3.16575
CD93	4.8985
SULF2	-0.314
CEP164	-0.322375
P53AIP1	0.761666666666667
TOR2A	0.121333333333333
ZNF136	0.6775
MGP	3.3338
CCDC144A	0.234666666666667
TRPC1	-0.783
SMS	-0.577333333333333
MAPK7	-0.431
RRAGC	1.0765
PARD6A	-0.0586666666666667
NUB1	1.01066666666667
SYNGR4	-0.04975
OR11H12	0.318
WIF1	1.518875
GCH1	1.00175
OR11H4	-0.0285
SLC44A5	0.403
GPRIN2	0.900833333333333
LOC401431	1.0315
CPA4	-2.3768
MELK	-2.62522222222222
IL15RA	1.8215
CUL3	1.105625
HMBOX1	0.83675
PODXL	-2.09125
CCT6B	1.00783333333333
COMTD1	-1.16
MUC20	0.355166666666667
GPX2	-3.40875
ITK	2.324375
FBXL5	1.906
C13orf27	-1.364
DEFA5	0.335
TRHDE	-1.478
MTP18	-0.356833333333333
UQCRQ	0.7426
ITGB2	2.45908333333333
CSRP2BP	0.42075
TAS2R44	0.594
PHPT1	0.473875
FAM44C	-0.43475
ERH	0.4685
MPHOSPH1	-1.51333333333333
MORC1	-0.699
PARVB	-1.33675
LAMA1	-2.22216666666667
PGBD3	0.697
GIMAP6	4.93825
AREG	0.7495
LIPT1	0.595
MGC99813	-1.1615
C1orf201	-0.187833333333333
GRIN2A	-1.2812
MAN2C1	-1.250125
NSUN5	-0.999
SF3B5	0.37975
MYC	-1.243875
NRXN1	-0.05725
ZNF18	0.625
SPDYA	-0.367375
SLC37A1	0.878
DECR2	-0.3315
ANKRD38	-0.46475
SPTLC3	-0.247166666666667
SUPT16H	-0.204125
DTWD2	1.809
ULBP1	-0.855
ZADH1	-0.39
OIP5	-2.6
IL10RB	0.0288333333333333
OTUB2	-0.186625
VWA3A	-0.154166666666667
SPIC	3.0075
OR6C4	0.2275
PSCD4	2.72533333333333
DPY19L2P2	-0.848
TRAPPC6A	0.596166666666667
C21orf2	-0.496833333333333
CEMP1	-0.11525
LIN7B	-0.333
E2F7	-2.28983333333333
VCP	-0.143875
LAMA3	1.85308333333333
BGN	0.7585
GPR160	1.68216666666667
COCH	-2.39266666666667
GPR81	1.64616666666667
APOBEC3F	0.15575
tcag7.1017	-0.53175
C1orf32	1.042
SCGB1D2	5.6735
FLJ43987	-1.063
C6orf170	0.771
KLK9	-0.00699999999999999
GPD1L	1.09675
VPS37B	-0.3015
ATG3	0.0645
ADAMTS17	-0.4835
KLHDC2	0.247666666666667
NDUFV2	-0.07475
BLK	1.52025
MATN4	-1.499
GPM6A	0.60375
GBP4	4.9445
TMEM162	-0.302333333333333
PKP2	0.568
HRASLS	-0.703222222222222
MMP1	-4.92375
SFXN3	-0.4554
FSD1	-1.89033333333333
ST6GALNAC3	-1.08283333333333
CA12	2.0122
NCOA6	-0.168
C19orf58	-0.3242
PPP4R1	-0.6825
MAN1A2	1.4145
IKBKAP	-0.9815
UPF1	0.0973333333333333
KIAA1219	0.59625
WNT16	2.63016666666667
SNW1	0.06275
IL18RAP	5.04275
RPP30	-0.460875
CDC40	0.739357142857143
SETD3	0.0933333333333333
SLAMF6	2.8325
ELK4	0.179
TRIM47	0.019
ACOX3	1.576875
TRIM6	1.58475
KIAA0372	-0.0301666666666667
TP53AP1	1.213375
SMURF2	-0.71625
ADAD1	-0.1595
EBP	-1.179
KRTAP13-2	0.019
FLJ36874	-0.787666666666667
TOR1A	-0.344
P2RY4	-0.3905
GPBP1	0.334
TRPV1	0.332625
ADAMTS12	0.678166666666667
PES1	-0.994
ATG4A	1.03316666666667
MAGEA10	-4.42025
WFS1	1.36875
CC2D1B	-0.760166666666667
PABPN1	0.133875
SLC25A30	1.05825
SLCO1C1	0.797166666666667
SLC22A5	0.4535
KIF23	-2.78683333333333
SYN2	-0.191666666666667
ASPN	6.57466666666667
CENTG2	0.13075
QSOX2	-1.8774
FLJ10815	-0.329333333333333
STK24	-0.0354375
SPEG	-0.7522
STK10	0.955333333333333
DACT2	0.5395
AAAS	-0.9095
SSX3	-2.089125
ABCD3	0.6625
C4orf12	-0.1085
PARVG	2.45883333333333
FIG4	0.9485
C9orf46	1.83225
TMCO6	-0.7485
IGHMBP2	-1.39275
DUS2L	-0.761333333333333
FAM3C	0.482375
TMEM16D	-1.08825
DCTN4	0.251
KCNH3	0.12275
EIF2AK2	1.209
AP1S3	1.31025
CST4	1.548
PAM	-0.17625
NUTF2	-0.984
CITED2	0.7475
SLC39A4	-0.798
C2orf52	-0.7255
GRM3	-0.0835
C12orf49	0.322375
CCDC49	-0.1429
GRAMD1B	-0.923375
FNDC4	-0.25325
SIAH2	1.004
GDPD4	-0.03175
C21orf87	-0.008
ATP5A1	-0.157833333333333
C16orf63	-0.416875
LOC388135	-1.32916666666667
ATP5J2	-0.5265
MMP3	-1.71925
EMID2	0.04125
CRHR1	0.30775
WDR70	0.22075
C13orf31	2.89775
ZFAND1	0.02325
CCL18	4.811
C3orf49	-0.1255
RINT1	-0.7395
KIAA0408	-0.765
F13A1	5.0818
SLC10A1	-0.00783333333333336
OGN	2.9095
GIPC2	-0.546833333333333
XPO6	-0.650833333333333
LCE1A	0.507
FMR1	1.0504
LOC374920	0.4565
DUSP3	-0.04375
ANKMY1	-0.15
C7orf50	-0.35725
BBS9	-0.1895
UNC119B	-0.590875
C9orf72	0.49425
MGC35440	-0.722
ENTPD6	-0.5685
PPP1R2P9	1.33475
ERCC4	-0.058
FAHD2B	-0.535
HMHA1	2.024
HACL1	0.03175
RAD23A	-0.0178333333333333
FAM83B	0.95775
PPP5C	-1.84816666666667
RNASEH2C	-0.331875
C9orf153	-0.56775
SCAMP4	0.299125
GHITM	0.408
NDUFB7	-0.02225
ADCYAP1	3.1275
SP110	3.00883333333333
MAP3K7IP2	0.95775
DHH	-0.017
AGRN	-0.2865
WDR33	0.195333333333333
CEP290	1.50033333333333
PRPS1L1	-1.8045
KLRA1	-0.297
GPR97	-0.1985
CHD7	-0.423
TLR10	3.8
SLC30A8	-1.524
HIC1	1.4435
IAPP	-0.465
RXFP4	0.44925
